context: Black crow! response:	We even got an apartment for him.
context: What? Huh? Manga?\Show me too.\Come on, we can't concentrate.\Don't be so cold.\I'll give you some advice.\What are you writing?\Something with erotic scenes?!\Of course not. We're trying to get into Jack. response:	Jack, huh? You're sure ambitious.
context: Show me too.\Come on, we can't concentrate.\Don't be so cold.\I'll give you some advice.\What are you writing?\Something with erotic scenes?!\Of course not. We're trying to get into Jack.\Jack, huh? You're sure ambitious. response:	Let us know when you get serialized.
context: Come on, we can't concentrate.\Don't be so cold.\I'll give you some advice.\What are you writing?\Something with erotic scenes?!\Of course not. We're trying to get into Jack.\Jack, huh? You're sure ambitious.\Let us know when you get serialized. response:	I'll brag to my friends.
context: Don't be so cold.\I'll give you some advice.\What are you writing?\Something with erotic scenes?!\Of course not. We're trying to get into Jack.\Jack, huh? You're sure ambitious.\Let us know when you get serialized.\I'll brag to my friends. response:	It's not as if you're the one getting published.
context: I'll give you some advice.\What are you writing?\Something with erotic scenes?!\Of course not. We're trying to get into Jack.\Jack, huh? You're sure ambitious.\Let us know when you get serialized.\I'll brag to my friends.\It's not as if you're the one getting published. response:	Everyone's being real supportive.
context: What are you writing?\Something with erotic scenes?!\Of course not. We're trying to get into Jack.\Jack, huh? You're sure ambitious.\Let us know when you get serialized.\I'll brag to my friends.\It's not as if you're the one getting published.\Everyone's being real supportive. response:	Supportive?
context: Something with erotic scenes?!\Of course not. We're trying to get into Jack.\Jack, huh? You're sure ambitious.\Let us know when you get serialized.\I'll brag to my friends.\It's not as if you're the one getting published.\Everyone's being real supportive.\Supportive? response:	That's called'being a bother'.
context: Of course not. We're trying to get into Jack.\Jack, huh? You're sure ambitious.\Let us know when you get serialized.\I'll brag to my friends.\It's not as if you're the one getting published.\Everyone's being real supportive.\Supportive?\That's called'being a bother'. response:	Especially Suzuki.
context: Jack, huh? You're sure ambitious.\Let us know when you get serialized.\I'll brag to my friends.\It's not as if you're the one getting published.\Everyone's being real supportive.\Supportive?\That's called'being a bother'.\Especially Suzuki. response:	Oh yeah, Saikou. How did your mock exam go?
context: Let us know when you get serialized.\I'll brag to my friends.\It's not as if you're the one getting published.\Everyone's being real supportive.\Supportive?\That's called'being a bother'.\Especially Suzuki.\Oh yeah, Saikou. How did your mock exam go? response:	For Kita High, eighty percent.
context: I'll brag to my friends.\It's not as if you're the one getting published.\Everyone's being real supportive.\Supportive?\That's called'being a bother'.\Especially Suzuki.\Oh yeah, Saikou. How did your mock exam go?\For Kita High, eighty percent. response:	That qualifies me for early admission, so I guess I don't have to study.
context: It's not as if you're the one getting published.\Everyone's being real supportive.\Supportive?\That's called'being a bother'.\Especially Suzuki.\Oh yeah, Saikou. How did your mock exam go?\For Kita High, eighty percent.\That qualifies me for early admission, so I guess I don't have to study. response:	What about you?
context: Everyone's being real supportive.\Supportive?\That's called'being a bother'.\Especially Suzuki.\Oh yeah, Saikou. How did your mock exam go?\For Kita High, eighty percent.\That qualifies me for early admission, so I guess I don't have to study.\What about you? response:	Ninety-five percent!
context: Supportive?\That's called'being a bother'.\Especially Suzuki.\Oh yeah, Saikou. How did your mock exam go?\For Kita High, eighty percent.\That qualifies me for early admission, so I guess I don't have to study.\What about you?\Ninety-five percent! response:	You can't even score one hundred percent.
context: That's called'being a bother'.\Especially Suzuki.\Oh yeah, Saikou. How did your mock exam go?\For Kita High, eighty percent.\That qualifies me for early admission, so I guess I don't have to study.\What about you?\Ninety-five percent!\You can't even score one hundred percent. response:	Then why don't you go to a better school?
context: Especially Suzuki.\Oh yeah, Saikou. How did your mock exam go?\For Kita High, eighty percent.\That qualifies me for early admission, so I guess I don't have to study.\What about you?\Ninety-five percent!\You can't even score one hundred percent.\Then why don't you go to a better school? response:	Nope. Kita's fine.
context: Oh yeah, Saikou. How did your mock exam go?\For Kita High, eighty percent.\That qualifies me for early admission, so I guess I don't have to study.\What about you?\Ninety-five percent!\You can't even score one hundred percent.\Then why don't you go to a better school?\Nope. Kita's fine. response:	Besides if I changed plans all of a sudden, Miyoshi would kick my ass.
context: For Kita High, eighty percent.\That qualifies me for early admission, so I guess I don't have to study.\What about you?\Ninety-five percent!\You can't even score one hundred percent.\Then why don't you go to a better school?\Nope. Kita's fine.\Besides if I changed plans all of a sudden, Miyoshi would kick my ass. response:	What, you're going to Kita for Miyoshi's sake, not mine?
context: That qualifies me for early admission, so I guess I don't have to study.\What about you?\Ninety-five percent!\You can't even score one hundred percent.\Then why don't you go to a better school?\Nope. Kita's fine.\Besides if I changed plans all of a sudden, Miyoshi would kick my ass.\What, you're going to Kita for Miyoshi's sake, not mine? response:	Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.
context: What about you?\Ninety-five percent!\You can't even score one hundred percent.\Then why don't you go to a better school?\Nope. Kita's fine.\Besides if I changed plans all of a sudden, Miyoshi would kick my ass.\What, you're going to Kita for Miyoshi's sake, not mine?\Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights. response:	I thought I would invite you guys along.
context: Ninety-five percent!\You can't even score one hundred percent.\Then why don't you go to a better school?\Nope. Kita's fine.\Besides if I changed plans all of a sudden, Miyoshi would kick my ass.\What, you're going to Kita for Miyoshi's sake, not mine?\Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.\I thought I would invite you guys along. response:	No way!
context: You can't even score one hundred percent.\Then why don't you go to a better school?\Nope. Kita's fine.\Besides if I changed plans all of a sudden, Miyoshi would kick my ass.\What, you're going to Kita for Miyoshi's sake, not mine?\Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.\I thought I would invite you guys along.\No way! response:	Thought so.
context: Then why don't you go to a better school?\Nope. Kita's fine.\Besides if I changed plans all of a sudden, Miyoshi would kick my ass.\What, you're going to Kita for Miyoshi's sake, not mine?\Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.\I thought I would invite you guys along.\No way!\Thought so. response:	Azuki also said no.
context: Nope. Kita's fine.\Besides if I changed plans all of a sudden, Miyoshi would kick my ass.\What, you're going to Kita for Miyoshi's sake, not mine?\Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.\I thought I would invite you guys along.\No way!\Thought so.\Azuki also said no. response:	See you.
context: Besides if I changed plans all of a sudden, Miyoshi would kick my ass.\What, you're going to Kita for Miyoshi's sake, not mine?\Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.\I thought I would invite you guys along.\No way!\Thought so.\Azuki also said no.\See you. response:	OOkay.
context: What, you're going to Kita for Miyoshi's sake, not mine?\Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.\I thought I would invite you guys along.\No way!\Thought so.\Azuki also said no.\See you.\OOkay. response:	Don't let her distract you from writing manga.
context: Oh, that's right. Around Christmas, I'm going somewhere with Miyoshi to see some lights.\I thought I would invite you guys along.\No way!\Thought so.\Azuki also said no.\See you.\OOkay.\Don't let her distract you from writing manga. response:	No way, no way.
context: I thought I would invite you guys along.\No way!\Thought so.\Azuki also said no.\See you.\OOkay.\Don't let her distract you from writing manga.\No way, no way. response:	Alright everyone, take care not to catch cold.
context: No way!\Thought so.\Azuki also said no.\See you.\OOkay.\Don't let her distract you from writing manga.\No way, no way.\Alright everyone, take care not to catch cold. response:	Thank you!
context: Thought so.\Azuki also said no.\See you.\OOkay.\Don't let her distract you from writing manga.\No way, no way.\Alright everyone, take care not to catch cold.\Thank you! response:	Miho! Let's go home.
context: Azuki also said no.\See you.\OOkay.\Don't let her distract you from writing manga.\No way, no way.\Alright everyone, take care not to catch cold.\Thank you!\Miho! Let's go home. response:	Yeah!
context: See you.\OOkay.\Don't let her distract you from writing manga.\No way, no way.\Alright everyone, take care not to catch cold.\Thank you!\Miho! Let's go home.\Yeah! response:	Kaya?
context: OOkay.\Don't let her distract you from writing manga.\No way, no way.\Alright everyone, take care not to catch cold.\Thank you!\Miho! Let's go home.\Yeah!\Kaya? response:	Huh, yeah.
context: Don't let her distract you from writing manga.\No way, no way.\Alright everyone, take care not to catch cold.\Thank you!\Miho! Let's go home.\Yeah!\Kaya?\Huh, yeah. response:	After graduation, it's possible we won't be able to meet until our dream comes true.
context: No way, no way.\Alright everyone, take care not to catch cold.\Thank you!\Miho! Let's go home.\Yeah!\Kaya?\Huh, yeah.\After graduation, it's possible we won't be able to meet until our dream comes true. response:	Compared to that, winter break should be nothing.
context: Alright everyone, take care not to catch cold.\Thank you!\Miho! Let's go home.\Yeah!\Kaya?\Huh, yeah.\After graduation, it's possible we won't be able to meet until our dream comes true.\Compared to that, winter break should be nothing. response:	Shuujin, let's go to the studio.
context: Thank you!\Miho! Let's go home.\Yeah!\Kaya?\Huh, yeah.\After graduation, it's possible we won't be able to meet until our dream comes true.\Compared to that, winter break should be nothing.\Shuujin, let's go to the studio. response:	Sorry, I've got plans.
context: Miho! Let's go home.\Yeah!\Kaya?\Huh, yeah.\After graduation, it's possible we won't be able to meet until our dream comes true.\Compared to that, winter break should be nothing.\Shuujin, let's go to the studio.\Sorry, I've got plans. response:	Oh, that was today.
context: Yeah!\Kaya?\Huh, yeah.\After graduation, it's possible we won't be able to meet until our dream comes true.\Compared to that, winter break should be nothing.\Shuujin, let's go to the studio.\Sorry, I've got plans.\Oh, that was today. response:	Yeah, I know I shouldn't.
context: Kaya?\Huh, yeah.\After graduation, it's possible we won't be able to meet until our dream comes true.\Compared to that, winter break should be nothing.\Shuujin, let's go to the studio.\Sorry, I've got plans.\Oh, that was today.\Yeah, I know I shouldn't. response:	Go.
context: Huh, yeah.\After graduation, it's possible we won't be able to meet until our dream comes true.\Compared to that, winter break should be nothing.\Shuujin, let's go to the studio.\Sorry, I've got plans.\Oh, that was today.\Yeah, I know I shouldn't.\Go. response:	Sorry, did you wait long?
context: After graduation, it's possible we won't be able to meet until our dream comes true.\Compared to that, winter break should be nothing.\Shuujin, let's go to the studio.\Sorry, I've got plans.\Oh, that was today.\Yeah, I know I shouldn't.\Go.\Sorry, did you wait long? response:	No, I just got here.
context: Compared to that, winter break should be nothing.\Shuujin, let's go to the studio.\Sorry, I've got plans.\Oh, that was today.\Yeah, I know I shouldn't.\Go.\Sorry, did you wait long?\No, I just got here. response:	Let's get going.
context: Shuujin, let's go to the studio.\Sorry, I've got plans.\Oh, that was today.\Yeah, I know I shouldn't.\Go.\Sorry, did you wait long?\No, I just got here.\Let's get going. response:	Yeah!
context: Sorry, I've got plans.\Oh, that was today.\Yeah, I know I shouldn't.\Go.\Sorry, did you wait long?\No, I just got here.\Let's get going.\Yeah! response:	We'll be so far away from one another after graduation.
context: Oh, that was today.\Yeah, I know I shouldn't.\Go.\Sorry, did you wait long?\No, I just got here.\Let's get going.\Yeah!\We'll be so far away from one another after graduation. response:	Is it always going to be like this?
context: Yeah, I know I shouldn't.\Go.\Sorry, did you wait long?\No, I just got here.\Let's get going.\Yeah!\We'll be so far away from one another after graduation.\Is it always going to be like this? response:	Even though she's so close by?
context: Go.\Sorry, did you wait long?\No, I just got here.\Let's get going.\Yeah!\We'll be so far away from one another after graduation.\Is it always going to be like this?\Even though she's so close by? response:	Sorry for the wait.
context: Sorry, did you wait long?\No, I just got here.\Let's get going.\Yeah!\We'll be so far away from one another after graduation.\Is it always going to be like this?\Even though she's so close by?\Sorry for the wait. response:	Sorry, I lost track of time picking out an outfit.
context: No, I just got here.\Let's get going.\Yeah!\We'll be so far away from one another after graduation.\Is it always going to be like this?\Even though she's so close by?\Sorry for the wait.\Sorry, I lost track of time picking out an outfit. response:	YYour clothes!
context: Let's get going.\Yeah!\We'll be so far away from one another after graduation.\Is it always going to be like this?\Even though she's so close by?\Sorry for the wait.\Sorry, I lost track of time picking out an outfit.\YYour clothes! response:	We didn't go to that movie at the back-to-school party.
context: Yeah!\We'll be so far away from one another after graduation.\Is it always going to be like this?\Even though she's so close by?\Sorry for the wait.\Sorry, I lost track of time picking out an outfit.\YYour clothes!\We didn't go to that movie at the back-to-school party. response:	Thinking about how this was our first date, I was getting super freaked out!
context: We'll be so far away from one another after graduation.\Is it always going to be like this?\Even though she's so close by?\Sorry for the wait.\Sorry, I lost track of time picking out an outfit.\YYour clothes!\We didn't go to that movie at the back-to-school party.\Thinking about how this was our first date, I was getting super freaked out! response:	Shorts in December?!
context: Is it always going to be like this?\Even though she's so close by?\Sorry for the wait.\Sorry, I lost track of time picking out an outfit.\YYour clothes!\We didn't go to that movie at the back-to-school party.\Thinking about how this was our first date, I was getting super freaked out!\Shorts in December?! response:	And I can see her midriff.
context: Even though she's so close by?\Sorry for the wait.\Sorry, I lost track of time picking out an outfit.\YYour clothes!\We didn't go to that movie at the back-to-school party.\Thinking about how this was our first date, I was getting super freaked out!\Shorts in December?!\And I can see her midriff. response:	And I feel like something is pressing against my arm!
context: Sorry for the wait.\Sorry, I lost track of time picking out an outfit.\YYour clothes!\We didn't go to that movie at the back-to-school party.\Thinking about how this was our first date, I was getting super freaked out!\Shorts in December?!\And I can see her midriff.\And I feel like something is pressing against my arm! response:	Hey, were you listening?
context: Sorry, I lost track of time picking out an outfit.\YYour clothes!\We didn't go to that movie at the back-to-school party.\Thinking about how this was our first date, I was getting super freaked out!\Shorts in December?!\And I can see her midriff.\And I feel like something is pressing against my arm!\Hey, were you listening? response:	Yeah, and I wasn't thinking about anything weird either!
context: YYour clothes!\We didn't go to that movie at the back-to-school party.\Thinking about how this was our first date, I was getting super freaked out!\Shorts in December?!\And I can see her midriff.\And I feel like something is pressing against my arm!\Hey, were you listening?\Yeah, and I wasn't thinking about anything weird either! response:	I was just wondering whether you were cold in that outfit.
context: We didn't go to that movie at the back-to-school party.\Thinking about how this was our first date, I was getting super freaked out!\Shorts in December?!\And I can see her midriff.\And I feel like something is pressing against my arm!\Hey, were you listening?\Yeah, and I wasn't thinking about anything weird either!\I was just wondering whether you were cold in that outfit. response:	Why are you freaking out?
context: Thinking about how this was our first date, I was getting super freaked out!\Shorts in December?!\And I can see her midriff.\And I feel like something is pressing against my arm!\Hey, were you listening?\Yeah, and I wasn't thinking about anything weird either!\I was just wondering whether you were cold in that outfit.\Why are you freaking out? response:	Nothing.
context: Shorts in December?!\And I can see her midriff.\And I feel like something is pressing against my arm!\Hey, were you listening?\Yeah, and I wasn't thinking about anything weird either!\I was just wondering whether you were cold in that outfit.\Why are you freaking out?\Nothing. response:	Anyway, let's get going!
context: And I can see her midriff.\And I feel like something is pressing against my arm!\Hey, were you listening?\Yeah, and I wasn't thinking about anything weird either!\I was just wondering whether you were cold in that outfit.\Why are you freaking out?\Nothing.\Anyway, let's get going! response:	Sure.
context: And I feel like something is pressing against my arm!\Hey, were you listening?\Yeah, and I wasn't thinking about anything weird either!\I was just wondering whether you were cold in that outfit.\Why are you freaking out?\Nothing.\Anyway, let's get going!\Sure. response:	It's already so crowded.
context: Hey, were you listening?\Yeah, and I wasn't thinking about anything weird either!\I was just wondering whether you were cold in that outfit.\Why are you freaking out?\Nothing.\Anyway, let's get going!\Sure.\It's already so crowded. response:	Man, there are more people here than I thought!
context: Yeah, and I wasn't thinking about anything weird either!\I was just wondering whether you were cold in that outfit.\Why are you freaking out?\Nothing.\Anyway, let's get going!\Sure.\It's already so crowded.\Man, there are more people here than I thought! response:	If we get separated in there, we'll never find each other.
context: I was just wondering whether you were cold in that outfit.\Why are you freaking out?\Nothing.\Anyway, let's get going!\Sure.\It's already so crowded.\Man, there are more people here than I thought!\If we get separated in there, we'll never find each other. response:	I think we'll be fine since we have our cellphones.
context: Why are you freaking out?\Nothing.\Anyway, let's get going!\Sure.\It's already so crowded.\Man, there are more people here than I thought!\If we get separated in there, we'll never find each other.\I think we'll be fine since we have our cellphones. response:	Should we pick a meeting place just in case?
context: Nothing.\Anyway, let's get going!\Sure.\It's already so crowded.\Man, there are more people here than I thought!\If we get separated in there, we'll never find each other.\I think we'll be fine since we have our cellphones.\Should we pick a meeting place just in case? response:	Here.
context: Anyway, let's get going!\Sure.\It's already so crowded.\Man, there are more people here than I thought!\If we get separated in there, we'll never find each other.\I think we'll be fine since we have our cellphones.\Should we pick a meeting place just in case?\Here. response:	Takagi, you're so sweet!
context: Sure.\It's already so crowded.\Man, there are more people here than I thought!\If we get separated in there, we'll never find each other.\I think we'll be fine since we have our cellphones.\Should we pick a meeting place just in case?\Here.\Takagi, you're so sweet! response:	Idiot!
context: It's already so crowded.\Man, there are more people here than I thought!\If we get separated in there, we'll never find each other.\I think we'll be fine since we have our cellphones.\Should we pick a meeting place just in case?\Here.\Takagi, you're so sweet!\Idiot! response:	Don't get the wrong idea.
context: Man, there are more people here than I thought!\If we get separated in there, we'll never find each other.\I think we'll be fine since we have our cellphones.\Should we pick a meeting place just in case?\Here.\Takagi, you're so sweet!\Idiot!\Don't get the wrong idea. response:	Feeling shy?
context: If we get separated in there, we'll never find each other.\I think we'll be fine since we have our cellphones.\Should we pick a meeting place just in case?\Here.\Takagi, you're so sweet!\Idiot!\Don't get the wrong idea.\Feeling shy? response:	No, absolutely not.
context: I think we'll be fine since we have our cellphones.\Should we pick a meeting place just in case?\Here.\Takagi, you're so sweet!\Idiot!\Don't get the wrong idea.\Feeling shy?\No, absolutely not. response:	I don't get Miho and him at all.
context: Should we pick a meeting place just in case?\Here.\Takagi, you're so sweet!\Idiot!\Don't get the wrong idea.\Feeling shy?\No, absolutely not.\I don't get Miho and him at all. response:	I mean, if they're already thinking of marriage,
context: Here.\Takagi, you're so sweet!\Idiot!\Don't get the wrong idea.\Feeling shy?\No, absolutely not.\I don't get Miho and him at all.\I mean, if they're already thinking of marriage, response:	shouldn't they be making as many memories together as they can?
context: Takagi, you're so sweet!\Idiot!\Don't get the wrong idea.\Feeling shy?\No, absolutely not.\I don't get Miho and him at all.\I mean, if they're already thinking of marriage,\shouldn't they be making as many memories together as they can? response:	I mean, I don't want it to get out, at school, that they're together...
context: Idiot!\Don't get the wrong idea.\Feeling shy?\No, absolutely not.\I don't get Miho and him at all.\I mean, if they're already thinking of marriage,\shouldn't they be making as many memories together as they can?\I mean, I don't want it to get out, at school, that they're together... response:	But they aren't even sending texts! What's up with those two?
context: Don't get the wrong idea.\Feeling shy?\No, absolutely not.\I don't get Miho and him at all.\I mean, if they're already thinking of marriage,\shouldn't they be making as many memories together as they can?\I mean, I don't want it to get out, at school, that they're together...\But they aren't even sending texts! What's up with those two? response:	Yet Miho can say, I love boys, without batting an eye.
context: Feeling shy?\No, absolutely not.\I don't get Miho and him at all.\I mean, if they're already thinking of marriage,\shouldn't they be making as many memories together as they can?\I mean, I don't want it to get out, at school, that they're together...\But they aren't even sending texts! What's up with those two?\Yet Miho can say, I love boys, without batting an eye. response:	Don't let her distract you from writing manga.
context: No, absolutely not.\I don't get Miho and him at all.\I mean, if they're already thinking of marriage,\shouldn't they be making as many memories together as they can?\I mean, I don't want it to get out, at school, that they're together...\But they aren't even sending texts! What's up with those two?\Yet Miho can say, I love boys, without batting an eye.\Don't let her distract you from writing manga. response:	Azuki seems a bit too serious to me.
context: I don't get Miho and him at all.\I mean, if they're already thinking of marriage,\shouldn't they be making as many memories together as they can?\I mean, I don't want it to get out, at school, that they're together...\But they aren't even sending texts! What's up with those two?\Yet Miho can say, I love boys, without batting an eye.\Don't let her distract you from writing manga.\Azuki seems a bit too serious to me. response:	Yeah, she's crazy serious.
context: I mean, if they're already thinking of marriage,\shouldn't they be making as many memories together as they can?\I mean, I don't want it to get out, at school, that they're together...\But they aren't even sending texts! What's up with those two?\Yet Miho can say, I love boys, without batting an eye.\Don't let her distract you from writing manga.\Azuki seems a bit too serious to me.\Yeah, she's crazy serious. response:	Why?
context: shouldn't they be making as many memories together as they can?\I mean, I don't want it to get out, at school, that they're together...\But they aren't even sending texts! What's up with those two?\Yet Miho can say, I love boys, without batting an eye.\Don't let her distract you from writing manga.\Azuki seems a bit too serious to me.\Yeah, she's crazy serious.\Why? response:	When Saikou wrote in his notebook, After our dream comes true, no matter what,
context: I mean, I don't want it to get out, at school, that they're together...\But they aren't even sending texts! What's up with those two?\Yet Miho can say, I love boys, without batting an eye.\Don't let her distract you from writing manga.\Azuki seems a bit too serious to me.\Yeah, she's crazy serious.\Why?\When Saikou wrote in his notebook, After our dream comes true, no matter what, response:	Azuki cried.
context: But they aren't even sending texts! What's up with those two?\Yet Miho can say, I love boys, without batting an eye.\Don't let her distract you from writing manga.\Azuki seems a bit too serious to me.\Yeah, she's crazy serious.\Why?\When Saikou wrote in his notebook, After our dream comes true, no matter what,\Azuki cried. response:	I think they're more in love than we can imagine.
context: Yet Miho can say, I love boys, without batting an eye.\Don't let her distract you from writing manga.\Azuki seems a bit too serious to me.\Yeah, she's crazy serious.\Why?\When Saikou wrote in his notebook, After our dream comes true, no matter what,\Azuki cried.\I think they're more in love than we can imagine. response:	More than we can imagine, eh?
context: Don't let her distract you from writing manga.\Azuki seems a bit too serious to me.\Yeah, she's crazy serious.\Why?\When Saikou wrote in his notebook, After our dream comes true, no matter what,\Azuki cried.\I think they're more in love than we can imagine.\More than we can imagine, eh? response:	It's not just romanticism.
context: Azuki seems a bit too serious to me.\Yeah, she's crazy serious.\Why?\When Saikou wrote in his notebook, After our dream comes true, no matter what,\Azuki cried.\I think they're more in love than we can imagine.\More than we can imagine, eh?\It's not just romanticism. response:	If Azuki and he were to start dating now,
context: Yeah, she's crazy serious.\Why?\When Saikou wrote in his notebook, After our dream comes true, no matter what,\Azuki cried.\I think they're more in love than we can imagine.\More than we can imagine, eh?\It's not just romanticism.\If Azuki and he were to start dating now, response:	she might lose herself in him.
context: Why?\When Saikou wrote in his notebook, After our dream comes true, no matter what,\Azuki cried.\I think they're more in love than we can imagine.\More than we can imagine, eh?\It's not just romanticism.\If Azuki and he were to start dating now,\she might lose herself in him. response:	I wonder if she cried because she wasn't sure if she could have both love and her dream.
context: When Saikou wrote in his notebook, After our dream comes true, no matter what,\Azuki cried.\I think they're more in love than we can imagine.\More than we can imagine, eh?\It's not just romanticism.\If Azuki and he were to start dating now,\she might lose herself in him.\I wonder if she cried because she wasn't sure if she could have both love and her dream. response:	How miserable!
context: Azuki cried.\I think they're more in love than we can imagine.\More than we can imagine, eh?\It's not just romanticism.\If Azuki and he were to start dating now,\she might lose herself in him.\I wonder if she cried because she wasn't sure if she could have both love and her dream.\How miserable! response:	What is?
context: I think they're more in love than we can imagine.\More than we can imagine, eh?\It's not just romanticism.\If Azuki and he were to start dating now,\she might lose herself in him.\I wonder if she cried because she wasn't sure if she could have both love and her dream.\How miserable!\What is? response:	Love is a miserable thing.
context: More than we can imagine, eh?\It's not just romanticism.\If Azuki and he were to start dating now,\she might lose herself in him.\I wonder if she cried because she wasn't sure if she could have both love and her dream.\How miserable!\What is?\Love is a miserable thing. response:	I feel like I understand why you're always alone.
context: It's not just romanticism.\If Azuki and he were to start dating now,\she might lose herself in him.\I wonder if she cried because she wasn't sure if she could have both love and her dream.\How miserable!\What is?\Love is a miserable thing.\I feel like I understand why you're always alone. response:	Yeah, when I'm alone I can praise my own intelligence in peace.
context: If Azuki and he were to start dating now,\she might lose herself in him.\I wonder if she cried because she wasn't sure if she could have both love and her dream.\How miserable!\What is?\Love is a miserable thing.\I feel like I understand why you're always alone.\Yeah, when I'm alone I can praise my own intelligence in peace. response:	Well, I'm going to do some names. Meeting adjourned.
context: she might lose herself in him.\I wonder if she cried because she wasn't sure if she could have both love and her dream.\How miserable!\What is?\Love is a miserable thing.\I feel like I understand why you're always alone.\Yeah, when I'm alone I can praise my own intelligence in peace.\Well, I'm going to do some names. Meeting adjourned. response:	Huh?!
context: I wonder if she cried because she wasn't sure if she could have both love and her dream.\How miserable!\What is?\Love is a miserable thing.\I feel like I understand why you're always alone.\Yeah, when I'm alone I can praise my own intelligence in peace.\Well, I'm going to do some names. Meeting adjourned.\Huh?! response:	What was that for, Miyoshi?
context: How miserable!\What is?\Love is a miserable thing.\I feel like I understand why you're always alone.\Yeah, when I'm alone I can praise my own intelligence in peace.\Well, I'm going to do some names. Meeting adjourned.\Huh?!\What was that for, Miyoshi? response:	I heard Azuki has an exam today.
context: What is?\Love is a miserable thing.\I feel like I understand why you're always alone.\Yeah, when I'm alone I can praise my own intelligence in peace.\Well, I'm going to do some names. Meeting adjourned.\Huh?!\What was that for, Miyoshi?\I heard Azuki has an exam today. response:	For a school in Tokyo.
context: Love is a miserable thing.\I feel like I understand why you're always alone.\Yeah, when I'm alone I can praise my own intelligence in peace.\Well, I'm going to do some names. Meeting adjourned.\Huh?!\What was that for, Miyoshi?\I heard Azuki has an exam today.\For a school in Tokyo. response:	You heard that from Miyoshi?
context: I feel like I understand why you're always alone.\Yeah, when I'm alone I can praise my own intelligence in peace.\Well, I'm going to do some names. Meeting adjourned.\Huh?!\What was that for, Miyoshi?\I heard Azuki has an exam today.\For a school in Tokyo.\You heard that from Miyoshi? response:	Yeah.
context: Yeah, when I'm alone I can praise my own intelligence in peace.\Well, I'm going to do some names. Meeting adjourned.\Huh?!\What was that for, Miyoshi?\I heard Azuki has an exam today.\For a school in Tokyo.\You heard that from Miyoshi?\Yeah. response:	I'm switching the positions of the speech bubbles.
context: Well, I'm going to do some names. Meeting adjourned.\Huh?!\What was that for, Miyoshi?\I heard Azuki has an exam today.\For a school in Tokyo.\You heard that from Miyoshi?\Yeah.\I'm switching the positions of the speech bubbles. response:	Ok.
context: Huh?!\What was that for, Miyoshi?\I heard Azuki has an exam today.\For a school in Tokyo.\You heard that from Miyoshi?\Yeah.\I'm switching the positions of the speech bubbles.\Ok. response:	Don't you care about Azuki?
context: What was that for, Miyoshi?\I heard Azuki has an exam today.\For a school in Tokyo.\You heard that from Miyoshi?\Yeah.\I'm switching the positions of the speech bubbles.\Ok.\Don't you care about Azuki? response:	I'm concentrating on this manga.
context: I heard Azuki has an exam today.\For a school in Tokyo.\You heard that from Miyoshi?\Yeah.\I'm switching the positions of the speech bubbles.\Ok.\Don't you care about Azuki?\I'm concentrating on this manga. response:	She's doing her best.
context: For a school in Tokyo.\You heard that from Miyoshi?\Yeah.\I'm switching the positions of the speech bubbles.\Ok.\Don't you care about Azuki?\I'm concentrating on this manga.\She's doing her best. response:	I have to as well.
context: You heard that from Miyoshi?\Yeah.\I'm switching the positions of the speech bubbles.\Ok.\Don't you care about Azuki?\I'm concentrating on this manga.\She's doing her best.\I have to as well. response:	You're right.
context: Yeah.\I'm switching the positions of the speech bubbles.\Ok.\Don't you care about Azuki?\I'm concentrating on this manga.\She's doing her best.\I have to as well.\You're right. response:	No! I don't want to be apart from her! I hope she fails that exam!
context: I'm switching the positions of the speech bubbles.\Ok.\Don't you care about Azuki?\I'm concentrating on this manga.\She's doing her best.\I have to as well.\You're right.\No! I don't want to be apart from her! I hope she fails that exam! response:	Is what I thought you would say.
context: Ok.\Don't you care about Azuki?\I'm concentrating on this manga.\She's doing her best.\I have to as well.\You're right.\No! I don't want to be apart from her! I hope she fails that exam!\Is what I thought you would say. response:	I wouldn't say anything like that.
context: Don't you care about Azuki?\I'm concentrating on this manga.\She's doing her best.\I have to as well.\You're right.\No! I don't want to be apart from her! I hope she fails that exam!\Is what I thought you would say.\I wouldn't say anything like that. response:	And what would we do if someone overheard you?
context: I'm concentrating on this manga.\She's doing her best.\I have to as well.\You're right.\No! I don't want to be apart from her! I hope she fails that exam!\Is what I thought you would say.\I wouldn't say anything like that.\And what would we do if someone overheard you? response:	I only said that because no one was around.
context: She's doing her best.\I have to as well.\You're right.\No! I don't want to be apart from her! I hope she fails that exam!\Is what I thought you would say.\I wouldn't say anything like that.\And what would we do if someone overheard you?\I only said that because no one was around. response:	Would the fourth of February work for you to go hand in the name?
context: I have to as well.\You're right.\No! I don't want to be apart from her! I hope she fails that exam!\Is what I thought you would say.\I wouldn't say anything like that.\And what would we do if someone overheard you?\I only said that because no one was around.\Would the fourth of February work for you to go hand in the name? response:	Let's go right after the exam.
