context: Who is that? response:	Who are you?
context: but now I couldn't sense a thing.\I'm thirsty.\I wonder if there's a vending machine somewhere.\I want something to drink too.\Buy one for Li-kun too, okay?\Oh well, if I remember.\What do you mean?!\That's my wallet! response:	I wonder where the card is.
context: I'm thirsty.\I wonder if there's a vending machine somewhere.\I want something to drink too.\Buy one for Li-kun too, okay?\Oh well, if I remember.\What do you mean?!\That's my wallet!\I wonder where the card is. response:	It should be nearby.
context: I wonder if there's a vending machine somewhere.\I want something to drink too.\Buy one for Li-kun too, okay?\Oh well, if I remember.\What do you mean?!\That's my wallet!\I wonder where the card is.\It should be nearby. response:	It probably knows we're here, so it's hiding.
context: I want something to drink too.\Buy one for Li-kun too, okay?\Oh well, if I remember.\What do you mean?!\That's my wallet!\I wonder where the card is.\It should be nearby.\It probably knows we're here, so it's hiding. response:	But if there's really another card here,
context: Buy one for Li-kun too, okay?\Oh well, if I remember.\What do you mean?!\That's my wallet!\I wonder where the card is.\It should be nearby.\It probably knows we're here, so it's hiding.\But if there's really another card here, response:	then that makes it the second one.
context: Oh well, if I remember.\What do you mean?!\That's my wallet!\I wonder where the card is.\It should be nearby.\It probably knows we're here, so it's hiding.\But if there's really another card here,\then that makes it the second one. response:	That teacher was here, wasn't she?
context: What do you mean?!\That's my wallet!\I wonder where the card is.\It should be nearby.\It probably knows we're here, so it's hiding.\But if there's really another card here,\then that makes it the second one.\That teacher was here, wasn't she? response:	Ye' Yeah. I saw her this morning.
context: That's my wallet!\I wonder where the card is.\It should be nearby.\It probably knows we're here, so it's hiding.\But if there's really another card here,\then that makes it the second one.\That teacher was here, wasn't she?\Ye' Yeah. I saw her this morning. response:	I helped her sweep the place and she gave me chestnuts.
context: I wonder where the card is.\It should be nearby.\It probably knows we're here, so it's hiding.\But if there's really another card here,\then that makes it the second one.\That teacher was here, wasn't she?\Ye' Yeah. I saw her this morning.\I helped her sweep the place and she gave me chestnuts. response:	You really didn't sense anything about that teacher?
context: It should be nearby.\It probably knows we're here, so it's hiding.\But if there's really another card here,\then that makes it the second one.\That teacher was here, wasn't she?\Ye' Yeah. I saw her this morning.\I helped her sweep the place and she gave me chestnuts.\You really didn't sense anything about that teacher? response:	I felt so schweeet.
context: It probably knows we're here, so it's hiding.\But if there's really another card here,\then that makes it the second one.\That teacher was here, wasn't she?\Ye' Yeah. I saw her this morning.\I helped her sweep the place and she gave me chestnuts.\You really didn't sense anything about that teacher?\I felt so schweeet. response:	Schweeet?
context: But if there's really another card here,\then that makes it the second one.\That teacher was here, wasn't she?\Ye' Yeah. I saw her this morning.\I helped her sweep the place and she gave me chestnuts.\You really didn't sense anything about that teacher?\I felt so schweeet.\Schweeet? response:	In any case, you could sense something else too, right?
context: then that makes it the second one.\That teacher was here, wasn't she?\Ye' Yeah. I saw her this morning.\I helped her sweep the place and she gave me chestnuts.\You really didn't sense anything about that teacher?\I felt so schweeet.\Schweeet?\In any case, you could sense something else too, right? response:	Ye' Yeah.
context: That teacher was here, wasn't she?\Ye' Yeah. I saw her this morning.\I helped her sweep the place and she gave me chestnuts.\You really didn't sense anything about that teacher?\I felt so schweeet.\Schweeet?\In any case, you could sense something else too, right?\Ye' Yeah. response:	I guess people with powers are drawn towards other things with powers.
context: Ye' Yeah. I saw her this morning.\I helped her sweep the place and she gave me chestnuts.\You really didn't sense anything about that teacher?\I felt so schweeet.\Schweeet?\In any case, you could sense something else too, right?\Ye' Yeah.\I guess people with powers are drawn towards other things with powers. response:	You mean, me?
context: I helped her sweep the place and she gave me chestnuts.\You really didn't sense anything about that teacher?\I felt so schweeet.\Schweeet?\In any case, you could sense something else too, right?\Ye' Yeah.\I guess people with powers are drawn towards other things with powers.\You mean, me? response:	Because you have powers, that's why you can capture the Clow Cards, right?
context: You really didn't sense anything about that teacher?\I felt so schweeet.\Schweeet?\In any case, you could sense something else too, right?\Ye' Yeah.\I guess people with powers are drawn towards other things with powers.\You mean, me?\Because you have powers, that's why you can capture the Clow Cards, right? response:	But when I'm with Miss Mizuki, it doesn't feel scary at all.
context: I felt so schweeet.\Schweeet?\In any case, you could sense something else too, right?\Ye' Yeah.\I guess people with powers are drawn towards other things with powers.\You mean, me?\Because you have powers, that's why you can capture the Clow Cards, right?\But when I'm with Miss Mizuki, it doesn't feel scary at all. response:	Instead, I feel really happy.
context: Schweeet?\In any case, you could sense something else too, right?\Ye' Yeah.\I guess people with powers are drawn towards other things with powers.\You mean, me?\Because you have powers, that's why you can capture the Clow Cards, right?\But when I'm with Miss Mizuki, it doesn't feel scary at all.\Instead, I feel really happy. response:	Scary things
context: In any case, you could sense something else too, right?\Ye' Yeah.\I guess people with powers are drawn towards other things with powers.\You mean, me?\Because you have powers, that's why you can capture the Clow Cards, right?\But when I'm with Miss Mizuki, it doesn't feel scary at all.\Instead, I feel really happy.\Scary things response:	don't always come with a scary face, you know?
context: Ye' Yeah.\I guess people with powers are drawn towards other things with powers.\You mean, me?\Because you have powers, that's why you can capture the Clow Cards, right?\But when I'm with Miss Mizuki, it doesn't feel scary at all.\Instead, I feel really happy.\Scary things\don't always come with a scary face, you know? response:	But you know, if you think someone is nice
context: I guess people with powers are drawn towards other things with powers.\You mean, me?\Because you have powers, that's why you can capture the Clow Cards, right?\But when I'm with Miss Mizuki, it doesn't feel scary at all.\Instead, I feel really happy.\Scary things\don't always come with a scary face, you know?\But you know, if you think someone is nice response:	or if you like someone,
context: You mean, me?\Because you have powers, that's why you can capture the Clow Cards, right?\But when I'm with Miss Mizuki, it doesn't feel scary at all.\Instead, I feel really happy.\Scary things\don't always come with a scary face, you know?\But you know, if you think someone is nice\or if you like someone, response:	It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.
context: Because you have powers, that's why you can capture the Clow Cards, right?\But when I'm with Miss Mizuki, it doesn't feel scary at all.\Instead, I feel really happy.\Scary things\don't always come with a scary face, you know?\But you know, if you think someone is nice\or if you like someone,\It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too. response:	I feel that way too'
context: But when I'm with Miss Mizuki, it doesn't feel scary at all.\Instead, I feel really happy.\Scary things\don't always come with a scary face, you know?\But you know, if you think someone is nice\or if you like someone,\It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.\I feel that way too' response:	S' So, you do l' like him' a'after all.
context: Instead, I feel really happy.\Scary things\don't always come with a scary face, you know?\But you know, if you think someone is nice\or if you like someone,\It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.\I feel that way too'\S' So, you do l' like him' a'after all. response:	Yo' You lie' u' Y'Yukito too?
context: Scary things\don't always come with a scary face, you know?\But you know, if you think someone is nice\or if you like someone,\It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.\I feel that way too'\S' So, you do l' like him' a'after all.\Yo' You lie' u' Y'Yukito too? response:	Since when?
context: don't always come with a scary face, you know?\But you know, if you think someone is nice\or if you like someone,\It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.\I feel that way too'\S' So, you do l' like him' a'after all.\Yo' You lie' u' Y'Yukito too?\Since when? response:	Since Yukito transferred into Touya's school'
context: But you know, if you think someone is nice\or if you like someone,\It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.\I feel that way too'\S' So, you do l' like him' a'after all.\Yo' You lie' u' Y'Yukito too?\Since when?\Since Yukito transferred into Touya's school' response:	The third semester of Touya's freshmen year high school.
context: or if you like someone,\It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.\I feel that way too'\S' So, you do l' like him' a'after all.\Yo' You lie' u' Y'Yukito too?\Since when?\Since Yukito transferred into Touya's school'\The third semester of Touya's freshmen year high school. response:	He became friends with Touya on the first day of his transfer
context: It's nothing you can do about that feeling. I feel sweet whenever I see Yukito too.\I feel that way too'\S' So, you do l' like him' a'after all.\Yo' You lie' u' Y'Yukito too?\Since when?\Since Yukito transferred into Touya's school'\The third semester of Touya's freshmen year high school.\He became friends with Touya on the first day of his transfer response:	and came by our house.
context: I feel that way too'\S' So, you do l' like him' a'after all.\Yo' You lie' u' Y'Yukito too?\Since when?\Since Yukito transferred into Touya's school'\The third semester of Touya's freshmen year high school.\He became friends with Touya on the first day of his transfer\and came by our house. response:	It' It might have been love at first sight.
context: S' So, you do l' like him' a'after all.\Yo' You lie' u' Y'Yukito too?\Since when?\Since Yukito transferred into Touya's school'\The third semester of Touya's freshmen year high school.\He became friends with Touya on the first day of his transfer\and came by our house.\It' It might have been love at first sight. response:	What about you?
context: Yo' You lie' u' Y'Yukito too?\Since when?\Since Yukito transferred into Touya's school'\The third semester of Touya's freshmen year high school.\He became friends with Touya on the first day of his transfer\and came by our house.\It' It might have been love at first sight.\What about you? response:	Since the day I transferred here.
context: Since when?\Since Yukito transferred into Touya's school'\The third semester of Touya's freshmen year high school.\He became friends with Touya on the first day of his transfer\and came by our house.\It' It might have been love at first sight.\What about you?\Since the day I transferred here. response:	Love at first sight after all?
context: Since Yukito transferred into Touya's school'\The third semester of Touya's freshmen year high school.\He became friends with Touya on the first day of his transfer\and came by our house.\It' It might have been love at first sight.\What about you?\Since the day I transferred here.\Love at first sight after all? response:	But both of us are so much younger than Yukito'
context: The third semester of Touya's freshmen year high school.\He became friends with Touya on the first day of his transfer\and came by our house.\It' It might have been love at first sight.\What about you?\Since the day I transferred here.\Love at first sight after all?\But both of us are so much younger than Yukito' response:	There's nothing we can do about it. Because we like him so much.
context: He became friends with Touya on the first day of his transfer\and came by our house.\It' It might have been love at first sight.\What about you?\Since the day I transferred here.\Love at first sight after all?\But both of us are so much younger than Yukito'\There's nothing we can do about it. Because we like him so much. response:	Wa' Wait a second, Li-kun!
context: and came by our house.\It' It might have been love at first sight.\What about you?\Since the day I transferred here.\Love at first sight after all?\But both of us are so much younger than Yukito'\There's nothing we can do about it. Because we like him so much.\Wa' Wait a second, Li-kun! response:	They had the juice I like!
context: It' It might have been love at first sight.\What about you?\Since the day I transferred here.\Love at first sight after all?\But both of us are so much younger than Yukito'\There's nothing we can do about it. Because we like him so much.\Wa' Wait a second, Li-kun!\They had the juice I like! response:	Sakura!
context: What about you?\Since the day I transferred here.\Love at first sight after all?\But both of us are so much younger than Yukito'\There's nothing we can do about it. Because we like him so much.\Wa' Wait a second, Li-kun!\They had the juice I like!\Sakura! response:	How did that happen?
context: Since the day I transferred here.\Love at first sight after all?\But both of us are so much younger than Yukito'\There's nothing we can do about it. Because we like him so much.\Wa' Wait a second, Li-kun!\They had the juice I like!\Sakura!\How did that happen? response:	Sakura!
context: Love at first sight after all?\But both of us are so much younger than Yukito'\There's nothing we can do about it. Because we like him so much.\Wa' Wait a second, Li-kun!\They had the juice I like!\Sakura!\How did that happen?\Sakura! response:	She was sucked into the tree!
context: But both of us are so much younger than Yukito'\There's nothing we can do about it. Because we like him so much.\Wa' Wait a second, Li-kun!\They had the juice I like!\Sakura!\How did that happen?\Sakura!\She was sucked into the tree! response:	This is' The card, Return!
context: There's nothing we can do about it. Because we like him so much.\Wa' Wait a second, Li-kun!\They had the juice I like!\Sakura!\How did that happen?\Sakura!\She was sucked into the tree!\This is' The card, Return! response:	Huh? Why did I fall asleep at a place like this?
context: Wa' Wait a second, Li-kun!\They had the juice I like!\Sakura!\How did that happen?\Sakura!\She was sucked into the tree!\This is' The card, Return!\Huh? Why did I fall asleep at a place like this? response:	Um' I came to the shrine to look for a Clow Card with Kero.
context: They had the juice I like!\Sakura!\How did that happen?\Sakura!\She was sucked into the tree!\This is' The card, Return!\Huh? Why did I fall asleep at a place like this?\Um' I came to the shrine to look for a Clow Card with Kero. response:	I saw Li-kun,
context: Sakura!\How did that happen?\Sakura!\She was sucked into the tree!\This is' The card, Return!\Huh? Why did I fall asleep at a place like this?\Um' I came to the shrine to look for a Clow Card with Kero.\I saw Li-kun, response:	and we were talking here'
context: How did that happen?\Sakura!\She was sucked into the tree!\This is' The card, Return!\Huh? Why did I fall asleep at a place like this?\Um' I came to the shrine to look for a Clow Card with Kero.\I saw Li-kun,\and we were talking here' response:	That's right! I got sucked in by the tree!
context: Sakura!\She was sucked into the tree!\This is' The card, Return!\Huh? Why did I fall asleep at a place like this?\Um' I came to the shrine to look for a Clow Card with Kero.\I saw Li-kun,\and we were talking here'\That's right! I got sucked in by the tree! response:	Huh? There's nothing'
context: She was sucked into the tree!\This is' The card, Return!\Huh? Why did I fall asleep at a place like this?\Um' I came to the shrine to look for a Clow Card with Kero.\I saw Li-kun,\and we were talking here'\That's right! I got sucked in by the tree!\Huh? There's nothing' response:	The cherry blossoms are falling'
context: This is' The card, Return!\Huh? Why did I fall asleep at a place like this?\Um' I came to the shrine to look for a Clow Card with Kero.\I saw Li-kun,\and we were talking here'\That's right! I got sucked in by the tree!\Huh? There's nothing'\The cherry blossoms are falling' response:	Li-kun?
context: Huh? Why did I fall asleep at a place like this?\Um' I came to the shrine to look for a Clow Card with Kero.\I saw Li-kun,\and we were talking here'\That's right! I got sucked in by the tree!\Huh? There's nothing'\The cherry blossoms are falling'\Li-kun? response:	Not him! I gotta hide somewhere.
context: Um' I came to the shrine to look for a Clow Card with Kero.\I saw Li-kun,\and we were talking here'\That's right! I got sucked in by the tree!\Huh? There's nothing'\The cherry blossoms are falling'\Li-kun?\Not him! I gotta hide somewhere. response:	Oh! That's right.
context: I saw Li-kun,\and we were talking here'\That's right! I got sucked in by the tree!\Huh? There's nothing'\The cherry blossoms are falling'\Li-kun?\Not him! I gotta hide somewhere.\Oh! That's right. response:	Jump!
context: and we were talking here'\That's right! I got sucked in by the tree!\Huh? There's nothing'\The cherry blossoms are falling'\Li-kun?\Not him! I gotta hide somewhere.\Oh! That's right.\Jump! response:	Touya!
context: That's right! I got sucked in by the tree!\Huh? There's nothing'\The cherry blossoms are falling'\Li-kun?\Not him! I gotta hide somewhere.\Oh! That's right.\Jump!\Touya! response:	Maybe he's coming back from his part-time.
context: Huh? There's nothing'\The cherry blossoms are falling'\Li-kun?\Not him! I gotta hide somewhere.\Oh! That's right.\Jump!\Touya!\Maybe he's coming back from his part-time. response:	What should I do if he sees me?
context: The cherry blossoms are falling'\Li-kun?\Not him! I gotta hide somewhere.\Oh! That's right.\Jump!\Touya!\Maybe he's coming back from his part-time.\What should I do if he sees me? response:	Huh? Why is he wearing his middle school uniform?
context: Li-kun?\Not him! I gotta hide somewhere.\Oh! That's right.\Jump!\Touya!\Maybe he's coming back from his part-time.\What should I do if he sees me?\Huh? Why is he wearing his middle school uniform? response:	You've come to protect us today. Thank you.
context: Not him! I gotta hide somewhere.\Oh! That's right.\Jump!\Touya!\Maybe he's coming back from his part-time.\What should I do if he sees me?\Huh? Why is he wearing his middle school uniform?\You've come to protect us today. Thank you. response:	Today?
context: Oh! That's right.\Jump!\Touya!\Maybe he's coming back from his part-time.\What should I do if he sees me?\Huh? Why is he wearing his middle school uniform?\You've come to protect us today. Thank you.\Today? response:	Good evening.
context: Jump!\Touya!\Maybe he's coming back from his part-time.\What should I do if he sees me?\Huh? Why is he wearing his middle school uniform?\You've come to protect us today. Thank you.\Today?\Good evening. response:	Did you come to worship at this hour?
context: Touya!\Maybe he's coming back from his part-time.\What should I do if he sees me?\Huh? Why is he wearing his middle school uniform?\You've come to protect us today. Thank you.\Today?\Good evening.\Did you come to worship at this hour? response:	Miss Mizuki'
context: Maybe he's coming back from his part-time.\What should I do if he sees me?\Huh? Why is he wearing his middle school uniform?\You've come to protect us today. Thank you.\Today?\Good evening.\Did you come to worship at this hour?\Miss Mizuki' response:	It came to protect us, so I came to say hello.
context: What should I do if he sees me?\Huh? Why is he wearing his middle school uniform?\You've come to protect us today. Thank you.\Today?\Good evening.\Did you come to worship at this hour?\Miss Mizuki'\It came to protect us, so I came to say hello. response:	You can tell something is dwelling in this tree, can't you?
context: Huh? Why is he wearing his middle school uniform?\You've come to protect us today. Thank you.\Today?\Good evening.\Did you come to worship at this hour?\Miss Mizuki'\It came to protect us, so I came to say hello.\You can tell something is dwelling in this tree, can't you? response:	You see a lot of them, don't you?
context: You've come to protect us today. Thank you.\Today?\Good evening.\Did you come to worship at this hour?\Miss Mizuki'\It came to protect us, so I came to say hello.\You can tell something is dwelling in this tree, can't you?\You see a lot of them, don't you? response:	Isn't it hard for you?
context: Today?\Good evening.\Did you come to worship at this hour?\Miss Mizuki'\It came to protect us, so I came to say hello.\You can tell something is dwelling in this tree, can't you?\You see a lot of them, don't you?\Isn't it hard for you? response:	To be able to see something others can't see'
context: Good evening.\Did you come to worship at this hour?\Miss Mizuki'\It came to protect us, so I came to say hello.\You can tell something is dwelling in this tree, can't you?\You see a lot of them, don't you?\Isn't it hard for you?\To be able to see something others can't see' response:	I'm used to it.
context: Did you come to worship at this hour?\Miss Mizuki'\It came to protect us, so I came to say hello.\You can tell something is dwelling in this tree, can't you?\You see a lot of them, don't you?\Isn't it hard for you?\To be able to see something others can't see'\I'm used to it. response:	Would you tell me your name?
context: Miss Mizuki'\It came to protect us, so I came to say hello.\You can tell something is dwelling in this tree, can't you?\You see a lot of them, don't you?\Isn't it hard for you?\To be able to see something others can't see'\I'm used to it.\Would you tell me your name? response:	Touya Kinomoto.
context: It came to protect us, so I came to say hello.\You can tell something is dwelling in this tree, can't you?\You see a lot of them, don't you?\Isn't it hard for you?\To be able to see something others can't see'\I'm used to it.\Would you tell me your name?\Touya Kinomoto. response:	What year?
context: You can tell something is dwelling in this tree, can't you?\You see a lot of them, don't you?\Isn't it hard for you?\To be able to see something others can't see'\I'm used to it.\Would you tell me your name?\Touya Kinomoto.\What year? response:	Grade 8.
context: You see a lot of them, don't you?\Isn't it hard for you?\To be able to see something others can't see'\I'm used to it.\Would you tell me your name?\Touya Kinomoto.\What year?\Grade 8. response:	Wa' Wait a second, he's in 8th grade,
context: Isn't it hard for you?\To be able to see something others can't see'\I'm used to it.\Would you tell me your name?\Touya Kinomoto.\What year?\Grade 8.\Wa' Wait a second, he's in 8th grade, response:	that means this was in the past?!
context: To be able to see something others can't see'\I'm used to it.\Would you tell me your name?\Touya Kinomoto.\What year?\Grade 8.\Wa' Wait a second, he's in 8th grade,\that means this was in the past?! response:	I'm Kaho Mizuki. I'll see you tomorrow again.
context: I'm used to it.\Would you tell me your name?\Touya Kinomoto.\What year?\Grade 8.\Wa' Wait a second, he's in 8th grade,\that means this was in the past?!\I'm Kaho Mizuki. I'll see you tomorrow again. response:	Eh!
context: Would you tell me your name?\Touya Kinomoto.\What year?\Grade 8.\Wa' Wait a second, he's in 8th grade,\that means this was in the past?!\I'm Kaho Mizuki. I'll see you tomorrow again.\Eh! response:	What's going on?!
context: Touya Kinomoto.\What year?\Grade 8.\Wa' Wait a second, he's in 8th grade,\that means this was in the past?!\I'm Kaho Mizuki. I'll see you tomorrow again.\Eh!\What's going on?! response:	Return is a card that sends people back to the past.
context: What year?\Grade 8.\Wa' Wait a second, he's in 8th grade,\that means this was in the past?!\I'm Kaho Mizuki. I'll see you tomorrow again.\Eh!\What's going on?!\Return is a card that sends people back to the past. response:	But it takes a lot of magical power. It's rarely put in use.
context: Grade 8.\Wa' Wait a second, he's in 8th grade,\that means this was in the past?!\I'm Kaho Mizuki. I'll see you tomorrow again.\Eh!\What's going on?!\Return is a card that sends people back to the past.\But it takes a lot of magical power. It's rarely put in use. response:	But then why did it act all of a sudden?
context: Wa' Wait a second, he's in 8th grade,\that means this was in the past?!\I'm Kaho Mizuki. I'll see you tomorrow again.\Eh!\What's going on?!\Return is a card that sends people back to the past.\But it takes a lot of magical power. It's rarely put in use.\But then why did it act all of a sudden? response:	Most likely, this tree is closely related to this shrine
context: that means this was in the past?!\I'm Kaho Mizuki. I'll see you tomorrow again.\Eh!\What's going on?!\Return is a card that sends people back to the past.\But it takes a lot of magical power. It's rarely put in use.\But then why did it act all of a sudden?\Most likely, this tree is closely related to this shrine response:	and has stored up lots of power.
context: I'm Kaho Mizuki. I'll see you tomorrow again.\Eh!\What's going on?!\Return is a card that sends people back to the past.\But it takes a lot of magical power. It's rarely put in use.\But then why did it act all of a sudden?\Most likely, this tree is closely related to this shrine\and has stored up lots of power. response:	It's probably returning her these powers.
context: Eh!\What's going on?!\Return is a card that sends people back to the past.\But it takes a lot of magical power. It's rarely put in use.\But then why did it act all of a sudden?\Most likely, this tree is closely related to this shrine\and has stored up lots of power.\It's probably returning her these powers. response:	Also, it's impossible to go back with just the will of one person'
context: What's going on?!\Return is a card that sends people back to the past.\But it takes a lot of magical power. It's rarely put in use.\But then why did it act all of a sudden?\Most likely, this tree is closely related to this shrine\and has stored up lots of power.\It's probably returning her these powers.\Also, it's impossible to go back with just the will of one person' response:	Someone must have be waiting underneath the tree.
context: Return is a card that sends people back to the past.\But it takes a lot of magical power. It's rarely put in use.\But then why did it act all of a sudden?\Most likely, this tree is closely related to this shrine\and has stored up lots of power.\It's probably returning her these powers.\Also, it's impossible to go back with just the will of one person'\Someone must have be waiting underneath the tree. response:	Besides' Today is full moon.
context: But it takes a lot of magical power. It's rarely put in use.\But then why did it act all of a sudden?\Most likely, this tree is closely related to this shrine\and has stored up lots of power.\It's probably returning her these powers.\Also, it's impossible to go back with just the will of one person'\Someone must have be waiting underneath the tree.\Besides' Today is full moon. response:	You're the student teacher for our class.
context: But then why did it act all of a sudden?\Most likely, this tree is closely related to this shrine\and has stored up lots of power.\It's probably returning her these powers.\Also, it's impossible to go back with just the will of one person'\Someone must have be waiting underneath the tree.\Besides' Today is full moon.\You're the student teacher for our class. response:	That's why yesterday you said you'd see me tomorrow again.
context: Most likely, this tree is closely related to this shrine\and has stored up lots of power.\It's probably returning her these powers.\Also, it's impossible to go back with just the will of one person'\Someone must have be waiting underneath the tree.\Besides' Today is full moon.\You're the student teacher for our class.\That's why yesterday you said you'd see me tomorrow again. response:	I only recognize the uniform.
context: and has stored up lots of power.\It's probably returning her these powers.\Also, it's impossible to go back with just the will of one person'\Someone must have be waiting underneath the tree.\Besides' Today is full moon.\You're the student teacher for our class.\That's why yesterday you said you'd see me tomorrow again.\I only recognize the uniform. response:	I didn't know who's in my class yet.
context: It's probably returning her these powers.\Also, it's impossible to go back with just the will of one person'\Someone must have be waiting underneath the tree.\Besides' Today is full moon.\You're the student teacher for our class.\That's why yesterday you said you'd see me tomorrow again.\I only recognize the uniform.\I didn't know who's in my class yet. response:	Then how did you know?
context: Also, it's impossible to go back with just the will of one person'\Someone must have be waiting underneath the tree.\Besides' Today is full moon.\You're the student teacher for our class.\That's why yesterday you said you'd see me tomorrow again.\I only recognize the uniform.\I didn't know who's in my class yet.\Then how did you know? response:	I just do.
context: Someone must have be waiting underneath the tree.\Besides' Today is full moon.\You're the student teacher for our class.\That's why yesterday you said you'd see me tomorrow again.\I only recognize the uniform.\I didn't know who's in my class yet.\Then how did you know?\I just do. response:	It's like you can see things
context: Besides' Today is full moon.\You're the student teacher for our class.\That's why yesterday you said you'd see me tomorrow again.\I only recognize the uniform.\I didn't know who's in my class yet.\Then how did you know?\I just do.\It's like you can see things response:	that other people can't,
context: You're the student teacher for our class.\That's why yesterday you said you'd see me tomorrow again.\I only recognize the uniform.\I didn't know who's in my class yet.\Then how did you know?\I just do.\It's like you can see things\that other people can't, response:	it's hard to explain, you know?
context: That's why yesterday you said you'd see me tomorrow again.\I only recognize the uniform.\I didn't know who's in my class yet.\Then how did you know?\I just do.\It's like you can see things\that other people can't,\it's hard to explain, you know? response:	I guess so.
context: I only recognize the uniform.\I didn't know who's in my class yet.\Then how did you know?\I just do.\It's like you can see things\that other people can't,\it's hard to explain, you know?\I guess so. response:	This was the past after all.
context: I didn't know who's in my class yet.\Then how did you know?\I just do.\It's like you can see things\that other people can't,\it's hard to explain, you know?\I guess so.\This was the past after all. response:	I'm sure we'll become friends.
context: Then how did you know?\I just do.\It's like you can see things\that other people can't,\it's hard to explain, you know?\I guess so.\This was the past after all.\I'm sure we'll become friends. response:	Do you just know so too?
context: I just do.\It's like you can see things\that other people can't,\it's hard to explain, you know?\I guess so.\This was the past after all.\I'm sure we'll become friends.\Do you just know so too? response:	No. I have faith in you.
context: It's like you can see things\that other people can't,\it's hard to explain, you know?\I guess so.\This was the past after all.\I'm sure we'll become friends.\Do you just know so too?\No. I have faith in you. response:	Touya and Miss Mizuki really did know each other.
context: that other people can't,\it's hard to explain, you know?\I guess so.\This was the past after all.\I'm sure we'll become friends.\Do you just know so too?\No. I have faith in you.\Touya and Miss Mizuki really did know each other. response:	What happens if it goes on like this?
context: it's hard to explain, you know?\I guess so.\This was the past after all.\I'm sure we'll become friends.\Do you just know so too?\No. I have faith in you.\Touya and Miss Mizuki really did know each other.\What happens if it goes on like this? response:	Before the past which Sakura is in catches up with the present,
context: I guess so.\This was the past after all.\I'm sure we'll become friends.\Do you just know so too?\No. I have faith in you.\Touya and Miss Mizuki really did know each other.\What happens if it goes on like this?\Before the past which Sakura is in catches up with the present, response:	it'll only go on like this.
context: This was the past after all.\I'm sure we'll become friends.\Do you just know so too?\No. I have faith in you.\Touya and Miss Mizuki really did know each other.\What happens if it goes on like this?\Before the past which Sakura is in catches up with the present,\it'll only go on like this. response:	Isn't there something we can do?
context: I'm sure we'll become friends.\Do you just know so too?\No. I have faith in you.\Touya and Miss Mizuki really did know each other.\What happens if it goes on like this?\Before the past which Sakura is in catches up with the present,\it'll only go on like this.\Isn't there something we can do? response:	There is. But'
context: Do you just know so too?\No. I have faith in you.\Touya and Miss Mizuki really did know each other.\What happens if it goes on like this?\Before the past which Sakura is in catches up with the present,\it'll only go on like this.\Isn't there something we can do?\There is. But' response:	Study abroad?
context: No. I have faith in you.\Touya and Miss Mizuki really did know each other.\What happens if it goes on like this?\Before the past which Sakura is in catches up with the present,\it'll only go on like this.\Isn't there something we can do?\There is. But'\Study abroad? response:	When?
context: Touya and Miss Mizuki really did know each other.\What happens if it goes on like this?\Before the past which Sakura is in catches up with the present,\it'll only go on like this.\Isn't there something we can do?\There is. But'\Study abroad?\When? response:	Tomorrow.
context: What happens if it goes on like this?\Before the past which Sakura is in catches up with the present,\it'll only go on like this.\Isn't there something we can do?\There is. But'\Study abroad?\When?\Tomorrow. response:	Why didn't you tell me?
context: Before the past which Sakura is in catches up with the present,\it'll only go on like this.\Isn't there something we can do?\There is. But'\Study abroad?\When?\Tomorrow.\Why didn't you tell me? response:	If I told you, it would bother you, right?
context: it'll only go on like this.\Isn't there something we can do?\There is. But'\Study abroad?\When?\Tomorrow.\Why didn't you tell me?\If I told you, it would bother you, right? response:	Both you and I will feel sad.
context: Isn't there something we can do?\There is. But'\Study abroad?\When?\Tomorrow.\Why didn't you tell me?\If I told you, it would bother you, right?\Both you and I will feel sad. response:	It all began under this tree.
context: There is. But'\Study abroad?\When?\Tomorrow.\Why didn't you tell me?\If I told you, it would bother you, right?\Both you and I will feel sad.\It all began under this tree. response:	It's almost been a year
context: Study abroad?\When?\Tomorrow.\Why didn't you tell me?\If I told you, it would bother you, right?\Both you and I will feel sad.\It all began under this tree.\It's almost been a year response:	since you said,'I love you.'
context: When?\Tomorrow.\Why didn't you tell me?\If I told you, it would bother you, right?\Both you and I will feel sad.\It all began under this tree.\It's almost been a year\since you said,'I love you.' response:	They're so far away, I can't hear them'
context: Tomorrow.\Why didn't you tell me?\If I told you, it would bother you, right?\Both you and I will feel sad.\It all began under this tree.\It's almost been a year\since you said,'I love you.'\They're so far away, I can't hear them' response:	I was really happy, because I loved you very much too.
context: Why didn't you tell me?\If I told you, it would bother you, right?\Both you and I will feel sad.\It all began under this tree.\It's almost been a year\since you said,'I love you.'\They're so far away, I can't hear them'\I was really happy, because I loved you very much too. response:	We had a lot of fun together. I had a really good time.
context: If I told you, it would bother you, right?\Both you and I will feel sad.\It all began under this tree.\It's almost been a year\since you said,'I love you.'\They're so far away, I can't hear them'\I was really happy, because I loved you very much too.\We had a lot of fun together. I had a really good time. response:	Why are you talking in past tense'
