context: A hero... response:	Hey, villain...
context: If it weren't for those few seconds you bought me,\I would have been killed.\You saved me again.\All Might...\I'm so glad...\My goodness...\I can't believe we let them escape after they made such a big show of trespassing.\They caught us completely unguarded, huh? response:	More importantly, we must make sure the students are safe.
context: I would have been killed.\You saved me again.\All Might...\I'm so glad...\My goodness...\I can't believe we let them escape after they made such a big show of trespassing.\They caught us completely unguarded, huh?\More importantly, we must make sure the students are safe. response:	If this many pro heroes have gathered here...
context: You saved me again.\All Might...\I'm so glad...\My goodness...\I can't believe we let them escape after they made such a big show of trespassing.\They caught us completely unguarded, huh?\More importantly, we must make sure the students are safe.\If this many pro heroes have gathered here... response:	Midoriya!
context: All Might...\I'm so glad...\My goodness...\I can't believe we let them escape after they made such a big show of trespassing.\They caught us completely unguarded, huh?\More importantly, we must make sure the students are safe.\If this many pro heroes have gathered here...\Midoriya! response:	Oh, Kirishima...
context: I'm so glad...\My goodness...\I can't believe we let them escape after they made such a big show of trespassing.\They caught us completely unguarded, huh?\More importantly, we must make sure the students are safe.\If this many pro heroes have gathered here...\Midoriya!\Oh, Kirishima... response:	Are you all right?
context: My goodness...\I can't believe we let them escape after they made such a big show of trespassing.\They caught us completely unguarded, huh?\More importantly, we must make sure the students are safe.\If this many pro heroes have gathered here...\Midoriya!\Oh, Kirishima...\Are you all right? response:	Young Kirishima...
context: I can't believe we let them escape after they made such a big show of trespassing.\They caught us completely unguarded, huh?\More importantly, we must make sure the students are safe.\If this many pro heroes have gathered here...\Midoriya!\Oh, Kirishima...\Are you all right?\Young Kirishima... response:	But wait, he'll find out!
context: They caught us completely unguarded, huh?\More importantly, we must make sure the students are safe.\If this many pro heroes have gathered here...\Midoriya!\Oh, Kirishima...\Are you all right?\Young Kirishima...\But wait, he'll find out! response:	Crap! Wait! Damn it!
context: More importantly, we must make sure the students are safe.\If this many pro heroes have gathered here...\Midoriya!\Oh, Kirishima...\Are you all right?\Young Kirishima...\But wait, he'll find out!\Crap! Wait! Damn it! response:	K-K-Kirishima, wai!
context: If this many pro heroes have gathered here...\Midoriya!\Oh, Kirishima...\Are you all right?\Young Kirishima...\But wait, he'll find out!\Crap! Wait! Damn it!\K-K-Kirishima, wai! response:	We want to make sure that all the students are safe...
context: Midoriya!\Oh, Kirishima...\Are you all right?\Young Kirishima...\But wait, he'll find out!\Crap! Wait! Damn it!\K-K-Kirishima, wai!\We want to make sure that all the students are safe... response:	We will deal with the injured here.
context: Oh, Kirishima...\Are you all right?\Young Kirishima...\But wait, he'll find out!\Crap! Wait! Damn it!\K-K-Kirishima, wai!\We want to make sure that all the students are safe...\We will deal with the injured here. response:	That makes sense.
context: Are you all right?\Young Kirishima...\But wait, he'll find out!\Crap! Wait! Damn it!\K-K-Kirishima, wai!\We want to make sure that all the students are safe...\We will deal with the injured here.\That makes sense. response:	Roger that!
context: Young Kirishima...\But wait, he'll find out!\Crap! Wait! Damn it!\K-K-Kirishima, wai!\We want to make sure that all the students are safe...\We will deal with the injured here.\That makes sense.\Roger that! response:	Hey, he said to gather in front of the gate!
context: But wait, he'll find out!\Crap! Wait! Damn it!\K-K-Kirishima, wai!\We want to make sure that all the students are safe...\We will deal with the injured here.\That makes sense.\Roger that!\Hey, he said to gather in front of the gate! response:	Thanks
context: Crap! Wait! Damn it!\K-K-Kirishima, wai!\We want to make sure that all the students are safe...\We will deal with the injured here.\That makes sense.\Roger that!\Hey, he said to gather in front of the gate!\Thanks response:	You saved me, Cementoss.
context: K-K-Kirishima, wai!\We want to make sure that all the students are safe...\We will deal with the injured here.\That makes sense.\Roger that!\Hey, he said to gather in front of the gate!\Thanks\You saved me, Cementoss. response:	I am a fan of yours, too.
context: We want to make sure that all the students are safe...\We will deal with the injured here.\That makes sense.\Roger that!\Hey, he said to gather in front of the gate!\Thanks\You saved me, Cementoss.\I am a fan of yours, too. response:	Cementoss!
context: We will deal with the injured here.\That makes sense.\Roger that!\Hey, he said to gather in front of the gate!\Thanks\You saved me, Cementoss.\I am a fan of yours, too.\Cementoss! response:	Quirk: Cement!
context: That makes sense.\Roger that!\Hey, he said to gather in front of the gate!\Thanks\You saved me, Cementoss.\I am a fan of yours, too.\Cementoss!\Quirk: Cement! response:	He can manipulate the cement he touches like clay!
context: Roger that!\Hey, he said to gather in front of the gate!\Thanks\You saved me, Cementoss.\I am a fan of yours, too.\Cementoss!\Quirk: Cement!\He can manipulate the cement he touches like clay! response:	He's super strong in modern society!
context: Hey, he said to gather in front of the gate!\Thanks\You saved me, Cementoss.\I am a fan of yours, too.\Cementoss!\Quirk: Cement!\He can manipulate the cement he touches like clay!\He's super strong in modern society! response:	Let's get you to the nurse's office while keeping you hidden.
context: Thanks\You saved me, Cementoss.\I am a fan of yours, too.\Cementoss!\Quirk: Cement!\He can manipulate the cement he touches like clay!\He's super strong in modern society!\Let's get you to the nurse's office while keeping you hidden. response:	But man, you act recklessly every time, huh?
context: You saved me, Cementoss.\I am a fan of yours, too.\Cementoss!\Quirk: Cement!\He can manipulate the cement he touches like clay!\He's super strong in modern society!\Let's get you to the nurse's office while keeping you hidden.\But man, you act recklessly every time, huh? response:	If I didn't act recklessly, I would have been killed.
context: I am a fan of yours, too.\Cementoss!\Quirk: Cement!\He can manipulate the cement he touches like clay!\He's super strong in modern society!\Let's get you to the nurse's office while keeping you hidden.\But man, you act recklessly every time, huh?\If I didn't act recklessly, I would have been killed. response:	That was how strong the enemy was.
context: Cementoss!\Quirk: Cement!\He can manipulate the cement he touches like clay!\He's super strong in modern society!\Let's get you to the nurse's office while keeping you hidden.\But man, you act recklessly every time, huh?\If I didn't act recklessly, I would have been killed.\That was how strong the enemy was. response:	Ouch...
context: Quirk: Cement!\He can manipulate the cement he touches like clay!\He's super strong in modern society!\Let's get you to the nurse's office while keeping you hidden.\But man, you act recklessly every time, huh?\If I didn't act recklessly, I would have been killed.\That was how strong the enemy was.\Ouch... response:	I was shot in both arms and both legs...
context: He can manipulate the cement he touches like clay!\He's super strong in modern society!\Let's get you to the nurse's office while keeping you hidden.\But man, you act recklessly every time, huh?\If I didn't act recklessly, I would have been killed.\That was how strong the enemy was.\Ouch...\I was shot in both arms and both legs... response:	We lost completely...
context: He's super strong in modern society!\Let's get you to the nurse's office while keeping you hidden.\But man, you act recklessly every time, huh?\If I didn't act recklessly, I would have been killed.\That was how strong the enemy was.\Ouch...\I was shot in both arms and both legs...\We lost completely... response:	Even Nomu was defeated!
context: Let's get you to the nurse's office while keeping you hidden.\But man, you act recklessly every time, huh?\If I didn't act recklessly, I would have been killed.\That was how strong the enemy was.\Ouch...\I was shot in both arms and both legs...\We lost completely...\Even Nomu was defeated! response:	All the underlings were defeated in an instant!
context: But man, you act recklessly every time, huh?\If I didn't act recklessly, I would have been killed.\That was how strong the enemy was.\Ouch...\I was shot in both arms and both legs...\We lost completely...\Even Nomu was defeated!\All the underlings were defeated in an instant! response:	Those kids were strong...
context: If I didn't act recklessly, I would have been killed.\That was how strong the enemy was.\Ouch...\I was shot in both arms and both legs...\We lost completely...\Even Nomu was defeated!\All the underlings were defeated in an instant!\Those kids were strong... response:	The Symbol of Peace was healthy...
context: That was how strong the enemy was.\Ouch...\I was shot in both arms and both legs...\We lost completely...\Even Nomu was defeated!\All the underlings were defeated in an instant!\Those kids were strong...\The Symbol of Peace was healthy... response:	You were wrong, Master!
context: Ouch...\I was shot in both arms and both legs...\We lost completely...\Even Nomu was defeated!\All the underlings were defeated in an instant!\Those kids were strong...\The Symbol of Peace was healthy...\You were wrong, Master! response:	No, I wasn't.
context: I was shot in both arms and both legs...\We lost completely...\Even Nomu was defeated!\All the underlings were defeated in an instant!\Those kids were strong...\The Symbol of Peace was healthy...\You were wrong, Master!\No, I wasn't. response:	We were just not prepared enough.
context: We lost completely...\Even Nomu was defeated!\All the underlings were defeated in an instant!\Those kids were strong...\The Symbol of Peace was healthy...\You were wrong, Master!\No, I wasn't.\We were just not prepared enough. response:	Yes, we underestimated them.
context: Even Nomu was defeated!\All the underlings were defeated in an instant!\Those kids were strong...\The Symbol of Peace was healthy...\You were wrong, Master!\No, I wasn't.\We were just not prepared enough.\Yes, we underestimated them. response:	It's good that we did it under that cheap League of Villains name.
context: All the underlings were defeated in an instant!\Those kids were strong...\The Symbol of Peace was healthy...\You were wrong, Master!\No, I wasn't.\We were just not prepared enough.\Yes, we underestimated them.\It's good that we did it under that cheap League of Villains name. response:	By the way...
context: Those kids were strong...\The Symbol of Peace was healthy...\You were wrong, Master!\No, I wasn't.\We were just not prepared enough.\Yes, we underestimated them.\It's good that we did it under that cheap League of Villains name.\By the way... response:	He was not retrieved?
context: The Symbol of Peace was healthy...\You were wrong, Master!\No, I wasn't.\We were just not prepared enough.\Yes, we underestimated them.\It's good that we did it under that cheap League of Villains name.\By the way...\He was not retrieved? response:	He was blown away.
context: You were wrong, Master!\No, I wasn't.\We were just not prepared enough.\Yes, we underestimated them.\It's good that we did it under that cheap League of Villains name.\By the way...\He was not retrieved?\He was blown away. response:	What?!
context: No, I wasn't.\We were just not prepared enough.\Yes, we underestimated them.\It's good that we did it under that cheap League of Villains name.\By the way...\He was not retrieved?\He was blown away.\What?! response:	More precisely, without coordinates to his precise location...
context: We were just not prepared enough.\Yes, we underestimated them.\It's good that we did it under that cheap League of Villains name.\By the way...\He was not retrieved?\He was blown away.\What?!\More precisely, without coordinates to his precise location... response:	I did not have time for that.
context: Yes, we underestimated them.\It's good that we did it under that cheap League of Villains name.\By the way...\He was not retrieved?\He was blown away.\What?!\More precisely, without coordinates to his precise location...\I did not have time for that. response:	After all we did to make him as powerful as All Might!
context: It's good that we did it under that cheap League of Villains name.\By the way...\He was not retrieved?\He was blown away.\What?!\More precisely, without coordinates to his precise location...\I did not have time for that.\After all we did to make him as powerful as All Might! response:	Well, I suppose it cannot be helped.
context: By the way...\He was not retrieved?\He was blown away.\What?!\More precisely, without coordinates to his precise location...\I did not have time for that.\After all we did to make him as powerful as All Might!\Well, I suppose it cannot be helped. response:	That's unfortunate.
context: He was not retrieved?\He was blown away.\What?!\More precisely, without coordinates to his precise location...\I did not have time for that.\After all we did to make him as powerful as All Might!\Well, I suppose it cannot be helped.\That's unfortunate. response:	Power...
context: He was blown away.\What?!\More precisely, without coordinates to his precise location...\I did not have time for that.\After all we did to make him as powerful as All Might!\Well, I suppose it cannot be helped.\That's unfortunate.\Power... response:	That's right.
context: What?!\More precisely, without coordinates to his precise location...\I did not have time for that.\After all we did to make him as powerful as All Might!\Well, I suppose it cannot be helped.\That's unfortunate.\Power...\That's right. response:	There was one child who was as fast as All Might.
context: More precisely, without coordinates to his precise location...\I did not have time for that.\After all we did to make him as powerful as All Might!\Well, I suppose it cannot be helped.\That's unfortunate.\Power...\That's right.\There was one child who was as fast as All Might. response:	Oh?
context: I did not have time for that.\After all we did to make him as powerful as All Might!\Well, I suppose it cannot be helped.\That's unfortunate.\Power...\That's right.\There was one child who was as fast as All Might.\Oh? response:	If he hadn't gotten in the way...
context: After all we did to make him as powerful as All Might!\Well, I suppose it cannot be helped.\That's unfortunate.\Power...\That's right.\There was one child who was as fast as All Might.\Oh?\If he hadn't gotten in the way... response:	That brat...!
context: Well, I suppose it cannot be helped.\That's unfortunate.\Power...\That's right.\There was one child who was as fast as All Might.\Oh?\If he hadn't gotten in the way...\That brat...! response:	Brat!
context: That's unfortunate.\Power...\That's right.\There was one child who was as fast as All Might.\Oh?\If he hadn't gotten in the way...\That brat...!\Brat! response:	Of course you have regrets.
context: Power...\That's right.\There was one child who was as fast as All Might.\Oh?\If he hadn't gotten in the way...\That brat...!\Brat!\Of course you have regrets. response:	But this was not a futile exercise.
context: That's right.\There was one child who was as fast as All Might.\Oh?\If he hadn't gotten in the way...\That brat...!\Brat!\Of course you have regrets.\But this was not a futile exercise. response:	Gather the elite.
context: There was one child who was as fast as All Might.\Oh?\If he hadn't gotten in the way...\That brat...!\Brat!\Of course you have regrets.\But this was not a futile exercise.\Gather the elite. response:	Take all the time you need.
context: Oh?\If he hadn't gotten in the way...\That brat...!\Brat!\Of course you have regrets.\But this was not a futile exercise.\Gather the elite.\Take all the time you need. response:	We cannot move freely, which is why we need a symbol, like you.
context: If he hadn't gotten in the way...\That brat...!\Brat!\Of course you have regrets.\But this was not a futile exercise.\Gather the elite.\Take all the time you need.\We cannot move freely, which is why we need a symbol, like you. response:	Shigaraki Tomura.
context: That brat...!\Brat!\Of course you have regrets.\But this was not a futile exercise.\Gather the elite.\Take all the time you need.\We cannot move freely, which is why we need a symbol, like you.\Shigaraki Tomura. response:	Next time, show the world that you are to be feared.
context: Brat!\Of course you have regrets.\But this was not a futile exercise.\Gather the elite.\Take all the time you need.\We cannot move freely, which is why we need a symbol, like you.\Shigaraki Tomura.\Next time, show the world that you are to be feared. response:	Other than the boy with both legs seriously injured, everyone else seems unharmed.
context: Of course you have regrets.\But this was not a futile exercise.\Gather the elite.\Take all the time you need.\We cannot move freely, which is why we need a symbol, like you.\Shigaraki Tomura.\Next time, show the world that you are to be feared.\Other than the boy with both legs seriously injured, everyone else seems unharmed. response:	Ojiro.
context: But this was not a futile exercise.\Gather the elite.\Take all the time you need.\We cannot move freely, which is why we need a symbol, like you.\Shigaraki Tomura.\Next time, show the world that you are to be feared.\Other than the boy with both legs seriously injured, everyone else seems unharmed.\Ojiro. response:	I heard you were fired up this time.
context: Gather the elite.\Take all the time you need.\We cannot move freely, which is why we need a symbol, like you.\Shigaraki Tomura.\Next time, show the world that you are to be feared.\Other than the boy with both legs seriously injured, everyone else seems unharmed.\Ojiro.\I heard you were fired up this time. response:	You were strong by yourself, huh?
context: Take all the time you need.\We cannot move freely, which is why we need a symbol, like you.\Shigaraki Tomura.\Next time, show the world that you are to be feared.\Other than the boy with both legs seriously injured, everyone else seems unharmed.\Ojiro.\I heard you were fired up this time.\You were strong by yourself, huh? response:	I thought everyone was by themselves.
context: We cannot move freely, which is why we need a symbol, like you.\Shigaraki Tomura.\Next time, show the world that you are to be feared.\Other than the boy with both legs seriously injured, everyone else seems unharmed.\Ojiro.\I heard you were fired up this time.\You were strong by yourself, huh?\I thought everyone was by themselves. response:	I survived by using hit-and-run tactics.
context: Shigaraki Tomura.\Next time, show the world that you are to be feared.\Other than the boy with both legs seriously injured, everyone else seems unharmed.\Ojiro.\I heard you were fired up this time.\You were strong by yourself, huh?\I thought everyone was by themselves.\I survived by using hit-and-run tactics. response:	Where were you, Hagakure?
context: Next time, show the world that you are to be feared.\Other than the boy with both legs seriously injured, everyone else seems unharmed.\Ojiro.\I heard you were fired up this time.\You were strong by yourself, huh?\I thought everyone was by themselves.\I survived by using hit-and-run tactics.\Where were you, Hagakure? response:	In the landslide area!
context: Other than the boy with both legs seriously injured, everyone else seems unharmed.\Ojiro.\I heard you were fired up this time.\You were strong by yourself, huh?\I thought everyone was by themselves.\I survived by using hit-and-run tactics.\Where were you, Hagakure?\In the landslide area! response:	Todoroki was super strong.
context: Ojiro.\I heard you were fired up this time.\You were strong by yourself, huh?\I thought everyone was by themselves.\I survived by using hit-and-run tactics.\Where were you, Hagakure?\In the landslide area!\Todoroki was super strong. response:	I was surprised!
context: I heard you were fired up this time.\You were strong by yourself, huh?\I thought everyone was by themselves.\I survived by using hit-and-run tactics.\Where were you, Hagakure?\In the landslide area!\Todoroki was super strong.\I was surprised! response:	Anyway, I'm glad you weren't hurt.
context: You were strong by yourself, huh?\I thought everyone was by themselves.\I survived by using hit-and-run tactics.\Where were you, Hagakure?\In the landslide area!\Todoroki was super strong.\I was surprised!\Anyway, I'm glad you weren't hurt. response:	I almost froze her...
context: I thought everyone was by themselves.\I survived by using hit-and-run tactics.\Where were you, Hagakure?\In the landslide area!\Todoroki was super strong.\I was surprised!\Anyway, I'm glad you weren't hurt.\I almost froze her... response:	That was close.
context: I survived by using hit-and-run tactics.\Where were you, Hagakure?\In the landslide area!\Todoroki was super strong.\I was surprised!\Anyway, I'm glad you weren't hurt.\I almost froze her...\That was close. response:	Where, do you think...
context: Where were you, Hagakure?\In the landslide area!\Todoroki was super strong.\I was surprised!\Anyway, I'm glad you weren't hurt.\I almost froze her...\That was close.\Where, do you think... response:	I see...
context: In the landslide area!\Todoroki was super strong.\I was surprised!\Anyway, I'm glad you weren't hurt.\I almost froze her...\That was close.\Where, do you think...\I see... response:	So the people you fought were also just hooligans?
context: Todoroki was super strong.\I was surprised!\Anyway, I'm glad you weren't hurt.\I almost froze her...\That was close.\Where, do you think...\I see...\So the people you fought were also just hooligans? response:	They underestimated us'cause we were kids.
context: I was surprised!\Anyway, I'm glad you weren't hurt.\I almost froze her...\That was close.\Where, do you think...\I see...\So the people you fought were also just hooligans?\They underestimated us'cause we were kids. response:	Where-
context: Anyway, I'm glad you weren't hurt.\I almost froze her...\That was close.\Where, do you think...\I see...\So the people you fought were also just hooligans?\They underestimated us'cause we were kids.\Where- response:	So it was All Might who put the hole in the dome after all?
context: I almost froze her...\That was close.\Where, do you think...\I see...\So the people you fought were also just hooligans?\They underestimated us'cause we were kids.\Where-\So it was All Might who put the hole in the dome after all? response:	That's some crazy power.
context: That was close.\Where, do you think...\I see...\So the people you fought were also just hooligans?\They underestimated us'cause we were kids.\Where-\So it was All Might who put the hole in the dome after all?\That's some crazy power. response:	Yeah, as expected.
context: Where, do you think...\I see...\So the people you fought were also just hooligans?\They underestimated us'cause we were kids.\Where-\So it was All Might who put the hole in the dome after all?\That's some crazy power.\Yeah, as expected. response:	Where do you think I was?!
context: I see...\So the people you fought were also just hooligans?\They underestimated us'cause we were kids.\Where-\So it was All Might who put the hole in the dome after all?\That's some crazy power.\Yeah, as expected.\Where do you think I was?! response:	Where?
context: So the people you fought were also just hooligans?\They underestimated us'cause we were kids.\Where-\So it was All Might who put the hole in the dome after all?\That's some crazy power.\Yeah, as expected.\Where do you think I was?!\Where? response:	It's a secret!
context: They underestimated us'cause we were kids.\Where-\So it was All Might who put the hole in the dome after all?\That's some crazy power.\Yeah, as expected.\Where do you think I was?!\Where?\It's a secret! response:	Let's have the students return to their classroom for now.
context: Where-\So it was All Might who put the hole in the dome after all?\That's some crazy power.\Yeah, as expected.\Where do you think I was?!\Where?\It's a secret!\Let's have the students return to their classroom for now. response:	We won't be questioning them right away, anyway, right?
context: So it was All Might who put the hole in the dome after all?\That's some crazy power.\Yeah, as expected.\Where do you think I was?!\Where?\It's a secret!\Let's have the students return to their classroom for now.\We won't be questioning them right away, anyway, right? response:	Detective, what about Mr. Aizawa?
context: That's some crazy power.\Yeah, as expected.\Where do you think I was?!\Where?\It's a secret!\Let's have the students return to their classroom for now.\We won't be questioning them right away, anyway, right?\Detective, what about Mr. Aizawa? response:	Comminuted fractures in both arms and a facial fracture.
context: Yeah, as expected.\Where do you think I was?!\Where?\It's a secret!\Let's have the students return to their classroom for now.\We won't be questioning them right away, anyway, right?\Detective, what about Mr. Aizawa?\Comminuted fractures in both arms and a facial fracture. response:	Fortunately, there does not seem to be any serious brain damage.
context: Where do you think I was?!\Where?\It's a secret!\Let's have the students return to their classroom for now.\We won't be questioning them right away, anyway, right?\Detective, what about Mr. Aizawa?\Comminuted fractures in both arms and a facial fracture.\Fortunately, there does not seem to be any serious brain damage. response:	However... his orbital floor had broken into small pieces...
context: Where?\It's a secret!\Let's have the students return to their classroom for now.\We won't be questioning them right away, anyway, right?\Detective, what about Mr. Aizawa?\Comminuted fractures in both arms and a facial fracture.\Fortunately, there does not seem to be any serious brain damage.\However... his orbital floor had broken into small pieces... response:	That's what he said.
context: It's a secret!\Let's have the students return to their classroom for now.\We won't be questioning them right away, anyway, right?\Detective, what about Mr. Aizawa?\Comminuted fractures in both arms and a facial fracture.\Fortunately, there does not seem to be any serious brain damage.\However... his orbital floor had broken into small pieces...\That's what he said. response:	Ribbit...
context: Let's have the students return to their classroom for now.\We won't be questioning them right away, anyway, right?\Detective, what about Mr. Aizawa?\Comminuted fractures in both arms and a facial fracture.\Fortunately, there does not seem to be any serious brain damage.\However... his orbital floor had broken into small pieces...\That's what he said.\Ribbit... response:	No...
context: We won't be questioning them right away, anyway, right?\Detective, what about Mr. Aizawa?\Comminuted fractures in both arms and a facial fracture.\Fortunately, there does not seem to be any serious brain damage.\However... his orbital floor had broken into small pieces...\That's what he said.\Ribbit...\No... response:	What about Thirteen?
context: Detective, what about Mr. Aizawa?\Comminuted fractures in both arms and a facial fracture.\Fortunately, there does not seem to be any serious brain damage.\However... his orbital floor had broken into small pieces...\That's what he said.\Ribbit...\No...\What about Thirteen? response:	Thirteen has been treated.
context: Comminuted fractures in both arms and a facial fracture.\Fortunately, there does not seem to be any serious brain damage.\However... his orbital floor had broken into small pieces...\That's what he said.\Ribbit...\No...\What about Thirteen?\Thirteen has been treated. response:	The laceration from the back to upper arm was bad,
context: Fortunately, there does not seem to be any serious brain damage.\However... his orbital floor had broken into small pieces...\That's what he said.\Ribbit...\No...\What about Thirteen?\Thirteen has been treated.\The laceration from the back to upper arm was bad, response:	but his life is not in danger.
context: However... his orbital floor had broken into small pieces...\That's what he said.\Ribbit...\No...\What about Thirteen?\Thirteen has been treated.\The laceration from the back to upper arm was bad,\but his life is not in danger. response:	All Might will also survive.
context: That's what he said.\Ribbit...\No...\What about Thirteen?\Thirteen has been treated.\The laceration from the back to upper arm was bad,\but his life is not in danger.\All Might will also survive. response:	Recovery Girl's healing is enough to treat him...
context: Ribbit...\No...\What about Thirteen?\Thirteen has been treated.\The laceration from the back to upper arm was bad,\but his life is not in danger.\All Might will also survive.\Recovery Girl's healing is enough to treat him... response:	Deku...!
context: No...\What about Thirteen?\Thirteen has been treated.\The laceration from the back to upper arm was bad,\but his life is not in danger.\All Might will also survive.\Recovery Girl's healing is enough to treat him...\Deku...! response:	What about Midoriya?!
context: What about Thirteen?\Thirteen has been treated.\The laceration from the back to upper arm was bad,\but his life is not in danger.\All Might will also survive.\Recovery Girl's healing is enough to treat him...\Deku...!\What about Midoriya?! response:	Midori...?
context: Thirteen has been treated.\The laceration from the back to upper arm was bad,\but his life is not in danger.\All Might will also survive.\Recovery Girl's healing is enough to treat him...\Deku...!\What about Midoriya?!\Midori...? response:	Oh, treatment in the nurse's office is enough for him, too.
context: The laceration from the back to upper arm was bad,\but his life is not in danger.\All Might will also survive.\Recovery Girl's healing is enough to treat him...\Deku...!\What about Midoriya?!\Midori...?\Oh, treatment in the nurse's office is enough for him, too. response:	Oh, good...
context: but his life is not in danger.\All Might will also survive.\Recovery Girl's healing is enough to treat him...\Deku...!\What about Midoriya?!\Midori...?\Oh, treatment in the nurse's office is enough for him, too.\Oh, good... response:	Now, go back to your classroom.
context: All Might will also survive.\Recovery Girl's healing is enough to treat him...\Deku...!\What about Midoriya?!\Midori...?\Oh, treatment in the nurse's office is enough for him, too.\Oh, good...\Now, go back to your classroom. response:	Okay.
context: Recovery Girl's healing is enough to treat him...\Deku...!\What about Midoriya?!\Midori...?\Oh, treatment in the nurse's office is enough for him, too.\Oh, good...\Now, go back to your classroom.\Okay. response:	Okay.
context: Deku...!\What about Midoriya?!\Midori...?\Oh, treatment in the nurse's office is enough for him, too.\Oh, good...\Now, go back to your classroom.\Okay.\Okay. response:	Sansa, I also have some business in the nurse's office.
context: What about Midoriya?!\Midori...?\Oh, treatment in the nurse's office is enough for him, too.\Oh, good...\Now, go back to your classroom.\Okay.\Okay.\Sansa, I also have some business in the nurse's office. response:	I'll leave the rest to you.
context: Midori...?\Oh, treatment in the nurse's office is enough for him, too.\Oh, good...\Now, go back to your classroom.\Okay.\Okay.\Sansa, I also have some business in the nurse's office.\I'll leave the rest to you. response:	Yes, sir!
context: Oh, treatment in the nurse's office is enough for him, too.\Oh, good...\Now, go back to your classroom.\Okay.\Okay.\Sansa, I also have some business in the nurse's office.\I'll leave the rest to you.\Yes, sir! response:	It's a cat.
context: Oh, good...\Now, go back to your classroom.\Okay.\Okay.\Sansa, I also have some business in the nurse's office.\I'll leave the rest to you.\Yes, sir!\It's a cat. response:	Not a dog, huh?
context: Now, go back to your classroom.\Okay.\Okay.\Sansa, I also have some business in the nurse's office.\I'll leave the rest to you.\Yes, sir!\It's a cat.\Not a dog, huh? response:	Tch!
context: Okay.\Okay.\Sansa, I also have some business in the nurse's office.\I'll leave the rest to you.\Yes, sir!\It's a cat.\Not a dog, huh?\Tch! response:	Bakugou, he said to go back to the classroom!
context: Okay.\Sansa, I also have some business in the nurse's office.\I'll leave the rest to you.\Yes, sir!\It's a cat.\Not a dog, huh?\Tch!\Bakugou, he said to go back to the classroom! response:	I know, bastard!
context: Sansa, I also have some business in the nurse's office.\I'll leave the rest to you.\Yes, sir!\It's a cat.\Not a dog, huh?\Tch!\Bakugou, he said to go back to the classroom!\I know, bastard! response:	We need to make some drastic improvements to school security, don't we?
context: I'll leave the rest to you.\Yes, sir!\It's a cat.\Not a dog, huh?\Tch!\Bakugou, he said to go back to the classroom!\I know, bastard!\We need to make some drastic improvements to school security, don't we? response:	Yes.
context: Yes, sir!\It's a cat.\Not a dog, huh?\Tch!\Bakugou, he said to go back to the classroom!\I know, bastard!\We need to make some drastic improvements to school security, don't we?\Yes. response:	A warp Quirk is already very rare...
context: It's a cat.\Not a dog, huh?\Tch!\Bakugou, he said to go back to the classroom!\I know, bastard!\We need to make some drastic improvements to school security, don't we?\Yes.\A warp Quirk is already very rare... response:	Detective Tsukauchi!
context: Not a dog, huh?\Tch!\Bakugou, he said to go back to the classroom!\I know, bastard!\We need to make some drastic improvements to school security, don't we?\Yes.\A warp Quirk is already very rare...\Detective Tsukauchi! response:	We received word that someone thought to be a villain was captured in a grove of trees on school grounds.
context: Tch!\Bakugou, he said to go back to the classroom!\I know, bastard!\We need to make some drastic improvements to school security, don't we?\Yes.\A warp Quirk is already very rare...\Detective Tsukauchi!\We received word that someone thought to be a villain was captured in a grove of trees on school grounds. response:	How is it?
context: Bakugou, he said to go back to the classroom!\I know, bastard!\We need to make some drastic improvements to school security, don't we?\Yes.\A warp Quirk is already very rare...\Detective Tsukauchi!\We received word that someone thought to be a villain was captured in a grove of trees on school grounds.\How is it? response:	He has no apparent injuries and seemed docile, not resisting capture.
context: I know, bastard!\We need to make some drastic improvements to school security, don't we?\Yes.\A warp Quirk is already very rare...\Detective Tsukauchi!\We received word that someone thought to be a villain was captured in a grove of trees on school grounds.\How is it?\He has no apparent injuries and seemed docile, not resisting capture. response:	He does not respond even when called out to, so he is thought to be mute.
context: We need to make some drastic improvements to school security, don't we?\Yes.\A warp Quirk is already very rare...\Detective Tsukauchi!\We received word that someone thought to be a villain was captured in a grove of trees on school grounds.\How is it?\He has no apparent injuries and seemed docile, not resisting capture.\He does not respond even when called out to, so he is thought to be mute. response:	Principal...
context: Yes.\A warp Quirk is already very rare...\Detective Tsukauchi!\We received word that someone thought to be a villain was captured in a grove of trees on school grounds.\How is it?\He has no apparent injuries and seemed docile, not resisting capture.\He does not respond even when called out to, so he is thought to be mute.\Principal... response:	Of course!
context: A warp Quirk is already very rare...\Detective Tsukauchi!\We received word that someone thought to be a villain was captured in a grove of trees on school grounds.\How is it?\He has no apparent injuries and seemed docile, not resisting capture.\He does not respond even when called out to, so he is thought to be mute.\Principal...\Of course! response:	Some people might complain, but you police have more authority.
context: Detective Tsukauchi!\We received word that someone thought to be a villain was captured in a grove of trees on school grounds.\How is it?\He has no apparent injuries and seemed docile, not resisting capture.\He does not respond even when called out to, so he is thought to be mute.\Principal...\Of course!\Some people might complain, but you police have more authority. response:	Investigating is what you're good at.
context: We received word that someone thought to be a villain was captured in a grove of trees on school grounds.\How is it?\He has no apparent injuries and seemed docile, not resisting capture.\He does not respond even when called out to, so he is thought to be mute.\Principal...\Of course!\Some people might complain, but you police have more authority.\Investigating is what you're good at. response:	I'm counting on you!
