context: Mazui presents response:	mezamete wa kurikaesu nemuri asa wa
context: This is bad, she might find out about what we're doing.\That would be bad.\Let's go!\Yeah.\Why are you guys here?\Allow us to sit in on this.\As the former acting student council president and current vice - president, I gave him permission.\How is this your jurisdiction? response:	This is the student council office.
context: That would be bad.\Let's go!\Yeah.\Why are you guys here?\Allow us to sit in on this.\As the former acting student council president and current vice - president, I gave him permission.\How is this your jurisdiction?\This is the student council office. response:	Well whatever.
context: Let's go!\Yeah.\Why are you guys here?\Allow us to sit in on this.\As the former acting student council president and current vice - president, I gave him permission.\How is this your jurisdiction?\This is the student council office.\Well whatever. response:	So what's with this shadow?
context: Yeah.\Why are you guys here?\Allow us to sit in on this.\As the former acting student council president and current vice - president, I gave him permission.\How is this your jurisdiction?\This is the student council office.\Well whatever.\So what's with this shadow? response:	I don't know anything.
context: Why are you guys here?\Allow us to sit in on this.\As the former acting student council president and current vice - president, I gave him permission.\How is this your jurisdiction?\This is the student council office.\Well whatever.\So what's with this shadow?\I don't know anything. response:	Didn't you program it?
context: Allow us to sit in on this.\As the former acting student council president and current vice - president, I gave him permission.\How is this your jurisdiction?\This is the student council office.\Well whatever.\So what's with this shadow?\I don't know anything.\Didn't you program it? response:	No.
context: As the former acting student council president and current vice - president, I gave him permission.\How is this your jurisdiction?\This is the student council office.\Well whatever.\So what's with this shadow?\I don't know anything.\Didn't you program it?\No. response:	Then there's a chance it's a bug.
context: How is this your jurisdiction?\This is the student council office.\Well whatever.\So what's with this shadow?\I don't know anything.\Didn't you program it?\No.\Then there's a chance it's a bug. response:	When did you last write a program?
context: This is the student council office.\Well whatever.\So what's with this shadow?\I don't know anything.\Didn't you program it?\No.\Then there's a chance it's a bug.\When did you last write a program? response:	The day before yesterday.
context: Well whatever.\So what's with this shadow?\I don't know anything.\Didn't you program it?\No.\Then there's a chance it's a bug.\When did you last write a program?\The day before yesterday. response:	The timing fits...
context: So what's with this shadow?\I don't know anything.\Didn't you program it?\No.\Then there's a chance it's a bug.\When did you last write a program?\The day before yesterday.\The timing fits... response:	We'll be intruding on your room, is that okay?
context: I don't know anything.\Didn't you program it?\No.\Then there's a chance it's a bug.\When did you last write a program?\The day before yesterday.\The timing fits...\We'll be intruding on your room, is that okay? response:	I'm leaving it to you, Takeyama - kun.
context: Didn't you program it?\No.\Then there's a chance it's a bug.\When did you last write a program?\The day before yesterday.\The timing fits...\We'll be intruding on your room, is that okay?\I'm leaving it to you, Takeyama - kun. response:	Understood.
context: No.\Then there's a chance it's a bug.\When did you last write a program?\The day before yesterday.\The timing fits...\We'll be intruding on your room, is that okay?\I'm leaving it to you, Takeyama - kun.\Understood. response:	And call me Chri
context: Then there's a chance it's a bug.\When did you last write a program?\The day before yesterday.\The timing fits...\We'll be intruding on your room, is that okay?\I'm leaving it to you, Takeyama - kun.\Understood.\And call me Chri response:	So, what kind of program was it?
context: When did you last write a program?\The day before yesterday.\The timing fits...\We'll be intruding on your room, is that okay?\I'm leaving it to you, Takeyama - kun.\Understood.\And call me Chri\So, what kind of program was it? response:	Wings.
context: The day before yesterday.\The timing fits...\We'll be intruding on your room, is that okay?\I'm leaving it to you, Takeyama - kun.\Understood.\And call me Chri\So, what kind of program was it?\Wings. response:	Wings?
context: The timing fits...\We'll be intruding on your room, is that okay?\I'm leaving it to you, Takeyama - kun.\Understood.\And call me Chri\So, what kind of program was it?\Wings.\Wings? response:	You added wings?
context: We'll be intruding on your room, is that okay?\I'm leaving it to you, Takeyama - kun.\Understood.\And call me Chri\So, what kind of program was it?\Wings.\Wings?\You added wings? response:	So you can fly?
context: I'm leaving it to you, Takeyama - kun.\Understood.\And call me Chri\So, what kind of program was it?\Wings.\Wings?\You added wings?\So you can fly? response:	No, it's a decoration.
context: Understood.\And call me Chri\So, what kind of program was it?\Wings.\Wings?\You added wings?\So you can fly?\No, it's a decoration. response:	A decoration?
context: And call me Chri\So, what kind of program was it?\Wings.\Wings?\You added wings?\So you can fly?\No, it's a decoration.\A decoration? response:	Yes, a decoration.
context: So, what kind of program was it?\Wings.\Wings?\You added wings?\So you can fly?\No, it's a decoration.\A decoration?\Yes, a decoration. response:	Why?
context: Wings.\Wings?\You added wings?\So you can fly?\No, it's a decoration.\A decoration?\Yes, a decoration.\Why? response:	I was told it would be more angel - like.
context: Wings?\You added wings?\So you can fly?\No, it's a decoration.\A decoration?\Yes, a decoration.\Why?\I was told it would be more angel - like. response:	You were told?
context: You added wings?\So you can fly?\No, it's a decoration.\A decoration?\Yes, a decoration.\Why?\I was told it would be more angel - like.\You were told? response:	By who?
context: So you can fly?\No, it's a decoration.\A decoration?\Yes, a decoration.\Why?\I was told it would be more angel - like.\You were told?\By who? response:	This is bad...
context: No, it's a decoration.\A decoration?\Yes, a decoration.\Why?\I was told it would be more angel - like.\You were told?\By who?\This is bad... response:	That was me.
context: A decoration?\Yes, a decoration.\Why?\I was told it would be more angel - like.\You were told?\By who?\This is bad...\That was me. response:	I believed it would give her more impact as the president,
context: Yes, a decoration.\Why?\I was told it would be more angel - like.\You were told?\By who?\This is bad...\That was me.\I believed it would give her more impact as the president, response:	so in my position as the former acting president and current vice - president, I made the suggestion to her.
context: Why?\I was told it would be more angel - like.\You were told?\By who?\This is bad...\That was me.\I believed it would give her more impact as the president,\so in my position as the former acting president and current vice - president, I made the suggestion to her. response:	If the student council president had wings, she'd have more impact?
context: I was told it would be more angel - like.\You were told?\By who?\This is bad...\That was me.\I believed it would give her more impact as the president,\so in my position as the former acting president and current vice - president, I made the suggestion to her.\If the student council president had wings, she'd have more impact? response:	Correct.
context: You were told?\By who?\This is bad...\That was me.\I believed it would give her more impact as the president,\so in my position as the former acting president and current vice - president, I made the suggestion to her.\If the student council president had wings, she'd have more impact?\Correct. response:	I believed that for the president,
context: By who?\This is bad...\That was me.\I believed it would give her more impact as the president,\so in my position as the former acting president and current vice - president, I made the suggestion to her.\If the student council president had wings, she'd have more impact?\Correct.\I believed that for the president, response:	wings
context: This is bad...\That was me.\I believed it would give her more impact as the president,\so in my position as the former acting president and current vice - president, I made the suggestion to her.\If the student council president had wings, she'd have more impact?\Correct.\I believed that for the president,\wings response:	would be suitable.
context: That was me.\I believed it would give her more impact as the president,\so in my position as the former acting president and current vice - president, I made the suggestion to her.\If the student council president had wings, she'd have more impact?\Correct.\I believed that for the president,\wings\would be suitable. response:	Idiot.
context: I believed it would give her more impact as the president,\so in my position as the former acting president and current vice - president, I made the suggestion to her.\If the student council president had wings, she'd have more impact?\Correct.\I believed that for the president,\wings\would be suitable.\Idiot. response:	You're surprisingly obedient though.
context: so in my position as the former acting president and current vice - president, I made the suggestion to her.\If the student council president had wings, she'd have more impact?\Correct.\I believed that for the president,\wings\would be suitable.\Idiot.\You're surprisingly obedient though. response:	I don't sense one bit of cruelty in you.
context: If the student council president had wings, she'd have more impact?\Correct.\I believed that for the president,\wings\would be suitable.\Idiot.\You're surprisingly obedient though.\I don't sense one bit of cruelty in you. response:	You seem like the way you always were.
context: Correct.\I believed that for the president,\wings\would be suitable.\Idiot.\You're surprisingly obedient though.\I don't sense one bit of cruelty in you.\You seem like the way you always were. response:	No, she is cruel.
context: I believed that for the president,\wings\would be suitable.\Idiot.\You're surprisingly obedient though.\I don't sense one bit of cruelty in you.\You seem like the way you always were.\No, she is cruel. response:	As the vice - president, I get stabbed everyday.
context: wings\would be suitable.\Idiot.\You're surprisingly obedient though.\I don't sense one bit of cruelty in you.\You seem like the way you always were.\No, she is cruel.\As the vice - president, I get stabbed everyday. response:	Er... why?
context: would be suitable.\Idiot.\You're surprisingly obedient though.\I don't sense one bit of cruelty in you.\You seem like the way you always were.\No, she is cruel.\As the vice - president, I get stabbed everyday.\Er... why? response:	When she's in a bad mood, she stabs anyone nearby.
context: Idiot.\You're surprisingly obedient though.\I don't sense one bit of cruelty in you.\You seem like the way you always were.\No, she is cruel.\As the vice - president, I get stabbed everyday.\Er... why?\When she's in a bad mood, she stabs anyone nearby. response:	In my position as vice - president, I am often near her, so I get stabbed quite a lot.
context: You're surprisingly obedient though.\I don't sense one bit of cruelty in you.\You seem like the way you always were.\No, she is cruel.\As the vice - president, I get stabbed everyday.\Er... why?\When she's in a bad mood, she stabs anyone nearby.\In my position as vice - president, I am often near her, so I get stabbed quite a lot. response:	Just this morning, she stabbed me till my guts were hanging out.
context: I don't sense one bit of cruelty in you.\You seem like the way you always were.\No, she is cruel.\As the vice - president, I get stabbed everyday.\Er... why?\When she's in a bad mood, she stabs anyone nearby.\In my position as vice - president, I am often near her, so I get stabbed quite a lot.\Just this morning, she stabbed me till my guts were hanging out. response:	Though, it appears she's in a very good mood right now.
context: You seem like the way you always were.\No, she is cruel.\As the vice - president, I get stabbed everyday.\Er... why?\When she's in a bad mood, she stabs anyone nearby.\In my position as vice - president, I am often near her, so I get stabbed quite a lot.\Just this morning, she stabbed me till my guts were hanging out.\Though, it appears she's in a very good mood right now. response:	Idiot.
context: No, she is cruel.\As the vice - president, I get stabbed everyday.\Er... why?\When she's in a bad mood, she stabs anyone nearby.\In my position as vice - president, I am often near her, so I get stabbed quite a lot.\Just this morning, she stabbed me till my guts were hanging out.\Though, it appears she's in a very good mood right now.\Idiot. response:	Can you hear me?
context: As the vice - president, I get stabbed everyday.\Er... why?\When she's in a bad mood, she stabs anyone nearby.\In my position as vice - president, I am often near her, so I get stabbed quite a lot.\Just this morning, she stabbed me till my guts were hanging out.\Though, it appears she's in a very good mood right now.\Idiot.\Can you hear me? response:	Please respond.
context: Er... why?\When she's in a bad mood, she stabs anyone nearby.\In my position as vice - president, I am often near her, so I get stabbed quite a lot.\Just this morning, she stabbed me till my guts were hanging out.\Though, it appears she's in a very good mood right now.\Idiot.\Can you hear me?\Please respond. response:	Takeyama - kun? How was it?
context: When she's in a bad mood, she stabs anyone nearby.\In my position as vice - president, I am often near her, so I get stabbed quite a lot.\Just this morning, she stabbed me till my guts were hanging out.\Though, it appears she's in a very good mood right now.\Idiot.\Can you hear me?\Please respond.\Takeyama - kun? How was it? response:	- Angel area
context: In my position as vice - president, I am often near her, so I get stabbed quite a lot.\Just this morning, she stabbed me till my guts were hanging out.\Though, it appears she's in a very good mood right now.\Idiot.\Can you hear me?\Please respond.\Takeyama - kun? How was it?\- Angel area response:	I couldn't find any bugs.
context: Just this morning, she stabbed me till my guts were hanging out.\Though, it appears she's in a very good mood right now.\Idiot.\Can you hear me?\Please respond.\Takeyama - kun? How was it?\- Angel area\I couldn't find any bugs. response:	I looked into the most recent program, but it's a simple decorative program.
context: Though, it appears she's in a very good mood right now.\Idiot.\Can you hear me?\Please respond.\Takeyama - kun? How was it?\- Angel area\I couldn't find any bugs.\I looked into the most recent program, but it's a simple decorative program. response:	There's no way a bug that might have its own will and attacks people could come from this.
context: Idiot.\Can you hear me?\Please respond.\Takeyama - kun? How was it?\- Angel area\I couldn't find any bugs.\I looked into the most recent program, but it's a simple decorative program.\There's no way a bug that might have its own will and attacks people could come from this. response:	And call me Chri
context: Can you hear me?\Please respond.\Takeyama - kun? How was it?\- Angel area\I couldn't find any bugs.\I looked into the most recent program, but it's a simple decorative program.\There's no way a bug that might have its own will and attacks people could come from this.\And call me Chri response:	What about the other programs?
context: Please respond.\Takeyama - kun? How was it?\- Angel area\I couldn't find any bugs.\I looked into the most recent program, but it's a simple decorative program.\There's no way a bug that might have its own will and attacks people could come from this.\And call me Chri\What about the other programs? response:	Passive, Overdrive, Active, and Hand Sonic.
context: Takeyama - kun? How was it?\- Angel area\I couldn't find any bugs.\I looked into the most recent program, but it's a simple decorative program.\There's no way a bug that might have its own will and attacks people could come from this.\And call me Chri\What about the other programs?\Passive, Overdrive, Active, and Hand Sonic. response:	They're all programs from before, though there are minor changes to them.
context: - Angel area\I couldn't find any bugs.\I looked into the most recent program, but it's a simple decorative program.\There's no way a bug that might have its own will and attacks people could come from this.\And call me Chri\What about the other programs?\Passive, Overdrive, Active, and Hand Sonic.\They're all programs from before, though there are minor changes to them. response:	What should I do?
context: I couldn't find any bugs.\I looked into the most recent program, but it's a simple decorative program.\There's no way a bug that might have its own will and attacks people could come from this.\And call me Chri\What about the other programs?\Passive, Overdrive, Active, and Hand Sonic.\They're all programs from before, though there are minor changes to them.\What should I do? response:	Is she going to make him erase them?
context: I looked into the most recent program, but it's a simple decorative program.\There's no way a bug that might have its own will and attacks people could come from this.\And call me Chri\What about the other programs?\Passive, Overdrive, Active, and Hand Sonic.\They're all programs from before, though there are minor changes to them.\What should I do?\Is she going to make him erase them? response:	We'd have to start from fresh...
context: There's no way a bug that might have its own will and attacks people could come from this.\And call me Chri\What about the other programs?\Passive, Overdrive, Active, and Hand Sonic.\They're all programs from before, though there are minor changes to them.\What should I do?\Is she going to make him erase them?\We'd have to start from fresh... response:	Hey, did you just hear gunfire?
context: And call me Chri\What about the other programs?\Passive, Overdrive, Active, and Hand Sonic.\They're all programs from before, though there are minor changes to them.\What should I do?\Is she going to make him erase them?\We'd have to start from fresh...\Hey, did you just hear gunfire? response:	What are you talking about? What gunfire?
context: What about the other programs?\Passive, Overdrive, Active, and Hand Sonic.\They're all programs from before, though there are minor changes to them.\What should I do?\Is she going to make him erase them?\We'd have to start from fresh...\Hey, did you just hear gunfire?\What are you talking about? What gunfire? response:	From outside!
context: Passive, Overdrive, Active, and Hand Sonic.\They're all programs from before, though there are minor changes to them.\What should I do?\Is she going to make him erase them?\We'd have to start from fresh...\Hey, did you just hear gunfire?\What are you talking about? What gunfire?\From outside! response:	Look, over there!
context: They're all programs from before, though there are minor changes to them.\What should I do?\Is she going to make him erase them?\We'd have to start from fresh...\Hey, did you just hear gunfire?\What are you talking about? What gunfire?\From outside!\Look, over there! response:	Those monsters!
context: What should I do?\Is she going to make him erase them?\We'd have to start from fresh...\Hey, did you just hear gunfire?\What are you talking about? What gunfire?\From outside!\Look, over there!\Those monsters! response:	Why are there so many?
context: Is she going to make him erase them?\We'd have to start from fresh...\Hey, did you just hear gunfire?\What are you talking about? What gunfire?\From outside!\Look, over there!\Those monsters!\Why are there so many? response:	Kanade, go!
context: We'd have to start from fresh...\Hey, did you just hear gunfire?\What are you talking about? What gunfire?\From outside!\Look, over there!\Those monsters!\Why are there so many?\Kanade, go! response:	Yurippe!
context: Hey, did you just hear gunfire?\What are you talking about? What gunfire?\From outside!\Look, over there!\Those monsters!\Why are there so many?\Kanade, go!\Yurippe! response:	Wow...
context: What are you talking about? What gunfire?\From outside!\Look, over there!\Those monsters!\Why are there so many?\Kanade, go!\Yurippe!\Wow... response:	I'm going too!
context: From outside!\Look, over there!\Those monsters!\Why are there so many?\Kanade, go!\Yurippe!\Wow...\I'm going too! response:	Hey!!
context: Look, over there!\Those monsters!\Why are there so many?\Kanade, go!\Yurippe!\Wow...\I'm going too!\Hey!! response:	Otonashi - san!
context: Those monsters!\Why are there so many?\Kanade, go!\Yurippe!\Wow...\I'm going too!\Hey!!\Otonashi - san! response:	Are you okay Yuri?
context: Why are there so many?\Kanade, go!\Yurippe!\Wow...\I'm going too!\Hey!!\Otonashi - san!\Are you okay Yuri? response:	Otonashi - kun!
context: Kanade, go!\Yurippe!\Wow...\I'm going too!\Hey!!\Otonashi - san!\Are you okay Yuri?\Otonashi - kun! response:	Sorry to keep you waiting!
context: Yurippe!\Wow...\I'm going too!\Hey!!\Otonashi - san!\Are you okay Yuri?\Otonashi - kun!\Sorry to keep you waiting! response:	Bow before me!
context: Wow...\I'm going too!\Hey!!\Otonashi - san!\Are you okay Yuri?\Otonashi - kun!\Sorry to keep you waiting!\Bow before me! response:	I don't need backup!
context: I'm going too!\Hey!!\Otonashi - san!\Are you okay Yuri?\Otonashi - kun!\Sorry to keep you waiting!\Bow before me!\I don't need backup! response:	Come on, don't say that.
context: Hey!!\Otonashi - san!\Are you okay Yuri?\Otonashi - kun!\Sorry to keep you waiting!\Bow before me!\I don't need backup!\Come on, don't say that. response:	How shallow - minded.
context: Otonashi - san!\Are you okay Yuri?\Otonashi - kun!\Sorry to keep you waiting!\Bow before me!\I don't need backup!\Come on, don't say that.\How shallow - minded. response:	Woah! Dancing in the shadow!
context: Are you okay Yuri?\Otonashi - kun!\Sorry to keep you waiting!\Bow before me!\I don't need backup!\Come on, don't say that.\How shallow - minded.\Woah! Dancing in the shadow! response:	I kiss you.
context: Otonashi - kun!\Sorry to keep you waiting!\Bow before me!\I don't need backup!\Come on, don't say that.\How shallow - minded.\Woah! Dancing in the shadow!\I kiss you. response:	I wouldn't want to be on the receiving end of that...
context: Sorry to keep you waiting!\Bow before me!\I don't need backup!\Come on, don't say that.\How shallow - minded.\Woah! Dancing in the shadow!\I kiss you.\I wouldn't want to be on the receiving end of that... response:	Hey, are you trying to cut your own team?!
context: Bow before me!\I don't need backup!\Come on, don't say that.\How shallow - minded.\Woah! Dancing in the shadow!\I kiss you.\I wouldn't want to be on the receiving end of that...\Hey, are you trying to cut your own team?! response:	It's in the plan.
context: I don't need backup!\Come on, don't say that.\How shallow - minded.\Woah! Dancing in the shadow!\I kiss you.\I wouldn't want to be on the receiving end of that...\Hey, are you trying to cut your own team?!\It's in the plan. response:	Don't put that in the plan! Leave it out!
context: Come on, don't say that.\How shallow - minded.\Woah! Dancing in the shadow!\I kiss you.\I wouldn't want to be on the receiving end of that...\Hey, are you trying to cut your own team?!\It's in the plan.\Don't put that in the plan! Leave it out! response:	Stop messing about and help out!
context: How shallow - minded.\Woah! Dancing in the shadow!\I kiss you.\I wouldn't want to be on the receiving end of that...\Hey, are you trying to cut your own team?!\It's in the plan.\Don't put that in the plan! Leave it out!\Stop messing about and help out! response:	That was...
context: Woah! Dancing in the shadow!\I kiss you.\I wouldn't want to be on the receiving end of that...\Hey, are you trying to cut your own team?!\It's in the plan.\Don't put that in the plan! Leave it out!\Stop messing about and help out!\That was... response:	Is everyone alright?
context: I kiss you.\I wouldn't want to be on the receiving end of that...\Hey, are you trying to cut your own team?!\It's in the plan.\Don't put that in the plan! Leave it out!\Stop messing about and help out!\That was...\Is everyone alright? response:	What were those? Monsters?
context: I wouldn't want to be on the receiving end of that...\Hey, are you trying to cut your own team?!\It's in the plan.\Don't put that in the plan! Leave it out!\Stop messing about and help out!\That was...\Is everyone alright?\What were those? Monsters? response:	What were those creepy things?
context: Hey, are you trying to cut your own team?!\It's in the plan.\Don't put that in the plan! Leave it out!\Stop messing about and help out!\That was...\Is everyone alright?\What were those? Monsters?\What were those creepy things? response:	They weren't in this world before.
context: It's in the plan.\Don't put that in the plan! Leave it out!\Stop messing about and help out!\That was...\Is everyone alright?\What were those? Monsters?\What were those creepy things?\They weren't in this world before. response:	Is this a nightmare?
context: Don't put that in the plan! Leave it out!\Stop messing about and help out!\That was...\Is everyone alright?\What were those? Monsters?\What were those creepy things?\They weren't in this world before.\Is this a nightmare? response:	It's a carnival and everyone's invited.
context: Stop messing about and help out!\That was...\Is everyone alright?\What were those? Monsters?\What were those creepy things?\They weren't in this world before.\Is this a nightmare?\It's a carnival and everyone's invited. response:	Did we stay in this world for too long?
context: That was...\Is everyone alright?\What were those? Monsters?\What were those creepy things?\They weren't in this world before.\Is this a nightmare?\It's a carnival and everyone's invited.\Did we stay in this world for too long? response:	What do you mean?
context: Is everyone alright?\What were those? Monsters?\What were those creepy things?\They weren't in this world before.\Is this a nightmare?\It's a carnival and everyone's invited.\Did we stay in this world for too long?\What do you mean? response:	You get this in games, don't you?
context: What were those? Monsters?\What were those creepy things?\They weren't in this world before.\Is this a nightmare?\It's a carnival and everyone's invited.\Did we stay in this world for too long?\What do you mean?\You get this in games, don't you? response:	Invincible monsters that appear to prevent infinite play time.
context: What were those creepy things?\They weren't in this world before.\Is this a nightmare?\It's a carnival and everyone's invited.\Did we stay in this world for too long?\What do you mean?\You get this in games, don't you?\Invincible monsters that appear to prevent infinite play time. response:	That's not funny.
context: They weren't in this world before.\Is this a nightmare?\It's a carnival and everyone's invited.\Did we stay in this world for too long?\What do you mean?\You get this in games, don't you?\Invincible monsters that appear to prevent infinite play time.\That's not funny. response:	Seriously though...
context: Is this a nightmare?\It's a carnival and everyone's invited.\Did we stay in this world for too long?\What do you mean?\You get this in games, don't you?\Invincible monsters that appear to prevent infinite play time.\That's not funny.\Seriously though... response:	She's just like an ally.
context: It's a carnival and everyone's invited.\Did we stay in this world for too long?\What do you mean?\You get this in games, don't you?\Invincible monsters that appear to prevent infinite play time.\That's not funny.\Seriously though...\She's just like an ally. response:	Hey! hey!!
context: Did we stay in this world for too long?\What do you mean?\You get this in games, don't you?\Invincible monsters that appear to prevent infinite play time.\That's not funny.\Seriously though...\She's just like an ally.\Hey! hey!! response:	Fujimaki!
context: What do you mean?\You get this in games, don't you?\Invincible monsters that appear to prevent infinite play time.\That's not funny.\Seriously though...\She's just like an ally.\Hey! hey!!\Fujimaki! response:	This is bad...
context: You get this in games, don't you?\Invincible monsters that appear to prevent infinite play time.\That's not funny.\Seriously though...\She's just like an ally.\Hey! hey!!\Fujimaki!\This is bad... response:	Takamatsu...
context: Invincible monsters that appear to prevent infinite play time.\That's not funny.\Seriously though...\She's just like an ally.\Hey! hey!!\Fujimaki!\This is bad...\Takamatsu... response:	Takamatsu got done in!
context: That's not funny.\Seriously though...\She's just like an ally.\Hey! hey!!\Fujimaki!\This is bad...\Takamatsu...\Takamatsu got done in! response:	- Connecting Corridor
context: Seriously though...\She's just like an ally.\Hey! hey!!\Fujimaki!\This is bad...\Takamatsu...\Takamatsu got done in!\- Connecting Corridor response:	His glasses...
context: She's just like an ally.\Hey! hey!!\Fujimaki!\This is bad...\Takamatsu...\Takamatsu got done in!\- Connecting Corridor\His glasses... response:	I saw it...
context: Hey! hey!!\Fujimaki!\This is bad...\Takamatsu...\Takamatsu got done in!\- Connecting Corridor\His glasses...\I saw it... response:	I saw that shadow eating him!
context: Fujimaki!\This is bad...\Takamatsu...\Takamatsu got done in!\- Connecting Corridor\His glasses...\I saw it...\I saw that shadow eating him! response:	Eating?
context: This is bad...\Takamatsu...\Takamatsu got done in!\- Connecting Corridor\His glasses...\I saw it...\I saw that shadow eating him!\Eating? response:	When I ran into him, his whole body was already covered by the shadow...
context: Takamatsu...\Takamatsu got done in!\- Connecting Corridor\His glasses...\I saw it...\I saw that shadow eating him!\Eating?\When I ran into him, his whole body was already covered by the shadow... response:	I tried to save him!
context: Takamatsu got done in!\- Connecting Corridor\His glasses...\I saw it...\I saw that shadow eating him!\Eating?\When I ran into him, his whole body was already covered by the shadow...\I tried to save him! response:	But I couldn't do anything!
context: - Connecting Corridor\His glasses...\I saw it...\I saw that shadow eating him!\Eating?\When I ran into him, his whole body was already covered by the shadow...\I tried to save him!\But I couldn't do anything! response:	In the end, his glasses fell off...
context: His glasses...\I saw it...\I saw that shadow eating him!\Eating?\When I ran into him, his whole body was already covered by the shadow...\I tried to save him!\But I couldn't do anything!\In the end, his glasses fell off... response:	For him to leave behind his glasses...
context: I saw it...\I saw that shadow eating him!\Eating?\When I ran into him, his whole body was already covered by the shadow...\I tried to save him!\But I couldn't do anything!\In the end, his glasses fell off...\For him to leave behind his glasses... response:	This is serious.
context: I saw that shadow eating him!\Eating?\When I ran into him, his whole body was already covered by the shadow...\I tried to save him!\But I couldn't do anything!\In the end, his glasses fell off...\For him to leave behind his glasses...\This is serious. response:	And then?
context: Eating?\When I ran into him, his whole body was already covered by the shadow...\I tried to save him!\But I couldn't do anything!\In the end, his glasses fell off...\For him to leave behind his glasses...\This is serious.\And then? response:	The ground absorbed him.
context: When I ran into him, his whole body was already covered by the shadow...\I tried to save him!\But I couldn't do anything!\In the end, his glasses fell off...\For him to leave behind his glasses...\This is serious.\And then?\The ground absorbed him. response:	The ground?
context: I tried to save him!\But I couldn't do anything!\In the end, his glasses fell off...\For him to leave behind his glasses...\This is serious.\And then?\The ground absorbed him.\The ground? response:	This is too irregular.
context: But I couldn't do anything!\In the end, his glasses fell off...\For him to leave behind his glasses...\This is serious.\And then?\The ground absorbed him.\The ground?\This is too irregular. response:	What is this...
context: In the end, his glasses fell off...\For him to leave behind his glasses...\This is serious.\And then?\The ground absorbed him.\The ground?\This is too irregular.\What is this... response:	Some other will besides ours is at work here.
context: For him to leave behind his glasses...\This is serious.\And then?\The ground absorbed him.\The ground?\This is too irregular.\What is this...\Some other will besides ours is at work here. response:	What on earth's happening?
context: This is serious.\And then?\The ground absorbed him.\The ground?\This is too irregular.\What is this...\Some other will besides ours is at work here.\What on earth's happening? response:	Takamatsu's here!
context: And then?\The ground absorbed him.\The ground?\This is too irregular.\What is this...\Some other will besides ours is at work here.\What on earth's happening?\Takamatsu's here! response:	Takamatsu!
context: The ground absorbed him.\The ground?\This is too irregular.\What is this...\Some other will besides ours is at work here.\What on earth's happening?\Takamatsu's here!\Takamatsu! response:	<sign: Study Block A - Classroom >
context: The ground?\This is too irregular.\What is this...\Some other will besides ours is at work here.\What on earth's happening?\Takamatsu's here!\Takamatsu!\<sign: Study Block A - Classroom > response:	What do you think you're doing?
context: This is too irregular.\What is this...\Some other will besides ours is at work here.\What on earth's happening?\Takamatsu's here!\Takamatsu!\<sign: Study Block A - Classroom >\What do you think you're doing? response:	Everyone was worried about you!
context: What is this...\Some other will besides ours is at work here.\What on earth's happening?\Takamatsu's here!\Takamatsu!\<sign: Study Block A - Classroom >\What do you think you're doing?\Everyone was worried about you! response:	Worried?
context: Some other will besides ours is at work here.\What on earth's happening?\Takamatsu's here!\Takamatsu!\<sign: Study Block A - Classroom >\What do you think you're doing?\Everyone was worried about you!\Worried? response:	About what?
context: What on earth's happening?\Takamatsu's here!\Takamatsu!\<sign: Study Block A - Classroom >\What do you think you're doing?\Everyone was worried about you!\Worried?\About what? response:	About what?
context: Takamatsu's here!\Takamatsu!\<sign: Study Block A - Classroom >\What do you think you're doing?\Everyone was worried about you!\Worried?\About what?\About what? response:	You were eaten by the shadow, weren't you?
context: Takamatsu!\<sign: Study Block A - Classroom >\What do you think you're doing?\Everyone was worried about you!\Worried?\About what?\About what?\You were eaten by the shadow, weren't you? response:	I don't understand what you're talking about...
context: <sign: Study Block A - Classroom >\What do you think you're doing?\Everyone was worried about you!\Worried?\About what?\About what?\You were eaten by the shadow, weren't you?\I don't understand what you're talking about... response:	You didn't realize it?
context: What do you think you're doing?\Everyone was worried about you!\Worried?\About what?\About what?\You were eaten by the shadow, weren't you?\I don't understand what you're talking about...\You didn't realize it? response:	A shadow ate you!
context: Everyone was worried about you!\Worried?\About what?\About what?\You were eaten by the shadow, weren't you?\I don't understand what you're talking about...\You didn't realize it?\A shadow ate you! response:	And then you were swallowed by the ground.
context: Worried?\About what?\About what?\You were eaten by the shadow, weren't you?\I don't understand what you're talking about...\You didn't realize it?\A shadow ate you!\And then you were swallowed by the ground. response:	What happened after that?
context: About what?\About what?\You were eaten by the shadow, weren't you?\I don't understand what you're talking about...\You didn't realize it?\A shadow ate you!\And then you were swallowed by the ground.\What happened after that? response:	I'm not sure what you mean...
context: About what?\You were eaten by the shadow, weren't you?\I don't understand what you're talking about...\You didn't realize it?\A shadow ate you!\And then you were swallowed by the ground.\What happened after that?\I'm not sure what you mean... response:	I woke up in the dorms and headed to school as usual.
context: You were eaten by the shadow, weren't you?\I don't understand what you're talking about...\You didn't realize it?\A shadow ate you!\And then you were swallowed by the ground.\What happened after that?\I'm not sure what you mean...\I woke up in the dorms and headed to school as usual. response:	To school?
context: I don't understand what you're talking about...\You didn't realize it?\A shadow ate you!\And then you were swallowed by the ground.\What happened after that?\I'm not sure what you mean...\I woke up in the dorms and headed to school as usual.\To school? response:	You put on that uniform and came here to attend classes?
context: You didn't realize it?\A shadow ate you!\And then you were swallowed by the ground.\What happened after that?\I'm not sure what you mean...\I woke up in the dorms and headed to school as usual.\To school?\You put on that uniform and came here to attend classes? response:	Well, yes...
