context: Alright, I can do it! response:	It's great that you can,
context: They're from Rin-chan?\I'll save these for tomorrow.\I'll invite Rin-chan here and eat them with her!\Invite Rin here?\As a thank-you.\A thanks for a thanks?\If I can make Rin-chan a little happier by having snacks with her right here, I'll be happy too!\If you make someone happy, you'll be happy too. response:	Komari-san's happiness spiral theory.
context: I'll save these for tomorrow.\I'll invite Rin-chan here and eat them with her!\Invite Rin here?\As a thank-you.\A thanks for a thanks?\If I can make Rin-chan a little happier by having snacks with her right here, I'll be happy too!\If you make someone happy, you'll be happy too.\Komari-san's happiness spiral theory. response:	So, Komari-san, you have an older brother?
context: I'll invite Rin-chan here and eat them with her!\Invite Rin here?\As a thank-you.\A thanks for a thanks?\If I can make Rin-chan a little happier by having snacks with her right here, I'll be happy too!\If you make someone happy, you'll be happy too.\Komari-san's happiness spiral theory.\So, Komari-san, you have an older brother? response:	You really did hear me talking in my sleep!
context: Invite Rin here?\As a thank-you.\A thanks for a thanks?\If I can make Rin-chan a little happier by having snacks with her right here, I'll be happy too!\If you make someone happy, you'll be happy too.\Komari-san's happiness spiral theory.\So, Komari-san, you have an older brother?\You really did hear me talking in my sleep! response:	Don't worry, that's all I heard.
context: As a thank-you.\A thanks for a thanks?\If I can make Rin-chan a little happier by having snacks with her right here, I'll be happy too!\If you make someone happy, you'll be happy too.\Komari-san's happiness spiral theory.\So, Komari-san, you have an older brother?\You really did hear me talking in my sleep!\Don't worry, that's all I heard. response:	But you see...
context: A thanks for a thanks?\If I can make Rin-chan a little happier by having snacks with her right here, I'll be happy too!\If you make someone happy, you'll be happy too.\Komari-san's happiness spiral theory.\So, Komari-san, you have an older brother?\You really did hear me talking in my sleep!\Don't worry, that's all I heard.\But you see... response:	I'm an only child.
context: If I can make Rin-chan a little happier by having snacks with her right here, I'll be happy too!\If you make someone happy, you'll be happy too.\Komari-san's happiness spiral theory.\So, Komari-san, you have an older brother?\You really did hear me talking in my sleep!\Don't worry, that's all I heard.\But you see...\I'm an only child. response:	I don't have a brother.
context: If you make someone happy, you'll be happy too.\Komari-san's happiness spiral theory.\So, Komari-san, you have an older brother?\You really did hear me talking in my sleep!\Don't worry, that's all I heard.\But you see...\I'm an only child.\I don't have a brother. response:	But I always see him in my dreams.
context: Komari-san's happiness spiral theory.\So, Komari-san, you have an older brother?\You really did hear me talking in my sleep!\Don't worry, that's all I heard.\But you see...\I'm an only child.\I don't have a brother.\But I always see him in my dreams. response:	An older brother existing only in my dreams.
context: So, Komari-san, you have an older brother?\You really did hear me talking in my sleep!\Don't worry, that's all I heard.\But you see...\I'm an only child.\I don't have a brother.\But I always see him in my dreams.\An older brother existing only in my dreams. response:	Only in your dreams?
context: You really did hear me talking in my sleep!\Don't worry, that's all I heard.\But you see...\I'm an only child.\I don't have a brother.\But I always see him in my dreams.\An older brother existing only in my dreams.\Only in your dreams? response:	He always reads a picture book to me with a warm voice like the sun.
context: Don't worry, that's all I heard.\But you see...\I'm an only child.\I don't have a brother.\But I always see him in my dreams.\An older brother existing only in my dreams.\Only in your dreams?\He always reads a picture book to me with a warm voice like the sun. response:	A picture book with eggs and chicks.
context: But you see...\I'm an only child.\I don't have a brother.\But I always see him in my dreams.\An older brother existing only in my dreams.\Only in your dreams?\He always reads a picture book to me with a warm voice like the sun.\A picture book with eggs and chicks. response:	The story is a little sad.
context: I'm an only child.\I don't have a brother.\But I always see him in my dreams.\An older brother existing only in my dreams.\Only in your dreams?\He always reads a picture book to me with a warm voice like the sun.\A picture book with eggs and chicks.\The story is a little sad. response:	A sad story?
context: I don't have a brother.\But I always see him in my dreams.\An older brother existing only in my dreams.\Only in your dreams?\He always reads a picture book to me with a warm voice like the sun.\A picture book with eggs and chicks.\The story is a little sad.\A sad story? response:	I don't remember what the story was about.
context: But I always see him in my dreams.\An older brother existing only in my dreams.\Only in your dreams?\He always reads a picture book to me with a warm voice like the sun.\A picture book with eggs and chicks.\The story is a little sad.\A sad story?\I don't remember what the story was about. response:	I always forget whenever I wake up.
context: An older brother existing only in my dreams.\Only in your dreams?\He always reads a picture book to me with a warm voice like the sun.\A picture book with eggs and chicks.\The story is a little sad.\A sad story?\I don't remember what the story was about.\I always forget whenever I wake up. response:	That's why I always feel a little lonely when I wake up.
context: Only in your dreams?\He always reads a picture book to me with a warm voice like the sun.\A picture book with eggs and chicks.\The story is a little sad.\A sad story?\I don't remember what the story was about.\I always forget whenever I wake up.\That's why I always feel a little lonely when I wake up. response:	It was the first time I saw a little loneliness in Komari-san's smile.
context: He always reads a picture book to me with a warm voice like the sun.\A picture book with eggs and chicks.\The story is a little sad.\A sad story?\I don't remember what the story was about.\I always forget whenever I wake up.\That's why I always feel a little lonely when I wake up.\It was the first time I saw a little loneliness in Komari-san's smile. response:	Can I help me?
context: A picture book with eggs and chicks.\The story is a little sad.\A sad story?\I don't remember what the story was about.\I always forget whenever I wake up.\That's why I always feel a little lonely when I wake up.\It was the first time I saw a little loneliness in Komari-san's smile.\Can I help me? response:	A picture book with eggs and chicks?
context: The story is a little sad.\A sad story?\I don't remember what the story was about.\I always forget whenever I wake up.\That's why I always feel a little lonely when I wake up.\It was the first time I saw a little loneliness in Komari-san's smile.\Can I help me?\A picture book with eggs and chicks? response:	Komari-san might've actually read one when she was younger.
context: A sad story?\I don't remember what the story was about.\I always forget whenever I wake up.\That's why I always feel a little lonely when I wake up.\It was the first time I saw a little loneliness in Komari-san's smile.\Can I help me?\A picture book with eggs and chicks?\Komari-san might've actually read one when she was younger. response:	I think she'll be really happy if I can tell her what kind of story it was.
context: I don't remember what the story was about.\I always forget whenever I wake up.\That's why I always feel a little lonely when I wake up.\It was the first time I saw a little loneliness in Komari-san's smile.\Can I help me?\A picture book with eggs and chicks?\Komari-san might've actually read one when she was younger.\I think she'll be really happy if I can tell her what kind of story it was. response:	I see.
context: I always forget whenever I wake up.\That's why I always feel a little lonely when I wake up.\It was the first time I saw a little loneliness in Komari-san's smile.\Can I help me?\A picture book with eggs and chicks?\Komari-san might've actually read one when she was younger.\I think she'll be really happy if I can tell her what kind of story it was.\I see. response:	You're joining me on the roof today, Rin.
context: That's why I always feel a little lonely when I wake up.\It was the first time I saw a little loneliness in Komari-san's smile.\Can I help me?\A picture book with eggs and chicks?\Komari-san might've actually read one when she was younger.\I think she'll be really happy if I can tell her what kind of story it was.\I see.\You're joining me on the roof today, Rin. response:	Stop.
context: It was the first time I saw a little loneliness in Komari-san's smile.\Can I help me?\A picture book with eggs and chicks?\Komari-san might've actually read one when she was younger.\I think she'll be really happy if I can tell her what kind of story it was.\I see.\You're joining me on the roof today, Rin.\Stop. response:	Komari-san's really looking forward to this.
context: Can I help me?\A picture book with eggs and chicks?\Komari-san might've actually read one when she was younger.\I think she'll be really happy if I can tell her what kind of story it was.\I see.\You're joining me on the roof today, Rin.\Stop.\Komari-san's really looking forward to this. response:	Do you want to disappoint her?
context: A picture book with eggs and chicks?\Komari-san might've actually read one when she was younger.\I think she'll be really happy if I can tell her what kind of story it was.\I see.\You're joining me on the roof today, Rin.\Stop.\Komari-san's really looking forward to this.\Do you want to disappoint her? response:	Only for a bit, okay?
context: Komari-san might've actually read one when she was younger.\I think she'll be really happy if I can tell her what kind of story it was.\I see.\You're joining me on the roof today, Rin.\Stop.\Komari-san's really looking forward to this.\Do you want to disappoint her?\Only for a bit, okay? response:	Huh?
context: I think she'll be really happy if I can tell her what kind of story it was.\I see.\You're joining me on the roof today, Rin.\Stop.\Komari-san's really looking forward to this.\Do you want to disappoint her?\Only for a bit, okay?\Huh? response:	Riki-kun.
context: I see.\You're joining me on the roof today, Rin.\Stop.\Komari-san's really looking forward to this.\Do you want to disappoint her?\Only for a bit, okay?\Huh?\Riki-kun. response:	Rin-chan.
context: You're joining me on the roof today, Rin.\Stop.\Komari-san's really looking forward to this.\Do you want to disappoint her?\Only for a bit, okay?\Huh?\Riki-kun.\Rin-chan. response:	What's wrong?
context: Stop.\Komari-san's really looking forward to this.\Do you want to disappoint her?\Only for a bit, okay?\Huh?\Riki-kun.\Rin-chan.\What's wrong? response:	You're giving off some kind of sad aura.
context: Komari-san's really looking forward to this.\Do you want to disappoint her?\Only for a bit, okay?\Huh?\Riki-kun.\Rin-chan.\What's wrong?\You're giving off some kind of sad aura. response:	Yeah. I'm kind of sad.
context: Do you want to disappoint her?\Only for a bit, okay?\Huh?\Riki-kun.\Rin-chan.\What's wrong?\You're giving off some kind of sad aura.\Yeah. I'm kind of sad. response:	I went back home yesterday afternoon.
context: Only for a bit, okay?\Huh?\Riki-kun.\Rin-chan.\What's wrong?\You're giving off some kind of sad aura.\Yeah. I'm kind of sad.\I went back home yesterday afternoon. response:	I thought I might find that picture book I used to read.
context: Huh?\Riki-kun.\Rin-chan.\What's wrong?\You're giving off some kind of sad aura.\Yeah. I'm kind of sad.\I went back home yesterday afternoon.\I thought I might find that picture book I used to read. response:	And I did,
context: Riki-kun.\Rin-chan.\What's wrong?\You're giving off some kind of sad aura.\Yeah. I'm kind of sad.\I went back home yesterday afternoon.\I thought I might find that picture book I used to read.\And I did, response:	inside our storage shed.
context: Rin-chan.\What's wrong?\You're giving off some kind of sad aura.\Yeah. I'm kind of sad.\I went back home yesterday afternoon.\I thought I might find that picture book I used to read.\And I did,\inside our storage shed. response:	Isn't this...
context: What's wrong?\You're giving off some kind of sad aura.\Yeah. I'm kind of sad.\I went back home yesterday afternoon.\I thought I might find that picture book I used to read.\And I did,\inside our storage shed.\Isn't this... response:	It's cute.
context: You're giving off some kind of sad aura.\Yeah. I'm kind of sad.\I went back home yesterday afternoon.\I thought I might find that picture book I used to read.\And I did,\inside our storage shed.\Isn't this...\It's cute. response:	I like chicks.
context: Yeah. I'm kind of sad.\I went back home yesterday afternoon.\I thought I might find that picture book I used to read.\And I did,\inside our storage shed.\Isn't this...\It's cute.\I like chicks. response:	One day, an egg became a chick.
context: I went back home yesterday afternoon.\I thought I might find that picture book I used to read.\And I did,\inside our storage shed.\Isn't this...\It's cute.\I like chicks.\One day, an egg became a chick. response:	The chick became a hen,
context: I thought I might find that picture book I used to read.\And I did,\inside our storage shed.\Isn't this...\It's cute.\I like chicks.\One day, an egg became a chick.\The chick became a hen, response:	and laid an egg.
context: And I did,\inside our storage shed.\Isn't this...\It's cute.\I like chicks.\One day, an egg became a chick.\The chick became a hen,\and laid an egg. response:	After taking three steps, the hen forgot that it was once an egg,
context: inside our storage shed.\Isn't this...\It's cute.\I like chicks.\One day, an egg became a chick.\The chick became a hen,\and laid an egg.\After taking three steps, the hen forgot that it was once an egg, response:	and laid an egg.
context: Isn't this...\It's cute.\I like chicks.\One day, an egg became a chick.\The chick became a hen,\and laid an egg.\After taking three steps, the hen forgot that it was once an egg,\and laid an egg. response:	One day, that egg became a chick.
context: It's cute.\I like chicks.\One day, an egg became a chick.\The chick became a hen,\and laid an egg.\After taking three steps, the hen forgot that it was once an egg,\and laid an egg.\One day, that egg became a chick. response:	The chick became a hen,
context: I like chicks.\One day, an egg became a chick.\The chick became a hen,\and laid an egg.\After taking three steps, the hen forgot that it was once an egg,\and laid an egg.\One day, that egg became a chick.\The chick became a hen, response:	and the hen forgot everything...
context: One day, an egg became a chick.\The chick became a hen,\and laid an egg.\After taking three steps, the hen forgot that it was once an egg,\and laid an egg.\One day, that egg became a chick.\The chick became a hen,\and the hen forgot everything... response:	and laid an egg.
context: The chick became a hen,\and laid an egg.\After taking three steps, the hen forgot that it was once an egg,\and laid an egg.\One day, that egg became a chick.\The chick became a hen,\and the hen forgot everything...\and laid an egg. response:	The story's back to where it started.
context: and laid an egg.\After taking three steps, the hen forgot that it was once an egg,\and laid an egg.\One day, that egg became a chick.\The chick became a hen,\and the hen forgot everything...\and laid an egg.\The story's back to where it started. response:	They keep forgetting.
context: After taking three steps, the hen forgot that it was once an egg,\and laid an egg.\One day, that egg became a chick.\The chick became a hen,\and the hen forgot everything...\and laid an egg.\The story's back to where it started.\They keep forgetting. response:	And it just repeats, over and over.
context: and laid an egg.\One day, that egg became a chick.\The chick became a hen,\and the hen forgot everything...\and laid an egg.\The story's back to where it started.\They keep forgetting.\And it just repeats, over and over. response:	It made me feel really sad.
context: One day, that egg became a chick.\The chick became a hen,\and the hen forgot everything...\and laid an egg.\The story's back to where it started.\They keep forgetting.\And it just repeats, over and over.\It made me feel really sad. response:	But the hen remembers again at the end.
context: The chick became a hen,\and the hen forgot everything...\and laid an egg.\The story's back to where it started.\They keep forgetting.\And it just repeats, over and over.\It made me feel really sad.\But the hen remembers again at the end. response:	I was once an egg.
context: and the hen forgot everything...\and laid an egg.\The story's back to where it started.\They keep forgetting.\And it just repeats, over and over.\It made me feel really sad.\But the hen remembers again at the end.\I was once an egg. response:	Yeah.
context: and laid an egg.\The story's back to where it started.\They keep forgetting.\And it just repeats, over and over.\It made me feel really sad.\But the hen remembers again at the end.\I was once an egg.\Yeah. response:	I think...
context: The story's back to where it started.\They keep forgetting.\And it just repeats, over and over.\It made me feel really sad.\But the hen remembers again at the end.\I was once an egg.\Yeah.\I think... response:	Onii-chan drew this picture book.
context: They keep forgetting.\And it just repeats, over and over.\It made me feel really sad.\But the hen remembers again at the end.\I was once an egg.\Yeah.\I think...\Onii-chan drew this picture book. response:	Kamikita Takuya?
context: And it just repeats, over and over.\It made me feel really sad.\But the hen remembers again at the end.\I was once an egg.\Yeah.\I think...\Onii-chan drew this picture book.\Kamikita Takuya? response:	You mean you really had a brother?
context: It made me feel really sad.\But the hen remembers again at the end.\I was once an egg.\Yeah.\I think...\Onii-chan drew this picture book.\Kamikita Takuya?\You mean you really had a brother? response:	Maybe you have another relative with that name?
context: But the hen remembers again at the end.\I was once an egg.\Yeah.\I think...\Onii-chan drew this picture book.\Kamikita Takuya?\You mean you really had a brother?\Maybe you have another relative with that name? response:	No.
context: I was once an egg.\Yeah.\I think...\Onii-chan drew this picture book.\Kamikita Takuya?\You mean you really had a brother?\Maybe you have another relative with that name?\No. response:	I asked my mom, but she said that there wasn't anyone with that name.
context: Yeah.\I think...\Onii-chan drew this picture book.\Kamikita Takuya?\You mean you really had a brother?\Maybe you have another relative with that name?\No.\I asked my mom, but she said that there wasn't anyone with that name. response:	But I know.
context: I think...\Onii-chan drew this picture book.\Kamikita Takuya?\You mean you really had a brother?\Maybe you have another relative with that name?\No.\I asked my mom, but she said that there wasn't anyone with that name.\But I know. response:	I know my mom is lying about something.
context: Onii-chan drew this picture book.\Kamikita Takuya?\You mean you really had a brother?\Maybe you have another relative with that name?\No.\I asked my mom, but she said that there wasn't anyone with that name.\But I know.\I know my mom is lying about something. response:	I think it's something I can't ask about.
context: Kamikita Takuya?\You mean you really had a brother?\Maybe you have another relative with that name?\No.\I asked my mom, but she said that there wasn't anyone with that name.\But I know.\I know my mom is lying about something.\I think it's something I can't ask about. response:	Did he run away from home?
context: You mean you really had a brother?\Maybe you have another relative with that name?\No.\I asked my mom, but she said that there wasn't anyone with that name.\But I know.\I know my mom is lying about something.\I think it's something I can't ask about.\Did he run away from home? response:	But if he did, why don't I remember anything about him?
context: Maybe you have another relative with that name?\No.\I asked my mom, but she said that there wasn't anyone with that name.\But I know.\I know my mom is lying about something.\I think it's something I can't ask about.\Did he run away from home?\But if he did, why don't I remember anything about him? response:	Why is he only in my dreams?
context: No.\I asked my mom, but she said that there wasn't anyone with that name.\But I know.\I know my mom is lying about something.\I think it's something I can't ask about.\Did he run away from home?\But if he did, why don't I remember anything about him?\Why is he only in my dreams? response:	He might be somewhere out there.
context: I asked my mom, but she said that there wasn't anyone with that name.\But I know.\I know my mom is lying about something.\I think it's something I can't ask about.\Did he run away from home?\But if he did, why don't I remember anything about him?\Why is he only in my dreams?\He might be somewhere out there. response:	My brother.
context: But I know.\I know my mom is lying about something.\I think it's something I can't ask about.\Did he run away from home?\But if he did, why don't I remember anything about him?\Why is he only in my dreams?\He might be somewhere out there.\My brother. response:	I want to meet him.
context: I know my mom is lying about something.\I think it's something I can't ask about.\Did he run away from home?\But if he did, why don't I remember anything about him?\Why is he only in my dreams?\He might be somewhere out there.\My brother.\I want to meet him. response:	Meow!
context: I think it's something I can't ask about.\Did he run away from home?\But if he did, why don't I remember anything about him?\Why is he only in my dreams?\He might be somewhere out there.\My brother.\I want to meet him.\Meow! response:	Meow, meow, meow!
context: Did he run away from home?\But if he did, why don't I remember anything about him?\Why is he only in my dreams?\He might be somewhere out there.\My brother.\I want to meet him.\Meow!\Meow, meow, meow! response:	Meow, meow, meow!
context: But if he did, why don't I remember anything about him?\Why is he only in my dreams?\He might be somewhere out there.\My brother.\I want to meet him.\Meow!\Meow, meow, meow!\Meow, meow, meow! response:	Meow, meow!
context: Why is he only in my dreams?\He might be somewhere out there.\My brother.\I want to meet him.\Meow!\Meow, meow, meow!\Meow, meow, meow!\Meow, meow! response:	I think Rin's saying, I hope you can meet him one day.
context: He might be somewhere out there.\My brother.\I want to meet him.\Meow!\Meow, meow, meow!\Meow, meow, meow!\Meow, meow!\I think Rin's saying, I hope you can meet him one day. response:	Me-Meow.
context: My brother.\I want to meet him.\Meow!\Meow, meow, meow!\Meow, meow, meow!\Meow, meow!\I think Rin's saying, I hope you can meet him one day.\Me-Meow. response:	Thank you!
context: I want to meet him.\Meow!\Meow, meow, meow!\Meow, meow, meow!\Meow, meow!\I think Rin's saying, I hope you can meet him one day.\Me-Meow.\Thank you! response:	Do you have any plans on Sunday?
context: Meow!\Meow, meow, meow!\Meow, meow, meow!\Meow, meow!\I think Rin's saying, I hope you can meet him one day.\Me-Meow.\Thank you!\Do you have any plans on Sunday? response:	Wanna go to a retirement home with me?
context: Meow, meow, meow!\Meow, meow, meow!\Meow, meow!\I think Rin's saying, I hope you can meet him one day.\Me-Meow.\Thank you!\Do you have any plans on Sunday?\Wanna go to a retirement home with me? response:	Let's go!
context: Meow, meow, meow!\Meow, meow!\I think Rin's saying, I hope you can meet him one day.\Me-Meow.\Thank you!\Do you have any plans on Sunday?\Wanna go to a retirement home with me?\Let's go! response:	What're you doing, Riki?
context: Meow, meow!\I think Rin's saying, I hope you can meet him one day.\Me-Meow.\Thank you!\Do you have any plans on Sunday?\Wanna go to a retirement home with me?\Let's go!\What're you doing, Riki? response:	It's Sunday.
context: I think Rin's saying, I hope you can meet him one day.\Me-Meow.\Thank you!\Do you have any plans on Sunday?\Wanna go to a retirement home with me?\Let's go!\What're you doing, Riki?\It's Sunday. response:	I'm going to a retirement home with Komari-san.
context: Me-Meow.\Thank you!\Do you have any plans on Sunday?\Wanna go to a retirement home with me?\Let's go!\What're you doing, Riki?\It's Sunday.\I'm going to a retirement home with Komari-san. response:	Huh? To do what?
context: Thank you!\Do you have any plans on Sunday?\Wanna go to a retirement home with me?\Let's go!\What're you doing, Riki?\It's Sunday.\I'm going to a retirement home with Komari-san.\Huh? To do what? response:	I don't really know,
context: Do you have any plans on Sunday?\Wanna go to a retirement home with me?\Let's go!\What're you doing, Riki?\It's Sunday.\I'm going to a retirement home with Komari-san.\Huh? To do what?\I don't really know, response:	but Komari-san goes there a lot.
context: Wanna go to a retirement home with me?\Let's go!\What're you doing, Riki?\It's Sunday.\I'm going to a retirement home with Komari-san.\Huh? To do what?\I don't really know,\but Komari-san goes there a lot. response:	Hold on a sec.
context: Let's go!\What're you doing, Riki?\It's Sunday.\I'm going to a retirement home with Komari-san.\Huh? To do what?\I don't really know,\but Komari-san goes there a lot.\Hold on a sec. response:	What the heck?
context: What're you doing, Riki?\It's Sunday.\I'm going to a retirement home with Komari-san.\Huh? To do what?\I don't really know,\but Komari-san goes there a lot.\Hold on a sec.\What the heck? response:	So we can't play together today?!
context: It's Sunday.\I'm going to a retirement home with Komari-san.\Huh? To do what?\I don't really know,\but Komari-san goes there a lot.\Hold on a sec.\What the heck?\So we can't play together today?! response:	You just smashed my plans to have a happy fun time with you!
context: I'm going to a retirement home with Komari-san.\Huh? To do what?\I don't really know,\but Komari-san goes there a lot.\Hold on a sec.\What the heck?\So we can't play together today?!\You just smashed my plans to have a happy fun time with you! response:	How could you do this to me, man?!
context: Huh? To do what?\I don't really know,\but Komari-san goes there a lot.\Hold on a sec.\What the heck?\So we can't play together today?!\You just smashed my plans to have a happy fun time with you!\How could you do this to me, man?! response:	What's up?
context: I don't really know,\but Komari-san goes there a lot.\Hold on a sec.\What the heck?\So we can't play together today?!\You just smashed my plans to have a happy fun time with you!\How could you do this to me, man?!\What's up? response:	Looks fun.
context: but Komari-san goes there a lot.\Hold on a sec.\What the heck?\So we can't play together today?!\You just smashed my plans to have a happy fun time with you!\How could you do this to me, man?!\What's up?\Looks fun. response:	Does it look like I'm having fun
context: Hold on a sec.\What the heck?\So we can't play together today?!\You just smashed my plans to have a happy fun time with you!\How could you do this to me, man?!\What's up?\Looks fun.\Does it look like I'm having fun response:	No, it doesn't.
context: What the heck?\So we can't play together today?!\You just smashed my plans to have a happy fun time with you!\How could you do this to me, man?!\What's up?\Looks fun.\Does it look like I'm having fun\No, it doesn't. response:	The girls' softball team is using the field.
context: So we can't play together today?!\You just smashed my plans to have a happy fun time with you!\How could you do this to me, man?!\What's up?\Looks fun.\Does it look like I'm having fun\No, it doesn't.\The girls' softball team is using the field. response:	I thought maybe we could have some fun together.
context: You just smashed my plans to have a happy fun time with you!\How could you do this to me, man?!\What's up?\Looks fun.\Does it look like I'm having fun\No, it doesn't.\The girls' softball team is using the field.\I thought maybe we could have some fun together. response:	And so...
context: How could you do this to me, man?!\What's up?\Looks fun.\Does it look like I'm having fun\No, it doesn't.\The girls' softball team is using the field.\I thought maybe we could have some fun together.\And so... response:	Everyone else is coming too.
context: What's up?\Looks fun.\Does it look like I'm having fun\No, it doesn't.\The girls' softball team is using the field.\I thought maybe we could have some fun together.\And so...\Everyone else is coming too. response:	Why're you here?
context: Looks fun.\Does it look like I'm having fun\No, it doesn't.\The girls' softball team is using the field.\I thought maybe we could have some fun together.\And so...\Everyone else is coming too.\Why're you here? response:	I was feeling a little too bored, you see.
context: Does it look like I'm having fun\No, it doesn't.\The girls' softball team is using the field.\I thought maybe we could have some fun together.\And so...\Everyone else is coming too.\Why're you here?\I was feeling a little too bored, you see. response:	But so long as it's with two beautiful, young girls,
context: No, it doesn't.\The girls' softball team is using the field.\I thought maybe we could have some fun together.\And so...\Everyone else is coming too.\Why're you here?\I was feeling a little too bored, you see.\But so long as it's with two beautiful, young girls, response:	it would be my pleasure to go to any strange place!
context: The girls' softball team is using the field.\I thought maybe we could have some fun together.\And so...\Everyone else is coming too.\Why're you here?\I was feeling a little too bored, you see.\But so long as it's with two beautiful, young girls,\it would be my pleasure to go to any strange place! response:	We're going to a retirement home, you know.
context: I thought maybe we could have some fun together.\And so...\Everyone else is coming too.\Why're you here?\I was feeling a little too bored, you see.\But so long as it's with two beautiful, young girls,\it would be my pleasure to go to any strange place!\We're going to a retirement home, you know. response:	So?
context: And so...\Everyone else is coming too.\Why're you here?\I was feeling a little too bored, you see.\But so long as it's with two beautiful, young girls,\it would be my pleasure to go to any strange place!\We're going to a retirement home, you know.\So? response:	What do you want us to do at this retirement home?
context: Everyone else is coming too.\Why're you here?\I was feeling a little too bored, you see.\But so long as it's with two beautiful, young girls,\it would be my pleasure to go to any strange place!\We're going to a retirement home, you know.\So?\What do you want us to do at this retirement home? response:	We'll make a happy, sunny place.
context: Why're you here?\I was feeling a little too bored, you see.\But so long as it's with two beautiful, young girls,\it would be my pleasure to go to any strange place!\We're going to a retirement home, you know.\So?\What do you want us to do at this retirement home?\We'll make a happy, sunny place. response:	We'll talk to the residents and help clean their rooms.
context: I was feeling a little too bored, you see.\But so long as it's with two beautiful, young girls,\it would be my pleasure to go to any strange place!\We're going to a retirement home, you know.\So?\What do you want us to do at this retirement home?\We'll make a happy, sunny place.\We'll talk to the residents and help clean their rooms. response:	I think a lot of them feel really lonely.
context: But so long as it's with two beautiful, young girls,\it would be my pleasure to go to any strange place!\We're going to a retirement home, you know.\So?\What do you want us to do at this retirement home?\We'll make a happy, sunny place.\We'll talk to the residents and help clean their rooms.\I think a lot of them feel really lonely. response:	If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!
context: it would be my pleasure to go to any strange place!\We're going to a retirement home, you know.\So?\What do you want us to do at this retirement home?\We'll make a happy, sunny place.\We'll talk to the residents and help clean their rooms.\I think a lot of them feel really lonely.\If everyone's really happy and the place is full of smiles, it'll be really warm and sunny! response:	In other words, community service?
context: We're going to a retirement home, you know.\So?\What do you want us to do at this retirement home?\We'll make a happy, sunny place.\We'll talk to the residents and help clean their rooms.\I think a lot of them feel really lonely.\If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!\In other words, community service? response:	It's my first time doing community service.
context: So?\What do you want us to do at this retirement home?\We'll make a happy, sunny place.\We'll talk to the residents and help clean their rooms.\I think a lot of them feel really lonely.\If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!\In other words, community service?\It's my first time doing community service. response:	I'm getting pumped up!
context: What do you want us to do at this retirement home?\We'll make a happy, sunny place.\We'll talk to the residents and help clean their rooms.\I think a lot of them feel really lonely.\If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!\In other words, community service?\It's my first time doing community service.\I'm getting pumped up! response:	Really?
context: We'll make a happy, sunny place.\We'll talk to the residents and help clean their rooms.\I think a lot of them feel really lonely.\If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!\In other words, community service?\It's my first time doing community service.\I'm getting pumped up!\Really? response:	Hello everyone!
context: We'll talk to the residents and help clean their rooms.\I think a lot of them feel really lonely.\If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!\In other words, community service?\It's my first time doing community service.\I'm getting pumped up!\Really?\Hello everyone! response:	Oh, it's Komari-chan!
context: I think a lot of them feel really lonely.\If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!\In other words, community service?\It's my first time doing community service.\I'm getting pumped up!\Really?\Hello everyone!\Oh, it's Komari-chan! response:	Komari-chan!
context: If everyone's really happy and the place is full of smiles, it'll be really warm and sunny!\In other words, community service?\It's my first time doing community service.\I'm getting pumped up!\Really?\Hello everyone!\Oh, it's Komari-chan!\Komari-chan! response:	Granny, did your cold get better?
context: In other words, community service?\It's my first time doing community service.\I'm getting pumped up!\Really?\Hello everyone!\Oh, it's Komari-chan!\Komari-chan!\Granny, did your cold get better? response:	Slowly but steadily.
context: It's my first time doing community service.\I'm getting pumped up!\Really?\Hello everyone!\Oh, it's Komari-chan!\Komari-chan!\Granny, did your cold get better?\Slowly but steadily. response:	Thanks for the cough drops.
context: I'm getting pumped up!\Really?\Hello everyone!\Oh, it's Komari-chan!\Komari-chan!\Granny, did your cold get better?\Slowly but steadily.\Thanks for the cough drops. response:	That's great! I'll bring some more next time!
context: Really?\Hello everyone!\Oh, it's Komari-chan!\Komari-chan!\Granny, did your cold get better?\Slowly but steadily.\Thanks for the cough drops.\That's great! I'll bring some more next time! response:	Let's have a nice conversation when you do!
context: Hello everyone!\Oh, it's Komari-chan!\Komari-chan!\Granny, did your cold get better?\Slowly but steadily.\Thanks for the cough drops.\That's great! I'll bring some more next time!\Let's have a nice conversation when you do! response:	Talking with you is always a delight, Komari-chan!
context: Oh, it's Komari-chan!\Komari-chan!\Granny, did your cold get better?\Slowly but steadily.\Thanks for the cough drops.\That's great! I'll bring some more next time!\Let's have a nice conversation when you do!\Talking with you is always a delight, Komari-chan! response:	She's really popular!
context: Komari-chan!\Granny, did your cold get better?\Slowly but steadily.\Thanks for the cough drops.\That's great! I'll bring some more next time!\Let's have a nice conversation when you do!\Talking with you is always a delight, Komari-chan!\She's really popular! response:	Komari-kun's idol aura is at full strength!
context: Granny, did your cold get better?\Slowly but steadily.\Thanks for the cough drops.\That's great! I'll bring some more next time!\Let's have a nice conversation when you do!\Talking with you is always a delight, Komari-chan!\She's really popular!\Komari-kun's idol aura is at full strength! response:	Here!
