context: Seijoh! response:	One-hand toss!
context: King\It's coming back! Chance ball!\Got it!\Despite the fact that he just messed up,\that was probably the best serve he's done today.\Damn it! Sorry!\I'm glad you were even able to put that serve up!\Calm down, calm down... response:	Got it!
context: It's coming back! Chance ball!\Got it!\Despite the fact that he just messed up,\that was probably the best serve he's done today.\Damn it! Sorry!\I'm glad you were even able to put that serve up!\Calm down, calm down...\Got it! response:	Make sure you don't jump at a decoy!
context: Got it!\Despite the fact that he just messed up,\that was probably the best serve he's done today.\Damn it! Sorry!\I'm glad you were even able to put that serve up!\Calm down, calm down...\Got it!\Make sure you don't jump at a decoy! response:	Is it going to be a quick?
context: Despite the fact that he just messed up,\that was probably the best serve he's done today.\Damn it! Sorry!\I'm glad you were even able to put that serve up!\Calm down, calm down...\Got it!\Make sure you don't jump at a decoy!\Is it going to be a quick? response:	Or, considering the situation, will it be an ace?
context: that was probably the best serve he's done today.\Damn it! Sorry!\I'm glad you were even able to put that serve up!\Calm down, calm down...\Got it!\Make sure you don't jump at a decoy!\Is it going to be a quick?\Or, considering the situation, will it be an ace? response:	Left!
context: Damn it! Sorry!\I'm glad you were even able to put that serve up!\Calm down, calm down...\Got it!\Make sure you don't jump at a decoy!\Is it going to be a quick?\Or, considering the situation, will it be an ace?\Left! response:	The opposite side?!
context: I'm glad you were even able to put that serve up!\Calm down, calm down...\Got it!\Make sure you don't jump at a decoy!\Is it going to be a quick?\Or, considering the situation, will it be an ace?\Left!\The opposite side?! response:	Again...
context: Calm down, calm down...\Got it!\Make sure you don't jump at a decoy!\Is it going to be a quick?\Or, considering the situation, will it be an ace?\Left!\The opposite side?!\Again... response:	It's Kunimi?!
context: Got it!\Make sure you don't jump at a decoy!\Is it going to be a quick?\Or, considering the situation, will it be an ace?\Left!\The opposite side?!\Again...\It's Kunimi?! response:	Kunimi!
context: Make sure you don't jump at a decoy!\Is it going to be a quick?\Or, considering the situation, will it be an ace?\Left!\The opposite side?!\Again...\It's Kunimi?!\Kunimi! response:	Even if you know it's a decoy, hit it over like you mean it.
context: Is it going to be a quick?\Or, considering the situation, will it be an ace?\Left!\The opposite side?!\Again...\It's Kunimi?!\Kunimi!\Even if you know it's a decoy, hit it over like you mean it. response:	But it was way obvious that they were going to come up the left.
context: Or, considering the situation, will it be an ace?\Left!\The opposite side?!\Again...\It's Kunimi?!\Kunimi!\Even if you know it's a decoy, hit it over like you mean it.\But it was way obvious that they were going to come up the left. response:	There's no point in getting tired for no reason.
context: Left!\The opposite side?!\Again...\It's Kunimi?!\Kunimi!\Even if you know it's a decoy, hit it over like you mean it.\But it was way obvious that they were going to come up the left.\There's no point in getting tired for no reason. response:	You're good, so why don't you play seriously?
context: The opposite side?!\Again...\It's Kunimi?!\Kunimi!\Even if you know it's a decoy, hit it over like you mean it.\But it was way obvious that they were going to come up the left.\There's no point in getting tired for no reason.\You're good, so why don't you play seriously? response:	So does always being reckless equal being serious?
context: Again...\It's Kunimi?!\Kunimi!\Even if you know it's a decoy, hit it over like you mean it.\But it was way obvious that they were going to come up the left.\There's no point in getting tired for no reason.\You're good, so why don't you play seriously?\So does always being reckless equal being serious? response:	Chance ball!
context: It's Kunimi?!\Kunimi!\Even if you know it's a decoy, hit it over like you mean it.\But it was way obvious that they were going to come up the left.\There's no point in getting tired for no reason.\You're good, so why don't you play seriously?\So does always being reckless equal being serious?\Chance ball! response:	Got it!
context: Kunimi!\Even if you know it's a decoy, hit it over like you mean it.\But it was way obvious that they were going to come up the left.\There's no point in getting tired for no reason.\You're good, so why don't you play seriously?\So does always being reckless equal being serious?\Chance ball!\Got it! response:	They still have energy to spare?
context: Even if you know it's a decoy, hit it over like you mean it.\But it was way obvious that they were going to come up the left.\There's no point in getting tired for no reason.\You're good, so why don't you play seriously?\So does always being reckless equal being serious?\Chance ball!\Got it!\They still have energy to spare? response:	Kunimi-chan, you just skipped out on being decoy didn't you?
context: But it was way obvious that they were going to come up the left.\There's no point in getting tired for no reason.\You're good, so why don't you play seriously?\So does always being reckless equal being serious?\Chance ball!\Got it!\They still have energy to spare?\Kunimi-chan, you just skipped out on being decoy didn't you? response:	I'm sor
context: There's no point in getting tired for no reason.\You're good, so why don't you play seriously?\So does always being reckless equal being serious?\Chance ball!\Got it!\They still have energy to spare?\Kunimi-chan, you just skipped out on being decoy didn't you?\I'm sor response:	Skip out a bit better.
context: You're good, so why don't you play seriously?\So does always being reckless equal being serious?\Chance ball!\Got it!\They still have energy to spare?\Kunimi-chan, you just skipped out on being decoy didn't you?\I'm sor\Skip out a bit better. response:	Mizoguchi-kun's gonna yell at you again.
context: So does always being reckless equal being serious?\Chance ball!\Got it!\They still have energy to spare?\Kunimi-chan, you just skipped out on being decoy didn't you?\I'm sor\Skip out a bit better.\Mizoguchi-kun's gonna yell at you again. response:	Kunimi, you idiot!
context: Chance ball!\Got it!\They still have energy to spare?\Kunimi-chan, you just skipped out on being decoy didn't you?\I'm sor\Skip out a bit better.\Mizoguchi-kun's gonna yell at you again.\Kunimi, you idiot! response:	Being efficient, conserving energy,
context: Got it!\They still have energy to spare?\Kunimi-chan, you just skipped out on being decoy didn't you?\I'm sor\Skip out a bit better.\Mizoguchi-kun's gonna yell at you again.\Kunimi, you idiot!\Being efficient, conserving energy, response:	and always being calm are your hidden weapons, Kunimi-chan.
context: They still have energy to spare?\Kunimi-chan, you just skipped out on being decoy didn't you?\I'm sor\Skip out a bit better.\Mizoguchi-kun's gonna yell at you again.\Kunimi, you idiot!\Being efficient, conserving energy,\and always being calm are your hidden weapons, Kunimi-chan. response:	But when everyone else is exhausted,
context: Kunimi-chan, you just skipped out on being decoy didn't you?\I'm sor\Skip out a bit better.\Mizoguchi-kun's gonna yell at you again.\Kunimi, you idiot!\Being efficient, conserving energy,\and always being calm are your hidden weapons, Kunimi-chan.\But when everyone else is exhausted, response:	I'll make sure you work even harder.
context: I'm sor\Skip out a bit better.\Mizoguchi-kun's gonna yell at you again.\Kunimi, you idiot!\Being efficient, conserving energy,\and always being calm are your hidden weapons, Kunimi-chan.\But when everyone else is exhausted,\I'll make sure you work even harder. response:	You're only the setter if you can bring out 100 of all your teammates' ability.
context: Skip out a bit better.\Mizoguchi-kun's gonna yell at you again.\Kunimi, you idiot!\Being efficient, conserving energy,\and always being calm are your hidden weapons, Kunimi-chan.\But when everyone else is exhausted,\I'll make sure you work even harder.\You're only the setter if you can bring out 100 of all your teammates' ability. response:	No matter who the player is!
context: Mizoguchi-kun's gonna yell at you again.\Kunimi, you idiot!\Being efficient, conserving energy,\and always being calm are your hidden weapons, Kunimi-chan.\But when everyone else is exhausted,\I'll make sure you work even harder.\You're only the setter if you can bring out 100 of all your teammates' ability.\No matter who the player is! response:	13 again?!
context: Kunimi, you idiot!\Being efficient, conserving energy,\and always being calm are your hidden weapons, Kunimi-chan.\But when everyone else is exhausted,\I'll make sure you work even harder.\You're only the setter if you can bring out 100 of all your teammates' ability.\No matter who the player is!\13 again?! response:	A feint?!
context: Being efficient, conserving energy,\and always being calm are your hidden weapons, Kunimi-chan.\But when everyone else is exhausted,\I'll make sure you work even harder.\You're only the setter if you can bring out 100 of all your teammates' ability.\No matter who the player is!\13 again?!\A feint?! response:	Aoba Johsai Karasuno
context: and always being calm are your hidden weapons, Kunimi-chan.\But when everyone else is exhausted,\I'll make sure you work even harder.\You're only the setter if you can bring out 100 of all your teammates' ability.\No matter who the player is!\13 again?!\A feint?!\Aoba Johsai Karasuno response:	Seijoh pulled ahead!
context: But when everyone else is exhausted,\I'll make sure you work even harder.\You're only the setter if you can bring out 100 of all your teammates' ability.\No matter who the player is!\13 again?!\A feint?!\Aoba Johsai Karasuno\Seijoh pulled ahead! response:	Seijoh's at matchpoint again!
context: I'll make sure you work even harder.\You're only the setter if you can bring out 100 of all your teammates' ability.\No matter who the player is!\13 again?!\A feint?!\Aoba Johsai Karasuno\Seijoh pulled ahead!\Seijoh's at matchpoint again! response:	Not to mention, Oikawa is serving again!
context: You're only the setter if you can bring out 100 of all your teammates' ability.\No matter who the player is!\13 again?!\A feint?!\Aoba Johsai Karasuno\Seijoh pulled ahead!\Seijoh's at matchpoint again!\Not to mention, Oikawa is serving again! response:	Just one more point! Just one more point!
context: No matter who the player is!\13 again?!\A feint?!\Aoba Johsai Karasuno\Seijoh pulled ahead!\Seijoh's at matchpoint again!\Not to mention, Oikawa is serving again!\Just one more point! Just one more point! response:	We were on the same team for three years,
context: 13 again?!\A feint?!\Aoba Johsai Karasuno\Seijoh pulled ahead!\Seijoh's at matchpoint again!\Not to mention, Oikawa is serving again!\Just one more point! Just one more point!\We were on the same team for three years, response:	but today's the first time
context: A feint?!\Aoba Johsai Karasuno\Seijoh pulled ahead!\Seijoh's at matchpoint again!\Not to mention, Oikawa is serving again!\Just one more point! Just one more point!\We were on the same team for three years,\but today's the first time response:	I've ever seen him laugh normally during a match.
context: Aoba Johsai Karasuno\Seijoh pulled ahead!\Seijoh's at matchpoint again!\Not to mention, Oikawa is serving again!\Just one more point! Just one more point!\We were on the same team for three years,\but today's the first time\I've ever seen him laugh normally during a match. response:	Hey, just listen...
context: Seijoh pulled ahead!\Seijoh's at matchpoint again!\Not to mention, Oikawa is serving again!\Just one more point! Just one more point!\We were on the same team for three years,\but today's the first time\I've ever seen him laugh normally during a match.\Hey, just listen... response:	Who the hell
context: Seijoh's at matchpoint again!\Not to mention, Oikawa is serving again!\Just one more point! Just one more point!\We were on the same team for three years,\but today's the first time\I've ever seen him laugh normally during a match.\Hey, just listen...\Who the hell response:	are you?
context: Not to mention, Oikawa is serving again!\Just one more point! Just one more point!\We were on the same team for three years,\but today's the first time\I've ever seen him laugh normally during a match.\Hey, just listen...\Who the hell\are you? response:	How am I supposed to face someone like you?
context: Just one more point! Just one more point!\We were on the same team for three years,\but today's the first time\I've ever seen him laugh normally during a match.\Hey, just listen...\Who the hell\are you?\How am I supposed to face someone like you? response:	Kageyama...
context: We were on the same team for three years,\but today's the first time\I've ever seen him laugh normally during a match.\Hey, just listen...\Who the hell\are you?\How am I supposed to face someone like you?\Kageyama... response:	Kageyama...
context: but today's the first time\I've ever seen him laugh normally during a match.\Hey, just listen...\Who the hell\are you?\How am I supposed to face someone like you?\Kageyama...\Kageyama... response:	Kageyama-kun...
context: I've ever seen him laugh normally during a match.\Hey, just listen...\Who the hell\are you?\How am I supposed to face someone like you?\Kageyama...\Kageyama...\Kageyama-kun... response:	Kageyama-san!
context: Hey, just listen...\Who the hell\are you?\How am I supposed to face someone like you?\Kageyama...\Kageyama...\Kageyama-kun...\Kageyama-san! response:	Hey, are you freaking out? How lame!
context: Who the hell\are you?\How am I supposed to face someone like you?\Kageyama...\Kageyama...\Kageyama-kun...\Kageyama-san!\Hey, are you freaking out? How lame! response:	Well, it's obivious that the Great King is going to be better than the King.
context: are you?\How am I supposed to face someone like you?\Kageyama...\Kageyama...\Kageyama-kun...\Kageyama-san!\Hey, are you freaking out? How lame!\Well, it's obivious that the Great King is going to be better than the King. response:	It's in the names!
context: How am I supposed to face someone like you?\Kageyama...\Kageyama...\Kageyama-kun...\Kageyama-san!\Hey, are you freaking out? How lame!\Well, it's obivious that the Great King is going to be better than the King.\It's in the names! response:	Not to mention, he seems way smarter than you.
context: Kageyama...\Kageyama...\Kageyama-kun...\Kageyama-san!\Hey, are you freaking out? How lame!\Well, it's obivious that the Great King is going to be better than the King.\It's in the names!\Not to mention, he seems way smarter than you. response:	Sorry, Kageyama!
context: Kageyama...\Kageyama-kun...\Kageyama-san!\Hey, are you freaking out? How lame!\Well, it's obivious that the Great King is going to be better than the King.\It's in the names!\Not to mention, he seems way smarter than you.\Sorry, Kageyama! response:	I'll make sure I get the ball back to you next time.
context: Kageyama-kun...\Kageyama-san!\Hey, are you freaking out? How lame!\Well, it's obivious that the Great King is going to be better than the King.\It's in the names!\Not to mention, he seems way smarter than you.\Sorry, Kageyama!\I'll make sure I get the ball back to you next time. response:	Then, all you need to do is the attack you think is best.
context: Kageyama-san!\Hey, are you freaking out? How lame!\Well, it's obivious that the Great King is going to be better than the King.\It's in the names!\Not to mention, he seems way smarter than you.\Sorry, Kageyama!\I'll make sure I get the ball back to you next time.\Then, all you need to do is the attack you think is best. response:	Kageyama! Stop hesitating!
context: Hey, are you freaking out? How lame!\Well, it's obivious that the Great King is going to be better than the King.\It's in the names!\Not to mention, he seems way smarter than you.\Sorry, Kageyama!\I'll make sure I get the ball back to you next time.\Then, all you need to do is the attack you think is best.\Kageyama! Stop hesitating! response:	Everyone on our team is...
context: Well, it's obivious that the Great King is going to be better than the King.\It's in the names!\Not to mention, he seems way smarter than you.\Sorry, Kageyama!\I'll make sure I get the ball back to you next time.\Then, all you need to do is the attack you think is best.\Kageyama! Stop hesitating!\Everyone on our team is... response:	Do you think the King is scared of the Great King?
context: It's in the names!\Not to mention, he seems way smarter than you.\Sorry, Kageyama!\I'll make sure I get the ball back to you next time.\Then, all you need to do is the attack you think is best.\Kageyama! Stop hesitating!\Everyone on our team is...\Do you think the King is scared of the Great King? response:	It's okay.
context: Not to mention, he seems way smarter than you.\Sorry, Kageyama!\I'll make sure I get the ball back to you next time.\Then, all you need to do is the attack you think is best.\Kageyama! Stop hesitating!\Everyone on our team is...\Do you think the King is scared of the Great King?\It's okay. response:	Kageyama's not the Lonely King anymore.
context: Sorry, Kageyama!\I'll make sure I get the ball back to you next time.\Then, all you need to do is the attack you think is best.\Kageyama! Stop hesitating!\Everyone on our team is...\Do you think the King is scared of the Great King?\It's okay.\Kageyama's not the Lonely King anymore. response:	Aoba Johsai Karasuno
context: I'll make sure I get the ball back to you next time.\Then, all you need to do is the attack you think is best.\Kageyama! Stop hesitating!\Everyone on our team is...\Do you think the King is scared of the Great King?\It's okay.\Kageyama's not the Lonely King anymore.\Aoba Johsai Karasuno response:	Go, go, go! Go, go, Seijoh!
context: Then, all you need to do is the attack you think is best.\Kageyama! Stop hesitating!\Everyone on our team is...\Do you think the King is scared of the Great King?\It's okay.\Kageyama's not the Lonely King anymore.\Aoba Johsai Karasuno\Go, go, go! Go, go, Seijoh! response:	Go, go, go! Go, go, Seijoh!
context: Kageyama! Stop hesitating!\Everyone on our team is...\Do you think the King is scared of the Great King?\It's okay.\Kageyama's not the Lonely King anymore.\Aoba Johsai Karasuno\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh! response:	Come on, bring it!
context: Everyone on our team is...\Do you think the King is scared of the Great King?\It's okay.\Kageyama's not the Lonely King anymore.\Aoba Johsai Karasuno\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Come on, bring it! response:	Push it, push it, push it! Push it, push it, Seijoh!
context: Do you think the King is scared of the Great King?\It's okay.\Kageyama's not the Lonely King anymore.\Aoba Johsai Karasuno\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Come on, bring it!\Push it, push it, push it! Push it, push it, Seijoh! response:	Bring it!
context: It's okay.\Kageyama's not the Lonely King anymore.\Aoba Johsai Karasuno\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Come on, bring it!\Push it, push it, push it! Push it, push it, Seijoh!\Bring it! response:	We're gonna get that point!
context: Kageyama's not the Lonely King anymore.\Aoba Johsai Karasuno\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Come on, bring it!\Push it, push it, push it! Push it, push it, Seijoh!\Bring it!\We're gonna get that point! response:	Push it, push it, push it! Push it, push it, Seijoh!
context: Aoba Johsai Karasuno\Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Come on, bring it!\Push it, push it, push it! Push it, push it, Seijoh!\Bring it!\We're gonna get that point!\Push it, push it, push it! Push it, push it, Seijoh! response:	Yeah!
context: Go, go, go! Go, go, Seijoh!\Go, go, go! Go, go, Seijoh!\Come on, bring it!\Push it, push it, push it! Push it, push it, Seijoh!\Bring it!\We're gonna get that point!\Push it, push it, push it! Push it, push it, Seijoh!\Yeah! response:	Man...
context: Go, go, go! Go, go, Seijoh!\Come on, bring it!\Push it, push it, push it! Push it, push it, Seijoh!\Bring it!\We're gonna get that point!\Push it, push it, push it! Push it, push it, Seijoh!\Yeah!\Man... response:	Talk about annoying.
context: Come on, bring it!\Push it, push it, push it! Push it, push it, Seijoh!\Bring it!\We're gonna get that point!\Push it, push it, push it! Push it, push it, Seijoh!\Yeah!\Man...\Talk about annoying. response:	Nice serve!
context: Push it, push it, push it! Push it, push it, Seijoh!\Bring it!\We're gonna get that point!\Push it, push it, push it! Push it, push it, Seijoh!\Yeah!\Man...\Talk about annoying.\Nice serve! response:	Tobio...
context: Bring it!\We're gonna get that point!\Push it, push it, push it! Push it, push it, Seijoh!\Yeah!\Man...\Talk about annoying.\Nice serve!\Tobio... response:	One point!
context: We're gonna get that point!\Push it, push it, push it! Push it, push it, Seijoh!\Yeah!\Man...\Talk about annoying.\Nice serve!\Tobio...\One point! response:	I might actually lose to you,
context: Push it, push it, push it! Push it, push it, Seijoh!\Yeah!\Man...\Talk about annoying.\Nice serve!\Tobio...\One point!\I might actually lose to you, response:	Come on, bring it!
context: Yeah!\Man...\Talk about annoying.\Nice serve!\Tobio...\One point!\I might actually lose to you,\Come on, bring it! response:	considering how quickly you evolve.
context: Man...\Talk about annoying.\Nice serve!\Tobio...\One point!\I might actually lose to you,\Come on, bring it!\considering how quickly you evolve. response:	But...
context: Talk about annoying.\Nice serve!\Tobio...\One point!\I might actually lose to you,\Come on, bring it!\considering how quickly you evolve.\But... response:	Front!
context: Nice serve!\Tobio...\One point!\I might actually lose to you,\Come on, bring it!\considering how quickly you evolve.\But...\Front! response:	It went up!
context: Tobio...\One point!\I might actually lose to you,\Come on, bring it!\considering how quickly you evolve.\But...\Front!\It went up! response:	But it's messed up! They won't be able to use a quick!
context: One point!\I might actually lose to you,\Come on, bring it!\considering how quickly you evolve.\But...\Front!\It went up!\But it's messed up! They won't be able to use a quick! response:	In this tense situation, he still managed to find the smallest gap
context: I might actually lose to you,\Come on, bring it!\considering how quickly you evolve.\But...\Front!\It went up!\But it's messed up! They won't be able to use a quick!\In this tense situation, he still managed to find the smallest gap response:	and pulled off a feint.
context: Come on, bring it!\considering how quickly you evolve.\But...\Front!\It went up!\But it's messed up! They won't be able to use a quick!\In this tense situation, he still managed to find the smallest gap\and pulled off a feint. response:	His calm focus on victory is terrifying.
context: considering how quickly you evolve.\But...\Front!\It went up!\But it's messed up! They won't be able to use a quick!\In this tense situation, he still managed to find the smallest gap\and pulled off a feint.\His calm focus on victory is terrifying. response:	Left!
context: But...\Front!\It went up!\But it's messed up! They won't be able to use a quick!\In this tense situation, he still managed to find the smallest gap\and pulled off a feint.\His calm focus on victory is terrifying.\Left! response:	Center!
context: Front!\It went up!\But it's messed up! They won't be able to use a quick!\In this tense situation, he still managed to find the smallest gap\and pulled off a feint.\His calm focus on victory is terrifying.\Left!\Center! response:	Left!
context: It went up!\But it's messed up! They won't be able to use a quick!\In this tense situation, he still managed to find the smallest gap\and pulled off a feint.\His calm focus on victory is terrifying.\Left!\Center!\Left! response:	Asahi, go!
context: But it's messed up! They won't be able to use a quick!\In this tense situation, he still managed to find the smallest gap\and pulled off a feint.\His calm focus on victory is terrifying.\Left!\Center!\Left!\Asahi, go! response:	Connect! Connect!
context: In this tense situation, he still managed to find the smallest gap\and pulled off a feint.\His calm focus on victory is terrifying.\Left!\Center!\Left!\Asahi, go!\Connect! Connect! response:	Iwa-chan!
context: and pulled off a feint.\His calm focus on victory is terrifying.\Left!\Center!\Left!\Asahi, go!\Connect! Connect!\Iwa-chan! response:	It went u Ah!
context: His calm focus on victory is terrifying.\Left!\Center!\Left!\Asahi, go!\Connect! Connect!\Iwa-chan!\It went u Ah! response:	Do it, Kindaichi!
context: Left!\Center!\Left!\Asahi, go!\Connect! Connect!\Iwa-chan!\It went u Ah!\Do it, Kindaichi! response:	My speed and reflexes always lose to you.
context: Center!\Left!\Asahi, go!\Connect! Connect!\Iwa-chan!\It went u Ah!\Do it, Kindaichi!\My speed and reflexes always lose to you. response:	But...
context: Left!\Asahi, go!\Connect! Connect!\Iwa-chan!\It went u Ah!\Do it, Kindaichi!\My speed and reflexes always lose to you.\But... response:	But in a battle of height...
context: Asahi, go!\Connect! Connect!\Iwa-chan!\It went u Ah!\Do it, Kindaichi!\My speed and reflexes always lose to you.\But...\But in a battle of height... response:	I won't lose!
context: Connect! Connect!\Iwa-chan!\It went u Ah!\Do it, Kindaichi!\My speed and reflexes always lose to you.\But...\But in a battle of height...\I won't lose! response:	It went up!
context: Iwa-chan!\It went u Ah!\Do it, Kindaichi!\My speed and reflexes always lose to you.\But...\But in a battle of height...\I won't lose!\It went up! response:	All right!
context: It went u Ah!\Do it, Kindaichi!\My speed and reflexes always lose to you.\But...\But in a battle of height...\I won't lose!\It went up!\All right! response:	Kindaichi, Kunimi!
context: Do it, Kindaichi!\My speed and reflexes always lose to you.\But...\But in a battle of height...\I won't lose!\It went up!\All right!\Kindaichi, Kunimi! response:	Right!
context: My speed and reflexes always lose to you.\But...\But in a battle of height...\I won't lose!\It went up!\All right!\Kindaichi, Kunimi!\Right! response:	Left!
context: But...\But in a battle of height...\I won't lose!\It went up!\All right!\Kindaichi, Kunimi!\Right!\Left! response:	Now! In this position, with this timing,
context: But in a battle of height...\I won't lose!\It went up!\All right!\Kindaichi, Kunimi!\Right!\Left!\Now! In this position, with this timing, response:	this angle...
context: I won't lose!\It went up!\All right!\Kindaichi, Kunimi!\Right!\Left!\Now! In this position, with this timing,\this angle... response:	Dead on!
context: It went up!\All right!\Kindaichi, Kunimi!\Right!\Left!\Now! In this position, with this timing,\this angle...\Dead on! response:	Tobio...
context: All right!\Kindaichi, Kunimi!\Right!\Left!\Now! In this position, with this timing,\this angle...\Dead on!\Tobio... response:	I might actually lose to you,
context: Kindaichi, Kunimi!\Right!\Left!\Now! In this position, with this timing,\this angle...\Dead on!\Tobio...\I might actually lose to you, response:	considering how quickly you evolve.
context: Right!\Left!\Now! In this position, with this timing,\this angle...\Dead on!\Tobio...\I might actually lose to you,\considering how quickly you evolve. response:	But...
context: Left!\Now! In this position, with this timing,\this angle...\Dead on!\Tobio...\I might actually lose to you,\considering how quickly you evolve.\But... response:	That won't be today!
context: Now! In this position, with this timing,\this angle...\Dead on!\Tobio...\I might actually lose to you,\considering how quickly you evolve.\But...\That won't be today! response:	All right!
context: this angle...\Dead on!\Tobio...\I might actually lose to you,\considering how quickly you evolve.\But...\That won't be today!\All right! response:	Let's go.
context: Dead on!\Tobio...\I might actually lose to you,\considering how quickly you evolve.\But...\That won't be today!\All right!\Let's go. response:	Hinata, Kageyama, we need to line up.
context: Tobio...\I might actually lose to you,\considering how quickly you evolve.\But...\That won't be today!\All right!\Let's go.\Hinata, Kageyama, we need to line up. response:	Captain, I'm sor
context: I might actually lose to you,\considering how quickly you evolve.\But...\That won't be today!\All right!\Let's go.\Hinata, Kageyama, we need to line up.\Captain, I'm sor response:	That wasn't a mistake.
context: considering how quickly you evolve.\But...\That won't be today!\All right!\Let's go.\Hinata, Kageyama, we need to line up.\Captain, I'm sor\That wasn't a mistake. response:	It wasn't a mistake, so don't apologize.
context: But...\That won't be today!\All right!\Let's go.\Hinata, Kageyama, we need to line up.\Captain, I'm sor\That wasn't a mistake.\It wasn't a mistake, so don't apologize. response:	Thank you very much!
context: That won't be today!\All right!\Let's go.\Hinata, Kageyama, we need to line up.\Captain, I'm sor\That wasn't a mistake.\It wasn't a mistake, so don't apologize.\Thank you very much! response:	Everyone, just listen.
context: All right!\Let's go.\Hinata, Kageyama, we need to line up.\Captain, I'm sor\That wasn't a mistake.\It wasn't a mistake, so don't apologize.\Thank you very much!\Everyone, just listen. response:	The next time that Karasuno looks like they're going to use a quick,
context: Let's go.\Hinata, Kageyama, we need to line up.\Captain, I'm sor\That wasn't a mistake.\It wasn't a mistake, so don't apologize.\Thank you very much!\Everyone, just listen.\The next time that Karasuno looks like they're going to use a quick, response:	Tobio will use the god-like quick.
context: Hinata, Kageyama, we need to line up.\Captain, I'm sor\That wasn't a mistake.\It wasn't a mistake, so don't apologize.\Thank you very much!\Everyone, just listen.\The next time that Karasuno looks like they're going to use a quick,\Tobio will use the god-like quick. response:	Keep that in your heads.
context: Captain, I'm sor\That wasn't a mistake.\It wasn't a mistake, so don't apologize.\Thank you very much!\Everyone, just listen.\The next time that Karasuno looks like they're going to use a quick,\Tobio will use the god-like quick.\Keep that in your heads. response:	How did you know the last one would be a god-like quick?
context: That wasn't a mistake.\It wasn't a mistake, so don't apologize.\Thank you very much!\Everyone, just listen.\The next time that Karasuno looks like they're going to use a quick,\Tobio will use the god-like quick.\Keep that in your heads.\How did you know the last one would be a god-like quick? response:	Because Tobio evolved thanks to all of the players in Karasuno.
context: It wasn't a mistake, so don't apologize.\Thank you very much!\Everyone, just listen.\The next time that Karasuno looks like they're going to use a quick,\Tobio will use the god-like quick.\Keep that in your heads.\How did you know the last one would be a god-like quick?\Because Tobio evolved thanks to all of the players in Karasuno. response:	He's starting to learn how to trust for the first time.
context: Thank you very much!\Everyone, just listen.\The next time that Karasuno looks like they're going to use a quick,\Tobio will use the god-like quick.\Keep that in your heads.\How did you know the last one would be a god-like quick?\Because Tobio evolved thanks to all of the players in Karasuno.\He's starting to learn how to trust for the first time. response:	Aoba Johsai Karasuno
context: Everyone, just listen.\The next time that Karasuno looks like they're going to use a quick,\Tobio will use the god-like quick.\Keep that in your heads.\How did you know the last one would be a god-like quick?\Because Tobio evolved thanks to all of the players in Karasuno.\He's starting to learn how to trust for the first time.\Aoba Johsai Karasuno response:	When the deuces continued,
context: The next time that Karasuno looks like they're going to use a quick,\Tobio will use the god-like quick.\Keep that in your heads.\How did you know the last one would be a god-like quick?\Because Tobio evolved thanks to all of the players in Karasuno.\He's starting to learn how to trust for the first time.\Aoba Johsai Karasuno\When the deuces continued, response:	his physical and mental fatigue were at their peak.
context: Tobio will use the god-like quick.\Keep that in your heads.\How did you know the last one would be a god-like quick?\Because Tobio evolved thanks to all of the players in Karasuno.\He's starting to learn how to trust for the first time.\Aoba Johsai Karasuno\When the deuces continued,\his physical and mental fatigue were at their peak. response:	In the eleventh hour, when they were cornered,
context: Keep that in your heads.\How did you know the last one would be a god-like quick?\Because Tobio evolved thanks to all of the players in Karasuno.\He's starting to learn how to trust for the first time.\Aoba Johsai Karasuno\When the deuces continued,\his physical and mental fatigue were at their peak.\In the eleventh hour, when they were cornered, response:	it was then they were given a crucial chance.
context: How did you know the last one would be a god-like quick?\Because Tobio evolved thanks to all of the players in Karasuno.\He's starting to learn how to trust for the first time.\Aoba Johsai Karasuno\When the deuces continued,\his physical and mental fatigue were at their peak.\In the eleventh hour, when they were cornered,\it was then they were given a crucial chance. response:	At that moment, Tobio...
context: Because Tobio evolved thanks to all of the players in Karasuno.\He's starting to learn how to trust for the first time.\Aoba Johsai Karasuno\When the deuces continued,\his physical and mental fatigue were at their peak.\In the eleventh hour, when they were cornered,\it was then they were given a crucial chance.\At that moment, Tobio... response:	only had one choice.
context: He's starting to learn how to trust for the first time.\Aoba Johsai Karasuno\When the deuces continued,\his physical and mental fatigue were at their peak.\In the eleventh hour, when they were cornered,\it was then they were given a crucial chance.\At that moment, Tobio...\only had one choice. response:	Line up!
context: Aoba Johsai Karasuno\When the deuces continued,\his physical and mental fatigue were at their peak.\In the eleventh hour, when they were cornered,\it was then they were given a crucial chance.\At that moment, Tobio...\only had one choice.\Line up! response:	Thank you very much!
context: When the deuces continued,\his physical and mental fatigue were at their peak.\In the eleventh hour, when they were cornered,\it was then they were given a crucial chance.\At that moment, Tobio...\only had one choice.\Line up!\Thank you very much! response:	Thank you very much!
