context: I'm Natsu! response:	I'm Wendy!
context: The Great Demon King Dragneel!\That's right!\He is the great villain who has stolen away our happiness!\How dare you! Give us back our magic power!\I don't like the sound of that...\Every person who resists me is...\What's that?\Fire's coming from his mouth! response:	M-Monster!
context: That's right!\He is the great villain who has stolen away our happiness!\How dare you! Give us back our magic power!\I don't like the sound of that...\Every person who resists me is...\What's that?\Fire's coming from his mouth!\M-Monster! response:	Stop this, Natsu!
context: He is the great villain who has stolen away our happiness!\How dare you! Give us back our magic power!\I don't like the sound of that...\Every person who resists me is...\What's that?\Fire's coming from his mouth!\M-Monster!\Stop this, Natsu! response:	Who was that?
context: How dare you! Give us back our magic power!\I don't like the sound of that...\Every person who resists me is...\What's that?\Fire's coming from his mouth!\M-Monster!\Stop this, Natsu!\Who was that? response:	Over there, in the castle!
context: I don't like the sound of that...\Every person who resists me is...\What's that?\Fire's coming from his mouth!\M-Monster!\Stop this, Natsu!\Who was that?\Over there, in the castle! response:	Who is that?
context: Every person who resists me is...\What's that?\Fire's coming from his mouth!\M-Monster!\Stop this, Natsu!\Who was that?\Over there, in the castle!\Who is that? response:	I am the Great Demon King Dragneel.
context: What's that?\Fire's coming from his mouth!\M-Monster!\Stop this, Natsu!\Who was that?\Over there, in the castle!\Who is that?\I am the Great Demon King Dragneel. response:	Stop this foolishness!
context: Fire's coming from his mouth!\M-Monster!\Stop this, Natsu!\Who was that?\Over there, in the castle!\Who is that?\I am the Great Demon King Dragneel.\Stop this foolishness! response:	The King has fallen!
context: M-Monster!\Stop this, Natsu!\Who was that?\Over there, in the castle!\Who is that?\I am the Great Demon King Dragneel.\Stop this foolishness!\The King has fallen! response:	There is no need to attack the Royal City...
context: Stop this, Natsu!\Who was that?\Over there, in the castle!\Who is that?\I am the Great Demon King Dragneel.\Stop this foolishness!\The King has fallen!\There is no need to attack the Royal City... response:	Fire!
context: Who was that?\Over there, in the castle!\Who is that?\I am the Great Demon King Dragneel.\Stop this foolishness!\The King has fallen!\There is no need to attack the Royal City...\Fire! response:	Stop this!
context: Over there, in the castle!\Who is that?\I am the Great Demon King Dragneel.\Stop this foolishness!\The King has fallen!\There is no need to attack the Royal City...\Fire!\Stop this! response:	Can you stop me, Prince of Edolas?
context: Who is that?\I am the Great Demon King Dragneel.\Stop this foolishness!\The King has fallen!\There is no need to attack the Royal City...\Fire!\Stop this!\Can you stop me, Prince of Edolas? response:	Prince?
context: I am the Great Demon King Dragneel.\Stop this foolishness!\The King has fallen!\There is no need to attack the Royal City...\Fire!\Stop this!\Can you stop me, Prince of Edolas?\Prince? response:	Did he just say prince?
context: Stop this foolishness!\The King has fallen!\There is no need to attack the Royal City...\Fire!\Stop this!\Can you stop me, Prince of Edolas?\Prince?\Did he just say prince? response:	He went missing 7 years ago...
context: The King has fallen!\There is no need to attack the Royal City...\Fire!\Stop this!\Can you stop me, Prince of Edolas?\Prince?\Did he just say prince?\He went missing 7 years ago... response:	Prince Jellal!
context: There is no need to attack the Royal City...\Fire!\Stop this!\Can you stop me, Prince of Edolas?\Prince?\Did he just say prince?\He went missing 7 years ago...\Prince Jellal! response:	Impossible... That can't actually be him!
context: Fire!\Stop this!\Can you stop me, Prince of Edolas?\Prince?\Did he just say prince?\He went missing 7 years ago...\Prince Jellal!\Impossible... That can't actually be him! response:	W-What do you think?
context: Stop this!\Can you stop me, Prince of Edolas?\Prince?\Did he just say prince?\He went missing 7 years ago...\Prince Jellal!\Impossible... That can't actually be him!\W-What do you think? response:	I can't believe it!
context: Can you stop me, Prince of Edolas?\Prince?\Did he just say prince?\He went missing 7 years ago...\Prince Jellal!\Impossible... That can't actually be him!\W-What do you think?\I can't believe it! response:	Why are they here?
context: Prince?\Did he just say prince?\He went missing 7 years ago...\Prince Jellal!\Impossible... That can't actually be him!\W-What do you think?\I can't believe it!\Why are they here? response:	I-I let them know.
context: Did he just say prince?\He went missing 7 years ago...\Prince Jellal!\Impossible... That can't actually be him!\W-What do you think?\I can't believe it!\Why are they here?\I-I let them know. response:	Nady-san!
context: He went missing 7 years ago...\Prince Jellal!\Impossible... That can't actually be him!\W-What do you think?\I can't believe it!\Why are they here?\I-I let them know.\Nady-san! response:	Since I overheard your conversation...
context: Prince Jellal!\Impossible... That can't actually be him!\W-What do you think?\I can't believe it!\Why are they here?\I-I let them know.\Nady-san!\Since I overheard your conversation... response:	Come here.
context: Impossible... That can't actually be him!\W-What do you think?\I can't believe it!\Why are they here?\I-I let them know.\Nady-san!\Since I overheard your conversation...\Come here. response:	If you don't, there won't be a trace left of this city...
context: W-What do you think?\I can't believe it!\Why are they here?\I-I let them know.\Nady-san!\Since I overheard your conversation...\Come here.\If you don't, there won't be a trace left of this city... response:	Villain and hero...
context: I can't believe it!\Why are they here?\I-I let them know.\Nady-san!\Since I overheard your conversation...\Come here.\If you don't, there won't be a trace left of this city...\Villain and hero... response:	But...
context: Why are they here?\I-I let them know.\Nady-san!\Since I overheard your conversation...\Come here.\If you don't, there won't be a trace left of this city...\Villain and hero...\But... response:	What happened to the Magic Regiments?
context: I-I let them know.\Nady-san!\Since I overheard your conversation...\Come here.\If you don't, there won't be a trace left of this city...\Villain and hero...\But...\What happened to the Magic Regiments? response:	The King's gonna be killed at this rate!
context: Nady-san!\Since I overheard your conversation...\Come here.\If you don't, there won't be a trace left of this city...\Villain and hero...\But...\What happened to the Magic Regiments?\The King's gonna be killed at this rate! response:	Is that person he called the Prince the real one?
context: Since I overheard your conversation...\Come here.\If you don't, there won't be a trace left of this city...\Villain and hero...\But...\What happened to the Magic Regiments?\The King's gonna be killed at this rate!\Is that person he called the Prince the real one? response:	What does it matter? There's no way he could beat that monster!
context: Come here.\If you don't, there won't be a trace left of this city...\Villain and hero...\But...\What happened to the Magic Regiments?\The King's gonna be killed at this rate!\Is that person he called the Prince the real one?\What does it matter? There's no way he could beat that monster! response:	The people do not have trust in you yet, Prince.
context: If you don't, there won't be a trace left of this city...\Villain and hero...\But...\What happened to the Magic Regiments?\The King's gonna be killed at this rate!\Is that person he called the Prince the real one?\What does it matter? There's no way he could beat that monster!\The people do not have trust in you yet, Prince. response:	Natsu, don't move from there!
context: Villain and hero...\But...\What happened to the Magic Regiments?\The King's gonna be killed at this rate!\Is that person he called the Prince the real one?\What does it matter? There's no way he could beat that monster!\The people do not have trust in you yet, Prince.\Natsu, don't move from there! response:	I'm not Natsu.
context: But...\What happened to the Magic Regiments?\The King's gonna be killed at this rate!\Is that person he called the Prince the real one?\What does it matter? There's no way he could beat that monster!\The people do not have trust in you yet, Prince.\Natsu, don't move from there!\I'm not Natsu. response:	I'm the Great Demon King Dragneel.
context: What happened to the Magic Regiments?\The King's gonna be killed at this rate!\Is that person he called the Prince the real one?\What does it matter? There's no way he could beat that monster!\The people do not have trust in you yet, Prince.\Natsu, don't move from there!\I'm not Natsu.\I'm the Great Demon King Dragneel. response:	He might be trying to give the Prince some heroics with this silly act,
context: The King's gonna be killed at this rate!\Is that person he called the Prince the real one?\What does it matter? There's no way he could beat that monster!\The people do not have trust in you yet, Prince.\Natsu, don't move from there!\I'm not Natsu.\I'm the Great Demon King Dragneel.\He might be trying to give the Prince some heroics with this silly act, response:	but when it comes to light that he's just faking being beaten, there'll be no turning back.
context: Is that person he called the Prince the real one?\What does it matter? There's no way he could beat that monster!\The people do not have trust in you yet, Prince.\Natsu, don't move from there!\I'm not Natsu.\I'm the Great Demon King Dragneel.\He might be trying to give the Prince some heroics with this silly act,\but when it comes to light that he's just faking being beaten, there'll be no turning back. response:	Don't tell me he really plans on dying?!
context: What does it matter? There's no way he could beat that monster!\The people do not have trust in you yet, Prince.\Natsu, don't move from there!\I'm not Natsu.\I'm the Great Demon King Dragneel.\He might be trying to give the Prince some heroics with this silly act,\but when it comes to light that he's just faking being beaten, there'll be no turning back.\Don't tell me he really plans on dying?! response:	Y-You should be prepared yourself.
context: The people do not have trust in you yet, Prince.\Natsu, don't move from there!\I'm not Natsu.\I'm the Great Demon King Dragneel.\He might be trying to give the Prince some heroics with this silly act,\but when it comes to light that he's just faking being beaten, there'll be no turning back.\Don't tell me he really plans on dying?!\Y-You should be prepared yourself. response:	Prepared for what's about to happen... to us.
context: Natsu, don't move from there!\I'm not Natsu.\I'm the Great Demon King Dragneel.\He might be trying to give the Prince some heroics with this silly act,\but when it comes to light that he's just faking being beaten, there'll be no turning back.\Don't tell me he really plans on dying?!\Y-You should be prepared yourself.\Prepared for what's about to happen... to us. response:	I'm back to normal!
context: I'm not Natsu.\I'm the Great Demon King Dragneel.\He might be trying to give the Prince some heroics with this silly act,\but when it comes to light that he's just faking being beaten, there'll be no turning back.\Don't tell me he really plans on dying?!\Y-You should be prepared yourself.\Prepared for what's about to happen... to us.\I'm back to normal! response:	W-What's this? You're so heavy!
context: I'm the Great Demon King Dragneel.\He might be trying to give the Prince some heroics with this silly act,\but when it comes to light that he's just faking being beaten, there'll be no turning back.\Don't tell me he really plans on dying?!\Y-You should be prepared yourself.\Prepared for what's about to happen... to us.\I'm back to normal!\W-What's this? You're so heavy! response:	Men!
context: He might be trying to give the Prince some heroics with this silly act,\but when it comes to light that he's just faking being beaten, there'll be no turning back.\Don't tell me he really plans on dying?!\Y-You should be prepared yourself.\Prepared for what's about to happen... to us.\I'm back to normal!\W-What's this? You're so heavy!\Men! response:	What in the world is going on?
context: but when it comes to light that he's just faking being beaten, there'll be no turning back.\Don't tell me he really plans on dying?!\Y-You should be prepared yourself.\Prepared for what's about to happen... to us.\I'm back to normal!\W-What's this? You're so heavy!\Men!\What in the world is going on? response:	Is that magic power?
context: Don't tell me he really plans on dying?!\Y-You should be prepared yourself.\Prepared for what's about to happen... to us.\I'm back to normal!\W-What's this? You're so heavy!\Men!\What in the world is going on?\Is that magic power? response:	Queen? Queen, are you okay?!
context: Y-You should be prepared yourself.\Prepared for what's about to happen... to us.\I'm back to normal!\W-What's this? You're so heavy!\Men!\What in the world is going on?\Is that magic power?\Queen? Queen, are you okay?! response:	Men!
context: Prepared for what's about to happen... to us.\I'm back to normal!\W-What's this? You're so heavy!\Men!\What in the world is going on?\Is that magic power?\Queen? Queen, are you okay?!\Men! response:	That's the Prince!
context: I'm back to normal!\W-What's this? You're so heavy!\Men!\What in the world is going on?\Is that magic power?\Queen? Queen, are you okay?!\Men!\That's the Prince! response:	Does he plan on fighting with that Demon King person?
context: W-What's this? You're so heavy!\Men!\What in the world is going on?\Is that magic power?\Queen? Queen, are you okay?!\Men!\That's the Prince!\Does he plan on fighting with that Demon King person? response:	But he's up against a fire-breathing monster!
context: Men!\What in the world is going on?\Is that magic power?\Queen? Queen, are you okay?!\Men!\That's the Prince!\Does he plan on fighting with that Demon King person?\But he's up against a fire-breathing monster! response:	Prince? Him?
context: What in the world is going on?\Is that magic power?\Queen? Queen, are you okay?!\Men!\That's the Prince!\Does he plan on fighting with that Demon King person?\But he's up against a fire-breathing monster!\Prince? Him? response:	Fool! I know what you're trying to do...
context: Is that magic power?\Queen? Queen, are you okay?!\Men!\That's the Prince!\Does he plan on fighting with that Demon King person?\But he's up against a fire-breathing monster!\Prince? Him?\Fool! I know what you're trying to do... response:	But there's no way to bring things under control!
context: Queen? Queen, are you okay?!\Men!\That's the Prince!\Does he plan on fighting with that Demon King person?\But he's up against a fire-breathing monster!\Prince? Him?\Fool! I know what you're trying to do...\But there's no way to bring things under control! response:	Sleep!
context: Men!\That's the Prince!\Does he plan on fighting with that Demon King person?\But he's up against a fire-breathing monster!\Prince? Him?\Fool! I know what you're trying to do...\But there's no way to bring things under control!\Sleep! response:	The magic power is being sucked into the Anima...
context: That's the Prince!\Does he plan on fighting with that Demon King person?\But he's up against a fire-breathing monster!\Prince? Him?\Fool! I know what you're trying to do...\But there's no way to bring things under control!\Sleep!\The magic power is being sucked into the Anima... response:	What's wrong? Scared without any magic power?
context: Does he plan on fighting with that Demon King person?\But he's up against a fire-breathing monster!\Prince? Him?\Fool! I know what you're trying to do...\But there's no way to bring things under control!\Sleep!\The magic power is being sucked into the Anima...\What's wrong? Scared without any magic power? response:	Yeah, that's right... Magic... is power!
context: But he's up against a fire-breathing monster!\Prince? Him?\Fool! I know what you're trying to do...\But there's no way to bring things under control!\Sleep!\The magic power is being sucked into the Anima...\What's wrong? Scared without any magic power?\Yeah, that's right... Magic... is power! response:	What incredible destructive power!
context: Prince? Him?\Fool! I know what you're trying to do...\But there's no way to bring things under control!\Sleep!\The magic power is being sucked into the Anima...\What's wrong? Scared without any magic power?\Yeah, that's right... Magic... is power!\What incredible destructive power! response:	Is that the power of magic?
context: Fool! I know what you're trying to do...\But there's no way to bring things under control!\Sleep!\The magic power is being sucked into the Anima...\What's wrong? Scared without any magic power?\Yeah, that's right... Magic... is power!\What incredible destructive power!\Is that the power of magic? response:	Don't!
context: But there's no way to bring things under control!\Sleep!\The magic power is being sucked into the Anima...\What's wrong? Scared without any magic power?\Yeah, that's right... Magic... is power!\What incredible destructive power!\Is that the power of magic?\Don't! response:	Natsu-san, you're going too far!
context: Sleep!\The magic power is being sucked into the Anima...\What's wrong? Scared without any magic power?\Yeah, that's right... Magic... is power!\What incredible destructive power!\Is that the power of magic?\Don't!\Natsu-san, you're going too far! response:	It's fine...
context: The magic power is being sucked into the Anima...\What's wrong? Scared without any magic power?\Yeah, that's right... Magic... is power!\What incredible destructive power!\Is that the power of magic?\Don't!\Natsu-san, you're going too far!\It's fine... response:	He's a devil with a huge amount of magic power.
context: What's wrong? Scared without any magic power?\Yeah, that's right... Magic... is power!\What incredible destructive power!\Is that the power of magic?\Don't!\Natsu-san, you're going too far!\It's fine...\He's a devil with a huge amount of magic power. response:	And a hero with no magic power is going to stand against him.
context: Yeah, that's right... Magic... is power!\What incredible destructive power!\Is that the power of magic?\Don't!\Natsu-san, you're going too far!\It's fine...\He's a devil with a huge amount of magic power.\And a hero with no magic power is going to stand against him. response:	Enough of this, Natsu.
context: What incredible destructive power!\Is that the power of magic?\Don't!\Natsu-san, you're going too far!\It's fine...\He's a devil with a huge amount of magic power.\And a hero with no magic power is going to stand against him.\Enough of this, Natsu. response:	I cannot become a hero.
context: Is that the power of magic?\Don't!\Natsu-san, you're going too far!\It's fine...\He's a devil with a huge amount of magic power.\And a hero with no magic power is going to stand against him.\Enough of this, Natsu.\I cannot become a hero. response:	And you aren't going to get away with just pretending to be beaten.
context: Don't!\Natsu-san, you're going too far!\It's fine...\He's a devil with a huge amount of magic power.\And a hero with no magic power is going to stand against him.\Enough of this, Natsu.\I cannot become a hero.\And you aren't going to get away with just pretending to be beaten. response:	You're on!
context: Natsu-san, you're going too far!\It's fine...\He's a devil with a huge amount of magic power.\And a hero with no magic power is going to stand against him.\Enough of this, Natsu.\I cannot become a hero.\And you aren't going to get away with just pretending to be beaten.\You're on! response:	Prince!
context: It's fine...\He's a devil with a huge amount of magic power.\And a hero with no magic power is going to stand against him.\Enough of this, Natsu.\I cannot become a hero.\And you aren't going to get away with just pretending to be beaten.\You're on!\Prince! response:	How violent!
context: He's a devil with a huge amount of magic power.\And a hero with no magic power is going to stand against him.\Enough of this, Natsu.\I cannot become a hero.\And you aren't going to get away with just pretending to be beaten.\You're on!\Prince!\How violent! response:	This is a farce!
context: And a hero with no magic power is going to stand against him.\Enough of this, Natsu.\I cannot become a hero.\And you aren't going to get away with just pretending to be beaten.\You're on!\Prince!\How violent!\This is a farce! response:	The people won't come together from this...
context: Enough of this, Natsu.\I cannot become a hero.\And you aren't going to get away with just pretending to be beaten.\You're on!\Prince!\How violent!\This is a farce!\The people won't come together from this... response:	No way!
context: I cannot become a hero.\And you aren't going to get away with just pretending to be beaten.\You're on!\Prince!\How violent!\This is a farce!\The people won't come together from this...\No way! response:	Don't hold back.
context: And you aren't going to get away with just pretending to be beaten.\You're on!\Prince!\How violent!\This is a farce!\The people won't come together from this...\No way!\Don't hold back. response:	Good one, Prince!
context: You're on!\Prince!\How violent!\This is a farce!\The people won't come together from this...\No way!\Don't hold back.\Good one, Prince! response:	Get him!
context: Prince!\How violent!\This is a farce!\The people won't come together from this...\No way!\Don't hold back.\Good one, Prince!\Get him! response:	Please! You can do it!
context: How violent!\This is a farce!\The people won't come together from this...\No way!\Don't hold back.\Good one, Prince!\Get him!\Please! You can do it! response:	Looks like we've got a gallery!
context: This is a farce!\The people won't come together from this...\No way!\Don't hold back.\Good one, Prince!\Get him!\Please! You can do it!\Looks like we've got a gallery! response:	You idiot! If you insist on doing this, then stay down!
context: The people won't come together from this...\No way!\Don't hold back.\Good one, Prince!\Get him!\Please! You can do it!\Looks like we've got a gallery!\You idiot! If you insist on doing this, then stay down! response:	Hell, no!
context: No way!\Don't hold back.\Good one, Prince!\Get him!\Please! You can do it!\Looks like we've got a gallery!\You idiot! If you insist on doing this, then stay down!\Hell, no! response:	Prince!
context: Don't hold back.\Good one, Prince!\Get him!\Please! You can do it!\Looks like we've got a gallery!\You idiot! If you insist on doing this, then stay down!\Hell, no!\Prince! response:	The bastard!
context: Good one, Prince!\Get him!\Please! You can do it!\Looks like we've got a gallery!\You idiot! If you insist on doing this, then stay down!\Hell, no!\Prince!\The bastard! response:	How dare you do that to our Prince!
context: Get him!\Please! You can do it!\Looks like we've got a gallery!\You idiot! If you insist on doing this, then stay down!\Hell, no!\Prince!\The bastard!\How dare you do that to our Prince! response:	This is my personal style of a Fairy Tail Farewell Ceremony.
context: Please! You can do it!\Looks like we've got a gallery!\You idiot! If you insist on doing this, then stay down!\Hell, no!\Prince!\The bastard!\How dare you do that to our Prince!\This is my personal style of a Fairy Tail Farewell Ceremony. response:	There are three conditions I must tell someone who leaves Fairy Tail...
context: Looks like we've got a gallery!\You idiot! If you insist on doing this, then stay down!\Hell, no!\Prince!\The bastard!\How dare you do that to our Prince!\This is my personal style of a Fairy Tail Farewell Ceremony.\There are three conditions I must tell someone who leaves Fairy Tail... response:	One!
context: You idiot! If you insist on doing this, then stay down!\Hell, no!\Prince!\The bastard!\How dare you do that to our Prince!\This is my personal style of a Fairy Tail Farewell Ceremony.\There are three conditions I must tell someone who leaves Fairy Tail...\One! response:	You must never reveal sensitive information about Fairy Tail to others for as long as you live!
context: Hell, no!\Prince!\The bastard!\How dare you do that to our Prince!\This is my personal style of a Fairy Tail Farewell Ceremony.\There are three conditions I must tell someone who leaves Fairy Tail...\One!\You must never reveal sensitive information about Fairy Tail to others for as long as you live! response:	Two!
context: Prince!\The bastard!\How dare you do that to our Prince!\This is my personal style of a Fairy Tail Farewell Ceremony.\There are three conditions I must tell someone who leaves Fairy Tail...\One!\You must never reveal sensitive information about Fairy Tail to others for as long as you live!\Two! response:	What was it, again?
context: The bastard!\How dare you do that to our Prince!\This is my personal style of a Fairy Tail Farewell Ceremony.\There are three conditions I must tell someone who leaves Fairy Tail...\One!\You must never reveal sensitive information about Fairy Tail to others for as long as you live!\Two!\What was it, again? response:	You must not have unauthorized contact with past clients or profit personally from them!
context: How dare you do that to our Prince!\This is my personal style of a Fairy Tail Farewell Ceremony.\There are three conditions I must tell someone who leaves Fairy Tail...\One!\You must never reveal sensitive information about Fairy Tail to others for as long as you live!\Two!\What was it, again?\You must not have unauthorized contact with past clients or profit personally from them! response:	That's right! Three!
context: This is my personal style of a Fairy Tail Farewell Ceremony.\There are three conditions I must tell someone who leaves Fairy Tail...\One!\You must never reveal sensitive information about Fairy Tail to others for as long as you live!\Two!\What was it, again?\You must not have unauthorized contact with past clients or profit personally from them!\That's right! Three! response:	Even if we walk different paths, one must always live on as strong as you are able!
context: There are three conditions I must tell someone who leaves Fairy Tail...\One!\You must never reveal sensitive information about Fairy Tail to others for as long as you live!\Two!\What was it, again?\You must not have unauthorized contact with past clients or profit personally from them!\That's right! Three!\Even if we walk different paths, one must always live on as strong as you are able! response:	You must never treat your own life as something insignificant!
context: One!\You must never reveal sensitive information about Fairy Tail to others for as long as you live!\Two!\What was it, again?\You must not have unauthorized contact with past clients or profit personally from them!\That's right! Three!\Even if we walk different paths, one must always live on as strong as you are able!\You must never treat your own life as something insignificant! response:	You must never forget the friends you love...
context: You must never reveal sensitive information about Fairy Tail to others for as long as you live!\Two!\What was it, again?\You must not have unauthorized contact with past clients or profit personally from them!\That's right! Three!\Even if we walk different paths, one must always live on as strong as you are able!\You must never treat your own life as something insignificant!\You must never forget the friends you love... response:	Did you get all that?
context: Two!\What was it, again?\You must not have unauthorized contact with past clients or profit personally from them!\That's right! Three!\Even if we walk different paths, one must always live on as strong as you are able!\You must never treat your own life as something insignificant!\You must never forget the friends you love...\Did you get all that? response:	As long as you keep the guild mindset, there's nothing you can't do.
context: What was it, again?\You must not have unauthorized contact with past clients or profit personally from them!\That's right! Three!\Even if we walk different paths, one must always live on as strong as you are able!\You must never treat your own life as something insignificant!\You must never forget the friends you love...\Did you get all that?\As long as you keep the guild mindset, there's nothing you can't do. response:	I hope we meet again, Mystogan.
context: You must not have unauthorized contact with past clients or profit personally from them!\That's right! Three!\Even if we walk different paths, one must always live on as strong as you are able!\You must never treat your own life as something insignificant!\You must never forget the friends you love...\Did you get all that?\As long as you keep the guild mindset, there's nothing you can't do.\I hope we meet again, Mystogan. response:	Natsu...
context: That's right! Three!\Even if we walk different paths, one must always live on as strong as you are able!\You must never treat your own life as something insignificant!\You must never forget the friends you love...\Did you get all that?\As long as you keep the guild mindset, there's nothing you can't do.\I hope we meet again, Mystogan.\Natsu... response:	The Prince won!
context: Even if we walk different paths, one must always live on as strong as you are able!\You must never treat your own life as something insignificant!\You must never forget the friends you love...\Did you get all that?\As long as you keep the guild mindset, there's nothing you can't do.\I hope we meet again, Mystogan.\Natsu...\The Prince won! response:	All right!
context: You must never treat your own life as something insignificant!\You must never forget the friends you love...\Did you get all that?\As long as you keep the guild mindset, there's nothing you can't do.\I hope we meet again, Mystogan.\Natsu...\The Prince won!\All right! response:	Prince!
context: You must never forget the friends you love...\Did you get all that?\As long as you keep the guild mindset, there's nothing you can't do.\I hope we meet again, Mystogan.\Natsu...\The Prince won!\All right!\Prince! response:	Wonderful!
context: Did you get all that?\As long as you keep the guild mindset, there's nothing you can't do.\I hope we meet again, Mystogan.\Natsu...\The Prince won!\All right!\Prince!\Wonderful! response:	Natsu...
context: As long as you keep the guild mindset, there's nothing you can't do.\I hope we meet again, Mystogan.\Natsu...\The Prince won!\All right!\Prince!\Wonderful!\Natsu... response:	Your... Your body...
context: I hope we meet again, Mystogan.\Natsu...\The Prince won!\All right!\Prince!\Wonderful!\Natsu...\Your... Your body... response:	It's started.
context: Natsu...\The Prince won!\All right!\Prince!\Wonderful!\Natsu...\Your... Your body...\It's started. response:	Okay... Let's put on a real show as we kick the bucket!
context: The Prince won!\All right!\Prince!\Wonderful!\Natsu...\Your... Your body...\It's started.\Okay... Let's put on a real show as we kick the bucket! response:	What's this?
context: All right!\Prince!\Wonderful!\Natsu...\Your... Your body...\It's started.\Okay... Let's put on a real show as we kick the bucket!\What's this? response:	The Demon King's body is...
context: Prince!\Wonderful!\Natsu...\Your... Your body...\It's started.\Okay... Let's put on a real show as we kick the bucket!\What's this?\The Demon King's body is... response:	What in the world?
context: Wonderful!\Natsu...\Your... Your body...\It's started.\Okay... Let's put on a real show as we kick the bucket!\What's this?\The Demon King's body is...\What in the world? response:	Anima in reverse is removing all magic power from Edolas!
context: Natsu...\Your... Your body...\It's started.\Okay... Let's put on a real show as we kick the bucket!\What's this?\The Demon King's body is...\What in the world?\Anima in reverse is removing all magic power from Edolas! response:	And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!
context: Your... Your body...\It's started.\Okay... Let's put on a real show as we kick the bucket!\What's this?\The Demon King's body is...\What in the world?\Anima in reverse is removing all magic power from Edolas!\And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies! response:	We're all being swept into Earthland!
context: It's started.\Okay... Let's put on a real show as we kick the bucket!\What's this?\The Demon King's body is...\What in the world?\Anima in reverse is removing all magic power from Edolas!\And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!\We're all being swept into Earthland! response:	What?!
context: Okay... Let's put on a real show as we kick the bucket!\What's this?\The Demon King's body is...\What in the world?\Anima in reverse is removing all magic power from Edolas!\And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!\We're all being swept into Earthland!\What?! response:	I suspect the Queen understands this.
context: What's this?\The Demon King's body is...\What in the world?\Anima in reverse is removing all magic power from Edolas!\And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!\We're all being swept into Earthland!\What?!\I suspect the Queen understands this. response:	Queen...
context: The Demon King's body is...\What in the world?\Anima in reverse is removing all magic power from Edolas!\And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!\We're all being swept into Earthland!\What?!\I suspect the Queen understands this.\Queen... response:	My body...
context: What in the world?\Anima in reverse is removing all magic power from Edolas!\And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!\We're all being swept into Earthland!\What?!\I suspect the Queen understands this.\Queen...\My body... response:	Don't worry... There's nothing to be afraid of.
context: Anima in reverse is removing all magic power from Edolas!\And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!\We're all being swept into Earthland!\What?!\I suspect the Queen understands this.\Queen...\My body...\Don't worry... There's nothing to be afraid of. response:	Edolas has no need for a god any longer.
context: And that includes we Exceed and the Dragon Slayers, who have a great deal of magic in our bodies!\We're all being swept into Earthland!\What?!\I suspect the Queen understands this.\Queen...\My body...\Don't worry... There's nothing to be afraid of.\Edolas has no need for a god any longer. response:	We must have courage and take a new step forward.
context: We're all being swept into Earthland!\What?!\I suspect the Queen understands this.\Queen...\My body...\Don't worry... There's nothing to be afraid of.\Edolas has no need for a god any longer.\We must have courage and take a new step forward. response:	W-What?
context: What?!\I suspect the Queen understands this.\Queen...\My body...\Don't worry... There's nothing to be afraid of.\Edolas has no need for a god any longer.\We must have courage and take a new step forward.\W-What? response:	What's happening?
context: I suspect the Queen understands this.\Queen...\My body...\Don't worry... There's nothing to be afraid of.\Edolas has no need for a god any longer.\We must have courage and take a new step forward.\W-What?\What's happening? response:	We're being sucked into the Anima!
context: Queen...\My body...\Don't worry... There's nothing to be afraid of.\Edolas has no need for a god any longer.\We must have courage and take a new step forward.\W-What?\What's happening?\We're being sucked into the Anima! response:	I see! That Anima is sucking up all the magic power in Edolas!
context: My body...\Don't worry... There's nothing to be afraid of.\Edolas has no need for a god any longer.\We must have courage and take a new step forward.\W-What?\What's happening?\We're being sucked into the Anima!\I see! That Anima is sucking up all the magic power in Edolas! response:	That means it's going to kick us out, too!
context: Don't worry... There's nothing to be afraid of.\Edolas has no need for a god any longer.\We must have courage and take a new step forward.\W-What?\What's happening?\We're being sucked into the Anima!\I see! That Anima is sucking up all the magic power in Edolas!\That means it's going to kick us out, too! response:	Lucy, Happy!
context: Edolas has no need for a god any longer.\We must have courage and take a new step forward.\W-What?\What's happening?\We're being sucked into the Anima!\I see! That Anima is sucking up all the magic power in Edolas!\That means it's going to kick us out, too!\Lucy, Happy! response:	Natsu!
context: We must have courage and take a new step forward.\W-What?\What's happening?\We're being sucked into the Anima!\I see! That Anima is sucking up all the magic power in Edolas!\That means it's going to kick us out, too!\Lucy, Happy!\Natsu! response:	You're safe, Natsu?
context: W-What?\What's happening?\We're being sucked into the Anima!\I see! That Anima is sucking up all the magic power in Edolas!\That means it's going to kick us out, too!\Lucy, Happy!\Natsu!\You're safe, Natsu? response:	Hey, you!
context: What's happening?\We're being sucked into the Anima!\I see! That Anima is sucking up all the magic power in Edolas!\That means it's going to kick us out, too!\Lucy, Happy!\Natsu!\You're safe, Natsu?\Hey, you! response:	Magic really is disappearing from this world...
