context: Gonna go there? response:	Class 2-F
context: Sorry, Iroha.\I dragged him out with me.\Oh, so that's it!\Hey, I was just killing time here, too.\Why don't we hang out together?\C'mon, Irohas, let's get going, too, okay?\All right! Irohas, let's go to Riding Sport!\I'll pass. They have mostly baseball stuff, anyway. response:	I guess even Iroha lets you see her that way.
context: I dragged him out with me.\Oh, so that's it!\Hey, I was just killing time here, too.\Why don't we hang out together?\C'mon, Irohas, let's get going, too, okay?\All right! Irohas, let's go to Riding Sport!\I'll pass. They have mostly baseball stuff, anyway.\I guess even Iroha lets you see her that way. response:	Huh?
context: Oh, so that's it!\Hey, I was just killing time here, too.\Why don't we hang out together?\C'mon, Irohas, let's get going, too, okay?\All right! Irohas, let's go to Riding Sport!\I'll pass. They have mostly baseball stuff, anyway.\I guess even Iroha lets you see her that way.\Huh? response:	Iroha wants to look cute to everyone.
context: Hey, I was just killing time here, too.\Why don't we hang out together?\C'mon, Irohas, let's get going, too, okay?\All right! Irohas, let's go to Riding Sport!\I'll pass. They have mostly baseball stuff, anyway.\I guess even Iroha lets you see her that way.\Huh?\Iroha wants to look cute to everyone. response:	I think she wants to be liked.
context: Why don't we hang out together?\C'mon, Irohas, let's get going, too, okay?\All right! Irohas, let's go to Riding Sport!\I'll pass. They have mostly baseball stuff, anyway.\I guess even Iroha lets you see her that way.\Huh?\Iroha wants to look cute to everyone.\I think she wants to be liked. response:	So it's unusual for her to be her real self.
context: C'mon, Irohas, let's get going, too, okay?\All right! Irohas, let's go to Riding Sport!\I'll pass. They have mostly baseball stuff, anyway.\I guess even Iroha lets you see her that way.\Huh?\Iroha wants to look cute to everyone.\I think she wants to be liked.\So it's unusual for her to be her real self. response:	That would mean she can be herself
context: All right! Irohas, let's go to Riding Sport!\I'll pass. They have mostly baseball stuff, anyway.\I guess even Iroha lets you see her that way.\Huh?\Iroha wants to look cute to everyone.\I think she wants to be liked.\So it's unusual for her to be her real self.\That would mean she can be herself response:	around me because she doesn't want me to like her...
context: I'll pass. They have mostly baseball stuff, anyway.\I guess even Iroha lets you see her that way.\Huh?\Iroha wants to look cute to everyone.\I think she wants to be liked.\So it's unusual for her to be her real self.\That would mean she can be herself\around me because she doesn't want me to like her... response:	So you liked her in middle school, huh?
context: I guess even Iroha lets you see her that way.\Huh?\Iroha wants to look cute to everyone.\I think she wants to be liked.\So it's unusual for her to be her real self.\That would mean she can be herself\around me because she doesn't want me to like her...\So you liked her in middle school, huh? response:	Hey, don't you think this one's better?
context: Huh?\Iroha wants to look cute to everyone.\I think she wants to be liked.\So it's unusual for her to be her real self.\That would mean she can be herself\around me because she doesn't want me to like her...\So you liked her in middle school, huh?\Hey, don't you think this one's better? response:	Huh?
context: Iroha wants to look cute to everyone.\I think she wants to be liked.\So it's unusual for her to be her real self.\That would mean she can be herself\around me because she doesn't want me to like her...\So you liked her in middle school, huh?\Hey, don't you think this one's better?\Huh? response:	Was that the type you liked?
context: I think she wants to be liked.\So it's unusual for her to be her real self.\That would mean she can be herself\around me because she doesn't want me to like her...\So you liked her in middle school, huh?\Hey, don't you think this one's better?\Huh?\Was that the type you liked? response:	I'm not sure... I like this one!
context: So it's unusual for her to be her real self.\That would mean she can be herself\around me because she doesn't want me to like her...\So you liked her in middle school, huh?\Hey, don't you think this one's better?\Huh?\Was that the type you liked?\I'm not sure... I like this one! response:	Didn't expect that.
context: That would mean she can be herself\around me because she doesn't want me to like her...\So you liked her in middle school, huh?\Hey, don't you think this one's better?\Huh?\Was that the type you liked?\I'm not sure... I like this one!\Didn't expect that. response:	Shut up.
context: around me because she doesn't want me to like her...\So you liked her in middle school, huh?\Hey, don't you think this one's better?\Huh?\Was that the type you liked?\I'm not sure... I like this one!\Didn't expect that.\Shut up. response:	This one? Okay, I'll get this one!
context: So you liked her in middle school, huh?\Hey, don't you think this one's better?\Huh?\Was that the type you liked?\I'm not sure... I like this one!\Didn't expect that.\Shut up.\This one? Okay, I'll get this one! response:	It wasn't just Orimoto.
context: Hey, don't you think this one's better?\Huh?\Was that the type you liked?\I'm not sure... I like this one!\Didn't expect that.\Shut up.\This one? Okay, I'll get this one!\It wasn't just Orimoto. response:	There were much quieter girls and noisier girls that I l
context: Huh?\Was that the type you liked?\I'm not sure... I like this one!\Didn't expect that.\Shut up.\This one? Okay, I'll get this one!\It wasn't just Orimoto.\There were much quieter girls and noisier girls that I l response:	That were my type, too.
context: Was that the type you liked?\I'm not sure... I like this one!\Didn't expect that.\Shut up.\This one? Okay, I'll get this one!\It wasn't just Orimoto.\There were much quieter girls and noisier girls that I l\That were my type, too. response:	That's not what you'd call a type.
context: I'm not sure... I like this one!\Didn't expect that.\Shut up.\This one? Okay, I'll get this one!\It wasn't just Orimoto.\There were much quieter girls and noisier girls that I l\That were my type, too.\That's not what you'd call a type. response:	Just because it was true then doesn't make it true now, anyway.
context: Didn't expect that.\Shut up.\This one? Okay, I'll get this one!\It wasn't just Orimoto.\There were much quieter girls and noisier girls that I l\That were my type, too.\That's not what you'd call a type.\Just because it was true then doesn't make it true now, anyway. response:	True.
context: Shut up.\This one? Okay, I'll get this one!\It wasn't just Orimoto.\There were much quieter girls and noisier girls that I l\That were my type, too.\That's not what you'd call a type.\Just because it was true then doesn't make it true now, anyway.\True. response:	We've probably never really, truly liked anyone...
context: This one? Okay, I'll get this one!\It wasn't just Orimoto.\There were much quieter girls and noisier girls that I l\That were my type, too.\That's not what you'd call a type.\Just because it was true then doesn't make it true now, anyway.\True.\We've probably never really, truly liked anyone... response:	You and me both.
context: It wasn't just Orimoto.\There were much quieter girls and noisier girls that I l\That were my type, too.\That's not what you'd call a type.\Just because it was true then doesn't make it true now, anyway.\True.\We've probably never really, truly liked anyone...\You and me both. response:	I actually think Ebina-san's pretty cool.
context: There were much quieter girls and noisier girls that I l\That were my type, too.\That's not what you'd call a type.\Just because it was true then doesn't make it true now, anyway.\True.\We've probably never really, truly liked anyone...\You and me both.\I actually think Ebina-san's pretty cool. response:	What about you, Hayato-kun? Huh? Huh?
context: That were my type, too.\That's not what you'd call a type.\Just because it was true then doesn't make it true now, anyway.\True.\We've probably never really, truly liked anyone...\You and me both.\I actually think Ebina-san's pretty cool.\What about you, Hayato-kun? Huh? Huh? response:	C'mon!
context: That's not what you'd call a type.\Just because it was true then doesn't make it true now, anyway.\True.\We've probably never really, truly liked anyone...\You and me both.\I actually think Ebina-san's pretty cool.\What about you, Hayato-kun? Huh? Huh?\C'mon! response:	Nah, I'm saying nothing.
context: Just because it was true then doesn't make it true now, anyway.\True.\We've probably never really, truly liked anyone...\You and me both.\I actually think Ebina-san's pretty cool.\What about you, Hayato-kun? Huh? Huh?\C'mon!\Nah, I'm saying nothing. response:	C'mon! That's no fair, Hayato-kun!
context: True.\We've probably never really, truly liked anyone...\You and me both.\I actually think Ebina-san's pretty cool.\What about you, Hayato-kun? Huh? Huh?\C'mon!\Nah, I'm saying nothing.\C'mon! That's no fair, Hayato-kun! response:	Just give me an initial!
context: We've probably never really, truly liked anyone...\You and me both.\I actually think Ebina-san's pretty cool.\What about you, Hayato-kun? Huh? Huh?\C'mon!\Nah, I'm saying nothing.\C'mon! That's no fair, Hayato-kun!\Just give me an initial! response:	I guess that's why I had the wrong idea.
context: You and me both.\I actually think Ebina-san's pretty cool.\What about you, Hayato-kun? Huh? Huh?\C'mon!\Nah, I'm saying nothing.\C'mon! That's no fair, Hayato-kun!\Just give me an initial!\I guess that's why I had the wrong idea. response:	Are you hungry?
context: I actually think Ebina-san's pretty cool.\What about you, Hayato-kun? Huh? Huh?\C'mon!\Nah, I'm saying nothing.\C'mon! That's no fair, Hayato-kun!\Just give me an initial!\I guess that's why I had the wrong idea.\Are you hungry? response:	Yeah!
context: What about you, Hayato-kun? Huh? Huh?\C'mon!\Nah, I'm saying nothing.\C'mon! That's no fair, Hayato-kun!\Just give me an initial!\I guess that's why I had the wrong idea.\Are you hungry?\Yeah! response:	What do you want to eat, then?
context: C'mon!\Nah, I'm saying nothing.\C'mon! That's no fair, Hayato-kun!\Just give me an initial!\I guess that's why I had the wrong idea.\Are you hungry?\Yeah!\What do you want to eat, then? response:	Anything's good.
context: Nah, I'm saying nothing.\C'mon! That's no fair, Hayato-kun!\Just give me an initial!\I guess that's why I had the wrong idea.\Are you hungry?\Yeah!\What do you want to eat, then?\Anything's good. response:	What should we eat?
context: C'mon! That's no fair, Hayato-kun!\Just give me an initial!\I guess that's why I had the wrong idea.\Are you hungry?\Yeah!\What do you want to eat, then?\Anything's good.\What should we eat? response:	Maybe... Saize?
context: Just give me an initial!\I guess that's why I had the wrong idea.\Are you hungry?\Yeah!\What do you want to eat, then?\Anything's good.\What should we eat?\Maybe... Saize? response:	Huh?
context: I guess that's why I had the wrong idea.\Are you hungry?\Yeah!\What do you want to eat, then?\Anything's good.\What should we eat?\Maybe... Saize?\Huh? response:	You said anything was good.
context: Are you hungry?\Yeah!\What do you want to eat, then?\Anything's good.\What should we eat?\Maybe... Saize?\Huh?\You said anything was good. response:	What? You don't like Saize? Or you don't like me?
context: Yeah!\What do you want to eat, then?\Anything's good.\What should we eat?\Maybe... Saize?\Huh?\You said anything was good.\What? You don't like Saize? Or you don't like me? response:	Saize? Saize?!
context: What do you want to eat, then?\Anything's good.\What should we eat?\Maybe... Saize?\Huh?\You said anything was good.\What? You don't like Saize? Or you don't like me?\Saize? Saize?! response:	Well, we probably don't want anything that heavy.
context: Anything's good.\What should we eat?\Maybe... Saize?\Huh?\You said anything was good.\What? You don't like Saize? Or you don't like me?\Saize? Saize?!\Well, we probably don't want anything that heavy. response:	How about that cafe?
context: What should we eat?\Maybe... Saize?\Huh?\You said anything was good.\What? You don't like Saize? Or you don't like me?\Saize? Saize?!\Well, we probably don't want anything that heavy.\How about that cafe? response:	Yon-Marc Cafe
context: Maybe... Saize?\Huh?\You said anything was good.\What? You don't like Saize? Or you don't like me?\Saize? Saize?!\Well, we probably don't want anything that heavy.\How about that cafe?\Yon-Marc Cafe response:	The food here is so good!
context: Huh?\You said anything was good.\What? You don't like Saize? Or you don't like me?\Saize? Saize?!\Well, we probably don't want anything that heavy.\How about that cafe?\Yon-Marc Cafe\The food here is so good! response:	I know! It's awesome! And so trendy!
context: You said anything was good.\What? You don't like Saize? Or you don't like me?\Saize? Saize?!\Well, we probably don't want anything that heavy.\How about that cafe?\Yon-Marc Cafe\The food here is so good!\I know! It's awesome! And so trendy! response:	I'm so full.
context: What? You don't like Saize? Or you don't like me?\Saize? Saize?!\Well, we probably don't want anything that heavy.\How about that cafe?\Yon-Marc Cafe\The food here is so good!\I know! It's awesome! And so trendy!\I'm so full. response:	I know, right? Trust Hayama-kun to pick a good one!
context: Saize? Saize?!\Well, we probably don't want anything that heavy.\How about that cafe?\Yon-Marc Cafe\The food here is so good!\I know! It's awesome! And so trendy!\I'm so full.\I know, right? Trust Hayama-kun to pick a good one! response:	Yeah!
context: Well, we probably don't want anything that heavy.\How about that cafe?\Yon-Marc Cafe\The food here is so good!\I know! It's awesome! And so trendy!\I'm so full.\I know, right? Trust Hayama-kun to pick a good one!\Yeah! response:	Compared to Saize...
context: How about that cafe?\Yon-Marc Cafe\The food here is so good!\I know! It's awesome! And so trendy!\I'm so full.\I know, right? Trust Hayama-kun to pick a good one!\Yeah!\Compared to Saize... response:	Whoa... You're going there?
context: Yon-Marc Cafe\The food here is so good!\I know! It's awesome! And so trendy!\I'm so full.\I know, right? Trust Hayama-kun to pick a good one!\Yeah!\Compared to Saize...\Whoa... You're going there? response:	I'm... not, no.
context: The food here is so good!\I know! It's awesome! And so trendy!\I'm so full.\I know, right? Trust Hayama-kun to pick a good one!\Yeah!\Compared to Saize...\Whoa... You're going there?\I'm... not, no. response:	Oh, come on...
context: I know! It's awesome! And so trendy!\I'm so full.\I know, right? Trust Hayama-kun to pick a good one!\Yeah!\Compared to Saize...\Whoa... You're going there?\I'm... not, no.\Oh, come on... response:	Seriously, though, who suggests Saize?
context: I'm so full.\I know, right? Trust Hayama-kun to pick a good one!\Yeah!\Compared to Saize...\Whoa... You're going there?\I'm... not, no.\Oh, come on...\Seriously, though, who suggests Saize? response:	Yeah, really.
context: I know, right? Trust Hayama-kun to pick a good one!\Yeah!\Compared to Saize...\Whoa... You're going there?\I'm... not, no.\Oh, come on...\Seriously, though, who suggests Saize?\Yeah, really. response:	It took me ages to figure out what he was even talking about at first!
context: Yeah!\Compared to Saize...\Whoa... You're going there?\I'm... not, no.\Oh, come on...\Seriously, though, who suggests Saize?\Yeah, really.\It took me ages to figure out what he was even talking about at first! response:	I know what you mean!
context: Compared to Saize...\Whoa... You're going there?\I'm... not, no.\Oh, come on...\Seriously, though, who suggests Saize?\Yeah, really.\It took me ages to figure out what he was even talking about at first!\I know what you mean! response:	Yeah!
context: Whoa... You're going there?\I'm... not, no.\Oh, come on...\Seriously, though, who suggests Saize?\Yeah, really.\It took me ages to figure out what he was even talking about at first!\I know what you mean!\Yeah! response:	Yeah!
context: I'm... not, no.\Oh, come on...\Seriously, though, who suggests Saize?\Yeah, really.\It took me ages to figure out what he was even talking about at first!\I know what you mean!\Yeah!\Yeah! response:	I'm so glad we came to this cafe.
context: Oh, come on...\Seriously, though, who suggests Saize?\Yeah, really.\It took me ages to figure out what he was even talking about at first!\I know what you mean!\Yeah!\Yeah!\I'm so glad we came to this cafe. response:	Yeah.
context: Seriously, though, who suggests Saize?\Yeah, really.\It took me ages to figure out what he was even talking about at first!\I know what you mean!\Yeah!\Yeah!\I'm so glad we came to this cafe.\Yeah. response:	I don't like it when people do that.
context: Yeah, really.\It took me ages to figure out what he was even talking about at first!\I know what you mean!\Yeah!\Yeah!\I'm so glad we came to this cafe.\Yeah.\I don't like it when people do that. response:	I know, right?
context: It took me ages to figure out what he was even talking about at first!\I know what you mean!\Yeah!\Yeah!\I'm so glad we came to this cafe.\Yeah.\I don't like it when people do that.\I know, right? response:	No, I don't mean that.
context: I know what you mean!\Yeah!\Yeah!\I'm so glad we came to this cafe.\Yeah.\I don't like it when people do that.\I know, right?\No, I don't mean that. response:	I'm talking about you two.
context: Yeah!\Yeah!\I'm so glad we came to this cafe.\Yeah.\I don't like it when people do that.\I know, right?\No, I don't mean that.\I'm talking about you two. response:	U-Um...
context: Yeah!\I'm so glad we came to this cafe.\Yeah.\I don't like it when people do that.\I know, right?\No, I don't mean that.\I'm talking about you two.\U-Um... response:	R-Right?
context: I'm so glad we came to this cafe.\Yeah.\I don't like it when people do that.\I know, right?\No, I don't mean that.\I'm talking about you two.\U-Um...\R-Right? response:	Yeah...
context: Yeah.\I don't like it when people do that.\I know, right?\No, I don't mean that.\I'm talking about you two.\U-Um...\R-Right?\Yeah... response:	Oh, they're here.
context: I don't like it when people do that.\I know, right?\No, I don't mean that.\I'm talking about you two.\U-Um...\R-Right?\Yeah...\Oh, they're here. response:	You guys...
context: I know, right?\No, I don't mean that.\I'm talking about you two.\U-Um...\R-Right?\Yeah...\Oh, they're here.\You guys... response:	Hikki...
context: No, I don't mean that.\I'm talking about you two.\U-Um...\R-Right?\Yeah...\Oh, they're here.\You guys...\Hikki... response:	Why are you here?
context: I'm talking about you two.\U-Um...\R-Right?\Yeah...\Oh, they're here.\You guys...\Hikki...\Why are you here? response:	I called them.
context: U-Um...\R-Right?\Yeah...\Oh, they're here.\You guys...\Hikki...\Why are you here?\I called them. response:	Hikigaya isn't the loser you two think he is.
context: R-Right?\Yeah...\Oh, they're here.\You guys...\Hikki...\Why are you here?\I called them.\Hikigaya isn't the loser you two think he is. response:	He's friends with girls who are much cooler than you.
context: Yeah...\Oh, they're here.\You guys...\Hikki...\Why are you here?\I called them.\Hikigaya isn't the loser you two think he is.\He's friends with girls who are much cooler than you. response:	Could you stop making selfish comments after making only surface judgments?
context: Oh, they're here.\You guys...\Hikki...\Why are you here?\I called them.\Hikigaya isn't the loser you two think he is.\He's friends with girls who are much cooler than you.\Could you stop making selfish comments after making only surface judgments? response:	Sorry. I'm going home.
context: You guys...\Hikki...\Why are you here?\I called them.\Hikigaya isn't the loser you two think he is.\He's friends with girls who are much cooler than you.\Could you stop making selfish comments after making only surface judgments?\Sorry. I'm going home. response:	Y-Yeah...
context: Hikki...\Why are you here?\I called them.\Hikigaya isn't the loser you two think he is.\He's friends with girls who are much cooler than you.\Could you stop making selfish comments after making only surface judgments?\Sorry. I'm going home.\Y-Yeah... response:	Sorry... I'm going, too.
context: Why are you here?\I called them.\Hikigaya isn't the loser you two think he is.\He's friends with girls who are much cooler than you.\Could you stop making selfish comments after making only surface judgments?\Sorry. I'm going home.\Y-Yeah...\Sorry... I'm going, too. response:	I see.
context: I called them.\Hikigaya isn't the loser you two think he is.\He's friends with girls who are much cooler than you.\Could you stop making selfish comments after making only surface judgments?\Sorry. I'm going home.\Y-Yeah...\Sorry... I'm going, too.\I see. response:	I was told we were meeting to discuss the election.
context: Hikigaya isn't the loser you two think he is.\He's friends with girls who are much cooler than you.\Could you stop making selfish comments after making only surface judgments?\Sorry. I'm going home.\Y-Yeah...\Sorry... I'm going, too.\I see.\I was told we were meeting to discuss the election. response:	Election? The student council one?
context: He's friends with girls who are much cooler than you.\Could you stop making selfish comments after making only surface judgments?\Sorry. I'm going home.\Y-Yeah...\Sorry... I'm going, too.\I see.\I was told we were meeting to discuss the election.\Election? The student council one? response:	Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...
context: Could you stop making selfish comments after making only surface judgments?\Sorry. I'm going home.\Y-Yeah...\Sorry... I'm going, too.\I see.\I was told we were meeting to discuss the election.\Election? The student council one?\Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we... response:	Oh...
context: Sorry. I'm going home.\Y-Yeah...\Sorry... I'm going, too.\I see.\I was told we were meeting to discuss the election.\Election? The student council one?\Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...\Oh... response:	Putting Hayama in the running...
context: Y-Yeah...\Sorry... I'm going, too.\I see.\I was told we were meeting to discuss the election.\Election? The student council one?\Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...\Oh...\Putting Hayama in the running... response:	There's nothing strange about that choice.
context: Sorry... I'm going, too.\I see.\I was told we were meeting to discuss the election.\Election? The student council one?\Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...\Oh...\Putting Hayama in the running...\There's nothing strange about that choice. response:	But...
context: I see.\I was told we were meeting to discuss the election.\Election? The student council one?\Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...\Oh...\Putting Hayama in the running...\There's nothing strange about that choice.\But... response:	I just wanted to do whatever I could.
context: I was told we were meeting to discuss the election.\Election? The student council one?\Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...\Oh...\Putting Hayama in the running...\There's nothing strange about that choice.\But...\I just wanted to do whatever I could. response:	Hmm... I see.
context: Election? The student council one?\Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...\Oh...\Putting Hayama in the running...\There's nothing strange about that choice.\But...\I just wanted to do whatever I could.\Hmm... I see. response:	Nee-san?
context: Uh, actually, we thought we'd ask Hayato-kun to run in the election... so we...\Oh...\Putting Hayama in the running...\There's nothing strange about that choice.\But...\I just wanted to do whatever I could.\Hmm... I see.\Nee-san? response:	So you're not going to be student council president, Yukino-chan?
context: Oh...\Putting Hayama in the running...\There's nothing strange about that choice.\But...\I just wanted to do whatever I could.\Hmm... I see.\Nee-san?\So you're not going to be student council president, Yukino-chan? response:	And I was sure that's what you'd do.
context: Putting Hayama in the running...\There's nothing strange about that choice.\But...\I just wanted to do whatever I could.\Hmm... I see.\Nee-san?\So you're not going to be student council president, Yukino-chan?\And I was sure that's what you'd do. response:	The way you push things like that onto others is just like Mom.
context: There's nothing strange about that choice.\But...\I just wanted to do whatever I could.\Hmm... I see.\Nee-san?\So you're not going to be student council president, Yukino-chan?\And I was sure that's what you'd do.\The way you push things like that onto others is just like Mom. response:	But maybe that's fine for you.
context: But...\I just wanted to do whatever I could.\Hmm... I see.\Nee-san?\So you're not going to be student council president, Yukino-chan?\And I was sure that's what you'd do.\The way you push things like that onto others is just like Mom.\But maybe that's fine for you. response:	You don't need to do anything, after all.
context: I just wanted to do whatever I could.\Hmm... I see.\Nee-san?\So you're not going to be student council president, Yukino-chan?\And I was sure that's what you'd do.\The way you push things like that onto others is just like Mom.\But maybe that's fine for you.\You don't need to do anything, after all. response:	Someone else will always do it for you, right?
context: Hmm... I see.\Nee-san?\So you're not going to be student council president, Yukino-chan?\And I was sure that's what you'd do.\The way you push things like that onto others is just like Mom.\But maybe that's fine for you.\You don't need to do anything, after all.\Someone else will always do it for you, right? response:	Yes, that's right.
context: Nee-san?\So you're not going to be student council president, Yukino-chan?\And I was sure that's what you'd do.\The way you push things like that onto others is just like Mom.\But maybe that's fine for you.\You don't need to do anything, after all.\Someone else will always do it for you, right?\Yes, that's right. response:	If there's nothing else to discuss, I'm leaving.
context: So you're not going to be student council president, Yukino-chan?\And I was sure that's what you'd do.\The way you push things like that onto others is just like Mom.\But maybe that's fine for you.\You don't need to do anything, after all.\Someone else will always do it for you, right?\Yes, that's right.\If there's nothing else to discuss, I'm leaving. response:	W-Wait, Yukinon!
context: And I was sure that's what you'd do.\The way you push things like that onto others is just like Mom.\But maybe that's fine for you.\You don't need to do anything, after all.\Someone else will always do it for you, right?\Yes, that's right.\If there's nothing else to discuss, I'm leaving.\W-Wait, Yukinon! response:	Why did you do that to Yukinoshita?
context: The way you push things like that onto others is just like Mom.\But maybe that's fine for you.\You don't need to do anything, after all.\Someone else will always do it for you, right?\Yes, that's right.\If there's nothing else to discuss, I'm leaving.\W-Wait, Yukinon!\Why did you do that to Yukinoshita? response:	You even have to ask? It's just the usual.
context: But maybe that's fine for you.\You don't need to do anything, after all.\Someone else will always do it for you, right?\Yes, that's right.\If there's nothing else to discuss, I'm leaving.\W-Wait, Yukinon!\Why did you do that to Yukinoshita?\You even have to ask? It's just the usual. response:	That was too elaborate to say you were just messing with her.
context: You don't need to do anything, after all.\Someone else will always do it for you, right?\Yes, that's right.\If there's nothing else to discuss, I'm leaving.\W-Wait, Yukinon!\Why did you do that to Yukinoshita?\You even have to ask? It's just the usual.\That was too elaborate to say you were just messing with her. response:	Was it?
context: Someone else will always do it for you, right?\Yes, that's right.\If there's nothing else to discuss, I'm leaving.\W-Wait, Yukinon!\Why did you do that to Yukinoshita?\You even have to ask? It's just the usual.\That was too elaborate to say you were just messing with her.\Was it? response:	Well, I have a little sister myself, so it's not like I don't understand...
context: Yes, that's right.\If there's nothing else to discuss, I'm leaving.\W-Wait, Yukinon!\Why did you do that to Yukinoshita?\You even have to ask? It's just the usual.\That was too elaborate to say you were just messing with her.\Was it?\Well, I have a little sister myself, so it's not like I don't understand... response:	You understand everything, don't you, Hikigaya-kun?
context: If there's nothing else to discuss, I'm leaving.\W-Wait, Yukinon!\Why did you do that to Yukinoshita?\You even have to ask? It's just the usual.\That was too elaborate to say you were just messing with her.\Was it?\Well, I have a little sister myself, so it's not like I don't understand...\You understand everything, don't you, Hikigaya-kun? response:	Don't make that scary face.
context: W-Wait, Yukinon!\Why did you do that to Yukinoshita?\You even have to ask? It's just the usual.\That was too elaborate to say you were just messing with her.\Was it?\Well, I have a little sister myself, so it's not like I don't understand...\You understand everything, don't you, Hikigaya-kun?\Don't make that scary face. response:	I'm honestly impressed.
context: Why did you do that to Yukinoshita?\You even have to ask? It's just the usual.\That was too elaborate to say you were just messing with her.\Was it?\Well, I have a little sister myself, so it's not like I don't understand...\You understand everything, don't you, Hikigaya-kun?\Don't make that scary face.\I'm honestly impressed. response:	Well, thanks.
context: You even have to ask? It's just the usual.\That was too elaborate to say you were just messing with her.\Was it?\Well, I have a little sister myself, so it's not like I don't understand...\You understand everything, don't you, Hikigaya-kun?\Don't make that scary face.\I'm honestly impressed.\Well, thanks. response:	You're so interesting.
context: That was too elaborate to say you were just messing with her.\Was it?\Well, I have a little sister myself, so it's not like I don't understand...\You understand everything, don't you, Hikigaya-kun?\Don't make that scary face.\I'm honestly impressed.\Well, thanks.\You're so interesting. response:	You always try to read what's behind every word and action.
context: Was it?\Well, I have a little sister myself, so it's not like I don't understand...\You understand everything, don't you, Hikigaya-kun?\Don't make that scary face.\I'm honestly impressed.\Well, thanks.\You're so interesting.\You always try to read what's behind every word and action. response:	I kind of like that, you know.
context: Well, I have a little sister myself, so it's not like I don't understand...\You understand everything, don't you, Hikigaya-kun?\Don't make that scary face.\I'm honestly impressed.\Well, thanks.\You're so interesting.\You always try to read what's behind every word and action.\I kind of like that, you know. response:	It's so cute, like you're afraid everyone has evil intentions.
context: You understand everything, don't you, Hikigaya-kun?\Don't make that scary face.\I'm honestly impressed.\Well, thanks.\You're so interesting.\You always try to read what's behind every word and action.\I kind of like that, you know.\It's so cute, like you're afraid everyone has evil intentions. response:	There's nothing interesting about someone who can handle
context: Don't make that scary face.\I'm honestly impressed.\Well, thanks.\You're so interesting.\You always try to read what's behind every word and action.\I kind of like that, you know.\It's so cute, like you're afraid everyone has evil intentions.\There's nothing interesting about someone who can handle response:	everything flawlessly, is there?
context: I'm honestly impressed.\Well, thanks.\You're so interesting.\You always try to read what's behind every word and action.\I kind of like that, you know.\It's so cute, like you're afraid everyone has evil intentions.\There's nothing interesting about someone who can handle\everything flawlessly, is there? response:	Well, I found out what I wanted to know.
context: Well, thanks.\You're so interesting.\You always try to read what's behind every word and action.\I kind of like that, you know.\It's so cute, like you're afraid everyone has evil intentions.\There's nothing interesting about someone who can handle\everything flawlessly, is there?\Well, I found out what I wanted to know. response:	I guess I'll get going, too.
context: You're so interesting.\You always try to read what's behind every word and action.\I kind of like that, you know.\It's so cute, like you're afraid everyone has evil intentions.\There's nothing interesting about someone who can handle\everything flawlessly, is there?\Well, I found out what I wanted to know.\I guess I'll get going, too. response:	This is boring now, anyway.
context: You always try to read what's behind every word and action.\I kind of like that, you know.\It's so cute, like you're afraid everyone has evil intentions.\There's nothing interesting about someone who can handle\everything flawlessly, is there?\Well, I found out what I wanted to know.\I guess I'll get going, too.\This is boring now, anyway. response:	Don't get weird ideas like that.
context: I kind of like that, you know.\It's so cute, like you're afraid everyone has evil intentions.\There's nothing interesting about someone who can handle\everything flawlessly, is there?\Well, I found out what I wanted to know.\I guess I'll get going, too.\This is boring now, anyway.\Don't get weird ideas like that. response:	That wasn't my intention.
context: It's so cute, like you're afraid everyone has evil intentions.\There's nothing interesting about someone who can handle\everything flawlessly, is there?\Well, I found out what I wanted to know.\I guess I'll get going, too.\This is boring now, anyway.\Don't get weird ideas like that.\That wasn't my intention. response:	I only did what I wanted to do.
context: There's nothing interesting about someone who can handle\everything flawlessly, is there?\Well, I found out what I wanted to know.\I guess I'll get going, too.\This is boring now, anyway.\Don't get weird ideas like that.\That wasn't my intention.\I only did what I wanted to do. response:	Including what you said to Orimoto and her friend?
context: everything flawlessly, is there?\Well, I found out what I wanted to know.\I guess I'll get going, too.\This is boring now, anyway.\Don't get weird ideas like that.\That wasn't my intention.\I only did what I wanted to do.\Including what you said to Orimoto and her friend? response:	You sure that was a good idea?
context: Well, I found out what I wanted to know.\I guess I'll get going, too.\This is boring now, anyway.\Don't get weird ideas like that.\That wasn't my intention.\I only did what I wanted to do.\Including what you said to Orimoto and her friend?\You sure that was a good idea? response:	I'm in a crappy mood now. I never want to do it again.
context: I guess I'll get going, too.\This is boring now, anyway.\Don't get weird ideas like that.\That wasn't my intention.\I only did what I wanted to do.\Including what you said to Orimoto and her friend?\You sure that was a good idea?\I'm in a crappy mood now. I never want to do it again. response:	Then you shouldn't have done it.
context: This is boring now, anyway.\Don't get weird ideas like that.\That wasn't my intention.\I only did what I wanted to do.\Including what you said to Orimoto and her friend?\You sure that was a good idea?\I'm in a crappy mood now. I never want to do it again.\Then you shouldn't have done it. response:	Gonna sit down?
