context: There you go, making that face again, response:	biting onto your lips.
context: Where'd you come from? What's your name?\I don't give my name to mere humans.\Then your name is Bullseye from now on.\After the bullseye from a bullseye-patterned umbrella.\B-Bullseye?!\Thanks for coming to pick us up!\Damned raccoon dog!\Ah, what a cute name. response:	Aren't you glad, Bullseye?
context: I don't give my name to mere humans.\Then your name is Bullseye from now on.\After the bullseye from a bullseye-patterned umbrella.\B-Bullseye?!\Thanks for coming to pick us up!\Damned raccoon dog!\Ah, what a cute name.\Aren't you glad, Bullseye? response:	Even you too, Asagi?
context: Then your name is Bullseye from now on.\After the bullseye from a bullseye-patterned umbrella.\B-Bullseye?!\Thanks for coming to pick us up!\Damned raccoon dog!\Ah, what a cute name.\Aren't you glad, Bullseye?\Even you too, Asagi? response:	Come on, isn't it fun?
context: After the bullseye from a bullseye-patterned umbrella.\B-Bullseye?!\Thanks for coming to pick us up!\Damned raccoon dog!\Ah, what a cute name.\Aren't you glad, Bullseye?\Even you too, Asagi?\Come on, isn't it fun? response:	Asagi...
context: B-Bullseye?!\Thanks for coming to pick us up!\Damned raccoon dog!\Ah, what a cute name.\Aren't you glad, Bullseye?\Even you too, Asagi?\Come on, isn't it fun?\Asagi... response:	This is creepy!
context: Thanks for coming to pick us up!\Damned raccoon dog!\Ah, what a cute name.\Aren't you glad, Bullseye?\Even you too, Asagi?\Come on, isn't it fun?\Asagi...\This is creepy! response:	My body was just taken over.
context: Damned raccoon dog!\Ah, what a cute name.\Aren't you glad, Bullseye?\Even you too, Asagi?\Come on, isn't it fun?\Asagi...\This is creepy!\My body was just taken over. response:	Ah, I was too careless.
context: Ah, what a cute name.\Aren't you glad, Bullseye?\Even you too, Asagi?\Come on, isn't it fun?\Asagi...\This is creepy!\My body was just taken over.\Ah, I was too careless. response:	Forgive me.
context: Aren't you glad, Bullseye?\Even you too, Asagi?\Come on, isn't it fun?\Asagi...\This is creepy!\My body was just taken over.\Ah, I was too careless.\Forgive me. response:	All right, enough. I'll help you.
context: Even you too, Asagi?\Come on, isn't it fun?\Asagi...\This is creepy!\My body was just taken over.\Ah, I was too careless.\Forgive me.\All right, enough. I'll help you. response:	You'll leave once you can play the koto, right?
context: Come on, isn't it fun?\Asagi...\This is creepy!\My body was just taken over.\Ah, I was too careless.\Forgive me.\All right, enough. I'll help you.\You'll leave once you can play the koto, right? response:	Of course!
context: Asagi...\This is creepy!\My body was just taken over.\Ah, I was too careless.\Forgive me.\All right, enough. I'll help you.\You'll leave once you can play the koto, right?\Of course! response:	So, we have to start by making the koto?
context: This is creepy!\My body was just taken over.\Ah, I was too careless.\Forgive me.\All right, enough. I'll help you.\You'll leave once you can play the koto, right?\Of course!\So, we have to start by making the koto? response:	Right, since it's a special koto after all.
context: My body was just taken over.\Ah, I was too careless.\Forgive me.\All right, enough. I'll help you.\You'll leave once you can play the koto, right?\Of course!\So, we have to start by making the koto?\Right, since it's a special koto after all. response:	There's an Ayakashi called senbiki that looks like a carp with a white string in its body.
context: Ah, I was too careless.\Forgive me.\All right, enough. I'll help you.\You'll leave once you can play the koto, right?\Of course!\So, we have to start by making the koto?\Right, since it's a special koto after all.\There's an Ayakashi called senbiki that looks like a carp with a white string in its body. response:	That's what we're going to catch.
context: Forgive me.\All right, enough. I'll help you.\You'll leave once you can play the koto, right?\Of course!\So, we have to start by making the koto?\Right, since it's a special koto after all.\There's an Ayakashi called senbiki that looks like a carp with a white string in its body.\That's what we're going to catch. response:	So why do we need to catch a fish?
context: All right, enough. I'll help you.\You'll leave once you can play the koto, right?\Of course!\So, we have to start by making the koto?\Right, since it's a special koto after all.\There's an Ayakashi called senbiki that looks like a carp with a white string in its body.\That's what we're going to catch.\So why do we need to catch a fish? response:	What? Stop complaining!
context: You'll leave once you can play the koto, right?\Of course!\So, we have to start by making the koto?\Right, since it's a special koto after all.\There's an Ayakashi called senbiki that looks like a carp with a white string in its body.\That's what we're going to catch.\So why do we need to catch a fish?\What? Stop complaining! response:	What's with that gloomy face?
context: Of course!\So, we have to start by making the koto?\Right, since it's a special koto after all.\There's an Ayakashi called senbiki that looks like a carp with a white string in its body.\That's what we're going to catch.\So why do we need to catch a fish?\What? Stop complaining!\What's with that gloomy face? response:	I'm going to catch it!
context: So, we have to start by making the koto?\Right, since it's a special koto after all.\There's an Ayakashi called senbiki that looks like a carp with a white string in its body.\That's what we're going to catch.\So why do we need to catch a fish?\What? Stop complaining!\What's with that gloomy face?\I'm going to catch it! response:	I'm tired...
context: Right, since it's a special koto after all.\There's an Ayakashi called senbiki that looks like a carp with a white string in its body.\That's what we're going to catch.\So why do we need to catch a fish?\What? Stop complaining!\What's with that gloomy face?\I'm going to catch it!\I'm tired... response:	Forgive us, Natsume-sama.
context: There's an Ayakashi called senbiki that looks like a carp with a white string in its body.\That's what we're going to catch.\So why do we need to catch a fish?\What? Stop complaining!\What's with that gloomy face?\I'm going to catch it!\I'm tired...\Forgive us, Natsume-sama. response:	Come on out!
context: That's what we're going to catch.\So why do we need to catch a fish?\What? Stop complaining!\What's with that gloomy face?\I'm going to catch it!\I'm tired...\Forgive us, Natsume-sama.\Come on out! response:	No, it's okay.
context: So why do we need to catch a fish?\What? Stop complaining!\What's with that gloomy face?\I'm going to catch it!\I'm tired...\Forgive us, Natsume-sama.\Come on out!\No, it's okay. response:	What kind of relationship do you and Bullseye have?
context: What? Stop complaining!\What's with that gloomy face?\I'm going to catch it!\I'm tired...\Forgive us, Natsume-sama.\Come on out!\No, it's okay.\What kind of relationship do you and Bullseye have? response:	Are you going out?
context: What's with that gloomy face?\I'm going to catch it!\I'm tired...\Forgive us, Natsume-sama.\Come on out!\No, it's okay.\What kind of relationship do you and Bullseye have?\Are you going out? response:	Not at all.
context: I'm going to catch it!\I'm tired...\Forgive us, Natsume-sama.\Come on out!\No, it's okay.\What kind of relationship do you and Bullseye have?\Are you going out?\Not at all. response:	He was an umbrella holder.
context: I'm tired...\Forgive us, Natsume-sama.\Come on out!\No, it's okay.\What kind of relationship do you and Bullseye have?\Are you going out?\Not at all.\He was an umbrella holder. response:	Umbrella holder?
context: Forgive us, Natsume-sama.\Come on out!\No, it's okay.\What kind of relationship do you and Bullseye have?\Are you going out?\Not at all.\He was an umbrella holder.\Umbrella holder? response:	In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.
context: Come on out!\No, it's okay.\What kind of relationship do you and Bullseye have?\Are you going out?\Not at all.\He was an umbrella holder.\Umbrella holder?\In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived. response:	There would be those who held umbrellas for Mibu-sama and the others there.
context: No, it's okay.\What kind of relationship do you and Bullseye have?\Are you going out?\Not at all.\He was an umbrella holder.\Umbrella holder?\In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.\There would be those who held umbrellas for Mibu-sama and the others there. response:	Bullseye's duty was to protect everyone as a bodyguard.
context: What kind of relationship do you and Bullseye have?\Are you going out?\Not at all.\He was an umbrella holder.\Umbrella holder?\In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.\There would be those who held umbrellas for Mibu-sama and the others there.\Bullseye's duty was to protect everyone as a bodyguard. response:	He is very skilled.
context: Are you going out?\Not at all.\He was an umbrella holder.\Umbrella holder?\In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.\There would be those who held umbrellas for Mibu-sama and the others there.\Bullseye's duty was to protect everyone as a bodyguard.\He is very skilled. response:	Isozuki was a beautiful place, much like a dream.
context: Not at all.\He was an umbrella holder.\Umbrella holder?\In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.\There would be those who held umbrellas for Mibu-sama and the others there.\Bullseye's duty was to protect everyone as a bodyguard.\He is very skilled.\Isozuki was a beautiful place, much like a dream. response:	I wanted to always be there.
context: He was an umbrella holder.\Umbrella holder?\In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.\There would be those who held umbrellas for Mibu-sama and the others there.\Bullseye's duty was to protect everyone as a bodyguard.\He is very skilled.\Isozuki was a beautiful place, much like a dream.\I wanted to always be there. response:	I thought I would always live by Mibu-sama's side.
context: Umbrella holder?\In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.\There would be those who held umbrellas for Mibu-sama and the others there.\Bullseye's duty was to protect everyone as a bodyguard.\He is very skilled.\Isozuki was a beautiful place, much like a dream.\I wanted to always be there.\I thought I would always live by Mibu-sama's side. response:	Forever...
context: In Isozuki Forest, those with talent would come to calm the forest where the god Mibu-sama lived.\There would be those who held umbrellas for Mibu-sama and the others there.\Bullseye's duty was to protect everyone as a bodyguard.\He is very skilled.\Isozuki was a beautiful place, much like a dream.\I wanted to always be there.\I thought I would always live by Mibu-sama's side.\Forever... response:	and ever...
context: There would be those who held umbrellas for Mibu-sama and the others there.\Bullseye's duty was to protect everyone as a bodyguard.\He is very skilled.\Isozuki was a beautiful place, much like a dream.\I wanted to always be there.\I thought I would always live by Mibu-sama's side.\Forever...\and ever... response:	But he banished you because you couldn't play anymore?
context: Bullseye's duty was to protect everyone as a bodyguard.\He is very skilled.\Isozuki was a beautiful place, much like a dream.\I wanted to always be there.\I thought I would always live by Mibu-sama's side.\Forever...\and ever...\But he banished you because you couldn't play anymore? response:	What a small-minded god.
context: He is very skilled.\Isozuki was a beautiful place, much like a dream.\I wanted to always be there.\I thought I would always live by Mibu-sama's side.\Forever...\and ever...\But he banished you because you couldn't play anymore?\What a small-minded god. response:	No, Natsume-sama.
context: Isozuki was a beautiful place, much like a dream.\I wanted to always be there.\I thought I would always live by Mibu-sama's side.\Forever...\and ever...\But he banished you because you couldn't play anymore?\What a small-minded god.\No, Natsume-sama. response:	Mibu-sama picked me up because I didn't have my own place.
context: I wanted to always be there.\I thought I would always live by Mibu-sama's side.\Forever...\and ever...\But he banished you because you couldn't play anymore?\What a small-minded god.\No, Natsume-sama.\Mibu-sama picked me up because I didn't have my own place. response:	I ran away because I couldn't stand being useless.
context: I thought I would always live by Mibu-sama's side.\Forever...\and ever...\But he banished you because you couldn't play anymore?\What a small-minded god.\No, Natsume-sama.\Mibu-sama picked me up because I didn't have my own place.\I ran away because I couldn't stand being useless. response:	I got one! It's a senbiki!
context: Forever...\and ever...\But he banished you because you couldn't play anymore?\What a small-minded god.\No, Natsume-sama.\Mibu-sama picked me up because I didn't have my own place.\I ran away because I couldn't stand being useless.\I got one! It's a senbiki! response:	I caught it!
context: and ever...\But he banished you because you couldn't play anymore?\What a small-minded god.\No, Natsume-sama.\Mibu-sama picked me up because I didn't have my own place.\I ran away because I couldn't stand being useless.\I got one! It's a senbiki!\I caught it! response:	See? This is used for the string.
context: But he banished you because you couldn't play anymore?\What a small-minded god.\No, Natsume-sama.\Mibu-sama picked me up because I didn't have my own place.\I ran away because I couldn't stand being useless.\I got one! It's a senbiki!\I caught it!\See? This is used for the string. response:	So is this all we need for materials?
context: What a small-minded god.\No, Natsume-sama.\Mibu-sama picked me up because I didn't have my own place.\I ran away because I couldn't stand being useless.\I got one! It's a senbiki!\I caught it!\See? This is used for the string.\So is this all we need for materials? response:	No.
context: No, Natsume-sama.\Mibu-sama picked me up because I didn't have my own place.\I ran away because I couldn't stand being useless.\I got one! It's a senbiki!\I caught it!\See? This is used for the string.\So is this all we need for materials?\No. response:	Next is the body.
context: Mibu-sama picked me up because I didn't have my own place.\I ran away because I couldn't stand being useless.\I got one! It's a senbiki!\I caught it!\See? This is used for the string.\So is this all we need for materials?\No.\Next is the body. response:	What?
context: I ran away because I couldn't stand being useless.\I got one! It's a senbiki!\I caught it!\See? This is used for the string.\So is this all we need for materials?\No.\Next is the body.\What? response:	We're going to search for a tree stump.
context: I got one! It's a senbiki!\I caught it!\See? This is used for the string.\So is this all we need for materials?\No.\Next is the body.\What?\We're going to search for a tree stump. response:	And it's got to be one with bamboo shoots that have just started growing out of it!
context: I caught it!\See? This is used for the string.\So is this all we need for materials?\No.\Next is the body.\What?\We're going to search for a tree stump.\And it's got to be one with bamboo shoots that have just started growing out of it! response:	A little longer... A little longer and you can play.
context: See? This is used for the string.\So is this all we need for materials?\No.\Next is the body.\What?\We're going to search for a tree stump.\And it's got to be one with bamboo shoots that have just started growing out of it!\A little longer... A little longer and you can play. response:	Bullseye, really...
context: So is this all we need for materials?\No.\Next is the body.\What?\We're going to search for a tree stump.\And it's got to be one with bamboo shoots that have just started growing out of it!\A little longer... A little longer and you can play.\Bullseye, really... response:	How'd you get so wet?
context: No.\Next is the body.\What?\We're going to search for a tree stump.\And it's got to be one with bamboo shoots that have just started growing out of it!\A little longer... A little longer and you can play.\Bullseye, really...\How'd you get so wet? response:	Ah, well...
context: Next is the body.\What?\We're going to search for a tree stump.\And it's got to be one with bamboo shoots that have just started growing out of it!\A little longer... A little longer and you can play.\Bullseye, really...\How'd you get so wet?\Ah, well... response:	Ah, I need to get you a towel.
context: What?\We're going to search for a tree stump.\And it's got to be one with bamboo shoots that have just started growing out of it!\A little longer... A little longer and you can play.\Bullseye, really...\How'd you get so wet?\Ah, well...\Ah, I need to get you a towel. response:	Ah, Takashi-kun might catch a cold...
context: We're going to search for a tree stump.\And it's got to be one with bamboo shoots that have just started growing out of it!\A little longer... A little longer and you can play.\Bullseye, really...\How'd you get so wet?\Ah, well...\Ah, I need to get you a towel.\Ah, Takashi-kun might catch a cold... response:	I'm really okay!
context: And it's got to be one with bamboo shoots that have just started growing out of it!\A little longer... A little longer and you can play.\Bullseye, really...\How'd you get so wet?\Ah, well...\Ah, I need to get you a towel.\Ah, Takashi-kun might catch a cold...\I'm really okay! response:	See?
context: A little longer... A little longer and you can play.\Bullseye, really...\How'd you get so wet?\Ah, well...\Ah, I need to get you a towel.\Ah, Takashi-kun might catch a cold...\I'm really okay!\See? response:	All right, dry yourself thoroughly.
context: Bullseye, really...\How'd you get so wet?\Ah, well...\Ah, I need to get you a towel.\Ah, Takashi-kun might catch a cold...\I'm really okay!\See?\All right, dry yourself thoroughly. response:	Your nose is all wet too.
context: How'd you get so wet?\Ah, well...\Ah, I need to get you a towel.\Ah, Takashi-kun might catch a cold...\I'm really okay!\See?\All right, dry yourself thoroughly.\Your nose is all wet too. response:	I was always there.
context: Ah, well...\Ah, I need to get you a towel.\Ah, Takashi-kun might catch a cold...\I'm really okay!\See?\All right, dry yourself thoroughly.\Your nose is all wet too.\I was always there. response:	Forever...
context: Ah, I need to get you a towel.\Ah, Takashi-kun might catch a cold...\I'm really okay!\See?\All right, dry yourself thoroughly.\Your nose is all wet too.\I was always there.\Forever... response:	All right. Go take a bath, okay?
context: Ah, Takashi-kun might catch a cold...\I'm really okay!\See?\All right, dry yourself thoroughly.\Your nose is all wet too.\I was always there.\Forever...\All right. Go take a bath, okay? response:	It just heated up, too.
context: I'm really okay!\See?\All right, dry yourself thoroughly.\Your nose is all wet too.\I was always there.\Forever...\All right. Go take a bath, okay?\It just heated up, too. response:	Hurry up and get in, okay?
context: See?\All right, dry yourself thoroughly.\Your nose is all wet too.\I was always there.\Forever...\All right. Go take a bath, okay?\It just heated up, too.\Hurry up and get in, okay? response:	How long will I be able to stay here?
context: All right, dry yourself thoroughly.\Your nose is all wet too.\I was always there.\Forever...\All right. Go take a bath, okay?\It just heated up, too.\Hurry up and get in, okay?\How long will I be able to stay here? response:	Was that a dream?
context: Your nose is all wet too.\I was always there.\Forever...\All right. Go take a bath, okay?\It just heated up, too.\Hurry up and get in, okay?\How long will I be able to stay here?\Was that a dream? response:	No, Asagi's?
context: I was always there.\Forever...\All right. Go take a bath, okay?\It just heated up, too.\Hurry up and get in, okay?\How long will I be able to stay here?\Was that a dream?\No, Asagi's? response:	Bullseye...
context: Forever...\All right. Go take a bath, okay?\It just heated up, too.\Hurry up and get in, okay?\How long will I be able to stay here?\Was that a dream?\No, Asagi's?\Bullseye... response:	You've awoken, Natsume.
context: All right. Go take a bath, okay?\It just heated up, too.\Hurry up and get in, okay?\How long will I be able to stay here?\Was that a dream?\No, Asagi's?\Bullseye...\You've awoken, Natsume. response:	Yeah, but Asagi's asleep.
context: It just heated up, too.\Hurry up and get in, okay?\How long will I be able to stay here?\Was that a dream?\No, Asagi's?\Bullseye...\You've awoken, Natsume.\Yeah, but Asagi's asleep. response:	If you want to talk...
context: Hurry up and get in, okay?\How long will I be able to stay here?\Was that a dream?\No, Asagi's?\Bullseye...\You've awoken, Natsume.\Yeah, but Asagi's asleep.\If you want to talk... response:	Asagi's fingers can no longer play the koto.
context: How long will I be able to stay here?\Was that a dream?\No, Asagi's?\Bullseye...\You've awoken, Natsume.\Yeah, but Asagi's asleep.\If you want to talk...\Asagi's fingers can no longer play the koto. response:	She has a sickness where her body dries up like dirt and crumbles.
context: Was that a dream?\No, Asagi's?\Bullseye...\You've awoken, Natsume.\Yeah, but Asagi's asleep.\If you want to talk...\Asagi's fingers can no longer play the koto.\She has a sickness where her body dries up like dirt and crumbles. response:	She can't go back to being normal.
context: No, Asagi's?\Bullseye...\You've awoken, Natsume.\Yeah, but Asagi's asleep.\If you want to talk...\Asagi's fingers can no longer play the koto.\She has a sickness where her body dries up like dirt and crumbles.\She can't go back to being normal. response:	However, while she is in another body, its progression will slow down.
context: Bullseye...\You've awoken, Natsume.\Yeah, but Asagi's asleep.\If you want to talk...\Asagi's fingers can no longer play the koto.\She has a sickness where her body dries up like dirt and crumbles.\She can't go back to being normal.\However, while she is in another body, its progression will slow down. response:	I'm grateful to you, Natsume.
context: You've awoken, Natsume.\Yeah, but Asagi's asleep.\If you want to talk...\Asagi's fingers can no longer play the koto.\She has a sickness where her body dries up like dirt and crumbles.\She can't go back to being normal.\However, while she is in another body, its progression will slow down.\I'm grateful to you, Natsume. response:	The last time I saw her laugh was when she happily played her instrument for Mibu-sama.
context: Yeah, but Asagi's asleep.\If you want to talk...\Asagi's fingers can no longer play the koto.\She has a sickness where her body dries up like dirt and crumbles.\She can't go back to being normal.\However, while she is in another body, its progression will slow down.\I'm grateful to you, Natsume.\The last time I saw her laugh was when she happily played her instrument for Mibu-sama. response:	And during her performance...
context: If you want to talk...\Asagi's fingers can no longer play the koto.\She has a sickness where her body dries up like dirt and crumbles.\She can't go back to being normal.\However, while she is in another body, its progression will slow down.\I'm grateful to you, Natsume.\The last time I saw her laugh was when she happily played her instrument for Mibu-sama.\And during her performance... response:	her body suddenly began to crumble.
context: Asagi's fingers can no longer play the koto.\She has a sickness where her body dries up like dirt and crumbles.\She can't go back to being normal.\However, while she is in another body, its progression will slow down.\I'm grateful to you, Natsume.\The last time I saw her laugh was when she happily played her instrument for Mibu-sama.\And during her performance...\her body suddenly began to crumble. response:	Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.
context: She has a sickness where her body dries up like dirt and crumbles.\She can't go back to being normal.\However, while she is in another body, its progression will slow down.\I'm grateful to you, Natsume.\The last time I saw her laugh was when she happily played her instrument for Mibu-sama.\And during her performance...\her body suddenly began to crumble.\Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama. response:	Tomorrow is a full moon.
context: She can't go back to being normal.\However, while she is in another body, its progression will slow down.\I'm grateful to you, Natsume.\The last time I saw her laugh was when she happily played her instrument for Mibu-sama.\And during her performance...\her body suddenly began to crumble.\Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.\Tomorrow is a full moon. response:	The path to Isozuki will open for a short time.
context: However, while she is in another body, its progression will slow down.\I'm grateful to you, Natsume.\The last time I saw her laugh was when she happily played her instrument for Mibu-sama.\And during her performance...\her body suddenly began to crumble.\Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.\Tomorrow is a full moon.\The path to Isozuki will open for a short time. response:	I want her to play before Mibu-sama, even if only once.
context: I'm grateful to you, Natsume.\The last time I saw her laugh was when she happily played her instrument for Mibu-sama.\And during her performance...\her body suddenly began to crumble.\Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.\Tomorrow is a full moon.\The path to Isozuki will open for a short time.\I want her to play before Mibu-sama, even if only once. response:	Please help us until then, Natsume-dono.
context: The last time I saw her laugh was when she happily played her instrument for Mibu-sama.\And during her performance...\her body suddenly began to crumble.\Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.\Tomorrow is a full moon.\The path to Isozuki will open for a short time.\I want her to play before Mibu-sama, even if only once.\Please help us until then, Natsume-dono. response:	Why are you doing this, Bullseye?
context: And during her performance...\her body suddenly began to crumble.\Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.\Tomorrow is a full moon.\The path to Isozuki will open for a short time.\I want her to play before Mibu-sama, even if only once.\Please help us until then, Natsume-dono.\Why are you doing this, Bullseye? response:	Why do you go so far?
context: her body suddenly began to crumble.\Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.\Tomorrow is a full moon.\The path to Isozuki will open for a short time.\I want her to play before Mibu-sama, even if only once.\Please help us until then, Natsume-dono.\Why are you doing this, Bullseye?\Why do you go so far? response:	Hello, Akagane.
context: Her white slender fingers and her bright cheeks were lost before her admired Mibu-sama.\Tomorrow is a full moon.\The path to Isozuki will open for a short time.\I want her to play before Mibu-sama, even if only once.\Please help us until then, Natsume-dono.\Why are you doing this, Bullseye?\Why do you go so far?\Hello, Akagane. response:	I'm just an umbrella holder.
context: Tomorrow is a full moon.\The path to Isozuki will open for a short time.\I want her to play before Mibu-sama, even if only once.\Please help us until then, Natsume-dono.\Why are you doing this, Bullseye?\Why do you go so far?\Hello, Akagane.\I'm just an umbrella holder. response:	Damn, I just can't find one!
context: The path to Isozuki will open for a short time.\I want her to play before Mibu-sama, even if only once.\Please help us until then, Natsume-dono.\Why are you doing this, Bullseye?\Why do you go so far?\Hello, Akagane.\I'm just an umbrella holder.\Damn, I just can't find one! response:	Where are you?!
context: I want her to play before Mibu-sama, even if only once.\Please help us until then, Natsume-dono.\Why are you doing this, Bullseye?\Why do you go so far?\Hello, Akagane.\I'm just an umbrella holder.\Damn, I just can't find one!\Where are you?! response:	We can't find any.
context: Please help us until then, Natsume-dono.\Why are you doing this, Bullseye?\Why do you go so far?\Hello, Akagane.\I'm just an umbrella holder.\Damn, I just can't find one!\Where are you?!\We can't find any. response:	Is it even here?
context: Why are you doing this, Bullseye?\Why do you go so far?\Hello, Akagane.\I'm just an umbrella holder.\Damn, I just can't find one!\Where are you?!\We can't find any.\Is it even here? response:	Are you looking for something?
context: Why do you go so far?\Hello, Akagane.\I'm just an umbrella holder.\Damn, I just can't find one!\Where are you?!\We can't find any.\Is it even here?\Are you looking for something? response:	A tree stump with a bamboo shoot growing out of it.
context: Hello, Akagane.\I'm just an umbrella holder.\Damn, I just can't find one!\Where are you?!\We can't find any.\Is it even here?\Are you looking for something?\A tree stump with a bamboo shoot growing out of it. response:	There's one in that thicket over there.
context: I'm just an umbrella holder.\Damn, I just can't find one!\Where are you?!\We can't find any.\Is it even here?\Are you looking for something?\A tree stump with a bamboo shoot growing out of it.\There's one in that thicket over there. response:	You're right, there it is!
context: Damn, I just can't find one!\Where are you?!\We can't find any.\Is it even here?\Are you looking for something?\A tree stump with a bamboo shoot growing out of it.\There's one in that thicket over there.\You're right, there it is! response:	What was I talking with just now?
context: Where are you?!\We can't find any.\Is it even here?\Are you looking for something?\A tree stump with a bamboo shoot growing out of it.\There's one in that thicket over there.\You're right, there it is!\What was I talking with just now? response:	I told you. I told you!
context: We can't find any.\Is it even here?\Are you looking for something?\A tree stump with a bamboo shoot growing out of it.\There's one in that thicket over there.\You're right, there it is!\What was I talking with just now?\I told you. I told you! response:	In exchange, I will have your guts!
context: Is it even here?\Are you looking for something?\A tree stump with a bamboo shoot growing out of it.\There's one in that thicket over there.\You're right, there it is!\What was I talking with just now?\I told you. I told you!\In exchange, I will have your guts! response:	Damn, I talked with some weird Youkai.
context: Are you looking for something?\A tree stump with a bamboo shoot growing out of it.\There's one in that thicket over there.\You're right, there it is!\What was I talking with just now?\I told you. I told you!\In exchange, I will have your guts!\Damn, I talked with some weird Youkai. response:	Hey, Natsume! Are you even looking?
context: A tree stump with a bamboo shoot growing out of it.\There's one in that thicket over there.\You're right, there it is!\What was I talking with just now?\I told you. I told you!\In exchange, I will have your guts!\Damn, I talked with some weird Youkai.\Hey, Natsume! Are you even looking? response:	You did it, Natsume! This is it!
context: There's one in that thicket over there.\You're right, there it is!\What was I talking with just now?\I told you. I told you!\In exchange, I will have your guts!\Damn, I talked with some weird Youkai.\Hey, Natsume! Are you even looking?\You did it, Natsume! This is it! response:	All right, time to start carving it!
context: You're right, there it is!\What was I talking with just now?\I told you. I told you!\In exchange, I will have your guts!\Damn, I talked with some weird Youkai.\Hey, Natsume! Are you even looking?\You did it, Natsume! This is it!\All right, time to start carving it! response:	I'm feeling sick.
context: What was I talking with just now?\I told you. I told you!\In exchange, I will have your guts!\Damn, I talked with some weird Youkai.\Hey, Natsume! Are you even looking?\You did it, Natsume! This is it!\All right, time to start carving it!\I'm feeling sick. response:	Is this feverish pain Asagi's?
context: I told you. I told you!\In exchange, I will have your guts!\Damn, I talked with some weird Youkai.\Hey, Natsume! Are you even looking?\You did it, Natsume! This is it!\All right, time to start carving it!\I'm feeling sick.\Is this feverish pain Asagi's? response:	If she performs when she's this weak...
context: In exchange, I will have your guts!\Damn, I talked with some weird Youkai.\Hey, Natsume! Are you even looking?\You did it, Natsume! This is it!\All right, time to start carving it!\I'm feeling sick.\Is this feverish pain Asagi's?\If she performs when she's this weak... response:	Her life will...
context: Damn, I talked with some weird Youkai.\Hey, Natsume! Are you even looking?\You did it, Natsume! This is it!\All right, time to start carving it!\I'm feeling sick.\Is this feverish pain Asagi's?\If she performs when she's this weak...\Her life will... response:	Are you okay?
context: Hey, Natsume! Are you even looking?\You did it, Natsume! This is it!\All right, time to start carving it!\I'm feeling sick.\Is this feverish pain Asagi's?\If she performs when she's this weak...\Her life will...\Are you okay? response:	I'm sorry you have to go through this because of me.
context: You did it, Natsume! This is it!\All right, time to start carving it!\I'm feeling sick.\Is this feverish pain Asagi's?\If she performs when she's this weak...\Her life will...\Are you okay?\I'm sorry you have to go through this because of me. response:	Oh yeah, I haven't confirmed this with you yet.
context: All right, time to start carving it!\I'm feeling sick.\Is this feverish pain Asagi's?\If she performs when she's this weak...\Her life will...\Are you okay?\I'm sorry you have to go through this because of me.\Oh yeah, I haven't confirmed this with you yet. response:	Yes?
context: I'm feeling sick.\Is this feverish pain Asagi's?\If she performs when she's this weak...\Her life will...\Are you okay?\I'm sorry you have to go through this because of me.\Oh yeah, I haven't confirmed this with you yet.\Yes? response:	Do you want to play the koto too?
context: Is this feverish pain Asagi's?\If she performs when she's this weak...\Her life will...\Are you okay?\I'm sorry you have to go through this because of me.\Oh yeah, I haven't confirmed this with you yet.\Yes?\Do you want to play the koto too? response:	If I were given...
context: If she performs when she's this weak...\Her life will...\Are you okay?\I'm sorry you have to go through this because of me.\Oh yeah, I haven't confirmed this with you yet.\Yes?\Do you want to play the koto too?\If I were given... response:	If I were given that chance once more, I...
context: Her life will...\Are you okay?\I'm sorry you have to go through this because of me.\Oh yeah, I haven't confirmed this with you yet.\Yes?\Do you want to play the koto too?\If I were given...\If I were given that chance once more, I... response:	I'm not dexterous and I have stiff fingers, so you might not be able to play well.
context: Are you okay?\I'm sorry you have to go through this because of me.\Oh yeah, I haven't confirmed this with you yet.\Yes?\Do you want to play the koto too?\If I were given...\If I were given that chance once more, I...\I'm not dexterous and I have stiff fingers, so you might not be able to play well. response:	Is that still okay with you?
context: I'm sorry you have to go through this because of me.\Oh yeah, I haven't confirmed this with you yet.\Yes?\Do you want to play the koto too?\If I were given...\If I were given that chance once more, I...\I'm not dexterous and I have stiff fingers, so you might not be able to play well.\Is that still okay with you? response:	Yes.
