context: How long are you gonna stay here, Dad? response:	I dunno. You'd be sad if I left, right, Sota?
context: Yeah, why?\No way! Bet all the guys you rejected are crying about that right now!\I didn't turn down that many, you know.\C'mon, don't get all humble on us, Hori-san.\Don't pay attention to them, Miyamura. They're all idiots.\I told Hori this, too, but keep your chin up!\It's fine, Miyamura. I don't really care.\Aww, where's your hubby? response:	I dunno.
context: No way! Bet all the guys you rejected are crying about that right now!\I didn't turn down that many, you know.\C'mon, don't get all humble on us, Hori-san.\Don't pay attention to them, Miyamura. They're all idiots.\I told Hori this, too, but keep your chin up!\It's fine, Miyamura. I don't really care.\Aww, where's your hubby?\I dunno. response:	Oh, shit, is he skipping school?
context: I didn't turn down that many, you know.\C'mon, don't get all humble on us, Hori-san.\Don't pay attention to them, Miyamura. They're all idiots.\I told Hori this, too, but keep your chin up!\It's fine, Miyamura. I don't really care.\Aww, where's your hubby?\I dunno.\Oh, shit, is he skipping school? response:	Ow!
context: C'mon, don't get all humble on us, Hori-san.\Don't pay attention to them, Miyamura. They're all idiots.\I told Hori this, too, but keep your chin up!\It's fine, Miyamura. I don't really care.\Aww, where's your hubby?\I dunno.\Oh, shit, is he skipping school?\Ow! response:	He'll be here after lunch.
context: Don't pay attention to them, Miyamura. They're all idiots.\I told Hori this, too, but keep your chin up!\It's fine, Miyamura. I don't really care.\Aww, where's your hubby?\I dunno.\Oh, shit, is he skipping school?\Ow!\He'll be here after lunch. response:	What the hell, Ishikawa?
context: I told Hori this, too, but keep your chin up!\It's fine, Miyamura. I don't really care.\Aww, where's your hubby?\I dunno.\Oh, shit, is he skipping school?\Ow!\He'll be here after lunch.\What the hell, Ishikawa? response:	Morning.
context: It's fine, Miyamura. I don't really care.\Aww, where's your hubby?\I dunno.\Oh, shit, is he skipping school?\Ow!\He'll be here after lunch.\What the hell, Ishikawa?\Morning. response:	What?!
context: Aww, where's your hubby?\I dunno.\Oh, shit, is he skipping school?\Ow!\He'll be here after lunch.\What the hell, Ishikawa?\Morning.\What?! response:	Miyamura-kun! Why'd you cut your hair?
context: I dunno.\Oh, shit, is he skipping school?\Ow!\He'll be here after lunch.\What the hell, Ishikawa?\Morning.\What?!\Miyamura-kun! Why'd you cut your hair? response:	Oh, I mean, it's summer.
context: Oh, shit, is he skipping school?\Ow!\He'll be here after lunch.\What the hell, Ishikawa?\Morning.\What?!\Miyamura-kun! Why'd you cut your hair?\Oh, I mean, it's summer. response:	He cut it'cause it's summer!
context: Ow!\He'll be here after lunch.\What the hell, Ishikawa?\Morning.\What?!\Miyamura-kun! Why'd you cut your hair?\Oh, I mean, it's summer.\He cut it'cause it's summer! response:	Cool!
context: He'll be here after lunch.\What the hell, Ishikawa?\Morning.\What?!\Miyamura-kun! Why'd you cut your hair?\Oh, I mean, it's summer.\He cut it'cause it's summer!\Cool! response:	Hey, why are you still wearing your winter uniform?
context: What the hell, Ishikawa?\Morning.\What?!\Miyamura-kun! Why'd you cut your hair?\Oh, I mean, it's summer.\He cut it'cause it's summer!\Cool!\Hey, why are you still wearing your winter uniform? response:	I-I get cold.
context: Morning.\What?!\Miyamura-kun! Why'd you cut your hair?\Oh, I mean, it's summer.\He cut it'cause it's summer!\Cool!\Hey, why are you still wearing your winter uniform?\I-I get cold. response:	Wow, your piercings are so cool! When did you get them?
context: What?!\Miyamura-kun! Why'd you cut your hair?\Oh, I mean, it's summer.\He cut it'cause it's summer!\Cool!\Hey, why are you still wearing your winter uniform?\I-I get cold.\Wow, your piercings are so cool! When did you get them? response:	Middle school.
context: Miyamura-kun! Why'd you cut your hair?\Oh, I mean, it's summer.\He cut it'cause it's summer!\Cool!\Hey, why are you still wearing your winter uniform?\I-I get cold.\Wow, your piercings are so cool! When did you get them?\Middle school. response:	Your family runs a bakery, right?
context: Oh, I mean, it's summer.\He cut it'cause it's summer!\Cool!\Hey, why are you still wearing your winter uniform?\I-I get cold.\Wow, your piercings are so cool! When did you get them?\Middle school.\Your family runs a bakery, right? response:	Holy crap... Talk about a cold glare!
context: He cut it'cause it's summer!\Cool!\Hey, why are you still wearing your winter uniform?\I-I get cold.\Wow, your piercings are so cool! When did you get them?\Middle school.\Your family runs a bakery, right?\Holy crap... Talk about a cold glare! response:	I'm kind of cold...
context: Cool!\Hey, why are you still wearing your winter uniform?\I-I get cold.\Wow, your piercings are so cool! When did you get them?\Middle school.\Your family runs a bakery, right?\Holy crap... Talk about a cold glare!\I'm kind of cold... response:	Wow, me, too...
context: Hey, why are you still wearing your winter uniform?\I-I get cold.\Wow, your piercings are so cool! When did you get them?\Middle school.\Your family runs a bakery, right?\Holy crap... Talk about a cold glare!\I'm kind of cold...\Wow, me, too... response:	This probably won't last long.
context: I-I get cold.\Wow, your piercings are so cool! When did you get them?\Middle school.\Your family runs a bakery, right?\Holy crap... Talk about a cold glare!\I'm kind of cold...\Wow, me, too...\This probably won't last long. response:	Huh? What won't? What're you talking about?
context: Wow, your piercings are so cool! When did you get them?\Middle school.\Your family runs a bakery, right?\Holy crap... Talk about a cold glare!\I'm kind of cold...\Wow, me, too...\This probably won't last long.\Huh? What won't? What're you talking about? response:	Why is it so cold in here?!
context: Middle school.\Your family runs a bakery, right?\Holy crap... Talk about a cold glare!\I'm kind of cold...\Wow, me, too...\This probably won't last long.\Huh? What won't? What're you talking about?\Why is it so cold in here?! response:	'Sup, Miyamura? How's it hangin'?
context: Your family runs a bakery, right?\Holy crap... Talk about a cold glare!\I'm kind of cold...\Wow, me, too...\This probably won't last long.\Huh? What won't? What're you talking about?\Why is it so cold in here?!\'Sup, Miyamura? How's it hangin'? response:	Shu, you win the award for Best Reaction.
context: Holy crap... Talk about a cold glare!\I'm kind of cold...\Wow, me, too...\This probably won't last long.\Huh? What won't? What're you talking about?\Why is it so cold in here?!\'Sup, Miyamura? How's it hangin'?\Shu, you win the award for Best Reaction. response:	Oh, it's just you, Miyamura! You cut your hair.
context: I'm kind of cold...\Wow, me, too...\This probably won't last long.\Huh? What won't? What're you talking about?\Why is it so cold in here?!\'Sup, Miyamura? How's it hangin'?\Shu, you win the award for Best Reaction.\Oh, it's just you, Miyamura! You cut your hair. response:	Changing things up for summer?
context: Wow, me, too...\This probably won't last long.\Huh? What won't? What're you talking about?\Why is it so cold in here?!\'Sup, Miyamura? How's it hangin'?\Shu, you win the award for Best Reaction.\Oh, it's just you, Miyamura! You cut your hair.\Changing things up for summer? response:	Yeah, thanks.
context: This probably won't last long.\Huh? What won't? What're you talking about?\Why is it so cold in here?!\'Sup, Miyamura? How's it hangin'?\Shu, you win the award for Best Reaction.\Oh, it's just you, Miyamura! You cut your hair.\Changing things up for summer?\Yeah, thanks. response:	Summer is a good time for that kind of stuff.
context: Huh? What won't? What're you talking about?\Why is it so cold in here?!\'Sup, Miyamura? How's it hangin'?\Shu, you win the award for Best Reaction.\Oh, it's just you, Miyamura! You cut your hair.\Changing things up for summer?\Yeah, thanks.\Summer is a good time for that kind of stuff. response:	-Huh?
context: Why is it so cold in here?!\'Sup, Miyamura? How's it hangin'?\Shu, you win the award for Best Reaction.\Oh, it's just you, Miyamura! You cut your hair.\Changing things up for summer?\Yeah, thanks.\Summer is a good time for that kind of stuff.\-Huh? response:	-That chick just took a picture. -Huh?
context: 'Sup, Miyamura? How's it hangin'?\Shu, you win the award for Best Reaction.\Oh, it's just you, Miyamura! You cut your hair.\Changing things up for summer?\Yeah, thanks.\Summer is a good time for that kind of stuff.\-Huh?\-That chick just took a picture. -Huh? response:	-That chick just took a picture.
context: Shu, you win the award for Best Reaction.\Oh, it's just you, Miyamura! You cut your hair.\Changing things up for summer?\Yeah, thanks.\Summer is a good time for that kind of stuff.\-Huh?\-That chick just took a picture. -Huh?\-That chick just took a picture. response:	I'll text it to you!
context: Oh, it's just you, Miyamura! You cut your hair.\Changing things up for summer?\Yeah, thanks.\Summer is a good time for that kind of stuff.\-Huh?\-That chick just took a picture. -Huh?\-That chick just took a picture.\I'll text it to you! response:	Ugh, that's so gross.
context: Changing things up for summer?\Yeah, thanks.\Summer is a good time for that kind of stuff.\-Huh?\-That chick just took a picture. -Huh?\-That chick just took a picture.\I'll text it to you!\Ugh, that's so gross. response:	Hey, Hori-
context: Yeah, thanks.\Summer is a good time for that kind of stuff.\-Huh?\-That chick just took a picture. -Huh?\-That chick just took a picture.\I'll text it to you!\Ugh, that's so gross.\Hey, Hori- response:	C'mon, don't try to outdo them!
context: Summer is a good time for that kind of stuff.\-Huh?\-That chick just took a picture. -Huh?\-That chick just took a picture.\I'll text it to you!\Ugh, that's so gross.\Hey, Hori-\C'mon, don't try to outdo them! response:	Dad! Dad, check out his hair!
context: -Huh?\-That chick just took a picture. -Huh?\-That chick just took a picture.\I'll text it to you!\Ugh, that's so gross.\Hey, Hori-\C'mon, don't try to outdo them!\Dad! Dad, check out his hair! response:	Thanks for havi-
context: -That chick just took a picture. -Huh?\-That chick just took a picture.\I'll text it to you!\Ugh, that's so gross.\Hey, Hori-\C'mon, don't try to outdo them!\Dad! Dad, check out his hair!\Thanks for havi- response:	Who the hell are you?
context: -That chick just took a picture.\I'll text it to you!\Ugh, that's so gross.\Hey, Hori-\C'mon, don't try to outdo them!\Dad! Dad, check out his hair!\Thanks for havi-\Who the hell are you? response:	You're can't recognize your best buddy after a haircut?
context: I'll text it to you!\Ugh, that's so gross.\Hey, Hori-\C'mon, don't try to outdo them!\Dad! Dad, check out his hair!\Thanks for havi-\Who the hell are you?\You're can't recognize your best buddy after a haircut? response:	Whoa, Miyamura-kun?! What a transformation!
context: Ugh, that's so gross.\Hey, Hori-\C'mon, don't try to outdo them!\Dad! Dad, check out his hair!\Thanks for havi-\Who the hell are you?\You're can't recognize your best buddy after a haircut?\Whoa, Miyamura-kun?! What a transformation! response:	Did you get dumped or something?! Chin up, man!
context: Hey, Hori-\C'mon, don't try to outdo them!\Dad! Dad, check out his hair!\Thanks for havi-\Who the hell are you?\You're can't recognize your best buddy after a haircut?\Whoa, Miyamura-kun?! What a transformation!\Did you get dumped or something?! Chin up, man! response:	If I'd dumped him, I wouldn't bring him over!
context: C'mon, don't try to outdo them!\Dad! Dad, check out his hair!\Thanks for havi-\Who the hell are you?\You're can't recognize your best buddy after a haircut?\Whoa, Miyamura-kun?! What a transformation!\Did you get dumped or something?! Chin up, man!\If I'd dumped him, I wouldn't bring him over! response:	Shindo
context: Dad! Dad, check out his hair!\Thanks for havi-\Who the hell are you?\You're can't recognize your best buddy after a haircut?\Whoa, Miyamura-kun?! What a transformation!\Did you get dumped or something?! Chin up, man!\If I'd dumped him, I wouldn't bring him over!\Shindo response:	Who's that?
context: Thanks for havi-\Who the hell are you?\You're can't recognize your best buddy after a haircut?\Whoa, Miyamura-kun?! What a transformation!\Did you get dumped or something?! Chin up, man!\If I'd dumped him, I wouldn't bring him over!\Shindo\Who's that? response:	Another girl?
context: Who the hell are you?\You're can't recognize your best buddy after a haircut?\Whoa, Miyamura-kun?! What a transformation!\Did you get dumped or something?! Chin up, man!\If I'd dumped him, I wouldn't bring him over!\Shindo\Who's that?\Another girl? response:	No, a friend of mine...
context: You're can't recognize your best buddy after a haircut?\Whoa, Miyamura-kun?! What a transformation!\Did you get dumped or something?! Chin up, man!\If I'd dumped him, I wouldn't bring him over!\Shindo\Who's that?\Another girl?\No, a friend of mine... response:	What do you want?
context: Whoa, Miyamura-kun?! What a transformation!\Did you get dumped or something?! Chin up, man!\If I'd dumped him, I wouldn't bring him over!\Shindo\Who's that?\Another girl?\No, a friend of mine...\What do you want? response:	Candy?
context: Did you get dumped or something?! Chin up, man!\If I'd dumped him, I wouldn't bring him over!\Shindo\Who's that?\Another girl?\No, a friend of mine...\What do you want?\Candy? response:	Citrus
context: If I'd dumped him, I wouldn't bring him over!\Shindo\Who's that?\Another girl?\No, a friend of mine...\What do you want?\Candy?\Citrus response:	Whoa, there...
context: Shindo\Who's that?\Another girl?\No, a friend of mine...\What do you want?\Candy?\Citrus\Whoa, there... response:	Sorry we're late.
context: Who's that?\Another girl?\No, a friend of mine...\What do you want?\Candy?\Citrus\Whoa, there...\Sorry we're late. response:	What're you doing?
context: Another girl?\No, a friend of mine...\What do you want?\Candy?\Citrus\Whoa, there...\Sorry we're late.\What're you doing? response:	What's wrong with you?!
context: No, a friend of mine...\What do you want?\Candy?\Citrus\Whoa, there...\Sorry we're late.\What're you doing?\What's wrong with you?! response:	Miyamura! You've, you've...
context: What do you want?\Candy?\Citrus\Whoa, there...\Sorry we're late.\What're you doing?\What's wrong with you?!\Miyamura! You've, you've... response:	My Miyamura
context: Candy?\Citrus\Whoa, there...\Sorry we're late.\What're you doing?\What's wrong with you?!\Miyamura! You've, you've...\My Miyamura response:	Miyamura! You've, you've...
context: Citrus\Whoa, there...\Sorry we're late.\What're you doing?\What's wrong with you?!\Miyamura! You've, you've...\My Miyamura\Miyamura! You've, you've... response:	My Miyamura
context: Whoa, there...\Sorry we're late.\What're you doing?\What's wrong with you?!\Miyamura! You've, you've...\My Miyamura\Miyamura! You've, you've...\My Miyamura response:	My sweet, precious Miyamura! He's gone, gone forever!
context: Sorry we're late.\What're you doing?\What's wrong with you?!\Miyamura! You've, you've...\My Miyamura\Miyamura! You've, you've...\My Miyamura\My sweet, precious Miyamura! He's gone, gone forever! response:	My sweet, precious Miyamura! He's gone, gone forever!
context: What're you doing?\What's wrong with you?!\Miyamura! You've, you've...\My Miyamura\Miyamura! You've, you've...\My Miyamura\My sweet, precious Miyamura! He's gone, gone forever!\My sweet, precious Miyamura! He's gone, gone forever! response:	I don't belong to you.
context: What's wrong with you?!\Miyamura! You've, you've...\My Miyamura\Miyamura! You've, you've...\My Miyamura\My sweet, precious Miyamura! He's gone, gone forever!\My sweet, precious Miyamura! He's gone, gone forever!\I don't belong to you. response:	C'mon, Shindo-kun, his hair'll grow back.
context: Miyamura! You've, you've...\My Miyamura\Miyamura! You've, you've...\My Miyamura\My sweet, precious Miyamura! He's gone, gone forever!\My sweet, precious Miyamura! He's gone, gone forever!\I don't belong to you.\C'mon, Shindo-kun, his hair'll grow back. response:	Durian
context: My Miyamura\Miyamura! You've, you've...\My Miyamura\My sweet, precious Miyamura! He's gone, gone forever!\My sweet, precious Miyamura! He's gone, gone forever!\I don't belong to you.\C'mon, Shindo-kun, his hair'll grow back.\Durian response:	C'mon, Shindo-kun, his hair'll grow back.
context: Miyamura! You've, you've...\My Miyamura\My sweet, precious Miyamura! He's gone, gone forever!\My sweet, precious Miyamura! He's gone, gone forever!\I don't belong to you.\C'mon, Shindo-kun, his hair'll grow back.\Durian\C'mon, Shindo-kun, his hair'll grow back. response:	Durian
context: My Miyamura\My sweet, precious Miyamura! He's gone, gone forever!\My sweet, precious Miyamura! He's gone, gone forever!\I don't belong to you.\C'mon, Shindo-kun, his hair'll grow back.\Durian\C'mon, Shindo-kun, his hair'll grow back.\Durian response:	Damn, this is a huge bag. Is it all just candy?
context: My sweet, precious Miyamura! He's gone, gone forever!\My sweet, precious Miyamura! He's gone, gone forever!\I don't belong to you.\C'mon, Shindo-kun, his hair'll grow back.\Durian\C'mon, Shindo-kun, his hair'll grow back.\Durian\Damn, this is a huge bag. Is it all just candy? response:	Damn, this is a huge bag. Is it all just candy?
context: My sweet, precious Miyamura! He's gone, gone forever!\I don't belong to you.\C'mon, Shindo-kun, his hair'll grow back.\Durian\C'mon, Shindo-kun, his hair'll grow back.\Durian\Damn, this is a huge bag. Is it all just candy?\Damn, this is a huge bag. Is it all just candy? response:	Yeah. I won an online contest.
context: I don't belong to you.\C'mon, Shindo-kun, his hair'll grow back.\Durian\C'mon, Shindo-kun, his hair'll grow back.\Durian\Damn, this is a huge bag. Is it all just candy?\Damn, this is a huge bag. Is it all just candy?\Yeah. I won an online contest. response:	I gave a bunch out to people in my class already.
context: C'mon, Shindo-kun, his hair'll grow back.\Durian\C'mon, Shindo-kun, his hair'll grow back.\Durian\Damn, this is a huge bag. Is it all just candy?\Damn, this is a huge bag. Is it all just candy?\Yeah. I won an online contest.\I gave a bunch out to people in my class already. response:	Hori-san, what flavor do you like?
context: Durian\C'mon, Shindo-kun, his hair'll grow back.\Durian\Damn, this is a huge bag. Is it all just candy?\Damn, this is a huge bag. Is it all just candy?\Yeah. I won an online contest.\I gave a bunch out to people in my class already.\Hori-san, what flavor do you like? response:	I'll take whatever.
context: C'mon, Shindo-kun, his hair'll grow back.\Durian\Damn, this is a huge bag. Is it all just candy?\Damn, this is a huge bag. Is it all just candy?\Yeah. I won an online contest.\I gave a bunch out to people in my class already.\Hori-san, what flavor do you like?\I'll take whatever. response:	I've got pomegranate and fig.
context: Durian\Damn, this is a huge bag. Is it all just candy?\Damn, this is a huge bag. Is it all just candy?\Yeah. I won an online contest.\I gave a bunch out to people in my class already.\Hori-san, what flavor do you like?\I'll take whatever.\I've got pomegranate and fig. response:	Do you have any strawberry?
context: Damn, this is a huge bag. Is it all just candy?\Damn, this is a huge bag. Is it all just candy?\Yeah. I won an online contest.\I gave a bunch out to people in my class already.\Hori-san, what flavor do you like?\I'll take whatever.\I've got pomegranate and fig.\Do you have any strawberry? response:	No, Chika took all the normal flavors with her.
context: Damn, this is a huge bag. Is it all just candy?\Yeah. I won an online contest.\I gave a bunch out to people in my class already.\Hori-san, what flavor do you like?\I'll take whatever.\I've got pomegranate and fig.\Do you have any strawberry?\No, Chika took all the normal flavors with her. response:	So now you've just got the weird ones.
context: Yeah. I won an online contest.\I gave a bunch out to people in my class already.\Hori-san, what flavor do you like?\I'll take whatever.\I've got pomegranate and fig.\Do you have any strawberry?\No, Chika took all the normal flavors with her.\So now you've just got the weird ones. response:	Which flavor is that one, Hori-san?
context: I gave a bunch out to people in my class already.\Hori-san, what flavor do you like?\I'll take whatever.\I've got pomegranate and fig.\Do you have any strawberry?\No, Chika took all the normal flavors with her.\So now you've just got the weird ones.\Which flavor is that one, Hori-san? response:	Let's see...
context: Hori-san, what flavor do you like?\I'll take whatever.\I've got pomegranate and fig.\Do you have any strawberry?\No, Chika took all the normal flavors with her.\So now you've just got the weird ones.\Which flavor is that one, Hori-san?\Let's see... response:	Cheese?
context: I'll take whatever.\I've got pomegranate and fig.\Do you have any strawberry?\No, Chika took all the normal flavors with her.\So now you've just got the weird ones.\Which flavor is that one, Hori-san?\Let's see...\Cheese? response:	Cheese? You don't like cheese, right, Shindo?
context: I've got pomegranate and fig.\Do you have any strawberry?\No, Chika took all the normal flavors with her.\So now you've just got the weird ones.\Which flavor is that one, Hori-san?\Let's see...\Cheese?\Cheese? You don't like cheese, right, Shindo? response:	Hell no. I'd rather throw my wallet in a ditch than choke down cheese.
context: Do you have any strawberry?\No, Chika took all the normal flavors with her.\So now you've just got the weird ones.\Which flavor is that one, Hori-san?\Let's see...\Cheese?\Cheese? You don't like cheese, right, Shindo?\Hell no. I'd rather throw my wallet in a ditch than choke down cheese. response:	Right.
context: No, Chika took all the normal flavors with her.\So now you've just got the weird ones.\Which flavor is that one, Hori-san?\Let's see...\Cheese?\Cheese? You don't like cheese, right, Shindo?\Hell no. I'd rather throw my wallet in a ditch than choke down cheese.\Right. response:	Say, ahh.
context: So now you've just got the weird ones.\Which flavor is that one, Hori-san?\Let's see...\Cheese?\Cheese? You don't like cheese, right, Shindo?\Hell no. I'd rather throw my wallet in a ditch than choke down cheese.\Right.\Say, ahh. response:	Miyamura's feeding me candy!
context: Which flavor is that one, Hori-san?\Let's see...\Cheese?\Cheese? You don't like cheese, right, Shindo?\Hell no. I'd rather throw my wallet in a ditch than choke down cheese.\Right.\Say, ahh.\Miyamura's feeding me candy! response:	This may never happen again!
context: Let's see...\Cheese?\Cheese? You don't like cheese, right, Shindo?\Hell no. I'd rather throw my wallet in a ditch than choke down cheese.\Right.\Say, ahh.\Miyamura's feeding me candy!\This may never happen again! response:	But it's cheese flavor... Cheese flavor!
context: Cheese?\Cheese? You don't like cheese, right, Shindo?\Hell no. I'd rather throw my wallet in a ditch than choke down cheese.\Right.\Say, ahh.\Miyamura's feeding me candy!\This may never happen again!\But it's cheese flavor... Cheese flavor! response:	Are these guys really friends?
context: Cheese? You don't like cheese, right, Shindo?\Hell no. I'd rather throw my wallet in a ditch than choke down cheese.\Right.\Say, ahh.\Miyamura's feeding me candy!\This may never happen again!\But it's cheese flavor... Cheese flavor!\Are these guys really friends? response:	Is it good?
context: Hell no. I'd rather throw my wallet in a ditch than choke down cheese.\Right.\Say, ahh.\Miyamura's feeding me candy!\This may never happen again!\But it's cheese flavor... Cheese flavor!\Are these guys really friends?\Is it good? response:	You know it's not, asshole!
context: Right.\Say, ahh.\Miyamura's feeding me candy!\This may never happen again!\But it's cheese flavor... Cheese flavor!\Are these guys really friends?\Is it good?\You know it's not, asshole! response:	You big meanie!
context: Say, ahh.\Miyamura's feeding me candy!\This may never happen again!\But it's cheese flavor... Cheese flavor!\Are these guys really friends?\Is it good?\You know it's not, asshole!\You big meanie! response:	Which flavor's that one?
context: Miyamura's feeding me candy!\This may never happen again!\But it's cheese flavor... Cheese flavor!\Are these guys really friends?\Is it good?\You know it's not, asshole!\You big meanie!\Which flavor's that one? response:	Huh? Uh, clay?
context: This may never happen again!\But it's cheese flavor... Cheese flavor!\Are these guys really friends?\Is it good?\You know it's not, asshole!\You big meanie!\Which flavor's that one?\Huh? Uh, clay? response:	Clay?!
context: But it's cheese flavor... Cheese flavor!\Are these guys really friends?\Is it good?\You know it's not, asshole!\You big meanie!\Which flavor's that one?\Huh? Uh, clay?\Clay?! response:	It's really bitter.
context: Are these guys really friends?\Is it good?\You know it's not, asshole!\You big meanie!\Which flavor's that one?\Huh? Uh, clay?\Clay?!\It's really bitter. response:	Huh?
context: Is it good?\You know it's not, asshole!\You big meanie!\Which flavor's that one?\Huh? Uh, clay?\Clay?!\It's really bitter.\Huh? response:	Miyamura, could you get me some water?
context: You know it's not, asshole!\You big meanie!\Which flavor's that one?\Huh? Uh, clay?\Clay?!\It's really bitter.\Huh?\Miyamura, could you get me some water? response:	You're such a pain.
context: You big meanie!\Which flavor's that one?\Huh? Uh, clay?\Clay?!\It's really bitter.\Huh?\Miyamura, could you get me some water?\You're such a pain. response:	Hey! You're the one who made me eat it!
context: Which flavor's that one?\Huh? Uh, clay?\Clay?!\It's really bitter.\Huh?\Miyamura, could you get me some water?\You're such a pain.\Hey! You're the one who made me eat it! response:	What's up, Hori-san?
context: Huh? Uh, clay?\Clay?!\It's really bitter.\Huh?\Miyamura, could you get me some water?\You're such a pain.\Hey! You're the one who made me eat it!\What's up, Hori-san? response:	He stole my candy.
context: Clay?!\It's really bitter.\Huh?\Miyamura, could you get me some water?\You're such a pain.\Hey! You're the one who made me eat it!\What's up, Hori-san?\He stole my candy. response:	Aww, what flavor was it? I have a bunch more.
context: It's really bitter.\Huh?\Miyamura, could you get me some water?\You're such a pain.\Hey! You're the one who made me eat it!\What's up, Hori-san?\He stole my candy.\Aww, what flavor was it? I have a bunch more. response:	I-I'm good, thanks!
context: Huh?\Miyamura, could you get me some water?\You're such a pain.\Hey! You're the one who made me eat it!\What's up, Hori-san?\He stole my candy.\Aww, what flavor was it? I have a bunch more.\I-I'm good, thanks! response:	Okay, then you should give this flavor a try!
context: Miyamura, could you get me some water?\You're such a pain.\Hey! You're the one who made me eat it!\What's up, Hori-san?\He stole my candy.\Aww, what flavor was it? I have a bunch more.\I-I'm good, thanks!\Okay, then you should give this flavor a try! response:	She's right. It tastes like clay.
context: You're such a pain.\Hey! You're the one who made me eat it!\What's up, Hori-san?\He stole my candy.\Aww, what flavor was it? I have a bunch more.\I-I'm good, thanks!\Okay, then you should give this flavor a try!\She's right. It tastes like clay. response:	The girls've stopped coming around to bother you.
context: Hey! You're the one who made me eat it!\What's up, Hori-san?\He stole my candy.\Aww, what flavor was it? I have a bunch more.\I-I'm good, thanks!\Okay, then you should give this flavor a try!\She's right. It tastes like clay.\The girls've stopped coming around to bother you. response:	Guess the novelty wore off.
context: What's up, Hori-san?\He stole my candy.\Aww, what flavor was it? I have a bunch more.\I-I'm good, thanks!\Okay, then you should give this flavor a try!\She's right. It tastes like clay.\The girls've stopped coming around to bother you.\Guess the novelty wore off. response:	Honestly, it's a big relief...
context: He stole my candy.\Aww, what flavor was it? I have a bunch more.\I-I'm good, thanks!\Okay, then you should give this flavor a try!\She's right. It tastes like clay.\The girls've stopped coming around to bother you.\Guess the novelty wore off.\Honestly, it's a big relief... response:	What the...? Do you know her?
context: Aww, what flavor was it? I have a bunch more.\I-I'm good, thanks!\Okay, then you should give this flavor a try!\She's right. It tastes like clay.\The girls've stopped coming around to bother you.\Guess the novelty wore off.\Honestly, it's a big relief...\What the...? Do you know her? response:	No, I don't think I do.
context: I-I'm good, thanks!\Okay, then you should give this flavor a try!\She's right. It tastes like clay.\The girls've stopped coming around to bother you.\Guess the novelty wore off.\Honestly, it's a big relief...\What the...? Do you know her?\No, I don't think I do. response:	Why was she glaring at me?
context: Okay, then you should give this flavor a try!\She's right. It tastes like clay.\The girls've stopped coming around to bother you.\Guess the novelty wore off.\Honestly, it's a big relief...\What the...? Do you know her?\No, I don't think I do.\Why was she glaring at me? response:	Why was she glaring at you?
context: She's right. It tastes like clay.\The girls've stopped coming around to bother you.\Guess the novelty wore off.\Honestly, it's a big relief...\What the...? Do you know her?\No, I don't think I do.\Why was she glaring at me?\Why was she glaring at you? response:	No idea.
context: The girls've stopped coming around to bother you.\Guess the novelty wore off.\Honestly, it's a big relief...\What the...? Do you know her?\No, I don't think I do.\Why was she glaring at me?\Why was she glaring at you?\No idea. response:	We were watching TV when it came on out of nowhere! We were so freaked...
context: Guess the novelty wore off.\Honestly, it's a big relief...\What the...? Do you know her?\No, I don't think I do.\Why was she glaring at me?\Why was she glaring at you?\No idea.\We were watching TV when it came on out of nowhere! We were so freaked... response:	What's up, Hori?
context: Honestly, it's a big relief...\What the...? Do you know her?\No, I don't think I do.\Why was she glaring at me?\Why was she glaring at you?\No idea.\We were watching TV when it came on out of nowhere! We were so freaked...\What's up, Hori? response:	Oh, nothing, just...
context: What the...? Do you know her?\No, I don't think I do.\Why was she glaring at me?\Why was she glaring at you?\No idea.\We were watching TV when it came on out of nowhere! We were so freaked...\What's up, Hori?\Oh, nothing, just... response:	Hori-senpai!
context: No, I don't think I do.\Why was she glaring at me?\Why was she glaring at you?\No idea.\We were watching TV when it came on out of nowhere! We were so freaked...\What's up, Hori?\Oh, nothing, just...\Hori-senpai! response:	Who're you?!
context: Why was she glaring at me?\Why was she glaring at you?\No idea.\We were watching TV when it came on out of nowhere! We were so freaked...\What's up, Hori?\Oh, nothing, just...\Hori-senpai!\Who're you?! response:	Are you Miyamura-senpai's girlfriend?
context: Why was she glaring at you?\No idea.\We were watching TV when it came on out of nowhere! We were so freaked...\What's up, Hori?\Oh, nothing, just...\Hori-senpai!\Who're you?!\Are you Miyamura-senpai's girlfriend? response:	Well, yeah.
context: No idea.\We were watching TV when it came on out of nowhere! We were so freaked...\What's up, Hori?\Oh, nothing, just...\Hori-senpai!\Who're you?!\Are you Miyamura-senpai's girlfriend?\Well, yeah. response:	And?
context: We were watching TV when it came on out of nowhere! We were so freaked...\What's up, Hori?\Oh, nothing, just...\Hori-senpai!\Who're you?!\Are you Miyamura-senpai's girlfriend?\Well, yeah.\And? response:	Sorry to bother you!
context: What's up, Hori?\Oh, nothing, just...\Hori-senpai!\Who're you?!\Are you Miyamura-senpai's girlfriend?\Well, yeah.\And?\Sorry to bother you! response:	Okay, she's really freaking me out here!
context: Oh, nothing, just...\Hori-senpai!\Who're you?!\Are you Miyamura-senpai's girlfriend?\Well, yeah.\And?\Sorry to bother you!\Okay, she's really freaking me out here! response:	Hey.
context: Hori-senpai!\Who're you?!\Are you Miyamura-senpai's girlfriend?\Well, yeah.\And?\Sorry to bother you!\Okay, she's really freaking me out here!\Hey. response:	So, uh...
