context: - Ryuko! response:	Are you all right?!
context: NONUPLE-MOUNT EMERGENCY RESCUE SUCTION DEVICE\You!\You're Hakodate of the Tennis Club...\TENNIS CLUB PRESIDENT OMIKO HAKODATE\BOXING CLUB PRESIDENT TAKAHARU FUKURODA\KUSANOSUKE YAGURUMA\And there's more!\TATAMU OTTE response:	AIZENBO FUGUHARA MAIMU OKURAHAMA
context: You!\You're Hakodate of the Tennis Club...\TENNIS CLUB PRESIDENT OMIKO HAKODATE\BOXING CLUB PRESIDENT TAKAHARU FUKURODA\KUSANOSUKE YAGURUMA\And there's more!\TATAMU OTTE\AIZENBO FUGUHARA MAIMU OKURAHAMA response:	FORMER ACROBATICS CLUB
context: You're Hakodate of the Tennis Club...\TENNIS CLUB PRESIDENT OMIKO HAKODATE\BOXING CLUB PRESIDENT TAKAHARU FUKURODA\KUSANOSUKE YAGURUMA\And there's more!\TATAMU OTTE\AIZENBO FUGUHARA MAIMU OKURAHAMA\FORMER ACROBATICS CLUB response:	Medics!
context: TENNIS CLUB PRESIDENT OMIKO HAKODATE\BOXING CLUB PRESIDENT TAKAHARU FUKURODA\KUSANOSUKE YAGURUMA\And there's more!\TATAMU OTTE\AIZENBO FUGUHARA MAIMU OKURAHAMA\FORMER ACROBATICS CLUB\Medics! response:	Yes, ma'am!
context: BOXING CLUB PRESIDENT TAKAHARU FUKURODA\KUSANOSUKE YAGURUMA\And there's more!\TATAMU OTTE\AIZENBO FUGUHARA MAIMU OKURAHAMA\FORMER ACROBATICS CLUB\Medics!\Yes, ma'am! response:	Tend to the students who have been extracted!
context: KUSANOSUKE YAGURUMA\And there's more!\TATAMU OTTE\AIZENBO FUGUHARA MAIMU OKURAHAMA\FORMER ACROBATICS CLUB\Medics!\Yes, ma'am!\Tend to the students who have been extracted! response:	On it!
context: And there's more!\TATAMU OTTE\AIZENBO FUGUHARA MAIMU OKURAHAMA\FORMER ACROBATICS CLUB\Medics!\Yes, ma'am!\Tend to the students who have been extracted!\On it! response:	All right, Mankanshoku family, let's help people for a change!
context: TATAMU OTTE\AIZENBO FUGUHARA MAIMU OKURAHAMA\FORMER ACROBATICS CLUB\Medics!\Yes, ma'am!\Tend to the students who have been extracted!\On it!\All right, Mankanshoku family, let's help people for a change! response:	If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...
context: AIZENBO FUGUHARA MAIMU OKURAHAMA\FORMER ACROBATICS CLUB\Medics!\Yes, ma'am!\Tend to the students who have been extracted!\On it!\All right, Mankanshoku family, let's help people for a change!\If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it... response:	Mataro! That's enough of that!
context: FORMER ACROBATICS CLUB\Medics!\Yes, ma'am!\Tend to the students who have been extracted!\On it!\All right, Mankanshoku family, let's help people for a change!\If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...\Mataro! That's enough of that! response:	Ow! I'll do it, I'll do it, I'll work seriously!
context: Medics!\Yes, ma'am!\Tend to the students who have been extracted!\On it!\All right, Mankanshoku family, let's help people for a change!\If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...\Mataro! That's enough of that!\Ow! I'll do it, I'll do it, I'll work seriously! response:	Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!
context: Yes, ma'am!\Tend to the students who have been extracted!\On it!\All right, Mankanshoku family, let's help people for a change!\If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...\Mataro! That's enough of that!\Ow! I'll do it, I'll do it, I'll work seriously!\Sewing Club, collect the Life Fibers! Bring them to the lab ASAP! response:	Collection complete.
context: Tend to the students who have been extracted!\On it!\All right, Mankanshoku family, let's help people for a change!\If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...\Mataro! That's enough of that!\Ow! I'll do it, I'll do it, I'll work seriously!\Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!\Collection complete. response:	Let me out!
context: On it!\All right, Mankanshoku family, let's help people for a change!\If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...\Mataro! That's enough of that!\Ow! I'll do it, I'll do it, I'll work seriously!\Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!\Collection complete.\Let me out! response:	Who asked you for help?!
context: All right, Mankanshoku family, let's help people for a change!\If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...\Mataro! That's enough of that!\Ow! I'll do it, I'll do it, I'll work seriously!\Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!\Collection complete.\Let me out!\Who asked you for help?! response:	I haven't been beaten yet!
context: If they're buck-nekkid, they've got nothing to steal, so I'm just not feeling it...\Mataro! That's enough of that!\Ow! I'll do it, I'll do it, I'll work seriously!\Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!\Collection complete.\Let me out!\Who asked you for help?!\I haven't been beaten yet! response:	Please calm yourself, Grand Couturier.
context: Mataro! That's enough of that!\Ow! I'll do it, I'll do it, I'll work seriously!\Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!\Collection complete.\Let me out!\Who asked you for help?!\I haven't been beaten yet!\Please calm yourself, Grand Couturier. response:	What can you possibly do in your condition?
context: Ow! I'll do it, I'll do it, I'll work seriously!\Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!\Collection complete.\Let me out!\Who asked you for help?!\I haven't been beaten yet!\Please calm yourself, Grand Couturier.\What can you possibly do in your condition? response:	Surely the task you must see to right now is the completion of Shinra-Koketsu.
context: Sewing Club, collect the Life Fibers! Bring them to the lab ASAP!\Collection complete.\Let me out!\Who asked you for help?!\I haven't been beaten yet!\Please calm yourself, Grand Couturier.\What can you possibly do in your condition?\Surely the task you must see to right now is the completion of Shinra-Koketsu. response:	How do you intend to apologize to Lady Ragyo for this fiasco,
context: Collection complete.\Let me out!\Who asked you for help?!\I haven't been beaten yet!\Please calm yourself, Grand Couturier.\What can you possibly do in your condition?\Surely the task you must see to right now is the completion of Shinra-Koketsu.\How do you intend to apologize to Lady Ragyo for this fiasco, response:	losing both arms in a battle you did not need to fight?
context: Let me out!\Who asked you for help?!\I haven't been beaten yet!\Please calm yourself, Grand Couturier.\What can you possibly do in your condition?\Surely the task you must see to right now is the completion of Shinra-Koketsu.\How do you intend to apologize to Lady Ragyo for this fiasco,\losing both arms in a battle you did not need to fight? response:	Me? Apologize? As if.
context: Who asked you for help?!\I haven't been beaten yet!\Please calm yourself, Grand Couturier.\What can you possibly do in your condition?\Surely the task you must see to right now is the completion of Shinra-Koketsu.\How do you intend to apologize to Lady Ragyo for this fiasco,\losing both arms in a battle you did not need to fight?\Me? Apologize? As if. response:	Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!
context: I haven't been beaten yet!\Please calm yourself, Grand Couturier.\What can you possibly do in your condition?\Surely the task you must see to right now is the completion of Shinra-Koketsu.\How do you intend to apologize to Lady Ragyo for this fiasco,\losing both arms in a battle you did not need to fight?\Me? Apologize? As if.\Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu! response:	And after I'm done, I'll teach you what
context: Please calm yourself, Grand Couturier.\What can you possibly do in your condition?\Surely the task you must see to right now is the completion of Shinra-Koketsu.\How do you intend to apologize to Lady Ragyo for this fiasco,\losing both arms in a battle you did not need to fight?\Me? Apologize? As if.\Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!\And after I'm done, I'll teach you what response:	happens when someone mouths off to me.
context: What can you possibly do in your condition?\Surely the task you must see to right now is the completion of Shinra-Koketsu.\How do you intend to apologize to Lady Ragyo for this fiasco,\losing both arms in a battle you did not need to fight?\Me? Apologize? As if.\Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!\And after I'm done, I'll teach you what\happens when someone mouths off to me. response:	If you finish Shinra-Koketsu, what happens to me is of no concern.
context: Surely the task you must see to right now is the completion of Shinra-Koketsu.\How do you intend to apologize to Lady Ragyo for this fiasco,\losing both arms in a battle you did not need to fight?\Me? Apologize? As if.\Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!\And after I'm done, I'll teach you what\happens when someone mouths off to me.\If you finish Shinra-Koketsu, what happens to me is of no concern. response:	What shall I do with Junketsu?
context: How do you intend to apologize to Lady Ragyo for this fiasco,\losing both arms in a battle you did not need to fight?\Me? Apologize? As if.\Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!\And after I'm done, I'll teach you what\happens when someone mouths off to me.\If you finish Shinra-Koketsu, what happens to me is of no concern.\What shall I do with Junketsu? response:	Keep it in restraints for the time being.
context: losing both arms in a battle you did not need to fight?\Me? Apologize? As if.\Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!\And after I'm done, I'll teach you what\happens when someone mouths off to me.\If you finish Shinra-Koketsu, what happens to me is of no concern.\What shall I do with Junketsu?\Keep it in restraints for the time being. response:	You're not going to terminate it?
context: Me? Apologize? As if.\Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!\And after I'm done, I'll teach you what\happens when someone mouths off to me.\If you finish Shinra-Koketsu, what happens to me is of no concern.\What shall I do with Junketsu?\Keep it in restraints for the time being.\You're not going to terminate it? response:	The battle isn't over yet.
context: Hurry back to Honnouji Academy! I'll finish up Shinra-Koketsu!\And after I'm done, I'll teach you what\happens when someone mouths off to me.\If you finish Shinra-Koketsu, what happens to me is of no concern.\What shall I do with Junketsu?\Keep it in restraints for the time being.\You're not going to terminate it?\The battle isn't over yet. response:	Planning to put it on again, huh? Can you wear that monster?
context: And after I'm done, I'll teach you what\happens when someone mouths off to me.\If you finish Shinra-Koketsu, what happens to me is of no concern.\What shall I do with Junketsu?\Keep it in restraints for the time being.\You're not going to terminate it?\The battle isn't over yet.\Planning to put it on again, huh? Can you wear that monster? response:	I won't make the same mistake twice.
context: happens when someone mouths off to me.\If you finish Shinra-Koketsu, what happens to me is of no concern.\What shall I do with Junketsu?\Keep it in restraints for the time being.\You're not going to terminate it?\The battle isn't over yet.\Planning to put it on again, huh? Can you wear that monster?\I won't make the same mistake twice. response:	After you couldn't synchronize with Senketsu?
context: If you finish Shinra-Koketsu, what happens to me is of no concern.\What shall I do with Junketsu?\Keep it in restraints for the time being.\You're not going to terminate it?\The battle isn't over yet.\Planning to put it on again, huh? Can you wear that monster?\I won't make the same mistake twice.\After you couldn't synchronize with Senketsu? response:	Stop it, Ryuko. Satsuki risked her life to save you, too.
context: What shall I do with Junketsu?\Keep it in restraints for the time being.\You're not going to terminate it?\The battle isn't over yet.\Planning to put it on again, huh? Can you wear that monster?\I won't make the same mistake twice.\After you couldn't synchronize with Senketsu?\Stop it, Ryuko. Satsuki risked her life to save you, too. response:	So what if she did?
context: Keep it in restraints for the time being.\You're not going to terminate it?\The battle isn't over yet.\Planning to put it on again, huh? Can you wear that monster?\I won't make the same mistake twice.\After you couldn't synchronize with Senketsu?\Stop it, Ryuko. Satsuki risked her life to save you, too.\So what if she did? response:	That don't excuse the attitude she's given me all this time.
context: You're not going to terminate it?\The battle isn't over yet.\Planning to put it on again, huh? Can you wear that monster?\I won't make the same mistake twice.\After you couldn't synchronize with Senketsu?\Stop it, Ryuko. Satsuki risked her life to save you, too.\So what if she did?\That don't excuse the attitude she's given me all this time. response:	What do you want from me?
context: The battle isn't over yet.\Planning to put it on again, huh? Can you wear that monster?\I won't make the same mistake twice.\After you couldn't synchronize with Senketsu?\Stop it, Ryuko. Satsuki risked her life to save you, too.\So what if she did?\That don't excuse the attitude she's given me all this time.\What do you want from me? response:	Let me belt you one.
context: Planning to put it on again, huh? Can you wear that monster?\I won't make the same mistake twice.\After you couldn't synchronize with Senketsu?\Stop it, Ryuko. Satsuki risked her life to save you, too.\So what if she did?\That don't excuse the attitude she's given me all this time.\What do you want from me?\Let me belt you one. response:	Ryuko...
context: I won't make the same mistake twice.\After you couldn't synchronize with Senketsu?\Stop it, Ryuko. Satsuki risked her life to save you, too.\So what if she did?\That don't excuse the attitude she's given me all this time.\What do you want from me?\Let me belt you one.\Ryuko... response:	If I punch you without holding back and you're still on your feet,
context: After you couldn't synchronize with Senketsu?\Stop it, Ryuko. Satsuki risked her life to save you, too.\So what if she did?\That don't excuse the attitude she's given me all this time.\What do you want from me?\Let me belt you one.\Ryuko...\If I punch you without holding back and you're still on your feet, response:	I'll admit that you have the strength to fight alongside me.
context: Stop it, Ryuko. Satsuki risked her life to save you, too.\So what if she did?\That don't excuse the attitude she's given me all this time.\What do you want from me?\Let me belt you one.\Ryuko...\If I punch you without holding back and you're still on your feet,\I'll admit that you have the strength to fight alongside me. response:	Ryuko, that's crazy!
context: So what if she did?\That don't excuse the attitude she's given me all this time.\What do you want from me?\Let me belt you one.\Ryuko...\If I punch you without holding back and you're still on your feet,\I'll admit that you have the strength to fight alongside me.\Ryuko, that's crazy! response:	A bare-skinned human would die if hit by you while synchronized.
context: That don't excuse the attitude she's given me all this time.\What do you want from me?\Let me belt you one.\Ryuko...\If I punch you without holding back and you're still on your feet,\I'll admit that you have the strength to fight alongside me.\Ryuko, that's crazy!\A bare-skinned human would die if hit by you while synchronized. response:	She's no ordinary human. This is the great Satsuki Kiryuin, right?
context: What do you want from me?\Let me belt you one.\Ryuko...\If I punch you without holding back and you're still on your feet,\I'll admit that you have the strength to fight alongside me.\Ryuko, that's crazy!\A bare-skinned human would die if hit by you while synchronized.\She's no ordinary human. This is the great Satsuki Kiryuin, right? response:	Very well, strike me.
context: Let me belt you one.\Ryuko...\If I punch you without holding back and you're still on your feet,\I'll admit that you have the strength to fight alongside me.\Ryuko, that's crazy!\A bare-skinned human would die if hit by you while synchronized.\She's no ordinary human. This is the great Satsuki Kiryuin, right?\Very well, strike me. response:	We face Ragyo Kiryuin.
context: Ryuko...\If I punch you without holding back and you're still on your feet,\I'll admit that you have the strength to fight alongside me.\Ryuko, that's crazy!\A bare-skinned human would die if hit by you while synchronized.\She's no ordinary human. This is the great Satsuki Kiryuin, right?\Very well, strike me.\We face Ragyo Kiryuin. response:	If I am to fall here, I have no chance of winning this battle.
context: If I punch you without holding back and you're still on your feet,\I'll admit that you have the strength to fight alongside me.\Ryuko, that's crazy!\A bare-skinned human would die if hit by you while synchronized.\She's no ordinary human. This is the great Satsuki Kiryuin, right?\Very well, strike me.\We face Ragyo Kiryuin.\If I am to fall here, I have no chance of winning this battle. response:	I shall withstand your blow.
context: I'll admit that you have the strength to fight alongside me.\Ryuko, that's crazy!\A bare-skinned human would die if hit by you while synchronized.\She's no ordinary human. This is the great Satsuki Kiryuin, right?\Very well, strike me.\We face Ragyo Kiryuin.\If I am to fall here, I have no chance of winning this battle.\I shall withstand your blow. response:	Show me that you aren't all talk.
context: Ryuko, that's crazy!\A bare-skinned human would die if hit by you while synchronized.\She's no ordinary human. This is the great Satsuki Kiryuin, right?\Very well, strike me.\We face Ragyo Kiryuin.\If I am to fall here, I have no chance of winning this battle.\I shall withstand your blow.\Show me that you aren't all talk. response:	Here it comes.
context: A bare-skinned human would die if hit by you while synchronized.\She's no ordinary human. This is the great Satsuki Kiryuin, right?\Very well, strike me.\We face Ragyo Kiryuin.\If I am to fall here, I have no chance of winning this battle.\I shall withstand your blow.\Show me that you aren't all talk.\Here it comes. response:	Gamagoori!
context: She's no ordinary human. This is the great Satsuki Kiryuin, right?\Very well, strike me.\We face Ragyo Kiryuin.\If I am to fall here, I have no chance of winning this battle.\I shall withstand your blow.\Show me that you aren't all talk.\Here it comes.\Gamagoori! response:	Stay out of this, you bastard!
context: Very well, strike me.\We face Ragyo Kiryuin.\If I am to fall here, I have no chance of winning this battle.\I shall withstand your blow.\Show me that you aren't all talk.\Here it comes.\Gamagoori!\Stay out of this, you bastard! response:	What is it with you people?!
context: We face Ragyo Kiryuin.\If I am to fall here, I have no chance of winning this battle.\I shall withstand your blow.\Show me that you aren't all talk.\Here it comes.\Gamagoori!\Stay out of this, you bastard!\What is it with you people?! response:	Are you mocking me, Matoi?
context: If I am to fall here, I have no chance of winning this battle.\I shall withstand your blow.\Show me that you aren't all talk.\Here it comes.\Gamagoori!\Stay out of this, you bastard!\What is it with you people?!\Are you mocking me, Matoi? response:	What?!
context: I shall withstand your blow.\Show me that you aren't all talk.\Here it comes.\Gamagoori!\Stay out of this, you bastard!\What is it with you people?!\Are you mocking me, Matoi?\What?! response:	I'm asking you if you threw that punch with everything you had!
context: Show me that you aren't all talk.\Here it comes.\Gamagoori!\Stay out of this, you bastard!\What is it with you people?!\Are you mocking me, Matoi?\What?!\I'm asking you if you threw that punch with everything you had! response:	Yeah, I did!
context: Here it comes.\Gamagoori!\Stay out of this, you bastard!\What is it with you people?!\Are you mocking me, Matoi?\What?!\I'm asking you if you threw that punch with everything you had!\Yeah, I did! response:	Don't make me laugh! If that's true, why are we still alive?
context: Gamagoori!\Stay out of this, you bastard!\What is it with you people?!\Are you mocking me, Matoi?\What?!\I'm asking you if you threw that punch with everything you had!\Yeah, I did!\Don't make me laugh! If that's true, why are we still alive? response:	I thought ordinary humans would die if you hit them full-force!
context: Stay out of this, you bastard!\What is it with you people?!\Are you mocking me, Matoi?\What?!\I'm asking you if you threw that punch with everything you had!\Yeah, I did!\Don't make me laugh! If that's true, why are we still alive?\I thought ordinary humans would die if you hit them full-force! response:	You got in the way, so I pulled them!
context: What is it with you people?!\Are you mocking me, Matoi?\What?!\I'm asking you if you threw that punch with everything you had!\Yeah, I did!\Don't make me laugh! If that's true, why are we still alive?\I thought ordinary humans would die if you hit them full-force!\You got in the way, so I pulled them! response:	A likely excuse!
context: Are you mocking me, Matoi?\What?!\I'm asking you if you threw that punch with everything you had!\Yeah, I did!\Don't make me laugh! If that's true, why are we still alive?\I thought ordinary humans would die if you hit them full-force!\You got in the way, so I pulled them!\A likely excuse! response:	You pull your punches just because someone gets in the way?!
context: What?!\I'm asking you if you threw that punch with everything you had!\Yeah, I did!\Don't make me laugh! If that's true, why are we still alive?\I thought ordinary humans would die if you hit them full-force!\You got in the way, so I pulled them!\A likely excuse!\You pull your punches just because someone gets in the way?! response:	Such a woman is not worthy to punch Lady Satsuki!
context: I'm asking you if you threw that punch with everything you had!\Yeah, I did!\Don't make me laugh! If that's true, why are we still alive?\I thought ordinary humans would die if you hit them full-force!\You got in the way, so I pulled them!\A likely excuse!\You pull your punches just because someone gets in the way?!\Such a woman is not worthy to punch Lady Satsuki! response:	Don't turn this on me!
context: Yeah, I did!\Don't make me laugh! If that's true, why are we still alive?\I thought ordinary humans would die if you hit them full-force!\You got in the way, so I pulled them!\A likely excuse!\You pull your punches just because someone gets in the way?!\Such a woman is not worthy to punch Lady Satsuki!\Don't turn this on me! response:	No, our anger is directed at the right person!
context: Don't make me laugh! If that's true, why are we still alive?\I thought ordinary humans would die if you hit them full-force!\You got in the way, so I pulled them!\A likely excuse!\You pull your punches just because someone gets in the way?!\Such a woman is not worthy to punch Lady Satsuki!\Don't turn this on me!\No, our anger is directed at the right person! response:	As if we would allow a half-assed blow like that to land on Lady Satsuki!
context: I thought ordinary humans would die if you hit them full-force!\You got in the way, so I pulled them!\A likely excuse!\You pull your punches just because someone gets in the way?!\Such a woman is not worthy to punch Lady Satsuki!\Don't turn this on me!\No, our anger is directed at the right person!\As if we would allow a half-assed blow like that to land on Lady Satsuki! response:	What are you two doing?
context: You got in the way, so I pulled them!\A likely excuse!\You pull your punches just because someone gets in the way?!\Such a woman is not worthy to punch Lady Satsuki!\Don't turn this on me!\No, our anger is directed at the right person!\As if we would allow a half-assed blow like that to land on Lady Satsuki!\What are you two doing? response:	Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!
context: A likely excuse!\You pull your punches just because someone gets in the way?!\Such a woman is not worthy to punch Lady Satsuki!\Don't turn this on me!\No, our anger is directed at the right person!\As if we would allow a half-assed blow like that to land on Lady Satsuki!\What are you two doing?\Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs! response:	For her, we could be smashed or sliced off and have no regrets!
context: You pull your punches just because someone gets in the way?!\Such a woman is not worthy to punch Lady Satsuki!\Don't turn this on me!\No, our anger is directed at the right person!\As if we would allow a half-assed blow like that to land on Lady Satsuki!\What are you two doing?\Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!\For her, we could be smashed or sliced off and have no regrets! response:	However, these limbs have a
context: Such a woman is not worthy to punch Lady Satsuki!\Don't turn this on me!\No, our anger is directed at the right person!\As if we would allow a half-assed blow like that to land on Lady Satsuki!\What are you two doing?\Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!\For her, we could be smashed or sliced off and have no regrets!\However, these limbs have a response:	mind of their own, so we can be rather obstinate.
context: Don't turn this on me!\No, our anger is directed at the right person!\As if we would allow a half-assed blow like that to land on Lady Satsuki!\What are you two doing?\Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!\For her, we could be smashed or sliced off and have no regrets!\However, these limbs have a\mind of their own, so we can be rather obstinate. response:	We, the Honnouji Academy Elite Four, are
context: No, our anger is directed at the right person!\As if we would allow a half-assed blow like that to land on Lady Satsuki!\What are you two doing?\Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!\For her, we could be smashed or sliced off and have no regrets!\However, these limbs have a\mind of their own, so we can be rather obstinate.\We, the Honnouji Academy Elite Four, are response:	Lady Satsuki's irresistible spear! Her unyielding shield!
context: As if we would allow a half-assed blow like that to land on Lady Satsuki!\What are you two doing?\Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!\For her, we could be smashed or sliced off and have no regrets!\However, these limbs have a\mind of their own, so we can be rather obstinate.\We, the Honnouji Academy Elite Four, are\Lady Satsuki's irresistible spear! Her unyielding shield! response:	If you want to strike Lady Satsuki, strike us!
context: What are you two doing?\Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!\For her, we could be smashed or sliced off and have no regrets!\However, these limbs have a\mind of their own, so we can be rather obstinate.\We, the Honnouji Academy Elite Four, are\Lady Satsuki's irresistible spear! Her unyielding shield!\If you want to strike Lady Satsuki, strike us! response:	But you'll find that we don't yield easily!
context: Our face is Lady Satsuki's face! Our limbs are Lady Satsuki's limbs!\For her, we could be smashed or sliced off and have no regrets!\However, these limbs have a\mind of their own, so we can be rather obstinate.\We, the Honnouji Academy Elite Four, are\Lady Satsuki's irresistible spear! Her unyielding shield!\If you want to strike Lady Satsuki, strike us!\But you'll find that we don't yield easily! response:	What the hell is it with you people?! I don't get you at all
context: For her, we could be smashed or sliced off and have no regrets!\However, these limbs have a\mind of their own, so we can be rather obstinate.\We, the Honnouji Academy Elite Four, are\Lady Satsuki's irresistible spear! Her unyielding shield!\If you want to strike Lady Satsuki, strike us!\But you'll find that we don't yield easily!\What the hell is it with you people?! I don't get you at all response:	So you're protected by a bunch of bat-crap crazy people just like I am?
context: However, these limbs have a\mind of their own, so we can be rather obstinate.\We, the Honnouji Academy Elite Four, are\Lady Satsuki's irresistible spear! Her unyielding shield!\If you want to strike Lady Satsuki, strike us!\But you'll find that we don't yield easily!\What the hell is it with you people?! I don't get you at all\So you're protected by a bunch of bat-crap crazy people just like I am? response:	So it would seem.
context: mind of their own, so we can be rather obstinate.\We, the Honnouji Academy Elite Four, are\Lady Satsuki's irresistible spear! Her unyielding shield!\If you want to strike Lady Satsuki, strike us!\But you'll find that we don't yield easily!\What the hell is it with you people?! I don't get you at all\So you're protected by a bunch of bat-crap crazy people just like I am?\So it would seem. response:	To defeat Ragyo, I must treat all human beings as pawns.
context: We, the Honnouji Academy Elite Four, are\Lady Satsuki's irresistible spear! Her unyielding shield!\If you want to strike Lady Satsuki, strike us!\But you'll find that we don't yield easily!\What the hell is it with you people?! I don't get you at all\So you're protected by a bunch of bat-crap crazy people just like I am?\So it would seem.\To defeat Ragyo, I must treat all human beings as pawns. response:	Or so I thought. I thought the same of you.
context: Lady Satsuki's irresistible spear! Her unyielding shield!\If you want to strike Lady Satsuki, strike us!\But you'll find that we don't yield easily!\What the hell is it with you people?! I don't get you at all\So you're protected by a bunch of bat-crap crazy people just like I am?\So it would seem.\To defeat Ragyo, I must treat all human beings as pawns.\Or so I thought. I thought the same of you. response:	Ever since the day you appeared wearing Senketsu,
context: If you want to strike Lady Satsuki, strike us!\But you'll find that we don't yield easily!\What the hell is it with you people?! I don't get you at all\So you're protected by a bunch of bat-crap crazy people just like I am?\So it would seem.\To defeat Ragyo, I must treat all human beings as pawns.\Or so I thought. I thought the same of you.\Ever since the day you appeared wearing Senketsu, response:	my intent was to train you into a powerful
context: But you'll find that we don't yield easily!\What the hell is it with you people?! I don't get you at all\So you're protected by a bunch of bat-crap crazy people just like I am?\So it would seem.\To defeat Ragyo, I must treat all human beings as pawns.\Or so I thought. I thought the same of you.\Ever since the day you appeared wearing Senketsu,\my intent was to train you into a powerful response:	asset to turn against Ragyo and her people.
context: What the hell is it with you people?! I don't get you at all\So you're protected by a bunch of bat-crap crazy people just like I am?\So it would seem.\To defeat Ragyo, I must treat all human beings as pawns.\Or so I thought. I thought the same of you.\Ever since the day you appeared wearing Senketsu,\my intent was to train you into a powerful\asset to turn against Ragyo and her people. response:	I made you believe I was your father's killer to get you
context: So you're protected by a bunch of bat-crap crazy people just like I am?\So it would seem.\To defeat Ragyo, I must treat all human beings as pawns.\Or so I thought. I thought the same of you.\Ever since the day you appeared wearing Senketsu,\my intent was to train you into a powerful\asset to turn against Ragyo and her people.\I made you believe I was your father's killer to get you response:	to come after me and gauged your and Senketsu's power.
context: So it would seem.\To defeat Ragyo, I must treat all human beings as pawns.\Or so I thought. I thought the same of you.\Ever since the day you appeared wearing Senketsu,\my intent was to train you into a powerful\asset to turn against Ragyo and her people.\I made you believe I was your father's killer to get you\to come after me and gauged your and Senketsu's power. response:	If you could hold on to your free will without
context: To defeat Ragyo, I must treat all human beings as pawns.\Or so I thought. I thought the same of you.\Ever since the day you appeared wearing Senketsu,\my intent was to train you into a powerful\asset to turn against Ragyo and her people.\I made you believe I was your father's killer to get you\to come after me and gauged your and Senketsu's power.\If you could hold on to your free will without response:	being swallowed up by the Kamui,
context: Or so I thought. I thought the same of you.\Ever since the day you appeared wearing Senketsu,\my intent was to train you into a powerful\asset to turn against Ragyo and her people.\I made you believe I was your father's killer to get you\to come after me and gauged your and Senketsu's power.\If you could hold on to your free will without\being swallowed up by the Kamui, response:	you would surely prove useful when it was time for the coup against Ragyo.
context: Ever since the day you appeared wearing Senketsu,\my intent was to train you into a powerful\asset to turn against Ragyo and her people.\I made you believe I was your father's killer to get you\to come after me and gauged your and Senketsu's power.\If you could hold on to your free will without\being swallowed up by the Kamui,\you would surely prove useful when it was time for the coup against Ragyo. response:	I believed I could manipulate you and use you
context: my intent was to train you into a powerful\asset to turn against Ragyo and her people.\I made you believe I was your father's killer to get you\to come after me and gauged your and Senketsu's power.\If you could hold on to your free will without\being swallowed up by the Kamui,\you would surely prove useful when it was time for the coup against Ragyo.\I believed I could manipulate you and use you response:	as an asset against Ragyo even without telling you the truth.
context: asset to turn against Ragyo and her people.\I made you believe I was your father's killer to get you\to come after me and gauged your and Senketsu's power.\If you could hold on to your free will without\being swallowed up by the Kamui,\you would surely prove useful when it was time for the coup against Ragyo.\I believed I could manipulate you and use you\as an asset against Ragyo even without telling you the truth. response:	You bitch...
context: I made you believe I was your father's killer to get you\to come after me and gauged your and Senketsu's power.\If you could hold on to your free will without\being swallowed up by the Kamui,\you would surely prove useful when it was time for the coup against Ragyo.\I believed I could manipulate you and use you\as an asset against Ragyo even without telling you the truth.\You bitch... response:	However, that was a grave mistake.
context: to come after me and gauged your and Senketsu's power.\If you could hold on to your free will without\being swallowed up by the Kamui,\you would surely prove useful when it was time for the coup against Ragyo.\I believed I could manipulate you and use you\as an asset against Ragyo even without telling you the truth.\You bitch...\However, that was a grave mistake. response:	In the end, I was employing the same methods as Ragyo.
