context: 'Hey, hey.' response:	This fish over here is cute.
context: 'Earth, water, fire, and wind'\Those are very difficult to use.\Above that, Watery is an attack magic card.\She is very aggressive.\The cards you have are\'Windy, Fly, and Shadow.'\That won't be able to do it.\Even if response:	You use another high level magic like Windy
context: Those are very difficult to use.\Above that, Watery is an attack magic card.\She is very aggressive.\The cards you have are\'Windy, Fly, and Shadow.'\That won't be able to do it.\Even if\You use another high level magic like Windy response:	You can't beat Watery.
context: Above that, Watery is an attack magic card.\She is very aggressive.\The cards you have are\'Windy, Fly, and Shadow.'\That won't be able to do it.\Even if\You use another high level magic like Windy\You can't beat Watery. response:	Windy is just too kind.
context: She is very aggressive.\The cards you have are\'Windy, Fly, and Shadow.'\That won't be able to do it.\Even if\You use another high level magic like Windy\You can't beat Watery.\Windy is just too kind. response:	Windy.
context: The cards you have are\'Windy, Fly, and Shadow.'\That won't be able to do it.\Even if\You use another high level magic like Windy\You can't beat Watery.\Windy is just too kind.\Windy. response:	Shadow.
context: 'Windy, Fly, and Shadow.'\That won't be able to do it.\Even if\You use another high level magic like Windy\You can't beat Watery.\Windy is just too kind.\Windy.\Shadow. response:	And then Fly.
context: That won't be able to do it.\Even if\You use another high level magic like Windy\You can't beat Watery.\Windy is just too kind.\Windy.\Shadow.\And then Fly. response:	The cards I have are just these three.
context: Even if\You use another high level magic like Windy\You can't beat Watery.\Windy is just too kind.\Windy.\Shadow.\And then Fly.\The cards I have are just these three. response:	How do you catch water?
context: You use another high level magic like Windy\You can't beat Watery.\Windy is just too kind.\Windy.\Shadow.\And then Fly.\The cards I have are just these three.\How do you catch water? response:	I have to hurry and catch the Watery card.
context: You can't beat Watery.\Windy is just too kind.\Windy.\Shadow.\And then Fly.\The cards I have are just these three.\How do you catch water?\I have to hurry and catch the Watery card. response:	You seem down, Sakura-chan.
context: Windy is just too kind.\Windy.\Shadow.\And then Fly.\The cards I have are just these three.\How do you catch water?\I have to hurry and catch the Watery card.\You seem down, Sakura-chan. response:	No, not at all.
context: Windy.\Shadow.\And then Fly.\The cards I have are just these three.\How do you catch water?\I have to hurry and catch the Watery card.\You seem down, Sakura-chan.\No, not at all. response:	Ah?
context: Shadow.\And then Fly.\The cards I have are just these three.\How do you catch water?\I have to hurry and catch the Watery card.\You seem down, Sakura-chan.\No, not at all.\Ah? response:	It seems like the promised great trial for
context: And then Fly.\The cards I have are just these three.\How do you catch water?\I have to hurry and catch the Watery card.\You seem down, Sakura-chan.\No, not at all.\Ah?\It seems like the promised great trial for response:	An ally of justice has come.
context: The cards I have are just these three.\How do you catch water?\I have to hurry and catch the Watery card.\You seem down, Sakura-chan.\No, not at all.\Ah?\It seems like the promised great trial for\An ally of justice has come. response:	It may be the work of a Clow Card after all.
context: How do you catch water?\I have to hurry and catch the Watery card.\You seem down, Sakura-chan.\No, not at all.\Ah?\It seems like the promised great trial for\An ally of justice has come.\It may be the work of a Clow Card after all. response:	But Kero-chan said it's impossible now.
context: I have to hurry and catch the Watery card.\You seem down, Sakura-chan.\No, not at all.\Ah?\It seems like the promised great trial for\An ally of justice has come.\It may be the work of a Clow Card after all.\But Kero-chan said it's impossible now. response:	Ah'
context: You seem down, Sakura-chan.\No, not at all.\Ah?\It seems like the promised great trial for\An ally of justice has come.\It may be the work of a Clow Card after all.\But Kero-chan said it's impossible now.\Ah' response:	Tomoyo-chan.
context: No, not at all.\Ah?\It seems like the promised great trial for\An ally of justice has come.\It may be the work of a Clow Card after all.\But Kero-chan said it's impossible now.\Ah'\Tomoyo-chan. response:	Yes?
context: Ah?\It seems like the promised great trial for\An ally of justice has come.\It may be the work of a Clow Card after all.\But Kero-chan said it's impossible now.\Ah'\Tomoyo-chan.\Yes? response:	Thanks for listening to me.
context: It seems like the promised great trial for\An ally of justice has come.\It may be the work of a Clow Card after all.\But Kero-chan said it's impossible now.\Ah'\Tomoyo-chan.\Yes?\Thanks for listening to me. response:	That smile suits you the best.
context: An ally of justice has come.\It may be the work of a Clow Card after all.\But Kero-chan said it's impossible now.\Ah'\Tomoyo-chan.\Yes?\Thanks for listening to me.\That smile suits you the best. response:	Oh yeah, I meant to give this to you.
context: It may be the work of a Clow Card after all.\But Kero-chan said it's impossible now.\Ah'\Tomoyo-chan.\Yes?\Thanks for listening to me.\That smile suits you the best.\Oh yeah, I meant to give this to you. response:	It's a new product made by my mother's company.
context: But Kero-chan said it's impossible now.\Ah'\Tomoyo-chan.\Yes?\Thanks for listening to me.\That smile suits you the best.\Oh yeah, I meant to give this to you.\It's a new product made by my mother's company. response:	This one is yours.
context: Ah'\Tomoyo-chan.\Yes?\Thanks for listening to me.\That smile suits you the best.\Oh yeah, I meant to give this to you.\It's a new product made by my mother's company.\This one is yours. response:	And here is one for Kero-chan too.
context: Tomoyo-chan.\Yes?\Thanks for listening to me.\That smile suits you the best.\Oh yeah, I meant to give this to you.\It's a new product made by my mother's company.\This one is yours.\And here is one for Kero-chan too. response:	Is it OK to borrow this?
context: Yes?\Thanks for listening to me.\That smile suits you the best.\Oh yeah, I meant to give this to you.\It's a new product made by my mother's company.\This one is yours.\And here is one for Kero-chan too.\Is it OK to borrow this? response:	Of course.
context: Thanks for listening to me.\That smile suits you the best.\Oh yeah, I meant to give this to you.\It's a new product made by my mother's company.\This one is yours.\And here is one for Kero-chan too.\Is it OK to borrow this?\Of course. response:	My mom asked us to tell her
context: That smile suits you the best.\Oh yeah, I meant to give this to you.\It's a new product made by my mother's company.\This one is yours.\And here is one for Kero-chan too.\Is it OK to borrow this?\Of course.\My mom asked us to tell her response:	How useful it is.
context: Oh yeah, I meant to give this to you.\It's a new product made by my mother's company.\This one is yours.\And here is one for Kero-chan too.\Is it OK to borrow this?\Of course.\My mom asked us to tell her\How useful it is. response:	Thanks for worrying about me.
context: It's a new product made by my mother's company.\This one is yours.\And here is one for Kero-chan too.\Is it OK to borrow this?\Of course.\My mom asked us to tell her\How useful it is.\Thanks for worrying about me. response:	Well, until tomorrow.
context: This one is yours.\And here is one for Kero-chan too.\Is it OK to borrow this?\Of course.\My mom asked us to tell her\How useful it is.\Thanks for worrying about me.\Well, until tomorrow. response:	Yeah, see you later.
context: And here is one for Kero-chan too.\Is it OK to borrow this?\Of course.\My mom asked us to tell her\How useful it is.\Thanks for worrying about me.\Well, until tomorrow.\Yeah, see you later. response:	But
context: Is it OK to borrow this?\Of course.\My mom asked us to tell her\How useful it is.\Thanks for worrying about me.\Well, until tomorrow.\Yeah, see you later.\But response:	If I combine all three cards, can't I'
context: Of course.\My mom asked us to tell her\How useful it is.\Thanks for worrying about me.\Well, until tomorrow.\Yeah, see you later.\But\If I combine all three cards, can't I' response:	You can't. You can't.
context: My mom asked us to tell her\How useful it is.\Thanks for worrying about me.\Well, until tomorrow.\Yeah, see you later.\But\If I combine all three cards, can't I'\You can't. You can't. response:	No mater how you use the ones you have, it would be impossible.
context: How useful it is.\Thanks for worrying about me.\Well, until tomorrow.\Yeah, see you later.\But\If I combine all three cards, can't I'\You can't. You can't.\No mater how you use the ones you have, it would be impossible. response:	But the Watery card is
context: Thanks for worrying about me.\Well, until tomorrow.\Yeah, see you later.\But\If I combine all three cards, can't I'\You can't. You can't.\No mater how you use the ones you have, it would be impossible.\But the Watery card is response:	in there.
context: Well, until tomorrow.\Yeah, see you later.\But\If I combine all three cards, can't I'\You can't. You can't.\No mater how you use the ones you have, it would be impossible.\But the Watery card is\in there. response:	It's a little frustrating.
context: Yeah, see you later.\But\If I combine all three cards, can't I'\You can't. You can't.\No mater how you use the ones you have, it would be impossible.\But the Watery card is\in there.\It's a little frustrating. response:	I'm sorry'
context: But\If I combine all three cards, can't I'\You can't. You can't.\No mater how you use the ones you have, it would be impossible.\But the Watery card is\in there.\It's a little frustrating.\I'm sorry' response:	Are you OK, Sakura-chan?
context: If I combine all three cards, can't I'\You can't. You can't.\No mater how you use the ones you have, it would be impossible.\But the Watery card is\in there.\It's a little frustrating.\I'm sorry'\Are you OK, Sakura-chan? response:	Yu' Yukito-san.
context: You can't. You can't.\No mater how you use the ones you have, it would be impossible.\But the Watery card is\in there.\It's a little frustrating.\I'm sorry'\Are you OK, Sakura-chan?\Yu' Yukito-san. response:	It's dangerous to daydream like that.
context: No mater how you use the ones you have, it would be impossible.\But the Watery card is\in there.\It's a little frustrating.\I'm sorry'\Are you OK, Sakura-chan?\Yu' Yukito-san.\It's dangerous to daydream like that. response:	Yes, I'm sorry.
context: But the Watery card is\in there.\It's a little frustrating.\I'm sorry'\Are you OK, Sakura-chan?\Yu' Yukito-san.\It's dangerous to daydream like that.\Yes, I'm sorry. response:	Thanks for yesterday.
context: in there.\It's a little frustrating.\I'm sorry'\Are you OK, Sakura-chan?\Yu' Yukito-san.\It's dangerous to daydream like that.\Yes, I'm sorry.\Thanks for yesterday. response:	The hot cakes were delicious.
context: It's a little frustrating.\I'm sorry'\Are you OK, Sakura-chan?\Yu' Yukito-san.\It's dangerous to daydream like that.\Yes, I'm sorry.\Thanks for yesterday.\The hot cakes were delicious. response:	Oh, not at all.
context: I'm sorry'\Are you OK, Sakura-chan?\Yu' Yukito-san.\It's dangerous to daydream like that.\Yes, I'm sorry.\Thanks for yesterday.\The hot cakes were delicious.\Oh, not at all. response:	You're going home late. Coming back from club?
context: Are you OK, Sakura-chan?\Yu' Yukito-san.\It's dangerous to daydream like that.\Yes, I'm sorry.\Thanks for yesterday.\The hot cakes were delicious.\Oh, not at all.\You're going home late. Coming back from club? response:	Ah?
context: Yu' Yukito-san.\It's dangerous to daydream like that.\Yes, I'm sorry.\Thanks for yesterday.\The hot cakes were delicious.\Oh, not at all.\You're going home late. Coming back from club?\Ah? response:	You're in the cheerleading club, right?
context: It's dangerous to daydream like that.\Yes, I'm sorry.\Thanks for yesterday.\The hot cakes were delicious.\Oh, not at all.\You're going home late. Coming back from club?\Ah?\You're in the cheerleading club, right? response:	Yes.
context: Yes, I'm sorry.\Thanks for yesterday.\The hot cakes were delicious.\Oh, not at all.\You're going home late. Coming back from club?\Ah?\You're in the cheerleading club, right?\Yes. response:	I heard from Touya.
context: Thanks for yesterday.\The hot cakes were delicious.\Oh, not at all.\You're going home late. Coming back from club?\Ah?\You're in the cheerleading club, right?\Yes.\I heard from Touya. response:	He said he was hit by your baton while you were practicing at home.
context: The hot cakes were delicious.\Oh, not at all.\You're going home late. Coming back from club?\Ah?\You're in the cheerleading club, right?\Yes.\I heard from Touya.\He said he was hit by your baton while you were practicing at home. response:	Brother'
context: Oh, not at all.\You're going home late. Coming back from club?\Ah?\You're in the cheerleading club, right?\Yes.\I heard from Touya.\He said he was hit by your baton while you were practicing at home.\Brother' response:	Why did he tell Yukito-san.
context: You're going home late. Coming back from club?\Ah?\You're in the cheerleading club, right?\Yes.\I heard from Touya.\He said he was hit by your baton while you were practicing at home.\Brother'\Why did he tell Yukito-san. response:	In thanks for the hot cakes
context: Ah?\You're in the cheerleading club, right?\Yes.\I heard from Touya.\He said he was hit by your baton while you were practicing at home.\Brother'\Why did he tell Yukito-san.\In thanks for the hot cakes response:	Do you want to go eat something good?
context: You're in the cheerleading club, right?\Yes.\I heard from Touya.\He said he was hit by your baton while you were practicing at home.\Brother'\Why did he tell Yukito-san.\In thanks for the hot cakes\Do you want to go eat something good? response:	What? Is it OK?
context: Yes.\I heard from Touya.\He said he was hit by your baton while you were practicing at home.\Brother'\Why did he tell Yukito-san.\In thanks for the hot cakes\Do you want to go eat something good?\What? Is it OK? response:	I found a restaurant with some good stuff.
context: I heard from Touya.\He said he was hit by your baton while you were practicing at home.\Brother'\Why did he tell Yukito-san.\In thanks for the hot cakes\Do you want to go eat something good?\What? Is it OK?\I found a restaurant with some good stuff. response:	I'll meet you tomorrow at one o'clock at the penguin park.
context: He said he was hit by your baton while you were practicing at home.\Brother'\Why did he tell Yukito-san.\In thanks for the hot cakes\Do you want to go eat something good?\What? Is it OK?\I found a restaurant with some good stuff.\I'll meet you tomorrow at one o'clock at the penguin park. response:	All right!
context: Brother'\Why did he tell Yukito-san.\In thanks for the hot cakes\Do you want to go eat something good?\What? Is it OK?\I found a restaurant with some good stuff.\I'll meet you tomorrow at one o'clock at the penguin park.\All right! response:	Yukito-san.
context: Why did he tell Yukito-san.\In thanks for the hot cakes\Do you want to go eat something good?\What? Is it OK?\I found a restaurant with some good stuff.\I'll meet you tomorrow at one o'clock at the penguin park.\All right!\Yukito-san. response:	What, again?
context: In thanks for the hot cakes\Do you want to go eat something good?\What? Is it OK?\I found a restaurant with some good stuff.\I'll meet you tomorrow at one o'clock at the penguin park.\All right!\Yukito-san.\What, again? response:	Hello, this is Daidouji.
context: Do you want to go eat something good?\What? Is it OK?\I found a restaurant with some good stuff.\I'll meet you tomorrow at one o'clock at the penguin park.\All right!\Yukito-san.\What, again?\Hello, this is Daidouji. response:	I can't come to the phone right now.
context: What? Is it OK?\I found a restaurant with some good stuff.\I'll meet you tomorrow at one o'clock at the penguin park.\All right!\Yukito-san.\What, again?\Hello, this is Daidouji.\I can't come to the phone right now. response:	Please leave a message at the beep.
context: I found a restaurant with some good stuff.\I'll meet you tomorrow at one o'clock at the penguin park.\All right!\Yukito-san.\What, again?\Hello, this is Daidouji.\I can't come to the phone right now.\Please leave a message at the beep. response:	Tomoyo-chan, this is Sakura.
context: I'll meet you tomorrow at one o'clock at the penguin park.\All right!\Yukito-san.\What, again?\Hello, this is Daidouji.\I can't come to the phone right now.\Please leave a message at the beep.\Tomoyo-chan, this is Sakura. response:	Tomorow I have a date with Yukito-san.
context: All right!\Yukito-san.\What, again?\Hello, this is Daidouji.\I can't come to the phone right now.\Please leave a message at the beep.\Tomoyo-chan, this is Sakura.\Tomorow I have a date with Yukito-san. response:	We're meeting at one o'clock.
context: Yukito-san.\What, again?\Hello, this is Daidouji.\I can't come to the phone right now.\Please leave a message at the beep.\Tomoyo-chan, this is Sakura.\Tomorow I have a date with Yukito-san.\We're meeting at one o'clock. response:	I'm so happy.
context: What, again?\Hello, this is Daidouji.\I can't come to the phone right now.\Please leave a message at the beep.\Tomoyo-chan, this is Sakura.\Tomorow I have a date with Yukito-san.\We're meeting at one o'clock.\I'm so happy. response:	I'll call you again when you are home.
context: Hello, this is Daidouji.\I can't come to the phone right now.\Please leave a message at the beep.\Tomoyo-chan, this is Sakura.\Tomorow I have a date with Yukito-san.\We're meeting at one o'clock.\I'm so happy.\I'll call you again when you are home. response:	Could it be that I got the time wrong?
context: I can't come to the phone right now.\Please leave a message at the beep.\Tomoyo-chan, this is Sakura.\Tomorow I have a date with Yukito-san.\We're meeting at one o'clock.\I'm so happy.\I'll call you again when you are home.\Could it be that I got the time wrong? response:	No, you're fifteen minutes early.
context: Please leave a message at the beep.\Tomoyo-chan, this is Sakura.\Tomorow I have a date with Yukito-san.\We're meeting at one o'clock.\I'm so happy.\I'll call you again when you are home.\Could it be that I got the time wrong?\No, you're fifteen minutes early. response:	Eh? Then you'
context: Tomoyo-chan, this is Sakura.\Tomorow I have a date with Yukito-san.\We're meeting at one o'clock.\I'm so happy.\I'll call you again when you are home.\Could it be that I got the time wrong?\No, you're fifteen minutes early.\Eh? Then you' response:	I mustn't keep you waiting
context: Tomorow I have a date with Yukito-san.\We're meeting at one o'clock.\I'm so happy.\I'll call you again when you are home.\Could it be that I got the time wrong?\No, you're fifteen minutes early.\Eh? Then you'\I mustn't keep you waiting response:	So I came early.
context: We're meeting at one o'clock.\I'm so happy.\I'll call you again when you are home.\Could it be that I got the time wrong?\No, you're fifteen minutes early.\Eh? Then you'\I mustn't keep you waiting\So I came early. response:	Huh? This is'
context: I'm so happy.\I'll call you again when you are home.\Could it be that I got the time wrong?\No, you're fifteen minutes early.\Eh? Then you'\I mustn't keep you waiting\So I came early.\Huh? This is' response:	Oh yeah, you came here not too long ago.
context: I'll call you again when you are home.\Could it be that I got the time wrong?\No, you're fifteen minutes early.\Eh? Then you'\I mustn't keep you waiting\So I came early.\Huh? This is'\Oh yeah, you came here not too long ago. response:	We're going in here?
context: Could it be that I got the time wrong?\No, you're fifteen minutes early.\Eh? Then you'\I mustn't keep you waiting\So I came early.\Huh? This is'\Oh yeah, you came here not too long ago.\We're going in here? response:	Yes.
context: No, you're fifteen minutes early.\Eh? Then you'\I mustn't keep you waiting\So I came early.\Huh? This is'\Oh yeah, you came here not too long ago.\We're going in here?\Yes. response:	I see.
context: Eh? Then you'\I mustn't keep you waiting\So I came early.\Huh? This is'\Oh yeah, you came here not too long ago.\We're going in here?\Yes.\I see. response:	It was this aquarium.
context: I mustn't keep you waiting\So I came early.\Huh? This is'\Oh yeah, you came here not too long ago.\We're going in here?\Yes.\I see.\It was this aquarium. response:	This is perfect
context: So I came early.\Huh? This is'\Oh yeah, you came here not too long ago.\We're going in here?\Yes.\I see.\It was this aquarium.\This is perfect response:	I can check
context: Huh? This is'\Oh yeah, you came here not too long ago.\We're going in here?\Yes.\I see.\It was this aquarium.\This is perfect\I can check response:	If the Clow Card really is in here.
context: Oh yeah, you came here not too long ago.\We're going in here?\Yes.\I see.\It was this aquarium.\This is perfect\I can check\If the Clow Card really is in here. response:	I will catch Sakura's first date on video.
context: We're going in here?\Yes.\I see.\It was this aquarium.\This is perfect\I can check\If the Clow Card really is in here.\I will catch Sakura's first date on video. response:	Let's go.
context: Yes.\I see.\It was this aquarium.\This is perfect\I can check\If the Clow Card really is in here.\I will catch Sakura's first date on video.\Let's go. response:	Yes.
context: I see.\It was this aquarium.\This is perfect\I can check\If the Clow Card really is in here.\I will catch Sakura's first date on video.\Let's go.\Yes. response:	What a big fish.
context: It was this aquarium.\This is perfect\I can check\If the Clow Card really is in here.\I will catch Sakura's first date on video.\Let's go.\Yes.\What a big fish. response:	Really.
context: This is perfect\I can check\If the Clow Card really is in here.\I will catch Sakura's first date on video.\Let's go.\Yes.\What a big fish.\Really. response:	I wonder if you can eat it.
context: I can check\If the Clow Card really is in here.\I will catch Sakura's first date on video.\Let's go.\Yes.\What a big fish.\Really.\I wonder if you can eat it. response:	Wouldn't it be impossible alone?
context: If the Clow Card really is in here.\I will catch Sakura's first date on video.\Let's go.\Yes.\What a big fish.\Really.\I wonder if you can eat it.\Wouldn't it be impossible alone? response:	I don't think so.
context: I will catch Sakura's first date on video.\Let's go.\Yes.\What a big fish.\Really.\I wonder if you can eat it.\Wouldn't it be impossible alone?\I don't think so. response:	They seem so natural.
context: Let's go.\Yes.\What a big fish.\Really.\I wonder if you can eat it.\Wouldn't it be impossible alone?\I don't think so.\They seem so natural. response:	What? Don't modern kids even hold hands?
context: Yes.\What a big fish.\Really.\I wonder if you can eat it.\Wouldn't it be impossible alone?\I don't think so.\They seem so natural.\What? Don't modern kids even hold hands? response:	Mr. Stuffed Animal.
context: What a big fish.\Really.\I wonder if you can eat it.\Wouldn't it be impossible alone?\I don't think so.\They seem so natural.\What? Don't modern kids even hold hands?\Mr. Stuffed Animal. response:	Kid, if you mess with me, you'll regret it.
context: Really.\I wonder if you can eat it.\Wouldn't it be impossible alone?\I don't think so.\They seem so natural.\What? Don't modern kids even hold hands?\Mr. Stuffed Animal.\Kid, if you mess with me, you'll regret it. response:	They've moved off.
context: I wonder if you can eat it.\Wouldn't it be impossible alone?\I don't think so.\They seem so natural.\What? Don't modern kids even hold hands?\Mr. Stuffed Animal.\Kid, if you mess with me, you'll regret it.\They've moved off. response:	See ya.
context: Wouldn't it be impossible alone?\I don't think so.\They seem so natural.\What? Don't modern kids even hold hands?\Mr. Stuffed Animal.\Kid, if you mess with me, you'll regret it.\They've moved off.\See ya. response:	This is so cool!
context: I don't think so.\They seem so natural.\What? Don't modern kids even hold hands?\Mr. Stuffed Animal.\Kid, if you mess with me, you'll regret it.\They've moved off.\See ya.\This is so cool! response:	I didn't get to see this part last time.
context: They seem so natural.\What? Don't modern kids even hold hands?\Mr. Stuffed Animal.\Kid, if you mess with me, you'll regret it.\They've moved off.\See ya.\This is so cool!\I didn't get to see this part last time. response:	Ah, because of the accident at the penguin show?
context: What? Don't modern kids even hold hands?\Mr. Stuffed Animal.\Kid, if you mess with me, you'll regret it.\They've moved off.\See ya.\This is so cool!\I didn't get to see this part last time.\Ah, because of the accident at the penguin show? response:	So you probably didn't know there was a tea room?
context: Mr. Stuffed Animal.\Kid, if you mess with me, you'll regret it.\They've moved off.\See ya.\This is so cool!\I didn't get to see this part last time.\Ah, because of the accident at the penguin show?\So you probably didn't know there was a tea room? response:	While looking at the pretty fish.
context: Kid, if you mess with me, you'll regret it.\They've moved off.\See ya.\This is so cool!\I didn't get to see this part last time.\Ah, because of the accident at the penguin show?\So you probably didn't know there was a tea room?\While looking at the pretty fish. response:	Touya.
context: They've moved off.\See ya.\This is so cool!\I didn't get to see this part last time.\Ah, because of the accident at the penguin show?\So you probably didn't know there was a tea room?\While looking at the pretty fish.\Touya. response:	Brother?
context: See ya.\This is so cool!\I didn't get to see this part last time.\Ah, because of the accident at the penguin show?\So you probably didn't know there was a tea room?\While looking at the pretty fish.\Touya.\Brother? response:	Did you move from your job with the penguins?
context: This is so cool!\I didn't get to see this part last time.\Ah, because of the accident at the penguin show?\So you probably didn't know there was a tea room?\While looking at the pretty fish.\Touya.\Brother?\Did you move from your job with the penguins? response:	They are taking all the water out of the tank and changing it.
context: I didn't get to see this part last time.\Ah, because of the accident at the penguin show?\So you probably didn't know there was a tea room?\While looking at the pretty fish.\Touya.\Brother?\Did you move from your job with the penguins?\They are taking all the water out of the tank and changing it. response:	Then Watery would be'
context: Ah, because of the accident at the penguin show?\So you probably didn't know there was a tea room?\While looking at the pretty fish.\Touya.\Brother?\Did you move from your job with the penguins?\They are taking all the water out of the tank and changing it.\Then Watery would be' response:	Good thing you don't have to work in the freezer anymore.
context: So you probably didn't know there was a tea room?\While looking at the pretty fish.\Touya.\Brother?\Did you move from your job with the penguins?\They are taking all the water out of the tank and changing it.\Then Watery would be'\Good thing you don't have to work in the freezer anymore. response:	The penguin food was kept in the freezer
context: While looking at the pretty fish.\Touya.\Brother?\Did you move from your job with the penguins?\They are taking all the water out of the tank and changing it.\Then Watery would be'\Good thing you don't have to work in the freezer anymore.\The penguin food was kept in the freezer response:	He said it was really cold.
context: Touya.\Brother?\Did you move from your job with the penguins?\They are taking all the water out of the tank and changing it.\Then Watery would be'\Good thing you don't have to work in the freezer anymore.\The penguin food was kept in the freezer\He said it was really cold. response:	It's the same thing.
context: Brother?\Did you move from your job with the penguins?\They are taking all the water out of the tank and changing it.\Then Watery would be'\Good thing you don't have to work in the freezer anymore.\The penguin food was kept in the freezer\He said it was really cold.\It's the same thing. response:	Now they have me making shaved ice.
context: Did you move from your job with the penguins?\They are taking all the water out of the tank and changing it.\Then Watery would be'\Good thing you don't have to work in the freezer anymore.\The penguin food was kept in the freezer\He said it was really cold.\It's the same thing.\Now they have me making shaved ice. response:	The strawberry milk here is really good.
context: They are taking all the water out of the tank and changing it.\Then Watery would be'\Good thing you don't have to work in the freezer anymore.\The penguin food was kept in the freezer\He said it was really cold.\It's the same thing.\Now they have me making shaved ice.\The strawberry milk here is really good. response:	Shaved ice?
context: Then Watery would be'\Good thing you don't have to work in the freezer anymore.\The penguin food was kept in the freezer\He said it was really cold.\It's the same thing.\Now they have me making shaved ice.\The strawberry milk here is really good.\Shaved ice? response:	Ice?
context: Good thing you don't have to work in the freezer anymore.\The penguin food was kept in the freezer\He said it was really cold.\It's the same thing.\Now they have me making shaved ice.\The strawberry milk here is really good.\Shaved ice?\Ice? response:	Well then, we will have two of those.
context: The penguin food was kept in the freezer\He said it was really cold.\It's the same thing.\Now they have me making shaved ice.\The strawberry milk here is really good.\Shaved ice?\Ice?\Well then, we will have two of those. response:	Sure, sure.
context: He said it was really cold.\It's the same thing.\Now they have me making shaved ice.\The strawberry milk here is really good.\Shaved ice?\Ice?\Well then, we will have two of those.\Sure, sure. response:	Don't you want a large serving?
context: It's the same thing.\Now they have me making shaved ice.\The strawberry milk here is really good.\Shaved ice?\Ice?\Well then, we will have two of those.\Sure, sure.\Don't you want a large serving? response:	You have large servings?
context: Now they have me making shaved ice.\The strawberry milk here is really good.\Shaved ice?\Ice?\Well then, we will have two of those.\Sure, sure.\Don't you want a large serving?\You have large servings? response:	What? A date along with guardians?
context: The strawberry milk here is really good.\Shaved ice?\Ice?\Well then, we will have two of those.\Sure, sure.\Don't you want a large serving?\You have large servings?\What? A date along with guardians? response:	Sakura-chan!
context: Shaved ice?\Ice?\Well then, we will have two of those.\Sure, sure.\Don't you want a large serving?\You have large servings?\What? A date along with guardians?\Sakura-chan! response:	Watery?
context: Ice?\Well then, we will have two of those.\Sure, sure.\Don't you want a large serving?\You have large servings?\What? A date along with guardians?\Sakura-chan!\Watery? response:	Sakura, Yuki!
context: Well then, we will have two of those.\Sure, sure.\Don't you want a large serving?\You have large servings?\What? A date along with guardians?\Sakura-chan!\Watery?\Sakura, Yuki! response:	Sakura-chan.
context: Sure, sure.\Don't you want a large serving?\You have large servings?\What? A date along with guardians?\Sakura-chan!\Watery?\Sakura, Yuki!\Sakura-chan. response:	Are you OK, Sakura?
context: Don't you want a large serving?\You have large servings?\What? A date along with guardians?\Sakura-chan!\Watery?\Sakura, Yuki!\Sakura-chan.\Are you OK, Sakura? response:	Sakura-chan.
context: You have large servings?\What? A date along with guardians?\Sakura-chan!\Watery?\Sakura, Yuki!\Sakura-chan.\Are you OK, Sakura?\Sakura-chan. response:	Tomoyo-chan?
context: What? A date along with guardians?\Sakura-chan!\Watery?\Sakura, Yuki!\Sakura-chan.\Are you OK, Sakura?\Sakura-chan.\Tomoyo-chan? response:	Oh yeah, where is Yukito-san?
context: Sakura-chan!\Watery?\Sakura, Yuki!\Sakura-chan.\Are you OK, Sakura?\Sakura-chan.\Tomoyo-chan?\Oh yeah, where is Yukito-san? response:	Hey, are you all right?
context: Watery?\Sakura, Yuki!\Sakura-chan.\Are you OK, Sakura?\Sakura-chan.\Tomoyo-chan?\Oh yeah, where is Yukito-san?\Hey, are you all right? response:	I thought I would die.
context: Sakura, Yuki!\Sakura-chan.\Are you OK, Sakura?\Sakura-chan.\Tomoyo-chan?\Oh yeah, where is Yukito-san?\Hey, are you all right?\I thought I would die. response:	Is this after all?
context: Sakura-chan.\Are you OK, Sakura?\Sakura-chan.\Tomoyo-chan?\Oh yeah, where is Yukito-san?\Hey, are you all right?\I thought I would die.\Is this after all? response:	Yeah, the work of a Clow Card.
context: Are you OK, Sakura?\Sakura-chan.\Tomoyo-chan?\Oh yeah, where is Yukito-san?\Hey, are you all right?\I thought I would die.\Is this after all?\Yeah, the work of a Clow Card. response:	Watery was in here.
context: Sakura-chan.\Tomoyo-chan?\Oh yeah, where is Yukito-san?\Hey, are you all right?\I thought I would die.\Is this after all?\Yeah, the work of a Clow Card.\Watery was in here. response:	Did you see her?
context: Tomoyo-chan?\Oh yeah, where is Yukito-san?\Hey, are you all right?\I thought I would die.\Is this after all?\Yeah, the work of a Clow Card.\Watery was in here.\Did you see her? response:	Now that you mention it, why are you two here?
context: Oh yeah, where is Yukito-san?\Hey, are you all right?\I thought I would die.\Is this after all?\Yeah, the work of a Clow Card.\Watery was in here.\Did you see her?\Now that you mention it, why are you two here? response:	Are you OK, Sakura?
context: Hey, are you all right?\I thought I would die.\Is this after all?\Yeah, the work of a Clow Card.\Watery was in here.\Did you see her?\Now that you mention it, why are you two here?\Are you OK, Sakura? response:	Yes.
context: I thought I would die.\Is this after all?\Yeah, the work of a Clow Card.\Watery was in here.\Did you see her?\Now that you mention it, why are you two here?\Are you OK, Sakura?\Yes. response:	I guess that ruined our shaved ice.
context: Is this after all?\Yeah, the work of a Clow Card.\Watery was in here.\Did you see her?\Now that you mention it, why are you two here?\Are you OK, Sakura?\Yes.\I guess that ruined our shaved ice. response:	Not at all.
