context: Again, huh? response:	Episode 10 Slight Fever
context: What?\What do you mean, what?\See?\You're still not well enough to work.\You need to sleep.\It's cold and good.\Right?\This is what we always feed my brothers response:	whenever they have a fever.
context: What do you mean, what?\See?\You're still not well enough to work.\You need to sleep.\It's cold and good.\Right?\This is what we always feed my brothers\whenever they have a fever. response:	The younger one
context: See?\You're still not well enough to work.\You need to sleep.\It's cold and good.\Right?\This is what we always feed my brothers\whenever they have a fever.\The younger one response:	catches colds on purpose just to eat this.
context: You're still not well enough to work.\You need to sleep.\It's cold and good.\Right?\This is what we always feed my brothers\whenever they have a fever.\The younger one\catches colds on purpose just to eat this. response:	Nakochi.
context: You need to sleep.\It's cold and good.\Right?\This is what we always feed my brothers\whenever they have a fever.\The younger one\catches colds on purpose just to eat this.\Nakochi. response:	You're like an older sister.
context: It's cold and good.\Right?\This is what we always feed my brothers\whenever they have a fever.\The younger one\catches colds on purpose just to eat this.\Nakochi.\You're like an older sister. response:	I really am an older sister.
context: Right?\This is what we always feed my brothers\whenever they have a fever.\The younger one\catches colds on purpose just to eat this.\Nakochi.\You're like an older sister.\I really am an older sister. response:	I need to be working, too.
context: This is what we always feed my brothers\whenever they have a fever.\The younger one\catches colds on purpose just to eat this.\Nakochi.\You're like an older sister.\I really am an older sister.\I need to be working, too. response:	It's fine.
context: whenever they have a fever.\The younger one\catches colds on purpose just to eat this.\Nakochi.\You're like an older sister.\I really am an older sister.\I need to be working, too.\It's fine. response:	We're doing fine without you.
context: The younger one\catches colds on purpose just to eat this.\Nakochi.\You're like an older sister.\I really am an older sister.\I need to be working, too.\It's fine.\We're doing fine without you. response:	Tomoe and I ran everything together
context: catches colds on purpose just to eat this.\Nakochi.\You're like an older sister.\I really am an older sister.\I need to be working, too.\It's fine.\We're doing fine without you.\Tomoe and I ran everything together response:	before you came here, remember?
context: Nakochi.\You're like an older sister.\I really am an older sister.\I need to be working, too.\It's fine.\We're doing fine without you.\Tomoe and I ran everything together\before you came here, remember? response:	Get well soon, okay?
context: You're like an older sister.\I really am an older sister.\I need to be working, too.\It's fine.\We're doing fine without you.\Tomoe and I ran everything together\before you came here, remember?\Get well soon, okay? response:	I'll stop by later to check up on you.
context: I really am an older sister.\I need to be working, too.\It's fine.\We're doing fine without you.\Tomoe and I ran everything together\before you came here, remember?\Get well soon, okay?\I'll stop by later to check up on you. response:	The Kissuiso can run without me?
context: I need to be working, too.\It's fine.\We're doing fine without you.\Tomoe and I ran everything together\before you came here, remember?\Get well soon, okay?\I'll stop by later to check up on you.\The Kissuiso can run without me? response:	How many times have
context: It's fine.\We're doing fine without you.\Tomoe and I ran everything together\before you came here, remember?\Get well soon, okay?\I'll stop by later to check up on you.\The Kissuiso can run without me?\How many times have response:	I been escorted back to my bed today...
context: We're doing fine without you.\Tomoe and I ran everything together\before you came here, remember?\Get well soon, okay?\I'll stop by later to check up on you.\The Kissuiso can run without me?\How many times have\I been escorted back to my bed today... response:	You should get
context: Tomoe and I ran everything together\before you came here, remember?\Get well soon, okay?\I'll stop by later to check up on you.\The Kissuiso can run without me?\How many times have\I been escorted back to my bed today...\You should get response:	the hint that we want you to rest, then.
context: before you came here, remember?\Get well soon, okay?\I'll stop by later to check up on you.\The Kissuiso can run without me?\How many times have\I been escorted back to my bed today...\You should get\the hint that we want you to rest, then. response:	Her nape...
context: Get well soon, okay?\I'll stop by later to check up on you.\The Kissuiso can run without me?\How many times have\I been escorted back to my bed today...\You should get\the hint that we want you to rest, then.\Her nape... response:	her stray hair...
context: I'll stop by later to check up on you.\The Kissuiso can run without me?\How many times have\I been escorted back to my bed today...\You should get\the hint that we want you to rest, then.\Her nape...\her stray hair... response:	What was the other one?
context: The Kissuiso can run without me?\How many times have\I been escorted back to my bed today...\You should get\the hint that we want you to rest, then.\Her nape...\her stray hair...\What was the other one? response:	The portion between her skirt and her socks?
context: How many times have\I been escorted back to my bed today...\You should get\the hint that we want you to rest, then.\Her nape...\her stray hair...\What was the other one?\The portion between her skirt and her socks? response:	Ko...
context: I been escorted back to my bed today...\You should get\the hint that we want you to rest, then.\Her nape...\her stray hair...\What was the other one?\The portion between her skirt and her socks?\Ko... response:	Come home, Ohana.
context: You should get\the hint that we want you to rest, then.\Her nape...\her stray hair...\What was the other one?\The portion between her skirt and her socks?\Ko...\Come home, Ohana. response:	The Kissuiso will be fine without you.
context: the hint that we want you to rest, then.\Her nape...\her stray hair...\What was the other one?\The portion between her skirt and her socks?\Ko...\Come home, Ohana.\The Kissuiso will be fine without you. response:	Ko...
context: Her nape...\her stray hair...\What was the other one?\The portion between her skirt and her socks?\Ko...\Come home, Ohana.\The Kissuiso will be fine without you.\Ko... response:	Send Text To: Ko Ko. Ko, I think I'm going to
context: her stray hair...\What was the other one?\The portion between her skirt and her socks?\Ko...\Come home, Ohana.\The Kissuiso will be fine without you.\Ko...\Send Text To: Ko Ko. Ko, I think I'm going to response:	Rice porridge with broth, huh?
context: What was the other one?\The portion between her skirt and her socks?\Ko...\Come home, Ohana.\The Kissuiso will be fine without you.\Ko...\Send Text To: Ko Ko. Ko, I think I'm going to\Rice porridge with broth, huh? response:	Minko, you still have the fish bones you separated this morning?
context: The portion between her skirt and her socks?\Ko...\Come home, Ohana.\The Kissuiso will be fine without you.\Ko...\Send Text To: Ko Ko. Ko, I think I'm going to\Rice porridge with broth, huh?\Minko, you still have the fish bones you separated this morning? response:	Yes.
context: Ko...\Come home, Ohana.\The Kissuiso will be fine without you.\Ko...\Send Text To: Ko Ko. Ko, I think I'm going to\Rice porridge with broth, huh?\Minko, you still have the fish bones you separated this morning?\Yes. response:	She looked like she was really enjoying the rice porridge,
context: Come home, Ohana.\The Kissuiso will be fine without you.\Ko...\Send Text To: Ko Ko. Ko, I think I'm going to\Rice porridge with broth, huh?\Minko, you still have the fish bones you separated this morning?\Yes.\She looked like she was really enjoying the rice porridge, response:	so I figured we might be able to serve it to the customers.
context: The Kissuiso will be fine without you.\Ko...\Send Text To: Ko Ko. Ko, I think I'm going to\Rice porridge with broth, huh?\Minko, you still have the fish bones you separated this morning?\Yes.\She looked like she was really enjoying the rice porridge,\so I figured we might be able to serve it to the customers. response:	Oh yeah,
context: Ko...\Send Text To: Ko Ko. Ko, I think I'm going to\Rice porridge with broth, huh?\Minko, you still have the fish bones you separated this morning?\Yes.\She looked like she was really enjoying the rice porridge,\so I figured we might be able to serve it to the customers.\Oh yeah, response:	Minko.
context: Send Text To: Ko Ko. Ko, I think I'm going to\Rice porridge with broth, huh?\Minko, you still have the fish bones you separated this morning?\Yes.\She looked like she was really enjoying the rice porridge,\so I figured we might be able to serve it to the customers.\Oh yeah,\Minko. response:	I think she liked your strawberries... too...?
context: Rice porridge with broth, huh?\Minko, you still have the fish bones you separated this morning?\Yes.\She looked like she was really enjoying the rice porridge,\so I figured we might be able to serve it to the customers.\Oh yeah,\Minko.\I think she liked your strawberries... too...? response:	It needs some minor adjustments.
context: Minko, you still have the fish bones you separated this morning?\Yes.\She looked like she was really enjoying the rice porridge,\so I figured we might be able to serve it to the customers.\Oh yeah,\Minko.\I think she liked your strawberries... too...?\It needs some minor adjustments. response:	Let's do this.
context: Yes.\She looked like she was really enjoying the rice porridge,\so I figured we might be able to serve it to the customers.\Oh yeah,\Minko.\I think she liked your strawberries... too...?\It needs some minor adjustments.\Let's do this. response:	Right.
context: She looked like she was really enjoying the rice porridge,\so I figured we might be able to serve it to the customers.\Oh yeah,\Minko.\I think she liked your strawberries... too...?\It needs some minor adjustments.\Let's do this.\Right. response:	To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.
context: so I figured we might be able to serve it to the customers.\Oh yeah,\Minko.\I think she liked your strawberries... too...?\It needs some minor adjustments.\Let's do this.\Right.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. response:	Could you bring this fruit medley and guide map
context: Oh yeah,\Minko.\I think she liked your strawberries... too...?\It needs some minor adjustments.\Let's do this.\Right.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.\Could you bring this fruit medley and guide map response:	to the Wisteria Room?
context: Minko.\I think she liked your strawberries... too...?\It needs some minor adjustments.\Let's do this.\Right.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.\Could you bring this fruit medley and guide map\to the Wisteria Room? response:	Okay.
context: I think she liked your strawberries... too...?\It needs some minor adjustments.\Let's do this.\Right.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.\Could you bring this fruit medley and guide map\to the Wisteria Room?\Okay. response:	Nako.
context: It needs some minor adjustments.\Let's do this.\Right.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.\Could you bring this fruit medley and guide map\to the Wisteria Room?\Okay.\Nako. response:	Yes?
context: Let's do this.\Right.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.\Could you bring this fruit medley and guide map\to the Wisteria Room?\Okay.\Nako.\Yes? response:	Are you okay?
context: Right.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.\Could you bring this fruit medley and guide map\to the Wisteria Room?\Okay.\Nako.\Yes?\Are you okay? response:	I don't want you to overwork yourself too.
context: To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here.\Could you bring this fruit medley and guide map\to the Wisteria Room?\Okay.\Nako.\Yes?\Are you okay?\I don't want you to overwork yourself too. response:	I'm fine.
context: Could you bring this fruit medley and guide map\to the Wisteria Room?\Okay.\Nako.\Yes?\Are you okay?\I don't want you to overwork yourself too.\I'm fine. response:	I need to pick up Ohana's slack, too.
context: to the Wisteria Room?\Okay.\Nako.\Yes?\Are you okay?\I don't want you to overwork yourself too.\I'm fine.\I need to pick up Ohana's slack, too. response:	Because, remember? Before she got here,
context: Okay.\Nako.\Yes?\Are you okay?\I don't want you to overwork yourself too.\I'm fine.\I need to pick up Ohana's slack, too.\Because, remember? Before she got here, response:	us two were doing everything.
context: Nako.\Yes?\Are you okay?\I don't want you to overwork yourself too.\I'm fine.\I need to pick up Ohana's slack, too.\Because, remember? Before she got here,\us two were doing everything. response:	So you're saying you don't need Ohana anymore, huh?
context: Yes?\Are you okay?\I don't want you to overwork yourself too.\I'm fine.\I need to pick up Ohana's slack, too.\Because, remember? Before she got here,\us two were doing everything.\So you're saying you don't need Ohana anymore, huh? response:	You've grown up, Nako.
context: Are you okay?\I don't want you to overwork yourself too.\I'm fine.\I need to pick up Ohana's slack, too.\Because, remember? Before she got here,\us two were doing everything.\So you're saying you don't need Ohana anymore, huh?\You've grown up, Nako. response:	Th-That's not what I...
context: I don't want you to overwork yourself too.\I'm fine.\I need to pick up Ohana's slack, too.\Because, remember? Before she got here,\us two were doing everything.\So you're saying you don't need Ohana anymore, huh?\You've grown up, Nako.\Th-That's not what I... response:	Please enjoy your stay.
context: I'm fine.\I need to pick up Ohana's slack, too.\Because, remember? Before she got here,\us two were doing everything.\So you're saying you don't need Ohana anymore, huh?\You've grown up, Nako.\Th-That's not what I...\Please enjoy your stay. response:	Say...
context: I need to pick up Ohana's slack, too.\Because, remember? Before she got here,\us two were doing everything.\So you're saying you don't need Ohana anymore, huh?\You've grown up, Nako.\Th-That's not what I...\Please enjoy your stay.\Say... response:	What happened to the waitress from yesterday?
context: Because, remember? Before she got here,\us two were doing everything.\So you're saying you don't need Ohana anymore, huh?\You've grown up, Nako.\Th-That's not what I...\Please enjoy your stay.\Say...\What happened to the waitress from yesterday? response:	I haven't been seeing her around.
context: us two were doing everything.\So you're saying you don't need Ohana anymore, huh?\You've grown up, Nako.\Th-That's not what I...\Please enjoy your stay.\Say...\What happened to the waitress from yesterday?\I haven't been seeing her around. response:	Oh, Ohana isn't feeling very well right now.
context: So you're saying you don't need Ohana anymore, huh?\You've grown up, Nako.\Th-That's not what I...\Please enjoy your stay.\Say...\What happened to the waitress from yesterday?\I haven't been seeing her around.\Oh, Ohana isn't feeling very well right now. response:	Oh, so her name is Ohana.
context: You've grown up, Nako.\Th-That's not what I...\Please enjoy your stay.\Say...\What happened to the waitress from yesterday?\I haven't been seeing her around.\Oh, Ohana isn't feeling very well right now.\Oh, so her name is Ohana. response:	She just has a slight fever.
context: Th-That's not what I...\Please enjoy your stay.\Say...\What happened to the waitress from yesterday?\I haven't been seeing her around.\Oh, Ohana isn't feeling very well right now.\Oh, so her name is Ohana.\She just has a slight fever. response:	You shouldn't worry too much.
context: Please enjoy your stay.\Say...\What happened to the waitress from yesterday?\I haven't been seeing her around.\Oh, Ohana isn't feeling very well right now.\Oh, so her name is Ohana.\She just has a slight fever.\You shouldn't worry too much. response:	You two make such a good team.
context: Say...\What happened to the waitress from yesterday?\I haven't been seeing her around.\Oh, Ohana isn't feeling very well right now.\Oh, so her name is Ohana.\She just has a slight fever.\You shouldn't worry too much.\You two make such a good team. response:	You seem to like each other so much.
context: What happened to the waitress from yesterday?\I haven't been seeing her around.\Oh, Ohana isn't feeling very well right now.\Oh, so her name is Ohana.\She just has a slight fever.\You shouldn't worry too much.\You two make such a good team.\You seem to like each other so much. response:	And you're both so lively,
context: I haven't been seeing her around.\Oh, Ohana isn't feeling very well right now.\Oh, so her name is Ohana.\She just has a slight fever.\You shouldn't worry too much.\You two make such a good team.\You seem to like each other so much.\And you're both so lively, response:	that it makes breakfast taste even better.
context: Oh, Ohana isn't feeling very well right now.\Oh, so her name is Ohana.\She just has a slight fever.\You shouldn't worry too much.\You two make such a good team.\You seem to like each other so much.\And you're both so lively,\that it makes breakfast taste even better. response:	Thank you!
context: Oh, so her name is Ohana.\She just has a slight fever.\You shouldn't worry too much.\You two make such a good team.\You seem to like each other so much.\And you're both so lively,\that it makes breakfast taste even better.\Thank you! response:	That was a good bath.
context: She just has a slight fever.\You shouldn't worry too much.\You two make such a good team.\You seem to like each other so much.\And you're both so lively,\that it makes breakfast taste even better.\Thank you!\That was a good bath. response:	Yeah, I feel refreshed!
context: You shouldn't worry too much.\You two make such a good team.\You seem to like each other so much.\And you're both so lively,\that it makes breakfast taste even better.\Thank you!\That was a good bath.\Yeah, I feel refreshed! response:	Look, I'm all wrinkly!
context: You two make such a good team.\You seem to like each other so much.\And you're both so lively,\that it makes breakfast taste even better.\Thank you!\That was a good bath.\Yeah, I feel refreshed!\Look, I'm all wrinkly! response:	Wow!
context: You seem to like each other so much.\And you're both so lively,\that it makes breakfast taste even better.\Thank you!\That was a good bath.\Yeah, I feel refreshed!\Look, I'm all wrinkly!\Wow! response:	What are you being so scared for?!
context: And you're both so lively,\that it makes breakfast taste even better.\Thank you!\That was a good bath.\Yeah, I feel refreshed!\Look, I'm all wrinkly!\Wow!\What are you being so scared for?! response:	I-I'm sorry!
context: that it makes breakfast taste even better.\Thank you!\That was a good bath.\Yeah, I feel refreshed!\Look, I'm all wrinkly!\Wow!\What are you being so scared for?!\I-I'm sorry! response:	You touch the fish too much.
context: Thank you!\That was a good bath.\Yeah, I feel refreshed!\Look, I'm all wrinkly!\Wow!\What are you being so scared for?!\I-I'm sorry!\You touch the fish too much. response:	You need to minimize that.
context: That was a good bath.\Yeah, I feel refreshed!\Look, I'm all wrinkly!\Wow!\What are you being so scared for?!\I-I'm sorry!\You touch the fish too much.\You need to minimize that. response:	I'm sorry.
context: Yeah, I feel refreshed!\Look, I'm all wrinkly!\Wow!\What are you being so scared for?!\I-I'm sorry!\You touch the fish too much.\You need to minimize that.\I'm sorry. response:	Minchi!
context: Look, I'm all wrinkly!\Wow!\What are you being so scared for?!\I-I'm sorry!\You touch the fish too much.\You need to minimize that.\I'm sorry.\Minchi! response:	It's too early in the morning to be yelling.
context: Wow!\What are you being so scared for?!\I-I'm sorry!\You touch the fish too much.\You need to minimize that.\I'm sorry.\Minchi!\It's too early in the morning to be yelling. response:	I-I'm sorry!
context: What are you being so scared for?!\I-I'm sorry!\You touch the fish too much.\You need to minimize that.\I'm sorry.\Minchi!\It's too early in the morning to be yelling.\I-I'm sorry! response:	What's up, Nako?
context: I-I'm sorry!\You touch the fish too much.\You need to minimize that.\I'm sorry.\Minchi!\It's too early in the morning to be yelling.\I-I'm sorry!\What's up, Nako? response:	Ohana collapsed!
context: You touch the fish too much.\You need to minimize that.\I'm sorry.\Minchi!\It's too early in the morning to be yelling.\I-I'm sorry!\What's up, Nako?\Ohana collapsed! response:	What?!
context: You need to minimize that.\I'm sorry.\Minchi!\It's too early in the morning to be yelling.\I-I'm sorry!\What's up, Nako?\Ohana collapsed!\What?! response:	Minchi...
context: I'm sorry.\Minchi!\It's too early in the morning to be yelling.\I-I'm sorry!\What's up, Nako?\Ohana collapsed!\What?!\Minchi... response:	You looked like you were really enjoying your sleep.
context: Minchi!\It's too early in the morning to be yelling.\I-I'm sorry!\What's up, Nako?\Ohana collapsed!\What?!\Minchi...\You looked like you were really enjoying your sleep. response:	I feel a bit more relieved.
context: It's too early in the morning to be yelling.\I-I'm sorry!\What's up, Nako?\Ohana collapsed!\What?!\Minchi...\You looked like you were really enjoying your sleep.\I feel a bit more relieved. response:	You were worried about me?
context: I-I'm sorry!\What's up, Nako?\Ohana collapsed!\What?!\Minchi...\You looked like you were really enjoying your sleep.\I feel a bit more relieved.\You were worried about me? response:	Don't worry, the inn is running okay.
context: What's up, Nako?\Ohana collapsed!\What?!\Minchi...\You looked like you were really enjoying your sleep.\I feel a bit more relieved.\You were worried about me?\Don't worry, the inn is running okay. response:	What? What's wrong?!
context: Ohana collapsed!\What?!\Minchi...\You looked like you were really enjoying your sleep.\I feel a bit more relieved.\You were worried about me?\Don't worry, the inn is running okay.\What? What's wrong?! response:	I'm glad...
context: What?!\Minchi...\You looked like you were really enjoying your sleep.\I feel a bit more relieved.\You were worried about me?\Don't worry, the inn is running okay.\What? What's wrong?!\I'm glad... response:	The Kissuiso can run without me, right?
context: Minchi...\You looked like you were really enjoying your sleep.\I feel a bit more relieved.\You were worried about me?\Don't worry, the inn is running okay.\What? What's wrong?!\I'm glad...\The Kissuiso can run without me, right? response:	No-
context: You looked like you were really enjoying your sleep.\I feel a bit more relieved.\You were worried about me?\Don't worry, the inn is running okay.\What? What's wrong?!\I'm glad...\The Kissuiso can run without me, right?\No- response:	No.
context: I feel a bit more relieved.\You were worried about me?\Don't worry, the inn is running okay.\What? What's wrong?!\I'm glad...\The Kissuiso can run without me, right?\No-\No. response:	That's not true.
context: You were worried about me?\Don't worry, the inn is running okay.\What? What's wrong?!\I'm glad...\The Kissuiso can run without me, right?\No-\No.\That's not true. response:	Huh?
context: Don't worry, the inn is running okay.\What? What's wrong?!\I'm glad...\The Kissuiso can run without me, right?\No-\No.\That's not true.\Huh? response:	It's not true.
context: What? What's wrong?!\I'm glad...\The Kissuiso can run without me, right?\No-\No.\That's not true.\Huh?\It's not true. response:	You tried to get rid of the bat in the hall
context: I'm glad...\The Kissuiso can run without me, right?\No-\No.\That's not true.\Huh?\It's not true.\You tried to get rid of the bat in the hall response:	to the bath by yourself, didn't you?
context: The Kissuiso can run without me, right?\No-\No.\That's not true.\Huh?\It's not true.\You tried to get rid of the bat in the hall\to the bath by yourself, didn't you? response:	Madam Manager told you girls to get rid of it.
context: No-\No.\That's not true.\Huh?\It's not true.\You tried to get rid of the bat in the hall\to the bath by yourself, didn't you?\Madam Manager told you girls to get rid of it. response:	You girls refers to you, Nako, and I.
context: No.\That's not true.\Huh?\It's not true.\You tried to get rid of the bat in the hall\to the bath by yourself, didn't you?\Madam Manager told you girls to get rid of it.\You girls refers to you, Nako, and I. response:	Nako can't stand bats, so it's up to us.
context: That's not true.\Huh?\It's not true.\You tried to get rid of the bat in the hall\to the bath by yourself, didn't you?\Madam Manager told you girls to get rid of it.\You girls refers to you, Nako, and I.\Nako can't stand bats, so it's up to us. response:	You can't do everything by yourself!
context: Huh?\It's not true.\You tried to get rid of the bat in the hall\to the bath by yourself, didn't you?\Madam Manager told you girls to get rid of it.\You girls refers to you, Nako, and I.\Nako can't stand bats, so it's up to us.\You can't do everything by yourself! response:	But I can't do it by myself, either.
context: It's not true.\You tried to get rid of the bat in the hall\to the bath by yourself, didn't you?\Madam Manager told you girls to get rid of it.\You girls refers to you, Nako, and I.\Nako can't stand bats, so it's up to us.\You can't do everything by yourself!\But I can't do it by myself, either. response:	I need your help.
context: You tried to get rid of the bat in the hall\to the bath by yourself, didn't you?\Madam Manager told you girls to get rid of it.\You girls refers to you, Nako, and I.\Nako can't stand bats, so it's up to us.\You can't do everything by yourself!\But I can't do it by myself, either.\I need your help. response:	Okay?!
context: to the bath by yourself, didn't you?\Madam Manager told you girls to get rid of it.\You girls refers to you, Nako, and I.\Nako can't stand bats, so it's up to us.\You can't do everything by yourself!\But I can't do it by myself, either.\I need your help.\Okay?! response:	Once you're better,
context: Madam Manager told you girls to get rid of it.\You girls refers to you, Nako, and I.\Nako can't stand bats, so it's up to us.\You can't do everything by yourself!\But I can't do it by myself, either.\I need your help.\Okay?!\Once you're better, response:	we need to think of a plan to get rid of the bat!
context: You girls refers to you, Nako, and I.\Nako can't stand bats, so it's up to us.\You can't do everything by yourself!\But I can't do it by myself, either.\I need your help.\Okay?!\Once you're better,\we need to think of a plan to get rid of the bat! response:	O-Okay.
context: Nako can't stand bats, so it's up to us.\You can't do everything by yourself!\But I can't do it by myself, either.\I need your help.\Okay?!\Once you're better,\we need to think of a plan to get rid of the bat!\O-Okay. response:	Ohana? I'm coming in.
context: You can't do everything by yourself!\But I can't do it by myself, either.\I need your help.\Okay?!\Once you're better,\we need to think of a plan to get rid of the bat!\O-Okay.\Ohana? I'm coming in. response:	You're here, Minchi.
context: But I can't do it by myself, either.\I need your help.\Okay?!\Once you're better,\we need to think of a plan to get rid of the bat!\O-Okay.\Ohana? I'm coming in.\You're here, Minchi. response:	Don't turn the TV on.
context: I need your help.\Okay?!\Once you're better,\we need to think of a plan to get rid of the bat!\O-Okay.\Ohana? I'm coming in.\You're here, Minchi.\Don't turn the TV on. response:	Huh?
context: Okay?!\Once you're better,\we need to think of a plan to get rid of the bat!\O-Okay.\Ohana? I'm coming in.\You're here, Minchi.\Don't turn the TV on.\Huh? response:	But isn't it lonely when you wake up
context: Once you're better,\we need to think of a plan to get rid of the bat!\O-Okay.\Ohana? I'm coming in.\You're here, Minchi.\Don't turn the TV on.\Huh?\But isn't it lonely when you wake up response:	and you don't hear any voices?
context: we need to think of a plan to get rid of the bat!\O-Okay.\Ohana? I'm coming in.\You're here, Minchi.\Don't turn the TV on.\Huh?\But isn't it lonely when you wake up\and you don't hear any voices? response:	I've got a large family,
context: O-Okay.\Ohana? I'm coming in.\You're here, Minchi.\Don't turn the TV on.\Huh?\But isn't it lonely when you wake up\and you don't hear any voices?\I've got a large family, response:	so it's really lonely for me.
context: Ohana? I'm coming in.\You're here, Minchi.\Don't turn the TV on.\Huh?\But isn't it lonely when you wake up\and you don't hear any voices?\I've got a large family,\so it's really lonely for me. response:	Hey, the customers in the
context: You're here, Minchi.\Don't turn the TV on.\Huh?\But isn't it lonely when you wake up\and you don't hear any voices?\I've got a large family,\so it's really lonely for me.\Hey, the customers in the response:	Wisteria Room said that breakfast served
context: Don't turn the TV on.\Huh?\But isn't it lonely when you wake up\and you don't hear any voices?\I've got a large family,\so it's really lonely for me.\Hey, the customers in the\Wisteria Room said that breakfast served response:	by you is really good.
context: Huh?\But isn't it lonely when you wake up\and you don't hear any voices?\I've got a large family,\so it's really lonely for me.\Hey, the customers in the\Wisteria Room said that breakfast served\by you is really good. response:	Come on!
context: But isn't it lonely when you wake up\and you don't hear any voices?\I've got a large family,\so it's really lonely for me.\Hey, the customers in the\Wisteria Room said that breakfast served\by you is really good.\Come on! response:	You shouldn't be playing with your
context: and you don't hear any voices?\I've got a large family,\so it's really lonely for me.\Hey, the customers in the\Wisteria Room said that breakfast served\by you is really good.\Come on!\You shouldn't be playing with your response:	phone when you've got a fever.
context: I've got a large family,\so it's really lonely for me.\Hey, the customers in the\Wisteria Room said that breakfast served\by you is really good.\Come on!\You shouldn't be playing with your\phone when you've got a fever. response:	To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without
context: so it's really lonely for me.\Hey, the customers in the\Wisteria Room said that breakfast served\by you is really good.\Come on!\You shouldn't be playing with your\phone when you've got a fever.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without response:	Huh?
context: Hey, the customers in the\Wisteria Room said that breakfast served\by you is really good.\Come on!\You shouldn't be playing with your\phone when you've got a fever.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without\Huh? response:	What's...
context: Wisteria Room said that breakfast served\by you is really good.\Come on!\You shouldn't be playing with your\phone when you've got a fever.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without\Huh?\What's... response:	No!
context: by you is really good.\Come on!\You shouldn't be playing with your\phone when you've got a fever.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without\Huh?\What's...\No! response:	That's not true, Ohana!
context: Come on!\You shouldn't be playing with your\phone when you've got a fever.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without\Huh?\What's...\No!\That's not true, Ohana! response:	There are times I honestly feel like
context: You shouldn't be playing with your\phone when you've got a fever.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without\Huh?\What's...\No!\That's not true, Ohana!\There are times I honestly feel like response:	we can't afford to lose anyone!
context: phone when you've got a fever.\To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without\Huh?\What's...\No!\That's not true, Ohana!\There are times I honestly feel like\we can't afford to lose anyone! response:	But today, you were out, and for some miraculous reason,
context: To: Ko I can't really move my body very well. Your body was glowing. Kissuiso has good staff, and it's not like an ordinary person like me can just take a position here. This place should be fine without\Huh?\What's...\No!\That's not true, Ohana!\There are times I honestly feel like\we can't afford to lose anyone!\But today, you were out, and for some miraculous reason, response:	things weren't hectic and our jobs were done.
context: Huh?\What's...\No!\That's not true, Ohana!\There are times I honestly feel like\we can't afford to lose anyone!\But today, you were out, and for some miraculous reason,\things weren't hectic and our jobs were done. response:	I hope this isn't the end of the world or something.
context: What's...\No!\That's not true, Ohana!\There are times I honestly feel like\we can't afford to lose anyone!\But today, you were out, and for some miraculous reason,\things weren't hectic and our jobs were done.\I hope this isn't the end of the world or something. response:	But, but, it doesn't mean
context: No!\That's not true, Ohana!\There are times I honestly feel like\we can't afford to lose anyone!\But today, you were out, and for some miraculous reason,\things weren't hectic and our jobs were done.\I hope this isn't the end of the world or something.\But, but, it doesn't mean response:	that we don't need that person!
context: That's not true, Ohana!\There are times I honestly feel like\we can't afford to lose anyone!\But today, you were out, and for some miraculous reason,\things weren't hectic and our jobs were done.\I hope this isn't the end of the world or something.\But, but, it doesn't mean\that we don't need that person! response:	It means that since that person is so important to us,
context: There are times I honestly feel like\we can't afford to lose anyone!\But today, you were out, and for some miraculous reason,\things weren't hectic and our jobs were done.\I hope this isn't the end of the world or something.\But, but, it doesn't mean\that we don't need that person!\It means that since that person is so important to us, response:	we work harder to fill in her gap!
