context: Alarm - tap to snooze > slide to stop alarm response:	Morning.
context: A helper will show up.\However, we need you to prepare mentally so you aren't\surprised by his unusual guise.\Rest assured, he's one of us. He will never harm you.\The ability is... telekinesis.\Um, so in the end, what just went on here?\A guy with a special ability is there, and his power is telekinesis.\That guy found you in the same manner. response:	Wow, that's amazing! Yusarin here is going to do her best! Yeah!
context: However, we need you to prepare mentally so you aren't\surprised by his unusual guise.\Rest assured, he's one of us. He will never harm you.\The ability is... telekinesis.\Um, so in the end, what just went on here?\A guy with a special ability is there, and his power is telekinesis.\That guy found you in the same manner.\Wow, that's amazing! Yusarin here is going to do her best! Yeah! response:	You may not realize it, but you can get possessed by spirits and have pyrokinesis.
context: surprised by his unusual guise.\Rest assured, he's one of us. He will never harm you.\The ability is... telekinesis.\Um, so in the end, what just went on here?\A guy with a special ability is there, and his power is telekinesis.\That guy found you in the same manner.\Wow, that's amazing! Yusarin here is going to do her best! Yeah!\You may not realize it, but you can get possessed by spirits and have pyrokinesis. response:	You're a lot more amazing than this guy...
context: Rest assured, he's one of us. He will never harm you.\The ability is... telekinesis.\Um, so in the end, what just went on here?\A guy with a special ability is there, and his power is telekinesis.\That guy found you in the same manner.\Wow, that's amazing! Yusarin here is going to do her best! Yeah!\You may not realize it, but you can get possessed by spirits and have pyrokinesis.\You're a lot more amazing than this guy... response:	The location is a school, huh...
context: The ability is... telekinesis.\Um, so in the end, what just went on here?\A guy with a special ability is there, and his power is telekinesis.\That guy found you in the same manner.\Wow, that's amazing! Yusarin here is going to do her best! Yeah!\You may not realize it, but you can get possessed by spirits and have pyrokinesis.\You're a lot more amazing than this guy...\The location is a school, huh... response:	This is... let's se... Kannai Academy. All right! Bingo!
context: Um, so in the end, what just went on here?\A guy with a special ability is there, and his power is telekinesis.\That guy found you in the same manner.\Wow, that's amazing! Yusarin here is going to do her best! Yeah!\You may not realize it, but you can get possessed by spirits and have pyrokinesis.\You're a lot more amazing than this guy...\The location is a school, huh...\This is... let's se... Kannai Academy. All right! Bingo! response:	Eh? What is?
context: A guy with a special ability is there, and his power is telekinesis.\That guy found you in the same manner.\Wow, that's amazing! Yusarin here is going to do her best! Yeah!\You may not realize it, but you can get possessed by spirits and have pyrokinesis.\You're a lot more amazing than this guy...\The location is a school, huh...\This is... let's se... Kannai Academy. All right! Bingo!\Eh? What is? response:	This is a sports newspaper from last week! I had my eyes on this guy!
context: That guy found you in the same manner.\Wow, that's amazing! Yusarin here is going to do her best! Yeah!\You may not realize it, but you can get possessed by spirits and have pyrokinesis.\You're a lot more amazing than this guy...\The location is a school, huh...\This is... let's se... Kannai Academy. All right! Bingo!\Eh? What is?\This is a sports newspaper from last week! I had my eyes on this guy! response:	Three perfect games in a row!
context: Wow, that's amazing! Yusarin here is going to do her best! Yeah!\You may not realize it, but you can get possessed by spirits and have pyrokinesis.\You're a lot more amazing than this guy...\The location is a school, huh...\This is... let's se... Kannai Academy. All right! Bingo!\Eh? What is?\This is a sports newspaper from last week! I had my eyes on this guy!\Three perfect games in a row! response:	With sharp knuckle-balls,
context: You may not realize it, but you can get possessed by spirits and have pyrokinesis.\You're a lot more amazing than this guy...\The location is a school, huh...\This is... let's se... Kannai Academy. All right! Bingo!\Eh? What is?\This is a sports newspaper from last week! I had my eyes on this guy!\Three perfect games in a row!\With sharp knuckle-balls, response:	no doubt this super-high-school level pitcher will join the pro league!
context: You're a lot more amazing than this guy...\The location is a school, huh...\This is... let's se... Kannai Academy. All right! Bingo!\Eh? What is?\This is a sports newspaper from last week! I had my eyes on this guy!\Three perfect games in a row!\With sharp knuckle-balls,\no doubt this super-high-school level pitcher will join the pro league! response:	The next day, I went and watched them practice. Everyone should look at this.
context: The location is a school, huh...\This is... let's se... Kannai Academy. All right! Bingo!\Eh? What is?\This is a sports newspaper from last week! I had my eyes on this guy!\Three perfect games in a row!\With sharp knuckle-balls,\no doubt this super-high-school level pitcher will join the pro league!\The next day, I went and watched them practice. Everyone should look at this. response:	Playing now...
context: This is... let's se... Kannai Academy. All right! Bingo!\Eh? What is?\This is a sports newspaper from last week! I had my eyes on this guy!\Three perfect games in a row!\With sharp knuckle-balls,\no doubt this super-high-school level pitcher will join the pro league!\The next day, I went and watched them practice. Everyone should look at this.\Playing now... response:	Strike!
context: Eh? What is?\This is a sports newspaper from last week! I had my eyes on this guy!\Three perfect games in a row!\With sharp knuckle-balls,\no doubt this super-high-school level pitcher will join the pro league!\The next day, I went and watched them practice. Everyone should look at this.\Playing now...\Strike! response:	Oh, that's some curve ball!
context: This is a sports newspaper from last week! I had my eyes on this guy!\Three perfect games in a row!\With sharp knuckle-balls,\no doubt this super-high-school level pitcher will join the pro league!\The next day, I went and watched them practice. Everyone should look at this.\Playing now...\Strike!\Oh, that's some curve ball! response:	He's like major league caliber.
context: Three perfect games in a row!\With sharp knuckle-balls,\no doubt this super-high-school level pitcher will join the pro league!\The next day, I went and watched them practice. Everyone should look at this.\Playing now...\Strike!\Oh, that's some curve ball!\He's like major league caliber. response:	But, just hold on.
context: With sharp knuckle-balls,\no doubt this super-high-school level pitcher will join the pro league!\The next day, I went and watched them practice. Everyone should look at this.\Playing now...\Strike!\Oh, that's some curve ball!\He's like major league caliber.\But, just hold on. response:	Now, watch some footage where
context: no doubt this super-high-school level pitcher will join the pro league!\The next day, I went and watched them practice. Everyone should look at this.\Playing now...\Strike!\Oh, that's some curve ball!\He's like major league caliber.\But, just hold on.\Now, watch some footage where response:	we get a close-up of the pitcher's throwing hand.
context: The next day, I went and watched them practice. Everyone should look at this.\Playing now...\Strike!\Oh, that's some curve ball!\He's like major league caliber.\But, just hold on.\Now, watch some footage where\we get a close-up of the pitcher's throwing hand. response:	There. Take a look. Isn't something strange?
context: Playing now...\Strike!\Oh, that's some curve ball!\He's like major league caliber.\But, just hold on.\Now, watch some footage where\we get a close-up of the pitcher's throwing hand.\There. Take a look. Isn't something strange? response:	What is?
context: Strike!\Oh, that's some curve ball!\He's like major league caliber.\But, just hold on.\Now, watch some footage where\we get a close-up of the pitcher's throwing hand.\There. Take a look. Isn't something strange?\What is? response:	His grip is that of a straight ball. Every ball is like that.
context: Oh, that's some curve ball!\He's like major league caliber.\But, just hold on.\Now, watch some footage where\we get a close-up of the pitcher's throwing hand.\There. Take a look. Isn't something strange?\What is?\His grip is that of a straight ball. Every ball is like that. response:	Knuckle balls are supposed to be
context: He's like major league caliber.\But, just hold on.\Now, watch some footage where\we get a close-up of the pitcher's throwing hand.\There. Take a look. Isn't something strange?\What is?\His grip is that of a straight ball. Every ball is like that.\Knuckle balls are supposed to be response:	balls that move irregularly by holding the ball rotation as much as possible.
context: But, just hold on.\Now, watch some footage where\we get a close-up of the pitcher's throwing hand.\There. Take a look. Isn't something strange?\What is?\His grip is that of a straight ball. Every ball is like that.\Knuckle balls are supposed to be\balls that move irregularly by holding the ball rotation as much as possible. response:	The basic knuckle ball is thrown by putting
context: Now, watch some footage where\we get a close-up of the pitcher's throwing hand.\There. Take a look. Isn't something strange?\What is?\His grip is that of a straight ball. Every ball is like that.\Knuckle balls are supposed to be\balls that move irregularly by holding the ball rotation as much as possible.\The basic knuckle ball is thrown by putting response:	your index and middle fingers against the ball like this.
context: we get a close-up of the pitcher's throwing hand.\There. Take a look. Isn't something strange?\What is?\His grip is that of a straight ball. Every ball is like that.\Knuckle balls are supposed to be\balls that move irregularly by holding the ball rotation as much as possible.\The basic knuckle ball is thrown by putting\your index and middle fingers against the ball like this. response:	How you hold a ball for a straight pitch makes the ball rotate,
context: There. Take a look. Isn't something strange?\What is?\His grip is that of a straight ball. Every ball is like that.\Knuckle balls are supposed to be\balls that move irregularly by holding the ball rotation as much as possible.\The basic knuckle ball is thrown by putting\your index and middle fingers against the ball like this.\How you hold a ball for a straight pitch makes the ball rotate, response:	and it will never make the ball shake as much as it just did.
context: What is?\His grip is that of a straight ball. Every ball is like that.\Knuckle balls are supposed to be\balls that move irregularly by holding the ball rotation as much as possible.\The basic knuckle ball is thrown by putting\your index and middle fingers against the ball like this.\How you hold a ball for a straight pitch makes the ball rotate,\and it will never make the ball shake as much as it just did. response:	You're quite knowledged...
context: His grip is that of a straight ball. Every ball is like that.\Knuckle balls are supposed to be\balls that move irregularly by holding the ball rotation as much as possible.\The basic knuckle ball is thrown by putting\your index and middle fingers against the ball like this.\How you hold a ball for a straight pitch makes the ball rotate,\and it will never make the ball shake as much as it just did.\You're quite knowledged... response:	In the end, he's using telekinesis to move the ball around right after throwing it?
context: Knuckle balls are supposed to be\balls that move irregularly by holding the ball rotation as much as possible.\The basic knuckle ball is thrown by putting\your index and middle fingers against the ball like this.\How you hold a ball for a straight pitch makes the ball rotate,\and it will never make the ball shake as much as it just did.\You're quite knowledged...\In the end, he's using telekinesis to move the ball around right after throwing it? response:	Yes.
context: balls that move irregularly by holding the ball rotation as much as possible.\The basic knuckle ball is thrown by putting\your index and middle fingers against the ball like this.\How you hold a ball for a straight pitch makes the ball rotate,\and it will never make the ball shake as much as it just did.\You're quite knowledged...\In the end, he's using telekinesis to move the ball around right after throwing it?\Yes. response:	Wow, that's amazing in its own way!
context: The basic knuckle ball is thrown by putting\your index and middle fingers against the ball like this.\How you hold a ball for a straight pitch makes the ball rotate,\and it will never make the ball shake as much as it just did.\You're quite knowledged...\In the end, he's using telekinesis to move the ball around right after throwing it?\Yes.\Wow, that's amazing in its own way! response:	Does she get any of this?
context: your index and middle fingers against the ball like this.\How you hold a ball for a straight pitch makes the ball rotate,\and it will never make the ball shake as much as it just did.\You're quite knowledged...\In the end, he's using telekinesis to move the ball around right after throwing it?\Yes.\Wow, that's amazing in its own way!\Does she get any of this? response:	It will be bad if we can't get a hold of him
context: How you hold a ball for a straight pitch makes the ball rotate,\and it will never make the ball shake as much as it just did.\You're quite knowledged...\In the end, he's using telekinesis to move the ball around right after throwing it?\Yes.\Wow, that's amazing in its own way!\Does she get any of this?\It will be bad if we can't get a hold of him response:	before the qualifiers for going to Koushien starts.
context: and it will never make the ball shake as much as it just did.\You're quite knowledged...\In the end, he's using telekinesis to move the ball around right after throwing it?\Yes.\Wow, that's amazing in its own way!\Does she get any of this?\It will be bad if we can't get a hold of him\before the qualifiers for going to Koushien starts. response:	Let's head there right away.
context: You're quite knowledged...\In the end, he's using telekinesis to move the ball around right after throwing it?\Yes.\Wow, that's amazing in its own way!\Does she get any of this?\It will be bad if we can't get a hold of him\before the qualifiers for going to Koushien starts.\Let's head there right away. response:	Eh? What about class?
context: In the end, he's using telekinesis to move the ball around right after throwing it?\Yes.\Wow, that's amazing in its own way!\Does she get any of this?\It will be bad if we can't get a hold of him\before the qualifiers for going to Koushien starts.\Let's head there right away.\Eh? What about class? response:	It's all right. No matter how we act,
context: Yes.\Wow, that's amazing in its own way!\Does she get any of this?\It will be bad if we can't get a hold of him\before the qualifiers for going to Koushien starts.\Let's head there right away.\Eh? What about class?\It's all right. No matter how we act, response:	as long as you are part of the student council...
context: Wow, that's amazing in its own way!\Does she get any of this?\It will be bad if we can't get a hold of him\before the qualifiers for going to Koushien starts.\Let's head there right away.\Eh? What about class?\It's all right. No matter how we act,\as long as you are part of the student council... response:	I-I see...
context: Does she get any of this?\It will be bad if we can't get a hold of him\before the qualifiers for going to Koushien starts.\Let's head there right away.\Eh? What about class?\It's all right. No matter how we act,\as long as you are part of the student council...\I-I see... response:	We're from the Hoshinoumi Academy student council.
context: It will be bad if we can't get a hold of him\before the qualifiers for going to Koushien starts.\Let's head there right away.\Eh? What about class?\It's all right. No matter how we act,\as long as you are part of the student council...\I-I see...\We're from the Hoshinoumi Academy student council. response:	What do you want? We're practicing right now.
context: before the qualifiers for going to Koushien starts.\Let's head there right away.\Eh? What about class?\It's all right. No matter how we act,\as long as you are part of the student council...\I-I see...\We're from the Hoshinoumi Academy student council.\What do you want? We're practicing right now. response:	I'm sorry!
context: Let's head there right away.\Eh? What about class?\It's all right. No matter how we act,\as long as you are part of the student council...\I-I see...\We're from the Hoshinoumi Academy student council.\What do you want? We're practicing right now.\I'm sorry! response:	Eh? Yusa Nishimori?
context: Eh? What about class?\It's all right. No matter how we act,\as long as you are part of the student council...\I-I see...\We're from the Hoshinoumi Academy student council.\What do you want? We're practicing right now.\I'm sorry!\Eh? Yusa Nishimori? response:	Please ignore her, and for now listen to what I have to say.
context: It's all right. No matter how we act,\as long as you are part of the student council...\I-I see...\We're from the Hoshinoumi Academy student council.\What do you want? We're practicing right now.\I'm sorry!\Eh? Yusa Nishimori?\Please ignore her, and for now listen to what I have to say. response:	What is it...?
context: as long as you are part of the student council...\I-I see...\We're from the Hoshinoumi Academy student council.\What do you want? We're practicing right now.\I'm sorry!\Eh? Yusa Nishimori?\Please ignore her, and for now listen to what I have to say.\What is it...? response:	I'll be blunt here. Do you use telekinesis to throw knuckle balls?
context: I-I see...\We're from the Hoshinoumi Academy student council.\What do you want? We're practicing right now.\I'm sorry!\Eh? Yusa Nishimori?\Please ignore her, and for now listen to what I have to say.\What is it...?\I'll be blunt here. Do you use telekinesis to throw knuckle balls? response:	Telekinesis? As in supernatural powers?
context: We're from the Hoshinoumi Academy student council.\What do you want? We're practicing right now.\I'm sorry!\Eh? Yusa Nishimori?\Please ignore her, and for now listen to what I have to say.\What is it...?\I'll be blunt here. Do you use telekinesis to throw knuckle balls?\Telekinesis? As in supernatural powers? response:	Of course I don't have such a thing.
context: What do you want? We're practicing right now.\I'm sorry!\Eh? Yusa Nishimori?\Please ignore her, and for now listen to what I have to say.\What is it...?\I'll be blunt here. Do you use telekinesis to throw knuckle balls?\Telekinesis? As in supernatural powers?\Of course I don't have such a thing. response:	Are you some occult research club instead of the student council?
context: I'm sorry!\Eh? Yusa Nishimori?\Please ignore her, and for now listen to what I have to say.\What is it...?\I'll be blunt here. Do you use telekinesis to throw knuckle balls?\Telekinesis? As in supernatural powers?\Of course I don't have such a thing.\Are you some occult research club instead of the student council? response:	All right, listen closely.
context: Eh? Yusa Nishimori?\Please ignore her, and for now listen to what I have to say.\What is it...?\I'll be blunt here. Do you use telekinesis to throw knuckle balls?\Telekinesis? As in supernatural powers?\Of course I don't have such a thing.\Are you some occult research club instead of the student council?\All right, listen closely. response:	That power is like a disease that is only around during puberty.
context: Please ignore her, and for now listen to what I have to say.\What is it...?\I'll be blunt here. Do you use telekinesis to throw knuckle balls?\Telekinesis? As in supernatural powers?\Of course I don't have such a thing.\Are you some occult research club instead of the student council?\All right, listen closely.\That power is like a disease that is only around during puberty. response:	Even if you were aiming to be a pro, by then, your powers will be gone.
context: What is it...?\I'll be blunt here. Do you use telekinesis to throw knuckle balls?\Telekinesis? As in supernatural powers?\Of course I don't have such a thing.\Are you some occult research club instead of the student council?\All right, listen closely.\That power is like a disease that is only around during puberty.\Even if you were aiming to be a pro, by then, your powers will be gone. response:	Not only that, but if someone notices that you have powers,
context: I'll be blunt here. Do you use telekinesis to throw knuckle balls?\Telekinesis? As in supernatural powers?\Of course I don't have such a thing.\Are you some occult research club instead of the student council?\All right, listen closely.\That power is like a disease that is only around during puberty.\Even if you were aiming to be a pro, by then, your powers will be gone.\Not only that, but if someone notices that you have powers, response:	you will be captured.
context: Telekinesis? As in supernatural powers?\Of course I don't have such a thing.\Are you some occult research club instead of the student council?\All right, listen closely.\That power is like a disease that is only around during puberty.\Even if you were aiming to be a pro, by then, your powers will be gone.\Not only that, but if someone notices that you have powers,\you will be captured. response:	And, your body will become one that can never play baseball again.
context: Of course I don't have such a thing.\Are you some occult research club instead of the student council?\All right, listen closely.\That power is like a disease that is only around during puberty.\Even if you were aiming to be a pro, by then, your powers will be gone.\Not only that, but if someone notices that you have powers,\you will be captured.\And, your body will become one that can never play baseball again. response:	So, from here on, please don't use that special ability of yours.
context: Are you some occult research club instead of the student council?\All right, listen closely.\That power is like a disease that is only around during puberty.\Even if you were aiming to be a pro, by then, your powers will be gone.\Not only that, but if someone notices that you have powers,\you will be captured.\And, your body will become one that can never play baseball again.\So, from here on, please don't use that special ability of yours. response:	Be captured? By whom?
context: All right, listen closely.\That power is like a disease that is only around during puberty.\Even if you were aiming to be a pro, by then, your powers will be gone.\Not only that, but if someone notices that you have powers,\you will be captured.\And, your body will become one that can never play baseball again.\So, from here on, please don't use that special ability of yours.\Be captured? By whom? response:	By scientists who are researching people with abilities, just like you.
context: That power is like a disease that is only around during puberty.\Even if you were aiming to be a pro, by then, your powers will be gone.\Not only that, but if someone notices that you have powers,\you will be captured.\And, your body will become one that can never play baseball again.\So, from here on, please don't use that special ability of yours.\Be captured? By whom?\By scientists who are researching people with abilities, just like you. response:	And you want me to believe such an idiotic thing?
context: Even if you were aiming to be a pro, by then, your powers will be gone.\Not only that, but if someone notices that you have powers,\you will be captured.\And, your body will become one that can never play baseball again.\So, from here on, please don't use that special ability of yours.\Be captured? By whom?\By scientists who are researching people with abilities, just like you.\And you want me to believe such an idiotic thing? response:	Fine. Then, keep looking at me.
context: Not only that, but if someone notices that you have powers,\you will be captured.\And, your body will become one that can never play baseball again.\So, from here on, please don't use that special ability of yours.\Be captured? By whom?\By scientists who are researching people with abilities, just like you.\And you want me to believe such an idiotic thing?\Fine. Then, keep looking at me. response:	What?
context: you will be captured.\And, your body will become one that can never play baseball again.\So, from here on, please don't use that special ability of yours.\Be captured? By whom?\By scientists who are researching people with abilities, just like you.\And you want me to believe such an idiotic thing?\Fine. Then, keep looking at me.\What? response:	Do you believe me now?
context: And, your body will become one that can never play baseball again.\So, from here on, please don't use that special ability of yours.\Be captured? By whom?\By scientists who are researching people with abilities, just like you.\And you want me to believe such an idiotic thing?\Fine. Then, keep looking at me.\What?\Do you believe me now? response:	You really are a sore loser, aren't you?
context: So, from here on, please don't use that special ability of yours.\Be captured? By whom?\By scientists who are researching people with abilities, just like you.\And you want me to believe such an idiotic thing?\Fine. Then, keep looking at me.\What?\Do you believe me now?\You really are a sore loser, aren't you? response:	How about we make a whole roast out of him?
context: Be captured? By whom?\By scientists who are researching people with abilities, just like you.\And you want me to believe such an idiotic thing?\Fine. Then, keep looking at me.\What?\Do you believe me now?\You really are a sore loser, aren't you?\How about we make a whole roast out of him? response:	Hey!
context: By scientists who are researching people with abilities, just like you.\And you want me to believe such an idiotic thing?\Fine. Then, keep looking at me.\What?\Do you believe me now?\You really are a sore loser, aren't you?\How about we make a whole roast out of him?\Hey! response:	Oh, no, sorry...
context: And you want me to believe such an idiotic thing?\Fine. Then, keep looking at me.\What?\Do you believe me now?\You really are a sore loser, aren't you?\How about we make a whole roast out of him?\Hey!\Oh, no, sorry... response:	Don't show off in a place like this!
context: Fine. Then, keep looking at me.\What?\Do you believe me now?\You really are a sore loser, aren't you?\How about we make a whole roast out of him?\Hey!\Oh, no, sorry...\Don't show off in a place like this! response:	Oh, Yusarin's saliva!
context: What?\Do you believe me now?\You really are a sore loser, aren't you?\How about we make a whole roast out of him?\Hey!\Oh, no, sorry...\Don't show off in a place like this!\Oh, Yusarin's saliva! response:	No... this would be Misa's saliva... I'm troubled at how I should react!
context: Do you believe me now?\You really are a sore loser, aren't you?\How about we make a whole roast out of him?\Hey!\Oh, no, sorry...\Don't show off in a place like this!\Oh, Yusarin's saliva!\No... this would be Misa's saliva... I'm troubled at how I should react! response:	Such a turn-off!
context: You really are a sore loser, aren't you?\How about we make a whole roast out of him?\Hey!\Oh, no, sorry...\Don't show off in a place like this!\Oh, Yusarin's saliva!\No... this would be Misa's saliva... I'm troubled at how I should react!\Such a turn-off! response:	Getting back to the main discussion... So, what will it be in the end?
context: How about we make a whole roast out of him?\Hey!\Oh, no, sorry...\Don't show off in a place like this!\Oh, Yusarin's saliva!\No... this would be Misa's saliva... I'm troubled at how I should react!\Such a turn-off!\Getting back to the main discussion... So, what will it be in the end? response:	But no, this is... this has to be... Yusarin's saliva...
context: Hey!\Oh, no, sorry...\Don't show off in a place like this!\Oh, Yusarin's saliva!\No... this would be Misa's saliva... I'm troubled at how I should react!\Such a turn-off!\Getting back to the main discussion... So, what will it be in the end?\But no, this is... this has to be... Yusarin's saliva... response:	No, wait... in the first place...
context: Oh, no, sorry...\Don't show off in a place like this!\Oh, Yusarin's saliva!\No... this would be Misa's saliva... I'm troubled at how I should react!\Such a turn-off!\Getting back to the main discussion... So, what will it be in the end?\But no, this is... this has to be... Yusarin's saliva...\No, wait... in the first place... response:	Then, how about we face each other in baseball?
context: Don't show off in a place like this!\Oh, Yusarin's saliva!\No... this would be Misa's saliva... I'm troubled at how I should react!\Such a turn-off!\Getting back to the main discussion... So, what will it be in the end?\But no, this is... this has to be... Yusarin's saliva...\No, wait... in the first place...\Then, how about we face each other in baseball? response:	Our baseball team versus your baseball team.
context: Oh, Yusarin's saliva!\No... this would be Misa's saliva... I'm troubled at how I should react!\Such a turn-off!\Getting back to the main discussion... So, what will it be in the end?\But no, this is... this has to be... Yusarin's saliva...\No, wait... in the first place...\Then, how about we face each other in baseball?\Our baseball team versus your baseball team. response:	If we win, do as we say.
context: No... this would be Misa's saliva... I'm troubled at how I should react!\Such a turn-off!\Getting back to the main discussion... So, what will it be in the end?\But no, this is... this has to be... Yusarin's saliva...\No, wait... in the first place...\Then, how about we face each other in baseball?\Our baseball team versus your baseball team.\If we win, do as we say. response:	All right. And if we win, don't have anything to do with me ever again.
context: Such a turn-off!\Getting back to the main discussion... So, what will it be in the end?\But no, this is... this has to be... Yusarin's saliva...\No, wait... in the first place...\Then, how about we face each other in baseball?\Our baseball team versus your baseball team.\If we win, do as we say.\All right. And if we win, don't have anything to do with me ever again. response:	Yes. But still, you'll never become a professional baseball player.
context: Getting back to the main discussion... So, what will it be in the end?\But no, this is... this has to be... Yusarin's saliva...\No, wait... in the first place...\Then, how about we face each other in baseball?\Our baseball team versus your baseball team.\If we win, do as we say.\All right. And if we win, don't have anything to do with me ever again.\Yes. But still, you'll never become a professional baseball player. response:	I don't understand what drives you so far.
context: But no, this is... this has to be... Yusarin's saliva...\No, wait... in the first place...\Then, how about we face each other in baseball?\Our baseball team versus your baseball team.\If we win, do as we say.\All right. And if we win, don't have anything to do with me ever again.\Yes. But still, you'll never become a professional baseball player.\I don't understand what drives you so far. response:	I want to go to Koushien Stadium. That's all.
context: No, wait... in the first place...\Then, how about we face each other in baseball?\Our baseball team versus your baseball team.\If we win, do as we say.\All right. And if we win, don't have anything to do with me ever again.\Yes. But still, you'll never become a professional baseball player.\I don't understand what drives you so far.\I want to go to Koushien Stadium. That's all. response:	Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?
context: Then, how about we face each other in baseball?\Our baseball team versus your baseball team.\If we win, do as we say.\All right. And if we win, don't have anything to do with me ever again.\Yes. But still, you'll never become a professional baseball player.\I don't understand what drives you so far.\I want to go to Koushien Stadium. That's all.\Understood. Next Sunday at 3:00PM, at our school courtyard. How about it? response:	Yes. I don't have problems with that.
context: Our baseball team versus your baseball team.\If we win, do as we say.\All right. And if we win, don't have anything to do with me ever again.\Yes. But still, you'll never become a professional baseball player.\I don't understand what drives you so far.\I want to go to Koushien Stadium. That's all.\Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?\Yes. I don't have problems with that. response:	What's wrong, Arifumi?
context: If we win, do as we say.\All right. And if we win, don't have anything to do with me ever again.\Yes. But still, you'll never become a professional baseball player.\I don't understand what drives you so far.\I want to go to Koushien Stadium. That's all.\Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?\Yes. I don't have problems with that.\What's wrong, Arifumi? response:	So someone that can hit that knuckle ball exists in our baseball team?
context: All right. And if we win, don't have anything to do with me ever again.\Yes. But still, you'll never become a professional baseball player.\I don't understand what drives you so far.\I want to go to Koushien Stadium. That's all.\Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?\Yes. I don't have problems with that.\What's wrong, Arifumi?\So someone that can hit that knuckle ball exists in our baseball team? response:	We'll be using special abilities ourselves, so it will be all right.
context: Yes. But still, you'll never become a professional baseball player.\I don't understand what drives you so far.\I want to go to Koushien Stadium. That's all.\Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?\Yes. I don't have problems with that.\What's wrong, Arifumi?\So someone that can hit that knuckle ball exists in our baseball team?\We'll be using special abilities ourselves, so it will be all right. response:	I see. What kind of abilities do these people have?
context: I don't understand what drives you so far.\I want to go to Koushien Stadium. That's all.\Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?\Yes. I don't have problems with that.\What's wrong, Arifumi?\So someone that can hit that knuckle ball exists in our baseball team?\We'll be using special abilities ourselves, so it will be all right.\I see. What kind of abilities do these people have? response:	No, our baseball team, despite having several people
context: I want to go to Koushien Stadium. That's all.\Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?\Yes. I don't have problems with that.\What's wrong, Arifumi?\So someone that can hit that knuckle ball exists in our baseball team?\We'll be using special abilities ourselves, so it will be all right.\I see. What kind of abilities do these people have?\No, our baseball team, despite having several people response:	with potential, has no one that can use a special ability.
context: Understood. Next Sunday at 3:00PM, at our school courtyard. How about it?\Yes. I don't have problems with that.\What's wrong, Arifumi?\So someone that can hit that knuckle ball exists in our baseball team?\We'll be using special abilities ourselves, so it will be all right.\I see. What kind of abilities do these people have?\No, our baseball team, despite having several people\with potential, has no one that can use a special ability. response:	Then, how do we...
context: Yes. I don't have problems with that.\What's wrong, Arifumi?\So someone that can hit that knuckle ball exists in our baseball team?\We'll be using special abilities ourselves, so it will be all right.\I see. What kind of abilities do these people have?\No, our baseball team, despite having several people\with potential, has no one that can use a special ability.\Then, how do we... response:	We're still around.
context: What's wrong, Arifumi?\So someone that can hit that knuckle ball exists in our baseball team?\We'll be using special abilities ourselves, so it will be all right.\I see. What kind of abilities do these people have?\No, our baseball team, despite having several people\with potential, has no one that can use a special ability.\Then, how do we...\We're still around. response:	We're all a part of this?
context: So someone that can hit that knuckle ball exists in our baseball team?\We'll be using special abilities ourselves, so it will be all right.\I see. What kind of abilities do these people have?\No, our baseball team, despite having several people\with potential, has no one that can use a special ability.\Then, how do we...\We're still around.\We're all a part of this? response:	If not, we won't be able to win.
context: We'll be using special abilities ourselves, so it will be all right.\I see. What kind of abilities do these people have?\No, our baseball team, despite having several people\with potential, has no one that can use a special ability.\Then, how do we...\We're still around.\We're all a part of this?\If not, we won't be able to win. response:	Besides, if it's on our school courtyard, it wouldn't turn into a riot.
context: I see. What kind of abilities do these people have?\No, our baseball team, despite having several people\with potential, has no one that can use a special ability.\Then, how do we...\We're still around.\We're all a part of this?\If not, we won't be able to win.\Besides, if it's on our school courtyard, it wouldn't turn into a riot. response:	Well, that was the appropriate move.
context: No, our baseball team, despite having several people\with potential, has no one that can use a special ability.\Then, how do we...\We're still around.\We're all a part of this?\If not, we won't be able to win.\Besides, if it's on our school courtyard, it wouldn't turn into a riot.\Well, that was the appropriate move. response:	Heh... This gets me burning up for the first time in a while.
context: with potential, has no one that can use a special ability.\Then, how do we...\We're still around.\We're all a part of this?\If not, we won't be able to win.\Besides, if it's on our school courtyard, it wouldn't turn into a riot.\Well, that was the appropriate move.\Heh... This gets me burning up for the first time in a while. response:	Don't you burn anything!
context: Then, how do we...\We're still around.\We're all a part of this?\If not, we won't be able to win.\Besides, if it's on our school courtyard, it wouldn't turn into a riot.\Well, that was the appropriate move.\Heh... This gets me burning up for the first time in a while.\Don't you burn anything! response:	Bow!
context: We're still around.\We're all a part of this?\If not, we won't be able to win.\Besides, if it's on our school courtyard, it wouldn't turn into a riot.\Well, that was the appropriate move.\Heh... This gets me burning up for the first time in a while.\Don't you burn anything!\Bow! response:	Let's have a good game!
context: We're all a part of this?\If not, we won't be able to win.\Besides, if it's on our school courtyard, it wouldn't turn into a riot.\Well, that was the appropriate move.\Heh... This gets me burning up for the first time in a while.\Don't you burn anything!\Bow!\Let's have a good game! response:	Let's all do our best!
