context: I'm coming! response:	Who are you?
context: Asakura's been acting suspicious, too.\Hey.\What is that Banmon thing?\-What? A blind boy with no arms? -Yes.\I believe one of his legs is a prosthetic, too.\They said they travel, defeating monsters.\I would've died if he had not saved me.\They bragged that they were only after strong demon gods. response:	And he really did slay a huge monster with just one slash.
context: Hey.\What is that Banmon thing?\-What? A blind boy with no arms? -Yes.\I believe one of his legs is a prosthetic, too.\They said they travel, defeating monsters.\I would've died if he had not saved me.\They bragged that they were only after strong demon gods.\And he really did slay a huge monster with just one slash. response:	His name is Hyakkimaru.
context: What is that Banmon thing?\-What? A blind boy with no arms? -Yes.\I believe one of his legs is a prosthetic, too.\They said they travel, defeating monsters.\I would've died if he had not saved me.\They bragged that they were only after strong demon gods.\And he really did slay a huge monster with just one slash.\His name is Hyakkimaru. response:	It used to be a fort that protected us from the Asakura clan.
context: -What? A blind boy with no arms? -Yes.\I believe one of his legs is a prosthetic, too.\They said they travel, defeating monsters.\I would've died if he had not saved me.\They bragged that they were only after strong demon gods.\And he really did slay a huge monster with just one slash.\His name is Hyakkimaru.\It used to be a fort that protected us from the Asakura clan. response:	There was a fierce battle, and all except one wall got burned down.
context: I believe one of his legs is a prosthetic, too.\They said they travel, defeating monsters.\I would've died if he had not saved me.\They bragged that they were only after strong demon gods.\And he really did slay a huge monster with just one slash.\His name is Hyakkimaru.\It used to be a fort that protected us from the Asakura clan.\There was a fierce battle, and all except one wall got burned down. response:	But that was the first time Daigo's army drove the Asakuras away.
context: They said they travel, defeating monsters.\I would've died if he had not saved me.\They bragged that they were only after strong demon gods.\And he really did slay a huge monster with just one slash.\His name is Hyakkimaru.\It used to be a fort that protected us from the Asakura clan.\There was a fierce battle, and all except one wall got burned down.\But that was the first time Daigo's army drove the Asakuras away. response:	Lord Kagemitsu's influence grew from here.
context: I would've died if he had not saved me.\They bragged that they were only after strong demon gods.\And he really did slay a huge monster with just one slash.\His name is Hyakkimaru.\It used to be a fort that protected us from the Asakura clan.\There was a fierce battle, and all except one wall got burned down.\But that was the first time Daigo's army drove the Asakuras away.\Lord Kagemitsu's influence grew from here. response:	Wow, what a tall wall.
context: They bragged that they were only after strong demon gods.\And he really did slay a huge monster with just one slash.\His name is Hyakkimaru.\It used to be a fort that protected us from the Asakura clan.\There was a fierce battle, and all except one wall got burned down.\But that was the first time Daigo's army drove the Asakuras away.\Lord Kagemitsu's influence grew from here.\Wow, what a tall wall. response:	They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.
context: And he really did slay a huge monster with just one slash.\His name is Hyakkimaru.\It used to be a fort that protected us from the Asakura clan.\There was a fierce battle, and all except one wall got burned down.\But that was the first time Daigo's army drove the Asakuras away.\Lord Kagemitsu's influence grew from here.\Wow, what a tall wall.\They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it. response:	But recently the Asakuras have been getting stronger.
context: His name is Hyakkimaru.\It used to be a fort that protected us from the Asakura clan.\There was a fierce battle, and all except one wall got burned down.\But that was the first time Daigo's army drove the Asakuras away.\Lord Kagemitsu's influence grew from here.\Wow, what a tall wall.\They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.\But recently the Asakuras have been getting stronger. response:	They shoot Daigo's men and spies onto the wall.
context: It used to be a fort that protected us from the Asakura clan.\There was a fierce battle, and all except one wall got burned down.\But that was the first time Daigo's army drove the Asakuras away.\Lord Kagemitsu's influence grew from here.\Wow, what a tall wall.\They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.\But recently the Asakuras have been getting stronger.\They shoot Daigo's men and spies onto the wall. response:	They're trying to sully the Goddess of Mercy's blessing.
context: There was a fierce battle, and all except one wall got burned down.\But that was the first time Daigo's army drove the Asakuras away.\Lord Kagemitsu's influence grew from here.\Wow, what a tall wall.\They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.\But recently the Asakuras have been getting stronger.\They shoot Daigo's men and spies onto the wall.\They're trying to sully the Goddess of Mercy's blessing. response:	Ghouls have been gathering nightly, attracted to those corpses.
context: But that was the first time Daigo's army drove the Asakuras away.\Lord Kagemitsu's influence grew from here.\Wow, what a tall wall.\They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.\But recently the Asakuras have been getting stronger.\They shoot Daigo's men and spies onto the wall.\They're trying to sully the Goddess of Mercy's blessing.\Ghouls have been gathering nightly, attracted to those corpses. response:	Nobody goes near it now.
context: Lord Kagemitsu's influence grew from here.\Wow, what a tall wall.\They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.\But recently the Asakuras have been getting stronger.\They shoot Daigo's men and spies onto the wall.\They're trying to sully the Goddess of Mercy's blessing.\Ghouls have been gathering nightly, attracted to those corpses.\Nobody goes near it now. response:	Some say it might even be cursed by the demons Lord Daigo defeated.
context: Wow, what a tall wall.\They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.\But recently the Asakuras have been getting stronger.\They shoot Daigo's men and spies onto the wall.\They're trying to sully the Goddess of Mercy's blessing.\Ghouls have been gathering nightly, attracted to those corpses.\Nobody goes near it now.\Some say it might even be cursed by the demons Lord Daigo defeated. response:	Do you sense something?
context: They say the Goddess of Mercy that Lord Daigo's wife prays to dwells in it.\But recently the Asakuras have been getting stronger.\They shoot Daigo's men and spies onto the wall.\They're trying to sully the Goddess of Mercy's blessing.\Ghouls have been gathering nightly, attracted to those corpses.\Nobody goes near it now.\Some say it might even be cursed by the demons Lord Daigo defeated.\Do you sense something? response:	A demon?
context: But recently the Asakuras have been getting stronger.\They shoot Daigo's men and spies onto the wall.\They're trying to sully the Goddess of Mercy's blessing.\Ghouls have been gathering nightly, attracted to those corpses.\Nobody goes near it now.\Some say it might even be cursed by the demons Lord Daigo defeated.\Do you sense something?\A demon? response:	Very strong.
context: They shoot Daigo's men and spies onto the wall.\They're trying to sully the Goddess of Mercy's blessing.\Ghouls have been gathering nightly, attracted to those corpses.\Nobody goes near it now.\Some say it might even be cursed by the demons Lord Daigo defeated.\Do you sense something?\A demon?\Very strong. response:	Hey.
context: They're trying to sully the Goddess of Mercy's blessing.\Ghouls have been gathering nightly, attracted to those corpses.\Nobody goes near it now.\Some say it might even be cursed by the demons Lord Daigo defeated.\Do you sense something?\A demon?\Very strong.\Hey. response:	Be careful. If you cross that wall, you'll be killed.
context: Ghouls have been gathering nightly, attracted to those corpses.\Nobody goes near it now.\Some say it might even be cursed by the demons Lord Daigo defeated.\Do you sense something?\A demon?\Very strong.\Hey.\Be careful. If you cross that wall, you'll be killed. response:	Huh? You're just a kid. Don't scare me like that.
context: Nobody goes near it now.\Some say it might even be cursed by the demons Lord Daigo defeated.\Do you sense something?\A demon?\Very strong.\Hey.\Be careful. If you cross that wall, you'll be killed.\Huh? You're just a kid. Don't scare me like that. response:	See that? They're Asakura sentries.
context: Some say it might even be cursed by the demons Lord Daigo defeated.\Do you sense something?\A demon?\Very strong.\Hey.\Be careful. If you cross that wall, you'll be killed.\Huh? You're just a kid. Don't scare me like that.\See that? They're Asakura sentries. response:	If they catch you, they'll shoot you onto Banmon.
context: Do you sense something?\A demon?\Very strong.\Hey.\Be careful. If you cross that wall, you'll be killed.\Huh? You're just a kid. Don't scare me like that.\See that? They're Asakura sentries.\If they catch you, they'll shoot you onto Banmon. response:	There's nothing to find here.
context: A demon?\Very strong.\Hey.\Be careful. If you cross that wall, you'll be killed.\Huh? You're just a kid. Don't scare me like that.\See that? They're Asakura sentries.\If they catch you, they'll shoot you onto Banmon.\There's nothing to find here. response:	Go rob corpses someplace else.
context: Very strong.\Hey.\Be careful. If you cross that wall, you'll be killed.\Huh? You're just a kid. Don't scare me like that.\See that? They're Asakura sentries.\If they catch you, they'll shoot you onto Banmon.\There's nothing to find here.\Go rob corpses someplace else. response:	That's not what we're here for. We're going to beat Banmon's monster.
context: Hey.\Be careful. If you cross that wall, you'll be killed.\Huh? You're just a kid. Don't scare me like that.\See that? They're Asakura sentries.\If they catch you, they'll shoot you onto Banmon.\There's nothing to find here.\Go rob corpses someplace else.\That's not what we're here for. We're going to beat Banmon's monster. response:	Monster?
context: Be careful. If you cross that wall, you'll be killed.\Huh? You're just a kid. Don't scare me like that.\See that? They're Asakura sentries.\If they catch you, they'll shoot you onto Banmon.\There's nothing to find here.\Go rob corpses someplace else.\That's not what we're here for. We're going to beat Banmon's monster.\Monster? response:	This used to be where our village was.
context: Huh? You're just a kid. Don't scare me like that.\See that? They're Asakura sentries.\If they catch you, they'll shoot you onto Banmon.\There's nothing to find here.\Go rob corpses someplace else.\That's not what we're here for. We're going to beat Banmon's monster.\Monster?\This used to be where our village was. response:	They came barging in and built that Banmon.
context: See that? They're Asakura sentries.\If they catch you, they'll shoot you onto Banmon.\There's nothing to find here.\Go rob corpses someplace else.\That's not what we're here for. We're going to beat Banmon's monster.\Monster?\This used to be where our village was.\They came barging in and built that Banmon. response:	My home is on the other side! Let go, let go of me!
context: If they catch you, they'll shoot you onto Banmon.\There's nothing to find here.\Go rob corpses someplace else.\That's not what we're here for. We're going to beat Banmon's monster.\Monster?\This used to be where our village was.\They came barging in and built that Banmon.\My home is on the other side! Let go, let go of me! response:	It's Asakura territory now. You'll be killed!
context: There's nothing to find here.\Go rob corpses someplace else.\That's not what we're here for. We're going to beat Banmon's monster.\Monster?\This used to be where our village was.\They came barging in and built that Banmon.\My home is on the other side! Let go, let go of me!\It's Asakura territory now. You'll be killed! response:	Papa... Mama... Mama...!
context: Go rob corpses someplace else.\That's not what we're here for. We're going to beat Banmon's monster.\Monster?\This used to be where our village was.\They came barging in and built that Banmon.\My home is on the other side! Let go, let go of me!\It's Asakura territory now. You'll be killed!\Papa... Mama... Mama...! response:	Everyone abandoned the village.
context: That's not what we're here for. We're going to beat Banmon's monster.\Monster?\This used to be where our village was.\They came barging in and built that Banmon.\My home is on the other side! Let go, let go of me!\It's Asakura territory now. You'll be killed!\Papa... Mama... Mama...!\Everyone abandoned the village. response:	But I ain't giving up.
context: Monster?\This used to be where our village was.\They came barging in and built that Banmon.\My home is on the other side! Let go, let go of me!\It's Asakura territory now. You'll be killed!\Papa... Mama... Mama...!\Everyone abandoned the village.\But I ain't giving up. response:	I'll cross Banmon someday and get home.
context: This used to be where our village was.\They came barging in and built that Banmon.\My home is on the other side! Let go, let go of me!\It's Asakura territory now. You'll be killed!\Papa... Mama... Mama...!\Everyone abandoned the village.\But I ain't giving up.\I'll cross Banmon someday and get home. response:	I'm going home!
context: They came barging in and built that Banmon.\My home is on the other side! Let go, let go of me!\It's Asakura territory now. You'll be killed!\Papa... Mama... Mama...!\Everyone abandoned the village.\But I ain't giving up.\I'll cross Banmon someday and get home.\I'm going home! response:	-We'll help. -Huh?
context: My home is on the other side! Let go, let go of me!\It's Asakura territory now. You'll be killed!\Papa... Mama... Mama...!\Everyone abandoned the village.\But I ain't giving up.\I'll cross Banmon someday and get home.\I'm going home!\-We'll help. -Huh? response:	So the Asakura army keeps watch during the day.
context: It's Asakura territory now. You'll be killed!\Papa... Mama... Mama...!\Everyone abandoned the village.\But I ain't giving up.\I'll cross Banmon someday and get home.\I'm going home!\-We'll help. -Huh?\So the Asakura army keeps watch during the day. response:	But what about night?
context: Papa... Mama... Mama...!\Everyone abandoned the village.\But I ain't giving up.\I'll cross Banmon someday and get home.\I'm going home!\-We'll help. -Huh?\So the Asakura army keeps watch during the day.\But what about night? response:	Are you crazy? It's even worse at night.
context: Everyone abandoned the village.\But I ain't giving up.\I'll cross Banmon someday and get home.\I'm going home!\-We'll help. -Huh?\So the Asakura army keeps watch during the day.\But what about night?\Are you crazy? It's even worse at night. response:	You've never seen the likes of it.
context: But I ain't giving up.\I'll cross Banmon someday and get home.\I'm going home!\-We'll help. -Huh?\So the Asakura army keeps watch during the day.\But what about night?\Are you crazy? It's even worse at night.\You've never seen the likes of it. response:	-Huge monsters everywhere... -Don't worry.
context: I'll cross Banmon someday and get home.\I'm going home!\-We'll help. -Huh?\So the Asakura army keeps watch during the day.\But what about night?\Are you crazy? It's even worse at night.\You've never seen the likes of it.\-Huge monsters everywhere... -Don't worry. response:	My bro can handle that.
context: I'm going home!\-We'll help. -Huh?\So the Asakura army keeps watch during the day.\But what about night?\Are you crazy? It's even worse at night.\You've never seen the likes of it.\-Huge monsters everywhere... -Don't worry.\My bro can handle that. response:	You meant it about beating the monsters?
context: -We'll help. -Huh?\So the Asakura army keeps watch during the day.\But what about night?\Are you crazy? It's even worse at night.\You've never seen the likes of it.\-Huge monsters everywhere... -Don't worry.\My bro can handle that.\You meant it about beating the monsters? response:	We usually don't do it for free.
context: So the Asakura army keeps watch during the day.\But what about night?\Are you crazy? It's even worse at night.\You've never seen the likes of it.\-Huge monsters everywhere... -Don't worry.\My bro can handle that.\You meant it about beating the monsters?\We usually don't do it for free. response:	But you fed us, so it's a deal.
context: But what about night?\Are you crazy? It's even worse at night.\You've never seen the likes of it.\-Huge monsters everywhere... -Don't worry.\My bro can handle that.\You meant it about beating the monsters?\We usually don't do it for free.\But you fed us, so it's a deal. response:	I'm Dororo. This is Hyakkimaru.
context: Are you crazy? It's even worse at night.\You've never seen the likes of it.\-Huge monsters everywhere... -Don't worry.\My bro can handle that.\You meant it about beating the monsters?\We usually don't do it for free.\But you fed us, so it's a deal.\I'm Dororo. This is Hyakkimaru. response:	I'm Sukeroku.
context: You've never seen the likes of it.\-Huge monsters everywhere... -Don't worry.\My bro can handle that.\You meant it about beating the monsters?\We usually don't do it for free.\But you fed us, so it's a deal.\I'm Dororo. This is Hyakkimaru.\I'm Sukeroku. response:	My son really is alive...
context: -Huge monsters everywhere... -Don't worry.\My bro can handle that.\You meant it about beating the monsters?\We usually don't do it for free.\But you fed us, so it's a deal.\I'm Dororo. This is Hyakkimaru.\I'm Sukeroku.\My son really is alive... response:	My lady, the lord is...
context: My bro can handle that.\You meant it about beating the monsters?\We usually don't do it for free.\But you fed us, so it's a deal.\I'm Dororo. This is Hyakkimaru.\I'm Sukeroku.\My son really is alive...\My lady, the lord is... response:	What are you going to do?
context: You meant it about beating the monsters?\We usually don't do it for free.\But you fed us, so it's a deal.\I'm Dororo. This is Hyakkimaru.\I'm Sukeroku.\My son really is alive...\My lady, the lord is...\What are you going to do? response:	I will not allow anybody to interfere with my prosperity.
context: We usually don't do it for free.\But you fed us, so it's a deal.\I'm Dororo. This is Hyakkimaru.\I'm Sukeroku.\My son really is alive...\My lady, the lord is...\What are you going to do?\I will not allow anybody to interfere with my prosperity. response:	-You think we should go unpunished? -What?
context: But you fed us, so it's a deal.\I'm Dororo. This is Hyakkimaru.\I'm Sukeroku.\My son really is alive...\My lady, the lord is...\What are you going to do?\I will not allow anybody to interfere with my prosperity.\-You think we should go unpunished? -What? response:	Sacrificing the life of an innocent child...
context: I'm Dororo. This is Hyakkimaru.\I'm Sukeroku.\My son really is alive...\My lady, the lord is...\What are you going to do?\I will not allow anybody to interfere with my prosperity.\-You think we should go unpunished? -What?\Sacrificing the life of an innocent child... response:	We will pay for what we did.
context: I'm Sukeroku.\My son really is alive...\My lady, the lord is...\What are you going to do?\I will not allow anybody to interfere with my prosperity.\-You think we should go unpunished? -What?\Sacrificing the life of an innocent child...\We will pay for what we did. response:	We may already be paying for it.
context: My son really is alive...\My lady, the lord is...\What are you going to do?\I will not allow anybody to interfere with my prosperity.\-You think we should go unpunished? -What?\Sacrificing the life of an innocent child...\We will pay for what we did.\We may already be paying for it. response:	You're saying I should've let my land rot in hell as it was?
context: My lady, the lord is...\What are you going to do?\I will not allow anybody to interfere with my prosperity.\-You think we should go unpunished? -What?\Sacrificing the life of an innocent child...\We will pay for what we did.\We may already be paying for it.\You're saying I should've let my land rot in hell as it was? response:	My lord, is it truly the well-being of your people that you wish for?
context: What are you going to do?\I will not allow anybody to interfere with my prosperity.\-You think we should go unpunished? -What?\Sacrificing the life of an innocent child...\We will pay for what we did.\We may already be paying for it.\You're saying I should've let my land rot in hell as it was?\My lord, is it truly the well-being of your people that you wish for? response:	Or to defeat other domains and become a great lord?
context: I will not allow anybody to interfere with my prosperity.\-You think we should go unpunished? -What?\Sacrificing the life of an innocent child...\We will pay for what we did.\We may already be paying for it.\You're saying I should've let my land rot in hell as it was?\My lord, is it truly the well-being of your people that you wish for?\Or to defeat other domains and become a great lord? response:	For that, our son...
context: -You think we should go unpunished? -What?\Sacrificing the life of an innocent child...\We will pay for what we did.\We may already be paying for it.\You're saying I should've let my land rot in hell as it was?\My lord, is it truly the well-being of your people that you wish for?\Or to defeat other domains and become a great lord?\For that, our son... response:	Women don't understand politics.
context: Sacrificing the life of an innocent child...\We will pay for what we did.\We may already be paying for it.\You're saying I should've let my land rot in hell as it was?\My lord, is it truly the well-being of your people that you wish for?\Or to defeat other domains and become a great lord?\For that, our son...\Women don't understand politics. response:	ASAKURA DOMAIN
context: We will pay for what we did.\We may already be paying for it.\You're saying I should've let my land rot in hell as it was?\My lord, is it truly the well-being of your people that you wish for?\Or to defeat other domains and become a great lord?\For that, our son...\Women don't understand politics.\ASAKURA DOMAIN response:	-Daigo Kagemitsu did? -He left an hour ago with a small troop.
context: We may already be paying for it.\You're saying I should've let my land rot in hell as it was?\My lord, is it truly the well-being of your people that you wish for?\Or to defeat other domains and become a great lord?\For that, our son...\Women don't understand politics.\ASAKURA DOMAIN\-Daigo Kagemitsu did? -He left an hour ago with a small troop. response:	It didn't seem like a joyride, and he wished to keep it secret.
context: You're saying I should've let my land rot in hell as it was?\My lord, is it truly the well-being of your people that you wish for?\Or to defeat other domains and become a great lord?\For that, our son...\Women don't understand politics.\ASAKURA DOMAIN\-Daigo Kagemitsu did? -He left an hour ago with a small troop.\It didn't seem like a joyride, and he wished to keep it secret. response:	See? The Asakura sentries are leaving.
context: My lord, is it truly the well-being of your people that you wish for?\Or to defeat other domains and become a great lord?\For that, our son...\Women don't understand politics.\ASAKURA DOMAIN\-Daigo Kagemitsu did? -He left an hour ago with a small troop.\It didn't seem like a joyride, and he wished to keep it secret.\See? The Asakura sentries are leaving. response:	It's almost time.
context: Or to defeat other domains and become a great lord?\For that, our son...\Women don't understand politics.\ASAKURA DOMAIN\-Daigo Kagemitsu did? -He left an hour ago with a small troop.\It didn't seem like a joyride, and he wished to keep it secret.\See? The Asakura sentries are leaving.\It's almost time. response:	So hey, Sukeroku. What's your mama like?
context: For that, our son...\Women don't understand politics.\ASAKURA DOMAIN\-Daigo Kagemitsu did? -He left an hour ago with a small troop.\It didn't seem like a joyride, and he wished to keep it secret.\See? The Asakura sentries are leaving.\It's almost time.\So hey, Sukeroku. What's your mama like? response:	She's plump with white skin. The prettiest in the village.
context: Women don't understand politics.\ASAKURA DOMAIN\-Daigo Kagemitsu did? -He left an hour ago with a small troop.\It didn't seem like a joyride, and he wished to keep it secret.\See? The Asakura sentries are leaving.\It's almost time.\So hey, Sukeroku. What's your mama like?\She's plump with white skin. The prettiest in the village. response:	-She makes the best rice cakes too. -Yeah?
context: ASAKURA DOMAIN\-Daigo Kagemitsu did? -He left an hour ago with a small troop.\It didn't seem like a joyride, and he wished to keep it secret.\See? The Asakura sentries are leaving.\It's almost time.\So hey, Sukeroku. What's your mama like?\She's plump with white skin. The prettiest in the village.\-She makes the best rice cakes too. -Yeah? response:	Once we meet her, you can have some too.
context: -Daigo Kagemitsu did? -He left an hour ago with a small troop.\It didn't seem like a joyride, and he wished to keep it secret.\See? The Asakura sentries are leaving.\It's almost time.\So hey, Sukeroku. What's your mama like?\She's plump with white skin. The prettiest in the village.\-She makes the best rice cakes too. -Yeah?\Once we meet her, you can have some too. response:	Really? All right!
context: It didn't seem like a joyride, and he wished to keep it secret.\See? The Asakura sentries are leaving.\It's almost time.\So hey, Sukeroku. What's your mama like?\She's plump with white skin. The prettiest in the village.\-She makes the best rice cakes too. -Yeah?\Once we meet her, you can have some too.\Really? All right! response:	It's here.
context: See? The Asakura sentries are leaving.\It's almost time.\So hey, Sukeroku. What's your mama like?\She's plump with white skin. The prettiest in the village.\-She makes the best rice cakes too. -Yeah?\Once we meet her, you can have some too.\Really? All right!\It's here. response:	It's a fox fire sprit.
context: It's almost time.\So hey, Sukeroku. What's your mama like?\She's plump with white skin. The prettiest in the village.\-She makes the best rice cakes too. -Yeah?\Once we meet her, you can have some too.\Really? All right!\It's here.\It's a fox fire sprit. response:	That's the Banmon monster.
context: So hey, Sukeroku. What's your mama like?\She's plump with white skin. The prettiest in the village.\-She makes the best rice cakes too. -Yeah?\Once we meet her, you can have some too.\Really? All right!\It's here.\It's a fox fire sprit.\That's the Banmon monster. response:	There's more!
context: She's plump with white skin. The prettiest in the village.\-She makes the best rice cakes too. -Yeah?\Once we meet her, you can have some too.\Really? All right!\It's here.\It's a fox fire sprit.\That's the Banmon monster.\There's more! response:	Wow, we really can win!
context: -She makes the best rice cakes too. -Yeah?\Once we meet her, you can have some too.\Really? All right!\It's here.\It's a fox fire sprit.\That's the Banmon monster.\There's more!\Wow, we really can win! response:	Look at all of them.
context: Once we meet her, you can have some too.\Really? All right!\It's here.\It's a fox fire sprit.\That's the Banmon monster.\There's more!\Wow, we really can win!\Look at all of them. response:	It's called all the foxes around here.
context: Really? All right!\It's here.\It's a fox fire sprit.\That's the Banmon monster.\There's more!\Wow, we really can win!\Look at all of them.\It's called all the foxes around here. response:	Hyakkimaru! You stupid fox, take this!
context: It's here.\It's a fox fire sprit.\That's the Banmon monster.\There's more!\Wow, we really can win!\Look at all of them.\It's called all the foxes around here.\Hyakkimaru! You stupid fox, take this! response:	You jerk, you idiot! Take this, and this!
context: It's a fox fire sprit.\That's the Banmon monster.\There's more!\Wow, we really can win!\Look at all of them.\It's called all the foxes around here.\Hyakkimaru! You stupid fox, take this!\You jerk, you idiot! Take this, and this! response:	Watch out...!
context: That's the Banmon monster.\There's more!\Wow, we really can win!\Look at all of them.\It's called all the foxes around here.\Hyakkimaru! You stupid fox, take this!\You jerk, you idiot! Take this, and this!\Watch out...! response:	This is my chance...
context: There's more!\Wow, we really can win!\Look at all of them.\It's called all the foxes around here.\Hyakkimaru! You stupid fox, take this!\You jerk, you idiot! Take this, and this!\Watch out...!\This is my chance... response:	No, Sukeroku! It's dangerous to go alone.
context: Wow, we really can win!\Look at all of them.\It's called all the foxes around here.\Hyakkimaru! You stupid fox, take this!\You jerk, you idiot! Take this, and this!\Watch out...!\This is my chance...\No, Sukeroku! It's dangerous to go alone. response:	-Bro. -Go.
context: Look at all of them.\It's called all the foxes around here.\Hyakkimaru! You stupid fox, take this!\You jerk, you idiot! Take this, and this!\Watch out...!\This is my chance...\No, Sukeroku! It's dangerous to go alone.\-Bro. -Go. response:	Thanks.
context: It's called all the foxes around here.\Hyakkimaru! You stupid fox, take this!\You jerk, you idiot! Take this, and this!\Watch out...!\This is my chance...\No, Sukeroku! It's dangerous to go alone.\-Bro. -Go.\Thanks. response:	A demon.
context: Hyakkimaru! You stupid fox, take this!\You jerk, you idiot! Take this, and this!\Watch out...!\This is my chance...\No, Sukeroku! It's dangerous to go alone.\-Bro. -Go.\Thanks.\A demon. response:	Don't be rash, Sukeroku.
context: You jerk, you idiot! Take this, and this!\Watch out...!\This is my chance...\No, Sukeroku! It's dangerous to go alone.\-Bro. -Go.\Thanks.\A demon.\Don't be rash, Sukeroku. response:	A traveling boy with a kid?
context: Watch out...!\This is my chance...\No, Sukeroku! It's dangerous to go alone.\-Bro. -Go.\Thanks.\A demon.\Don't be rash, Sukeroku.\A traveling boy with a kid? response:	He's about my age or a bit older.
context: This is my chance...\No, Sukeroku! It's dangerous to go alone.\-Bro. -Go.\Thanks.\A demon.\Don't be rash, Sukeroku.\A traveling boy with a kid?\He's about my age or a bit older. response:	Haven't seen him.
context: No, Sukeroku! It's dangerous to go alone.\-Bro. -Go.\Thanks.\A demon.\Don't be rash, Sukeroku.\A traveling boy with a kid?\He's about my age or a bit older.\Haven't seen him. response:	Hey, you haven't paid!
context: -Bro. -Go.\Thanks.\A demon.\Don't be rash, Sukeroku.\A traveling boy with a kid?\He's about my age or a bit older.\Haven't seen him.\Hey, you haven't paid! response:	-Young Master! -Here.
context: Thanks.\A demon.\Don't be rash, Sukeroku.\A traveling boy with a kid?\He's about my age or a bit older.\Haven't seen him.\Hey, you haven't paid!\-Young Master! -Here. response:	He must still be around here somewhere.
context: A demon.\Don't be rash, Sukeroku.\A traveling boy with a kid?\He's about my age or a bit older.\Haven't seen him.\Hey, you haven't paid!\-Young Master! -Here.\He must still be around here somewhere. response:	But what are you going to do if you find him?
context: Don't be rash, Sukeroku.\A traveling boy with a kid?\He's about my age or a bit older.\Haven't seen him.\Hey, you haven't paid!\-Young Master! -Here.\He must still be around here somewhere.\But what are you going to do if you find him? response:	You said my father was shocked when he heard your report.
context: A traveling boy with a kid?\He's about my age or a bit older.\Haven't seen him.\Hey, you haven't paid!\-Young Master! -Here.\He must still be around here somewhere.\But what are you going to do if you find him?\You said my father was shocked when he heard your report. response:	Father must know something about his past.
context: He's about my age or a bit older.\Haven't seen him.\Hey, you haven't paid!\-Young Master! -Here.\He must still be around here somewhere.\But what are you going to do if you find him?\You said my father was shocked when he heard your report.\Father must know something about his past. response:	You mean...
context: Haven't seen him.\Hey, you haven't paid!\-Young Master! -Here.\He must still be around here somewhere.\But what are you going to do if you find him?\You said my father was shocked when he heard your report.\Father must know something about his past.\You mean... response:	Father and Mother's secret.
context: Hey, you haven't paid!\-Young Master! -Here.\He must still be around here somewhere.\But what are you going to do if you find him?\You said my father was shocked when he heard your report.\Father must know something about his past.\You mean...\Father and Mother's secret. response:	Where the baby disappeared to 16 years ago.
context: -Young Master! -Here.\He must still be around here somewhere.\But what are you going to do if you find him?\You said my father was shocked when he heard your report.\Father must know something about his past.\You mean...\Father and Mother's secret.\Where the baby disappeared to 16 years ago. response:	That boy might have the answer to all this.
context: He must still be around here somewhere.\But what are you going to do if you find him?\You said my father was shocked when he heard your report.\Father must know something about his past.\You mean...\Father and Mother's secret.\Where the baby disappeared to 16 years ago.\That boy might have the answer to all this. response:	A baby demon has been born, red all over
context: But what are you going to do if you find him?\You said my father was shocked when he heard your report.\Father must know something about his past.\You mean...\Father and Mother's secret.\Where the baby disappeared to 16 years ago.\That boy might have the answer to all this.\A baby demon has been born, red all over response:	Should we feed it to the mountain beasts?
context: You said my father was shocked when he heard your report.\Father must know something about his past.\You mean...\Father and Mother's secret.\Where the baby disappeared to 16 years ago.\That boy might have the answer to all this.\A baby demon has been born, red all over\Should we feed it to the mountain beasts? response:	-Hey, you there. -Young Master, she's...
context: Father must know something about his past.\You mean...\Father and Mother's secret.\Where the baby disappeared to 16 years ago.\That boy might have the answer to all this.\A baby demon has been born, red all over\Should we feed it to the mountain beasts?\-Hey, you there. -Young Master, she's... response:	The demon child...!
context: You mean...\Father and Mother's secret.\Where the baby disappeared to 16 years ago.\That boy might have the answer to all this.\A baby demon has been born, red all over\Should we feed it to the mountain beasts?\-Hey, you there. -Young Master, she's...\The demon child...! response:	The demon child has come back to destroy Daigo!
context: Father and Mother's secret.\Where the baby disappeared to 16 years ago.\That boy might have the answer to all this.\A baby demon has been born, red all over\Should we feed it to the mountain beasts?\-Hey, you there. -Young Master, she's...\The demon child...!\The demon child has come back to destroy Daigo! response:	Sukeroku, Sukeroku!
context: Where the baby disappeared to 16 years ago.\That boy might have the answer to all this.\A baby demon has been born, red all over\Should we feed it to the mountain beasts?\-Hey, you there. -Young Master, she's...\The demon child...!\The demon child has come back to destroy Daigo!\Sukeroku, Sukeroku! response:	Where'd he go?
context: That boy might have the answer to all this.\A baby demon has been born, red all over\Should we feed it to the mountain beasts?\-Hey, you there. -Young Master, she's...\The demon child...!\The demon child has come back to destroy Daigo!\Sukeroku, Sukeroku!\Where'd he go? response:	-Sukeroku! -Hey, you!
