context: This is Code Papillon! response:	Midsummer's Knights, do you copy?
context: Organizations run by older people\tend to be experienced, knowledgeable, and careful,\but too cautious to make any serious moves.\And organizations composed of the young have a lot of energy,\but tend to lose control and destroy themselves.\But when the young and old work together with mutual respect,\they make a strong team.\Tanegashima has that. response:	Over.
context: tend to be experienced, knowledgeable, and careful,\but too cautious to make any serious moves.\And organizations composed of the young have a lot of energy,\but tend to lose control and destroy themselves.\But when the young and old work together with mutual respect,\they make a strong team.\Tanegashima has that.\Over. response:	Understood.
context: but too cautious to make any serious moves.\And organizations composed of the young have a lot of energy,\but tend to lose control and destroy themselves.\But when the young and old work together with mutual respect,\they make a strong team.\Tanegashima has that.\Over.\Understood. response:	I guess we can't underestimate them.
context: And organizations composed of the young have a lot of energy,\but tend to lose control and destroy themselves.\But when the young and old work together with mutual respect,\they make a strong team.\Tanegashima has that.\Over.\Understood.\I guess we can't underestimate them. response:	But we need Hana Mutou, no matter what.
context: but tend to lose control and destroy themselves.\But when the young and old work together with mutual respect,\they make a strong team.\Tanegashima has that.\Over.\Understood.\I guess we can't underestimate them.\But we need Hana Mutou, no matter what. response:	Over.
context: But when the young and old work together with mutual respect,\they make a strong team.\Tanegashima has that.\Over.\Understood.\I guess we can't underestimate them.\But we need Hana Mutou, no matter what.\Over. response:	But even if we do acquire Hana Mutou,
context: they make a strong team.\Tanegashima has that.\Over.\Understood.\I guess we can't underestimate them.\But we need Hana Mutou, no matter what.\Over.\But even if we do acquire Hana Mutou, response:	I can't imagine she'll do what we ask.
context: Tanegashima has that.\Over.\Understood.\I guess we can't underestimate them.\But we need Hana Mutou, no matter what.\Over.\But even if we do acquire Hana Mutou,\I can't imagine she'll do what we ask. response:	Over.
context: Over.\Understood.\I guess we can't underestimate them.\But we need Hana Mutou, no matter what.\Over.\But even if we do acquire Hana Mutou,\I can't imagine she'll do what we ask.\Over. response:	Once we have her, we'll make it work.
context: Understood.\I guess we can't underestimate them.\But we need Hana Mutou, no matter what.\Over.\But even if we do acquire Hana Mutou,\I can't imagine she'll do what we ask.\Over.\Once we have her, we'll make it work. response:	She has a teenage girl's mentality.
context: I guess we can't underestimate them.\But we need Hana Mutou, no matter what.\Over.\But even if we do acquire Hana Mutou,\I can't imagine she'll do what we ask.\Over.\Once we have her, we'll make it work.\She has a teenage girl's mentality. response:	They're willing to do anything it takes now.
context: But we need Hana Mutou, no matter what.\Over.\But even if we do acquire Hana Mutou,\I can't imagine she'll do what we ask.\Over.\Once we have her, we'll make it work.\She has a teenage girl's mentality.\They're willing to do anything it takes now. response:	They need Hana that badly.
context: Over.\But even if we do acquire Hana Mutou,\I can't imagine she'll do what we ask.\Over.\Once we have her, we'll make it work.\She has a teenage girl's mentality.\They're willing to do anything it takes now.\They need Hana that badly. response:	They need her power to operate the Blume.
context: But even if we do acquire Hana Mutou,\I can't imagine she'll do what we ask.\Over.\Once we have her, we'll make it work.\She has a teenage girl's mentality.\They're willing to do anything it takes now.\They need Hana that badly.\They need her power to operate the Blume. response:	Science Chief, thanks to your efforts,
context: I can't imagine she'll do what we ask.\Over.\Once we have her, we'll make it work.\She has a teenage girl's mentality.\They're willing to do anything it takes now.\They need Hana that badly.\They need her power to operate the Blume.\Science Chief, thanks to your efforts, response:	we learned where that spaceship came from,
context: Over.\Once we have her, we'll make it work.\She has a teenage girl's mentality.\They're willing to do anything it takes now.\They need Hana that badly.\They need her power to operate the Blume.\Science Chief, thanks to your efforts,\we learned where that spaceship came from, response:	and about the dangers our planet faces.
context: Once we have her, we'll make it work.\She has a teenage girl's mentality.\They're willing to do anything it takes now.\They need Hana that badly.\They need her power to operate the Blume.\Science Chief, thanks to your efforts,\we learned where that spaceship came from,\and about the dangers our planet faces. response:	No, our technology couldn't even get inside that ship.
context: She has a teenage girl's mentality.\They're willing to do anything it takes now.\They need Hana that badly.\They need her power to operate the Blume.\Science Chief, thanks to your efforts,\we learned where that spaceship came from,\and about the dangers our planet faces.\No, our technology couldn't even get inside that ship. response:	But fortunately, the entrainment analysis technology I developed allowed us
context: They're willing to do anything it takes now.\They need Hana that badly.\They need her power to operate the Blume.\Science Chief, thanks to your efforts,\we learned where that spaceship came from,\and about the dangers our planet faces.\No, our technology couldn't even get inside that ship.\But fortunately, the entrainment analysis technology I developed allowed us response:	to successfully communicate with the intelligent life form inside.
context: They need Hana that badly.\They need her power to operate the Blume.\Science Chief, thanks to your efforts,\we learned where that spaceship came from,\and about the dangers our planet faces.\No, our technology couldn't even get inside that ship.\But fortunately, the entrainment analysis technology I developed allowed us\to successfully communicate with the intelligent life form inside. response:	That's all.
context: They need her power to operate the Blume.\Science Chief, thanks to your efforts,\we learned where that spaceship came from,\and about the dangers our planet faces.\No, our technology couldn't even get inside that ship.\But fortunately, the entrainment analysis technology I developed allowed us\to successfully communicate with the intelligent life form inside.\That's all. response:	Science Chief,
context: Science Chief, thanks to your efforts,\we learned where that spaceship came from,\and about the dangers our planet faces.\No, our technology couldn't even get inside that ship.\But fortunately, the entrainment analysis technology I developed allowed us\to successfully communicate with the intelligent life form inside.\That's all.\Science Chief, response:	is that young girl the intelligent life you've been communicating with?
context: we learned where that spaceship came from,\and about the dangers our planet faces.\No, our technology couldn't even get inside that ship.\But fortunately, the entrainment analysis technology I developed allowed us\to successfully communicate with the intelligent life form inside.\That's all.\Science Chief,\is that young girl the intelligent life you've been communicating with? response:	She looks like a girl... Is it her?
context: and about the dangers our planet faces.\No, our technology couldn't even get inside that ship.\But fortunately, the entrainment analysis technology I developed allowed us\to successfully communicate with the intelligent life form inside.\That's all.\Science Chief,\is that young girl the intelligent life you've been communicating with?\She looks like a girl... Is it her? response:	From my communications with her,
context: No, our technology couldn't even get inside that ship.\But fortunately, the entrainment analysis technology I developed allowed us\to successfully communicate with the intelligent life form inside.\That's all.\Science Chief,\is that young girl the intelligent life you've been communicating with?\She looks like a girl... Is it her?\From my communications with her, response:	I was certain that she was some kind of biological part of that spaceship.
context: But fortunately, the entrainment analysis technology I developed allowed us\to successfully communicate with the intelligent life form inside.\That's all.\Science Chief,\is that young girl the intelligent life you've been communicating with?\She looks like a girl... Is it her?\From my communications with her,\I was certain that she was some kind of biological part of that spaceship. response:	Since I've been speaking to her, it seems natural to me
context: to successfully communicate with the intelligent life form inside.\That's all.\Science Chief,\is that young girl the intelligent life you've been communicating with?\She looks like a girl... Is it her?\From my communications with her,\I was certain that she was some kind of biological part of that spaceship.\Since I've been speaking to her, it seems natural to me response:	that I've been speaking to something that looks like a girl...
context: That's all.\Science Chief,\is that young girl the intelligent life you've been communicating with?\She looks like a girl... Is it her?\From my communications with her,\I was certain that she was some kind of biological part of that spaceship.\Since I've been speaking to her, it seems natural to me\that I've been speaking to something that looks like a girl... response:	No, that is a girl.
context: Science Chief,\is that young girl the intelligent life you've been communicating with?\She looks like a girl... Is it her?\From my communications with her,\I was certain that she was some kind of biological part of that spaceship.\Since I've been speaking to her, it seems natural to me\that I've been speaking to something that looks like a girl...\No, that is a girl. response:	And she's terribly afraid of going back inside that spaceship.
context: is that young girl the intelligent life you've been communicating with?\She looks like a girl... Is it her?\From my communications with her,\I was certain that she was some kind of biological part of that spaceship.\Since I've been speaking to her, it seems natural to me\that I've been speaking to something that looks like a girl...\No, that is a girl.\And she's terribly afraid of going back inside that spaceship. response:	Apparently, she can't leave the ship on her own.
context: She looks like a girl... Is it her?\From my communications with her,\I was certain that she was some kind of biological part of that spaceship.\Since I've been speaking to her, it seems natural to me\that I've been speaking to something that looks like a girl...\No, that is a girl.\And she's terribly afraid of going back inside that spaceship.\Apparently, she can't leave the ship on her own. response:	But, Science Chief, why was Daichi Manatsu alone
context: From my communications with her,\I was certain that she was some kind of biological part of that spaceship.\Since I've been speaking to her, it seems natural to me\that I've been speaking to something that looks like a girl...\No, that is a girl.\And she's terribly afraid of going back inside that spaceship.\Apparently, she can't leave the ship on her own.\But, Science Chief, why was Daichi Manatsu alone response:	able to bring her out of the ship?
context: I was certain that she was some kind of biological part of that spaceship.\Since I've been speaking to her, it seems natural to me\that I've been speaking to something that looks like a girl...\No, that is a girl.\And she's terribly afraid of going back inside that spaceship.\Apparently, she can't leave the ship on her own.\But, Science Chief, why was Daichi Manatsu alone\able to bring her out of the ship? response:	I've calculated the time when the Sarama will reach the Bravnik.
context: Since I've been speaking to her, it seems natural to me\that I've been speaking to something that looks like a girl...\No, that is a girl.\And she's terribly afraid of going back inside that spaceship.\Apparently, she can't leave the ship on her own.\But, Science Chief, why was Daichi Manatsu alone\able to bring her out of the ship?\I've calculated the time when the Sarama will reach the Bravnik. response:	20:25 JST.
context: that I've been speaking to something that looks like a girl...\No, that is a girl.\And she's terribly afraid of going back inside that spaceship.\Apparently, she can't leave the ship on her own.\But, Science Chief, why was Daichi Manatsu alone\able to bring her out of the ship?\I've calculated the time when the Sarama will reach the Bravnik.\20:25 JST. response:	Make sure you come home!
context: No, that is a girl.\And she's terribly afraid of going back inside that spaceship.\Apparently, she can't leave the ship on her own.\But, Science Chief, why was Daichi Manatsu alone\able to bring her out of the ship?\I've calculated the time when the Sarama will reach the Bravnik.\20:25 JST.\Make sure you come home! response:	For the sake of this planet's future!
context: And she's terribly afraid of going back inside that spaceship.\Apparently, she can't leave the ship on her own.\But, Science Chief, why was Daichi Manatsu alone\able to bring her out of the ship?\I've calculated the time when the Sarama will reach the Bravnik.\20:25 JST.\Make sure you come home!\For the sake of this planet's future! response:	Now that I have a body,
context: Apparently, she can't leave the ship on her own.\But, Science Chief, why was Daichi Manatsu alone\able to bring her out of the ship?\I've calculated the time when the Sarama will reach the Bravnik.\20:25 JST.\Make sure you come home!\For the sake of this planet's future!\Now that I have a body, response:	I'm finding there are many things I didn't know.
context: But, Science Chief, why was Daichi Manatsu alone\able to bring her out of the ship?\I've calculated the time when the Sarama will reach the Bravnik.\20:25 JST.\Make sure you come home!\For the sake of this planet's future!\Now that I have a body,\I'm finding there are many things I didn't know. response:	Peter Westvillage, Science Chief of Globe's Tanegashima base,
context: able to bring her out of the ship?\I've calculated the time when the Sarama will reach the Bravnik.\20:25 JST.\Make sure you come home!\For the sake of this planet's future!\Now that I have a body,\I'm finding there are many things I didn't know.\Peter Westvillage, Science Chief of Globe's Tanegashima base, response:	has sent an e-mail to Masaki Kube.
context: I've calculated the time when the Sarama will reach the Bravnik.\20:25 JST.\Make sure you come home!\For the sake of this planet's future!\Now that I have a body,\I'm finding there are many things I didn't know.\Peter Westvillage, Science Chief of Globe's Tanegashima base,\has sent an e-mail to Masaki Kube. response:	Peter Westvillage...
context: 20:25 JST.\Make sure you come home!\For the sake of this planet's future!\Now that I have a body,\I'm finding there are many things I didn't know.\Peter Westvillage, Science Chief of Globe's Tanegashima base,\has sent an e-mail to Masaki Kube.\Peter Westvillage... response:	For a short time, he was our company's science advisor.
context: Make sure you come home!\For the sake of this planet's future!\Now that I have a body,\I'm finding there are many things I didn't know.\Peter Westvillage, Science Chief of Globe's Tanegashima base,\has sent an e-mail to Masaki Kube.\Peter Westvillage...\For a short time, he was our company's science advisor. response:	Is he sounding us out about the Machine Goodfellows?
context: For the sake of this planet's future!\Now that I have a body,\I'm finding there are many things I didn't know.\Peter Westvillage, Science Chief of Globe's Tanegashima base,\has sent an e-mail to Masaki Kube.\Peter Westvillage...\For a short time, he was our company's science advisor.\Is he sounding us out about the Machine Goodfellows? response:	After the Kanda incident,
context: Now that I have a body,\I'm finding there are many things I didn't know.\Peter Westvillage, Science Chief of Globe's Tanegashima base,\has sent an e-mail to Masaki Kube.\Peter Westvillage...\For a short time, he was our company's science advisor.\Is he sounding us out about the Machine Goodfellows?\After the Kanda incident, response:	our company ostensibly has nothing to do with the Machine Goodfellows.
context: I'm finding there are many things I didn't know.\Peter Westvillage, Science Chief of Globe's Tanegashima base,\has sent an e-mail to Masaki Kube.\Peter Westvillage...\For a short time, he was our company's science advisor.\Is he sounding us out about the Machine Goodfellows?\After the Kanda incident,\our company ostensibly has nothing to do with the Machine Goodfellows. response:	He won't find out about that.
context: Peter Westvillage, Science Chief of Globe's Tanegashima base,\has sent an e-mail to Masaki Kube.\Peter Westvillage...\For a short time, he was our company's science advisor.\Is he sounding us out about the Machine Goodfellows?\After the Kanda incident,\our company ostensibly has nothing to do with the Machine Goodfellows.\He won't find out about that. response:	No,
context: has sent an e-mail to Masaki Kube.\Peter Westvillage...\For a short time, he was our company's science advisor.\Is he sounding us out about the Machine Goodfellows?\After the Kanda incident,\our company ostensibly has nothing to do with the Machine Goodfellows.\He won't find out about that.\No, response:	he is asking for Masaki Kube's opinion about a scientific matter.
context: Peter Westvillage...\For a short time, he was our company's science advisor.\Is he sounding us out about the Machine Goodfellows?\After the Kanda incident,\our company ostensibly has nothing to do with the Machine Goodfellows.\He won't find out about that.\No,\he is asking for Masaki Kube's opinion about a scientific matter. response:	What does he want to ask me about?
context: For a short time, he was our company's science advisor.\Is he sounding us out about the Machine Goodfellows?\After the Kanda incident,\our company ostensibly has nothing to do with the Machine Goodfellows.\He won't find out about that.\No,\he is asking for Masaki Kube's opinion about a scientific matter.\What does he want to ask me about? response:	Eternal life, apparently.
context: Is he sounding us out about the Machine Goodfellows?\After the Kanda incident,\our company ostensibly has nothing to do with the Machine Goodfellows.\He won't find out about that.\No,\he is asking for Masaki Kube's opinion about a scientific matter.\What does he want to ask me about?\Eternal life, apparently. response:	Oh, isn't that interesting?
context: After the Kanda incident,\our company ostensibly has nothing to do with the Machine Goodfellows.\He won't find out about that.\No,\he is asking for Masaki Kube's opinion about a scientific matter.\What does he want to ask me about?\Eternal life, apparently.\Oh, isn't that interesting? response:	If you had eternal life, how would it change the way you thought?
context: our company ostensibly has nothing to do with the Machine Goodfellows.\He won't find out about that.\No,\he is asking for Masaki Kube's opinion about a scientific matter.\What does he want to ask me about?\Eternal life, apparently.\Oh, isn't that interesting?\If you had eternal life, how would it change the way you thought? response:	But why me?
context: He won't find out about that.\No,\he is asking for Masaki Kube's opinion about a scientific matter.\What does he want to ask me about?\Eternal life, apparently.\Oh, isn't that interesting?\If you had eternal life, how would it change the way you thought?\But why me? response:	Macbeth currently possesses the world's most advanced machine intelligence.
context: No,\he is asking for Masaki Kube's opinion about a scientific matter.\What does he want to ask me about?\Eternal life, apparently.\Oh, isn't that interesting?\If you had eternal life, how would it change the way you thought?\But why me?\Macbeth currently possesses the world's most advanced machine intelligence. response:	That is, me.
context: he is asking for Masaki Kube's opinion about a scientific matter.\What does he want to ask me about?\Eternal life, apparently.\Oh, isn't that interesting?\If you had eternal life, how would it change the way you thought?\But why me?\Macbeth currently possesses the world's most advanced machine intelligence.\That is, me. response:	And Masaki Kube is the one who deals with me the most.
context: What does he want to ask me about?\Eternal life, apparently.\Oh, isn't that interesting?\If you had eternal life, how would it change the way you thought?\But why me?\Macbeth currently possesses the world's most advanced machine intelligence.\That is, me.\And Masaki Kube is the one who deals with me the most. response:	Machine intelligence differs fundamentally from humans.
context: Eternal life, apparently.\Oh, isn't that interesting?\If you had eternal life, how would it change the way you thought?\But why me?\Macbeth currently possesses the world's most advanced machine intelligence.\That is, me.\And Masaki Kube is the one who deals with me the most.\Machine intelligence differs fundamentally from humans. response:	It has no biological lifespan.
context: Oh, isn't that interesting?\If you had eternal life, how would it change the way you thought?\But why me?\Macbeth currently possesses the world's most advanced machine intelligence.\That is, me.\And Masaki Kube is the one who deals with me the most.\Machine intelligence differs fundamentally from humans.\It has no biological lifespan. response:	It seems he wants to know
context: If you had eternal life, how would it change the way you thought?\But why me?\Macbeth currently possesses the world's most advanced machine intelligence.\That is, me.\And Masaki Kube is the one who deals with me the most.\Machine intelligence differs fundamentally from humans.\It has no biological lifespan.\It seems he wants to know response:	how this machine intelligence regards its own life, its eternal life.
context: But why me?\Macbeth currently possesses the world's most advanced machine intelligence.\That is, me.\And Masaki Kube is the one who deals with me the most.\Machine intelligence differs fundamentally from humans.\It has no biological lifespan.\It seems he wants to know\how this machine intelligence regards its own life, its eternal life. response:	Of course, if you have eternal life,
context: Macbeth currently possesses the world's most advanced machine intelligence.\That is, me.\And Masaki Kube is the one who deals with me the most.\Machine intelligence differs fundamentally from humans.\It has no biological lifespan.\It seems he wants to know\how this machine intelligence regards its own life, its eternal life.\Of course, if you have eternal life, response:	the next thing you need is infinite energy.
context: That is, me.\And Masaki Kube is the one who deals with me the most.\Machine intelligence differs fundamentally from humans.\It has no biological lifespan.\It seems he wants to know\how this machine intelligence regards its own life, its eternal life.\Of course, if you have eternal life,\the next thing you need is infinite energy. response:	The theory that the Livlasters were extradimensional life forms
context: And Masaki Kube is the one who deals with me the most.\Machine intelligence differs fundamentally from humans.\It has no biological lifespan.\It seems he wants to know\how this machine intelligence regards its own life, its eternal life.\Of course, if you have eternal life,\the next thing you need is infinite energy.\The theory that the Livlasters were extradimensional life forms response:	that took the shape of a gun...
context: Machine intelligence differs fundamentally from humans.\It has no biological lifespan.\It seems he wants to know\how this machine intelligence regards its own life, its eternal life.\Of course, if you have eternal life,\the next thing you need is infinite energy.\The theory that the Livlasters were extradimensional life forms\that took the shape of a gun... response:	Peter Westvillage was the one who wrote the report.
context: It has no biological lifespan.\It seems he wants to know\how this machine intelligence regards its own life, its eternal life.\Of course, if you have eternal life,\the next thing you need is infinite energy.\The theory that the Livlasters were extradimensional life forms\that took the shape of a gun...\Peter Westvillage was the one who wrote the report. response:	If those guns have a will of their own,
context: It seems he wants to know\how this machine intelligence regards its own life, its eternal life.\Of course, if you have eternal life,\the next thing you need is infinite energy.\The theory that the Livlasters were extradimensional life forms\that took the shape of a gun...\Peter Westvillage was the one who wrote the report.\If those guns have a will of their own, response:	Perhaps they are the ones trying to take over the galaxy...
context: how this machine intelligence regards its own life, its eternal life.\Of course, if you have eternal life,\the next thing you need is infinite energy.\The theory that the Livlasters were extradimensional life forms\that took the shape of a gun...\Peter Westvillage was the one who wrote the report.\If those guns have a will of their own,\Perhaps they are the ones trying to take over the galaxy... response:	My true enemies.
context: Of course, if you have eternal life,\the next thing you need is infinite energy.\The theory that the Livlasters were extradimensional life forms\that took the shape of a gun...\Peter Westvillage was the one who wrote the report.\If those guns have a will of their own,\Perhaps they are the ones trying to take over the galaxy...\My true enemies. response:	They're here.
context: the next thing you need is infinite energy.\The theory that the Livlasters were extradimensional life forms\that took the shape of a gun...\Peter Westvillage was the one who wrote the report.\If those guns have a will of their own,\Perhaps they are the ones trying to take over the galaxy...\My true enemies.\They're here. response:	At this rate, they'll catch up to us.
context: The theory that the Livlasters were extradimensional life forms\that took the shape of a gun...\Peter Westvillage was the one who wrote the report.\If those guns have a will of their own,\Perhaps they are the ones trying to take over the galaxy...\My true enemies.\They're here.\At this rate, they'll catch up to us. response:	We're always cutting it close...
context: that took the shape of a gun...\Peter Westvillage was the one who wrote the report.\If those guns have a will of their own,\Perhaps they are the ones trying to take over the galaxy...\My true enemies.\They're here.\At this rate, they'll catch up to us.\We're always cutting it close... response:	There are only two kinds of close.
context: Peter Westvillage was the one who wrote the report.\If those guns have a will of their own,\Perhaps they are the ones trying to take over the galaxy...\My true enemies.\They're here.\At this rate, they'll catch up to us.\We're always cutting it close...\There are only two kinds of close. response:	Close, but out and close, but safe.
context: If those guns have a will of their own,\Perhaps they are the ones trying to take over the galaxy...\My true enemies.\They're here.\At this rate, they'll catch up to us.\We're always cutting it close...\There are only two kinds of close.\Close, but out and close, but safe. response:	It's okay.
context: Perhaps they are the ones trying to take over the galaxy...\My true enemies.\They're here.\At this rate, they'll catch up to us.\We're always cutting it close...\There are only two kinds of close.\Close, but out and close, but safe.\It's okay. response:	I'm sure we'll get home.
context: My true enemies.\They're here.\At this rate, they'll catch up to us.\We're always cutting it close...\There are only two kinds of close.\Close, but out and close, but safe.\It's okay.\I'm sure we'll get home. response:	It isn't easy being a pirate, huh?
context: They're here.\At this rate, they'll catch up to us.\We're always cutting it close...\There are only two kinds of close.\Close, but out and close, but safe.\It's okay.\I'm sure we'll get home.\It isn't easy being a pirate, huh? response:	In the distant past...
context: At this rate, they'll catch up to us.\We're always cutting it close...\There are only two kinds of close.\Close, but out and close, but safe.\It's okay.\I'm sure we'll get home.\It isn't easy being a pirate, huh?\In the distant past... response:	I was in a world where everything was veiled by darkness.
context: We're always cutting it close...\There are only two kinds of close.\Close, but out and close, but safe.\It's okay.\I'm sure we'll get home.\It isn't easy being a pirate, huh?\In the distant past...\I was in a world where everything was veiled by darkness. response:	They created me to fire the Livlaster.
context: There are only two kinds of close.\Close, but out and close, but safe.\It's okay.\I'm sure we'll get home.\It isn't easy being a pirate, huh?\In the distant past...\I was in a world where everything was veiled by darkness.\They created me to fire the Livlaster. response:	But I couldn't do it.
context: Close, but out and close, but safe.\It's okay.\I'm sure we'll get home.\It isn't easy being a pirate, huh?\In the distant past...\I was in a world where everything was veiled by darkness.\They created me to fire the Livlaster.\But I couldn't do it. response:	Darkness surrounded me on all sides,
context: It's okay.\I'm sure we'll get home.\It isn't easy being a pirate, huh?\In the distant past...\I was in a world where everything was veiled by darkness.\They created me to fire the Livlaster.\But I couldn't do it.\Darkness surrounded me on all sides, response:	and the only thing they wanted me to do was to fire that gun.
context: I'm sure we'll get home.\It isn't easy being a pirate, huh?\In the distant past...\I was in a world where everything was veiled by darkness.\They created me to fire the Livlaster.\But I couldn't do it.\Darkness surrounded me on all sides,\and the only thing they wanted me to do was to fire that gun. response:	I wasn't even sure if I wanted to give them what they desired or not...
context: It isn't easy being a pirate, huh?\In the distant past...\I was in a world where everything was veiled by darkness.\They created me to fire the Livlaster.\But I couldn't do it.\Darkness surrounded me on all sides,\and the only thing they wanted me to do was to fire that gun.\I wasn't even sure if I wanted to give them what they desired or not... response:	But then, I thought I saw a light.
context: In the distant past...\I was in a world where everything was veiled by darkness.\They created me to fire the Livlaster.\But I couldn't do it.\Darkness surrounded me on all sides,\and the only thing they wanted me to do was to fire that gun.\I wasn't even sure if I wanted to give them what they desired or not...\But then, I thought I saw a light. response:	It felt like someone's voice calling to me.
context: I was in a world where everything was veiled by darkness.\They created me to fire the Livlaster.\But I couldn't do it.\Darkness surrounded me on all sides,\and the only thing they wanted me to do was to fire that gun.\I wasn't even sure if I wanted to give them what they desired or not...\But then, I thought I saw a light.\It felt like someone's voice calling to me. response:	I thought that I needed to meet that person...
context: They created me to fire the Livlaster.\But I couldn't do it.\Darkness surrounded me on all sides,\and the only thing they wanted me to do was to fire that gun.\I wasn't even sure if I wanted to give them what they desired or not...\But then, I thought I saw a light.\It felt like someone's voice calling to me.\I thought that I needed to meet that person... response:	That I wanted to meet that person.
context: But I couldn't do it.\Darkness surrounded me on all sides,\and the only thing they wanted me to do was to fire that gun.\I wasn't even sure if I wanted to give them what they desired or not...\But then, I thought I saw a light.\It felt like someone's voice calling to me.\I thought that I needed to meet that person...\That I wanted to meet that person. response:	So I ran toward the light.
context: Darkness surrounded me on all sides,\and the only thing they wanted me to do was to fire that gun.\I wasn't even sure if I wanted to give them what they desired or not...\But then, I thought I saw a light.\It felt like someone's voice calling to me.\I thought that I needed to meet that person...\That I wanted to meet that person.\So I ran toward the light. response:	And then...
context: and the only thing they wanted me to do was to fire that gun.\I wasn't even sure if I wanted to give them what they desired or not...\But then, I thought I saw a light.\It felt like someone's voice calling to me.\I thought that I needed to meet that person...\That I wanted to meet that person.\So I ran toward the light.\And then... response:	I found you.
context: I wasn't even sure if I wanted to give them what they desired or not...\But then, I thought I saw a light.\It felt like someone's voice calling to me.\I thought that I needed to meet that person...\That I wanted to meet that person.\So I ran toward the light.\And then...\I found you. response:	Is it you?
context: But then, I thought I saw a light.\It felt like someone's voice calling to me.\I thought that I needed to meet that person...\That I wanted to meet that person.\So I ran toward the light.\And then...\I found you.\Is it you? response:	No, that isn't it.
context: It felt like someone's voice calling to me.\I thought that I needed to meet that person...\That I wanted to meet that person.\So I ran toward the light.\And then...\I found you.\Is it you?\No, that isn't it. response:	You found me.
context: I thought that I needed to meet that person...\That I wanted to meet that person.\So I ran toward the light.\And then...\I found you.\Is it you?\No, that isn't it.\You found me. response:	Hana?
context: That I wanted to meet that person.\So I ran toward the light.\And then...\I found you.\Is it you?\No, that isn't it.\You found me.\Hana? response:	I'm going to the Flare Engine.
context: So I ran toward the light.\And then...\I found you.\Is it you?\No, that isn't it.\You found me.\Hana?\I'm going to the Flare Engine. response:	You're going?
context: And then...\I found you.\Is it you?\No, that isn't it.\You found me.\Hana?\I'm going to the Flare Engine.\You're going? response:	I'm going.
context: I found you.\Is it you?\No, that isn't it.\You found me.\Hana?\I'm going to the Flare Engine.\You're going?\I'm going. response:	I'm counting on you.
context: Is it you?\No, that isn't it.\You found me.\Hana?\I'm going to the Flare Engine.\You're going?\I'm going.\I'm counting on you. response:	Yeah.
context: No, that isn't it.\You found me.\Hana?\I'm going to the Flare Engine.\You're going?\I'm going.\I'm counting on you.\Yeah. response:	Let's do it.
context: You found me.\Hana?\I'm going to the Flare Engine.\You're going?\I'm going.\I'm counting on you.\Yeah.\Let's do it. response:	Both craft have entered Japan's air defense zone!
context: Hana?\I'm going to the Flare Engine.\You're going?\I'm going.\I'm counting on you.\Yeah.\Let's do it.\Both craft have entered Japan's air defense zone! response:	Is the Air Force scrambling?
context: I'm going to the Flare Engine.\You're going?\I'm going.\I'm counting on you.\Yeah.\Let's do it.\Both craft have entered Japan's air defense zone!\Is the Air Force scrambling? response:	There's no report of that!
context: You're going?\I'm going.\I'm counting on you.\Yeah.\Let's do it.\Both craft have entered Japan's air defense zone!\Is the Air Force scrambling?\There's no report of that! response:	It seems Salty Dog is pulling strings behind the scenes.
context: I'm going.\I'm counting on you.\Yeah.\Let's do it.\Both craft have entered Japan's air defense zone!\Is the Air Force scrambling?\There's no report of that!\It seems Salty Dog is pulling strings behind the scenes. response:	Hana...
context: I'm counting on you.\Yeah.\Let's do it.\Both craft have entered Japan's air defense zone!\Is the Air Force scrambling?\There's no report of that!\It seems Salty Dog is pulling strings behind the scenes.\Hana... response:	Commander,
context: Yeah.\Let's do it.\Both craft have entered Japan's air defense zone!\Is the Air Force scrambling?\There's no report of that!\It seems Salty Dog is pulling strings behind the scenes.\Hana...\Commander, response:	I'm beginning the mission.
context: Let's do it.\Both craft have entered Japan's air defense zone!\Is the Air Force scrambling?\There's no report of that!\It seems Salty Dog is pulling strings behind the scenes.\Hana...\Commander,\I'm beginning the mission. response:	Mission?
context: Both craft have entered Japan's air defense zone!\Is the Air Force scrambling?\There's no report of that!\It seems Salty Dog is pulling strings behind the scenes.\Hana...\Commander,\I'm beginning the mission.\Mission? response:	What mission?
context: Is the Air Force scrambling?\There's no report of that!\It seems Salty Dog is pulling strings behind the scenes.\Hana...\Commander,\I'm beginning the mission.\Mission?\What mission? response:	That is the full story behind Operation Summer.
context: There's no report of that!\It seems Salty Dog is pulling strings behind the scenes.\Hana...\Commander,\I'm beginning the mission.\Mission?\What mission?\That is the full story behind Operation Summer. response:	I'll ask you straight out.
context: It seems Salty Dog is pulling strings behind the scenes.\Hana...\Commander,\I'm beginning the mission.\Mission?\What mission?\That is the full story behind Operation Summer.\I'll ask you straight out. response:	Hana Mutou,
context: Hana...\Commander,\I'm beginning the mission.\Mission?\What mission?\That is the full story behind Operation Summer.\I'll ask you straight out.\Hana Mutou, response:	do you have the skills to complete this mission, and the will to do so?
context: Commander,\I'm beginning the mission.\Mission?\What mission?\That is the full story behind Operation Summer.\I'll ask you straight out.\Hana Mutou,\do you have the skills to complete this mission, and the will to do so? response:	I'm okay now.
context: I'm beginning the mission.\Mission?\What mission?\That is the full story behind Operation Summer.\I'll ask you straight out.\Hana Mutou,\do you have the skills to complete this mission, and the will to do so?\I'm okay now. response:	I don't know how we do this all this time...
