context: Start of the Rainy Season response:	Um, hello.
context: I don't know if that title would be an honor or dishonor.\It's a dishonor, of course.\To all of us newcomers!\Yeah. Sorry.\You're right... for once.\Don't say for once!\You better not lose either, to the Irritated Prince of the East!\Break him into pieces! response:	Subaru Hachiya (5th dan)
context: It's a dishonor, of course.\To all of us newcomers!\Yeah. Sorry.\You're right... for once.\Don't say for once!\You better not lose either, to the Irritated Prince of the East!\Break him into pieces!\Subaru Hachiya (5th dan) response:	He's been doing well lately, which has made him even more irritated.
context: To all of us newcomers!\Yeah. Sorry.\You're right... for once.\Don't say for once!\You better not lose either, to the Irritated Prince of the East!\Break him into pieces!\Subaru Hachiya (5th dan)\He's been doing well lately, which has made him even more irritated. response:	Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook
context: Yeah. Sorry.\You're right... for once.\Don't say for once!\You better not lose either, to the Irritated Prince of the East!\Break him into pieces!\Subaru Hachiya (5th dan)\He's been doing well lately, which has made him even more irritated.\Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook response:	Attack: Fast Play/Tongue-Clicking
context: You're right... for once.\Don't say for once!\You better not lose either, to the Irritated Prince of the East!\Break him into pieces!\Subaru Hachiya (5th dan)\He's been doing well lately, which has made him even more irritated.\Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook\Attack: Fast Play/Tongue-Clicking response:	Hachiya, huh? I didn't know.
context: Don't say for once!\You better not lose either, to the Irritated Prince of the East!\Break him into pieces!\Subaru Hachiya (5th dan)\He's been doing well lately, which has made him even more irritated.\Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook\Attack: Fast Play/Tongue-Clicking\Hachiya, huh? I didn't know. response:	I don't like that tongue clicking.
context: You better not lose either, to the Irritated Prince of the East!\Break him into pieces!\Subaru Hachiya (5th dan)\He's been doing well lately, which has made him even more irritated.\Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook\Attack: Fast Play/Tongue-Clicking\Hachiya, huh? I didn't know.\I don't like that tongue clicking. response:	Be careful.
context: Break him into pieces!\Subaru Hachiya (5th dan)\He's been doing well lately, which has made him even more irritated.\Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook\Attack: Fast Play/Tongue-Clicking\Hachiya, huh? I didn't know.\I don't like that tongue clicking.\Be careful. response:	Especially right now. I heard he's gunning for us.
context: Subaru Hachiya (5th dan)\He's been doing well lately, which has made him even more irritated.\Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook\Attack: Fast Play/Tongue-Clicking\Hachiya, huh? I didn't know.\I don't like that tongue clicking.\Be careful.\Especially right now. I heard he's gunning for us. response:	Why?
context: He's been doing well lately, which has made him even more irritated.\Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook\Attack: Fast Play/Tongue-Clicking\Hachiya, huh? I didn't know.\I don't like that tongue clicking.\Be careful.\Especially right now. I heard he's gunning for us.\Why? response:	Why?!
context: Personality: The more he wins, the more irritated he becomes (three-stage reverse sliding scale) Attack: Fast Play/Tongue-Clicking Favorite Pieces: Bishop, Rook\Attack: Fast Play/Tongue-Clicking\Hachiya, huh? I didn't know.\I don't like that tongue clicking.\Be careful.\Especially right now. I heard he's gunning for us.\Why?\Why?! response:	Because you and I are the princes of the next generation, of course.
context: Attack: Fast Play/Tongue-Clicking\Hachiya, huh? I didn't know.\I don't like that tongue clicking.\Be careful.\Especially right now. I heard he's gunning for us.\Why?\Why?!\Because you and I are the princes of the next generation, of course. response:	He's worried that we'll steal his princely position!
context: Hachiya, huh? I didn't know.\I don't like that tongue clicking.\Be careful.\Especially right now. I heard he's gunning for us.\Why?\Why?!\Because you and I are the princes of the next generation, of course.\He's worried that we'll steal his princely position! response:	What's that?
context: I don't like that tongue clicking.\Be careful.\Especially right now. I heard he's gunning for us.\Why?\Why?!\Because you and I are the princes of the next generation, of course.\He's worried that we'll steal his princely position!\What's that? response:	Don't laugh! It's true!
context: Be careful.\Especially right now. I heard he's gunning for us.\Why?\Why?!\Because you and I are the princes of the next generation, of course.\He's worried that we'll steal his princely position!\What's that?\Don't laugh! It's true! response:	It even said so in Modern Shogi!
context: Especially right now. I heard he's gunning for us.\Why?\Why?!\Because you and I are the princes of the next generation, of course.\He's worried that we'll steal his princely position!\What's that?\Don't laugh! It's true!\It even said so in Modern Shogi! response:	Kiriyama.
context: Why?\Why?!\Because you and I are the princes of the next generation, of course.\He's worried that we'll steal his princely position!\What's that?\Don't laugh! It's true!\It even said so in Modern Shogi!\Kiriyama. response:	This is a variation on the Cheerful Rook from the study group, but...
context: Why?!\Because you and I are the princes of the next generation, of course.\He's worried that we'll steal his princely position!\What's that?\Don't laugh! It's true!\It even said so in Modern Shogi!\Kiriyama.\This is a variation on the Cheerful Rook from the study group, but... response:	Silver to 3-2, Silver to 3-7, Pawn to 4-4,
context: Because you and I are the princes of the next generation, of course.\He's worried that we'll steal his princely position!\What's that?\Don't laugh! It's true!\It even said so in Modern Shogi!\Kiriyama.\This is a variation on the Cheerful Rook from the study group, but...\Silver to 3-2, Silver to 3-7, Pawn to 4-4, response:	and for Pawn 3-5, Pawn same, and Silver to 4-6?
context: He's worried that we'll steal his princely position!\What's that?\Don't laugh! It's true!\It even said so in Modern Shogi!\Kiriyama.\This is a variation on the Cheerful Rook from the study group, but...\Silver to 3-2, Silver to 3-7, Pawn to 4-4,\and for Pawn 3-5, Pawn same, and Silver to 4-6? response:	Also, a variation to the Bishop Exchange with the same pattern,
context: What's that?\Don't laugh! It's true!\It even said so in Modern Shogi!\Kiriyama.\This is a variation on the Cheerful Rook from the study group, but...\Silver to 3-2, Silver to 3-7, Pawn to 4-4,\and for Pawn 3-5, Pawn same, and Silver to 4-6?\Also, a variation to the Bishop Exchange with the same pattern, response:	how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,
context: Don't laugh! It's true!\It even said so in Modern Shogi!\Kiriyama.\This is a variation on the Cheerful Rook from the study group, but...\Silver to 3-2, Silver to 3-7, Pawn to 4-4,\and for Pawn 3-5, Pawn same, and Silver to 4-6?\Also, a variation to the Bishop Exchange with the same pattern,\how's Promoted Bishop to 2-8, Promoted Bishop to 4-4, response:	and Promoted Bishop to 3-9?
context: It even said so in Modern Shogi!\Kiriyama.\This is a variation on the Cheerful Rook from the study group, but...\Silver to 3-2, Silver to 3-7, Pawn to 4-4,\and for Pawn 3-5, Pawn same, and Silver to 4-6?\Also, a variation to the Bishop Exchange with the same pattern,\how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,\and Promoted Bishop to 3-9? response:	But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?
context: Kiriyama.\This is a variation on the Cheerful Rook from the study group, but...\Silver to 3-2, Silver to 3-7, Pawn to 4-4,\and for Pawn 3-5, Pawn same, and Silver to 4-6?\Also, a variation to the Bishop Exchange with the same pattern,\how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,\and Promoted Bishop to 3-9?\But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult? response:	Um, also, uh...
context: This is a variation on the Cheerful Rook from the study group, but...\Silver to 3-2, Silver to 3-7, Pawn to 4-4,\and for Pawn 3-5, Pawn same, and Silver to 4-6?\Also, a variation to the Bishop Exchange with the same pattern,\how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,\and Promoted Bishop to 3-9?\But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?\Um, also, uh... response:	Nikaidou.
context: Silver to 3-2, Silver to 3-7, Pawn to 4-4,\and for Pawn 3-5, Pawn same, and Silver to 4-6?\Also, a variation to the Bishop Exchange with the same pattern,\how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,\and Promoted Bishop to 3-9?\But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?\Um, also, uh...\Nikaidou. response:	What do you think about Rook to 6-9?
context: and for Pawn 3-5, Pawn same, and Silver to 4-6?\Also, a variation to the Bishop Exchange with the same pattern,\how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,\and Promoted Bishop to 3-9?\But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?\Um, also, uh...\Nikaidou.\What do you think about Rook to 6-9? response:	Nikaidou!
context: Also, a variation to the Bishop Exchange with the same pattern,\how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,\and Promoted Bishop to 3-9?\But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?\Um, also, uh...\Nikaidou.\What do you think about Rook to 6-9?\Nikaidou! response:	You'll be fine.
context: how's Promoted Bishop to 2-8, Promoted Bishop to 4-4,\and Promoted Bishop to 3-9?\But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?\Um, also, uh...\Nikaidou.\What do you think about Rook to 6-9?\Nikaidou!\You'll be fine. response:	Kiriyama.
context: and Promoted Bishop to 3-9?\But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?\Um, also, uh...\Nikaidou.\What do you think about Rook to 6-9?\Nikaidou!\You'll be fine.\Kiriyama. response:	That aside, you're going to Osaka tomorrow a day early, right?
context: But would Pawn to 2-2, Gold same, Silver to 3-3 be difficult?\Um, also, uh...\Nikaidou.\What do you think about Rook to 6-9?\Nikaidou!\You'll be fine.\Kiriyama.\That aside, you're going to Osaka tomorrow a day early, right? response:	So go to bed.
context: Um, also, uh...\Nikaidou.\What do you think about Rook to 6-9?\Nikaidou!\You'll be fine.\Kiriyama.\That aside, you're going to Osaka tomorrow a day early, right?\So go to bed. response:	Right.
context: Nikaidou.\What do you think about Rook to 6-9?\Nikaidou!\You'll be fine.\Kiriyama.\That aside, you're going to Osaka tomorrow a day early, right?\So go to bed.\Right. response:	It's more important for you right now to stay healthy.
context: What do you think about Rook to 6-9?\Nikaidou!\You'll be fine.\Kiriyama.\That aside, you're going to Osaka tomorrow a day early, right?\So go to bed.\Right.\It's more important for you right now to stay healthy. response:	Yeah. Got it.
context: Nikaidou!\You'll be fine.\Kiriyama.\That aside, you're going to Osaka tomorrow a day early, right?\So go to bed.\Right.\It's more important for you right now to stay healthy.\Yeah. Got it. response:	Thanks.
context: You'll be fine.\Kiriyama.\That aside, you're going to Osaka tomorrow a day early, right?\So go to bed.\Right.\It's more important for you right now to stay healthy.\Yeah. Got it.\Thanks. response:	When I opened the window,
context: Kiriyama.\That aside, you're going to Osaka tomorrow a day early, right?\So go to bed.\Right.\It's more important for you right now to stay healthy.\Yeah. Got it.\Thanks.\When I opened the window, response:	mixed in with the smell of the river,
context: That aside, you're going to Osaka tomorrow a day early, right?\So go to bed.\Right.\It's more important for you right now to stay healthy.\Yeah. Got it.\Thanks.\When I opened the window,\mixed in with the smell of the river, response:	was the scent of rain.
context: So go to bed.\Right.\It's more important for you right now to stay healthy.\Yeah. Got it.\Thanks.\When I opened the window,\mixed in with the smell of the river,\was the scent of rain. response:	What is Hina doing right now?
context: Right.\It's more important for you right now to stay healthy.\Yeah. Got it.\Thanks.\When I opened the window,\mixed in with the smell of the river,\was the scent of rain.\What is Hina doing right now? response:	Is she able to sleep all right?
context: It's more important for you right now to stay healthy.\Yeah. Got it.\Thanks.\When I opened the window,\mixed in with the smell of the river,\was the scent of rain.\What is Hina doing right now?\Is she able to sleep all right? response:	I'll be counting on you.
context: Yeah. Got it.\Thanks.\When I opened the window,\mixed in with the smell of the river,\was the scent of rain.\What is Hina doing right now?\Is she able to sleep all right?\I'll be counting on you. response:	Even when I do my best, I go nowhere.
context: Thanks.\When I opened the window,\mixed in with the smell of the river,\was the scent of rain.\What is Hina doing right now?\Is she able to sleep all right?\I'll be counting on you.\Even when I do my best, I go nowhere. response:	I can't do what normal people can do.
context: When I opened the window,\mixed in with the smell of the river,\was the scent of rain.\What is Hina doing right now?\Is she able to sleep all right?\I'll be counting on you.\Even when I do my best, I go nowhere.\I can't do what normal people can do. response:	I want to help.
context: mixed in with the smell of the river,\was the scent of rain.\What is Hina doing right now?\Is she able to sleep all right?\I'll be counting on you.\Even when I do my best, I go nowhere.\I can't do what normal people can do.\I want to help. response:	And yet, I don't know how I can be helpful.
context: was the scent of rain.\What is Hina doing right now?\Is she able to sleep all right?\I'll be counting on you.\Even when I do my best, I go nowhere.\I can't do what normal people can do.\I want to help.\And yet, I don't know how I can be helpful. response:	But, I have no way of being helpful, other than this.
context: What is Hina doing right now?\Is she able to sleep all right?\I'll be counting on you.\Even when I do my best, I go nowhere.\I can't do what normal people can do.\I want to help.\And yet, I don't know how I can be helpful.\But, I have no way of being helpful, other than this. response:	So I want to win.
context: Is she able to sleep all right?\I'll be counting on you.\Even when I do my best, I go nowhere.\I can't do what normal people can do.\I want to help.\And yet, I don't know how I can be helpful.\But, I have no way of being helpful, other than this.\So I want to win. response:	I want to win.
context: I'll be counting on you.\Even when I do my best, I go nowhere.\I can't do what normal people can do.\I want to help.\And yet, I don't know how I can be helpful.\But, I have no way of being helpful, other than this.\So I want to win.\I want to win. response:	I want to win.
context: Even when I do my best, I go nowhere.\I can't do what normal people can do.\I want to help.\And yet, I don't know how I can be helpful.\But, I have no way of being helpful, other than this.\So I want to win.\I want to win.\I want to win. response:	Even if it's just with one thing, I want to be strong for them.
context: I can't do what normal people can do.\I want to help.\And yet, I don't know how I can be helpful.\But, I have no way of being helpful, other than this.\So I want to win.\I want to win.\I want to win.\Even if it's just with one thing, I want to be strong for them. response:	That's right.
context: I want to help.\And yet, I don't know how I can be helpful.\But, I have no way of being helpful, other than this.\So I want to win.\I want to win.\I want to win.\Even if it's just with one thing, I want to be strong for them.\That's right. response:	I...
context: And yet, I don't know how I can be helpful.\But, I have no way of being helpful, other than this.\So I want to win.\I want to win.\I want to win.\Even if it's just with one thing, I want to be strong for them.\That's right.\I... response:	Start of the Rainy Season
context: But, I have no way of being helpful, other than this.\So I want to win.\I want to win.\I want to win.\Even if it's just with one thing, I want to be strong for them.\That's right.\I...\Start of the Rainy Season response:	Hachiya
context: So I want to win.\I want to win.\I want to win.\Even if it's just with one thing, I want to be strong for them.\That's right.\I...\Start of the Rainy Season\Hachiya response:	If something happens, Ill be counting on you.
context: I want to win.\I want to win.\Even if it's just with one thing, I want to be strong for them.\That's right.\I...\Start of the Rainy Season\Hachiya\If something happens, Ill be counting on you. response:	At that time, when Akari's cheeks and voice were lit up by the setting sun...
context: I want to win.\Even if it's just with one thing, I want to be strong for them.\That's right.\I...\Start of the Rainy Season\Hachiya\If something happens, Ill be counting on you.\At that time, when Akari's cheeks and voice were lit up by the setting sun... response:	I can't get them out of my head.
context: Even if it's just with one thing, I want to be strong for them.\That's right.\I...\Start of the Rainy Season\Hachiya\If something happens, Ill be counting on you.\At that time, when Akari's cheeks and voice were lit up by the setting sun...\I can't get them out of my head. response:	For the first time, I feel desire for something.
context: That's right.\I...\Start of the Rainy Season\Hachiya\If something happens, Ill be counting on you.\At that time, when Akari's cheeks and voice were lit up by the setting sun...\I can't get them out of my head.\For the first time, I feel desire for something. response:	And it isn't an innocent desire.
context: I...\Start of the Rainy Season\Hachiya\If something happens, Ill be counting on you.\At that time, when Akari's cheeks and voice were lit up by the setting sun...\I can't get them out of my head.\For the first time, I feel desire for something.\And it isn't an innocent desire. response:	Whether that's a good thing or a bad thing...
context: Start of the Rainy Season\Hachiya\If something happens, Ill be counting on you.\At that time, when Akari's cheeks and voice were lit up by the setting sun...\I can't get them out of my head.\For the first time, I feel desire for something.\And it isn't an innocent desire.\Whether that's a good thing or a bad thing... response:	Nevertheless...
context: Hachiya\If something happens, Ill be counting on you.\At that time, when Akari's cheeks and voice were lit up by the setting sun...\I can't get them out of my head.\For the first time, I feel desire for something.\And it isn't an innocent desire.\Whether that's a good thing or a bad thing...\Nevertheless... response:	I want to win, no matter what.
context: If something happens, Ill be counting on you.\At that time, when Akari's cheeks and voice were lit up by the setting sun...\I can't get them out of my head.\For the first time, I feel desire for something.\And it isn't an innocent desire.\Whether that's a good thing or a bad thing...\Nevertheless...\I want to win, no matter what. response:	The Newcomer Tournament semi-finals...
context: At that time, when Akari's cheeks and voice were lit up by the setting sun...\I can't get them out of my head.\For the first time, I feel desire for something.\And it isn't an innocent desire.\Whether that's a good thing or a bad thing...\Nevertheless...\I want to win, no matter what.\The Newcomer Tournament semi-finals... response:	If I win this match, I'll go on to the finals.
context: I can't get them out of my head.\For the first time, I feel desire for something.\And it isn't an innocent desire.\Whether that's a good thing or a bad thing...\Nevertheless...\I want to win, no matter what.\The Newcomer Tournament semi-finals...\If I win this match, I'll go on to the finals. response:	My opponent is...
context: For the first time, I feel desire for something.\And it isn't an innocent desire.\Whether that's a good thing or a bad thing...\Nevertheless...\I want to win, no matter what.\The Newcomer Tournament semi-finals...\If I win this match, I'll go on to the finals.\My opponent is... response:	Don't stomp around, Hachi.
context: And it isn't an innocent desire.\Whether that's a good thing or a bad thing...\Nevertheless...\I want to win, no matter what.\The Newcomer Tournament semi-finals...\If I win this match, I'll go on to the finals.\My opponent is...\Don't stomp around, Hachi. response:	Sorry.
context: Whether that's a good thing or a bad thing...\Nevertheless...\I want to win, no matter what.\The Newcomer Tournament semi-finals...\If I win this match, I'll go on to the finals.\My opponent is...\Don't stomp around, Hachi.\Sorry. response:	Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.
context: Nevertheless...\I want to win, no matter what.\The Newcomer Tournament semi-finals...\If I win this match, I'll go on to the finals.\My opponent is...\Don't stomp around, Hachi.\Sorry.\Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1. response:	Out of all the professional shogi players in their 20s, he's the most promising.
context: I want to win, no matter what.\The Newcomer Tournament semi-finals...\If I win this match, I'll go on to the finals.\My opponent is...\Don't stomp around, Hachi.\Sorry.\Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.\Out of all the professional shogi players in their 20s, he's the most promising. response:	He's trained at his workshop to become good at playing fast and aggressively.
context: The Newcomer Tournament semi-finals...\If I win this match, I'll go on to the finals.\My opponent is...\Don't stomp around, Hachi.\Sorry.\Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.\Out of all the professional shogi players in their 20s, he's the most promising.\He's trained at his workshop to become good at playing fast and aggressively. response:	Tongue-clicking.
context: If I win this match, I'll go on to the finals.\My opponent is...\Don't stomp around, Hachi.\Sorry.\Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.\Out of all the professional shogi players in their 20s, he's the most promising.\He's trained at his workshop to become good at playing fast and aggressively.\Tongue-clicking. response:	Shaking his legs.
context: My opponent is...\Don't stomp around, Hachi.\Sorry.\Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.\Out of all the professional shogi players in their 20s, he's the most promising.\He's trained at his workshop to become good at playing fast and aggressively.\Tongue-clicking.\Shaking his legs. response:	Tapping his folding fan.
context: Don't stomp around, Hachi.\Sorry.\Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.\Out of all the professional shogi players in their 20s, he's the most promising.\He's trained at his workshop to become good at playing fast and aggressively.\Tongue-clicking.\Shaking his legs.\Tapping his folding fan. response:	His nickname is the Irritated Prince of the East.
context: Sorry.\Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.\Out of all the professional shogi players in their 20s, he's the most promising.\He's trained at his workshop to become good at playing fast and aggressively.\Tongue-clicking.\Shaking his legs.\Tapping his folding fan.\His nickname is the Irritated Prince of the East. response:	In this world, strength is everything.
context: Subaru Hachiya, 5th-Dan. Twenty-three years old, Class C-1.\Out of all the professional shogi players in their 20s, he's the most promising.\He's trained at his workshop to become good at playing fast and aggressively.\Tongue-clicking.\Shaking his legs.\Tapping his folding fan.\His nickname is the Irritated Prince of the East.\In this world, strength is everything. response:	If you're strong, everything will become justified.
context: Out of all the professional shogi players in their 20s, he's the most promising.\He's trained at his workshop to become good at playing fast and aggressively.\Tongue-clicking.\Shaking his legs.\Tapping his folding fan.\His nickname is the Irritated Prince of the East.\In this world, strength is everything.\If you're strong, everything will become justified. response:	It's now 10:00. Please begin.
context: He's trained at his workshop to become good at playing fast and aggressively.\Tongue-clicking.\Shaking his legs.\Tapping his folding fan.\His nickname is the Irritated Prince of the East.\In this world, strength is everything.\If you're strong, everything will become justified.\It's now 10:00. Please begin. response:	Let's have a good game.
context: Tongue-clicking.\Shaking his legs.\Tapping his folding fan.\His nickname is the Irritated Prince of the East.\In this world, strength is everything.\If you're strong, everything will become justified.\It's now 10:00. Please begin.\Let's have a good game. response:	But...
context: Shaking his legs.\Tapping his folding fan.\His nickname is the Irritated Prince of the East.\In this world, strength is everything.\If you're strong, everything will become justified.\It's now 10:00. Please begin.\Let's have a good game.\But... response:	A Cheerful Central Rook, huh?
context: Tapping his folding fan.\His nickname is the Irritated Prince of the East.\In this world, strength is everything.\If you're strong, everything will become justified.\It's now 10:00. Please begin.\Let's have a good game.\But...\A Cheerful Central Rook, huh? response:	So he intends to come at me hard and fast.
context: His nickname is the Irritated Prince of the East.\In this world, strength is everything.\If you're strong, everything will become justified.\It's now 10:00. Please begin.\Let's have a good game.\But...\A Cheerful Central Rook, huh?\So he intends to come at me hard and fast. response:	I'll take this challenge.
context: In this world, strength is everything.\If you're strong, everything will become justified.\It's now 10:00. Please begin.\Let's have a good game.\But...\A Cheerful Central Rook, huh?\So he intends to come at me hard and fast.\I'll take this challenge. response:	That was fast!
context: If you're strong, everything will become justified.\It's now 10:00. Please begin.\Let's have a good game.\But...\A Cheerful Central Rook, huh?\So he intends to come at me hard and fast.\I'll take this challenge.\That was fast! response:	He really plays fast. Makes me wonder if it's on purpose.
context: It's now 10:00. Please begin.\Let's have a good game.\But...\A Cheerful Central Rook, huh?\So he intends to come at me hard and fast.\I'll take this challenge.\That was fast!\He really plays fast. Makes me wonder if it's on purpose. response:	TAP TAP TAP TAP TAP TAPTAPTAP
context: Let's have a good game.\But...\A Cheerful Central Rook, huh?\So he intends to come at me hard and fast.\I'll take this challenge.\That was fast!\He really plays fast. Makes me wonder if it's on purpose.\TAP TAP TAP TAP TAP TAPTAPTAP response:	And he's noisy.
context: But...\A Cheerful Central Rook, huh?\So he intends to come at me hard and fast.\I'll take this challenge.\That was fast!\He really plays fast. Makes me wonder if it's on purpose.\TAP TAP TAP TAP TAP TAPTAPTAP\And he's noisy. response:	TAP TAPTAP TAP TAP TAP TAPTAP
context: A Cheerful Central Rook, huh?\So he intends to come at me hard and fast.\I'll take this challenge.\That was fast!\He really plays fast. Makes me wonder if it's on purpose.\TAP TAP TAP TAP TAP TAPTAPTAP\And he's noisy.\TAP TAPTAP TAP TAP TAP TAPTAP response:	I can't let it get to me though.
context: So he intends to come at me hard and fast.\I'll take this challenge.\That was fast!\He really plays fast. Makes me wonder if it's on purpose.\TAP TAP TAP TAP TAP TAPTAPTAP\And he's noisy.\TAP TAPTAP TAP TAP TAP TAPTAP\I can't let it get to me though. response:	It'll make it harder to focus.
context: I'll take this challenge.\That was fast!\He really plays fast. Makes me wonder if it's on purpose.\TAP TAP TAP TAP TAP TAPTAPTAP\And he's noisy.\TAP TAPTAP TAP TAP TAP TAPTAP\I can't let it get to me though.\It'll make it harder to focus. response:	His defense is strong on the side.
context: That was fast!\He really plays fast. Makes me wonder if it's on purpose.\TAP TAP TAP TAP TAP TAPTAPTAP\And he's noisy.\TAP TAPTAP TAP TAP TAP TAPTAP\I can't let it get to me though.\It'll make it harder to focus.\His defense is strong on the side. response:	So that means I just have to go from above.
context: He really plays fast. Makes me wonder if it's on purpose.\TAP TAP TAP TAP TAP TAPTAPTAP\And he's noisy.\TAP TAPTAP TAP TAP TAP TAPTAP\I can't let it get to me though.\It'll make it harder to focus.\His defense is strong on the side.\So that means I just have to go from above. response:	If that's what he'll do, then I'll go Knight to 8-6.
context: TAP TAP TAP TAP TAP TAPTAPTAP\And he's noisy.\TAP TAPTAP TAP TAP TAP TAPTAP\I can't let it get to me though.\It'll make it harder to focus.\His defense is strong on the side.\So that means I just have to go from above.\If that's what he'll do, then I'll go Knight to 8-6. response:	Fast play, tongue-clicking, leg-shaking...
context: And he's noisy.\TAP TAPTAP TAP TAP TAP TAPTAP\I can't let it get to me though.\It'll make it harder to focus.\His defense is strong on the side.\So that means I just have to go from above.\If that's what he'll do, then I'll go Knight to 8-6.\Fast play, tongue-clicking, leg-shaking... response:	How can I put it?
context: TAP TAPTAP TAP TAP TAP TAPTAP\I can't let it get to me though.\It'll make it harder to focus.\His defense is strong on the side.\So that means I just have to go from above.\If that's what he'll do, then I'll go Knight to 8-6.\Fast play, tongue-clicking, leg-shaking...\How can I put it? response:	Does he have to do all this to play shogi?
context: I can't let it get to me though.\It'll make it harder to focus.\His defense is strong on the side.\So that means I just have to go from above.\If that's what he'll do, then I'll go Knight to 8-6.\Fast play, tongue-clicking, leg-shaking...\How can I put it?\Does he have to do all this to play shogi? response:	How can he think it's okay to behave like this?
context: It'll make it harder to focus.\His defense is strong on the side.\So that means I just have to go from above.\If that's what he'll do, then I'll go Knight to 8-6.\Fast play, tongue-clicking, leg-shaking...\How can I put it?\Does he have to do all this to play shogi?\How can he think it's okay to behave like this? response:	How can he sit there and not think about how his opponent will take it?
context: His defense is strong on the side.\So that means I just have to go from above.\If that's what he'll do, then I'll go Knight to 8-6.\Fast play, tongue-clicking, leg-shaking...\How can I put it?\Does he have to do all this to play shogi?\How can he think it's okay to behave like this?\How can he sit there and not think about how his opponent will take it? response:	An edge pawn?
context: So that means I just have to go from above.\If that's what he'll do, then I'll go Knight to 8-6.\Fast play, tongue-clicking, leg-shaking...\How can I put it?\Does he have to do all this to play shogi?\How can he think it's okay to behave like this?\How can he sit there and not think about how his opponent will take it?\An edge pawn? response:	Against the Edge King, push the Edge Pawn?
context: If that's what he'll do, then I'll go Knight to 8-6.\Fast play, tongue-clicking, leg-shaking...\How can I put it?\Does he have to do all this to play shogi?\How can he think it's okay to behave like this?\How can he sit there and not think about how his opponent will take it?\An edge pawn?\Against the Edge King, push the Edge Pawn? response:	Like that'll do the trick?
context: Fast play, tongue-clicking, leg-shaking...\How can I put it?\Does he have to do all this to play shogi?\How can he think it's okay to behave like this?\How can he sit there and not think about how his opponent will take it?\An edge pawn?\Against the Edge King, push the Edge Pawn?\Like that'll do the trick? response:	The freedom must be nice, behaving as you like without sensing the other person's mood.
context: How can I put it?\Does he have to do all this to play shogi?\How can he think it's okay to behave like this?\How can he sit there and not think about how his opponent will take it?\An edge pawn?\Against the Edge King, push the Edge Pawn?\Like that'll do the trick?\The freedom must be nice, behaving as you like without sensing the other person's mood. response:	He's so slow it's getting me irritated.
context: Does he have to do all this to play shogi?\How can he think it's okay to behave like this?\How can he sit there and not think about how his opponent will take it?\An edge pawn?\Against the Edge King, push the Edge Pawn?\Like that'll do the trick?\The freedom must be nice, behaving as you like without sensing the other person's mood.\He's so slow it's getting me irritated. response:	As long as I've got a dragon in this row, I'm going to be faster.
context: How can he think it's okay to behave like this?\How can he sit there and not think about how his opponent will take it?\An edge pawn?\Against the Edge King, push the Edge Pawn?\Like that'll do the trick?\The freedom must be nice, behaving as you like without sensing the other person's mood.\He's so slow it's getting me irritated.\As long as I've got a dragon in this row, I'm going to be faster. response:	Annoying.
