context: Translation: JrazyTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: Good, will you two drop it and stop fighting now?\You're surprisingly obedient.\Yes, this is the curse that haunts shrine familiars.\The ability to force action through the power of words.\It seems that you are indeed the Earth Deity.\She can talk?\The power of words?\The words that a deity speaks become a powerful spell cast upon shrine familiars. response:	The more conviction you have in your words, the more powerful the spell.
context: You're surprisingly obedient.\Yes, this is the curse that haunts shrine familiars.\The ability to force action through the power of words.\It seems that you are indeed the Earth Deity.\She can talk?\The power of words?\The words that a deity speaks become a powerful spell cast upon shrine familiars.\The more conviction you have in your words, the more powerful the spell. response:	And thus shrine familiars are bound by such words.
context: Yes, this is the curse that haunts shrine familiars.\The ability to force action through the power of words.\It seems that you are indeed the Earth Deity.\She can talk?\The power of words?\The words that a deity speaks become a powerful spell cast upon shrine familiars.\The more conviction you have in your words, the more powerful the spell.\And thus shrine familiars are bound by such words. response:	Those two idiots! I told them not to tell Nanami about that!
context: The ability to force action through the power of words.\It seems that you are indeed the Earth Deity.\She can talk?\The power of words?\The words that a deity speaks become a powerful spell cast upon shrine familiars.\The more conviction you have in your words, the more powerful the spell.\And thus shrine familiars are bound by such words.\Those two idiots! I told them not to tell Nanami about that! response:	I had this power all along?
context: It seems that you are indeed the Earth Deity.\She can talk?\The power of words?\The words that a deity speaks become a powerful spell cast upon shrine familiars.\The more conviction you have in your words, the more powerful the spell.\And thus shrine familiars are bound by such words.\Those two idiots! I told them not to tell Nanami about that!\I had this power all along? response:	Look at how she's beaming now!
context: She can talk?\The power of words?\The words that a deity speaks become a powerful spell cast upon shrine familiars.\The more conviction you have in your words, the more powerful the spell.\And thus shrine familiars are bound by such words.\Those two idiots! I told them not to tell Nanami about that!\I had this power all along?\Look at how she's beaming now! response:	Shrine familiar.
context: The power of words?\The words that a deity speaks become a powerful spell cast upon shrine familiars.\The more conviction you have in your words, the more powerful the spell.\And thus shrine familiars are bound by such words.\Those two idiots! I told them not to tell Nanami about that!\I had this power all along?\Look at how she's beaming now!\Shrine familiar. response:	I'll shoulder the blame for the fish's rudeness.
context: The words that a deity speaks become a powerful spell cast upon shrine familiars.\The more conviction you have in your words, the more powerful the spell.\And thus shrine familiars are bound by such words.\Those two idiots! I told them not to tell Nanami about that!\I had this power all along?\Look at how she's beaming now!\Shrine familiar.\I'll shoulder the blame for the fish's rudeness. response:	I had no intention of offending you.
context: The more conviction you have in your words, the more powerful the spell.\And thus shrine familiars are bound by such words.\Those two idiots! I told them not to tell Nanami about that!\I had this power all along?\Look at how she's beaming now!\Shrine familiar.\I'll shoulder the blame for the fish's rudeness.\I had no intention of offending you. response:	I had come to ask you to tie my fate to another.
context: And thus shrine familiars are bound by such words.\Those two idiots! I told them not to tell Nanami about that!\I had this power all along?\Look at how she's beaming now!\Shrine familiar.\I'll shoulder the blame for the fish's rudeness.\I had no intention of offending you.\I had come to ask you to tie my fate to another. response:	Hmm?
context: Those two idiots! I told them not to tell Nanami about that!\I had this power all along?\Look at how she's beaming now!\Shrine familiar.\I'll shoulder the blame for the fish's rudeness.\I had no intention of offending you.\I had come to ask you to tie my fate to another.\Hmm? response:	Wait, you mean like a love story?
context: I had this power all along?\Look at how she's beaming now!\Shrine familiar.\I'll shoulder the blame for the fish's rudeness.\I had no intention of offending you.\I had come to ask you to tie my fate to another.\Hmm?\Wait, you mean like a love story? response:	Let us hear your story first.
context: Look at how she's beaming now!\Shrine familiar.\I'll shoulder the blame for the fish's rudeness.\I had no intention of offending you.\I had come to ask you to tie my fate to another.\Hmm?\Wait, you mean like a love story?\Let us hear your story first. response:	We have only met once.
context: Shrine familiar.\I'll shoulder the blame for the fish's rudeness.\I had no intention of offending you.\I had come to ask you to tie my fate to another.\Hmm?\Wait, you mean like a love story?\Let us hear your story first.\We have only met once. response:	It was ten years ago at Lake Isara.
context: I'll shoulder the blame for the fish's rudeness.\I had no intention of offending you.\I had come to ask you to tie my fate to another.\Hmm?\Wait, you mean like a love story?\Let us hear your story first.\We have only met once.\It was ten years ago at Lake Isara. response:	I fell in love with a human boy.
context: I had no intention of offending you.\I had come to ask you to tie my fate to another.\Hmm?\Wait, you mean like a love story?\Let us hear your story first.\We have only met once.\It was ten years ago at Lake Isara.\I fell in love with a human boy. response:	Urashima Kotarou from the Sara estate.
context: I had come to ask you to tie my fate to another.\Hmm?\Wait, you mean like a love story?\Let us hear your story first.\We have only met once.\It was ten years ago at Lake Isara.\I fell in love with a human boy.\Urashima Kotarou from the Sara estate. response:	I'm scared. I'm scared...
context: Hmm?\Wait, you mean like a love story?\Let us hear your story first.\We have only met once.\It was ten years ago at Lake Isara.\I fell in love with a human boy.\Urashima Kotarou from the Sara estate.\I'm scared. I'm scared... response:	The face he made when he cried was adorable.
context: Wait, you mean like a love story?\Let us hear your story first.\We have only met once.\It was ten years ago at Lake Isara.\I fell in love with a human boy.\Urashima Kotarou from the Sara estate.\I'm scared. I'm scared...\The face he made when he cried was adorable. response:	That boy was eight years old.
context: Let us hear your story first.\We have only met once.\It was ten years ago at Lake Isara.\I fell in love with a human boy.\Urashima Kotarou from the Sara estate.\I'm scared. I'm scared...\The face he made when he cried was adorable.\That boy was eight years old. response:	It's been ten years since that day came to pass.
context: We have only met once.\It was ten years ago at Lake Isara.\I fell in love with a human boy.\Urashima Kotarou from the Sara estate.\I'm scared. I'm scared...\The face he made when he cried was adorable.\That boy was eight years old.\It's been ten years since that day came to pass. response:	I'm sure he's grown into a fine young man.
context: It was ten years ago at Lake Isara.\I fell in love with a human boy.\Urashima Kotarou from the Sara estate.\I'm scared. I'm scared...\The face he made when he cried was adorable.\That boy was eight years old.\It's been ten years since that day came to pass.\I'm sure he's grown into a fine young man. response:	Our fates were torn apart, and I wish to have them reunited.
context: I fell in love with a human boy.\Urashima Kotarou from the Sara estate.\I'm scared. I'm scared...\The face he made when he cried was adorable.\That boy was eight years old.\It's been ten years since that day came to pass.\I'm sure he's grown into a fine young man.\Our fates were torn apart, and I wish to have them reunited. response:	However, I cannot meet Kotarou because of who I am.
context: Urashima Kotarou from the Sara estate.\I'm scared. I'm scared...\The face he made when he cried was adorable.\That boy was eight years old.\It's been ten years since that day came to pass.\I'm sure he's grown into a fine young man.\Our fates were torn apart, and I wish to have them reunited.\However, I cannot meet Kotarou because of who I am. response:	Nanami-dono, would you please grant my wish?
context: I'm scared. I'm scared...\The face he made when he cried was adorable.\That boy was eight years old.\It's been ten years since that day came to pass.\I'm sure he's grown into a fine young man.\Our fates were torn apart, and I wish to have them reunited.\However, I cannot meet Kotarou because of who I am.\Nanami-dono, would you please grant my wish? response:	Forget it.
context: The face he made when he cried was adorable.\That boy was eight years old.\It's been ten years since that day came to pass.\I'm sure he's grown into a fine young man.\Our fates were torn apart, and I wish to have them reunited.\However, I cannot meet Kotarou because of who I am.\Nanami-dono, would you please grant my wish?\Forget it. response:	Love between demons and humans is forbidden.
context: That boy was eight years old.\It's been ten years since that day came to pass.\I'm sure he's grown into a fine young man.\Our fates were torn apart, and I wish to have them reunited.\However, I cannot meet Kotarou because of who I am.\Nanami-dono, would you please grant my wish?\Forget it.\Love between demons and humans is forbidden. response:	You should know this already, Priestess.
context: It's been ten years since that day came to pass.\I'm sure he's grown into a fine young man.\Our fates were torn apart, and I wish to have them reunited.\However, I cannot meet Kotarou because of who I am.\Nanami-dono, would you please grant my wish?\Forget it.\Love between demons and humans is forbidden.\You should know this already, Priestess. response:	I know.
context: I'm sure he's grown into a fine young man.\Our fates were torn apart, and I wish to have them reunited.\However, I cannot meet Kotarou because of who I am.\Nanami-dono, would you please grant my wish?\Forget it.\Love between demons and humans is forbidden.\You should know this already, Priestess.\I know. response:	I know, but...
context: Our fates were torn apart, and I wish to have them reunited.\However, I cannot meet Kotarou because of who I am.\Nanami-dono, would you please grant my wish?\Forget it.\Love between demons and humans is forbidden.\You should know this already, Priestess.\I know.\I know, but... response:	I understand.
context: However, I cannot meet Kotarou because of who I am.\Nanami-dono, would you please grant my wish?\Forget it.\Love between demons and humans is forbidden.\You should know this already, Priestess.\I know.\I know, but...\I understand. response:	I'll do what I can!
context: Nanami-dono, would you please grant my wish?\Forget it.\Love between demons and humans is forbidden.\You should know this already, Priestess.\I know.\I know, but...\I understand.\I'll do what I can! response:	What?!
context: Forget it.\Love between demons and humans is forbidden.\You should know this already, Priestess.\I know.\I know, but...\I understand.\I'll do what I can!\What?! response:	Thank you.
context: Love between demons and humans is forbidden.\You should know this already, Priestess.\I know.\I know, but...\I understand.\I'll do what I can!\What?!\Thank you. response:	Their love probably won't work out,
context: You should know this already, Priestess.\I know.\I know, but...\I understand.\I'll do what I can!\What?!\Thank you.\Their love probably won't work out, response:	but that's all the more reason to ask for a deity's help.
context: I know.\I know, but...\I understand.\I'll do what I can!\What?!\Thank you.\Their love probably won't work out,\but that's all the more reason to ask for a deity's help. response:	Love can exist even between demons and humans.
context: I know, but...\I understand.\I'll do what I can!\What?!\Thank you.\Their love probably won't work out,\but that's all the more reason to ask for a deity's help.\Love can exist even between demons and humans. response:	Good morning.
context: I understand.\I'll do what I can!\What?!\Thank you.\Their love probably won't work out,\but that's all the more reason to ask for a deity's help.\Love can exist even between demons and humans.\Good morning. response:	Good morning, Nanami-sama!
context: I'll do what I can!\What?!\Thank you.\Their love probably won't work out,\but that's all the more reason to ask for a deity's help.\Love can exist even between demons and humans.\Good morning.\Good morning, Nanami-sama! response:	Huh? Where's Tomoe?
context: What?!\Thank you.\Their love probably won't work out,\but that's all the more reason to ask for a deity's help.\Love can exist even between demons and humans.\Good morning.\Good morning, Nanami-sama!\Huh? Where's Tomoe? response:	It seems that he's feeling ill today.
context: Thank you.\Their love probably won't work out,\but that's all the more reason to ask for a deity's help.\Love can exist even between demons and humans.\Good morning.\Good morning, Nanami-sama!\Huh? Where's Tomoe?\It seems that he's feeling ill today. response:	He's down there.
context: Their love probably won't work out,\but that's all the more reason to ask for a deity's help.\Love can exist even between demons and humans.\Good morning.\Good morning, Nanami-sama!\Huh? Where's Tomoe?\It seems that he's feeling ill today.\He's down there. response:	He's been holed up since the Priestess left yesterday.
context: but that's all the more reason to ask for a deity's help.\Love can exist even between demons and humans.\Good morning.\Good morning, Nanami-sama!\Huh? Where's Tomoe?\It seems that he's feeling ill today.\He's down there.\He's been holed up since the Priestess left yesterday. response:	Tomoe-dono?
context: Love can exist even between demons and humans.\Good morning.\Good morning, Nanami-sama!\Huh? Where's Tomoe?\It seems that he's feeling ill today.\He's down there.\He's been holed up since the Priestess left yesterday.\Tomoe-dono? response:	Tomoe-dono?
context: Good morning.\Good morning, Nanami-sama!\Huh? Where's Tomoe?\It seems that he's feeling ill today.\He's down there.\He's been holed up since the Priestess left yesterday.\Tomoe-dono?\Tomoe-dono? response:	Nanami-sama is here.
context: Good morning, Nanami-sama!\Huh? Where's Tomoe?\It seems that he's feeling ill today.\He's down there.\He's been holed up since the Priestess left yesterday.\Tomoe-dono?\Tomoe-dono?\Nanami-sama is here. response:	I guess no one's home. We'll get started with the chores, then.
context: Huh? Where's Tomoe?\It seems that he's feeling ill today.\He's down there.\He's been holed up since the Priestess left yesterday.\Tomoe-dono?\Tomoe-dono?\Nanami-sama is here.\I guess no one's home. We'll get started with the chores, then. response:	We'll see you later.
context: It seems that he's feeling ill today.\He's down there.\He's been holed up since the Priestess left yesterday.\Tomoe-dono?\Tomoe-dono?\Nanami-sama is here.\I guess no one's home. We'll get started with the chores, then.\We'll see you later. response:	Are you upset over yesterday?
context: He's down there.\He's been holed up since the Priestess left yesterday.\Tomoe-dono?\Tomoe-dono?\Nanami-sama is here.\I guess no one's home. We'll get started with the chores, then.\We'll see you later.\Are you upset over yesterday? response:	I ignored what you said and showed myself to the Priestess.
context: He's been holed up since the Priestess left yesterday.\Tomoe-dono?\Tomoe-dono?\Nanami-sama is here.\I guess no one's home. We'll get started with the chores, then.\We'll see you later.\Are you upset over yesterday?\I ignored what you said and showed myself to the Priestess. response:	I even ended up promising her something,
context: Tomoe-dono?\Tomoe-dono?\Nanami-sama is here.\I guess no one's home. We'll get started with the chores, then.\We'll see you later.\Are you upset over yesterday?\I ignored what you said and showed myself to the Priestess.\I even ended up promising her something, response:	but still you protected me. It made me happy.
context: Tomoe-dono?\Nanami-sama is here.\I guess no one's home. We'll get started with the chores, then.\We'll see you later.\Are you upset over yesterday?\I ignored what you said and showed myself to the Priestess.\I even ended up promising her something,\but still you protected me. It made me happy. response:	I'll try my best.
context: Nanami-sama is here.\I guess no one's home. We'll get started with the chores, then.\We'll see you later.\Are you upset over yesterday?\I ignored what you said and showed myself to the Priestess.\I even ended up promising her something,\but still you protected me. It made me happy.\I'll try my best. response:	I want you to accept me one day.
context: I guess no one's home. We'll get started with the chores, then.\We'll see you later.\Are you upset over yesterday?\I ignored what you said and showed myself to the Priestess.\I even ended up promising her something,\but still you protected me. It made me happy.\I'll try my best.\I want you to accept me one day. response:	What are you mumbling to yourself about?
context: We'll see you later.\Are you upset over yesterday?\I ignored what you said and showed myself to the Priestess.\I even ended up promising her something,\but still you protected me. It made me happy.\I'll try my best.\I want you to accept me one day.\What are you mumbling to yourself about? response:	Huh? You were behind me?!
context: Are you upset over yesterday?\I ignored what you said and showed myself to the Priestess.\I even ended up promising her something,\but still you protected me. It made me happy.\I'll try my best.\I want you to accept me one day.\What are you mumbling to yourself about?\Huh? You were behind me?! response:	D-Did you hear what I said?
context: I ignored what you said and showed myself to the Priestess.\I even ended up promising her something,\but still you protected me. It made me happy.\I'll try my best.\I want you to accept me one day.\What are you mumbling to yourself about?\Huh? You were behind me?!\D-Did you hear what I said? response:	If it's about the priestess, I'd rather not.
context: I even ended up promising her something,\but still you protected me. It made me happy.\I'll try my best.\I want you to accept me one day.\What are you mumbling to yourself about?\Huh? You were behind me?!\D-Did you hear what I said?\If it's about the priestess, I'd rather not. response:	I'll just apologize to her and decline. Don't try to stop me.
context: but still you protected me. It made me happy.\I'll try my best.\I want you to accept me one day.\What are you mumbling to yourself about?\Huh? You were behind me?!\D-Did you hear what I said?\If it's about the priestess, I'd rather not.\I'll just apologize to her and decline. Don't try to stop me. response:	Humans and demons aren't meant to be together.
context: I'll try my best.\I want you to accept me one day.\What are you mumbling to yourself about?\Huh? You were behind me?!\D-Did you hear what I said?\If it's about the priestess, I'd rather not.\I'll just apologize to her and decline. Don't try to stop me.\Humans and demons aren't meant to be together. response:	Besides, what can you do?
context: I want you to accept me one day.\What are you mumbling to yourself about?\Huh? You were behind me?!\D-Did you hear what I said?\If it's about the priestess, I'd rather not.\I'll just apologize to her and decline. Don't try to stop me.\Humans and demons aren't meant to be together.\Besides, what can you do? response:	Well we won't know until I try, now will we?
context: What are you mumbling to yourself about?\Huh? You were behind me?!\D-Did you hear what I said?\If it's about the priestess, I'd rather not.\I'll just apologize to her and decline. Don't try to stop me.\Humans and demons aren't meant to be together.\Besides, what can you do?\Well we won't know until I try, now will we? response:	I already know how it's going to turn out.
context: Huh? You were behind me?!\D-Did you hear what I said?\If it's about the priestess, I'd rather not.\I'll just apologize to her and decline. Don't try to stop me.\Humans and demons aren't meant to be together.\Besides, what can you do?\Well we won't know until I try, now will we?\I already know how it's going to turn out. response:	Demons and humans can at least love each other!
context: D-Did you hear what I said?\If it's about the priestess, I'd rather not.\I'll just apologize to her and decline. Don't try to stop me.\Humans and demons aren't meant to be together.\Besides, what can you do?\Well we won't know until I try, now will we?\I already know how it's going to turn out.\Demons and humans can at least love each other! response:	At least? I don't think they'd normally fall in love.
context: If it's about the priestess, I'd rather not.\I'll just apologize to her and decline. Don't try to stop me.\Humans and demons aren't meant to be together.\Besides, what can you do?\Well we won't know until I try, now will we?\I already know how it's going to turn out.\Demons and humans can at least love each other!\At least? I don't think they'd normally fall in love. response:	Whatever. I'll go by myself.
context: I'll just apologize to her and decline. Don't try to stop me.\Humans and demons aren't meant to be together.\Besides, what can you do?\Well we won't know until I try, now will we?\I already know how it's going to turn out.\Demons and humans can at least love each other!\At least? I don't think they'd normally fall in love.\Whatever. I'll go by myself. response:	Where are you going?
context: Humans and demons aren't meant to be together.\Besides, what can you do?\Well we won't know until I try, now will we?\I already know how it's going to turn out.\Demons and humans can at least love each other!\At least? I don't think they'd normally fall in love.\Whatever. I'll go by myself.\Where are you going? response:	I'm going to town to look for Kotarou.
context: Besides, what can you do?\Well we won't know until I try, now will we?\I already know how it's going to turn out.\Demons and humans can at least love each other!\At least? I don't think they'd normally fall in love.\Whatever. I'll go by myself.\Where are you going?\I'm going to town to look for Kotarou. response:	I'm going to town for a bit. Make sure you look over the shrine until I get back.
context: Well we won't know until I try, now will we?\I already know how it's going to turn out.\Demons and humans can at least love each other!\At least? I don't think they'd normally fall in love.\Whatever. I'll go by myself.\Where are you going?\I'm going to town to look for Kotarou.\I'm going to town for a bit. Make sure you look over the shrine until I get back. response:	Wait.
context: I already know how it's going to turn out.\Demons and humans can at least love each other!\At least? I don't think they'd normally fall in love.\Whatever. I'll go by myself.\Where are you going?\I'm going to town to look for Kotarou.\I'm going to town for a bit. Make sure you look over the shrine until I get back.\Wait. response:	I'll come with you.
context: Demons and humans can at least love each other!\At least? I don't think they'd normally fall in love.\Whatever. I'll go by myself.\Where are you going?\I'm going to town to look for Kotarou.\I'm going to town for a bit. Make sure you look over the shrine until I get back.\Wait.\I'll come with you. response:	Huh? W-Well okay.
context: At least? I don't think they'd normally fall in love.\Whatever. I'll go by myself.\Where are you going?\I'm going to town to look for Kotarou.\I'm going to town for a bit. Make sure you look over the shrine until I get back.\Wait.\I'll come with you.\Huh? W-Well okay. response:	Just put on something normal before you come!
context: Whatever. I'll go by myself.\Where are you going?\I'm going to town to look for Kotarou.\I'm going to town for a bit. Make sure you look over the shrine until I get back.\Wait.\I'll come with you.\Huh? W-Well okay.\Just put on something normal before you come! response:	The very fact that I would fear Nanami never returning, like Mikage...
context: Where are you going?\I'm going to town to look for Kotarou.\I'm going to town for a bit. Make sure you look over the shrine until I get back.\Wait.\I'll come with you.\Huh? W-Well okay.\Just put on something normal before you come!\The very fact that I would fear Nanami never returning, like Mikage... response:	We're here!
context: I'm going to town to look for Kotarou.\I'm going to town for a bit. Make sure you look over the shrine until I get back.\Wait.\I'll come with you.\Huh? W-Well okay.\Just put on something normal before you come!\The very fact that I would fear Nanami never returning, like Mikage...\We're here! response:	Look at all the people!
context: I'm going to town for a bit. Make sure you look over the shrine until I get back.\Wait.\I'll come with you.\Huh? W-Well okay.\Just put on something normal before you come!\The very fact that I would fear Nanami never returning, like Mikage...\We're here!\Look at all the people! response:	The smell of the exhaust fumes!
context: Wait.\I'll come with you.\Huh? W-Well okay.\Just put on something normal before you come!\The very fact that I would fear Nanami never returning, like Mikage...\We're here!\Look at all the people!\The smell of the exhaust fumes! response:	It's like I'm back on Earth!
context: I'll come with you.\Huh? W-Well okay.\Just put on something normal before you come!\The very fact that I would fear Nanami never returning, like Mikage...\We're here!\Look at all the people!\The smell of the exhaust fumes!\It's like I'm back on Earth! response:	Has it been a long time since you've visited, too?
context: Huh? W-Well okay.\Just put on something normal before you come!\The very fact that I would fear Nanami never returning, like Mikage...\We're here!\Look at all the people!\The smell of the exhaust fumes!\It's like I'm back on Earth!\Has it been a long time since you've visited, too? response:	Well, I guess.
context: Just put on something normal before you come!\The very fact that I would fear Nanami never returning, like Mikage...\We're here!\Look at all the people!\The smell of the exhaust fumes!\It's like I'm back on Earth!\Has it been a long time since you've visited, too?\Well, I guess. response:	Mama, his ears are weird.
context: The very fact that I would fear Nanami never returning, like Mikage...\We're here!\Look at all the people!\The smell of the exhaust fumes!\It's like I'm back on Earth!\Has it been a long time since you've visited, too?\Well, I guess.\Mama, his ears are weird. response:	Don't look!
context: We're here!\Look at all the people!\The smell of the exhaust fumes!\It's like I'm back on Earth!\Has it been a long time since you've visited, too?\Well, I guess.\Mama, his ears are weird.\Don't look! response:	I let my guard down just because he changed his clothes!
context: Look at all the people!\The smell of the exhaust fumes!\It's like I'm back on Earth!\Has it been a long time since you've visited, too?\Well, I guess.\Mama, his ears are weird.\Don't look!\I let my guard down just because he changed his clothes! response:	My standards for humans are dropping!
context: The smell of the exhaust fumes!\It's like I'm back on Earth!\Has it been a long time since you've visited, too?\Well, I guess.\Mama, his ears are weird.\Don't look!\I let my guard down just because he changed his clothes!\My standards for humans are dropping! response:	Is this better, Nanami?
context: It's like I'm back on Earth!\Has it been a long time since you've visited, too?\Well, I guess.\Mama, his ears are weird.\Don't look!\I let my guard down just because he changed his clothes!\My standards for humans are dropping!\Is this better, Nanami? response:	I'd better be careful.
context: Has it been a long time since you've visited, too?\Well, I guess.\Mama, his ears are weird.\Don't look!\I let my guard down just because he changed his clothes!\My standards for humans are dropping!\Is this better, Nanami?\I'd better be careful. response:	Now, let's look for Kotarou-kun!
context: Well, I guess.\Mama, his ears are weird.\Don't look!\I let my guard down just because he changed his clothes!\My standards for humans are dropping!\Is this better, Nanami?\I'd better be careful.\Now, let's look for Kotarou-kun! response:	Crap, that's my school's uniform.
context: Mama, his ears are weird.\Don't look!\I let my guard down just because he changed his clothes!\My standards for humans are dropping!\Is this better, Nanami?\I'd better be careful.\Now, let's look for Kotarou-kun!\Crap, that's my school's uniform. response:	This is bad. Today's a weekday!
context: Don't look!\I let my guard down just because he changed his clothes!\My standards for humans are dropping!\Is this better, Nanami?\I'd better be careful.\Now, let's look for Kotarou-kun!\Crap, that's my school's uniform.\This is bad. Today's a weekday! response:	What's wrong?
context: I let my guard down just because he changed his clothes!\My standards for humans are dropping!\Is this better, Nanami?\I'd better be careful.\Now, let's look for Kotarou-kun!\Crap, that's my school's uniform.\This is bad. Today's a weekday!\What's wrong? response:	Let's have ice cream, Tomoe!
context: My standards for humans are dropping!\Is this better, Nanami?\I'd better be careful.\Now, let's look for Kotarou-kun!\Crap, that's my school's uniform.\This is bad. Today's a weekday!\What's wrong?\Let's have ice cream, Tomoe! response:	Don't stop me!
context: Is this better, Nanami?\I'd better be careful.\Now, let's look for Kotarou-kun!\Crap, that's my school's uniform.\This is bad. Today's a weekday!\What's wrong?\Let's have ice cream, Tomoe!\Don't stop me! response:	I used to come and eat ice cream here whenever I got my paycheck.
context: I'd better be careful.\Now, let's look for Kotarou-kun!\Crap, that's my school's uniform.\This is bad. Today's a weekday!\What's wrong?\Let's have ice cream, Tomoe!\Don't stop me!\I used to come and eat ice cream here whenever I got my paycheck. response:	Isn't it delicious?
context: Now, let's look for Kotarou-kun!\Crap, that's my school's uniform.\This is bad. Today's a weekday!\What's wrong?\Let's have ice cream, Tomoe!\Don't stop me!\I used to come and eat ice cream here whenever I got my paycheck.\Isn't it delicious? response:	Remember that we're here to look for Kotarou, Nanami.
context: Crap, that's my school's uniform.\This is bad. Today's a weekday!\What's wrong?\Let's have ice cream, Tomoe!\Don't stop me!\I used to come and eat ice cream here whenever I got my paycheck.\Isn't it delicious?\Remember that we're here to look for Kotarou, Nanami. response:	I know, I know.
context: This is bad. Today's a weekday!\What's wrong?\Let's have ice cream, Tomoe!\Don't stop me!\I used to come and eat ice cream here whenever I got my paycheck.\Isn't it delicious?\Remember that we're here to look for Kotarou, Nanami.\I know, I know. response:	Huh? Momozono-chan, what are you doing here?
context: What's wrong?\Let's have ice cream, Tomoe!\Don't stop me!\I used to come and eat ice cream here whenever I got my paycheck.\Isn't it delicious?\Remember that we're here to look for Kotarou, Nanami.\I know, I know.\Huh? Momozono-chan, what are you doing here? response:	Isobe?!
context: Let's have ice cream, Tomoe!\Don't stop me!\I used to come and eat ice cream here whenever I got my paycheck.\Isn't it delicious?\Remember that we're here to look for Kotarou, Nanami.\I know, I know.\Huh? Momozono-chan, what are you doing here?\Isobe?! response:	Why this guy of all people?
context: Don't stop me!\I used to come and eat ice cream here whenever I got my paycheck.\Isn't it delicious?\Remember that we're here to look for Kotarou, Nanami.\I know, I know.\Huh? Momozono-chan, what are you doing here?\Isobe?!\Why this guy of all people? response:	What the heck are you doing ditching school?
context: I used to come and eat ice cream here whenever I got my paycheck.\Isn't it delicious?\Remember that we're here to look for Kotarou, Nanami.\I know, I know.\Huh? Momozono-chan, what are you doing here?\Isobe?!\Why this guy of all people?\What the heck are you doing ditching school? response:	Hanging out with guys? Wow.
context: Isn't it delicious?\Remember that we're here to look for Kotarou, Nanami.\I know, I know.\Huh? Momozono-chan, what are you doing here?\Isobe?!\Why this guy of all people?\What the heck are you doing ditching school?\Hanging out with guys? Wow. response:	You're getting the wrong idea. Now, go away.
context: Remember that we're here to look for Kotarou, Nanami.\I know, I know.\Huh? Momozono-chan, what are you doing here?\Isobe?!\Why this guy of all people?\What the heck are you doing ditching school?\Hanging out with guys? Wow.\You're getting the wrong idea. Now, go away. response:	By the way, what was that thing at school?
context: I know, I know.\Huh? Momozono-chan, what are you doing here?\Isobe?!\Why this guy of all people?\What the heck are you doing ditching school?\Hanging out with guys? Wow.\You're getting the wrong idea. Now, go away.\By the way, what was that thing at school? response:	It was way too cheesy.
context: Huh? Momozono-chan, what are you doing here?\Isobe?!\Why this guy of all people?\What the heck are you doing ditching school?\Hanging out with guys? Wow.\You're getting the wrong idea. Now, go away.\By the way, what was that thing at school?\It was way too cheesy. response:	Did your dad run away leaving you his debt?
context: Isobe?!\Why this guy of all people?\What the heck are you doing ditching school?\Hanging out with guys? Wow.\You're getting the wrong idea. Now, go away.\By the way, what was that thing at school?\It was way too cheesy.\Did your dad run away leaving you his debt? response:	Did you get evicted and have to stay in a park?
context: Why this guy of all people?\What the heck are you doing ditching school?\Hanging out with guys? Wow.\You're getting the wrong idea. Now, go away.\By the way, what was that thing at school?\It was way too cheesy.\Did your dad run away leaving you his debt?\Did you get evicted and have to stay in a park? response:	There are a bunch of rumors, but what's really going on?
context: What the heck are you doing ditching school?\Hanging out with guys? Wow.\You're getting the wrong idea. Now, go away.\By the way, what was that thing at school?\It was way too cheesy.\Did your dad run away leaving you his debt?\Did you get evicted and have to stay in a park?\There are a bunch of rumors, but what's really going on? response:	N-None of that's true! My dad's just away on a job!
context: Hanging out with guys? Wow.\You're getting the wrong idea. Now, go away.\By the way, what was that thing at school?\It was way too cheesy.\Did your dad run away leaving you his debt?\Did you get evicted and have to stay in a park?\There are a bunch of rumors, but what's really going on?\N-None of that's true! My dad's just away on a job! response:	I thought he couldn't hold down a job!
context: You're getting the wrong idea. Now, go away.\By the way, what was that thing at school?\It was way too cheesy.\Did your dad run away leaving you his debt?\Did you get evicted and have to stay in a park?\There are a bunch of rumors, but what's really going on?\N-None of that's true! My dad's just away on a job!\I thought he couldn't hold down a job! response:	I bet he just never found his way home! Tell me the truth!
context: By the way, what was that thing at school?\It was way too cheesy.\Did your dad run away leaving you his debt?\Did you get evicted and have to stay in a park?\There are a bunch of rumors, but what's really going on?\N-None of that's true! My dad's just away on a job!\I thought he couldn't hold down a job!\I bet he just never found his way home! Tell me the truth! response:	We're leaving.
context: It was way too cheesy.\Did your dad run away leaving you his debt?\Did you get evicted and have to stay in a park?\There are a bunch of rumors, but what's really going on?\N-None of that's true! My dad's just away on a job!\I thought he couldn't hold down a job!\I bet he just never found his way home! Tell me the truth!\We're leaving. response:	What's up with you? Hey!
context: Did your dad run away leaving you his debt?\Did you get evicted and have to stay in a park?\There are a bunch of rumors, but what's really going on?\N-None of that's true! My dad's just away on a job!\I thought he couldn't hold down a job!\I bet he just never found his way home! Tell me the truth!\We're leaving.\What's up with you? Hey! response:	Don't take me lightly,
context: Did you get evicted and have to stay in a park?\There are a bunch of rumors, but what's really going on?\N-None of that's true! My dad's just away on a job!\I thought he couldn't hold down a job!\I bet he just never found his way home! Tell me the truth!\We're leaving.\What's up with you? Hey!\Don't take me lightly, response:	you brat.
