context: I've brought Daichi Manatsu. response:	Come in.
context: Operation Summer?\Our next mission.\What is it?\How are you doing?\I brought you a watermelon.\Hey, you already have one!\I bought one!\Way to go. response:	Where have you been?
context: Our next mission.\What is it?\How are you doing?\I brought you a watermelon.\Hey, you already have one!\I bought one!\Way to go.\Where have you been? response:	A shrine.
context: What is it?\How are you doing?\I brought you a watermelon.\Hey, you already have one!\I bought one!\Way to go.\Where have you been?\A shrine. response:	After all, I haven't been back to Tanegashima in a while.
context: How are you doing?\I brought you a watermelon.\Hey, you already have one!\I bought one!\Way to go.\Where have you been?\A shrine.\After all, I haven't been back to Tanegashima in a while. response:	I may not look it, but I'm very traditional.
context: I brought you a watermelon.\Hey, you already have one!\I bought one!\Way to go.\Where have you been?\A shrine.\After all, I haven't been back to Tanegashima in a while.\I may not look it, but I'm very traditional. response:	I'm a Japanesque magic-user!
context: Hey, you already have one!\I bought one!\Way to go.\Where have you been?\A shrine.\After all, I haven't been back to Tanegashima in a while.\I may not look it, but I'm very traditional.\I'm a Japanesque magic-user! response:	What do you do at a shrine?
context: I bought one!\Way to go.\Where have you been?\A shrine.\After all, I haven't been back to Tanegashima in a while.\I may not look it, but I'm very traditional.\I'm a Japanesque magic-user!\What do you do at a shrine? response:	Talk to the gods and make requests, I guess?
context: Way to go.\Where have you been?\A shrine.\After all, I haven't been back to Tanegashima in a while.\I may not look it, but I'm very traditional.\I'm a Japanesque magic-user!\What do you do at a shrine?\Talk to the gods and make requests, I guess? response:	The gods?
context: Where have you been?\A shrine.\After all, I haven't been back to Tanegashima in a while.\I may not look it, but I'm very traditional.\I'm a Japanesque magic-user!\What do you do at a shrine?\Talk to the gods and make requests, I guess?\The gods? response:	I don't believe in them.
context: A shrine.\After all, I haven't been back to Tanegashima in a while.\I may not look it, but I'm very traditional.\I'm a Japanesque magic-user!\What do you do at a shrine?\Talk to the gods and make requests, I guess?\The gods?\I don't believe in them. response:	I've never seen one.
context: After all, I haven't been back to Tanegashima in a while.\I may not look it, but I'm very traditional.\I'm a Japanesque magic-user!\What do you do at a shrine?\Talk to the gods and make requests, I guess?\The gods?\I don't believe in them.\I've never seen one. response:	Is it possible to see a god?
context: I may not look it, but I'm very traditional.\I'm a Japanesque magic-user!\What do you do at a shrine?\Talk to the gods and make requests, I guess?\The gods?\I don't believe in them.\I've never seen one.\Is it possible to see a god? response:	Do you also go to shrines, Captain?
context: I'm a Japanesque magic-user!\What do you do at a shrine?\Talk to the gods and make requests, I guess?\The gods?\I don't believe in them.\I've never seen one.\Is it possible to see a god?\Do you also go to shrines, Captain? response:	Yep.
context: What do you do at a shrine?\Talk to the gods and make requests, I guess?\The gods?\I don't believe in them.\I've never seen one.\Is it possible to see a god?\Do you also go to shrines, Captain?\Yep. response:	On New Year's or certain summer festival days.
context: Talk to the gods and make requests, I guess?\The gods?\I don't believe in them.\I've never seen one.\Is it possible to see a god?\Do you also go to shrines, Captain?\Yep.\On New Year's or certain summer festival days. response:	Festivals?
context: The gods?\I don't believe in them.\I've never seen one.\Is it possible to see a god?\Do you also go to shrines, Captain?\Yep.\On New Year's or certain summer festival days.\Festivals? response:	What are they like?
context: I don't believe in them.\I've never seen one.\Is it possible to see a god?\Do you also go to shrines, Captain?\Yep.\On New Year's or certain summer festival days.\Festivals?\What are they like? response:	You don't know?
context: I've never seen one.\Is it possible to see a god?\Do you also go to shrines, Captain?\Yep.\On New Year's or certain summer festival days.\Festivals?\What are they like?\You don't know? response:	They're fun.
context: Is it possible to see a god?\Do you also go to shrines, Captain?\Yep.\On New Year's or certain summer festival days.\Festivals?\What are they like?\You don't know?\They're fun. response:	There are all these stalls.
context: Do you also go to shrines, Captain?\Yep.\On New Year's or certain summer festival days.\Festivals?\What are they like?\You don't know?\They're fun.\There are all these stalls. response:	Stalls?
context: Yep.\On New Year's or certain summer festival days.\Festivals?\What are they like?\You don't know?\They're fun.\There are all these stalls.\Stalls? response:	Places that sell good food and stuff.
context: On New Year's or certain summer festival days.\Festivals?\What are they like?\You don't know?\They're fun.\There are all these stalls.\Stalls?\Places that sell good food and stuff. response:	Good food?
context: Festivals?\What are they like?\You don't know?\They're fun.\There are all these stalls.\Stalls?\Places that sell good food and stuff.\Good food? response:	I want to go.
context: What are they like?\You don't know?\They're fun.\There are all these stalls.\Stalls?\Places that sell good food and stuff.\Good food?\I want to go. response:	Let's go.
context: You don't know?\They're fun.\There are all these stalls.\Stalls?\Places that sell good food and stuff.\Good food?\I want to go.\Let's go. response:	Once our mission is completely done.
context: They're fun.\There are all these stalls.\Stalls?\Places that sell good food and stuff.\Good food?\I want to go.\Let's go.\Once our mission is completely done. response:	Let's go to a festival together.
context: There are all these stalls.\Stalls?\Places that sell good food and stuff.\Good food?\I want to go.\Let's go.\Once our mission is completely done.\Let's go to a festival together. response:	A festival!
context: Stalls?\Places that sell good food and stuff.\Good food?\I want to go.\Let's go.\Once our mission is completely done.\Let's go to a festival together.\A festival! response:	So, what's the mission?
context: Places that sell good food and stuff.\Good food?\I want to go.\Let's go.\Once our mission is completely done.\Let's go to a festival together.\A festival!\So, what's the mission? response:	Don't you think Hana would look great in a kimono, Captain?
context: Good food?\I want to go.\Let's go.\Once our mission is completely done.\Let's go to a festival together.\A festival!\So, what's the mission?\Don't you think Hana would look great in a kimono, Captain? response:	I asked the gods for help with the mission.
context: I want to go.\Let's go.\Once our mission is completely done.\Let's go to a festival together.\A festival!\So, what's the mission?\Don't you think Hana would look great in a kimono, Captain?\I asked the gods for help with the mission. response:	You really do know everything.
context: Let's go.\Once our mission is completely done.\Let's go to a festival together.\A festival!\So, what's the mission?\Don't you think Hana would look great in a kimono, Captain?\I asked the gods for help with the mission.\You really do know everything. response:	Operation Summer?
context: Once our mission is completely done.\Let's go to a festival together.\A festival!\So, what's the mission?\Don't you think Hana would look great in a kimono, Captain?\I asked the gods for help with the mission.\You really do know everything.\Operation Summer? response:	The fights between you, the Independent Attack Force and the Machine Goodfellows,
context: Let's go to a festival together.\A festival!\So, what's the mission?\Don't you think Hana would look great in a kimono, Captain?\I asked the gods for help with the mission.\You really do know everything.\Operation Summer?\The fights between you, the Independent Attack Force and the Machine Goodfellows, response:	were partially an attempt to buy time to prepare for this mission.
context: A festival!\So, what's the mission?\Don't you think Hana would look great in a kimono, Captain?\I asked the gods for help with the mission.\You really do know everything.\Operation Summer?\The fights between you, the Independent Attack Force and the Machine Goodfellows,\were partially an attempt to buy time to prepare for this mission. response:	The Intercept Faction intends to the
context: So, what's the mission?\Don't you think Hana would look great in a kimono, Captain?\I asked the gods for help with the mission.\You really do know everything.\Operation Summer?\The fights between you, the Independent Attack Force and the Machine Goodfellows,\were partially an attempt to buy time to prepare for this mission.\The Intercept Faction intends to the response:	enemy fortress carrier Oberon, in orbit around Uranus.
context: Don't you think Hana would look great in a kimono, Captain?\I asked the gods for help with the mission.\You really do know everything.\Operation Summer?\The fights between you, the Independent Attack Force and the Machine Goodfellows,\were partially an attempt to buy time to prepare for this mission.\The Intercept Faction intends to the\enemy fortress carrier Oberon, in orbit around Uranus. response:	That is Operation Summer.
context: I asked the gods for help with the mission.\You really do know everything.\Operation Summer?\The fights between you, the Independent Attack Force and the Machine Goodfellows,\were partially an attempt to buy time to prepare for this mission.\The Intercept Faction intends to the\enemy fortress carrier Oberon, in orbit around Uranus.\That is Operation Summer. response:	When I chose this place, I was as careful as possible.
context: You really do know everything.\Operation Summer?\The fights between you, the Independent Attack Force and the Machine Goodfellows,\were partially an attempt to buy time to prepare for this mission.\The Intercept Faction intends to the\enemy fortress carrier Oberon, in orbit around Uranus.\That is Operation Summer.\When I chose this place, I was as careful as possible. response:	But if they come here, take care of them.
context: Operation Summer?\The fights between you, the Independent Attack Force and the Machine Goodfellows,\were partially an attempt to buy time to prepare for this mission.\The Intercept Faction intends to the\enemy fortress carrier Oberon, in orbit around Uranus.\That is Operation Summer.\When I chose this place, I was as careful as possible.\But if they come here, take care of them. response:	I know.
context: The fights between you, the Independent Attack Force and the Machine Goodfellows,\were partially an attempt to buy time to prepare for this mission.\The Intercept Faction intends to the\enemy fortress carrier Oberon, in orbit around Uranus.\That is Operation Summer.\When I chose this place, I was as careful as possible.\But if they come here, take care of them.\I know. response:	Everyone's here.
context: were partially an attempt to buy time to prepare for this mission.\The Intercept Faction intends to the\enemy fortress carrier Oberon, in orbit around Uranus.\That is Operation Summer.\When I chose this place, I was as careful as possible.\But if they come here, take care of them.\I know.\Everyone's here. response:	If even Aiatar can't do it,
context: The Intercept Faction intends to the\enemy fortress carrier Oberon, in orbit around Uranus.\That is Operation Summer.\When I chose this place, I was as careful as possible.\But if they come here, take care of them.\I know.\Everyone's here.\If even Aiatar can't do it, response:	we might need to think of a plan.
context: enemy fortress carrier Oberon, in orbit around Uranus.\That is Operation Summer.\When I chose this place, I was as careful as possible.\But if they come here, take care of them.\I know.\Everyone's here.\If even Aiatar can't do it,\we might need to think of a plan. response:	Abreaction.
context: That is Operation Summer.\When I chose this place, I was as careful as possible.\But if they come here, take care of them.\I know.\Everyone's here.\If even Aiatar can't do it,\we might need to think of a plan.\Abreaction. response:	What are you thinking about?
context: When I chose this place, I was as careful as possible.\But if they come here, take care of them.\I know.\Everyone's here.\If even Aiatar can't do it,\we might need to think of a plan.\Abreaction.\What are you thinking about? response:	I was thinking about Albion.
context: But if they come here, take care of them.\I know.\Everyone's here.\If even Aiatar can't do it,\we might need to think of a plan.\Abreaction.\What are you thinking about?\I was thinking about Albion. response:	Why would he destroy his Ego Block?
context: I know.\Everyone's here.\If even Aiatar can't do it,\we might need to think of a plan.\Abreaction.\What are you thinking about?\I was thinking about Albion.\Why would he destroy his Ego Block? response:	What kind of life did you lead for the seventeen years until you awoke?
context: Everyone's here.\If even Aiatar can't do it,\we might need to think of a plan.\Abreaction.\What are you thinking about?\I was thinking about Albion.\Why would he destroy his Ego Block?\What kind of life did you lead for the seventeen years until you awoke? response:	I suppose there was lots of bad stuff.
context: If even Aiatar can't do it,\we might need to think of a plan.\Abreaction.\What are you thinking about?\I was thinking about Albion.\Why would he destroy his Ego Block?\What kind of life did you lead for the seventeen years until you awoke?\I suppose there was lots of bad stuff. response:	But it wasn't all bad?
context: we might need to think of a plan.\Abreaction.\What are you thinking about?\I was thinking about Albion.\Why would he destroy his Ego Block?\What kind of life did you lead for the seventeen years until you awoke?\I suppose there was lots of bad stuff.\But it wasn't all bad? response:	For me, it was mostly bad stuff, too.
context: Abreaction.\What are you thinking about?\I was thinking about Albion.\Why would he destroy his Ego Block?\What kind of life did you lead for the seventeen years until you awoke?\I suppose there was lots of bad stuff.\But it wasn't all bad?\For me, it was mostly bad stuff, too. response:	I'm still mad about being used by others.
context: What are you thinking about?\I was thinking about Albion.\Why would he destroy his Ego Block?\What kind of life did you lead for the seventeen years until you awoke?\I suppose there was lots of bad stuff.\But it wasn't all bad?\For me, it was mostly bad stuff, too.\I'm still mad about being used by others. response:	I still can't forgive them.
context: I was thinking about Albion.\Why would he destroy his Ego Block?\What kind of life did you lead for the seventeen years until you awoke?\I suppose there was lots of bad stuff.\But it wasn't all bad?\For me, it was mostly bad stuff, too.\I'm still mad about being used by others.\I still can't forgive them. response:	But...
context: Why would he destroy his Ego Block?\What kind of life did you lead for the seventeen years until you awoke?\I suppose there was lots of bad stuff.\But it wasn't all bad?\For me, it was mostly bad stuff, too.\I'm still mad about being used by others.\I still can't forgive them.\But... response:	By absorbing the Earthlings' libidos,
context: What kind of life did you lead for the seventeen years until you awoke?\I suppose there was lots of bad stuff.\But it wasn't all bad?\For me, it was mostly bad stuff, too.\I'm still mad about being used by others.\I still can't forgive them.\But...\By absorbing the Earthlings' libidos, response:	it means we're using them.
context: I suppose there was lots of bad stuff.\But it wasn't all bad?\For me, it was mostly bad stuff, too.\I'm still mad about being used by others.\I still can't forgive them.\But...\By absorbing the Earthlings' libidos,\it means we're using them. response:	Where did Lappa go?
context: But it wasn't all bad?\For me, it was mostly bad stuff, too.\I'm still mad about being used by others.\I still can't forgive them.\But...\By absorbing the Earthlings' libidos,\it means we're using them.\Where did Lappa go? response:	AEO confirmed.
context: For me, it was mostly bad stuff, too.\I'm still mad about being used by others.\I still can't forgive them.\But...\By absorbing the Earthlings' libidos,\it means we're using them.\Where did Lappa go?\AEO confirmed. response:	It's a Kiltgang!
context: I'm still mad about being used by others.\I still can't forgive them.\But...\By absorbing the Earthlings' libidos,\it means we're using them.\Where did Lappa go?\AEO confirmed.\It's a Kiltgang! response:	Manifestation point is within defensive zone 2, Beta sector.
context: I still can't forgive them.\But...\By absorbing the Earthlings' libidos,\it means we're using them.\Where did Lappa go?\AEO confirmed.\It's a Kiltgang!\Manifestation point is within defensive zone 2, Beta sector. response:	Call Tanegashima immediately.
context: But...\By absorbing the Earthlings' libidos,\it means we're using them.\Where did Lappa go?\AEO confirmed.\It's a Kiltgang!\Manifestation point is within defensive zone 2, Beta sector.\Call Tanegashima immediately. response:	Any effect from the solar flare two days ago?
context: By absorbing the Earthlings' libidos,\it means we're using them.\Where did Lappa go?\AEO confirmed.\It's a Kiltgang!\Manifestation point is within defensive zone 2, Beta sector.\Call Tanegashima immediately.\Any effect from the solar flare two days ago? response:	Not yet.
context: it means we're using them.\Where did Lappa go?\AEO confirmed.\It's a Kiltgang!\Manifestation point is within defensive zone 2, Beta sector.\Call Tanegashima immediately.\Any effect from the solar flare two days ago?\Not yet. response:	A Kiltgang has appeared.
context: Where did Lappa go?\AEO confirmed.\It's a Kiltgang!\Manifestation point is within defensive zone 2, Beta sector.\Call Tanegashima immediately.\Any effect from the solar flare two days ago?\Not yet.\A Kiltgang has appeared. response:	It's Type-5!
context: AEO confirmed.\It's a Kiltgang!\Manifestation point is within defensive zone 2, Beta sector.\Call Tanegashima immediately.\Any effect from the solar flare two days ago?\Not yet.\A Kiltgang has appeared.\It's Type-5! response:	Aiatar?
context: It's a Kiltgang!\Manifestation point is within defensive zone 2, Beta sector.\Call Tanegashima immediately.\Any effect from the solar flare two days ago?\Not yet.\A Kiltgang has appeared.\It's Type-5!\Aiatar? response:	I told you to rest!
context: Manifestation point is within defensive zone 2, Beta sector.\Call Tanegashima immediately.\Any effect from the solar flare two days ago?\Not yet.\A Kiltgang has appeared.\It's Type-5!\Aiatar?\I told you to rest! response:	We can't right now!
context: Call Tanegashima immediately.\Any effect from the solar flare two days ago?\Not yet.\A Kiltgang has appeared.\It's Type-5!\Aiatar?\I told you to rest!\We can't right now! response:	Distance 35,000 kilometers.
context: Any effect from the solar flare two days ago?\Not yet.\A Kiltgang has appeared.\It's Type-5!\Aiatar?\I told you to rest!\We can't right now!\Distance 35,000 kilometers. response:	Speed 50 meters per second.
context: Not yet.\A Kiltgang has appeared.\It's Type-5!\Aiatar?\I told you to rest!\We can't right now!\Distance 35,000 kilometers.\Speed 50 meters per second. response:	It's heading straight for Earth.
context: A Kiltgang has appeared.\It's Type-5!\Aiatar?\I told you to rest!\We can't right now!\Distance 35,000 kilometers.\Speed 50 meters per second.\It's heading straight for Earth. response:	They're both hurt, and the Earth and Nebula are under repair.
context: It's Type-5!\Aiatar?\I told you to rest!\We can't right now!\Distance 35,000 kilometers.\Speed 50 meters per second.\It's heading straight for Earth.\They're both hurt, and the Earth and Nebula are under repair. response:	Activate Flare Engine launch sequence!
context: Aiatar?\I told you to rest!\We can't right now!\Distance 35,000 kilometers.\Speed 50 meters per second.\It's heading straight for Earth.\They're both hurt, and the Earth and Nebula are under repair.\Activate Flare Engine launch sequence! response:	Flare?
context: I told you to rest!\We can't right now!\Distance 35,000 kilometers.\Speed 50 meters per second.\It's heading straight for Earth.\They're both hurt, and the Earth and Nebula are under repair.\Activate Flare Engine launch sequence!\Flare? response:	Activating Flare Engine launch sequence.
context: We can't right now!\Distance 35,000 kilometers.\Speed 50 meters per second.\It's heading straight for Earth.\They're both hurt, and the Earth and Nebula are under repair.\Activate Flare Engine launch sequence!\Flare?\Activating Flare Engine launch sequence. response:	This is Hana Mutou.
context: Distance 35,000 kilometers.\Speed 50 meters per second.\It's heading straight for Earth.\They're both hurt, and the Earth and Nebula are under repair.\Activate Flare Engine launch sequence!\Flare?\Activating Flare Engine launch sequence.\This is Hana Mutou. response:	Orders confirmed.
context: Speed 50 meters per second.\It's heading straight for Earth.\They're both hurt, and the Earth and Nebula are under repair.\Activate Flare Engine launch sequence!\Flare?\Activating Flare Engine launch sequence.\This is Hana Mutou.\Orders confirmed. response:	Hana's going to launch?
context: It's heading straight for Earth.\They're both hurt, and the Earth and Nebula are under repair.\Activate Flare Engine launch sequence!\Flare?\Activating Flare Engine launch sequence.\This is Hana Mutou.\Orders confirmed.\Hana's going to launch? response:	I'll go, Commander!
context: They're both hurt, and the Earth and Nebula are under repair.\Activate Flare Engine launch sequence!\Flare?\Activating Flare Engine launch sequence.\This is Hana Mutou.\Orders confirmed.\Hana's going to launch?\I'll go, Commander! response:	Hana underwent the same training as Teppei for a long time.
context: Activate Flare Engine launch sequence!\Flare?\Activating Flare Engine launch sequence.\This is Hana Mutou.\Orders confirmed.\Hana's going to launch?\I'll go, Commander!\Hana underwent the same training as Teppei for a long time. response:	And this was her suggestion.
context: Flare?\Activating Flare Engine launch sequence.\This is Hana Mutou.\Orders confirmed.\Hana's going to launch?\I'll go, Commander!\Hana underwent the same training as Teppei for a long time.\And this was her suggestion. response:	But...
context: Activating Flare Engine launch sequence.\This is Hana Mutou.\Orders confirmed.\Hana's going to launch?\I'll go, Commander!\Hana underwent the same training as Teppei for a long time.\And this was her suggestion.\But... response:	My shooting score is higher than Teppei's.
context: This is Hana Mutou.\Orders confirmed.\Hana's going to launch?\I'll go, Commander!\Hana underwent the same training as Teppei for a long time.\And this was her suggestion.\But...\My shooting score is higher than Teppei's. response:	It's my fault you two were injured.
context: Orders confirmed.\Hana's going to launch?\I'll go, Commander!\Hana underwent the same training as Teppei for a long time.\And this was her suggestion.\But...\My shooting score is higher than Teppei's.\It's my fault you two were injured. response:	Please let me go.
context: Hana's going to launch?\I'll go, Commander!\Hana underwent the same training as Teppei for a long time.\And this was her suggestion.\But...\My shooting score is higher than Teppei's.\It's my fault you two were injured.\Please let me go. response:	Hana...
context: I'll go, Commander!\Hana underwent the same training as Teppei for a long time.\And this was her suggestion.\But...\My shooting score is higher than Teppei's.\It's my fault you two were injured.\Please let me go.\Hana... response:	Make sure you come back safely.
context: Hana underwent the same training as Teppei for a long time.\And this was her suggestion.\But...\My shooting score is higher than Teppei's.\It's my fault you two were injured.\Please let me go.\Hana...\Make sure you come back safely. response:	That's my condition.
context: And this was her suggestion.\But...\My shooting score is higher than Teppei's.\It's my fault you two were injured.\Please let me go.\Hana...\Make sure you come back safely.\That's my condition. response:	Roger!
context: But...\My shooting score is higher than Teppei's.\It's my fault you two were injured.\Please let me go.\Hana...\Make sure you come back safely.\That's my condition.\Roger! response:	Expansion sequence activated.
context: My shooting score is higher than Teppei's.\It's my fault you two were injured.\Please let me go.\Hana...\Make sure you come back safely.\That's my condition.\Roger!\Expansion sequence activated. response:	The Flare Engine's energy is charging.
context: It's my fault you two were injured.\Please let me go.\Hana...\Make sure you come back safely.\That's my condition.\Roger!\Expansion sequence activated.\The Flare Engine's energy is charging. response:	The Pegasus has purged it!
context: Please let me go.\Hana...\Make sure you come back safely.\That's my condition.\Roger!\Expansion sequence activated.\The Flare Engine's energy is charging.\The Pegasus has purged it! response:	Flare Engine, expand!
context: Hana...\Make sure you come back safely.\That's my condition.\Roger!\Expansion sequence activated.\The Flare Engine's energy is charging.\The Pegasus has purged it!\Flare Engine, expand! response:	Adjusting relative vectors.
context: Make sure you come back safely.\That's my condition.\Roger!\Expansion sequence activated.\The Flare Engine's energy is charging.\The Pegasus has purged it!\Flare Engine, expand!\Adjusting relative vectors. response:	Delta RV 3.2, 2.6, 0.7.
context: That's my condition.\Roger!\Expansion sequence activated.\The Flare Engine's energy is charging.\The Pegasus has purged it!\Flare Engine, expand!\Adjusting relative vectors.\Delta RV 3.2, 2.6, 0.7. response:	First expand!
context: Roger!\Expansion sequence activated.\The Flare Engine's energy is charging.\The Pegasus has purged it!\Flare Engine, expand!\Adjusting relative vectors.\Delta RV 3.2, 2.6, 0.7.\First expand! response:	Tidal attractor functioning normally.
context: Expansion sequence activated.\The Flare Engine's energy is charging.\The Pegasus has purged it!\Flare Engine, expand!\Adjusting relative vectors.\Delta RV 3.2, 2.6, 0.7.\First expand!\Tidal attractor functioning normally. response:	Delta RV is within threshold.
context: The Flare Engine's energy is charging.\The Pegasus has purged it!\Flare Engine, expand!\Adjusting relative vectors.\Delta RV 3.2, 2.6, 0.7.\First expand!\Tidal attractor functioning normally.\Delta RV is within threshold. response:	Combine robustness at maximum.
context: The Pegasus has purged it!\Flare Engine, expand!\Adjusting relative vectors.\Delta RV 3.2, 2.6, 0.7.\First expand!\Tidal attractor functioning normally.\Delta RV is within threshold.\Combine robustness at maximum. response:	Second expand!
context: Flare Engine, expand!\Adjusting relative vectors.\Delta RV 3.2, 2.6, 0.7.\First expand!\Tidal attractor functioning normally.\Delta RV is within threshold.\Combine robustness at maximum.\Second expand! response:	Preparing Orgone connection.
context: Adjusting relative vectors.\Delta RV 3.2, 2.6, 0.7.\First expand!\Tidal attractor functioning normally.\Delta RV is within threshold.\Combine robustness at maximum.\Second expand!\Preparing Orgone connection. response:	All systems are go.
context: Delta RV 3.2, 2.6, 0.7.\First expand!\Tidal attractor functioning normally.\Delta RV is within threshold.\Combine robustness at maximum.\Second expand!\Preparing Orgone connection.\All systems are go. response:	Final expand!
context: First expand!\Tidal attractor functioning normally.\Delta RV is within threshold.\Combine robustness at maximum.\Second expand!\Preparing Orgone connection.\All systems are go.\Final expand! response:	An Impacter that isn't in our data?
context: Tidal attractor functioning normally.\Delta RV is within threshold.\Combine robustness at maximum.\Second expand!\Preparing Orgone connection.\All systems are go.\Final expand!\An Impacter that isn't in our data? response:	Another one?
context: Delta RV is within threshold.\Combine robustness at maximum.\Second expand!\Preparing Orgone connection.\All systems are go.\Final expand!\An Impacter that isn't in our data?\Another one? response:	In this business, there are always new girls.
context: Combine robustness at maximum.\Second expand!\Preparing Orgone connection.\All systems are go.\Final expand!\An Impacter that isn't in our data?\Another one?\In this business, there are always new girls. response:	That's why it's so hard to survive!
context: Second expand!\Preparing Orgone connection.\All systems are go.\Final expand!\An Impacter that isn't in our data?\Another one?\In this business, there are always new girls.\That's why it's so hard to survive! response:	Hana!
context: Preparing Orgone connection.\All systems are go.\Final expand!\An Impacter that isn't in our data?\Another one?\In this business, there are always new girls.\That's why it's so hard to survive!\Hana! response:	I'm fine!
context: All systems are go.\Final expand!\An Impacter that isn't in our data?\Another one?\In this business, there are always new girls.\That's why it's so hard to survive!\Hana!\I'm fine! response:	Calm down.
context: Final expand!\An Impacter that isn't in our data?\Another one?\In this business, there are always new girls.\That's why it's so hard to survive!\Hana!\I'm fine!\Calm down. response:	Stay calm... I can see them.
context: An Impacter that isn't in our data?\Another one?\In this business, there are always new girls.\That's why it's so hard to survive!\Hana!\I'm fine!\Calm down.\Stay calm... I can see them. response:	No...
context: Another one?\In this business, there are always new girls.\That's why it's so hard to survive!\Hana!\I'm fine!\Calm down.\Stay calm... I can see them.\No... response:	I can't hit her?
context: In this business, there are always new girls.\That's why it's so hard to survive!\Hana!\I'm fine!\Calm down.\Stay calm... I can see them.\No...\I can't hit her? response:	She's jumping around.
context: That's why it's so hard to survive!\Hana!\I'm fine!\Calm down.\Stay calm... I can see them.\No...\I can't hit her?\She's jumping around. response:	Wow.
context: Hana!\I'm fine!\Calm down.\Stay calm... I can see them.\No...\I can't hit her?\She's jumping around.\Wow. response:	She's predicting the enemy attacks?
context: I'm fine!\Calm down.\Stay calm... I can see them.\No...\I can't hit her?\She's jumping around.\Wow.\She's predicting the enemy attacks? response:	Does her really precognition really rely on Pitz?
context: Calm down.\Stay calm... I can see them.\No...\I can't hit her?\She's jumping around.\Wow.\She's predicting the enemy attacks?\Does her really precognition really rely on Pitz? response:	Of course, I don't think she's lying...
context: Stay calm... I can see them.\No...\I can't hit her?\She's jumping around.\Wow.\She's predicting the enemy attacks?\Does her really precognition really rely on Pitz?\Of course, I don't think she's lying... response:	She probably thinks it does,
context: No...\I can't hit her?\She's jumping around.\Wow.\She's predicting the enemy attacks?\Does her really precognition really rely on Pitz?\Of course, I don't think she's lying...\She probably thinks it does, response:	but maybe it's actually her own singularity?
context: I can't hit her?\She's jumping around.\Wow.\She's predicting the enemy attacks?\Does her really precognition really rely on Pitz?\Of course, I don't think she's lying...\She probably thinks it does,\but maybe it's actually her own singularity? response:	Just like my magic?
context: She's jumping around.\Wow.\She's predicting the enemy attacks?\Does her really precognition really rely on Pitz?\Of course, I don't think she's lying...\She probably thinks it does,\but maybe it's actually her own singularity?\Just like my magic? response:	No...
context: Wow.\She's predicting the enemy attacks?\Does her really precognition really rely on Pitz?\Of course, I don't think she's lying...\She probably thinks it does,\but maybe it's actually her own singularity?\Just like my magic?\No... response:	I don't know about that.
context: She's predicting the enemy attacks?\Does her really precognition really rely on Pitz?\Of course, I don't think she's lying...\She probably thinks it does,\but maybe it's actually her own singularity?\Just like my magic?\No...\I don't know about that. response:	Just as Rita-san says,
context: Does her really precognition really rely on Pitz?\Of course, I don't think she's lying...\She probably thinks it does,\but maybe it's actually her own singularity?\Just like my magic?\No...\I don't know about that.\Just as Rita-san says, response:	that instinctive precognition can probably be used for attacks.
context: Of course, I don't think she's lying...\She probably thinks it does,\but maybe it's actually her own singularity?\Just like my magic?\No...\I don't know about that.\Just as Rita-san says,\that instinctive precognition can probably be used for attacks. response:	Hana!
context: She probably thinks it does,\but maybe it's actually her own singularity?\Just like my magic?\No...\I don't know about that.\Just as Rita-san says,\that instinctive precognition can probably be used for attacks.\Hana! response:	Just attack her!
context: but maybe it's actually her own singularity?\Just like my magic?\No...\I don't know about that.\Just as Rita-san says,\that instinctive precognition can probably be used for attacks.\Hana!\Just attack her! response:	Roger!
context: Just like my magic?\No...\I don't know about that.\Just as Rita-san says,\that instinctive precognition can probably be used for attacks.\Hana!\Just attack her!\Roger! response:	I'll take your cheer like a vampire!
context: No...\I don't know about that.\Just as Rita-san says,\that instinctive precognition can probably be used for attacks.\Hana!\Just attack her!\Roger!\I'll take your cheer like a vampire! response:	A barrier?
context: I don't know about that.\Just as Rita-san says,\that instinctive precognition can probably be used for attacks.\Hana!\Just attack her!\Roger!\I'll take your cheer like a vampire!\A barrier? response:	No.
context: Just as Rita-san says,\that instinctive precognition can probably be used for attacks.\Hana!\Just attack her!\Roger!\I'll take your cheer like a vampire!\A barrier?\No. response:	Aiatar can absorb the beam's energy?
context: that instinctive precognition can probably be used for attacks.\Hana!\Just attack her!\Roger!\I'll take your cheer like a vampire!\A barrier?\No.\Aiatar can absorb the beam's energy? response:	My attacks aren't working!
context: Hana!\Just attack her!\Roger!\I'll take your cheer like a vampire!\A barrier?\No.\Aiatar can absorb the beam's energy?\My attacks aren't working! response:	Delicious.
context: Just attack her!\Roger!\I'll take your cheer like a vampire!\A barrier?\No.\Aiatar can absorb the beam's energy?\My attacks aren't working!\Delicious. response:	So this is the Livlaster's Orgone energy!
context: Roger!\I'll take your cheer like a vampire!\A barrier?\No.\Aiatar can absorb the beam's energy?\My attacks aren't working!\Delicious.\So this is the Livlaster's Orgone energy! response:	I can feel the power rising inside me!
context: I'll take your cheer like a vampire!\A barrier?\No.\Aiatar can absorb the beam's energy?\My attacks aren't working!\Delicious.\So this is the Livlaster's Orgone energy!\I can feel the power rising inside me! response:	Right now, I'm filled with Orgone energy.
context: A barrier?\No.\Aiatar can absorb the beam's energy?\My attacks aren't working!\Delicious.\So this is the Livlaster's Orgone energy!\I can feel the power rising inside me!\Right now, I'm filled with Orgone energy. response:	You can't escape me.
