context: Hey, all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: Finally back to normal, huh, pops?\He's alive!\Bobo's still alive!\All right!\A Demon Island, indeed...\But, you know... Just looking at all their faces...\They look less like devils...\Tonight we're having a feast! A demon's feast! response:	I bet a demon's feast is gonna get kind of rowdy...
context: He's alive!\Bobo's still alive!\All right!\A Demon Island, indeed...\But, you know... Just looking at all their faces...\They look less like devils...\Tonight we're having a feast! A demon's feast!\I bet a demon's feast is gonna get kind of rowdy... response:	Aye...
context: Bobo's still alive!\All right!\A Demon Island, indeed...\But, you know... Just looking at all their faces...\They look less like devils...\Tonight we're having a feast! A demon's feast!\I bet a demon's feast is gonna get kind of rowdy...\Aye... response:	Are your injuries feeling better?
context: All right!\A Demon Island, indeed...\But, you know... Just looking at all their faces...\They look less like devils...\Tonight we're having a feast! A demon's feast!\I bet a demon's feast is gonna get kind of rowdy...\Aye...\Are your injuries feeling better? response:	Aren't you...
context: A Demon Island, indeed...\But, you know... Just looking at all their faces...\They look less like devils...\Tonight we're having a feast! A demon's feast!\I bet a demon's feast is gonna get kind of rowdy...\Aye...\Are your injuries feeling better?\Aren't you... response:	Have you forgotten?
context: But, you know... Just looking at all their faces...\They look less like devils...\Tonight we're having a feast! A demon's feast!\I bet a demon's feast is gonna get kind of rowdy...\Aye...\Are your injuries feeling better?\Aren't you...\Have you forgotten? response:	Oh, you're the one...
context: They look less like devils...\Tonight we're having a feast! A demon's feast!\I bet a demon's feast is gonna get kind of rowdy...\Aye...\Are your injuries feeling better?\Aren't you...\Have you forgotten?\Oh, you're the one... response:	Do you recognize me now?
context: Tonight we're having a feast! A demon's feast!\I bet a demon's feast is gonna get kind of rowdy...\Aye...\Are your injuries feeling better?\Aren't you...\Have you forgotten?\Oh, you're the one...\Do you recognize me now? response:	Yeah...
context: I bet a demon's feast is gonna get kind of rowdy...\Aye...\Are your injuries feeling better?\Aren't you...\Have you forgotten?\Oh, you're the one...\Do you recognize me now?\Yeah... response:	Ever since you came to this village, we think you're just the greatest, Gray!
context: Aye...\Are your injuries feeling better?\Aren't you...\Have you forgotten?\Oh, you're the one...\Do you recognize me now?\Yeah...\Ever since you came to this village, we think you're just the greatest, Gray! response:	Yeah! You're super cool!
context: Are your injuries feeling better?\Aren't you...\Have you forgotten?\Oh, you're the one...\Do you recognize me now?\Yeah...\Ever since you came to this village, we think you're just the greatest, Gray!\Yeah! You're super cool! response:	But, you like us better in our human forms, don't you?
context: Aren't you...\Have you forgotten?\Oh, you're the one...\Do you recognize me now?\Yeah...\Ever since you came to this village, we think you're just the greatest, Gray!\Yeah! You're super cool!\But, you like us better in our human forms, don't you? response:	I wouldn't say that exactly...
context: Have you forgotten?\Oh, you're the one...\Do you recognize me now?\Yeah...\Ever since you came to this village, we think you're just the greatest, Gray!\Yeah! You're super cool!\But, you like us better in our human forms, don't you?\I wouldn't say that exactly... response:	I think this look kind of works for you.
context: Oh, you're the one...\Do you recognize me now?\Yeah...\Ever since you came to this village, we think you're just the greatest, Gray!\Yeah! You're super cool!\But, you like us better in our human forms, don't you?\I wouldn't say that exactly...\I think this look kind of works for you. response:	Gray's so kind, I knew it!
context: Do you recognize me now?\Yeah...\Ever since you came to this village, we think you're just the greatest, Gray!\Yeah! You're super cool!\But, you like us better in our human forms, don't you?\I wouldn't say that exactly...\I think this look kind of works for you.\Gray's so kind, I knew it! response:	We're full of confidence!
context: Yeah...\Ever since you came to this village, we think you're just the greatest, Gray!\Yeah! You're super cool!\But, you like us better in our human forms, don't you?\I wouldn't say that exactly...\I think this look kind of works for you.\Gray's so kind, I knew it!\We're full of confidence! response:	Let's dance together!
context: Ever since you came to this village, we think you're just the greatest, Gray!\Yeah! You're super cool!\But, you like us better in our human forms, don't you?\I wouldn't say that exactly...\I think this look kind of works for you.\Gray's so kind, I knew it!\We're full of confidence!\Let's dance together! response:	We'll do the groovy demon's dance!
context: Yeah! You're super cool!\But, you like us better in our human forms, don't you?\I wouldn't say that exactly...\I think this look kind of works for you.\Gray's so kind, I knew it!\We're full of confidence!\Let's dance together!\We'll do the groovy demon's dance! response:	So Gray's popular with those kind of girls, huh?
context: But, you like us better in our human forms, don't you?\I wouldn't say that exactly...\I think this look kind of works for you.\Gray's so kind, I knew it!\We're full of confidence!\Let's dance together!\We'll do the groovy demon's dance!\So Gray's popular with those kind of girls, huh? response:	He looks like he's having a lot of fun.
context: I wouldn't say that exactly...\I think this look kind of works for you.\Gray's so kind, I knew it!\We're full of confidence!\Let's dance together!\We'll do the groovy demon's dance!\So Gray's popular with those kind of girls, huh?\He looks like he's having a lot of fun. response:	It's as he says...
context: I think this look kind of works for you.\Gray's so kind, I knew it!\We're full of confidence!\Let's dance together!\We'll do the groovy demon's dance!\So Gray's popular with those kind of girls, huh?\He looks like he's having a lot of fun.\It's as he says... response:	We all feel that our appearance is a weakness,
context: Gray's so kind, I knew it!\We're full of confidence!\Let's dance together!\We'll do the groovy demon's dance!\So Gray's popular with those kind of girls, huh?\He looks like he's having a lot of fun.\It's as he says...\We all feel that our appearance is a weakness, response:	so we never interacted with any other islands...
context: We're full of confidence!\Let's dance together!\We'll do the groovy demon's dance!\So Gray's popular with those kind of girls, huh?\He looks like he's having a lot of fun.\It's as he says...\We all feel that our appearance is a weakness,\so we never interacted with any other islands... response:	That's why we started the rumor that Galuna Island was cursed.
context: Let's dance together!\We'll do the groovy demon's dance!\So Gray's popular with those kind of girls, huh?\He looks like he's having a lot of fun.\It's as he says...\We all feel that our appearance is a weakness,\so we never interacted with any other islands...\That's why we started the rumor that Galuna Island was cursed. response:	So that's why the people at the port were scared of the island.
context: We'll do the groovy demon's dance!\So Gray's popular with those kind of girls, huh?\He looks like he's having a lot of fun.\It's as he says...\We all feel that our appearance is a weakness,\so we never interacted with any other islands...\That's why we started the rumor that Galuna Island was cursed.\So that's why the people at the port were scared of the island. response:	But from now on, I think we'll be able to get along better with the people from the continent.
context: So Gray's popular with those kind of girls, huh?\He looks like he's having a lot of fun.\It's as he says...\We all feel that our appearance is a weakness,\so we never interacted with any other islands...\That's why we started the rumor that Galuna Island was cursed.\So that's why the people at the port were scared of the island.\But from now on, I think we'll be able to get along better with the people from the continent. response:	We should cooperate and help each other.
context: He looks like he's having a lot of fun.\It's as he says...\We all feel that our appearance is a weakness,\so we never interacted with any other islands...\That's why we started the rumor that Galuna Island was cursed.\So that's why the people at the port were scared of the island.\But from now on, I think we'll be able to get along better with the people from the continent.\We should cooperate and help each other. response:	If you speak to them in this way, it won't matter how you look, you'll be understood.
context: It's as he says...\We all feel that our appearance is a weakness,\so we never interacted with any other islands...\That's why we started the rumor that Galuna Island was cursed.\So that's why the people at the port were scared of the island.\But from now on, I think we'll be able to get along better with the people from the continent.\We should cooperate and help each other.\If you speak to them in this way, it won't matter how you look, you'll be understood. response:	Are you really going?
context: We all feel that our appearance is a weakness,\so we never interacted with any other islands...\That's why we started the rumor that Galuna Island was cursed.\So that's why the people at the port were scared of the island.\But from now on, I think we'll be able to get along better with the people from the continent.\We should cooperate and help each other.\If you speak to them in this way, it won't matter how you look, you'll be understood.\Are you really going? response:	Yeah. We can't be satisfied like this.
context: so we never interacted with any other islands...\That's why we started the rumor that Galuna Island was cursed.\So that's why the people at the port were scared of the island.\But from now on, I think we'll be able to get along better with the people from the continent.\We should cooperate and help each other.\If you speak to them in this way, it won't matter how you look, you'll be understood.\Are you really going?\Yeah. We can't be satisfied like this. response:	You stay here with Reitei Lyon.
context: That's why we started the rumor that Galuna Island was cursed.\So that's why the people at the port were scared of the island.\But from now on, I think we'll be able to get along better with the people from the continent.\We should cooperate and help each other.\If you speak to them in this way, it won't matter how you look, you'll be understood.\Are you really going?\Yeah. We can't be satisfied like this.\You stay here with Reitei Lyon. response:	Everything is for love.
context: So that's why the people at the port were scared of the island.\But from now on, I think we'll be able to get along better with the people from the continent.\We should cooperate and help each other.\If you speak to them in this way, it won't matter how you look, you'll be understood.\Are you really going?\Yeah. We can't be satisfied like this.\You stay here with Reitei Lyon.\Everything is for love. response:	Hey!
context: But from now on, I think we'll be able to get along better with the people from the continent.\We should cooperate and help each other.\If you speak to them in this way, it won't matter how you look, you'll be understood.\Are you really going?\Yeah. We can't be satisfied like this.\You stay here with Reitei Lyon.\Everything is for love.\Hey! response:	What?
context: We should cooperate and help each other.\If you speak to them in this way, it won't matter how you look, you'll be understood.\Are you really going?\Yeah. We can't be satisfied like this.\You stay here with Reitei Lyon.\Everything is for love.\Hey!\What? response:	Those are...
context: If you speak to them in this way, it won't matter how you look, you'll be understood.\Are you really going?\Yeah. We can't be satisfied like this.\You stay here with Reitei Lyon.\Everything is for love.\Hey!\What?\Those are... response:	Gray...
context: Are you really going?\Yeah. We can't be satisfied like this.\You stay here with Reitei Lyon.\Everything is for love.\Hey!\What?\Those are...\Gray... response:	Leave them to us. Don't worry.
context: Yeah. We can't be satisfied like this.\You stay here with Reitei Lyon.\Everything is for love.\Hey!\What?\Those are...\Gray...\Leave them to us. Don't worry. response:	What do you want?
context: You stay here with Reitei Lyon.\Everything is for love.\Hey!\What?\Those are...\Gray...\Leave them to us. Don't worry.\What do you want? response:	You guys did Reitei Lyon pretty good... He can't even move.
context: Everything is for love.\Hey!\What?\Those are...\Gray...\Leave them to us. Don't worry.\What do you want?\You guys did Reitei Lyon pretty good... He can't even move. response:	We have come to pay you back.
context: Hey!\What?\Those are...\Gray...\Leave them to us. Don't worry.\What do you want?\You guys did Reitei Lyon pretty good... He can't even move.\We have come to pay you back. response:	Wait a second! Didn't you hear? We and Lyon have already...
context: What?\Those are...\Gray...\Leave them to us. Don't worry.\What do you want?\You guys did Reitei Lyon pretty good... He can't even move.\We have come to pay you back.\Wait a second! Didn't you hear? We and Lyon have already... response:	That's a separate issue.
context: Those are...\Gray...\Leave them to us. Don't worry.\What do you want?\You guys did Reitei Lyon pretty good... He can't even move.\We have come to pay you back.\Wait a second! Didn't you hear? We and Lyon have already...\That's a separate issue. response:	We will end this once and for all.
context: Gray...\Leave them to us. Don't worry.\What do you want?\You guys did Reitei Lyon pretty good... He can't even move.\We have come to pay you back.\Wait a second! Didn't you hear? We and Lyon have already...\That's a separate issue.\We will end this once and for all. response:	Cool! Show me what you got!
context: Leave them to us. Don't worry.\What do you want?\You guys did Reitei Lyon pretty good... He can't even move.\We have come to pay you back.\Wait a second! Didn't you hear? We and Lyon have already...\That's a separate issue.\We will end this once and for all.\Cool! Show me what you got! response:	Wait!
context: What do you want?\You guys did Reitei Lyon pretty good... He can't even move.\We have come to pay you back.\Wait a second! Didn't you hear? We and Lyon have already...\That's a separate issue.\We will end this once and for all.\Cool! Show me what you got!\Wait! response:	We can't keep relying on you for everything!
context: You guys did Reitei Lyon pretty good... He can't even move.\We have come to pay you back.\Wait a second! Didn't you hear? We and Lyon have already...\That's a separate issue.\We will end this once and for all.\Cool! Show me what you got!\Wait!\We can't keep relying on you for everything! response:	Yeah, that's right!
context: We have come to pay you back.\Wait a second! Didn't you hear? We and Lyon have already...\That's a separate issue.\We will end this once and for all.\Cool! Show me what you got!\Wait!\We can't keep relying on you for everything!\Yeah, that's right! response:	We have to protect our own village!
context: Wait a second! Didn't you hear? We and Lyon have already...\That's a separate issue.\We will end this once and for all.\Cool! Show me what you got!\Wait!\We can't keep relying on you for everything!\Yeah, that's right!\We have to protect our own village! response:	I can appreciate the sentiment. However leave this matter to me.
context: That's a separate issue.\We will end this once and for all.\Cool! Show me what you got!\Wait!\We can't keep relying on you for everything!\Yeah, that's right!\We have to protect our own village!\I can appreciate the sentiment. However leave this matter to me. response:	Fairy Tail's Titania?
context: We will end this once and for all.\Cool! Show me what you got!\Wait!\We can't keep relying on you for everything!\Yeah, that's right!\We have to protect our own village!\I can appreciate the sentiment. However leave this matter to me.\Fairy Tail's Titania? response:	You did me quite a service on that beach.
context: Cool! Show me what you got!\Wait!\We can't keep relying on you for everything!\Yeah, that's right!\We have to protect our own village!\I can appreciate the sentiment. However leave this matter to me.\Fairy Tail's Titania?\You did me quite a service on that beach. response:	This will be a worthy opponent.
context: Wait!\We can't keep relying on you for everything!\Yeah, that's right!\We have to protect our own village!\I can appreciate the sentiment. However leave this matter to me.\Fairy Tail's Titania?\You did me quite a service on that beach.\This will be a worthy opponent. response:	Watch out, Erza! That woman can manipulate rocks and trees!
context: We can't keep relying on you for everything!\Yeah, that's right!\We have to protect our own village!\I can appreciate the sentiment. However leave this matter to me.\Fairy Tail's Titania?\You did me quite a service on that beach.\This will be a worthy opponent.\Watch out, Erza! That woman can manipulate rocks and trees! response:	And weird eyebrows dude can neutralize magic!
context: Yeah, that's right!\We have to protect our own village!\I can appreciate the sentiment. However leave this matter to me.\Fairy Tail's Titania?\You did me quite a service on that beach.\This will be a worthy opponent.\Watch out, Erza! That woman can manipulate rocks and trees!\And weird eyebrows dude can neutralize magic! response:	I see.
context: We have to protect our own village!\I can appreciate the sentiment. However leave this matter to me.\Fairy Tail's Titania?\You did me quite a service on that beach.\This will be a worthy opponent.\Watch out, Erza! That woman can manipulate rocks and trees!\And weird eyebrows dude can neutralize magic!\I see. response:	Then I better finish this up before they can pull any tricks!
context: I can appreciate the sentiment. However leave this matter to me.\Fairy Tail's Titania?\You did me quite a service on that beach.\This will be a worthy opponent.\Watch out, Erza! That woman can manipulate rocks and trees!\And weird eyebrows dude can neutralize magic!\I see.\Then I better finish this up before they can pull any tricks! response:	Awesome!
context: Fairy Tail's Titania?\You did me quite a service on that beach.\This will be a worthy opponent.\Watch out, Erza! That woman can manipulate rocks and trees!\And weird eyebrows dude can neutralize magic!\I see.\Then I better finish this up before they can pull any tricks!\Awesome! response:	She's strong barehanded!
context: You did me quite a service on that beach.\This will be a worthy opponent.\Watch out, Erza! That woman can manipulate rocks and trees!\And weird eyebrows dude can neutralize magic!\I see.\Then I better finish this up before they can pull any tricks!\Awesome!\She's strong barehanded! response:	Such is the Great Erza!
context: This will be a worthy opponent.\Watch out, Erza! That woman can manipulate rocks and trees!\And weird eyebrows dude can neutralize magic!\I see.\Then I better finish this up before they can pull any tricks!\Awesome!\She's strong barehanded!\Such is the Great Erza! response:	The Great?
context: Watch out, Erza! That woman can manipulate rocks and trees!\And weird eyebrows dude can neutralize magic!\I see.\Then I better finish this up before they can pull any tricks!\Awesome!\She's strong barehanded!\Such is the Great Erza!\The Great? response:	Impressive.
context: And weird eyebrows dude can neutralize magic!\I see.\Then I better finish this up before they can pull any tricks!\Awesome!\She's strong barehanded!\Such is the Great Erza!\The Great?\Impressive. response:	It's true... We're no match.
context: I see.\Then I better finish this up before they can pull any tricks!\Awesome!\She's strong barehanded!\Such is the Great Erza!\The Great?\Impressive.\It's true... We're no match. response:	Wait, you mean...
context: Then I better finish this up before they can pull any tricks!\Awesome!\She's strong barehanded!\Such is the Great Erza!\The Great?\Impressive.\It's true... We're no match.\Wait, you mean... response:	I know this doesn't atone for our actions,
context: Awesome!\She's strong barehanded!\Such is the Great Erza!\The Great?\Impressive.\It's true... We're no match.\Wait, you mean...\I know this doesn't atone for our actions, response:	but we wanted to finish things off.
context: She's strong barehanded!\Such is the Great Erza!\The Great?\Impressive.\It's true... We're no match.\Wait, you mean...\I know this doesn't atone for our actions,\but we wanted to finish things off. response:	So that's what they meant by pay back.
context: Such is the Great Erza!\The Great?\Impressive.\It's true... We're no match.\Wait, you mean...\I know this doesn't atone for our actions,\but we wanted to finish things off.\So that's what they meant by pay back. response:	We heard from Reitei-sama.
context: The Great?\Impressive.\It's true... We're no match.\Wait, you mean...\I know this doesn't atone for our actions,\but we wanted to finish things off.\So that's what they meant by pay back.\We heard from Reitei-sama. response:	Thanks to you, we're free of our hatred for Deliora.
context: Impressive.\It's true... We're no match.\Wait, you mean...\I know this doesn't atone for our actions,\but we wanted to finish things off.\So that's what they meant by pay back.\We heard from Reitei-sama.\Thanks to you, we're free of our hatred for Deliora. response:	Oh, so you guys also...
context: It's true... We're no match.\Wait, you mean...\I know this doesn't atone for our actions,\but we wanted to finish things off.\So that's what they meant by pay back.\We heard from Reitei-sama.\Thanks to you, we're free of our hatred for Deliora.\Oh, so you guys also... response:	Our towns were destroyed when we were kids.
context: Wait, you mean...\I know this doesn't atone for our actions,\but we wanted to finish things off.\So that's what they meant by pay back.\We heard from Reitei-sama.\Thanks to you, we're free of our hatred for Deliora.\Oh, so you guys also...\Our towns were destroyed when we were kids. response:	Our friends and family burned to ashes...
context: I know this doesn't atone for our actions,\but we wanted to finish things off.\So that's what they meant by pay back.\We heard from Reitei-sama.\Thanks to you, we're free of our hatred for Deliora.\Oh, so you guys also...\Our towns were destroyed when we were kids.\Our friends and family burned to ashes... response:	Reitei-sama was finally going to defeat Deliora. That's why we followed him.
context: but we wanted to finish things off.\So that's what they meant by pay back.\We heard from Reitei-sama.\Thanks to you, we're free of our hatred for Deliora.\Oh, so you guys also...\Our towns were destroyed when we were kids.\Our friends and family burned to ashes...\Reitei-sama was finally going to defeat Deliora. That's why we followed him. response:	But that's still no reason to hurt innocent people in the process.
context: So that's what they meant by pay back.\We heard from Reitei-sama.\Thanks to you, we're free of our hatred for Deliora.\Oh, so you guys also...\Our towns were destroyed when we were kids.\Our friends and family burned to ashes...\Reitei-sama was finally going to defeat Deliora. That's why we followed him.\But that's still no reason to hurt innocent people in the process. response:	We hated Deliora so much, we ended up becoming no better than it was.
context: We heard from Reitei-sama.\Thanks to you, we're free of our hatred for Deliora.\Oh, so you guys also...\Our towns were destroyed when we were kids.\Our friends and family burned to ashes...\Reitei-sama was finally going to defeat Deliora. That's why we followed him.\But that's still no reason to hurt innocent people in the process.\We hated Deliora so much, we ended up becoming no better than it was. response:	We forgot...
context: Thanks to you, we're free of our hatred for Deliora.\Oh, so you guys also...\Our towns were destroyed when we were kids.\Our friends and family burned to ashes...\Reitei-sama was finally going to defeat Deliora. That's why we followed him.\But that's still no reason to hurt innocent people in the process.\We hated Deliora so much, we ended up becoming no better than it was.\We forgot... response:	Alrighty!
context: Oh, so you guys also...\Our towns were destroyed when we were kids.\Our friends and family burned to ashes...\Reitei-sama was finally going to defeat Deliora. That's why we followed him.\But that's still no reason to hurt innocent people in the process.\We hated Deliora so much, we ended up becoming no better than it was.\We forgot...\Alrighty! response:	Come here and eat with us!
context: Our towns were destroyed when we were kids.\Our friends and family burned to ashes...\Reitei-sama was finally going to defeat Deliora. That's why we followed him.\But that's still no reason to hurt innocent people in the process.\We hated Deliora so much, we ended up becoming no better than it was.\We forgot...\Alrighty!\Come here and eat with us! response:	But we were your enemies!
context: Our friends and family burned to ashes...\Reitei-sama was finally going to defeat Deliora. That's why we followed him.\But that's still no reason to hurt innocent people in the process.\We hated Deliora so much, we ended up becoming no better than it was.\We forgot...\Alrighty!\Come here and eat with us!\But we were your enemies! response:	If I eat things with a lot of calories, my weight will...
context: Reitei-sama was finally going to defeat Deliora. That's why we followed him.\But that's still no reason to hurt innocent people in the process.\We hated Deliora so much, we ended up becoming no better than it was.\We forgot...\Alrighty!\Come here and eat with us!\But we were your enemies!\If I eat things with a lot of calories, my weight will... response:	No complaining!
context: But that's still no reason to hurt innocent people in the process.\We hated Deliora so much, we ended up becoming no better than it was.\We forgot...\Alrighty!\Come here and eat with us!\But we were your enemies!\If I eat things with a lot of calories, my weight will...\No complaining! response:	Have fun!
context: We hated Deliora so much, we ended up becoming no better than it was.\We forgot...\Alrighty!\Come here and eat with us!\But we were your enemies!\If I eat things with a lot of calories, my weight will...\No complaining!\Have fun! response:	Now, let's live it up!
context: We forgot...\Alrighty!\Come here and eat with us!\But we were your enemies!\If I eat things with a lot of calories, my weight will...\No complaining!\Have fun!\Now, let's live it up! response:	As you can see.
context: Alrighty!\Come here and eat with us!\But we were your enemies!\If I eat things with a lot of calories, my weight will...\No complaining!\Have fun!\Now, let's live it up!\As you can see. response:	Why did you return the village to the way it was?
context: Come here and eat with us!\But we were your enemies!\If I eat things with a lot of calories, my weight will...\No complaining!\Have fun!\Now, let's live it up!\As you can see.\Why did you return the village to the way it was? response:	Call it a bonus.
context: But we were your enemies!\If I eat things with a lot of calories, my weight will...\No complaining!\Have fun!\Now, let's live it up!\As you can see.\Why did you return the village to the way it was?\Call it a bonus. response:	What am I to do with you? But Fairy Tail exceeded my expectations.
context: If I eat things with a lot of calories, my weight will...\No complaining!\Have fun!\Now, let's live it up!\As you can see.\Why did you return the village to the way it was?\Call it a bonus.\What am I to do with you? But Fairy Tail exceeded my expectations. response:	I hope they never get in our way.
context: No complaining!\Have fun!\Now, let's live it up!\As you can see.\Why did you return the village to the way it was?\Call it a bonus.\What am I to do with you? But Fairy Tail exceeded my expectations.\I hope they never get in our way. response:	Yes...
context: Have fun!\Now, let's live it up!\As you can see.\Why did you return the village to the way it was?\Call it a bonus.\What am I to do with you? But Fairy Tail exceeded my expectations.\I hope they never get in our way.\Yes... response:	Where'd'brows and the chick go?
context: Now, let's live it up!\As you can see.\Why did you return the village to the way it was?\Call it a bonus.\What am I to do with you? But Fairy Tail exceeded my expectations.\I hope they never get in our way.\Yes...\Where'd'brows and the chick go? response:	After they couldn't eat any more, they left.
context: As you can see.\Why did you return the village to the way it was?\Call it a bonus.\What am I to do with you? But Fairy Tail exceeded my expectations.\I hope they never get in our way.\Yes...\Where'd'brows and the chick go?\After they couldn't eat any more, they left. response:	It looks like you'll be left with a scar.
context: Why did you return the village to the way it was?\Call it a bonus.\What am I to do with you? But Fairy Tail exceeded my expectations.\I hope they never get in our way.\Yes...\Where'd'brows and the chick go?\After they couldn't eat any more, they left.\It looks like you'll be left with a scar. response:	Huh? It doesn't bother me.
context: Call it a bonus.\What am I to do with you? But Fairy Tail exceeded my expectations.\I hope they never get in our way.\Yes...\Where'd'brows and the chick go?\After they couldn't eat any more, they left.\It looks like you'll be left with a scar.\Huh? It doesn't bother me. response:	It's on your face!
context: What am I to do with you? But Fairy Tail exceeded my expectations.\I hope they never get in our way.\Yes...\Where'd'brows and the chick go?\After they couldn't eat any more, they left.\It looks like you'll be left with a scar.\Huh? It doesn't bother me.\It's on your face! response:	I don't care where I get scarred.
context: I hope they never get in our way.\Yes...\Where'd'brows and the chick go?\After they couldn't eat any more, they left.\It looks like you'll be left with a scar.\Huh? It doesn't bother me.\It's on your face!\I don't care where I get scarred. response:	As long as they can be seen.
context: Yes...\Where'd'brows and the chick go?\After they couldn't eat any more, they left.\It looks like you'll be left with a scar.\Huh? It doesn't bother me.\It's on your face!\I don't care where I get scarred.\As long as they can be seen. response:	Oh, that's deep!
context: Where'd'brows and the chick go?\After they couldn't eat any more, they left.\It looks like you'll be left with a scar.\Huh? It doesn't bother me.\It's on your face!\I don't care where I get scarred.\As long as they can be seen.\Oh, that's deep! response:	Huh?
context: After they couldn't eat any more, they left.\It looks like you'll be left with a scar.\Huh? It doesn't bother me.\It's on your face!\I don't care where I get scarred.\As long as they can be seen.\Oh, that's deep!\Huh? response:	What's a wound you can't see?
context: It looks like you'll be left with a scar.\Huh? It doesn't bother me.\It's on your face!\I don't care where I get scarred.\As long as they can be seen.\Oh, that's deep!\Huh?\What's a wound you can't see? response:	Quiet, you!
context: Huh? It doesn't bother me.\It's on your face!\I don't care where I get scarred.\As long as they can be seen.\Oh, that's deep!\Huh?\What's a wound you can't see?\Quiet, you! response:	When I say somethin' cool, don't step all over it!
context: It's on your face!\I don't care where I get scarred.\As long as they can be seen.\Oh, that's deep!\Huh?\What's a wound you can't see?\Quiet, you!\When I say somethin' cool, don't step all over it! response:	That was cool?
context: I don't care where I get scarred.\As long as they can be seen.\Oh, that's deep!\Huh?\What's a wound you can't see?\Quiet, you!\When I say somethin' cool, don't step all over it!\That was cool? response:	W-What?
context: As long as they can be seen.\Oh, that's deep!\Huh?\What's a wound you can't see?\Quiet, you!\When I say somethin' cool, don't step all over it!\That was cool?\W-What? response:	You won't take the reward?
context: Oh, that's deep!\Huh?\What's a wound you can't see?\Quiet, you!\When I say somethin' cool, don't step all over it!\That was cool?\W-What?\You won't take the reward? response:	That's right. Your gratitude is all we need.
context: Huh?\What's a wound you can't see?\Quiet, you!\When I say somethin' cool, don't step all over it!\That was cool?\W-What?\You won't take the reward?\That's right. Your gratitude is all we need. response:	Oh no, no, no...
context: What's a wound you can't see?\Quiet, you!\When I say somethin' cool, don't step all over it!\That was cool?\W-What?\You won't take the reward?\That's right. Your gratitude is all we need.\Oh no, no, no... response:	This was not a job our guild officially accepted.
context: Quiet, you!\When I say somethin' cool, don't step all over it!\That was cool?\W-What?\You won't take the reward?\That's right. Your gratitude is all we need.\Oh no, no, no...\This was not a job our guild officially accepted. response:	Just a few idiots running off to do a job on their own.
context: When I say somethin' cool, don't step all over it!\That was cool?\W-What?\You won't take the reward?\That's right. Your gratitude is all we need.\Oh no, no, no...\This was not a job our guild officially accepted.\Just a few idiots running off to do a job on their own. response:	Even so, that doesn't change the fact that you saved us.
context: That was cool?\W-What?\You won't take the reward?\That's right. Your gratitude is all we need.\Oh no, no, no...\This was not a job our guild officially accepted.\Just a few idiots running off to do a job on their own.\Even so, that doesn't change the fact that you saved us. response:	If I say this is not a reward for the guild,
context: W-What?\You won't take the reward?\That's right. Your gratitude is all we need.\Oh no, no, no...\This was not a job our guild officially accepted.\Just a few idiots running off to do a job on their own.\Even so, that doesn't change the fact that you saved us.\If I say this is not a reward for the guild, response:	but it's a thanks to our friends for saving us, would you accept it?
context: You won't take the reward?\That's right. Your gratitude is all we need.\Oh no, no, no...\This was not a job our guild officially accepted.\Just a few idiots running off to do a job on their own.\Even so, that doesn't change the fact that you saved us.\If I say this is not a reward for the guild,\but it's a thanks to our friends for saving us, would you accept it? response:	It's hard to say no when you put it that way.
context: That's right. Your gratitude is all we need.\Oh no, no, no...\This was not a job our guild officially accepted.\Just a few idiots running off to do a job on their own.\Even so, that doesn't change the fact that you saved us.\If I say this is not a reward for the guild,\but it's a thanks to our friends for saving us, would you accept it?\It's hard to say no when you put it that way. response:	70 million jewel!
context: Oh no, no, no...\This was not a job our guild officially accepted.\Just a few idiots running off to do a job on their own.\Even so, that doesn't change the fact that you saved us.\If I say this is not a reward for the guild,\but it's a thanks to our friends for saving us, would you accept it?\It's hard to say no when you put it that way.\70 million jewel! response:	All right!
context: This was not a job our guild officially accepted.\Just a few idiots running off to do a job on their own.\Even so, that doesn't change the fact that you saved us.\If I say this is not a reward for the guild,\but it's a thanks to our friends for saving us, would you accept it?\It's hard to say no when you put it that way.\70 million jewel!\All right! response:	However taking it would be against the guild's principles.
context: Just a few idiots running off to do a job on their own.\Even so, that doesn't change the fact that you saved us.\If I say this is not a reward for the guild,\but it's a thanks to our friends for saving us, would you accept it?\It's hard to say no when you put it that way.\70 million jewel!\All right!\However taking it would be against the guild's principles. response:	We'll be happy to take only the key you offered as the reward.
context: Even so, that doesn't change the fact that you saved us.\If I say this is not a reward for the guild,\but it's a thanks to our friends for saving us, would you accept it?\It's hard to say no when you put it that way.\70 million jewel!\All right!\However taking it would be against the guild's principles.\We'll be happy to take only the key you offered as the reward. response:	We don't want that!
context: If I say this is not a reward for the guild,\but it's a thanks to our friends for saving us, would you accept it?\It's hard to say no when you put it that way.\70 million jewel!\All right!\However taking it would be against the guild's principles.\We'll be happy to take only the key you offered as the reward.\We don't want that! response:	Hell yeah, we do!
context: but it's a thanks to our friends for saving us, would you accept it?\It's hard to say no when you put it that way.\70 million jewel!\All right!\However taking it would be against the guild's principles.\We'll be happy to take only the key you offered as the reward.\We don't want that!\Hell yeah, we do! response:	I'll be happy to take you back to Hargeon.
context: It's hard to say no when you put it that way.\70 million jewel!\All right!\However taking it would be against the guild's principles.\We'll be happy to take only the key you offered as the reward.\We don't want that!\Hell yeah, we do!\I'll be happy to take you back to Hargeon. response:	No. I have a ship ready.
