context: Tokyo Sport University response:	Starting in ten,
context: I'm excited about the lake.\Face forward!pp\This is awesome.\Even the breeze is starting to feel moist.\No!\Escaping the heat, huh?\But I'm supposed to be the coach...p\Well, this is reality. response:	Let's start by cleaning.
context: Face forward!pp\This is awesome.\Even the breeze is starting to feel moist.\No!\Escaping the heat, huh?\But I'm supposed to be the coach...p\Well, this is reality.\Let's start by cleaning. response:	Um...
context: This is awesome.\Even the breeze is starting to feel moist.\No!\Escaping the heat, huh?\But I'm supposed to be the coach...p\Well, this is reality.\Let's start by cleaning.\Um... response:	Could we wash ourselves off in the river first?
context: Even the breeze is starting to feel moist.\No!\Escaping the heat, huh?\But I'm supposed to be the coach...p\Well, this is reality.\Let's start by cleaning.\Um...\Could we wash ourselves off in the river first? response:	It's cold once the sun goes down.
context: No!\Escaping the heat, huh?\But I'm supposed to be the coach...p\Well, this is reality.\Let's start by cleaning.\Um...\Could we wash ourselves off in the river first?\It's cold once the sun goes down. response:	Okay, it's ready.
context: Escaping the heat, huh?\But I'm supposed to be the coach...p\Well, this is reality.\Let's start by cleaning.\Um...\Could we wash ourselves off in the river first?\It's cold once the sun goes down.\Okay, it's ready. response:	All that's left is to mix in the roux.
context: But I'm supposed to be the coach...p\Well, this is reality.\Let's start by cleaning.\Um...\Could we wash ourselves off in the river first?\It's cold once the sun goes down.\Okay, it's ready.\All that's left is to mix in the roux. response:	Curry already? What a cliche.
context: Well, this is reality.\Let's start by cleaning.\Um...\Could we wash ourselves off in the river first?\It's cold once the sun goes down.\Okay, it's ready.\All that's left is to mix in the roux.\Curry already? What a cliche. response:	All that's left is to mix it in?
context: Let's start by cleaning.\Um...\Could we wash ourselves off in the river first?\It's cold once the sun goes down.\Okay, it's ready.\All that's left is to mix in the roux.\Curry already? What a cliche.\All that's left is to mix it in? response:	Then quit putting on airs and mix it in already.
context: Um...\Could we wash ourselves off in the river first?\It's cold once the sun goes down.\Okay, it's ready.\All that's left is to mix in the roux.\Curry already? What a cliche.\All that's left is to mix it in?\Then quit putting on airs and mix it in already. response:	What are you talking about?
context: Could we wash ourselves off in the river first?\It's cold once the sun goes down.\Okay, it's ready.\All that's left is to mix in the roux.\Curry already? What a cliche.\All that's left is to mix it in?\Then quit putting on airs and mix it in already.\What are you talking about? response:	We're going for a run before dinner.
context: It's cold once the sun goes down.\Okay, it's ready.\All that's left is to mix in the roux.\Curry already? What a cliche.\All that's left is to mix it in?\Then quit putting on airs and mix it in already.\What are you talking about?\We're going for a run before dinner. response:	What?!
context: Okay, it's ready.\All that's left is to mix in the roux.\Curry already? What a cliche.\All that's left is to mix it in?\Then quit putting on airs and mix it in already.\What are you talking about?\We're going for a run before dinner.\What?! response:	I don't mind having a soup of potatoes and carrots boiled in plain old water.
context: All that's left is to mix in the roux.\Curry already? What a cliche.\All that's left is to mix it in?\Then quit putting on airs and mix it in already.\What are you talking about?\We're going for a run before dinner.\What?!\I don't mind having a soup of potatoes and carrots boiled in plain old water. response:	You can really enjoy the flavors of the ingredients.
context: Curry already? What a cliche.\All that's left is to mix it in?\Then quit putting on airs and mix it in already.\What are you talking about?\We're going for a run before dinner.\What?!\I don't mind having a soup of potatoes and carrots boiled in plain old water.\You can really enjoy the flavors of the ingredients. response:	And of course, I'm the only one who knows where the roux is.
context: All that's left is to mix it in?\Then quit putting on airs and mix it in already.\What are you talking about?\We're going for a run before dinner.\What?!\I don't mind having a soup of potatoes and carrots boiled in plain old water.\You can really enjoy the flavors of the ingredients.\And of course, I'm the only one who knows where the roux is. response:	Hurry up.
context: Then quit putting on airs and mix it in already.\What are you talking about?\We're going for a run before dinner.\What?!\I don't mind having a soup of potatoes and carrots boiled in plain old water.\You can really enjoy the flavors of the ingredients.\And of course, I'm the only one who knows where the roux is.\Hurry up. response:	You don't want to get attacked by a bear at night.
context: What are you talking about?\We're going for a run before dinner.\What?!\I don't mind having a soup of potatoes and carrots boiled in plain old water.\You can really enjoy the flavors of the ingredients.\And of course, I'm the only one who knows where the roux is.\Hurry up.\You don't want to get attacked by a bear at night. response:	Beware of Wildlife
context: We're going for a run before dinner.\What?!\I don't mind having a soup of potatoes and carrots boiled in plain old water.\You can really enjoy the flavors of the ingredients.\And of course, I'm the only one who knows where the roux is.\Hurry up.\You don't want to get attacked by a bear at night.\Beware of Wildlife response:	We're still in hell!
context: What?!\I don't mind having a soup of potatoes and carrots boiled in plain old water.\You can really enjoy the flavors of the ingredients.\And of course, I'm the only one who knows where the roux is.\Hurry up.\You don't want to get attacked by a bear at night.\Beware of Wildlife\We're still in hell! response:	Head down the hill, and you'll reach the lake.
context: I don't mind having a soup of potatoes and carrots boiled in plain old water.\You can really enjoy the flavors of the ingredients.\And of course, I'm the only one who knows where the roux is.\Hurry up.\You don't want to get attacked by a bear at night.\Beware of Wildlife\We're still in hell!\Head down the hill, and you'll reach the lake. response:	The lake is 3.8 kilometers around.
context: You can really enjoy the flavors of the ingredients.\And of course, I'm the only one who knows where the roux is.\Hurry up.\You don't want to get attacked by a bear at night.\Beware of Wildlife\We're still in hell!\Head down the hill, and you'll reach the lake.\The lake is 3.8 kilometers around. response:	You can return to the villa once you've completed three laps.
context: And of course, I'm the only one who knows where the roux is.\Hurry up.\You don't want to get attacked by a bear at night.\Beware of Wildlife\We're still in hell!\Head down the hill, and you'll reach the lake.\The lake is 3.8 kilometers around.\You can return to the villa once you've completed three laps. response:	Okay.
context: Hurry up.\You don't want to get attacked by a bear at night.\Beware of Wildlife\We're still in hell!\Head down the hill, and you'll reach the lake.\The lake is 3.8 kilometers around.\You can return to the villa once you've completed three laps.\Okay. response:	Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City
context: You don't want to get attacked by a bear at night.\Beware of Wildlife\We're still in hell!\Head down the hill, and you'll reach the lake.\The lake is 3.8 kilometers around.\You can return to the villa once you've completed three laps.\Okay.\Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City response:	We're here. It's the lake.
context: Beware of Wildlife\We're still in hell!\Head down the hill, and you'll reach the lake.\The lake is 3.8 kilometers around.\You can return to the villa once you've completed three laps.\Okay.\Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City\We're here. It's the lake. response:	Kurahara, huh?
context: We're still in hell!\Head down the hill, and you'll reach the lake.\The lake is 3.8 kilometers around.\You can return to the villa once you've completed three laps.\Okay.\Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City\We're here. It's the lake.\Kurahara, huh? response:	Are you Kurahara of Sendai Josei High School?
context: Head down the hill, and you'll reach the lake.\The lake is 3.8 kilometers around.\You can return to the villa once you've completed three laps.\Okay.\Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City\We're here. It's the lake.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School? response:	All right!
context: The lake is 3.8 kilometers around.\You can return to the villa once you've completed three laps.\Okay.\Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City\We're here. It's the lake.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\All right! response:	Glutamine, vitamin B group, minerals (Ca, Mg, Fe)
context: You can return to the villa once you've completed three laps.\Okay.\Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City\We're here. It's the lake.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\All right!\Glutamine, vitamin B group, minerals (Ca, Mg, Fe) response:	100 whey protein for building an athlete's body
context: Okay.\Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City\We're here. It's the lake.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\All right!\Glutamine, vitamin B group, minerals (Ca, Mg, Fe)\100 whey protein for building an athlete's body response:	Strawberry flavor
context: Shinanoji Footpath Yashigamine Tateshina Lake Nagano Prefecture Chino City\We're here. It's the lake.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\All right!\Glutamine, vitamin B group, minerals (Ca, Mg, Fe)\100 whey protein for building an athlete's body\Strawberry flavor response:	Hold on! What are you doing with that?
context: We're here. It's the lake.\Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\All right!\Glutamine, vitamin B group, minerals (Ca, Mg, Fe)\100 whey protein for building an athlete's body\Strawberry flavor\Hold on! What are you doing with that? response:	But you said it was cliche.
context: Kurahara, huh?\Are you Kurahara of Sendai Josei High School?\All right!\Glutamine, vitamin B group, minerals (Ca, Mg, Fe)\100 whey protein for building an athlete's body\Strawberry flavor\Hold on! What are you doing with that?\But you said it was cliche. response:	Cliche is fine! Cliche is good!
context: Are you Kurahara of Sendai Josei High School?\All right!\Glutamine, vitamin B group, minerals (Ca, Mg, Fe)\100 whey protein for building an athlete's body\Strawberry flavor\Hold on! What are you doing with that?\But you said it was cliche.\Cliche is fine! Cliche is good! response:	What? Let's just try it.
context: All right!\Glutamine, vitamin B group, minerals (Ca, Mg, Fe)\100 whey protein for building an athlete's body\Strawberry flavor\Hold on! What are you doing with that?\But you said it was cliche.\Cliche is fine! Cliche is good!\What? Let's just try it. response:	Excuse me...
context: Glutamine, vitamin B group, minerals (Ca, Mg, Fe)\100 whey protein for building an athlete's body\Strawberry flavor\Hold on! What are you doing with that?\But you said it was cliche.\Cliche is fine! Cliche is good!\What? Let's just try it.\Excuse me... response:	Huh?
context: 100 whey protein for building an athlete's body\Strawberry flavor\Hold on! What are you doing with that?\But you said it was cliche.\Cliche is fine! Cliche is good!\What? Let's just try it.\Excuse me...\Huh? response:	I'm telling you, don't do it!
context: Strawberry flavor\Hold on! What are you doing with that?\But you said it was cliche.\Cliche is fine! Cliche is good!\What? Let's just try it.\Excuse me...\Huh?\I'm telling you, don't do it! response:	Aren't we missing something?
context: Hold on! What are you doing with that?\But you said it was cliche.\Cliche is fine! Cliche is good!\What? Let's just try it.\Excuse me...\Huh?\I'm telling you, don't do it!\Aren't we missing something? response:	What?
context: But you said it was cliche.\Cliche is fine! Cliche is good!\What? Let's just try it.\Excuse me...\Huh?\I'm telling you, don't do it!\Aren't we missing something?\What? response:	What? This should be plenty.
context: Cliche is fine! Cliche is good!\What? Let's just try it.\Excuse me...\Huh?\I'm telling you, don't do it!\Aren't we missing something?\What?\What? This should be plenty. response:	No!
context: What? Let's just try it.\Excuse me...\Huh?\I'm telling you, don't do it!\Aren't we missing something?\What?\What? This should be plenty.\No! response:	Just how much are you going to eat?
context: Excuse me...\Huh?\I'm telling you, don't do it!\Aren't we missing something?\What?\What? This should be plenty.\No!\Just how much are you going to eat? response:	That's not what I meant.
context: Huh?\I'm telling you, don't do it!\Aren't we missing something?\What?\What? This should be plenty.\No!\Just how much are you going to eat?\That's not what I meant. response:	I meant, isn't someone missing?
context: I'm telling you, don't do it!\Aren't we missing something?\What?\What? This should be plenty.\No!\Just how much are you going to eat?\That's not what I meant.\I meant, isn't someone missing? response:	I'm exhausted.
context: Aren't we missing something?\What?\What? This should be plenty.\No!\Just how much are you going to eat?\That's not what I meant.\I meant, isn't someone missing?\I'm exhausted. response:	Huh? It's not bad.
context: What?\What? This should be plenty.\No!\Just how much are you going to eat?\That's not what I meant.\I meant, isn't someone missing?\I'm exhausted.\Huh? It's not bad. response:	We're out.
context: What? This should be plenty.\No!\Just how much are you going to eat?\That's not what I meant.\I meant, isn't someone missing?\I'm exhausted.\Huh? It's not bad.\We're out. response:	Curry! Curry!
context: No!\Just how much are you going to eat?\That's not what I meant.\I meant, isn't someone missing?\I'm exhausted.\Huh? It's not bad.\We're out.\Curry! Curry! response:	Musa.
context: Just how much are you going to eat?\That's not what I meant.\I meant, isn't someone missing?\I'm exhausted.\Huh? It's not bad.\We're out.\Curry! Curry!\Musa. response:	And Shindo.
context: That's not what I meant.\I meant, isn't someone missing?\I'm exhausted.\Huh? It's not bad.\We're out.\Curry! Curry!\Musa.\And Shindo. response:	I can't see anything.
context: I meant, isn't someone missing?\I'm exhausted.\Huh? It's not bad.\We're out.\Curry! Curry!\Musa.\And Shindo.\I can't see anything. response:	Maybe we shouldn't be wandering around.
context: I'm exhausted.\Huh? It's not bad.\We're out.\Curry! Curry!\Musa.\And Shindo.\I can't see anything.\Maybe we shouldn't be wandering around. response:	But it's so cold.
context: Huh? It's not bad.\We're out.\Curry! Curry!\Musa.\And Shindo.\I can't see anything.\Maybe we shouldn't be wandering around.\But it's so cold. response:	What if they've fallen into a ravine and gotten stuck?
context: We're out.\Curry! Curry!\Musa.\And Shindo.\I can't see anything.\Maybe we shouldn't be wandering around.\But it's so cold.\What if they've fallen into a ravine and gotten stuck? response:	Don't say that.
context: Curry! Curry!\Musa.\And Shindo.\I can't see anything.\Maybe we shouldn't be wandering around.\But it's so cold.\What if they've fallen into a ravine and gotten stuck?\Don't say that. response:	Do you think they have their phones?
context: Musa.\And Shindo.\I can't see anything.\Maybe we shouldn't be wandering around.\But it's so cold.\What if they've fallen into a ravine and gotten stuck?\Don't say that.\Do you think they have their phones? response:	Even if they do, they won't have any bars.
context: And Shindo.\I can't see anything.\Maybe we shouldn't be wandering around.\But it's so cold.\What if they've fallen into a ravine and gotten stuck?\Don't say that.\Do you think they have their phones?\Even if they do, they won't have any bars. response:	Calm down, guys.
context: I can't see anything.\Maybe we shouldn't be wandering around.\But it's so cold.\What if they've fallen into a ravine and gotten stuck?\Don't say that.\Do you think they have their phones?\Even if they do, they won't have any bars.\Calm down, guys. response:	Let's split into two groups.
context: Maybe we shouldn't be wandering around.\But it's so cold.\What if they've fallen into a ravine and gotten stuck?\Don't say that.\Do you think they have their phones?\Even if they do, they won't have any bars.\Calm down, guys.\Let's split into two groups. response:	Some of us will stay here, and the rest of us will use the van to look for them.
context: But it's so cold.\What if they've fallen into a ravine and gotten stuck?\Don't say that.\Do you think they have their phones?\Even if they do, they won't have any bars.\Calm down, guys.\Let's split into two groups.\Some of us will stay here, and the rest of us will use the van to look for them. response:	I'll stay here.
context: What if they've fallen into a ravine and gotten stuck?\Don't say that.\Do you think they have their phones?\Even if they do, they won't have any bars.\Calm down, guys.\Let's split into two groups.\Some of us will stay here, and the rest of us will use the van to look for them.\I'll stay here. response:	Beware of Wildlife
context: Don't say that.\Do you think they have their phones?\Even if they do, they won't have any bars.\Calm down, guys.\Let's split into two groups.\Some of us will stay here, and the rest of us will use the van to look for them.\I'll stay here.\Beware of Wildlife response:	I said two groups. Why do you all want to stay?
context: Do you think they have their phones?\Even if they do, they won't have any bars.\Calm down, guys.\Let's split into two groups.\Some of us will stay here, and the rest of us will use the van to look for them.\I'll stay here.\Beware of Wildlife\I said two groups. Why do you all want to stay? response:	What was that?
context: Even if they do, they won't have any bars.\Calm down, guys.\Let's split into two groups.\Some of us will stay here, and the rest of us will use the van to look for them.\I'll stay here.\Beware of Wildlife\I said two groups. Why do you all want to stay?\What was that? response:	A wild animal?
context: Calm down, guys.\Let's split into two groups.\Some of us will stay here, and the rest of us will use the van to look for them.\I'll stay here.\Beware of Wildlife\I said two groups. Why do you all want to stay?\What was that?\A wild animal? response:	It's coming closer.
context: Let's split into two groups.\Some of us will stay here, and the rest of us will use the van to look for them.\I'll stay here.\Beware of Wildlife\I said two groups. Why do you all want to stay?\What was that?\A wild animal?\It's coming closer. response:	Calm down.
context: Some of us will stay here, and the rest of us will use the van to look for them.\I'll stay here.\Beware of Wildlife\I said two groups. Why do you all want to stay?\What was that?\A wild animal?\It's coming closer.\Calm down. response:	This calls for...
context: I'll stay here.\Beware of Wildlife\I said two groups. Why do you all want to stay?\What was that?\A wild animal?\It's coming closer.\Calm down.\This calls for... response:	They ran into the van.
context: Beware of Wildlife\I said two groups. Why do you all want to stay?\What was that?\A wild animal?\It's coming closer.\Calm down.\This calls for...\They ran into the van. response:	Shindo possesses incredible talents.
context: I said two groups. Why do you all want to stay?\What was that?\A wild animal?\It's coming closer.\Calm down.\This calls for...\They ran into the van.\Shindo possesses incredible talents. response:	He easily climbs up steep mountainsides and uses the stars to find his way.
context: What was that?\A wild animal?\It's coming closer.\Calm down.\This calls for...\They ran into the van.\Shindo possesses incredible talents.\He easily climbs up steep mountainsides and uses the stars to find his way. response:	Aw, shucks.
context: A wild animal?\It's coming closer.\Calm down.\This calls for...\They ran into the van.\Shindo possesses incredible talents.\He easily climbs up steep mountainsides and uses the stars to find his way.\Aw, shucks. response:	Aw shucks?!
context: It's coming closer.\Calm down.\This calls for...\They ran into the van.\Shindo possesses incredible talents.\He easily climbs up steep mountainsides and uses the stars to find his way.\Aw, shucks.\Aw shucks?! response:	We were worried about you.
context: Calm down.\This calls for...\They ran into the van.\Shindo possesses incredible talents.\He easily climbs up steep mountainsides and uses the stars to find his way.\Aw, shucks.\Aw shucks?!\We were worried about you. response:	I'm honestly mystified you're not injured.
context: This calls for...\They ran into the van.\Shindo possesses incredible talents.\He easily climbs up steep mountainsides and uses the stars to find his way.\Aw, shucks.\Aw shucks?!\We were worried about you.\I'm honestly mystified you're not injured. response:	I'm sorry.
context: They ran into the van.\Shindo possesses incredible talents.\He easily climbs up steep mountainsides and uses the stars to find his way.\Aw, shucks.\Aw shucks?!\We were worried about you.\I'm honestly mystified you're not injured.\I'm sorry. response:	We found a path on the edge of the lake.
context: Shindo possesses incredible talents.\He easily climbs up steep mountainsides and uses the stars to find his way.\Aw, shucks.\Aw shucks?!\We were worried about you.\I'm honestly mystified you're not injured.\I'm sorry.\We found a path on the edge of the lake. response:	We thought it'd be perfect for cross country running,
context: He easily climbs up steep mountainsides and uses the stars to find his way.\Aw, shucks.\Aw shucks?!\We were worried about you.\I'm honestly mystified you're not injured.\I'm sorry.\We found a path on the edge of the lake.\We thought it'd be perfect for cross country running, response:	but once we followed it, we got lost...
context: Aw, shucks.\Aw shucks?!\We were worried about you.\I'm honestly mystified you're not injured.\I'm sorry.\We found a path on the edge of the lake.\We thought it'd be perfect for cross country running,\but once we followed it, we got lost... response:	I'm glad you're all right,
context: Aw shucks?!\We were worried about you.\I'm honestly mystified you're not injured.\I'm sorry.\We found a path on the edge of the lake.\We thought it'd be perfect for cross country running,\but once we followed it, we got lost...\I'm glad you're all right, response:	but if this were Hakone, you'd be disqualified for leaving the course.
context: We were worried about you.\I'm honestly mystified you're not injured.\I'm sorry.\We found a path on the edge of the lake.\We thought it'd be perfect for cross country running,\but once we followed it, we got lost...\I'm glad you're all right,\but if this were Hakone, you'd be disqualified for leaving the course. response:	Yes, sir.
context: I'm honestly mystified you're not injured.\I'm sorry.\We found a path on the edge of the lake.\We thought it'd be perfect for cross country running,\but once we followed it, we got lost...\I'm glad you're all right,\but if this were Hakone, you'd be disqualified for leaving the course.\Yes, sir. response:	Isn't there a lead car?
context: I'm sorry.\We found a path on the edge of the lake.\We thought it'd be perfect for cross country running,\but once we followed it, we got lost...\I'm glad you're all right,\but if this were Hakone, you'd be disqualified for leaving the course.\Yes, sir.\Isn't there a lead car? response:	Oh. Come to think of it...
context: We found a path on the edge of the lake.\We thought it'd be perfect for cross country running,\but once we followed it, we got lost...\I'm glad you're all right,\but if this were Hakone, you'd be disqualified for leaving the course.\Yes, sir.\Isn't there a lead car?\Oh. Come to think of it... response:	Right?
context: We thought it'd be perfect for cross country running,\but once we followed it, we got lost...\I'm glad you're all right,\but if this were Hakone, you'd be disqualified for leaving the course.\Yes, sir.\Isn't there a lead car?\Oh. Come to think of it...\Right? response:	Yes, I was surprised.
context: but once we followed it, we got lost...\I'm glad you're all right,\but if this were Hakone, you'd be disqualified for leaving the course.\Yes, sir.\Isn't there a lead car?\Oh. Come to think of it...\Right?\Yes, I was surprised. response:	Apparently, Tokyo Sport Uni is here, too.
context: I'm glad you're all right,\but if this were Hakone, you'd be disqualified for leaving the course.\Yes, sir.\Isn't there a lead car?\Oh. Come to think of it...\Right?\Yes, I was surprised.\Apparently, Tokyo Sport Uni is here, too. response:	What?!
context: but if this were Hakone, you'd be disqualified for leaving the course.\Yes, sir.\Isn't there a lead car?\Oh. Come to think of it...\Right?\Yes, I was surprised.\Apparently, Tokyo Sport Uni is here, too.\What?! response:	We were drawn out of the bushes towards the light.
context: Yes, sir.\Isn't there a lead car?\Oh. Come to think of it...\Right?\Yes, I was surprised.\Apparently, Tokyo Sport Uni is here, too.\What?!\We were drawn out of the bushes towards the light. response:	It was a beautiful building.
context: Isn't there a lead car?\Oh. Come to think of it...\Right?\Yes, I was surprised.\Apparently, Tokyo Sport Uni is here, too.\What?!\We were drawn out of the bushes towards the light.\It was a beautiful building. response:	They were grilling meat.
context: Oh. Come to think of it...\Right?\Yes, I was surprised.\Apparently, Tokyo Sport Uni is here, too.\What?!\We were drawn out of the bushes towards the light.\It was a beautiful building.\They were grilling meat. response:	Entrails, liver, spare ribs, sirloin...
context: Right?\Yes, I was surprised.\Apparently, Tokyo Sport Uni is here, too.\What?!\We were drawn out of the bushes towards the light.\It was a beautiful building.\They were grilling meat.\Entrails, liver, spare ribs, sirloin... response:	I'd recognize that marbling anywhere.
context: Yes, I was surprised.\Apparently, Tokyo Sport Uni is here, too.\What?!\We were drawn out of the bushes towards the light.\It was a beautiful building.\They were grilling meat.\Entrails, liver, spare ribs, sirloin...\I'd recognize that marbling anywhere. response:	That was Japanese black wagyu beef!
context: Apparently, Tokyo Sport Uni is here, too.\What?!\We were drawn out of the bushes towards the light.\It was a beautiful building.\They were grilling meat.\Entrails, liver, spare ribs, sirloin...\I'd recognize that marbling anywhere.\That was Japanese black wagyu beef! response:	There's no meat in this.
context: What?!\We were drawn out of the bushes towards the light.\It was a beautiful building.\They were grilling meat.\Entrails, liver, spare ribs, sirloin...\I'd recognize that marbling anywhere.\That was Japanese black wagyu beef!\There's no meat in this. response:	Shirakaba Loop
context: We were drawn out of the bushes towards the light.\It was a beautiful building.\They were grilling meat.\Entrails, liver, spare ribs, sirloin...\I'd recognize that marbling anywhere.\That was Japanese black wagyu beef!\There's no meat in this.\Shirakaba Loop response:	Group A, start!
context: It was a beautiful building.\They were grilling meat.\Entrails, liver, spare ribs, sirloin...\I'd recognize that marbling anywhere.\That was Japanese black wagyu beef!\There's no meat in this.\Shirakaba Loop\Group A, start! response:	I can't believe we ran into them.
context: They were grilling meat.\Entrails, liver, spare ribs, sirloin...\I'd recognize that marbling anywhere.\That was Japanese black wagyu beef!\There's no meat in this.\Shirakaba Loop\Group A, start!\I can't believe we ran into them. response:	They're kind of amazing.
context: Entrails, liver, spare ribs, sirloin...\I'd recognize that marbling anywhere.\That was Japanese black wagyu beef!\There's no meat in this.\Shirakaba Loop\Group A, start!\I can't believe we ran into them.\They're kind of amazing. response:	It's like they're a real track team.
context: I'd recognize that marbling anywhere.\That was Japanese black wagyu beef!\There's no meat in this.\Shirakaba Loop\Group A, start!\I can't believe we ran into them.\They're kind of amazing.\It's like they're a real track team. response:	We're a real track team, too.
context: That was Japanese black wagyu beef!\There's no meat in this.\Shirakaba Loop\Group A, start!\I can't believe we ran into them.\They're kind of amazing.\It's like they're a real track team.\We're a real track team, too. response:	Group B, start!
context: There's no meat in this.\Shirakaba Loop\Group A, start!\I can't believe we ran into them.\They're kind of amazing.\It's like they're a real track team.\We're a real track team, too.\Group B, start! response:	Group C, stand by!
context: Shirakaba Loop\Group A, start!\I can't believe we ran into them.\They're kind of amazing.\It's like they're a real track team.\We're a real track team, too.\Group B, start!\Group C, stand by! response:	Last ones, group D!
context: Group A, start!\I can't believe we ran into them.\They're kind of amazing.\It's like they're a real track team.\We're a real track team, too.\Group B, start!\Group C, stand by!\Last ones, group D! response:	Don't make them wait!
context: I can't believe we ran into them.\They're kind of amazing.\It's like they're a real track team.\We're a real track team, too.\Group B, start!\Group C, stand by!\Last ones, group D!\Don't make them wait! response:	It's difficult to run like this.
context: They're kind of amazing.\It's like they're a real track team.\We're a real track team, too.\Group B, start!\Group C, stand by!\Last ones, group D!\Don't make them wait!\It's difficult to run like this. response:	Aren't they spreading out more than necessary?
context: It's like they're a real track team.\We're a real track team, too.\Group B, start!\Group C, stand by!\Last ones, group D!\Don't make them wait!\It's difficult to run like this.\Aren't they spreading out more than necessary? response:	Our pace is dropping. Let's go faster.
context: We're a real track team, too.\Group B, start!\Group C, stand by!\Last ones, group D!\Don't make them wait!\It's difficult to run like this.\Aren't they spreading out more than necessary?\Our pace is dropping. Let's go faster. response:	Hey, don't do anything stupid.
context: Group B, start!\Group C, stand by!\Last ones, group D!\Don't make them wait!\It's difficult to run like this.\Aren't they spreading out more than necessary?\Our pace is dropping. Let's go faster.\Hey, don't do anything stupid. response:	Then why are we holding this training camp?
context: Group C, stand by!\Last ones, group D!\Don't make them wait!\It's difficult to run like this.\Aren't they spreading out more than necessary?\Our pace is dropping. Let's go faster.\Hey, don't do anything stupid.\Then why are we holding this training camp? response:	Everyone, maintain your own pace.
context: Last ones, group D!\Don't make them wait!\It's difficult to run like this.\Aren't they spreading out more than necessary?\Our pace is dropping. Let's go faster.\Hey, don't do anything stupid.\Then why are we holding this training camp?\Everyone, maintain your own pace. response:	Haiji!
context: Don't make them wait!\It's difficult to run like this.\Aren't they spreading out more than necessary?\Our pace is dropping. Let's go faster.\Hey, don't do anything stupid.\Then why are we holding this training camp?\Everyone, maintain your own pace.\Haiji! response:	Didn't you hear me?
context: It's difficult to run like this.\Aren't they spreading out more than necessary?\Our pace is dropping. Let's go faster.\Hey, don't do anything stupid.\Then why are we holding this training camp?\Everyone, maintain your own pace.\Haiji!\Didn't you hear me? response:	I told everyone to maintain their own pace.
context: Aren't they spreading out more than necessary?\Our pace is dropping. Let's go faster.\Hey, don't do anything stupid.\Then why are we holding this training camp?\Everyone, maintain your own pace.\Haiji!\Didn't you hear me?\I told everyone to maintain their own pace. response:	Hey!
context: Our pace is dropping. Let's go faster.\Hey, don't do anything stupid.\Then why are we holding this training camp?\Everyone, maintain your own pace.\Haiji!\Didn't you hear me?\I told everyone to maintain their own pace.\Hey! response:	No one has that much energy in the morning.
context: Hey, don't do anything stupid.\Then why are we holding this training camp?\Everyone, maintain your own pace.\Haiji!\Didn't you hear me?\I told everyone to maintain their own pace.\Hey!\No one has that much energy in the morning. response:	I'm worried about him going off on his own. I'm going with him.
context: Then why are we holding this training camp?\Everyone, maintain your own pace.\Haiji!\Didn't you hear me?\I told everyone to maintain their own pace.\Hey!\No one has that much energy in the morning.\I'm worried about him going off on his own. I'm going with him. response:	Okay.
context: Everyone, maintain your own pace.\Haiji!\Didn't you hear me?\I told everyone to maintain their own pace.\Hey!\No one has that much energy in the morning.\I'm worried about him going off on his own. I'm going with him.\Okay. response:	Shirakaba Loop
context: Haiji!\Didn't you hear me?\I told everyone to maintain their own pace.\Hey!\No one has that much energy in the morning.\I'm worried about him going off on his own. I'm going with him.\Okay.\Shirakaba Loop response:	The air is beautiful.
context: Didn't you hear me?\I told everyone to maintain their own pace.\Hey!\No one has that much energy in the morning.\I'm worried about him going off on his own. I'm going with him.\Okay.\Shirakaba Loop\The air is beautiful. response:	It makes me happy just to breathe.
context: I told everyone to maintain their own pace.\Hey!\No one has that much energy in the morning.\I'm worried about him going off on his own. I'm going with him.\Okay.\Shirakaba Loop\The air is beautiful.\It makes me happy just to breathe. response:	Don't you agree?
context: Hey!\No one has that much energy in the morning.\I'm worried about him going off on his own. I'm going with him.\Okay.\Shirakaba Loop\The air is beautiful.\It makes me happy just to breathe.\Don't you agree? response:	Feel the wind. Maintain your rhythm.
context: No one has that much energy in the morning.\I'm worried about him going off on his own. I'm going with him.\Okay.\Shirakaba Loop\The air is beautiful.\It makes me happy just to breathe.\Don't you agree?\Feel the wind. Maintain your rhythm. response:	This is training, too.
context: I'm worried about him going off on his own. I'm going with him.\Okay.\Shirakaba Loop\The air is beautiful.\It makes me happy just to breathe.\Don't you agree?\Feel the wind. Maintain your rhythm.\This is training, too. response:	How childish.
context: Okay.\Shirakaba Loop\The air is beautiful.\It makes me happy just to breathe.\Don't you agree?\Feel the wind. Maintain your rhythm.\This is training, too.\How childish. response:	What?
