context: August response:	September
context: Wh-What are you doing here?!\Mom's out today,\so I'm making you lunch.\Why at my house?\First, you cut the cucumber.\White Sugar\Combine miso...\White Sugar response:	and sugar, measuring by eye.
context: Mom's out today,\so I'm making you lunch.\Why at my house?\First, you cut the cucumber.\White Sugar\Combine miso...\White Sugar\and sugar, measuring by eye. response:	White Sugar
context: so I'm making you lunch.\Why at my house?\First, you cut the cucumber.\White Sugar\Combine miso...\White Sugar\and sugar, measuring by eye.\White Sugar response:	Now add the cucumber slices,
context: Why at my house?\First, you cut the cucumber.\White Sugar\Combine miso...\White Sugar\and sugar, measuring by eye.\White Sugar\Now add the cucumber slices, response:	and mix loosely.
context: First, you cut the cucumber.\White Sugar\Combine miso...\White Sugar\and sugar, measuring by eye.\White Sugar\Now add the cucumber slices,\and mix loosely. response:	With these simple steps,
context: White Sugar\Combine miso...\White Sugar\and sugar, measuring by eye.\White Sugar\Now add the cucumber slices,\and mix loosely.\With these simple steps, response:	your miso cucumber is ready.
context: Combine miso...\White Sugar\and sugar, measuring by eye.\White Sugar\Now add the cucumber slices,\and mix loosely.\With these simple steps,\your miso cucumber is ready. response:	I feel like even I could make this.
context: White Sugar\and sugar, measuring by eye.\White Sugar\Now add the cucumber slices,\and mix loosely.\With these simple steps,\your miso cucumber is ready.\I feel like even I could make this. response:	First, cut the cucumber!
context: and sugar, measuring by eye.\White Sugar\Now add the cucumber slices,\and mix loosely.\With these simple steps,\your miso cucumber is ready.\I feel like even I could make this.\First, cut the cucumber! response:	Combine miso and sugar, and mix!
context: White Sugar\Now add the cucumber slices,\and mix loosely.\With these simple steps,\your miso cucumber is ready.\I feel like even I could make this.\First, cut the cucumber!\Combine miso and sugar, and mix! response:	Done!
context: Now add the cucumber slices,\and mix loosely.\With these simple steps,\your miso cucumber is ready.\I feel like even I could make this.\First, cut the cucumber!\Combine miso and sugar, and mix!\Done! response:	Sensei, didn't you watch me?
context: and mix loosely.\With these simple steps,\your miso cucumber is ready.\I feel like even I could make this.\First, cut the cucumber!\Combine miso and sugar, and mix!\Done!\Sensei, didn't you watch me? response:	What, aren't they the same?
context: With these simple steps,\your miso cucumber is ready.\I feel like even I could make this.\First, cut the cucumber!\Combine miso and sugar, and mix!\Done!\Sensei, didn't you watch me?\What, aren't they the same? response:	In what way?!
context: your miso cucumber is ready.\I feel like even I could make this.\First, cut the cucumber!\Combine miso and sugar, and mix!\Done!\Sensei, didn't you watch me?\What, aren't they the same?\In what way?! response:	It's all the same once you eat it.
context: I feel like even I could make this.\First, cut the cucumber!\Combine miso and sugar, and mix!\Done!\Sensei, didn't you watch me?\What, aren't they the same?\In what way?!\It's all the same once you eat it. response:	It looks awful but tastes great.
context: First, cut the cucumber!\Combine miso and sugar, and mix!\Done!\Sensei, didn't you watch me?\What, aren't they the same?\In what way?!\It's all the same once you eat it.\It looks awful but tastes great. response:	That's what men's cooking is like!
context: Combine miso and sugar, and mix!\Done!\Sensei, didn't you watch me?\What, aren't they the same?\In what way?!\It's all the same once you eat it.\It looks awful but tastes great.\That's what men's cooking is like! response:	Uh, no... this will definitely taste awful, too.
context: Done!\Sensei, didn't you watch me?\What, aren't they the same?\In what way?!\It's all the same once you eat it.\It looks awful but tastes great.\That's what men's cooking is like!\Uh, no... this will definitely taste awful, too. response:	Let's eat.
context: Sensei, didn't you watch me?\What, aren't they the same?\In what way?!\It's all the same once you eat it.\It looks awful but tastes great.\That's what men's cooking is like!\Uh, no... this will definitely taste awful, too.\Let's eat. response:	Whoa!
context: What, aren't they the same?\In what way?!\It's all the same once you eat it.\It looks awful but tastes great.\That's what men's cooking is like!\Uh, no... this will definitely taste awful, too.\Let's eat.\Whoa! response:	This is great!
context: In what way?!\It's all the same once you eat it.\It looks awful but tastes great.\That's what men's cooking is like!\Uh, no... this will definitely taste awful, too.\Let's eat.\Whoa!\This is great! response:	Sensei, yours is terrible.
context: It's all the same once you eat it.\It looks awful but tastes great.\That's what men's cooking is like!\Uh, no... this will definitely taste awful, too.\Let's eat.\Whoa!\This is great!\Sensei, yours is terrible. response:	All I can taste is cucumber.
context: It looks awful but tastes great.\That's what men's cooking is like!\Uh, no... this will definitely taste awful, too.\Let's eat.\Whoa!\This is great!\Sensei, yours is terrible.\All I can taste is cucumber. response:	Actually, this is awful, too.
context: That's what men's cooking is like!\Uh, no... this will definitely taste awful, too.\Let's eat.\Whoa!\This is great!\Sensei, yours is terrible.\All I can taste is cucumber.\Actually, this is awful, too. response:	Wait a minute!
context: Uh, no... this will definitely taste awful, too.\Let's eat.\Whoa!\This is great!\Sensei, yours is terrible.\All I can taste is cucumber.\Actually, this is awful, too.\Wait a minute! response:	You just said it was great!
context: Let's eat.\Whoa!\This is great!\Sensei, yours is terrible.\All I can taste is cucumber.\Actually, this is awful, too.\Wait a minute!\You just said it was great! response:	I never said it was great.
context: Whoa!\This is great!\Sensei, yours is terrible.\All I can taste is cucumber.\Actually, this is awful, too.\Wait a minute!\You just said it was great!\I never said it was great. response:	All I can taste is miso.
context: This is great!\Sensei, yours is terrible.\All I can taste is cucumber.\Actually, this is awful, too.\Wait a minute!\You just said it was great!\I never said it was great.\All I can taste is miso. response:	Why're you so stubborn? That's immature.
context: Sensei, yours is terrible.\All I can taste is cucumber.\Actually, this is awful, too.\Wait a minute!\You just said it was great!\I never said it was great.\All I can taste is miso.\Why're you so stubborn? That's immature. response:	Who are you calling immature?!
context: All I can taste is cucumber.\Actually, this is awful, too.\Wait a minute!\You just said it was great!\I never said it was great.\All I can taste is miso.\Why're you so stubborn? That's immature.\Who are you calling immature?! response:	I'm older than you!
context: Actually, this is awful, too.\Wait a minute!\You just said it was great!\I never said it was great.\All I can taste is miso.\Why're you so stubborn? That's immature.\Who are you calling immature?!\I'm older than you! response:	It's impolite to point!
context: Wait a minute!\You just said it was great!\I never said it was great.\All I can taste is miso.\Why're you so stubborn? That's immature.\Who are you calling immature?!\I'm older than you!\It's impolite to point! response:	If you're older, act your age and admit defeat!
context: You just said it was great!\I never said it was great.\All I can taste is miso.\Why're you so stubborn? That's immature.\Who are you calling immature?!\I'm older than you!\It's impolite to point!\If you're older, act your age and admit defeat! response:	Sensei!
context: I never said it was great.\All I can taste is miso.\Why're you so stubborn? That's immature.\Who are you calling immature?!\I'm older than you!\It's impolite to point!\If you're older, act your age and admit defeat!\Sensei! response:	What's wrong, Hina?!
context: All I can taste is miso.\Why're you so stubborn? That's immature.\Who are you calling immature?!\I'm older than you!\It's impolite to point!\If you're older, act your age and admit defeat!\Sensei!\What's wrong, Hina?! response:	Did something happen?
context: Why're you so stubborn? That's immature.\Who are you calling immature?!\I'm older than you!\It's impolite to point!\If you're older, act your age and admit defeat!\Sensei!\What's wrong, Hina?!\Did something happen? response:	I can't understand your moaning! Settle down!
context: Who are you calling immature?!\I'm older than you!\It's impolite to point!\If you're older, act your age and admit defeat!\Sensei!\What's wrong, Hina?!\Did something happen?\I can't understand your moaning! Settle down! response:	Don't rush her, Sensei.
context: I'm older than you!\It's impolite to point!\If you're older, act your age and admit defeat!\Sensei!\What's wrong, Hina?!\Did something happen?\I can't understand your moaning! Settle down!\Don't rush her, Sensei. response:	Here, Hina. Drink this and calm down.
context: It's impolite to point!\If you're older, act your age and admit defeat!\Sensei!\What's wrong, Hina?!\Did something happen?\I can't understand your moaning! Settle down!\Don't rush her, Sensei.\Here, Hina. Drink this and calm down. response:	If she came over in such a rush, then it must be an emergency! Tell us, quickly!
context: If you're older, act your age and admit defeat!\Sensei!\What's wrong, Hina?!\Did something happen?\I can't understand your moaning! Settle down!\Don't rush her, Sensei.\Here, Hina. Drink this and calm down.\If she came over in such a rush, then it must be an emergency! Tell us, quickly! response:	We don't need to rush so much for a child's emergency.
context: Sensei!\What's wrong, Hina?!\Did something happen?\I can't understand your moaning! Settle down!\Don't rush her, Sensei.\Here, Hina. Drink this and calm down.\If she came over in such a rush, then it must be an emergency! Tell us, quickly!\We don't need to rush so much for a child's emergency. response:	But aren't you curious?!
context: What's wrong, Hina?!\Did something happen?\I can't understand your moaning! Settle down!\Don't rush her, Sensei.\Here, Hina. Drink this and calm down.\If she came over in such a rush, then it must be an emergency! Tell us, quickly!\We don't need to rush so much for a child's emergency.\But aren't you curious?! response:	You're being immature again.
context: Did something happen?\I can't understand your moaning! Settle down!\Don't rush her, Sensei.\Here, Hina. Drink this and calm down.\If she came over in such a rush, then it must be an emergency! Tell us, quickly!\We don't need to rush so much for a child's emergency.\But aren't you curious?!\You're being immature again. response:	All right, Hina! Just calm down!
context: I can't understand your moaning! Settle down!\Don't rush her, Sensei.\Here, Hina. Drink this and calm down.\If she came over in such a rush, then it must be an emergency! Tell us, quickly!\We don't need to rush so much for a child's emergency.\But aren't you curious?!\You're being immature again.\All right, Hina! Just calm down! response:	We'll listen to you!
context: Don't rush her, Sensei.\Here, Hina. Drink this and calm down.\If she came over in such a rush, then it must be an emergency! Tell us, quickly!\We don't need to rush so much for a child's emergency.\But aren't you curious?!\You're being immature again.\All right, Hina! Just calm down!\We'll listen to you! response:	Naru...
context: Here, Hina. Drink this and calm down.\If she came over in such a rush, then it must be an emergency! Tell us, quickly!\We don't need to rush so much for a child's emergency.\But aren't you curious?!\You're being immature again.\All right, Hina! Just calm down!\We'll listen to you!\Naru... response:	Naru's getting picked on by grade schoolers from the next village!
context: If she came over in such a rush, then it must be an emergency! Tell us, quickly!\We don't need to rush so much for a child's emergency.\But aren't you curious?!\You're being immature again.\All right, Hina! Just calm down!\We'll listen to you!\Naru...\Naru's getting picked on by grade schoolers from the next village! response:	This way!
context: We don't need to rush so much for a child's emergency.\But aren't you curious?!\You're being immature again.\All right, Hina! Just calm down!\We'll listen to you!\Naru...\Naru's getting picked on by grade schoolers from the next village!\This way! response:	Naru! You all right?!
context: But aren't you curious?!\You're being immature again.\All right, Hina! Just calm down!\We'll listen to you!\Naru...\Naru's getting picked on by grade schoolers from the next village!\This way!\Naru! You all right?! response:	Cut it out!
context: You're being immature again.\All right, Hina! Just calm down!\We'll listen to you!\Naru...\Naru's getting picked on by grade schoolers from the next village!\This way!\Naru! You all right?!\Cut it out! response:	Actually, that looks like a lot of fun.
context: All right, Hina! Just calm down!\We'll listen to you!\Naru...\Naru's getting picked on by grade schoolers from the next village!\This way!\Naru! You all right?!\Cut it out!\Actually, that looks like a lot of fun. response:	Naru!
context: We'll listen to you!\Naru...\Naru's getting picked on by grade schoolers from the next village!\This way!\Naru! You all right?!\Cut it out!\Actually, that looks like a lot of fun.\Naru! response:	Hina! Save me!
context: Naru...\Naru's getting picked on by grade schoolers from the next village!\This way!\Naru! You all right?!\Cut it out!\Actually, that looks like a lot of fun.\Naru!\Hina! Save me! response:	You went and got grown-ups?!
context: Naru's getting picked on by grade schoolers from the next village!\This way!\Naru! You all right?!\Cut it out!\Actually, that looks like a lot of fun.\Naru!\Hina! Save me!\You went and got grown-ups?! response:	Coward!
context: This way!\Naru! You all right?!\Cut it out!\Actually, that looks like a lot of fun.\Naru!\Hina! Save me!\You went and got grown-ups?!\Coward! response:	Where are you kids from?
context: Naru! You all right?!\Cut it out!\Actually, that looks like a lot of fun.\Naru!\Hina! Save me!\You went and got grown-ups?!\Coward!\Where are you kids from? response:	This is their playground.
context: Cut it out!\Actually, that looks like a lot of fun.\Naru!\Hina! Save me!\You went and got grown-ups?!\Coward!\Where are you kids from?\This is their playground. response:	Shut up, fox-faced jerk!
context: Actually, that looks like a lot of fun.\Naru!\Hina! Save me!\You went and got grown-ups?!\Coward!\Where are you kids from?\This is their playground.\Shut up, fox-faced jerk! response:	We just took over this place!
context: Naru!\Hina! Save me!\You went and got grown-ups?!\Coward!\Where are you kids from?\This is their playground.\Shut up, fox-faced jerk!\We just took over this place! response:	Fox-faced jerk...
context: Hina! Save me!\You went and got grown-ups?!\Coward!\Where are you kids from?\This is their playground.\Shut up, fox-faced jerk!\We just took over this place!\Fox-faced jerk... response:	They're from Rokunosaki Village.
context: You went and got grown-ups?!\Coward!\Where are you kids from?\This is their playground.\Shut up, fox-faced jerk!\We just took over this place!\Fox-faced jerk...\They're from Rokunosaki Village. response:	We haven't gotten along with the neighboring village for ages.
context: Coward!\Where are you kids from?\This is their playground.\Shut up, fox-faced jerk!\We just took over this place!\Fox-faced jerk...\They're from Rokunosaki Village.\We haven't gotten along with the neighboring village for ages. response:	Sensei, make'em go away!
context: Where are you kids from?\This is their playground.\Shut up, fox-faced jerk!\We just took over this place!\Fox-faced jerk...\They're from Rokunosaki Village.\We haven't gotten along with the neighboring village for ages.\Sensei, make'em go away! response:	We were playin' here first!
context: This is their playground.\Shut up, fox-faced jerk!\We just took over this place!\Fox-faced jerk...\They're from Rokunosaki Village.\We haven't gotten along with the neighboring village for ages.\Sensei, make'em go away!\We were playin' here first! response:	Uh, sure.
context: Shut up, fox-faced jerk!\We just took over this place!\Fox-faced jerk...\They're from Rokunosaki Village.\We haven't gotten along with the neighboring village for ages.\Sensei, make'em go away!\We were playin' here first!\Uh, sure. response:	Hey!
context: We just took over this place!\Fox-faced jerk...\They're from Rokunosaki Village.\We haven't gotten along with the neighboring village for ages.\Sensei, make'em go away!\We were playin' here first!\Uh, sure.\Hey! response:	Kids from the next village!
context: Fox-faced jerk...\They're from Rokunosaki Village.\We haven't gotten along with the neighboring village for ages.\Sensei, make'em go away!\We were playin' here first!\Uh, sure.\Hey!\Kids from the next village! response:	How dare you call someone you've just met a fox-faced jerk?
context: They're from Rokunosaki Village.\We haven't gotten along with the neighboring village for ages.\Sensei, make'em go away!\We were playin' here first!\Uh, sure.\Hey!\Kids from the next village!\How dare you call someone you've just met a fox-faced jerk? response:	Sure, sometimes people say I have a mean look in my eyes,
context: We haven't gotten along with the neighboring village for ages.\Sensei, make'em go away!\We were playin' here first!\Uh, sure.\Hey!\Kids from the next village!\How dare you call someone you've just met a fox-faced jerk?\Sure, sometimes people say I have a mean look in my eyes, response:	but only sometimes!
context: Sensei, make'em go away!\We were playin' here first!\Uh, sure.\Hey!\Kids from the next village!\How dare you call someone you've just met a fox-faced jerk?\Sure, sometimes people say I have a mean look in my eyes,\but only sometimes! response:	Sensei's making this totally personal...
context: We were playin' here first!\Uh, sure.\Hey!\Kids from the next village!\How dare you call someone you've just met a fox-faced jerk?\Sure, sometimes people say I have a mean look in my eyes,\but only sometimes!\Sensei's making this totally personal... response:	Shut up, good-for-nothin' wimp!
context: Uh, sure.\Hey!\Kids from the next village!\How dare you call someone you've just met a fox-faced jerk?\Sure, sometimes people say I have a mean look in my eyes,\but only sometimes!\Sensei's making this totally personal...\Shut up, good-for-nothin' wimp! response:	Go away!
context: Hey!\Kids from the next village!\How dare you call someone you've just met a fox-faced jerk?\Sure, sometimes people say I have a mean look in my eyes,\but only sometimes!\Sensei's making this totally personal...\Shut up, good-for-nothin' wimp!\Go away! response:	That hurt.
context: Kids from the next village!\How dare you call someone you've just met a fox-faced jerk?\Sure, sometimes people say I have a mean look in my eyes,\but only sometimes!\Sensei's making this totally personal...\Shut up, good-for-nothin' wimp!\Go away!\That hurt. response:	What is this?
context: How dare you call someone you've just met a fox-faced jerk?\Sure, sometimes people say I have a mean look in my eyes,\but only sometimes!\Sensei's making this totally personal...\Shut up, good-for-nothin' wimp!\Go away!\That hurt.\What is this? response:	My heart hurts.
context: Sure, sometimes people say I have a mean look in my eyes,\but only sometimes!\Sensei's making this totally personal...\Shut up, good-for-nothin' wimp!\Go away!\That hurt.\What is this?\My heart hurts. response:	That kid's amazing.
context: but only sometimes!\Sensei's making this totally personal...\Shut up, good-for-nothin' wimp!\Go away!\That hurt.\What is this?\My heart hurts.\That kid's amazing. response:	He only just met you, yet he can tell that you're good-for-nothing and a wimp.
context: Sensei's making this totally personal...\Shut up, good-for-nothin' wimp!\Go away!\That hurt.\What is this?\My heart hurts.\That kid's amazing.\He only just met you, yet he can tell that you're good-for-nothing and a wimp. response:	Hey!
context: Shut up, good-for-nothin' wimp!\Go away!\That hurt.\What is this?\My heart hurts.\That kid's amazing.\He only just met you, yet he can tell that you're good-for-nothing and a wimp.\Hey! response:	With punks like these, tough talk won't work.
context: Go away!\That hurt.\What is this?\My heart hurts.\That kid's amazing.\He only just met you, yet he can tell that you're good-for-nothing and a wimp.\Hey!\With punks like these, tough talk won't work. response:	Hey, you guys!
context: That hurt.\What is this?\My heart hurts.\That kid's amazing.\He only just met you, yet he can tell that you're good-for-nothing and a wimp.\Hey!\With punks like these, tough talk won't work.\Hey, you guys! response:	Dyed blonde hair!
context: What is this?\My heart hurts.\That kid's amazing.\He only just met you, yet he can tell that you're good-for-nothing and a wimp.\Hey!\With punks like these, tough talk won't work.\Hey, you guys!\Dyed blonde hair! response:	He's got dyed blonde hair!
context: My heart hurts.\That kid's amazing.\He only just met you, yet he can tell that you're good-for-nothing and a wimp.\Hey!\With punks like these, tough talk won't work.\Hey, you guys!\Dyed blonde hair!\He's got dyed blonde hair! response:	What? You tryin' to threaten us?
context: That kid's amazing.\He only just met you, yet he can tell that you're good-for-nothing and a wimp.\Hey!\With punks like these, tough talk won't work.\Hey, you guys!\Dyed blonde hair!\He's got dyed blonde hair!\What? You tryin' to threaten us? response:	Y'all are bigger'n these kids,
context: He only just met you, yet he can tell that you're good-for-nothing and a wimp.\Hey!\With punks like these, tough talk won't work.\Hey, you guys!\Dyed blonde hair!\He's got dyed blonde hair!\What? You tryin' to threaten us?\Y'all are bigger'n these kids, response:	so can't ya be nice to'em?
context: Hey!\With punks like these, tough talk won't work.\Hey, you guys!\Dyed blonde hair!\He's got dyed blonde hair!\What? You tryin' to threaten us?\Y'all are bigger'n these kids,\so can't ya be nice to'em? response:	C'mon, can't ya?
context: With punks like these, tough talk won't work.\Hey, you guys!\Dyed blonde hair!\He's got dyed blonde hair!\What? You tryin' to threaten us?\Y'all are bigger'n these kids,\so can't ya be nice to'em?\C'mon, can't ya? response:	If yer gonna say it that way...
context: Hey, you guys!\Dyed blonde hair!\He's got dyed blonde hair!\What? You tryin' to threaten us?\Y'all are bigger'n these kids,\so can't ya be nice to'em?\C'mon, can't ya?\If yer gonna say it that way... response:	Say it on yer knees.
context: Dyed blonde hair!\He's got dyed blonde hair!\What? You tryin' to threaten us?\Y'all are bigger'n these kids,\so can't ya be nice to'em?\C'mon, can't ya?\If yer gonna say it that way...\Say it on yer knees. response:	Stop! Calm down, Hiro!
context: He's got dyed blonde hair!\What? You tryin' to threaten us?\Y'all are bigger'n these kids,\so can't ya be nice to'em?\C'mon, can't ya?\If yer gonna say it that way...\Say it on yer knees.\Stop! Calm down, Hiro! response:	Let me go!
context: What? You tryin' to threaten us?\Y'all are bigger'n these kids,\so can't ya be nice to'em?\C'mon, can't ya?\If yer gonna say it that way...\Say it on yer knees.\Stop! Calm down, Hiro!\Let me go! response:	I'll show him how harsh society can be!
context: Y'all are bigger'n these kids,\so can't ya be nice to'em?\C'mon, can't ya?\If yer gonna say it that way...\Say it on yer knees.\Stop! Calm down, Hiro!\Let me go!\I'll show him how harsh society can be! response:	*Snot-nosed punk = Mean kid
context: so can't ya be nice to'em?\C'mon, can't ya?\If yer gonna say it that way...\Say it on yer knees.\Stop! Calm down, Hiro!\Let me go!\I'll show him how harsh society can be!\*Snot-nosed punk = Mean kid response:	Snot-nosed punk!
context: C'mon, can't ya?\If yer gonna say it that way...\Say it on yer knees.\Stop! Calm down, Hiro!\Let me go!\I'll show him how harsh society can be!\*Snot-nosed punk = Mean kid\Snot-nosed punk! response:	Run away!
context: If yer gonna say it that way...\Say it on yer knees.\Stop! Calm down, Hiro!\Let me go!\I'll show him how harsh society can be!\*Snot-nosed punk = Mean kid\Snot-nosed punk!\Run away! response:	Actually hitting a kid will just cause more problems!
context: Say it on yer knees.\Stop! Calm down, Hiro!\Let me go!\I'll show him how harsh society can be!\*Snot-nosed punk = Mean kid\Snot-nosed punk!\Run away!\Actually hitting a kid will just cause more problems! response:	Stupid violent adult!
context: Stop! Calm down, Hiro!\Let me go!\I'll show him how harsh society can be!\*Snot-nosed punk = Mean kid\Snot-nosed punk!\Run away!\Actually hitting a kid will just cause more problems!\Stupid violent adult! response:	Yankee go home!
context: Let me go!\I'll show him how harsh society can be!\*Snot-nosed punk = Mean kid\Snot-nosed punk!\Run away!\Actually hitting a kid will just cause more problems!\Stupid violent adult!\Yankee go home! response:	Sensei, we were wantin' to play dodgeball here.
context: I'll show him how harsh society can be!\*Snot-nosed punk = Mean kid\Snot-nosed punk!\Run away!\Actually hitting a kid will just cause more problems!\Stupid violent adult!\Yankee go home!\Sensei, we were wantin' to play dodgeball here. response:	Get out, outsider!
context: *Snot-nosed punk = Mean kid\Snot-nosed punk!\Run away!\Actually hitting a kid will just cause more problems!\Stupid violent adult!\Yankee go home!\Sensei, we were wantin' to play dodgeball here.\Get out, outsider! response:	Well, then, we can't back down now.
context: Snot-nosed punk!\Run away!\Actually hitting a kid will just cause more problems!\Stupid violent adult!\Yankee go home!\Sensei, we were wantin' to play dodgeball here.\Get out, outsider!\Well, then, we can't back down now. response:	These kids are counting on me.
context: Run away!\Actually hitting a kid will just cause more problems!\Stupid violent adult!\Yankee go home!\Sensei, we were wantin' to play dodgeball here.\Get out, outsider!\Well, then, we can't back down now.\These kids are counting on me. response:	Now is the time to show some dignity!
context: Actually hitting a kid will just cause more problems!\Stupid violent adult!\Yankee go home!\Sensei, we were wantin' to play dodgeball here.\Get out, outsider!\Well, then, we can't back down now.\These kids are counting on me.\Now is the time to show some dignity! response:	Hey, you boys!
context: Stupid violent adult!\Yankee go home!\Sensei, we were wantin' to play dodgeball here.\Get out, outsider!\Well, then, we can't back down now.\These kids are counting on me.\Now is the time to show some dignity!\Hey, you boys! response:	You say somethin', white noodles?
context: Yankee go home!\Sensei, we were wantin' to play dodgeball here.\Get out, outsider!\Well, then, we can't back down now.\These kids are counting on me.\Now is the time to show some dignity!\Hey, you boys!\You say somethin', white noodles? response:	White... noodles...?
context: Sensei, we were wantin' to play dodgeball here.\Get out, outsider!\Well, then, we can't back down now.\These kids are counting on me.\Now is the time to show some dignity!\Hey, you boys!\You say somethin', white noodles?\White... noodles...? response:	We're adults, so we don't use violence.
context: Get out, outsider!\Well, then, we can't back down now.\These kids are counting on me.\Now is the time to show some dignity!\Hey, you boys!\You say somethin', white noodles?\White... noodles...?\We're adults, so we don't use violence. response:	However, if you guys throw your weight around here any more,
context: Well, then, we can't back down now.\These kids are counting on me.\Now is the time to show some dignity!\Hey, you boys!\You say somethin', white noodles?\White... noodles...?\We're adults, so we don't use violence.\However, if you guys throw your weight around here any more, response:	I'll have to make a phone call.
context: These kids are counting on me.\Now is the time to show some dignity!\Hey, you boys!\You say somethin', white noodles?\White... noodles...?\We're adults, so we don't use violence.\However, if you guys throw your weight around here any more,\I'll have to make a phone call. response:	What? Who're ya gonna call?
context: Now is the time to show some dignity!\Hey, you boys!\You say somethin', white noodles?\White... noodles...?\We're adults, so we don't use violence.\However, if you guys throw your weight around here any more,\I'll have to make a phone call.\What? Who're ya gonna call? response:	The police!
context: Hey, you boys!\You say somethin', white noodles?\White... noodles...?\We're adults, so we don't use violence.\However, if you guys throw your weight around here any more,\I'll have to make a phone call.\What? Who're ya gonna call?\The police! response:	What makes ya think the police would come?!
context: You say somethin', white noodles?\White... noodles...?\We're adults, so we don't use violence.\However, if you guys throw your weight around here any more,\I'll have to make a phone call.\What? Who're ya gonna call?\The police!\What makes ya think the police would come?! response:	I'll give an anonymous tip that you guys are bullying little kids.
context: White... noodles...?\We're adults, so we don't use violence.\However, if you guys throw your weight around here any more,\I'll have to make a phone call.\What? Who're ya gonna call?\The police!\What makes ya think the police would come?!\I'll give an anonymous tip that you guys are bullying little kids. response:	Getting arrested is embarrassing, y'know.
context: We're adults, so we don't use violence.\However, if you guys throw your weight around here any more,\I'll have to make a phone call.\What? Who're ya gonna call?\The police!\What makes ya think the police would come?!\I'll give an anonymous tip that you guys are bullying little kids.\Getting arrested is embarrassing, y'know. response:	It'll upset your parents, too.
context: However, if you guys throw your weight around here any more,\I'll have to make a phone call.\What? Who're ya gonna call?\The police!\What makes ya think the police would come?!\I'll give an anonymous tip that you guys are bullying little kids.\Getting arrested is embarrassing, y'know.\It'll upset your parents, too. response:	You'll be ruined for life.
context: I'll have to make a phone call.\What? Who're ya gonna call?\The police!\What makes ya think the police would come?!\I'll give an anonymous tip that you guys are bullying little kids.\Getting arrested is embarrassing, y'know.\It'll upset your parents, too.\You'll be ruined for life. response:	You see?!
context: What? Who're ya gonna call?\The police!\What makes ya think the police would come?!\I'll give an anonymous tip that you guys are bullying little kids.\Getting arrested is embarrassing, y'know.\It'll upset your parents, too.\You'll be ruined for life.\You see?! response:	This is an adult tactic!
context: The police!\What makes ya think the police would come?!\I'll give an anonymous tip that you guys are bullying little kids.\Getting arrested is embarrassing, y'know.\It'll upset your parents, too.\You'll be ruined for life.\You see?!\This is an adult tactic! response:	So immature.
context: What makes ya think the police would come?!\I'll give an anonymous tip that you guys are bullying little kids.\Getting arrested is embarrassing, y'know.\It'll upset your parents, too.\You'll be ruined for life.\You see?!\This is an adult tactic!\So immature. response:	Dang it, yer usin' dirty threats!
context: I'll give an anonymous tip that you guys are bullying little kids.\Getting arrested is embarrassing, y'know.\It'll upset your parents, too.\You'll be ruined for life.\You see?!\This is an adult tactic!\So immature.\Dang it, yer usin' dirty threats! response:	Take this!
context: Getting arrested is embarrassing, y'know.\It'll upset your parents, too.\You'll be ruined for life.\You see?!\This is an adult tactic!\So immature.\Dang it, yer usin' dirty threats!\Take this! response:	You finished off my cell phone!
context: It'll upset your parents, too.\You'll be ruined for life.\You see?!\This is an adult tactic!\So immature.\Dang it, yer usin' dirty threats!\Take this!\You finished off my cell phone! response:	What do ya mean, finished?
context: You'll be ruined for life.\You see?!\This is an adult tactic!\So immature.\Dang it, yer usin' dirty threats!\Take this!\You finished off my cell phone!\What do ya mean, finished? response:	It's just got poo on it.
context: You see?!\This is an adult tactic!\So immature.\Dang it, yer usin' dirty threats!\Take this!\You finished off my cell phone!\What do ya mean, finished?\It's just got poo on it. response:	Don't give me that, you brat!
context: This is an adult tactic!\So immature.\Dang it, yer usin' dirty threats!\Take this!\You finished off my cell phone!\What do ya mean, finished?\It's just got poo on it.\Don't give me that, you brat! response:	Sure, it no longer works as a phone,
context: So immature.\Dang it, yer usin' dirty threats!\Take this!\You finished off my cell phone!\What do ya mean, finished?\It's just got poo on it.\Don't give me that, you brat!\Sure, it no longer works as a phone, response:	but it's still served me faithfully as a clock! And look at it now!
context: Dang it, yer usin' dirty threats!\Take this!\You finished off my cell phone!\What do ya mean, finished?\It's just got poo on it.\Don't give me that, you brat!\Sure, it no longer works as a phone,\but it's still served me faithfully as a clock! And look at it now! response:	Can't use it as a phone?
context: Take this!\You finished off my cell phone!\What do ya mean, finished?\It's just got poo on it.\Don't give me that, you brat!\Sure, it no longer works as a phone,\but it's still served me faithfully as a clock! And look at it now!\Can't use it as a phone? response:	You were trickin' kids, then!
context: You finished off my cell phone!\What do ya mean, finished?\It's just got poo on it.\Don't give me that, you brat!\Sure, it no longer works as a phone,\but it's still served me faithfully as a clock! And look at it now!\Can't use it as a phone?\You were trickin' kids, then! response:	You insulted my phone, so why are you getting mad?!
context: What do ya mean, finished?\It's just got poo on it.\Don't give me that, you brat!\Sure, it no longer works as a phone,\but it's still served me faithfully as a clock! And look at it now!\Can't use it as a phone?\You were trickin' kids, then!\You insulted my phone, so why are you getting mad?! response:	Hiro, were you laughing?
context: It's just got poo on it.\Don't give me that, you brat!\Sure, it no longer works as a phone,\but it's still served me faithfully as a clock! And look at it now!\Can't use it as a phone?\You were trickin' kids, then!\You insulted my phone, so why are you getting mad?!\Hiro, were you laughing? response:	No, I'd never laugh at that.
