context: I shouldn't have given birth to you. response:	Who would you be sold to, you ask?
context: so that's what I got.\There's a lot to study when it comes to magic.\You have to take it seriously, or this is what happens.\So make sure you study hard.\Can I use magic, too?\Why don't you give it a try?\Hugo!\Hey, robin. response:	I'm loyal to Angelica, so I can't promise to be
context: There's a lot to study when it comes to magic.\You have to take it seriously, or this is what happens.\So make sure you study hard.\Can I use magic, too?\Why don't you give it a try?\Hugo!\Hey, robin.\I'm loyal to Angelica, so I can't promise to be response:	my kindest to you, but nice to meet you anyway.
context: You have to take it seriously, or this is what happens.\So make sure you study hard.\Can I use magic, too?\Why don't you give it a try?\Hugo!\Hey, robin.\I'm loyal to Angelica, so I can't promise to be\my kindest to you, but nice to meet you anyway. response:	This is Hugo, my familiar. A vodyanoy water spirit.
context: So make sure you study hard.\Can I use magic, too?\Why don't you give it a try?\Hugo!\Hey, robin.\I'm loyal to Angelica, so I can't promise to be\my kindest to you, but nice to meet you anyway.\This is Hugo, my familiar. A vodyanoy water spirit. response:	He's mischievous, but he's hard-working.
context: Can I use magic, too?\Why don't you give it a try?\Hugo!\Hey, robin.\I'm loyal to Angelica, so I can't promise to be\my kindest to you, but nice to meet you anyway.\This is Hugo, my familiar. A vodyanoy water spirit.\He's mischievous, but he's hard-working. response:	Hugo, give her a hand, would you?
context: Why don't you give it a try?\Hugo!\Hey, robin.\I'm loyal to Angelica, so I can't promise to be\my kindest to you, but nice to meet you anyway.\This is Hugo, my familiar. A vodyanoy water spirit.\He's mischievous, but he's hard-working.\Hugo, give her a hand, would you? response:	She needs to practice magic.
context: Hugo!\Hey, robin.\I'm loyal to Angelica, so I can't promise to be\my kindest to you, but nice to meet you anyway.\This is Hugo, my familiar. A vodyanoy water spirit.\He's mischievous, but he's hard-working.\Hugo, give her a hand, would you?\She needs to practice magic. response:	B-But I...
context: Hey, robin.\I'm loyal to Angelica, so I can't promise to be\my kindest to you, but nice to meet you anyway.\This is Hugo, my familiar. A vodyanoy water spirit.\He's mischievous, but he's hard-working.\Hugo, give her a hand, would you?\She needs to practice magic.\B-But I... response:	There's a first time for everyone.
context: I'm loyal to Angelica, so I can't promise to be\my kindest to you, but nice to meet you anyway.\This is Hugo, my familiar. A vodyanoy water spirit.\He's mischievous, but he's hard-working.\Hugo, give her a hand, would you?\She needs to practice magic.\B-But I...\There's a first time for everyone. response:	You'll be using that for practice.
context: my kindest to you, but nice to meet you anyway.\This is Hugo, my familiar. A vodyanoy water spirit.\He's mischievous, but he's hard-working.\Hugo, give her a hand, would you?\She needs to practice magic.\B-But I...\There's a first time for everyone.\You'll be using that for practice. response:	Will it to take on a shape of your choosing.
context: This is Hugo, my familiar. A vodyanoy water spirit.\He's mischievous, but he's hard-working.\Hugo, give her a hand, would you?\She needs to practice magic.\B-But I...\There's a first time for everyone.\You'll be using that for practice.\Will it to take on a shape of your choosing. response:	Will it?
context: He's mischievous, but he's hard-working.\Hugo, give her a hand, would you?\She needs to practice magic.\B-But I...\There's a first time for everyone.\You'll be using that for practice.\Will it to take on a shape of your choosing.\Will it? response:	Yup.
context: Hugo, give her a hand, would you?\She needs to practice magic.\B-But I...\There's a first time for everyone.\You'll be using that for practice.\Will it to take on a shape of your choosing.\Will it?\Yup. response:	Think of your favorite flower, for example.
context: She needs to practice magic.\B-But I...\There's a first time for everyone.\You'll be using that for practice.\Will it to take on a shape of your choosing.\Will it?\Yup.\Think of your favorite flower, for example. response:	A flower?
context: B-But I...\There's a first time for everyone.\You'll be using that for practice.\Will it to take on a shape of your choosing.\Will it?\Yup.\Think of your favorite flower, for example.\A flower? response:	Air is hot water.
context: There's a first time for everyone.\You'll be using that for practice.\Will it to take on a shape of your choosing.\Will it?\Yup.\Think of your favorite flower, for example.\A flower?\Air is hot water. response:	You, yourself, are pressure.
context: You'll be using that for practice.\Will it to take on a shape of your choosing.\Will it?\Yup.\Think of your favorite flower, for example.\A flower?\Air is hot water.\You, yourself, are pressure. response:	Therein, the crystal forms.
context: Will it to take on a shape of your choosing.\Will it?\Yup.\Think of your favorite flower, for example.\A flower?\Air is hot water.\You, yourself, are pressure.\Therein, the crystal forms. response:	Picture that in your mind.
context: Will it?\Yup.\Think of your favorite flower, for example.\A flower?\Air is hot water.\You, yourself, are pressure.\Therein, the crystal forms.\Picture that in your mind. response:	What is my favorite flower?
context: Yup.\Think of your favorite flower, for example.\A flower?\Air is hot water.\You, yourself, are pressure.\Therein, the crystal forms.\Picture that in your mind.\What is my favorite flower? response:	When? Where?
context: Think of your favorite flower, for example.\A flower?\Air is hot water.\You, yourself, are pressure.\Therein, the crystal forms.\Picture that in your mind.\What is my favorite flower?\When? Where? response:	Look, Chise.
context: A flower?\Air is hot water.\You, yourself, are pressure.\Therein, the crystal forms.\Picture that in your mind.\What is my favorite flower?\When? Where?\Look, Chise. response:	It's a flower garden.
context: Air is hot water.\You, yourself, are pressure.\Therein, the crystal forms.\Picture that in your mind.\What is my favorite flower?\When? Where?\Look, Chise.\It's a flower garden. response:	How pretty.
context: You, yourself, are pressure.\Therein, the crystal forms.\Picture that in your mind.\What is my favorite flower?\When? Where?\Look, Chise.\It's a flower garden.\How pretty. response:	How pretty, Chise.
context: Therein, the crystal forms.\Picture that in your mind.\What is my favorite flower?\When? Where?\Look, Chise.\It's a flower garden.\How pretty.\How pretty, Chise. response:	Chise.
context: Picture that in your mind.\What is my favorite flower?\When? Where?\Look, Chise.\It's a flower garden.\How pretty.\How pretty, Chise.\Chise. response:	Please, Angelica.
context: What is my favorite flower?\When? Where?\Look, Chise.\It's a flower garden.\How pretty.\How pretty, Chise.\Chise.\Please, Angelica. response:	Don't go teaching my apprentice things.
context: When? Where?\Look, Chise.\It's a flower garden.\How pretty.\How pretty, Chise.\Chise.\Please, Angelica.\Don't go teaching my apprentice things. response:	Elias...
context: Look, Chise.\It's a flower garden.\How pretty.\How pretty, Chise.\Chise.\Please, Angelica.\Don't go teaching my apprentice things.\Elias... response:	I-I'm sorry.
context: It's a flower garden.\How pretty.\How pretty, Chise.\Chise.\Please, Angelica.\Don't go teaching my apprentice things.\Elias...\I-I'm sorry. response:	The room...
context: How pretty.\How pretty, Chise.\Chise.\Please, Angelica.\Don't go teaching my apprentice things.\Elias...\I-I'm sorry.\The room... response:	Ainsworth.
context: How pretty, Chise.\Chise.\Please, Angelica.\Don't go teaching my apprentice things.\Elias...\I-I'm sorry.\The room...\Ainsworth. response:	What is that young lady?
context: Chise.\Please, Angelica.\Don't go teaching my apprentice things.\Elias...\I-I'm sorry.\The room...\Ainsworth.\What is that young lady? response:	Magic is a miracle,
context: Please, Angelica.\Don't go teaching my apprentice things.\Elias...\I-I'm sorry.\The room...\Ainsworth.\What is that young lady?\Magic is a miracle, response:	but it isn't omnipotent.
context: Don't go teaching my apprentice things.\Elias...\I-I'm sorry.\The room...\Ainsworth.\What is that young lady?\Magic is a miracle,\but it isn't omnipotent. response:	She's a Sleigh Beggy.
context: Elias...\I-I'm sorry.\The room...\Ainsworth.\What is that young lady?\Magic is a miracle,\but it isn't omnipotent.\She's a Sleigh Beggy. response:	I see.
context: I-I'm sorry.\The room...\Ainsworth.\What is that young lady?\Magic is a miracle,\but it isn't omnipotent.\She's a Sleigh Beggy.\I see. response:	Why didn't you tell me?
context: The room...\Ainsworth.\What is that young lady?\Magic is a miracle,\but it isn't omnipotent.\She's a Sleigh Beggy.\I see.\Why didn't you tell me? response:	The less people know, the better.
context: Ainsworth.\What is that young lady?\Magic is a miracle,\but it isn't omnipotent.\She's a Sleigh Beggy.\I see.\Why didn't you tell me?\The less people know, the better. response:	Don't look so worried.
context: What is that young lady?\Magic is a miracle,\but it isn't omnipotent.\She's a Sleigh Beggy.\I see.\Why didn't you tell me?\The less people know, the better.\Don't look so worried. response:	Hugo!
context: Magic is a miracle,\but it isn't omnipotent.\She's a Sleigh Beggy.\I see.\Why didn't you tell me?\The less people know, the better.\Don't look so worried.\Hugo! response:	Why didn't you tell me?
context: but it isn't omnipotent.\She's a Sleigh Beggy.\I see.\Why didn't you tell me?\The less people know, the better.\Don't look so worried.\Hugo!\Why didn't you tell me? response:	No, well, I mean...
context: She's a Sleigh Beggy.\I see.\Why didn't you tell me?\The less people know, the better.\Don't look so worried.\Hugo!\Why didn't you tell me?\No, well, I mean... response:	She's a special existence to the fairies.
context: I see.\Why didn't you tell me?\The less people know, the better.\Don't look so worried.\Hugo!\Why didn't you tell me?\No, well, I mean...\She's a special existence to the fairies. response:	I-I'm sorry.
context: Why didn't you tell me?\The less people know, the better.\Don't look so worried.\Hugo!\Why didn't you tell me?\No, well, I mean...\She's a special existence to the fairies.\I-I'm sorry. response:	I made a mess.
context: The less people know, the better.\Don't look so worried.\Hugo!\Why didn't you tell me?\No, well, I mean...\She's a special existence to the fairies.\I-I'm sorry.\I made a mess. response:	You don't need to apologize.
context: Don't look so worried.\Hugo!\Why didn't you tell me?\No, well, I mean...\She's a special existence to the fairies.\I-I'm sorry.\I made a mess.\You don't need to apologize. response:	Listen, it's that bonehead's fault.
context: Hugo!\Why didn't you tell me?\No, well, I mean...\She's a special existence to the fairies.\I-I'm sorry.\I made a mess.\You don't need to apologize.\Listen, it's that bonehead's fault. response:	That shithead who didn't tell us anything.
context: Why didn't you tell me?\No, well, I mean...\She's a special existence to the fairies.\I-I'm sorry.\I made a mess.\You don't need to apologize.\Listen, it's that bonehead's fault.\That shithead who didn't tell us anything. response:	Shithead?
context: No, well, I mean...\She's a special existence to the fairies.\I-I'm sorry.\I made a mess.\You don't need to apologize.\Listen, it's that bonehead's fault.\That shithead who didn't tell us anything.\Shithead? response:	If you can't explain things to your apprentice, you're nothing but a shithead!
context: She's a special existence to the fairies.\I-I'm sorry.\I made a mess.\You don't need to apologize.\Listen, it's that bonehead's fault.\That shithead who didn't tell us anything.\Shithead?\If you can't explain things to your apprentice, you're nothing but a shithead! response:	Chise, would you do me a favor and get me the broom and hammer in the back?
context: I-I'm sorry.\I made a mess.\You don't need to apologize.\Listen, it's that bonehead's fault.\That shithead who didn't tell us anything.\Shithead?\If you can't explain things to your apprentice, you're nothing but a shithead!\Chise, would you do me a favor and get me the broom and hammer in the back? response:	Yes!
context: I made a mess.\You don't need to apologize.\Listen, it's that bonehead's fault.\That shithead who didn't tell us anything.\Shithead?\If you can't explain things to your apprentice, you're nothing but a shithead!\Chise, would you do me a favor and get me the broom and hammer in the back?\Yes! response:	What's wrong with you, Ains?
context: You don't need to apologize.\Listen, it's that bonehead's fault.\That shithead who didn't tell us anything.\Shithead?\If you can't explain things to your apprentice, you're nothing but a shithead!\Chise, would you do me a favor and get me the broom and hammer in the back?\Yes!\What's wrong with you, Ains? response:	I'm charging you extra.
context: Listen, it's that bonehead's fault.\That shithead who didn't tell us anything.\Shithead?\If you can't explain things to your apprentice, you're nothing but a shithead!\Chise, would you do me a favor and get me the broom and hammer in the back?\Yes!\What's wrong with you, Ains?\I'm charging you extra. response:	Chise.
context: That shithead who didn't tell us anything.\Shithead?\If you can't explain things to your apprentice, you're nothing but a shithead!\Chise, would you do me a favor and get me the broom and hammer in the back?\Yes!\What's wrong with you, Ains?\I'm charging you extra.\Chise. response:	Y-Yes?
context: Shithead?\If you can't explain things to your apprentice, you're nothing but a shithead!\Chise, would you do me a favor and get me the broom and hammer in the back?\Yes!\What's wrong with you, Ains?\I'm charging you extra.\Chise.\Y-Yes? response:	An ocean alloy knife forged with the nectar of a crystal moonflower.
context: If you can't explain things to your apprentice, you're nothing but a shithead!\Chise, would you do me a favor and get me the broom and hammer in the back?\Yes!\What's wrong with you, Ains?\I'm charging you extra.\Chise.\Y-Yes?\An ocean alloy knife forged with the nectar of a crystal moonflower. response:	An overcoat woven from thunderbird feathers.
context: Chise, would you do me a favor and get me the broom and hammer in the back?\Yes!\What's wrong with you, Ains?\I'm charging you extra.\Chise.\Y-Yes?\An ocean alloy knife forged with the nectar of a crystal moonflower.\An overcoat woven from thunderbird feathers. response:	What else? Glashtyn hide, a belt...
context: Yes!\What's wrong with you, Ains?\I'm charging you extra.\Chise.\Y-Yes?\An ocean alloy knife forged with the nectar of a crystal moonflower.\An overcoat woven from thunderbird feathers.\What else? Glashtyn hide, a belt... response:	I think I'll throw in some steelvine string and a fluorite loupe.
context: What's wrong with you, Ains?\I'm charging you extra.\Chise.\Y-Yes?\An ocean alloy knife forged with the nectar of a crystal moonflower.\An overcoat woven from thunderbird feathers.\What else? Glashtyn hide, a belt...\I think I'll throw in some steelvine string and a fluorite loupe. response:	So you like poppies, Chise?
context: I'm charging you extra.\Chise.\Y-Yes?\An ocean alloy knife forged with the nectar of a crystal moonflower.\An overcoat woven from thunderbird feathers.\What else? Glashtyn hide, a belt...\I think I'll throw in some steelvine string and a fluorite loupe.\So you like poppies, Chise? response:	I'm not sure I actually like them. It's just something I remembered.
context: Chise.\Y-Yes?\An ocean alloy knife forged with the nectar of a crystal moonflower.\An overcoat woven from thunderbird feathers.\What else? Glashtyn hide, a belt...\I think I'll throw in some steelvine string and a fluorite loupe.\So you like poppies, Chise?\I'm not sure I actually like them. It's just something I remembered. response:	I saw a flower garden like that a long time ago.
context: Y-Yes?\An ocean alloy knife forged with the nectar of a crystal moonflower.\An overcoat woven from thunderbird feathers.\What else? Glashtyn hide, a belt...\I think I'll throw in some steelvine string and a fluorite loupe.\So you like poppies, Chise?\I'm not sure I actually like them. It's just something I remembered.\I saw a flower garden like that a long time ago. response:	With my mother.
context: An ocean alloy knife forged with the nectar of a crystal moonflower.\An overcoat woven from thunderbird feathers.\What else? Glashtyn hide, a belt...\I think I'll throw in some steelvine string and a fluorite loupe.\So you like poppies, Chise?\I'm not sure I actually like them. It's just something I remembered.\I saw a flower garden like that a long time ago.\With my mother. response:	Are your parents dead?
context: An overcoat woven from thunderbird feathers.\What else? Glashtyn hide, a belt...\I think I'll throw in some steelvine string and a fluorite loupe.\So you like poppies, Chise?\I'm not sure I actually like them. It's just something I remembered.\I saw a flower garden like that a long time ago.\With my mother.\Are your parents dead? response:	Or did they abandon you?
context: What else? Glashtyn hide, a belt...\I think I'll throw in some steelvine string and a fluorite loupe.\So you like poppies, Chise?\I'm not sure I actually like them. It's just something I remembered.\I saw a flower garden like that a long time ago.\With my mother.\Are your parents dead?\Or did they abandon you? response:	You're pretty blunt, aren't you?
context: I think I'll throw in some steelvine string and a fluorite loupe.\So you like poppies, Chise?\I'm not sure I actually like them. It's just something I remembered.\I saw a flower garden like that a long time ago.\With my mother.\Are your parents dead?\Or did they abandon you?\You're pretty blunt, aren't you? response:	However your past or upbringing may have been,
context: So you like poppies, Chise?\I'm not sure I actually like them. It's just something I remembered.\I saw a flower garden like that a long time ago.\With my mother.\Are your parents dead?\Or did they abandon you?\You're pretty blunt, aren't you?\However your past or upbringing may have been, response:	it makes no difference regarding the fact that you're here.
context: I'm not sure I actually like them. It's just something I remembered.\I saw a flower garden like that a long time ago.\With my mother.\Are your parents dead?\Or did they abandon you?\You're pretty blunt, aren't you?\However your past or upbringing may have been,\it makes no difference regarding the fact that you're here. response:	You're right.
context: I saw a flower garden like that a long time ago.\With my mother.\Are your parents dead?\Or did they abandon you?\You're pretty blunt, aren't you?\However your past or upbringing may have been,\it makes no difference regarding the fact that you're here.\You're right. response:	His plain, dispassionate words are somehow comforting and kind.
context: With my mother.\Are your parents dead?\Or did they abandon you?\You're pretty blunt, aren't you?\However your past or upbringing may have been,\it makes no difference regarding the fact that you're here.\You're right.\His plain, dispassionate words are somehow comforting and kind. response:	I don't know what my father is doing, but my mother...
context: Are your parents dead?\Or did they abandon you?\You're pretty blunt, aren't you?\However your past or upbringing may have been,\it makes no difference regarding the fact that you're here.\You're right.\His plain, dispassionate words are somehow comforting and kind.\I don't know what my father is doing, but my mother... response:	She died.
context: Or did they abandon you?\You're pretty blunt, aren't you?\However your past or upbringing may have been,\it makes no difference regarding the fact that you're here.\You're right.\His plain, dispassionate words are somehow comforting and kind.\I don't know what my father is doing, but my mother...\She died. response:	In front of my eyes.
context: You're pretty blunt, aren't you?\However your past or upbringing may have been,\it makes no difference regarding the fact that you're here.\You're right.\His plain, dispassionate words are somehow comforting and kind.\I don't know what my father is doing, but my mother...\She died.\In front of my eyes. response:	It was a long time ago.
context: However your past or upbringing may have been,\it makes no difference regarding the fact that you're here.\You're right.\His plain, dispassionate words are somehow comforting and kind.\I don't know what my father is doing, but my mother...\She died.\In front of my eyes.\It was a long time ago. response:	Hey!
context: it makes no difference regarding the fact that you're here.\You're right.\His plain, dispassionate words are somehow comforting and kind.\I don't know what my father is doing, but my mother...\She died.\In front of my eyes.\It was a long time ago.\Hey! response:	Ainsworth!
context: You're right.\His plain, dispassionate words are somehow comforting and kind.\I don't know what my father is doing, but my mother...\She died.\In front of my eyes.\It was a long time ago.\Hey!\Ainsworth! response:	Didn't I write back to you saying I'd be here around now?
context: His plain, dispassionate words are somehow comforting and kind.\I don't know what my father is doing, but my mother...\She died.\In front of my eyes.\It was a long time ago.\Hey!\Ainsworth!\Didn't I write back to you saying I'd be here around now? response:	Why'd you take off just as I was getting here?
context: I don't know what my father is doing, but my mother...\She died.\In front of my eyes.\It was a long time ago.\Hey!\Ainsworth!\Didn't I write back to you saying I'd be here around now?\Why'd you take off just as I was getting here? response:	You're supposed to be a hermit!
context: She died.\In front of my eyes.\It was a long time ago.\Hey!\Ainsworth!\Didn't I write back to you saying I'd be here around now?\Why'd you take off just as I was getting here?\You're supposed to be a hermit! response:	I have things to do, too.
context: In front of my eyes.\It was a long time ago.\Hey!\Ainsworth!\Didn't I write back to you saying I'd be here around now?\Why'd you take off just as I was getting here?\You're supposed to be a hermit!\I have things to do, too. response:	Your servants hate me.
context: It was a long time ago.\Hey!\Ainsworth!\Didn't I write back to you saying I'd be here around now?\Why'd you take off just as I was getting here?\You're supposed to be a hermit!\I have things to do, too.\Your servants hate me. response:	They won't even let me in the house.
context: Hey!\Ainsworth!\Didn't I write back to you saying I'd be here around now?\Why'd you take off just as I was getting here?\You're supposed to be a hermit!\I have things to do, too.\Your servants hate me.\They won't even let me in the house. response:	You didn't have to bother coming.
context: Ainsworth!\Didn't I write back to you saying I'd be here around now?\Why'd you take off just as I was getting here?\You're supposed to be a hermit!\I have things to do, too.\Your servants hate me.\They won't even let me in the house.\You didn't have to bother coming. response:	So you're Chise, his new apprentice, right?
context: Didn't I write back to you saying I'd be here around now?\Why'd you take off just as I was getting here?\You're supposed to be a hermit!\I have things to do, too.\Your servants hate me.\They won't even let me in the house.\You didn't have to bother coming.\So you're Chise, his new apprentice, right? response:	Hello.
context: Why'd you take off just as I was getting here?\You're supposed to be a hermit!\I have things to do, too.\Your servants hate me.\They won't even let me in the house.\You didn't have to bother coming.\So you're Chise, his new apprentice, right?\Hello. response:	My name is Simon.
context: You're supposed to be a hermit!\I have things to do, too.\Your servants hate me.\They won't even let me in the house.\You didn't have to bother coming.\So you're Chise, his new apprentice, right?\Hello.\My name is Simon. response:	Simon Cullum.
context: I have things to do, too.\Your servants hate me.\They won't even let me in the house.\You didn't have to bother coming.\So you're Chise, his new apprentice, right?\Hello.\My name is Simon.\Simon Cullum. response:	I'm here today to ask you two to do a bit of an errand for me.
context: Your servants hate me.\They won't even let me in the house.\You didn't have to bother coming.\So you're Chise, his new apprentice, right?\Hello.\My name is Simon.\Simon Cullum.\I'm here today to ask you two to do a bit of an errand for me. response:	I waited outside for two whole hours.
context: They won't even let me in the house.\You didn't have to bother coming.\So you're Chise, his new apprentice, right?\Hello.\My name is Simon.\Simon Cullum.\I'm here today to ask you two to do a bit of an errand for me.\I waited outside for two whole hours. response:	Simon is the priest at the village church.
context: You didn't have to bother coming.\So you're Chise, his new apprentice, right?\Hello.\My name is Simon.\Simon Cullum.\I'm here today to ask you two to do a bit of an errand for me.\I waited outside for two whole hours.\Simon is the priest at the village church. response:	Although, he does sermons both as a priest and as a pastor, so he sits on the fence.
context: So you're Chise, his new apprentice, right?\Hello.\My name is Simon.\Simon Cullum.\I'm here today to ask you two to do a bit of an errand for me.\I waited outside for two whole hours.\Simon is the priest at the village church.\Although, he does sermons both as a priest and as a pastor, so he sits on the fence. response:	Call me studious.
context: Hello.\My name is Simon.\Simon Cullum.\I'm here today to ask you two to do a bit of an errand for me.\I waited outside for two whole hours.\Simon is the priest at the village church.\Although, he does sermons both as a priest and as a pastor, so he sits on the fence.\Call me studious. response:	You don't need to be tense, Chise.
context: My name is Simon.\Simon Cullum.\I'm here today to ask you two to do a bit of an errand for me.\I waited outside for two whole hours.\Simon is the priest at the village church.\Although, he does sermons both as a priest and as a pastor, so he sits on the fence.\Call me studious.\You don't need to be tense, Chise. response:	Simon is just a coward.
context: Simon Cullum.\I'm here today to ask you two to do a bit of an errand for me.\I waited outside for two whole hours.\Simon is the priest at the village church.\Although, he does sermons both as a priest and as a pastor, so he sits on the fence.\Call me studious.\You don't need to be tense, Chise.\Simon is just a coward. response:	Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.
context: I'm here today to ask you two to do a bit of an errand for me.\I waited outside for two whole hours.\Simon is the priest at the village church.\Although, he does sermons both as a priest and as a pastor, so he sits on the fence.\Call me studious.\You don't need to be tense, Chise.\Simon is just a coward.\Yes, I am but a pitiful lamb, cowering in fear of the terrible mage. response:	Die.
context: I waited outside for two whole hours.\Simon is the priest at the village church.\Although, he does sermons both as a priest and as a pastor, so he sits on the fence.\Call me studious.\You don't need to be tense, Chise.\Simon is just a coward.\Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.\Die. response:	You pull no punches.
context: Simon is the priest at the village church.\Although, he does sermons both as a priest and as a pastor, so he sits on the fence.\Call me studious.\You don't need to be tense, Chise.\Simon is just a coward.\Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.\Die.\You pull no punches. response:	They don't get along.
context: Although, he does sermons both as a priest and as a pastor, so he sits on the fence.\Call me studious.\You don't need to be tense, Chise.\Simon is just a coward.\Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.\Die.\You pull no punches.\They don't get along. response:	It's still cold outside, even though it's almost summer.
context: Call me studious.\You don't need to be tense, Chise.\Simon is just a coward.\Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.\Die.\You pull no punches.\They don't get along.\It's still cold outside, even though it's almost summer. response:	Elias is especially spiteful.
context: You don't need to be tense, Chise.\Simon is just a coward.\Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.\Die.\You pull no punches.\They don't get along.\It's still cold outside, even though it's almost summer.\Elias is especially spiteful. response:	You could have gone back to church and come tomorrow, then.
context: Simon is just a coward.\Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.\Die.\You pull no punches.\They don't get along.\It's still cold outside, even though it's almost summer.\Elias is especially spiteful.\You could have gone back to church and come tomorrow, then. response:	Silky, too.
context: Yes, I am but a pitiful lamb, cowering in fear of the terrible mage.\Die.\You pull no punches.\They don't get along.\It's still cold outside, even though it's almost summer.\Elias is especially spiteful.\You could have gone back to church and come tomorrow, then.\Silky, too. response:	But that's a pain in the butt, too.
context: Die.\You pull no punches.\They don't get along.\It's still cold outside, even though it's almost summer.\Elias is especially spiteful.\You could have gone back to church and come tomorrow, then.\Silky, too.\But that's a pain in the butt, too. response:	Chise-kun, I think I understand your situation, now.
context: You pull no punches.\They don't get along.\It's still cold outside, even though it's almost summer.\Elias is especially spiteful.\You could have gone back to church and come tomorrow, then.\Silky, too.\But that's a pain in the butt, too.\Chise-kun, I think I understand your situation, now. response:	It must have been terrible.
context: They don't get along.\It's still cold outside, even though it's almost summer.\Elias is especially spiteful.\You could have gone back to church and come tomorrow, then.\Silky, too.\But that's a pain in the butt, too.\Chise-kun, I think I understand your situation, now.\It must have been terrible. response:	You're free to come to my church if you ever get sick of this bastard.
context: It's still cold outside, even though it's almost summer.\Elias is especially spiteful.\You could have gone back to church and come tomorrow, then.\Silky, too.\But that's a pain in the butt, too.\Chise-kun, I think I understand your situation, now.\It must have been terrible.\You're free to come to my church if you ever get sick of this bastard. response:	I'll hear you out.
context: Elias is especially spiteful.\You could have gone back to church and come tomorrow, then.\Silky, too.\But that's a pain in the butt, too.\Chise-kun, I think I understand your situation, now.\It must have been terrible.\You're free to come to my church if you ever get sick of this bastard.\I'll hear you out. response:	Stop.
context: You could have gone back to church and come tomorrow, then.\Silky, too.\But that's a pain in the butt, too.\Chise-kun, I think I understand your situation, now.\It must have been terrible.\You're free to come to my church if you ever get sick of this bastard.\I'll hear you out.\Stop. response:	So?
context: Silky, too.\But that's a pain in the butt, too.\Chise-kun, I think I understand your situation, now.\It must have been terrible.\You're free to come to my church if you ever get sick of this bastard.\I'll hear you out.\Stop.\So? response:	This isn't something we can deal with, but it should be easy for you.
context: But that's a pain in the butt, too.\Chise-kun, I think I understand your situation, now.\It must have been terrible.\You're free to come to my church if you ever get sick of this bastard.\I'll hear you out.\Stop.\So?\This isn't something we can deal with, but it should be easy for you. response:	Three?
context: Chise-kun, I think I understand your situation, now.\It must have been terrible.\You're free to come to my church if you ever get sick of this bastard.\I'll hear you out.\Stop.\So?\This isn't something we can deal with, but it should be easy for you.\Three? response:	That's quite a few.
context: It must have been terrible.\You're free to come to my church if you ever get sick of this bastard.\I'll hear you out.\Stop.\So?\This isn't something we can deal with, but it should be easy for you.\Three?\That's quite a few. response:	It's a penalty for your free actions.
context: You're free to come to my church if you ever get sick of this bastard.\I'll hear you out.\Stop.\So?\This isn't something we can deal with, but it should be easy for you.\Three?\That's quite a few.\It's a penalty for your free actions. response:	You've been silent for decades, and now you've suddenly taken an apprentice.
context: I'll hear you out.\Stop.\So?\This isn't something we can deal with, but it should be easy for you.\Three?\That's quite a few.\It's a penalty for your free actions.\You've been silent for decades, and now you've suddenly taken an apprentice. response:	I don't have any option but to report to the brass.
context: Stop.\So?\This isn't something we can deal with, but it should be easy for you.\Three?\That's quite a few.\It's a penalty for your free actions.\You've been silent for decades, and now you've suddenly taken an apprentice.\I don't have any option but to report to the brass. response:	I don't think of myself as being managed by the church.
context: So?\This isn't something we can deal with, but it should be easy for you.\Three?\That's quite a few.\It's a penalty for your free actions.\You've been silent for decades, and now you've suddenly taken an apprentice.\I don't have any option but to report to the brass.\I don't think of myself as being managed by the church. response:	I know.
context: This isn't something we can deal with, but it should be easy for you.\Three?\That's quite a few.\It's a penalty for your free actions.\You've been silent for decades, and now you've suddenly taken an apprentice.\I don't have any option but to report to the brass.\I don't think of myself as being managed by the church.\I know. response:	I'd rather not bother with this, either.
context: Three?\That's quite a few.\It's a penalty for your free actions.\You've been silent for decades, and now you've suddenly taken an apprentice.\I don't have any option but to report to the brass.\I don't think of myself as being managed by the church.\I know.\I'd rather not bother with this, either. response:	We don't want to mess with you mages who have already lived longer than we know.
context: That's quite a few.\It's a penalty for your free actions.\You've been silent for decades, and now you've suddenly taken an apprentice.\I don't have any option but to report to the brass.\I don't think of myself as being managed by the church.\I know.\I'd rather not bother with this, either.\We don't want to mess with you mages who have already lived longer than we know. response:	How many centuries is it going to take before your superiors rethink their ways?
context: It's a penalty for your free actions.\You've been silent for decades, and now you've suddenly taken an apprentice.\I don't have any option but to report to the brass.\I don't think of myself as being managed by the church.\I know.\I'd rather not bother with this, either.\We don't want to mess with you mages who have already lived longer than we know.\How many centuries is it going to take before your superiors rethink their ways? response:	If only God or his son would write us a letter or two.
context: You've been silent for decades, and now you've suddenly taken an apprentice.\I don't have any option but to report to the brass.\I don't think of myself as being managed by the church.\I know.\I'd rather not bother with this, either.\We don't want to mess with you mages who have already lived longer than we know.\How many centuries is it going to take before your superiors rethink their ways?\If only God or his son would write us a letter or two. response:	Is it because I'm here that you have to bother with this?
