context: Episode 7 Umaru's Onii-chan response:	Onii-chan, could you get me a drink?
context: But I've never seen her eat something like this.\I wonder if she's just putting up with it.\I really want to eat this with cola...\Hey, Umaru.\This is really spicy.\How pathetic, Onii-chan.\Then we can trade.\You can't eat wasabi, but you're okay with chili peppers? response:	I'm fine, Onii-chan.
context: I wonder if she's just putting up with it.\I really want to eat this with cola...\Hey, Umaru.\This is really spicy.\How pathetic, Onii-chan.\Then we can trade.\You can't eat wasabi, but you're okay with chili peppers?\I'm fine, Onii-chan. response:	Is something wrong, Ebina-chan?
context: I really want to eat this with cola...\Hey, Umaru.\This is really spicy.\How pathetic, Onii-chan.\Then we can trade.\You can't eat wasabi, but you're okay with chili peppers?\I'm fine, Onii-chan.\Is something wrong, Ebina-chan? response:	No... Nothing at all.
context: Hey, Umaru.\This is really spicy.\How pathetic, Onii-chan.\Then we can trade.\You can't eat wasabi, but you're okay with chili peppers?\I'm fine, Onii-chan.\Is something wrong, Ebina-chan?\No... Nothing at all. response:	Sankakutou Ramen
context: This is really spicy.\How pathetic, Onii-chan.\Then we can trade.\You can't eat wasabi, but you're okay with chili peppers?\I'm fine, Onii-chan.\Is something wrong, Ebina-chan?\No... Nothing at all.\Sankakutou Ramen response:	Thanks!
context: How pathetic, Onii-chan.\Then we can trade.\You can't eat wasabi, but you're okay with chili peppers?\I'm fine, Onii-chan.\Is something wrong, Ebina-chan?\No... Nothing at all.\Sankakutou Ramen\Thanks! response:	Thanks, Ebina-chan. That was really good.
context: Then we can trade.\You can't eat wasabi, but you're okay with chili peppers?\I'm fine, Onii-chan.\Is something wrong, Ebina-chan?\No... Nothing at all.\Sankakutou Ramen\Thanks!\Thanks, Ebina-chan. That was really good. response:	Thank you for the meal.
context: You can't eat wasabi, but you're okay with chili peppers?\I'm fine, Onii-chan.\Is something wrong, Ebina-chan?\No... Nothing at all.\Sankakutou Ramen\Thanks!\Thanks, Ebina-chan. That was really good.\Thank you for the meal. response:	Oh, no problem. It was my pleasure.
context: I'm fine, Onii-chan.\Is something wrong, Ebina-chan?\No... Nothing at all.\Sankakutou Ramen\Thanks!\Thanks, Ebina-chan. That was really good.\Thank you for the meal.\Oh, no problem. It was my pleasure. response:	You can't eat spicy stuff, Onii-chan?
context: Is something wrong, Ebina-chan?\No... Nothing at all.\Sankakutou Ramen\Thanks!\Thanks, Ebina-chan. That was really good.\Thank you for the meal.\Oh, no problem. It was my pleasure.\You can't eat spicy stuff, Onii-chan? response:	No, that was just especially spicy.
context: No... Nothing at all.\Sankakutou Ramen\Thanks!\Thanks, Ebina-chan. That was really good.\Thank you for the meal.\Oh, no problem. It was my pleasure.\You can't eat spicy stuff, Onii-chan?\No, that was just especially spicy. response:	I'm fine, Onii-chan.
context: Sankakutou Ramen\Thanks!\Thanks, Ebina-chan. That was really good.\Thank you for the meal.\Oh, no problem. It was my pleasure.\You can't eat spicy stuff, Onii-chan?\No, that was just especially spicy.\I'm fine, Onii-chan. response:	I'd love for the three of us to go again.
context: Thanks!\Thanks, Ebina-chan. That was really good.\Thank you for the meal.\Oh, no problem. It was my pleasure.\You can't eat spicy stuff, Onii-chan?\No, that was just especially spicy.\I'm fine, Onii-chan.\I'd love for the three of us to go again. response:	Yeah, sure.
context: Thanks, Ebina-chan. That was really good.\Thank you for the meal.\Oh, no problem. It was my pleasure.\You can't eat spicy stuff, Onii-chan?\No, that was just especially spicy.\I'm fine, Onii-chan.\I'd love for the three of us to go again.\Yeah, sure. response:	Huh?! The same place?!
context: Thank you for the meal.\Oh, no problem. It was my pleasure.\You can't eat spicy stuff, Onii-chan?\No, that was just especially spicy.\I'm fine, Onii-chan.\I'd love for the three of us to go again.\Yeah, sure.\Huh?! The same place?! response:	So we worked hard making nothing but ramen,
context: Oh, no problem. It was my pleasure.\You can't eat spicy stuff, Onii-chan?\No, that was just especially spicy.\I'm fine, Onii-chan.\I'd love for the three of us to go again.\Yeah, sure.\Huh?! The same place?!\So we worked hard making nothing but ramen, response:	and the shop just got covered in oil.
context: You can't eat spicy stuff, Onii-chan?\No, that was just especially spicy.\I'm fine, Onii-chan.\I'd love for the three of us to go again.\Yeah, sure.\Huh?! The same place?!\So we worked hard making nothing but ramen,\and the shop just got covered in oil. response:	This is the true...
context: No, that was just especially spicy.\I'm fine, Onii-chan.\I'd love for the three of us to go again.\Yeah, sure.\Huh?! The same place?!\So we worked hard making nothing but ramen,\and the shop just got covered in oil.\This is the true... response:	Oilamen!
context: I'm fine, Onii-chan.\I'd love for the three of us to go again.\Yeah, sure.\Huh?! The same place?!\So we worked hard making nothing but ramen,\and the shop just got covered in oil.\This is the true...\Oilamen! response:	Oden Sankaku
context: I'd love for the three of us to go again.\Yeah, sure.\Huh?! The same place?!\So we worked hard making nothing but ramen,\and the shop just got covered in oil.\This is the true...\Oilamen!\Oden Sankaku response:	Taihei... Don't you think it's messed up?
context: Yeah, sure.\Huh?! The same place?!\So we worked hard making nothing but ramen,\and the shop just got covered in oil.\This is the true...\Oilamen!\Oden Sankaku\Taihei... Don't you think it's messed up? response:	For someone to come to a mixer when she has a boyfriend...
context: Huh?! The same place?!\So we worked hard making nothing but ramen,\and the shop just got covered in oil.\This is the true...\Oilamen!\Oden Sankaku\Taihei... Don't you think it's messed up?\For someone to come to a mixer when she has a boyfriend... response:	I-I dunno...
context: So we worked hard making nothing but ramen,\and the shop just got covered in oil.\This is the true...\Oilamen!\Oden Sankaku\Taihei... Don't you think it's messed up?\For someone to come to a mixer when she has a boyfriend...\I-I dunno... response:	Well, it is! It's totally against the rules!
context: and the shop just got covered in oil.\This is the true...\Oilamen!\Oden Sankaku\Taihei... Don't you think it's messed up?\For someone to come to a mixer when she has a boyfriend...\I-I dunno...\Well, it is! It's totally against the rules! response:	Hey, could I get another draft?!
context: This is the true...\Oilamen!\Oden Sankaku\Taihei... Don't you think it's messed up?\For someone to come to a mixer when she has a boyfriend...\I-I dunno...\Well, it is! It's totally against the rules!\Hey, could I get another draft?! response:	Sure thing.
context: Oilamen!\Oden Sankaku\Taihei... Don't you think it's messed up?\For someone to come to a mixer when she has a boyfriend...\I-I dunno...\Well, it is! It's totally against the rules!\Hey, could I get another draft?!\Sure thing. response:	Look, is that what you wanted to talk about?
context: Oden Sankaku\Taihei... Don't you think it's messed up?\For someone to come to a mixer when she has a boyfriend...\I-I dunno...\Well, it is! It's totally against the rules!\Hey, could I get another draft?!\Sure thing.\Look, is that what you wanted to talk about? response:	Then I'd like to go ho
context: Taihei... Don't you think it's messed up?\For someone to come to a mixer when she has a boyfriend...\I-I dunno...\Well, it is! It's totally against the rules!\Hey, could I get another draft?!\Sure thing.\Look, is that what you wanted to talk about?\Then I'd like to go ho response:	There's something I want to ask you, Taihei.
context: For someone to come to a mixer when she has a boyfriend...\I-I dunno...\Well, it is! It's totally against the rules!\Hey, could I get another draft?!\Sure thing.\Look, is that what you wanted to talk about?\Then I'd like to go ho\There's something I want to ask you, Taihei. response:	Wh-What?
context: I-I dunno...\Well, it is! It's totally against the rules!\Hey, could I get another draft?!\Sure thing.\Look, is that what you wanted to talk about?\Then I'd like to go ho\There's something I want to ask you, Taihei.\Wh-What? response:	You...
context: Well, it is! It's totally against the rules!\Hey, could I get another draft?!\Sure thing.\Look, is that what you wanted to talk about?\Then I'd like to go ho\There's something I want to ask you, Taihei.\Wh-What?\You... response:	Here's your draft.
context: Hey, could I get another draft?!\Sure thing.\Look, is that what you wanted to talk about?\Then I'd like to go ho\There's something I want to ask you, Taihei.\Wh-What?\You...\Here's your draft. response:	Oh, thanks.
context: Sure thing.\Look, is that what you wanted to talk about?\Then I'd like to go ho\There's something I want to ask you, Taihei.\Wh-What?\You...\Here's your draft.\Oh, thanks. response:	You...
context: Look, is that what you wanted to talk about?\Then I'd like to go ho\There's something I want to ask you, Taihei.\Wh-What?\You...\Here's your draft.\Oh, thanks.\You... response:	And your croquettes.
context: Then I'd like to go ho\There's something I want to ask you, Taihei.\Wh-What?\You...\Here's your draft.\Oh, thanks.\You...\And your croquettes. response:	Thanks.
context: There's something I want to ask you, Taihei.\Wh-What?\You...\Here's your draft.\Oh, thanks.\You...\And your croquettes.\Thanks. response:	Yo
context: Wh-What?\You...\Here's your draft.\Oh, thanks.\You...\And your croquettes.\Thanks.\Yo response:	And your octopus with wasabi.
context: You...\Here's your draft.\Oh, thanks.\You...\And your croquettes.\Thanks.\Yo\And your octopus with wasabi. response:	Th-Thanks...
context: Here's your draft.\Oh, thanks.\You...\And your croquettes.\Thanks.\Yo\And your octopus with wasabi.\Th-Thanks... response:	You're totally living with your girlfriend, aren't you?
context: Oh, thanks.\You...\And your croquettes.\Thanks.\Yo\And your octopus with wasabi.\Th-Thanks...\You're totally living with your girlfriend, aren't you? response:	No, I'm not. What the hell?
context: You...\And your croquettes.\Thanks.\Yo\And your octopus with wasabi.\Th-Thanks...\You're totally living with your girlfriend, aren't you?\No, I'm not. What the hell? response:	You liar! I always thought it was weird.
context: And your croquettes.\Thanks.\Yo\And your octopus with wasabi.\Th-Thanks...\You're totally living with your girlfriend, aren't you?\No, I'm not. What the hell?\You liar! I always thought it was weird. response:	You go straight home after work, you don't go to mixers or hostess clubs...
context: Thanks.\Yo\And your octopus with wasabi.\Th-Thanks...\You're totally living with your girlfriend, aren't you?\No, I'm not. What the hell?\You liar! I always thought it was weird.\You go straight home after work, you don't go to mixers or hostess clubs... response:	You don't even go to girls' bars!
context: Yo\And your octopus with wasabi.\Th-Thanks...\You're totally living with your girlfriend, aren't you?\No, I'm not. What the hell?\You liar! I always thought it was weird.\You go straight home after work, you don't go to mixers or hostess clubs...\You don't even go to girls' bars! response:	What the hell is a girls' bar?
context: And your octopus with wasabi.\Th-Thanks...\You're totally living with your girlfriend, aren't you?\No, I'm not. What the hell?\You liar! I always thought it was weird.\You go straight home after work, you don't go to mixers or hostess clubs...\You don't even go to girls' bars!\What the hell is a girls' bar? response:	And!
context: Th-Thanks...\You're totally living with your girlfriend, aren't you?\No, I'm not. What the hell?\You liar! I always thought it was weird.\You go straight home after work, you don't go to mixers or hostess clubs...\You don't even go to girls' bars!\What the hell is a girls' bar?\And! response:	People in our office have seen you walking with a hot young girl!
context: You're totally living with your girlfriend, aren't you?\No, I'm not. What the hell?\You liar! I always thought it was weird.\You go straight home after work, you don't go to mixers or hostess clubs...\You don't even go to girls' bars!\What the hell is a girls' bar?\And!\People in our office have seen you walking with a hot young girl! response:	Wha...
context: No, I'm not. What the hell?\You liar! I always thought it was weird.\You go straight home after work, you don't go to mixers or hostess clubs...\You don't even go to girls' bars!\What the hell is a girls' bar?\And!\People in our office have seen you walking with a hot young girl!\Wha... response:	They're probably talking about my sister.
context: You liar! I always thought it was weird.\You go straight home after work, you don't go to mixers or hostess clubs...\You don't even go to girls' bars!\What the hell is a girls' bar?\And!\People in our office have seen you walking with a hot young girl!\Wha...\They're probably talking about my sister. response:	There it is again, sister.
context: You go straight home after work, you don't go to mixers or hostess clubs...\You don't even go to girls' bars!\What the hell is a girls' bar?\And!\People in our office have seen you walking with a hot young girl!\Wha...\They're probably talking about my sister.\There it is again, sister. response:	No one goes shopping with their sister!
context: You don't even go to girls' bars!\What the hell is a girls' bar?\And!\People in our office have seen you walking with a hot young girl!\Wha...\They're probably talking about my sister.\There it is again, sister.\No one goes shopping with their sister! response:	Th-They don't?
context: What the hell is a girls' bar?\And!\People in our office have seen you walking with a hot young girl!\Wha...\They're probably talking about my sister.\There it is again, sister.\No one goes shopping with their sister!\Th-They don't? response:	I was dumped yesterday!
context: And!\People in our office have seen you walking with a hot young girl!\Wha...\They're probably talking about my sister.\There it is again, sister.\No one goes shopping with their sister!\Th-They don't?\I was dumped yesterday! response:	I can't go on knowing that you have a woman!
context: People in our office have seen you walking with a hot young girl!\Wha...\They're probably talking about my sister.\There it is again, sister.\No one goes shopping with their sister!\Th-They don't?\I was dumped yesterday!\I can't go on knowing that you have a woman! response:	Can I come over after this?
context: Wha...\They're probably talking about my sister.\There it is again, sister.\No one goes shopping with their sister!\Th-They don't?\I was dumped yesterday!\I can't go on knowing that you have a woman!\Can I come over after this? response:	Nope.
context: They're probably talking about my sister.\There it is again, sister.\No one goes shopping with their sister!\Th-They don't?\I was dumped yesterday!\I can't go on knowing that you have a woman!\Can I come over after this?\Nope. response:	Man... It's always exciting going over to a friend's house.
context: There it is again, sister.\No one goes shopping with their sister!\Th-They don't?\I was dumped yesterday!\I can't go on knowing that you have a woman!\Can I come over after this?\Nope.\Man... It's always exciting going over to a friend's house. response:	I didn't tell him he could follow me...
context: No one goes shopping with their sister!\Th-They don't?\I was dumped yesterday!\I can't go on knowing that you have a woman!\Can I come over after this?\Nope.\Man... It's always exciting going over to a friend's house.\I didn't tell him he could follow me... response:	Well, I guess it's better than having weird rumors going around.
context: Th-They don't?\I was dumped yesterday!\I can't go on knowing that you have a woman!\Can I come over after this?\Nope.\Man... It's always exciting going over to a friend's house.\I didn't tell him he could follow me...\Well, I guess it's better than having weird rumors going around. response:	I should text Umaru.
context: I was dumped yesterday!\I can't go on knowing that you have a woman!\Can I come over after this?\Nope.\Man... It's always exciting going over to a friend's house.\I didn't tell him he could follow me...\Well, I guess it's better than having weird rumors going around.\I should text Umaru. response:	My coworker is coming over.
context: I can't go on knowing that you have a woman!\Can I come over after this?\Nope.\Man... It's always exciting going over to a friend's house.\I didn't tell him he could follow me...\Well, I guess it's better than having weird rumors going around.\I should text Umaru.\My coworker is coming over. response:	I'm sure once he meets her at the door, he'll be convinced and go home.
context: Can I come over after this?\Nope.\Man... It's always exciting going over to a friend's house.\I didn't tell him he could follow me...\Well, I guess it's better than having weird rumors going around.\I should text Umaru.\My coworker is coming over.\I'm sure once he meets her at the door, he'll be convinced and go home. response:	Sh-She's asleep...
context: Nope.\Man... It's always exciting going over to a friend's house.\I didn't tell him he could follow me...\Well, I guess it's better than having weird rumors going around.\I should text Umaru.\My coworker is coming over.\I'm sure once he meets her at the door, he'll be convinced and go home.\Sh-She's asleep... response:	She's so cute!
context: Man... It's always exciting going over to a friend's house.\I didn't tell him he could follow me...\Well, I guess it's better than having weird rumors going around.\I should text Umaru.\My coworker is coming over.\I'm sure once he meets her at the door, he'll be convinced and go home.\Sh-She's asleep...\She's so cute! response:	What is this adorable creature?!
context: I didn't tell him he could follow me...\Well, I guess it's better than having weird rumors going around.\I should text Umaru.\My coworker is coming over.\I'm sure once he meets her at the door, he'll be convinced and go home.\Sh-She's asleep...\She's so cute!\What is this adorable creature?! response:	Hey, you're being too loud.
context: Well, I guess it's better than having weird rumors going around.\I should text Umaru.\My coworker is coming over.\I'm sure once he meets her at the door, he'll be convinced and go home.\Sh-She's asleep...\She's so cute!\What is this adorable creature?!\Hey, you're being too loud. response:	I feel like the wound on my heart has been soothed.
context: I should text Umaru.\My coworker is coming over.\I'm sure once he meets her at the door, he'll be convinced and go home.\Sh-She's asleep...\She's so cute!\What is this adorable creature?!\Hey, you're being too loud.\I feel like the wound on my heart has been soothed. response:	You get it now? This is my sister.
context: My coworker is coming over.\I'm sure once he meets her at the door, he'll be convinced and go home.\Sh-She's asleep...\She's so cute!\What is this adorable creature?!\Hey, you're being too loud.\I feel like the wound on my heart has been soothed.\You get it now? This is my sister. response:	So go home already.
context: I'm sure once he meets her at the door, he'll be convinced and go home.\Sh-She's asleep...\She's so cute!\What is this adorable creature?!\Hey, you're being too loud.\I feel like the wound on my heart has been soothed.\You get it now? This is my sister.\So go home already. response:	Don't be so stingy. I'm just gonna look.
context: Sh-She's asleep...\She's so cute!\What is this adorable creature?!\Hey, you're being too loud.\I feel like the wound on my heart has been soothed.\You get it now? This is my sister.\So go home already.\Don't be so stingy. I'm just gonna look. response:	C'mon, give me healing.
context: She's so cute!\What is this adorable creature?!\Hey, you're being too loud.\I feel like the wound on my heart has been soothed.\You get it now? This is my sister.\So go home already.\Don't be so stingy. I'm just gonna look.\C'mon, give me healing. response:	You're being creepy! Go home!
context: What is this adorable creature?!\Hey, you're being too loud.\I feel like the wound on my heart has been soothed.\You get it now? This is my sister.\So go home already.\Don't be so stingy. I'm just gonna look.\C'mon, give me healing.\You're being creepy! Go home! response:	Just for a little bit!
context: Hey, you're being too loud.\I feel like the wound on my heart has been soothed.\You get it now? This is my sister.\So go home already.\Don't be so stingy. I'm just gonna look.\C'mon, give me healing.\You're being creepy! Go home!\Just for a little bit! response:	It's not like you lose anything from it, so come on!
context: I feel like the wound on my heart has been soothed.\You get it now? This is my sister.\So go home already.\Don't be so stingy. I'm just gonna look.\C'mon, give me healing.\You're being creepy! Go home!\Just for a little bit!\It's not like you lose anything from it, so come on! response:	Onii-chan?
context: You get it now? This is my sister.\So go home already.\Don't be so stingy. I'm just gonna look.\C'mon, give me healing.\You're being creepy! Go home!\Just for a little bit!\It's not like you lose anything from it, so come on!\Onii-chan? response:	Hair Growth Formula
context: So go home already.\Don't be so stingy. I'm just gonna look.\C'mon, give me healing.\You're being creepy! Go home!\Just for a little bit!\It's not like you lose anything from it, so come on!\Onii-chan?\Hair Growth Formula response:	Onii-chan's head exploded and got huge!
context: Don't be so stingy. I'm just gonna look.\C'mon, give me healing.\You're being creepy! Go home!\Just for a little bit!\It's not like you lose anything from it, so come on!\Onii-chan?\Hair Growth Formula\Onii-chan's head exploded and got huge! response:	What's with this creature?!
context: C'mon, give me healing.\You're being creepy! Go home!\Just for a little bit!\It's not like you lose anything from it, so come on!\Onii-chan?\Hair Growth Formula\Onii-chan's head exploded and got huge!\What's with this creature?! response:	I have to pull it out! I have to pull it out!
context: You're being creepy! Go home!\Just for a little bit!\It's not like you lose anything from it, so come on!\Onii-chan?\Hair Growth Formula\Onii-chan's head exploded and got huge!\What's with this creature?!\I have to pull it out! I have to pull it out! response:	Oh, boy...
context: Just for a little bit!\It's not like you lose anything from it, so come on!\Onii-chan?\Hair Growth Formula\Onii-chan's head exploded and got huge!\What's with this creature?!\I have to pull it out! I have to pull it out!\Oh, boy... response:	See ya!
context: It's not like you lose anything from it, so come on!\Onii-chan?\Hair Growth Formula\Onii-chan's head exploded and got huge!\What's with this creature?!\I have to pull it out! I have to pull it out!\Oh, boy...\See ya! response:	Hey, Onii-chan. Who was that, anyway?
context: Onii-chan?\Hair Growth Formula\Onii-chan's head exploded and got huge!\What's with this creature?!\I have to pull it out! I have to pull it out!\Oh, boy...\See ya!\Hey, Onii-chan. Who was that, anyway? response:	He's my coworker, Bomber.
context: Hair Growth Formula\Onii-chan's head exploded and got huge!\What's with this creature?!\I have to pull it out! I have to pull it out!\Oh, boy...\See ya!\Hey, Onii-chan. Who was that, anyway?\He's my coworker, Bomber. response:	Bomber?
context: Onii-chan's head exploded and got huge!\What's with this creature?!\I have to pull it out! I have to pull it out!\Oh, boy...\See ya!\Hey, Onii-chan. Who was that, anyway?\He's my coworker, Bomber.\Bomber? response:	Motoba
context: What's with this creature?!\I have to pull it out! I have to pull it out!\Oh, boy...\See ya!\Hey, Onii-chan. Who was that, anyway?\He's my coworker, Bomber.\Bomber?\Motoba response:	I'm home.
context: I have to pull it out! I have to pull it out!\Oh, boy...\See ya!\Hey, Onii-chan. Who was that, anyway?\He's my coworker, Bomber.\Bomber?\Motoba\I'm home. response:	No Trespassing
context: Oh, boy...\See ya!\Hey, Onii-chan. Who was that, anyway?\He's my coworker, Bomber.\Bomber?\Motoba\I'm home.\No Trespassing response:	I'm home!
context: See ya!\Hey, Onii-chan. Who was that, anyway?\He's my coworker, Bomber.\Bomber?\Motoba\I'm home.\No Trespassing\I'm home! response:	Wh-Wha
context: Hey, Onii-chan. Who was that, anyway?\He's my coworker, Bomber.\Bomber?\Motoba\I'm home.\No Trespassing\I'm home!\Wh-Wha response:	Kirie!
context: He's my coworker, Bomber.\Bomber?\Motoba\I'm home.\No Trespassing\I'm home!\Wh-Wha\Kirie! response:	It's been a while...
context: Bomber?\Motoba\I'm home.\No Trespassing\I'm home!\Wh-Wha\Kirie!\It's been a while... response:	Your Onii-chan will give you a piggyback ride.
context: Motoba\I'm home.\No Trespassing\I'm home!\Wh-Wha\Kirie!\It's been a while...\Your Onii-chan will give you a piggyback ride. response:	Don't come in here without permission!
context: I'm home.\No Trespassing\I'm home!\Wh-Wha\Kirie!\It's been a while...\Your Onii-chan will give you a piggyback ride.\Don't come in here without permission! response:	Ow! What's with you, Kirie?!
context: No Trespassing\I'm home!\Wh-Wha\Kirie!\It's been a while...\Your Onii-chan will give you a piggyback ride.\Don't come in here without permission!\Ow! What's with you, Kirie?! response:	Stop! Hey!
context: I'm home!\Wh-Wha\Kirie!\It's been a while...\Your Onii-chan will give you a piggyback ride.\Don't come in here without permission!\Ow! What's with you, Kirie?!\Stop! Hey! response:	Can't you even read no trespassing, you exploded gorilla?!
context: Wh-Wha\Kirie!\It's been a while...\Your Onii-chan will give you a piggyback ride.\Don't come in here without permission!\Ow! What's with you, Kirie?!\Stop! Hey!\Can't you even read no trespassing, you exploded gorilla?! response:	want to go to an old-timey candy store!
context: Kirie!\It's been a while...\Your Onii-chan will give you a piggyback ride.\Don't come in here without permission!\Ow! What's with you, Kirie?!\Stop! Hey!\Can't you even read no trespassing, you exploded gorilla?!\want to go to an old-timey candy store! response:	Candy store?
context: It's been a while...\Your Onii-chan will give you a piggyback ride.\Don't come in here without permission!\Ow! What's with you, Kirie?!\Stop! Hey!\Can't you even read no trespassing, you exploded gorilla?!\want to go to an old-timey candy store!\Candy store? response:	Stop
context: Your Onii-chan will give you a piggyback ride.\Don't come in here without permission!\Ow! What's with you, Kirie?!\Stop! Hey!\Can't you even read no trespassing, you exploded gorilla?!\want to go to an old-timey candy store!\Candy store?\Stop response:	Ramune
context: Don't come in here without permission!\Ow! What's with you, Kirie?!\Stop! Hey!\Can't you even read no trespassing, you exploded gorilla?!\want to go to an old-timey candy store!\Candy store?\Stop\Ramune response:	Candy Toys Matsuribayashi
context: Ow! What's with you, Kirie?!\Stop! Hey!\Can't you even read no trespassing, you exploded gorilla?!\want to go to an old-timey candy store!\Candy store?\Stop\Ramune\Candy Toys Matsuribayashi response:	Ice Cream
context: Stop! Hey!\Can't you even read no trespassing, you exploded gorilla?!\want to go to an old-timey candy store!\Candy store?\Stop\Ramune\Candy Toys Matsuribayashi\Ice Cream response:	This is truly
context: Can't you even read no trespassing, you exploded gorilla?!\want to go to an old-timey candy store!\Candy store?\Stop\Ramune\Candy Toys Matsuribayashi\Ice Cream\This is truly response:	a good old-fashioned candy store!
context: want to go to an old-timey candy store!\Candy store?\Stop\Ramune\Candy Toys Matsuribayashi\Ice Cream\This is truly\a good old-fashioned candy store! response:	A ten-yen game covered in rust!
context: Candy store?\Stop\Ramune\Candy Toys Matsuribayashi\Ice Cream\This is truly\a good old-fashioned candy store!\A ten-yen game covered in rust! response:	Out of Order
context: Stop\Ramune\Candy Toys Matsuribayashi\Ice Cream\This is truly\a good old-fashioned candy store!\A ten-yen game covered in rust!\Out of Order response:	A Monkey Kong machine with a sunshade!
context: Ramune\Candy Toys Matsuribayashi\Ice Cream\This is truly\a good old-fashioned candy store!\A ten-yen game covered in rust!\Out of Order\A Monkey Kong machine with a sunshade! response:	The capsule machines are broken and the sides are coming apart!
context: Candy Toys Matsuribayashi\Ice Cream\This is truly\a good old-fashioned candy store!\A ten-yen game covered in rust!\Out of Order\A Monkey Kong machine with a sunshade!\The capsule machines are broken and the sides are coming apart! response:	And there are still things inside!
context: Ice Cream\This is truly\a good old-fashioned candy store!\A ten-yen game covered in rust!\Out of Order\A Monkey Kong machine with a sunshade!\The capsule machines are broken and the sides are coming apart!\And there are still things inside! response:	This is a true candy store!
context: This is truly\a good old-fashioned candy store!\A ten-yen game covered in rust!\Out of Order\A Monkey Kong machine with a sunshade!\The capsule machines are broken and the sides are coming apart!\And there are still things inside!\This is a true candy store! response:	Shuba
context: a good old-fashioned candy store!\A ten-yen game covered in rust!\Out of Order\A Monkey Kong machine with a sunshade!\The capsule machines are broken and the sides are coming apart!\And there are still things inside!\This is a true candy store!\Shuba response:	Nothing less from UMR-san. I commend you for knowing about this shop.
context: A ten-yen game covered in rust!\Out of Order\A Monkey Kong machine with a sunshade!\The capsule machines are broken and the sides are coming apart!\And there are still things inside!\This is a true candy store!\Shuba\Nothing less from UMR-san. I commend you for knowing about this shop. response:	I found it about six months ago.
context: Out of Order\A Monkey Kong machine with a sunshade!\The capsule machines are broken and the sides are coming apart!\And there are still things inside!\This is a true candy store!\Shuba\Nothing less from UMR-san. I commend you for knowing about this shop.\I found it about six months ago. response:	The place is open, but I'm not sure if they're actually in business.
context: A Monkey Kong machine with a sunshade!\The capsule machines are broken and the sides are coming apart!\And there are still things inside!\This is a true candy store!\Shuba\Nothing less from UMR-san. I commend you for knowing about this shop.\I found it about six months ago.\The place is open, but I'm not sure if they're actually in business. response:	Oh, you're right. I don't see anyone working.
context: The capsule machines are broken and the sides are coming apart!\And there are still things inside!\This is a true candy store!\Shuba\Nothing less from UMR-san. I commend you for knowing about this shop.\I found it about six months ago.\The place is open, but I'm not sure if they're actually in business.\Oh, you're right. I don't see anyone working. response:	But if the door's open, it must mean they're open for business.
context: And there are still things inside!\This is a true candy store!\Shuba\Nothing less from UMR-san. I commend you for knowing about this shop.\I found it about six months ago.\The place is open, but I'm not sure if they're actually in business.\Oh, you're right. I don't see anyone working.\But if the door's open, it must mean they're open for business. response:	Let's pick out some candy.
context: This is a true candy store!\Shuba\Nothing less from UMR-san. I commend you for knowing about this shop.\I found it about six months ago.\The place is open, but I'm not sure if they're actually in business.\Oh, you're right. I don't see anyone working.\But if the door's open, it must mean they're open for business.\Let's pick out some candy. response:	Right. I'm sure someone will come out.
context: Shuba\Nothing less from UMR-san. I commend you for knowing about this shop.\I found it about six months ago.\The place is open, but I'm not sure if they're actually in business.\Oh, you're right. I don't see anyone working.\But if the door's open, it must mean they're open for business.\Let's pick out some candy.\Right. I'm sure someone will come out. response:	Cola Drinko
context: Nothing less from UMR-san. I commend you for knowing about this shop.\I found it about six months ago.\The place is open, but I'm not sure if they're actually in business.\Oh, you're right. I don't see anyone working.\But if the door's open, it must mean they're open for business.\Let's pick out some candy.\Right. I'm sure someone will come out.\Cola Drinko response:	This is that Cola Drinko that calls itself cola despite not having any carbonation!
context: I found it about six months ago.\The place is open, but I'm not sure if they're actually in business.\Oh, you're right. I don't see anyone working.\But if the door's open, it must mean they're open for business.\Let's pick out some candy.\Right. I'm sure someone will come out.\Cola Drinko\This is that Cola Drinko that calls itself cola despite not having any carbonation! response:	Also, cola ramune,
context: The place is open, but I'm not sure if they're actually in business.\Oh, you're right. I don't see anyone working.\But if the door's open, it must mean they're open for business.\Let's pick out some candy.\Right. I'm sure someone will come out.\Cola Drinko\This is that Cola Drinko that calls itself cola despite not having any carbonation!\Also, cola ramune, response:	Cola Gummies
context: Oh, you're right. I don't see anyone working.\But if the door's open, it must mean they're open for business.\Let's pick out some candy.\Right. I'm sure someone will come out.\Cola Drinko\This is that Cola Drinko that calls itself cola despite not having any carbonation!\Also, cola ramune,\Cola Gummies response:	and cola gummies!
context: But if the door's open, it must mean they're open for business.\Let's pick out some candy.\Right. I'm sure someone will come out.\Cola Drinko\This is that Cola Drinko that calls itself cola despite not having any carbonation!\Also, cola ramune,\Cola Gummies\and cola gummies! response:	They're totally different, but the word cola is tempting me!
context: Let's pick out some candy.\Right. I'm sure someone will come out.\Cola Drinko\This is that Cola Drinko that calls itself cola despite not having any carbonation!\Also, cola ramune,\Cola Gummies\and cola gummies!\They're totally different, but the word cola is tempting me! response:	Cola Obsessed?
context: Right. I'm sure someone will come out.\Cola Drinko\This is that Cola Drinko that calls itself cola despite not having any carbonation!\Also, cola ramune,\Cola Gummies\and cola gummies!\They're totally different, but the word cola is tempting me!\Cola Obsessed? response:	Though it's an old-fashioned candy store,
