context: Lisanna, where are you? response:	Hey, answer me!
context: No, I'm just happy you came back safe and sound.\You're the first one I know that's ever come back from this quest alive.\I wanna get some rest, so I'm heading home.\Man, I'm beat...\Natsu!\Come to my place later. I've brought souvenirs!\Now, pardon me.\My, my... response:	Use the door, man!
context: You're the first one I know that's ever come back from this quest alive.\I wanna get some rest, so I'm heading home.\Man, I'm beat...\Natsu!\Come to my place later. I've brought souvenirs!\Now, pardon me.\My, my...\Use the door, man! response:	I wonder what he brought me?
context: I wanna get some rest, so I'm heading home.\Man, I'm beat...\Natsu!\Come to my place later. I've brought souvenirs!\Now, pardon me.\My, my...\Use the door, man!\I wonder what he brought me? response:	I can't wait!
context: Man, I'm beat...\Natsu!\Come to my place later. I've brought souvenirs!\Now, pardon me.\My, my...\Use the door, man!\I wonder what he brought me?\I can't wait! response:	Don't go copying him!
context: Natsu!\Come to my place later. I've brought souvenirs!\Now, pardon me.\My, my...\Use the door, man!\I wonder what he brought me?\I can't wait!\Don't go copying him! response:	My, my...
context: Come to my place later. I've brought souvenirs!\Now, pardon me.\My, my...\Use the door, man!\I wonder what he brought me?\I can't wait!\Don't go copying him!\My, my... response:	Happy, let's hurry up and go!
context: Now, pardon me.\My, my...\Use the door, man!\I wonder what he brought me?\I can't wait!\Don't go copying him!\My, my...\Happy, let's hurry up and go! response:	Hey... Are Gildarts and Natsu really that close?
context: My, my...\Use the door, man!\I wonder what he brought me?\I can't wait!\Don't go copying him!\My, my...\Happy, let's hurry up and go!\Hey... Are Gildarts and Natsu really that close? response:	Aye! The difference in their skills are like night and day,
context: Use the door, man!\I wonder what he brought me?\I can't wait!\Don't go copying him!\My, my...\Happy, let's hurry up and go!\Hey... Are Gildarts and Natsu really that close?\Aye! The difference in their skills are like night and day, response:	but it seems like Gildarts has taken a liking to Natsu.
context: I wonder what he brought me?\I can't wait!\Don't go copying him!\My, my...\Happy, let's hurry up and go!\Hey... Are Gildarts and Natsu really that close?\Aye! The difference in their skills are like night and day,\but it seems like Gildarts has taken a liking to Natsu. response:	But Gildarts only comes back once in a while, right?
context: I can't wait!\Don't go copying him!\My, my...\Happy, let's hurry up and go!\Hey... Are Gildarts and Natsu really that close?\Aye! The difference in their skills are like night and day,\but it seems like Gildarts has taken a liking to Natsu.\But Gildarts only comes back once in a while, right? response:	Aye! He came back right after I was born...
context: Don't go copying him!\My, my...\Happy, let's hurry up and go!\Hey... Are Gildarts and Natsu really that close?\Aye! The difference in their skills are like night and day,\but it seems like Gildarts has taken a liking to Natsu.\But Gildarts only comes back once in a while, right?\Aye! He came back right after I was born... response:	Still no fish?
context: My, my...\Happy, let's hurry up and go!\Hey... Are Gildarts and Natsu really that close?\Aye! The difference in their skills are like night and day,\but it seems like Gildarts has taken a liking to Natsu.\But Gildarts only comes back once in a while, right?\Aye! He came back right after I was born...\Still no fish? response:	I'm gonna catch you a big one soon, so just wait!
context: Happy, let's hurry up and go!\Hey... Are Gildarts and Natsu really that close?\Aye! The difference in their skills are like night and day,\but it seems like Gildarts has taken a liking to Natsu.\But Gildarts only comes back once in a while, right?\Aye! He came back right after I was born...\Still no fish?\I'm gonna catch you a big one soon, so just wait! response:	But we've hardly had any bites...
context: Hey... Are Gildarts and Natsu really that close?\Aye! The difference in their skills are like night and day,\but it seems like Gildarts has taken a liking to Natsu.\But Gildarts only comes back once in a while, right?\Aye! He came back right after I was born...\Still no fish?\I'm gonna catch you a big one soon, so just wait!\But we've hardly had any bites... response:	Oh, right... Lisanna was with us back then.
context: Aye! The difference in their skills are like night and day,\but it seems like Gildarts has taken a liking to Natsu.\But Gildarts only comes back once in a while, right?\Aye! He came back right after I was born...\Still no fish?\I'm gonna catch you a big one soon, so just wait!\But we've hardly had any bites...\Oh, right... Lisanna was with us back then. response:	Hooked one!
context: but it seems like Gildarts has taken a liking to Natsu.\But Gildarts only comes back once in a while, right?\Aye! He came back right after I was born...\Still no fish?\I'm gonna catch you a big one soon, so just wait!\But we've hardly had any bites...\Oh, right... Lisanna was with us back then.\Hooked one! response:	You can do it!
context: But Gildarts only comes back once in a while, right?\Aye! He came back right after I was born...\Still no fish?\I'm gonna catch you a big one soon, so just wait!\But we've hardly had any bites...\Oh, right... Lisanna was with us back then.\Hooked one!\You can do it! response:	Alright!
context: Aye! He came back right after I was born...\Still no fish?\I'm gonna catch you a big one soon, so just wait!\But we've hardly had any bites...\Oh, right... Lisanna was with us back then.\Hooked one!\You can do it!\Alright! response:	Tiny...
context: Still no fish?\I'm gonna catch you a big one soon, so just wait!\But we've hardly had any bites...\Oh, right... Lisanna was with us back then.\Hooked one!\You can do it!\Alright!\Tiny... response:	Well, it is what it is!
context: I'm gonna catch you a big one soon, so just wait!\But we've hardly had any bites...\Oh, right... Lisanna was with us back then.\Hooked one!\You can do it!\Alright!\Tiny...\Well, it is what it is! response:	Weren't you going to catch me a big one?
context: But we've hardly had any bites...\Oh, right... Lisanna was with us back then.\Hooked one!\You can do it!\Alright!\Tiny...\Well, it is what it is!\Weren't you going to catch me a big one? response:	I know! You'll get one, just wait!
context: Oh, right... Lisanna was with us back then.\Hooked one!\You can do it!\Alright!\Tiny...\Well, it is what it is!\Weren't you going to catch me a big one?\I know! You'll get one, just wait! response:	It's like you're the dad getting angry at his son.
context: Hooked one!\You can do it!\Alright!\Tiny...\Well, it is what it is!\Weren't you going to catch me a big one?\I know! You'll get one, just wait!\It's like you're the dad getting angry at his son. response:	Why am I the dad?
context: You can do it!\Alright!\Tiny...\Well, it is what it is!\Weren't you going to catch me a big one?\I know! You'll get one, just wait!\It's like you're the dad getting angry at his son.\Why am I the dad? response:	I don't want a dad like that!
context: Alright!\Tiny...\Well, it is what it is!\Weren't you going to catch me a big one?\I know! You'll get one, just wait!\It's like you're the dad getting angry at his son.\Why am I the dad?\I don't want a dad like that! response:	But you see, since I'm your wife, Natsu...
context: Tiny...\Well, it is what it is!\Weren't you going to catch me a big one?\I know! You'll get one, just wait!\It's like you're the dad getting angry at his son.\Why am I the dad?\I don't want a dad like that!\But you see, since I'm your wife, Natsu... response:	This again?
context: Well, it is what it is!\Weren't you going to catch me a big one?\I know! You'll get one, just wait!\It's like you're the dad getting angry at his son.\Why am I the dad?\I don't want a dad like that!\But you see, since I'm your wife, Natsu...\This again? response:	I never gave my permission for that!
context: Weren't you going to catch me a big one?\I know! You'll get one, just wait!\It's like you're the dad getting angry at his son.\Why am I the dad?\I don't want a dad like that!\But you see, since I'm your wife, Natsu...\This again?\I never gave my permission for that! response:	Aw, you're blushing again!
context: I know! You'll get one, just wait!\It's like you're the dad getting angry at his son.\Why am I the dad?\I don't want a dad like that!\But you see, since I'm your wife, Natsu...\This again?\I never gave my permission for that!\Aw, you're blushing again! response:	It'll be true soon enough!
context: It's like you're the dad getting angry at his son.\Why am I the dad?\I don't want a dad like that!\But you see, since I'm your wife, Natsu...\This again?\I never gave my permission for that!\Aw, you're blushing again!\It'll be true soon enough! response:	Shut up, you little brat!
context: Why am I the dad?\I don't want a dad like that!\But you see, since I'm your wife, Natsu...\This again?\I never gave my permission for that!\Aw, you're blushing again!\It'll be true soon enough!\Shut up, you little brat! response:	You're so cute when you're embarrassed!
context: I don't want a dad like that!\But you see, since I'm your wife, Natsu...\This again?\I never gave my permission for that!\Aw, you're blushing again!\It'll be true soon enough!\Shut up, you little brat!\You're so cute when you're embarrassed! response:	She lllikes you!
context: But you see, since I'm your wife, Natsu...\This again?\I never gave my permission for that!\Aw, you're blushing again!\It'll be true soon enough!\Shut up, you little brat!\You're so cute when you're embarrassed!\She lllikes you! response:	Stop rolling your tongue like that!
context: This again?\I never gave my permission for that!\Aw, you're blushing again!\It'll be true soon enough!\Shut up, you little brat!\You're so cute when you're embarrassed!\She lllikes you!\Stop rolling your tongue like that! response:	Natsu, do you remember your mom or dad's face?
context: I never gave my permission for that!\Aw, you're blushing again!\It'll be true soon enough!\Shut up, you little brat!\You're so cute when you're embarrassed!\She lllikes you!\Stop rolling your tongue like that!\Natsu, do you remember your mom or dad's face? response:	For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.
context: Aw, you're blushing again!\It'll be true soon enough!\Shut up, you little brat!\You're so cute when you're embarrassed!\She lllikes you!\Stop rolling your tongue like that!\Natsu, do you remember your mom or dad's face?\For me, Mira-nee and Elf-nii are so kind, I don't feel lonely. response:	But I don't know what it's like to feel the warmth of parents...
context: It'll be true soon enough!\Shut up, you little brat!\You're so cute when you're embarrassed!\She lllikes you!\Stop rolling your tongue like that!\Natsu, do you remember your mom or dad's face?\For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.\But I don't know what it's like to feel the warmth of parents... response:	Warmth?
context: Shut up, you little brat!\You're so cute when you're embarrassed!\She lllikes you!\Stop rolling your tongue like that!\Natsu, do you remember your mom or dad's face?\For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.\But I don't know what it's like to feel the warmth of parents...\Warmth? response:	You know what it's like, Natsu?
context: You're so cute when you're embarrassed!\She lllikes you!\Stop rolling your tongue like that!\Natsu, do you remember your mom or dad's face?\For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.\But I don't know what it's like to feel the warmth of parents...\Warmth?\You know what it's like, Natsu? response:	Not sure...
context: She lllikes you!\Stop rolling your tongue like that!\Natsu, do you remember your mom or dad's face?\For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.\But I don't know what it's like to feel the warmth of parents...\Warmth?\You know what it's like, Natsu?\Not sure... response:	But I know about Igneel's warmth.
context: Stop rolling your tongue like that!\Natsu, do you remember your mom or dad's face?\For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.\But I don't know what it's like to feel the warmth of parents...\Warmth?\You know what it's like, Natsu?\Not sure...\But I know about Igneel's warmth. response:	Igneel's?
context: Natsu, do you remember your mom or dad's face?\For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.\But I don't know what it's like to feel the warmth of parents...\Warmth?\You know what it's like, Natsu?\Not sure...\But I know about Igneel's warmth.\Igneel's? response:	I see...
context: For me, Mira-nee and Elf-nii are so kind, I don't feel lonely.\But I don't know what it's like to feel the warmth of parents...\Warmth?\You know what it's like, Natsu?\Not sure...\But I know about Igneel's warmth.\Igneel's?\I see... response:	Igneel...
context: But I don't know what it's like to feel the warmth of parents...\Warmth?\You know what it's like, Natsu?\Not sure...\But I know about Igneel's warmth.\Igneel's?\I see...\Igneel... response:	Why did you leave me behind?
context: Warmth?\You know what it's like, Natsu?\Not sure...\But I know about Igneel's warmth.\Igneel's?\I see...\Igneel...\Why did you leave me behind? response:	I searched all over for you!
context: You know what it's like, Natsu?\Not sure...\But I know about Igneel's warmth.\Igneel's?\I see...\Igneel...\Why did you leave me behind?\I searched all over for you! response:	And yet, you were nowhere to be found...
context: Not sure...\But I know about Igneel's warmth.\Igneel's?\I see...\Igneel...\Why did you leave me behind?\I searched all over for you!\And yet, you were nowhere to be found... response:	Natsu...
context: But I know about Igneel's warmth.\Igneel's?\I see...\Igneel...\Why did you leave me behind?\I searched all over for you!\And yet, you were nowhere to be found...\Natsu... response:	Now that you mention it, I saw some huge footprints on the outskirts of East Forest.
context: Igneel's?\I see...\Igneel...\Why did you leave me behind?\I searched all over for you!\And yet, you were nowhere to be found...\Natsu...\Now that you mention it, I saw some huge footprints on the outskirts of East Forest. response:	Whoa, for real?
context: I see...\Igneel...\Why did you leave me behind?\I searched all over for you!\And yet, you were nowhere to be found...\Natsu...\Now that you mention it, I saw some huge footprints on the outskirts of East Forest.\Whoa, for real? response:	Yup! Although I can't guarantee it was from a dragon or anything...
context: Igneel...\Why did you leave me behind?\I searched all over for you!\And yet, you were nowhere to be found...\Natsu...\Now that you mention it, I saw some huge footprints on the outskirts of East Forest.\Whoa, for real?\Yup! Although I can't guarantee it was from a dragon or anything... response:	Alright, let's go! Right now!
context: Why did you leave me behind?\I searched all over for you!\And yet, you were nowhere to be found...\Natsu...\Now that you mention it, I saw some huge footprints on the outskirts of East Forest.\Whoa, for real?\Yup! Although I can't guarantee it was from a dragon or anything...\Alright, let's go! Right now! response:	But, the sun will set soon...
context: I searched all over for you!\And yet, you were nowhere to be found...\Natsu...\Now that you mention it, I saw some huge footprints on the outskirts of East Forest.\Whoa, for real?\Yup! Although I can't guarantee it was from a dragon or anything...\Alright, let's go! Right now!\But, the sun will set soon... response:	It don't matter!
context: And yet, you were nowhere to be found...\Natsu...\Now that you mention it, I saw some huge footprints on the outskirts of East Forest.\Whoa, for real?\Yup! Although I can't guarantee it was from a dragon or anything...\Alright, let's go! Right now!\But, the sun will set soon...\It don't matter! response:	I'll go myself!
context: Natsu...\Now that you mention it, I saw some huge footprints on the outskirts of East Forest.\Whoa, for real?\Yup! Although I can't guarantee it was from a dragon or anything...\Alright, let's go! Right now!\But, the sun will set soon...\It don't matter!\I'll go myself! response:	Tell me where they are!
context: Now that you mention it, I saw some huge footprints on the outskirts of East Forest.\Whoa, for real?\Yup! Although I can't guarantee it was from a dragon or anything...\Alright, let's go! Right now!\But, the sun will set soon...\It don't matter!\I'll go myself!\Tell me where they are! response:	What is it, Natsu?
context: Whoa, for real?\Yup! Although I can't guarantee it was from a dragon or anything...\Alright, let's go! Right now!\But, the sun will set soon...\It don't matter!\I'll go myself!\Tell me where they are!\What is it, Natsu? response:	Okay, I understand. Let's go together.
context: Yup! Although I can't guarantee it was from a dragon or anything...\Alright, let's go! Right now!\But, the sun will set soon...\It don't matter!\I'll go myself!\Tell me where they are!\What is it, Natsu?\Okay, I understand. Let's go together. response:	All right! I'm gettin' fired up!
context: Alright, let's go! Right now!\But, the sun will set soon...\It don't matter!\I'll go myself!\Tell me where they are!\What is it, Natsu?\Okay, I understand. Let's go together.\All right! I'm gettin' fired up! response:	Hey, I'm scared...
context: But, the sun will set soon...\It don't matter!\I'll go myself!\Tell me where they are!\What is it, Natsu?\Okay, I understand. Let's go together.\All right! I'm gettin' fired up!\Hey, I'm scared... response:	It'll be fine! Lisanna, are they there?
context: It don't matter!\I'll go myself!\Tell me where they are!\What is it, Natsu?\Okay, I understand. Let's go together.\All right! I'm gettin' fired up!\Hey, I'm scared...\It'll be fine! Lisanna, are they there? response:	I was pretty sure it was near here, but...
context: I'll go myself!\Tell me where they are!\What is it, Natsu?\Okay, I understand. Let's go together.\All right! I'm gettin' fired up!\Hey, I'm scared...\It'll be fine! Lisanna, are they there?\I was pretty sure it was near here, but... response:	There they are!
context: Tell me where they are!\What is it, Natsu?\Okay, I understand. Let's go together.\All right! I'm gettin' fired up!\Hey, I'm scared...\It'll be fine! Lisanna, are they there?\I was pretty sure it was near here, but...\There they are! response:	These are footprints?
context: What is it, Natsu?\Okay, I understand. Let's go together.\All right! I'm gettin' fired up!\Hey, I'm scared...\It'll be fine! Lisanna, are they there?\I was pretty sure it was near here, but...\There they are!\These are footprints? response:	They're really big!
context: Okay, I understand. Let's go together.\All right! I'm gettin' fired up!\Hey, I'm scared...\It'll be fine! Lisanna, are they there?\I was pretty sure it was near here, but...\There they are!\These are footprints?\They're really big! response:	What do you think, Natsu?
context: All right! I'm gettin' fired up!\Hey, I'm scared...\It'll be fine! Lisanna, are they there?\I was pretty sure it was near here, but...\There they are!\These are footprints?\They're really big!\What do you think, Natsu? response:	I think this is from a forest Vulcan.
context: Hey, I'm scared...\It'll be fine! Lisanna, are they there?\I was pretty sure it was near here, but...\There they are!\These are footprints?\They're really big!\What do you think, Natsu?\I think this is from a forest Vulcan. response:	Forest Vulcan... You mean a Gorian like you fought with that other time?
context: It'll be fine! Lisanna, are they there?\I was pretty sure it was near here, but...\There they are!\These are footprints?\They're really big!\What do you think, Natsu?\I think this is from a forest Vulcan.\Forest Vulcan... You mean a Gorian like you fought with that other time? response:	Yeah...
context: I was pretty sure it was near here, but...\There they are!\These are footprints?\They're really big!\What do you think, Natsu?\I think this is from a forest Vulcan.\Forest Vulcan... You mean a Gorian like you fought with that other time?\Yeah... response:	Igneel's not just going to show up so close after I searched for him so hard.
context: There they are!\These are footprints?\They're really big!\What do you think, Natsu?\I think this is from a forest Vulcan.\Forest Vulcan... You mean a Gorian like you fought with that other time?\Yeah...\Igneel's not just going to show up so close after I searched for him so hard. response:	I'm sorry... My mistake got your hopes up, didn't it?
context: These are footprints?\They're really big!\What do you think, Natsu?\I think this is from a forest Vulcan.\Forest Vulcan... You mean a Gorian like you fought with that other time?\Yeah...\Igneel's not just going to show up so close after I searched for him so hard.\I'm sorry... My mistake got your hopes up, didn't it? response:	It's okay, don't worry'bout it.
context: They're really big!\What do you think, Natsu?\I think this is from a forest Vulcan.\Forest Vulcan... You mean a Gorian like you fought with that other time?\Yeah...\Igneel's not just going to show up so close after I searched for him so hard.\I'm sorry... My mistake got your hopes up, didn't it?\It's okay, don't worry'bout it. response:	Now, let's go home.
context: What do you think, Natsu?\I think this is from a forest Vulcan.\Forest Vulcan... You mean a Gorian like you fought with that other time?\Yeah...\Igneel's not just going to show up so close after I searched for him so hard.\I'm sorry... My mistake got your hopes up, didn't it?\It's okay, don't worry'bout it.\Now, let's go home. response:	Where are you, Igneel?
context: I think this is from a forest Vulcan.\Forest Vulcan... You mean a Gorian like you fought with that other time?\Yeah...\Igneel's not just going to show up so close after I searched for him so hard.\I'm sorry... My mistake got your hopes up, didn't it?\It's okay, don't worry'bout it.\Now, let's go home.\Where are you, Igneel? response:	Natsu, hold up!
context: Forest Vulcan... You mean a Gorian like you fought with that other time?\Yeah...\Igneel's not just going to show up so close after I searched for him so hard.\I'm sorry... My mistake got your hopes up, didn't it?\It's okay, don't worry'bout it.\Now, let's go home.\Where are you, Igneel?\Natsu, hold up! response:	W-Walk a little slower, would you?
context: Yeah...\Igneel's not just going to show up so close after I searched for him so hard.\I'm sorry... My mistake got your hopes up, didn't it?\It's okay, don't worry'bout it.\Now, let's go home.\Where are you, Igneel?\Natsu, hold up!\W-Walk a little slower, would you? response:	Sorry, my bad...
context: Igneel's not just going to show up so close after I searched for him so hard.\I'm sorry... My mistake got your hopes up, didn't it?\It's okay, don't worry'bout it.\Now, let's go home.\Where are you, Igneel?\Natsu, hold up!\W-Walk a little slower, would you?\Sorry, my bad... response:	It's gotten foggy...
context: I'm sorry... My mistake got your hopes up, didn't it?\It's okay, don't worry'bout it.\Now, let's go home.\Where are you, Igneel?\Natsu, hold up!\W-Walk a little slower, would you?\Sorry, my bad...\It's gotten foggy... response:	Natsu, shouldn't we wait for Lisanna?
context: It's okay, don't worry'bout it.\Now, let's go home.\Where are you, Igneel?\Natsu, hold up!\W-Walk a little slower, would you?\Sorry, my bad...\It's gotten foggy...\Natsu, shouldn't we wait for Lisanna? response:	Lisanna, hurry up!
context: Now, let's go home.\Where are you, Igneel?\Natsu, hold up!\W-Walk a little slower, would you?\Sorry, my bad...\It's gotten foggy...\Natsu, shouldn't we wait for Lisanna?\Lisanna, hurry up! response:	Wait... Where'd Lisanna go?
context: Where are you, Igneel?\Natsu, hold up!\W-Walk a little slower, would you?\Sorry, my bad...\It's gotten foggy...\Natsu, shouldn't we wait for Lisanna?\Lisanna, hurry up!\Wait... Where'd Lisanna go? response:	See why I said to wait?
context: Natsu, hold up!\W-Walk a little slower, would you?\Sorry, my bad...\It's gotten foggy...\Natsu, shouldn't we wait for Lisanna?\Lisanna, hurry up!\Wait... Where'd Lisanna go?\See why I said to wait? response:	Crap... If they find out she got lost, even for a second...
context: W-Walk a little slower, would you?\Sorry, my bad...\It's gotten foggy...\Natsu, shouldn't we wait for Lisanna?\Lisanna, hurry up!\Wait... Where'd Lisanna go?\See why I said to wait?\Crap... If they find out she got lost, even for a second... response:	That's terrible of you, Natsu.
context: Sorry, my bad...\It's gotten foggy...\Natsu, shouldn't we wait for Lisanna?\Lisanna, hurry up!\Wait... Where'd Lisanna go?\See why I said to wait?\Crap... If they find out she got lost, even for a second...\That's terrible of you, Natsu. response:	Get ready to cry,'cause you're in for a beating!
context: It's gotten foggy...\Natsu, shouldn't we wait for Lisanna?\Lisanna, hurry up!\Wait... Where'd Lisanna go?\See why I said to wait?\Crap... If they find out she got lost, even for a second...\That's terrible of you, Natsu.\Get ready to cry,'cause you're in for a beating! response:	You were slacking off! But it's nothing a good beating can't straighten out!
context: Natsu, shouldn't we wait for Lisanna?\Lisanna, hurry up!\Wait... Where'd Lisanna go?\See why I said to wait?\Crap... If they find out she got lost, even for a second...\That's terrible of you, Natsu.\Get ready to cry,'cause you're in for a beating!\You were slacking off! But it's nothing a good beating can't straighten out! response:	Lisanna!
context: Lisanna, hurry up!\Wait... Where'd Lisanna go?\See why I said to wait?\Crap... If they find out she got lost, even for a second...\That's terrible of you, Natsu.\Get ready to cry,'cause you're in for a beating!\You were slacking off! But it's nothing a good beating can't straighten out!\Lisanna! response:	Hey!
context: Wait... Where'd Lisanna go?\See why I said to wait?\Crap... If they find out she got lost, even for a second...\That's terrible of you, Natsu.\Get ready to cry,'cause you're in for a beating!\You were slacking off! But it's nothing a good beating can't straighten out!\Lisanna!\Hey! response:	Lisanna!
context: See why I said to wait?\Crap... If they find out she got lost, even for a second...\That's terrible of you, Natsu.\Get ready to cry,'cause you're in for a beating!\You were slacking off! But it's nothing a good beating can't straighten out!\Lisanna!\Hey!\Lisanna! response:	Come here!
context: Crap... If they find out she got lost, even for a second...\That's terrible of you, Natsu.\Get ready to cry,'cause you're in for a beating!\You were slacking off! But it's nothing a good beating can't straighten out!\Lisanna!\Hey!\Lisanna!\Come here! response:	Hey, answer me, Lisanna!
context: That's terrible of you, Natsu.\Get ready to cry,'cause you're in for a beating!\You were slacking off! But it's nothing a good beating can't straighten out!\Lisanna!\Hey!\Lisanna!\Come here!\Hey, answer me, Lisanna! response:	Oww...
context: Get ready to cry,'cause you're in for a beating!\You were slacking off! But it's nothing a good beating can't straighten out!\Lisanna!\Hey!\Lisanna!\Come here!\Hey, answer me, Lisanna!\Oww... response:	Damn it.
context: You were slacking off! But it's nothing a good beating can't straighten out!\Lisanna!\Hey!\Lisanna!\Come here!\Hey, answer me, Lisanna!\Oww...\Damn it. response:	There it is!
context: Lisanna!\Hey!\Lisanna!\Come here!\Hey, answer me, Lisanna!\Oww...\Damn it.\There it is! response:	Long time no see, brat!
context: Hey!\Lisanna!\Come here!\Hey, answer me, Lisanna!\Oww...\Damn it.\There it is!\Long time no see, brat! response:	Looking for this?
context: Lisanna!\Come here!\Hey, answer me, Lisanna!\Oww...\Damn it.\There it is!\Long time no see, brat!\Looking for this? response:	Natsu!
context: Come here!\Hey, answer me, Lisanna!\Oww...\Damn it.\There it is!\Long time no see, brat!\Looking for this?\Natsu! response:	Lisanna!
context: Hey, answer me, Lisanna!\Oww...\Damn it.\There it is!\Long time no see, brat!\Looking for this?\Natsu!\Lisanna! response:	Let Lisanna go, you dumb ape!
context: Oww...\Damn it.\There it is!\Long time no see, brat!\Looking for this?\Natsu!\Lisanna!\Let Lisanna go, you dumb ape! response:	No!
context: Damn it.\There it is!\Long time no see, brat!\Looking for this?\Natsu!\Lisanna!\Let Lisanna go, you dumb ape!\No! response:	I picked it up, so it's mine! No returns!
context: There it is!\Long time no see, brat!\Looking for this?\Natsu!\Lisanna!\Let Lisanna go, you dumb ape!\No!\I picked it up, so it's mine! No returns! response:	Lisanna isn't an object!
context: Long time no see, brat!\Looking for this?\Natsu!\Lisanna!\Let Lisanna go, you dumb ape!\No!\I picked it up, so it's mine! No returns!\Lisanna isn't an object! response:	That's right!
context: Looking for this?\Natsu!\Lisanna!\Let Lisanna go, you dumb ape!\No!\I picked it up, so it's mine! No returns!\Lisanna isn't an object!\That's right! response:	Since you're mine, how about you be my wife?
context: Natsu!\Lisanna!\Let Lisanna go, you dumb ape!\No!\I picked it up, so it's mine! No returns!\Lisanna isn't an object!\That's right!\Since you're mine, how about you be my wife? response:	N-No...
context: Lisanna!\Let Lisanna go, you dumb ape!\No!\I picked it up, so it's mine! No returns!\Lisanna isn't an object!\That's right!\Since you're mine, how about you be my wife?\N-No... response:	I can't see it...
context: Let Lisanna go, you dumb ape!\No!\I picked it up, so it's mine! No returns!\Lisanna isn't an object!\That's right!\Since you're mine, how about you be my wife?\N-No...\I can't see it... response:	I know! This is called forbidden love!
context: No!\I picked it up, so it's mine! No returns!\Lisanna isn't an object!\That's right!\Since you're mine, how about you be my wife?\N-No...\I can't see it...\I know! This is called forbidden love! response:	I'm going to be Natsu's wife, so I can't go out with you.
context: I picked it up, so it's mine! No returns!\Lisanna isn't an object!\That's right!\Since you're mine, how about you be my wife?\N-No...\I can't see it...\I know! This is called forbidden love!\I'm going to be Natsu's wife, so I can't go out with you. response:	In that case, I'm really not going to give you back!
context: Lisanna isn't an object!\That's right!\Since you're mine, how about you be my wife?\N-No...\I can't see it...\I know! This is called forbidden love!\I'm going to be Natsu's wife, so I can't go out with you.\In that case, I'm really not going to give you back! response:	Say that again, you...
context: That's right!\Since you're mine, how about you be my wife?\N-No...\I can't see it...\I know! This is called forbidden love!\I'm going to be Natsu's wife, so I can't go out with you.\In that case, I'm really not going to give you back!\Say that again, you... response:	You bullied me, so I won't give her back!
context: Since you're mine, how about you be my wife?\N-No...\I can't see it...\I know! This is called forbidden love!\I'm going to be Natsu's wife, so I can't go out with you.\In that case, I'm really not going to give you back!\Say that again, you...\You bullied me, so I won't give her back! response:	If you insist I return her, then apologize!
context: N-No...\I can't see it...\I know! This is called forbidden love!\I'm going to be Natsu's wife, so I can't go out with you.\In that case, I'm really not going to give you back!\Say that again, you...\You bullied me, so I won't give her back!\If you insist I return her, then apologize! response:	Why should I do that?
context: I can't see it...\I know! This is called forbidden love!\I'm going to be Natsu's wife, so I can't go out with you.\In that case, I'm really not going to give you back!\Say that again, you...\You bullied me, so I won't give her back!\If you insist I return her, then apologize!\Why should I do that? response:	Don't do it, Natsu!
context: I know! This is called forbidden love!\I'm going to be Natsu's wife, so I can't go out with you.\In that case, I'm really not going to give you back!\Say that again, you...\You bullied me, so I won't give her back!\If you insist I return her, then apologize!\Why should I do that?\Don't do it, Natsu! response:	What's the matter? You get down on your knees and I'll give her right back.
context: I'm going to be Natsu's wife, so I can't go out with you.\In that case, I'm really not going to give you back!\Say that again, you...\You bullied me, so I won't give her back!\If you insist I return her, then apologize!\Why should I do that?\Don't do it, Natsu!\What's the matter? You get down on your knees and I'll give her right back. response:	Have it your way.
context: In that case, I'm really not going to give you back!\Say that again, you...\You bullied me, so I won't give her back!\If you insist I return her, then apologize!\Why should I do that?\Don't do it, Natsu!\What's the matter? You get down on your knees and I'll give her right back.\Have it your way. response:	Natsu...
context: Say that again, you...\You bullied me, so I won't give her back!\If you insist I return her, then apologize!\Why should I do that?\Don't do it, Natsu!\What's the matter? You get down on your knees and I'll give her right back.\Have it your way.\Natsu... response:	Sorry, I was wrong back then.
context: You bullied me, so I won't give her back!\If you insist I return her, then apologize!\Why should I do that?\Don't do it, Natsu!\What's the matter? You get down on your knees and I'll give her right back.\Have it your way.\Natsu...\Sorry, I was wrong back then. response:	So, give Lisanna back!
context: If you insist I return her, then apologize!\Why should I do that?\Don't do it, Natsu!\What's the matter? You get down on your knees and I'll give her right back.\Have it your way.\Natsu...\Sorry, I was wrong back then.\So, give Lisanna back! response:	Natsu...
context: Why should I do that?\Don't do it, Natsu!\What's the matter? You get down on your knees and I'll give her right back.\Have it your way.\Natsu...\Sorry, I was wrong back then.\So, give Lisanna back!\Natsu... response:	No ways!
context: Don't do it, Natsu!\What's the matter? You get down on your knees and I'll give her right back.\Have it your way.\Natsu...\Sorry, I was wrong back then.\So, give Lisanna back!\Natsu...\No ways! response:	Hey!
context: What's the matter? You get down on your knees and I'll give her right back.\Have it your way.\Natsu...\Sorry, I was wrong back then.\So, give Lisanna back!\Natsu...\No ways!\Hey! response:	What are you doing?
