context: It's summer. response:	Summer means vacation.
context: Takeo...\Hmm?\What's in that?\Watermelons.\We'll be doing the watermelon game, won't we?\But isn't that a bit much? How many did you pack?\Also, shouldn't you wait till we get there to inflate the floats and stuff?\It takes up too much space. response:	I see...
context: Hmm?\What's in that?\Watermelons.\We'll be doing the watermelon game, won't we?\But isn't that a bit much? How many did you pack?\Also, shouldn't you wait till we get there to inflate the floats and stuff?\It takes up too much space.\I see... response:	Takeo, are you really all right?
context: What's in that?\Watermelons.\We'll be doing the watermelon game, won't we?\But isn't that a bit much? How many did you pack?\Also, shouldn't you wait till we get there to inflate the floats and stuff?\It takes up too much space.\I see...\Takeo, are you really all right? response:	About what?
context: Watermelons.\We'll be doing the watermelon game, won't we?\But isn't that a bit much? How many did you pack?\Also, shouldn't you wait till we get there to inflate the floats and stuff?\It takes up too much space.\I see...\Takeo, are you really all right?\About what? response:	Uh, well...
context: We'll be doing the watermelon game, won't we?\But isn't that a bit much? How many did you pack?\Also, shouldn't you wait till we get there to inflate the floats and stuff?\It takes up too much space.\I see...\Takeo, are you really all right?\About what?\Uh, well... response:	The weather?
context: But isn't that a bit much? How many did you pack?\Also, shouldn't you wait till we get there to inflate the floats and stuff?\It takes up too much space.\I see...\Takeo, are you really all right?\About what?\Uh, well...\The weather? response:	Never mind.
context: Also, shouldn't you wait till we get there to inflate the floats and stuff?\It takes up too much space.\I see...\Takeo, are you really all right?\About what?\Uh, well...\The weather?\Never mind. response:	I love the ocean.
context: It takes up too much space.\I see...\Takeo, are you really all right?\About what?\Uh, well...\The weather?\Never mind.\I love the ocean. response:	When I was little, I saw the sun set into the sea,
context: I see...\Takeo, are you really all right?\About what?\Uh, well...\The weather?\Never mind.\I love the ocean.\When I was little, I saw the sun set into the sea, response:	and it blew me away.
context: Takeo, are you really all right?\About what?\Uh, well...\The weather?\Never mind.\I love the ocean.\When I was little, I saw the sun set into the sea,\and it blew me away. response:	All right!
context: About what?\Uh, well...\The weather?\Never mind.\I love the ocean.\When I was little, I saw the sun set into the sea,\and it blew me away.\All right! response:	I want to see that sunset again with Yamato.
context: Uh, well...\The weather?\Never mind.\I love the ocean.\When I was little, I saw the sun set into the sea,\and it blew me away.\All right!\I want to see that sunset again with Yamato. response:	Takeo-kun, it's sunny!
context: The weather?\Never mind.\I love the ocean.\When I was little, I saw the sun set into the sea,\and it blew me away.\All right!\I want to see that sunset again with Yamato.\Takeo-kun, it's sunny! response:	Yep!
context: Never mind.\I love the ocean.\When I was little, I saw the sun set into the sea,\and it blew me away.\All right!\I want to see that sunset again with Yamato.\Takeo-kun, it's sunny!\Yep! response:	Long time, no see, everyone.
context: I love the ocean.\When I was little, I saw the sun set into the sea,\and it blew me away.\All right!\I want to see that sunset again with Yamato.\Takeo-kun, it's sunny!\Yep!\Long time, no see, everyone. response:	Hey!
context: When I was little, I saw the sun set into the sea,\and it blew me away.\All right!\I want to see that sunset again with Yamato.\Takeo-kun, it's sunny!\Yep!\Long time, no see, everyone.\Hey! response:	How have you been?
context: and it blew me away.\All right!\I want to see that sunset again with Yamato.\Takeo-kun, it's sunny!\Yep!\Long time, no see, everyone.\Hey!\How have you been? response:	How are we getting there?
context: All right!\I want to see that sunset again with Yamato.\Takeo-kun, it's sunny!\Yep!\Long time, no see, everyone.\Hey!\How have you been?\How are we getting there? response:	Train and bus.
context: I want to see that sunset again with Yamato.\Takeo-kun, it's sunny!\Yep!\Long time, no see, everyone.\Hey!\How have you been?\How are we getting there?\Train and bus. response:	How were your finals?
context: Takeo-kun, it's sunny!\Yep!\Long time, no see, everyone.\Hey!\How have you been?\How are we getting there?\Train and bus.\How were your finals? response:	Why ask that?
context: Yep!\Long time, no see, everyone.\Hey!\How have you been?\How are we getting there?\Train and bus.\How were your finals?\Why ask that? response:	Oh, sorry!
context: Long time, no see, everyone.\Hey!\How have you been?\How are we getting there?\Train and bus.\How were your finals?\Why ask that?\Oh, sorry! response:	What's wrong, Yamato?
context: Hey!\How have you been?\How are we getting there?\Train and bus.\How were your finals?\Why ask that?\Oh, sorry!\What's wrong, Yamato? response:	Are you hot?
context: How have you been?\How are we getting there?\Train and bus.\How were your finals?\Why ask that?\Oh, sorry!\What's wrong, Yamato?\Are you hot? response:	Huh?
context: How are we getting there?\Train and bus.\How were your finals?\Why ask that?\Oh, sorry!\What's wrong, Yamato?\Are you hot?\Huh? response:	Nope.
context: Train and bus.\How were your finals?\Why ask that?\Oh, sorry!\What's wrong, Yamato?\Are you hot?\Huh?\Nope. response:	Um, yeah...
context: How were your finals?\Why ask that?\Oh, sorry!\What's wrong, Yamato?\Are you hot?\Huh?\Nope.\Um, yeah... response:	He's so close!
context: Why ask that?\Oh, sorry!\What's wrong, Yamato?\Are you hot?\Huh?\Nope.\Um, yeah...\He's so close! response:	Yamato's so cute.
context: Oh, sorry!\What's wrong, Yamato?\Are you hot?\Huh?\Nope.\Um, yeah...\He's so close!\Yamato's so cute. response:	Hey, you can see the ocean!
context: What's wrong, Yamato?\Are you hot?\Huh?\Nope.\Um, yeah...\He's so close!\Yamato's so cute.\Hey, you can see the ocean! response:	It's the ocean!
context: Are you hot?\Huh?\Nope.\Um, yeah...\He's so close!\Yamato's so cute.\Hey, you can see the ocean!\It's the ocean! response:	Can I set up the beach umbrella here?
context: Huh?\Nope.\Um, yeah...\He's so close!\Yamato's so cute.\Hey, you can see the ocean!\It's the ocean!\Can I set up the beach umbrella here? response:	Maybe we should get another one...
context: Nope.\Um, yeah...\He's so close!\Yamato's so cute.\Hey, you can see the ocean!\It's the ocean!\Can I set up the beach umbrella here?\Maybe we should get another one... response:	Yeah.
context: Um, yeah...\He's so close!\Yamato's so cute.\Hey, you can see the ocean!\It's the ocean!\Can I set up the beach umbrella here?\Maybe we should get another one...\Yeah. response:	Wow, Takeo!
context: He's so close!\Yamato's so cute.\Hey, you can see the ocean!\It's the ocean!\Can I set up the beach umbrella here?\Maybe we should get another one...\Yeah.\Wow, Takeo! response:	You inflated that with one puff.
context: Yamato's so cute.\Hey, you can see the ocean!\It's the ocean!\Can I set up the beach umbrella here?\Maybe we should get another one...\Yeah.\Wow, Takeo!\You inflated that with one puff. response:	Where are the girls?
context: Hey, you can see the ocean!\It's the ocean!\Can I set up the beach umbrella here?\Maybe we should get another one...\Yeah.\Wow, Takeo!\You inflated that with one puff.\Where are the girls? response:	Changing.
context: It's the ocean!\Can I set up the beach umbrella here?\Maybe we should get another one...\Yeah.\Wow, Takeo!\You inflated that with one puff.\Where are the girls?\Changing. response:	Swimsuits, yeah!
context: Can I set up the beach umbrella here?\Maybe we should get another one...\Yeah.\Wow, Takeo!\You inflated that with one puff.\Where are the girls?\Changing.\Swimsuits, yeah! response:	Uh...
context: Maybe we should get another one...\Yeah.\Wow, Takeo!\You inflated that with one puff.\Where are the girls?\Changing.\Swimsuits, yeah!\Uh... response:	The beach is where you swim, split watermelons,
context: Yeah.\Wow, Takeo!\You inflated that with one puff.\Where are the girls?\Changing.\Swimsuits, yeah!\Uh...\The beach is where you swim, split watermelons, response:	and catch crabs.
context: Wow, Takeo!\You inflated that with one puff.\Where are the girls?\Changing.\Swimsuits, yeah!\Uh...\The beach is where you swim, split watermelons,\and catch crabs. response:	There you are.
context: You inflated that with one puff.\Where are the girls?\Changing.\Swimsuits, yeah!\Uh...\The beach is where you swim, split watermelons,\and catch crabs.\There you are. response:	Sorry to make you wait!
context: Where are the girls?\Changing.\Swimsuits, yeah!\Uh...\The beach is where you swim, split watermelons,\and catch crabs.\There you are.\Sorry to make you wait! response:	Hey, don't stare.
context: Changing.\Swimsuits, yeah!\Uh...\The beach is where you swim, split watermelons,\and catch crabs.\There you are.\Sorry to make you wait!\Hey, don't stare. response:	Hey, you're all way too cute.
context: Swimsuits, yeah!\Uh...\The beach is where you swim, split watermelons,\and catch crabs.\There you are.\Sorry to make you wait!\Hey, don't stare.\Hey, you're all way too cute. response:	You sound like a dirty old man.
context: Uh...\The beach is where you swim, split watermelons,\and catch crabs.\There you are.\Sorry to make you wait!\Hey, don't stare.\Hey, you're all way too cute.\You sound like a dirty old man. response:	Why don't you change, too?
context: The beach is where you swim, split watermelons,\and catch crabs.\There you are.\Sorry to make you wait!\Hey, don't stare.\Hey, you're all way too cute.\You sound like a dirty old man.\Why don't you change, too? response:	Right, okay.
context: and catch crabs.\There you are.\Sorry to make you wait!\Hey, don't stare.\Hey, you're all way too cute.\You sound like a dirty old man.\Why don't you change, too?\Right, okay. response:	Summer
context: There you are.\Sorry to make you wait!\Hey, don't stare.\Hey, you're all way too cute.\You sound like a dirty old man.\Why don't you change, too?\Right, okay.\Summer response:	Ocean
context: Sorry to make you wait!\Hey, don't stare.\Hey, you're all way too cute.\You sound like a dirty old man.\Why don't you change, too?\Right, okay.\Summer\Ocean response:	The beach is where you catch crabs and clams,
context: Hey, don't stare.\Hey, you're all way too cute.\You sound like a dirty old man.\Why don't you change, too?\Right, okay.\Summer\Ocean\The beach is where you catch crabs and clams, response:	split watermelons,
context: Hey, you're all way too cute.\You sound like a dirty old man.\Why don't you change, too?\Right, okay.\Summer\Ocean\The beach is where you catch crabs and clams,\split watermelons, response:	swim till you drop,
context: You sound like a dirty old man.\Why don't you change, too?\Right, okay.\Summer\Ocean\The beach is where you catch crabs and clams,\split watermelons,\swim till you drop, response:	get weird tan lines,
context: Why don't you change, too?\Right, okay.\Summer\Ocean\The beach is where you catch crabs and clams,\split watermelons,\swim till you drop,\get weird tan lines, response:	get so sunburned, your skin peels,
context: Right, okay.\Summer\Ocean\The beach is where you catch crabs and clams,\split watermelons,\swim till you drop,\get weird tan lines,\get so sunburned, your skin peels, response:	and win the suntan contest at the end of the summer.
context: Summer\Ocean\The beach is where you catch crabs and clams,\split watermelons,\swim till you drop,\get weird tan lines,\get so sunburned, your skin peels,\and win the suntan contest at the end of the summer. response:	But what's up with the beach today?!
context: Ocean\The beach is where you catch crabs and clams,\split watermelons,\swim till you drop,\get weird tan lines,\get so sunburned, your skin peels,\and win the suntan contest at the end of the summer.\But what's up with the beach today?! response:	What's that?
context: The beach is where you catch crabs and clams,\split watermelons,\swim till you drop,\get weird tan lines,\get so sunburned, your skin peels,\and win the suntan contest at the end of the summer.\But what's up with the beach today?!\What's that? response:	A sea monster?
context: split watermelons,\swim till you drop,\get weird tan lines,\get so sunburned, your skin peels,\and win the suntan contest at the end of the summer.\But what's up with the beach today?!\What's that?\A sea monster? response:	Weird, I can't get near them!
context: swim till you drop,\get weird tan lines,\get so sunburned, your skin peels,\and win the suntan contest at the end of the summer.\But what's up with the beach today?!\What's that?\A sea monster?\Weird, I can't get near them! response:	Rinko, isn't Takeo-kun awfully far away?
context: get weird tan lines,\get so sunburned, your skin peels,\and win the suntan contest at the end of the summer.\But what's up with the beach today?!\What's that?\A sea monster?\Weird, I can't get near them!\Rinko, isn't Takeo-kun awfully far away? response:	The thing that looks like a whale swimming out there is Takeo-kun, right?
context: get so sunburned, your skin peels,\and win the suntan contest at the end of the summer.\But what's up with the beach today?!\What's that?\A sea monster?\Weird, I can't get near them!\Rinko, isn't Takeo-kun awfully far away?\The thing that looks like a whale swimming out there is Takeo-kun, right? response:	Takeo-kun, the sun suits you so much.
context: and win the suntan contest at the end of the summer.\But what's up with the beach today?!\What's that?\A sea monster?\Weird, I can't get near them!\Rinko, isn't Takeo-kun awfully far away?\The thing that looks like a whale swimming out there is Takeo-kun, right?\Takeo-kun, the sun suits you so much. response:	You're so hot.
context: But what's up with the beach today?!\What's that?\A sea monster?\Weird, I can't get near them!\Rinko, isn't Takeo-kun awfully far away?\The thing that looks like a whale swimming out there is Takeo-kun, right?\Takeo-kun, the sun suits you so much.\You're so hot. response:	Now isn't the time to stare at him, Rinko.
context: What's that?\A sea monster?\Weird, I can't get near them!\Rinko, isn't Takeo-kun awfully far away?\The thing that looks like a whale swimming out there is Takeo-kun, right?\Takeo-kun, the sun suits you so much.\You're so hot.\Now isn't the time to stare at him, Rinko. response:	You're going to make his heart skip a beat, right?
context: A sea monster?\Weird, I can't get near them!\Rinko, isn't Takeo-kun awfully far away?\The thing that looks like a whale swimming out there is Takeo-kun, right?\Takeo-kun, the sun suits you so much.\You're so hot.\Now isn't the time to stare at him, Rinko.\You're going to make his heart skip a beat, right? response:	How long will you keep that hoodie on?
context: Weird, I can't get near them!\Rinko, isn't Takeo-kun awfully far away?\The thing that looks like a whale swimming out there is Takeo-kun, right?\Takeo-kun, the sun suits you so much.\You're so hot.\Now isn't the time to stare at him, Rinko.\You're going to make his heart skip a beat, right?\How long will you keep that hoodie on? response:	Huh?
context: Rinko, isn't Takeo-kun awfully far away?\The thing that looks like a whale swimming out there is Takeo-kun, right?\Takeo-kun, the sun suits you so much.\You're so hot.\Now isn't the time to stare at him, Rinko.\You're going to make his heart skip a beat, right?\How long will you keep that hoodie on?\Huh? response:	Right...
context: The thing that looks like a whale swimming out there is Takeo-kun, right?\Takeo-kun, the sun suits you so much.\You're so hot.\Now isn't the time to stare at him, Rinko.\You're going to make his heart skip a beat, right?\How long will you keep that hoodie on?\Huh?\Right... response:	Takeo, you have to spin around ten times.
context: Takeo-kun, the sun suits you so much.\You're so hot.\Now isn't the time to stare at him, Rinko.\You're going to make his heart skip a beat, right?\How long will you keep that hoodie on?\Huh?\Right...\Takeo, you have to spin around ten times. response:	Fast.
context: You're so hot.\Now isn't the time to stare at him, Rinko.\You're going to make his heart skip a beat, right?\How long will you keep that hoodie on?\Huh?\Right...\Takeo, you have to spin around ten times.\Fast. response:	That's Takeo for you!
context: Now isn't the time to stare at him, Rinko.\You're going to make his heart skip a beat, right?\How long will you keep that hoodie on?\Huh?\Right...\Takeo, you have to spin around ten times.\Fast.\That's Takeo for you! response:	I just have to avoid looking at Yamato.
context: You're going to make his heart skip a beat, right?\How long will you keep that hoodie on?\Huh?\Right...\Takeo, you have to spin around ten times.\Fast.\That's Takeo for you!\I just have to avoid looking at Yamato. response:	Hey, Takeo!
context: How long will you keep that hoodie on?\Huh?\Right...\Takeo, you have to spin around ten times.\Fast.\That's Takeo for you!\I just have to avoid looking at Yamato.\Hey, Takeo! response:	Wrong way!
context: Huh?\Right...\Takeo, you have to spin around ten times.\Fast.\That's Takeo for you!\I just have to avoid looking at Yamato.\Hey, Takeo!\Wrong way! response:	Where're you headed? Hey!
context: Right...\Takeo, you have to spin around ten times.\Fast.\That's Takeo for you!\I just have to avoid looking at Yamato.\Hey, Takeo!\Wrong way!\Where're you headed? Hey! response:	Sorry!
context: Takeo, you have to spin around ten times.\Fast.\That's Takeo for you!\I just have to avoid looking at Yamato.\Hey, Takeo!\Wrong way!\Where're you headed? Hey!\Sorry! response:	Left! Left!
context: Fast.\That's Takeo for you!\I just have to avoid looking at Yamato.\Hey, Takeo!\Wrong way!\Where're you headed? Hey!\Sorry!\Left! Left! response:	A little more to the left.
context: That's Takeo for you!\I just have to avoid looking at Yamato.\Hey, Takeo!\Wrong way!\Where're you headed? Hey!\Sorry!\Left! Left!\A little more to the left. response:	Left! Left!
context: I just have to avoid looking at Yamato.\Hey, Takeo!\Wrong way!\Where're you headed? Hey!\Sorry!\Left! Left!\A little more to the left.\Left! Left! response:	Okay.
context: Hey, Takeo!\Wrong way!\Where're you headed? Hey!\Sorry!\Left! Left!\A little more to the left.\Left! Left!\Okay. response:	Yeah...
context: Wrong way!\Where're you headed? Hey!\Sorry!\Left! Left!\A little more to the left.\Left! Left!\Okay.\Yeah... response:	Keep going straight ahead!
context: Where're you headed? Hey!\Sorry!\Left! Left!\A little more to the left.\Left! Left!\Okay.\Yeah...\Keep going straight ahead! response:	Four more steps.
context: Sorry!\Left! Left!\A little more to the left.\Left! Left!\Okay.\Yeah...\Keep going straight ahead!\Four more steps. response:	He's so hot...
context: Left! Left!\A little more to the left.\Left! Left!\Okay.\Yeah...\Keep going straight ahead!\Four more steps.\He's so hot... response:	Rinko!
context: A little more to the left.\Left! Left!\Okay.\Yeah...\Keep going straight ahead!\Four more steps.\He's so hot...\Rinko! response:	Rinko!
context: Left! Left!\Okay.\Yeah...\Keep going straight ahead!\Four more steps.\He's so hot...\Rinko!\Rinko! response:	Wait, Takeo! Stop!
context: Okay.\Yeah...\Keep going straight ahead!\Four more steps.\He's so hot...\Rinko!\Rinko!\Wait, Takeo! Stop! response:	Yamato-san's
context: Yeah...\Keep going straight ahead!\Four more steps.\He's so hot...\Rinko!\Rinko!\Wait, Takeo! Stop!\Yamato-san's response:	What?
context: Keep going straight ahead!\Four more steps.\He's so hot...\Rinko!\Rinko!\Wait, Takeo! Stop!\Yamato-san's\What? response:	Jeez, Rinko.
context: Four more steps.\He's so hot...\Rinko!\Rinko!\Wait, Takeo! Stop!\Yamato-san's\What?\Jeez, Rinko. response:	What're you doing?
context: He's so hot...\Rinko!\Rinko!\Wait, Takeo! Stop!\Yamato-san's\What?\Jeez, Rinko.\What're you doing? response:	You're totally spaced out.
context: Rinko!\Rinko!\Wait, Takeo! Stop!\Yamato-san's\What?\Jeez, Rinko.\What're you doing?\You're totally spaced out. response:	Right...
context: Rinko!\Wait, Takeo! Stop!\Yamato-san's\What?\Jeez, Rinko.\What're you doing?\You're totally spaced out.\Right... response:	Calm down, Takeo.
context: Wait, Takeo! Stop!\Yamato-san's\What?\Jeez, Rinko.\What're you doing?\You're totally spaced out.\Right...\Calm down, Takeo. response:	They're only clothes.
context: Yamato-san's\What?\Jeez, Rinko.\What're you doing?\You're totally spaced out.\Right...\Calm down, Takeo.\They're only clothes. response:	Clothes?
context: What?\Jeez, Rinko.\What're you doing?\You're totally spaced out.\Right...\Calm down, Takeo.\They're only clothes.\Clothes? response:	That's right.
context: Jeez, Rinko.\What're you doing?\You're totally spaced out.\Right...\Calm down, Takeo.\They're only clothes.\Clothes?\That's right. response:	They're clothes you can wear underwater.
context: What're you doing?\You're totally spaced out.\Right...\Calm down, Takeo.\They're only clothes.\Clothes?\That's right.\They're clothes you can wear underwater. response:	That's all.
context: You're totally spaced out.\Right...\Calm down, Takeo.\They're only clothes.\Clothes?\That's right.\They're clothes you can wear underwater.\That's all. response:	Just clothes, huh?
context: Right...\Calm down, Takeo.\They're only clothes.\Clothes?\That's right.\They're clothes you can wear underwater.\That's all.\Just clothes, huh? response:	There's not much to them.
context: Calm down, Takeo.\They're only clothes.\Clothes?\That's right.\They're clothes you can wear underwater.\That's all.\Just clothes, huh?\There's not much to them. response:	Right, they're clothes for swimming.
context: They're only clothes.\Clothes?\That's right.\They're clothes you can wear underwater.\That's all.\Just clothes, huh?\There's not much to them.\Right, they're clothes for swimming. response:	Clothes.
context: Clothes?\That's right.\They're clothes you can wear underwater.\That's all.\Just clothes, huh?\There's not much to them.\Right, they're clothes for swimming.\Clothes. response:	I just have to think of them as clothes.
context: That's right.\They're clothes you can wear underwater.\That's all.\Just clothes, huh?\There's not much to them.\Right, they're clothes for swimming.\Clothes.\I just have to think of them as clothes. response:	Clothes for swimming.
context: They're clothes you can wear underwater.\That's all.\Just clothes, huh?\There's not much to them.\Right, they're clothes for swimming.\Clothes.\I just have to think of them as clothes.\Clothes for swimming. response:	Got it?
context: That's all.\Just clothes, huh?\There's not much to them.\Right, they're clothes for swimming.\Clothes.\I just have to think of them as clothes.\Clothes for swimming.\Got it? response:	Have you calmed down now?
context: Just clothes, huh?\There's not much to them.\Right, they're clothes for swimming.\Clothes.\I just have to think of them as clothes.\Clothes for swimming.\Got it?\Have you calmed down now? response:	Okay, go!
context: There's not much to them.\Right, they're clothes for swimming.\Clothes.\I just have to think of them as clothes.\Clothes for swimming.\Got it?\Have you calmed down now?\Okay, go! response:	Clothes.
context: Right, they're clothes for swimming.\Clothes.\I just have to think of them as clothes.\Clothes for swimming.\Got it?\Have you calmed down now?\Okay, go!\Clothes. response:	That's right!
context: Clothes.\I just have to think of them as clothes.\Clothes for swimming.\Got it?\Have you calmed down now?\Okay, go!\Clothes.\That's right! response:	Sorry I made you wait, Yamato!
context: I just have to think of them as clothes.\Clothes for swimming.\Got it?\Have you calmed down now?\Okay, go!\Clothes.\That's right!\Sorry I made you wait, Yamato! response:	Takeo's Back!
context: Clothes for swimming.\Got it?\Have you calmed down now?\Okay, go!\Clothes.\That's right!\Sorry I made you wait, Yamato!\Takeo's Back! response:	The beach is a great place!
context: Got it?\Have you calmed down now?\Okay, go!\Clothes.\That's right!\Sorry I made you wait, Yamato!\Takeo's Back!\The beach is a great place! response:	Let's enjoy it together!
context: Have you calmed down now?\Okay, go!\Clothes.\That's right!\Sorry I made you wait, Yamato!\Takeo's Back!\The beach is a great place!\Let's enjoy it together! response:	O-Okay.
context: Okay, go!\Clothes.\That's right!\Sorry I made you wait, Yamato!\Takeo's Back!\The beach is a great place!\Let's enjoy it together!\O-Okay. response:	All right...
context: Clothes.\That's right!\Sorry I made you wait, Yamato!\Takeo's Back!\The beach is a great place!\Let's enjoy it together!\O-Okay.\All right... response:	Let's play beach volleyball!
context: That's right!\Sorry I made you wait, Yamato!\Takeo's Back!\The beach is a great place!\Let's enjoy it together!\O-Okay.\All right...\Let's play beach volleyball! response:	Got it, got it...
context: Sorry I made you wait, Yamato!\Takeo's Back!\The beach is a great place!\Let's enjoy it together!\O-Okay.\All right...\Let's play beach volleyball!\Got it, got it... response:	One!
context: Takeo's Back!\The beach is a great place!\Let's enjoy it together!\O-Okay.\All right...\Let's play beach volleyball!\Got it, got it...\One! response:	Okay, two...
context: The beach is a great place!\Let's enjoy it together!\O-Okay.\All right...\Let's play beach volleyball!\Got it, got it...\One!\Okay, two... response:	Three!
context: Let's enjoy it together!\O-Okay.\All right...\Let's play beach volleyball!\Got it, got it...\One!\Okay, two...\Three! response:	Oops, sorry...
context: O-Okay.\All right...\Let's play beach volleyball!\Got it, got it...\One!\Okay, two...\Three!\Oops, sorry... response:	Hup!
context: All right...\Let's play beach volleyball!\Got it, got it...\One!\Okay, two...\Three!\Oops, sorry...\Hup! response:	Uh...
context: Let's play beach volleyball!\Got it, got it...\One!\Okay, two...\Three!\Oops, sorry...\Hup!\Uh... response:	Bam!
context: Got it, got it...\One!\Okay, two...\Three!\Oops, sorry...\Hup!\Uh...\Bam! response:	349!
context: One!\Okay, two...\Three!\Oops, sorry...\Hup!\Uh...\Bam!\349! response:	355!
context: Okay, two...\Three!\Oops, sorry...\Hup!\Uh...\Bam!\349!\355! response:	Dropouts
context: Three!\Oops, sorry...\Hup!\Uh...\Bam!\349!\355!\Dropouts response:	Rinko's boyfriend's getting every single ball.
context: Oops, sorry...\Hup!\Uh...\Bam!\349!\355!\Dropouts\Rinko's boyfriend's getting every single ball. response:	356!
context: Hup!\Uh...\Bam!\349!\355!\Dropouts\Rinko's boyfriend's getting every single ball.\356! response:	357!
context: Uh...\Bam!\349!\355!\Dropouts\Rinko's boyfriend's getting every single ball.\356!\357! response:	Takeo-kun's so hot!
context: Bam!\349!\355!\Dropouts\Rinko's boyfriend's getting every single ball.\356!\357!\Takeo-kun's so hot! response:	358!
context: 349!\355!\Dropouts\Rinko's boyfriend's getting every single ball.\356!\357!\Takeo-kun's so hot!\358! response:	Wow, just listen to the crowd.
context: 355!\Dropouts\Rinko's boyfriend's getting every single ball.\356!\357!\Takeo-kun's so hot!\358!\Wow, just listen to the crowd. response:	359!
context: Dropouts\Rinko's boyfriend's getting every single ball.\356!\357!\Takeo-kun's so hot!\358!\Wow, just listen to the crowd.\359! response:	Hmph.
context: Rinko's boyfriend's getting every single ball.\356!\357!\Takeo-kun's so hot!\358!\Wow, just listen to the crowd.\359!\Hmph. response:	360!
context: 356!\357!\Takeo-kun's so hot!\358!\Wow, just listen to the crowd.\359!\Hmph.\360! response:	Hup!
context: 357!\Takeo-kun's so hot!\358!\Wow, just listen to the crowd.\359!\Hmph.\360!\Hup! response:	361!
context: Takeo-kun's so hot!\358!\Wow, just listen to the crowd.\359!\Hmph.\360!\Hup!\361! response:	362!
context: 358!\Wow, just listen to the crowd.\359!\Hmph.\360!\Hup!\361!\362! response:	363!
context: Wow, just listen to the crowd.\359!\Hmph.\360!\Hup!\361!\362!\363! response:	364!
context: 359!\Hmph.\360!\Hup!\361!\362!\363!\364! response:	365!
context: Hmph.\360!\Hup!\361!\362!\363!\364!\365! response:	What the hell? When will this end?
context: 360!\Hup!\361!\362!\363!\364!\365!\What the hell? When will this end? response:	366!
context: Hup!\361!\362!\363!\364!\365!\What the hell? When will this end?\366! response:	367!
context: 361!\362!\363!\364!\365!\What the hell? When will this end?\366!\367! response:	I want to go home...
context: 362!\363!\364!\365!\What the hell? When will this end?\366!\367!\I want to go home... response:	There!
context: 363!\364!\365!\What the hell? When will this end?\366!\367!\I want to go home...\There! response:	Whoo!
context: 364!\365!\What the hell? When will this end?\366!\367!\I want to go home...\There!\Whoo! response:	Takeo, throw me next.
context: 365!\What the hell? When will this end?\366!\367!\I want to go home...\There!\Whoo!\Takeo, throw me next. response:	Me, too!
context: What the hell? When will this end?\366!\367!\I want to go home...\There!\Whoo!\Takeo, throw me next.\Me, too! response:	Sure!
context: 366!\367!\I want to go home...\There!\Whoo!\Takeo, throw me next.\Me, too!\Sure! response:	There!
context: 367!\I want to go home...\There!\Whoo!\Takeo, throw me next.\Me, too!\Sure!\There! response:	One more time!
context: I want to go home...\There!\Whoo!\Takeo, throw me next.\Me, too!\Sure!\There!\One more time! response:	Want me to throw you, too, Yamato?
context: There!\Whoo!\Takeo, throw me next.\Me, too!\Sure!\There!\One more time!\Want me to throw you, too, Yamato? response:	Eh?
context: Whoo!\Takeo, throw me next.\Me, too!\Sure!\There!\One more time!\Want me to throw you, too, Yamato?\Eh? response:	What, me?
context: Takeo, throw me next.\Me, too!\Sure!\There!\One more time!\Want me to throw you, too, Yamato?\Eh?\What, me? response:	Give it your best shot, Rinko.
context: Me, too!\Sure!\There!\One more time!\Want me to throw you, too, Yamato?\Eh?\What, me?\Give it your best shot, Rinko. response:	Oh, um...
context: Sure!\There!\One more time!\Want me to throw you, too, Yamato?\Eh?\What, me?\Give it your best shot, Rinko.\Oh, um... response:	waver
context: There!\One more time!\Want me to throw you, too, Yamato?\Eh?\What, me?\Give it your best shot, Rinko.\Oh, um...\waver response:	waver fidget
context: One more time!\Want me to throw you, too, Yamato?\Eh?\What, me?\Give it your best shot, Rinko.\Oh, um...\waver\waver fidget response:	Huh, wait.
context: Want me to throw you, too, Yamato?\Eh?\What, me?\Give it your best shot, Rinko.\Oh, um...\waver\waver fidget\Huh, wait. response:	But this means...
context: Eh?\What, me?\Give it your best shot, Rinko.\Oh, um...\waver\waver fidget\Huh, wait.\But this means... response:	ba-dum
context: What, me?\Give it your best shot, Rinko.\Oh, um...\waver\waver fidget\Huh, wait.\But this means...\ba-dum response:	I'll get to feel Takeo-kun's skin?
context: Give it your best shot, Rinko.\Oh, um...\waver\waver fidget\Huh, wait.\But this means...\ba-dum\I'll get to feel Takeo-kun's skin? response:	OMG
context: Oh, um...\waver\waver fidget\Huh, wait.\But this means...\ba-dum\I'll get to feel Takeo-kun's skin?\OMG response:	What's wrong, Yamato?
context: waver\waver fidget\Huh, wait.\But this means...\ba-dum\I'll get to feel Takeo-kun's skin?\OMG\What's wrong, Yamato? response:	Is this what you want?
context: waver fidget\Huh, wait.\But this means...\ba-dum\I'll get to feel Takeo-kun's skin?\OMG\What's wrong, Yamato?\Is this what you want? response:	Huh?
context: Huh, wait.\But this means...\ba-dum\I'll get to feel Takeo-kun's skin?\OMG\What's wrong, Yamato?\Is this what you want?\Huh? response:	Huh?
context: But this means...\ba-dum\I'll get to feel Takeo-kun's skin?\OMG\What's wrong, Yamato?\Is this what you want?\Huh?\Huh? response:	Tha...
context: ba-dum\I'll get to feel Takeo-kun's skin?\OMG\What's wrong, Yamato?\Is this what you want?\Huh?\Huh?\Tha... response:	Thanks.
