context: These days you love me no more response:	nor am I still treasured by you
context: Sounds like sundown.\O-Oh, I see. They'll come at sundown!\This will be your first battle since coming out of the hospital.\Will you be all right?\What?!\Who do you think you're talking to?\Those little maggots took my Steiner...\I'll make them pay. response:	Even if they come to me crying and begging for mercy, I'll still pull the trigger.
context: O-Oh, I see. They'll come at sundown!\This will be your first battle since coming out of the hospital.\Will you be all right?\What?!\Who do you think you're talking to?\Those little maggots took my Steiner...\I'll make them pay.\Even if they come to me crying and begging for mercy, I'll still pull the trigger. response:	Hmm? Did you say something, Lieutenant?
context: This will be your first battle since coming out of the hospital.\Will you be all right?\What?!\Who do you think you're talking to?\Those little maggots took my Steiner...\I'll make them pay.\Even if they come to me crying and begging for mercy, I'll still pull the trigger.\Hmm? Did you say something, Lieutenant? response:	Come, hurry here and show me your choice.
context: Will you be all right?\What?!\Who do you think you're talking to?\Those little maggots took my Steiner...\I'll make them pay.\Even if they come to me crying and begging for mercy, I'll still pull the trigger.\Hmm? Did you say something, Lieutenant?\Come, hurry here and show me your choice. response:	This feeling...
context: What?!\Who do you think you're talking to?\Those little maggots took my Steiner...\I'll make them pay.\Even if they come to me crying and begging for mercy, I'll still pull the trigger.\Hmm? Did you say something, Lieutenant?\Come, hurry here and show me your choice.\This feeling... response:	it's like first love,
context: Who do you think you're talking to?\Those little maggots took my Steiner...\I'll make them pay.\Even if they come to me crying and begging for mercy, I'll still pull the trigger.\Hmm? Did you say something, Lieutenant?\Come, hurry here and show me your choice.\This feeling...\it's like first love, response:	Ouma Shu!
context: Those little maggots took my Steiner...\I'll make them pay.\Even if they come to me crying and begging for mercy, I'll still pull the trigger.\Hmm? Did you say something, Lieutenant?\Come, hurry here and show me your choice.\This feeling...\it's like first love,\Ouma Shu! response:	Nothing's gotten to me like that in a while.
context: I'll make them pay.\Even if they come to me crying and begging for mercy, I'll still pull the trigger.\Hmm? Did you say something, Lieutenant?\Come, hurry here and show me your choice.\This feeling...\it's like first love,\Ouma Shu!\Nothing's gotten to me like that in a while. response:	What the hell am I doing all this for?
context: Even if they come to me crying and begging for mercy, I'll still pull the trigger.\Hmm? Did you say something, Lieutenant?\Come, hurry here and show me your choice.\This feeling...\it's like first love,\Ouma Shu!\Nothing's gotten to me like that in a while.\What the hell am I doing all this for? response:	To be honest, it took all I had just to keep my leader” act up.
context: Hmm? Did you say something, Lieutenant?\Come, hurry here and show me your choice.\This feeling...\it's like first love,\Ouma Shu!\Nothing's gotten to me like that in a while.\What the hell am I doing all this for?\To be honest, it took all I had just to keep my leader” act up. response:	Right after the Leukocyte attack, Kyo was still alive.
context: Come, hurry here and show me your choice.\This feeling...\it's like first love,\Ouma Shu!\Nothing's gotten to me like that in a while.\What the hell am I doing all this for?\To be honest, it took all I had just to keep my leader” act up.\Right after the Leukocyte attack, Kyo was still alive. response:	Gai...
context: This feeling...\it's like first love,\Ouma Shu!\Nothing's gotten to me like that in a while.\What the hell am I doing all this for?\To be honest, it took all I had just to keep my leader” act up.\Right after the Leukocyte attack, Kyo was still alive.\Gai... response:	Thank you so much.
context: it's like first love,\Ouma Shu!\Nothing's gotten to me like that in a while.\What the hell am I doing all this for?\To be honest, it took all I had just to keep my leader” act up.\Right after the Leukocyte attack, Kyo was still alive.\Gai...\Thank you so much. response:	I'll remember my whole life... that you told me you liked my voice...
context: Ouma Shu!\Nothing's gotten to me like that in a while.\What the hell am I doing all this for?\To be honest, it took all I had just to keep my leader” act up.\Right after the Leukocyte attack, Kyo was still alive.\Gai...\Thank you so much.\I'll remember my whole life... that you told me you liked my voice... response:	My whole life...
context: Nothing's gotten to me like that in a while.\What the hell am I doing all this for?\To be honest, it took all I had just to keep my leader” act up.\Right after the Leukocyte attack, Kyo was still alive.\Gai...\Thank you so much.\I'll remember my whole life... that you told me you liked my voice...\My whole life... response:	Gai...
context: What the hell am I doing all this for?\To be honest, it took all I had just to keep my leader” act up.\Right after the Leukocyte attack, Kyo was still alive.\Gai...\Thank you so much.\I'll remember my whole life... that you told me you liked my voice...\My whole life...\Gai... response:	She was smiling.
context: To be honest, it took all I had just to keep my leader” act up.\Right after the Leukocyte attack, Kyo was still alive.\Gai...\Thank you so much.\I'll remember my whole life... that you told me you liked my voice...\My whole life...\Gai...\She was smiling. response:	She was glad I was fine...
context: Right after the Leukocyte attack, Kyo was still alive.\Gai...\Thank you so much.\I'll remember my whole life... that you told me you liked my voice...\My whole life...\Gai...\She was smiling.\She was glad I was fine... response:	glad that she was the one to die.
context: Gai...\Thank you so much.\I'll remember my whole life... that you told me you liked my voice...\My whole life...\Gai...\She was smiling.\She was glad I was fine...\glad that she was the one to die. response:	So, I started to ask myself,
context: Thank you so much.\I'll remember my whole life... that you told me you liked my voice...\My whole life...\Gai...\She was smiling.\She was glad I was fine...\glad that she was the one to die.\So, I started to ask myself, response:	Is Tsutsugami Gai someone who can repay their sacrifice?
context: I'll remember my whole life... that you told me you liked my voice...\My whole life...\Gai...\She was smiling.\She was glad I was fine...\glad that she was the one to die.\So, I started to ask myself,\Is Tsutsugami Gai someone who can repay their sacrifice? response:	Shouldn't I be better than this?
context: My whole life...\Gai...\She was smiling.\She was glad I was fine...\glad that she was the one to die.\So, I started to ask myself,\Is Tsutsugami Gai someone who can repay their sacrifice?\Shouldn't I be better than this? response:	I'm a much smaller man than I let them all believe.
context: Gai...\She was smiling.\She was glad I was fine...\glad that she was the one to die.\So, I started to ask myself,\Is Tsutsugami Gai someone who can repay their sacrifice?\Shouldn't I be better than this?\I'm a much smaller man than I let them all believe. response:	I'm really nothing... I should be the very first one selected out.
context: She was smiling.\She was glad I was fine...\glad that she was the one to die.\So, I started to ask myself,\Is Tsutsugami Gai someone who can repay their sacrifice?\Shouldn't I be better than this?\I'm a much smaller man than I let them all believe.\I'm really nothing... I should be the very first one selected out. response:	Eavesdropping, eh?
context: She was glad I was fine...\glad that she was the one to die.\So, I started to ask myself,\Is Tsutsugami Gai someone who can repay their sacrifice?\Shouldn't I be better than this?\I'm a much smaller man than I let them all believe.\I'm really nothing... I should be the very first one selected out.\Eavesdropping, eh? response:	You have such healthy hobbies.
context: glad that she was the one to die.\So, I started to ask myself,\Is Tsutsugami Gai someone who can repay their sacrifice?\Shouldn't I be better than this?\I'm a much smaller man than I let them all believe.\I'm really nothing... I should be the very first one selected out.\Eavesdropping, eh?\You have such healthy hobbies. response:	I didn't want to hear that.
context: So, I started to ask myself,\Is Tsutsugami Gai someone who can repay their sacrifice?\Shouldn't I be better than this?\I'm a much smaller man than I let them all believe.\I'm really nothing... I should be the very first one selected out.\Eavesdropping, eh?\You have such healthy hobbies.\I didn't want to hear that. response:	I didn't want to see that side of you, Gai.
context: Is Tsutsugami Gai someone who can repay their sacrifice?\Shouldn't I be better than this?\I'm a much smaller man than I let them all believe.\I'm really nothing... I should be the very first one selected out.\Eavesdropping, eh?\You have such healthy hobbies.\I didn't want to hear that.\I didn't want to see that side of you, Gai. response:	What kind of guy did you think I was?
context: Shouldn't I be better than this?\I'm a much smaller man than I let them all believe.\I'm really nothing... I should be the very first one selected out.\Eavesdropping, eh?\You have such healthy hobbies.\I didn't want to hear that.\I didn't want to see that side of you, Gai.\What kind of guy did you think I was? response:	You get it now, don't you?
context: I'm a much smaller man than I let them all believe.\I'm really nothing... I should be the very first one selected out.\Eavesdropping, eh?\You have such healthy hobbies.\I didn't want to hear that.\I didn't want to see that side of you, Gai.\What kind of guy did you think I was?\You get it now, don't you? response:	I lose confidence, I get mad, and I let other people spoil me.
context: I'm really nothing... I should be the very first one selected out.\Eavesdropping, eh?\You have such healthy hobbies.\I didn't want to hear that.\I didn't want to see that side of you, Gai.\What kind of guy did you think I was?\You get it now, don't you?\I lose confidence, I get mad, and I let other people spoil me. response:	Inori, too?
context: Eavesdropping, eh?\You have such healthy hobbies.\I didn't want to hear that.\I didn't want to see that side of you, Gai.\What kind of guy did you think I was?\You get it now, don't you?\I lose confidence, I get mad, and I let other people spoil me.\Inori, too? response:	Damn right.
context: You have such healthy hobbies.\I didn't want to hear that.\I didn't want to see that side of you, Gai.\What kind of guy did you think I was?\You get it now, don't you?\I lose confidence, I get mad, and I let other people spoil me.\Inori, too?\Damn right. response:	Do you think I can shoulder everyone's lives and not feel any of their weight?
context: I didn't want to hear that.\I didn't want to see that side of you, Gai.\What kind of guy did you think I was?\You get it now, don't you?\I lose confidence, I get mad, and I let other people spoil me.\Inori, too?\Damn right.\Do you think I can shoulder everyone's lives and not feel any of their weight? response:	I don't want to be indifferent.
context: I didn't want to see that side of you, Gai.\What kind of guy did you think I was?\You get it now, don't you?\I lose confidence, I get mad, and I let other people spoil me.\Inori, too?\Damn right.\Do you think I can shoulder everyone's lives and not feel any of their weight?\I don't want to be indifferent. response:	I want to be worthy of everyone's feelings.
context: What kind of guy did you think I was?\You get it now, don't you?\I lose confidence, I get mad, and I let other people spoil me.\Inori, too?\Damn right.\Do you think I can shoulder everyone's lives and not feel any of their weight?\I don't want to be indifferent.\I want to be worthy of everyone's feelings. response:	I'll help, too.
context: You get it now, don't you?\I lose confidence, I get mad, and I let other people spoil me.\Inori, too?\Damn right.\Do you think I can shoulder everyone's lives and not feel any of their weight?\I don't want to be indifferent.\I want to be worthy of everyone's feelings.\I'll help, too. response:	You're an idiot.
context: I lose confidence, I get mad, and I let other people spoil me.\Inori, too?\Damn right.\Do you think I can shoulder everyone's lives and not feel any of their weight?\I don't want to be indifferent.\I want to be worthy of everyone's feelings.\I'll help, too.\You're an idiot. response:	It's time.
context: Inori, too?\Damn right.\Do you think I can shoulder everyone's lives and not feel any of their weight?\I don't want to be indifferent.\I want to be worthy of everyone's feelings.\I'll help, too.\You're an idiot.\It's time. response:	Begin the operation.
context: Damn right.\Do you think I can shoulder everyone's lives and not feel any of their weight?\I don't want to be indifferent.\I want to be worthy of everyone's feelings.\I'll help, too.\You're an idiot.\It's time.\Begin the operation. response:	Black Swan to all units. Open combat!
context: Do you think I can shoulder everyone's lives and not feel any of their weight?\I don't want to be indifferent.\I want to be worthy of everyone's feelings.\I'll help, too.\You're an idiot.\It's time.\Begin the operation.\Black Swan to all units. Open combat! response:	Enemy attack!
context: I don't want to be indifferent.\I want to be worthy of everyone's feelings.\I'll help, too.\You're an idiot.\It's time.\Begin the operation.\Black Swan to all units. Open combat!\Enemy attack! response:	Is it the Undertakers?
context: I want to be worthy of everyone's feelings.\I'll help, too.\You're an idiot.\It's time.\Begin the operation.\Black Swan to all units. Open combat!\Enemy attack!\Is it the Undertakers? response:	Major Segai!
context: I'll help, too.\You're an idiot.\It's time.\Begin the operation.\Black Swan to all units. Open combat!\Enemy attack!\Is it the Undertakers?\Major Segai! response:	Send out the Endlave, please.
context: You're an idiot.\It's time.\Begin the operation.\Black Swan to all units. Open combat!\Enemy attack!\Is it the Undertakers?\Major Segai!\Send out the Endlave, please. response:	This is it! Yes! This is what Daryl Yan is about!
context: It's time.\Begin the operation.\Black Swan to all units. Open combat!\Enemy attack!\Is it the Undertakers?\Major Segai!\Send out the Endlave, please.\This is it! Yes! This is what Daryl Yan is about! response:	Your baby here is a sweet ride!
context: Begin the operation.\Black Swan to all units. Open combat!\Enemy attack!\Is it the Undertakers?\Major Segai!\Send out the Endlave, please.\This is it! Yes! This is what Daryl Yan is about!\Your baby here is a sweet ride! response:	Steiner... My Steiner...
context: Black Swan to all units. Open combat!\Enemy attack!\Is it the Undertakers?\Major Segai!\Send out the Endlave, please.\This is it! Yes! This is what Daryl Yan is about!\Your baby here is a sweet ride!\Steiner... My Steiner... response:	Give it back! Give it back, give it back!
context: Enemy attack!\Is it the Undertakers?\Major Segai!\Send out the Endlave, please.\This is it! Yes! This is what Daryl Yan is about!\Your baby here is a sweet ride!\Steiner... My Steiner...\Give it back! Give it back, give it back! response:	Give it back!
context: Is it the Undertakers?\Major Segai!\Send out the Endlave, please.\This is it! Yes! This is what Daryl Yan is about!\Your baby here is a sweet ride!\Steiner... My Steiner...\Give it back! Give it back, give it back!\Give it back! response:	Thanks, Ogumo!
context: Major Segai!\Send out the Endlave, please.\This is it! Yes! This is what Daryl Yan is about!\Your baby here is a sweet ride!\Steiner... My Steiner...\Give it back! Give it back, give it back!\Give it back!\Thanks, Ogumo! response:	Gai, the diversion's coming off pretty well. Are you in yet?
context: Send out the Endlave, please.\This is it! Yes! This is what Daryl Yan is about!\Your baby here is a sweet ride!\Steiner... My Steiner...\Give it back! Give it back, give it back!\Give it back!\Thanks, Ogumo!\Gai, the diversion's coming off pretty well. Are you in yet? response:	Yeah. I'm going to turn off my communicator for a while.
context: This is it! Yes! This is what Daryl Yan is about!\Your baby here is a sweet ride!\Steiner... My Steiner...\Give it back! Give it back, give it back!\Give it back!\Thanks, Ogumo!\Gai, the diversion's coming off pretty well. Are you in yet?\Yeah. I'm going to turn off my communicator for a while. response:	Pray for us.
context: Your baby here is a sweet ride!\Steiner... My Steiner...\Give it back! Give it back, give it back!\Give it back!\Thanks, Ogumo!\Gai, the diversion's coming off pretty well. Are you in yet?\Yeah. I'm going to turn off my communicator for a while.\Pray for us. response:	Come back soon.
context: Steiner... My Steiner...\Give it back! Give it back, give it back!\Give it back!\Thanks, Ogumo!\Gai, the diversion's coming off pretty well. Are you in yet?\Yeah. I'm going to turn off my communicator for a while.\Pray for us.\Come back soon. response:	Right.
context: Give it back! Give it back, give it back!\Give it back!\Thanks, Ogumo!\Gai, the diversion's coming off pretty well. Are you in yet?\Yeah. I'm going to turn off my communicator for a while.\Pray for us.\Come back soon.\Right. response:	Run!
context: Give it back!\Thanks, Ogumo!\Gai, the diversion's coming off pretty well. Are you in yet?\Yeah. I'm going to turn off my communicator for a while.\Pray for us.\Come back soon.\Right.\Run! response:	You haven't fired a single shot, Ouma Shu.
context: Thanks, Ogumo!\Gai, the diversion's coming off pretty well. Are you in yet?\Yeah. I'm going to turn off my communicator for a while.\Pray for us.\Come back soon.\Right.\Run!\You haven't fired a single shot, Ouma Shu. response:	It's all I can do to keep running!
context: Gai, the diversion's coming off pretty well. Are you in yet?\Yeah. I'm going to turn off my communicator for a while.\Pray for us.\Come back soon.\Right.\Run!\You haven't fired a single shot, Ouma Shu.\It's all I can do to keep running! response:	Hurry up and get used to killing people already.
context: Yeah. I'm going to turn off my communicator for a while.\Pray for us.\Come back soon.\Right.\Run!\You haven't fired a single shot, Ouma Shu.\It's all I can do to keep running!\Hurry up and get used to killing people already. response:	And... boom!
context: Pray for us.\Come back soon.\Right.\Run!\You haven't fired a single shot, Ouma Shu.\It's all I can do to keep running!\Hurry up and get used to killing people already.\And... boom! response:	The cores are in here. Let's go.
context: Come back soon.\Right.\Run!\You haven't fired a single shot, Ouma Shu.\It's all I can do to keep running!\Hurry up and get used to killing people already.\And... boom!\The cores are in here. Let's go. response:	They just keep coming!
context: Right.\Run!\You haven't fired a single shot, Ouma Shu.\It's all I can do to keep running!\Hurry up and get used to killing people already.\And... boom!\The cores are in here. Let's go.\They just keep coming! response:	I'll take care of things here.
context: Run!\You haven't fired a single shot, Ouma Shu.\It's all I can do to keep running!\Hurry up and get used to killing people already.\And... boom!\The cores are in here. Let's go.\They just keep coming!\I'll take care of things here. response:	Okay, Gai?
context: You haven't fired a single shot, Ouma Shu.\It's all I can do to keep running!\Hurry up and get used to killing people already.\And... boom!\The cores are in here. Let's go.\They just keep coming!\I'll take care of things here.\Okay, Gai? response:	Suit yourself.
context: It's all I can do to keep running!\Hurry up and get used to killing people already.\And... boom!\The cores are in here. Let's go.\They just keep coming!\I'll take care of things here.\Okay, Gai?\Suit yourself. response:	Thank you.
context: Hurry up and get used to killing people already.\And... boom!\The cores are in here. Let's go.\They just keep coming!\I'll take care of things here.\Okay, Gai?\Suit yourself.\Thank you. response:	H-Huh?
context: And... boom!\The cores are in here. Let's go.\They just keep coming!\I'll take care of things here.\Okay, Gai?\Suit yourself.\Thank you.\H-Huh? response:	I don't want to kill you if I can avoid it.
context: The cores are in here. Let's go.\They just keep coming!\I'll take care of things here.\Okay, Gai?\Suit yourself.\Thank you.\H-Huh?\I don't want to kill you if I can avoid it. response:	So stay back.
context: They just keep coming!\I'll take care of things here.\Okay, Gai?\Suit yourself.\Thank you.\H-Huh?\I don't want to kill you if I can avoid it.\So stay back. response:	Damn it!
context: I'll take care of things here.\Okay, Gai?\Suit yourself.\Thank you.\H-Huh?\I don't want to kill you if I can avoid it.\So stay back.\Damn it! response:	Fools.
context: Okay, Gai?\Suit yourself.\Thank you.\H-Huh?\I don't want to kill you if I can avoid it.\So stay back.\Damn it!\Fools. response:	I-Inori?! Why?
context: Suit yourself.\Thank you.\H-Huh?\I don't want to kill you if I can avoid it.\So stay back.\Damn it!\Fools.\I-Inori?! Why? response:	Come on, quit dawdling.
context: Thank you.\H-Huh?\I don't want to kill you if I can avoid it.\So stay back.\Damn it!\Fools.\I-Inori?! Why?\Come on, quit dawdling. response:	Hurry up and take it.
context: H-Huh?\I don't want to kill you if I can avoid it.\So stay back.\Damn it!\Fools.\I-Inori?! Why?\Come on, quit dawdling.\Hurry up and take it. response:	It's time for my Void, right?
context: I don't want to kill you if I can avoid it.\So stay back.\Damn it!\Fools.\I-Inori?! Why?\Come on, quit dawdling.\Hurry up and take it.\It's time for my Void, right? response:	Someone's invaded the core room!
context: So stay back.\Damn it!\Fools.\I-Inori?! Why?\Come on, quit dawdling.\Hurry up and take it.\It's time for my Void, right?\Someone's invaded the core room! response:	Prepare to swap.
context: Damn it!\Fools.\I-Inori?! Why?\Come on, quit dawdling.\Hurry up and take it.\It's time for my Void, right?\Someone's invaded the core room!\Prepare to swap. response:	Sheesh, you're so high maintenance.
context: Fools.\I-Inori?! Why?\Come on, quit dawdling.\Hurry up and take it.\It's time for my Void, right?\Someone's invaded the core room!\Prepare to swap.\Sheesh, you're so high maintenance. response:	Now, then. I believe it's time to go fetch him.
context: I-Inori?! Why?\Come on, quit dawdling.\Hurry up and take it.\It's time for my Void, right?\Someone's invaded the core room!\Prepare to swap.\Sheesh, you're so high maintenance.\Now, then. I believe it's time to go fetch him. response:	The center?
context: Come on, quit dawdling.\Hurry up and take it.\It's time for my Void, right?\Someone's invaded the core room!\Prepare to swap.\Sheesh, you're so high maintenance.\Now, then. I believe it's time to go fetch him.\The center? response:	Yes. Be careful.
context: Hurry up and take it.\It's time for my Void, right?\Someone's invaded the core room!\Prepare to swap.\Sheesh, you're so high maintenance.\Now, then. I believe it's time to go fetch him.\The center?\Yes. Be careful. response:	When they've stopped circulating, Funell will input the stop command.
context: It's time for my Void, right?\Someone's invaded the core room!\Prepare to swap.\Sheesh, you're so high maintenance.\Now, then. I believe it's time to go fetch him.\The center?\Yes. Be careful.\When they've stopped circulating, Funell will input the stop command. response:	Hello! I've been dying to meet you, Tsutsugami Gai.
context: Someone's invaded the core room!\Prepare to swap.\Sheesh, you're so high maintenance.\Now, then. I believe it's time to go fetch him.\The center?\Yes. Be careful.\When they've stopped circulating, Funell will input the stop command.\Hello! I've been dying to meet you, Tsutsugami Gai. response:	I'll pay you back real good for making a fool of me.
context: Prepare to swap.\Sheesh, you're so high maintenance.\Now, then. I believe it's time to go fetch him.\The center?\Yes. Be careful.\When they've stopped circulating, Funell will input the stop command.\Hello! I've been dying to meet you, Tsutsugami Gai.\I'll pay you back real good for making a fool of me. response:	Gai!
context: Sheesh, you're so high maintenance.\Now, then. I believe it's time to go fetch him.\The center?\Yes. Be careful.\When they've stopped circulating, Funell will input the stop command.\Hello! I've been dying to meet you, Tsutsugami Gai.\I'll pay you back real good for making a fool of me.\Gai! response:	You just concentrate!
context: Now, then. I believe it's time to go fetch him.\The center?\Yes. Be careful.\When they've stopped circulating, Funell will input the stop command.\Hello! I've been dying to meet you, Tsutsugami Gai.\I'll pay you back real good for making a fool of me.\Gai!\You just concentrate! response:	Daryl, the cores are in there!
context: The center?\Yes. Be careful.\When they've stopped circulating, Funell will input the stop command.\Hello! I've been dying to meet you, Tsutsugami Gai.\I'll pay you back real good for making a fool of me.\Gai!\You just concentrate!\Daryl, the cores are in there! response:	Don't go crazy!
context: Yes. Be careful.\When they've stopped circulating, Funell will input the stop command.\Hello! I've been dying to meet you, Tsutsugami Gai.\I'll pay you back real good for making a fool of me.\Gai!\You just concentrate!\Daryl, the cores are in there!\Don't go crazy! response:	Shu!
context: When they've stopped circulating, Funell will input the stop command.\Hello! I've been dying to meet you, Tsutsugami Gai.\I'll pay you back real good for making a fool of me.\Gai!\You just concentrate!\Daryl, the cores are in there!\Don't go crazy!\Shu! response:	What?
context: Hello! I've been dying to meet you, Tsutsugami Gai.\I'll pay you back real good for making a fool of me.\Gai!\You just concentrate!\Daryl, the cores are in there!\Don't go crazy!\Shu!\What? response:	You piece of shit!
context: I'll pay you back real good for making a fool of me.\Gai!\You just concentrate!\Daryl, the cores are in there!\Don't go crazy!\Shu!\What?\You piece of shit! response:	Wow...
context: Gai!\You just concentrate!\Daryl, the cores are in there!\Don't go crazy!\Shu!\What?\You piece of shit!\Wow... response:	Gai!
context: You just concentrate!\Daryl, the cores are in there!\Don't go crazy!\Shu!\What?\You piece of shit!\Wow...\Gai! response:	Hang in there, Toku
context: Daryl, the cores are in there!\Don't go crazy!\Shu!\What?\You piece of shit!\Wow...\Gai!\Hang in there, Toku response:	No Signal.
context: Don't go crazy!\Shu!\What?\You piece of shit!\Wow...\Gai!\Hang in there, Toku\No Signal. response:	Huh?
context: Shu!\What?\You piece of shit!\Wow...\Gai!\Hang in there, Toku\No Signal.\Huh? response:	Bad news, Gai!
context: What?\You piece of shit!\Wow...\Gai!\Hang in there, Toku\No Signal.\Huh?\Bad news, Gai! response:	What is it?
context: You piece of shit!\Wow...\Gai!\Hang in there, Toku\No Signal.\Huh?\Bad news, Gai!\What is it? response:	Something's wrong with Leukocyte 1!
context: Wow...\Gai!\Hang in there, Toku\No Signal.\Huh?\Bad news, Gai!\What is it?\Something's wrong with Leukocyte 1! response:	Damage to the core is making the attitude control malfunction!
context: Gai!\Hang in there, Toku\No Signal.\Huh?\Bad news, Gai!\What is it?\Something's wrong with Leukocyte 1!\Damage to the core is making the attitude control malfunction! response:	It's falling out of orbit!
context: Hang in there, Toku\No Signal.\Huh?\Bad news, Gai!\What is it?\Something's wrong with Leukocyte 1!\Damage to the core is making the attitude control malfunction!\It's falling out of orbit! response:	At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!
context: No Signal.\Huh?\Bad news, Gai!\What is it?\Something's wrong with Leukocyte 1!\Damage to the core is making the attitude control malfunction!\It's falling out of orbit!\At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact! response:	Shu. Give me the pen.
context: Huh?\Bad news, Gai!\What is it?\Something's wrong with Leukocyte 1!\Damage to the core is making the attitude control malfunction!\It's falling out of orbit!\At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!\Shu. Give me the pen. response:	The pen GHQ made you take. Give it to me.
context: Bad news, Gai!\What is it?\Something's wrong with Leukocyte 1!\Damage to the core is making the attitude control malfunction!\It's falling out of orbit!\At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!\Shu. Give me the pen.\The pen GHQ made you take. Give it to me. response:	So you were on to me, then.
context: What is it?\Something's wrong with Leukocyte 1!\Damage to the core is making the attitude control malfunction!\It's falling out of orbit!\At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!\Shu. Give me the pen.\The pen GHQ made you take. Give it to me.\So you were on to me, then. response:	It seems you got by without pushing it, eh, Ouma?
context: Something's wrong with Leukocyte 1!\Damage to the core is making the attitude control malfunction!\It's falling out of orbit!\At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!\Shu. Give me the pen.\The pen GHQ made you take. Give it to me.\So you were on to me, then.\It seems you got by without pushing it, eh, Ouma? response:	That's a bit of a shame, but right now, I'm grateful.
context: Damage to the core is making the attitude control malfunction!\It's falling out of orbit!\At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!\Shu. Give me the pen.\The pen GHQ made you take. Give it to me.\So you were on to me, then.\It seems you got by without pushing it, eh, Ouma?\That's a bit of a shame, but right now, I'm grateful. response:	You're Segai?
context: It's falling out of orbit!\At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!\Shu. Give me the pen.\The pen GHQ made you take. Give it to me.\So you were on to me, then.\It seems you got by without pushing it, eh, Ouma?\That's a bit of a shame, but right now, I'm grateful.\You're Segai? response:	I'm pleased to meet you, Tsutsugami Gai.
context: At this rate, Leukocyte 1 will crash in Tokyo with most of its mass intact!\Shu. Give me the pen.\The pen GHQ made you take. Give it to me.\So you were on to me, then.\It seems you got by without pushing it, eh, Ouma?\That's a bit of a shame, but right now, I'm grateful.\You're Segai?\I'm pleased to meet you, Tsutsugami Gai. response:	I'll make you a deal. I'll use this to do something about the satellite.
context: Shu. Give me the pen.\The pen GHQ made you take. Give it to me.\So you were on to me, then.\It seems you got by without pushing it, eh, Ouma?\That's a bit of a shame, but right now, I'm grateful.\You're Segai?\I'm pleased to meet you, Tsutsugami Gai.\I'll make you a deal. I'll use this to do something about the satellite. response:	In exchange, you erase all the data on Ouma Shu
context: The pen GHQ made you take. Give it to me.\So you were on to me, then.\It seems you got by without pushing it, eh, Ouma?\That's a bit of a shame, but right now, I'm grateful.\You're Segai?\I'm pleased to meet you, Tsutsugami Gai.\I'll make you a deal. I'll use this to do something about the satellite.\In exchange, you erase all the data on Ouma Shu response:	that you've gathered from these incidents.
context: So you were on to me, then.\It seems you got by without pushing it, eh, Ouma?\That's a bit of a shame, but right now, I'm grateful.\You're Segai?\I'm pleased to meet you, Tsutsugami Gai.\I'll make you a deal. I'll use this to do something about the satellite.\In exchange, you erase all the data on Ouma Shu\that you've gathered from these incidents. response:	The signal from your pen is connected to the Leukocyte.
context: It seems you got by without pushing it, eh, Ouma?\That's a bit of a shame, but right now, I'm grateful.\You're Segai?\I'm pleased to meet you, Tsutsugami Gai.\I'll make you a deal. I'll use this to do something about the satellite.\In exchange, you erase all the data on Ouma Shu\that you've gathered from these incidents.\The signal from your pen is connected to the Leukocyte. response:	The Leukocyte was programmed to fire at it when you pushed the buttons.
context: That's a bit of a shame, but right now, I'm grateful.\You're Segai?\I'm pleased to meet you, Tsutsugami Gai.\I'll make you a deal. I'll use this to do something about the satellite.\In exchange, you erase all the data on Ouma Shu\that you've gathered from these incidents.\The signal from your pen is connected to the Leukocyte.\The Leukocyte was programmed to fire at it when you pushed the buttons. response:	Which means if we get the firing satellite, the falling satellite,
context: You're Segai?\I'm pleased to meet you, Tsutsugami Gai.\I'll make you a deal. I'll use this to do something about the satellite.\In exchange, you erase all the data on Ouma Shu\that you've gathered from these incidents.\The signal from your pen is connected to the Leukocyte.\The Leukocyte was programmed to fire at it when you pushed the buttons.\Which means if we get the firing satellite, the falling satellite, response:	and this pen all lined up,
context: I'm pleased to meet you, Tsutsugami Gai.\I'll make you a deal. I'll use this to do something about the satellite.\In exchange, you erase all the data on Ouma Shu\that you've gathered from these incidents.\The signal from your pen is connected to the Leukocyte.\The Leukocyte was programmed to fire at it when you pushed the buttons.\Which means if we get the firing satellite, the falling satellite,\and this pen all lined up, response:	we should be able to shoot it down.
context: I'll make you a deal. I'll use this to do something about the satellite.\In exchange, you erase all the data on Ouma Shu\that you've gathered from these incidents.\The signal from your pen is connected to the Leukocyte.\The Leukocyte was programmed to fire at it when you pushed the buttons.\Which means if we get the firing satellite, the falling satellite,\and this pen all lined up,\we should be able to shoot it down. response:	But...
context: In exchange, you erase all the data on Ouma Shu\that you've gathered from these incidents.\The signal from your pen is connected to the Leukocyte.\The Leukocyte was programmed to fire at it when you pushed the buttons.\Which means if we get the firing satellite, the falling satellite,\and this pen all lined up,\we should be able to shoot it down.\But... response:	doesn't that mean someone would be making himself the target?!
