context: Hina-chan! response:	I wanted to ask you a little favor.
context: The high school's theater club is on hiatus...\Morning, Hina-chan!\Oh, good morning.\Morning.\Oh, Miss Landlady. Good morning.\Good morning.\Oh, Kuu-chan's here, too. I'll get breakfast ready right away.\Go on. Eat up. response:	Let's eat!
context: Morning, Hina-chan!\Oh, good morning.\Morning.\Oh, Miss Landlady. Good morning.\Good morning.\Oh, Kuu-chan's here, too. I'll get breakfast ready right away.\Go on. Eat up.\Let's eat! response:	What do you think, Hina-chan?
context: Oh, good morning.\Morning.\Oh, Miss Landlady. Good morning.\Good morning.\Oh, Kuu-chan's here, too. I'll get breakfast ready right away.\Go on. Eat up.\Let's eat!\What do you think, Hina-chan? response:	It's really delicious!
context: Morning.\Oh, Miss Landlady. Good morning.\Good morning.\Oh, Kuu-chan's here, too. I'll get breakfast ready right away.\Go on. Eat up.\Let's eat!\What do you think, Hina-chan?\It's really delicious! response:	By the way, are you really going to start a theater troupe, Hina-chan?
context: Oh, Miss Landlady. Good morning.\Good morning.\Oh, Kuu-chan's here, too. I'll get breakfast ready right away.\Go on. Eat up.\Let's eat!\What do you think, Hina-chan?\It's really delicious!\By the way, are you really going to start a theater troupe, Hina-chan? response:	Huh?
context: Good morning.\Oh, Kuu-chan's here, too. I'll get breakfast ready right away.\Go on. Eat up.\Let's eat!\What do you think, Hina-chan?\It's really delicious!\By the way, are you really going to start a theater troupe, Hina-chan?\Huh? response:	Um, Miss Landlady...
context: Oh, Kuu-chan's here, too. I'll get breakfast ready right away.\Go on. Eat up.\Let's eat!\What do you think, Hina-chan?\It's really delicious!\By the way, are you really going to start a theater troupe, Hina-chan?\Huh?\Um, Miss Landlady... response:	Yes?
context: Go on. Eat up.\Let's eat!\What do you think, Hina-chan?\It's really delicious!\By the way, are you really going to start a theater troupe, Hina-chan?\Huh?\Um, Miss Landlady...\Yes? response:	The theater club is on hiatus because the advisor left on a theater trip, right?
context: Let's eat!\What do you think, Hina-chan?\It's really delicious!\By the way, are you really going to start a theater troupe, Hina-chan?\Huh?\Um, Miss Landlady...\Yes?\The theater club is on hiatus because the advisor left on a theater trip, right? response:	Yeah, that's right.
context: What do you think, Hina-chan?\It's really delicious!\By the way, are you really going to start a theater troupe, Hina-chan?\Huh?\Um, Miss Landlady...\Yes?\The theater club is on hiatus because the advisor left on a theater trip, right?\Yeah, that's right. response:	Why did the advisor leave, though?
context: It's really delicious!\By the way, are you really going to start a theater troupe, Hina-chan?\Huh?\Um, Miss Landlady...\Yes?\The theater club is on hiatus because the advisor left on a theater trip, right?\Yeah, that's right.\Why did the advisor leave, though? response:	Because...
context: By the way, are you really going to start a theater troupe, Hina-chan?\Huh?\Um, Miss Landlady...\Yes?\The theater club is on hiatus because the advisor left on a theater trip, right?\Yeah, that's right.\Why did the advisor leave, though?\Because... response:	Sensei, why?!
context: Huh?\Um, Miss Landlady...\Yes?\The theater club is on hiatus because the advisor left on a theater trip, right?\Yeah, that's right.\Why did the advisor leave, though?\Because...\Sensei, why?! response:	As I am now, I'm not fit to be your advisor.
context: Um, Miss Landlady...\Yes?\The theater club is on hiatus because the advisor left on a theater trip, right?\Yeah, that's right.\Why did the advisor leave, though?\Because...\Sensei, why?!\As I am now, I'm not fit to be your advisor. response:	I'll come back when I am!
context: Yes?\The theater club is on hiatus because the advisor left on a theater trip, right?\Yeah, that's right.\Why did the advisor leave, though?\Because...\Sensei, why?!\As I am now, I'm not fit to be your advisor.\I'll come back when I am! response:	She said she suddenly felt that her skills had reached a limit.
context: The theater club is on hiatus because the advisor left on a theater trip, right?\Yeah, that's right.\Why did the advisor leave, though?\Because...\Sensei, why?!\As I am now, I'm not fit to be your advisor.\I'll come back when I am!\She said she suddenly felt that her skills had reached a limit. response:	Sh-She sounds like a passionate teacher.
context: Yeah, that's right.\Why did the advisor leave, though?\Because...\Sensei, why?!\As I am now, I'm not fit to be your advisor.\I'll come back when I am!\She said she suddenly felt that her skills had reached a limit.\Sh-She sounds like a passionate teacher. response:	What are the other members of the club doing?
context: Why did the advisor leave, though?\Because...\Sensei, why?!\As I am now, I'm not fit to be your advisor.\I'll come back when I am!\She said she suddenly felt that her skills had reached a limit.\Sh-She sounds like a passionate teacher.\What are the other members of the club doing? response:	They're all keeping active in their own ways,
context: Because...\Sensei, why?!\As I am now, I'm not fit to be your advisor.\I'll come back when I am!\She said she suddenly felt that her skills had reached a limit.\Sh-She sounds like a passionate teacher.\What are the other members of the club doing?\They're all keeping active in their own ways, response:	going out for TV auditions and such.
context: Sensei, why?!\As I am now, I'm not fit to be your advisor.\I'll come back when I am!\She said she suddenly felt that her skills had reached a limit.\Sh-She sounds like a passionate teacher.\What are the other members of the club doing?\They're all keeping active in their own ways,\going out for TV auditions and such. response:	But you've just been practicing by yourself at the park all this time, right?
context: As I am now, I'm not fit to be your advisor.\I'll come back when I am!\She said she suddenly felt that her skills had reached a limit.\Sh-She sounds like a passionate teacher.\What are the other members of the club doing?\They're all keeping active in their own ways,\going out for TV auditions and such.\But you've just been practicing by yourself at the park all this time, right? response:	I want to act with everyone.
context: I'll come back when I am!\She said she suddenly felt that her skills had reached a limit.\Sh-She sounds like a passionate teacher.\What are the other members of the club doing?\They're all keeping active in their own ways,\going out for TV auditions and such.\But you've just been practicing by yourself at the park all this time, right?\I want to act with everyone. response:	Miss Landlady...
context: She said she suddenly felt that her skills had reached a limit.\Sh-She sounds like a passionate teacher.\What are the other members of the club doing?\They're all keeping active in their own ways,\going out for TV auditions and such.\But you've just been practicing by yourself at the park all this time, right?\I want to act with everyone.\Miss Landlady... response:	She really loves acting.
context: Sh-She sounds like a passionate teacher.\What are the other members of the club doing?\They're all keeping active in their own ways,\going out for TV auditions and such.\But you've just been practicing by yourself at the park all this time, right?\I want to act with everyone.\Miss Landlady...\She really loves acting. response:	Hina-chan.
context: What are the other members of the club doing?\They're all keeping active in their own ways,\going out for TV auditions and such.\But you've just been practicing by yourself at the park all this time, right?\I want to act with everyone.\Miss Landlady...\She really loves acting.\Hina-chan. response:	Why do you want to get into theater?
context: They're all keeping active in their own ways,\going out for TV auditions and such.\But you've just been practicing by yourself at the park all this time, right?\I want to act with everyone.\Miss Landlady...\She really loves acting.\Hina-chan.\Why do you want to get into theater? response:	U-Um... I...
context: going out for TV auditions and such.\But you've just been practicing by yourself at the park all this time, right?\I want to act with everyone.\Miss Landlady...\She really loves acting.\Hina-chan.\Why do you want to get into theater?\U-Um... I... response:	Are you already an actress?
context: But you've just been practicing by yourself at the park all this time, right?\I want to act with everyone.\Miss Landlady...\She really loves acting.\Hina-chan.\Why do you want to get into theater?\U-Um... I...\Are you already an actress? response:	Is there any role you're particularly good at?
context: I want to act with everyone.\Miss Landlady...\She really loves acting.\Hina-chan.\Why do you want to get into theater?\U-Um... I...\Are you already an actress?\Is there any role you're particularly good at? response:	Obviously, that would be a scarecrow.
context: Miss Landlady...\She really loves acting.\Hina-chan.\Why do you want to get into theater?\U-Um... I...\Are you already an actress?\Is there any role you're particularly good at?\Obviously, that would be a scarecrow. response:	Cue Card
context: She really loves acting.\Hina-chan.\Why do you want to get into theater?\U-Um... I...\Are you already an actress?\Is there any role you're particularly good at?\Obviously, that would be a scarecrow.\Cue Card response:	Coffee Shop Hitotose
context: Hina-chan.\Why do you want to get into theater?\U-Um... I...\Are you already an actress?\Is there any role you're particularly good at?\Obviously, that would be a scarecrow.\Cue Card\Coffee Shop Hitotose response:	So that's why you want to be in theater.
context: Why do you want to get into theater?\U-Um... I...\Are you already an actress?\Is there any role you're particularly good at?\Obviously, that would be a scarecrow.\Cue Card\Coffee Shop Hitotose\So that's why you want to be in theater. response:	Yes.
context: U-Um... I...\Are you already an actress?\Is there any role you're particularly good at?\Obviously, that would be a scarecrow.\Cue Card\Coffee Shop Hitotose\So that's why you want to be in theater.\Yes. response:	As you can see, I get so nervous in front of people, and I want to fix that.
context: Are you already an actress?\Is there any role you're particularly good at?\Obviously, that would be a scarecrow.\Cue Card\Coffee Shop Hitotose\So that's why you want to be in theater.\Yes.\As you can see, I get so nervous in front of people, and I want to fix that. response:	That's why I want to try theater.
context: Is there any role you're particularly good at?\Obviously, that would be a scarecrow.\Cue Card\Coffee Shop Hitotose\So that's why you want to be in theater.\Yes.\As you can see, I get so nervous in front of people, and I want to fix that.\That's why I want to try theater. response:	B-But I'm never going to get anywhere this way, am I?
context: Obviously, that would be a scarecrow.\Cue Card\Coffee Shop Hitotose\So that's why you want to be in theater.\Yes.\As you can see, I get so nervous in front of people, and I want to fix that.\That's why I want to try theater.\B-But I'm never going to get anywhere this way, am I? response:	Don't worry. I was nervous at my first performance, too.
context: Cue Card\Coffee Shop Hitotose\So that's why you want to be in theater.\Yes.\As you can see, I get so nervous in front of people, and I want to fix that.\That's why I want to try theater.\B-But I'm never going to get anywhere this way, am I?\Don't worry. I was nervous at my first performance, too. response:	I couldn't say my lines very well.
context: Coffee Shop Hitotose\So that's why you want to be in theater.\Yes.\As you can see, I get so nervous in front of people, and I want to fix that.\That's why I want to try theater.\B-But I'm never going to get anywhere this way, am I?\Don't worry. I was nervous at my first performance, too.\I couldn't say my lines very well. response:	R-Really?
context: So that's why you want to be in theater.\Yes.\As you can see, I get so nervous in front of people, and I want to fix that.\That's why I want to try theater.\B-But I'm never going to get anywhere this way, am I?\Don't worry. I was nervous at my first performance, too.\I couldn't say my lines very well.\R-Really? response:	Yeah. I was four years old.
context: Yes.\As you can see, I get so nervous in front of people, and I want to fix that.\That's why I want to try theater.\B-But I'm never going to get anywhere this way, am I?\Don't worry. I was nervous at my first performance, too.\I couldn't say my lines very well.\R-Really?\Yeah. I was four years old. response:	F-Four?!
context: As you can see, I get so nervous in front of people, and I want to fix that.\That's why I want to try theater.\B-But I'm never going to get anywhere this way, am I?\Don't worry. I was nervous at my first performance, too.\I couldn't say my lines very well.\R-Really?\Yeah. I was four years old.\F-Four?! response:	That's right, you were a child actress, weren't you?
context: That's why I want to try theater.\B-But I'm never going to get anywhere this way, am I?\Don't worry. I was nervous at my first performance, too.\I couldn't say my lines very well.\R-Really?\Yeah. I was four years old.\F-Four?!\That's right, you were a child actress, weren't you? response:	My dad was a stage actor,
context: B-But I'm never going to get anywhere this way, am I?\Don't worry. I was nervous at my first performance, too.\I couldn't say my lines very well.\R-Really?\Yeah. I was four years old.\F-Four?!\That's right, you were a child actress, weren't you?\My dad was a stage actor, response:	so it happened naturally while I helped at his rehearsals.
context: Don't worry. I was nervous at my first performance, too.\I couldn't say my lines very well.\R-Really?\Yeah. I was four years old.\F-Four?!\That's right, you were a child actress, weren't you?\My dad was a stage actor,\so it happened naturally while I helped at his rehearsals. response:	Chiaki-chan.
context: I couldn't say my lines very well.\R-Really?\Yeah. I was four years old.\F-Four?!\That's right, you were a child actress, weren't you?\My dad was a stage actor,\so it happened naturally while I helped at his rehearsals.\Chiaki-chan. response:	Yes?
context: R-Really?\Yeah. I was four years old.\F-Four?!\That's right, you were a child actress, weren't you?\My dad was a stage actor,\so it happened naturally while I helped at his rehearsals.\Chiaki-chan.\Yes? response:	Can you grab those props for me?
context: Yeah. I was four years old.\F-Four?!\That's right, you were a child actress, weren't you?\My dad was a stage actor,\so it happened naturally while I helped at his rehearsals.\Chiaki-chan.\Yes?\Can you grab those props for me? response:	Okay.
context: F-Four?!\That's right, you were a child actress, weren't you?\My dad was a stage actor,\so it happened naturally while I helped at his rehearsals.\Chiaki-chan.\Yes?\Can you grab those props for me?\Okay. response:	We've got trouble! The girl playing Girl A suddenly got sick!
context: That's right, you were a child actress, weren't you?\My dad was a stage actor,\so it happened naturally while I helped at his rehearsals.\Chiaki-chan.\Yes?\Can you grab those props for me?\Okay.\We've got trouble! The girl playing Girl A suddenly got sick! response:	Oh, no! Will we have to cancel today's show?
context: My dad was a stage actor,\so it happened naturally while I helped at his rehearsals.\Chiaki-chan.\Yes?\Can you grab those props for me?\Okay.\We've got trouble! The girl playing Girl A suddenly got sick!\Oh, no! Will we have to cancel today's show? response:	Wait, I know!
context: so it happened naturally while I helped at his rehearsals.\Chiaki-chan.\Yes?\Can you grab those props for me?\Okay.\We've got trouble! The girl playing Girl A suddenly got sick!\Oh, no! Will we have to cancel today's show?\Wait, I know! response:	Chiaki-chan, can you be a stand-in?
context: Chiaki-chan.\Yes?\Can you grab those props for me?\Okay.\We've got trouble! The girl playing Girl A suddenly got sick!\Oh, no! Will we have to cancel today's show?\Wait, I know!\Chiaki-chan, can you be a stand-in? response:	Huh?
context: Yes?\Can you grab those props for me?\Okay.\We've got trouble! The girl playing Girl A suddenly got sick!\Oh, no! Will we have to cancel today's show?\Wait, I know!\Chiaki-chan, can you be a stand-in?\Huh? response:	Uh... um...
context: Can you grab those props for me?\Okay.\We've got trouble! The girl playing Girl A suddenly got sick!\Oh, no! Will we have to cancel today's show?\Wait, I know!\Chiaki-chan, can you be a stand-in?\Huh?\Uh... um... response:	That's what happened.
context: Okay.\We've got trouble! The girl playing Girl A suddenly got sick!\Oh, no! Will we have to cancel today's show?\Wait, I know!\Chiaki-chan, can you be a stand-in?\Huh?\Uh... um...\That's what happened. response:	That would make anyone nervous, child or not!
context: We've got trouble! The girl playing Girl A suddenly got sick!\Oh, no! Will we have to cancel today's show?\Wait, I know!\Chiaki-chan, can you be a stand-in?\Huh?\Uh... um...\That's what happened.\That would make anyone nervous, child or not! response:	Is your father still a stage actor?
context: Oh, no! Will we have to cancel today's show?\Wait, I know!\Chiaki-chan, can you be a stand-in?\Huh?\Uh... um...\That's what happened.\That would make anyone nervous, child or not!\Is your father still a stage actor? response:	You're so cute! Is that food yummy?
context: Wait, I know!\Chiaki-chan, can you be a stand-in?\Huh?\Uh... um...\That's what happened.\That would make anyone nervous, child or not!\Is your father still a stage actor?\You're so cute! Is that food yummy? response:	No, my dad became a guitarist after that.
context: Chiaki-chan, can you be a stand-in?\Huh?\Uh... um...\That's what happened.\That would make anyone nervous, child or not!\Is your father still a stage actor?\You're so cute! Is that food yummy?\No, my dad became a guitarist after that. response:	Oh, really?
context: Huh?\Uh... um...\That's what happened.\That would make anyone nervous, child or not!\Is your father still a stage actor?\You're so cute! Is that food yummy?\No, my dad became a guitarist after that.\Oh, really? response:	He travels the world, playing and singing, while he manages an apartment building.
context: Uh... um...\That's what happened.\That would make anyone nervous, child or not!\Is your father still a stage actor?\You're so cute! Is that food yummy?\No, my dad became a guitarist after that.\Oh, really?\He travels the world, playing and singing, while he manages an apartment building. response:	Right now, he's apparently playing the maracas.
context: That's what happened.\That would make anyone nervous, child or not!\Is your father still a stage actor?\You're so cute! Is that food yummy?\No, my dad became a guitarist after that.\Oh, really?\He travels the world, playing and singing, while he manages an apartment building.\Right now, he's apparently playing the maracas. response:	Sounds like quite a free spirit...
context: That would make anyone nervous, child or not!\Is your father still a stage actor?\You're so cute! Is that food yummy?\No, my dad became a guitarist after that.\Oh, really?\He travels the world, playing and singing, while he manages an apartment building.\Right now, he's apparently playing the maracas.\Sounds like quite a free spirit... response:	1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!
context: Is your father still a stage actor?\You're so cute! Is that food yummy?\No, my dad became a guitarist after that.\Oh, really?\He travels the world, playing and singing, while he manages an apartment building.\Right now, he's apparently playing the maracas.\Sounds like quite a free spirit...\1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes! response:	Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.
context: You're so cute! Is that food yummy?\No, my dad became a guitarist after that.\Oh, really?\He travels the world, playing and singing, while he manages an apartment building.\Right now, he's apparently playing the maracas.\Sounds like quite a free spirit...\1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!\Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature. response:	Oh, it sounds like it's going to rain soon.
context: No, my dad became a guitarist after that.\Oh, really?\He travels the world, playing and singing, while he manages an apartment building.\Right now, he's apparently playing the maracas.\Sounds like quite a free spirit...\1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!\Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.\Oh, it sounds like it's going to rain soon. response:	Huh? But it's so sunny.
context: Oh, really?\He travels the world, playing and singing, while he manages an apartment building.\Right now, he's apparently playing the maracas.\Sounds like quite a free spirit...\1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!\Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.\Oh, it sounds like it's going to rain soon.\Huh? But it's so sunny. response:	Aw, man...
context: He travels the world, playing and singing, while he manages an apartment building.\Right now, he's apparently playing the maracas.\Sounds like quite a free spirit...\1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!\Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.\Oh, it sounds like it's going to rain soon.\Huh? But it's so sunny.\Aw, man... response:	And I thought we'd be able to dry the laundry...
context: Right now, he's apparently playing the maracas.\Sounds like quite a free spirit...\1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!\Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.\Oh, it sounds like it's going to rain soon.\Huh? But it's so sunny.\Aw, man...\And I thought we'd be able to dry the laundry... response:	Hina-chan, can you talk to animals?
context: Sounds like quite a free spirit...\1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!\Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.\Oh, it sounds like it's going to rain soon.\Huh? But it's so sunny.\Aw, man...\And I thought we'd be able to dry the laundry...\Hina-chan, can you talk to animals? response:	Oh, no, um... It's more like just intuition...
context: 1) Slice the apple into rings. Leave the peel on! 2) Coat the inside of a pie pan with butter. Lay the thawed crust in the pan and trim any excess. Poke a few holes in the bottom with a fork and chill in the refrigerator for 30 minutes. Use a cookie cutter for cute and easy core removal! Let the slices sit in salt water. Don't forget to peel them!! Butter the pie crust! 30 minutes!\Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.\Oh, it sounds like it's going to rain soon.\Huh? But it's so sunny.\Aw, man...\And I thought we'd be able to dry the laundry...\Hina-chan, can you talk to animals?\Oh, no, um... It's more like just intuition... response:	Wow!
context: Cooking Drill: Apple Pie Ingredients 1 frozen pie crust 1 apple 30g sugar 1/2 tbsp. lemon juice Small amount of butter *Thaw the pie crust at room temperature.\Oh, it sounds like it's going to rain soon.\Huh? But it's so sunny.\Aw, man...\And I thought we'd be able to dry the laundry...\Hina-chan, can you talk to animals?\Oh, no, um... It's more like just intuition...\Wow! response:	Animals have always been drawn to me.
context: Oh, it sounds like it's going to rain soon.\Huh? But it's so sunny.\Aw, man...\And I thought we'd be able to dry the laundry...\Hina-chan, can you talk to animals?\Oh, no, um... It's more like just intuition...\Wow!\Animals have always been drawn to me. response:	Like rabbits, tanuki, boars, deer...
context: Huh? But it's so sunny.\Aw, man...\And I thought we'd be able to dry the laundry...\Hina-chan, can you talk to animals?\Oh, no, um... It's more like just intuition...\Wow!\Animals have always been drawn to me.\Like rabbits, tanuki, boars, deer... response:	After a while, it just came naturally.
context: Aw, man...\And I thought we'd be able to dry the laundry...\Hina-chan, can you talk to animals?\Oh, no, um... It's more like just intuition...\Wow!\Animals have always been drawn to me.\Like rabbits, tanuki, boars, deer...\After a while, it just came naturally. response:	I think she'd be more suited to the circus than to theater...
context: And I thought we'd be able to dry the laundry...\Hina-chan, can you talk to animals?\Oh, no, um... It's more like just intuition...\Wow!\Animals have always been drawn to me.\Like rabbits, tanuki, boars, deer...\After a while, it just came naturally.\I think she'd be more suited to the circus than to theater... response:	Is something wrong?
context: Hina-chan, can you talk to animals?\Oh, no, um... It's more like just intuition...\Wow!\Animals have always been drawn to me.\Like rabbits, tanuki, boars, deer...\After a while, it just came naturally.\I think she'd be more suited to the circus than to theater...\Is something wrong? response:	Hina-chan, why don't we try forming a theater troupe after all?
context: Oh, no, um... It's more like just intuition...\Wow!\Animals have always been drawn to me.\Like rabbits, tanuki, boars, deer...\After a while, it just came naturally.\I think she'd be more suited to the circus than to theater...\Is something wrong?\Hina-chan, why don't we try forming a theater troupe after all? response:	Huh?
context: Wow!\Animals have always been drawn to me.\Like rabbits, tanuki, boars, deer...\After a while, it just came naturally.\I think she'd be more suited to the circus than to theater...\Is something wrong?\Hina-chan, why don't we try forming a theater troupe after all?\Huh? response:	What you said earlier made me see that you really want to be in theater.
context: Animals have always been drawn to me.\Like rabbits, tanuki, boars, deer...\After a while, it just came naturally.\I think she'd be more suited to the circus than to theater...\Is something wrong?\Hina-chan, why don't we try forming a theater troupe after all?\Huh?\What you said earlier made me see that you really want to be in theater. response:	But there's no telling when the school theater club will start up again.
context: Like rabbits, tanuki, boars, deer...\After a while, it just came naturally.\I think she'd be more suited to the circus than to theater...\Is something wrong?\Hina-chan, why don't we try forming a theater troupe after all?\Huh?\What you said earlier made me see that you really want to be in theater.\But there's no telling when the school theater club will start up again. response:	B-But...
context: After a while, it just came naturally.\I think she'd be more suited to the circus than to theater...\Is something wrong?\Hina-chan, why don't we try forming a theater troupe after all?\Huh?\What you said earlier made me see that you really want to be in theater.\But there's no telling when the school theater club will start up again.\B-But... response:	Let's do it!
context: I think she'd be more suited to the circus than to theater...\Is something wrong?\Hina-chan, why don't we try forming a theater troupe after all?\Huh?\What you said earlier made me see that you really want to be in theater.\But there's no telling when the school theater club will start up again.\B-But...\Let's do it! response:	Kuu-chan...
context: Is something wrong?\Hina-chan, why don't we try forming a theater troupe after all?\Huh?\What you said earlier made me see that you really want to be in theater.\But there's no telling when the school theater club will start up again.\B-But...\Let's do it!\Kuu-chan... response:	How about we make use of your talent to put on a play with real animals?
context: Hina-chan, why don't we try forming a theater troupe after all?\Huh?\What you said earlier made me see that you really want to be in theater.\But there's no telling when the school theater club will start up again.\B-But...\Let's do it!\Kuu-chan...\How about we make use of your talent to put on a play with real animals? response:	Like The Three Little Pigs.
context: Huh?\What you said earlier made me see that you really want to be in theater.\But there's no telling when the school theater club will start up again.\B-But...\Let's do it!\Kuu-chan...\How about we make use of your talent to put on a play with real animals?\Like The Three Little Pigs. response:	But that story wouldn't need any human actors, would it?
context: What you said earlier made me see that you really want to be in theater.\But there's no telling when the school theater club will start up again.\B-But...\Let's do it!\Kuu-chan...\How about we make use of your talent to put on a play with real animals?\Like The Three Little Pigs.\But that story wouldn't need any human actors, would it? response:	That's true... Okay, then...
context: But there's no telling when the school theater club will start up again.\B-But...\Let's do it!\Kuu-chan...\How about we make use of your talent to put on a play with real animals?\Like The Three Little Pigs.\But that story wouldn't need any human actors, would it?\That's true... Okay, then... response:	Maybe Little Red Riding Hood?
context: B-But...\Let's do it!\Kuu-chan...\How about we make use of your talent to put on a play with real animals?\Like The Three Little Pigs.\But that story wouldn't need any human actors, would it?\That's true... Okay, then...\Maybe Little Red Riding Hood? response:	Whoever played the grandma would be killed!
context: Let's do it!\Kuu-chan...\How about we make use of your talent to put on a play with real animals?\Like The Three Little Pigs.\But that story wouldn't need any human actors, would it?\That's true... Okay, then...\Maybe Little Red Riding Hood?\Whoever played the grandma would be killed! response:	She'd get eaten by the wolf!
context: Kuu-chan...\How about we make use of your talent to put on a play with real animals?\Like The Three Little Pigs.\But that story wouldn't need any human actors, would it?\That's true... Okay, then...\Maybe Little Red Riding Hood?\Whoever played the grandma would be killed!\She'd get eaten by the wolf! response:	Actually, didn't Little Red Riding Hood get eaten, too?
context: How about we make use of your talent to put on a play with real animals?\Like The Three Little Pigs.\But that story wouldn't need any human actors, would it?\That's true... Okay, then...\Maybe Little Red Riding Hood?\Whoever played the grandma would be killed!\She'd get eaten by the wolf!\Actually, didn't Little Red Riding Hood get eaten, too? response:	We can't do that!
context: Like The Three Little Pigs.\But that story wouldn't need any human actors, would it?\That's true... Okay, then...\Maybe Little Red Riding Hood?\Whoever played the grandma would be killed!\She'd get eaten by the wolf!\Actually, didn't Little Red Riding Hood get eaten, too?\We can't do that! response:	This is harder than I thought.
context: But that story wouldn't need any human actors, would it?\That's true... Okay, then...\Maybe Little Red Riding Hood?\Whoever played the grandma would be killed!\She'd get eaten by the wolf!\Actually, didn't Little Red Riding Hood get eaten, too?\We can't do that!\This is harder than I thought. response:	Um, Miss Landlady...
context: That's true... Okay, then...\Maybe Little Red Riding Hood?\Whoever played the grandma would be killed!\She'd get eaten by the wolf!\Actually, didn't Little Red Riding Hood get eaten, too?\We can't do that!\This is harder than I thought.\Um, Miss Landlady... response:	Do you really think I can be an actress?
context: Maybe Little Red Riding Hood?\Whoever played the grandma would be killed!\She'd get eaten by the wolf!\Actually, didn't Little Red Riding Hood get eaten, too?\We can't do that!\This is harder than I thought.\Um, Miss Landlady...\Do you really think I can be an actress? response:	Maybe you can start behind the scenes instead of jumping right into acting.
context: Whoever played the grandma would be killed!\She'd get eaten by the wolf!\Actually, didn't Little Red Riding Hood get eaten, too?\We can't do that!\This is harder than I thought.\Um, Miss Landlady...\Do you really think I can be an actress?\Maybe you can start behind the scenes instead of jumping right into acting. response:	Behind the scenes?
context: She'd get eaten by the wolf!\Actually, didn't Little Red Riding Hood get eaten, too?\We can't do that!\This is harder than I thought.\Um, Miss Landlady...\Do you really think I can be an actress?\Maybe you can start behind the scenes instead of jumping right into acting.\Behind the scenes? response:	There's a lot of work to do in a theater troupe besides just acting.
