context: Those are pretty. response:	Are you going to visit your cousin again?
context: Wait, no! You shouldn't be so forceful!\Come on. Just stay still.\Wh-What is this?\The jacket I wore when I went mountain climbing in grade school.\How did you dig this up so quickly?!\Now what are you doing?!\It's bug repellent.\What do you think you're... doing... response:	Here, take some pork miso soup with you.
context: Come on. Just stay still.\Wh-What is this?\The jacket I wore when I went mountain climbing in grade school.\How did you dig this up so quickly?!\Now what are you doing?!\It's bug repellent.\What do you think you're... doing...\Here, take some pork miso soup with you. response:	And some rice balls, too.
context: Wh-What is this?\The jacket I wore when I went mountain climbing in grade school.\How did you dig this up so quickly?!\Now what are you doing?!\It's bug repellent.\What do you think you're... doing...\Here, take some pork miso soup with you.\And some rice balls, too. response:	Wait...
context: The jacket I wore when I went mountain climbing in grade school.\How did you dig this up so quickly?!\Now what are you doing?!\It's bug repellent.\What do you think you're... doing...\Here, take some pork miso soup with you.\And some rice balls, too.\Wait... response:	Kuro-san!
context: How did you dig this up so quickly?!\Now what are you doing?!\It's bug repellent.\What do you think you're... doing...\Here, take some pork miso soup with you.\And some rice balls, too.\Wait...\Kuro-san! response:	Don't do anything rash again.
context: Now what are you doing?!\It's bug repellent.\What do you think you're... doing...\Here, take some pork miso soup with you.\And some rice balls, too.\Wait...\Kuro-san!\Don't do anything rash again. response:	So you see, even though I told him
context: It's bug repellent.\What do you think you're... doing...\Here, take some pork miso soup with you.\And some rice balls, too.\Wait...\Kuro-san!\Don't do anything rash again.\So you see, even though I told him response:	I would be meeting a giant serpent that might like to eat humans,
context: What do you think you're... doing...\Here, take some pork miso soup with you.\And some rice balls, too.\Wait...\Kuro-san!\Don't do anything rash again.\So you see, even though I told him\I would be meeting a giant serpent that might like to eat humans, response:	he had no intention of coming.
context: Here, take some pork miso soup with you.\And some rice balls, too.\Wait...\Kuro-san!\Don't do anything rash again.\So you see, even though I told him\I would be meeting a giant serpent that might like to eat humans,\he had no intention of coming. response:	Goodness, no! I would never dream of eating you, my lady!
context: And some rice balls, too.\Wait...\Kuro-san!\Don't do anything rash again.\So you see, even though I told him\I would be meeting a giant serpent that might like to eat humans,\he had no intention of coming.\Goodness, no! I would never dream of eating you, my lady! response:	Besides, humans are too hard to eat, with the clothes
context: Wait...\Kuro-san!\Don't do anything rash again.\So you see, even though I told him\I would be meeting a giant serpent that might like to eat humans,\he had no intention of coming.\Goodness, no! I would never dream of eating you, my lady!\Besides, humans are too hard to eat, with the clothes response:	and metal accessories they put on...
context: Kuro-san!\Don't do anything rash again.\So you see, even though I told him\I would be meeting a giant serpent that might like to eat humans,\he had no intention of coming.\Goodness, no! I would never dream of eating you, my lady!\Besides, humans are too hard to eat, with the clothes\and metal accessories they put on... response:	So you have actually eaten some before?
context: Don't do anything rash again.\So you see, even though I told him\I would be meeting a giant serpent that might like to eat humans,\he had no intention of coming.\Goodness, no! I would never dream of eating you, my lady!\Besides, humans are too hard to eat, with the clothes\and metal accessories they put on...\So you have actually eaten some before? response:	I can't say that I haven't...
context: So you see, even though I told him\I would be meeting a giant serpent that might like to eat humans,\he had no intention of coming.\Goodness, no! I would never dream of eating you, my lady!\Besides, humans are too hard to eat, with the clothes\and metal accessories they put on...\So you have actually eaten some before?\I can't say that I haven't... response:	I was rumored to be a man-eating serpent back in the day,
context: I would be meeting a giant serpent that might like to eat humans,\he had no intention of coming.\Goodness, no! I would never dream of eating you, my lady!\Besides, humans are too hard to eat, with the clothes\and metal accessories they put on...\So you have actually eaten some before?\I can't say that I haven't...\I was rumored to be a man-eating serpent back in the day, response:	but humans don't particularly taste that good.
context: he had no intention of coming.\Goodness, no! I would never dream of eating you, my lady!\Besides, humans are too hard to eat, with the clothes\and metal accessories they put on...\So you have actually eaten some before?\I can't say that I haven't...\I was rumored to be a man-eating serpent back in the day,\but humans don't particularly taste that good. response:	And nowadays,
context: Goodness, no! I would never dream of eating you, my lady!\Besides, humans are too hard to eat, with the clothes\and metal accessories they put on...\So you have actually eaten some before?\I can't say that I haven't...\I was rumored to be a man-eating serpent back in the day,\but humans don't particularly taste that good.\And nowadays, response:	it would cause far too much trouble, so I prefer to avoid that.
context: Besides, humans are too hard to eat, with the clothes\and metal accessories they put on...\So you have actually eaten some before?\I can't say that I haven't...\I was rumored to be a man-eating serpent back in the day,\but humans don't particularly taste that good.\And nowadays,\it would cause far too much trouble, so I prefer to avoid that. response:	By the way, my lady,
context: and metal accessories they put on...\So you have actually eaten some before?\I can't say that I haven't...\I was rumored to be a man-eating serpent back in the day,\but humans don't particularly taste that good.\And nowadays,\it would cause far too much trouble, so I prefer to avoid that.\By the way, my lady, response:	if you were able to bring your soup here,
context: So you have actually eaten some before?\I can't say that I haven't...\I was rumored to be a man-eating serpent back in the day,\but humans don't particularly taste that good.\And nowadays,\it would cause far too much trouble, so I prefer to avoid that.\By the way, my lady,\if you were able to bring your soup here, response:	couldn't your boyfriend have brought his to eat here, too?
context: I can't say that I haven't...\I was rumored to be a man-eating serpent back in the day,\but humans don't particularly taste that good.\And nowadays,\it would cause far too much trouble, so I prefer to avoid that.\By the way, my lady,\if you were able to bring your soup here,\couldn't your boyfriend have brought his to eat here, too? response:	Er, I mean, he probably didn't have another thermos! That must be it!
context: I was rumored to be a man-eating serpent back in the day,\but humans don't particularly taste that good.\And nowadays,\it would cause far too much trouble, so I prefer to avoid that.\By the way, my lady,\if you were able to bring your soup here,\couldn't your boyfriend have brought his to eat here, too?\Er, I mean, he probably didn't have another thermos! That must be it! response:	We've gone off track. Let's get to the issue at hand.
context: but humans don't particularly taste that good.\And nowadays,\it would cause far too much trouble, so I prefer to avoid that.\By the way, my lady,\if you were able to bring your soup here,\couldn't your boyfriend have brought his to eat here, too?\Er, I mean, he probably didn't have another thermos! That must be it!\We've gone off track. Let's get to the issue at hand. response:	You're concerned about the murdered corpse you found in your swamp, right?
context: And nowadays,\it would cause far too much trouble, so I prefer to avoid that.\By the way, my lady,\if you were able to bring your soup here,\couldn't your boyfriend have brought his to eat here, too?\Er, I mean, he probably didn't have another thermos! That must be it!\We've gone off track. Let's get to the issue at hand.\You're concerned about the murdered corpse you found in your swamp, right? response:	Yes. I cannot fathom why that woman came all the way
context: it would cause far too much trouble, so I prefer to avoid that.\By the way, my lady,\if you were able to bring your soup here,\couldn't your boyfriend have brought his to eat here, too?\Er, I mean, he probably didn't have another thermos! That must be it!\We've gone off track. Let's get to the issue at hand.\You're concerned about the murdered corpse you found in your swamp, right?\Yes. I cannot fathom why that woman came all the way response:	to my swamp to dispose of the body,
context: By the way, my lady,\if you were able to bring your soup here,\couldn't your boyfriend have brought his to eat here, too?\Er, I mean, he probably didn't have another thermos! That must be it!\We've gone off track. Let's get to the issue at hand.\You're concerned about the murdered corpse you found in your swamp, right?\Yes. I cannot fathom why that woman came all the way\to my swamp to dispose of the body, response:	so I'd like to hear an explanation I can be satisfied with.
context: if you were able to bring your soup here,\couldn't your boyfriend have brought his to eat here, too?\Er, I mean, he probably didn't have another thermos! That must be it!\We've gone off track. Let's get to the issue at hand.\You're concerned about the murdered corpse you found in your swamp, right?\Yes. I cannot fathom why that woman came all the way\to my swamp to dispose of the body,\so I'd like to hear an explanation I can be satisfied with. response:	About a month ago, on April 23rd, just past 2 PM,
context: couldn't your boyfriend have brought his to eat here, too?\Er, I mean, he probably didn't have another thermos! That must be it!\We've gone off track. Let's get to the issue at hand.\You're concerned about the murdered corpse you found in your swamp, right?\Yes. I cannot fathom why that woman came all the way\to my swamp to dispose of the body,\so I'd like to hear an explanation I can be satisfied with.\About a month ago, on April 23rd, just past 2 PM, response:	two hikers who were picking mountain vegetables
context: Er, I mean, he probably didn't have another thermos! That must be it!\We've gone off track. Let's get to the issue at hand.\You're concerned about the murdered corpse you found in your swamp, right?\Yes. I cannot fathom why that woman came all the way\to my swamp to dispose of the body,\so I'd like to hear an explanation I can be satisfied with.\About a month ago, on April 23rd, just past 2 PM,\two hikers who were picking mountain vegetables response:	found a man's body here at Tsukuna Swamp.
context: We've gone off track. Let's get to the issue at hand.\You're concerned about the murdered corpse you found in your swamp, right?\Yes. I cannot fathom why that woman came all the way\to my swamp to dispose of the body,\so I'd like to hear an explanation I can be satisfied with.\About a month ago, on April 23rd, just past 2 PM,\two hikers who were picking mountain vegetables\found a man's body here at Tsukuna Swamp. response:	Because he had been stabbed in the chest with a sharp knife,
context: You're concerned about the murdered corpse you found in your swamp, right?\Yes. I cannot fathom why that woman came all the way\to my swamp to dispose of the body,\so I'd like to hear an explanation I can be satisfied with.\About a month ago, on April 23rd, just past 2 PM,\two hikers who were picking mountain vegetables\found a man's body here at Tsukuna Swamp.\Because he had been stabbed in the chest with a sharp knife, response:	they ruled his death a murder.
context: Yes. I cannot fathom why that woman came all the way\to my swamp to dispose of the body,\so I'd like to hear an explanation I can be satisfied with.\About a month ago, on April 23rd, just past 2 PM,\two hikers who were picking mountain vegetables\found a man's body here at Tsukuna Swamp.\Because he had been stabbed in the chest with a sharp knife,\they ruled his death a murder. response:	However, despite a few days passing since he was murdered,
context: to my swamp to dispose of the body,\so I'd like to hear an explanation I can be satisfied with.\About a month ago, on April 23rd, just past 2 PM,\two hikers who were picking mountain vegetables\found a man's body here at Tsukuna Swamp.\Because he had been stabbed in the chest with a sharp knife,\they ruled his death a murder.\However, despite a few days passing since he was murdered, response:	and him having no cellphone or ID,
context: so I'd like to hear an explanation I can be satisfied with.\About a month ago, on April 23rd, just past 2 PM,\two hikers who were picking mountain vegetables\found a man's body here at Tsukuna Swamp.\Because he had been stabbed in the chest with a sharp knife,\they ruled his death a murder.\However, despite a few days passing since he was murdered,\and him having no cellphone or ID, response:	they were able to identify him immediately.
context: About a month ago, on April 23rd, just past 2 PM,\two hikers who were picking mountain vegetables\found a man's body here at Tsukuna Swamp.\Because he had been stabbed in the chest with a sharp knife,\they ruled his death a murder.\However, despite a few days passing since he was murdered,\and him having no cellphone or ID,\they were able to identify him immediately. response:	Yoshihara Hiroo
context: two hikers who were picking mountain vegetables\found a man's body here at Tsukuna Swamp.\Because he had been stabbed in the chest with a sharp knife,\they ruled his death a murder.\However, despite a few days passing since he was murdered,\and him having no cellphone or ID,\they were able to identify him immediately.\Yoshihara Hiroo response:	Yoshihara Hiroo, 35 years old. He worked for a large construction firm.
context: found a man's body here at Tsukuna Swamp.\Because he had been stabbed in the chest with a sharp knife,\they ruled his death a murder.\However, despite a few days passing since he was murdered,\and him having no cellphone or ID,\they were able to identify him immediately.\Yoshihara Hiroo\Yoshihara Hiroo, 35 years old. He worked for a large construction firm. response:	Eventually, a 30-year-old woman was arrested as a suspect.
context: Because he had been stabbed in the chest with a sharp knife,\they ruled his death a murder.\However, despite a few days passing since he was murdered,\and him having no cellphone or ID,\they were able to identify him immediately.\Yoshihara Hiroo\Yoshihara Hiroo, 35 years old. He worked for a large construction firm.\Eventually, a 30-year-old woman was arrested as a suspect. response:	Tanio Aoi.
context: they ruled his death a murder.\However, despite a few days passing since he was murdered,\and him having no cellphone or ID,\they were able to identify him immediately.\Yoshihara Hiroo\Yoshihara Hiroo, 35 years old. He worked for a large construction firm.\Eventually, a 30-year-old woman was arrested as a suspect.\Tanio Aoi. response:	It was me.
context: However, despite a few days passing since he was murdered,\and him having no cellphone or ID,\they were able to identify him immediately.\Yoshihara Hiroo\Yoshihara Hiroo, 35 years old. He worked for a large construction firm.\Eventually, a 30-year-old woman was arrested as a suspect.\Tanio Aoi.\It was me. response:	They got a confession from her.
context: and him having no cellphone or ID,\they were able to identify him immediately.\Yoshihara Hiroo\Yoshihara Hiroo, 35 years old. He worked for a large construction firm.\Eventually, a 30-year-old woman was arrested as a suspect.\Tanio Aoi.\It was me.\They got a confession from her. response:	While many unanswered questions remain,
context: they were able to identify him immediately.\Yoshihara Hiroo\Yoshihara Hiroo, 35 years old. He worked for a large construction firm.\Eventually, a 30-year-old woman was arrested as a suspect.\Tanio Aoi.\It was me.\They got a confession from her.\While many unanswered questions remain, response:	they're working mostly on gathering evidence right now.
context: Yoshihara Hiroo\Yoshihara Hiroo, 35 years old. He worked for a large construction firm.\Eventually, a 30-year-old woman was arrested as a suspect.\Tanio Aoi.\It was me.\They got a confession from her.\While many unanswered questions remain,\they're working mostly on gathering evidence right now. response:	It's pretty much an open and shut case.
context: Yoshihara Hiroo, 35 years old. He worked for a large construction firm.\Eventually, a 30-year-old woman was arrested as a suspect.\Tanio Aoi.\It was me.\They got a confession from her.\While many unanswered questions remain,\they're working mostly on gathering evidence right now.\It's pretty much an open and shut case. response:	I assume she threw the body into the swamp to hide it,
context: Eventually, a 30-year-old woman was arrested as a suspect.\Tanio Aoi.\It was me.\They got a confession from her.\While many unanswered questions remain,\they're working mostly on gathering evidence right now.\It's pretty much an open and shut case.\I assume she threw the body into the swamp to hide it, response:	or perhaps to delay its discovery?
context: Tanio Aoi.\It was me.\They got a confession from her.\While many unanswered questions remain,\they're working mostly on gathering evidence right now.\It's pretty much an open and shut case.\I assume she threw the body into the swamp to hide it,\or perhaps to delay its discovery? response:	Nay! It was not to hide the body!
context: It was me.\They got a confession from her.\While many unanswered questions remain,\they're working mostly on gathering evidence right now.\It's pretty much an open and shut case.\I assume she threw the body into the swamp to hide it,\or perhaps to delay its discovery?\Nay! It was not to hide the body! response:	I just happened to see her as she dumped the body...
context: They got a confession from her.\While many unanswered questions remain,\they're working mostly on gathering evidence right now.\It's pretty much an open and shut case.\I assume she threw the body into the swamp to hide it,\or perhaps to delay its discovery?\Nay! It was not to hide the body!\I just happened to see her as she dumped the body... response:	That woman did, indeed, do something so spiteful as to throw that corpse
context: While many unanswered questions remain,\they're working mostly on gathering evidence right now.\It's pretty much an open and shut case.\I assume she threw the body into the swamp to hide it,\or perhaps to delay its discovery?\Nay! It was not to hide the body!\I just happened to see her as she dumped the body...\That woman did, indeed, do something so spiteful as to throw that corpse response:	into this swamp whose water I drink from time to time.
context: they're working mostly on gathering evidence right now.\It's pretty much an open and shut case.\I assume she threw the body into the swamp to hide it,\or perhaps to delay its discovery?\Nay! It was not to hide the body!\I just happened to see her as she dumped the body...\That woman did, indeed, do something so spiteful as to throw that corpse\into this swamp whose water I drink from time to time. response:	But there are times when animal corpses float in it,
context: It's pretty much an open and shut case.\I assume she threw the body into the swamp to hide it,\or perhaps to delay its discovery?\Nay! It was not to hide the body!\I just happened to see her as she dumped the body...\That woman did, indeed, do something so spiteful as to throw that corpse\into this swamp whose water I drink from time to time.\But there are times when animal corpses float in it, response:	as well as humans who throw trash into it.
context: I assume she threw the body into the swamp to hide it,\or perhaps to delay its discovery?\Nay! It was not to hide the body!\I just happened to see her as she dumped the body...\That woman did, indeed, do something so spiteful as to throw that corpse\into this swamp whose water I drink from time to time.\But there are times when animal corpses float in it,\as well as humans who throw trash into it. response:	So I have the ayakashi that live in these mountains clean it regularly.
context: or perhaps to delay its discovery?\Nay! It was not to hide the body!\I just happened to see her as she dumped the body...\That woman did, indeed, do something so spiteful as to throw that corpse\into this swamp whose water I drink from time to time.\But there are times when animal corpses float in it,\as well as humans who throw trash into it.\So I have the ayakashi that live in these mountains clean it regularly. response:	That's fine and all,
context: Nay! It was not to hide the body!\I just happened to see her as she dumped the body...\That woman did, indeed, do something so spiteful as to throw that corpse\into this swamp whose water I drink from time to time.\But there are times when animal corpses float in it,\as well as humans who throw trash into it.\So I have the ayakashi that live in these mountains clean it regularly.\That's fine and all, response:	but there's still something amiss about all of this.
context: I just happened to see her as she dumped the body...\That woman did, indeed, do something so spiteful as to throw that corpse\into this swamp whose water I drink from time to time.\But there are times when animal corpses float in it,\as well as humans who throw trash into it.\So I have the ayakashi that live in these mountains clean it regularly.\That's fine and all,\but there's still something amiss about all of this. response:	The woman didn't put anything on the body
context: That woman did, indeed, do something so spiteful as to throw that corpse\into this swamp whose water I drink from time to time.\But there are times when animal corpses float in it,\as well as humans who throw trash into it.\So I have the ayakashi that live in these mountains clean it regularly.\That's fine and all,\but there's still something amiss about all of this.\The woman didn't put anything on the body response:	to weigh it down when she threw it in.
context: into this swamp whose water I drink from time to time.\But there are times when animal corpses float in it,\as well as humans who throw trash into it.\So I have the ayakashi that live in these mountains clean it regularly.\That's fine and all,\but there's still something amiss about all of this.\The woman didn't put anything on the body\to weigh it down when she threw it in. response:	So the corpse rose to the top and was discovered immediately.
context: But there are times when animal corpses float in it,\as well as humans who throw trash into it.\So I have the ayakashi that live in these mountains clean it regularly.\That's fine and all,\but there's still something amiss about all of this.\The woman didn't put anything on the body\to weigh it down when she threw it in.\So the corpse rose to the top and was discovered immediately. response:	Above all, at that moment, I heard the woman clearly say...
context: as well as humans who throw trash into it.\So I have the ayakashi that live in these mountains clean it regularly.\That's fine and all,\but there's still something amiss about all of this.\The woman didn't put anything on the body\to weigh it down when she threw it in.\So the corpse rose to the top and was discovered immediately.\Above all, at that moment, I heard the woman clearly say... response:	I really hope they find you.
context: So I have the ayakashi that live in these mountains clean it regularly.\That's fine and all,\but there's still something amiss about all of this.\The woman didn't put anything on the body\to weigh it down when she threw it in.\So the corpse rose to the top and was discovered immediately.\Above all, at that moment, I heard the woman clearly say...\I really hope they find you. response:	Despite taking the time and effort to dispose of the corpse here,
context: That's fine and all,\but there's still something amiss about all of this.\The woman didn't put anything on the body\to weigh it down when she threw it in.\So the corpse rose to the top and was discovered immediately.\Above all, at that moment, I heard the woman clearly say...\I really hope they find you.\Despite taking the time and effort to dispose of the corpse here, response:	she talked about how she wanted him to be found.
context: but there's still something amiss about all of this.\The woman didn't put anything on the body\to weigh it down when she threw it in.\So the corpse rose to the top and was discovered immediately.\Above all, at that moment, I heard the woman clearly say...\I really hope they find you.\Despite taking the time and effort to dispose of the corpse here,\she talked about how she wanted him to be found. response:	At first glance, it does seem her actions don't make sense.
context: The woman didn't put anything on the body\to weigh it down when she threw it in.\So the corpse rose to the top and was discovered immediately.\Above all, at that moment, I heard the woman clearly say...\I really hope they find you.\Despite taking the time and effort to dispose of the corpse here,\she talked about how she wanted him to be found.\At first glance, it does seem her actions don't make sense. response:	Indeed! I don't understand it at all!
context: to weigh it down when she threw it in.\So the corpse rose to the top and was discovered immediately.\Above all, at that moment, I heard the woman clearly say...\I really hope they find you.\Despite taking the time and effort to dispose of the corpse here,\she talked about how she wanted him to be found.\At first glance, it does seem her actions don't make sense.\Indeed! I don't understand it at all! response:	It must be difficult for a woman to push a wheelbarrow
context: So the corpse rose to the top and was discovered immediately.\Above all, at that moment, I heard the woman clearly say...\I really hope they find you.\Despite taking the time and effort to dispose of the corpse here,\she talked about how she wanted him to be found.\At first glance, it does seem her actions don't make sense.\Indeed! I don't understand it at all!\It must be difficult for a woman to push a wheelbarrow response:	with a body in it up a mountain at night.
context: Above all, at that moment, I heard the woman clearly say...\I really hope they find you.\Despite taking the time and effort to dispose of the corpse here,\she talked about how she wanted him to be found.\At first glance, it does seem her actions don't make sense.\Indeed! I don't understand it at all!\It must be difficult for a woman to push a wheelbarrow\with a body in it up a mountain at night. response:	The police had some doubts about that as well, and asked her about it.
context: I really hope they find you.\Despite taking the time and effort to dispose of the corpse here,\she talked about how she wanted him to be found.\At first glance, it does seem her actions don't make sense.\Indeed! I don't understand it at all!\It must be difficult for a woman to push a wheelbarrow\with a body in it up a mountain at night.\The police had some doubts about that as well, and asked her about it. response:	Why did you bother carrying this corpse to this swamp?
context: Despite taking the time and effort to dispose of the corpse here,\she talked about how she wanted him to be found.\At first glance, it does seem her actions don't make sense.\Indeed! I don't understand it at all!\It must be difficult for a woman to push a wheelbarrow\with a body in it up a mountain at night.\The police had some doubts about that as well, and asked her about it.\Why did you bother carrying this corpse to this swamp? response:	And that's when the suspect, Tanio Aoi, said...
context: she talked about how she wanted him to be found.\At first glance, it does seem her actions don't make sense.\Indeed! I don't understand it at all!\It must be difficult for a woman to push a wheelbarrow\with a body in it up a mountain at night.\The police had some doubts about that as well, and asked her about it.\Why did you bother carrying this corpse to this swamp?\And that's when the suspect, Tanio Aoi, said... response:	There's a huge serpent living in that swamp,
context: At first glance, it does seem her actions don't make sense.\Indeed! I don't understand it at all!\It must be difficult for a woman to push a wheelbarrow\with a body in it up a mountain at night.\The police had some doubts about that as well, and asked her about it.\Why did you bother carrying this corpse to this swamp?\And that's when the suspect, Tanio Aoi, said...\There's a huge serpent living in that swamp, response:	and I've heard that it eats people,
context: Indeed! I don't understand it at all!\It must be difficult for a woman to push a wheelbarrow\with a body in it up a mountain at night.\The police had some doubts about that as well, and asked her about it.\Why did you bother carrying this corpse to this swamp?\And that's when the suspect, Tanio Aoi, said...\There's a huge serpent living in that swamp,\and I've heard that it eats people, response:	so I thought if I dumped the body there, the serpent would eat it.
context: It must be difficult for a woman to push a wheelbarrow\with a body in it up a mountain at night.\The police had some doubts about that as well, and asked her about it.\Why did you bother carrying this corpse to this swamp?\And that's when the suspect, Tanio Aoi, said...\There's a huge serpent living in that swamp,\and I've heard that it eats people,\so I thought if I dumped the body there, the serpent would eat it. response:	It was a rather irrational confession,
context: with a body in it up a mountain at night.\The police had some doubts about that as well, and asked her about it.\Why did you bother carrying this corpse to this swamp?\And that's when the suspect, Tanio Aoi, said...\There's a huge serpent living in that swamp,\and I've heard that it eats people,\so I thought if I dumped the body there, the serpent would eat it.\It was a rather irrational confession, response:	so it even appeared in newspapers.
context: The police had some doubts about that as well, and asked her about it.\Why did you bother carrying this corpse to this swamp?\And that's when the suspect, Tanio Aoi, said...\There's a huge serpent living in that swamp,\and I've heard that it eats people,\so I thought if I dumped the body there, the serpent would eat it.\It was a rather irrational confession,\so it even appeared in newspapers. response:	Dead Man Found in Mt. Tsukuna
context: Why did you bother carrying this corpse to this swamp?\And that's when the suspect, Tanio Aoi, said...\There's a huge serpent living in that swamp,\and I've heard that it eats people,\so I thought if I dumped the body there, the serpent would eat it.\It was a rather irrational confession,\so it even appeared in newspapers.\Dead Man Found in Mt. Tsukuna response:	I saw that confession, as well.
context: And that's when the suspect, Tanio Aoi, said...\There's a huge serpent living in that swamp,\and I've heard that it eats people,\so I thought if I dumped the body there, the serpent would eat it.\It was a rather irrational confession,\so it even appeared in newspapers.\Dead Man Found in Mt. Tsukuna\I saw that confession, as well. response:	Tanio Aoi's family home is right at the base of this mountain.
context: There's a huge serpent living in that swamp,\and I've heard that it eats people,\so I thought if I dumped the body there, the serpent would eat it.\It was a rather irrational confession,\so it even appeared in newspapers.\Dead Man Found in Mt. Tsukuna\I saw that confession, as well.\Tanio Aoi's family home is right at the base of this mountain. response:	It could be she actually believed the legends
context: and I've heard that it eats people,\so I thought if I dumped the body there, the serpent would eat it.\It was a rather irrational confession,\so it even appeared in newspapers.\Dead Man Found in Mt. Tsukuna\I saw that confession, as well.\Tanio Aoi's family home is right at the base of this mountain.\It could be she actually believed the legends response:	she'd heard as a child about a man-eating serpent.
context: so I thought if I dumped the body there, the serpent would eat it.\It was a rather irrational confession,\so it even appeared in newspapers.\Dead Man Found in Mt. Tsukuna\I saw that confession, as well.\Tanio Aoi's family home is right at the base of this mountain.\It could be she actually believed the legends\she'd heard as a child about a man-eating serpent. response:	And in a desperate attempt, she brought the corpse up here...
context: It was a rather irrational confession,\so it even appeared in newspapers.\Dead Man Found in Mt. Tsukuna\I saw that confession, as well.\Tanio Aoi's family home is right at the base of this mountain.\It could be she actually believed the legends\she'd heard as a child about a man-eating serpent.\And in a desperate attempt, she brought the corpse up here... response:	Of course, that's not the case. She was actually trying to hide the body.
context: so it even appeared in newspapers.\Dead Man Found in Mt. Tsukuna\I saw that confession, as well.\Tanio Aoi's family home is right at the base of this mountain.\It could be she actually believed the legends\she'd heard as a child about a man-eating serpent.\And in a desperate attempt, she brought the corpse up here...\Of course, that's not the case. She was actually trying to hide the body. response:	She wasn't trying to bury it or let it sink into the swamp.
context: Dead Man Found in Mt. Tsukuna\I saw that confession, as well.\Tanio Aoi's family home is right at the base of this mountain.\It could be she actually believed the legends\she'd heard as a child about a man-eating serpent.\And in a desperate attempt, she brought the corpse up here...\Of course, that's not the case. She was actually trying to hide the body.\She wasn't trying to bury it or let it sink into the swamp. response:	She just wanted you to devour it.
context: I saw that confession, as well.\Tanio Aoi's family home is right at the base of this mountain.\It could be she actually believed the legends\she'd heard as a child about a man-eating serpent.\And in a desperate attempt, she brought the corpse up here...\Of course, that's not the case. She was actually trying to hide the body.\She wasn't trying to bury it or let it sink into the swamp.\She just wanted you to devour it. response:	Then what about what that woman said when she dumped the body?
context: Tanio Aoi's family home is right at the base of this mountain.\It could be she actually believed the legends\she'd heard as a child about a man-eating serpent.\And in a desperate attempt, she brought the corpse up here...\Of course, that's not the case. She was actually trying to hide the body.\She wasn't trying to bury it or let it sink into the swamp.\She just wanted you to devour it.\Then what about what that woman said when she dumped the body? response:	She didn't mean it as,
context: It could be she actually believed the legends\she'd heard as a child about a man-eating serpent.\And in a desperate attempt, she brought the corpse up here...\Of course, that's not the case. She was actually trying to hide the body.\She wasn't trying to bury it or let it sink into the swamp.\She just wanted you to devour it.\Then what about what that woman said when she dumped the body?\She didn't mean it as, response:	I brought it all the way here, so I hope someone will find it.
context: she'd heard as a child about a man-eating serpent.\And in a desperate attempt, she brought the corpse up here...\Of course, that's not the case. She was actually trying to hide the body.\She wasn't trying to bury it or let it sink into the swamp.\She just wanted you to devour it.\Then what about what that woman said when she dumped the body?\She didn't mean it as,\I brought it all the way here, so I hope someone will find it. response:	What she meant was that she hoped you would find the body.
context: And in a desperate attempt, she brought the corpse up here...\Of course, that's not the case. She was actually trying to hide the body.\She wasn't trying to bury it or let it sink into the swamp.\She just wanted you to devour it.\Then what about what that woman said when she dumped the body?\She didn't mean it as,\I brought it all the way here, so I hope someone will find it.\What she meant was that she hoped you would find the body. response:	Nay! Even if I had found the body, there was no guarantee that I'd eat it.
context: Of course, that's not the case. She was actually trying to hide the body.\She wasn't trying to bury it or let it sink into the swamp.\She just wanted you to devour it.\Then what about what that woman said when she dumped the body?\She didn't mean it as,\I brought it all the way here, so I hope someone will find it.\What she meant was that she hoped you would find the body.\Nay! Even if I had found the body, there was no guarantee that I'd eat it. response:	If the woman truly wished to dispose of the body,
context: She wasn't trying to bury it or let it sink into the swamp.\She just wanted you to devour it.\Then what about what that woman said when she dumped the body?\She didn't mean it as,\I brought it all the way here, so I hope someone will find it.\What she meant was that she hoped you would find the body.\Nay! Even if I had found the body, there was no guarantee that I'd eat it.\If the woman truly wished to dispose of the body, response:	she would've said, I truly hope it eats you.
context: She just wanted you to devour it.\Then what about what that woman said when she dumped the body?\She didn't mean it as,\I brought it all the way here, so I hope someone will find it.\What she meant was that she hoped you would find the body.\Nay! Even if I had found the body, there was no guarantee that I'd eat it.\If the woman truly wished to dispose of the body,\she would've said, I truly hope it eats you. response:	For being so huge, this guardian really gets hung up on minute details.
context: Then what about what that woman said when she dumped the body?\She didn't mean it as,\I brought it all the way here, so I hope someone will find it.\What she meant was that she hoped you would find the body.\Nay! Even if I had found the body, there was no guarantee that I'd eat it.\If the woman truly wished to dispose of the body,\she would've said, I truly hope it eats you.\For being so huge, this guardian really gets hung up on minute details. response:	This brings up another question.
context: She didn't mean it as,\I brought it all the way here, so I hope someone will find it.\What she meant was that she hoped you would find the body.\Nay! Even if I had found the body, there was no guarantee that I'd eat it.\If the woman truly wished to dispose of the body,\she would've said, I truly hope it eats you.\For being so huge, this guardian really gets hung up on minute details.\This brings up another question. response:	Why did that woman give a false confession?
context: I brought it all the way here, so I hope someone will find it.\What she meant was that she hoped you would find the body.\Nay! Even if I had found the body, there was no guarantee that I'd eat it.\If the woman truly wished to dispose of the body,\she would've said, I truly hope it eats you.\For being so huge, this guardian really gets hung up on minute details.\This brings up another question.\Why did that woman give a false confession? response:	This is going to take a while...
