context: Episode 6 Umaru's Birthday response:	Umaru, it's midnight. Time for bed.
context: It's rare for you to fall asleep unguarded, Onii-chan.\Didn't you have anything to do?\Th-That's not true. I made some chashu pork.\Taking a nap while you let chashu pork cook is pretty rockin'.\Oh, yeah!\The chashu pork!\The burner turned itself off automatically.\Do you have enough friends? Let's follow 5 other people!! response:	Onii-chan, it appeared!
context: Didn't you have anything to do?\Th-That's not true. I made some chashu pork.\Taking a nap while you let chashu pork cook is pretty rockin'.\Oh, yeah!\The chashu pork!\The burner turned itself off automatically.\Do you have enough friends? Let's follow 5 other people!!\Onii-chan, it appeared! response:	Wh-What?!
context: Th-That's not true. I made some chashu pork.\Taking a nap while you let chashu pork cook is pretty rockin'.\Oh, yeah!\The chashu pork!\The burner turned itself off automatically.\Do you have enough friends? Let's follow 5 other people!!\Onii-chan, it appeared!\Wh-What?! response:	Look, look!
context: Taking a nap while you let chashu pork cook is pretty rockin'.\Oh, yeah!\The chashu pork!\The burner turned itself off automatically.\Do you have enough friends? Let's follow 5 other people!!\Onii-chan, it appeared!\Wh-What?!\Look, look! response:	It's a rare titan that only has a 5 chance of appearing!
context: Oh, yeah!\The chashu pork!\The burner turned itself off automatically.\Do you have enough friends? Let's follow 5 other people!!\Onii-chan, it appeared!\Wh-What?!\Look, look!\It's a rare titan that only has a 5 chance of appearing! response:	See? Shincolle!
context: The chashu pork!\The burner turned itself off automatically.\Do you have enough friends? Let's follow 5 other people!!\Onii-chan, it appeared!\Wh-What?!\Look, look!\It's a rare titan that only has a 5 chance of appearing!\See? Shincolle! response:	This was a feat of the gods! Its rare level is max!
context: The burner turned itself off automatically.\Do you have enough friends? Let's follow 5 other people!!\Onii-chan, it appeared!\Wh-What?!\Look, look!\It's a rare titan that only has a 5 chance of appearing!\See? Shincolle!\This was a feat of the gods! Its rare level is max! response:	Taiha
context: Do you have enough friends? Let's follow 5 other people!!\Onii-chan, it appeared!\Wh-What?!\Look, look!\It's a rare titan that only has a 5 chance of appearing!\See? Shincolle!\This was a feat of the gods! Its rare level is max!\Taiha response:	I don't really get it, but it's a game thing, huh?
context: Onii-chan, it appeared!\Wh-What?!\Look, look!\It's a rare titan that only has a 5 chance of appearing!\See? Shincolle!\This was a feat of the gods! Its rare level is max!\Taiha\I don't really get it, but it's a game thing, huh? response:	Sorry. Can this wait?
context: Wh-What?!\Look, look!\It's a rare titan that only has a 5 chance of appearing!\See? Shincolle!\This was a feat of the gods! Its rare level is max!\Taiha\I don't really get it, but it's a game thing, huh?\Sorry. Can this wait? response:	I'm making documents for my meeting tomorrow.
context: Look, look!\It's a rare titan that only has a 5 chance of appearing!\See? Shincolle!\This was a feat of the gods! Its rare level is max!\Taiha\I don't really get it, but it's a game thing, huh?\Sorry. Can this wait?\I'm making documents for my meeting tomorrow. response:	Huh? Why? Come on! Take a good look at it!
context: It's a rare titan that only has a 5 chance of appearing!\See? Shincolle!\This was a feat of the gods! Its rare level is max!\Taiha\I don't really get it, but it's a game thing, huh?\Sorry. Can this wait?\I'm making documents for my meeting tomorrow.\Huh? Why? Come on! Take a good look at it! response:	No, I only have until tomorrow.
context: See? Shincolle!\This was a feat of the gods! Its rare level is max!\Taiha\I don't really get it, but it's a game thing, huh?\Sorry. Can this wait?\I'm making documents for my meeting tomorrow.\Huh? Why? Come on! Take a good look at it!\No, I only have until tomorrow. response:	Shincolle is more important than meetings!
context: This was a feat of the gods! Its rare level is max!\Taiha\I don't really get it, but it's a game thing, huh?\Sorry. Can this wait?\I'm making documents for my meeting tomorrow.\Huh? Why? Come on! Take a good look at it!\No, I only have until tomorrow.\Shincolle is more important than meetings! response:	My meeting is more important than Shincolle!
context: Taiha\I don't really get it, but it's a game thing, huh?\Sorry. Can this wait?\I'm making documents for my meeting tomorrow.\Huh? Why? Come on! Take a good look at it!\No, I only have until tomorrow.\Shincolle is more important than meetings!\My meeting is more important than Shincolle! response:	From the Next Day...
context: I don't really get it, but it's a game thing, huh?\Sorry. Can this wait?\I'm making documents for my meeting tomorrow.\Huh? Why? Come on! Take a good look at it!\No, I only have until tomorrow.\Shincolle is more important than meetings!\My meeting is more important than Shincolle!\From the Next Day... response:	Onii-chan, look! I got all the characters.
context: Sorry. Can this wait?\I'm making documents for my meeting tomorrow.\Huh? Why? Come on! Take a good look at it!\No, I only have until tomorrow.\Shincolle is more important than meetings!\My meeting is more important than Shincolle!\From the Next Day...\Onii-chan, look! I got all the characters. response:	Potato Chips
context: I'm making documents for my meeting tomorrow.\Huh? Why? Come on! Take a good look at it!\No, I only have until tomorrow.\Shincolle is more important than meetings!\My meeting is more important than Shincolle!\From the Next Day...\Onii-chan, look! I got all the characters.\Potato Chips response:	Onii-chan, this is a new flavor!
context: Huh? Why? Come on! Take a good look at it!\No, I only have until tomorrow.\Shincolle is more important than meetings!\My meeting is more important than Shincolle!\From the Next Day...\Onii-chan, look! I got all the characters.\Potato Chips\Onii-chan, this is a new flavor! response:	Onii-chan, look at this!
context: No, I only have until tomorrow.\Shincolle is more important than meetings!\My meeting is more important than Shincolle!\From the Next Day...\Onii-chan, look! I got all the characters.\Potato Chips\Onii-chan, this is a new flavor!\Onii-chan, look at this! response:	Onii-chan, look!
context: Shincolle is more important than meetings!\My meeting is more important than Shincolle!\From the Next Day...\Onii-chan, look! I got all the characters.\Potato Chips\Onii-chan, this is a new flavor!\Onii-chan, look at this!\Onii-chan, look! response:	Onii-chan!
context: My meeting is more important than Shincolle!\From the Next Day...\Onii-chan, look! I got all the characters.\Potato Chips\Onii-chan, this is a new flavor!\Onii-chan, look at this!\Onii-chan, look!\Onii-chan! response:	Onii-chan!
context: From the Next Day...\Onii-chan, look! I got all the characters.\Potato Chips\Onii-chan, this is a new flavor!\Onii-chan, look at this!\Onii-chan, look!\Onii-chan!\Onii-chan! response:	Onii-chan!
context: Onii-chan, look! I got all the characters.\Potato Chips\Onii-chan, this is a new flavor!\Onii-chan, look at this!\Onii-chan, look!\Onii-chan!\Onii-chan!\Onii-chan! response:	Umaru, I think it's time to divide the room.
context: Potato Chips\Onii-chan, this is a new flavor!\Onii-chan, look at this!\Onii-chan, look!\Onii-chan!\Onii-chan!\Onii-chan!\Umaru, I think it's time to divide the room. response:	The room?
context: Onii-chan, this is a new flavor!\Onii-chan, look at this!\Onii-chan, look!\Onii-chan!\Onii-chan!\Onii-chan!\Umaru, I think it's time to divide the room.\The room? response:	Yeah. This apartment is only one room, right?
context: Onii-chan, look at this!\Onii-chan, look!\Onii-chan!\Onii-chan!\Onii-chan!\Umaru, I think it's time to divide the room.\The room?\Yeah. This apartment is only one room, right? response:	So I was thinking about dividing our spaces with a curtain.
context: Onii-chan, look!\Onii-chan!\Onii-chan!\Onii-chan!\Umaru, I think it's time to divide the room.\The room?\Yeah. This apartment is only one room, right?\So I was thinking about dividing our spaces with a curtain. response:	Umaru Zone
context: Onii-chan!\Onii-chan!\Onii-chan!\Umaru, I think it's time to divide the room.\The room?\Yeah. This apartment is only one room, right?\So I was thinking about dividing our spaces with a curtain.\Umaru Zone response:	Where did this come from?
context: Onii-chan!\Onii-chan!\Umaru, I think it's time to divide the room.\The room?\Yeah. This apartment is only one room, right?\So I was thinking about dividing our spaces with a curtain.\Umaru Zone\Where did this come from? response:	It's weird for siblings to be living in a one-room apartment.
context: Onii-chan!\Umaru, I think it's time to divide the room.\The room?\Yeah. This apartment is only one room, right?\So I was thinking about dividing our spaces with a curtain.\Umaru Zone\Where did this come from?\It's weird for siblings to be living in a one-room apartment. response:	You need your private space, don't you?
context: Umaru, I think it's time to divide the room.\The room?\Yeah. This apartment is only one room, right?\So I was thinking about dividing our spaces with a curtain.\Umaru Zone\Where did this come from?\It's weird for siblings to be living in a one-room apartment.\You need your private space, don't you? response:	Huh? I'm pretty indifferent...
context: The room?\Yeah. This apartment is only one room, right?\So I was thinking about dividing our spaces with a curtain.\Umaru Zone\Where did this come from?\It's weird for siblings to be living in a one-room apartment.\You need your private space, don't you?\Huh? I'm pretty indifferent... response:	Wait a sec.
context: Yeah. This apartment is only one room, right?\So I was thinking about dividing our spaces with a curtain.\Umaru Zone\Where did this come from?\It's weird for siblings to be living in a one-room apartment.\You need your private space, don't you?\Huh? I'm pretty indifferent...\Wait a sec. response:	If I get my own room,
context: So I was thinking about dividing our spaces with a curtain.\Umaru Zone\Where did this come from?\It's weird for siblings to be living in a one-room apartment.\You need your private space, don't you?\Huh? I'm pretty indifferent...\Wait a sec.\If I get my own room, response:	maybe I'll be able to laze around all I want without Onii-chan yelling at me.
context: Umaru Zone\Where did this come from?\It's weird for siblings to be living in a one-room apartment.\You need your private space, don't you?\Huh? I'm pretty indifferent...\Wait a sec.\If I get my own room,\maybe I'll be able to laze around all I want without Onii-chan yelling at me. response:	Yeah, sounds good.
context: Where did this come from?\It's weird for siblings to be living in a one-room apartment.\You need your private space, don't you?\Huh? I'm pretty indifferent...\Wait a sec.\If I get my own room,\maybe I'll be able to laze around all I want without Onii-chan yelling at me.\Yeah, sounds good. response:	Okay, then.
context: It's weird for siblings to be living in a one-room apartment.\You need your private space, don't you?\Huh? I'm pretty indifferent...\Wait a sec.\If I get my own room,\maybe I'll be able to laze around all I want without Onii-chan yelling at me.\Yeah, sounds good.\Okay, then. response:	All right. If I have my own room, my work efficiency will go up.
context: You need your private space, don't you?\Huh? I'm pretty indifferent...\Wait a sec.\If I get my own room,\maybe I'll be able to laze around all I want without Onii-chan yelling at me.\Yeah, sounds good.\Okay, then.\All right. If I have my own room, my work efficiency will go up. response:	And if that happens, I'll have time for housework and time to spend with Umaru.
context: Huh? I'm pretty indifferent...\Wait a sec.\If I get my own room,\maybe I'll be able to laze around all I want without Onii-chan yelling at me.\Yeah, sounds good.\Okay, then.\All right. If I have my own room, my work efficiency will go up.\And if that happens, I'll have time for housework and time to spend with Umaru. response:	All right. Let's go buy that curtain.
context: Wait a sec.\If I get my own room,\maybe I'll be able to laze around all I want without Onii-chan yelling at me.\Yeah, sounds good.\Okay, then.\All right. If I have my own room, my work efficiency will go up.\And if that happens, I'll have time for housework and time to spend with Umaru.\All right. Let's go buy that curtain. response:	I want one with a cute design!
context: If I get my own room,\maybe I'll be able to laze around all I want without Onii-chan yelling at me.\Yeah, sounds good.\Okay, then.\All right. If I have my own room, my work efficiency will go up.\And if that happens, I'll have time for housework and time to spend with Umaru.\All right. Let's go buy that curtain.\I want one with a cute design! response:	There. All done.
context: maybe I'll be able to laze around all I want without Onii-chan yelling at me.\Yeah, sounds good.\Okay, then.\All right. If I have my own room, my work efficiency will go up.\And if that happens, I'll have time for housework and time to spend with Umaru.\All right. Let's go buy that curtain.\I want one with a cute design!\There. All done. response:	Yay!
context: Yeah, sounds good.\Okay, then.\All right. If I have my own room, my work efficiency will go up.\And if that happens, I'll have time for housework and time to spend with Umaru.\All right. Let's go buy that curtain.\I want one with a cute design!\There. All done.\Yay! response:	Woohoo! My own room!
context: Okay, then.\All right. If I have my own room, my work efficiency will go up.\And if that happens, I'll have time for housework and time to spend with Umaru.\All right. Let's go buy that curtain.\I want one with a cute design!\There. All done.\Yay!\Woohoo! My own room! response:	I won't get yelled at for lazing around!
context: All right. If I have my own room, my work efficiency will go up.\And if that happens, I'll have time for housework and time to spend with Umaru.\All right. Let's go buy that curtain.\I want one with a cute design!\There. All done.\Yay!\Woohoo! My own room!\I won't get yelled at for lazing around! response:	Umaru, is something wrong?
context: And if that happens, I'll have time for housework and time to spend with Umaru.\All right. Let's go buy that curtain.\I want one with a cute design!\There. All done.\Yay!\Woohoo! My own room!\I won't get yelled at for lazing around!\Umaru, is something wrong? response:	No, everything's fine.
context: All right. Let's go buy that curtain.\I want one with a cute design!\There. All done.\Yay!\Woohoo! My own room!\I won't get yelled at for lazing around!\Umaru, is something wrong?\No, everything's fine. response:	Don't let it bother you. Just work.
context: I want one with a cute design!\There. All done.\Yay!\Woohoo! My own room!\I won't get yelled at for lazing around!\Umaru, is something wrong?\No, everything's fine.\Don't let it bother you. Just work. response:	Onii-chan, look! Look!
context: There. All done.\Yay!\Woohoo! My own room!\I won't get yelled at for lazing around!\Umaru, is something wrong?\No, everything's fine.\Don't let it bother you. Just work.\Onii-chan, look! Look! response:	Umaru.
context: Yay!\Woohoo! My own room!\I won't get yelled at for lazing around!\Umaru, is something wrong?\No, everything's fine.\Don't let it bother you. Just work.\Onii-chan, look! Look!\Umaru. response:	What is it?
context: Woohoo! My own room!\I won't get yelled at for lazing around!\Umaru, is something wrong?\No, everything's fine.\Don't let it bother you. Just work.\Onii-chan, look! Look!\Umaru.\What is it? response:	Well, um...
context: I won't get yelled at for lazing around!\Umaru, is something wrong?\No, everything's fine.\Don't let it bother you. Just work.\Onii-chan, look! Look!\Umaru.\What is it?\Well, um... response:	I just put up the curtain, but it's kinda cramped. We can leave it open.
context: Umaru, is something wrong?\No, everything's fine.\Don't let it bother you. Just work.\Onii-chan, look! Look!\Umaru.\What is it?\Well, um...\I just put up the curtain, but it's kinda cramped. We can leave it open. response:	Yeah, let's do that.
context: No, everything's fine.\Don't let it bother you. Just work.\Onii-chan, look! Look!\Umaru.\What is it?\Well, um...\I just put up the curtain, but it's kinda cramped. We can leave it open.\Yeah, let's do that. response:	The Next Day
context: Don't let it bother you. Just work.\Onii-chan, look! Look!\Umaru.\What is it?\Well, um...\I just put up the curtain, but it's kinda cramped. We can leave it open.\Yeah, let's do that.\The Next Day response:	Hey, Onii-chan. I want the new item, so I need some money.
context: Onii-chan, look! Look!\Umaru.\What is it?\Well, um...\I just put up the curtain, but it's kinda cramped. We can leave it open.\Yeah, let's do that.\The Next Day\Hey, Onii-chan. I want the new item, so I need some money. response:	I'm working right now. Hold on for a bit.
context: Umaru.\What is it?\Well, um...\I just put up the curtain, but it's kinda cramped. We can leave it open.\Yeah, let's do that.\The Next Day\Hey, Onii-chan. I want the new item, so I need some money.\I'm working right now. Hold on for a bit. response:	2 Hours Before
context: What is it?\Well, um...\I just put up the curtain, but it's kinda cramped. We can leave it open.\Yeah, let's do that.\The Next Day\Hey, Onii-chan. I want the new item, so I need some money.\I'm working right now. Hold on for a bit.\2 Hours Before response:	Yay! A new record!
context: Well, um...\I just put up the curtain, but it's kinda cramped. We can leave it open.\Yeah, let's do that.\The Next Day\Hey, Onii-chan. I want the new item, so I need some money.\I'm working right now. Hold on for a bit.\2 Hours Before\Yay! A new record! response:	It's great that we were able to get a Famicom.
context: I just put up the curtain, but it's kinda cramped. We can leave it open.\Yeah, let's do that.\The Next Day\Hey, Onii-chan. I want the new item, so I need some money.\I'm working right now. Hold on for a bit.\2 Hours Before\Yay! A new record!\It's great that we were able to get a Famicom. response:	The graphics have a certain charm, Master Komaru.
context: Yeah, let's do that.\The Next Day\Hey, Onii-chan. I want the new item, so I need some money.\I'm working right now. Hold on for a bit.\2 Hours Before\Yay! A new record!\It's great that we were able to get a Famicom.\The graphics have a certain charm, Master Komaru. response:	Kirie-chan.
context: The Next Day\Hey, Onii-chan. I want the new item, so I need some money.\I'm working right now. Hold on for a bit.\2 Hours Before\Yay! A new record!\It's great that we were able to get a Famicom.\The graphics have a certain charm, Master Komaru.\Kirie-chan. response:	I brought you guys some drinks.
context: Hey, Onii-chan. I want the new item, so I need some money.\I'm working right now. Hold on for a bit.\2 Hours Before\Yay! A new record!\It's great that we were able to get a Famicom.\The graphics have a certain charm, Master Komaru.\Kirie-chan.\I brought you guys some drinks. response:	I think she's gotten a lot more used to me,
context: I'm working right now. Hold on for a bit.\2 Hours Before\Yay! A new record!\It's great that we were able to get a Famicom.\The graphics have a certain charm, Master Komaru.\Kirie-chan.\I brought you guys some drinks.\I think she's gotten a lot more used to me, response:	but she still seems to tense up when I talk to her.
context: 2 Hours Before\Yay! A new record!\It's great that we were able to get a Famicom.\The graphics have a certain charm, Master Komaru.\Kirie-chan.\I brought you guys some drinks.\I think she's gotten a lot more used to me,\but she still seems to tense up when I talk to her. response:	Kirie-chan, let's play The Game of Life next.
context: Yay! A new record!\It's great that we were able to get a Famicom.\The graphics have a certain charm, Master Komaru.\Kirie-chan.\I brought you guys some drinks.\I think she's gotten a lot more used to me,\but she still seems to tense up when I talk to her.\Kirie-chan, let's play The Game of Life next. response:	Um, I'm...
context: It's great that we were able to get a Famicom.\The graphics have a certain charm, Master Komaru.\Kirie-chan.\I brought you guys some drinks.\I think she's gotten a lot more used to me,\but she still seems to tense up when I talk to her.\Kirie-chan, let's play The Game of Life next.\Um, I'm... response:	quite content with just watching.
context: The graphics have a certain charm, Master Komaru.\Kirie-chan.\I brought you guys some drinks.\I think she's gotten a lot more used to me,\but she still seems to tense up when I talk to her.\Kirie-chan, let's play The Game of Life next.\Um, I'm...\quite content with just watching. response:	Aw, come on!
context: Kirie-chan.\I brought you guys some drinks.\I think she's gotten a lot more used to me,\but she still seems to tense up when I talk to her.\Kirie-chan, let's play The Game of Life next.\Um, I'm...\quite content with just watching.\Aw, come on! response:	Uma... Komaru. Don't be so pushy.
context: I brought you guys some drinks.\I think she's gotten a lot more used to me,\but she still seems to tense up when I talk to her.\Kirie-chan, let's play The Game of Life next.\Um, I'm...\quite content with just watching.\Aw, come on!\Uma... Komaru. Don't be so pushy. response:	Okay...
context: I think she's gotten a lot more used to me,\but she still seems to tense up when I talk to her.\Kirie-chan, let's play The Game of Life next.\Um, I'm...\quite content with just watching.\Aw, come on!\Uma... Komaru. Don't be so pushy.\Okay... response:	I'll play.
context: but she still seems to tense up when I talk to her.\Kirie-chan, let's play The Game of Life next.\Um, I'm...\quite content with just watching.\Aw, come on!\Uma... Komaru. Don't be so pushy.\Okay...\I'll play. response:	Huh?
context: Kirie-chan, let's play The Game of Life next.\Um, I'm...\quite content with just watching.\Aw, come on!\Uma... Komaru. Don't be so pushy.\Okay...\I'll play.\Huh? response:	The Game of Life
context: Um, I'm...\quite content with just watching.\Aw, come on!\Uma... Komaru. Don't be so pushy.\Okay...\I'll play.\Huh?\The Game of Life response:	Okay, whoever finishes with the most money wins.
context: quite content with just watching.\Aw, come on!\Uma... Komaru. Don't be so pushy.\Okay...\I'll play.\Huh?\The Game of Life\Okay, whoever finishes with the most money wins. response:	I'm playing, too?
context: Aw, come on!\Uma... Komaru. Don't be so pushy.\Okay...\I'll play.\Huh?\The Game of Life\Okay, whoever finishes with the most money wins.\I'm playing, too? response:	With games like this, the more the merrier.
context: Uma... Komaru. Don't be so pushy.\Okay...\I'll play.\Huh?\The Game of Life\Okay, whoever finishes with the most money wins.\I'm playing, too?\With games like this, the more the merrier. response:	Now, let's start!
context: Okay...\I'll play.\Huh?\The Game of Life\Okay, whoever finishes with the most money wins.\I'm playing, too?\With games like this, the more the merrier.\Now, let's start! response:	I'm gonna go first!
context: I'll play.\Huh?\The Game of Life\Okay, whoever finishes with the most money wins.\I'm playing, too?\With games like this, the more the merrier.\Now, let's start!\I'm gonna go first! response:	Hamster Sensei
context: Huh?\The Game of Life\Okay, whoever finishes with the most money wins.\I'm playing, too?\With games like this, the more the merrier.\Now, let's start!\I'm gonna go first!\Hamster Sensei response:	You become a manga artist and create a hit.
context: The Game of Life\Okay, whoever finishes with the most money wins.\I'm playing, too?\With games like this, the more the merrier.\Now, let's start!\I'm gonna go first!\Hamster Sensei\You become a manga artist and create a hit. response:	Plus 10 million.
context: Okay, whoever finishes with the most money wins.\I'm playing, too?\With games like this, the more the merrier.\Now, let's start!\I'm gonna go first!\Hamster Sensei\You become a manga artist and create a hit.\Plus 10 million. response:	Ten million out of nowhere?!
context: I'm playing, too?\With games like this, the more the merrier.\Now, let's start!\I'm gonna go first!\Hamster Sensei\You become a manga artist and create a hit.\Plus 10 million.\Ten million out of nowhere?! response:	That's amazing, Master!
context: With games like this, the more the merrier.\Now, let's start!\I'm gonna go first!\Hamster Sensei\You become a manga artist and create a hit.\Plus 10 million.\Ten million out of nowhere?!\That's amazing, Master! response:	Manga artists are self-employed, so if they release a hit,
context: Now, let's start!\I'm gonna go first!\Hamster Sensei\You become a manga artist and create a hit.\Plus 10 million.\Ten million out of nowhere?!\That's amazing, Master!\Manga artists are self-employed, so if they release a hit, response:	they can aim to be a billionaire.
context: I'm gonna go first!\Hamster Sensei\You become a manga artist and create a hit.\Plus 10 million.\Ten million out of nowhere?!\That's amazing, Master!\Manga artists are self-employed, so if they release a hit,\they can aim to be a billionaire. response:	I see...
context: Hamster Sensei\You become a manga artist and create a hit.\Plus 10 million.\Ten million out of nowhere?!\That's amazing, Master!\Manga artists are self-employed, so if they release a hit,\they can aim to be a billionaire.\I see... response:	There you go, spouting stuff you probably found on Wiki again...
context: You become a manga artist and create a hit.\Plus 10 million.\Ten million out of nowhere?!\That's amazing, Master!\Manga artists are self-employed, so if they release a hit,\they can aim to be a billionaire.\I see...\There you go, spouting stuff you probably found on Wiki again... response:	Even if this is just a game, I have to live a proper life.
context: Plus 10 million.\Ten million out of nowhere?!\That's amazing, Master!\Manga artists are self-employed, so if they release a hit,\they can aim to be a billionaire.\I see...\There you go, spouting stuff you probably found on Wiki again...\Even if this is just a game, I have to live a proper life. response:	There!
context: Ten million out of nowhere?!\That's amazing, Master!\Manga artists are self-employed, so if they release a hit,\they can aim to be a billionaire.\I see...\There you go, spouting stuff you probably found on Wiki again...\Even if this is just a game, I have to live a proper life.\There! response:	A chance to change your career!
context: That's amazing, Master!\Manga artists are self-employed, so if they release a hit,\they can aim to be a billionaire.\I see...\There you go, spouting stuff you probably found on Wiki again...\Even if this is just a game, I have to live a proper life.\There!\A chance to change your career! response:	You have a chance to change careers from your current salaryman position.
context: Manga artists are self-employed, so if they release a hit,\they can aim to be a billionaire.\I see...\There you go, spouting stuff you probably found on Wiki again...\Even if this is just a game, I have to live a proper life.\There!\A chance to change your career!\You have a chance to change careers from your current salaryman position. response:	Accept? Decline?
context: they can aim to be a billionaire.\I see...\There you go, spouting stuff you probably found on Wiki again...\Even if this is just a game, I have to live a proper life.\There!\A chance to change your career!\You have a chance to change careers from your current salaryman position.\Accept? Decline? response:	Changing careers already?
context: I see...\There you go, spouting stuff you probably found on Wiki again...\Even if this is just a game, I have to live a proper life.\There!\A chance to change your career!\You have a chance to change careers from your current salaryman position.\Accept? Decline?\Changing careers already? response:	Changing careers...
context: There you go, spouting stuff you probably found on Wiki again...\Even if this is just a game, I have to live a proper life.\There!\A chance to change your career!\You have a chance to change careers from your current salaryman position.\Accept? Decline?\Changing careers already?\Changing careers... response:	He's really agonizing over this.
context: Even if this is just a game, I have to live a proper life.\There!\A chance to change your career!\You have a chance to change careers from your current salaryman position.\Accept? Decline?\Changing careers already?\Changing careers...\He's really agonizing over this. response:	It must hit really close to home.
context: There!\A chance to change your career!\You have a chance to change careers from your current salaryman position.\Accept? Decline?\Changing careers already?\Changing careers...\He's really agonizing over this.\It must hit really close to home. response:	Komaru's Life
context: A chance to change your career!\You have a chance to change careers from your current salaryman position.\Accept? Decline?\Changing careers already?\Changing careers...\He's really agonizing over this.\It must hit really close to home.\Komaru's Life response:	Hamster Sensei
context: You have a chance to change careers from your current salaryman position.\Accept? Decline?\Changing careers already?\Changing careers...\He's really agonizing over this.\It must hit really close to home.\Komaru's Life\Hamster Sensei response:	Hamster Ninja
context: Accept? Decline?\Changing careers already?\Changing careers...\He's really agonizing over this.\It must hit really close to home.\Komaru's Life\Hamster Sensei\Hamster Ninja response:	Hamster Maiden
context: Changing careers already?\Changing careers...\He's really agonizing over this.\It must hit really close to home.\Komaru's Life\Hamster Sensei\Hamster Ninja\Hamster Maiden response:	Komaru creates one hit after another.
context: Changing careers...\He's really agonizing over this.\It must hit really close to home.\Komaru's Life\Hamster Sensei\Hamster Ninja\Hamster Maiden\Komaru creates one hit after another. response:	Plus 50 million.
context: He's really agonizing over this.\It must hit really close to home.\Komaru's Life\Hamster Sensei\Hamster Ninja\Hamster Maiden\Komaru creates one hit after another.\Plus 50 million. response:	However, she becomes unable to deal with the deadlines.
context: It must hit really close to home.\Komaru's Life\Hamster Sensei\Hamster Ninja\Hamster Maiden\Komaru creates one hit after another.\Plus 50 million.\However, she becomes unable to deal with the deadlines. response:	Minus 30 million.
context: Komaru's Life\Hamster Sensei\Hamster Ninja\Hamster Maiden\Komaru creates one hit after another.\Plus 50 million.\However, she becomes unable to deal with the deadlines.\Minus 30 million. response:	She buys her own island and creates her own kingdom.
context: Hamster Sensei\Hamster Ninja\Hamster Maiden\Komaru creates one hit after another.\Plus 50 million.\However, she becomes unable to deal with the deadlines.\Minus 30 million.\She buys her own island and creates her own kingdom. response:	She changes her career to a king.
context: Hamster Ninja\Hamster Maiden\Komaru creates one hit after another.\Plus 50 million.\However, she becomes unable to deal with the deadlines.\Minus 30 million.\She buys her own island and creates her own kingdom.\She changes her career to a king. response:	Mostly, she lazes around.
context: Hamster Maiden\Komaru creates one hit after another.\Plus 50 million.\However, she becomes unable to deal with the deadlines.\Minus 30 million.\She buys her own island and creates her own kingdom.\She changes her career to a king.\Mostly, she lazes around. response:	Promoted to the Himono King.
context: Komaru creates one hit after another.\Plus 50 million.\However, she becomes unable to deal with the deadlines.\Minus 30 million.\She buys her own island and creates her own kingdom.\She changes her career to a king.\Mostly, she lazes around.\Promoted to the Himono King. response:	Taihei's Life
context: Plus 50 million.\However, she becomes unable to deal with the deadlines.\Minus 30 million.\She buys her own island and creates her own kingdom.\She changes her career to a king.\Mostly, she lazes around.\Promoted to the Himono King.\Taihei's Life response:	He works earnestly as a salaryman.
context: However, she becomes unable to deal with the deadlines.\Minus 30 million.\She buys her own island and creates her own kingdom.\She changes her career to a king.\Mostly, she lazes around.\Promoted to the Himono King.\Taihei's Life\He works earnestly as a salaryman. response:	Plus five million.
context: Minus 30 million.\She buys her own island and creates her own kingdom.\She changes her career to a king.\Mostly, she lazes around.\Promoted to the Himono King.\Taihei's Life\He works earnestly as a salaryman.\Plus five million. response:	He gets his chef's license and becomes an apprentice.
context: She buys her own island and creates her own kingdom.\She changes her career to a king.\Mostly, she lazes around.\Promoted to the Himono King.\Taihei's Life\He works earnestly as a salaryman.\Plus five million.\He gets his chef's license and becomes an apprentice. response:	He changes careers to a cook.
context: She changes her career to a king.\Mostly, she lazes around.\Promoted to the Himono King.\Taihei's Life\He works earnestly as a salaryman.\Plus five million.\He gets his chef's license and becomes an apprentice.\He changes careers to a cook. response:	A restaurant he opened independently is booming.
context: Mostly, she lazes around.\Promoted to the Himono King.\Taihei's Life\He works earnestly as a salaryman.\Plus five million.\He gets his chef's license and becomes an apprentice.\He changes careers to a cook.\A restaurant he opened independently is booming. response:	Plus 10 million.
context: Promoted to the Himono King.\Taihei's Life\He works earnestly as a salaryman.\Plus five million.\He gets his chef's license and becomes an apprentice.\He changes careers to a cook.\A restaurant he opened independently is booming.\Plus 10 million. response:	He has three children. Promoted to Cooking Papa.
context: Taihei's Life\He works earnestly as a salaryman.\Plus five million.\He gets his chef's license and becomes an apprentice.\He changes careers to a cook.\A restaurant he opened independently is booming.\Plus 10 million.\He has three children. Promoted to Cooking Papa. response:	Kirie's Life
context: He works earnestly as a salaryman.\Plus five million.\He gets his chef's license and becomes an apprentice.\He changes careers to a cook.\A restaurant he opened independently is booming.\Plus 10 million.\He has three children. Promoted to Cooking Papa.\Kirie's Life response:	She trains daily as a professional swimmer.
context: Plus five million.\He gets his chef's license and becomes an apprentice.\He changes careers to a cook.\A restaurant he opened independently is booming.\Plus 10 million.\He has three children. Promoted to Cooking Papa.\Kirie's Life\She trains daily as a professional swimmer. response:	Plus one million.
context: He gets his chef's license and becomes an apprentice.\He changes careers to a cook.\A restaurant he opened independently is booming.\Plus 10 million.\He has three children. Promoted to Cooking Papa.\Kirie's Life\She trains daily as a professional swimmer.\Plus one million. response:	Finally, she wins the nationals.
