context: Complaint and Roar response:	yume kanaeru made chousen wa tsuzuku
context: Crap! No matter how many times I go through this, the stomachache never goes away!\I see you're in no shape to do that.\Next is +NATURAL.\The editor is Hattori Akira.\The artist is someone Yuujirou had on hand, it seems.\It seems? Also, I've never heard of this MONEYS.\At least give us his name and age.\I said the same thing, but Yuujirou refused. response:	This is Niizuma, right?
context: I see you're in no shape to do that.\Next is +NATURAL.\The editor is Hattori Akira.\The artist is someone Yuujirou had on hand, it seems.\It seems? Also, I've never heard of this MONEYS.\At least give us his name and age.\I said the same thing, but Yuujirou refused.\This is Niizuma, right? response:	Huh?
context: Next is +NATURAL.\The editor is Hattori Akira.\The artist is someone Yuujirou had on hand, it seems.\It seems? Also, I've never heard of this MONEYS.\At least give us his name and age.\I said the same thing, but Yuujirou refused.\This is Niizuma, right?\Huh? response:	Maniizu... Niizuma.
context: The editor is Hattori Akira.\The artist is someone Yuujirou had on hand, it seems.\It seems? Also, I've never heard of this MONEYS.\At least give us his name and age.\I said the same thing, but Yuujirou refused.\This is Niizuma, right?\Huh?\Maniizu... Niizuma. response:	His art and composition is different,
context: The artist is someone Yuujirou had on hand, it seems.\It seems? Also, I've never heard of this MONEYS.\At least give us his name and age.\I said the same thing, but Yuujirou refused.\This is Niizuma, right?\Huh?\Maniizu... Niizuma.\His art and composition is different, response:	but he forgot to change his habits with layouts.
context: It seems? Also, I've never heard of this MONEYS.\At least give us his name and age.\I said the same thing, but Yuujirou refused.\This is Niizuma, right?\Huh?\Maniizu... Niizuma.\His art and composition is different,\but he forgot to change his habits with layouts. response:	Now that you mention it...
context: At least give us his name and age.\I said the same thing, but Yuujirou refused.\This is Niizuma, right?\Huh?\Maniizu... Niizuma.\His art and composition is different,\but he forgot to change his habits with layouts.\Now that you mention it... response:	Bring Akira and Yuujirou here.
context: I said the same thing, but Yuujirou refused.\This is Niizuma, right?\Huh?\Maniizu... Niizuma.\His art and composition is different,\but he forgot to change his habits with layouts.\Now that you mention it...\Bring Akira and Yuujirou here. response:	Yuujirou! Akira!
context: This is Niizuma, right?\Huh?\Maniizu... Niizuma.\His art and composition is different,\but he forgot to change his habits with layouts.\Now that you mention it...\Bring Akira and Yuujirou here.\Yuujirou! Akira! response:	Is it over already?
context: Huh?\Maniizu... Niizuma.\His art and composition is different,\but he forgot to change his habits with layouts.\Now that you mention it...\Bring Akira and Yuujirou here.\Yuujirou! Akira!\Is it over already? response:	You two, come with me!
context: Maniizu... Niizuma.\His art and composition is different,\but he forgot to change his habits with layouts.\Now that you mention it...\Bring Akira and Yuujirou here.\Yuujirou! Akira!\Is it over already?\You two, come with me! response:	Is it okay for us to sit in on the meeting?
context: His art and composition is different,\but he forgot to change his habits with layouts.\Now that you mention it...\Bring Akira and Yuujirou here.\Yuujirou! Akira!\Is it over already?\You two, come with me!\Is it okay for us to sit in on the meeting? response:	It's fine, just get in there!
context: but he forgot to change his habits with layouts.\Now that you mention it...\Bring Akira and Yuujirou here.\Yuujirou! Akira!\Is it over already?\You two, come with me!\Is it okay for us to sit in on the meeting?\It's fine, just get in there! response:	Hurry up!
context: Now that you mention it...\Bring Akira and Yuujirou here.\Yuujirou! Akira!\Is it over already?\You two, come with me!\Is it okay for us to sit in on the meeting?\It's fine, just get in there!\Hurry up! response:	Are both Hattoris on the committee now? Wow.
context: Bring Akira and Yuujirou here.\Yuujirou! Akira!\Is it over already?\You two, come with me!\Is it okay for us to sit in on the meeting?\It's fine, just get in there!\Hurry up!\Are both Hattoris on the committee now? Wow. response:	I wonder if they'll be offered lead editor positions?
context: Yuujirou! Akira!\Is it over already?\You two, come with me!\Is it okay for us to sit in on the meeting?\It's fine, just get in there!\Hurry up!\Are both Hattoris on the committee now? Wow.\I wonder if they'll be offered lead editor positions? response:	Is this art Niizuma Eiji's?
context: Is it over already?\You two, come with me!\Is it okay for us to sit in on the meeting?\It's fine, just get in there!\Hurry up!\Are both Hattoris on the committee now? Wow.\I wonder if they'll be offered lead editor positions?\Is this art Niizuma Eiji's? response:	Yes, it is.
context: You two, come with me!\Is it okay for us to sit in on the meeting?\It's fine, just get in there!\Hurry up!\Are both Hattoris on the committee now? Wow.\I wonder if they'll be offered lead editor positions?\Is this art Niizuma Eiji's?\Yes, it is. response:	What's the meaning of this?
context: Is it okay for us to sit in on the meeting?\It's fine, just get in there!\Hurry up!\Are both Hattoris on the committee now? Wow.\I wonder if they'll be offered lead editor positions?\Is this art Niizuma Eiji's?\Yes, it is.\What's the meaning of this? response:	Niizuma said he wanted to do two manga,
context: It's fine, just get in there!\Hurry up!\Are both Hattoris on the committee now? Wow.\I wonder if they'll be offered lead editor positions?\Is this art Niizuma Eiji's?\Yes, it is.\What's the meaning of this?\Niizuma said he wanted to do two manga, response:	and he has the ability to do so.
context: Hurry up!\Are both Hattoris on the committee now? Wow.\I wonder if they'll be offered lead editor positions?\Is this art Niizuma Eiji's?\Yes, it is.\What's the meaning of this?\Niizuma said he wanted to do two manga,\and he has the ability to do so. response:	It's not possible for an author to have two simultaneous manga!
context: Are both Hattoris on the committee now? Wow.\I wonder if they'll be offered lead editor positions?\Is this art Niizuma Eiji's?\Yes, it is.\What's the meaning of this?\Niizuma said he wanted to do two manga,\and he has the ability to do so.\It's not possible for an author to have two simultaneous manga! response:	A one-shot is one thing, but a serialization?! The other authors will complain.
context: I wonder if they'll be offered lead editor positions?\Is this art Niizuma Eiji's?\Yes, it is.\What's the meaning of this?\Niizuma said he wanted to do two manga,\and he has the ability to do so.\It's not possible for an author to have two simultaneous manga!\A one-shot is one thing, but a serialization?! The other authors will complain. response:	But this is really good.
context: Is this art Niizuma Eiji's?\Yes, it is.\What's the meaning of this?\Niizuma said he wanted to do two manga,\and he has the ability to do so.\It's not possible for an author to have two simultaneous manga!\A one-shot is one thing, but a serialization?! The other authors will complain.\But this is really good. response:	Each chapter is good on its own,
context: Yes, it is.\What's the meaning of this?\Niizuma said he wanted to do two manga,\and he has the ability to do so.\It's not possible for an author to have two simultaneous manga!\A one-shot is one thing, but a serialization?! The other authors will complain.\But this is really good.\Each chapter is good on its own, response:	but it's been a while since I've read something where the second and third chapters step up the pace like this.
context: What's the meaning of this?\Niizuma said he wanted to do two manga,\and he has the ability to do so.\It's not possible for an author to have two simultaneous manga!\A one-shot is one thing, but a serialization?! The other authors will complain.\But this is really good.\Each chapter is good on its own,\but it's been a while since I've read something where the second and third chapters step up the pace like this. response:	Well, I agree that it's good, and I wouldn't want Jack SQ to get it.
context: Niizuma said he wanted to do two manga,\and he has the ability to do so.\It's not possible for an author to have two simultaneous manga!\A one-shot is one thing, but a serialization?! The other authors will complain.\But this is really good.\Each chapter is good on its own,\but it's been a while since I've read something where the second and third chapters step up the pace like this.\Well, I agree that it's good, and I wouldn't want Jack SQ to get it. response:	There is also the option of having someone other than Niizuma draw it.
context: and he has the ability to do so.\It's not possible for an author to have two simultaneous manga!\A one-shot is one thing, but a serialization?! The other authors will complain.\But this is really good.\Each chapter is good on its own,\but it's been a while since I've read something where the second and third chapters step up the pace like this.\Well, I agree that it's good, and I wouldn't want Jack SQ to get it.\There is also the option of having someone other than Niizuma draw it. response:	We can't do that.
context: It's not possible for an author to have two simultaneous manga!\A one-shot is one thing, but a serialization?! The other authors will complain.\But this is really good.\Each chapter is good on its own,\but it's been a while since I've read something where the second and third chapters step up the pace like this.\Well, I agree that it's good, and I wouldn't want Jack SQ to get it.\There is also the option of having someone other than Niizuma draw it.\We can't do that. response:	I have Akina Aiko's manuscript here.
context: A one-shot is one thing, but a serialization?! The other authors will complain.\But this is really good.\Each chapter is good on its own,\but it's been a while since I've read something where the second and third chapters step up the pace like this.\Well, I agree that it's good, and I wouldn't want Jack SQ to get it.\There is also the option of having someone other than Niizuma draw it.\We can't do that.\I have Akina Aiko's manuscript here. response:	Please read it.
context: But this is really good.\Each chapter is good on its own,\but it's been a while since I've read something where the second and third chapters step up the pace like this.\Well, I agree that it's good, and I wouldn't want Jack SQ to get it.\There is also the option of having someone other than Niizuma draw it.\We can't do that.\I have Akina Aiko's manuscript here.\Please read it. response:	This is amazing. From this composition...
context: Each chapter is good on its own,\but it's been a while since I've read something where the second and third chapters step up the pace like this.\Well, I agree that it's good, and I wouldn't want Jack SQ to get it.\There is also the option of having someone other than Niizuma draw it.\We can't do that.\I have Akina Aiko's manuscript here.\Please read it.\This is amazing. From this composition... response:	So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?
context: but it's been a while since I've read something where the second and third chapters step up the pace like this.\Well, I agree that it's good, and I wouldn't want Jack SQ to get it.\There is also the option of having someone other than Niizuma draw it.\We can't do that.\I have Akina Aiko's manuscript here.\Please read it.\This is amazing. From this composition...\So you're saying it's only this good because Niizuma's the one who turned it into a storyboard? response:	I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.
context: Well, I agree that it's good, and I wouldn't want Jack SQ to get it.\There is also the option of having someone other than Niizuma draw it.\We can't do that.\I have Akina Aiko's manuscript here.\Please read it.\This is amazing. From this composition...\So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?\I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew. response:	Chief Editor, I was objecting to this a little while ago,
context: There is also the option of having someone other than Niizuma draw it.\We can't do that.\I have Akina Aiko's manuscript here.\Please read it.\This is amazing. From this composition...\So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?\I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.\Chief Editor, I was objecting to this a little while ago, response:	but there's no rule that states that an author cannot have two serialized manga at the same time.
context: We can't do that.\I have Akina Aiko's manuscript here.\Please read it.\This is amazing. From this composition...\So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?\I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.\Chief Editor, I was objecting to this a little while ago,\but there's no rule that states that an author cannot have two serialized manga at the same time. response:	There's probably never been an author that could do it before.
context: I have Akina Aiko's manuscript here.\Please read it.\This is amazing. From this composition...\So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?\I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.\Chief Editor, I was objecting to this a little while ago,\but there's no rule that states that an author cannot have two serialized manga at the same time.\There's probably never been an author that could do it before. response:	Yuujirou, you know how important CROW is to Jack right now, don't you?
context: Please read it.\This is amazing. From this composition...\So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?\I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.\Chief Editor, I was objecting to this a little while ago,\but there's no rule that states that an author cannot have two serialized manga at the same time.\There's probably never been an author that could do it before.\Yuujirou, you know how important CROW is to Jack right now, don't you? response:	If the quality of CROW suffers due to the artist working on two manga simultaneously
context: This is amazing. From this composition...\So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?\I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.\Chief Editor, I was objecting to this a little while ago,\but there's no rule that states that an author cannot have two serialized manga at the same time.\There's probably never been an author that could do it before.\Yuujirou, you know how important CROW is to Jack right now, don't you?\If the quality of CROW suffers due to the artist working on two manga simultaneously response:	It's just the opposite!
context: So you're saying it's only this good because Niizuma's the one who turned it into a storyboard?\I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.\Chief Editor, I was objecting to this a little while ago,\but there's no rule that states that an author cannot have two serialized manga at the same time.\There's probably never been an author that could do it before.\Yuujirou, you know how important CROW is to Jack right now, don't you?\If the quality of CROW suffers due to the artist working on two manga simultaneously\It's just the opposite! response:	Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.
context: I hid the fact that Niizuma drew the art because I feared that you wouldn't accept it if you knew.\Chief Editor, I was objecting to this a little while ago,\but there's no rule that states that an author cannot have two serialized manga at the same time.\There's probably never been an author that could do it before.\Yuujirou, you know how important CROW is to Jack right now, don't you?\If the quality of CROW suffers due to the artist working on two manga simultaneously\It's just the opposite!\Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation. response:	He's boasting that he'll have two excellent manga in Jack and become the number one author!
context: Chief Editor, I was objecting to this a little while ago,\but there's no rule that states that an author cannot have two serialized manga at the same time.\There's probably never been an author that could do it before.\Yuujirou, you know how important CROW is to Jack right now, don't you?\If the quality of CROW suffers due to the artist working on two manga simultaneously\It's just the opposite!\Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.\He's boasting that he'll have two excellent manga in Jack and become the number one author! response:	So if this is serialized, he wants to do it under his real name?
context: but there's no rule that states that an author cannot have two serialized manga at the same time.\There's probably never been an author that could do it before.\Yuujirou, you know how important CROW is to Jack right now, don't you?\If the quality of CROW suffers due to the artist working on two manga simultaneously\It's just the opposite!\Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.\He's boasting that he'll have two excellent manga in Jack and become the number one author!\So if this is serialized, he wants to do it under his real name? response:	Yes!
context: There's probably never been an author that could do it before.\Yuujirou, you know how important CROW is to Jack right now, don't you?\If the quality of CROW suffers due to the artist working on two manga simultaneously\It's just the opposite!\Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.\He's boasting that he'll have two excellent manga in Jack and become the number one author!\So if this is serialized, he wants to do it under his real name?\Yes! response:	Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.
context: Yuujirou, you know how important CROW is to Jack right now, don't you?\If the quality of CROW suffers due to the artist working on two manga simultaneously\It's just the opposite!\Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.\He's boasting that he'll have two excellent manga in Jack and become the number one author!\So if this is serialized, he wants to do it under his real name?\Yes!\Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival. response:	She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.
context: If the quality of CROW suffers due to the artist working on two manga simultaneously\It's just the opposite!\Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.\He's boasting that he'll have two excellent manga in Jack and become the number one author!\So if this is serialized, he wants to do it under his real name?\Yes!\Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.\She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since. response:	Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto
context: It's just the opposite!\Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.\He's boasting that he'll have two excellent manga in Jack and become the number one author!\So if this is serialized, he wants to do it under his real name?\Yes!\Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.\She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.\Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto response:	You two may leave.
context: Niizuma wants to work on this so badly that if he doesn't, he'll lose motivation.\He's boasting that he'll have two excellent manga in Jack and become the number one author!\So if this is serialized, he wants to do it under his real name?\Yes!\Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.\She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.\Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto\You two may leave. response:	Excuse us.
context: He's boasting that he'll have two excellent manga in Jack and become the number one author!\So if this is serialized, he wants to do it under his real name?\Yes!\Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.\She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.\Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto\You two may leave.\Excuse us. response:	Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!
context: So if this is serialized, he wants to do it under his real name?\Yes!\Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.\She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.\Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto\You two may leave.\Excuse us.\Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack! response:	If we register, we should make sure it's after we beat Ayase!
context: Yes!\Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.\She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.\Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto\You two may leave.\Excuse us.\Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!\If we register, we should make sure it's after we beat Ayase! response:	If we get serialized, it'll be a nice Christmas present for Azuki.
context: Akina Aiko attends the same college as Aoki Kou, and feels that she is her rival.\She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.\Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto\You two may leave.\Excuse us.\Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!\If we register, we should make sure it's after we beat Ayase!\If we get serialized, it'll be a nice Christmas present for Azuki. response:	Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!
context: She was also Ashirogi Muto's classmate in middle school, and I hear she's been Takagi's rival ever since.\Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto\You two may leave.\Excuse us.\Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!\If we register, we should make sure it's after we beat Ayase!\If we get serialized, it'll be a nice Christmas present for Azuki.\Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12! response:	We got it!
context: Furthermore, there's a clear rivalry between Niizuma Eiji and Ashirogi Muto\You two may leave.\Excuse us.\Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!\If we register, we should make sure it's after we beat Ayase!\If we get serialized, it'll be a nice Christmas present for Azuki.\Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!\We got it! response:	No way, we're getting married?!
context: You two may leave.\Excuse us.\Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!\If we register, we should make sure it's after we beat Ayase!\If we get serialized, it'll be a nice Christmas present for Azuki.\Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!\We got it!\No way, we're getting married?! response:	Hey are you listening to me?
context: Excuse us.\Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!\If we register, we should make sure it's after we beat Ayase!\If we get serialized, it'll be a nice Christmas present for Azuki.\Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!\We got it!\No way, we're getting married?!\Hey are you listening to me? response:	Another one's starting in Issue 11...
context: Ugh, I'm so nervous about whether or not we'll get married, I'm gonna have a heart attack!\If we register, we should make sure it's after we beat Ayase!\If we get serialized, it'll be a nice Christmas present for Azuki.\Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!\We got it!\No way, we're getting married?!\Hey are you listening to me?\Another one's starting in Issue 11... response:	with a manuscript by Akina Aiko.
context: If we register, we should make sure it's after we beat Ayase!\If we get serialized, it'll be a nice Christmas present for Azuki.\Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!\We got it!\No way, we're getting married?!\Hey are you listening to me?\Another one's starting in Issue 11...\with a manuscript by Akina Aiko. response:	And art by Niizuma Eiji?!
context: If we get serialized, it'll be a nice Christmas present for Azuki.\Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!\We got it!\No way, we're getting married?!\Hey are you listening to me?\Another one's starting in Issue 11...\with a manuscript by Akina Aiko.\And art by Niizuma Eiji?! response:	Which means that Niizuma Eiji will have two serialized works in Jack?
context: Congratulations! Hirameki Tanto-kun will begin its serialization in Issue 12!\We got it!\No way, we're getting married?!\Hey are you listening to me?\Another one's starting in Issue 11...\with a manuscript by Akina Aiko.\And art by Niizuma Eiji?!\Which means that Niizuma Eiji will have two serialized works in Jack? response:	Yeah.
context: We got it!\No way, we're getting married?!\Hey are you listening to me?\Another one's starting in Issue 11...\with a manuscript by Akina Aiko.\And art by Niizuma Eiji?!\Which means that Niizuma Eiji will have two serialized works in Jack?\Yeah. response:	What do you mean, he's doing two works at the same time?!
context: No way, we're getting married?!\Hey are you listening to me?\Another one's starting in Issue 11...\with a manuscript by Akina Aiko.\And art by Niizuma Eiji?!\Which means that Niizuma Eiji will have two serialized works in Jack?\Yeah.\What do you mean, he's doing two works at the same time?! response:	It's not fair to have Niizuma do the art! It's wrong!
context: Hey are you listening to me?\Another one's starting in Issue 11...\with a manuscript by Akina Aiko.\And art by Niizuma Eiji?!\Which means that Niizuma Eiji will have two serialized works in Jack?\Yeah.\What do you mean, he's doing two works at the same time?!\It's not fair to have Niizuma do the art! It's wrong! response:	Yuujirou, this is unfair!
context: Another one's starting in Issue 11...\with a manuscript by Akina Aiko.\And art by Niizuma Eiji?!\Which means that Niizuma Eiji will have two serialized works in Jack?\Yeah.\What do you mean, he's doing two works at the same time?!\It's not fair to have Niizuma do the art! It's wrong!\Yuujirou, this is unfair! response:	There'll be one less slot for new authors!
context: with a manuscript by Akina Aiko.\And art by Niizuma Eiji?!\Which means that Niizuma Eiji will have two serialized works in Jack?\Yeah.\What do you mean, he's doing two works at the same time?!\It's not fair to have Niizuma do the art! It's wrong!\Yuujirou, this is unfair!\There'll be one less slot for new authors! response:	It was agreed that Tanto was much better than last time.
context: And art by Niizuma Eiji?!\Which means that Niizuma Eiji will have two serialized works in Jack?\Yeah.\What do you mean, he's doing two works at the same time?!\It's not fair to have Niizuma do the art! It's wrong!\Yuujirou, this is unfair!\There'll be one less slot for new authors!\It was agreed that Tanto was much better than last time. response:	It's not unfair! It's revolutionary!
context: Which means that Niizuma Eiji will have two serialized works in Jack?\Yeah.\What do you mean, he's doing two works at the same time?!\It's not fair to have Niizuma do the art! It's wrong!\Yuujirou, this is unfair!\There'll be one less slot for new authors!\It was agreed that Tanto was much better than last time.\It's not unfair! It's revolutionary! response:	Was this really your scheme, Hattori?
context: Yeah.\What do you mean, he's doing two works at the same time?!\It's not fair to have Niizuma do the art! It's wrong!\Yuujirou, this is unfair!\There'll be one less slot for new authors!\It was agreed that Tanto was much better than last time.\It's not unfair! It's revolutionary!\Was this really your scheme, Hattori? response:	I did it in order for it to pass.
context: What do you mean, he's doing two works at the same time?!\It's not fair to have Niizuma do the art! It's wrong!\Yuujirou, this is unfair!\There'll be one less slot for new authors!\It was agreed that Tanto was much better than last time.\It's not unfair! It's revolutionary!\Was this really your scheme, Hattori?\I did it in order for it to pass. response:	So anything goes as long as it passes?
context: It's not fair to have Niizuma do the art! It's wrong!\Yuujirou, this is unfair!\There'll be one less slot for new authors!\It was agreed that Tanto was much better than last time.\It's not unfair! It's revolutionary!\Was this really your scheme, Hattori?\I did it in order for it to pass.\So anything goes as long as it passes? response:	Anyway, keep working on the first chapter.
context: Yuujirou, this is unfair!\There'll be one less slot for new authors!\It was agreed that Tanto was much better than last time.\It's not unfair! It's revolutionary!\Was this really your scheme, Hattori?\I did it in order for it to pass.\So anything goes as long as it passes?\Anyway, keep working on the first chapter. response:	I'll get you some assistants.
context: There'll be one less slot for new authors!\It was agreed that Tanto was much better than last time.\It's not unfair! It's revolutionary!\Was this really your scheme, Hattori?\I did it in order for it to pass.\So anything goes as long as it passes?\Anyway, keep working on the first chapter.\I'll get you some assistants. response:	Got it?
context: It was agreed that Tanto was much better than last time.\It's not unfair! It's revolutionary!\Was this really your scheme, Hattori?\I did it in order for it to pass.\So anything goes as long as it passes?\Anyway, keep working on the first chapter.\I'll get you some assistants.\Got it? response:	It sounds like the editing department's in an uproar over Eiji doing two manga at once.
context: It's not unfair! It's revolutionary!\Was this really your scheme, Hattori?\I did it in order for it to pass.\So anything goes as long as it passes?\Anyway, keep working on the first chapter.\I'll get you some assistants.\Got it?\It sounds like the editing department's in an uproar over Eiji doing two manga at once. response:	This is unprecedented, after all. It's a drastic decision.
context: Was this really your scheme, Hattori?\I did it in order for it to pass.\So anything goes as long as it passes?\Anyway, keep working on the first chapter.\I'll get you some assistants.\Got it?\It sounds like the editing department's in an uproar over Eiji doing two manga at once.\This is unprecedented, after all. It's a drastic decision. response:	Will he be able to manage two manga?
context: I did it in order for it to pass.\So anything goes as long as it passes?\Anyway, keep working on the first chapter.\I'll get you some assistants.\Got it?\It sounds like the editing department's in an uproar over Eiji doing two manga at once.\This is unprecedented, after all. It's a drastic decision.\Will he be able to manage two manga? response:	Authors have done three weekly manga in the past.
context: So anything goes as long as it passes?\Anyway, keep working on the first chapter.\I'll get you some assistants.\Got it?\It sounds like the editing department's in an uproar over Eiji doing two manga at once.\This is unprecedented, after all. It's a drastic decision.\Will he be able to manage two manga?\Authors have done three weekly manga in the past. response:	They must have decided that Eiji could manage it.
context: Anyway, keep working on the first chapter.\I'll get you some assistants.\Got it?\It sounds like the editing department's in an uproar over Eiji doing two manga at once.\This is unprecedented, after all. It's a drastic decision.\Will he be able to manage two manga?\Authors have done three weekly manga in the past.\They must have decided that Eiji could manage it. response:	And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.
context: I'll get you some assistants.\Got it?\It sounds like the editing department's in an uproar over Eiji doing two manga at once.\This is unprecedented, after all. It's a drastic decision.\Will he be able to manage two manga?\Authors have done three weekly manga in the past.\They must have decided that Eiji could manage it.\And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga. response:	Hattori and Eiji's help was probably a big factor.
context: Got it?\It sounds like the editing department's in an uproar over Eiji doing two manga at once.\This is unprecedented, after all. It's a drastic decision.\Will he be able to manage two manga?\Authors have done three weekly manga in the past.\They must have decided that Eiji could manage it.\And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.\Hattori and Eiji's help was probably a big factor. response:	We won't lose!
context: It sounds like the editing department's in an uproar over Eiji doing two manga at once.\This is unprecedented, after all. It's a drastic decision.\Will he be able to manage two manga?\Authors have done three weekly manga in the past.\They must have decided that Eiji could manage it.\And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.\Hattori and Eiji's help was probably a big factor.\We won't lose! response:	Yeah!
context: This is unprecedented, after all. It's a drastic decision.\Will he be able to manage two manga?\Authors have done three weekly manga in the past.\They must have decided that Eiji could manage it.\And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.\Hattori and Eiji's help was probably a big factor.\We won't lose!\Yeah! response:	Because Iwase and Eiji are teaming up with Hattori as their editor!
context: Will he be able to manage two manga?\Authors have done three weekly manga in the past.\They must have decided that Eiji could manage it.\And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.\Hattori and Eiji's help was probably a big factor.\We won't lose!\Yeah!\Because Iwase and Eiji are teaming up with Hattori as their editor! response:	Anyway,
context: Authors have done three weekly manga in the past.\They must have decided that Eiji could manage it.\And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.\Hattori and Eiji's help was probably a big factor.\We won't lose!\Yeah!\Because Iwase and Eiji are teaming up with Hattori as their editor!\Anyway, response:	you got your serialization, so why aren't you happier?
context: They must have decided that Eiji could manage it.\And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.\Hattori and Eiji's help was probably a big factor.\We won't lose!\Yeah!\Because Iwase and Eiji are teaming up with Hattori as their editor!\Anyway,\you got your serialization, so why aren't you happier? response:	Oh, right! Sorry.
context: And Iwase's getting serialized, even though it's only been half a year since she said she'd break into manga.\Hattori and Eiji's help was probably a big factor.\We won't lose!\Yeah!\Because Iwase and Eiji are teaming up with Hattori as their editor!\Anyway,\you got your serialization, so why aren't you happier?\Oh, right! Sorry. response:	All right! I'll tell Azuki.
context: Hattori and Eiji's help was probably a big factor.\We won't lose!\Yeah!\Because Iwase and Eiji are teaming up with Hattori as their editor!\Anyway,\you got your serialization, so why aren't you happier?\Oh, right! Sorry.\All right! I'll tell Azuki. response:	As of issue 12, Hirameki Tanto-kun will be serialized!
context: We won't lose!\Yeah!\Because Iwase and Eiji are teaming up with Hattori as their editor!\Anyway,\you got your serialization, so why aren't you happier?\Oh, right! Sorry.\All right! I'll tell Azuki.\As of issue 12, Hirameki Tanto-kun will be serialized! response:	Send!
