context: Fool! This is not a race! response:	Look Master Jaken!
context: the messengers from the netherworld.\Wow, this is totally different from earlier!\Kaijinbo, let me tell you.\This sword, the Tenseiga, was forged by the master who banished you.\And the fangs of that demon...\broke the Tetsusaiga, a sword also forged by Totosai.\Amazing. These fangs will make a most powerful sword!\Tetsusaiga should be repaired by tomorrow. response:	But this all happened at such a bad time.
context: Wow, this is totally different from earlier!\Kaijinbo, let me tell you.\This sword, the Tenseiga, was forged by the master who banished you.\And the fangs of that demon...\broke the Tetsusaiga, a sword also forged by Totosai.\Amazing. These fangs will make a most powerful sword!\Tetsusaiga should be repaired by tomorrow.\But this all happened at such a bad time. response:	The night of the new moon.
context: Kaijinbo, let me tell you.\This sword, the Tenseiga, was forged by the master who banished you.\And the fangs of that demon...\broke the Tetsusaiga, a sword also forged by Totosai.\Amazing. These fangs will make a most powerful sword!\Tetsusaiga should be repaired by tomorrow.\But this all happened at such a bad time.\The night of the new moon. response:	Damn it all! Totosai is late!
context: This sword, the Tenseiga, was forged by the master who banished you.\And the fangs of that demon...\broke the Tetsusaiga, a sword also forged by Totosai.\Amazing. These fangs will make a most powerful sword!\Tetsusaiga should be repaired by tomorrow.\But this all happened at such a bad time.\The night of the new moon.\Damn it all! Totosai is late! response:	He's just like a human.
context: And the fangs of that demon...\broke the Tetsusaiga, a sword also forged by Totosai.\Amazing. These fangs will make a most powerful sword!\Tetsusaiga should be repaired by tomorrow.\But this all happened at such a bad time.\The night of the new moon.\Damn it all! Totosai is late!\He's just like a human. response:	You didn't know, Sango?
context: broke the Tetsusaiga, a sword also forged by Totosai.\Amazing. These fangs will make a most powerful sword!\Tetsusaiga should be repaired by tomorrow.\But this all happened at such a bad time.\The night of the new moon.\Damn it all! Totosai is late!\He's just like a human.\You didn't know, Sango? response:	I only heard about it, and it's the first time I'm seeing it.
context: Amazing. These fangs will make a most powerful sword!\Tetsusaiga should be repaired by tomorrow.\But this all happened at such a bad time.\The night of the new moon.\Damn it all! Totosai is late!\He's just like a human.\You didn't know, Sango?\I only heard about it, and it's the first time I'm seeing it. response:	Half-demons like Inuyasha have one night...
context: Tetsusaiga should be repaired by tomorrow.\But this all happened at such a bad time.\The night of the new moon.\Damn it all! Totosai is late!\He's just like a human.\You didn't know, Sango?\I only heard about it, and it's the first time I'm seeing it.\Half-demons like Inuyasha have one night... response:	when they lose their demon powers and become mere mortals.
context: But this all happened at such a bad time.\The night of the new moon.\Damn it all! Totosai is late!\He's just like a human.\You didn't know, Sango?\I only heard about it, and it's the first time I'm seeing it.\Half-demons like Inuyasha have one night...\when they lose their demon powers and become mere mortals. response:	See, he doesn't have fangs, either.
context: The night of the new moon.\Damn it all! Totosai is late!\He's just like a human.\You didn't know, Sango?\I only heard about it, and it's the first time I'm seeing it.\Half-demons like Inuyasha have one night...\when they lose their demon powers and become mere mortals.\See, he doesn't have fangs, either. response:	Interesting, huh?
context: Damn it all! Totosai is late!\He's just like a human.\You didn't know, Sango?\I only heard about it, and it's the first time I'm seeing it.\Half-demons like Inuyasha have one night...\when they lose their demon powers and become mere mortals.\See, he doesn't have fangs, either.\Interesting, huh? response:	Miroku, you're having fun with this, aren't you?
context: He's just like a human.\You didn't know, Sango?\I only heard about it, and it's the first time I'm seeing it.\Half-demons like Inuyasha have one night...\when they lose their demon powers and become mere mortals.\See, he doesn't have fangs, either.\Interesting, huh?\Miroku, you're having fun with this, aren't you? response:	You figured it out?
context: You didn't know, Sango?\I only heard about it, and it's the first time I'm seeing it.\Half-demons like Inuyasha have one night...\when they lose their demon powers and become mere mortals.\See, he doesn't have fangs, either.\Interesting, huh?\Miroku, you're having fun with this, aren't you?\You figured it out? response:	If attacked by an enemy on this night, he can be killed.
context: I only heard about it, and it's the first time I'm seeing it.\Half-demons like Inuyasha have one night...\when they lose their demon powers and become mere mortals.\See, he doesn't have fangs, either.\Interesting, huh?\Miroku, you're having fun with this, aren't you?\You figured it out?\If attacked by an enemy on this night, he can be killed. response:	Hence, the night of new moon when Inuyasha...
context: Half-demons like Inuyasha have one night...\when they lose their demon powers and become mere mortals.\See, he doesn't have fangs, either.\Interesting, huh?\Miroku, you're having fun with this, aren't you?\You figured it out?\If attacked by an enemy on this night, he can be killed.\Hence, the night of new moon when Inuyasha... response:	Ioses his demon powers must be kept strictly secret!
context: when they lose their demon powers and become mere mortals.\See, he doesn't have fangs, either.\Interesting, huh?\Miroku, you're having fun with this, aren't you?\You figured it out?\If attacked by an enemy on this night, he can be killed.\Hence, the night of new moon when Inuyasha...\Ioses his demon powers must be kept strictly secret! response:	So how do you know about it?
context: See, he doesn't have fangs, either.\Interesting, huh?\Miroku, you're having fun with this, aren't you?\You figured it out?\If attacked by an enemy on this night, he can be killed.\Hence, the night of new moon when Inuyasha...\Ioses his demon powers must be kept strictly secret!\So how do you know about it? response:	Shippo, you!
context: Interesting, huh?\Miroku, you're having fun with this, aren't you?\You figured it out?\If attacked by an enemy on this night, he can be killed.\Hence, the night of new moon when Inuyasha...\Ioses his demon powers must be kept strictly secret!\So how do you know about it?\Shippo, you! response:	Stop, Inuyasha!
context: Miroku, you're having fun with this, aren't you?\You figured it out?\If attacked by an enemy on this night, he can be killed.\Hence, the night of new moon when Inuyasha...\Ioses his demon powers must be kept strictly secret!\So how do you know about it?\Shippo, you!\Stop, Inuyasha! response:	You blabbermouth!
context: You figured it out?\If attacked by an enemy on this night, he can be killed.\Hence, the night of new moon when Inuyasha...\Ioses his demon powers must be kept strictly secret!\So how do you know about it?\Shippo, you!\Stop, Inuyasha!\You blabbermouth! response:	Stop! I didn't mean any harm!
context: If attacked by an enemy on this night, he can be killed.\Hence, the night of new moon when Inuyasha...\Ioses his demon powers must be kept strictly secret!\So how do you know about it?\Shippo, you!\Stop, Inuyasha!\You blabbermouth!\Stop! I didn't mean any harm! response:	You better not have intended harm!
context: Hence, the night of new moon when Inuyasha...\Ioses his demon powers must be kept strictly secret!\So how do you know about it?\Shippo, you!\Stop, Inuyasha!\You blabbermouth!\Stop! I didn't mean any harm!\You better not have intended harm! response:	Damn!
context: Ioses his demon powers must be kept strictly secret!\So how do you know about it?\Shippo, you!\Stop, Inuyasha!\You blabbermouth!\Stop! I didn't mean any harm!\You better not have intended harm!\Damn! response:	How come more and more people know about my secret?
context: So how do you know about it?\Shippo, you!\Stop, Inuyasha!\You blabbermouth!\Stop! I didn't mean any harm!\You better not have intended harm!\Damn!\How come more and more people know about my secret? response:	That's okay.
context: Shippo, you!\Stop, Inuyasha!\You blabbermouth!\Stop! I didn't mean any harm!\You better not have intended harm!\Damn!\How come more and more people know about my secret?\That's okay. response:	It means you have more people concerned about you.
context: Stop, Inuyasha!\You blabbermouth!\Stop! I didn't mean any harm!\You better not have intended harm!\Damn!\How come more and more people know about my secret?\That's okay.\It means you have more people concerned about you. response:	Still when I turn mortal...
context: You blabbermouth!\Stop! I didn't mean any harm!\You better not have intended harm!\Damn!\How come more and more people know about my secret?\That's okay.\It means you have more people concerned about you.\Still when I turn mortal... response:	I can't stand this feeling of unease.
context: Stop! I didn't mean any harm!\You better not have intended harm!\Damn!\How come more and more people know about my secret?\That's okay.\It means you have more people concerned about you.\Still when I turn mortal...\I can't stand this feeling of unease. response:	When I become a full-fledged demon, it'll be good riddance to these feelings.
context: You better not have intended harm!\Damn!\How come more and more people know about my secret?\That's okay.\It means you have more people concerned about you.\Still when I turn mortal...\I can't stand this feeling of unease.\When I become a full-fledged demon, it'll be good riddance to these feelings. response:	Inuyasha!
context: Damn!\How come more and more people know about my secret?\That's okay.\It means you have more people concerned about you.\Still when I turn mortal...\I can't stand this feeling of unease.\When I become a full-fledged demon, it'll be good riddance to these feelings.\Inuyasha! response:	But if I become a full-fledged demon...
context: How come more and more people know about my secret?\That's okay.\It means you have more people concerned about you.\Still when I turn mortal...\I can't stand this feeling of unease.\When I become a full-fledged demon, it'll be good riddance to these feelings.\Inuyasha!\But if I become a full-fledged demon... response:	Kagome and the others will be...
context: That's okay.\It means you have more people concerned about you.\Still when I turn mortal...\I can't stand this feeling of unease.\When I become a full-fledged demon, it'll be good riddance to these feelings.\Inuyasha!\But if I become a full-fledged demon...\Kagome and the others will be... response:	Here.
context: It means you have more people concerned about you.\Still when I turn mortal...\I can't stand this feeling of unease.\When I become a full-fledged demon, it'll be good riddance to these feelings.\Inuyasha!\But if I become a full-fledged demon...\Kagome and the others will be...\Here. response:	Don't stray too far from us tonight.
context: Still when I turn mortal...\I can't stand this feeling of unease.\When I become a full-fledged demon, it'll be good riddance to these feelings.\Inuyasha!\But if I become a full-fledged demon...\Kagome and the others will be...\Here.\Don't stray too far from us tonight. response:	Even I have times when I want to think by myself.
context: I can't stand this feeling of unease.\When I become a full-fledged demon, it'll be good riddance to these feelings.\Inuyasha!\But if I become a full-fledged demon...\Kagome and the others will be...\Here.\Don't stray too far from us tonight.\Even I have times when I want to think by myself. response:	W-what?!
context: When I become a full-fledged demon, it'll be good riddance to these feelings.\Inuyasha!\But if I become a full-fledged demon...\Kagome and the others will be...\Here.\Don't stray too far from us tonight.\Even I have times when I want to think by myself.\W-what?! response:	Inuyasha, do you still want to become a full-fledged demon?
context: Inuyasha!\But if I become a full-fledged demon...\Kagome and the others will be...\Here.\Don't stray too far from us tonight.\Even I have times when I want to think by myself.\W-what?!\Inuyasha, do you still want to become a full-fledged demon? response:	I was scared that time.
context: But if I become a full-fledged demon...\Kagome and the others will be...\Here.\Don't stray too far from us tonight.\Even I have times when I want to think by myself.\W-what?!\Inuyasha, do you still want to become a full-fledged demon?\I was scared that time. response:	What're you saying!?
context: Kagome and the others will be...\Here.\Don't stray too far from us tonight.\Even I have times when I want to think by myself.\W-what?!\Inuyasha, do you still want to become a full-fledged demon?\I was scared that time.\What're you saying!? response:	If I hadn't transformed that time...
context: Here.\Don't stray too far from us tonight.\Even I have times when I want to think by myself.\W-what?!\Inuyasha, do you still want to become a full-fledged demon?\I was scared that time.\What're you saying!?\If I hadn't transformed that time... response:	you'd all have been killed by that Goshinki!
context: Don't stray too far from us tonight.\Even I have times when I want to think by myself.\W-what?!\Inuyasha, do you still want to become a full-fledged demon?\I was scared that time.\What're you saying!?\If I hadn't transformed that time...\you'd all have been killed by that Goshinki! response:	I don't mean that.
context: Even I have times when I want to think by myself.\W-what?!\Inuyasha, do you still want to become a full-fledged demon?\I was scared that time.\What're you saying!?\If I hadn't transformed that time...\you'd all have been killed by that Goshinki!\I don't mean that. response:	It's not the face that changed, or how scared I felt.
context: W-what?!\Inuyasha, do you still want to become a full-fledged demon?\I was scared that time.\What're you saying!?\If I hadn't transformed that time...\you'd all have been killed by that Goshinki!\I don't mean that.\It's not the face that changed, or how scared I felt. response:	Was I that scary-looking?
context: Inuyasha, do you still want to become a full-fledged demon?\I was scared that time.\What're you saying!?\If I hadn't transformed that time...\you'd all have been killed by that Goshinki!\I don't mean that.\It's not the face that changed, or how scared I felt.\Was I that scary-looking? response:	I just... felt like your heart was beyond my reach.
context: I was scared that time.\What're you saying!?\If I hadn't transformed that time...\you'd all have been killed by that Goshinki!\I don't mean that.\It's not the face that changed, or how scared I felt.\Was I that scary-looking?\I just... felt like your heart was beyond my reach. response:	That you were going to forget about me... and that scared me.
context: What're you saying!?\If I hadn't transformed that time...\you'd all have been killed by that Goshinki!\I don't mean that.\It's not the face that changed, or how scared I felt.\Was I that scary-looking?\I just... felt like your heart was beyond my reach.\That you were going to forget about me... and that scared me. response:	That time... when I transformed...
context: If I hadn't transformed that time...\you'd all have been killed by that Goshinki!\I don't mean that.\It's not the face that changed, or how scared I felt.\Was I that scary-looking?\I just... felt like your heart was beyond my reach.\That you were going to forget about me... and that scared me.\That time... when I transformed... response:	My heart was...
context: you'd all have been killed by that Goshinki!\I don't mean that.\It's not the face that changed, or how scared I felt.\Was I that scary-looking?\I just... felt like your heart was beyond my reach.\That you were going to forget about me... and that scared me.\That time... when I transformed...\My heart was... response:	Are you crazy?
context: I don't mean that.\It's not the face that changed, or how scared I felt.\Was I that scary-looking?\I just... felt like your heart was beyond my reach.\That you were going to forget about me... and that scared me.\That time... when I transformed...\My heart was...\Are you crazy? response:	No matter what happens, I'm still me!
context: It's not the face that changed, or how scared I felt.\Was I that scary-looking?\I just... felt like your heart was beyond my reach.\That you were going to forget about me... and that scared me.\That time... when I transformed...\My heart was...\Are you crazy?\No matter what happens, I'm still me! response:	I wouldn't forget about you or Miroku and the others.
context: Was I that scary-looking?\I just... felt like your heart was beyond my reach.\That you were going to forget about me... and that scared me.\That time... when I transformed...\My heart was...\Are you crazy?\No matter what happens, I'm still me!\I wouldn't forget about you or Miroku and the others. response:	Don't ever forget. Please, Inuyasha!
context: I just... felt like your heart was beyond my reach.\That you were going to forget about me... and that scared me.\That time... when I transformed...\My heart was...\Are you crazy?\No matter what happens, I'm still me!\I wouldn't forget about you or Miroku and the others.\Don't ever forget. Please, Inuyasha! response:	Kaijinbo! It's been three days!
context: That you were going to forget about me... and that scared me.\That time... when I transformed...\My heart was...\Are you crazy?\No matter what happens, I'm still me!\I wouldn't forget about you or Miroku and the others.\Don't ever forget. Please, Inuyasha!\Kaijinbo! It's been three days! response:	Have you forged a sword from the demon's fangs?
context: That time... when I transformed...\My heart was...\Are you crazy?\No matter what happens, I'm still me!\I wouldn't forget about you or Miroku and the others.\Don't ever forget. Please, Inuyasha!\Kaijinbo! It's been three days!\Have you forged a sword from the demon's fangs? response:	It's done!
context: My heart was...\Are you crazy?\No matter what happens, I'm still me!\I wouldn't forget about you or Miroku and the others.\Don't ever forget. Please, Inuyasha!\Kaijinbo! It's been three days!\Have you forged a sword from the demon's fangs?\It's done! response:	A magnificent demon sword!
context: Are you crazy?\No matter what happens, I'm still me!\I wouldn't forget about you or Miroku and the others.\Don't ever forget. Please, Inuyasha!\Kaijinbo! It's been three days!\Have you forged a sword from the demon's fangs?\It's done!\A magnificent demon sword! response:	This must be Kaijinbo's doing.
context: No matter what happens, I'm still me!\I wouldn't forget about you or Miroku and the others.\Don't ever forget. Please, Inuyasha!\Kaijinbo! It's been three days!\Have you forged a sword from the demon's fangs?\It's done!\A magnificent demon sword!\This must be Kaijinbo's doing. response:	I was slain by Kaijinbo!
context: I wouldn't forget about you or Miroku and the others.\Don't ever forget. Please, Inuyasha!\Kaijinbo! It's been three days!\Have you forged a sword from the demon's fangs?\It's done!\A magnificent demon sword!\This must be Kaijinbo's doing.\I was slain by Kaijinbo! response:	I knew it!
context: Don't ever forget. Please, Inuyasha!\Kaijinbo! It's been three days!\Have you forged a sword from the demon's fangs?\It's done!\A magnificent demon sword!\This must be Kaijinbo's doing.\I was slain by Kaijinbo!\I knew it! response:	Let's go, Jaken.
context: Kaijinbo! It's been three days!\Have you forged a sword from the demon's fangs?\It's done!\A magnificent demon sword!\This must be Kaijinbo's doing.\I was slain by Kaijinbo!\I knew it!\Let's go, Jaken. response:	Hurry and put your body back.
context: Have you forged a sword from the demon's fangs?\It's done!\A magnificent demon sword!\This must be Kaijinbo's doing.\I was slain by Kaijinbo!\I knew it!\Let's go, Jaken.\Hurry and put your body back. response:	Lord Sesshomaru!
context: It's done!\A magnificent demon sword!\This must be Kaijinbo's doing.\I was slain by Kaijinbo!\I knew it!\Let's go, Jaken.\Hurry and put your body back.\Lord Sesshomaru! response:	Did you perhaps use Tenseiga to bring me back to life?
context: A magnificent demon sword!\This must be Kaijinbo's doing.\I was slain by Kaijinbo!\I knew it!\Let's go, Jaken.\Hurry and put your body back.\Lord Sesshomaru!\Did you perhaps use Tenseiga to bring me back to life? response:	Who else besides me is capable of such a thing?
context: This must be Kaijinbo's doing.\I was slain by Kaijinbo!\I knew it!\Let's go, Jaken.\Hurry and put your body back.\Lord Sesshomaru!\Did you perhaps use Tenseiga to bring me back to life?\Who else besides me is capable of such a thing? response:	No one... Lord Sesshomaru!
context: I was slain by Kaijinbo!\I knew it!\Let's go, Jaken.\Hurry and put your body back.\Lord Sesshomaru!\Did you perhaps use Tenseiga to bring me back to life?\Who else besides me is capable of such a thing?\No one... Lord Sesshomaru! response:	Did Kaijinbo finish the sword?
context: I knew it!\Let's go, Jaken.\Hurry and put your body back.\Lord Sesshomaru!\Did you perhaps use Tenseiga to bring me back to life?\Who else besides me is capable of such a thing?\No one... Lord Sesshomaru!\Did Kaijinbo finish the sword? response:	Y-yes, he did.
context: Let's go, Jaken.\Hurry and put your body back.\Lord Sesshomaru!\Did you perhaps use Tenseiga to bring me back to life?\Who else besides me is capable of such a thing?\No one... Lord Sesshomaru!\Did Kaijinbo finish the sword?\Y-yes, he did. response:	Kaijinbo claimed that he had forged the demon sword.
context: Hurry and put your body back.\Lord Sesshomaru!\Did you perhaps use Tenseiga to bring me back to life?\Who else besides me is capable of such a thing?\No one... Lord Sesshomaru!\Did Kaijinbo finish the sword?\Y-yes, he did.\Kaijinbo claimed that he had forged the demon sword. response:	But his eyes looked so strange.
context: Lord Sesshomaru!\Did you perhaps use Tenseiga to bring me back to life?\Who else besides me is capable of such a thing?\No one... Lord Sesshomaru!\Did Kaijinbo finish the sword?\Y-yes, he did.\Kaijinbo claimed that he had forged the demon sword.\But his eyes looked so strange. response:	Like... Like he was possessed by the sword.
context: Did you perhaps use Tenseiga to bring me back to life?\Who else besides me is capable of such a thing?\No one... Lord Sesshomaru!\Did Kaijinbo finish the sword?\Y-yes, he did.\Kaijinbo claimed that he had forged the demon sword.\But his eyes looked so strange.\Like... Like he was possessed by the sword. response:	Hmm... I see.
context: Who else besides me is capable of such a thing?\No one... Lord Sesshomaru!\Did Kaijinbo finish the sword?\Y-yes, he did.\Kaijinbo claimed that he had forged the demon sword.\But his eyes looked so strange.\Like... Like he was possessed by the sword.\Hmm... I see. response:	Inuyasha, why don't you get some sleep?
context: No one... Lord Sesshomaru!\Did Kaijinbo finish the sword?\Y-yes, he did.\Kaijinbo claimed that he had forged the demon sword.\But his eyes looked so strange.\Like... Like he was possessed by the sword.\Hmm... I see.\Inuyasha, why don't you get some sleep? response:	Miroku...
context: Did Kaijinbo finish the sword?\Y-yes, he did.\Kaijinbo claimed that he had forged the demon sword.\But his eyes looked so strange.\Like... Like he was possessed by the sword.\Hmm... I see.\Inuyasha, why don't you get some sleep?\Miroku... response:	Just leave me alone!
context: Y-yes, he did.\Kaijinbo claimed that he had forged the demon sword.\But his eyes looked so strange.\Like... Like he was possessed by the sword.\Hmm... I see.\Inuyasha, why don't you get some sleep?\Miroku...\Just leave me alone! response:	I never sleep when I take on the human form!
context: Kaijinbo claimed that he had forged the demon sword.\But his eyes looked so strange.\Like... Like he was possessed by the sword.\Hmm... I see.\Inuyasha, why don't you get some sleep?\Miroku...\Just leave me alone!\I never sleep when I take on the human form! response:	Are you too scared to sleep?
context: But his eyes looked so strange.\Like... Like he was possessed by the sword.\Hmm... I see.\Inuyasha, why don't you get some sleep?\Miroku...\Just leave me alone!\I never sleep when I take on the human form!\Are you too scared to sleep? response:	W-what?!
context: Like... Like he was possessed by the sword.\Hmm... I see.\Inuyasha, why don't you get some sleep?\Miroku...\Just leave me alone!\I never sleep when I take on the human form!\Are you too scared to sleep?\W-what?! response:	Oh, I'm so scared! So what?!
context: Hmm... I see.\Inuyasha, why don't you get some sleep?\Miroku...\Just leave me alone!\I never sleep when I take on the human form!\Are you too scared to sleep?\W-what?!\Oh, I'm so scared! So what?! response:	Good to be honest.
context: Inuyasha, why don't you get some sleep?\Miroku...\Just leave me alone!\I never sleep when I take on the human form!\Are you too scared to sleep?\W-what?!\Oh, I'm so scared! So what?!\Good to be honest. response:	I have a lot of enemies.
context: Miroku...\Just leave me alone!\I never sleep when I take on the human form!\Are you too scared to sleep?\W-what?!\Oh, I'm so scared! So what?!\Good to be honest.\I have a lot of enemies. response:	If I'm attacked when I'm like this, I don't have a chance.
context: Just leave me alone!\I never sleep when I take on the human form!\Are you too scared to sleep?\W-what?!\Oh, I'm so scared! So what?!\Good to be honest.\I have a lot of enemies.\If I'm attacked when I'm like this, I don't have a chance. response:	Well, it's a good lesson for you.
context: I never sleep when I take on the human form!\Are you too scared to sleep?\W-what?!\Oh, I'm so scared! So what?!\Good to be honest.\I have a lot of enemies.\If I'm attacked when I'm like this, I don't have a chance.\Well, it's a good lesson for you. response:	Miroku, do you sense it?
context: Are you too scared to sleep?\W-what?!\Oh, I'm so scared! So what?!\Good to be honest.\I have a lot of enemies.\If I'm attacked when I'm like this, I don't have a chance.\Well, it's a good lesson for you.\Miroku, do you sense it? response:	A very powerful aura.
context: W-what?!\Oh, I'm so scared! So what?!\Good to be honest.\I have a lot of enemies.\If I'm attacked when I'm like this, I don't have a chance.\Well, it's a good lesson for you.\Miroku, do you sense it?\A very powerful aura. response:	Which one of you is Inuyasha!?
context: Oh, I'm so scared! So what?!\Good to be honest.\I have a lot of enemies.\If I'm attacked when I'm like this, I don't have a chance.\Well, it's a good lesson for you.\Miroku, do you sense it?\A very powerful aura.\Which one of you is Inuyasha!? response:	Who are you?!
context: Good to be honest.\I have a lot of enemies.\If I'm attacked when I'm like this, I don't have a chance.\Well, it's a good lesson for you.\Miroku, do you sense it?\A very powerful aura.\Which one of you is Inuyasha!?\Who are you?! response:	I am Kaijinbo. A master swordsmith.
context: I have a lot of enemies.\If I'm attacked when I'm like this, I don't have a chance.\Well, it's a good lesson for you.\Miroku, do you sense it?\A very powerful aura.\Which one of you is Inuyasha!?\Who are you?!\I am Kaijinbo. A master swordsmith. response:	Swordsmith?
context: If I'm attacked when I'm like this, I don't have a chance.\Well, it's a good lesson for you.\Miroku, do you sense it?\A very powerful aura.\Which one of you is Inuyasha!?\Who are you?!\I am Kaijinbo. A master swordsmith.\Swordsmith? response:	This sword which I forged named Tokijin...
context: Well, it's a good lesson for you.\Miroku, do you sense it?\A very powerful aura.\Which one of you is Inuyasha!?\Who are you?!\I am Kaijinbo. A master swordsmith.\Swordsmith?\This sword which I forged named Tokijin... response:	is crying for a taste of the blood of Inuyasha.
context: Miroku, do you sense it?\A very powerful aura.\Which one of you is Inuyasha!?\Who are you?!\I am Kaijinbo. A master swordsmith.\Swordsmith?\This sword which I forged named Tokijin...\is crying for a taste of the blood of Inuyasha. response:	This swordsmith, why is he after me?
context: A very powerful aura.\Which one of you is Inuyasha!?\Who are you?!\I am Kaijinbo. A master swordsmith.\Swordsmith?\This sword which I forged named Tokijin...\is crying for a taste of the blood of Inuyasha.\This swordsmith, why is he after me? response:	Hmm... so you are Inuyasha?
context: Which one of you is Inuyasha!?\Who are you?!\I am Kaijinbo. A master swordsmith.\Swordsmith?\This sword which I forged named Tokijin...\is crying for a taste of the blood of Inuyasha.\This swordsmith, why is he after me?\Hmm... so you are Inuyasha? response:	This sword has told me so.
context: Who are you?!\I am Kaijinbo. A master swordsmith.\Swordsmith?\This sword which I forged named Tokijin...\is crying for a taste of the blood of Inuyasha.\This swordsmith, why is he after me?\Hmm... so you are Inuyasha?\This sword has told me so. response:	D-damn...
context: I am Kaijinbo. A master swordsmith.\Swordsmith?\This sword which I forged named Tokijin...\is crying for a taste of the blood of Inuyasha.\This swordsmith, why is he after me?\Hmm... so you are Inuyasha?\This sword has told me so.\D-damn... response:	Why, I thought you were some demon. But you're just a mortal.
context: Swordsmith?\This sword which I forged named Tokijin...\is crying for a taste of the blood of Inuyasha.\This swordsmith, why is he after me?\Hmm... so you are Inuyasha?\This sword has told me so.\D-damn...\Why, I thought you were some demon. But you're just a mortal. response:	Inuyasha, can you think of any reason why he begrudges you?
context: This sword which I forged named Tokijin...\is crying for a taste of the blood of Inuyasha.\This swordsmith, why is he after me?\Hmm... so you are Inuyasha?\This sword has told me so.\D-damn...\Why, I thought you were some demon. But you're just a mortal.\Inuyasha, can you think of any reason why he begrudges you? response:	None...
context: is crying for a taste of the blood of Inuyasha.\This swordsmith, why is he after me?\Hmm... so you are Inuyasha?\This sword has told me so.\D-damn...\Why, I thought you were some demon. But you're just a mortal.\Inuyasha, can you think of any reason why he begrudges you?\None... response:	Heard that?
context: This swordsmith, why is he after me?\Hmm... so you are Inuyasha?\This sword has told me so.\D-damn...\Why, I thought you were some demon. But you're just a mortal.\Inuyasha, can you think of any reason why he begrudges you?\None...\Heard that? response:	As I told you, this sword wants to kill you.
context: Hmm... so you are Inuyasha?\This sword has told me so.\D-damn...\Why, I thought you were some demon. But you're just a mortal.\Inuyasha, can you think of any reason why he begrudges you?\None...\Heard that?\As I told you, this sword wants to kill you. response:	This Tokijin was forged from the fangs of the demon...
context: This sword has told me so.\D-damn...\Why, I thought you were some demon. But you're just a mortal.\Inuyasha, can you think of any reason why he begrudges you?\None...\Heard that?\As I told you, this sword wants to kill you.\This Tokijin was forged from the fangs of the demon... response:	who broke the Tetsusaiga, the sword created by old Totosai.
context: D-damn...\Why, I thought you were some demon. But you're just a mortal.\Inuyasha, can you think of any reason why he begrudges you?\None...\Heard that?\As I told you, this sword wants to kill you.\This Tokijin was forged from the fangs of the demon...\who broke the Tetsusaiga, the sword created by old Totosai. response:	Made from the fangs of Goshinki...
context: Why, I thought you were some demon. But you're just a mortal.\Inuyasha, can you think of any reason why he begrudges you?\None...\Heard that?\As I told you, this sword wants to kill you.\This Tokijin was forged from the fangs of the demon...\who broke the Tetsusaiga, the sword created by old Totosai.\Made from the fangs of Goshinki... response:	the demon who broke the Tetsusaiga in half!
context: Inuyasha, can you think of any reason why he begrudges you?\None...\Heard that?\As I told you, this sword wants to kill you.\This Tokijin was forged from the fangs of the demon...\who broke the Tetsusaiga, the sword created by old Totosai.\Made from the fangs of Goshinki...\the demon who broke the Tetsusaiga in half! response:	So it's a sword filled with the hate of Goshinki.
context: None...\Heard that?\As I told you, this sword wants to kill you.\This Tokijin was forged from the fangs of the demon...\who broke the Tetsusaiga, the sword created by old Totosai.\Made from the fangs of Goshinki...\the demon who broke the Tetsusaiga in half!\So it's a sword filled with the hate of Goshinki. response:	I'm tired of listening to your jabbering!
context: Heard that?\As I told you, this sword wants to kill you.\This Tokijin was forged from the fangs of the demon...\who broke the Tetsusaiga, the sword created by old Totosai.\Made from the fangs of Goshinki...\the demon who broke the Tetsusaiga in half!\So it's a sword filled with the hate of Goshinki.\I'm tired of listening to your jabbering! response:	Just come and attack, Kaijinbo!
context: As I told you, this sword wants to kill you.\This Tokijin was forged from the fangs of the demon...\who broke the Tetsusaiga, the sword created by old Totosai.\Made from the fangs of Goshinki...\the demon who broke the Tetsusaiga in half!\So it's a sword filled with the hate of Goshinki.\I'm tired of listening to your jabbering!\Just come and attack, Kaijinbo! response:	I'll turn you into mincemeat!
context: This Tokijin was forged from the fangs of the demon...\who broke the Tetsusaiga, the sword created by old Totosai.\Made from the fangs of Goshinki...\the demon who broke the Tetsusaiga in half!\So it's a sword filled with the hate of Goshinki.\I'm tired of listening to your jabbering!\Just come and attack, Kaijinbo!\I'll turn you into mincemeat! response:	Stay back, Inuyasha!
context: who broke the Tetsusaiga, the sword created by old Totosai.\Made from the fangs of Goshinki...\the demon who broke the Tetsusaiga in half!\So it's a sword filled with the hate of Goshinki.\I'm tired of listening to your jabbering!\Just come and attack, Kaijinbo!\I'll turn you into mincemeat!\Stay back, Inuyasha! response:	Let me and Sango handle this!
context: Made from the fangs of Goshinki...\the demon who broke the Tetsusaiga in half!\So it's a sword filled with the hate of Goshinki.\I'm tired of listening to your jabbering!\Just come and attack, Kaijinbo!\I'll turn you into mincemeat!\Stay back, Inuyasha!\Let me and Sango handle this! response:	There's no way you can win, the way you are now.
context: the demon who broke the Tetsusaiga in half!\So it's a sword filled with the hate of Goshinki.\I'm tired of listening to your jabbering!\Just come and attack, Kaijinbo!\I'll turn you into mincemeat!\Stay back, Inuyasha!\Let me and Sango handle this!\There's no way you can win, the way you are now. response:	Inuyasha, bear with it!
