context: And we broke response:	Everything that was right
context: your senses will eventually return to normal.\Don't tell me...\You experimented with her?!\Of course not!\I would never do such a horrible thing!\My family has been researching plants for generations.\So of course when we discovered that strange foam,\we had to investigate it. response:	Three or so of my ancestors could see the strange foam.
context: Don't tell me...\You experimented with her?!\Of course not!\I would never do such a horrible thing!\My family has been researching plants for generations.\So of course when we discovered that strange foam,\we had to investigate it.\Three or so of my ancestors could see the strange foam. response:	Each of them studied it for years and devised a safe dosage.
context: You experimented with her?!\Of course not!\I would never do such a horrible thing!\My family has been researching plants for generations.\So of course when we discovered that strange foam,\we had to investigate it.\Three or so of my ancestors could see the strange foam.\Each of them studied it for years and devised a safe dosage. response:	But it's not the sap of a plant.
context: Of course not!\I would never do such a horrible thing!\My family has been researching plants for generations.\So of course when we discovered that strange foam,\we had to investigate it.\Three or so of my ancestors could see the strange foam.\Each of them studied it for years and devised a safe dosage.\But it's not the sap of a plant. response:	The foam itself is alive.
context: I would never do such a horrible thing!\My family has been researching plants for generations.\So of course when we discovered that strange foam,\we had to investigate it.\Three or so of my ancestors could see the strange foam.\Each of them studied it for years and devised a safe dosage.\But it's not the sap of a plant.\The foam itself is alive. response:	If anything bad were to happen,
context: My family has been researching plants for generations.\So of course when we discovered that strange foam,\we had to investigate it.\Three or so of my ancestors could see the strange foam.\Each of them studied it for years and devised a safe dosage.\But it's not the sap of a plant.\The foam itself is alive.\If anything bad were to happen, response:	would you be able to take countermeasures?
context: So of course when we discovered that strange foam,\we had to investigate it.\Three or so of my ancestors could see the strange foam.\Each of them studied it for years and devised a safe dosage.\But it's not the sap of a plant.\The foam itself is alive.\If anything bad were to happen,\would you be able to take countermeasures? response:	You must leave that behind.
context: we had to investigate it.\Three or so of my ancestors could see the strange foam.\Each of them studied it for years and devised a safe dosage.\But it's not the sap of a plant.\The foam itself is alive.\If anything bad were to happen,\would you be able to take countermeasures?\You must leave that behind. response:	But there are those who have need of it.
context: Three or so of my ancestors could see the strange foam.\Each of them studied it for years and devised a safe dosage.\But it's not the sap of a plant.\The foam itself is alive.\If anything bad were to happen,\would you be able to take countermeasures?\You must leave that behind.\But there are those who have need of it. response:	There are many who care not whether they can see or hear, so long as they can escape the suffering.
context: Each of them studied it for years and devised a safe dosage.\But it's not the sap of a plant.\The foam itself is alive.\If anything bad were to happen,\would you be able to take countermeasures?\You must leave that behind.\But there are those who have need of it.\There are many who care not whether they can see or hear, so long as they can escape the suffering. response:	What gives you the right to take that choice away from them?
context: But it's not the sap of a plant.\The foam itself is alive.\If anything bad were to happen,\would you be able to take countermeasures?\You must leave that behind.\But there are those who have need of it.\There are many who care not whether they can see or hear, so long as they can escape the suffering.\What gives you the right to take that choice away from them? response:	Well then, first show me your family's research.
context: The foam itself is alive.\If anything bad were to happen,\would you be able to take countermeasures?\You must leave that behind.\But there are those who have need of it.\There are many who care not whether they can see or hear, so long as they can escape the suffering.\What gives you the right to take that choice away from them?\Well then, first show me your family's research. response:	I will determine myself whether the findings are trustworthy.
context: If anything bad were to happen,\would you be able to take countermeasures?\You must leave that behind.\But there are those who have need of it.\There are many who care not whether they can see or hear, so long as they can escape the suffering.\What gives you the right to take that choice away from them?\Well then, first show me your family's research.\I will determine myself whether the findings are trustworthy. response:	Very well. I'll show you to them.
context: would you be able to take countermeasures?\You must leave that behind.\But there are those who have need of it.\There are many who care not whether they can see or hear, so long as they can escape the suffering.\What gives you the right to take that choice away from them?\Well then, first show me your family's research.\I will determine myself whether the findings are trustworthy.\Very well. I'll show you to them. response:	One more thing. About that woman...
context: You must leave that behind.\But there are those who have need of it.\There are many who care not whether they can see or hear, so long as they can escape the suffering.\What gives you the right to take that choice away from them?\Well then, first show me your family's research.\I will determine myself whether the findings are trustworthy.\Very well. I'll show you to them.\One more thing. About that woman... response:	If her condition is truly caused by the Kodama,
context: But there are those who have need of it.\There are many who care not whether they can see or hear, so long as they can escape the suffering.\What gives you the right to take that choice away from them?\Well then, first show me your family's research.\I will determine myself whether the findings are trustworthy.\Very well. I'll show you to them.\One more thing. About that woman...\If her condition is truly caused by the Kodama, response:	we may be able to restore her sight and hearing.
context: There are many who care not whether they can see or hear, so long as they can escape the suffering.\What gives you the right to take that choice away from them?\Well then, first show me your family's research.\I will determine myself whether the findings are trustworthy.\Very well. I'll show you to them.\One more thing. About that woman...\If her condition is truly caused by the Kodama,\we may be able to restore her sight and hearing. response:	So, are you sure you don't know how she became that way?
context: What gives you the right to take that choice away from them?\Well then, first show me your family's research.\I will determine myself whether the findings are trustworthy.\Very well. I'll show you to them.\One more thing. About that woman...\If her condition is truly caused by the Kodama,\we may be able to restore her sight and hearing.\So, are you sure you don't know how she became that way? response:	There is a story that has been passed down since my great-grandfather was alive.
context: Well then, first show me your family's research.\I will determine myself whether the findings are trustworthy.\Very well. I'll show you to them.\One more thing. About that woman...\If her condition is truly caused by the Kodama,\we may be able to restore her sight and hearing.\So, are you sure you don't know how she became that way?\There is a story that has been passed down since my great-grandfather was alive. response:	Your great-grandfather?
context: I will determine myself whether the findings are trustworthy.\Very well. I'll show you to them.\One more thing. About that woman...\If her condition is truly caused by the Kodama,\we may be able to restore her sight and hearing.\So, are you sure you don't know how she became that way?\There is a story that has been passed down since my great-grandfather was alive.\Your great-grandfather? response:	A story from when he was a young man...
context: Very well. I'll show you to them.\One more thing. About that woman...\If her condition is truly caused by the Kodama,\we may be able to restore her sight and hearing.\So, are you sure you don't know how she became that way?\There is a story that has been passed down since my great-grandfather was alive.\Your great-grandfather?\A story from when he was a young man... response:	A story from nearly eighty years ago.
context: One more thing. About that woman...\If her condition is truly caused by the Kodama,\we may be able to restore her sight and hearing.\So, are you sure you don't know how she became that way?\There is a story that has been passed down since my great-grandfather was alive.\Your great-grandfather?\A story from when he was a young man...\A story from nearly eighty years ago. response:	Hm?
context: If her condition is truly caused by the Kodama,\we may be able to restore her sight and hearing.\So, are you sure you don't know how she became that way?\There is a story that has been passed down since my great-grandfather was alive.\Your great-grandfather?\A story from when he was a young man...\A story from nearly eighty years ago.\Hm? response:	Who could have abandoned a baby like this?
context: we may be able to restore her sight and hearing.\So, are you sure you don't know how she became that way?\There is a story that has been passed down since my great-grandfather was alive.\Your great-grandfather?\A story from when he was a young man...\A story from nearly eighty years ago.\Hm?\Who could have abandoned a baby like this? response:	Hm?
context: So, are you sure you don't know how she became that way?\There is a story that has been passed down since my great-grandfather was alive.\Your great-grandfather?\A story from when he was a young man...\A story from nearly eighty years ago.\Hm?\Who could have abandoned a baby like this?\Hm? response:	What is this faint pink foam on her mouth?
context: There is a story that has been passed down since my great-grandfather was alive.\Your great-grandfather?\A story from when he was a young man...\A story from nearly eighty years ago.\Hm?\Who could have abandoned a baby like this?\Hm?\What is this faint pink foam on her mouth? response:	Is it sap?
context: Your great-grandfather?\A story from when he was a young man...\A story from nearly eighty years ago.\Hm?\Who could have abandoned a baby like this?\Hm?\What is this faint pink foam on her mouth?\Is it sap? response:	Poor thing.
context: A story from when he was a young man...\A story from nearly eighty years ago.\Hm?\Who could have abandoned a baby like this?\Hm?\What is this faint pink foam on her mouth?\Is it sap?\Poor thing. response:	She must have been so hungry that she sucked on the tree sap.
context: A story from nearly eighty years ago.\Hm?\Who could have abandoned a baby like this?\Hm?\What is this faint pink foam on her mouth?\Is it sap?\Poor thing.\She must have been so hungry that she sucked on the tree sap. response:	My great-grandfather, Mansaku, took the infant home with him.
context: Hm?\Who could have abandoned a baby like this?\Hm?\What is this faint pink foam on her mouth?\Is it sap?\Poor thing.\She must have been so hungry that she sucked on the tree sap.\My great-grandfather, Mansaku, took the infant home with him. response:	However, his wife could not produce milk.
context: Who could have abandoned a baby like this?\Hm?\What is this faint pink foam on her mouth?\Is it sap?\Poor thing.\She must have been so hungry that she sucked on the tree sap.\My great-grandfather, Mansaku, took the infant home with him.\However, his wife could not produce milk. response:	The infant even refused thin gruel.
context: Hm?\What is this faint pink foam on her mouth?\Is it sap?\Poor thing.\She must have been so hungry that she sucked on the tree sap.\My great-grandfather, Mansaku, took the infant home with him.\However, his wife could not produce milk.\The infant even refused thin gruel. response:	The only thing she would drink was the tree sap.
context: What is this faint pink foam on her mouth?\Is it sap?\Poor thing.\She must have been so hungry that she sucked on the tree sap.\My great-grandfather, Mansaku, took the infant home with him.\However, his wife could not produce milk.\The infant even refused thin gruel.\The only thing she would drink was the tree sap. response:	Mansaku's family cared for the child as though she were one of their own.
context: Is it sap?\Poor thing.\She must have been so hungry that she sucked on the tree sap.\My great-grandfather, Mansaku, took the infant home with him.\However, his wife could not produce milk.\The infant even refused thin gruel.\The only thing she would drink was the tree sap.\Mansaku's family cared for the child as though she were one of their own. response:	But even after many years, the child hardly grew.
context: Poor thing.\She must have been so hungry that she sucked on the tree sap.\My great-grandfather, Mansaku, took the infant home with him.\However, his wife could not produce milk.\The infant even refused thin gruel.\The only thing she would drink was the tree sap.\Mansaku's family cared for the child as though she were one of their own.\But even after many years, the child hardly grew. response:	She remained an infant for over a decade,
context: She must have been so hungry that she sucked on the tree sap.\My great-grandfather, Mansaku, took the infant home with him.\However, his wife could not produce milk.\The infant even refused thin gruel.\The only thing she would drink was the tree sap.\Mansaku's family cared for the child as though she were one of their own.\But even after many years, the child hardly grew.\She remained an infant for over a decade, response:	still only willing to drink the sap of that cherry tree.
context: My great-grandfather, Mansaku, took the infant home with him.\However, his wife could not produce milk.\The infant even refused thin gruel.\The only thing she would drink was the tree sap.\Mansaku's family cared for the child as though she were one of their own.\But even after many years, the child hardly grew.\She remained an infant for over a decade,\still only willing to drink the sap of that cherry tree. response:	After thirty years, Mansaku and his wife passed away,
context: However, his wife could not produce milk.\The infant even refused thin gruel.\The only thing she would drink was the tree sap.\Mansaku's family cared for the child as though she were one of their own.\But even after many years, the child hardly grew.\She remained an infant for over a decade,\still only willing to drink the sap of that cherry tree.\After thirty years, Mansaku and his wife passed away, response:	but Saho remained but a young girl.
context: The infant even refused thin gruel.\The only thing she would drink was the tree sap.\Mansaku's family cared for the child as though she were one of their own.\But even after many years, the child hardly grew.\She remained an infant for over a decade,\still only willing to drink the sap of that cherry tree.\After thirty years, Mansaku and his wife passed away,\but Saho remained but a young girl. response:	Come, Saho.
context: The only thing she would drink was the tree sap.\Mansaku's family cared for the child as though she were one of their own.\But even after many years, the child hardly grew.\She remained an infant for over a decade,\still only willing to drink the sap of that cherry tree.\After thirty years, Mansaku and his wife passed away,\but Saho remained but a young girl.\Come, Saho. response:	Where's Mansaku?
context: Mansaku's family cared for the child as though she were one of their own.\But even after many years, the child hardly grew.\She remained an infant for over a decade,\still only willing to drink the sap of that cherry tree.\After thirty years, Mansaku and his wife passed away,\but Saho remained but a young girl.\Come, Saho.\Where's Mansaku? response:	Daddy Mansaku is no longer with us.
context: But even after many years, the child hardly grew.\She remained an infant for over a decade,\still only willing to drink the sap of that cherry tree.\After thirty years, Mansaku and his wife passed away,\but Saho remained but a young girl.\Come, Saho.\Where's Mansaku?\Daddy Mansaku is no longer with us. response:	From now on, you'll be living with me, your big brother.
context: She remained an infant for over a decade,\still only willing to drink the sap of that cherry tree.\After thirty years, Mansaku and his wife passed away,\but Saho remained but a young girl.\Come, Saho.\Where's Mansaku?\Daddy Mansaku is no longer with us.\From now on, you'll be living with me, your big brother. response:	By then,
context: still only willing to drink the sap of that cherry tree.\After thirty years, Mansaku and his wife passed away,\but Saho remained but a young girl.\Come, Saho.\Where's Mansaku?\Daddy Mansaku is no longer with us.\From now on, you'll be living with me, your big brother.\By then, response:	Saho had almost completely lost use of all five senses, including her sight and hearing.
context: After thirty years, Mansaku and his wife passed away,\but Saho remained but a young girl.\Come, Saho.\Where's Mansaku?\Daddy Mansaku is no longer with us.\From now on, you'll be living with me, your big brother.\By then,\Saho had almost completely lost use of all five senses, including her sight and hearing. response:	Moreover, she also fell ill periodically.
context: but Saho remained but a young girl.\Come, Saho.\Where's Mansaku?\Daddy Mansaku is no longer with us.\From now on, you'll be living with me, your big brother.\By then,\Saho had almost completely lost use of all five senses, including her sight and hearing.\Moreover, she also fell ill periodically. response:	During the years when Saho was in poor health,
context: Come, Saho.\Where's Mansaku?\Daddy Mansaku is no longer with us.\From now on, you'll be living with me, your big brother.\By then,\Saho had almost completely lost use of all five senses, including her sight and hearing.\Moreover, she also fell ill periodically.\During the years when Saho was in poor health, response:	the giant cherry tree would not bloom.
context: Where's Mansaku?\Daddy Mansaku is no longer with us.\From now on, you'll be living with me, your big brother.\By then,\Saho had almost completely lost use of all five senses, including her sight and hearing.\Moreover, she also fell ill periodically.\During the years when Saho was in poor health,\the giant cherry tree would not bloom. response:	Subsequent generations continued to protect and cherish Saho.
context: Daddy Mansaku is no longer with us.\From now on, you'll be living with me, your big brother.\By then,\Saho had almost completely lost use of all five senses, including her sight and hearing.\Moreover, she also fell ill periodically.\During the years when Saho was in poor health,\the giant cherry tree would not bloom.\Subsequent generations continued to protect and cherish Saho. response:	Masaki, you must...
context: From now on, you'll be living with me, your big brother.\By then,\Saho had almost completely lost use of all five senses, including her sight and hearing.\Moreover, she also fell ill periodically.\During the years when Saho was in poor health,\the giant cherry tree would not bloom.\Subsequent generations continued to protect and cherish Saho.\Masaki, you must... response:	What is it, Dad?
context: By then,\Saho had almost completely lost use of all five senses, including her sight and hearing.\Moreover, she also fell ill periodically.\During the years when Saho was in poor health,\the giant cherry tree would not bloom.\Subsequent generations continued to protect and cherish Saho.\Masaki, you must...\What is it, Dad? response:	You must take care of Saho...
context: Saho had almost completely lost use of all five senses, including her sight and hearing.\Moreover, she also fell ill periodically.\During the years when Saho was in poor health,\the giant cherry tree would not bloom.\Subsequent generations continued to protect and cherish Saho.\Masaki, you must...\What is it, Dad?\You must take care of Saho... response:	Saho...
context: Moreover, she also fell ill periodically.\During the years when Saho was in poor health,\the giant cherry tree would not bloom.\Subsequent generations continued to protect and cherish Saho.\Masaki, you must...\What is it, Dad?\You must take care of Saho...\Saho... response:	Yes. I know.
context: During the years when Saho was in poor health,\the giant cherry tree would not bloom.\Subsequent generations continued to protect and cherish Saho.\Masaki, you must...\What is it, Dad?\You must take care of Saho...\Saho...\Yes. I know. response:	All of us have loved Saho as though she were the very spirit of that cherry tree.
context: the giant cherry tree would not bloom.\Subsequent generations continued to protect and cherish Saho.\Masaki, you must...\What is it, Dad?\You must take care of Saho...\Saho...\Yes. I know.\All of us have loved Saho as though she were the very spirit of that cherry tree. response:	Eighty years?
context: Subsequent generations continued to protect and cherish Saho.\Masaki, you must...\What is it, Dad?\You must take care of Saho...\Saho...\Yes. I know.\All of us have loved Saho as though she were the very spirit of that cherry tree.\Eighty years? response:	This means the Kodama bestows longevity and beauty to animals as well.
context: Masaki, you must...\What is it, Dad?\You must take care of Saho...\Saho...\Yes. I know.\All of us have loved Saho as though she were the very spirit of that cherry tree.\Eighty years?\This means the Kodama bestows longevity and beauty to animals as well. response:	Well?
context: What is it, Dad?\You must take care of Saho...\Saho...\Yes. I know.\All of us have loved Saho as though she were the very spirit of that cherry tree.\Eighty years?\This means the Kodama bestows longevity and beauty to animals as well.\Well? response:	Can Saho be cured?
context: You must take care of Saho...\Saho...\Yes. I know.\All of us have loved Saho as though she were the very spirit of that cherry tree.\Eighty years?\This means the Kodama bestows longevity and beauty to animals as well.\Well?\Can Saho be cured? response:	There is indeed a way to extract the Kodama.
context: Saho...\Yes. I know.\All of us have loved Saho as though she were the very spirit of that cherry tree.\Eighty years?\This means the Kodama bestows longevity and beauty to animals as well.\Well?\Can Saho be cured?\There is indeed a way to extract the Kodama. response:	However,
context: Yes. I know.\All of us have loved Saho as though she were the very spirit of that cherry tree.\Eighty years?\This means the Kodama bestows longevity and beauty to animals as well.\Well?\Can Saho be cured?\There is indeed a way to extract the Kodama.\However, response:	if we remove the Kodama from her and try to restore her senses,
context: All of us have loved Saho as though she were the very spirit of that cherry tree.\Eighty years?\This means the Kodama bestows longevity and beauty to animals as well.\Well?\Can Saho be cured?\There is indeed a way to extract the Kodama.\However,\if we remove the Kodama from her and try to restore her senses, response:	Saho may not survive.
context: Eighty years?\This means the Kodama bestows longevity and beauty to animals as well.\Well?\Can Saho be cured?\There is indeed a way to extract the Kodama.\However,\if we remove the Kodama from her and try to restore her senses,\Saho may not survive. response:	I see.
context: This means the Kodama bestows longevity and beauty to animals as well.\Well?\Can Saho be cured?\There is indeed a way to extract the Kodama.\However,\if we remove the Kodama from her and try to restore her senses,\Saho may not survive.\I see. response:	That is unfortunate, then.
context: Well?\Can Saho be cured?\There is indeed a way to extract the Kodama.\However,\if we remove the Kodama from her and try to restore her senses,\Saho may not survive.\I see.\That is unfortunate, then. response:	These are all of my family's records on the foam.
context: Can Saho be cured?\There is indeed a way to extract the Kodama.\However,\if we remove the Kodama from her and try to restore her senses,\Saho may not survive.\I see.\That is unfortunate, then.\These are all of my family's records on the foam. response:	Thanks.
context: There is indeed a way to extract the Kodama.\However,\if we remove the Kodama from her and try to restore her senses,\Saho may not survive.\I see.\That is unfortunate, then.\These are all of my family's records on the foam.\Thanks. response:	Are you okay, Saho?
context: However,\if we remove the Kodama from her and try to restore her senses,\Saho may not survive.\I see.\That is unfortunate, then.\These are all of my family's records on the foam.\Thanks.\Are you okay, Saho? response:	We can't wait anymore.
context: if we remove the Kodama from her and try to restore her senses,\Saho may not survive.\I see.\That is unfortunate, then.\These are all of my family's records on the foam.\Thanks.\Are you okay, Saho?\We can't wait anymore. response:	I have to do it now.
context: Saho may not survive.\I see.\That is unfortunate, then.\These are all of my family's records on the foam.\Thanks.\Are you okay, Saho?\We can't wait anymore.\I have to do it now. response:	May I have a word?
context: I see.\That is unfortunate, then.\These are all of my family's records on the foam.\Thanks.\Are you okay, Saho?\We can't wait anymore.\I have to do it now.\May I have a word? response:	I've prepared the medicine,
context: That is unfortunate, then.\These are all of my family's records on the foam.\Thanks.\Are you okay, Saho?\We can't wait anymore.\I have to do it now.\May I have a word?\I've prepared the medicine, response:	but I'd like you to try it for yourself first.
context: These are all of my family's records on the foam.\Thanks.\Are you okay, Saho?\We can't wait anymore.\I have to do it now.\May I have a word?\I've prepared the medicine,\but I'd like you to try it for yourself first. response:	Huh? Why me?
context: Thanks.\Are you okay, Saho?\We can't wait anymore.\I have to do it now.\May I have a word?\I've prepared the medicine,\but I'd like you to try it for yourself first.\Huh? Why me? response:	It is rare, but there are some who have poor reactions to it.
context: Are you okay, Saho?\We can't wait anymore.\I have to do it now.\May I have a word?\I've prepared the medicine,\but I'd like you to try it for yourself first.\Huh? Why me?\It is rare, but there are some who have poor reactions to it. response:	If you react well to it, your mother should be fine too.
context: We can't wait anymore.\I have to do it now.\May I have a word?\I've prepared the medicine,\but I'd like you to try it for yourself first.\Huh? Why me?\It is rare, but there are some who have poor reactions to it.\If you react well to it, your mother should be fine too. response:	I understand.
context: I have to do it now.\May I have a word?\I've prepared the medicine,\but I'd like you to try it for yourself first.\Huh? Why me?\It is rare, but there are some who have poor reactions to it.\If you react well to it, your mother should be fine too.\I understand. response:	Whoops.
context: May I have a word?\I've prepared the medicine,\but I'd like you to try it for yourself first.\Huh? Why me?\It is rare, but there are some who have poor reactions to it.\If you react well to it, your mother should be fine too.\I understand.\Whoops. response:	Some of these are very old.
context: I've prepared the medicine,\but I'd like you to try it for yourself first.\Huh? Why me?\It is rare, but there are some who have poor reactions to it.\If you react well to it, your mother should be fine too.\I understand.\Whoops.\Some of these are very old. response:	How many generations ago is this, really?
context: but I'd like you to try it for yourself first.\Huh? Why me?\It is rare, but there are some who have poor reactions to it.\If you react well to it, your mother should be fine too.\I understand.\Whoops.\Some of these are very old.\How many generations ago is this, really? response:	Recorded by Mansaku
context: Huh? Why me?\It is rare, but there are some who have poor reactions to it.\If you react well to it, your mother should be fine too.\I understand.\Whoops.\Some of these are very old.\How many generations ago is this, really?\Recorded by Mansaku response:	Recorded by Mansaku
context: It is rare, but there are some who have poor reactions to it.\If you react well to it, your mother should be fine too.\I understand.\Whoops.\Some of these are very old.\How many generations ago is this, really?\Recorded by Mansaku\Recorded by Mansaku response:	He said Mansaku was his great-grandfather, didn't he?
context: If you react well to it, your mother should be fine too.\I understand.\Whoops.\Some of these are very old.\How many generations ago is this, really?\Recorded by Mansaku\Recorded by Mansaku\He said Mansaku was his great-grandfather, didn't he? response:	And yet, these look...
context: I understand.\Whoops.\Some of these are very old.\How many generations ago is this, really?\Recorded by Mansaku\Recorded by Mansaku\He said Mansaku was his great-grandfather, didn't he?\And yet, these look... response:	There are four names scattered among the records.
context: Whoops.\Some of these are very old.\How many generations ago is this, really?\Recorded by Mansaku\Recorded by Mansaku\He said Mansaku was his great-grandfather, didn't he?\And yet, these look...\There are four names scattered among the records. response:	Does that mean four successive generations were able to see mushi?
context: Some of these are very old.\How many generations ago is this, really?\Recorded by Mansaku\Recorded by Mansaku\He said Mansaku was his great-grandfather, didn't he?\And yet, these look...\There are four names scattered among the records.\Does that mean four successive generations were able to see mushi? response:	That is extremely rare.
context: How many generations ago is this, really?\Recorded by Mansaku\Recorded by Mansaku\He said Mansaku was his great-grandfather, didn't he?\And yet, these look...\There are four names scattered among the records.\Does that mean four successive generations were able to see mushi?\That is extremely rare. response:	Recorded by Mansaku
context: Recorded by Mansaku\Recorded by Mansaku\He said Mansaku was his great-grandfather, didn't he?\And yet, these look...\There are four names scattered among the records.\Does that mean four successive generations were able to see mushi?\That is extremely rare.\Recorded by Mansaku response:	Recorded by Mansaku
context: Recorded by Mansaku\He said Mansaku was his great-grandfather, didn't he?\And yet, these look...\There are four names scattered among the records.\Does that mean four successive generations were able to see mushi?\That is extremely rare.\Recorded by Mansaku\Recorded by Mansaku response:	I'm sorry.
context: He said Mansaku was his great-grandfather, didn't he?\And yet, these look...\There are four names scattered among the records.\Does that mean four successive generations were able to see mushi?\That is extremely rare.\Recorded by Mansaku\Recorded by Mansaku\I'm sorry. response:	What I gave you just now was merely a sedative.
context: And yet, these look...\There are four names scattered among the records.\Does that mean four successive generations were able to see mushi?\That is extremely rare.\Recorded by Mansaku\Recorded by Mansaku\I'm sorry.\What I gave you just now was merely a sedative. response:	Due to interference, I couldn't give you the painkiller.
context: There are four names scattered among the records.\Does that mean four successive generations were able to see mushi?\That is extremely rare.\Recorded by Mansaku\Recorded by Mansaku\I'm sorry.\What I gave you just now was merely a sedative.\Due to interference, I couldn't give you the painkiller. response:	I'll do my best to make this quick.
context: Does that mean four successive generations were able to see mushi?\That is extremely rare.\Recorded by Mansaku\Recorded by Mansaku\I'm sorry.\What I gave you just now was merely a sedative.\Due to interference, I couldn't give you the painkiller.\I'll do my best to make this quick. response:	Don't worry.
context: That is extremely rare.\Recorded by Mansaku\Recorded by Mansaku\I'm sorry.\What I gave you just now was merely a sedative.\Due to interference, I couldn't give you the painkiller.\I'll do my best to make this quick.\Don't worry. response:	You will be able to keep on living.
context: Recorded by Mansaku\Recorded by Mansaku\I'm sorry.\What I gave you just now was merely a sedative.\Due to interference, I couldn't give you the painkiller.\I'll do my best to make this quick.\Don't worry.\You will be able to keep on living. response:	You will be able to bloom once again.
context: Recorded by Mansaku\I'm sorry.\What I gave you just now was merely a sedative.\Due to interference, I couldn't give you the painkiller.\I'll do my best to make this quick.\Don't worry.\You will be able to keep on living.\You will be able to bloom once again. response:	Stop!
context: I'm sorry.\What I gave you just now was merely a sedative.\Due to interference, I couldn't give you the painkiller.\I'll do my best to make this quick.\Don't worry.\You will be able to keep on living.\You will be able to bloom once again.\Stop! response:	So it's true?
context: What I gave you just now was merely a sedative.\Due to interference, I couldn't give you the painkiller.\I'll do my best to make this quick.\Don't worry.\You will be able to keep on living.\You will be able to bloom once again.\Stop!\So it's true? response:	You've been grafting whole bodies as you would tree branches
context: Due to interference, I couldn't give you the painkiller.\I'll do my best to make this quick.\Don't worry.\You will be able to keep on living.\You will be able to bloom once again.\Stop!\So it's true?\You've been grafting whole bodies as you would tree branches response:	all to keep her alive?
context: I'll do my best to make this quick.\Don't worry.\You will be able to keep on living.\You will be able to bloom once again.\Stop!\So it's true?\You've been grafting whole bodies as you would tree branches\all to keep her alive? response:	Not for a mere eighty years, either,
context: Don't worry.\You will be able to keep on living.\You will be able to bloom once again.\Stop!\So it's true?\You've been grafting whole bodies as you would tree branches\all to keep her alive?\Not for a mere eighty years, either, response:	but for centuries!
context: You will be able to keep on living.\You will be able to bloom once again.\Stop!\So it's true?\You've been grafting whole bodies as you would tree branches\all to keep her alive?\Not for a mere eighty years, either,\but for centuries! response:	That's right.
context: You will be able to bloom once again.\Stop!\So it's true?\You've been grafting whole bodies as you would tree branches\all to keep her alive?\Not for a mere eighty years, either,\but for centuries!\That's right. response:	Mansaku was my ancestor from eight generations ago.
context: Stop!\So it's true?\You've been grafting whole bodies as you would tree branches\all to keep her alive?\Not for a mere eighty years, either,\but for centuries!\That's right.\Mansaku was my ancestor from eight generations ago. response:	If we do not do this,
context: So it's true?\You've been grafting whole bodies as you would tree branches\all to keep her alive?\Not for a mere eighty years, either,\but for centuries!\That's right.\Mansaku was my ancestor from eight generations ago.\If we do not do this, response:	Saho's body will deteriorate.
context: You've been grafting whole bodies as you would tree branches\all to keep her alive?\Not for a mere eighty years, either,\but for centuries!\That's right.\Mansaku was my ancestor from eight generations ago.\If we do not do this,\Saho's body will deteriorate. response:	Even though she is still so beautiful...
context: all to keep her alive?\Not for a mere eighty years, either,\but for centuries!\That's right.\Mansaku was my ancestor from eight generations ago.\If we do not do this,\Saho's body will deteriorate.\Even though she is still so beautiful... response:	Man...
context: Not for a mere eighty years, either,\but for centuries!\That's right.\Mansaku was my ancestor from eight generations ago.\If we do not do this,\Saho's body will deteriorate.\Even though she is still so beautiful...\Man... response:	saku...
context: but for centuries!\That's right.\Mansaku was my ancestor from eight generations ago.\If we do not do this,\Saho's body will deteriorate.\Even though she is still so beautiful...\Man...\saku... response:	Saho?!
context: That's right.\Mansaku was my ancestor from eight generations ago.\If we do not do this,\Saho's body will deteriorate.\Even though she is still so beautiful...\Man...\saku...\Saho?! response:	No!
context: Mansaku was my ancestor from eight generations ago.\If we do not do this,\Saho's body will deteriorate.\Even though she is still so beautiful...\Man...\saku...\Saho?!\No! response:	Don't!
context: If we do not do this,\Saho's body will deteriorate.\Even though she is still so beautiful...\Man...\saku...\Saho?!\No!\Don't! response:	Saho!
context: Saho's body will deteriorate.\Even though she is still so beautiful...\Man...\saku...\Saho?!\No!\Don't!\Saho! response:	Don't worry. I won't let you die.
context: Even though she is still so beautiful...\Man...\saku...\Saho?!\No!\Don't!\Saho!\Don't worry. I won't let you die. response:	I'll get you a new body right away.
context: Man...\saku...\Saho?!\No!\Don't!\Saho!\Don't worry. I won't let you die.\I'll get you a new body right away. response:	What's wrong with you?!
context: saku...\Saho?!\No!\Don't!\Saho!\Don't worry. I won't let you die.\I'll get you a new body right away.\What's wrong with you?! response:	Just how many lives have already been sacrificed for her to live?!
context: Saho?!\No!\Don't!\Saho!\Don't worry. I won't let you die.\I'll get you a new body right away.\What's wrong with you?!\Just how many lives have already been sacrificed for her to live?! response:	Perhaps you're right.
context: No!\Don't!\Saho!\Don't worry. I won't let you die.\I'll get you a new body right away.\What's wrong with you?!\Just how many lives have already been sacrificed for her to live?!\Perhaps you're right. response:	Perhaps there is something wrong with us.
context: Don't!\Saho!\Don't worry. I won't let you die.\I'll get you a new body right away.\What's wrong with you?!\Just how many lives have already been sacrificed for her to live?!\Perhaps you're right.\Perhaps there is something wrong with us. response:	For three hundred years, our family has loved a woman who is like a plant.
context: Saho!\Don't worry. I won't let you die.\I'll get you a new body right away.\What's wrong with you?!\Just how many lives have already been sacrificed for her to live?!\Perhaps you're right.\Perhaps there is something wrong with us.\For three hundred years, our family has loved a woman who is like a plant. response:	Damn...
