context: The moment I saw that empty room, response:	I felt that I had become lost in a lonely world where only I existed.
context: She's tripping on her words. She's too cute.\You seem to be having fun, Takumi.\Because we're newlyweds.\But you're not legally married yet.\Are you really serious about getting married?\You're still renting the place in Akasaka too, right?\Are you planning to live separately?\Shut up. I'll move outta that place eventually. response:	Eventually?
context: You seem to be having fun, Takumi.\Because we're newlyweds.\But you're not legally married yet.\Are you really serious about getting married?\You're still renting the place in Akasaka too, right?\Are you planning to live separately?\Shut up. I'll move outta that place eventually.\Eventually? response:	There's an auto-lock on each floor too. Talk about high security.
context: Because we're newlyweds.\But you're not legally married yet.\Are you really serious about getting married?\You're still renting the place in Akasaka too, right?\Are you planning to live separately?\Shut up. I'll move outta that place eventually.\Eventually?\There's an auto-lock on each floor too. Talk about high security. response:	I'm seldom at home, so this is to ensure the safety of my wife and child.
context: But you're not legally married yet.\Are you really serious about getting married?\You're still renting the place in Akasaka too, right?\Are you planning to live separately?\Shut up. I'll move outta that place eventually.\Eventually?\There's an auto-lock on each floor too. Talk about high security.\I'm seldom at home, so this is to ensure the safety of my wife and child. response:	Especially since you have many extreme fans.
context: Are you really serious about getting married?\You're still renting the place in Akasaka too, right?\Are you planning to live separately?\Shut up. I'll move outta that place eventually.\Eventually?\There's an auto-lock on each floor too. Talk about high security.\I'm seldom at home, so this is to ensure the safety of my wife and child.\Especially since you have many extreme fans. response:	Why are they so fixated on chasing an illusion?
context: You're still renting the place in Akasaka too, right?\Are you planning to live separately?\Shut up. I'll move outta that place eventually.\Eventually?\There's an auto-lock on each floor too. Talk about high security.\I'm seldom at home, so this is to ensure the safety of my wife and child.\Especially since you have many extreme fans.\Why are they so fixated on chasing an illusion? response:	I have trouble understanding it.
context: Are you planning to live separately?\Shut up. I'll move outta that place eventually.\Eventually?\There's an auto-lock on each floor too. Talk about high security.\I'm seldom at home, so this is to ensure the safety of my wife and child.\Especially since you have many extreme fans.\Why are they so fixated on chasing an illusion?\I have trouble understanding it. response:	It's because it's an illusion!
context: Shut up. I'll move outta that place eventually.\Eventually?\There's an auto-lock on each floor too. Talk about high security.\I'm seldom at home, so this is to ensure the safety of my wife and child.\Especially since you have many extreme fans.\Why are they so fixated on chasing an illusion?\I have trouble understanding it.\It's because it's an illusion! response:	In reality, there is no person who would do exactly as you'd wish.
context: Eventually?\There's an auto-lock on each floor too. Talk about high security.\I'm seldom at home, so this is to ensure the safety of my wife and child.\Especially since you have many extreme fans.\Why are they so fixated on chasing an illusion?\I have trouble understanding it.\It's because it's an illusion!\In reality, there is no person who would do exactly as you'd wish. response:	But Takumi, you are getting married to the exact type of woman
context: There's an auto-lock on each floor too. Talk about high security.\I'm seldom at home, so this is to ensure the safety of my wife and child.\Especially since you have many extreme fans.\Why are they so fixated on chasing an illusion?\I have trouble understanding it.\It's because it's an illusion!\In reality, there is no person who would do exactly as you'd wish.\But Takumi, you are getting married to the exact type of woman response:	you have trouble understanding.
context: I'm seldom at home, so this is to ensure the safety of my wife and child.\Especially since you have many extreme fans.\Why are they so fixated on chasing an illusion?\I have trouble understanding it.\It's because it's an illusion!\In reality, there is no person who would do exactly as you'd wish.\But Takumi, you are getting married to the exact type of woman\you have trouble understanding. response:	I have trouble understanding that.
context: Especially since you have many extreme fans.\Why are they so fixated on chasing an illusion?\I have trouble understanding it.\It's because it's an illusion!\In reality, there is no person who would do exactly as you'd wish.\But Takumi, you are getting married to the exact type of woman\you have trouble understanding.\I have trouble understanding that. response:	Nana knows that reality and illusions are two different things.
context: Why are they so fixated on chasing an illusion?\I have trouble understanding it.\It's because it's an illusion!\In reality, there is no person who would do exactly as you'd wish.\But Takumi, you are getting married to the exact type of woman\you have trouble understanding.\I have trouble understanding that.\Nana knows that reality and illusions are two different things. response:	She knows that, and she still dreams without getting discouraged.
context: I have trouble understanding it.\It's because it's an illusion!\In reality, there is no person who would do exactly as you'd wish.\But Takumi, you are getting married to the exact type of woman\you have trouble understanding.\I have trouble understanding that.\Nana knows that reality and illusions are two different things.\She knows that, and she still dreams without getting discouraged. response:	That's what's so cute about her.
context: It's because it's an illusion!\In reality, there is no person who would do exactly as you'd wish.\But Takumi, you are getting married to the exact type of woman\you have trouble understanding.\I have trouble understanding that.\Nana knows that reality and illusions are two different things.\She knows that, and she still dreams without getting discouraged.\That's what's so cute about her. response:	Then Hachiko and I are the same!
context: In reality, there is no person who would do exactly as you'd wish.\But Takumi, you are getting married to the exact type of woman\you have trouble understanding.\I have trouble understanding that.\Nana knows that reality and illusions are two different things.\She knows that, and she still dreams without getting discouraged.\That's what's so cute about her.\Then Hachiko and I are the same! response:	So that makes me cute, too! Right, Takumi?
context: But Takumi, you are getting married to the exact type of woman\you have trouble understanding.\I have trouble understanding that.\Nana knows that reality and illusions are two different things.\She knows that, and she still dreams without getting discouraged.\That's what's so cute about her.\Then Hachiko and I are the same!\So that makes me cute, too! Right, Takumi? response:	I wanna smack him.
context: you have trouble understanding.\I have trouble understanding that.\Nana knows that reality and illusions are two different things.\She knows that, and she still dreams without getting discouraged.\That's what's so cute about her.\Then Hachiko and I are the same!\So that makes me cute, too! Right, Takumi?\I wanna smack him. response:	Yes?
context: I have trouble understanding that.\Nana knows that reality and illusions are two different things.\She knows that, and she still dreams without getting discouraged.\That's what's so cute about her.\Then Hachiko and I are the same!\So that makes me cute, too! Right, Takumi?\I wanna smack him.\Yes? response:	I'm home.
context: Nana knows that reality and illusions are two different things.\She knows that, and she still dreams without getting discouraged.\That's what's so cute about her.\Then Hachiko and I are the same!\So that makes me cute, too! Right, Takumi?\I wanna smack him.\Yes?\I'm home. response:	What am I gonna do?
context: She knows that, and she still dreams without getting discouraged.\That's what's so cute about her.\Then Hachiko and I are the same!\So that makes me cute, too! Right, Takumi?\I wanna smack him.\Yes?\I'm home.\What am I gonna do? response:	I'm getting nervous.
context: That's what's so cute about her.\Then Hachiko and I are the same!\So that makes me cute, too! Right, Takumi?\I wanna smack him.\Yes?\I'm home.\What am I gonna do?\I'm getting nervous. response:	Please don't stay long.
context: Then Hachiko and I are the same!\So that makes me cute, too! Right, Takumi?\I wanna smack him.\Yes?\I'm home.\What am I gonna do?\I'm getting nervous.\Please don't stay long. response:	Don't intrude on our first night as newlyweds.
context: So that makes me cute, too! Right, Takumi?\I wanna smack him.\Yes?\I'm home.\What am I gonna do?\I'm getting nervous.\Please don't stay long.\Don't intrude on our first night as newlyweds. response:	But you're not newlyweds, and it's not your first night together.
context: I wanna smack him.\Yes?\I'm home.\What am I gonna do?\I'm getting nervous.\Please don't stay long.\Don't intrude on our first night as newlyweds.\But you're not newlyweds, and it's not your first night together. response:	Hi. Good evening.
context: Yes?\I'm home.\What am I gonna do?\I'm getting nervous.\Please don't stay long.\Don't intrude on our first night as newlyweds.\But you're not newlyweds, and it's not your first night together.\Hi. Good evening. response:	Who is this guy?!
context: I'm home.\What am I gonna do?\I'm getting nervous.\Please don't stay long.\Don't intrude on our first night as newlyweds.\But you're not newlyweds, and it's not your first night together.\Hi. Good evening.\Who is this guy?! response:	WHO IS THIS GUY? Who is this guy?!
context: What am I gonna do?\I'm getting nervous.\Please don't stay long.\Don't intrude on our first night as newlyweds.\But you're not newlyweds, and it's not your first night together.\Hi. Good evening.\Who is this guy?!\WHO IS THIS GUY? Who is this guy?! response:	WHO IS THIS GUY?
context: I'm getting nervous.\Please don't stay long.\Don't intrude on our first night as newlyweds.\But you're not newlyweds, and it's not your first night together.\Hi. Good evening.\Who is this guy?!\WHO IS THIS GUY? Who is this guy?!\WHO IS THIS GUY? response:	Good evening...
context: Please don't stay long.\Don't intrude on our first night as newlyweds.\But you're not newlyweds, and it's not your first night together.\Hi. Good evening.\Who is this guy?!\WHO IS THIS GUY? Who is this guy?!\WHO IS THIS GUY?\Good evening... response:	NAOKI Good evening...
context: Don't intrude on our first night as newlyweds.\But you're not newlyweds, and it's not your first night together.\Hi. Good evening.\Who is this guy?!\WHO IS THIS GUY? Who is this guy?!\WHO IS THIS GUY?\Good evening...\NAOKI Good evening... response:	NAOKI
context: But you're not newlyweds, and it's not your first night together.\Hi. Good evening.\Who is this guy?!\WHO IS THIS GUY? Who is this guy?!\WHO IS THIS GUY?\Good evening...\NAOKI Good evening...\NAOKI response:	Hachiko's so cute!
context: Hi. Good evening.\Who is this guy?!\WHO IS THIS GUY? Who is this guy?!\WHO IS THIS GUY?\Good evening...\NAOKI Good evening...\NAOKI\Hachiko's so cute! response:	THE REAL NAOKI Hachiko's so cute!
context: Who is this guy?!\WHO IS THIS GUY? Who is this guy?!\WHO IS THIS GUY?\Good evening...\NAOKI Good evening...\NAOKI\Hachiko's so cute!\THE REAL NAOKI Hachiko's so cute! response:	THE REAL NAOKI
context: WHO IS THIS GUY? Who is this guy?!\WHO IS THIS GUY?\Good evening...\NAOKI Good evening...\NAOKI\Hachiko's so cute!\THE REAL NAOKI Hachiko's so cute!\THE REAL NAOKI response:	THE REAL NAOKI If you're satisfied, go home.
context: WHO IS THIS GUY?\Good evening...\NAOKI Good evening...\NAOKI\Hachiko's so cute!\THE REAL NAOKI Hachiko's so cute!\THE REAL NAOKI\THE REAL NAOKI If you're satisfied, go home. response:	If you're satisfied, go home.
context: Good evening...\NAOKI Good evening...\NAOKI\Hachiko's so cute!\THE REAL NAOKI Hachiko's so cute!\THE REAL NAOKI\THE REAL NAOKI If you're satisfied, go home.\If you're satisfied, go home. response:	This place is like a castle!
context: NAOKI Good evening...\NAOKI\Hachiko's so cute!\THE REAL NAOKI Hachiko's so cute!\THE REAL NAOKI\THE REAL NAOKI If you're satisfied, go home.\If you're satisfied, go home.\This place is like a castle! response:	What part?!
context: NAOKI\Hachiko's so cute!\THE REAL NAOKI Hachiko's so cute!\THE REAL NAOKI\THE REAL NAOKI If you're satisfied, go home.\If you're satisfied, go home.\This place is like a castle!\What part?! response:	WHAT PART?! What part?!
context: Hachiko's so cute!\THE REAL NAOKI Hachiko's so cute!\THE REAL NAOKI\THE REAL NAOKI If you're satisfied, go home.\If you're satisfied, go home.\This place is like a castle!\What part?!\WHAT PART?! What part?! response:	WHAT PART?!
context: THE REAL NAOKI Hachiko's so cute!\THE REAL NAOKI\THE REAL NAOKI If you're satisfied, go home.\If you're satisfied, go home.\This place is like a castle!\What part?!\WHAT PART?! What part?!\WHAT PART?! response:	You must be exhausted from your recording.
context: THE REAL NAOKI\THE REAL NAOKI If you're satisfied, go home.\If you're satisfied, go home.\This place is like a castle!\What part?!\WHAT PART?! What part?!\WHAT PART?!\You must be exhausted from your recording. response:	How thoughtful of you.
context: THE REAL NAOKI If you're satisfied, go home.\If you're satisfied, go home.\This place is like a castle!\What part?!\WHAT PART?! What part?!\WHAT PART?!\You must be exhausted from your recording.\How thoughtful of you. response:	If it's not inconvenient, won't you stay for dinner?
context: If you're satisfied, go home.\This place is like a castle!\What part?!\WHAT PART?! What part?!\WHAT PART?!\You must be exhausted from your recording.\How thoughtful of you.\If it's not inconvenient, won't you stay for dinner? response:	Yes!
context: This place is like a castle!\What part?!\WHAT PART?! What part?!\WHAT PART?!\You must be exhausted from your recording.\How thoughtful of you.\If it's not inconvenient, won't you stay for dinner?\Yes! response:	Don't bother. He'll be leaving right away.
context: What part?!\WHAT PART?! What part?!\WHAT PART?!\You must be exhausted from your recording.\How thoughtful of you.\If it's not inconvenient, won't you stay for dinner?\Yes!\Don't bother. He'll be leaving right away. response:	Then I'll have dinner ready right away.
context: WHAT PART?! What part?!\WHAT PART?!\You must be exhausted from your recording.\How thoughtful of you.\If it's not inconvenient, won't you stay for dinner?\Yes!\Don't bother. He'll be leaving right away.\Then I'll have dinner ready right away. response:	I got carried away and prepared too much,
context: WHAT PART?!\You must be exhausted from your recording.\How thoughtful of you.\If it's not inconvenient, won't you stay for dinner?\Yes!\Don't bother. He'll be leaving right away.\Then I'll have dinner ready right away.\I got carried away and prepared too much, response:	so it would be a great help if you'd eat with us.
context: You must be exhausted from your recording.\How thoughtful of you.\If it's not inconvenient, won't you stay for dinner?\Yes!\Don't bother. He'll be leaving right away.\Then I'll have dinner ready right away.\I got carried away and prepared too much,\so it would be a great help if you'd eat with us. response:	Yes.
context: How thoughtful of you.\If it's not inconvenient, won't you stay for dinner?\Yes!\Don't bother. He'll be leaving right away.\Then I'll have dinner ready right away.\I got carried away and prepared too much,\so it would be a great help if you'd eat with us.\Yes. response:	MORNING SICKNESS COUNTERMEASURE
context: If it's not inconvenient, won't you stay for dinner?\Yes!\Don't bother. He'll be leaving right away.\Then I'll have dinner ready right away.\I got carried away and prepared too much,\so it would be a great help if you'd eat with us.\Yes.\MORNING SICKNESS COUNTERMEASURE response:	Wow! Thanks for the food!
context: Yes!\Don't bother. He'll be leaving right away.\Then I'll have dinner ready right away.\I got carried away and prepared too much,\so it would be a great help if you'd eat with us.\Yes.\MORNING SICKNESS COUNTERMEASURE\Wow! Thanks for the food! response:	Delicious!
context: Don't bother. He'll be leaving right away.\Then I'll have dinner ready right away.\I got carried away and prepared too much,\so it would be a great help if you'd eat with us.\Yes.\MORNING SICKNESS COUNTERMEASURE\Wow! Thanks for the food!\Delicious! response:	Yeah? I'm glad.
context: Then I'll have dinner ready right away.\I got carried away and prepared too much,\so it would be a great help if you'd eat with us.\Yes.\MORNING SICKNESS COUNTERMEASURE\Wow! Thanks for the food!\Delicious!\Yeah? I'm glad. response:	You're a great cook, just like I'd heard.
context: I got carried away and prepared too much,\so it would be a great help if you'd eat with us.\Yes.\MORNING SICKNESS COUNTERMEASURE\Wow! Thanks for the food!\Delicious!\Yeah? I'm glad.\You're a great cook, just like I'd heard. response:	No wonder he'd want you as his wife.
context: so it would be a great help if you'd eat with us.\Yes.\MORNING SICKNESS COUNTERMEASURE\Wow! Thanks for the food!\Delicious!\Yeah? I'm glad.\You're a great cook, just like I'd heard.\No wonder he'd want you as his wife. response:	That's not why I decided to marry her.
context: Yes.\MORNING SICKNESS COUNTERMEASURE\Wow! Thanks for the food!\Delicious!\Yeah? I'm glad.\You're a great cook, just like I'd heard.\No wonder he'd want you as his wife.\That's not why I decided to marry her. response:	If that's what I want, a housekeeper will do.
context: MORNING SICKNESS COUNTERMEASURE\Wow! Thanks for the food!\Delicious!\Yeah? I'm glad.\You're a great cook, just like I'd heard.\No wonder he'd want you as his wife.\That's not why I decided to marry her.\If that's what I want, a housekeeper will do. response:	But, there aren't many girls who can cook like this.
context: Wow! Thanks for the food!\Delicious!\Yeah? I'm glad.\You're a great cook, just like I'd heard.\No wonder he'd want you as his wife.\That's not why I decided to marry her.\If that's what I want, a housekeeper will do.\But, there aren't many girls who can cook like this. response:	On top of that, it must've been a lot of work
context: Delicious!\Yeah? I'm glad.\You're a great cook, just like I'd heard.\No wonder he'd want you as his wife.\That's not why I decided to marry her.\If that's what I want, a housekeeper will do.\But, there aren't many girls who can cook like this.\On top of that, it must've been a lot of work response:	to make this place so livable so soon after moving.
context: Yeah? I'm glad.\You're a great cook, just like I'd heard.\No wonder he'd want you as his wife.\That's not why I decided to marry her.\If that's what I want, a housekeeper will do.\But, there aren't many girls who can cook like this.\On top of that, it must've been a lot of work\to make this place so livable so soon after moving. response:	Actually, I had a professional coordinator do the interior design before I moved in.
context: You're a great cook, just like I'd heard.\No wonder he'd want you as his wife.\That's not why I decided to marry her.\If that's what I want, a housekeeper will do.\But, there aren't many girls who can cook like this.\On top of that, it must've been a lot of work\to make this place so livable so soon after moving.\Actually, I had a professional coordinator do the interior design before I moved in. response:	But I found it difficult to express the image I had in mind,
context: No wonder he'd want you as his wife.\That's not why I decided to marry her.\If that's what I want, a housekeeper will do.\But, there aren't many girls who can cook like this.\On top of that, it must've been a lot of work\to make this place so livable so soon after moving.\Actually, I had a professional coordinator do the interior design before I moved in.\But I found it difficult to express the image I had in mind, response:	so it ended up looking a bit over the top.
context: That's not why I decided to marry her.\If that's what I want, a housekeeper will do.\But, there aren't many girls who can cook like this.\On top of that, it must've been a lot of work\to make this place so livable so soon after moving.\Actually, I had a professional coordinator do the interior design before I moved in.\But I found it difficult to express the image I had in mind,\so it ended up looking a bit over the top. response:	I see.
context: If that's what I want, a housekeeper will do.\But, there aren't many girls who can cook like this.\On top of that, it must've been a lot of work\to make this place so livable so soon after moving.\Actually, I had a professional coordinator do the interior design before I moved in.\But I found it difficult to express the image I had in mind,\so it ended up looking a bit over the top.\I see. response:	We can gradually change things as we like.
context: But, there aren't many girls who can cook like this.\On top of that, it must've been a lot of work\to make this place so livable so soon after moving.\Actually, I had a professional coordinator do the interior design before I moved in.\But I found it difficult to express the image I had in mind,\so it ended up looking a bit over the top.\I see.\We can gradually change things as we like. response:	Speaking of which,
context: On top of that, it must've been a lot of work\to make this place so livable so soon after moving.\Actually, I had a professional coordinator do the interior design before I moved in.\But I found it difficult to express the image I had in mind,\so it ended up looking a bit over the top.\I see.\We can gradually change things as we like.\Speaking of which, response:	what about the furniture you were using at your last place?
context: to make this place so livable so soon after moving.\Actually, I had a professional coordinator do the interior design before I moved in.\But I found it difficult to express the image I had in mind,\so it ended up looking a bit over the top.\I see.\We can gradually change things as we like.\Speaking of which,\what about the furniture you were using at your last place? response:	Did you throw them away?
context: Actually, I had a professional coordinator do the interior design before I moved in.\But I found it difficult to express the image I had in mind,\so it ended up looking a bit over the top.\I see.\We can gradually change things as we like.\Speaking of which,\what about the furniture you were using at your last place?\Did you throw them away? response:	No. I put them all in a room for now.
context: But I found it difficult to express the image I had in mind,\so it ended up looking a bit over the top.\I see.\We can gradually change things as we like.\Speaking of which,\what about the furniture you were using at your last place?\Did you throw them away?\No. I put them all in a room for now. response:	Your private room?
context: so it ended up looking a bit over the top.\I see.\We can gradually change things as we like.\Speaking of which,\what about the furniture you were using at your last place?\Did you throw them away?\No. I put them all in a room for now.\Your private room? response:	No, I plan to make that the baby's room.
context: I see.\We can gradually change things as we like.\Speaking of which,\what about the furniture you were using at your last place?\Did you throw them away?\No. I put them all in a room for now.\Your private room?\No, I plan to make that the baby's room. response:	I can use a lot of my furniture as is.
context: We can gradually change things as we like.\Speaking of which,\what about the furniture you were using at your last place?\Did you throw them away?\No. I put them all in a room for now.\Your private room?\No, I plan to make that the baby's room.\I can use a lot of my furniture as is. response:	I even had the wallpaper changed, and the room looks so cute now!
context: Speaking of which,\what about the furniture you were using at your last place?\Did you throw them away?\No. I put them all in a room for now.\Your private room?\No, I plan to make that the baby's room.\I can use a lot of my furniture as is.\I even had the wallpaper changed, and the room looks so cute now! response:	I wanna see it!
context: what about the furniture you were using at your last place?\Did you throw them away?\No. I put them all in a room for now.\Your private room?\No, I plan to make that the baby's room.\I can use a lot of my furniture as is.\I even had the wallpaper changed, and the room looks so cute now!\I wanna see it! response:	Take a look!
context: Did you throw them away?\No. I put them all in a room for now.\Your private room?\No, I plan to make that the baby's room.\I can use a lot of my furniture as is.\I even had the wallpaper changed, and the room looks so cute now!\I wanna see it!\Take a look! response:	So cute!
context: No. I put them all in a room for now.\Your private room?\No, I plan to make that the baby's room.\I can use a lot of my furniture as is.\I even had the wallpaper changed, and the room looks so cute now!\I wanna see it!\Take a look!\So cute! response:	Isn't it?!
context: Your private room?\No, I plan to make that the baby's room.\I can use a lot of my furniture as is.\I even had the wallpaper changed, and the room looks so cute now!\I wanna see it!\Take a look!\So cute!\Isn't it?! response:	Thank you, Mama!
context: No, I plan to make that the baby's room.\I can use a lot of my furniture as is.\I even had the wallpaper changed, and the room looks so cute now!\I wanna see it!\Take a look!\So cute!\Isn't it?!\Thank you, Mama! response:	A flower pattern?!
context: I can use a lot of my furniture as is.\I even had the wallpaper changed, and the room looks so cute now!\I wanna see it!\Take a look!\So cute!\Isn't it?!\Thank you, Mama!\A flower pattern?! response:	There's nothing wrong with that. It looks really cute.
context: I even had the wallpaper changed, and the room looks so cute now!\I wanna see it!\Take a look!\So cute!\Isn't it?!\Thank you, Mama!\A flower pattern?!\There's nothing wrong with that. It looks really cute. response:	Like a Princess' room.
context: I wanna see it!\Take a look!\So cute!\Isn't it?!\Thank you, Mama!\A flower pattern?!\There's nothing wrong with that. It looks really cute.\Like a Princess' room. response:	What if it's a boy?
context: Take a look!\So cute!\Isn't it?!\Thank you, Mama!\A flower pattern?!\There's nothing wrong with that. It looks really cute.\Like a Princess' room.\What if it's a boy? response:	What'll we do?
context: So cute!\Isn't it?!\Thank you, Mama!\A flower pattern?!\There's nothing wrong with that. It looks really cute.\Like a Princess' room.\What if it's a boy?\What'll we do? response:	I felt so sure that it's gonna be a girl.
context: Isn't it?!\Thank you, Mama!\A flower pattern?!\There's nothing wrong with that. It looks really cute.\Like a Princess' room.\What if it's a boy?\What'll we do?\I felt so sure that it's gonna be a girl. response:	Then I'm sure it will be a girl.
context: Thank you, Mama!\A flower pattern?!\There's nothing wrong with that. It looks really cute.\Like a Princess' room.\What if it's a boy?\What'll we do?\I felt so sure that it's gonna be a girl.\Then I'm sure it will be a girl. response:	I don't understand how you could be so sure.
context: A flower pattern?!\There's nothing wrong with that. It looks really cute.\Like a Princess' room.\What if it's a boy?\What'll we do?\I felt so sure that it's gonna be a girl.\Then I'm sure it will be a girl.\I don't understand how you could be so sure. response:	I'm sorry. I got carried away.
context: There's nothing wrong with that. It looks really cute.\Like a Princess' room.\What if it's a boy?\What'll we do?\I felt so sure that it's gonna be a girl.\Then I'm sure it will be a girl.\I don't understand how you could be so sure.\I'm sorry. I got carried away. response:	Don't worry. Wallpaper can be changed anytime.
context: Like a Princess' room.\What if it's a boy?\What'll we do?\I felt so sure that it's gonna be a girl.\Then I'm sure it will be a girl.\I don't understand how you could be so sure.\I'm sorry. I got carried away.\Don't worry. Wallpaper can be changed anytime. response:	And we can keep trying until we have a girl.
context: What if it's a boy?\What'll we do?\I felt so sure that it's gonna be a girl.\Then I'm sure it will be a girl.\I don't understand how you could be so sure.\I'm sorry. I got carried away.\Don't worry. Wallpaper can be changed anytime.\And we can keep trying until we have a girl. response:	Geez...
context: What'll we do?\I felt so sure that it's gonna be a girl.\Then I'm sure it will be a girl.\I don't understand how you could be so sure.\I'm sorry. I got carried away.\Don't worry. Wallpaper can be changed anytime.\And we can keep trying until we have a girl.\Geez... response:	Well then...
context: I felt so sure that it's gonna be a girl.\Then I'm sure it will be a girl.\I don't understand how you could be so sure.\I'm sorry. I got carried away.\Don't worry. Wallpaper can be changed anytime.\And we can keep trying until we have a girl.\Geez...\Well then... response:	SATISFIED I guess I'll be going now.
context: Then I'm sure it will be a girl.\I don't understand how you could be so sure.\I'm sorry. I got carried away.\Don't worry. Wallpaper can be changed anytime.\And we can keep trying until we have a girl.\Geez...\Well then...\SATISFIED I guess I'll be going now. response:	Just ask at the front desk, and they'll call you a taxi.
context: I don't understand how you could be so sure.\I'm sorry. I got carried away.\Don't worry. Wallpaper can be changed anytime.\And we can keep trying until we have a girl.\Geez...\Well then...\SATISFIED I guess I'll be going now.\Just ask at the front desk, and they'll call you a taxi. response:	Yeah. Thanks for having me over.
context: I'm sorry. I got carried away.\Don't worry. Wallpaper can be changed anytime.\And we can keep trying until we have a girl.\Geez...\Well then...\SATISFIED I guess I'll be going now.\Just ask at the front desk, and they'll call you a taxi.\Yeah. Thanks for having me over. response:	And thanks for the great meal, Nana.
context: Don't worry. Wallpaper can be changed anytime.\And we can keep trying until we have a girl.\Geez...\Well then...\SATISFIED I guess I'll be going now.\Just ask at the front desk, and they'll call you a taxi.\Yeah. Thanks for having me over.\And thanks for the great meal, Nana. response:	Please come again anytime, okay?
context: And we can keep trying until we have a girl.\Geez...\Well then...\SATISFIED I guess I'll be going now.\Just ask at the front desk, and they'll call you a taxi.\Yeah. Thanks for having me over.\And thanks for the great meal, Nana.\Please come again anytime, okay? response:	I'll come when Takumi's not around.
context: Geez...\Well then...\SATISFIED I guess I'll be going now.\Just ask at the front desk, and they'll call you a taxi.\Yeah. Thanks for having me over.\And thanks for the great meal, Nana.\Please come again anytime, okay?\I'll come when Takumi's not around. response:	No way, that would be a problem!
context: Well then...\SATISFIED I guess I'll be going now.\Just ask at the front desk, and they'll call you a taxi.\Yeah. Thanks for having me over.\And thanks for the great meal, Nana.\Please come again anytime, okay?\I'll come when Takumi's not around.\No way, that would be a problem! response:	Naoki's really funny. I never imagined him to be so outgoing.
context: SATISFIED I guess I'll be going now.\Just ask at the front desk, and they'll call you a taxi.\Yeah. Thanks for having me over.\And thanks for the great meal, Nana.\Please come again anytime, okay?\I'll come when Takumi's not around.\No way, that would be a problem!\Naoki's really funny. I never imagined him to be so outgoing. response:	I think we could get along. That makes me happy.
context: Just ask at the front desk, and they'll call you a taxi.\Yeah. Thanks for having me over.\And thanks for the great meal, Nana.\Please come again anytime, okay?\I'll come when Takumi's not around.\No way, that would be a problem!\Naoki's really funny. I never imagined him to be so outgoing.\I think we could get along. That makes me happy. response:	Really? He made me super exhausted. Fill up the tub for me, will you?
context: Yeah. Thanks for having me over.\And thanks for the great meal, Nana.\Please come again anytime, okay?\I'll come when Takumi's not around.\No way, that would be a problem!\Naoki's really funny. I never imagined him to be so outgoing.\I think we could get along. That makes me happy.\Really? He made me super exhausted. Fill up the tub for me, will you? response:	Oh, I did that already.
context: And thanks for the great meal, Nana.\Please come again anytime, okay?\I'll come when Takumi's not around.\No way, that would be a problem!\Naoki's really funny. I never imagined him to be so outgoing.\I think we could get along. That makes me happy.\Really? He made me super exhausted. Fill up the tub for me, will you?\Oh, I did that already. response:	You don't need to try and be the perfect wife.
context: Please come again anytime, okay?\I'll come when Takumi's not around.\No way, that would be a problem!\Naoki's really funny. I never imagined him to be so outgoing.\I think we could get along. That makes me happy.\Really? He made me super exhausted. Fill up the tub for me, will you?\Oh, I did that already.\You don't need to try and be the perfect wife. response:	Let's take a bath together and relax.
context: I'll come when Takumi's not around.\No way, that would be a problem!\Naoki's really funny. I never imagined him to be so outgoing.\I think we could get along. That makes me happy.\Really? He made me super exhausted. Fill up the tub for me, will you?\Oh, I did that already.\You don't need to try and be the perfect wife.\Let's take a bath together and relax. response:	I can't relax doing that.
context: No way, that would be a problem!\Naoki's really funny. I never imagined him to be so outgoing.\I think we could get along. That makes me happy.\Really? He made me super exhausted. Fill up the tub for me, will you?\Oh, I did that already.\You don't need to try and be the perfect wife.\Let's take a bath together and relax.\I can't relax doing that. response:	Did you lose weight?
context: Naoki's really funny. I never imagined him to be so outgoing.\I think we could get along. That makes me happy.\Really? He made me super exhausted. Fill up the tub for me, will you?\Oh, I did that already.\You don't need to try and be the perfect wife.\Let's take a bath together and relax.\I can't relax doing that.\Did you lose weight? response:	Mhm. About three kilos.
context: I think we could get along. That makes me happy.\Really? He made me super exhausted. Fill up the tub for me, will you?\Oh, I did that already.\You don't need to try and be the perfect wife.\Let's take a bath together and relax.\I can't relax doing that.\Did you lose weight?\Mhm. About three kilos. response:	Is your morning sickness that bad?
context: Really? He made me super exhausted. Fill up the tub for me, will you?\Oh, I did that already.\You don't need to try and be the perfect wife.\Let's take a bath together and relax.\I can't relax doing that.\Did you lose weight?\Mhm. About three kilos.\Is your morning sickness that bad? response:	But I've been feeling a lot better these past two, three days,
context: Oh, I did that already.\You don't need to try and be the perfect wife.\Let's take a bath together and relax.\I can't relax doing that.\Did you lose weight?\Mhm. About three kilos.\Is your morning sickness that bad?\But I've been feeling a lot better these past two, three days, response:	perhaps because of the change in atmosphere after moving.
context: You don't need to try and be the perfect wife.\Let's take a bath together and relax.\I can't relax doing that.\Did you lose weight?\Mhm. About three kilos.\Is your morning sickness that bad?\But I've been feeling a lot better these past two, three days,\perhaps because of the change in atmosphere after moving. response:	Besides I was getting a bit chubby, so it's perfect now.
context: Let's take a bath together and relax.\I can't relax doing that.\Did you lose weight?\Mhm. About three kilos.\Is your morning sickness that bad?\But I've been feeling a lot better these past two, three days,\perhaps because of the change in atmosphere after moving.\Besides I was getting a bit chubby, so it's perfect now. response:	I guess so.
