context: Maybe she's gone... response:	Can't be, huh?
context: But that can't be! You were behaving differently just now...\That was the other me.\Huh?\In the family I was raised in, even laughing aloud is prohibited.\It was strict and insular.\The constant pressure caused my personality to split into two.\I am deeply sorry to have shown you a disgraceful side of me!\Oh no! response:	And that's the explanation?
context: That was the other me.\Huh?\In the family I was raised in, even laughing aloud is prohibited.\It was strict and insular.\The constant pressure caused my personality to split into two.\I am deeply sorry to have shown you a disgraceful side of me!\Oh no!\And that's the explanation? response:	I can't bear to stay in that house anymore!
context: Huh?\In the family I was raised in, even laughing aloud is prohibited.\It was strict and insular.\The constant pressure caused my personality to split into two.\I am deeply sorry to have shown you a disgraceful side of me!\Oh no!\And that's the explanation?\I can't bear to stay in that house anymore! response:	I know that it is selfish of me, but this is the only place I can go to!
context: In the family I was raised in, even laughing aloud is prohibited.\It was strict and insular.\The constant pressure caused my personality to split into two.\I am deeply sorry to have shown you a disgraceful side of me!\Oh no!\And that's the explanation?\I can't bear to stay in that house anymore!\I know that it is selfish of me, but this is the only place I can go to! response:	I'm sorry! I've misunderstood you.
context: It was strict and insular.\The constant pressure caused my personality to split into two.\I am deeply sorry to have shown you a disgraceful side of me!\Oh no!\And that's the explanation?\I can't bear to stay in that house anymore!\I know that it is selfish of me, but this is the only place I can go to!\I'm sorry! I've misunderstood you. response:	But won't they come to take you back soon if you stay here?
context: The constant pressure caused my personality to split into two.\I am deeply sorry to have shown you a disgraceful side of me!\Oh no!\And that's the explanation?\I can't bear to stay in that house anymore!\I know that it is selfish of me, but this is the only place I can go to!\I'm sorry! I've misunderstood you.\But won't they come to take you back soon if you stay here? response:	That family only think of me as a burden.
context: I am deeply sorry to have shown you a disgraceful side of me!\Oh no!\And that's the explanation?\I can't bear to stay in that house anymore!\I know that it is selfish of me, but this is the only place I can go to!\I'm sorry! I've misunderstood you.\But won't they come to take you back soon if you stay here?\That family only think of me as a burden. response:	They'll just pretend that I've simply vanished and not inquire to the police to look for me.
context: Oh no!\And that's the explanation?\I can't bear to stay in that house anymore!\I know that it is selfish of me, but this is the only place I can go to!\I'm sorry! I've misunderstood you.\But won't they come to take you back soon if you stay here?\That family only think of me as a burden.\They'll just pretend that I've simply vanished and not inquire to the police to look for me. response:	How could that be?
context: And that's the explanation?\I can't bear to stay in that house anymore!\I know that it is selfish of me, but this is the only place I can go to!\I'm sorry! I've misunderstood you.\But won't they come to take you back soon if you stay here?\That family only think of me as a burden.\They'll just pretend that I've simply vanished and not inquire to the police to look for me.\How could that be? response:	You're joking, right?
context: I can't bear to stay in that house anymore!\I know that it is selfish of me, but this is the only place I can go to!\I'm sorry! I've misunderstood you.\But won't they come to take you back soon if you stay here?\That family only think of me as a burden.\They'll just pretend that I've simply vanished and not inquire to the police to look for me.\How could that be?\You're joking, right? response:	Oh my, that looks very delicious.
context: I know that it is selfish of me, but this is the only place I can go to!\I'm sorry! I've misunderstood you.\But won't they come to take you back soon if you stay here?\That family only think of me as a burden.\They'll just pretend that I've simply vanished and not inquire to the police to look for me.\How could that be?\You're joking, right?\Oh my, that looks very delicious. response:	You can stop pretending already.
context: I'm sorry! I've misunderstood you.\But won't they come to take you back soon if you stay here?\That family only think of me as a burden.\They'll just pretend that I've simply vanished and not inquire to the police to look for me.\How could that be?\You're joking, right?\Oh my, that looks very delicious.\You can stop pretending already. response:	I can't believe you're so articulate, leading her along like that.
context: But won't they come to take you back soon if you stay here?\That family only think of me as a burden.\They'll just pretend that I've simply vanished and not inquire to the police to look for me.\How could that be?\You're joking, right?\Oh my, that looks very delicious.\You can stop pretending already.\I can't believe you're so articulate, leading her along like that. response:	Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.
context: That family only think of me as a burden.\They'll just pretend that I've simply vanished and not inquire to the police to look for me.\How could that be?\You're joking, right?\Oh my, that looks very delicious.\You can stop pretending already.\I can't believe you're so articulate, leading her along like that.\Oh my, and I thought you finally understood that the stick situation was not Nagi's fault. response:	Uh... really?
context: They'll just pretend that I've simply vanished and not inquire to the police to look for me.\How could that be?\You're joking, right?\Oh my, that looks very delicious.\You can stop pretending already.\I can't believe you're so articulate, leading her along like that.\Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.\Uh... really? response:	Nagi really knows nothing about that stick.
context: How could that be?\You're joking, right?\Oh my, that looks very delicious.\You can stop pretending already.\I can't believe you're so articulate, leading her along like that.\Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.\Uh... really?\Nagi really knows nothing about that stick. response:	Please don't berate her for it.
context: You're joking, right?\Oh my, that looks very delicious.\You can stop pretending already.\I can't believe you're so articulate, leading her along like that.\Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.\Uh... really?\Nagi really knows nothing about that stick.\Please don't berate her for it. response:	Huh?! Split personality?!
context: Oh my, that looks very delicious.\You can stop pretending already.\I can't believe you're so articulate, leading her along like that.\Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.\Uh... really?\Nagi really knows nothing about that stick.\Please don't berate her for it.\Huh?! Split personality?! response:	Is it really okay to take her in?
context: You can stop pretending already.\I can't believe you're so articulate, leading her along like that.\Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.\Uh... really?\Nagi really knows nothing about that stick.\Please don't berate her for it.\Huh?! Split personality?!\Is it really okay to take her in? response:	Your father is working right now and you can't contact him, right?
context: I can't believe you're so articulate, leading her along like that.\Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.\Uh... really?\Nagi really knows nothing about that stick.\Please don't berate her for it.\Huh?! Split personality?!\Is it really okay to take her in?\Your father is working right now and you can't contact him, right? response:	Well... but I don't have a choice.
context: Oh my, and I thought you finally understood that the stick situation was not Nagi's fault.\Uh... really?\Nagi really knows nothing about that stick.\Please don't berate her for it.\Huh?! Split personality?!\Is it really okay to take her in?\Your father is working right now and you can't contact him, right?\Well... but I don't have a choice. response:	It's hard to believe such a thing could happen.
context: Uh... really?\Nagi really knows nothing about that stick.\Please don't berate her for it.\Huh?! Split personality?!\Is it really okay to take her in?\Your father is working right now and you can't contact him, right?\Well... but I don't have a choice.\It's hard to believe such a thing could happen. response:	But it's possible, taking your father into account...
context: Nagi really knows nothing about that stick.\Please don't berate her for it.\Huh?! Split personality?!\Is it really okay to take her in?\Your father is working right now and you can't contact him, right?\Well... but I don't have a choice.\It's hard to believe such a thing could happen.\But it's possible, taking your father into account... response:	Someone's talking about you, Father.
context: Please don't berate her for it.\Huh?! Split personality?!\Is it really okay to take her in?\Your father is working right now and you can't contact him, right?\Well... but I don't have a choice.\It's hard to believe such a thing could happen.\But it's possible, taking your father into account...\Someone's talking about you, Father. response:	Say, I'd like you to keep her situation a secret as much as possible.
context: Huh?! Split personality?!\Is it really okay to take her in?\Your father is working right now and you can't contact him, right?\Well... but I don't have a choice.\It's hard to believe such a thing could happen.\But it's possible, taking your father into account...\Someone's talking about you, Father.\Say, I'd like you to keep her situation a secret as much as possible. response:	She hopes you do so anyway.
context: Is it really okay to take her in?\Your father is working right now and you can't contact him, right?\Well... but I don't have a choice.\It's hard to believe such a thing could happen.\But it's possible, taking your father into account...\Someone's talking about you, Father.\Say, I'd like you to keep her situation a secret as much as possible.\She hopes you do so anyway. response:	I understand.
context: Your father is working right now and you can't contact him, right?\Well... but I don't have a choice.\It's hard to believe such a thing could happen.\But it's possible, taking your father into account...\Someone's talking about you, Father.\Say, I'd like you to keep her situation a secret as much as possible.\She hopes you do so anyway.\I understand. response:	I can't just go on telling others about something like that.
context: Well... but I don't have a choice.\It's hard to believe such a thing could happen.\But it's possible, taking your father into account...\Someone's talking about you, Father.\Say, I'd like you to keep her situation a secret as much as possible.\She hopes you do so anyway.\I understand.\I can't just go on telling others about something like that. response:	But that's only if nothing happens.
context: It's hard to believe such a thing could happen.\But it's possible, taking your father into account...\Someone's talking about you, Father.\Say, I'd like you to keep her situation a secret as much as possible.\She hopes you do so anyway.\I understand.\I can't just go on telling others about something like that.\But that's only if nothing happens. response:	You were entrusted to me, after all.
context: But it's possible, taking your father into account...\Someone's talking about you, Father.\Say, I'd like you to keep her situation a secret as much as possible.\She hopes you do so anyway.\I understand.\I can't just go on telling others about something like that.\But that's only if nothing happens.\You were entrusted to me, after all. response:	Okay.
context: Someone's talking about you, Father.\Say, I'd like you to keep her situation a secret as much as possible.\She hopes you do so anyway.\I understand.\I can't just go on telling others about something like that.\But that's only if nothing happens.\You were entrusted to me, after all.\Okay. response:	This is far enough. Remember to eat the side dishes.
context: Say, I'd like you to keep her situation a secret as much as possible.\She hopes you do so anyway.\I understand.\I can't just go on telling others about something like that.\But that's only if nothing happens.\You were entrusted to me, after all.\Okay.\This is far enough. Remember to eat the side dishes. response:	Sure. Please send my regards to your mother.
context: She hopes you do so anyway.\I understand.\I can't just go on telling others about something like that.\But that's only if nothing happens.\You were entrusted to me, after all.\Okay.\This is far enough. Remember to eat the side dishes.\Sure. Please send my regards to your mother. response:	Omelets...
context: I understand.\I can't just go on telling others about something like that.\But that's only if nothing happens.\You were entrusted to me, after all.\Okay.\This is far enough. Remember to eat the side dishes.\Sure. Please send my regards to your mother.\Omelets... response:	There are omelets in there, so eat them, okay?
context: I can't just go on telling others about something like that.\But that's only if nothing happens.\You were entrusted to me, after all.\Okay.\This is far enough. Remember to eat the side dishes.\Sure. Please send my regards to your mother.\Omelets...\There are omelets in there, so eat them, okay? response:	Okay...
context: But that's only if nothing happens.\You were entrusted to me, after all.\Okay.\This is far enough. Remember to eat the side dishes.\Sure. Please send my regards to your mother.\Omelets...\There are omelets in there, so eat them, okay?\Okay... response:	See you at school tomorrow then.
context: You were entrusted to me, after all.\Okay.\This is far enough. Remember to eat the side dishes.\Sure. Please send my regards to your mother.\Omelets...\There are omelets in there, so eat them, okay?\Okay...\See you at school tomorrow then. response:	Damn it!
context: Okay.\This is far enough. Remember to eat the side dishes.\Sure. Please send my regards to your mother.\Omelets...\There are omelets in there, so eat them, okay?\Okay...\See you at school tomorrow then.\Damn it! response:	Damn it!
context: This is far enough. Remember to eat the side dishes.\Sure. Please send my regards to your mother.\Omelets...\There are omelets in there, so eat them, okay?\Okay...\See you at school tomorrow then.\Damn it!\Damn it! response:	Damn it!
context: Sure. Please send my regards to your mother.\Omelets...\There are omelets in there, so eat them, okay?\Okay...\See you at school tomorrow then.\Damn it!\Damn it!\Damn it! response:	I can't take it off!
context: Omelets...\There are omelets in there, so eat them, okay?\Okay...\See you at school tomorrow then.\Damn it!\Damn it!\Damn it!\I can't take it off! response:	It's no use. Looks like I'll have to get some detachment solution.
context: There are omelets in there, so eat them, okay?\Okay...\See you at school tomorrow then.\Damn it!\Damn it!\Damn it!\I can't take it off!\It's no use. Looks like I'll have to get some detachment solution. response:	Damn, how did it get stuck so cleanly in the middle?
context: Okay...\See you at school tomorrow then.\Damn it!\Damn it!\Damn it!\I can't take it off!\It's no use. Looks like I'll have to get some detachment solution.\Damn, how did it get stuck so cleanly in the middle? response:	That made me laugh my ass off!
context: See you at school tomorrow then.\Damn it!\Damn it!\Damn it!\I can't take it off!\It's no use. Looks like I'll have to get some detachment solution.\Damn, how did it get stuck so cleanly in the middle?\That made me laugh my ass off! response:	While I was applying the adhesive, my hand slipped!
context: Damn it!\Damn it!\Damn it!\I can't take it off!\It's no use. Looks like I'll have to get some detachment solution.\Damn, how did it get stuck so cleanly in the middle?\That made me laugh my ass off!\While I was applying the adhesive, my hand slipped! response:	It made a beautiful half-turn and scored a ten-point landing!
context: Damn it!\Damn it!\I can't take it off!\It's no use. Looks like I'll have to get some detachment solution.\Damn, how did it get stuck so cleanly in the middle?\That made me laugh my ass off!\While I was applying the adhesive, my hand slipped!\It made a beautiful half-turn and scored a ten-point landing! response:	It was magnificent, but I just burst into laughter!
context: Damn it!\I can't take it off!\It's no use. Looks like I'll have to get some detachment solution.\Damn, how did it get stuck so cleanly in the middle?\That made me laugh my ass off!\While I was applying the adhesive, my hand slipped!\It made a beautiful half-turn and scored a ten-point landing!\It was magnificent, but I just burst into laughter! response:	I rolled around laughing for a while after that!
context: I can't take it off!\It's no use. Looks like I'll have to get some detachment solution.\Damn, how did it get stuck so cleanly in the middle?\That made me laugh my ass off!\While I was applying the adhesive, my hand slipped!\It made a beautiful half-turn and scored a ten-point landing!\It was magnificent, but I just burst into laughter!\I rolled around laughing for a while after that! response:	Wow...
context: It's no use. Looks like I'll have to get some detachment solution.\Damn, how did it get stuck so cleanly in the middle?\That made me laugh my ass off!\While I was applying the adhesive, my hand slipped!\It made a beautiful half-turn and scored a ten-point landing!\It was magnificent, but I just burst into laughter!\I rolled around laughing for a while after that!\Wow... response:	Wait a minute... why are you talking about that incident?
context: Damn, how did it get stuck so cleanly in the middle?\That made me laugh my ass off!\While I was applying the adhesive, my hand slipped!\It made a beautiful half-turn and scored a ten-point landing!\It was magnificent, but I just burst into laughter!\I rolled around laughing for a while after that!\Wow...\Wait a minute... why are you talking about that incident? response:	Oops.
context: That made me laugh my ass off!\While I was applying the adhesive, my hand slipped!\It made a beautiful half-turn and scored a ten-point landing!\It was magnificent, but I just burst into laughter!\I rolled around laughing for a while after that!\Wow...\Wait a minute... why are you talking about that incident?\Oops. response:	I've let the cat out of the bag.
context: While I was applying the adhesive, my hand slipped!\It made a beautiful half-turn and scored a ten-point landing!\It was magnificent, but I just burst into laughter!\I rolled around laughing for a while after that!\Wow...\Wait a minute... why are you talking about that incident?\Oops.\I've let the cat out of the bag. response:	You tricked me, you swindler!
context: It made a beautiful half-turn and scored a ten-point landing!\It was magnificent, but I just burst into laughter!\I rolled around laughing for a while after that!\Wow...\Wait a minute... why are you talking about that incident?\Oops.\I've let the cat out of the bag.\You tricked me, you swindler! response:	I'm sorry! I'm sorry!
context: It was magnificent, but I just burst into laughter!\I rolled around laughing for a while after that!\Wow...\Wait a minute... why are you talking about that incident?\Oops.\I've let the cat out of the bag.\You tricked me, you swindler!\I'm sorry! I'm sorry! response:	I did that out of impulse!
context: I rolled around laughing for a while after that!\Wow...\Wait a minute... why are you talking about that incident?\Oops.\I've let the cat out of the bag.\You tricked me, you swindler!\I'm sorry! I'm sorry!\I did that out of impulse! response:	Don't use your polite speech again! Are you a god of misfortune?!
context: Wow...\Wait a minute... why are you talking about that incident?\Oops.\I've let the cat out of the bag.\You tricked me, you swindler!\I'm sorry! I'm sorry!\I did that out of impulse!\Don't use your polite speech again! Are you a god of misfortune?! response:	What's wrong with her?
context: Wait a minute... why are you talking about that incident?\Oops.\I've let the cat out of the bag.\You tricked me, you swindler!\I'm sorry! I'm sorry!\I did that out of impulse!\Don't use your polite speech again! Are you a god of misfortune?!\What's wrong with her? response:	Man, it's gross.
context: Oops.\I've let the cat out of the bag.\You tricked me, you swindler!\I'm sorry! I'm sorry!\I did that out of impulse!\Don't use your polite speech again! Are you a god of misfortune?!\What's wrong with her?\Man, it's gross. response:	It's horrible, I saw it directly with my eyes!
context: I've let the cat out of the bag.\You tricked me, you swindler!\I'm sorry! I'm sorry!\I did that out of impulse!\Don't use your polite speech again! Are you a god of misfortune?!\What's wrong with her?\Man, it's gross.\It's horrible, I saw it directly with my eyes! response:	It was there since forever.
context: You tricked me, you swindler!\I'm sorry! I'm sorry!\I did that out of impulse!\Don't use your polite speech again! Are you a god of misfortune?!\What's wrong with her?\Man, it's gross.\It's horrible, I saw it directly with my eyes!\It was there since forever. response:	Poor thing...
context: I'm sorry! I'm sorry!\I did that out of impulse!\Don't use your polite speech again! Are you a god of misfortune?!\What's wrong with her?\Man, it's gross.\It's horrible, I saw it directly with my eyes!\It was there since forever.\Poor thing... response:	Looks like it's hopeless...
context: I did that out of impulse!\Don't use your polite speech again! Are you a god of misfortune?!\What's wrong with her?\Man, it's gross.\It's horrible, I saw it directly with my eyes!\It was there since forever.\Poor thing...\Looks like it's hopeless... response:	Isn't that the kittens' mother?
context: Don't use your polite speech again! Are you a god of misfortune?!\What's wrong with her?\Man, it's gross.\It's horrible, I saw it directly with my eyes!\It was there since forever.\Poor thing...\Looks like it's hopeless...\Isn't that the kittens' mother? response:	I woke up to their calls this morning!
context: What's wrong with her?\Man, it's gross.\It's horrible, I saw it directly with my eyes!\It was there since forever.\Poor thing...\Looks like it's hopeless...\Isn't that the kittens' mother?\I woke up to their calls this morning! response:	How long ago was she not around anymore?
context: Man, it's gross.\It's horrible, I saw it directly with my eyes!\It was there since forever.\Poor thing...\Looks like it's hopeless...\Isn't that the kittens' mother?\I woke up to their calls this morning!\How long ago was she not around anymore? response:	This morning? Or even earlier?
context: It's horrible, I saw it directly with my eyes!\It was there since forever.\Poor thing...\Looks like it's hopeless...\Isn't that the kittens' mother?\I woke up to their calls this morning!\How long ago was she not around anymore?\This morning? Or even earlier? response:	If a kitten doesn't drink milk for one day, it'll die of dehydration!
context: It was there since forever.\Poor thing...\Looks like it's hopeless...\Isn't that the kittens' mother?\I woke up to their calls this morning!\How long ago was she not around anymore?\This morning? Or even earlier?\If a kitten doesn't drink milk for one day, it'll die of dehydration! response:	If only I had listened to her...
context: Poor thing...\Looks like it's hopeless...\Isn't that the kittens' mother?\I woke up to their calls this morning!\How long ago was she not around anymore?\This morning? Or even earlier?\If a kitten doesn't drink milk for one day, it'll die of dehydration!\If only I had listened to her... response:	You've dried up, haven't you.
context: Looks like it's hopeless...\Isn't that the kittens' mother?\I woke up to their calls this morning!\How long ago was she not around anymore?\This morning? Or even earlier?\If a kitten doesn't drink milk for one day, it'll die of dehydration!\If only I had listened to her...\You've dried up, haven't you. response:	Such ill fate.
context: Isn't that the kittens' mother?\I woke up to their calls this morning!\How long ago was she not around anymore?\This morning? Or even earlier?\If a kitten doesn't drink milk for one day, it'll die of dehydration!\If only I had listened to her...\You've dried up, haven't you.\Such ill fate. response:	That's right, you don't know what hate is yet.
context: I woke up to their calls this morning!\How long ago was she not around anymore?\This morning? Or even earlier?\If a kitten doesn't drink milk for one day, it'll die of dehydration!\If only I had listened to her...\You've dried up, haven't you.\Such ill fate.\That's right, you don't know what hate is yet. response:	Cross the river.
context: How long ago was she not around anymore?\This morning? Or even earlier?\If a kitten doesn't drink milk for one day, it'll die of dehydration!\If only I had listened to her...\You've dried up, haven't you.\Such ill fate.\That's right, you don't know what hate is yet.\Cross the river. response:	Will the earth of the netherworld be too hard for you?
context: This morning? Or even earlier?\If a kitten doesn't drink milk for one day, it'll die of dehydration!\If only I had listened to her...\You've dried up, haven't you.\Such ill fate.\That's right, you don't know what hate is yet.\Cross the river.\Will the earth of the netherworld be too hard for you? response:	Nagi?
context: If a kitten doesn't drink milk for one day, it'll die of dehydration!\If only I had listened to her...\You've dried up, haven't you.\Such ill fate.\That's right, you don't know what hate is yet.\Cross the river.\Will the earth of the netherworld be too hard for you?\Nagi? response:	You're Nagi...
context: If only I had listened to her...\You've dried up, haven't you.\Such ill fate.\That's right, you don't know what hate is yet.\Cross the river.\Will the earth of the netherworld be too hard for you?\Nagi?\You're Nagi... response:	Aren't you?
context: You've dried up, haven't you.\Such ill fate.\That's right, you don't know what hate is yet.\Cross the river.\Will the earth of the netherworld be too hard for you?\Nagi?\You're Nagi...\Aren't you? response:	That was...
context: Such ill fate.\That's right, you don't know what hate is yet.\Cross the river.\Will the earth of the netherworld be too hard for you?\Nagi?\You're Nagi...\Aren't you?\That was... response:	I'm hungry.
context: That's right, you don't know what hate is yet.\Cross the river.\Will the earth of the netherworld be too hard for you?\Nagi?\You're Nagi...\Aren't you?\That was...\I'm hungry. response:	Will this do?
context: Cross the river.\Will the earth of the netherworld be too hard for you?\Nagi?\You're Nagi...\Aren't you?\That was...\I'm hungry.\Will this do? response:	It'll be troublesome to prepare something else now.
context: Will the earth of the netherworld be too hard for you?\Nagi?\You're Nagi...\Aren't you?\That was...\I'm hungry.\Will this do?\It'll be troublesome to prepare something else now. response:	It's troublesome, so how about noodles?
context: Nagi?\You're Nagi...\Aren't you?\That was...\I'm hungry.\Will this do?\It'll be troublesome to prepare something else now.\It's troublesome, so how about noodles? response:	Nice pun! Oh you!
context: You're Nagi...\Aren't you?\That was...\I'm hungry.\Will this do?\It'll be troublesome to prepare something else now.\It's troublesome, so how about noodles?\Nice pun! Oh you! response:	You'll be fine if you're this energetic.
context: Aren't you?\That was...\I'm hungry.\Will this do?\It'll be troublesome to prepare something else now.\It's troublesome, so how about noodles?\Nice pun! Oh you!\You'll be fine if you're this energetic. response:	Say...
context: That was...\I'm hungry.\Will this do?\It'll be troublesome to prepare something else now.\It's troublesome, so how about noodles?\Nice pun! Oh you!\You'll be fine if you're this energetic.\Say... response:	The kittens... died, didn't they?
context: I'm hungry.\Will this do?\It'll be troublesome to prepare something else now.\It's troublesome, so how about noodles?\Nice pun! Oh you!\You'll be fine if you're this energetic.\Say...\The kittens... died, didn't they? response:	You're right... Such a pity.
context: Will this do?\It'll be troublesome to prepare something else now.\It's troublesome, so how about noodles?\Nice pun! Oh you!\You'll be fine if you're this energetic.\Say...\The kittens... died, didn't they?\You're right... Such a pity. response:	From what I saw, you've taken those kittens into your body...
context: It'll be troublesome to prepare something else now.\It's troublesome, so how about noodles?\Nice pun! Oh you!\You'll be fine if you're this energetic.\Say...\The kittens... died, didn't they?\You're right... Such a pity.\From what I saw, you've taken those kittens into your body... response:	What was that? What happened?
context: It's troublesome, so how about noodles?\Nice pun! Oh you!\You'll be fine if you're this energetic.\Say...\The kittens... died, didn't they?\You're right... Such a pity.\From what I saw, you've taken those kittens into your body...\What was that? What happened? response:	You were also acting like a different person.
context: Nice pun! Oh you!\You'll be fine if you're this energetic.\Say...\The kittens... died, didn't they?\You're right... Such a pity.\From what I saw, you've taken those kittens into your body...\What was that? What happened?\You were also acting like a different person. response:	After that you fell unconscious.
context: You'll be fine if you're this energetic.\Say...\The kittens... died, didn't they?\You're right... Such a pity.\From what I saw, you've taken those kittens into your body...\What was that? What happened?\You were also acting like a different person.\After that you fell unconscious. response:	You ask too much!
context: Say...\The kittens... died, didn't they?\You're right... Such a pity.\From what I saw, you've taken those kittens into your body...\What was that? What happened?\You were also acting like a different person.\After that you fell unconscious.\You ask too much! response:	I'm a god. Of course I'm able to use powers that are beyond human understanding.
context: The kittens... died, didn't they?\You're right... Such a pity.\From what I saw, you've taken those kittens into your body...\What was that? What happened?\You were also acting like a different person.\After that you fell unconscious.\You ask too much!\I'm a god. Of course I'm able to use powers that are beyond human understanding. response:	Do I need to explain each and every detail to you?
context: You're right... Such a pity.\From what I saw, you've taken those kittens into your body...\What was that? What happened?\You were also acting like a different person.\After that you fell unconscious.\You ask too much!\I'm a god. Of course I'm able to use powers that are beyond human understanding.\Do I need to explain each and every detail to you? response:	Know your place, child of humans!
context: From what I saw, you've taken those kittens into your body...\What was that? What happened?\You were also acting like a different person.\After that you fell unconscious.\You ask too much!\I'm a god. Of course I'm able to use powers that are beyond human understanding.\Do I need to explain each and every detail to you?\Know your place, child of humans! response:	Can you just give me an explanation?
context: What was that? What happened?\You were also acting like a different person.\After that you fell unconscious.\You ask too much!\I'm a god. Of course I'm able to use powers that are beyond human understanding.\Do I need to explain each and every detail to you?\Know your place, child of humans!\Can you just give me an explanation? response:	After all, I'm the one who carried you into the house.
context: You were also acting like a different person.\After that you fell unconscious.\You ask too much!\I'm a god. Of course I'm able to use powers that are beyond human understanding.\Do I need to explain each and every detail to you?\Know your place, child of humans!\Can you just give me an explanation?\After all, I'm the one who carried you into the house. response:	That cup noodle is also mine.
context: After that you fell unconscious.\You ask too much!\I'm a god. Of course I'm able to use powers that are beyond human understanding.\Do I need to explain each and every detail to you?\Know your place, child of humans!\Can you just give me an explanation?\After all, I'm the one who carried you into the house.\That cup noodle is also mine. response:	I never asked you to save me!
context: You ask too much!\I'm a god. Of course I'm able to use powers that are beyond human understanding.\Do I need to explain each and every detail to you?\Know your place, child of humans!\Can you just give me an explanation?\After all, I'm the one who carried you into the house.\That cup noodle is also mine.\I never asked you to save me! response:	Hey, what's with that attitude of yours?
context: I'm a god. Of course I'm able to use powers that are beyond human understanding.\Do I need to explain each and every detail to you?\Know your place, child of humans!\Can you just give me an explanation?\After all, I'm the one who carried you into the house.\That cup noodle is also mine.\I never asked you to save me!\Hey, what's with that attitude of yours? response:	Are you an elementary school student?
context: Do I need to explain each and every detail to you?\Know your place, child of humans!\Can you just give me an explanation?\After all, I'm the one who carried you into the house.\That cup noodle is also mine.\I never asked you to save me!\Hey, what's with that attitude of yours?\Are you an elementary school student? response:	I'm worried about you-
context: Know your place, child of humans!\Can you just give me an explanation?\After all, I'm the one who carried you into the house.\That cup noodle is also mine.\I never asked you to save me!\Hey, what's with that attitude of yours?\Are you an elementary school student?\I'm worried about you- response:	That's enough, stop asking!
context: Can you just give me an explanation?\After all, I'm the one who carried you into the house.\That cup noodle is also mine.\I never asked you to save me!\Hey, what's with that attitude of yours?\Are you an elementary school student?\I'm worried about you-\That's enough, stop asking! response:	A follower like you is a few hundred years too young to be worried for his god!
context: After all, I'm the one who carried you into the house.\That cup noodle is also mine.\I never asked you to save me!\Hey, what's with that attitude of yours?\Are you an elementary school student?\I'm worried about you-\That's enough, stop asking!\A follower like you is a few hundred years too young to be worried for his god! response:	What's wrong with you? I won't help you again if anything happens!
context: That cup noodle is also mine.\I never asked you to save me!\Hey, what's with that attitude of yours?\Are you an elementary school student?\I'm worried about you-\That's enough, stop asking!\A follower like you is a few hundred years too young to be worried for his god!\What's wrong with you? I won't help you again if anything happens! response:	I don't need your help in the first place!
context: I never asked you to save me!\Hey, what's with that attitude of yours?\Are you an elementary school student?\I'm worried about you-\That's enough, stop asking!\A follower like you is a few hundred years too young to be worried for his god!\What's wrong with you? I won't help you again if anything happens!\I don't need your help in the first place! response:	Look who's talking! Without me, you don't even have anything to eat!
context: Hey, what's with that attitude of yours?\Are you an elementary school student?\I'm worried about you-\That's enough, stop asking!\A follower like you is a few hundred years too young to be worried for his god!\What's wrong with you? I won't help you again if anything happens!\I don't need your help in the first place!\Look who's talking! Without me, you don't even have anything to eat! response:	I don't want your crap!
context: Are you an elementary school student?\I'm worried about you-\That's enough, stop asking!\A follower like you is a few hundred years too young to be worried for his god!\What's wrong with you? I won't help you again if anything happens!\I don't need your help in the first place!\Look who's talking! Without me, you don't even have anything to eat!\I don't want your crap! response:	Get out!
context: I'm worried about you-\That's enough, stop asking!\A follower like you is a few hundred years too young to be worried for his god!\What's wrong with you? I won't help you again if anything happens!\I don't need your help in the first place!\Look who's talking! Without me, you don't even have anything to eat!\I don't want your crap!\Get out! response:	You've been doing whatever you wanted since yesterday!
context: That's enough, stop asking!\A follower like you is a few hundred years too young to be worried for his god!\What's wrong with you? I won't help you again if anything happens!\I don't need your help in the first place!\Look who's talking! Without me, you don't even have anything to eat!\I don't want your crap!\Get out!\You've been doing whatever you wanted since yesterday! response:	I don't care whether you're a god or not!
context: A follower like you is a few hundred years too young to be worried for his god!\What's wrong with you? I won't help you again if anything happens!\I don't need your help in the first place!\Look who's talking! Without me, you don't even have anything to eat!\I don't want your crap!\Get out!\You've been doing whatever you wanted since yesterday!\I don't care whether you're a god or not! response:	I had enough!
context: What's wrong with you? I won't help you again if anything happens!\I don't need your help in the first place!\Look who's talking! Without me, you don't even have anything to eat!\I don't want your crap!\Get out!\You've been doing whatever you wanted since yesterday!\I don't care whether you're a god or not!\I had enough! response:	I'm not going to put up with your bullshit any longer!
context: I don't need your help in the first place!\Look who's talking! Without me, you don't even have anything to eat!\I don't want your crap!\Get out!\You've been doing whatever you wanted since yesterday!\I don't care whether you're a god or not!\I had enough!\I'm not going to put up with your bullshit any longer! response:	If you're not happy, leave!
context: Look who's talking! Without me, you don't even have anything to eat!\I don't want your crap!\Get out!\You've been doing whatever you wanted since yesterday!\I don't care whether you're a god or not!\I had enough!\I'm not going to put up with your bullshit any longer!\If you're not happy, leave! response:	Fine, I'll leave!
