context: TS response:	Why?
context: Wait!\Why are you crying?\Apologize to Urushibara-san. Now.\No, seriously.\Why would I apologize? It's true\It's fine!\So that's what you think of me, Okabe-san.\No, no, no, Rukako! You're really... response:	How long will you keep that up?
context: Why are you crying?\Apologize to Urushibara-san. Now.\No, seriously.\Why would I apologize? It's true\It's fine!\So that's what you think of me, Okabe-san.\No, no, no, Rukako! You're really...\How long will you keep that up? response:	I'm going home!
context: Apologize to Urushibara-san. Now.\No, seriously.\Why would I apologize? It's true\It's fine!\So that's what you think of me, Okabe-san.\No, no, no, Rukako! You're really...\How long will you keep that up?\I'm going home! response:	Wait!
context: No, seriously.\Why would I apologize? It's true\It's fine!\So that's what you think of me, Okabe-san.\No, no, no, Rukako! You're really...\How long will you keep that up?\I'm going home!\Wait! response:	You're a guy!
context: Why would I apologize? It's true\It's fine!\So that's what you think of me, Okabe-san.\No, no, no, Rukako! You're really...\How long will you keep that up?\I'm going home!\Wait!\You're a guy! response:	Look! Right here, you have...
context: It's fine!\So that's what you think of me, Okabe-san.\No, no, no, Rukako! You're really...\How long will you keep that up?\I'm going home!\Wait!\You're a guy!\Look! Right here, you have... response:	It's gone! There's nothing here!
context: So that's what you think of me, Okabe-san.\No, no, no, Rukako! You're really...\How long will you keep that up?\I'm going home!\Wait!\You're a guy!\Look! Right here, you have...\It's gone! There's nothing here! response:	Okabe-san, stop it...
context: No, no, no, Rukako! You're really...\How long will you keep that up?\I'm going home!\Wait!\You're a guy!\Look! Right here, you have...\It's gone! There's nothing here!\Okabe-san, stop it... response:	Rukako, you're a girl?
context: How long will you keep that up?\I'm going home!\Wait!\You're a guy!\Look! Right here, you have...\It's gone! There's nothing here!\Okabe-san, stop it...\Rukako, you're a girl? response:	I've been saying that this whole time!
context: I'm going home!\Wait!\You're a guy!\Look! Right here, you have...\It's gone! There's nothing here!\Okabe-san, stop it...\Rukako, you're a girl?\I've been saying that this whole time! response:	Hey... What's wrong?
context: Wait!\You're a guy!\Look! Right here, you have...\It's gone! There's nothing here!\Okabe-san, stop it...\Rukako, you're a girl?\I've been saying that this whole time!\Hey... What's wrong? response:	Don't worry about it.
context: You're a guy!\Look! Right here, you have...\It's gone! There's nothing here!\Okabe-san, stop it...\Rukako, you're a girl?\I've been saying that this whole time!\Hey... What's wrong?\Don't worry about it. response:	Just a bit of torture...
context: Look! Right here, you have...\It's gone! There's nothing here!\Okabe-san, stop it...\Rukako, you're a girl?\I've been saying that this whole time!\Hey... What's wrong?\Don't worry about it.\Just a bit of torture... response:	Torture?
context: It's gone! There's nothing here!\Okabe-san, stop it...\Rukako, you're a girl?\I've been saying that this whole time!\Hey... What's wrong?\Don't worry about it.\Just a bit of torture...\Torture? response:	By Makise Kurisu?
context: Okabe-san, stop it...\Rukako, you're a girl?\I've been saying that this whole time!\Hey... What's wrong?\Don't worry about it.\Just a bit of torture...\Torture?\By Makise Kurisu? response:	Yes, but I fixed the misunderstanding.
context: Rukako, you're a girl?\I've been saying that this whole time!\Hey... What's wrong?\Don't worry about it.\Just a bit of torture...\Torture?\By Makise Kurisu?\Yes, but I fixed the misunderstanding. response:	I think...
context: I've been saying that this whole time!\Hey... What's wrong?\Don't worry about it.\Just a bit of torture...\Torture?\By Makise Kurisu?\Yes, but I fixed the misunderstanding.\I think... response:	She got your legs?
context: Hey... What's wrong?\Don't worry about it.\Just a bit of torture...\Torture?\By Makise Kurisu?\Yes, but I fixed the misunderstanding.\I think...\She got your legs? response:	Don't touch my legs!
context: Don't worry about it.\Just a bit of torture...\Torture?\By Makise Kurisu?\Yes, but I fixed the misunderstanding.\I think...\She got your legs?\Don't touch my legs! response:	She made me sit on my knees for an hour!
context: Just a bit of torture...\Torture?\By Makise Kurisu?\Yes, but I fixed the misunderstanding.\I think...\She got your legs?\Don't touch my legs!\She made me sit on my knees for an hour! response:	No! I mean, I was tortured.
context: Torture?\By Makise Kurisu?\Yes, but I fixed the misunderstanding.\I think...\She got your legs?\Don't touch my legs!\She made me sit on my knees for an hour!\No! I mean, I was tortured. response:	Oh... That isn't torture.
context: By Makise Kurisu?\Yes, but I fixed the misunderstanding.\I think...\She got your legs?\Don't touch my legs!\She made me sit on my knees for an hour!\No! I mean, I was tortured.\Oh... That isn't torture. response:	You almost sound like you've been tortured.
context: Yes, but I fixed the misunderstanding.\I think...\She got your legs?\Don't touch my legs!\She made me sit on my knees for an hour!\No! I mean, I was tortured.\Oh... That isn't torture.\You almost sound like you've been tortured. response:	Well, I am a soldier.
context: I think...\She got your legs?\Don't touch my legs!\She made me sit on my knees for an hour!\No! I mean, I was tortured.\Oh... That isn't torture.\You almost sound like you've been tortured.\Well, I am a soldier. response:	It's a perfect day for cycling...
context: She got your legs?\Don't touch my legs!\She made me sit on my knees for an hour!\No! I mean, I was tortured.\Oh... That isn't torture.\You almost sound like you've been tortured.\Well, I am a soldier.\It's a perfect day for cycling... response:	Yeah?
context: Don't touch my legs!\She made me sit on my knees for an hour!\No! I mean, I was tortured.\Oh... That isn't torture.\You almost sound like you've been tortured.\Well, I am a soldier.\It's a perfect day for cycling...\Yeah? response:	Hey...
context: She made me sit on my knees for an hour!\No! I mean, I was tortured.\Oh... That isn't torture.\You almost sound like you've been tortured.\Well, I am a soldier.\It's a perfect day for cycling...\Yeah?\Hey... response:	Want to go for a ride?
context: No! I mean, I was tortured.\Oh... That isn't torture.\You almost sound like you've been tortured.\Well, I am a soldier.\It's a perfect day for cycling...\Yeah?\Hey...\Want to go for a ride? response:	Is this what you call cycling?
context: Oh... That isn't torture.\You almost sound like you've been tortured.\Well, I am a soldier.\It's a perfect day for cycling...\Yeah?\Hey...\Want to go for a ride?\Is this what you call cycling? response:	I came to Tokyo to find my dad.
context: You almost sound like you've been tortured.\Well, I am a soldier.\It's a perfect day for cycling...\Yeah?\Hey...\Want to go for a ride?\Is this what you call cycling?\I came to Tokyo to find my dad. response:	To find him?
context: Well, I am a soldier.\It's a perfect day for cycling...\Yeah?\Hey...\Want to go for a ride?\Is this what you call cycling?\I came to Tokyo to find my dad.\To find him? response:	Did he disappear or something?
context: It's a perfect day for cycling...\Yeah?\Hey...\Want to go for a ride?\Is this what you call cycling?\I came to Tokyo to find my dad.\To find him?\Did he disappear or something? response:	I haven't seen him in years.
context: Yeah?\Hey...\Want to go for a ride?\Is this what you call cycling?\I came to Tokyo to find my dad.\To find him?\Did he disappear or something?\I haven't seen him in years. response:	I can't even remember his face.
context: Hey...\Want to go for a ride?\Is this what you call cycling?\I came to Tokyo to find my dad.\To find him?\Did he disappear or something?\I haven't seen him in years.\I can't even remember his face. response:	But I know he's in this city.
context: Want to go for a ride?\Is this what you call cycling?\I came to Tokyo to find my dad.\To find him?\Did he disappear or something?\I haven't seen him in years.\I can't even remember his face.\But I know he's in this city. response:	This is my only clue...
context: Is this what you call cycling?\I came to Tokyo to find my dad.\To find him?\Did he disappear or something?\I haven't seen him in years.\I can't even remember his face.\But I know he's in this city.\This is my only clue... response:	A badge he used to own.
context: I came to Tokyo to find my dad.\To find him?\Did he disappear or something?\I haven't seen him in years.\I can't even remember his face.\But I know he's in this city.\This is my only clue...\A badge he used to own. response:	Then you shouldn't just kill time at a part-time job, should you?
context: To find him?\Did he disappear or something?\I haven't seen him in years.\I can't even remember his face.\But I know he's in this city.\This is my only clue...\A badge he used to own.\Then you shouldn't just kill time at a part-time job, should you? response:	There's some stuff going on, you know?
context: Did he disappear or something?\I haven't seen him in years.\I can't even remember his face.\But I know he's in this city.\This is my only clue...\A badge he used to own.\Then you shouldn't just kill time at a part-time job, should you?\There's some stuff going on, you know? response:	But there's one chance.
context: I haven't seen him in years.\I can't even remember his face.\But I know he's in this city.\This is my only clue...\A badge he used to own.\Then you shouldn't just kill time at a part-time job, should you?\There's some stuff going on, you know?\But there's one chance. response:	My dad might show up tomorrow, at a certain place.
context: I can't even remember his face.\But I know he's in this city.\This is my only clue...\A badge he used to own.\Then you shouldn't just kill time at a part-time job, should you?\There's some stuff going on, you know?\But there's one chance.\My dad might show up tomorrow, at a certain place. response:	If I miss that, I'll have to leave this town.
context: But I know he's in this city.\This is my only clue...\A badge he used to own.\Then you shouldn't just kill time at a part-time job, should you?\There's some stuff going on, you know?\But there's one chance.\My dad might show up tomorrow, at a certain place.\If I miss that, I'll have to leave this town. response:	There's somewhere I have to go.
context: This is my only clue...\A badge he used to own.\Then you shouldn't just kill time at a part-time job, should you?\There's some stuff going on, you know?\But there's one chance.\My dad might show up tomorrow, at a certain place.\If I miss that, I'll have to leave this town.\There's somewhere I have to go. response:	I'm busy, you know?
context: A badge he used to own.\Then you shouldn't just kill time at a part-time job, should you?\There's some stuff going on, you know?\But there's one chance.\My dad might show up tomorrow, at a certain place.\If I miss that, I'll have to leave this town.\There's somewhere I have to go.\I'm busy, you know? response:	Well, I was always planning on giving up if I couldn't meet him.
context: Then you shouldn't just kill time at a part-time job, should you?\There's some stuff going on, you know?\But there's one chance.\My dad might show up tomorrow, at a certain place.\If I miss that, I'll have to leave this town.\There's somewhere I have to go.\I'm busy, you know?\Well, I was always planning on giving up if I couldn't meet him. response:	You're uneasy, aren't you?
context: There's some stuff going on, you know?\But there's one chance.\My dad might show up tomorrow, at a certain place.\If I miss that, I'll have to leave this town.\There's somewhere I have to go.\I'm busy, you know?\Well, I was always planning on giving up if I couldn't meet him.\You're uneasy, aren't you? response:	I can understand that feeling.
context: But there's one chance.\My dad might show up tomorrow, at a certain place.\If I miss that, I'll have to leave this town.\There's somewhere I have to go.\I'm busy, you know?\Well, I was always planning on giving up if I couldn't meet him.\You're uneasy, aren't you?\I can understand that feeling. response:	But too bad, part-time soldier!
context: My dad might show up tomorrow, at a certain place.\If I miss that, I'll have to leave this town.\There's somewhere I have to go.\I'm busy, you know?\Well, I was always planning on giving up if I couldn't meet him.\You're uneasy, aren't you?\I can understand that feeling.\But too bad, part-time soldier! response:	Your luck ran out, the minute
context: If I miss that, I'll have to leave this town.\There's somewhere I have to go.\I'm busy, you know?\Well, I was always planning on giving up if I couldn't meet him.\You're uneasy, aren't you?\I can understand that feeling.\But too bad, part-time soldier!\Your luck ran out, the minute response:	you spoke to the great Mad Scientist, Hououin Kyouma.
context: There's somewhere I have to go.\I'm busy, you know?\Well, I was always planning on giving up if I couldn't meet him.\You're uneasy, aren't you?\I can understand that feeling.\But too bad, part-time soldier!\Your luck ran out, the minute\you spoke to the great Mad Scientist, Hououin Kyouma. response:	You are now Lab Member 008!
context: I'm busy, you know?\Well, I was always planning on giving up if I couldn't meet him.\You're uneasy, aren't you?\I can understand that feeling.\But too bad, part-time soldier!\Your luck ran out, the minute\you spoke to the great Mad Scientist, Hououin Kyouma.\You are now Lab Member 008! response:	You will be our guinea pig.
context: Well, I was always planning on giving up if I couldn't meet him.\You're uneasy, aren't you?\I can understand that feeling.\But too bad, part-time soldier!\Your luck ran out, the minute\you spoke to the great Mad Scientist, Hououin Kyouma.\You are now Lab Member 008!\You will be our guinea pig. response:	Wh-What are you going to do?
context: You're uneasy, aren't you?\I can understand that feeling.\But too bad, part-time soldier!\Your luck ran out, the minute\you spoke to the great Mad Scientist, Hououin Kyouma.\You are now Lab Member 008!\You will be our guinea pig.\Wh-What are you going to do? response:	Change the past.
context: I can understand that feeling.\But too bad, part-time soldier!\Your luck ran out, the minute\you spoke to the great Mad Scientist, Hououin Kyouma.\You are now Lab Member 008!\You will be our guinea pig.\Wh-What are you going to do?\Change the past. response:	You may think me cruel if you like.
context: But too bad, part-time soldier!\Your luck ran out, the minute\you spoke to the great Mad Scientist, Hououin Kyouma.\You are now Lab Member 008!\You will be our guinea pig.\Wh-What are you going to do?\Change the past.\You may think me cruel if you like. response:	But there is no escape for you.
context: Your luck ran out, the minute\you spoke to the great Mad Scientist, Hououin Kyouma.\You are now Lab Member 008!\You will be our guinea pig.\Wh-What are you going to do?\Change the past.\You may think me cruel if you like.\But there is no escape for you. response:	Send a D-mail to your father, before he leaves.
context: you spoke to the great Mad Scientist, Hououin Kyouma.\You are now Lab Member 008!\You will be our guinea pig.\Wh-What are you going to do?\Change the past.\You may think me cruel if you like.\But there is no escape for you.\Send a D-mail to your father, before he leaves. response:	Tell him not to leave his daughter behind.
context: You are now Lab Member 008!\You will be our guinea pig.\Wh-What are you going to do?\Change the past.\You may think me cruel if you like.\But there is no escape for you.\Send a D-mail to your father, before he leaves.\Tell him not to leave his daughter behind. response:	You're a good person, you know that?
context: You will be our guinea pig.\Wh-What are you going to do?\Change the past.\You may think me cruel if you like.\But there is no escape for you.\Send a D-mail to your father, before he leaves.\Tell him not to leave his daughter behind.\You're a good person, you know that? response:	What?
context: Wh-What are you going to do?\Change the past.\You may think me cruel if you like.\But there is no escape for you.\Send a D-mail to your father, before he leaves.\Tell him not to leave his daughter behind.\You're a good person, you know that?\What? response:	I feel a bit better now, somehow.
context: Change the past.\You may think me cruel if you like.\But there is no escape for you.\Send a D-mail to your father, before he leaves.\Tell him not to leave his daughter behind.\You're a good person, you know that?\What?\I feel a bit better now, somehow. response:	I have to get back.
context: You may think me cruel if you like.\But there is no escape for you.\Send a D-mail to your father, before he leaves.\Tell him not to leave his daughter behind.\You're a good person, you know that?\What?\I feel a bit better now, somehow.\I have to get back. response:	Thanks for talking to me!
context: But there is no escape for you.\Send a D-mail to your father, before he leaves.\Tell him not to leave his daughter behind.\You're a good person, you know that?\What?\I feel a bit better now, somehow.\I have to get back.\Thanks for talking to me! response:	Listen!
context: Send a D-mail to your father, before he leaves.\Tell him not to leave his daughter behind.\You're a good person, you know that?\What?\I feel a bit better now, somehow.\I have to get back.\Thanks for talking to me!\Listen! response:	Whether you see him tomorrow or not,
context: Tell him not to leave his daughter behind.\You're a good person, you know that?\What?\I feel a bit better now, somehow.\I have to get back.\Thanks for talking to me!\Listen!\Whether you see him tomorrow or not, response:	come by the lab!
context: You're a good person, you know that?\What?\I feel a bit better now, somehow.\I have to get back.\Thanks for talking to me!\Listen!\Whether you see him tomorrow or not,\come by the lab! response:	I will use your sentimentality
context: What?\I feel a bit better now, somehow.\I have to get back.\Thanks for talking to me!\Listen!\Whether you see him tomorrow or not,\come by the lab!\I will use your sentimentality response:	for an experiment with the D-mail!
context: I feel a bit better now, somehow.\I have to get back.\Thanks for talking to me!\Listen!\Whether you see him tomorrow or not,\come by the lab!\I will use your sentimentality\for an experiment with the D-mail! response:	You really are a mad scientist!
context: I have to get back.\Thanks for talking to me!\Listen!\Whether you see him tomorrow or not,\come by the lab!\I will use your sentimentality\for an experiment with the D-mail!\You really are a mad scientist! response:	That's terrible...
context: Thanks for talking to me!\Listen!\Whether you see him tomorrow or not,\come by the lab!\I will use your sentimentality\for an experiment with the D-mail!\You really are a mad scientist!\That's terrible... response:	I will now explain
context: Listen!\Whether you see him tomorrow or not,\come by the lab!\I will use your sentimentality\for an experiment with the D-mail!\You really are a mad scientist!\That's terrible...\I will now explain response:	the parameters of Operation EldhrImnir.
context: Whether you see him tomorrow or not,\come by the lab!\I will use your sentimentality\for an experiment with the D-mail!\You really are a mad scientist!\That's terrible...\I will now explain\the parameters of Operation EldhrImnir. response:	More Norse myths?
context: come by the lab!\I will use your sentimentality\for an experiment with the D-mail!\You really are a mad scientist!\That's terrible...\I will now explain\the parameters of Operation EldhrImnir.\More Norse myths? response:	If the part-time warrior meets her father,
context: I will use your sentimentality\for an experiment with the D-mail!\You really are a mad scientist!\That's terrible...\I will now explain\the parameters of Operation EldhrImnir.\More Norse myths?\If the part-time warrior meets her father, response:	we'll hold a celebration...
context: for an experiment with the D-mail!\You really are a mad scientist!\That's terrible...\I will now explain\the parameters of Operation EldhrImnir.\More Norse myths?\If the part-time warrior meets her father,\we'll hold a celebration... response:	A last supper in Tokyo, for her.
context: You really are a mad scientist!\That's terrible...\I will now explain\the parameters of Operation EldhrImnir.\More Norse myths?\If the part-time warrior meets her father,\we'll hold a celebration...\A last supper in Tokyo, for her. response:	And if she doesn't,
context: That's terrible...\I will now explain\the parameters of Operation EldhrImnir.\More Norse myths?\If the part-time warrior meets her father,\we'll hold a celebration...\A last supper in Tokyo, for her.\And if she doesn't, response:	we will try to cheer her up,
context: I will now explain\the parameters of Operation EldhrImnir.\More Norse myths?\If the part-time warrior meets her father,\we'll hold a celebration...\A last supper in Tokyo, for her.\And if she doesn't,\we will try to cheer her up, response:	and then send a D-mail.
context: the parameters of Operation EldhrImnir.\More Norse myths?\If the part-time warrior meets her father,\we'll hold a celebration...\A last supper in Tokyo, for her.\And if she doesn't,\we will try to cheer her up,\and then send a D-mail. response:	Where's Daru?
context: More Norse myths?\If the part-time warrior meets her father,\we'll hold a celebration...\A last supper in Tokyo, for her.\And if she doesn't,\we will try to cheer her up,\and then send a D-mail.\Where's Daru? response:	He's meeting his online friends tonight,
context: If the part-time warrior meets her father,\we'll hold a celebration...\A last supper in Tokyo, for her.\And if she doesn't,\we will try to cheer her up,\and then send a D-mail.\Where's Daru?\He's meeting his online friends tonight, response:	so he said he can't join us.
context: we'll hold a celebration...\A last supper in Tokyo, for her.\And if she doesn't,\we will try to cheer her up,\and then send a D-mail.\Where's Daru?\He's meeting his online friends tonight,\so he said he can't join us. response:	The fool!
context: A last supper in Tokyo, for her.\And if she doesn't,\we will try to cheer her up,\and then send a D-mail.\Where's Daru?\He's meeting his online friends tonight,\so he said he can't join us.\The fool! response:	But I've taken steps.
context: And if she doesn't,\we will try to cheer her up,\and then send a D-mail.\Where's Daru?\He's meeting his online friends tonight,\so he said he can't join us.\The fool!\But I've taken steps. response:	Daru
context: we will try to cheer her up,\and then send a D-mail.\Where's Daru?\He's meeting his online friends tonight,\so he said he can't join us.\The fool!\But I've taken steps.\Daru response:	Now is the time to choo se
context: and then send a D-mail.\Where's Daru?\He's meeting his online friends tonight,\so he said he can't join us.\The fool!\But I've taken steps.\Daru\Now is the time to choo se response:	Now is the time to choose
context: Where's Daru?\He's meeting his online friends tonight,\so he said he can't join us.\The fool!\But I've taken steps.\Daru\Now is the time to choo se\Now is the time to choose response:	Feyris's cooking or your meeting. Which will you choose?
context: He's meeting his online friends tonight,\so he said he can't join us.\The fool!\But I've taken steps.\Daru\Now is the time to choo se\Now is the time to choose\Feyris's cooking or your meeting. Which will you choose? response:	I sent this message.
context: so he said he can't join us.\The fool!\But I've taken steps.\Daru\Now is the time to choo se\Now is the time to choose\Feyris's cooking or your meeting. Which will you choose?\I sent this message. response:	Feyris's cooking or your meeting.
context: The fool!\But I've taken steps.\Daru\Now is the time to choo se\Now is the time to choose\Feyris's cooking or your meeting. Which will you choose?\I sent this message.\Feyris's cooking or your meeting. response:	Which will you choose?
context: But I've taken steps.\Daru\Now is the time to choo se\Now is the time to choose\Feyris's cooking or your meeting. Which will you choose?\I sent this message.\Feyris's cooking or your meeting.\Which will you choose? response:	But Feyris-chan can't come, right?
context: Daru\Now is the time to choo se\Now is the time to choose\Feyris's cooking or your meeting. Which will you choose?\I sent this message.\Feyris's cooking or your meeting.\Which will you choose?\But Feyris-chan can't come, right? response:	Feyris has never met the part-time warrior,
context: Now is the time to choo se\Now is the time to choose\Feyris's cooking or your meeting. Which will you choose?\I sent this message.\Feyris's cooking or your meeting.\Which will you choose?\But Feyris-chan can't come, right?\Feyris has never met the part-time warrior, response:	so it can't be helped.
context: Now is the time to choose\Feyris's cooking or your meeting. Which will you choose?\I sent this message.\Feyris's cooking or your meeting.\Which will you choose?\But Feyris-chan can't come, right?\Feyris has never met the part-time warrior,\so it can't be helped. response:	But Daru has a duty to participate in this operation.
context: Feyris's cooking or your meeting. Which will you choose?\I sent this message.\Feyris's cooking or your meeting.\Which will you choose?\But Feyris-chan can't come, right?\Feyris has never met the part-time warrior,\so it can't be helped.\But Daru has a duty to participate in this operation. response:	Um... I've never met this Suzuha-san...
context: I sent this message.\Feyris's cooking or your meeting.\Which will you choose?\But Feyris-chan can't come, right?\Feyris has never met the part-time warrior,\so it can't be helped.\But Daru has a duty to participate in this operation.\Um... I've never met this Suzuha-san... response:	That's fine.
context: Feyris's cooking or your meeting.\Which will you choose?\But Feyris-chan can't come, right?\Feyris has never met the part-time warrior,\so it can't be helped.\But Daru has a duty to participate in this operation.\Um... I've never met this Suzuha-san...\That's fine. response:	I'm sending you all shopping for the banquet.
context: Which will you choose?\But Feyris-chan can't come, right?\Feyris has never met the part-time warrior,\so it can't be helped.\But Daru has a duty to participate in this operation.\Um... I've never met this Suzuha-san...\That's fine.\I'm sending you all shopping for the banquet. response:	And you?
context: But Feyris-chan can't come, right?\Feyris has never met the part-time warrior,\so it can't be helped.\But Daru has a duty to participate in this operation.\Um... I've never met this Suzuha-san...\That's fine.\I'm sending you all shopping for the banquet.\And you? response:	I will follow the part-time warrior
context: Feyris has never met the part-time warrior,\so it can't be helped.\But Daru has a duty to participate in this operation.\Um... I've never met this Suzuha-san...\That's fine.\I'm sending you all shopping for the banquet.\And you?\I will follow the part-time warrior response:	and report in on the situation.
context: so it can't be helped.\But Daru has a duty to participate in this operation.\Um... I've never met this Suzuha-san...\That's fine.\I'm sending you all shopping for the banquet.\And you?\I will follow the part-time warrior\and report in on the situation. response:	Don't you dare.
context: But Daru has a duty to participate in this operation.\Um... I've never met this Suzuha-san...\That's fine.\I'm sending you all shopping for the banquet.\And you?\I will follow the part-time warrior\and report in on the situation.\Don't you dare. response:	Let the father and daughter have their time together.
context: Um... I've never met this Suzuha-san...\That's fine.\I'm sending you all shopping for the banquet.\And you?\I will follow the part-time warrior\and report in on the situation.\Don't you dare.\Let the father and daughter have their time together. response:	That's right.
context: That's fine.\I'm sending you all shopping for the banquet.\And you?\I will follow the part-time warrior\and report in on the situation.\Don't you dare.\Let the father and daughter have their time together.\That's right. response:	Come shopping with us!
context: I'm sending you all shopping for the banquet.\And you?\I will follow the part-time warrior\and report in on the situation.\Don't you dare.\Let the father and daughter have their time together.\That's right.\Come shopping with us! response:	I'm following her
context: And you?\I will follow the part-time warrior\and report in on the situation.\Don't you dare.\Let the father and daughter have their time together.\That's right.\Come shopping with us!\I'm following her response:	I said no!
context: I will follow the part-time warrior\and report in on the situation.\Don't you dare.\Let the father and daughter have their time together.\That's right.\Come shopping with us!\I'm following her\I said no! response:	Don't tell me what to do, assistant...
context: and report in on the situation.\Don't you dare.\Let the father and daughter have their time together.\That's right.\Come shopping with us!\I'm following her\I said no!\Don't tell me what to do, assistant... response:	You want to sit on your knees again?
context: Don't you dare.\Let the father and daughter have their time together.\That's right.\Come shopping with us!\I'm following her\I said no!\Don't tell me what to do, assistant...\You want to sit on your knees again? response:	This time, for three hours...
context: Let the father and daughter have their time together.\That's right.\Come shopping with us!\I'm following her\I said no!\Don't tell me what to do, assistant...\You want to sit on your knees again?\This time, for three hours... response:	Now, then! Let's get things ready for the party!
context: That's right.\Come shopping with us!\I'm following her\I said no!\Don't tell me what to do, assistant...\You want to sit on your knees again?\This time, for three hours...\Now, then! Let's get things ready for the party! response:	I'm watching you.
context: Come shopping with us!\I'm following her\I said no!\Don't tell me what to do, assistant...\You want to sit on your knees again?\This time, for three hours...\Now, then! Let's get things ready for the party!\I'm watching you. response:	I'm watching
context: I'm following her\I said no!\Don't tell me what to do, assistant...\You want to sit on your knees again?\This time, for three hours...\Now, then! Let's get things ready for the party!\I'm watching you.\I'm watching response:	watching you.
context: I said no!\Don't tell me what to do, assistant...\You want to sit on your knees again?\This time, for three hours...\Now, then! Let's get things ready for the party!\I'm watching you.\I'm watching\watching you. response:	What's wrong, Okarin?
context: Don't tell me what to do, assistant...\You want to sit on your knees again?\This time, for three hours...\Now, then! Let's get things ready for the party!\I'm watching you.\I'm watching\watching you.\What's wrong, Okarin? response:	Nothing.
context: You want to sit on your knees again?\This time, for three hours...\Now, then! Let's get things ready for the party!\I'm watching you.\I'm watching\watching you.\What's wrong, Okarin?\Nothing. response:	I'm watching you.
context: This time, for three hours...\Now, then! Let's get things ready for the party!\I'm watching you.\I'm watching\watching you.\What's wrong, Okarin?\Nothing.\I'm watching you. response:	What is this?
context: Now, then! Let's get things ready for the party!\I'm watching you.\I'm watching\watching you.\What's wrong, Okarin?\Nothing.\I'm watching you.\What is this? response:	PART B
context: I'm watching you.\I'm watching\watching you.\What's wrong, Okarin?\Nothing.\I'm watching you.\What is this?\PART B response:	I think sweet curry is good.
context: I'm watching\watching you.\What's wrong, Okarin?\Nothing.\I'm watching you.\What is this?\PART B\I think sweet curry is good. response:	Or maybe spicy?
context: watching you.\What's wrong, Okarin?\Nothing.\I'm watching you.\What is this?\PART B\I think sweet curry is good.\Or maybe spicy? response:	What do you think?
context: What's wrong, Okarin?\Nothing.\I'm watching you.\What is this?\PART B\I think sweet curry is good.\Or maybe spicy?\What do you think? response:	S-Sure... Spicy, I guess.
context: Nothing.\I'm watching you.\What is this?\PART B\I think sweet curry is good.\Or maybe spicy?\What do you think?\S-Sure... Spicy, I guess. response:	Oh, yeah! Suzu-san's a part-time warrior, right?
context: I'm watching you.\What is this?\PART B\I think sweet curry is good.\Or maybe spicy?\What do you think?\S-Sure... Spicy, I guess.\Oh, yeah! Suzu-san's a part-time warrior, right? response:	If she's a warrior, she'll want spicy.
context: What is this?\PART B\I think sweet curry is good.\Or maybe spicy?\What do you think?\S-Sure... Spicy, I guess.\Oh, yeah! Suzu-san's a part-time warrior, right?\If she's a warrior, she'll want spicy. response:	Um... Next, we need the meat.
context: PART B\I think sweet curry is good.\Or maybe spicy?\What do you think?\S-Sure... Spicy, I guess.\Oh, yeah! Suzu-san's a part-time warrior, right?\If she's a warrior, she'll want spicy.\Um... Next, we need the meat. response:	Beef is expensive...
context: I think sweet curry is good.\Or maybe spicy?\What do you think?\S-Sure... Spicy, I guess.\Oh, yeah! Suzu-san's a part-time warrior, right?\If she's a warrior, she'll want spicy.\Um... Next, we need the meat.\Beef is expensive... response:	Hey, Okarin.
context: Or maybe spicy?\What do you think?\S-Sure... Spicy, I guess.\Oh, yeah! Suzu-san's a part-time warrior, right?\If she's a warrior, she'll want spicy.\Um... Next, we need the meat.\Beef is expensive...\Hey, Okarin. response:	You don't look good.
context: What do you think?\S-Sure... Spicy, I guess.\Oh, yeah! Suzu-san's a part-time warrior, right?\If she's a warrior, she'll want spicy.\Um... Next, we need the meat.\Beef is expensive...\Hey, Okarin.\You don't look good. response:	Back there, you would've normally said...
context: S-Sure... Spicy, I guess.\Oh, yeah! Suzu-san's a part-time warrior, right?\If she's a warrior, she'll want spicy.\Um... Next, we need the meat.\Beef is expensive...\Hey, Okarin.\You don't look good.\Back there, you would've normally said... response:	The Organization's sabotage has increased the price of beef!
context: Oh, yeah! Suzu-san's a part-time warrior, right?\If she's a warrior, she'll want spicy.\Um... Next, we need the meat.\Beef is expensive...\Hey, Okarin.\You don't look good.\Back there, you would've normally said...\The Organization's sabotage has increased the price of beef! response:	Has Operation Time Sale begun?
context: If she's a warrior, she'll want spicy.\Um... Next, we need the meat.\Beef is expensive...\Hey, Okarin.\You don't look good.\Back there, you would've normally said...\The Organization's sabotage has increased the price of beef!\Has Operation Time Sale begun? response:	But you use Norse mythology there, not time sale.
context: Um... Next, we need the meat.\Beef is expensive...\Hey, Okarin.\You don't look good.\Back there, you would've normally said...\The Organization's sabotage has increased the price of beef!\Has Operation Time Sale begun?\But you use Norse mythology there, not time sale. response:	It's me.
context: Beef is expensive...\Hey, Okarin.\You don't look good.\Back there, you would've normally said...\The Organization's sabotage has increased the price of beef!\Has Operation Time Sale begun?\But you use Norse mythology there, not time sale.\It's me. response:	The Organization's sabotage has caused unexpected expenses
context: Hey, Okarin.\You don't look good.\Back there, you would've normally said...\The Organization's sabotage has increased the price of beef!\Has Operation Time Sale begun?\But you use Norse mythology there, not time sale.\It's me.\The Organization's sabotage has caused unexpected expenses response:	in Operation Audhumbla.
