context: TS response:	Colonel Tanaka...
context: Elena, that's...\Why didn't you ask me about this grave?\You've been curious about it all this time.\Because I...\You never even tried to find out!\I killed Miller!\I killed the singer and became Miller myself!\There's no real me! response:	Well, here I was thinking we were saving the world this whole time.
context: Why didn't you ask me about this grave?\You've been curious about it all this time.\Because I...\You never even tried to find out!\I killed Miller!\I killed the singer and became Miller myself!\There's no real me!\Well, here I was thinking we were saving the world this whole time. response:	Look how happy someone is.
context: You've been curious about it all this time.\Because I...\You never even tried to find out!\I killed Miller!\I killed the singer and became Miller myself!\There's no real me!\Well, here I was thinking we were saving the world this whole time.\Look how happy someone is. response:	Oh?
context: Because I...\You never even tried to find out!\I killed Miller!\I killed the singer and became Miller myself!\There's no real me!\Well, here I was thinking we were saving the world this whole time.\Look how happy someone is.\Oh? response:	So Gazelle Co. jokes now?
context: You never even tried to find out!\I killed Miller!\I killed the singer and became Miller myself!\There's no real me!\Well, here I was thinking we were saving the world this whole time.\Look how happy someone is.\Oh?\So Gazelle Co. jokes now? response:	Jokes? Nope, I'm totally serious!
context: I killed Miller!\I killed the singer and became Miller myself!\There's no real me!\Well, here I was thinking we were saving the world this whole time.\Look how happy someone is.\Oh?\So Gazelle Co. jokes now?\Jokes? Nope, I'm totally serious! response:	About the future of the two of us, that is.
context: I killed the singer and became Miller myself!\There's no real me!\Well, here I was thinking we were saving the world this whole time.\Look how happy someone is.\Oh?\So Gazelle Co. jokes now?\Jokes? Nope, I'm totally serious!\About the future of the two of us, that is. response:	Is that really so urgent?
context: There's no real me!\Well, here I was thinking we were saving the world this whole time.\Look how happy someone is.\Oh?\So Gazelle Co. jokes now?\Jokes? Nope, I'm totally serious!\About the future of the two of us, that is.\Is that really so urgent? response:	I have to answer questions about the Quartz soon.
context: Well, here I was thinking we were saving the world this whole time.\Look how happy someone is.\Oh?\So Gazelle Co. jokes now?\Jokes? Nope, I'm totally serious!\About the future of the two of us, that is.\Is that really so urgent?\I have to answer questions about the Quartz soon. response:	Just thinking about it
context: Look how happy someone is.\Oh?\So Gazelle Co. jokes now?\Jokes? Nope, I'm totally serious!\About the future of the two of us, that is.\Is that really so urgent?\I have to answer questions about the Quartz soon.\Just thinking about it response:	It's about Ao. Is it really okay this way?
context: Oh?\So Gazelle Co. jokes now?\Jokes? Nope, I'm totally serious!\About the future of the two of us, that is.\Is that really so urgent?\I have to answer questions about the Quartz soon.\Just thinking about it\It's about Ao. Is it really okay this way? response:	I know that America's being forceful.
context: So Gazelle Co. jokes now?\Jokes? Nope, I'm totally serious!\About the future of the two of us, that is.\Is that really so urgent?\I have to answer questions about the Quartz soon.\Just thinking about it\It's about Ao. Is it really okay this way?\I know that America's being forceful. response:	But our enemy isn't America.
context: Jokes? Nope, I'm totally serious!\About the future of the two of us, that is.\Is that really so urgent?\I have to answer questions about the Quartz soon.\Just thinking about it\It's about Ao. Is it really okay this way?\I know that America's being forceful.\But our enemy isn't America. response:	That's Stanley's opinion, isn't it?
context: About the future of the two of us, that is.\Is that really so urgent?\I have to answer questions about the Quartz soon.\Just thinking about it\It's about Ao. Is it really okay this way?\I know that America's being forceful.\But our enemy isn't America.\That's Stanley's opinion, isn't it? response:	What about you?
context: Is that really so urgent?\I have to answer questions about the Quartz soon.\Just thinking about it\It's about Ao. Is it really okay this way?\I know that America's being forceful.\But our enemy isn't America.\That's Stanley's opinion, isn't it?\What about you? response:	Hallstrom!
context: I have to answer questions about the Quartz soon.\Just thinking about it\It's about Ao. Is it really okay this way?\I know that America's being forceful.\But our enemy isn't America.\That's Stanley's opinion, isn't it?\What about you?\Hallstrom! response:	It's about time.
context: Just thinking about it\It's about Ao. Is it really okay this way?\I know that America's being forceful.\But our enemy isn't America.\That's Stanley's opinion, isn't it?\What about you?\Hallstrom!\It's about time. response:	What's up?
context: It's about Ao. Is it really okay this way?\I know that America's being forceful.\But our enemy isn't America.\That's Stanley's opinion, isn't it?\What about you?\Hallstrom!\It's about time.\What's up? response:	Could we...
context: I know that America's being forceful.\But our enemy isn't America.\That's Stanley's opinion, isn't it?\What about you?\Hallstrom!\It's about time.\What's up?\Could we... response:	speak in private, if that's okay with you?
context: But our enemy isn't America.\That's Stanley's opinion, isn't it?\What about you?\Hallstrom!\It's about time.\What's up?\Could we...\speak in private, if that's okay with you? response:	We're going anyway.
context: That's Stanley's opinion, isn't it?\What about you?\Hallstrom!\It's about time.\What's up?\Could we...\speak in private, if that's okay with you?\We're going anyway. response:	Looks like she wants you to comfort her.
context: What about you?\Hallstrom!\It's about time.\What's up?\Could we...\speak in private, if that's okay with you?\We're going anyway.\Looks like she wants you to comfort her. response:	You get my drift?
context: Hallstrom!\It's about time.\What's up?\Could we...\speak in private, if that's okay with you?\We're going anyway.\Looks like she wants you to comfort her.\You get my drift? response:	Sure, but I might get a call from Rebecca.
context: It's about time.\What's up?\Could we...\speak in private, if that's okay with you?\We're going anyway.\Looks like she wants you to comfort her.\You get my drift?\Sure, but I might get a call from Rebecca. response:	Gazelle...
context: What's up?\Could we...\speak in private, if that's okay with you?\We're going anyway.\Looks like she wants you to comfort her.\You get my drift?\Sure, but I might get a call from Rebecca.\Gazelle... response:	It's her, after all! Even just her voice
context: Could we...\speak in private, if that's okay with you?\We're going anyway.\Looks like she wants you to comfort her.\You get my drift?\Sure, but I might get a call from Rebecca.\Gazelle...\It's her, after all! Even just her voice response:	Elena?
context: speak in private, if that's okay with you?\We're going anyway.\Looks like she wants you to comfort her.\You get my drift?\Sure, but I might get a call from Rebecca.\Gazelle...\It's her, after all! Even just her voice\Elena? response:	Are you really so worried about it?
context: We're going anyway.\Looks like she wants you to comfort her.\You get my drift?\Sure, but I might get a call from Rebecca.\Gazelle...\It's her, after all! Even just her voice\Elena?\Are you really so worried about it? response:	Don't worry, your boobs will get bigger.
context: Looks like she wants you to comfort her.\You get my drift?\Sure, but I might get a call from Rebecca.\Gazelle...\It's her, after all! Even just her voice\Elena?\Are you really so worried about it?\Don't worry, your boobs will get bigger. response:	Idiot.
context: You get my drift?\Sure, but I might get a call from Rebecca.\Gazelle...\It's her, after all! Even just her voice\Elena?\Are you really so worried about it?\Don't worry, your boobs will get bigger.\Idiot. response:	I wanted to ask, but...
context: Sure, but I might get a call from Rebecca.\Gazelle...\It's her, after all! Even just her voice\Elena?\Are you really so worried about it?\Don't worry, your boobs will get bigger.\Idiot.\I wanted to ask, but... response:	Fleur!
context: Gazelle...\It's her, after all! Even just her voice\Elena?\Are you really so worried about it?\Don't worry, your boobs will get bigger.\Idiot.\I wanted to ask, but...\Fleur! response:	Sorry for barging in while you're changing, but Elena is...
context: It's her, after all! Even just her voice\Elena?\Are you really so worried about it?\Don't worry, your boobs will get bigger.\Idiot.\I wanted to ask, but...\Fleur!\Sorry for barging in while you're changing, but Elena is... response:	I told you I'm going!
context: Elena?\Are you really so worried about it?\Don't worry, your boobs will get bigger.\Idiot.\I wanted to ask, but...\Fleur!\Sorry for barging in while you're changing, but Elena is...\I told you I'm going! response:	You'll never make it to America with the trapar in Kyrie!
context: Are you really so worried about it?\Don't worry, your boobs will get bigger.\Idiot.\I wanted to ask, but...\Fleur!\Sorry for barging in while you're changing, but Elena is...\I told you I'm going!\You'll never make it to America with the trapar in Kyrie! response:	Stop!
context: Don't worry, your boobs will get bigger.\Idiot.\I wanted to ask, but...\Fleur!\Sorry for barging in while you're changing, but Elena is...\I told you I'm going!\You'll never make it to America with the trapar in Kyrie!\Stop! response:	I don't care! Just open the gate!
context: Idiot.\I wanted to ask, but...\Fleur!\Sorry for barging in while you're changing, but Elena is...\I told you I'm going!\You'll never make it to America with the trapar in Kyrie!\Stop!\I don't care! Just open the gate! response:	What?!
context: I wanted to ask, but...\Fleur!\Sorry for barging in while you're changing, but Elena is...\I told you I'm going!\You'll never make it to America with the trapar in Kyrie!\Stop!\I don't care! Just open the gate!\What?! response:	Elena, what are you doing?!
context: Fleur!\Sorry for barging in while you're changing, but Elena is...\I told you I'm going!\You'll never make it to America with the trapar in Kyrie!\Stop!\I don't care! Just open the gate!\What?!\Elena, what are you doing?! response:	I've come to a conclusion!
context: Sorry for barging in while you're changing, but Elena is...\I told you I'm going!\You'll never make it to America with the trapar in Kyrie!\Stop!\I don't care! Just open the gate!\What?!\Elena, what are you doing?!\I've come to a conclusion! response:	I'm going for Ao!
context: I told you I'm going!\You'll never make it to America with the trapar in Kyrie!\Stop!\I don't care! Just open the gate!\What?!\Elena, what are you doing?!\I've come to a conclusion!\I'm going for Ao! response:	What are you saying?! Ao isn't...
context: You'll never make it to America with the trapar in Kyrie!\Stop!\I don't care! Just open the gate!\What?!\Elena, what are you doing?!\I've come to a conclusion!\I'm going for Ao!\What are you saying?! Ao isn't... response:	Isn't coming back?
context: Stop!\I don't care! Just open the gate!\What?!\Elena, what are you doing?!\I've come to a conclusion!\I'm going for Ao!\What are you saying?! Ao isn't...\Isn't coming back? response:	Then we'll have to take him back!
context: I don't care! Just open the gate!\What?!\Elena, what are you doing?!\I've come to a conclusion!\I'm going for Ao!\What are you saying?! Ao isn't...\Isn't coming back?\Then we'll have to take him back! response:	Do you even get it? He's on an American carrier!
context: What?!\Elena, what are you doing?!\I've come to a conclusion!\I'm going for Ao!\What are you saying?! Ao isn't...\Isn't coming back?\Then we'll have to take him back!\Do you even get it? He's on an American carrier! response:	Why are you stopping me? You don't even care, do you?
context: Elena, what are you doing?!\I've come to a conclusion!\I'm going for Ao!\What are you saying?! Ao isn't...\Isn't coming back?\Then we'll have to take him back!\Do you even get it? He's on an American carrier!\Why are you stopping me? You don't even care, do you? response:	I didn't ask because you're my friend!
context: I've come to a conclusion!\I'm going for Ao!\What are you saying?! Ao isn't...\Isn't coming back?\Then we'll have to take him back!\Do you even get it? He's on an American carrier!\Why are you stopping me? You don't even care, do you?\I didn't ask because you're my friend! response:	I thought you wanted that!
context: I'm going for Ao!\What are you saying?! Ao isn't...\Isn't coming back?\Then we'll have to take him back!\Do you even get it? He's on an American carrier!\Why are you stopping me? You don't even care, do you?\I didn't ask because you're my friend!\I thought you wanted that! response:	No!
context: What are you saying?! Ao isn't...\Isn't coming back?\Then we'll have to take him back!\Do you even get it? He's on an American carrier!\Why are you stopping me? You don't even care, do you?\I didn't ask because you're my friend!\I thought you wanted that!\No! response:	I wanted you to ask!
context: Isn't coming back?\Then we'll have to take him back!\Do you even get it? He's on an American carrier!\Why are you stopping me? You don't even care, do you?\I didn't ask because you're my friend!\I thought you wanted that!\No!\I wanted you to ask! response:	Fleur! Elena!
context: Then we'll have to take him back!\Do you even get it? He's on an American carrier!\Why are you stopping me? You don't even care, do you?\I didn't ask because you're my friend!\I thought you wanted that!\No!\I wanted you to ask!\Fleur! Elena! response:	Can you hear me?
context: Do you even get it? He's on an American carrier!\Why are you stopping me? You don't even care, do you?\I didn't ask because you're my friend!\I thought you wanted that!\No!\I wanted you to ask!\Fleur! Elena!\Can you hear me? response:	Go and bring Ao back.
context: Why are you stopping me? You don't even care, do you?\I didn't ask because you're my friend!\I thought you wanted that!\No!\I wanted you to ask!\Fleur! Elena!\Can you hear me?\Go and bring Ao back. response:	You want to know how he really feels, don't you?
context: I didn't ask because you're my friend!\I thought you wanted that!\No!\I wanted you to ask!\Fleur! Elena!\Can you hear me?\Go and bring Ao back.\You want to know how he really feels, don't you? response:	Then go and ask yourselves.
context: I thought you wanted that!\No!\I wanted you to ask!\Fleur! Elena!\Can you hear me?\Go and bring Ao back.\You want to know how he really feels, don't you?\Then go and ask yourselves. response:	You can fly now.
context: No!\I wanted you to ask!\Fleur! Elena!\Can you hear me?\Go and bring Ao back.\You want to know how he really feels, don't you?\Then go and ask yourselves.\You can fly now. response:	I'm going.
context: I wanted you to ask!\Fleur! Elena!\Can you hear me?\Go and bring Ao back.\You want to know how he really feels, don't you?\Then go and ask yourselves.\You can fly now.\I'm going. response:	You're thirteen now.
context: Fleur! Elena!\Can you hear me?\Go and bring Ao back.\You want to know how he really feels, don't you?\Then go and ask yourselves.\You can fly now.\I'm going.\You're thirteen now. response:	As a man living in society, you must think for yourself and fulfill your duties.
context: Can you hear me?\Go and bring Ao back.\You want to know how he really feels, don't you?\Then go and ask yourselves.\You can fly now.\I'm going.\You're thirteen now.\As a man living in society, you must think for yourself and fulfill your duties. response:	Mr. Tanaka...
context: Go and bring Ao back.\You want to know how he really feels, don't you?\Then go and ask yourselves.\You can fly now.\I'm going.\You're thirteen now.\As a man living in society, you must think for yourself and fulfill your duties.\Mr. Tanaka... response:	The Quartz Gun belongs to the world. It's not something a single person should wield.
context: You want to know how he really feels, don't you?\Then go and ask yourselves.\You can fly now.\I'm going.\You're thirteen now.\As a man living in society, you must think for yourself and fulfill your duties.\Mr. Tanaka...\The Quartz Gun belongs to the world. It's not something a single person should wield. response:	Warning! Two IFOs approaching.
context: Then go and ask yourselves.\You can fly now.\I'm going.\You're thirteen now.\As a man living in society, you must think for yourself and fulfill your duties.\Mr. Tanaka...\The Quartz Gun belongs to the world. It's not something a single person should wield.\Warning! Two IFOs approaching. response:	What?
context: You can fly now.\I'm going.\You're thirteen now.\As a man living in society, you must think for yourself and fulfill your duties.\Mr. Tanaka...\The Quartz Gun belongs to the world. It's not something a single person should wield.\Warning! Two IFOs approaching.\What? response:	I repeat: Warning! Two IFOs approaching.
context: I'm going.\You're thirteen now.\As a man living in society, you must think for yourself and fulfill your duties.\Mr. Tanaka...\The Quartz Gun belongs to the world. It's not something a single person should wield.\Warning! Two IFOs approaching.\What?\I repeat: Warning! Two IFOs approaching. response:	She's locked on to us?
context: You're thirteen now.\As a man living in society, you must think for yourself and fulfill your duties.\Mr. Tanaka...\The Quartz Gun belongs to the world. It's not something a single person should wield.\Warning! Two IFOs approaching.\What?\I repeat: Warning! Two IFOs approaching.\She's locked on to us? response:	If we take off, they're gonna take us down!
context: As a man living in society, you must think for yourself and fulfill your duties.\Mr. Tanaka...\The Quartz Gun belongs to the world. It's not something a single person should wield.\Warning! Two IFOs approaching.\What?\I repeat: Warning! Two IFOs approaching.\She's locked on to us?\If we take off, they're gonna take us down! response:	What the...
context: Mr. Tanaka...\The Quartz Gun belongs to the world. It's not something a single person should wield.\Warning! Two IFOs approaching.\What?\I repeat: Warning! Two IFOs approaching.\She's locked on to us?\If we take off, they're gonna take us down!\What the... response:	Come out, Ao!
context: The Quartz Gun belongs to the world. It's not something a single person should wield.\Warning! Two IFOs approaching.\What?\I repeat: Warning! Two IFOs approaching.\She's locked on to us?\If we take off, they're gonna take us down!\What the...\Come out, Ao! response:	If you don't, we're blowing everything to smithereens.
context: Warning! Two IFOs approaching.\What?\I repeat: Warning! Two IFOs approaching.\She's locked on to us?\If we take off, they're gonna take us down!\What the...\Come out, Ao!\If you don't, we're blowing everything to smithereens. response:	Hey, don't make threats!
context: What?\I repeat: Warning! Two IFOs approaching.\She's locked on to us?\If we take off, they're gonna take us down!\What the...\Come out, Ao!\If you don't, we're blowing everything to smithereens.\Hey, don't make threats! response:	Fleur! And Elena!
context: I repeat: Warning! Two IFOs approaching.\She's locked on to us?\If we take off, they're gonna take us down!\What the...\Come out, Ao!\If you don't, we're blowing everything to smithereens.\Hey, don't make threats!\Fleur! And Elena! response:	Ao, tell us!
context: She's locked on to us?\If we take off, they're gonna take us down!\What the...\Come out, Ao!\If you don't, we're blowing everything to smithereens.\Hey, don't make threats!\Fleur! And Elena!\Ao, tell us! response:	Fleur!
context: If we take off, they're gonna take us down!\What the...\Come out, Ao!\If you don't, we're blowing everything to smithereens.\Hey, don't make threats!\Fleur! And Elena!\Ao, tell us!\Fleur! response:	Go back! The president will get mad at you!
context: What the...\Come out, Ao!\If you don't, we're blowing everything to smithereens.\Hey, don't make threats!\Fleur! And Elena!\Ao, tell us!\Fleur!\Go back! The president will get mad at you! response:	You don't want to come back?
context: Come out, Ao!\If you don't, we're blowing everything to smithereens.\Hey, don't make threats!\Fleur! And Elena!\Ao, tell us!\Fleur!\Go back! The president will get mad at you!\You don't want to come back? response:	Or do you want to stay here forever?
context: If you don't, we're blowing everything to smithereens.\Hey, don't make threats!\Fleur! And Elena!\Ao, tell us!\Fleur!\Go back! The president will get mad at you!\You don't want to come back?\Or do you want to stay here forever? response:	We came all the way here to ask you this!
context: Hey, don't make threats!\Fleur! And Elena!\Ao, tell us!\Fleur!\Go back! The president will get mad at you!\You don't want to come back?\Or do you want to stay here forever?\We came all the way here to ask you this! response:	Give us an answer, Ao!
context: Fleur! And Elena!\Ao, tell us!\Fleur!\Go back! The president will get mad at you!\You don't want to come back?\Or do you want to stay here forever?\We came all the way here to ask you this!\Give us an answer, Ao! response:	What are you saying?
context: Ao, tell us!\Fleur!\Go back! The president will get mad at you!\You don't want to come back?\Or do you want to stay here forever?\We came all the way here to ask you this!\Give us an answer, Ao!\What are you saying? response:	I did it for the sake of the company's and everyone
context: Fleur!\Go back! The president will get mad at you!\You don't want to come back?\Or do you want to stay here forever?\We came all the way here to ask you this!\Give us an answer, Ao!\What are you saying?\I did it for the sake of the company's and everyone response:	I don't want to hear about your reasons, Ao!
context: Go back! The president will get mad at you!\You don't want to come back?\Or do you want to stay here forever?\We came all the way here to ask you this!\Give us an answer, Ao!\What are you saying?\I did it for the sake of the company's and everyone\I don't want to hear about your reasons, Ao! response:	Just tell us how you feel!
context: You don't want to come back?\Or do you want to stay here forever?\We came all the way here to ask you this!\Give us an answer, Ao!\What are you saying?\I did it for the sake of the company's and everyone\I don't want to hear about your reasons, Ao!\Just tell us how you feel! response:	Elena?
context: Or do you want to stay here forever?\We came all the way here to ask you this!\Give us an answer, Ao!\What are you saying?\I did it for the sake of the company's and everyone\I don't want to hear about your reasons, Ao!\Just tell us how you feel!\Elena? response:	want to...
context: We came all the way here to ask you this!\Give us an answer, Ao!\What are you saying?\I did it for the sake of the company's and everyone\I don't want to hear about your reasons, Ao!\Just tell us how you feel!\Elena?\want to... response:	go back...
context: Give us an answer, Ao!\What are you saying?\I did it for the sake of the company's and everyone\I don't want to hear about your reasons, Ao!\Just tell us how you feel!\Elena?\want to...\go back... response:	And be together with all of you!
context: What are you saying?\I did it for the sake of the company's and everyone\I don't want to hear about your reasons, Ao!\Just tell us how you feel!\Elena?\want to...\go back...\And be together with all of you! response:	See, he wants to come back, after all!
context: I did it for the sake of the company's and everyone\I don't want to hear about your reasons, Ao!\Just tell us how you feel!\Elena?\want to...\go back...\And be together with all of you!\See, he wants to come back, after all! response:	I was the one who told you that.
context: I don't want to hear about your reasons, Ao!\Just tell us how you feel!\Elena?\want to...\go back...\And be together with all of you!\See, he wants to come back, after all!\I was the one who told you that. response:	So you get along so well that you fight?
context: Just tell us how you feel!\Elena?\want to...\go back...\And be together with all of you!\See, he wants to come back, after all!\I was the one who told you that.\So you get along so well that you fight? response:	No!
context: Elena?\want to...\go back...\And be together with all of you!\See, he wants to come back, after all!\I was the one who told you that.\So you get along so well that you fight?\No! response:	Did you do that to Mom as well?
context: want to...\go back...\And be together with all of you!\See, he wants to come back, after all!\I was the one who told you that.\So you get along so well that you fight?\No!\Did you do that to Mom as well? response:	Generation Bleu is done for.
context: go back...\And be together with all of you!\See, he wants to come back, after all!\I was the one who told you that.\So you get along so well that you fight?\No!\Did you do that to Mom as well?\Generation Bleu is done for. response:	I don't care.
context: And be together with all of you!\See, he wants to come back, after all!\I was the one who told you that.\So you get along so well that you fight?\No!\Did you do that to Mom as well?\Generation Bleu is done for.\I don't care. response:	Fleur! Elena! Let's go!
context: See, he wants to come back, after all!\I was the one who told you that.\So you get along so well that you fight?\No!\Did you do that to Mom as well?\Generation Bleu is done for.\I don't care.\Fleur! Elena! Let's go! response:	Crap! The Third Engine is down!
context: I was the one who told you that.\So you get along so well that you fight?\No!\Did you do that to Mom as well?\Generation Bleu is done for.\I don't care.\Fleur! Elena! Let's go!\Crap! The Third Engine is down! response:	Due to the power of love, it was working fine a moment ago!
context: So you get along so well that you fight?\No!\Did you do that to Mom as well?\Generation Bleu is done for.\I don't care.\Fleur! Elena! Let's go!\Crap! The Third Engine is down!\Due to the power of love, it was working fine a moment ago! response:	You!
context: No!\Did you do that to Mom as well?\Generation Bleu is done for.\I don't care.\Fleur! Elena! Let's go!\Crap! The Third Engine is down!\Due to the power of love, it was working fine a moment ago!\You! response:	You admitted it!
context: Did you do that to Mom as well?\Generation Bleu is done for.\I don't care.\Fleur! Elena! Let's go!\Crap! The Third Engine is down!\Due to the power of love, it was working fine a moment ago!\You!\You admitted it! response:	At this rate, we'll run out of fuel...
context: Generation Bleu is done for.\I don't care.\Fleur! Elena! Let's go!\Crap! The Third Engine is down!\Due to the power of love, it was working fine a moment ago!\You!\You admitted it!\At this rate, we'll run out of fuel... response:	Should I carry the both of you back?
context: I don't care.\Fleur! Elena! Let's go!\Crap! The Third Engine is down!\Due to the power of love, it was working fine a moment ago!\You!\You admitted it!\At this rate, we'll run out of fuel...\Should I carry the both of you back? response:	Not a chance!
context: Fleur! Elena! Let's go!\Crap! The Third Engine is down!\Due to the power of love, it was working fine a moment ago!\You!\You admitted it!\At this rate, we'll run out of fuel...\Should I carry the both of you back?\Not a chance! response:	Chief...
context: Crap! The Third Engine is down!\Due to the power of love, it was working fine a moment ago!\You!\You admitted it!\At this rate, we'll run out of fuel...\Should I carry the both of you back?\Not a chance!\Chief... response:	Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?
context: Due to the power of love, it was working fine a moment ago!\You!\You admitted it!\At this rate, we'll run out of fuel...\Should I carry the both of you back?\Not a chance!\Chief...\Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan? response:	It is.
context: You!\You admitted it!\At this rate, we'll run out of fuel...\Should I carry the both of you back?\Not a chance!\Chief...\Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?\It is. response:	Due to this, the questioning of Cristophe Blanc by the UN has been called off.
context: You admitted it!\At this rate, we'll run out of fuel...\Should I carry the both of you back?\Not a chance!\Chief...\Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?\It is.\Due to this, the questioning of Cristophe Blanc by the UN has been called off. response:	The United States considers Generation Bleu terrorists,
context: At this rate, we'll run out of fuel...\Should I carry the both of you back?\Not a chance!\Chief...\Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?\It is.\Due to this, the questioning of Cristophe Blanc by the UN has been called off.\The United States considers Generation Bleu terrorists, response:	and demand a UN decision to restrain them, using force if necessary!
context: Should I carry the both of you back?\Not a chance!\Chief...\Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?\It is.\Due to this, the questioning of Cristophe Blanc by the UN has been called off.\The United States considers Generation Bleu terrorists,\and demand a UN decision to restrain them, using force if necessary! response:	Would you look at this!
context: Not a chance!\Chief...\Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?\It is.\Due to this, the questioning of Cristophe Blanc by the UN has been called off.\The United States considers Generation Bleu terrorists,\and demand a UN decision to restrain them, using force if necessary!\Would you look at this! response:	I never thought I'd ever see Fleur taking Ao back.
context: Chief...\Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?\It is.\Due to this, the questioning of Cristophe Blanc by the UN has been called off.\The United States considers Generation Bleu terrorists,\and demand a UN decision to restrain them, using force if necessary!\Would you look at this!\I never thought I'd ever see Fleur taking Ao back. response:	It's not funny!
context: Is it true that the Generation Bleu made a surprise attack on the US carrier, USS Ronald Reagan?\It is.\Due to this, the questioning of Cristophe Blanc by the UN has been called off.\The United States considers Generation Bleu terrorists,\and demand a UN decision to restrain them, using force if necessary!\Would you look at this!\I never thought I'd ever see Fleur taking Ao back.\It's not funny! response:	You raised a hand at the American army.
context: It is.\Due to this, the questioning of Cristophe Blanc by the UN has been called off.\The United States considers Generation Bleu terrorists,\and demand a UN decision to restrain them, using force if necessary!\Would you look at this!\I never thought I'd ever see Fleur taking Ao back.\It's not funny!\You raised a hand at the American army. response:	The Big Blue World can't support you anymore!
context: Due to this, the questioning of Cristophe Blanc by the UN has been called off.\The United States considers Generation Bleu terrorists,\and demand a UN decision to restrain them, using force if necessary!\Would you look at this!\I never thought I'd ever see Fleur taking Ao back.\It's not funny!\You raised a hand at the American army.\The Big Blue World can't support you anymore! response:	Blanc...
context: The United States considers Generation Bleu terrorists,\and demand a UN decision to restrain them, using force if necessary!\Would you look at this!\I never thought I'd ever see Fleur taking Ao back.\It's not funny!\You raised a hand at the American army.\The Big Blue World can't support you anymore!\Blanc... response:	Just follow the company's orders for once.
context: and demand a UN decision to restrain them, using force if necessary!\Would you look at this!\I never thought I'd ever see Fleur taking Ao back.\It's not funny!\You raised a hand at the American army.\The Big Blue World can't support you anymore!\Blanc...\Just follow the company's orders for once. response:	Ivica said that
context: Would you look at this!\I never thought I'd ever see Fleur taking Ao back.\It's not funny!\You raised a hand at the American army.\The Big Blue World can't support you anymore!\Blanc...\Just follow the company's orders for once.\Ivica said that response:	the ones blowing the pipe and leading the way aren't us,
context: I never thought I'd ever see Fleur taking Ao back.\It's not funny!\You raised a hand at the American army.\The Big Blue World can't support you anymore!\Blanc...\Just follow the company's orders for once.\Ivica said that\the ones blowing the pipe and leading the way aren't us, response:	but the children.
context: It's not funny!\You raised a hand at the American army.\The Big Blue World can't support you anymore!\Blanc...\Just follow the company's orders for once.\Ivica said that\the ones blowing the pipe and leading the way aren't us,\but the children. response:	I agree with him now.
context: You raised a hand at the American army.\The Big Blue World can't support you anymore!\Blanc...\Just follow the company's orders for once.\Ivica said that\the ones blowing the pipe and leading the way aren't us,\but the children.\I agree with him now. response:	What's going on? Where are all the adults?
context: The Big Blue World can't support you anymore!\Blanc...\Just follow the company's orders for once.\Ivica said that\the ones blowing the pipe and leading the way aren't us,\but the children.\I agree with him now.\What's going on? Where are all the adults? response:	Gazelle?
context: Blanc...\Just follow the company's orders for once.\Ivica said that\the ones blowing the pipe and leading the way aren't us,\but the children.\I agree with him now.\What's going on? Where are all the adults?\Gazelle? response:	I made you take Ao back.
context: Just follow the company's orders for once.\Ivica said that\the ones blowing the pipe and leading the way aren't us,\but the children.\I agree with him now.\What's going on? Where are all the adults?\Gazelle?\I made you take Ao back. response:	What do you mean?
context: Ivica said that\the ones blowing the pipe and leading the way aren't us,\but the children.\I agree with him now.\What's going on? Where are all the adults?\Gazelle?\I made you take Ao back.\What do you mean? response:	The times where Secrets were our only enemies are over.
context: the ones blowing the pipe and leading the way aren't us,\but the children.\I agree with him now.\What's going on? Where are all the adults?\Gazelle?\I made you take Ao back.\What do you mean?\The times where Secrets were our only enemies are over. response:	Well, it might've been over for a while.
context: but the children.\I agree with him now.\What's going on? Where are all the adults?\Gazelle?\I made you take Ao back.\What do you mean?\The times where Secrets were our only enemies are over.\Well, it might've been over for a while. response:	Since the day Eureka showed up.
context: I agree with him now.\What's going on? Where are all the adults?\Gazelle?\I made you take Ao back.\What do you mean?\The times where Secrets were our only enemies are over.\Well, it might've been over for a while.\Since the day Eureka showed up. response:	I knew it would come to this, so I provoked you.
context: What's going on? Where are all the adults?\Gazelle?\I made you take Ao back.\What do you mean?\The times where Secrets were our only enemies are over.\Well, it might've been over for a while.\Since the day Eureka showed up.\I knew it would come to this, so I provoked you. response:	What do you mean?
context: Gazelle?\I made you take Ao back.\What do you mean?\The times where Secrets were our only enemies are over.\Well, it might've been over for a while.\Since the day Eureka showed up.\I knew it would come to this, so I provoked you.\What do you mean? response:	We've crossed the line.
context: I made you take Ao back.\What do you mean?\The times where Secrets were our only enemies are over.\Well, it might've been over for a while.\Since the day Eureka showed up.\I knew it would come to this, so I provoked you.\What do you mean?\We've crossed the line. response:	It's started.
