context: August response:	September
context: They ain't the same at all, stupid!\Anyway, give me the net, now!\No!\I think it might've bit me!\Could a guy like this catch bugs?\Gah! It hurts! It hurts! It hurts, I think!\No way.\Amazin'! response:	Look at this, Kenta!
context: Anyway, give me the net, now!\No!\I think it might've bit me!\Could a guy like this catch bugs?\Gah! It hurts! It hurts! It hurts, I think!\No way.\Amazin'!\Look at this, Kenta! response:	It's a Hercules beetle!
context: No!\I think it might've bit me!\Could a guy like this catch bugs?\Gah! It hurts! It hurts! It hurts, I think!\No way.\Amazin'!\Look at this, Kenta!\It's a Hercules beetle! response:	What's one doin' here?
context: I think it might've bit me!\Could a guy like this catch bugs?\Gah! It hurts! It hurts! It hurts, I think!\No way.\Amazin'!\Look at this, Kenta!\It's a Hercules beetle!\What's one doin' here? response:	Someone must've been keepin' it, but it got away!
context: Could a guy like this catch bugs?\Gah! It hurts! It hurts! It hurts, I think!\No way.\Amazin'!\Look at this, Kenta!\It's a Hercules beetle!\What's one doin' here?\Someone must've been keepin' it, but it got away! response:	It wouldn't be here otherwise!
context: Gah! It hurts! It hurts! It hurts, I think!\No way.\Amazin'!\Look at this, Kenta!\It's a Hercules beetle!\What's one doin' here?\Someone must've been keepin' it, but it got away!\It wouldn't be here otherwise! response:	Why, is it really that amazing?
context: No way.\Amazin'!\Look at this, Kenta!\It's a Hercules beetle!\What's one doin' here?\Someone must've been keepin' it, but it got away!\It wouldn't be here otherwise!\Why, is it really that amazing? response:	It's real amazin'!
context: Amazin'!\Look at this, Kenta!\It's a Hercules beetle!\What's one doin' here?\Someone must've been keepin' it, but it got away!\It wouldn't be here otherwise!\Why, is it really that amazing?\It's real amazin'! response:	They showed'em on TV!
context: Look at this, Kenta!\It's a Hercules beetle!\What's one doin' here?\Someone must've been keepin' it, but it got away!\It wouldn't be here otherwise!\Why, is it really that amazing?\It's real amazin'!\They showed'em on TV! response:	They cost 20,000 yen!
context: It's a Hercules beetle!\What's one doin' here?\Someone must've been keepin' it, but it got away!\It wouldn't be here otherwise!\Why, is it really that amazing?\It's real amazin'!\They showed'em on TV!\They cost 20,000 yen! response:	20,000 for a bug?!
context: What's one doin' here?\Someone must've been keepin' it, but it got away!\It wouldn't be here otherwise!\Why, is it really that amazing?\It's real amazin'!\They showed'em on TV!\They cost 20,000 yen!\20,000 for a bug?! response:	Sensei, lend us the ladder!
context: Someone must've been keepin' it, but it got away!\It wouldn't be here otherwise!\Why, is it really that amazing?\It's real amazin'!\They showed'em on TV!\They cost 20,000 yen!\20,000 for a bug?!\Sensei, lend us the ladder! response:	We'll join forces to catch it!
context: It wouldn't be here otherwise!\Why, is it really that amazing?\It's real amazin'!\They showed'em on TV!\They cost 20,000 yen!\20,000 for a bug?!\Sensei, lend us the ladder!\We'll join forces to catch it! response:	Naru'll be thrilled to get such big game!
context: Why, is it really that amazing?\It's real amazin'!\They showed'em on TV!\They cost 20,000 yen!\20,000 for a bug?!\Sensei, lend us the ladder!\We'll join forces to catch it!\Naru'll be thrilled to get such big game! response:	Yeah, really!
context: It's real amazin'!\They showed'em on TV!\They cost 20,000 yen!\20,000 for a bug?!\Sensei, lend us the ladder!\We'll join forces to catch it!\Naru'll be thrilled to get such big game!\Yeah, really! response:	20,000 for a kid's present...
context: They showed'em on TV!\They cost 20,000 yen!\20,000 for a bug?!\Sensei, lend us the ladder!\We'll join forces to catch it!\Naru'll be thrilled to get such big game!\Yeah, really!\20,000 for a kid's present... response:	Carefully...
context: They cost 20,000 yen!\20,000 for a bug?!\Sensei, lend us the ladder!\We'll join forces to catch it!\Naru'll be thrilled to get such big game!\Yeah, really!\20,000 for a kid's present...\Carefully... response:	Go carefully, Kenta.
context: 20,000 for a bug?!\Sensei, lend us the ladder!\We'll join forces to catch it!\Naru'll be thrilled to get such big game!\Yeah, really!\20,000 for a kid's present...\Carefully...\Go carefully, Kenta. response:	Yeah.
context: Sensei, lend us the ladder!\We'll join forces to catch it!\Naru'll be thrilled to get such big game!\Yeah, really!\20,000 for a kid's present...\Carefully...\Go carefully, Kenta.\Yeah. response:	No good... I can't reach!
context: We'll join forces to catch it!\Naru'll be thrilled to get such big game!\Yeah, really!\20,000 for a kid's present...\Carefully...\Go carefully, Kenta.\Yeah.\No good... I can't reach! response:	Sensei!
context: Naru'll be thrilled to get such big game!\Yeah, really!\20,000 for a kid's present...\Carefully...\Go carefully, Kenta.\Yeah.\No good... I can't reach!\Sensei! response:	Me?! No, I can't, I can't!
context: Yeah, really!\20,000 for a kid's present...\Carefully...\Go carefully, Kenta.\Yeah.\No good... I can't reach!\Sensei!\Me?! No, I can't, I can't! response:	Sensei!
context: 20,000 for a kid's present...\Carefully...\Go carefully, Kenta.\Yeah.\No good... I can't reach!\Sensei!\Me?! No, I can't, I can't!\Sensei! response:	We'll hold the ladder!
context: Carefully...\Go carefully, Kenta.\Yeah.\No good... I can't reach!\Sensei!\Me?! No, I can't, I can't!\Sensei!\We'll hold the ladder! response:	An' we'll let Naru know how good you did!
context: Go carefully, Kenta.\Yeah.\No good... I can't reach!\Sensei!\Me?! No, I can't, I can't!\Sensei!\We'll hold the ladder!\An' we'll let Naru know how good you did! response:	We'll give her the big game together!
context: Yeah.\No good... I can't reach!\Sensei!\Me?! No, I can't, I can't!\Sensei!\We'll hold the ladder!\An' we'll let Naru know how good you did!\We'll give her the big game together! response:	We're beggin' ya, Sensei!
context: No good... I can't reach!\Sensei!\Me?! No, I can't, I can't!\Sensei!\We'll hold the ladder!\An' we'll let Naru know how good you did!\We'll give her the big game together!\We're beggin' ya, Sensei! response:	Sensei, go for it!
context: Sensei!\Me?! No, I can't, I can't!\Sensei!\We'll hold the ladder!\An' we'll let Naru know how good you did!\We'll give her the big game together!\We're beggin' ya, Sensei!\Sensei, go for it! response:	Go for it!
context: Me?! No, I can't, I can't!\Sensei!\We'll hold the ladder!\An' we'll let Naru know how good you did!\We'll give her the big game together!\We're beggin' ya, Sensei!\Sensei, go for it!\Go for it! response:	Keep goin', Sensei!
context: Sensei!\We'll hold the ladder!\An' we'll let Naru know how good you did!\We'll give her the big game together!\We're beggin' ya, Sensei!\Sensei, go for it!\Go for it!\Keep goin', Sensei! response:	It's so gross...
context: We'll hold the ladder!\An' we'll let Naru know how good you did!\We'll give her the big game together!\We're beggin' ya, Sensei!\Sensei, go for it!\Go for it!\Keep goin', Sensei!\It's so gross... response:	Shut up! Just catch it, now!
context: An' we'll let Naru know how good you did!\We'll give her the big game together!\We're beggin' ya, Sensei!\Sensei, go for it!\Go for it!\Keep goin', Sensei!\It's so gross...\Shut up! Just catch it, now! response:	I caught it!
context: We'll give her the big game together!\We're beggin' ya, Sensei!\Sensei, go for it!\Go for it!\Keep goin', Sensei!\It's so gross...\Shut up! Just catch it, now!\I caught it! response:	We did it!
context: We're beggin' ya, Sensei!\Sensei, go for it!\Go for it!\Keep goin', Sensei!\It's so gross...\Shut up! Just catch it, now!\I caught it!\We did it! response:	Hooray!
context: Sensei, go for it!\Go for it!\Keep goin', Sensei!\It's so gross...\Shut up! Just catch it, now!\I caught it!\We did it!\Hooray! response:	Wait! Hey!
context: Go for it!\Keep goin', Sensei!\It's so gross...\Shut up! Just catch it, now!\I caught it!\We did it!\Hooray!\Wait! Hey! response:	Hercules!
context: Keep goin', Sensei!\It's so gross...\Shut up! Just catch it, now!\I caught it!\We did it!\Hooray!\Wait! Hey!\Hercules! response:	Don't let go!
context: It's so gross...\Shut up! Just catch it, now!\I caught it!\We did it!\Hooray!\Wait! Hey!\Hercules!\Don't let go! response:	Hercules!
context: Shut up! Just catch it, now!\I caught it!\We did it!\Hooray!\Wait! Hey!\Hercules!\Don't let go!\Hercules! response:	H-Hey!
context: I caught it!\We did it!\Hooray!\Wait! Hey!\Hercules!\Don't let go!\Hercules!\H-Hey! response:	How can ya fall twice in one day?
context: We did it!\Hooray!\Wait! Hey!\Hercules!\Don't let go!\Hercules!\H-Hey!\How can ya fall twice in one day? response:	Yer clumsiness is a talent in itself.
context: Hooray!\Wait! Hey!\Hercules!\Don't let go!\Hercules!\H-Hey!\How can ya fall twice in one day?\Yer clumsiness is a talent in itself. response:	I'm never trusting you guys again.
context: Wait! Hey!\Hercules!\Don't let go!\Hercules!\H-Hey!\How can ya fall twice in one day?\Yer clumsiness is a talent in itself.\I'm never trusting you guys again. response:	So, got the Hercules?!
context: Hercules!\Don't let go!\Hercules!\H-Hey!\How can ya fall twice in one day?\Yer clumsiness is a talent in itself.\I'm never trusting you guys again.\So, got the Hercules?! response:	Yeah.
context: Don't let go!\Hercules!\H-Hey!\How can ya fall twice in one day?\Yer clumsiness is a talent in itself.\I'm never trusting you guys again.\So, got the Hercules?!\Yeah. response:	I knew I couldn't let it get away,
context: Hercules!\H-Hey!\How can ya fall twice in one day?\Yer clumsiness is a talent in itself.\I'm never trusting you guys again.\So, got the Hercules?!\Yeah.\I knew I couldn't let it get away, response:	so I held on tight to the net.
context: H-Hey!\How can ya fall twice in one day?\Yer clumsiness is a talent in itself.\I'm never trusting you guys again.\So, got the Hercules?!\Yeah.\I knew I couldn't let it get away,\so I held on tight to the net. response:	Yay!
context: How can ya fall twice in one day?\Yer clumsiness is a talent in itself.\I'm never trusting you guys again.\So, got the Hercules?!\Yeah.\I knew I couldn't let it get away,\so I held on tight to the net.\Yay! response:	Huh?
context: Yer clumsiness is a talent in itself.\I'm never trusting you guys again.\So, got the Hercules?!\Yeah.\I knew I couldn't let it get away,\so I held on tight to the net.\Yay!\Huh? response:	It ain't movin'.
context: I'm never trusting you guys again.\So, got the Hercules?!\Yeah.\I knew I couldn't let it get away,\so I held on tight to the net.\Yay!\Huh?\It ain't movin'. response:	It's...
context: So, got the Hercules?!\Yeah.\I knew I couldn't let it get away,\so I held on tight to the net.\Yay!\Huh?\It ain't movin'.\It's... response:	dead...
context: Yeah.\I knew I couldn't let it get away,\so I held on tight to the net.\Yay!\Huh?\It ain't movin'.\It's...\dead... response:	It can't be dead!
context: I knew I couldn't let it get away,\so I held on tight to the net.\Yay!\Huh?\It ain't movin'.\It's...\dead...\It can't be dead! response:	You smashed it!
context: so I held on tight to the net.\Yay!\Huh?\It ain't movin'.\It's...\dead...\It can't be dead!\You smashed it! response:	You're kidding!
context: Yay!\Huh?\It ain't movin'.\It's...\dead...\It can't be dead!\You smashed it!\You're kidding! response:	I can't believe you smashed the Hercules!
context: Huh?\It ain't movin'.\It's...\dead...\It can't be dead!\You smashed it!\You're kidding!\I can't believe you smashed the Hercules! response:	Stupid, stupid, stupid!
context: It ain't movin'.\It's...\dead...\It can't be dead!\You smashed it!\You're kidding!\I can't believe you smashed the Hercules!\Stupid, stupid, stupid! response:	Yer dyin' next!
context: It's...\dead...\It can't be dead!\You smashed it!\You're kidding!\I can't believe you smashed the Hercules!\Stupid, stupid, stupid!\Yer dyin' next! response:	You're that upset?
context: dead...\It can't be dead!\You smashed it!\You're kidding!\I can't believe you smashed the Hercules!\Stupid, stupid, stupid!\Yer dyin' next!\You're that upset? response:	You'd say that because of some bug?
context: It can't be dead!\You smashed it!\You're kidding!\I can't believe you smashed the Hercules!\Stupid, stupid, stupid!\Yer dyin' next!\You're that upset?\You'd say that because of some bug? response:	But we were gonna give it to Naru!
context: You smashed it!\You're kidding!\I can't believe you smashed the Hercules!\Stupid, stupid, stupid!\Yer dyin' next!\You're that upset?\You'd say that because of some bug?\But we were gonna give it to Naru! response:	Don't cry! Sheesh!
context: You're kidding!\I can't believe you smashed the Hercules!\Stupid, stupid, stupid!\Yer dyin' next!\You're that upset?\You'd say that because of some bug?\But we were gonna give it to Naru!\Don't cry! Sheesh! response:	Hurkules
context: I can't believe you smashed the Hercules!\Stupid, stupid, stupid!\Yer dyin' next!\You're that upset?\You'd say that because of some bug?\But we were gonna give it to Naru!\Don't cry! Sheesh!\Hurkules response:	I really am sorry.
context: Stupid, stupid, stupid!\Yer dyin' next!\You're that upset?\You'd say that because of some bug?\But we were gonna give it to Naru!\Don't cry! Sheesh!\Hurkules\I really am sorry. response:	Don't worry about it.
context: Yer dyin' next!\You're that upset?\You'd say that because of some bug?\But we were gonna give it to Naru!\Don't cry! Sheesh!\Hurkules\I really am sorry.\Don't worry about it. response:	Here, Sensei!
context: You're that upset?\You'd say that because of some bug?\But we were gonna give it to Naru!\Don't cry! Sheesh!\Hurkules\I really am sorry.\Don't worry about it.\Here, Sensei! response:	I'll give ya one I caught.
context: You'd say that because of some bug?\But we were gonna give it to Naru!\Don't cry! Sheesh!\Hurkules\I really am sorry.\Don't worry about it.\Here, Sensei!\I'll give ya one I caught. response:	Are you sure?
context: But we were gonna give it to Naru!\Don't cry! Sheesh!\Hurkules\I really am sorry.\Don't worry about it.\Here, Sensei!\I'll give ya one I caught.\Are you sure? response:	Yeah.'Cuz you worked hard for Naru's sake.
context: Don't cry! Sheesh!\Hurkules\I really am sorry.\Don't worry about it.\Here, Sensei!\I'll give ya one I caught.\Are you sure?\Yeah.'Cuz you worked hard for Naru's sake. response:	I never met an adult who'd play seriously like you, Sensei.
context: Hurkules\I really am sorry.\Don't worry about it.\Here, Sensei!\I'll give ya one I caught.\Are you sure?\Yeah.'Cuz you worked hard for Naru's sake.\I never met an adult who'd play seriously like you, Sensei. response:	I'm gonna have gobs of fun this summer!
context: I really am sorry.\Don't worry about it.\Here, Sensei!\I'll give ya one I caught.\Are you sure?\Yeah.'Cuz you worked hard for Naru's sake.\I never met an adult who'd play seriously like you, Sensei.\I'm gonna have gobs of fun this summer! response:	Me, too!
context: Don't worry about it.\Here, Sensei!\I'll give ya one I caught.\Are you sure?\Yeah.'Cuz you worked hard for Naru's sake.\I never met an adult who'd play seriously like you, Sensei.\I'm gonna have gobs of fun this summer!\Me, too! response:	Me, too!
context: Here, Sensei!\I'll give ya one I caught.\Are you sure?\Yeah.'Cuz you worked hard for Naru's sake.\I never met an adult who'd play seriously like you, Sensei.\I'm gonna have gobs of fun this summer!\Me, too!\Me, too! response:	You guys...
context: I'll give ya one I caught.\Are you sure?\Yeah.'Cuz you worked hard for Naru's sake.\I never met an adult who'd play seriously like you, Sensei.\I'm gonna have gobs of fun this summer!\Me, too!\Me, too!\You guys... response:	Grab it from the back.
context: Are you sure?\Yeah.'Cuz you worked hard for Naru's sake.\I never met an adult who'd play seriously like you, Sensei.\I'm gonna have gobs of fun this summer!\Me, too!\Me, too!\You guys...\Grab it from the back. response:	Like this?
context: Yeah.'Cuz you worked hard for Naru's sake.\I never met an adult who'd play seriously like you, Sensei.\I'm gonna have gobs of fun this summer!\Me, too!\Me, too!\You guys...\Grab it from the back.\Like this? response:	Right!
context: I never met an adult who'd play seriously like you, Sensei.\I'm gonna have gobs of fun this summer!\Me, too!\Me, too!\You guys...\Grab it from the back.\Like this?\Right! response:	I did it! I can hold it!
context: I'm gonna have gobs of fun this summer!\Me, too!\Me, too!\You guys...\Grab it from the back.\Like this?\Right!\I did it! I can hold it! response:	Now I'm one step closer to your level!
context: Me, too!\Me, too!\You guys...\Grab it from the back.\Like this?\Right!\I did it! I can hold it!\Now I'm one step closer to your level! response:	I never had any intention of playing with you guys.
context: Me, too!\You guys...\Grab it from the back.\Like this?\Right!\I did it! I can hold it!\Now I'm one step closer to your level!\I never had any intention of playing with you guys. response:	I just hate losing.
context: You guys...\Grab it from the back.\Like this?\Right!\I did it! I can hold it!\Now I'm one step closer to your level!\I never had any intention of playing with you guys.\I just hate losing. response:	I'll be going at it seriously from now on, so be ready!
context: Grab it from the back.\Like this?\Right!\I did it! I can hold it!\Now I'm one step closer to your level!\I never had any intention of playing with you guys.\I just hate losing.\I'll be going at it seriously from now on, so be ready! response:	What're you doin', dummy?!
context: Like this?\Right!\I did it! I can hold it!\Now I'm one step closer to your level!\I never had any intention of playing with you guys.\I just hate losing.\I'll be going at it seriously from now on, so be ready!\What're you doin', dummy?! response:	Naru's Turning 7
context: Right!\I did it! I can hold it!\Now I'm one step closer to your level!\I never had any intention of playing with you guys.\I just hate losing.\I'll be going at it seriously from now on, so be ready!\What're you doin', dummy?!\Naru's Turning 7 response:	My house...
context: I did it! I can hold it!\Now I'm one step closer to your level!\I never had any intention of playing with you guys.\I just hate losing.\I'll be going at it seriously from now on, so be ready!\What're you doin', dummy?!\Naru's Turning 7\My house... response:	Naru-chan Happy Birthday
context: Now I'm one step closer to your level!\I never had any intention of playing with you guys.\I just hate losing.\I'll be going at it seriously from now on, so be ready!\What're you doin', dummy?!\Naru's Turning 7\My house...\Naru-chan Happy Birthday response:	is set up for the party?
context: I never had any intention of playing with you guys.\I just hate losing.\I'll be going at it seriously from now on, so be ready!\What're you doin', dummy?!\Naru's Turning 7\My house...\Naru-chan Happy Birthday\is set up for the party? response:	Yer late, Sensei!
context: I just hate losing.\I'll be going at it seriously from now on, so be ready!\What're you doin', dummy?!\Naru's Turning 7\My house...\Naru-chan Happy Birthday\is set up for the party?\Yer late, Sensei! response:	How did you guys get into my house?!
context: I'll be going at it seriously from now on, so be ready!\What're you doin', dummy?!\Naru's Turning 7\My house...\Naru-chan Happy Birthday\is set up for the party?\Yer late, Sensei!\How did you guys get into my house?! response:	You underestimate us.
context: What're you doin', dummy?!\Naru's Turning 7\My house...\Naru-chan Happy Birthday\is set up for the party?\Yer late, Sensei!\How did you guys get into my house?!\You underestimate us. response:	How many years do ya think we've used this as our base?
context: Naru's Turning 7\My house...\Naru-chan Happy Birthday\is set up for the party?\Yer late, Sensei!\How did you guys get into my house?!\You underestimate us.\How many years do ya think we've used this as our base? response:	I have another of these,
context: My house...\Naru-chan Happy Birthday\is set up for the party?\Yer late, Sensei!\How did you guys get into my house?!\You underestimate us.\How many years do ya think we've used this as our base?\I have another of these, response:	so you can have this back.
context: Naru-chan Happy Birthday\is set up for the party?\Yer late, Sensei!\How did you guys get into my house?!\You underestimate us.\How many years do ya think we've used this as our base?\I have another of these,\so you can have this back. response:	Is that...
context: is set up for the party?\Yer late, Sensei!\How did you guys get into my house?!\You underestimate us.\How many years do ya think we've used this as our base?\I have another of these,\so you can have this back.\Is that... response:	A duplicate key!
context: Yer late, Sensei!\How did you guys get into my house?!\You underestimate us.\How many years do ya think we've used this as our base?\I have another of these,\so you can have this back.\Is that...\A duplicate key! response:	I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!
context: How did you guys get into my house?!\You underestimate us.\How many years do ya think we've used this as our base?\I have another of these,\so you can have this back.\Is that...\A duplicate key!\I went to the hardware store for a duplicate bike key, and it was surprisingly cheap! response:	I made five of'em.
context: You underestimate us.\How many years do ya think we've used this as our base?\I have another of these,\so you can have this back.\Is that...\A duplicate key!\I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!\I made five of'em. response:	I have one, too.
context: How many years do ya think we've used this as our base?\I have another of these,\so you can have this back.\Is that...\A duplicate key!\I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!\I made five of'em.\I have one, too. response:	Huh? It's unlocked today.
context: I have another of these,\so you can have this back.\Is that...\A duplicate key!\I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!\I made five of'em.\I have one, too.\Huh? It's unlocked today. response:	Hiro! You too?!
context: so you can have this back.\Is that...\A duplicate key!\I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!\I made five of'em.\I have one, too.\Huh? It's unlocked today.\Hiro! You too?! response:	Wait, if there are five of them...
context: Is that...\A duplicate key!\I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!\I made five of'em.\I have one, too.\Huh? It's unlocked today.\Hiro! You too?!\Wait, if there are five of them... response:	Who has the last one?
context: A duplicate key!\I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!\I made five of'em.\I have one, too.\Huh? It's unlocked today.\Hiro! You too?!\Wait, if there are five of them...\Who has the last one? response:	I lost it.
context: I went to the hardware store for a duplicate bike key, and it was surprisingly cheap!\I made five of'em.\I have one, too.\Huh? It's unlocked today.\Hiro! You too?!\Wait, if there are five of them...\Who has the last one?\I lost it. response:	Maybe while playin' in the hills out back?
context: I made five of'em.\I have one, too.\Huh? It's unlocked today.\Hiro! You too?!\Wait, if there are five of them...\Who has the last one?\I lost it.\Maybe while playin' in the hills out back? response:	Sensei, do you have a present ready?
context: I have one, too.\Huh? It's unlocked today.\Hiro! You too?!\Wait, if there are five of them...\Who has the last one?\I lost it.\Maybe while playin' in the hills out back?\Sensei, do you have a present ready? response:	Oh, right, a present...
context: Huh? It's unlocked today.\Hiro! You too?!\Wait, if there are five of them...\Who has the last one?\I lost it.\Maybe while playin' in the hills out back?\Sensei, do you have a present ready?\Oh, right, a present... response:	I brought bubble wrap!
context: Hiro! You too?!\Wait, if there are five of them...\Who has the last one?\I lost it.\Maybe while playin' in the hills out back?\Sensei, do you have a present ready?\Oh, right, a present...\I brought bubble wrap! response:	I picked up some peacock feathers.
context: Wait, if there are five of them...\Who has the last one?\I lost it.\Maybe while playin' in the hills out back?\Sensei, do you have a present ready?\Oh, right, a present...\I brought bubble wrap!\I picked up some peacock feathers. response:	You guys really know what makes Naru tick.
context: Who has the last one?\I lost it.\Maybe while playin' in the hills out back?\Sensei, do you have a present ready?\Oh, right, a present...\I brought bubble wrap!\I picked up some peacock feathers.\You guys really know what makes Naru tick. response:	You got bubble wrap, Miwa-chan?
context: I lost it.\Maybe while playin' in the hills out back?\Sensei, do you have a present ready?\Oh, right, a present...\I brought bubble wrap!\I picked up some peacock feathers.\You guys really know what makes Naru tick.\You got bubble wrap, Miwa-chan? response:	I thought about that, too.
context: Maybe while playin' in the hills out back?\Sensei, do you have a present ready?\Oh, right, a present...\I brought bubble wrap!\I picked up some peacock feathers.\You guys really know what makes Naru tick.\You got bubble wrap, Miwa-chan?\I thought about that, too. response:	But those feathers are great!
context: Sensei, do you have a present ready?\Oh, right, a present...\I brought bubble wrap!\I picked up some peacock feathers.\You guys really know what makes Naru tick.\You got bubble wrap, Miwa-chan?\I thought about that, too.\But those feathers are great! response:	Really?
context: Oh, right, a present...\I brought bubble wrap!\I picked up some peacock feathers.\You guys really know what makes Naru tick.\You got bubble wrap, Miwa-chan?\I thought about that, too.\But those feathers are great!\Really? response:	I shoulda tried lookin' around
context: I brought bubble wrap!\I picked up some peacock feathers.\You guys really know what makes Naru tick.\You got bubble wrap, Miwa-chan?\I thought about that, too.\But those feathers are great!\Really?\I shoulda tried lookin' around response:	Naru's coming!
context: I picked up some peacock feathers.\You guys really know what makes Naru tick.\You got bubble wrap, Miwa-chan?\I thought about that, too.\But those feathers are great!\Really?\I shoulda tried lookin' around\Naru's coming! response:	Oh, no!
context: You guys really know what makes Naru tick.\You got bubble wrap, Miwa-chan?\I thought about that, too.\But those feathers are great!\Really?\I shoulda tried lookin' around\Naru's coming!\Oh, no! response:	Get ready, everyone!
context: You got bubble wrap, Miwa-chan?\I thought about that, too.\But those feathers are great!\Really?\I shoulda tried lookin' around\Naru's coming!\Oh, no!\Get ready, everyone! response:	This is my first time throwing a birthday party.
context: I thought about that, too.\But those feathers are great!\Really?\I shoulda tried lookin' around\Naru's coming!\Oh, no!\Get ready, everyone!\This is my first time throwing a birthday party. response:	We couldn't have done it without you, Sensei.
context: But those feathers are great!\Really?\I shoulda tried lookin' around\Naru's coming!\Oh, no!\Get ready, everyone!\This is my first time throwing a birthday party.\We couldn't have done it without you, Sensei. response:	Me?
context: Really?\I shoulda tried lookin' around\Naru's coming!\Oh, no!\Get ready, everyone!\This is my first time throwing a birthday party.\We couldn't have done it without you, Sensei.\Me? response:	Let's do this every year from now on!
context: I shoulda tried lookin' around\Naru's coming!\Oh, no!\Get ready, everyone!\This is my first time throwing a birthday party.\We couldn't have done it without you, Sensei.\Me?\Let's do this every year from now on! response:	Did I do something?
context: Naru's coming!\Oh, no!\Get ready, everyone!\This is my first time throwing a birthday party.\We couldn't have done it without you, Sensei.\Me?\Let's do this every year from now on!\Did I do something? response:	Shoot off the cracker when she comes in.
context: Oh, no!\Get ready, everyone!\This is my first time throwing a birthday party.\We couldn't have done it without you, Sensei.\Me?\Let's do this every year from now on!\Did I do something?\Shoot off the cracker when she comes in. response:	Hey!
context: Get ready, everyone!\This is my first time throwing a birthday party.\We couldn't have done it without you, Sensei.\Me?\Let's do this every year from now on!\Did I do something?\Shoot off the cracker when she comes in.\Hey! response:	Naru!
context: This is my first time throwing a birthday party.\We couldn't have done it without you, Sensei.\Me?\Let's do this every year from now on!\Did I do something?\Shoot off the cracker when she comes in.\Hey!\Naru! response:	Happy Birthday!
context: We couldn't have done it without you, Sensei.\Me?\Let's do this every year from now on!\Did I do something?\Shoot off the cracker when she comes in.\Hey!\Naru!\Happy Birthday! response:	Happy Birthday!
context: Me?\Let's do this every year from now on!\Did I do something?\Shoot off the cracker when she comes in.\Hey!\Naru!\Happy Birthday!\Happy Birthday! response:	Oh, that's right! It's my birthday!
context: Let's do this every year from now on!\Did I do something?\Shoot off the cracker when she comes in.\Hey!\Naru!\Happy Birthday!\Happy Birthday!\Oh, that's right! It's my birthday! response:	First, your present from Sensei!
context: Did I do something?\Shoot off the cracker when she comes in.\Hey!\Naru!\Happy Birthday!\Happy Birthday!\Oh, that's right! It's my birthday!\First, your present from Sensei! response:	Naru's Turning 7
context: Shoot off the cracker when she comes in.\Hey!\Naru!\Happy Birthday!\Happy Birthday!\Oh, that's right! It's my birthday!\First, your present from Sensei!\Naru's Turning 7 response:	Uh, no, I'll give mine later!
context: Hey!\Naru!\Happy Birthday!\Happy Birthday!\Oh, that's right! It's my birthday!\First, your present from Sensei!\Naru's Turning 7\Uh, no, I'll give mine later! response:	Don't say that!
context: Naru!\Happy Birthday!\Happy Birthday!\Oh, that's right! It's my birthday!\First, your present from Sensei!\Naru's Turning 7\Uh, no, I'll give mine later!\Don't say that! response:	Hey! Stop it!
context: Happy Birthday!\Happy Birthday!\Oh, that's right! It's my birthday!\First, your present from Sensei!\Naru's Turning 7\Uh, no, I'll give mine later!\Don't say that!\Hey! Stop it! response:	Got it!
context: Happy Birthday!\Oh, that's right! It's my birthday!\First, your present from Sensei!\Naru's Turning 7\Uh, no, I'll give mine later!\Don't say that!\Hey! Stop it!\Got it! response:	Here! From Sensei.
context: Oh, that's right! It's my birthday!\First, your present from Sensei!\Naru's Turning 7\Uh, no, I'll give mine later!\Don't say that!\Hey! Stop it!\Got it!\Here! From Sensei. response:	Ticket to do anything you say
context: First, your present from Sensei!\Naru's Turning 7\Uh, no, I'll give mine later!\Don't say that!\Hey! Stop it!\Got it!\Here! From Sensei.\Ticket to do anything you say response:	Cut Here
context: Naru's Turning 7\Uh, no, I'll give mine later!\Don't say that!\Hey! Stop it!\Got it!\Here! From Sensei.\Ticket to do anything you say\Cut Here response:	One time
context: Uh, no, I'll give mine later!\Don't say that!\Hey! Stop it!\Got it!\Here! From Sensei.\Ticket to do anything you say\Cut Here\One time response:	What is this?! A grade schooler's Mother's Day present?!
context: Don't say that!\Hey! Stop it!\Got it!\Here! From Sensei.\Ticket to do anything you say\Cut Here\One time\What is this?! A grade schooler's Mother's Day present?! response:	And there's just one! So stingy!
context: Hey! Stop it!\Got it!\Here! From Sensei.\Ticket to do anything you say\Cut Here\One time\What is this?! A grade schooler's Mother's Day present?!\And there's just one! So stingy! response:	Listen, you guys...
context: Got it!\Here! From Sensei.\Ticket to do anything you say\Cut Here\One time\What is this?! A grade schooler's Mother's Day present?!\And there's just one! So stingy!\Listen, you guys... response:	Naru, it's okay to be mad!
context: Here! From Sensei.\Ticket to do anything you say\Cut Here\One time\What is this?! A grade schooler's Mother's Day present?!\And there's just one! So stingy!\Listen, you guys...\Naru, it's okay to be mad! response:	Ticket to do anything you say One time
context: Ticket to do anything you say\Cut Here\One time\What is this?! A grade schooler's Mother's Day present?!\And there's just one! So stingy!\Listen, you guys...\Naru, it's okay to be mad!\Ticket to do anything you say One time response:	Yes!
