context: Puella Magi Madoka Magica Episode 10 response:	TL- Ryona
context: You look like you qualify.\Tell me.\With what wish would you like to light your Soul Gem?\I want to meet Kaname-san over again.\I don't want to be the girl that is always protected.\I want to be someone who can protect her!\Contract established.\Your wish has surpassed entropy. response:	Come, let it out.
context: Tell me.\With what wish would you like to light your Soul Gem?\I want to meet Kaname-san over again.\I don't want to be the girl that is always protected.\I want to be someone who can protect her!\Contract established.\Your wish has surpassed entropy.\Come, let it out. response:	Take this new strength.
context: With what wish would you like to light your Soul Gem?\I want to meet Kaname-san over again.\I don't want to be the girl that is always protected.\I want to be someone who can protect her!\Contract established.\Your wish has surpassed entropy.\Come, let it out.\Take this new strength. response:	This is...
context: I want to meet Kaname-san over again.\I don't want to be the girl that is always protected.\I want to be someone who can protect her!\Contract established.\Your wish has surpassed entropy.\Come, let it out.\Take this new strength.\This is... response:	It wasn't a dream.
context: I don't want to be the girl that is always protected.\I want to be someone who can protect her!\Contract established.\Your wish has surpassed entropy.\Come, let it out.\Take this new strength.\This is...\It wasn't a dream. response:	All right then, introduce yourself next.
context: I want to be someone who can protect her!\Contract established.\Your wish has surpassed entropy.\Come, let it out.\Take this new strength.\This is...\It wasn't a dream.\All right then, introduce yourself next. response:	My name is Akemi Homura.
context: Contract established.\Your wish has surpassed entropy.\Come, let it out.\Take this new strength.\This is...\It wasn't a dream.\All right then, introduce yourself next.\My name is Akemi Homura. response:	Please take care of me.
context: Your wish has surpassed entropy.\Come, let it out.\Take this new strength.\This is...\It wasn't a dream.\All right then, introduce yourself next.\My name is Akemi Homura.\Please take care of me. response:	Because of heart problems, Akemi-san has been-
context: Come, let it out.\Take this new strength.\This is...\It wasn't a dream.\All right then, introduce yourself next.\My name is Akemi Homura.\Please take care of me.\Because of heart problems, Akemi-san has been- response:	Kaname-san.
context: Take this new strength.\This is...\It wasn't a dream.\All right then, introduce yourself next.\My name is Akemi Homura.\Please take care of me.\Because of heart problems, Akemi-san has been-\Kaname-san. response:	I've also become a Magical Girl.
context: This is...\It wasn't a dream.\All right then, introduce yourself next.\My name is Akemi Homura.\Please take care of me.\Because of heart problems, Akemi-san has been-\Kaname-san.\I've also become a Magical Girl. response:	Let's do our best from now on.
context: It wasn't a dream.\All right then, introduce yourself next.\My name is Akemi Homura.\Please take care of me.\Because of heart problems, Akemi-san has been-\Kaname-san.\I've also become a Magical Girl.\Let's do our best from now on. response:	Now then, let's go!
context: All right then, introduce yourself next.\My name is Akemi Homura.\Please take care of me.\Because of heart problems, Akemi-san has been-\Kaname-san.\I've also become a Magical Girl.\Let's do our best from now on.\Now then, let's go! response:	What do you think, Mami-san?
context: My name is Akemi Homura.\Please take care of me.\Because of heart problems, Akemi-san has been-\Kaname-san.\I've also become a Magical Girl.\Let's do our best from now on.\Now then, let's go!\What do you think, Mami-san? response:	It's Time Stop.
context: Please take care of me.\Because of heart problems, Akemi-san has been-\Kaname-san.\I've also become a Magical Girl.\Let's do our best from now on.\Now then, let's go!\What do you think, Mami-san?\It's Time Stop. response:	Although it is powerful,
context: Because of heart problems, Akemi-san has been-\Kaname-san.\I've also become a Magical Girl.\Let's do our best from now on.\Now then, let's go!\What do you think, Mami-san?\It's Time Stop.\Although it is powerful, response:	you're not doing it right.
context: Kaname-san.\I've also become a Magical Girl.\Let's do our best from now on.\Now then, let's go!\What do you think, Mami-san?\It's Time Stop.\Although it is powerful,\you're not doing it right. response:	Yes.
context: I've also become a Magical Girl.\Let's do our best from now on.\Now then, let's go!\What do you think, Mami-san?\It's Time Stop.\Although it is powerful,\you're not doing it right.\Yes. response:	Bomb making
context: Let's do our best from now on.\Now then, let's go!\What do you think, Mami-san?\It's Time Stop.\Although it is powerful,\you're not doing it right.\Yes.\Bomb making response:	Bomb making
context: Now then, let's go!\What do you think, Mami-san?\It's Time Stop.\Although it is powerful,\you're not doing it right.\Yes.\Bomb making\Bomb making response:	Bomb making
context: What do you think, Mami-san?\It's Time Stop.\Although it is powerful,\you're not doing it right.\Yes.\Bomb making\Bomb making\Bomb making response:	Bomb making
context: It's Time Stop.\Although it is powerful,\you're not doing it right.\Yes.\Bomb making\Bomb making\Bomb making\Bomb making response:	Bomb making
context: Although it is powerful,\you're not doing it right.\Yes.\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making response:	Bomb making
context: you're not doing it right.\Yes.\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making response:	Bomb making
context: Yes.\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making response:	Mami-san, now!
context: Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Mami-san, now! response:	Akemi-san, please!
context: Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Mami-san, now!\Akemi-san, please! response:	Y-Yes!
context: Bomb making\Bomb making\Bomb making\Bomb making\Bomb making\Mami-san, now!\Akemi-san, please!\Y-Yes! response:	We did it?
context: Bomb making\Bomb making\Bomb making\Bomb making\Mami-san, now!\Akemi-san, please!\Y-Yes!\We did it? response:	We did it!
context: Bomb making\Bomb making\Bomb making\Mami-san, now!\Akemi-san, please!\Y-Yes!\We did it?\We did it! response:	Good job.
context: Bomb making\Bomb making\Mami-san, now!\Akemi-san, please!\Y-Yes!\We did it?\We did it!\Good job. response:	Incredible, Homura-chan!
context: Bomb making\Mami-san, now!\Akemi-san, please!\Y-Yes!\We did it?\We did it!\Good job.\Incredible, Homura-chan! response:	What's wrong?
context: Mami-san, now!\Akemi-san, please!\Y-Yes!\We did it?\We did it!\Good job.\Incredible, Homura-chan!\What's wrong? response:	Kaname-san, please hang on!
context: Akemi-san, please!\Y-Yes!\We did it?\We did it!\Good job.\Incredible, Homura-chan!\What's wrong?\Kaname-san, please hang on! response:	Why?
context: Y-Yes!\We did it?\We did it!\Good job.\Incredible, Homura-chan!\What's wrong?\Kaname-san, please hang on!\Why? response:	What?
context: We did it?\We did it!\Good job.\Incredible, Homura-chan!\What's wrong?\Kaname-san, please hang on!\Why?\What? response:	Why?
context: We did it!\Good job.\Incredible, Homura-chan!\What's wrong?\Kaname-san, please hang on!\Why?\What?\Why? response:	How? Why?
context: Good job.\Incredible, Homura-chan!\What's wrong?\Kaname-san, please hang on!\Why?\What?\Why?\How? Why? response:	I have to tell them.
context: Incredible, Homura-chan!\What's wrong?\Kaname-san, please hang on!\Why?\What?\Why?\How? Why?\I have to tell them. response:	Everyone was deceived by Kyubei!
context: What's wrong?\Kaname-san, please hang on!\Why?\What?\Why?\How? Why?\I have to tell them.\Everyone was deceived by Kyubei! response:	Hey now.
context: Kaname-san, please hang on!\Why?\What?\Why?\How? Why?\I have to tell them.\Everyone was deceived by Kyubei!\Hey now. response:	What good can come to Kyubei if he lied like that?
context: Why?\What?\Why?\How? Why?\I have to tell them.\Everyone was deceived by Kyubei!\Hey now.\What good can come to Kyubei if he lied like that? response:	That...
context: What?\Why?\How? Why?\I have to tell them.\Everyone was deceived by Kyubei!\Hey now.\What good can come to Kyubei if he lied like that?\That... response:	Telling us such a strange story,
context: Why?\How? Why?\I have to tell them.\Everyone was deceived by Kyubei!\Hey now.\What good can come to Kyubei if he lied like that?\That...\Telling us such a strange story, response:	are you trying to split us apart?
context: How? Why?\I have to tell them.\Everyone was deceived by Kyubei!\Hey now.\What good can come to Kyubei if he lied like that?\That...\Telling us such a strange story,\are you trying to split us apart? response:	Could it be that you're really working with the one called Kyoko?
context: I have to tell them.\Everyone was deceived by Kyubei!\Hey now.\What good can come to Kyubei if he lied like that?\That...\Telling us such a strange story,\are you trying to split us apart?\Could it be that you're really working with the one called Kyoko? response:	N-No!
context: Everyone was deceived by Kyubei!\Hey now.\What good can come to Kyubei if he lied like that?\That...\Telling us such a strange story,\are you trying to split us apart?\Could it be that you're really working with the one called Kyoko?\N-No! response:	Sayaka-chan, that's what really splits people apart.
context: Hey now.\What good can come to Kyubei if he lied like that?\That...\Telling us such a strange story,\are you trying to split us apart?\Could it be that you're really working with the one called Kyoko?\N-No!\Sayaka-chan, that's what really splits people apart. response:	Whatever.
context: What good can come to Kyubei if he lied like that?\That...\Telling us such a strange story,\are you trying to split us apart?\Could it be that you're really working with the one called Kyoko?\N-No!\Sayaka-chan, that's what really splits people apart.\Whatever. response:	I'm against being in a team with her.
context: That...\Telling us such a strange story,\are you trying to split us apart?\Could it be that you're really working with the one called Kyoko?\N-No!\Sayaka-chan, that's what really splits people apart.\Whatever.\I'm against being in a team with her. response:	Madoka and Mami-san are both long-range fighters, so it doesn't matter,
context: Telling us such a strange story,\are you trying to split us apart?\Could it be that you're really working with the one called Kyoko?\N-No!\Sayaka-chan, that's what really splits people apart.\Whatever.\I'm against being in a team with her.\Madoka and Mami-san are both long-range fighters, so it doesn't matter, response:	but if something suddenly explodes right in front of me,
context: are you trying to split us apart?\Could it be that you're really working with the one called Kyoko?\N-No!\Sayaka-chan, that's what really splits people apart.\Whatever.\I'm against being in a team with her.\Madoka and Mami-san are both long-range fighters, so it doesn't matter,\but if something suddenly explodes right in front of me, response:	I don't want to be there.
context: Could it be that you're really working with the one called Kyoko?\N-No!\Sayaka-chan, that's what really splits people apart.\Whatever.\I'm against being in a team with her.\Madoka and Mami-san are both long-range fighters, so it doesn't matter,\but if something suddenly explodes right in front of me,\I don't want to be there. response:	I've almost been caught in the explosion several times.
context: N-No!\Sayaka-chan, that's what really splits people apart.\Whatever.\I'm against being in a team with her.\Madoka and Mami-san are both long-range fighters, so it doesn't matter,\but if something suddenly explodes right in front of me,\I don't want to be there.\I've almost been caught in the explosion several times. response:	Akemi-san, don't you have any weapon other than bombs?
context: Sayaka-chan, that's what really splits people apart.\Whatever.\I'm against being in a team with her.\Madoka and Mami-san are both long-range fighters, so it doesn't matter,\but if something suddenly explodes right in front of me,\I don't want to be there.\I've almost been caught in the explosion several times.\Akemi-san, don't you have any weapon other than bombs? response:	I'll think about it.
context: Whatever.\I'm against being in a team with her.\Madoka and Mami-san are both long-range fighters, so it doesn't matter,\but if something suddenly explodes right in front of me,\I don't want to be there.\I've almost been caught in the explosion several times.\Akemi-san, don't you have any weapon other than bombs?\I'll think about it. response:	Bastard! What the hell are you?
context: I'm against being in a team with her.\Madoka and Mami-san are both long-range fighters, so it doesn't matter,\but if something suddenly explodes right in front of me,\I don't want to be there.\I've almost been caught in the explosion several times.\Akemi-san, don't you have any weapon other than bombs?\I'll think about it.\Bastard! What the hell are you? response:	What did you do to Sayaka?
context: Madoka and Mami-san are both long-range fighters, so it doesn't matter,\but if something suddenly explodes right in front of me,\I don't want to be there.\I've almost been caught in the explosion several times.\Akemi-san, don't you have any weapon other than bombs?\I'll think about it.\Bastard! What the hell are you?\What did you do to Sayaka? response:	Sayaka-chan, stop it!
context: but if something suddenly explodes right in front of me,\I don't want to be there.\I've almost been caught in the explosion several times.\Akemi-san, don't you have any weapon other than bombs?\I'll think about it.\Bastard! What the hell are you?\What did you do to Sayaka?\Sayaka-chan, stop it! response:	Please, I beg you!
context: I don't want to be there.\I've almost been caught in the explosion several times.\Akemi-san, don't you have any weapon other than bombs?\I'll think about it.\Bastard! What the hell are you?\What did you do to Sayaka?\Sayaka-chan, stop it!\Please, I beg you! response:	Sayaka-chan should hate doing things like this.
context: I've almost been caught in the explosion several times.\Akemi-san, don't you have any weapon other than bombs?\I'll think about it.\Bastard! What the hell are you?\What did you do to Sayaka?\Sayaka-chan, stop it!\Please, I beg you!\Sayaka-chan should hate doing things like this. response:	Sorry, Miki-san.
context: Akemi-san, don't you have any weapon other than bombs?\I'll think about it.\Bastard! What the hell are you?\What did you do to Sayaka?\Sayaka-chan, stop it!\Please, I beg you!\Sayaka-chan should hate doing things like this.\Sorry, Miki-san. response:	Sayaka!
context: I'll think about it.\Bastard! What the hell are you?\What did you do to Sayaka?\Sayaka-chan, stop it!\Please, I beg you!\Sayaka-chan should hate doing things like this.\Sorry, Miki-san.\Sayaka! response:	Damn it... this is...
context: Bastard! What the hell are you?\What did you do to Sayaka?\Sayaka-chan, stop it!\Please, I beg you!\Sayaka-chan should hate doing things like this.\Sorry, Miki-san.\Sayaka!\Damn it... this is... response:	It's so cruel...
context: What did you do to Sayaka?\Sayaka-chan, stop it!\Please, I beg you!\Sayaka-chan should hate doing things like this.\Sorry, Miki-san.\Sayaka!\Damn it... this is...\It's so cruel... response:	This is too much.
context: Sayaka-chan, stop it!\Please, I beg you!\Sayaka-chan should hate doing things like this.\Sorry, Miki-san.\Sayaka!\Damn it... this is...\It's so cruel...\This is too much. response:	Tomoe-san?
context: Please, I beg you!\Sayaka-chan should hate doing things like this.\Sorry, Miki-san.\Sayaka!\Damn it... this is...\It's so cruel...\This is too much.\Tomoe-san? response:	If Soul Gems breed Witches,
context: Sayaka-chan should hate doing things like this.\Sorry, Miki-san.\Sayaka!\Damn it... this is...\It's so cruel...\This is too much.\Tomoe-san?\If Soul Gems breed Witches, response:	doesn't everyone have to die?
context: Sorry, Miki-san.\Sayaka!\Damn it... this is...\It's so cruel...\This is too much.\Tomoe-san?\If Soul Gems breed Witches,\doesn't everyone have to die? response:	You're just like me!
context: Sayaka!\Damn it... this is...\It's so cruel...\This is too much.\Tomoe-san?\If Soul Gems breed Witches,\doesn't everyone have to die?\You're just like me! response:	Stop!
context: Damn it... this is...\It's so cruel...\This is too much.\Tomoe-san?\If Soul Gems breed Witches,\doesn't everyone have to die?\You're just like me!\Stop! response:	No!
context: It's so cruel...\This is too much.\Tomoe-san?\If Soul Gems breed Witches,\doesn't everyone have to die?\You're just like me!\Stop!\No! response:	I've had enough!
context: This is too much.\Tomoe-san?\If Soul Gems breed Witches,\doesn't everyone have to die?\You're just like me!\Stop!\No!\I've had enough! response:	It's all right.
context: Tomoe-san?\If Soul Gems breed Witches,\doesn't everyone have to die?\You're just like me!\Stop!\No!\I've had enough!\It's all right. response:	Let's work hard together!
context: If Soul Gems breed Witches,\doesn't everyone have to die?\You're just like me!\Stop!\No!\I've had enough!\It's all right.\Let's work hard together! response:	Let's stop Walpurgis Night together!
context: doesn't everyone have to die?\You're just like me!\Stop!\No!\I've had enough!\It's all right.\Let's work hard together!\Let's stop Walpurgis Night together! response:	We're also...
context: You're just like me!\Stop!\No!\I've had enough!\It's all right.\Let's work hard together!\Let's stop Walpurgis Night together!\We're also... response:	The Grief Seed is also...
context: Stop!\No!\I've had enough!\It's all right.\Let's work hard together!\Let's stop Walpurgis Night together!\We're also...\The Grief Seed is also... response:	Yeah.
context: No!\I've had enough!\It's all right.\Let's work hard together!\Let's stop Walpurgis Night together!\We're also...\The Grief Seed is also...\Yeah. response:	The two of us will become monsters just like that,
context: I've had enough!\It's all right.\Let's work hard together!\Let's stop Walpurgis Night together!\We're also...\The Grief Seed is also...\Yeah.\The two of us will become monsters just like that, response:	and ruin the entire world.
context: It's all right.\Let's work hard together!\Let's stop Walpurgis Night together!\We're also...\The Grief Seed is also...\Yeah.\The two of us will become monsters just like that,\and ruin the entire world. response:	Taking bad things,
context: Let's work hard together!\Let's stop Walpurgis Night together!\We're also...\The Grief Seed is also...\Yeah.\The two of us will become monsters just like that,\and ruin the entire world.\Taking bad things, response:	sad things,
context: Let's stop Walpurgis Night together!\We're also...\The Grief Seed is also...\Yeah.\The two of us will become monsters just like that,\and ruin the entire world.\Taking bad things,\sad things, response:	and wiping all of it clean.
context: We're also...\The Grief Seed is also...\Yeah.\The two of us will become monsters just like that,\and ruin the entire world.\Taking bad things,\sad things,\and wiping all of it clean. response:	Destroy. Destroy.
context: The Grief Seed is also...\Yeah.\The two of us will become monsters just like that,\and ruin the entire world.\Taking bad things,\sad things,\and wiping all of it clean.\Destroy. Destroy. response:	Destroying without end.
context: Yeah.\The two of us will become monsters just like that,\and ruin the entire world.\Taking bad things,\sad things,\and wiping all of it clean.\Destroy. Destroy.\Destroying without end. response:	Don't you think that's good too?
context: The two of us will become monsters just like that,\and ruin the entire world.\Taking bad things,\sad things,\and wiping all of it clean.\Destroy. Destroy.\Destroying without end.\Don't you think that's good too? response:	I was lying before.
context: and ruin the entire world.\Taking bad things,\sad things,\and wiping all of it clean.\Destroy. Destroy.\Destroying without end.\Don't you think that's good too?\I was lying before. response:	I saved another one.
context: Taking bad things,\sad things,\and wiping all of it clean.\Destroy. Destroy.\Destroying without end.\Don't you think that's good too?\I was lying before.\I saved another one. response:	How can this...
context: sad things,\and wiping all of it clean.\Destroy. Destroy.\Destroying without end.\Don't you think that's good too?\I was lying before.\I saved another one.\How can this... response:	Why, for a person like me...
context: and wiping all of it clean.\Destroy. Destroy.\Destroying without end.\Don't you think that's good too?\I was lying before.\I saved another one.\How can this...\Why, for a person like me... response:	There is something I can't do,
context: Destroy. Destroy.\Destroying without end.\Don't you think that's good too?\I was lying before.\I saved another one.\How can this...\Why, for a person like me...\There is something I can't do, response:	but Homura-chan can achieve it.
context: Destroying without end.\Don't you think that's good too?\I was lying before.\I saved another one.\How can this...\Why, for a person like me...\There is something I can't do,\but Homura-chan can achieve it. response:	Homura-chan, you can go to the past, right?
context: Don't you think that's good too?\I was lying before.\I saved another one.\How can this...\Why, for a person like me...\There is something I can't do,\but Homura-chan can achieve it.\Homura-chan, you can go to the past, right? response:	To prevent such an ending,
context: I was lying before.\I saved another one.\How can this...\Why, for a person like me...\There is something I can't do,\but Homura-chan can achieve it.\Homura-chan, you can go to the past, right?\To prevent such an ending, response:	you can change history, right?
context: I saved another one.\How can this...\Why, for a person like me...\There is something I can't do,\but Homura-chan can achieve it.\Homura-chan, you can go to the past, right?\To prevent such an ending,\you can change history, right? response:	Can you save me before I get deceived by Kyubei?
context: How can this...\Why, for a person like me...\There is something I can't do,\but Homura-chan can achieve it.\Homura-chan, you can go to the past, right?\To prevent such an ending,\you can change history, right?\Can you save me before I get deceived by Kyubei? response:	I promise!
context: Why, for a person like me...\There is something I can't do,\but Homura-chan can achieve it.\Homura-chan, you can go to the past, right?\To prevent such an ending,\you can change history, right?\Can you save me before I get deceived by Kyubei?\I promise! response:	I will definitely save you!
context: There is something I can't do,\but Homura-chan can achieve it.\Homura-chan, you can go to the past, right?\To prevent such an ending,\you can change history, right?\Can you save me before I get deceived by Kyubei?\I promise!\I will definitely save you! response:	No matter how many times I go back!
context: but Homura-chan can achieve it.\Homura-chan, you can go to the past, right?\To prevent such an ending,\you can change history, right?\Can you save me before I get deceived by Kyubei?\I promise!\I will definitely save you!\No matter how many times I go back! response:	I will always protect you!
context: Homura-chan, you can go to the past, right?\To prevent such an ending,\you can change history, right?\Can you save me before I get deceived by Kyubei?\I promise!\I will definitely save you!\No matter how many times I go back!\I will always protect you! response:	That's great.
context: To prevent such an ending,\you can change history, right?\Can you save me before I get deceived by Kyubei?\I promise!\I will definitely save you!\No matter how many times I go back!\I will always protect you!\That's great. response:	Can I ask for just one more thing?
context: you can change history, right?\Can you save me before I get deceived by Kyubei?\I promise!\I will definitely save you!\No matter how many times I go back!\I will always protect you!\That's great.\Can I ask for just one more thing? response:	I don't want to become a Witch.
context: Can you save me before I get deceived by Kyubei?\I promise!\I will definitely save you!\No matter how many times I go back!\I will always protect you!\That's great.\Can I ask for just one more thing?\I don't want to become a Witch. response:	Although I've seen terrible and sad things,
context: I promise!\I will definitely save you!\No matter how many times I go back!\I will always protect you!\That's great.\Can I ask for just one more thing?\I don't want to become a Witch.\Although I've seen terrible and sad things, response:	there are still many things I want to protect in this world.
context: I will definitely save you!\No matter how many times I go back!\I will always protect you!\That's great.\Can I ask for just one more thing?\I don't want to become a Witch.\Although I've seen terrible and sad things,\there are still many things I want to protect in this world. response:	Madoka!
context: No matter how many times I go back!\I will always protect you!\That's great.\Can I ask for just one more thing?\I don't want to become a Witch.\Although I've seen terrible and sad things,\there are still many things I want to protect in this world.\Madoka! response:	Homura-chan, you finally called me by my name.
context: I will always protect you!\That's great.\Can I ask for just one more thing?\I don't want to become a Witch.\Although I've seen terrible and sad things,\there are still many things I want to protect in this world.\Madoka!\Homura-chan, you finally called me by my name. response:	I'm so... happy.
context: That's great.\Can I ask for just one more thing?\I don't want to become a Witch.\Although I've seen terrible and sad things,\there are still many things I want to protect in this world.\Madoka!\Homura-chan, you finally called me by my name.\I'm so... happy. response:	No one will believe the future.
context: Can I ask for just one more thing?\I don't want to become a Witch.\Although I've seen terrible and sad things,\there are still many things I want to protect in this world.\Madoka!\Homura-chan, you finally called me by my name.\I'm so... happy.\No one will believe the future. response:	No one can accept the future.
context: I don't want to become a Witch.\Although I've seen terrible and sad things,\there are still many things I want to protect in this world.\Madoka!\Homura-chan, you finally called me by my name.\I'm so... happy.\No one will believe the future.\No one can accept the future. response:	Even so, I...
context: Although I've seen terrible and sad things,\there are still many things I want to protect in this world.\Madoka!\Homura-chan, you finally called me by my name.\I'm so... happy.\No one will believe the future.\No one can accept the future.\Even so, I... response:	Who?
context: there are still many things I want to protect in this world.\Madoka!\Homura-chan, you finally called me by my name.\I'm so... happy.\No one will believe the future.\No one can accept the future.\Even so, I...\Who? response:	Madoka.
context: Madoka!\Homura-chan, you finally called me by my name.\I'm so... happy.\No one will believe the future.\No one can accept the future.\Even so, I...\Who?\Madoka. response:	If someone came to tempt you with miracles,
context: Homura-chan, you finally called me by my name.\I'm so... happy.\No one will believe the future.\No one can accept the future.\Even so, I...\Who?\Madoka.\If someone came to tempt you with miracles, response:	never be manipulated by them!
context: I'm so... happy.\No one will believe the future.\No one can accept the future.\Even so, I...\Who?\Madoka.\If someone came to tempt you with miracles,\never be manipulated by them! response:	Homura...
context: No one will believe the future.\No one can accept the future.\Even so, I...\Who?\Madoka.\If someone came to tempt you with miracles,\never be manipulated by them!\Homura... response:	There's no one to rely on anymore.
context: No one can accept the future.\Even so, I...\Who?\Madoka.\If someone came to tempt you with miracles,\never be manipulated by them!\Homura...\There's no one to rely on anymore. response:	There is no need to let anyone understand.
context: Even so, I...\Who?\Madoka.\If someone came to tempt you with miracles,\never be manipulated by them!\Homura...\There's no one to rely on anymore.\There is no need to let anyone understand. response:	I will never let Madoka fight again.
context: Who?\Madoka.\If someone came to tempt you with miracles,\never be manipulated by them!\Homura...\There's no one to rely on anymore.\There is no need to let anyone understand.\I will never let Madoka fight again. response:	All the Witches will be destroyed by me.
context: Madoka.\If someone came to tempt you with miracles,\never be manipulated by them!\Homura...\There's no one to rely on anymore.\There is no need to let anyone understand.\I will never let Madoka fight again.\All the Witches will be destroyed by me. response:	And so, this time...
context: If someone came to tempt you with miracles,\never be manipulated by them!\Homura...\There's no one to rely on anymore.\There is no need to let anyone understand.\I will never let Madoka fight again.\All the Witches will be destroyed by me.\And so, this time... response:	I'll take care of Walpurgis Night...
context: never be manipulated by them!\Homura...\There's no one to rely on anymore.\There is no need to let anyone understand.\I will never let Madoka fight again.\All the Witches will be destroyed by me.\And so, this time...\I'll take care of Walpurgis Night... response:	Myself!
context: Homura...\There's no one to rely on anymore.\There is no need to let anyone understand.\I will never let Madoka fight again.\All the Witches will be destroyed by me.\And so, this time...\I'll take care of Walpurgis Night...\Myself! response:	How cruel.
context: There's no one to rely on anymore.\There is no need to let anyone understand.\I will never let Madoka fight again.\All the Witches will be destroyed by me.\And so, this time...\I'll take care of Walpurgis Night...\Myself!\How cruel. response:	There's no other choice.
context: There is no need to let anyone understand.\I will never let Madoka fight again.\All the Witches will be destroyed by me.\And so, this time...\I'll take care of Walpurgis Night...\Myself!\How cruel.\There's no other choice. response:	The burden is too great for her to bear alone.
context: I will never let Madoka fight again.\All the Witches will be destroyed by me.\And so, this time...\I'll take care of Walpurgis Night...\Myself!\How cruel.\There's no other choice.\The burden is too great for her to bear alone. response:	She can't! Not alone at least!
context: All the Witches will be destroyed by me.\And so, this time...\I'll take care of Walpurgis Night...\Myself!\How cruel.\There's no other choice.\The burden is too great for her to bear alone.\She can't! Not alone at least! response:	How could she?!
context: And so, this time...\I'll take care of Walpurgis Night...\Myself!\How cruel.\There's no other choice.\The burden is too great for her to bear alone.\She can't! Not alone at least!\How could she?! response:	Madoka!
context: I'll take care of Walpurgis Night...\Myself!\How cruel.\There's no other choice.\The burden is too great for her to bear alone.\She can't! Not alone at least!\How could she?!\Madoka! response:	Don't listen to him!
context: Myself!\How cruel.\There's no other choice.\The burden is too great for her to bear alone.\She can't! Not alone at least!\How could she?!\Madoka!\Don't listen to him! response:	The moment you give up, it's all over.
context: How cruel.\There's no other choice.\The burden is too great for her to bear alone.\She can't! Not alone at least!\How could she?!\Madoka!\Don't listen to him!\The moment you give up, it's all over. response:	However, you can change your fate.
context: There's no other choice.\The burden is too great for her to bear alone.\She can't! Not alone at least!\How could she?!\Madoka!\Don't listen to him!\The moment you give up, it's all over.\However, you can change your fate. response:	It's up to you...
context: The burden is too great for her to bear alone.\She can't! Not alone at least!\How could she?!\Madoka!\Don't listen to him!\The moment you give up, it's all over.\However, you can change your fate.\It's up to you... response:	All the power you were blessed with was meant for this moment.
context: She can't! Not alone at least!\How could she?!\Madoka!\Don't listen to him!\The moment you give up, it's all over.\However, you can change your fate.\It's up to you...\All the power you were blessed with was meant for this moment. response:	Really?
context: How could she?!\Madoka!\Don't listen to him!\The moment you give up, it's all over.\However, you can change your fate.\It's up to you...\All the power you were blessed with was meant for this moment.\Really? response:	Don't be deceived!
context: Madoka!\Don't listen to him!\The moment you give up, it's all over.\However, you can change your fate.\It's up to you...\All the power you were blessed with was meant for this moment.\Really?\Don't be deceived! response:	That will satisfy him!
context: Don't listen to him!\The moment you give up, it's all over.\However, you can change your fate.\It's up to you...\All the power you were blessed with was meant for this moment.\Really?\Don't be deceived!\That will satisfy him! response:	Can someone like me really do that much?
context: The moment you give up, it's all over.\However, you can change your fate.\It's up to you...\All the power you were blessed with was meant for this moment.\Really?\Don't be deceived!\That will satisfy him!\Can someone like me really do that much? response:	Can I really change this outcome?
context: However, you can change your fate.\It's up to you...\All the power you were blessed with was meant for this moment.\Really?\Don't be deceived!\That will satisfy him!\Can someone like me really do that much?\Can I really change this outcome? response:	Of course.
context: It's up to you...\All the power you were blessed with was meant for this moment.\Really?\Don't be deceived!\That will satisfy him!\Can someone like me really do that much?\Can I really change this outcome?\Of course. response:	That's why you should make a contract with me, and become a Magical Girl.
context: All the power you were blessed with was meant for this moment.\Really?\Don't be deceived!\That will satisfy him!\Can someone like me really do that much?\Can I really change this outcome?\Of course.\That's why you should make a contract with me, and become a Magical Girl. response:	Stop!
context: Really?\Don't be deceived!\That will satisfy him!\Can someone like me really do that much?\Can I really change this outcome?\Of course.\That's why you should make a contract with me, and become a Magical Girl.\Stop! response:	That's really impressive.
context: Don't be deceived!\That will satisfy him!\Can someone like me really do that much?\Can I really change this outcome?\Of course.\That's why you should make a contract with me, and become a Magical Girl.\Stop!\That's really impressive. response:	Madoka transformed.
context: That will satisfy him!\Can someone like me really do that much?\Can I really change this outcome?\Of course.\That's why you should make a contract with me, and become a Magical Girl.\Stop!\That's really impressive.\Madoka transformed. response:	Although it was predicted that she would become the strongest Magical Girl...
context: Can someone like me really do that much?\Can I really change this outcome?\Of course.\That's why you should make a contract with me, and become a Magical Girl.\Stop!\That's really impressive.\Madoka transformed.\Although it was predicted that she would become the strongest Magical Girl... response:	she stopped the Walpurgis Night with only one hit.
context: Can I really change this outcome?\Of course.\That's why you should make a contract with me, and become a Magical Girl.\Stop!\That's really impressive.\Madoka transformed.\Although it was predicted that she would become the strongest Magical Girl...\she stopped the Walpurgis Night with only one hit. response:	No matter what the ending is...
context: Of course.\That's why you should make a contract with me, and become a Magical Girl.\Stop!\That's really impressive.\Madoka transformed.\Although it was predicted that she would become the strongest Magical Girl...\she stopped the Walpurgis Night with only one hit.\No matter what the ending is... response:	have you predicted them all?
