context: Yum! response:	This is great!
context: Damn it!\What's wrong?\I've found something interesting.\Izanagi?\Probably.\Don't destroy it.\What's wrong?\Nothing. response:	Get out of there!
context: What's wrong?\I've found something interesting.\Izanagi?\Probably.\Don't destroy it.\What's wrong?\Nothing.\Get out of there! response:	She's coming that way.
context: I've found something interesting.\Izanagi?\Probably.\Don't destroy it.\What's wrong?\Nothing.\Get out of there!\She's coming that way. response:	You're no match for her.
context: Izanagi?\Probably.\Don't destroy it.\What's wrong?\Nothing.\Get out of there!\She's coming that way.\You're no match for her. response:	Run!
context: Probably.\Don't destroy it.\What's wrong?\Nothing.\Get out of there!\She's coming that way.\You're no match for her.\Run! response:	To eliminate your irregularities as a contractor.
context: Don't destroy it.\What's wrong?\Nothing.\Get out of there!\She's coming that way.\You're no match for her.\Run!\To eliminate your irregularities as a contractor. response:	I have to shoot her...
context: What's wrong?\Nothing.\Get out of there!\She's coming that way.\You're no match for her.\Run!\To eliminate your irregularities as a contractor.\I have to shoot her... response:	What are you saying, young miss?
context: Nothing.\Get out of there!\She's coming that way.\You're no match for her.\Run!\To eliminate your irregularities as a contractor.\I have to shoot her...\What are you saying, young miss? response:	He told me to shoot.
context: Get out of there!\She's coming that way.\You're no match for her.\Run!\To eliminate your irregularities as a contractor.\I have to shoot her...\What are you saying, young miss?\He told me to shoot. response:	Hey! What's going on? July!
context: She's coming that way.\You're no match for her.\Run!\To eliminate your irregularities as a contractor.\I have to shoot her...\What are you saying, young miss?\He told me to shoot.\Hey! What's going on? July! response:	I know her. I've met her before.
context: You're no match for her.\Run!\To eliminate your irregularities as a contractor.\I have to shoot her...\What are you saying, young miss?\He told me to shoot.\Hey! What's going on? July!\I know her. I've met her before. response:	What?
context: Run!\To eliminate your irregularities as a contractor.\I have to shoot her...\What are you saying, young miss?\He told me to shoot.\Hey! What's going on? July!\I know her. I've met her before.\What? response:	The Scandinavian doll with silver hair.
context: To eliminate your irregularities as a contractor.\I have to shoot her...\What are you saying, young miss?\He told me to shoot.\Hey! What's going on? July!\I know her. I've met her before.\What?\The Scandinavian doll with silver hair. response:	That's...
context: I have to shoot her...\What are you saying, young miss?\He told me to shoot.\Hey! What's going on? July!\I know her. I've met her before.\What?\The Scandinavian doll with silver hair.\That's... response:	Why? Why is she...
context: What are you saying, young miss?\He told me to shoot.\Hey! What's going on? July!\I know her. I've met her before.\What?\The Scandinavian doll with silver hair.\That's...\Why? Why is she... response:	Beats me.
context: He told me to shoot.\Hey! What's going on? July!\I know her. I've met her before.\What?\The Scandinavian doll with silver hair.\That's...\Why? Why is she...\Beats me. response:	More importantly, let's get it rockin'.
context: Hey! What's going on? July!\I know her. I've met her before.\What?\The Scandinavian doll with silver hair.\That's...\Why? Why is she...\Beats me.\More importantly, let's get it rockin'. response:	Hey, now! That's cold!
context: I know her. I've met her before.\What?\The Scandinavian doll with silver hair.\That's...\Why? Why is she...\Beats me.\More importantly, let's get it rockin'.\Hey, now! That's cold! response:	Hey, are those contractors?
context: What?\The Scandinavian doll with silver hair.\That's...\Why? Why is she...\Beats me.\More importantly, let's get it rockin'.\Hey, now! That's cold!\Hey, are those contractors? response:	Don't look at them!
context: The Scandinavian doll with silver hair.\That's...\Why? Why is she...\Beats me.\More importantly, let's get it rockin'.\Hey, now! That's cold!\Hey, are those contractors?\Don't look at them! response:	If you don't ignore them and just pass by, they'll eat you alive.
context: That's...\Why? Why is she...\Beats me.\More importantly, let's get it rockin'.\Hey, now! That's cold!\Hey, are those contractors?\Don't look at them!\If you don't ignore them and just pass by, they'll eat you alive. response:	Hey, is there a contractor above us?
context: Why? Why is she...\Beats me.\More importantly, let's get it rockin'.\Hey, now! That's cold!\Hey, are those contractors?\Don't look at them!\If you don't ignore them and just pass by, they'll eat you alive.\Hey, is there a contractor above us? response:	Psst! Ignore him!
context: Beats me.\More importantly, let's get it rockin'.\Hey, now! That's cold!\Hey, are those contractors?\Don't look at them!\If you don't ignore them and just pass by, they'll eat you alive.\Hey, is there a contractor above us?\Psst! Ignore him! response:	It'll take your hair!
context: More importantly, let's get it rockin'.\Hey, now! That's cold!\Hey, are those contractors?\Don't look at them!\If you don't ignore them and just pass by, they'll eat you alive.\Hey, is there a contractor above us?\Psst! Ignore him!\It'll take your hair! response:	Huh, wait!
context: Hey, now! That's cold!\Hey, are those contractors?\Don't look at them!\If you don't ignore them and just pass by, they'll eat you alive.\Hey, is there a contractor above us?\Psst! Ignore him!\It'll take your hair!\Huh, wait! response:	The truck...
context: Hey, are those contractors?\Don't look at them!\If you don't ignore them and just pass by, they'll eat you alive.\Hey, is there a contractor above us?\Psst! Ignore him!\It'll take your hair!\Huh, wait!\The truck... response:	I took it...
context: Don't look at them!\If you don't ignore them and just pass by, they'll eat you alive.\Hey, is there a contractor above us?\Psst! Ignore him!\It'll take your hair!\Huh, wait!\The truck...\I took it... response:	Where did they go?
context: If you don't ignore them and just pass by, they'll eat you alive.\Hey, is there a contractor above us?\Psst! Ignore him!\It'll take your hair!\Huh, wait!\The truck...\I took it...\Where did they go? response:	July, the measurement...
context: Hey, is there a contractor above us?\Psst! Ignore him!\It'll take your hair!\Huh, wait!\The truck...\I took it...\Where did they go?\July, the measurement... response:	What are you doing?!
context: Psst! Ignore him!\It'll take your hair!\Huh, wait!\The truck...\I took it...\Where did they go?\July, the measurement...\What are you doing?! response:	That broad is already over there!
context: It'll take your hair!\Huh, wait!\The truck...\I took it...\Where did they go?\July, the measurement...\What are you doing?!\That broad is already over there! response:	Distance: 1500.
context: Huh, wait!\The truck...\I took it...\Where did they go?\July, the measurement...\What are you doing?!\That broad is already over there!\Distance: 1500. response:	Wind velocity: 3.
context: The truck...\I took it...\Where did they go?\July, the measurement...\What are you doing?!\That broad is already over there!\Distance: 1500.\Wind velocity: 3. response:	Blowing from northwest.
context: I took it...\Where did they go?\July, the measurement...\What are you doing?!\That broad is already over there!\Distance: 1500.\Wind velocity: 3.\Blowing from northwest. response:	5mm to the left.
context: Where did they go?\July, the measurement...\What are you doing?!\That broad is already over there!\Distance: 1500.\Wind velocity: 3.\Blowing from northwest.\5mm to the left. response:	Don't shoot!
context: July, the measurement...\What are you doing?!\That broad is already over there!\Distance: 1500.\Wind velocity: 3.\Blowing from northwest.\5mm to the left.\Don't shoot! response:	Don't shoot, Suou!
context: What are you doing?!\That broad is already over there!\Distance: 1500.\Wind velocity: 3.\Blowing from northwest.\5mm to the left.\Don't shoot!\Don't shoot, Suou! response:	Yin?
context: That broad is already over there!\Distance: 1500.\Wind velocity: 3.\Blowing from northwest.\5mm to the left.\Don't shoot!\Don't shoot, Suou!\Yin? response:	Send half of the men to back up Hazuki and capture the enemy.
context: Distance: 1500.\Wind velocity: 3.\Blowing from northwest.\5mm to the left.\Don't shoot!\Don't shoot, Suou!\Yin?\Send half of the men to back up Hazuki and capture the enemy. response:	The rest will confirm the status of the goods and continue with the transportation!
context: Wind velocity: 3.\Blowing from northwest.\5mm to the left.\Don't shoot!\Don't shoot, Suou!\Yin?\Send half of the men to back up Hazuki and capture the enemy.\The rest will confirm the status of the goods and continue with the transportation! response:	Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.
context: Blowing from northwest.\5mm to the left.\Don't shoot!\Don't shoot, Suou!\Yin?\Send half of the men to back up Hazuki and capture the enemy.\The rest will confirm the status of the goods and continue with the transportation!\Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you. response:	Hey!
context: 5mm to the left.\Don't shoot!\Don't shoot, Suou!\Yin?\Send half of the men to back up Hazuki and capture the enemy.\The rest will confirm the status of the goods and continue with the transportation!\Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.\Hey! response:	Go!
context: Don't shoot!\Don't shoot, Suou!\Yin?\Send half of the men to back up Hazuki and capture the enemy.\The rest will confirm the status of the goods and continue with the transportation!\Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.\Hey!\Go! response:	BK201 can release electricity in any direction he wishes.
context: Don't shoot, Suou!\Yin?\Send half of the men to back up Hazuki and capture the enemy.\The rest will confirm the status of the goods and continue with the transportation!\Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.\Hey!\Go!\BK201 can release electricity in any direction he wishes. response:	Facing him underwater is...
context: Yin?\Send half of the men to back up Hazuki and capture the enemy.\The rest will confirm the status of the goods and continue with the transportation!\Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.\Hey!\Go!\BK201 can release electricity in any direction he wishes.\Facing him underwater is... response:	Are you sure?
context: Send half of the men to back up Hazuki and capture the enemy.\The rest will confirm the status of the goods and continue with the transportation!\Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.\Hey!\Go!\BK201 can release electricity in any direction he wishes.\Facing him underwater is...\Are you sure? response:	No need to worry.
context: The rest will confirm the status of the goods and continue with the transportation!\Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.\Hey!\Go!\BK201 can release electricity in any direction he wishes.\Facing him underwater is...\Are you sure?\No need to worry. response:	The analysis of the data we took in Russia is correct.
context: Retreat along the eastern route. If I don't make the rendezvous point, it's all up to you.\Hey!\Go!\BK201 can release electricity in any direction he wishes.\Facing him underwater is...\Are you sure?\No need to worry.\The analysis of the data we took in Russia is correct. response:	BK201 has lost his abilities as a contractor.
context: Hey!\Go!\BK201 can release electricity in any direction he wishes.\Facing him underwater is...\Are you sure?\No need to worry.\The analysis of the data we took in Russia is correct.\BK201 has lost his abilities as a contractor. response:	Episode 6 The Fragrance is Sweet, the Heart is Bitter
context: Go!\BK201 can release electricity in any direction he wishes.\Facing him underwater is...\Are you sure?\No need to worry.\The analysis of the data we took in Russia is correct.\BK201 has lost his abilities as a contractor.\Episode 6 The Fragrance is Sweet, the Heart is Bitter response:	Are we going to leave him behind?
context: BK201 can release electricity in any direction he wishes.\Facing him underwater is...\Are you sure?\No need to worry.\The analysis of the data we took in Russia is correct.\BK201 has lost his abilities as a contractor.\Episode 6 The Fragrance is Sweet, the Heart is Bitter\Are we going to leave him behind? response:	We'll wait for him to contact us and regroup.
context: Facing him underwater is...\Are you sure?\No need to worry.\The analysis of the data we took in Russia is correct.\BK201 has lost his abilities as a contractor.\Episode 6 The Fragrance is Sweet, the Heart is Bitter\Are we going to leave him behind?\We'll wait for him to contact us and regroup. response:	And if not, then yes.
context: Are you sure?\No need to worry.\The analysis of the data we took in Russia is correct.\BK201 has lost his abilities as a contractor.\Episode 6 The Fragrance is Sweet, the Heart is Bitter\Are we going to leave him behind?\We'll wait for him to contact us and regroup.\And if not, then yes. response:	Who's Yin?
context: No need to worry.\The analysis of the data we took in Russia is correct.\BK201 has lost his abilities as a contractor.\Episode 6 The Fragrance is Sweet, the Heart is Bitter\Are we going to leave him behind?\We'll wait for him to contact us and regroup.\And if not, then yes.\Who's Yin? response:	A doll who used to be part of our team.
context: The analysis of the data we took in Russia is correct.\BK201 has lost his abilities as a contractor.\Episode 6 The Fragrance is Sweet, the Heart is Bitter\Are we going to leave him behind?\We'll wait for him to contact us and regroup.\And if not, then yes.\Who's Yin?\A doll who used to be part of our team. response:	Part of our team?
context: BK201 has lost his abilities as a contractor.\Episode 6 The Fragrance is Sweet, the Heart is Bitter\Are we going to leave him behind?\We'll wait for him to contact us and regroup.\And if not, then yes.\Who's Yin?\A doll who used to be part of our team.\Part of our team? response:	She and Hei have a history together.
context: Episode 6 The Fragrance is Sweet, the Heart is Bitter\Are we going to leave him behind?\We'll wait for him to contact us and regroup.\And if not, then yes.\Who's Yin?\A doll who used to be part of our team.\Part of our team?\She and Hei have a history together. response:	History...
context: Are we going to leave him behind?\We'll wait for him to contact us and regroup.\And if not, then yes.\Who's Yin?\A doll who used to be part of our team.\Part of our team?\She and Hei have a history together.\History... response:	Thanks for earlier.
context: We'll wait for him to contact us and regroup.\And if not, then yes.\Who's Yin?\A doll who used to be part of our team.\Part of our team?\She and Hei have a history together.\History...\Thanks for earlier. response:	Man, she's nowhere to be found.
context: And if not, then yes.\Who's Yin?\A doll who used to be part of our team.\Part of our team?\She and Hei have a history together.\History...\Thanks for earlier.\Man, she's nowhere to be found. response:	Figures...
context: Who's Yin?\A doll who used to be part of our team.\Part of our team?\She and Hei have a history together.\History...\Thanks for earlier.\Man, she's nowhere to be found.\Figures... response:	I didn't know anything about her...
context: A doll who used to be part of our team.\Part of our team?\She and Hei have a history together.\History...\Thanks for earlier.\Man, she's nowhere to be found.\Figures...\I didn't know anything about her... response:	Norio!
context: Part of our team?\She and Hei have a history together.\History...\Thanks for earlier.\Man, she's nowhere to be found.\Figures...\I didn't know anything about her...\Norio! response:	Sorry, I don't feel like wasting my youth with you guys.
context: She and Hei have a history together.\History...\Thanks for earlier.\Man, she's nowhere to be found.\Figures...\I didn't know anything about her...\Norio!\Sorry, I don't feel like wasting my youth with you guys. response:	Awesome! She's having a death match with a contractor!
context: History...\Thanks for earlier.\Man, she's nowhere to be found.\Figures...\I didn't know anything about her...\Norio!\Sorry, I don't feel like wasting my youth with you guys.\Awesome! She's having a death match with a contractor! response:	She's facing some old woman!
context: Thanks for earlier.\Man, she's nowhere to be found.\Figures...\I didn't know anything about her...\Norio!\Sorry, I don't feel like wasting my youth with you guys.\Awesome! She's having a death match with a contractor!\She's facing some old woman! response:	Don't tell me...
context: Man, she's nowhere to be found.\Figures...\I didn't know anything about her...\Norio!\Sorry, I don't feel like wasting my youth with you guys.\Awesome! She's having a death match with a contractor!\She's facing some old woman!\Don't tell me... response:	it's already come to the mother-in-law versus bride fight?!
context: Figures...\I didn't know anything about her...\Norio!\Sorry, I don't feel like wasting my youth with you guys.\Awesome! She's having a death match with a contractor!\She's facing some old woman!\Don't tell me...\it's already come to the mother-in-law versus bride fight?! response:	Suou!
context: I didn't know anything about her...\Norio!\Sorry, I don't feel like wasting my youth with you guys.\Awesome! She's having a death match with a contractor!\She's facing some old woman!\Don't tell me...\it's already come to the mother-in-law versus bride fight?!\Suou! response:	I don't plan on hurting you.
context: Norio!\Sorry, I don't feel like wasting my youth with you guys.\Awesome! She's having a death match with a contractor!\She's facing some old woman!\Don't tell me...\it's already come to the mother-in-law versus bride fight?!\Suou!\I don't plan on hurting you. response:	My son would get pretty angry at me too.
context: Sorry, I don't feel like wasting my youth with you guys.\Awesome! She's having a death match with a contractor!\She's facing some old woman!\Don't tell me...\it's already come to the mother-in-law versus bride fight?!\Suou!\I don't plan on hurting you.\My son would get pretty angry at me too. response:	Don't come!
context: Awesome! She's having a death match with a contractor!\She's facing some old woman!\Don't tell me...\it's already come to the mother-in-law versus bride fight?!\Suou!\I don't plan on hurting you.\My son would get pretty angry at me too.\Don't come! response:	Come with me!
context: She's facing some old woman!\Don't tell me...\it's already come to the mother-in-law versus bride fight?!\Suou!\I don't plan on hurting you.\My son would get pretty angry at me too.\Don't come!\Come with me! response:	With you?
context: Don't tell me...\it's already come to the mother-in-law versus bride fight?!\Suou!\I don't plan on hurting you.\My son would get pretty angry at me too.\Don't come!\Come with me!\With you? response:	Come.
context: it's already come to the mother-in-law versus bride fight?!\Suou!\I don't plan on hurting you.\My son would get pretty angry at me too.\Don't come!\Come with me!\With you?\Come. response:	Stand back!
context: Suou!\I don't plan on hurting you.\My son would get pretty angry at me too.\Don't come!\Come with me!\With you?\Come.\Stand back! response:	Stand back!
context: I don't plan on hurting you.\My son would get pretty angry at me too.\Don't come!\Come with me!\With you?\Come.\Stand back!\Stand back! response:	No!
context: My son would get pretty angry at me too.\Don't come!\Come with me!\With you?\Come.\Stand back!\Stand back!\No! response:	You need to talk!
context: Don't come!\Come with me!\With you?\Come.\Stand back!\Stand back!\No!\You need to talk! response:	There's no need for a catfight amongst women!
context: Come with me!\With you?\Come.\Stand back!\Stand back!\No!\You need to talk!\There's no need for a catfight amongst women! response:	A surveillance spirit.
context: With you?\Come.\Stand back!\Stand back!\No!\You need to talk!\There's no need for a catfight amongst women!\A surveillance spirit. response:	What?
context: Come.\Stand back!\Stand back!\No!\You need to talk!\There's no need for a catfight amongst women!\A surveillance spirit.\What? response:	Mom!
context: Stand back!\Stand back!\No!\You need to talk!\There's no need for a catfight amongst women!\A surveillance spirit.\What?\Mom! response:	Mom! Mom!
context: Stand back!\No!\You need to talk!\There's no need for a catfight amongst women!\A surveillance spirit.\What?\Mom!\Mom! Mom! response:	Mom!
context: No!\You need to talk!\There's no need for a catfight amongst women!\A surveillance spirit.\What?\Mom!\Mom! Mom!\Mom! response:	Mom...
context: You need to talk!\There's no need for a catfight amongst women!\A surveillance spirit.\What?\Mom!\Mom! Mom!\Mom!\Mom... response:	Why...
context: There's no need for a catfight amongst women!\A surveillance spirit.\What?\Mom!\Mom! Mom!\Mom!\Mom...\Why... response:	Why...
context: A surveillance spirit.\What?\Mom!\Mom! Mom!\Mom!\Mom...\Why...\Why... response:	Norio...
context: What?\Mom!\Mom! Mom!\Mom!\Mom...\Why...\Why...\Norio... response:	Did you do this?
context: Mom!\Mom! Mom!\Mom!\Mom...\Why...\Why...\Norio...\Did you do this? response:	Why did you kill my mom?
context: Mom! Mom!\Mom!\Mom...\Why...\Why...\Norio...\Did you do this?\Why did you kill my mom? response:	Because you're a contractor?
context: Mom!\Mom...\Why...\Why...\Norio...\Did you do this?\Why did you kill my mom?\Because you're a contractor? response:	How can contractors kill people just like that?!
context: Mom...\Why...\Why...\Norio...\Did you do this?\Why did you kill my mom?\Because you're a contractor?\How can contractors kill people just like that?! response:	Let's go.
context: Why...\Why...\Norio...\Did you do this?\Why did you kill my mom?\Because you're a contractor?\How can contractors kill people just like that?!\Let's go. response:	You knew it, didn't you?
context: Why...\Norio...\Did you do this?\Why did you kill my mom?\Because you're a contractor?\How can contractors kill people just like that?!\Let's go.\You knew it, didn't you? response:	Yes.
context: Norio...\Did you do this?\Why did you kill my mom?\Because you're a contractor?\How can contractors kill people just like that?!\Let's go.\You knew it, didn't you?\Yes. response:	But I didn't expect them to use a submarine.
context: Did you do this?\Why did you kill my mom?\Because you're a contractor?\How can contractors kill people just like that?!\Let's go.\You knew it, didn't you?\Yes.\But I didn't expect them to use a submarine. response:	She always comes up with these crazy traps.
context: Why did you kill my mom?\Because you're a contractor?\How can contractors kill people just like that?!\Let's go.\You knew it, didn't you?\Yes.\But I didn't expect them to use a submarine.\She always comes up with these crazy traps. response:	What do you want?
context: Because you're a contractor?\How can contractors kill people just like that?!\Let's go.\You knew it, didn't you?\Yes.\But I didn't expect them to use a submarine.\She always comes up with these crazy traps.\What do you want? response:	You can't follow my orders unless you know my objective?
context: How can contractors kill people just like that?!\Let's go.\You knew it, didn't you?\Yes.\But I didn't expect them to use a submarine.\She always comes up with these crazy traps.\What do you want?\You can't follow my orders unless you know my objective? response:	Contractors are unexpectedly wet, huh?
context: Let's go.\You knew it, didn't you?\Yes.\But I didn't expect them to use a submarine.\She always comes up with these crazy traps.\What do you want?\You can't follow my orders unless you know my objective?\Contractors are unexpectedly wet, huh? response:	I won't work for you.
context: You knew it, didn't you?\Yes.\But I didn't expect them to use a submarine.\She always comes up with these crazy traps.\What do you want?\You can't follow my orders unless you know my objective?\Contractors are unexpectedly wet, huh?\I won't work for you. response:	I can't trust you.
context: Yes.\But I didn't expect them to use a submarine.\She always comes up with these crazy traps.\What do you want?\You can't follow my orders unless you know my objective?\Contractors are unexpectedly wet, huh?\I won't work for you.\I can't trust you. response:	That's my line.
context: But I didn't expect them to use a submarine.\She always comes up with these crazy traps.\What do you want?\You can't follow my orders unless you know my objective?\Contractors are unexpectedly wet, huh?\I won't work for you.\I can't trust you.\That's my line. response:	You've been telling me how you were going to kill that doll with your own hands.
context: She always comes up with these crazy traps.\What do you want?\You can't follow my orders unless you know my objective?\Contractors are unexpectedly wet, huh?\I won't work for you.\I can't trust you.\That's my line.\You've been telling me how you were going to kill that doll with your own hands. response:	I'm so disappointed.
context: What do you want?\You can't follow my orders unless you know my objective?\Contractors are unexpectedly wet, huh?\I won't work for you.\I can't trust you.\That's my line.\You've been telling me how you were going to kill that doll with your own hands.\I'm so disappointed. response:	Contractors are murderers.
context: You can't follow my orders unless you know my objective?\Contractors are unexpectedly wet, huh?\I won't work for you.\I can't trust you.\That's my line.\You've been telling me how you were going to kill that doll with your own hands.\I'm so disappointed.\Contractors are murderers. response:	Even though he gave me the order...
context: Contractors are unexpectedly wet, huh?\I won't work for you.\I can't trust you.\That's my line.\You've been telling me how you were going to kill that doll with your own hands.\I'm so disappointed.\Contractors are murderers.\Even though he gave me the order... response:	Why couldn't he kill Yin?
context: I won't work for you.\I can't trust you.\That's my line.\You've been telling me how you were going to kill that doll with your own hands.\I'm so disappointed.\Contractors are murderers.\Even though he gave me the order...\Why couldn't he kill Yin? response:	Because of their history?
context: I can't trust you.\That's my line.\You've been telling me how you were going to kill that doll with your own hands.\I'm so disappointed.\Contractors are murderers.\Even though he gave me the order...\Why couldn't he kill Yin?\Because of their history? response:	Maybe. Why don't you ask him?
context: That's my line.\You've been telling me how you were going to kill that doll with your own hands.\I'm so disappointed.\Contractors are murderers.\Even though he gave me the order...\Why couldn't he kill Yin?\Because of their history?\Maybe. Why don't you ask him? response:	That submarine seemed to be headed to Tokyo.
context: You've been telling me how you were going to kill that doll with your own hands.\I'm so disappointed.\Contractors are murderers.\Even though he gave me the order...\Why couldn't he kill Yin?\Because of their history?\Maybe. Why don't you ask him?\That submarine seemed to be headed to Tokyo. response:	But why Yin?
context: I'm so disappointed.\Contractors are murderers.\Even though he gave me the order...\Why couldn't he kill Yin?\Because of their history?\Maybe. Why don't you ask him?\That submarine seemed to be headed to Tokyo.\But why Yin? response:	She was there when that contractor died.
context: Contractors are murderers.\Even though he gave me the order...\Why couldn't he kill Yin?\Because of their history?\Maybe. Why don't you ask him?\That submarine seemed to be headed to Tokyo.\But why Yin?\She was there when that contractor died. response:	Yin's surveillance spirit.
context: Even though he gave me the order...\Why couldn't he kill Yin?\Because of their history?\Maybe. Why don't you ask him?\That submarine seemed to be headed to Tokyo.\But why Yin?\She was there when that contractor died.\Yin's surveillance spirit. response:	So it was all Yin.
context: Why couldn't he kill Yin?\Because of their history?\Maybe. Why don't you ask him?\That submarine seemed to be headed to Tokyo.\But why Yin?\She was there when that contractor died.\Yin's surveillance spirit.\So it was all Yin. response:	Yeah.
context: Because of their history?\Maybe. Why don't you ask him?\That submarine seemed to be headed to Tokyo.\But why Yin?\She was there when that contractor died.\Yin's surveillance spirit.\So it was all Yin.\Yeah. response:	And now we're going to Tokyo.
context: Maybe. Why don't you ask him?\That submarine seemed to be headed to Tokyo.\But why Yin?\She was there when that contractor died.\Yin's surveillance spirit.\So it was all Yin.\Yeah.\And now we're going to Tokyo. response:	Now our routes match, young miss.
context: That submarine seemed to be headed to Tokyo.\But why Yin?\She was there when that contractor died.\Yin's surveillance spirit.\So it was all Yin.\Yeah.\And now we're going to Tokyo.\Now our routes match, young miss. response:	Tokyo...
context: But why Yin?\She was there when that contractor died.\Yin's surveillance spirit.\So it was all Yin.\Yeah.\And now we're going to Tokyo.\Now our routes match, young miss.\Tokyo... response:	Hei.
context: She was there when that contractor died.\Yin's surveillance spirit.\So it was all Yin.\Yeah.\And now we're going to Tokyo.\Now our routes match, young miss.\Tokyo...\Hei. response:	Did you lose your powers?
context: Yin's surveillance spirit.\So it was all Yin.\Yeah.\And now we're going to Tokyo.\Now our routes match, young miss.\Tokyo...\Hei.\Did you lose your powers? response:	Anti-contractor weapon...
context: So it was all Yin.\Yeah.\And now we're going to Tokyo.\Now our routes match, young miss.\Tokyo...\Hei.\Did you lose your powers?\Anti-contractor weapon... response:	So this stole BK201's powers.
context: Yeah.\And now we're going to Tokyo.\Now our routes match, young miss.\Tokyo...\Hei.\Did you lose your powers?\Anti-contractor weapon...\So this stole BK201's powers. response:	I'm impressed you've guessed all that.
context: And now we're going to Tokyo.\Now our routes match, young miss.\Tokyo...\Hei.\Did you lose your powers?\Anti-contractor weapon...\So this stole BK201's powers.\I'm impressed you've guessed all that. response:	Who are you people?
context: Now our routes match, young miss.\Tokyo...\Hei.\Did you lose your powers?\Anti-contractor weapon...\So this stole BK201's powers.\I'm impressed you've guessed all that.\Who are you people? response:	What's Section 3?
context: Tokyo...\Hei.\Did you lose your powers?\Anti-contractor weapon...\So this stole BK201's powers.\I'm impressed you've guessed all that.\Who are you people?\What's Section 3? response:	I can't tell you, but...
context: Hei.\Did you lose your powers?\Anti-contractor weapon...\So this stole BK201's powers.\I'm impressed you've guessed all that.\Who are you people?\What's Section 3?\I can't tell you, but... response:	It's better if you don't see me as an ally.
context: Did you lose your powers?\Anti-contractor weapon...\So this stole BK201's powers.\I'm impressed you've guessed all that.\Who are you people?\What's Section 3?\I can't tell you, but...\It's better if you don't see me as an ally. response:	If BK201's doll, Izanami, is here...
context: Anti-contractor weapon...\So this stole BK201's powers.\I'm impressed you've guessed all that.\Who are you people?\What's Section 3?\I can't tell you, but...\It's better if you don't see me as an ally.\If BK201's doll, Izanami, is here... response:	Yes... he'll come after us.
context: So this stole BK201's powers.\I'm impressed you've guessed all that.\Who are you people?\What's Section 3?\I can't tell you, but...\It's better if you don't see me as an ally.\If BK201's doll, Izanami, is here...\Yes... he'll come after us. response:	Where's this place?
context: I'm impressed you've guessed all that.\Who are you people?\What's Section 3?\I can't tell you, but...\It's better if you don't see me as an ally.\If BK201's doll, Izanami, is here...\Yes... he'll come after us.\Where's this place? response:	Just something adults do.
context: Who are you people?\What's Section 3?\I can't tell you, but...\It's better if you don't see me as an ally.\If BK201's doll, Izanami, is here...\Yes... he'll come after us.\Where's this place?\Just something adults do. response:	Some people have a second house somewhere.
context: What's Section 3?\I can't tell you, but...\It's better if you don't see me as an ally.\If BK201's doll, Izanami, is here...\Yes... he'll come after us.\Where's this place?\Just something adults do.\Some people have a second house somewhere. response:	July, please put some sugar in it.
context: I can't tell you, but...\It's better if you don't see me as an ally.\If BK201's doll, Izanami, is here...\Yes... he'll come after us.\Where's this place?\Just something adults do.\Some people have a second house somewhere.\July, please put some sugar in it. response:	What are you looking at?
context: It's better if you don't see me as an ally.\If BK201's doll, Izanami, is here...\Yes... he'll come after us.\Where's this place?\Just something adults do.\Some people have a second house somewhere.\July, please put some sugar in it.\What are you looking at? response:	He called that contractor mom.
context: If BK201's doll, Izanami, is here...\Yes... he'll come after us.\Where's this place?\Just something adults do.\Some people have a second house somewhere.\July, please put some sugar in it.\What are you looking at?\He called that contractor mom. response:	He said he liked me.
context: Yes... he'll come after us.\Where's this place?\Just something adults do.\Some people have a second house somewhere.\July, please put some sugar in it.\What are you looking at?\He called that contractor mom.\He said he liked me. response:	He hates me now, I'm sure.
context: Where's this place?\Just something adults do.\Some people have a second house somewhere.\July, please put some sugar in it.\What are you looking at?\He called that contractor mom.\He said he liked me.\He hates me now, I'm sure. response:	Thanks.
context: Just something adults do.\Some people have a second house somewhere.\July, please put some sugar in it.\What are you looking at?\He called that contractor mom.\He said he liked me.\He hates me now, I'm sure.\Thanks. response:	What kind of feeling is love?
context: Some people have a second house somewhere.\July, please put some sugar in it.\What are you looking at?\He called that contractor mom.\He said he liked me.\He hates me now, I'm sure.\Thanks.\What kind of feeling is love? response:	Don't shoot!
context: July, please put some sugar in it.\What are you looking at?\He called that contractor mom.\He said he liked me.\He hates me now, I'm sure.\Thanks.\What kind of feeling is love?\Don't shoot! response:	Don't shoot, Suou!
context: What are you looking at?\He called that contractor mom.\He said he liked me.\He hates me now, I'm sure.\Thanks.\What kind of feeling is love?\Don't shoot!\Don't shoot, Suou! response:	He called my name.
context: He called that contractor mom.\He said he liked me.\He hates me now, I'm sure.\Thanks.\What kind of feeling is love?\Don't shoot!\Don't shoot, Suou!\He called my name. response:	I can't bear eating weeds again.
context: He said he liked me.\He hates me now, I'm sure.\Thanks.\What kind of feeling is love?\Don't shoot!\Don't shoot, Suou!\He called my name.\I can't bear eating weeds again. response:	Where did you get the ingredients?
