context: Got you! response:	Let me go! What are you doing?!
context: So annoying...\Who's fault is that? You're the one who started it.\I'm just returning the favor.\Thanks for treating me.\You sure are weird today.\A-Am I?\Are you just being quiet or are you feeling weak?\It's because I've been wounded. response:	Does it still hurt?
context: Who's fault is that? You're the one who started it.\I'm just returning the favor.\Thanks for treating me.\You sure are weird today.\A-Am I?\Are you just being quiet or are you feeling weak?\It's because I've been wounded.\Does it still hurt? response:	Should I get you some pain killers or something?
context: I'm just returning the favor.\Thanks for treating me.\You sure are weird today.\A-Am I?\Are you just being quiet or are you feeling weak?\It's because I've been wounded.\Does it still hurt?\Should I get you some pain killers or something? response:	N-No, I'm fine.
context: Thanks for treating me.\You sure are weird today.\A-Am I?\Are you just being quiet or are you feeling weak?\It's because I've been wounded.\Does it still hurt?\Should I get you some pain killers or something?\N-No, I'm fine. response:	That's okay. then.
context: You sure are weird today.\A-Am I?\Are you just being quiet or are you feeling weak?\It's because I've been wounded.\Does it still hurt?\Should I get you some pain killers or something?\N-No, I'm fine.\That's okay. then. response:	Otani...
context: A-Am I?\Are you just being quiet or are you feeling weak?\It's because I've been wounded.\Does it still hurt?\Should I get you some pain killers or something?\N-No, I'm fine.\That's okay. then.\Otani... response:	You're a good guy.
context: Are you just being quiet or are you feeling weak?\It's because I've been wounded.\Does it still hurt?\Should I get you some pain killers or something?\N-No, I'm fine.\That's okay. then.\Otani...\You're a good guy. response:	You only just noticed?
context: It's because I've been wounded.\Does it still hurt?\Should I get you some pain killers or something?\N-No, I'm fine.\That's okay. then.\Otani...\You're a good guy.\You only just noticed? response:	What if...
context: Does it still hurt?\Should I get you some pain killers or something?\N-No, I'm fine.\That's okay. then.\Otani...\You're a good guy.\You only just noticed?\What if... response:	What if I happened to accidentally fall for you...
context: Should I get you some pain killers or something?\N-No, I'm fine.\That's okay. then.\Otani...\You're a good guy.\You only just noticed?\What if...\What if I happened to accidentally fall for you... response:	What would you do?
context: N-No, I'm fine.\That's okay. then.\Otani...\You're a good guy.\You only just noticed?\What if...\What if I happened to accidentally fall for you...\What would you do? response:	Don't say such disgusting things.
context: That's okay. then.\Otani...\You're a good guy.\You only just noticed?\What if...\What if I happened to accidentally fall for you...\What would you do?\Don't say such disgusting things. response:	Isn't there anything better we can talk about?
context: Otani...\You're a good guy.\You only just noticed?\What if...\What if I happened to accidentally fall for you...\What would you do?\Don't say such disgusting things.\Isn't there anything better we can talk about? response:	With someone like you, there probably isn't!
context: You're a good guy.\You only just noticed?\What if...\What if I happened to accidentally fall for you...\What would you do?\Don't say such disgusting things.\Isn't there anything better we can talk about?\With someone like you, there probably isn't! response:	Huh? What's that supposed to mean?
context: You only just noticed?\What if...\What if I happened to accidentally fall for you...\What would you do?\Don't say such disgusting things.\Isn't there anything better we can talk about?\With someone like you, there probably isn't!\Huh? What's that supposed to mean? response:	Shut up, midget!
context: What if...\What if I happened to accidentally fall for you...\What would you do?\Don't say such disgusting things.\Isn't there anything better we can talk about?\With someone like you, there probably isn't!\Huh? What's that supposed to mean?\Shut up, midget! response:	Stop joking around.
context: What if I happened to accidentally fall for you...\What would you do?\Don't say such disgusting things.\Isn't there anything better we can talk about?\With someone like you, there probably isn't!\Huh? What's that supposed to mean?\Shut up, midget!\Stop joking around. response:	Don't get your hopes up about ever finding a boyfriend, amazon.
context: What would you do?\Don't say such disgusting things.\Isn't there anything better we can talk about?\With someone like you, there probably isn't!\Huh? What's that supposed to mean?\Shut up, midget!\Stop joking around.\Don't get your hopes up about ever finding a boyfriend, amazon. response:	Wha...What's this?!
context: Don't say such disgusting things.\Isn't there anything better we can talk about?\With someone like you, there probably isn't!\Huh? What's that supposed to mean?\Shut up, midget!\Stop joking around.\Don't get your hopes up about ever finding a boyfriend, amazon.\Wha...What's this?! response:	You're right. I'm just a giant amazon!
context: Isn't there anything better we can talk about?\With someone like you, there probably isn't!\Huh? What's that supposed to mean?\Shut up, midget!\Stop joking around.\Don't get your hopes up about ever finding a boyfriend, amazon.\Wha...What's this?!\You're right. I'm just a giant amazon! response:	Otani-kun, what did you do?!
context: With someone like you, there probably isn't!\Huh? What's that supposed to mean?\Shut up, midget!\Stop joking around.\Don't get your hopes up about ever finding a boyfriend, amazon.\Wha...What's this?!\You're right. I'm just a giant amazon!\Otani-kun, what did you do?! response:	I don't know! She just suddenly...
context: Huh? What's that supposed to mean?\Shut up, midget!\Stop joking around.\Don't get your hopes up about ever finding a boyfriend, amazon.\Wha...What's this?!\You're right. I'm just a giant amazon!\Otani-kun, what did you do?!\I don't know! She just suddenly... response:	It's my fault. I'm just an amazon...
context: Shut up, midget!\Stop joking around.\Don't get your hopes up about ever finding a boyfriend, amazon.\Wha...What's this?!\You're right. I'm just a giant amazon!\Otani-kun, what did you do?!\I don't know! She just suddenly...\It's my fault. I'm just an amazon... response:	You said a mean thing like that?
context: Stop joking around.\Don't get your hopes up about ever finding a boyfriend, amazon.\Wha...What's this?!\You're right. I'm just a giant amazon!\Otani-kun, what did you do?!\I don't know! She just suddenly...\It's my fault. I'm just an amazon...\You said a mean thing like that? response:	Wait! She's the one who's always calling me a midget!
context: Don't get your hopes up about ever finding a boyfriend, amazon.\Wha...What's this?!\You're right. I'm just a giant amazon!\Otani-kun, what did you do?!\I don't know! She just suddenly...\It's my fault. I'm just an amazon...\You said a mean thing like that?\Wait! She's the one who's always calling me a midget! response:	So what?!
context: Wha...What's this?!\You're right. I'm just a giant amazon!\Otani-kun, what did you do?!\I don't know! She just suddenly...\It's my fault. I'm just an amazon...\You said a mean thing like that?\Wait! She's the one who's always calling me a midget!\So what?! response:	Poor thing.
context: You're right. I'm just a giant amazon!\Otani-kun, what did you do?!\I don't know! She just suddenly...\It's my fault. I'm just an amazon...\You said a mean thing like that?\Wait! She's the one who's always calling me a midget!\So what?!\Poor thing. response:	Koizumi really is weird today.
context: Otani-kun, what did you do?!\I don't know! She just suddenly...\It's my fault. I'm just an amazon...\You said a mean thing like that?\Wait! She's the one who's always calling me a midget!\So what?!\Poor thing.\Koizumi really is weird today. response:	A girl in love will always be emotional!
context: I don't know! She just suddenly...\It's my fault. I'm just an amazon...\You said a mean thing like that?\Wait! She's the one who's always calling me a midget!\So what?!\Poor thing.\Koizumi really is weird today.\A girl in love will always be emotional! response:	Nobu-chan!
context: It's my fault. I'm just an amazon...\You said a mean thing like that?\Wait! She's the one who's always calling me a midget!\So what?!\Poor thing.\Koizumi really is weird today.\A girl in love will always be emotional!\Nobu-chan! response:	In love?
context: You said a mean thing like that?\Wait! She's the one who's always calling me a midget!\So what?!\Poor thing.\Koizumi really is weird today.\A girl in love will always be emotional!\Nobu-chan!\In love? response:	There's someone you like, Koizumi? Who?!
context: Wait! She's the one who's always calling me a midget!\So what?!\Poor thing.\Koizumi really is weird today.\A girl in love will always be emotional!\Nobu-chan!\In love?\There's someone you like, Koizumi? Who?! response:	You're denser than I thought.
context: So what?!\Poor thing.\Koizumi really is weird today.\A girl in love will always be emotional!\Nobu-chan!\In love?\There's someone you like, Koizumi? Who?!\You're denser than I thought. response:	I never thought it would end up like this.
context: Poor thing.\Koizumi really is weird today.\A girl in love will always be emotional!\Nobu-chan!\In love?\There's someone you like, Koizumi? Who?!\You're denser than I thought.\I never thought it would end up like this. response:	No...
context: Koizumi really is weird today.\A girl in love will always be emotional!\Nobu-chan!\In love?\There's someone you like, Koizumi? Who?!\You're denser than I thought.\I never thought it would end up like this.\No... response:	This is my fault too.
context: A girl in love will always be emotional!\Nobu-chan!\In love?\There's someone you like, Koizumi? Who?!\You're denser than I thought.\I never thought it would end up like this.\No...\This is my fault too. response:	Wha...
context: Nobu-chan!\In love?\There's someone you like, Koizumi? Who?!\You're denser than I thought.\I never thought it would end up like this.\No...\This is my fault too.\Wha... response:	What's going on?
context: In love?\There's someone you like, Koizumi? Who?!\You're denser than I thought.\I never thought it would end up like this.\No...\This is my fault too.\Wha...\What's going on? response:	Risa-chan...
context: There's someone you like, Koizumi? Who?!\You're denser than I thought.\I never thought it would end up like this.\No...\This is my fault too.\Wha...\What's going on?\Risa-chan... response:	Hey...
context: You're denser than I thought.\I never thought it would end up like this.\No...\This is my fault too.\Wha...\What's going on?\Risa-chan...\Hey... response:	You poor thing.
context: I never thought it would end up like this.\No...\This is my fault too.\Wha...\What's going on?\Risa-chan...\Hey...\You poor thing. response:	Thanks. I'm okay.
context: No...\This is my fault too.\Wha...\What's going on?\Risa-chan...\Hey...\You poor thing.\Thanks. I'm okay. response:	Hey...
context: This is my fault too.\Wha...\What's going on?\Risa-chan...\Hey...\You poor thing.\Thanks. I'm okay.\Hey... response:	Do your best!
context: Wha...\What's going on?\Risa-chan...\Hey...\You poor thing.\Thanks. I'm okay.\Hey...\Do your best! response:	I said Hey!
context: What's going on?\Risa-chan...\Hey...\You poor thing.\Thanks. I'm okay.\Hey...\Do your best!\I said Hey! response:	Don't ignore me! What's with you guys?!
context: Risa-chan...\Hey...\You poor thing.\Thanks. I'm okay.\Hey...\Do your best!\I said Hey!\Don't ignore me! What's with you guys?! response:	Let's all go get snow cones.
context: Hey...\You poor thing.\Thanks. I'm okay.\Hey...\Do your best!\I said Hey!\Don't ignore me! What's with you guys?!\Let's all go get snow cones. response:	You guys! Stop ignoring me!!
context: You poor thing.\Thanks. I'm okay.\Hey...\Do your best!\I said Hey!\Don't ignore me! What's with you guys?!\Let's all go get snow cones.\You guys! Stop ignoring me!! response:	Is your foot okay?
context: Thanks. I'm okay.\Hey...\Do your best!\I said Hey!\Don't ignore me! What's with you guys?!\Let's all go get snow cones.\You guys! Stop ignoring me!!\Is your foot okay? response:	Of course.
context: Hey...\Do your best!\I said Hey!\Don't ignore me! What's with you guys?!\Let's all go get snow cones.\You guys! Stop ignoring me!!\Is your foot okay?\Of course. response:	We're going to an Umibouzu concert, aren't we?
context: Do your best!\I said Hey!\Don't ignore me! What's with you guys?!\Let's all go get snow cones.\You guys! Stop ignoring me!!\Is your foot okay?\Of course.\We're going to an Umibouzu concert, aren't we? response:	I forgot about the pain ages ago.
context: I said Hey!\Don't ignore me! What's with you guys?!\Let's all go get snow cones.\You guys! Stop ignoring me!!\Is your foot okay?\Of course.\We're going to an Umibouzu concert, aren't we?\I forgot about the pain ages ago. response:	Hey... what was all that about earlier?
context: Don't ignore me! What's with you guys?!\Let's all go get snow cones.\You guys! Stop ignoring me!!\Is your foot okay?\Of course.\We're going to an Umibouzu concert, aren't we?\I forgot about the pain ages ago.\Hey... what was all that about earlier? response:	The summer sun was just too much for me.
context: Let's all go get snow cones.\You guys! Stop ignoring me!!\Is your foot okay?\Of course.\We're going to an Umibouzu concert, aren't we?\I forgot about the pain ages ago.\Hey... what was all that about earlier?\The summer sun was just too much for me. response:	Don't worry about it.
context: You guys! Stop ignoring me!!\Is your foot okay?\Of course.\We're going to an Umibouzu concert, aren't we?\I forgot about the pain ages ago.\Hey... what was all that about earlier?\The summer sun was just too much for me.\Don't worry about it. response:	What the heck?
context: Is your foot okay?\Of course.\We're going to an Umibouzu concert, aren't we?\I forgot about the pain ages ago.\Hey... what was all that about earlier?\The summer sun was just too much for me.\Don't worry about it.\What the heck? response:	So who's this guy you like Koizumi?
context: Of course.\We're going to an Umibouzu concert, aren't we?\I forgot about the pain ages ago.\Hey... what was all that about earlier?\The summer sun was just too much for me.\Don't worry about it.\What the heck?\So who's this guy you like Koizumi? response:	Not telling.
context: We're going to an Umibouzu concert, aren't we?\I forgot about the pain ages ago.\Hey... what was all that about earlier?\The summer sun was just too much for me.\Don't worry about it.\What the heck?\So who's this guy you like Koizumi?\Not telling. response:	What?! Everyone else knows. You're gonna leave me out?
context: I forgot about the pain ages ago.\Hey... what was all that about earlier?\The summer sun was just too much for me.\Don't worry about it.\What the heck?\So who's this guy you like Koizumi?\Not telling.\What?! Everyone else knows. You're gonna leave me out? response:	I'm not telling idiots.
context: Hey... what was all that about earlier?\The summer sun was just too much for me.\Don't worry about it.\What the heck?\So who's this guy you like Koizumi?\Not telling.\What?! Everyone else knows. You're gonna leave me out?\I'm not telling idiots. response:	Ah... I know.
context: The summer sun was just too much for me.\Don't worry about it.\What the heck?\So who's this guy you like Koizumi?\Not telling.\What?! Everyone else knows. You're gonna leave me out?\I'm not telling idiots.\Ah... I know. response:	The guy you like is shorter than you, right?
context: Don't worry about it.\What the heck?\So who's this guy you like Koizumi?\Not telling.\What?! Everyone else knows. You're gonna leave me out?\I'm not telling idiots.\Ah... I know.\The guy you like is shorter than you, right? response:	That's why you cried when I called you an amazon.
context: What the heck?\So who's this guy you like Koizumi?\Not telling.\What?! Everyone else knows. You're gonna leave me out?\I'm not telling idiots.\Ah... I know.\The guy you like is shorter than you, right?\That's why you cried when I called you an amazon. response:	Uh... That's...
context: So who's this guy you like Koizumi?\Not telling.\What?! Everyone else knows. You're gonna leave me out?\I'm not telling idiots.\Ah... I know.\The guy you like is shorter than you, right?\That's why you cried when I called you an amazon.\Uh... That's... response:	You're an idiot.
context: Not telling.\What?! Everyone else knows. You're gonna leave me out?\I'm not telling idiots.\Ah... I know.\The guy you like is shorter than you, right?\That's why you cried when I called you an amazon.\Uh... That's...\You're an idiot. response:	How can you let stuff like that worry you?
context: What?! Everyone else knows. You're gonna leave me out?\I'm not telling idiots.\Ah... I know.\The guy you like is shorter than you, right?\That's why you cried when I called you an amazon.\Uh... That's...\You're an idiot.\How can you let stuff like that worry you? response:	You have your own charm, Koizumi.
context: I'm not telling idiots.\Ah... I know.\The guy you like is shorter than you, right?\That's why you cried when I called you an amazon.\Uh... That's...\You're an idiot.\How can you let stuff like that worry you?\You have your own charm, Koizumi. response:	Don't be indecisive. Just go for it.
context: Ah... I know.\The guy you like is shorter than you, right?\That's why you cried when I called you an amazon.\Uh... That's...\You're an idiot.\How can you let stuff like that worry you?\You have your own charm, Koizumi.\Don't be indecisive. Just go for it. response:	So, who do you like?
context: The guy you like is shorter than you, right?\That's why you cried when I called you an amazon.\Uh... That's...\You're an idiot.\How can you let stuff like that worry you?\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like? response:	Never mind.
context: That's why you cried when I called you an amazon.\Uh... That's...\You're an idiot.\How can you let stuff like that worry you?\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind. response:	How can I not mind?
context: Uh... That's...\You're an idiot.\How can you let stuff like that worry you?\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind? response:	Of course I mind, being the only one who doesn't know.
context: You're an idiot.\How can you let stuff like that worry you?\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind?\Of course I mind, being the only one who doesn't know. response:	This is just the type of guy he is...
context: How can you let stuff like that worry you?\You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind?\Of course I mind, being the only one who doesn't know.\This is just the type of guy he is... response:	You'll find out soon enough.
context: You have your own charm, Koizumi.\Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind?\Of course I mind, being the only one who doesn't know.\This is just the type of guy he is...\You'll find out soon enough. response:	But this is the type of girl I am...
context: Don't be indecisive. Just go for it.\So, who do you like?\Never mind.\How can I not mind?\Of course I mind, being the only one who doesn't know.\This is just the type of guy he is...\You'll find out soon enough.\But this is the type of girl I am... response:	What do you mean, soon enough?
context: So, who do you like?\Never mind.\How can I not mind?\Of course I mind, being the only one who doesn't know.\This is just the type of guy he is...\You'll find out soon enough.\But this is the type of girl I am...\What do you mean, soon enough? response:	Hey, I really do care, you know.
context: Never mind.\How can I not mind?\Of course I mind, being the only one who doesn't know.\This is just the type of guy he is...\You'll find out soon enough.\But this is the type of girl I am...\What do you mean, soon enough?\Hey, I really do care, you know. response:	I don't know if it'll go smoothly...
context: How can I not mind?\Of course I mind, being the only one who doesn't know.\This is just the type of guy he is...\You'll find out soon enough.\But this is the type of girl I am...\What do you mean, soon enough?\Hey, I really do care, you know.\I don't know if it'll go smoothly... response:	Hey, Koizumi!
context: Of course I mind, being the only one who doesn't know.\This is just the type of guy he is...\You'll find out soon enough.\But this is the type of girl I am...\What do you mean, soon enough?\Hey, I really do care, you know.\I don't know if it'll go smoothly...\Hey, Koizumi! response:	Don't worry about it.
context: This is just the type of guy he is...\You'll find out soon enough.\But this is the type of girl I am...\What do you mean, soon enough?\Hey, I really do care, you know.\I don't know if it'll go smoothly...\Hey, Koizumi!\Don't worry about it. response:	The concert is about to start. Let's go.
context: You'll find out soon enough.\But this is the type of girl I am...\What do you mean, soon enough?\Hey, I really do care, you know.\I don't know if it'll go smoothly...\Hey, Koizumi!\Don't worry about it.\The concert is about to start. Let's go. response:	Otani.
context: But this is the type of girl I am...\What do you mean, soon enough?\Hey, I really do care, you know.\I don't know if it'll go smoothly...\Hey, Koizumi!\Don't worry about it.\The concert is about to start. Let's go.\Otani. response:	As punishment for making me cry, take a picture with me.
context: What do you mean, soon enough?\Hey, I really do care, you know.\I don't know if it'll go smoothly...\Hey, Koizumi!\Don't worry about it.\The concert is about to start. Let's go.\Otani.\As punishment for making me cry, take a picture with me. response:	What the...?
context: Hey, I really do care, you know.\I don't know if it'll go smoothly...\Hey, Koizumi!\Don't worry about it.\The concert is about to start. Let's go.\Otani.\As punishment for making me cry, take a picture with me.\What the...? response:	Right.
context: I don't know if it'll go smoothly...\Hey, Koizumi!\Don't worry about it.\The concert is about to start. Let's go.\Otani.\As punishment for making me cry, take a picture with me.\What the...?\Right. response:	Don't be indecisive. Just go for it.
context: Hey, Koizumi!\Don't worry about it.\The concert is about to start. Let's go.\Otani.\As punishment for making me cry, take a picture with me.\What the...?\Right.\Don't be indecisive. Just go for it. response:	You just wait, Otani!
context: Don't worry about it.\The concert is about to start. Let's go.\Otani.\As punishment for making me cry, take a picture with me.\What the...?\Right.\Don't be indecisive. Just go for it.\You just wait, Otani! response:	Still, I never thought he'd be this slow on the uptake.
context: The concert is about to start. Let's go.\Otani.\As punishment for making me cry, take a picture with me.\What the...?\Right.\Don't be indecisive. Just go for it.\You just wait, Otani!\Still, I never thought he'd be this slow on the uptake. response:	He's been asking me, Who does Koizumi like?
context: Otani.\As punishment for making me cry, take a picture with me.\What the...?\Right.\Don't be indecisive. Just go for it.\You just wait, Otani!\Still, I never thought he'd be this slow on the uptake.\He's been asking me, Who does Koizumi like? response:	Over and over since we got back from the beach.
context: As punishment for making me cry, take a picture with me.\What the...?\Right.\Don't be indecisive. Just go for it.\You just wait, Otani!\Still, I never thought he'd be this slow on the uptake.\He's been asking me, Who does Koizumi like?\Over and over since we got back from the beach. response:	Risa, don't forget that Otani-kun is popular.
context: What the...?\Right.\Don't be indecisive. Just go for it.\You just wait, Otani!\Still, I never thought he'd be this slow on the uptake.\He's been asking me, Who does Koizumi like?\Over and over since we got back from the beach.\Risa, don't forget that Otani-kun is popular. response:	This summer vacation is your chance!
context: Right.\Don't be indecisive. Just go for it.\You just wait, Otani!\Still, I never thought he'd be this slow on the uptake.\He's been asking me, Who does Koizumi like?\Over and over since we got back from the beach.\Risa, don't forget that Otani-kun is popular.\This summer vacation is your chance! response:	Once summer is over, we've got the school trip and a ton of events coming up.
context: Don't be indecisive. Just go for it.\You just wait, Otani!\Still, I never thought he'd be this slow on the uptake.\He's been asking me, Who does Koizumi like?\Over and over since we got back from the beach.\Risa, don't forget that Otani-kun is popular.\This summer vacation is your chance!\Once summer is over, we've got the school trip and a ton of events coming up. response:	If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.
context: You just wait, Otani!\Still, I never thought he'd be this slow on the uptake.\He's been asking me, Who does Koizumi like?\Over and over since we got back from the beach.\Risa, don't forget that Otani-kun is popular.\This summer vacation is your chance!\Once summer is over, we've got the school trip and a ton of events coming up.\If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun. response:	Ahh! No, no no! I can't deal with that!
context: Still, I never thought he'd be this slow on the uptake.\He's been asking me, Who does Koizumi like?\Over and over since we got back from the beach.\Risa, don't forget that Otani-kun is popular.\This summer vacation is your chance!\Once summer is over, we've got the school trip and a ton of events coming up.\If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.\Ahh! No, no no! I can't deal with that! response:	There, there. I'll help you, but you need to do your best too, okay?
context: He's been asking me, Who does Koizumi like?\Over and over since we got back from the beach.\Risa, don't forget that Otani-kun is popular.\This summer vacation is your chance!\Once summer is over, we've got the school trip and a ton of events coming up.\If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.\Ahh! No, no no! I can't deal with that!\There, there. I'll help you, but you need to do your best too, okay? response:	It's completely useless using a subtle approach with him.
context: Over and over since we got back from the beach.\Risa, don't forget that Otani-kun is popular.\This summer vacation is your chance!\Once summer is over, we've got the school trip and a ton of events coming up.\If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.\Ahh! No, no no! I can't deal with that!\There, there. I'll help you, but you need to do your best too, okay?\It's completely useless using a subtle approach with him. response:	You just have to do it directly.
context: Risa, don't forget that Otani-kun is popular.\This summer vacation is your chance!\Once summer is over, we've got the school trip and a ton of events coming up.\If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.\Ahh! No, no no! I can't deal with that!\There, there. I'll help you, but you need to do your best too, okay?\It's completely useless using a subtle approach with him.\You just have to do it directly. response:	Directly?
context: This summer vacation is your chance!\Once summer is over, we've got the school trip and a ton of events coming up.\If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.\Ahh! No, no no! I can't deal with that!\There, there. I'll help you, but you need to do your best too, okay?\It's completely useless using a subtle approach with him.\You just have to do it directly.\Directly? response:	Tell him you like him.
context: Once summer is over, we've got the school trip and a ton of events coming up.\If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.\Ahh! No, no no! I can't deal with that!\There, there. I'll help you, but you need to do your best too, okay?\It's completely useless using a subtle approach with him.\You just have to do it directly.\Directly?\Tell him you like him. response:	Good, good!
context: If you keep procrastinating, you'll have to deal with a ton of rivals going after Otani-kun.\Ahh! No, no no! I can't deal with that!\There, there. I'll help you, but you need to do your best too, okay?\It's completely useless using a subtle approach with him.\You just have to do it directly.\Directly?\Tell him you like him.\Good, good! response:	There's no way I can do that!
context: Ahh! No, no no! I can't deal with that!\There, there. I'll help you, but you need to do your best too, okay?\It's completely useless using a subtle approach with him.\You just have to do it directly.\Directly?\Tell him you like him.\Good, good!\There's no way I can do that! response:	It'll never work if you can't even say that.
context: There, there. I'll help you, but you need to do your best too, okay?\It's completely useless using a subtle approach with him.\You just have to do it directly.\Directly?\Tell him you like him.\Good, good!\There's no way I can do that!\It'll never work if you can't even say that. response:	Well... yeah...
context: It's completely useless using a subtle approach with him.\You just have to do it directly.\Directly?\Tell him you like him.\Good, good!\There's no way I can do that!\It'll never work if you can't even say that.\Well... yeah... response:	Hey...
context: You just have to do it directly.\Directly?\Tell him you like him.\Good, good!\There's no way I can do that!\It'll never work if you can't even say that.\Well... yeah...\Hey... response:	There's something I just have to say to you.
context: Directly?\Tell him you like him.\Good, good!\There's no way I can do that!\It'll never work if you can't even say that.\Well... yeah...\Hey...\There's something I just have to say to you. response:	Is that okay?
context: Tell him you like him.\Good, good!\There's no way I can do that!\It'll never work if you can't even say that.\Well... yeah...\Hey...\There's something I just have to say to you.\Is that okay? response:	I can't.
context: Good, good!\There's no way I can do that!\It'll never work if you can't even say that.\Well... yeah...\Hey...\There's something I just have to say to you.\Is that okay?\I can't. response:	Basically, you need to get him alone first.
context: There's no way I can do that!\It'll never work if you can't even say that.\Well... yeah...\Hey...\There's something I just have to say to you.\Is that okay?\I can't.\Basically, you need to get him alone first. response:	Alone? Just the two of us?
context: It'll never work if you can't even say that.\Well... yeah...\Hey...\There's something I just have to say to you.\Is that okay?\I can't.\Basically, you need to get him alone first.\Alone? Just the two of us? response:	What's the problem?
context: Well... yeah...\Hey...\There's something I just have to say to you.\Is that okay?\I can't.\Basically, you need to get him alone first.\Alone? Just the two of us?\What's the problem? response:	It's not like it'd be your first time alone with Otani-kun.
context: Hey...\There's something I just have to say to you.\Is that okay?\I can't.\Basically, you need to get him alone first.\Alone? Just the two of us?\What's the problem?\It's not like it'd be your first time alone with Otani-kun. response:	But this is totally different.
context: There's something I just have to say to you.\Is that okay?\I can't.\Basically, you need to get him alone first.\Alone? Just the two of us?\What's the problem?\It's not like it'd be your first time alone with Otani-kun.\But this is totally different. response:	Up till now, we've jsut been together as All Hanshin-Kyojin.
context: Is that okay?\I can't.\Basically, you need to get him alone first.\Alone? Just the two of us?\What's the problem?\It's not like it'd be your first time alone with Otani-kun.\But this is totally different.\Up till now, we've jsut been together as All Hanshin-Kyojin. response:	How can we get a romantic mood going now?
context: I can't.\Basically, you need to get him alone first.\Alone? Just the two of us?\What's the problem?\It's not like it'd be your first time alone with Otani-kun.\But this is totally different.\Up till now, we've jsut been together as All Hanshin-Kyojin.\How can we get a romantic mood going now? response:	Impossible or not, just do it!
context: Basically, you need to get him alone first.\Alone? Just the two of us?\What's the problem?\It's not like it'd be your first time alone with Otani-kun.\But this is totally different.\Up till now, we've jsut been together as All Hanshin-Kyojin.\How can we get a romantic mood going now?\Impossible or not, just do it! response:	Are you okay with being All-Kyojin forever?
context: Alone? Just the two of us?\What's the problem?\It's not like it'd be your first time alone with Otani-kun.\But this is totally different.\Up till now, we've jsut been together as All Hanshin-Kyojin.\How can we get a romantic mood going now?\Impossible or not, just do it!\Are you okay with being All-Kyojin forever? response:	But what should I say?
context: What's the problem?\It's not like it'd be your first time alone with Otani-kun.\But this is totally different.\Up till now, we've jsut been together as All Hanshin-Kyojin.\How can we get a romantic mood going now?\Impossible or not, just do it!\Are you okay with being All-Kyojin forever?\But what should I say? response:	Like I said...
context: It's not like it'd be your first time alone with Otani-kun.\But this is totally different.\Up till now, we've jsut been together as All Hanshin-Kyojin.\How can we get a romantic mood going now?\Impossible or not, just do it!\Are you okay with being All-Kyojin forever?\But what should I say?\Like I said... response:	How about,
context: But this is totally different.\Up till now, we've jsut been together as All Hanshin-Kyojin.\How can we get a romantic mood going now?\Impossible or not, just do it!\Are you okay with being All-Kyojin forever?\But what should I say?\Like I said...\How about, response:	Hold on. Let me write this down.
context: Up till now, we've jsut been together as All Hanshin-Kyojin.\How can we get a romantic mood going now?\Impossible or not, just do it!\Are you okay with being All-Kyojin forever?\But what should I say?\Like I said...\How about,\Hold on. Let me write this down. response:	I've said a lot of bad things up till now, but, to be honest...
context: How can we get a romantic mood going now?\Impossible or not, just do it!\Are you okay with being All-Kyojin forever?\But what should I say?\Like I said...\How about,\Hold on. Let me write this down.\I've said a lot of bad things up till now, but, to be honest... response:	And then?
context: Impossible or not, just do it!\Are you okay with being All-Kyojin forever?\But what should I say?\Like I said...\How about,\Hold on. Let me write this down.\I've said a lot of bad things up till now, but, to be honest...\And then? response:	What are you doing?
context: Are you okay with being All-Kyojin forever?\But what should I say?\Like I said...\How about,\Hold on. Let me write this down.\I've said a lot of bad things up till now, but, to be honest...\And then?\What are you doing? response:	Gyah? What am I, a monster?
context: But what should I say?\Like I said...\How about,\Hold on. Let me write this down.\I've said a lot of bad things up till now, but, to be honest...\And then?\What are you doing?\Gyah? What am I, a monster? response:	I-I-It's nothing! We weren't doing anything!
context: Like I said...\How about,\Hold on. Let me write this down.\I've said a lot of bad things up till now, but, to be honest...\And then?\What are you doing?\Gyah? What am I, a monster?\I-I-It's nothing! We weren't doing anything! response:	What were you talking about so secretively?
context: How about,\Hold on. Let me write this down.\I've said a lot of bad things up till now, but, to be honest...\And then?\What are you doing?\Gyah? What am I, a monster?\I-I-It's nothing! We weren't doing anything!\What were you talking about so secretively? response:	Nothing! Right, right?
