context: OSAKA response:	This is horrible...
context: Spare me the commentary!\You face Uzu Sanageyama of the Honnouji Academy Elite Four!\Three-Star Goku Uniform: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Oh, brother... He gets so enthusiastic.\Subjugating Osaka is his mission.\It's only natural that he throw himself into it.\The northern Kanto monkey versus the Osakan monkey. response:	It's a monkey battle royale.
context: You face Uzu Sanageyama of the Honnouji Academy Elite Four!\Three-Star Goku Uniform: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Oh, brother... He gets so enthusiastic.\Subjugating Osaka is his mission.\It's only natural that he throw himself into it.\The northern Kanto monkey versus the Osakan monkey.\It's a monkey battle royale. response:	Wow, that's awfully clever coming from you, doggie.
context: Three-Star Goku Uniform: Blade Regalia MKIII!\THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Oh, brother... He gets so enthusiastic.\Subjugating Osaka is his mission.\It's only natural that he throw himself into it.\The northern Kanto monkey versus the Osakan monkey.\It's a monkey battle royale.\Wow, that's awfully clever coming from you, doggie. response:	I'm merely using the Jakuzure glossaries.
context: THREE-STAR GOKU UNIFORM BLADE REGALIA MKIII\Oh, brother... He gets so enthusiastic.\Subjugating Osaka is his mission.\It's only natural that he throw himself into it.\The northern Kanto monkey versus the Osakan monkey.\It's a monkey battle royale.\Wow, that's awfully clever coming from you, doggie.\I'm merely using the Jakuzure glossaries. response:	After all, the poison of the snake's flickering tongue is powerful stuff.
context: Oh, brother... He gets so enthusiastic.\Subjugating Osaka is his mission.\It's only natural that he throw himself into it.\The northern Kanto monkey versus the Osakan monkey.\It's a monkey battle royale.\Wow, that's awfully clever coming from you, doggie.\I'm merely using the Jakuzure glossaries.\After all, the poison of the snake's flickering tongue is powerful stuff. response:	Thanks.
context: Subjugating Osaka is his mission.\It's only natural that he throw himself into it.\The northern Kanto monkey versus the Osakan monkey.\It's a monkey battle royale.\Wow, that's awfully clever coming from you, doggie.\I'm merely using the Jakuzure glossaries.\After all, the poison of the snake's flickering tongue is powerful stuff.\Thanks. response:	Men! Dou! Kote! Men! Dou! Kote!
context: It's only natural that he throw himself into it.\The northern Kanto monkey versus the Osakan monkey.\It's a monkey battle royale.\Wow, that's awfully clever coming from you, doggie.\I'm merely using the Jakuzure glossaries.\After all, the poison of the snake's flickering tongue is powerful stuff.\Thanks.\Men! Dou! Kote! Men! Dou! Kote! response:	Sen-nari Gourd Missile Shower!
context: The northern Kanto monkey versus the Osakan monkey.\It's a monkey battle royale.\Wow, that's awfully clever coming from you, doggie.\I'm merely using the Jakuzure glossaries.\After all, the poison of the snake's flickering tongue is powerful stuff.\Thanks.\Men! Dou! Kote! Men! Dou! Kote!\Sen-nari Gourd Missile Shower! response:	Men! Dou! Kote! Men! Dou! Kote!
context: It's a monkey battle royale.\Wow, that's awfully clever coming from you, doggie.\I'm merely using the Jakuzure glossaries.\After all, the poison of the snake's flickering tongue is powerful stuff.\Thanks.\Men! Dou! Kote! Men! Dou! Kote!\Sen-nari Gourd Missile Shower!\Men! Dou! Kote! Men! Dou! Kote! response:	Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!
context: Wow, that's awfully clever coming from you, doggie.\I'm merely using the Jakuzure glossaries.\After all, the poison of the snake's flickering tongue is powerful stuff.\Thanks.\Men! Dou! Kote! Men! Dou! Kote!\Sen-nari Gourd Missile Shower!\Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote! response:	Men! Dou! Kote!
context: I'm merely using the Jakuzure glossaries.\After all, the poison of the snake's flickering tongue is powerful stuff.\Thanks.\Men! Dou! Kote! Men! Dou! Kote!\Sen-nari Gourd Missile Shower!\Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! response:	What the hell?!
context: After all, the poison of the snake's flickering tongue is powerful stuff.\Thanks.\Men! Dou! Kote! Men! Dou! Kote!\Sen-nari Gourd Missile Shower!\Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote!\What the hell?! response:	Do you think I'll allow you to continue your pathetic gourd shower?!
context: Thanks.\Men! Dou! Kote! Men! Dou! Kote!\Sen-nari Gourd Missile Shower!\Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote!\What the hell?!\Do you think I'll allow you to continue your pathetic gourd shower?! response:	You're finished!
context: Men! Dou! Kote! Men! Dou! Kote!\Sen-nari Gourd Missile Shower!\Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote!\What the hell?!\Do you think I'll allow you to continue your pathetic gourd shower?!\You're finished! response:	Men!
context: Sen-nari Gourd Missile Shower!\Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote!\What the hell?!\Do you think I'll allow you to continue your pathetic gourd shower?!\You're finished!\Men! response:	W-What the hell is this?!
context: Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote!\What the hell?!\Do you think I'll allow you to continue your pathetic gourd shower?!\You're finished!\Men!\W-What the hell is this?! response:	That there is crab paste slime!
context: Men! Dou! Kote! Men! Dou! Kote! Men! Dou! Kote!\Men! Dou! Kote!\What the hell?!\Do you think I'll allow you to continue your pathetic gourd shower?!\You're finished!\Men!\W-What the hell is this?!\That there is crab paste slime! response:	Once you get it on you, it never comes off!
context: Men! Dou! Kote!\What the hell?!\Do you think I'll allow you to continue your pathetic gourd shower?!\You're finished!\Men!\W-What the hell is this?!\That there is crab paste slime!\Once you get it on you, it never comes off! response:	You ain't moving any more!
context: What the hell?!\Do you think I'll allow you to continue your pathetic gourd shower?!\You're finished!\Men!\W-What the hell is this?!\That there is crab paste slime!\Once you get it on you, it never comes off!\You ain't moving any more! response:	Now you're finished! Eat-'til-you-drop Fire!
context: Do you think I'll allow you to continue your pathetic gourd shower?!\You're finished!\Men!\W-What the hell is this?!\That there is crab paste slime!\Once you get it on you, it never comes off!\You ain't moving any more!\Now you're finished! Eat-'til-you-drop Fire! response:	You're baked crab paste!
context: You're finished!\Men!\W-What the hell is this?!\That there is crab paste slime!\Once you get it on you, it never comes off!\You ain't moving any more!\Now you're finished! Eat-'til-you-drop Fire!\You're baked crab paste! response:	Flame off!
context: Men!\W-What the hell is this?!\That there is crab paste slime!\Once you get it on you, it never comes off!\You ain't moving any more!\Now you're finished! Eat-'til-you-drop Fire!\You're baked crab paste!\Flame off! response:	Now, let's see if you're golden brown and delicious...
context: W-What the hell is this?!\That there is crab paste slime!\Once you get it on you, it never comes off!\You ain't moving any more!\Now you're finished! Eat-'til-you-drop Fire!\You're baked crab paste!\Flame off!\Now, let's see if you're golden brown and delicious... response:	Oh?
context: That there is crab paste slime!\Once you get it on you, it never comes off!\You ain't moving any more!\Now you're finished! Eat-'til-you-drop Fire!\You're baked crab paste!\Flame off!\Now, let's see if you're golden brown and delicious...\Oh? response:	He's not here!
context: Once you get it on you, it never comes off!\You ain't moving any more!\Now you're finished! Eat-'til-you-drop Fire!\You're baked crab paste!\Flame off!\Now, let's see if you're golden brown and delicious...\Oh?\He's not here! response:	Did you think your crab paste could coat me?!
context: You ain't moving any more!\Now you're finished! Eat-'til-you-drop Fire!\You're baked crab paste!\Flame off!\Now, let's see if you're golden brown and delicious...\Oh?\He's not here!\Did you think your crab paste could coat me?! response:	What the!
context: Now you're finished! Eat-'til-you-drop Fire!\You're baked crab paste!\Flame off!\Now, let's see if you're golden brown and delicious...\Oh?\He's not here!\Did you think your crab paste could coat me?!\What the! response:	Don't underestimate me! Tsuki! Tsuki!
context: You're baked crab paste!\Flame off!\Now, let's see if you're golden brown and delicious...\Oh?\He's not here!\Did you think your crab paste could coat me?!\What the!\Don't underestimate me! Tsuki! Tsuki! response:	Tsuki! Tsuki! Tsuki!
context: Flame off!\Now, let's see if you're golden brown and delicious...\Oh?\He's not here!\Did you think your crab paste could coat me?!\What the!\Don't underestimate me! Tsuki! Tsuki!\Tsuki! Tsuki! Tsuki! response:	Out!
context: Now, let's see if you're golden brown and delicious...\Oh?\He's not here!\Did you think your crab paste could coat me?!\What the!\Don't underestimate me! Tsuki! Tsuki!\Tsuki! Tsuki! Tsuki!\Out! response:	No, not there! Anywhere but there!
context: Oh?\He's not here!\Did you think your crab paste could coat me?!\What the!\Don't underestimate me! Tsuki! Tsuki!\Tsuki! Tsuki! Tsuki!\Out!\No, not there! Anywhere but there! response:	Not there, not there, not there!
context: He's not here!\Did you think your crab paste could coat me?!\What the!\Don't underestimate me! Tsuki! Tsuki!\Tsuki! Tsuki! Tsuki!\Out!\No, not there! Anywhere but there!\Not there, not there, not there! response:	- Tsuki! - Oh yes!
context: Did you think your crab paste could coat me?!\What the!\Don't underestimate me! Tsuki! Tsuki!\Tsuki! Tsuki! Tsuki!\Out!\No, not there! Anywhere but there!\Not there, not there, not there!\- Tsuki! - Oh yes! response:	I'm dead, I'm dead, I'm so dead...
context: What the!\Don't underestimate me! Tsuki! Tsuki!\Tsuki! Tsuki! Tsuki!\Out!\No, not there! Anywhere but there!\Not there, not there, not there!\- Tsuki! - Oh yes!\I'm dead, I'm dead, I'm so dead... response:	You don't value anything but your life, do you?
context: Don't underestimate me! Tsuki! Tsuki!\Tsuki! Tsuki! Tsuki!\Out!\No, not there! Anywhere but there!\Not there, not there, not there!\- Tsuki! - Oh yes!\I'm dead, I'm dead, I'm so dead...\You don't value anything but your life, do you? response:	Looking down on me again, huh?
context: Tsuki! Tsuki! Tsuki!\Out!\No, not there! Anywhere but there!\Not there, not there, not there!\- Tsuki! - Oh yes!\I'm dead, I'm dead, I'm so dead...\You don't value anything but your life, do you?\Looking down on me again, huh? response:	You must be feeling pretty good right now.
context: Out!\No, not there! Anywhere but there!\Not there, not there, not there!\- Tsuki! - Oh yes!\I'm dead, I'm dead, I'm so dead...\You don't value anything but your life, do you?\Looking down on me again, huh?\You must be feeling pretty good right now. response:	But this isn't over. Osaka's all about tenacity and conviction.
context: No, not there! Anywhere but there!\Not there, not there, not there!\- Tsuki! - Oh yes!\I'm dead, I'm dead, I'm so dead...\You don't value anything but your life, do you?\Looking down on me again, huh?\You must be feeling pretty good right now.\But this isn't over. Osaka's all about tenacity and conviction. response:	That is exactly my intent. My target here is not you.
context: Not there, not there, not there!\- Tsuki! - Oh yes!\I'm dead, I'm dead, I'm so dead...\You don't value anything but your life, do you?\Looking down on me again, huh?\You must be feeling pretty good right now.\But this isn't over. Osaka's all about tenacity and conviction.\That is exactly my intent. My target here is not you. response:	What'd you say?
context: - Tsuki! - Oh yes!\I'm dead, I'm dead, I'm so dead...\You don't value anything but your life, do you?\Looking down on me again, huh?\You must be feeling pretty good right now.\But this isn't over. Osaka's all about tenacity and conviction.\That is exactly my intent. My target here is not you.\What'd you say? response:	Do you think that I would commit a force
context: I'm dead, I'm dead, I'm so dead...\You don't value anything but your life, do you?\Looking down on me again, huh?\You must be feeling pretty good right now.\But this isn't over. Osaka's all about tenacity and conviction.\That is exactly my intent. My target here is not you.\What'd you say?\Do you think that I would commit a force response:	of this size to fight mere students?
context: You don't value anything but your life, do you?\Looking down on me again, huh?\You must be feeling pretty good right now.\But this isn't over. Osaka's all about tenacity and conviction.\That is exactly my intent. My target here is not you.\What'd you say?\Do you think that I would commit a force\of this size to fight mere students? response:	Wait... You aren't serious!
context: Looking down on me again, huh?\You must be feeling pretty good right now.\But this isn't over. Osaka's all about tenacity and conviction.\That is exactly my intent. My target here is not you.\What'd you say?\Do you think that I would commit a force\of this size to fight mere students?\Wait... You aren't serious! response:	Where did you get the power to stand against Goku Uniforms?
context: You must be feeling pretty good right now.\But this isn't over. Osaka's all about tenacity and conviction.\That is exactly my intent. My target here is not you.\What'd you say?\Do you think that I would commit a force\of this size to fight mere students?\Wait... You aren't serious!\Where did you get the power to stand against Goku Uniforms? response:	Looks like you're having fun throwing your weight around, Satsuki Kiryuin.
context: But this isn't over. Osaka's all about tenacity and conviction.\That is exactly my intent. My target here is not you.\What'd you say?\Do you think that I would commit a force\of this size to fight mere students?\Wait... You aren't serious!\Where did you get the power to stand against Goku Uniforms?\Looks like you're having fun throwing your weight around, Satsuki Kiryuin. response:	Wrecking an entire town... Don't you think that's a bit much?
context: That is exactly my intent. My target here is not you.\What'd you say?\Do you think that I would commit a force\of this size to fight mere students?\Wait... You aren't serious!\Where did you get the power to stand against Goku Uniforms?\Looks like you're having fun throwing your weight around, Satsuki Kiryuin.\Wrecking an entire town... Don't you think that's a bit much? response:	You've come all this way merely to tell me that?
context: What'd you say?\Do you think that I would commit a force\of this size to fight mere students?\Wait... You aren't serious!\Where did you get the power to stand against Goku Uniforms?\Looks like you're having fun throwing your weight around, Satsuki Kiryuin.\Wrecking an entire town... Don't you think that's a bit much?\You've come all this way merely to tell me that? response:	If so, your trip was for nothing.
context: Do you think that I would commit a force\of this size to fight mere students?\Wait... You aren't serious!\Where did you get the power to stand against Goku Uniforms?\Looks like you're having fun throwing your weight around, Satsuki Kiryuin.\Wrecking an entire town... Don't you think that's a bit much?\You've come all this way merely to tell me that?\If so, your trip was for nothing. response:	The fate of any who defy me is sealed.
context: of this size to fight mere students?\Wait... You aren't serious!\Where did you get the power to stand against Goku Uniforms?\Looks like you're having fun throwing your weight around, Satsuki Kiryuin.\Wrecking an entire town... Don't you think that's a bit much?\You've come all this way merely to tell me that?\If so, your trip was for nothing.\The fate of any who defy me is sealed. response:	I'm going to change that fate.
context: Wait... You aren't serious!\Where did you get the power to stand against Goku Uniforms?\Looks like you're having fun throwing your weight around, Satsuki Kiryuin.\Wrecking an entire town... Don't you think that's a bit much?\You've come all this way merely to tell me that?\If so, your trip was for nothing.\The fate of any who defy me is sealed.\I'm going to change that fate. response:	You're going to give Senketsu back.
context: Where did you get the power to stand against Goku Uniforms?\Looks like you're having fun throwing your weight around, Satsuki Kiryuin.\Wrecking an entire town... Don't you think that's a bit much?\You've come all this way merely to tell me that?\If so, your trip was for nothing.\The fate of any who defy me is sealed.\I'm going to change that fate.\You're going to give Senketsu back. response:	Ah, so this is what you are after.
context: Looks like you're having fun throwing your weight around, Satsuki Kiryuin.\Wrecking an entire town... Don't you think that's a bit much?\You've come all this way merely to tell me that?\If so, your trip was for nothing.\The fate of any who defy me is sealed.\I'm going to change that fate.\You're going to give Senketsu back.\Ah, so this is what you are after. response:	Sanageyama. Dispose of that fool.
context: Wrecking an entire town... Don't you think that's a bit much?\You've come all this way merely to tell me that?\If so, your trip was for nothing.\The fate of any who defy me is sealed.\I'm going to change that fate.\You're going to give Senketsu back.\Ah, so this is what you are after.\Sanageyama. Dispose of that fool. response:	At once!
context: You've come all this way merely to tell me that?\If so, your trip was for nothing.\The fate of any who defy me is sealed.\I'm going to change that fate.\You're going to give Senketsu back.\Ah, so this is what you are after.\Sanageyama. Dispose of that fool.\At once! response:	Mako, fall back to someplace safe.
context: If so, your trip was for nothing.\The fate of any who defy me is sealed.\I'm going to change that fate.\You're going to give Senketsu back.\Ah, so this is what you are after.\Sanageyama. Dispose of that fool.\At once!\Mako, fall back to someplace safe. response:	Kay!
context: The fate of any who defy me is sealed.\I'm going to change that fate.\You're going to give Senketsu back.\Ah, so this is what you are after.\Sanageyama. Dispose of that fool.\At once!\Mako, fall back to someplace safe.\Kay! response:	Mankanshoku?
context: I'm going to change that fate.\You're going to give Senketsu back.\Ah, so this is what you are after.\Sanageyama. Dispose of that fool.\At once!\Mako, fall back to someplace safe.\Kay!\Mankanshoku? response:	None of you interfere.
context: You're going to give Senketsu back.\Ah, so this is what you are after.\Sanageyama. Dispose of that fool.\At once!\Mako, fall back to someplace safe.\Kay!\Mankanshoku?\None of you interfere. response:	Yes, ma'am!
context: Ah, so this is what you are after.\Sanageyama. Dispose of that fool.\At once!\Mako, fall back to someplace safe.\Kay!\Mankanshoku?\None of you interfere.\Yes, ma'am! response:	Can you take it back, Ryuko Matoi?
context: Sanageyama. Dispose of that fool.\At once!\Mako, fall back to someplace safe.\Kay!\Mankanshoku?\None of you interfere.\Yes, ma'am!\Can you take it back, Ryuko Matoi? response:	Yep.
context: At once!\Mako, fall back to someplace safe.\Kay!\Mankanshoku?\None of you interfere.\Yes, ma'am!\Can you take it back, Ryuko Matoi?\Yep. response:	Helluva defense, as usual.
context: Mako, fall back to someplace safe.\Kay!\Mankanshoku?\None of you interfere.\Yes, ma'am!\Can you take it back, Ryuko Matoi?\Yep.\Helluva defense, as usual. response:	Spirit is the one and only skill you have mastered.
context: Kay!\Mankanshoku?\None of you interfere.\Yes, ma'am!\Can you take it back, Ryuko Matoi?\Yep.\Helluva defense, as usual.\Spirit is the one and only skill you have mastered. response:	Very well, then.
context: Mankanshoku?\None of you interfere.\Yes, ma'am!\Can you take it back, Ryuko Matoi?\Yep.\Helluva defense, as usual.\Spirit is the one and only skill you have mastered.\Very well, then. response:	The lioness will use all her strength, even when hunting a rabbit!
context: None of you interfere.\Yes, ma'am!\Can you take it back, Ryuko Matoi?\Yep.\Helluva defense, as usual.\Spirit is the one and only skill you have mastered.\Very well, then.\The lioness will use all her strength, even when hunting a rabbit! response:	Life Fiber Override, Kamui Junketsu!
context: Yes, ma'am!\Can you take it back, Ryuko Matoi?\Yep.\Helluva defense, as usual.\Spirit is the one and only skill you have mastered.\Very well, then.\The lioness will use all her strength, even when hunting a rabbit!\Life Fiber Override, Kamui Junketsu! response:	KAMUI JUNKETSU
context: Can you take it back, Ryuko Matoi?\Yep.\Helluva defense, as usual.\Spirit is the one and only skill you have mastered.\Very well, then.\The lioness will use all her strength, even when hunting a rabbit!\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU response:	I won't hold back, Matoi.
context: Yep.\Helluva defense, as usual.\Spirit is the one and only skill you have mastered.\Very well, then.\The lioness will use all her strength, even when hunting a rabbit!\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\I won't hold back, Matoi. response:	Why isn't the transfer student transforming?
context: Helluva defense, as usual.\Spirit is the one and only skill you have mastered.\Very well, then.\The lioness will use all her strength, even when hunting a rabbit!\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\I won't hold back, Matoi.\Why isn't the transfer student transforming? response:	Part of her Kamui is in the possession of Lady Satsuki.
context: Spirit is the one and only skill you have mastered.\Very well, then.\The lioness will use all her strength, even when hunting a rabbit!\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\I won't hold back, Matoi.\Why isn't the transfer student transforming?\Part of her Kamui is in the possession of Lady Satsuki. response:	When a Kamui completely awakens,
context: Very well, then.\The lioness will use all her strength, even when hunting a rabbit!\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\I won't hold back, Matoi.\Why isn't the transfer student transforming?\Part of her Kamui is in the possession of Lady Satsuki.\When a Kamui completely awakens, response:	powerful bio-energy flows through its Life Fibers.
context: The lioness will use all her strength, even when hunting a rabbit!\Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\I won't hold back, Matoi.\Why isn't the transfer student transforming?\Part of her Kamui is in the possession of Lady Satsuki.\When a Kamui completely awakens,\powerful bio-energy flows through its Life Fibers. response:	If part is missing, the flow is stopped. That means she can't transform.
context: Life Fiber Override, Kamui Junketsu!\KAMUI JUNKETSU\I won't hold back, Matoi.\Why isn't the transfer student transforming?\Part of her Kamui is in the possession of Lady Satsuki.\When a Kamui completely awakens,\powerful bio-energy flows through its Life Fibers.\If part is missing, the flow is stopped. That means she can't transform. response:	It would appear that you cannot synchronize without this glove.
context: KAMUI JUNKETSU\I won't hold back, Matoi.\Why isn't the transfer student transforming?\Part of her Kamui is in the possession of Lady Satsuki.\When a Kamui completely awakens,\powerful bio-energy flows through its Life Fibers.\If part is missing, the flow is stopped. That means she can't transform.\It would appear that you cannot synchronize without this glove. response:	You transformed knowing that, huh?
context: I won't hold back, Matoi.\Why isn't the transfer student transforming?\Part of her Kamui is in the possession of Lady Satsuki.\When a Kamui completely awakens,\powerful bio-energy flows through its Life Fibers.\If part is missing, the flow is stopped. That means she can't transform.\It would appear that you cannot synchronize without this glove.\You transformed knowing that, huh? response:	That's Satsuki Kiryuin for you! Always ruthless!
context: Why isn't the transfer student transforming?\Part of her Kamui is in the possession of Lady Satsuki.\When a Kamui completely awakens,\powerful bio-energy flows through its Life Fibers.\If part is missing, the flow is stopped. That means she can't transform.\It would appear that you cannot synchronize without this glove.\You transformed knowing that, huh?\That's Satsuki Kiryuin for you! Always ruthless! response:	You challenged me, knowing you were at a disadvantage.
context: Part of her Kamui is in the possession of Lady Satsuki.\When a Kamui completely awakens,\powerful bio-energy flows through its Life Fibers.\If part is missing, the flow is stopped. That means she can't transform.\It would appear that you cannot synchronize without this glove.\You transformed knowing that, huh?\That's Satsuki Kiryuin for you! Always ruthless!\You challenged me, knowing you were at a disadvantage. response:	Don't whine.
context: When a Kamui completely awakens,\powerful bio-energy flows through its Life Fibers.\If part is missing, the flow is stopped. That means she can't transform.\It would appear that you cannot synchronize without this glove.\You transformed knowing that, huh?\That's Satsuki Kiryuin for you! Always ruthless!\You challenged me, knowing you were at a disadvantage.\Don't whine. response:	Nobody's whining!
context: powerful bio-energy flows through its Life Fibers.\If part is missing, the flow is stopped. That means she can't transform.\It would appear that you cannot synchronize without this glove.\You transformed knowing that, huh?\That's Satsuki Kiryuin for you! Always ruthless!\You challenged me, knowing you were at a disadvantage.\Don't whine.\Nobody's whining! response:	But you are shortsighted and reckless!
context: If part is missing, the flow is stopped. That means she can't transform.\It would appear that you cannot synchronize without this glove.\You transformed knowing that, huh?\That's Satsuki Kiryuin for you! Always ruthless!\You challenged me, knowing you were at a disadvantage.\Don't whine.\Nobody's whining!\But you are shortsighted and reckless! response:	Him! The ripped mohawk dude!
context: It would appear that you cannot synchronize without this glove.\You transformed knowing that, huh?\That's Satsuki Kiryuin for you! Always ruthless!\You challenged me, knowing you were at a disadvantage.\Don't whine.\Nobody's whining!\But you are shortsighted and reckless!\Him! The ripped mohawk dude! response:	Matoi, run!
context: You transformed knowing that, huh?\That's Satsuki Kiryuin for you! Always ruthless!\You challenged me, knowing you were at a disadvantage.\Don't whine.\Nobody's whining!\But you are shortsighted and reckless!\Him! The ripped mohawk dude!\Matoi, run! response:	Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!
context: That's Satsuki Kiryuin for you! Always ruthless!\You challenged me, knowing you were at a disadvantage.\Don't whine.\Nobody's whining!\But you are shortsighted and reckless!\Him! The ripped mohawk dude!\Matoi, run!\Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi! response:	When the mission is complete, withdraw immediately!
context: You challenged me, knowing you were at a disadvantage.\Don't whine.\Nobody's whining!\But you are shortsighted and reckless!\Him! The ripped mohawk dude!\Matoi, run!\Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!\When the mission is complete, withdraw immediately! response:	Avoid any unnecessary combat!
context: Don't whine.\Nobody's whining!\But you are shortsighted and reckless!\Him! The ripped mohawk dude!\Matoi, run!\Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!\When the mission is complete, withdraw immediately!\Avoid any unnecessary combat! response:	Launch all units! Open 4 gate!
context: Nobody's whining!\But you are shortsighted and reckless!\Him! The ripped mohawk dude!\Matoi, run!\Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!\When the mission is complete, withdraw immediately!\Avoid any unnecessary combat!\Launch all units! Open 4 gate! response:	Launch all units! Open 4 gate!
context: But you are shortsighted and reckless!\Him! The ripped mohawk dude!\Matoi, run!\Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!\When the mission is complete, withdraw immediately!\Avoid any unnecessary combat!\Launch all units! Open 4 gate!\Launch all units! Open 4 gate! response:	That said, our good Miss Satsuki probably isn't gonna politely let us do that!
context: Him! The ripped mohawk dude!\Matoi, run!\Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!\When the mission is complete, withdraw immediately!\Avoid any unnecessary combat!\Launch all units! Open 4 gate!\Launch all units! Open 4 gate!\That said, our good Miss Satsuki probably isn't gonna politely let us do that! response:	Why the change of heart, Mohawk Man?
context: Matoi, run!\Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!\When the mission is complete, withdraw immediately!\Avoid any unnecessary combat!\Launch all units! Open 4 gate!\Launch all units! Open 4 gate!\That said, our good Miss Satsuki probably isn't gonna politely let us do that!\Why the change of heart, Mohawk Man? response:	I have no choice.
context: Listen, your objective is the rescue of Kaneo Takarada and Ryuko Matoi!\When the mission is complete, withdraw immediately!\Avoid any unnecessary combat!\Launch all units! Open 4 gate!\Launch all units! Open 4 gate!\That said, our good Miss Satsuki probably isn't gonna politely let us do that!\Why the change of heart, Mohawk Man?\I have no choice. response:	Mikisugi asked me to back you up.
context: When the mission is complete, withdraw immediately!\Avoid any unnecessary combat!\Launch all units! Open 4 gate!\Launch all units! Open 4 gate!\That said, our good Miss Satsuki probably isn't gonna politely let us do that!\Why the change of heart, Mohawk Man?\I have no choice.\Mikisugi asked me to back you up. response:	First you attack me, then you protect me?
context: Avoid any unnecessary combat!\Launch all units! Open 4 gate!\Launch all units! Open 4 gate!\That said, our good Miss Satsuki probably isn't gonna politely let us do that!\Why the change of heart, Mohawk Man?\I have no choice.\Mikisugi asked me to back you up.\First you attack me, then you protect me? response:	You must keep busy.
context: Launch all units! Open 4 gate!\Launch all units! Open 4 gate!\That said, our good Miss Satsuki probably isn't gonna politely let us do that!\Why the change of heart, Mohawk Man?\I have no choice.\Mikisugi asked me to back you up.\First you attack me, then you protect me?\You must keep busy. response:	To resist subjugation by the Life Fibers that Satsuki uses.
context: Launch all units! Open 4 gate!\That said, our good Miss Satsuki probably isn't gonna politely let us do that!\Why the change of heart, Mohawk Man?\I have no choice.\Mikisugi asked me to back you up.\First you attack me, then you protect me?\You must keep busy.\To resist subjugation by the Life Fibers that Satsuki uses. response:	That is the goal of Nudist Beach!
context: That said, our good Miss Satsuki probably isn't gonna politely let us do that!\Why the change of heart, Mohawk Man?\I have no choice.\Mikisugi asked me to back you up.\First you attack me, then you protect me?\You must keep busy.\To resist subjugation by the Life Fibers that Satsuki uses.\That is the goal of Nudist Beach! response:	That name was for real?!
context: Why the change of heart, Mohawk Man?\I have no choice.\Mikisugi asked me to back you up.\First you attack me, then you protect me?\You must keep busy.\To resist subjugation by the Life Fibers that Satsuki uses.\That is the goal of Nudist Beach!\That name was for real?! response:	What the hell are you wearing?!
context: I have no choice.\Mikisugi asked me to back you up.\First you attack me, then you protect me?\You must keep busy.\To resist subjugation by the Life Fibers that Satsuki uses.\That is the goal of Nudist Beach!\That name was for real?!\What the hell are you wearing?! response:	I wish I could have kept playing the lazy teacher forever,
context: Mikisugi asked me to back you up.\First you attack me, then you protect me?\You must keep busy.\To resist subjugation by the Life Fibers that Satsuki uses.\That is the goal of Nudist Beach!\That name was for real?!\What the hell are you wearing?!\I wish I could have kept playing the lazy teacher forever, response:	but it looks like that's no longer possible.
context: First you attack me, then you protect me?\You must keep busy.\To resist subjugation by the Life Fibers that Satsuki uses.\That is the goal of Nudist Beach!\That name was for real?!\What the hell are you wearing?!\I wish I could have kept playing the lazy teacher forever,\but it looks like that's no longer possible. response:	So, we've smoked you out, you naked fools.
context: You must keep busy.\To resist subjugation by the Life Fibers that Satsuki uses.\That is the goal of Nudist Beach!\That name was for real?!\What the hell are you wearing?!\I wish I could have kept playing the lazy teacher forever,\but it looks like that's no longer possible.\So, we've smoked you out, you naked fools. response:	The true objective of the Tri-City Schools Raid Trip
