context: You're the one who gives me my future response:	Even on a road without signs, I'll be fine, if we're together
context: Um...\Yes! You make the choice!\I'm amazed how they can keep going with that.\I'm so jealous of him.\Hey, where did Jessica and Scarron go?\Everyone.\Sorry for the wait.\What's all that? response:	Some time ago, a really poor travelling carnival left these for the food they ate here.
context: Yes! You make the choice!\I'm amazed how they can keep going with that.\I'm so jealous of him.\Hey, where did Jessica and Scarron go?\Everyone.\Sorry for the wait.\What's all that?\Some time ago, a really poor travelling carnival left these for the food they ate here. response:	They'll catch you in no time with the clothes you're wearing now.
context: I'm amazed how they can keep going with that.\I'm so jealous of him.\Hey, where did Jessica and Scarron go?\Everyone.\Sorry for the wait.\What's all that?\Some time ago, a really poor travelling carnival left these for the food they ate here.\They'll catch you in no time with the clothes you're wearing now. response:	So...
context: I'm so jealous of him.\Hey, where did Jessica and Scarron go?\Everyone.\Sorry for the wait.\What's all that?\Some time ago, a really poor travelling carnival left these for the food they ate here.\They'll catch you in no time with the clothes you're wearing now.\So... response:	Disguise yourselves in these and go to Gallia or wherever you need to go!
context: Hey, where did Jessica and Scarron go?\Everyone.\Sorry for the wait.\What's all that?\Some time ago, a really poor travelling carnival left these for the food they ate here.\They'll catch you in no time with the clothes you're wearing now.\So...\Disguise yourselves in these and go to Gallia or wherever you need to go! response:	But promise to save your friend.
context: Everyone.\Sorry for the wait.\What's all that?\Some time ago, a really poor travelling carnival left these for the food they ate here.\They'll catch you in no time with the clothes you're wearing now.\So...\Disguise yourselves in these and go to Gallia or wherever you need to go!\But promise to save your friend. response:	Thank you very much, both of you.
context: Sorry for the wait.\What's all that?\Some time ago, a really poor travelling carnival left these for the food they ate here.\They'll catch you in no time with the clothes you're wearing now.\So...\Disguise yourselves in these and go to Gallia or wherever you need to go!\But promise to save your friend.\Thank you very much, both of you. response:	Thank you. I won't forget this.
context: What's all that?\Some time ago, a really poor travelling carnival left these for the food they ate here.\They'll catch you in no time with the clothes you're wearing now.\So...\Disguise yourselves in these and go to Gallia or wherever you need to go!\But promise to save your friend.\Thank you very much, both of you.\Thank you. I won't forget this. response:	It's a wonderful idea.
context: Some time ago, a really poor travelling carnival left these for the food they ate here.\They'll catch you in no time with the clothes you're wearing now.\So...\Disguise yourselves in these and go to Gallia or wherever you need to go!\But promise to save your friend.\Thank you very much, both of you.\Thank you. I won't forget this.\It's a wonderful idea. response:	I can now save Onee-sama!
context: They'll catch you in no time with the clothes you're wearing now.\So...\Disguise yourselves in these and go to Gallia or wherever you need to go!\But promise to save your friend.\Thank you very much, both of you.\Thank you. I won't forget this.\It's a wonderful idea.\I can now save Onee-sama! response:	Hey, where's mine?
context: So...\Disguise yourselves in these and go to Gallia or wherever you need to go!\But promise to save your friend.\Thank you very much, both of you.\Thank you. I won't forget this.\It's a wonderful idea.\I can now save Onee-sama!\Hey, where's mine? response:	No fair!
context: Disguise yourselves in these and go to Gallia or wherever you need to go!\But promise to save your friend.\Thank you very much, both of you.\Thank you. I won't forget this.\It's a wonderful idea.\I can now save Onee-sama!\Hey, where's mine?\No fair! response:	Guiche.
context: But promise to save your friend.\Thank you very much, both of you.\Thank you. I won't forget this.\It's a wonderful idea.\I can now save Onee-sama!\Hey, where's mine?\No fair!\Guiche. response:	Yeah.
context: Thank you very much, both of you.\Thank you. I won't forget this.\It's a wonderful idea.\I can now save Onee-sama!\Hey, where's mine?\No fair!\Guiche.\Yeah. response:	Ready, go!
context: Thank you. I won't forget this.\It's a wonderful idea.\I can now save Onee-sama!\Hey, where's mine?\No fair!\Guiche.\Yeah.\Ready, go! response:	Ready, go!
context: It's a wonderful idea.\I can now save Onee-sama!\Hey, where's mine?\No fair!\Guiche.\Yeah.\Ready, go!\Ready, go! response:	Let go!
context: I can now save Onee-sama!\Hey, where's mine?\No fair!\Guiche.\Yeah.\Ready, go!\Ready, go!\Let go! response:	Tres bien!
context: Hey, where's mine?\No fair!\Guiche.\Yeah.\Ready, go!\Ready, go!\Let go!\Tres bien! response:	He feels so good!
context: No fair!\Guiche.\Yeah.\Ready, go!\Ready, go!\Let go!\Tres bien!\He feels so good! response:	So nice. What's your name?
context: Guiche.\Yeah.\Ready, go!\Ready, go!\Let go!\Tres bien!\He feels so good!\So nice. What's your name? response:	May I ask one thing?
context: Yeah.\Ready, go!\Ready, go!\Let go!\Tres bien!\He feels so good!\So nice. What's your name?\May I ask one thing? response:	Saito?
context: Ready, go!\Ready, go!\Let go!\Tres bien!\He feels so good!\So nice. What's your name?\May I ask one thing?\Saito? response:	What is it?
context: Ready, go!\Let go!\Tres bien!\He feels so good!\So nice. What's your name?\May I ask one thing?\Saito?\What is it? response:	Why are you doing all of this for us?
context: Let go!\Tres bien!\He feels so good!\So nice. What's your name?\May I ask one thing?\Saito?\What is it?\Why are you doing all of this for us? response:	Miss Tabitha is my student.
context: Tres bien!\He feels so good!\So nice. What's your name?\May I ask one thing?\Saito?\What is it?\Why are you doing all of this for us?\Miss Tabitha is my student. response:	She even saved me by making me appear dead.
context: He feels so good!\So nice. What's your name?\May I ask one thing?\Saito?\What is it?\Why are you doing all of this for us?\Miss Tabitha is my student.\She even saved me by making me appear dead. response:	I have an obligation to help her.
context: So nice. What's your name?\May I ask one thing?\Saito?\What is it?\Why are you doing all of this for us?\Miss Tabitha is my student.\She even saved me by making me appear dead.\I have an obligation to help her. response:	Jean! You really are wonderful!
context: May I ask one thing?\Saito?\What is it?\Why are you doing all of this for us?\Miss Tabitha is my student.\She even saved me by making me appear dead.\I have an obligation to help her.\Jean! You really are wonderful! response:	Stop it, Miss Zerbst.
context: Saito?\What is it?\Why are you doing all of this for us?\Miss Tabitha is my student.\She even saved me by making me appear dead.\I have an obligation to help her.\Jean! You really are wonderful!\Stop it, Miss Zerbst. response:	Guys on the first floor and girls on the second floor. Get a move on and get changed!
context: What is it?\Why are you doing all of this for us?\Miss Tabitha is my student.\She even saved me by making me appear dead.\I have an obligation to help her.\Jean! You really are wonderful!\Stop it, Miss Zerbst.\Guys on the first floor and girls on the second floor. Get a move on and get changed! response:	Okay!
context: Why are you doing all of this for us?\Miss Tabitha is my student.\She even saved me by making me appear dead.\I have an obligation to help her.\Jean! You really are wonderful!\Stop it, Miss Zerbst.\Guys on the first floor and girls on the second floor. Get a move on and get changed!\Okay! response:	Why?! Why are you laughing at me?!
context: Miss Tabitha is my student.\She even saved me by making me appear dead.\I have an obligation to help her.\Jean! You really are wonderful!\Stop it, Miss Zerbst.\Guys on the first floor and girls on the second floor. Get a move on and get changed!\Okay!\Why?! Why are you laughing at me?! response:	You look perfect in it!
context: She even saved me by making me appear dead.\I have an obligation to help her.\Jean! You really are wonderful!\Stop it, Miss Zerbst.\Guys on the first floor and girls on the second floor. Get a move on and get changed!\Okay!\Why?! Why are you laughing at me?!\You look perfect in it! response:	Yes. Those clothes! Those boots! That nose!
context: I have an obligation to help her.\Jean! You really are wonderful!\Stop it, Miss Zerbst.\Guys on the first floor and girls on the second floor. Get a move on and get changed!\Okay!\Why?! Why are you laughing at me?!\You look perfect in it!\Yes. Those clothes! Those boots! That nose! response:	You're so mean!
context: Jean! You really are wonderful!\Stop it, Miss Zerbst.\Guys on the first floor and girls on the second floor. Get a move on and get changed!\Okay!\Why?! Why are you laughing at me?!\You look perfect in it!\Yes. Those clothes! Those boots! That nose!\You're so mean! response:	Sorry for the wait.
context: Stop it, Miss Zerbst.\Guys on the first floor and girls on the second floor. Get a move on and get changed!\Okay!\Why?! Why are you laughing at me?!\You look perfect in it!\Yes. Those clothes! Those boots! That nose!\You're so mean!\Sorry for the wait. response:	Everyone looks absolutely lovely.
context: Guys on the first floor and girls on the second floor. Get a move on and get changed!\Okay!\Why?! Why are you laughing at me?!\You look perfect in it!\Yes. Those clothes! Those boots! That nose!\You're so mean!\Sorry for the wait.\Everyone looks absolutely lovely. response:	I cannot imagine exposing my belly in front of others.
context: Okay!\Why?! Why are you laughing at me?!\You look perfect in it!\Yes. Those clothes! Those boots! That nose!\You're so mean!\Sorry for the wait.\Everyone looks absolutely lovely.\I cannot imagine exposing my belly in front of others. response:	It's so vulgar.
context: Why?! Why are you laughing at me?!\You look perfect in it!\Yes. Those clothes! Those boots! That nose!\You're so mean!\Sorry for the wait.\Everyone looks absolutely lovely.\I cannot imagine exposing my belly in front of others.\It's so vulgar. response:	It's not so bad once in a while. You look good.
context: You look perfect in it!\Yes. Those clothes! Those boots! That nose!\You're so mean!\Sorry for the wait.\Everyone looks absolutely lovely.\I cannot imagine exposing my belly in front of others.\It's so vulgar.\It's not so bad once in a while. You look good. response:	Since there's a poor one who can't even get a gram of attention.
context: Yes. Those clothes! Those boots! That nose!\You're so mean!\Sorry for the wait.\Everyone looks absolutely lovely.\I cannot imagine exposing my belly in front of others.\It's so vulgar.\It's not so bad once in a while. You look good.\Since there's a poor one who can't even get a gram of attention. response:	What's that?
context: You're so mean!\Sorry for the wait.\Everyone looks absolutely lovely.\I cannot imagine exposing my belly in front of others.\It's so vulgar.\It's not so bad once in a while. You look good.\Since there's a poor one who can't even get a gram of attention.\What's that? response:	Are you talking about me?
context: Sorry for the wait.\Everyone looks absolutely lovely.\I cannot imagine exposing my belly in front of others.\It's so vulgar.\It's not so bad once in a while. You look good.\Since there's a poor one who can't even get a gram of attention.\What's that?\Are you talking about me? response:	Did it sound like I was talking about someone else?
context: Everyone looks absolutely lovely.\I cannot imagine exposing my belly in front of others.\It's so vulgar.\It's not so bad once in a while. You look good.\Since there's a poor one who can't even get a gram of attention.\What's that?\Are you talking about me?\Did it sound like I was talking about someone else? response:	Aren't you really carefree?
context: I cannot imagine exposing my belly in front of others.\It's so vulgar.\It's not so bad once in a while. You look good.\Since there's a poor one who can't even get a gram of attention.\What's that?\Are you talking about me?\Did it sound like I was talking about someone else?\Aren't you really carefree? response:	We're going to save your best friend,
context: It's so vulgar.\It's not so bad once in a while. You look good.\Since there's a poor one who can't even get a gram of attention.\What's that?\Are you talking about me?\Did it sound like I was talking about someone else?\Aren't you really carefree?\We're going to save your best friend, response:	and what's with your messed up clothes?
context: It's not so bad once in a while. You look good.\Since there's a poor one who can't even get a gram of attention.\What's that?\Are you talking about me?\Did it sound like I was talking about someone else?\Aren't you really carefree?\We're going to save your best friend,\and what's with your messed up clothes? response:	So the mission will succeed if I furrow my brow and have a complicated look on like you?
context: Since there's a poor one who can't even get a gram of attention.\What's that?\Are you talking about me?\Did it sound like I was talking about someone else?\Aren't you really carefree?\We're going to save your best friend,\and what's with your messed up clothes?\So the mission will succeed if I furrow my brow and have a complicated look on like you? response:	If it does, then I would, too.
context: What's that?\Are you talking about me?\Did it sound like I was talking about someone else?\Aren't you really carefree?\We're going to save your best friend,\and what's with your messed up clothes?\So the mission will succeed if I furrow my brow and have a complicated look on like you?\If it does, then I would, too. response:	What did you say?!
context: Are you talking about me?\Did it sound like I was talking about someone else?\Aren't you really carefree?\We're going to save your best friend,\and what's with your messed up clothes?\So the mission will succeed if I furrow my brow and have a complicated look on like you?\If it does, then I would, too.\What did you say?! response:	Stop fighting, I said!
context: Did it sound like I was talking about someone else?\Aren't you really carefree?\We're going to save your best friend,\and what's with your messed up clothes?\So the mission will succeed if I furrow my brow and have a complicated look on like you?\If it does, then I would, too.\What did you say?!\Stop fighting, I said! response:	If you don't work together, even things that are supposed to work won't work.
context: Aren't you really carefree?\We're going to save your best friend,\and what's with your messed up clothes?\So the mission will succeed if I furrow my brow and have a complicated look on like you?\If it does, then I would, too.\What did you say?!\Stop fighting, I said!\If you don't work together, even things that are supposed to work won't work. response:	Saito-san.
context: We're going to save your best friend,\and what's with your messed up clothes?\So the mission will succeed if I furrow my brow and have a complicated look on like you?\If it does, then I would, too.\What did you say?!\Stop fighting, I said!\If you don't work together, even things that are supposed to work won't work.\Saito-san. response:	Siesta?
context: and what's with your messed up clothes?\So the mission will succeed if I furrow my brow and have a complicated look on like you?\If it does, then I would, too.\What did you say?!\Stop fighting, I said!\If you don't work together, even things that are supposed to work won't work.\Saito-san.\Siesta? response:	I gave up on going with you.
context: So the mission will succeed if I furrow my brow and have a complicated look on like you?\If it does, then I would, too.\What did you say?!\Stop fighting, I said!\If you don't work together, even things that are supposed to work won't work.\Saito-san.\Siesta?\I gave up on going with you. response:	I don't have any strength like you all do,
context: If it does, then I would, too.\What did you say?!\Stop fighting, I said!\If you don't work together, even things that are supposed to work won't work.\Saito-san.\Siesta?\I gave up on going with you.\I don't have any strength like you all do, response:	so I'll probably only be in your way.
context: What did you say?!\Stop fighting, I said!\If you don't work together, even things that are supposed to work won't work.\Saito-san.\Siesta?\I gave up on going with you.\I don't have any strength like you all do,\so I'll probably only be in your way. response:	I'll be on the Ostland.
context: Stop fighting, I said!\If you don't work together, even things that are supposed to work won't work.\Saito-san.\Siesta?\I gave up on going with you.\I don't have any strength like you all do,\so I'll probably only be in your way.\I'll be on the Ostland. response:	Siesta...
context: If you don't work together, even things that are supposed to work won't work.\Saito-san.\Siesta?\I gave up on going with you.\I don't have any strength like you all do,\so I'll probably only be in your way.\I'll be on the Ostland.\Siesta... response:	You're right. I can't take a frail girl like you on a dangerous journey.
context: Saito-san.\Siesta?\I gave up on going with you.\I don't have any strength like you all do,\so I'll probably only be in your way.\I'll be on the Ostland.\Siesta...\You're right. I can't take a frail girl like you on a dangerous journey. response:	You'll have to give up on this one.
context: Siesta?\I gave up on going with you.\I don't have any strength like you all do,\so I'll probably only be in your way.\I'll be on the Ostland.\Siesta...\You're right. I can't take a frail girl like you on a dangerous journey.\You'll have to give up on this one. response:	Saito-san.
context: I gave up on going with you.\I don't have any strength like you all do,\so I'll probably only be in your way.\I'll be on the Ostland.\Siesta...\You're right. I can't take a frail girl like you on a dangerous journey.\You'll have to give up on this one.\Saito-san. response:	But my heart will be with you no matter where you go!
context: I don't have any strength like you all do,\so I'll probably only be in your way.\I'll be on the Ostland.\Siesta...\You're right. I can't take a frail girl like you on a dangerous journey.\You'll have to give up on this one.\Saito-san.\But my heart will be with you no matter where you go! response:	Saito-san?
context: so I'll probably only be in your way.\I'll be on the Ostland.\Siesta...\You're right. I can't take a frail girl like you on a dangerous journey.\You'll have to give up on this one.\Saito-san.\But my heart will be with you no matter where you go!\Saito-san? response:	Sorry for not being frail!
context: I'll be on the Ostland.\Siesta...\You're right. I can't take a frail girl like you on a dangerous journey.\You'll have to give up on this one.\Saito-san.\But my heart will be with you no matter where you go!\Saito-san?\Sorry for not being frail! response:	You're such a cocky dog!
context: Siesta...\You're right. I can't take a frail girl like you on a dangerous journey.\You'll have to give up on this one.\Saito-san.\But my heart will be with you no matter where you go!\Saito-san?\Sorry for not being frail!\You're such a cocky dog! response:	Like I've been saying... Why are we fighting here?
context: You're right. I can't take a frail girl like you on a dangerous journey.\You'll have to give up on this one.\Saito-san.\But my heart will be with you no matter where you go!\Saito-san?\Sorry for not being frail!\You're such a cocky dog!\Like I've been saying... Why are we fighting here? response:	Now, we shall head to the Ostland to recover it.
context: You'll have to give up on this one.\Saito-san.\But my heart will be with you no matter where you go!\Saito-san?\Sorry for not being frail!\You're such a cocky dog!\Like I've been saying... Why are we fighting here?\Now, we shall head to the Ostland to recover it. response:	Saito-kun's party will go rescue Miss Tabitha.
context: Saito-san.\But my heart will be with you no matter where you go!\Saito-san?\Sorry for not being frail!\You're such a cocky dog!\Like I've been saying... Why are we fighting here?\Now, we shall head to the Ostland to recover it.\Saito-kun's party will go rescue Miss Tabitha. response:	Depart!
context: But my heart will be with you no matter where you go!\Saito-san?\Sorry for not being frail!\You're such a cocky dog!\Like I've been saying... Why are we fighting here?\Now, we shall head to the Ostland to recover it.\Saito-kun's party will go rescue Miss Tabitha.\Depart! response:	Yeah!
context: Saito-san?\Sorry for not being frail!\You're such a cocky dog!\Like I've been saying... Why are we fighting here?\Now, we shall head to the Ostland to recover it.\Saito-kun's party will go rescue Miss Tabitha.\Depart!\Yeah! response:	The girl captured by the dragon withheld her tears...
context: Sorry for not being frail!\You're such a cocky dog!\Like I've been saying... Why are we fighting here?\Now, we shall head to the Ostland to recover it.\Saito-kun's party will go rescue Miss Tabitha.\Depart!\Yeah!\The girl captured by the dragon withheld her tears... response:	This is a punishment for me.
context: You're such a cocky dog!\Like I've been saying... Why are we fighting here?\Now, we shall head to the Ostland to recover it.\Saito-kun's party will go rescue Miss Tabitha.\Depart!\Yeah!\The girl captured by the dragon withheld her tears...\This is a punishment for me. response:	Punishment...
context: Like I've been saying... Why are we fighting here?\Now, we shall head to the Ostland to recover it.\Saito-kun's party will go rescue Miss Tabitha.\Depart!\Yeah!\The girl captured by the dragon withheld her tears...\This is a punishment for me.\Punishment... response:	Punishment for betraying my friend...
context: Now, we shall head to the Ostland to recover it.\Saito-kun's party will go rescue Miss Tabitha.\Depart!\Yeah!\The girl captured by the dragon withheld her tears...\This is a punishment for me.\Punishment...\Punishment for betraying my friend... response:	Myoz!
context: Saito-kun's party will go rescue Miss Tabitha.\Depart!\Yeah!\The girl captured by the dragon withheld her tears...\This is a punishment for me.\Punishment...\Punishment for betraying my friend...\Myoz! response:	My dear Myoz.
context: Depart!\Yeah!\The girl captured by the dragon withheld her tears...\This is a punishment for me.\Punishment...\Punishment for betraying my friend...\Myoz!\My dear Myoz. response:	I've been expecting you, Joseph-sama.
context: Yeah!\The girl captured by the dragon withheld her tears...\This is a punishment for me.\Punishment...\Punishment for betraying my friend...\Myoz!\My dear Myoz.\I've been expecting you, Joseph-sama. response:	I heard the requested item would be ready soon,
context: The girl captured by the dragon withheld her tears...\This is a punishment for me.\Punishment...\Punishment for betraying my friend...\Myoz!\My dear Myoz.\I've been expecting you, Joseph-sama.\I heard the requested item would be ready soon, response:	so I came rushing down.
context: This is a punishment for me.\Punishment...\Punishment for betraying my friend...\Myoz!\My dear Myoz.\I've been expecting you, Joseph-sama.\I heard the requested item would be ready soon,\so I came rushing down. response:	On another note, this place is really hot.
context: Punishment...\Punishment for betraying my friend...\Myoz!\My dear Myoz.\I've been expecting you, Joseph-sama.\I heard the requested item would be ready soon,\so I came rushing down.\On another note, this place is really hot. response:	To not allow any air or sound to escape, this place is sealed.
context: Punishment for betraying my friend...\Myoz!\My dear Myoz.\I've been expecting you, Joseph-sama.\I heard the requested item would be ready soon,\so I came rushing down.\On another note, this place is really hot.\To not allow any air or sound to escape, this place is sealed. response:	And we also have multiple furnaces and smelts.
context: Myoz!\My dear Myoz.\I've been expecting you, Joseph-sama.\I heard the requested item would be ready soon,\so I came rushing down.\On another note, this place is really hot.\To not allow any air or sound to escape, this place is sealed.\And we also have multiple furnaces and smelts. response:	I don't care. I'm more interested in the item.
context: My dear Myoz.\I've been expecting you, Joseph-sama.\I heard the requested item would be ready soon,\so I came rushing down.\On another note, this place is really hot.\To not allow any air or sound to escape, this place is sealed.\And we also have multiple furnaces and smelts.\I don't care. I'm more interested in the item. response:	Right here.
context: I've been expecting you, Joseph-sama.\I heard the requested item would be ready soon,\so I came rushing down.\On another note, this place is really hot.\To not allow any air or sound to escape, this place is sealed.\And we also have multiple furnaces and smelts.\I don't care. I'm more interested in the item.\Right here. response:	So this is Jormungand...
context: I heard the requested item would be ready soon,\so I came rushing down.\On another note, this place is really hot.\To not allow any air or sound to escape, this place is sealed.\And we also have multiple furnaces and smelts.\I don't care. I'm more interested in the item.\Right here.\So this is Jormungand... response:	It's chained down.
context: so I came rushing down.\On another note, this place is really hot.\To not allow any air or sound to escape, this place is sealed.\And we also have multiple furnaces and smelts.\I don't care. I'm more interested in the item.\Right here.\So this is Jormungand...\It's chained down. response:	As we expected, there are guards.
context: On another note, this place is really hot.\To not allow any air or sound to escape, this place is sealed.\And we also have multiple furnaces and smelts.\I don't care. I'm more interested in the item.\Right here.\So this is Jormungand...\It's chained down.\As we expected, there are guards. response:	What should we do, Colbert-sensei?
context: To not allow any air or sound to escape, this place is sealed.\And we also have multiple furnaces and smelts.\I don't care. I'm more interested in the item.\Right here.\So this is Jormungand...\It's chained down.\As we expected, there are guards.\What should we do, Colbert-sensei? response:	Siesta-kun.
context: And we also have multiple furnaces and smelts.\I don't care. I'm more interested in the item.\Right here.\So this is Jormungand...\It's chained down.\As we expected, there are guards.\What should we do, Colbert-sensei?\Siesta-kun. response:	Yes?
context: I don't care. I'm more interested in the item.\Right here.\So this is Jormungand...\It's chained down.\As we expected, there are guards.\What should we do, Colbert-sensei?\Siesta-kun.\Yes? response:	Strip.
context: Right here.\So this is Jormungand...\It's chained down.\As we expected, there are guards.\What should we do, Colbert-sensei?\Siesta-kun.\Yes?\Strip. response:	Str... Eh?!
context: So this is Jormungand...\It's chained down.\As we expected, there are guards.\What should we do, Colbert-sensei?\Siesta-kun.\Yes?\Strip.\Str... Eh?! response:	That...
context: It's chained down.\As we expected, there are guards.\What should we do, Colbert-sensei?\Siesta-kun.\Yes?\Strip.\Str... Eh?!\That... response:	What?
context: As we expected, there are guards.\What should we do, Colbert-sensei?\Siesta-kun.\Yes?\Strip.\Str... Eh?!\That...\What? response:	They figured we'd head for the border, so they've set a checkpoint.
context: What should we do, Colbert-sensei?\Siesta-kun.\Yes?\Strip.\Str... Eh?!\That...\What?\They figured we'd head for the border, so they've set a checkpoint. response:	What should we do?
context: Siesta-kun.\Yes?\Strip.\Str... Eh?!\That...\What?\They figured we'd head for the border, so they've set a checkpoint.\What should we do? response:	They'll find out who we are.
context: Yes?\Strip.\Str... Eh?!\That...\What?\They figured we'd head for the border, so they've set a checkpoint.\What should we do?\They'll find out who we are. response:	Then I bet they'll throw us into the jail and...
context: Strip.\Str... Eh?!\That...\What?\They figured we'd head for the border, so they've set a checkpoint.\What should we do?\They'll find out who we are.\Then I bet they'll throw us into the jail and... response:	Shh! Calm down.
context: Str... Eh?!\That...\What?\They figured we'd head for the border, so they've set a checkpoint.\What should we do?\They'll find out who we are.\Then I bet they'll throw us into the jail and...\Shh! Calm down. response:	We're disguised right now.
context: That...\What?\They figured we'd head for the border, so they've set a checkpoint.\What should we do?\They'll find out who we are.\Then I bet they'll throw us into the jail and...\Shh! Calm down.\We're disguised right now. response:	They won't see through us that easily.
context: What?\They figured we'd head for the border, so they've set a checkpoint.\What should we do?\They'll find out who we are.\Then I bet they'll throw us into the jail and...\Shh! Calm down.\We're disguised right now.\They won't see through us that easily. response:	Act normally as much as possible.
context: They figured we'd head for the border, so they've set a checkpoint.\What should we do?\They'll find out who we are.\Then I bet they'll throw us into the jail and...\Shh! Calm down.\We're disguised right now.\They won't see through us that easily.\Act normally as much as possible. response:	All right, you guys. Stop.
context: What should we do?\They'll find out who we are.\Then I bet they'll throw us into the jail and...\Shh! Calm down.\We're disguised right now.\They won't see through us that easily.\Act normally as much as possible.\All right, you guys. Stop. response:	A travelling circus, eh?
context: They'll find out who we are.\Then I bet they'll throw us into the jail and...\Shh! Calm down.\We're disguised right now.\They won't see through us that easily.\Act normally as much as possible.\All right, you guys. Stop.\A travelling circus, eh? response:	That's right!
context: Then I bet they'll throw us into the jail and...\Shh! Calm down.\We're disguised right now.\They won't see through us that easily.\Act normally as much as possible.\All right, you guys. Stop.\A travelling circus, eh?\That's right! response:	Fine. Go on.
context: Shh! Calm down.\We're disguised right now.\They won't see through us that easily.\Act normally as much as possible.\All right, you guys. Stop.\A travelling circus, eh?\That's right!\Fine. Go on. response:	Thank you very much.
context: We're disguised right now.\They won't see through us that easily.\Act normally as much as possible.\All right, you guys. Stop.\A travelling circus, eh?\That's right!\Fine. Go on.\Thank you very much. response:	Hey fatty! Stop!
context: They won't see through us that easily.\Act normally as much as possible.\All right, you guys. Stop.\A travelling circus, eh?\That's right!\Fine. Go on.\Thank you very much.\Hey fatty! Stop! response:	We're done for...
context: Act normally as much as possible.\All right, you guys. Stop.\A travelling circus, eh?\That's right!\Fine. Go on.\Thank you very much.\Hey fatty! Stop!\We're done for... response:	What do we do?
context: All right, you guys. Stop.\A travelling circus, eh?\That's right!\Fine. Go on.\Thank you very much.\Hey fatty! Stop!\We're done for...\What do we do? response:	If I have to...
context: A travelling circus, eh?\That's right!\Fine. Go on.\Thank you very much.\Hey fatty! Stop!\We're done for...\What do we do?\If I have to... response:	Fatty.
context: That's right!\Fine. Go on.\Thank you very much.\Hey fatty! Stop!\We're done for...\What do we do?\If I have to...\Fatty. response:	Y-Yes?
context: Fine. Go on.\Thank you very much.\Hey fatty! Stop!\We're done for...\What do we do?\If I have to...\Fatty.\Y-Yes? response:	You dropped your nose.
context: Thank you very much.\Hey fatty! Stop!\We're done for...\What do we do?\If I have to...\Fatty.\Y-Yes?\You dropped your nose. response:	Thank you very much...
context: Hey fatty! Stop!\We're done for...\What do we do?\If I have to...\Fatty.\Y-Yes?\You dropped your nose.\Thank you very much... response:	Be careful on your way!
context: We're done for...\What do we do?\If I have to...\Fatty.\Y-Yes?\You dropped your nose.\Thank you very much...\Be careful on your way! response:	Thank you very much!
context: What do we do?\If I have to...\Fatty.\Y-Yes?\You dropped your nose.\Thank you very much...\Be careful on your way!\Thank you very much! response:	I was really worried there for a second.
context: If I have to...\Fatty.\Y-Yes?\You dropped your nose.\Thank you very much...\Be careful on your way!\Thank you very much!\I was really worried there for a second. response:	Seriously.
context: Fatty.\Y-Yes?\You dropped your nose.\Thank you very much...\Be careful on your way!\Thank you very much!\I was really worried there for a second.\Seriously. response:	Yeah, scaring us like that.
context: Y-Yes?\You dropped your nose.\Thank you very much...\Be careful on your way!\Thank you very much!\I was really worried there for a second.\Seriously.\Yeah, scaring us like that. response:	But...
context: You dropped your nose.\Thank you very much...\Be careful on your way!\Thank you very much!\I was really worried there for a second.\Seriously.\Yeah, scaring us like that.\But... response:	All that's left now is to go over the mountains.
context: Thank you very much...\Be careful on your way!\Thank you very much!\I was really worried there for a second.\Seriously.\Yeah, scaring us like that.\But...\All that's left now is to go over the mountains. response:	Just a little more until we get to Onee-sama!
context: Be careful on your way!\Thank you very much!\I was really worried there for a second.\Seriously.\Yeah, scaring us like that.\But...\All that's left now is to go over the mountains.\Just a little more until we get to Onee-sama! response:	I hope Colbert-sensei will get the Ostland back without problems.
context: Thank you very much!\I was really worried there for a second.\Seriously.\Yeah, scaring us like that.\But...\All that's left now is to go over the mountains.\Just a little more until we get to Onee-sama!\I hope Colbert-sensei will get the Ostland back without problems. response:	Louise?
context: I was really worried there for a second.\Seriously.\Yeah, scaring us like that.\But...\All that's left now is to go over the mountains.\Just a little more until we get to Onee-sama!\I hope Colbert-sensei will get the Ostland back without problems.\Louise? response:	Louise!
context: Seriously.\Yeah, scaring us like that.\But...\All that's left now is to go over the mountains.\Just a little more until we get to Onee-sama!\I hope Colbert-sensei will get the Ostland back without problems.\Louise?\Louise! response:	What's with the troubled look?
context: Yeah, scaring us like that.\But...\All that's left now is to go over the mountains.\Just a little more until we get to Onee-sama!\I hope Colbert-sensei will get the Ostland back without problems.\Louise?\Louise!\What's with the troubled look? response:	N-Nothing.
context: But...\All that's left now is to go over the mountains.\Just a little more until we get to Onee-sama!\I hope Colbert-sensei will get the Ostland back without problems.\Louise?\Louise!\What's with the troubled look?\N-Nothing. response:	Huh? Weirdo.
context: All that's left now is to go over the mountains.\Just a little more until we get to Onee-sama!\I hope Colbert-sensei will get the Ostland back without problems.\Louise?\Louise!\What's with the troubled look?\N-Nothing.\Huh? Weirdo. response:	You're no longer an aristocrat either.
context: Just a little more until we get to Onee-sama!\I hope Colbert-sensei will get the Ostland back without problems.\Louise?\Louise!\What's with the troubled look?\N-Nothing.\Huh? Weirdo.\You're no longer an aristocrat either. response:	So I don't want to hear a plebeian boss me around.
context: I hope Colbert-sensei will get the Ostland back without problems.\Louise?\Louise!\What's with the troubled look?\N-Nothing.\Huh? Weirdo.\You're no longer an aristocrat either.\So I don't want to hear a plebeian boss me around. response:	She's right. I'm no longer a Valliere, so I'm a plebeian.
