context: My name is Yukimura Shouichirou. response:	And that's my little sister, Ruri.
context: We shall go to where there's a lot of them!\Shall? How princess like.\The botanical garden, eh? Wasn't expecting this.\I'm surprised he accepted such an annoying task.\What? Is he looking at us?\I think I saw buds go into full bloom just now.\Me too.\What is he doing? response:	He's seriously staring at us.
context: Shall? How princess like.\The botanical garden, eh? Wasn't expecting this.\I'm surprised he accepted such an annoying task.\What? Is he looking at us?\I think I saw buds go into full bloom just now.\Me too.\What is he doing?\He's seriously staring at us. response:	Yeah, he's staring at us.
context: The botanical garden, eh? Wasn't expecting this.\I'm surprised he accepted such an annoying task.\What? Is he looking at us?\I think I saw buds go into full bloom just now.\Me too.\What is he doing?\He's seriously staring at us.\Yeah, he's staring at us. response:	I get it. He's on a date with you in his mind.
context: I'm surprised he accepted such an annoying task.\What? Is he looking at us?\I think I saw buds go into full bloom just now.\Me too.\What is he doing?\He's seriously staring at us.\Yeah, he's staring at us.\I get it. He's on a date with you in his mind. response:	No, it's nothing like that.
context: What? Is he looking at us?\I think I saw buds go into full bloom just now.\Me too.\What is he doing?\He's seriously staring at us.\Yeah, he's staring at us.\I get it. He's on a date with you in his mind.\No, it's nothing like that. response:	Give it a break, will you, you troublesome crazy couple.
context: I think I saw buds go into full bloom just now.\Me too.\What is he doing?\He's seriously staring at us.\Yeah, he's staring at us.\I get it. He's on a date with you in his mind.\No, it's nothing like that.\Give it a break, will you, you troublesome crazy couple. response:	But that's what he's thinking.
context: Me too.\What is he doing?\He's seriously staring at us.\Yeah, he's staring at us.\I get it. He's on a date with you in his mind.\No, it's nothing like that.\Give it a break, will you, you troublesome crazy couple.\But that's what he's thinking. response:	Impossible!
context: What is he doing?\He's seriously staring at us.\Yeah, he's staring at us.\I get it. He's on a date with you in his mind.\No, it's nothing like that.\Give it a break, will you, you troublesome crazy couple.\But that's what he's thinking.\Impossible! response:	Takumi-sama!
context: He's seriously staring at us.\Yeah, he's staring at us.\I get it. He's on a date with you in his mind.\No, it's nothing like that.\Give it a break, will you, you troublesome crazy couple.\But that's what he's thinking.\Impossible!\Takumi-sama! response:	This way!
context: Yeah, he's staring at us.\I get it. He's on a date with you in his mind.\No, it's nothing like that.\Give it a break, will you, you troublesome crazy couple.\But that's what he's thinking.\Impossible!\Takumi-sama!\This way! response:	She faceplanted!
context: I get it. He's on a date with you in his mind.\No, it's nothing like that.\Give it a break, will you, you troublesome crazy couple.\But that's what he's thinking.\Impossible!\Takumi-sama!\This way!\She faceplanted! response:	Ru-Ruri...
context: No, it's nothing like that.\Give it a break, will you, you troublesome crazy couple.\But that's what he's thinking.\Impossible!\Takumi-sama!\This way!\She faceplanted!\Ru-Ruri... response:	Calm down, Yukimura.
context: Give it a break, will you, you troublesome crazy couple.\But that's what he's thinking.\Impossible!\Takumi-sama!\This way!\She faceplanted!\Ru-Ruri...\Calm down, Yukimura. response:	She got up.
context: But that's what he's thinking.\Impossible!\Takumi-sama!\This way!\She faceplanted!\Ru-Ruri...\Calm down, Yukimura.\She got up. response:	You think she'll cry?
context: Impossible!\Takumi-sama!\This way!\She faceplanted!\Ru-Ruri...\Calm down, Yukimura.\She got up.\You think she'll cry? response:	Ruri...
context: Takumi-sama!\This way!\She faceplanted!\Ru-Ruri...\Calm down, Yukimura.\She got up.\You think she'll cry?\Ruri... response:	Ruri's a princess, and will never show tears.
context: This way!\She faceplanted!\Ru-Ruri...\Calm down, Yukimura.\She got up.\You think she'll cry?\Ruri...\Ruri's a princess, and will never show tears. response:	I see.
context: She faceplanted!\Ru-Ruri...\Calm down, Yukimura.\She got up.\You think she'll cry?\Ruri...\Ruri's a princess, and will never show tears.\I see. response:	It's almost strange to see him like that.
context: Ru-Ruri...\Calm down, Yukimura.\She got up.\You think she'll cry?\Ruri...\Ruri's a princess, and will never show tears.\I see.\It's almost strange to see him like that. response:	I bet she wanted a big brother like that.
context: Calm down, Yukimura.\She got up.\You think she'll cry?\Ruri...\Ruri's a princess, and will never show tears.\I see.\It's almost strange to see him like that.\I bet she wanted a big brother like that. response:	Yukimura?
context: She got up.\You think she'll cry?\Ruri...\Ruri's a princess, and will never show tears.\I see.\It's almost strange to see him like that.\I bet she wanted a big brother like that.\Yukimura? response:	Cool and strong.
context: You think she'll cry?\Ruri...\Ruri's a princess, and will never show tears.\I see.\It's almost strange to see him like that.\I bet she wanted a big brother like that.\Yukimura?\Cool and strong. response:	It's only natural that she would look down on me, isn't it?
context: Ruri...\Ruri's a princess, and will never show tears.\I see.\It's almost strange to see him like that.\I bet she wanted a big brother like that.\Yukimura?\Cool and strong.\It's only natural that she would look down on me, isn't it? response:	Yukimura...
context: Ruri's a princess, and will never show tears.\I see.\It's almost strange to see him like that.\I bet she wanted a big brother like that.\Yukimura?\Cool and strong.\It's only natural that she would look down on me, isn't it?\Yukimura... response:	Hey, do you think that's some kind of film shoot?
context: I see.\It's almost strange to see him like that.\I bet she wanted a big brother like that.\Yukimura?\Cool and strong.\It's only natural that she would look down on me, isn't it?\Yukimura...\Hey, do you think that's some kind of film shoot? response:	That girl looks like his sister.
context: It's almost strange to see him like that.\I bet she wanted a big brother like that.\Yukimura?\Cool and strong.\It's only natural that she would look down on me, isn't it?\Yukimura...\Hey, do you think that's some kind of film shoot?\That girl looks like his sister. response:	I wish I had a big brother like that, too.
context: I bet she wanted a big brother like that.\Yukimura?\Cool and strong.\It's only natural that she would look down on me, isn't it?\Yukimura...\Hey, do you think that's some kind of film shoot?\That girl looks like his sister.\I wish I had a big brother like that, too. response:	Change of plans!
context: Yukimura?\Cool and strong.\It's only natural that she would look down on me, isn't it?\Yukimura...\Hey, do you think that's some kind of film shoot?\That girl looks like his sister.\I wish I had a big brother like that, too.\Change of plans! response:	Change?
context: Cool and strong.\It's only natural that she would look down on me, isn't it?\Yukimura...\Hey, do you think that's some kind of film shoot?\That girl looks like his sister.\I wish I had a big brother like that, too.\Change of plans!\Change? response:	Listen. This is what we were hoping would happen.
context: It's only natural that she would look down on me, isn't it?\Yukimura...\Hey, do you think that's some kind of film shoot?\That girl looks like his sister.\I wish I had a big brother like that, too.\Change of plans!\Change?\Listen. This is what we were hoping would happen. response:	But at this rate, Usui will usurp the older brother's position!
context: Yukimura...\Hey, do you think that's some kind of film shoot?\That girl looks like his sister.\I wish I had a big brother like that, too.\Change of plans!\Change?\Listen. This is what we were hoping would happen.\But at this rate, Usui will usurp the older brother's position! response:	You think so, too?!
context: Hey, do you think that's some kind of film shoot?\That girl looks like his sister.\I wish I had a big brother like that, too.\Change of plans!\Change?\Listen. This is what we were hoping would happen.\But at this rate, Usui will usurp the older brother's position!\You think so, too?! response:	Therefore!
context: That girl looks like his sister.\I wish I had a big brother like that, too.\Change of plans!\Change?\Listen. This is what we were hoping would happen.\But at this rate, Usui will usurp the older brother's position!\You think so, too?!\Therefore! response:	I don't think that's possible.
context: I wish I had a big brother like that, too.\Change of plans!\Change?\Listen. This is what we were hoping would happen.\But at this rate, Usui will usurp the older brother's position!\You think so, too?!\Therefore!\I don't think that's possible. response:	What loud whispering.
context: Change of plans!\Change?\Listen. This is what we were hoping would happen.\But at this rate, Usui will usurp the older brother's position!\You think so, too?!\Therefore!\I don't think that's possible.\What loud whispering. response:	Perfect! A dangerous looking person in a black suit!
context: Change?\Listen. This is what we were hoping would happen.\But at this rate, Usui will usurp the older brother's position!\You think so, too?!\Therefore!\I don't think that's possible.\What loud whispering.\Perfect! A dangerous looking person in a black suit! response:	You're great, Kanou!
context: Listen. This is what we were hoping would happen.\But at this rate, Usui will usurp the older brother's position!\You think so, too?!\Therefore!\I don't think that's possible.\What loud whispering.\Perfect! A dangerous looking person in a black suit!\You're great, Kanou! response:	That was child's play to Aoi-sama.
context: But at this rate, Usui will usurp the older brother's position!\You think so, too?!\Therefore!\I don't think that's possible.\What loud whispering.\Perfect! A dangerous looking person in a black suit!\You're great, Kanou!\That was child's play to Aoi-sama. response:	Nice going, Aoi-chan! You're the best stylist!
context: You think so, too?!\Therefore!\I don't think that's possible.\What loud whispering.\Perfect! A dangerous looking person in a black suit!\You're great, Kanou!\That was child's play to Aoi-sama.\Nice going, Aoi-chan! You're the best stylist! response:	I can't do this.
context: Therefore!\I don't think that's possible.\What loud whispering.\Perfect! A dangerous looking person in a black suit!\You're great, Kanou!\That was child's play to Aoi-sama.\Nice going, Aoi-chan! You're the best stylist!\I can't do this. response:	Don't worry, Kanou. You can do it.
context: I don't think that's possible.\What loud whispering.\Perfect! A dangerous looking person in a black suit!\You're great, Kanou!\That was child's play to Aoi-sama.\Nice going, Aoi-chan! You're the best stylist!\I can't do this.\Don't worry, Kanou. You can do it. response:	Kanou picks a fight.
context: What loud whispering.\Perfect! A dangerous looking person in a black suit!\You're great, Kanou!\That was child's play to Aoi-sama.\Nice going, Aoi-chan! You're the best stylist!\I can't do this.\Don't worry, Kanou. You can do it.\Kanou picks a fight. response:	Ruri-chan is in danger.
context: Perfect! A dangerous looking person in a black suit!\You're great, Kanou!\That was child's play to Aoi-sama.\Nice going, Aoi-chan! You're the best stylist!\I can't do this.\Don't worry, Kanou. You can do it.\Kanou picks a fight.\Ruri-chan is in danger. response:	Usui will get scared.
context: You're great, Kanou!\That was child's play to Aoi-sama.\Nice going, Aoi-chan! You're the best stylist!\I can't do this.\Don't worry, Kanou. You can do it.\Kanou picks a fight.\Ruri-chan is in danger.\Usui will get scared. response:	The true hero, Yukimura, will bravely save her.
context: That was child's play to Aoi-sama.\Nice going, Aoi-chan! You're the best stylist!\I can't do this.\Don't worry, Kanou. You can do it.\Kanou picks a fight.\Ruri-chan is in danger.\Usui will get scared.\The true hero, Yukimura, will bravely save her. response:	Hurry up and go pick a fight.
context: Nice going, Aoi-chan! You're the best stylist!\I can't do this.\Don't worry, Kanou. You can do it.\Kanou picks a fight.\Ruri-chan is in danger.\Usui will get scared.\The true hero, Yukimura, will bravely save her.\Hurry up and go pick a fight. response:	How, exactly?
context: I can't do this.\Don't worry, Kanou. You can do it.\Kanou picks a fight.\Ruri-chan is in danger.\Usui will get scared.\The true hero, Yukimura, will bravely save her.\Hurry up and go pick a fight.\How, exactly? response:	If you don't want to die, shut your mouth.
context: Don't worry, Kanou. You can do it.\Kanou picks a fight.\Ruri-chan is in danger.\Usui will get scared.\The true hero, Yukimura, will bravely save her.\Hurry up and go pick a fight.\How, exactly?\If you don't want to die, shut your mouth. response:	How about that?
context: Kanou picks a fight.\Ruri-chan is in danger.\Usui will get scared.\The true hero, Yukimura, will bravely save her.\Hurry up and go pick a fight.\How, exactly?\If you don't want to die, shut your mouth.\How about that? response:	I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.
context: Ruri-chan is in danger.\Usui will get scared.\The true hero, Yukimura, will bravely save her.\Hurry up and go pick a fight.\How, exactly?\If you don't want to die, shut your mouth.\How about that?\I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura. response:	Hey you.
context: Usui will get scared.\The true hero, Yukimura, will bravely save her.\Hurry up and go pick a fight.\How, exactly?\If you don't want to die, shut your mouth.\How about that?\I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.\Hey you. response:	If-
context: The true hero, Yukimura, will bravely save her.\Hurry up and go pick a fight.\How, exactly?\If you don't want to die, shut your mouth.\How about that?\I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.\Hey you.\If- response:	If?
context: Hurry up and go pick a fight.\How, exactly?\If you don't want to die, shut your mouth.\How about that?\I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.\Hey you.\If-\If? response:	I can't!
context: How, exactly?\If you don't want to die, shut your mouth.\How about that?\I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.\Hey you.\If-\If?\I can't! response:	Kanou-kun!
context: If you don't want to die, shut your mouth.\How about that?\I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.\Hey you.\If-\If?\I can't!\Kanou-kun! response:	I guess it was too much for him.
context: How about that?\I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.\Hey you.\If-\If?\I can't!\Kanou-kun!\I guess it was too much for him. response:	I have another strategy.
context: I'm sure Usui will figure out that it's you, understand what's going on, and set it up for Yukimura.\Hey you.\If-\If?\I can't!\Kanou-kun!\I guess it was too much for him.\I have another strategy. response:	Okay, let's go with that.
context: Hey you.\If-\If?\I can't!\Kanou-kun!\I guess it was too much for him.\I have another strategy.\Okay, let's go with that. response:	And that place has cute uniforms, just like maids.
context: If-\If?\I can't!\Kanou-kun!\I guess it was too much for him.\I have another strategy.\Okay, let's go with that.\And that place has cute uniforms, just like maids. response:	The plates and cups are so clean, so it makes me feel like I've really become a princess.
context: If?\I can't!\Kanou-kun!\I guess it was too much for him.\I have another strategy.\Okay, let's go with that.\And that place has cute uniforms, just like maids.\The plates and cups are so clean, so it makes me feel like I've really become a princess. response:	Is Ruri taking him to her favorite little expensive cafe?
context: I can't!\Kanou-kun!\I guess it was too much for him.\I have another strategy.\Okay, let's go with that.\And that place has cute uniforms, just like maids.\The plates and cups are so clean, so it makes me feel like I've really become a princess.\Is Ruri taking him to her favorite little expensive cafe? response:	Sorry to make you all wait.
context: Kanou-kun!\I guess it was too much for him.\I have another strategy.\Okay, let's go with that.\And that place has cute uniforms, just like maids.\The plates and cups are so clean, so it makes me feel like I've really become a princess.\Is Ruri taking him to her favorite little expensive cafe?\Sorry to make you all wait. response:	Prez?
context: I guess it was too much for him.\I have another strategy.\Okay, let's go with that.\And that place has cute uniforms, just like maids.\The plates and cups are so clean, so it makes me feel like I've really become a princess.\Is Ruri taking him to her favorite little expensive cafe?\Sorry to make you all wait.\Prez? response:	How did you end up in that?
context: I have another strategy.\Okay, let's go with that.\And that place has cute uniforms, just like maids.\The plates and cups are so clean, so it makes me feel like I've really become a princess.\Is Ruri taking him to her favorite little expensive cafe?\Sorry to make you all wait.\Prez?\How did you end up in that? response:	Doesn't that stand out too much?
context: Okay, let's go with that.\And that place has cute uniforms, just like maids.\The plates and cups are so clean, so it makes me feel like I've really become a princess.\Is Ruri taking him to her favorite little expensive cafe?\Sorry to make you all wait.\Prez?\How did you end up in that?\Doesn't that stand out too much? response:	And that's why I'm holding a camera.
context: And that place has cute uniforms, just like maids.\The plates and cups are so clean, so it makes me feel like I've really become a princess.\Is Ruri taking him to her favorite little expensive cafe?\Sorry to make you all wait.\Prez?\How did you end up in that?\Doesn't that stand out too much?\And that's why I'm holding a camera. response:	I found a perfect extra walking by.
context: The plates and cups are so clean, so it makes me feel like I've really become a princess.\Is Ruri taking him to her favorite little expensive cafe?\Sorry to make you all wait.\Prez?\How did you end up in that?\Doesn't that stand out too much?\And that's why I'm holding a camera.\I found a perfect extra walking by. response:	An extra?
context: Is Ruri taking him to her favorite little expensive cafe?\Sorry to make you all wait.\Prez?\How did you end up in that?\Doesn't that stand out too much?\And that's why I'm holding a camera.\I found a perfect extra walking by.\An extra? response:	Hide!
context: Sorry to make you all wait.\Prez?\How did you end up in that?\Doesn't that stand out too much?\And that's why I'm holding a camera.\I found a perfect extra walking by.\An extra?\Hide! response:	Apparently it's good luck to drop off letters into the post box in this direction today.
context: Prez?\How did you end up in that?\Doesn't that stand out too much?\And that's why I'm holding a camera.\I found a perfect extra walking by.\An extra?\Hide!\Apparently it's good luck to drop off letters into the post box in this direction today. response:	That was close.
context: How did you end up in that?\Doesn't that stand out too much?\And that's why I'm holding a camera.\I found a perfect extra walking by.\An extra?\Hide!\Apparently it's good luck to drop off letters into the post box in this direction today.\That was close. response:	What was?
context: Doesn't that stand out too much?\And that's why I'm holding a camera.\I found a perfect extra walking by.\An extra?\Hide!\Apparently it's good luck to drop off letters into the post box in this direction today.\That was close.\What was? response:	Hide!
context: And that's why I'm holding a camera.\I found a perfect extra walking by.\An extra?\Hide!\Apparently it's good luck to drop off letters into the post box in this direction today.\That was close.\What was?\Hide! response:	When the weather's good, it makes me cheerful, too.
context: I found a perfect extra walking by.\An extra?\Hide!\Apparently it's good luck to drop off letters into the post box in this direction today.\That was close.\What was?\Hide!\When the weather's good, it makes me cheerful, too. response:	But I also like gloomy, rainy days.
context: An extra?\Hide!\Apparently it's good luck to drop off letters into the post box in this direction today.\That was close.\What was?\Hide!\When the weather's good, it makes me cheerful, too.\But I also like gloomy, rainy days. response:	Here they come, too.
context: Hide!\Apparently it's good luck to drop off letters into the post box in this direction today.\That was close.\What was?\Hide!\When the weather's good, it makes me cheerful, too.\But I also like gloomy, rainy days.\Here they come, too. response:	Let's go to that shop again.
context: Apparently it's good luck to drop off letters into the post box in this direction today.\That was close.\What was?\Hide!\When the weather's good, it makes me cheerful, too.\But I also like gloomy, rainy days.\Here they come, too.\Let's go to that shop again. response:	Sakura-san, do you really plan on buying something there?
context: That was close.\What was?\Hide!\When the weather's good, it makes me cheerful, too.\But I also like gloomy, rainy days.\Here they come, too.\Let's go to that shop again.\Sakura-san, do you really plan on buying something there? response:	Walking back and forth between the same shops is part of what makes shopping fun.
context: What was?\Hide!\When the weather's good, it makes me cheerful, too.\But I also like gloomy, rainy days.\Here they come, too.\Let's go to that shop again.\Sakura-san, do you really plan on buying something there?\Walking back and forth between the same shops is part of what makes shopping fun. response:	I see.
context: Hide!\When the weather's good, it makes me cheerful, too.\But I also like gloomy, rainy days.\Here they come, too.\Let's go to that shop again.\Sakura-san, do you really plan on buying something there?\Walking back and forth between the same shops is part of what makes shopping fun.\I see. response:	Phew, we made it by them.
context: When the weather's good, it makes me cheerful, too.\But I also like gloomy, rainy days.\Here they come, too.\Let's go to that shop again.\Sakura-san, do you really plan on buying something there?\Walking back and forth between the same shops is part of what makes shopping fun.\I see.\Phew, we made it by them. response:	Um, what happened?
context: But I also like gloomy, rainy days.\Here they come, too.\Let's go to that shop again.\Sakura-san, do you really plan on buying something there?\Walking back and forth between the same shops is part of what makes shopping fun.\I see.\Phew, we made it by them.\Um, what happened? response:	I was worried they would interfere with our plans again.
context: Here they come, too.\Let's go to that shop again.\Sakura-san, do you really plan on buying something there?\Walking back and forth between the same shops is part of what makes shopping fun.\I see.\Phew, we made it by them.\Um, what happened?\I was worried they would interfere with our plans again. response:	Hey, it's our Master!
context: Let's go to that shop again.\Sakura-san, do you really plan on buying something there?\Walking back and forth between the same shops is part of what makes shopping fun.\I see.\Phew, we made it by them.\Um, what happened?\I was worried they would interfere with our plans again.\Hey, it's our Master! response:	Another film shoot?
context: Sakura-san, do you really plan on buying something there?\Walking back and forth between the same shops is part of what makes shopping fun.\I see.\Phew, we made it by them.\Um, what happened?\I was worried they would interfere with our plans again.\Hey, it's our Master!\Another film shoot? response:	Should we help out with something?
context: Walking back and forth between the same shops is part of what makes shopping fun.\I see.\Phew, we made it by them.\Um, what happened?\I was worried they would interfere with our plans again.\Hey, it's our Master!\Another film shoot?\Should we help out with something? response:	No, that's quite alright. Thank you.
context: I see.\Phew, we made it by them.\Um, what happened?\I was worried they would interfere with our plans again.\Hey, it's our Master!\Another film shoot?\Should we help out with something?\No, that's quite alright. Thank you. response:	I see. Then excuse us!
context: Phew, we made it by them.\Um, what happened?\I was worried they would interfere with our plans again.\Hey, it's our Master!\Another film shoot?\Should we help out with something?\No, that's quite alright. Thank you.\I see. Then excuse us! response:	Um... so where were we?
context: Um, what happened?\I was worried they would interfere with our plans again.\Hey, it's our Master!\Another film shoot?\Should we help out with something?\No, that's quite alright. Thank you.\I see. Then excuse us!\Um... so where were we? response:	Explaining what the next strategy is, right?
context: I was worried they would interfere with our plans again.\Hey, it's our Master!\Another film shoot?\Should we help out with something?\No, that's quite alright. Thank you.\I see. Then excuse us!\Um... so where were we?\Explaining what the next strategy is, right? response:	You mentioned something about an extra.
context: Hey, it's our Master!\Another film shoot?\Should we help out with something?\No, that's quite alright. Thank you.\I see. Then excuse us!\Um... so where were we?\Explaining what the next strategy is, right?\You mentioned something about an extra. response:	First, Misakichi will go out, then the extras will pick a fight with them.
context: Another film shoot?\Should we help out with something?\No, that's quite alright. Thank you.\I see. Then excuse us!\Um... so where were we?\Explaining what the next strategy is, right?\You mentioned something about an extra.\First, Misakichi will go out, then the extras will pick a fight with them. response:	Hey you, buddy. Are you picking a fight?!
context: Should we help out with something?\No, that's quite alright. Thank you.\I see. Then excuse us!\Um... so where were we?\Explaining what the next strategy is, right?\You mentioned something about an extra.\First, Misakichi will go out, then the extras will pick a fight with them.\Hey you, buddy. Are you picking a fight?! response:	That's when you-
context: No, that's quite alright. Thank you.\I see. Then excuse us!\Um... so where were we?\Explaining what the next strategy is, right?\You mentioned something about an extra.\First, Misakichi will go out, then the extras will pick a fight with them.\Hey you, buddy. Are you picking a fight?!\That's when you- response:	We got to see Misa-chan in a frilly dress.
context: I see. Then excuse us!\Um... so where were we?\Explaining what the next strategy is, right?\You mentioned something about an extra.\First, Misakichi will go out, then the extras will pick a fight with them.\Hey you, buddy. Are you picking a fight?!\That's when you-\We got to see Misa-chan in a frilly dress. response:	We were asked to do a favor by Misa-chan in frilly dress.
context: Um... so where were we?\Explaining what the next strategy is, right?\You mentioned something about an extra.\First, Misakichi will go out, then the extras will pick a fight with them.\Hey you, buddy. Are you picking a fight?!\That's when you-\We got to see Misa-chan in a frilly dress.\We were asked to do a favor by Misa-chan in frilly dress. response:	Take this! My normal face!
context: Explaining what the next strategy is, right?\You mentioned something about an extra.\First, Misakichi will go out, then the extras will pick a fight with them.\Hey you, buddy. Are you picking a fight?!\That's when you-\We got to see Misa-chan in a frilly dress.\We were asked to do a favor by Misa-chan in frilly dress.\Take this! My normal face! response:	I told them to not go in first!
context: You mentioned something about an extra.\First, Misakichi will go out, then the extras will pick a fight with them.\Hey you, buddy. Are you picking a fight?!\That's when you-\We got to see Misa-chan in a frilly dress.\We were asked to do a favor by Misa-chan in frilly dress.\Take this! My normal face!\I told them to not go in first! response:	They really are genuine morons!
context: First, Misakichi will go out, then the extras will pick a fight with them.\Hey you, buddy. Are you picking a fight?!\That's when you-\We got to see Misa-chan in a frilly dress.\We were asked to do a favor by Misa-chan in frilly dress.\Take this! My normal face!\I told them to not go in first!\They really are genuine morons! response:	There goes my perfect scenario.
context: Hey you, buddy. Are you picking a fight?!\That's when you-\We got to see Misa-chan in a frilly dress.\We were asked to do a favor by Misa-chan in frilly dress.\Take this! My normal face!\I told them to not go in first!\They really are genuine morons!\There goes my perfect scenario. response:	That's the plan, so please help us out.
context: That's when you-\We got to see Misa-chan in a frilly dress.\We were asked to do a favor by Misa-chan in frilly dress.\Take this! My normal face!\I told them to not go in first!\They really are genuine morons!\There goes my perfect scenario.\That's the plan, so please help us out. response:	Aye aye, sir!
context: We got to see Misa-chan in a frilly dress.\We were asked to do a favor by Misa-chan in frilly dress.\Take this! My normal face!\I told them to not go in first!\They really are genuine morons!\There goes my perfect scenario.\That's the plan, so please help us out.\Aye aye, sir! response:	Go fix this mess, Misakichi.
context: We were asked to do a favor by Misa-chan in frilly dress.\Take this! My normal face!\I told them to not go in first!\They really are genuine morons!\There goes my perfect scenario.\That's the plan, so please help us out.\Aye aye, sir!\Go fix this mess, Misakichi. response:	Look, they were knocked out so easily!
context: Take this! My normal face!\I told them to not go in first!\They really are genuine morons!\There goes my perfect scenario.\That's the plan, so please help us out.\Aye aye, sir!\Go fix this mess, Misakichi.\Look, they were knocked out so easily! response:	They're about to get in the shop! Hurry, Misakichi!
context: I told them to not go in first!\They really are genuine morons!\There goes my perfect scenario.\That's the plan, so please help us out.\Aye aye, sir!\Go fix this mess, Misakichi.\Look, they were knocked out so easily!\They're about to get in the shop! Hurry, Misakichi! response:	It's here.
context: They really are genuine morons!\There goes my perfect scenario.\That's the plan, so please help us out.\Aye aye, sir!\Go fix this mess, Misakichi.\Look, they were knocked out so easily!\They're about to get in the shop! Hurry, Misakichi!\It's here. response:	Fine, I'll do it! Bring is on!
context: There goes my perfect scenario.\That's the plan, so please help us out.\Aye aye, sir!\Go fix this mess, Misakichi.\Look, they were knocked out so easily!\They're about to get in the shop! Hurry, Misakichi!\It's here.\Fine, I'll do it! Bring is on! response:	How could you, Takumi-sama?!
context: That's the plan, so please help us out.\Aye aye, sir!\Go fix this mess, Misakichi.\Look, they were knocked out so easily!\They're about to get in the shop! Hurry, Misakichi!\It's here.\Fine, I'll do it! Bring is on!\How could you, Takumi-sama?! response:	You already have me as your fiancee, and yet you cheat on me?
context: Aye aye, sir!\Go fix this mess, Misakichi.\Look, they were knocked out so easily!\They're about to get in the shop! Hurry, Misakichi!\It's here.\Fine, I'll do it! Bring is on!\How could you, Takumi-sama?!\You already have me as your fiancee, and yet you cheat on me? response:	You're always like that.
context: Go fix this mess, Misakichi.\Look, they were knocked out so easily!\They're about to get in the shop! Hurry, Misakichi!\It's here.\Fine, I'll do it! Bring is on!\How could you, Takumi-sama?!\You already have me as your fiancee, and yet you cheat on me?\You're always like that. response:	I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?
context: Look, they were knocked out so easily!\They're about to get in the shop! Hurry, Misakichi!\It's here.\Fine, I'll do it! Bring is on!\How could you, Takumi-sama?!\You already have me as your fiancee, and yet you cheat on me?\You're always like that.\I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you? response:	That's right. I'll be throwing her away like a crane game prize I got on a whim.
context: They're about to get in the shop! Hurry, Misakichi!\It's here.\Fine, I'll do it! Bring is on!\How could you, Takumi-sama?!\You already have me as your fiancee, and yet you cheat on me?\You're always like that.\I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?\That's right. I'll be throwing her away like a crane game prize I got on a whim. response:	What is that supposed to mean? Do it right!
context: It's here.\Fine, I'll do it! Bring is on!\How could you, Takumi-sama?!\You already have me as your fiancee, and yet you cheat on me?\You're always like that.\I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?\That's right. I'll be throwing her away like a crane game prize I got on a whim.\What is that supposed to mean? Do it right! response:	What? Oh fine. In that case-
context: Fine, I'll do it! Bring is on!\How could you, Takumi-sama?!\You already have me as your fiancee, and yet you cheat on me?\You're always like that.\I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?\That's right. I'll be throwing her away like a crane game prize I got on a whim.\What is that supposed to mean? Do it right!\What? Oh fine. In that case- response:	I'm sorry, Princess Misaki.
context: How could you, Takumi-sama?!\You already have me as your fiancee, and yet you cheat on me?\You're always like that.\I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?\That's right. I'll be throwing her away like a crane game prize I got on a whim.\What is that supposed to mean? Do it right!\What? Oh fine. In that case-\I'm sorry, Princess Misaki. response:	I never realized that you loved me so much.
context: You already have me as your fiancee, and yet you cheat on me?\You're always like that.\I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?\That's right. I'll be throwing her away like a crane game prize I got on a whim.\What is that supposed to mean? Do it right!\What? Oh fine. In that case-\I'm sorry, Princess Misaki.\I never realized that you loved me so much. response:	Please forgive me for only being able to convey my love like this.
context: You're always like that.\I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?\That's right. I'll be throwing her away like a crane game prize I got on a whim.\What is that supposed to mean? Do it right!\What? Oh fine. In that case-\I'm sorry, Princess Misaki.\I never realized that you loved me so much.\Please forgive me for only being able to convey my love like this. response:	Come on.
context: I'm sure you'll be throwing away that little princess there, too, once you get tired of her, won't you?\That's right. I'll be throwing her away like a crane game prize I got on a whim.\What is that supposed to mean? Do it right!\What? Oh fine. In that case-\I'm sorry, Princess Misaki.\I never realized that you loved me so much.\Please forgive me for only being able to convey my love like this.\Come on. response:	What? My turn?
context: That's right. I'll be throwing her away like a crane game prize I got on a whim.\What is that supposed to mean? Do it right!\What? Oh fine. In that case-\I'm sorry, Princess Misaki.\I never realized that you loved me so much.\Please forgive me for only being able to convey my love like this.\Come on.\What? My turn? response:	Hey, Usui...
