context: Are you all right? response:	What happened?
context: What's that? A Martian trinket?\No, I'm told that it's a Terran good luck charm.\Dr. Yagarai, what's the princess' condition?\She seems fine. But to be safe, she should rest for a while.\I see. But I'm afraid that that's out of the question.\I am fine. I shall see to the drive...\Milady...\That reminds me, Captain. response:	This is technically privileged information, but here.
context: No, I'm told that it's a Terran good luck charm.\Dr. Yagarai, what's the princess' condition?\She seems fine. But to be safe, she should rest for a while.\I see. But I'm afraid that that's out of the question.\I am fine. I shall see to the drive...\Milady...\That reminds me, Captain.\This is technically privileged information, but here. response:	What is it?
context: Dr. Yagarai, what's the princess' condition?\She seems fine. But to be safe, she should rest for a while.\I see. But I'm afraid that that's out of the question.\I am fine. I shall see to the drive...\Milady...\That reminds me, Captain.\This is technically privileged information, but here.\What is it? response:	A patient file. Lt. Marito's.
context: She seems fine. But to be safe, she should rest for a while.\I see. But I'm afraid that that's out of the question.\I am fine. I shall see to the drive...\Milady...\That reminds me, Captain.\This is technically privileged information, but here.\What is it?\A patient file. Lt. Marito's. response:	Patient file?
context: I see. But I'm afraid that that's out of the question.\I am fine. I shall see to the drive...\Milady...\That reminds me, Captain.\This is technically privileged information, but here.\What is it?\A patient file. Lt. Marito's.\Patient file? response:	It's also a prescription. For you.
context: I am fine. I shall see to the drive...\Milady...\That reminds me, Captain.\This is technically privileged information, but here.\What is it?\A patient file. Lt. Marito's.\Patient file?\It's also a prescription. For you. response:	For me?
context: Milady...\That reminds me, Captain.\This is technically privileged information, but here.\What is it?\A patient file. Lt. Marito's.\Patient file?\It's also a prescription. For you.\For me? response:	Thanks.
context: That reminds me, Captain.\This is technically privileged information, but here.\What is it?\A patient file. Lt. Marito's.\Patient file?\It's also a prescription. For you.\For me?\Thanks. response:	Compared to where I've been sleeping until now, this is paradise.
context: This is technically privileged information, but here.\What is it?\A patient file. Lt. Marito's.\Patient file?\It's also a prescription. For you.\For me?\Thanks.\Compared to where I've been sleeping until now, this is paradise. response:	Aldnoah drive online.
context: What is it?\A patient file. Lt. Marito's.\Patient file?\It's also a prescription. For you.\For me?\Thanks.\Compared to where I've been sleeping until now, this is paradise.\Aldnoah drive online. response:	We have power! We're good to go.
context: A patient file. Lt. Marito's.\Patient file?\It's also a prescription. For you.\For me?\Thanks.\Compared to where I've been sleeping until now, this is paradise.\Aldnoah drive online.\We have power! We're good to go. response:	Deucalion, lift off.
context: Patient file?\It's also a prescription. For you.\For me?\Thanks.\Compared to where I've been sleeping until now, this is paradise.\Aldnoah drive online.\We have power! We're good to go.\Deucalion, lift off. response:	That girl's father tried to kill the princess, a fellow Martian.
context: It's also a prescription. For you.\For me?\Thanks.\Compared to where I've been sleeping until now, this is paradise.\Aldnoah drive online.\We have power! We're good to go.\Deucalion, lift off.\That girl's father tried to kill the princess, a fellow Martian. response:	Martians killed her father,
context: For me?\Thanks.\Compared to where I've been sleeping until now, this is paradise.\Aldnoah drive online.\We have power! We're good to go.\Deucalion, lift off.\That girl's father tried to kill the princess, a fellow Martian.\Martians killed her father, response:	and then that Rayet girl turned a gun on the princess even though she's a Martian, too.
context: Thanks.\Compared to where I've been sleeping until now, this is paradise.\Aldnoah drive online.\We have power! We're good to go.\Deucalion, lift off.\That girl's father tried to kill the princess, a fellow Martian.\Martians killed her father,\and then that Rayet girl turned a gun on the princess even though she's a Martian, too. response:	And I... killed my own best friend.
context: Compared to where I've been sleeping until now, this is paradise.\Aldnoah drive online.\We have power! We're good to go.\Deucalion, lift off.\That girl's father tried to kill the princess, a fellow Martian.\Martians killed her father,\and then that Rayet girl turned a gun on the princess even though she's a Martian, too.\And I... killed my own best friend. response:	What was it like to be shot by a friend, Humeray?
context: Aldnoah drive online.\We have power! We're good to go.\Deucalion, lift off.\That girl's father tried to kill the princess, a fellow Martian.\Martians killed her father,\and then that Rayet girl turned a gun on the princess even though she's a Martian, too.\And I... killed my own best friend.\What was it like to be shot by a friend, Humeray? response:	Slaine.
context: We have power! We're good to go.\Deucalion, lift off.\That girl's father tried to kill the princess, a fellow Martian.\Martians killed her father,\and then that Rayet girl turned a gun on the princess even though she's a Martian, too.\And I... killed my own best friend.\What was it like to be shot by a friend, Humeray?\Slaine. response:	This is our data on Tanegashima, the island where you were retrieved.
context: Deucalion, lift off.\That girl's father tried to kill the princess, a fellow Martian.\Martians killed her father,\and then that Rayet girl turned a gun on the princess even though she's a Martian, too.\And I... killed my own best friend.\What was it like to be shot by a friend, Humeray?\Slaine.\This is our data on Tanegashima, the island where you were retrieved. response:	An enormous dock and shipbuilding facilities...
context: That girl's father tried to kill the princess, a fellow Martian.\Martians killed her father,\and then that Rayet girl turned a gun on the princess even though she's a Martian, too.\And I... killed my own best friend.\What was it like to be shot by a friend, Humeray?\Slaine.\This is our data on Tanegashima, the island where you were retrieved.\An enormous dock and shipbuilding facilities... response:	You saw a ship?
context: Martians killed her father,\and then that Rayet girl turned a gun on the princess even though she's a Martian, too.\And I... killed my own best friend.\What was it like to be shot by a friend, Humeray?\Slaine.\This is our data on Tanegashima, the island where you were retrieved.\An enormous dock and shipbuilding facilities...\You saw a ship? response:	Yes.
context: and then that Rayet girl turned a gun on the princess even though she's a Martian, too.\And I... killed my own best friend.\What was it like to be shot by a friend, Humeray?\Slaine.\This is our data on Tanegashima, the island where you were retrieved.\An enormous dock and shipbuilding facilities...\You saw a ship?\Yes. response:	And that ship was Aldnoah-equipped?
context: And I... killed my own best friend.\What was it like to be shot by a friend, Humeray?\Slaine.\This is our data on Tanegashima, the island where you were retrieved.\An enormous dock and shipbuilding facilities...\You saw a ship?\Yes.\And that ship was Aldnoah-equipped? response:	Most likely.
context: What was it like to be shot by a friend, Humeray?\Slaine.\This is our data on Tanegashima, the island where you were retrieved.\An enormous dock and shipbuilding facilities...\You saw a ship?\Yes.\And that ship was Aldnoah-equipped?\Most likely. response:	And was it Princess Asseylum who activated that Aldnoah?
context: Slaine.\This is our data on Tanegashima, the island where you were retrieved.\An enormous dock and shipbuilding facilities...\You saw a ship?\Yes.\And that ship was Aldnoah-equipped?\Most likely.\And was it Princess Asseylum who activated that Aldnoah? response:	You hold your tongue out of concern for her?
context: This is our data on Tanegashima, the island where you were retrieved.\An enormous dock and shipbuilding facilities...\You saw a ship?\Yes.\And that ship was Aldnoah-equipped?\Most likely.\And was it Princess Asseylum who activated that Aldnoah?\You hold your tongue out of concern for her? response:	Are you familiar with this?
context: An enormous dock and shipbuilding facilities...\You saw a ship?\Yes.\And that ship was Aldnoah-equipped?\Most likely.\And was it Princess Asseylum who activated that Aldnoah?\You hold your tongue out of concern for her?\Are you familiar with this? response:	What is it?
context: You saw a ship?\Yes.\And that ship was Aldnoah-equipped?\Most likely.\And was it Princess Asseylum who activated that Aldnoah?\You hold your tongue out of concern for her?\Are you familiar with this?\What is it? response:	The Deucalion.
context: Yes.\And that ship was Aldnoah-equipped?\Most likely.\And was it Princess Asseylum who activated that Aldnoah?\You hold your tongue out of concern for her?\Are you familiar with this?\What is it?\The Deucalion. response:	A Kataphrakt belonging to Viscountess Orlane
context: And that ship was Aldnoah-equipped?\Most likely.\And was it Princess Asseylum who activated that Aldnoah?\You hold your tongue out of concern for her?\Are you familiar with this?\What is it?\The Deucalion.\A Kataphrakt belonging to Viscountess Orlane response:	that has gravity control capability.
context: Most likely.\And was it Princess Asseylum who activated that Aldnoah?\You hold your tongue out of concern for her?\Are you familiar with this?\What is it?\The Deucalion.\A Kataphrakt belonging to Viscountess Orlane\that has gravity control capability. response:	Viscountess Orlane?
context: And was it Princess Asseylum who activated that Aldnoah?\You hold your tongue out of concern for her?\Are you familiar with this?\What is it?\The Deucalion.\A Kataphrakt belonging to Viscountess Orlane\that has gravity control capability.\Viscountess Orlane? response:	The woman who was to be my wife.
context: You hold your tongue out of concern for her?\Are you familiar with this?\What is it?\The Deucalion.\A Kataphrakt belonging to Viscountess Orlane\that has gravity control capability.\Viscountess Orlane?\The woman who was to be my wife. response:	We did our very utmost.
context: Are you familiar with this?\What is it?\The Deucalion.\A Kataphrakt belonging to Viscountess Orlane\that has gravity control capability.\Viscountess Orlane?\The woman who was to be my wife.\We did our very utmost. response:	Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,
context: What is it?\The Deucalion.\A Kataphrakt belonging to Viscountess Orlane\that has gravity control capability.\Viscountess Orlane?\The woman who was to be my wife.\We did our very utmost.\Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people, response:	cultivated the wastelands of Vers, expanded our domain,
context: The Deucalion.\A Kataphrakt belonging to Viscountess Orlane\that has gravity control capability.\Viscountess Orlane?\The woman who was to be my wife.\We did our very utmost.\Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,\cultivated the wastelands of Vers, expanded our domain, response:	and tried to amass wealth.
context: A Kataphrakt belonging to Viscountess Orlane\that has gravity control capability.\Viscountess Orlane?\The woman who was to be my wife.\We did our very utmost.\Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,\cultivated the wastelands of Vers, expanded our domain,\and tried to amass wealth. response:	But no matter what we did, we would always be limited by something.
context: that has gravity control capability.\Viscountess Orlane?\The woman who was to be my wife.\We did our very utmost.\Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,\cultivated the wastelands of Vers, expanded our domain,\and tried to amass wealth.\But no matter what we did, we would always be limited by something. response:	Limited?
context: Viscountess Orlane?\The woman who was to be my wife.\We did our very utmost.\Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,\cultivated the wastelands of Vers, expanded our domain,\and tried to amass wealth.\But no matter what we did, we would always be limited by something.\Limited? response:	By water and air.
context: The woman who was to be my wife.\We did our very utmost.\Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,\cultivated the wastelands of Vers, expanded our domain,\and tried to amass wealth.\But no matter what we did, we would always be limited by something.\Limited?\By water and air. response:	In the time of the people of the ancient civilization that created Aldnoah,
context: We did our very utmost.\Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,\cultivated the wastelands of Vers, expanded our domain,\and tried to amass wealth.\But no matter what we did, we would always be limited by something.\Limited?\By water and air.\In the time of the people of the ancient civilization that created Aldnoah, response:	water and air were yet plentiful.
context: Using the power of the Aldnoah that His Majesty bestowed upon us, we ruled the people,\cultivated the wastelands of Vers, expanded our domain,\and tried to amass wealth.\But no matter what we did, we would always be limited by something.\Limited?\By water and air.\In the time of the people of the ancient civilization that created Aldnoah,\water and air were yet plentiful. response:	But all Vers has now is an atmosphere that is nearly a vacuum
context: cultivated the wastelands of Vers, expanded our domain,\and tried to amass wealth.\But no matter what we did, we would always be limited by something.\Limited?\By water and air.\In the time of the people of the ancient civilization that created Aldnoah,\water and air were yet plentiful.\But all Vers has now is an atmosphere that is nearly a vacuum response:	and what little water remains underground.
context: and tried to amass wealth.\But no matter what we did, we would always be limited by something.\Limited?\By water and air.\In the time of the people of the ancient civilization that created Aldnoah,\water and air were yet plentiful.\But all Vers has now is an atmosphere that is nearly a vacuum\and what little water remains underground. response:	In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.
context: But no matter what we did, we would always be limited by something.\Limited?\By water and air.\In the time of the people of the ancient civilization that created Aldnoah,\water and air were yet plentiful.\But all Vers has now is an atmosphere that is nearly a vacuum\and what little water remains underground.\In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms. response:	As it stands, no matter how much land there is, the harvest it yields will always be meager.
context: Limited?\By water and air.\In the time of the people of the ancient civilization that created Aldnoah,\water and air were yet plentiful.\But all Vers has now is an atmosphere that is nearly a vacuum\and what little water remains underground.\In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.\As it stands, no matter how much land there is, the harvest it yields will always be meager. response:	The more our population grows,
context: By water and air.\In the time of the people of the ancient civilization that created Aldnoah,\water and air were yet plentiful.\But all Vers has now is an atmosphere that is nearly a vacuum\and what little water remains underground.\In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.\As it stands, no matter how much land there is, the harvest it yields will always be meager.\The more our population grows, response:	production always falls short of demand, and we grow ever more impoverished.
context: In the time of the people of the ancient civilization that created Aldnoah,\water and air were yet plentiful.\But all Vers has now is an atmosphere that is nearly a vacuum\and what little water remains underground.\In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.\As it stands, no matter how much land there is, the harvest it yields will always be meager.\The more our population grows,\production always falls short of demand, and we grow ever more impoverished. response:	It was always a fool's errand to live on that world.
context: water and air were yet plentiful.\But all Vers has now is an atmosphere that is nearly a vacuum\and what little water remains underground.\In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.\As it stands, no matter how much land there is, the harvest it yields will always be meager.\The more our population grows,\production always falls short of demand, and we grow ever more impoverished.\It was always a fool's errand to live on that world. response:	But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power
context: But all Vers has now is an atmosphere that is nearly a vacuum\and what little water remains underground.\In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.\As it stands, no matter how much land there is, the harvest it yields will always be meager.\The more our population grows,\production always falls short of demand, and we grow ever more impoverished.\It was always a fool's errand to live on that world.\But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power response:	and focused all his efforts on developing our industrial capacity.
context: and what little water remains underground.\In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.\As it stands, no matter how much land there is, the harvest it yields will always be meager.\The more our population grows,\production always falls short of demand, and we grow ever more impoverished.\It was always a fool's errand to live on that world.\But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power\and focused all his efforts on developing our industrial capacity. response:	The royal family, the masters of Aldnoah, ruled with an iron fist
context: In fact, owing to that thin atmosphere, Vers is constantly buffeted by storms.\As it stands, no matter how much land there is, the harvest it yields will always be meager.\The more our population grows,\production always falls short of demand, and we grow ever more impoverished.\It was always a fool's errand to live on that world.\But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power\and focused all his efforts on developing our industrial capacity.\The royal family, the masters of Aldnoah, ruled with an iron fist response:	and turned a deaf ear to the pleas of our suffering people.
context: As it stands, no matter how much land there is, the harvest it yields will always be meager.\The more our population grows,\production always falls short of demand, and we grow ever more impoverished.\It was always a fool's errand to live on that world.\But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power\and focused all his efforts on developing our industrial capacity.\The royal family, the masters of Aldnoah, ruled with an iron fist\and turned a deaf ear to the pleas of our suffering people. response:	And then... the rising discontent of the populace was directed against Earth.
context: The more our population grows,\production always falls short of demand, and we grow ever more impoverished.\It was always a fool's errand to live on that world.\But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power\and focused all his efforts on developing our industrial capacity.\The royal family, the masters of Aldnoah, ruled with an iron fist\and turned a deaf ear to the pleas of our suffering people.\And then... the rising discontent of the populace was directed against Earth. response:	He whipped the people of Vers into a frenzy, saying that it was Earth,
context: production always falls short of demand, and we grow ever more impoverished.\It was always a fool's errand to live on that world.\But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power\and focused all his efforts on developing our industrial capacity.\The royal family, the masters of Aldnoah, ruled with an iron fist\and turned a deaf ear to the pleas of our suffering people.\And then... the rising discontent of the populace was directed against Earth.\He whipped the people of Vers into a frenzy, saying that it was Earth, response:	with their claims of sovereignty, obstruction of independence,
context: It was always a fool's errand to live on that world.\But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power\and focused all his efforts on developing our industrial capacity.\The royal family, the masters of Aldnoah, ruled with an iron fist\and turned a deaf ear to the pleas of our suffering people.\And then... the rising discontent of the populace was directed against Earth.\He whipped the people of Vers into a frenzy, saying that it was Earth,\with their claims of sovereignty, obstruction of independence, response:	and attempts to rule us from their distant world,
context: But our second emperor, Emperor Gillzeria, was a believer in Aldnoah's power\and focused all his efforts on developing our industrial capacity.\The royal family, the masters of Aldnoah, ruled with an iron fist\and turned a deaf ear to the pleas of our suffering people.\And then... the rising discontent of the populace was directed against Earth.\He whipped the people of Vers into a frenzy, saying that it was Earth,\with their claims of sovereignty, obstruction of independence,\and attempts to rule us from their distant world, response:	that was their enemy and the source of their suffering.
context: and focused all his efforts on developing our industrial capacity.\The royal family, the masters of Aldnoah, ruled with an iron fist\and turned a deaf ear to the pleas of our suffering people.\And then... the rising discontent of the populace was directed against Earth.\He whipped the people of Vers into a frenzy, saying that it was Earth,\with their claims of sovereignty, obstruction of independence,\and attempts to rule us from their distant world,\that was their enemy and the source of their suffering. response:	Horrifyingly, those lies were supported by all.
context: The royal family, the masters of Aldnoah, ruled with an iron fist\and turned a deaf ear to the pleas of our suffering people.\And then... the rising discontent of the populace was directed against Earth.\He whipped the people of Vers into a frenzy, saying that it was Earth,\with their claims of sovereignty, obstruction of independence,\and attempts to rule us from their distant world,\that was their enemy and the source of their suffering.\Horrifyingly, those lies were supported by all. response:	They were the superior race,
context: and turned a deaf ear to the pleas of our suffering people.\And then... the rising discontent of the populace was directed against Earth.\He whipped the people of Vers into a frenzy, saying that it was Earth,\with their claims of sovereignty, obstruction of independence,\and attempts to rule us from their distant world,\that was their enemy and the source of their suffering.\Horrifyingly, those lies were supported by all.\They were the superior race, response:	and the filthy subhumans who hoarded Earth's bounty for themselves were evil.
context: And then... the rising discontent of the populace was directed against Earth.\He whipped the people of Vers into a frenzy, saying that it was Earth,\with their claims of sovereignty, obstruction of independence,\and attempts to rule us from their distant world,\that was their enemy and the source of their suffering.\Horrifyingly, those lies were supported by all.\They were the superior race,\and the filthy subhumans who hoarded Earth's bounty for themselves were evil. response:	Planning to invade Earth,
context: He whipped the people of Vers into a frenzy, saying that it was Earth,\with their claims of sovereignty, obstruction of independence,\and attempts to rule us from their distant world,\that was their enemy and the source of their suffering.\Horrifyingly, those lies were supported by all.\They were the superior race,\and the filthy subhumans who hoarded Earth's bounty for themselves were evil.\Planning to invade Earth, response:	we passed through the Hyper Gate and gathered our forces.
context: with their claims of sovereignty, obstruction of independence,\and attempts to rule us from their distant world,\that was their enemy and the source of their suffering.\Horrifyingly, those lies were supported by all.\They were the superior race,\and the filthy subhumans who hoarded Earth's bounty for themselves were evil.\Planning to invade Earth,\we passed through the Hyper Gate and gathered our forces. response:	Foolishly thinking all the while that our actions were just.
context: and attempts to rule us from their distant world,\that was their enemy and the source of their suffering.\Horrifyingly, those lies were supported by all.\They were the superior race,\and the filthy subhumans who hoarded Earth's bounty for themselves were evil.\Planning to invade Earth,\we passed through the Hyper Gate and gathered our forces.\Foolishly thinking all the while that our actions were just. response:	And then, my Dioscuria, with its superior flight capabilities,
context: that was their enemy and the source of their suffering.\Horrifyingly, those lies were supported by all.\They were the superior race,\and the filthy subhumans who hoarded Earth's bounty for themselves were evil.\Planning to invade Earth,\we passed through the Hyper Gate and gathered our forces.\Foolishly thinking all the while that our actions were just.\And then, my Dioscuria, with its superior flight capabilities, response:	and Orlane's Deucalion went down to Tanegashima as an advance party.
context: Horrifyingly, those lies were supported by all.\They were the superior race,\and the filthy subhumans who hoarded Earth's bounty for themselves were evil.\Planning to invade Earth,\we passed through the Hyper Gate and gathered our forces.\Foolishly thinking all the while that our actions were just.\And then, my Dioscuria, with its superior flight capabilities,\and Orlane's Deucalion went down to Tanegashima as an advance party. response:	How unimpressive...
context: They were the superior race,\and the filthy subhumans who hoarded Earth's bounty for themselves were evil.\Planning to invade Earth,\we passed through the Hyper Gate and gathered our forces.\Foolishly thinking all the while that our actions were just.\And then, my Dioscuria, with its superior flight capabilities,\and Orlane's Deucalion went down to Tanegashima as an advance party.\How unimpressive... response:	This was hardly worth steeling our resolve and coming down for.
context: and the filthy subhumans who hoarded Earth's bounty for themselves were evil.\Planning to invade Earth,\we passed through the Hyper Gate and gathered our forces.\Foolishly thinking all the while that our actions were just.\And then, my Dioscuria, with its superior flight capabilities,\and Orlane's Deucalion went down to Tanegashima as an advance party.\How unimpressive...\This was hardly worth steeling our resolve and coming down for. response:	Do you not agree, Milord Saazbaum?
context: Planning to invade Earth,\we passed through the Hyper Gate and gathered our forces.\Foolishly thinking all the while that our actions were just.\And then, my Dioscuria, with its superior flight capabilities,\and Orlane's Deucalion went down to Tanegashima as an advance party.\How unimpressive...\This was hardly worth steeling our resolve and coming down for.\Do you not agree, Milord Saazbaum? response:	Indeed. This is quite a disappointment, Orlane.
context: we passed through the Hyper Gate and gathered our forces.\Foolishly thinking all the while that our actions were just.\And then, my Dioscuria, with its superior flight capabilities,\and Orlane's Deucalion went down to Tanegashima as an advance party.\How unimpressive...\This was hardly worth steeling our resolve and coming down for.\Do you not agree, Milord Saazbaum?\Indeed. This is quite a disappointment, Orlane. response:	We will be able to take this planet far more easily than we expected.
context: Foolishly thinking all the while that our actions were just.\And then, my Dioscuria, with its superior flight capabilities,\and Orlane's Deucalion went down to Tanegashima as an advance party.\How unimpressive...\This was hardly worth steeling our resolve and coming down for.\Do you not agree, Milord Saazbaum?\Indeed. This is quite a disappointment, Orlane.\We will be able to take this planet far more easily than we expected. response:	Our people will be most pleased, to say nothing of His Majesty.
context: And then, my Dioscuria, with its superior flight capabilities,\and Orlane's Deucalion went down to Tanegashima as an advance party.\How unimpressive...\This was hardly worth steeling our resolve and coming down for.\Do you not agree, Milord Saazbaum?\Indeed. This is quite a disappointment, Orlane.\We will be able to take this planet far more easily than we expected.\Our people will be most pleased, to say nothing of His Majesty. response:	What's going on?!
context: and Orlane's Deucalion went down to Tanegashima as an advance party.\How unimpressive...\This was hardly worth steeling our resolve and coming down for.\Do you not agree, Milord Saazbaum?\Indeed. This is quite a disappointment, Orlane.\We will be able to take this planet far more easily than we expected.\Our people will be most pleased, to say nothing of His Majesty.\What's going on?! response:	Powerful space-time distortion waves?
context: How unimpressive...\This was hardly worth steeling our resolve and coming down for.\Do you not agree, Milord Saazbaum?\Indeed. This is quite a disappointment, Orlane.\We will be able to take this planet far more easily than we expected.\Our people will be most pleased, to say nothing of His Majesty.\What's going on?!\Powerful space-time distortion waves? response:	The Hyper Gate!
context: This was hardly worth steeling our resolve and coming down for.\Do you not agree, Milord Saazbaum?\Indeed. This is quite a disappointment, Orlane.\We will be able to take this planet far more easily than we expected.\Our people will be most pleased, to say nothing of His Majesty.\What's going on?!\Powerful space-time distortion waves?\The Hyper Gate! response:	The Moon... has shattered?
context: Do you not agree, Milord Saazbaum?\Indeed. This is quite a disappointment, Orlane.\We will be able to take this planet far more easily than we expected.\Our people will be most pleased, to say nothing of His Majesty.\What's going on?!\Powerful space-time distortion waves?\The Hyper Gate!\The Moon... has shattered? response:	We're withdrawing, Orlane!
context: Indeed. This is quite a disappointment, Orlane.\We will be able to take this planet far more easily than we expected.\Our people will be most pleased, to say nothing of His Majesty.\What's going on?!\Powerful space-time distortion waves?\The Hyper Gate!\The Moon... has shattered?\We're withdrawing, Orlane! response:	What's the matter? Withdraw at once! The surface is unsafe!
context: We will be able to take this planet far more easily than we expected.\Our people will be most pleased, to say nothing of His Majesty.\What's going on?!\Powerful space-time distortion waves?\The Hyper Gate!\The Moon... has shattered?\We're withdrawing, Orlane!\What's the matter? Withdraw at once! The surface is unsafe! response:	The distortions are affecting my antigravity device!
context: Our people will be most pleased, to say nothing of His Majesty.\What's going on?!\Powerful space-time distortion waves?\The Hyper Gate!\The Moon... has shattered?\We're withdrawing, Orlane!\What's the matter? Withdraw at once! The surface is unsafe!\The distortions are affecting my antigravity device! response:	I can't fly!
context: What's going on?!\Powerful space-time distortion waves?\The Hyper Gate!\The Moon... has shattered?\We're withdrawing, Orlane!\What's the matter? Withdraw at once! The surface is unsafe!\The distortions are affecting my antigravity device!\I can't fly! response:	I'm coming to assist!
context: Powerful space-time distortion waves?\The Hyper Gate!\The Moon... has shattered?\We're withdrawing, Orlane!\What's the matter? Withdraw at once! The surface is unsafe!\The distortions are affecting my antigravity device!\I can't fly!\I'm coming to assist! response:	You mustn't! It is too late! Leave me!
context: The Hyper Gate!\The Moon... has shattered?\We're withdrawing, Orlane!\What's the matter? Withdraw at once! The surface is unsafe!\The distortions are affecting my antigravity device!\I can't fly!\I'm coming to assist!\You mustn't! It is too late! Leave me! response:	Hurry!
context: The Moon... has shattered?\We're withdrawing, Orlane!\What's the matter? Withdraw at once! The surface is unsafe!\The distortions are affecting my antigravity device!\I can't fly!\I'm coming to assist!\You mustn't! It is too late! Leave me!\Hurry! response:	Orlane!
context: We're withdrawing, Orlane!\What's the matter? Withdraw at once! The surface is unsafe!\The distortions are affecting my antigravity device!\I can't fly!\I'm coming to assist!\You mustn't! It is too late! Leave me!\Hurry!\Orlane! response:	I will have my revenge for Orlane, mark my words.
context: What's the matter? Withdraw at once! The surface is unsafe!\The distortions are affecting my antigravity device!\I can't fly!\I'm coming to assist!\You mustn't! It is too late! Leave me!\Hurry!\Orlane!\I will have my revenge for Orlane, mark my words. response:	Count!
context: The distortions are affecting my antigravity device!\I can't fly!\I'm coming to assist!\You mustn't! It is too late! Leave me!\Hurry!\Orlane!\I will have my revenge for Orlane, mark my words.\Count! response:	Count Saazbaum!
context: I can't fly!\I'm coming to assist!\You mustn't! It is too late! Leave me!\Hurry!\Orlane!\I will have my revenge for Orlane, mark my words.\Count!\Count Saazbaum! response:	This is the battleship Deucalion. HQ, requesting docking clearance.
context: I'm coming to assist!\You mustn't! It is too late! Leave me!\Hurry!\Orlane!\I will have my revenge for Orlane, mark my words.\Count!\Count Saazbaum!\This is the battleship Deucalion. HQ, requesting docking clearance. response:	Set down in Dock 6.
context: You mustn't! It is too late! Leave me!\Hurry!\Orlane!\I will have my revenge for Orlane, mark my words.\Count!\Count Saazbaum!\This is the battleship Deucalion. HQ, requesting docking clearance.\Set down in Dock 6. response:	Deucalion, acknowledged.
context: Hurry!\Orlane!\I will have my revenge for Orlane, mark my words.\Count!\Count Saazbaum!\This is the battleship Deucalion. HQ, requesting docking clearance.\Set down in Dock 6.\Deucalion, acknowledged. response:	I see it with my own two eyes, and I still can't believe it.
context: Orlane!\I will have my revenge for Orlane, mark my words.\Count!\Count Saazbaum!\This is the battleship Deucalion. HQ, requesting docking clearance.\Set down in Dock 6.\Deucalion, acknowledged.\I see it with my own two eyes, and I still can't believe it. response:	A flying battleship... It's like something out of those Japanese comic books.
context: I will have my revenge for Orlane, mark my words.\Count!\Count Saazbaum!\This is the battleship Deucalion. HQ, requesting docking clearance.\Set down in Dock 6.\Deucalion, acknowledged.\I see it with my own two eyes, and I still can't believe it.\A flying battleship... It's like something out of those Japanese comic books. response:	I heard it was abandoned because they couldn't activate its Aldnoah.
context: Count!\Count Saazbaum!\This is the battleship Deucalion. HQ, requesting docking clearance.\Set down in Dock 6.\Deucalion, acknowledged.\I see it with my own two eyes, and I still can't believe it.\A flying battleship... It's like something out of those Japanese comic books.\I heard it was abandoned because they couldn't activate its Aldnoah. response:	Those reports that they're harboring Princess Asseylum must be true.
context: Count Saazbaum!\This is the battleship Deucalion. HQ, requesting docking clearance.\Set down in Dock 6.\Deucalion, acknowledged.\I see it with my own two eyes, and I still can't believe it.\A flying battleship... It's like something out of those Japanese comic books.\I heard it was abandoned because they couldn't activate its Aldnoah.\Those reports that they're harboring Princess Asseylum must be true. response:	We finally made it...
context: This is the battleship Deucalion. HQ, requesting docking clearance.\Set down in Dock 6.\Deucalion, acknowledged.\I see it with my own two eyes, and I still can't believe it.\A flying battleship... It's like something out of those Japanese comic books.\I heard it was abandoned because they couldn't activate its Aldnoah.\Those reports that they're harboring Princess Asseylum must be true.\We finally made it... response:	Yeah.
context: Set down in Dock 6.\Deucalion, acknowledged.\I see it with my own two eyes, and I still can't believe it.\A flying battleship... It's like something out of those Japanese comic books.\I heard it was abandoned because they couldn't activate its Aldnoah.\Those reports that they're harboring Princess Asseylum must be true.\We finally made it...\Yeah. response:	United Earth Headquarters...
