context: TS response:	I knew it...
context: Assimilate? Does that mean they cease to be humans?\Ten years ago, Truth emerged to create a confluence explosion.\But the Quartz suddenly disappeared and the Secret became confused.\He emerged to destroy the Quartz, but his target disappeared.\He would've kept on rampaging.\The Scub Coral merged with the Secret and helped him stay alive.\That's why that child thinks that a world without the Scub is a right one.\He wanted to create that world himself. response:	We don't have time for this!
context: Ten years ago, Truth emerged to create a confluence explosion.\But the Quartz suddenly disappeared and the Secret became confused.\He emerged to destroy the Quartz, but his target disappeared.\He would've kept on rampaging.\The Scub Coral merged with the Secret and helped him stay alive.\That's why that child thinks that a world without the Scub is a right one.\He wanted to create that world himself.\We don't have time for this! response:	Don't fight with Truth.
context: But the Quartz suddenly disappeared and the Secret became confused.\He emerged to destroy the Quartz, but his target disappeared.\He would've kept on rampaging.\The Scub Coral merged with the Secret and helped him stay alive.\That's why that child thinks that a world without the Scub is a right one.\He wanted to create that world himself.\We don't have time for this!\Don't fight with Truth. response:	What are they talking about?
context: He emerged to destroy the Quartz, but his target disappeared.\He would've kept on rampaging.\The Scub Coral merged with the Secret and helped him stay alive.\That's why that child thinks that a world without the Scub is a right one.\He wanted to create that world himself.\We don't have time for this!\Don't fight with Truth.\What are they talking about? response:	The people around Naru are dangerous elements because they're infected by the Scub.
context: He would've kept on rampaging.\The Scub Coral merged with the Secret and helped him stay alive.\That's why that child thinks that a world without the Scub is a right one.\He wanted to create that world himself.\We don't have time for this!\Don't fight with Truth.\What are they talking about?\The people around Naru are dangerous elements because they're infected by the Scub. response:	Naru is just sick!
context: The Scub Coral merged with the Secret and helped him stay alive.\That's why that child thinks that a world without the Scub is a right one.\He wanted to create that world himself.\We don't have time for this!\Don't fight with Truth.\What are they talking about?\The people around Naru are dangerous elements because they're infected by the Scub.\Naru is just sick! response:	The people downstairs said that her disease is spreading.
context: That's why that child thinks that a world without the Scub is a right one.\He wanted to create that world himself.\We don't have time for this!\Don't fight with Truth.\What are they talking about?\The people around Naru are dangerous elements because they're infected by the Scub.\Naru is just sick!\The people downstairs said that her disease is spreading. response:	The Scub infects people.
context: He wanted to create that world himself.\We don't have time for this!\Don't fight with Truth.\What are they talking about?\The people around Naru are dangerous elements because they're infected by the Scub.\Naru is just sick!\The people downstairs said that her disease is spreading.\The Scub infects people. response:	Before you targeted Ao as a foreigner...
context: We don't have time for this!\Don't fight with Truth.\What are they talking about?\The people around Naru are dangerous elements because they're infected by the Scub.\Naru is just sick!\The people downstairs said that her disease is spreading.\The Scub infects people.\Before you targeted Ao as a foreigner... response:	Now you've moved on to Naru?
context: Don't fight with Truth.\What are they talking about?\The people around Naru are dangerous elements because they're infected by the Scub.\Naru is just sick!\The people downstairs said that her disease is spreading.\The Scub infects people.\Before you targeted Ao as a foreigner...\Now you've moved on to Naru? response:	But it's true.
context: What are they talking about?\The people around Naru are dangerous elements because they're infected by the Scub.\Naru is just sick!\The people downstairs said that her disease is spreading.\The Scub infects people.\Before you targeted Ao as a foreigner...\Now you've moved on to Naru?\But it's true. response:	The people infected by the Scub are camping at the Plant Coral.
context: The people around Naru are dangerous elements because they're infected by the Scub.\Naru is just sick!\The people downstairs said that her disease is spreading.\The Scub infects people.\Before you targeted Ao as a foreigner...\Now you've moved on to Naru?\But it's true.\The people infected by the Scub are camping at the Plant Coral. response:	They claim they can hear the Scub's voice.
context: Naru is just sick!\The people downstairs said that her disease is spreading.\The Scub infects people.\Before you targeted Ao as a foreigner...\Now you've moved on to Naru?\But it's true.\The people infected by the Scub are camping at the Plant Coral.\They claim they can hear the Scub's voice. response:	Isn't that creepy?
context: The people downstairs said that her disease is spreading.\The Scub infects people.\Before you targeted Ao as a foreigner...\Now you've moved on to Naru?\But it's true.\The people infected by the Scub are camping at the Plant Coral.\They claim they can hear the Scub's voice.\Isn't that creepy? response:	And that's how you draw the line between you and those who are different from you?
context: The Scub infects people.\Before you targeted Ao as a foreigner...\Now you've moved on to Naru?\But it's true.\The people infected by the Scub are camping at the Plant Coral.\They claim they can hear the Scub's voice.\Isn't that creepy?\And that's how you draw the line between you and those who are different from you? response:	Naru, are you...
context: Before you targeted Ao as a foreigner...\Now you've moved on to Naru?\But it's true.\The people infected by the Scub are camping at the Plant Coral.\They claim they can hear the Scub's voice.\Isn't that creepy?\And that's how you draw the line between you and those who are different from you?\Naru, are you... response:	What?
context: Now you've moved on to Naru?\But it's true.\The people infected by the Scub are camping at the Plant Coral.\They claim they can hear the Scub's voice.\Isn't that creepy?\And that's how you draw the line between you and those who are different from you?\Naru, are you...\What? response:	Um, well...
context: But it's true.\The people infected by the Scub are camping at the Plant Coral.\They claim they can hear the Scub's voice.\Isn't that creepy?\And that's how you draw the line between you and those who are different from you?\Naru, are you...\What?\Um, well... response:	You changed, right?
context: The people infected by the Scub are camping at the Plant Coral.\They claim they can hear the Scub's voice.\Isn't that creepy?\And that's how you draw the line between you and those who are different from you?\Naru, are you...\What?\Um, well...\You changed, right? response:	I mean, you've grown those things on your head.
context: They claim they can hear the Scub's voice.\Isn't that creepy?\And that's how you draw the line between you and those who are different from you?\Naru, are you...\What?\Um, well...\You changed, right?\I mean, you've grown those things on your head. response:	These?
context: Isn't that creepy?\And that's how you draw the line between you and those who are different from you?\Naru, are you...\What?\Um, well...\You changed, right?\I mean, you've grown those things on your head.\These? response:	They're just some accessories?
context: And that's how you draw the line between you and those who are different from you?\Naru, are you...\What?\Um, well...\You changed, right?\I mean, you've grown those things on your head.\These?\They're just some accessories? response:	Or is that Truth's fetish?
context: Naru, are you...\What?\Um, well...\You changed, right?\I mean, you've grown those things on your head.\These?\They're just some accessories?\Or is that Truth's fetish? response:	Well, they say girls wear different stuff for guys...
context: What?\Um, well...\You changed, right?\I mean, you've grown those things on your head.\These?\They're just some accessories?\Or is that Truth's fetish?\Well, they say girls wear different stuff for guys... response:	So if you like Truth...
context: Um, well...\You changed, right?\I mean, you've grown those things on your head.\These?\They're just some accessories?\Or is that Truth's fetish?\Well, they say girls wear different stuff for guys...\So if you like Truth... response:	So that's what you've been thinking the whole time?!
context: You changed, right?\I mean, you've grown those things on your head.\These?\They're just some accessories?\Or is that Truth's fetish?\Well, they say girls wear different stuff for guys...\So if you like Truth...\So that's what you've been thinking the whole time?! response:	That's how you looked at me?
context: I mean, you've grown those things on your head.\These?\They're just some accessories?\Or is that Truth's fetish?\Well, they say girls wear different stuff for guys...\So if you like Truth...\So that's what you've been thinking the whole time?!\That's how you looked at me? response:	Well, you know, I met Mom and talked with her...
context: These?\They're just some accessories?\Or is that Truth's fetish?\Well, they say girls wear different stuff for guys...\So if you like Truth...\So that's what you've been thinking the whole time?!\That's how you looked at me?\Well, you know, I met Mom and talked with her... response:	And you see, I might've had a sister!
context: They're just some accessories?\Or is that Truth's fetish?\Well, they say girls wear different stuff for guys...\So if you like Truth...\So that's what you've been thinking the whole time?!\That's how you looked at me?\Well, you know, I met Mom and talked with her...\And you see, I might've had a sister! response:	So I thought that because you've protected me since we were little,
context: Or is that Truth's fetish?\Well, they say girls wear different stuff for guys...\So if you like Truth...\So that's what you've been thinking the whole time?!\That's how you looked at me?\Well, you know, I met Mom and talked with her...\And you see, I might've had a sister!\So I thought that because you've protected me since we were little, response:	you're like my sister...
context: Well, they say girls wear different stuff for guys...\So if you like Truth...\So that's what you've been thinking the whole time?!\That's how you looked at me?\Well, you know, I met Mom and talked with her...\And you see, I might've had a sister!\So I thought that because you've protected me since we were little,\you're like my sister... response:	Sister? Your sister?!
context: So if you like Truth...\So that's what you've been thinking the whole time?!\That's how you looked at me?\Well, you know, I met Mom and talked with her...\And you see, I might've had a sister!\So I thought that because you've protected me since we were little,\you're like my sister...\Sister? Your sister?! response:	What are you so mad about?
context: So that's what you've been thinking the whole time?!\That's how you looked at me?\Well, you know, I met Mom and talked with her...\And you see, I might've had a sister!\So I thought that because you've protected me since we were little,\you're like my sister...\Sister? Your sister?!\What are you so mad about? response:	Oh, Hannah Mama!
context: That's how you looked at me?\Well, you know, I met Mom and talked with her...\And you see, I might've had a sister!\So I thought that because you've protected me since we were little,\you're like my sister...\Sister? Your sister?!\What are you so mad about?\Oh, Hannah Mama! response:	Mama? Now I'm your mom?!
context: Well, you know, I met Mom and talked with her...\And you see, I might've had a sister!\So I thought that because you've protected me since we were little,\you're like my sister...\Sister? Your sister?!\What are you so mad about?\Oh, Hannah Mama!\Mama? Now I'm your mom?! response:	That's not it.
context: And you see, I might've had a sister!\So I thought that because you've protected me since we were little,\you're like my sister...\Sister? Your sister?!\What are you so mad about?\Oh, Hannah Mama!\Mama? Now I'm your mom?!\That's not it. response:	Ao, we're going after Truth.
context: So I thought that because you've protected me since we were little,\you're like my sister...\Sister? Your sister?!\What are you so mad about?\Oh, Hannah Mama!\Mama? Now I'm your mom?!\That's not it.\Ao, we're going after Truth. response:	We'll work together with the Triton.
context: you're like my sister...\Sister? Your sister?!\What are you so mad about?\Oh, Hannah Mama!\Mama? Now I'm your mom?!\That's not it.\Ao, we're going after Truth.\We'll work together with the Triton. response:	But I thought Team Harlequin was our enemy.
context: Sister? Your sister?!\What are you so mad about?\Oh, Hannah Mama!\Mama? Now I'm your mom?!\That's not it.\Ao, we're going after Truth.\We'll work together with the Triton.\But I thought Team Harlequin was our enemy. response:	We had to say so at that point.
context: What are you so mad about?\Oh, Hannah Mama!\Mama? Now I'm your mom?!\That's not it.\Ao, we're going after Truth.\We'll work together with the Triton.\But I thought Team Harlequin was our enemy.\We had to say so at that point. response:	Ao, what are you going to do?
context: Oh, Hannah Mama!\Mama? Now I'm your mom?!\That's not it.\Ao, we're going after Truth.\We'll work together with the Triton.\But I thought Team Harlequin was our enemy.\We had to say so at that point.\Ao, what are you going to do? response:	Of course I'm going!
context: Mama? Now I'm your mom?!\That's not it.\Ao, we're going after Truth.\We'll work together with the Triton.\But I thought Team Harlequin was our enemy.\We had to say so at that point.\Ao, what are you going to do?\Of course I'm going! response:	Wait, Ao!
context: That's not it.\Ao, we're going after Truth.\We'll work together with the Triton.\But I thought Team Harlequin was our enemy.\We had to say so at that point.\Ao, what are you going to do?\Of course I'm going!\Wait, Ao! response:	You were born from a human and the Scub Coral.
context: Ao, we're going after Truth.\We'll work together with the Triton.\But I thought Team Harlequin was our enemy.\We had to say so at that point.\Ao, what are you going to do?\Of course I'm going!\Wait, Ao!\You were born from a human and the Scub Coral. response:	Truth is the same!
context: We'll work together with the Triton.\But I thought Team Harlequin was our enemy.\We had to say so at that point.\Ao, what are you going to do?\Of course I'm going!\Wait, Ao!\You were born from a human and the Scub Coral.\Truth is the same! response:	This is weird... This shouldn't be happening!
context: But I thought Team Harlequin was our enemy.\We had to say so at that point.\Ao, what are you going to do?\Of course I'm going!\Wait, Ao!\You were born from a human and the Scub Coral.\Truth is the same!\This is weird... This shouldn't be happening! response:	The Big Blue World guaranteed that it's safe!
context: We had to say so at that point.\Ao, what are you going to do?\Of course I'm going!\Wait, Ao!\You were born from a human and the Scub Coral.\Truth is the same!\This is weird... This shouldn't be happening!\The Big Blue World guaranteed that it's safe! response:	We couldn't produce any abnormalities in the Coral Carriers from our experiments.
context: Ao, what are you going to do?\Of course I'm going!\Wait, Ao!\You were born from a human and the Scub Coral.\Truth is the same!\This is weird... This shouldn't be happening!\The Big Blue World guaranteed that it's safe!\We couldn't produce any abnormalities in the Coral Carriers from our experiments. response:	This is Truth's fault!
context: Of course I'm going!\Wait, Ao!\You were born from a human and the Scub Coral.\Truth is the same!\This is weird... This shouldn't be happening!\The Big Blue World guaranteed that it's safe!\We couldn't produce any abnormalities in the Coral Carriers from our experiments.\This is Truth's fault! response:	What did he do then?
context: Wait, Ao!\You were born from a human and the Scub Coral.\Truth is the same!\This is weird... This shouldn't be happening!\The Big Blue World guaranteed that it's safe!\We couldn't produce any abnormalities in the Coral Carriers from our experiments.\This is Truth's fault!\What did he do then? response:	Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,
context: You were born from a human and the Scub Coral.\Truth is the same!\This is weird... This shouldn't be happening!\The Big Blue World guaranteed that it's safe!\We couldn't produce any abnormalities in the Coral Carriers from our experiments.\This is Truth's fault!\What did he do then?\Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth, response:	is creating a space of extremely high trapar density around itself.
context: Truth is the same!\This is weird... This shouldn't be happening!\The Big Blue World guaranteed that it's safe!\We couldn't produce any abnormalities in the Coral Carriers from our experiments.\This is Truth's fault!\What did he do then?\Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,\is creating a space of extremely high trapar density around itself. response:	As the trapar density rises, the coral in the Carriers go berserk,
context: This is weird... This shouldn't be happening!\The Big Blue World guaranteed that it's safe!\We couldn't produce any abnormalities in the Coral Carriers from our experiments.\This is Truth's fault!\What did he do then?\Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,\is creating a space of extremely high trapar density around itself.\As the trapar density rises, the coral in the Carriers go berserk, response:	and the Scub kills its host.
context: The Big Blue World guaranteed that it's safe!\We couldn't produce any abnormalities in the Coral Carriers from our experiments.\This is Truth's fault!\What did he do then?\Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,\is creating a space of extremely high trapar density around itself.\As the trapar density rises, the coral in the Carriers go berserk,\and the Scub kills its host. response:	That can't be...
context: We couldn't produce any abnormalities in the Coral Carriers from our experiments.\This is Truth's fault!\What did he do then?\Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,\is creating a space of extremely high trapar density around itself.\As the trapar density rises, the coral in the Carriers go berserk,\and the Scub kills its host.\That can't be... response:	There are many Okinawans who are unaware that they're Coral Carriers.
context: This is Truth's fault!\What did he do then?\Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,\is creating a space of extremely high trapar density around itself.\As the trapar density rises, the coral in the Carriers go berserk,\and the Scub kills its host.\That can't be...\There are many Okinawans who are unaware that they're Coral Carriers. response:	A carrier like you.
context: What did he do then?\Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,\is creating a space of extremely high trapar density around itself.\As the trapar density rises, the coral in the Carriers go berserk,\and the Scub kills its host.\That can't be...\There are many Okinawans who are unaware that they're Coral Carriers.\A carrier like you. response:	They'll all die if Truth's IFO gets close.
context: Our observations suggest that the IFO Blanc called Canon, which has now merged with Truth,\is creating a space of extremely high trapar density around itself.\As the trapar density rises, the coral in the Carriers go berserk,\and the Scub kills its host.\That can't be...\There are many Okinawans who are unaware that they're Coral Carriers.\A carrier like you.\They'll all die if Truth's IFO gets close. response:	No! The Scub enters us to make us humans better!
context: is creating a space of extremely high trapar density around itself.\As the trapar density rises, the coral in the Carriers go berserk,\and the Scub kills its host.\That can't be...\There are many Okinawans who are unaware that they're Coral Carriers.\A carrier like you.\They'll all die if Truth's IFO gets close.\No! The Scub enters us to make us humans better! response:	Naru...
context: As the trapar density rises, the coral in the Carriers go berserk,\and the Scub kills its host.\That can't be...\There are many Okinawans who are unaware that they're Coral Carriers.\A carrier like you.\They'll all die if Truth's IFO gets close.\No! The Scub enters us to make us humans better!\Naru... response:	I thought it was a sickness all along.
context: and the Scub kills its host.\That can't be...\There are many Okinawans who are unaware that they're Coral Carriers.\A carrier like you.\They'll all die if Truth's IFO gets close.\No! The Scub enters us to make us humans better!\Naru...\I thought it was a sickness all along. response:	But I was wrong.
context: That can't be...\There are many Okinawans who are unaware that they're Coral Carriers.\A carrier like you.\They'll all die if Truth's IFO gets close.\No! The Scub enters us to make us humans better!\Naru...\I thought it was a sickness all along.\But I was wrong. response:	The Scub granted me invisible wings that are inside of me.
context: There are many Okinawans who are unaware that they're Coral Carriers.\A carrier like you.\They'll all die if Truth's IFO gets close.\No! The Scub enters us to make us humans better!\Naru...\I thought it was a sickness all along.\But I was wrong.\The Scub granted me invisible wings that are inside of me. response:	So that when the day the world is filled with trapar comes...
context: A carrier like you.\They'll all die if Truth's IFO gets close.\No! The Scub enters us to make us humans better!\Naru...\I thought it was a sickness all along.\But I was wrong.\The Scub granted me invisible wings that are inside of me.\So that when the day the world is filled with trapar comes... response:	you and I would become equals, Ao... And our wings...
context: They'll all die if Truth's IFO gets close.\No! The Scub enters us to make us humans better!\Naru...\I thought it was a sickness all along.\But I was wrong.\The Scub granted me invisible wings that are inside of me.\So that when the day the world is filled with trapar comes...\you and I would become equals, Ao... And our wings... response:	Humans and Scub Coral are different.
context: No! The Scub enters us to make us humans better!\Naru...\I thought it was a sickness all along.\But I was wrong.\The Scub granted me invisible wings that are inside of me.\So that when the day the world is filled with trapar comes...\you and I would become equals, Ao... And our wings...\Humans and Scub Coral are different. response:	Are you drawing that line?
context: Naru...\I thought it was a sickness all along.\But I was wrong.\The Scub granted me invisible wings that are inside of me.\So that when the day the world is filled with trapar comes...\you and I would become equals, Ao... And our wings...\Humans and Scub Coral are different.\Are you drawing that line? response:	Though you're not a carrier,
context: I thought it was a sickness all along.\But I was wrong.\The Scub granted me invisible wings that are inside of me.\So that when the day the world is filled with trapar comes...\you and I would become equals, Ao... And our wings...\Humans and Scub Coral are different.\Are you drawing that line?\Though you're not a carrier, response:	we're not sure how it'll affect your body.
context: But I was wrong.\The Scub granted me invisible wings that are inside of me.\So that when the day the world is filled with trapar comes...\you and I would become equals, Ao... And our wings...\Humans and Scub Coral are different.\Are you drawing that line?\Though you're not a carrier,\we're not sure how it'll affect your body. response:	But...
context: The Scub granted me invisible wings that are inside of me.\So that when the day the world is filled with trapar comes...\you and I would become equals, Ao... And our wings...\Humans and Scub Coral are different.\Are you drawing that line?\Though you're not a carrier,\we're not sure how it'll affect your body.\But... response:	Leave it to us and Ivica.
context: So that when the day the world is filled with trapar comes...\you and I would become equals, Ao... And our wings...\Humans and Scub Coral are different.\Are you drawing that line?\Though you're not a carrier,\we're not sure how it'll affect your body.\But...\Leave it to us and Ivica. response:	The Secrets say they'll help too.
context: you and I would become equals, Ao... And our wings...\Humans and Scub Coral are different.\Are you drawing that line?\Though you're not a carrier,\we're not sure how it'll affect your body.\But...\Leave it to us and Ivica.\The Secrets say they'll help too. response:	We'll stop him no matter what.
context: Humans and Scub Coral are different.\Are you drawing that line?\Though you're not a carrier,\we're not sure how it'll affect your body.\But...\Leave it to us and Ivica.\The Secrets say they'll help too.\We'll stop him no matter what. response:	Naru, you haven't changed at all, have you?
context: Are you drawing that line?\Though you're not a carrier,\we're not sure how it'll affect your body.\But...\Leave it to us and Ivica.\The Secrets say they'll help too.\We'll stop him no matter what.\Naru, you haven't changed at all, have you? response:	What are you talking about?
context: Though you're not a carrier,\we're not sure how it'll affect your body.\But...\Leave it to us and Ivica.\The Secrets say they'll help too.\We'll stop him no matter what.\Naru, you haven't changed at all, have you?\What are you talking about? response:	You protected me from the people who treated me as a foreigner.
context: we're not sure how it'll affect your body.\But...\Leave it to us and Ivica.\The Secrets say they'll help too.\We'll stop him no matter what.\Naru, you haven't changed at all, have you?\What are you talking about?\You protected me from the people who treated me as a foreigner. response:	If the Scub Coral populates the world, no one will think I'm different anymore.
context: But...\Leave it to us and Ivica.\The Secrets say they'll help too.\We'll stop him no matter what.\Naru, you haven't changed at all, have you?\What are you talking about?\You protected me from the people who treated me as a foreigner.\If the Scub Coral populates the world, no one will think I'm different anymore. response:	I'm sure you understand that I haven't changed either.
context: Leave it to us and Ivica.\The Secrets say they'll help too.\We'll stop him no matter what.\Naru, you haven't changed at all, have you?\What are you talking about?\You protected me from the people who treated me as a foreigner.\If the Scub Coral populates the world, no one will think I'm different anymore.\I'm sure you understand that I haven't changed either. response:	I must go.
context: The Secrets say they'll help too.\We'll stop him no matter what.\Naru, you haven't changed at all, have you?\What are you talking about?\You protected me from the people who treated me as a foreigner.\If the Scub Coral populates the world, no one will think I'm different anymore.\I'm sure you understand that I haven't changed either.\I must go. response:	You can't win against Truth.
context: We'll stop him no matter what.\Naru, you haven't changed at all, have you?\What are you talking about?\You protected me from the people who treated me as a foreigner.\If the Scub Coral populates the world, no one will think I'm different anymore.\I'm sure you understand that I haven't changed either.\I must go.\You can't win against Truth. response:	Your Nirvash doesn't have an Archetype.
context: Naru, you haven't changed at all, have you?\What are you talking about?\You protected me from the people who treated me as a foreigner.\If the Scub Coral populates the world, no one will think I'm different anymore.\I'm sure you understand that I haven't changed either.\I must go.\You can't win against Truth.\Your Nirvash doesn't have an Archetype. response:	What's that? It doesn't sound like equipment upgrades.
context: What are you talking about?\You protected me from the people who treated me as a foreigner.\If the Scub Coral populates the world, no one will think I'm different anymore.\I'm sure you understand that I haven't changed either.\I must go.\You can't win against Truth.\Your Nirvash doesn't have an Archetype.\What's that? It doesn't sound like equipment upgrades. response:	Stupid.
context: You protected me from the people who treated me as a foreigner.\If the Scub Coral populates the world, no one will think I'm different anymore.\I'm sure you understand that I haven't changed either.\I must go.\You can't win against Truth.\Your Nirvash doesn't have an Archetype.\What's that? It doesn't sound like equipment upgrades.\Stupid. response:	When are they gonna kiss?
context: If the Scub Coral populates the world, no one will think I'm different anymore.\I'm sure you understand that I haven't changed either.\I must go.\You can't win against Truth.\Your Nirvash doesn't have an Archetype.\What's that? It doesn't sound like equipment upgrades.\Stupid.\When are they gonna kiss? response:	Will they?
context: I'm sure you understand that I haven't changed either.\I must go.\You can't win against Truth.\Your Nirvash doesn't have an Archetype.\What's that? It doesn't sound like equipment upgrades.\Stupid.\When are they gonna kiss?\Will they? response:	A special emergency warning has been issued.
context: I must go.\You can't win against Truth.\Your Nirvash doesn't have an Archetype.\What's that? It doesn't sound like equipment upgrades.\Stupid.\When are they gonna kiss?\Will they?\A special emergency warning has been issued. response:	I repeat. The Okinawan government has issued a special emergency warning.
context: You can't win against Truth.\Your Nirvash doesn't have an Archetype.\What's that? It doesn't sound like equipment upgrades.\Stupid.\When are they gonna kiss?\Will they?\A special emergency warning has been issued.\I repeat. The Okinawan government has issued a special emergency warning. response:	The Allied Forces will commence operations in the area,
context: Your Nirvash doesn't have an Archetype.\What's that? It doesn't sound like equipment upgrades.\Stupid.\When are they gonna kiss?\Will they?\A special emergency warning has been issued.\I repeat. The Okinawan government has issued a special emergency warning.\The Allied Forces will commence operations in the area, response:	so take refuge immediately.
context: What's that? It doesn't sound like equipment upgrades.\Stupid.\When are they gonna kiss?\Will they?\A special emergency warning has been issued.\I repeat. The Okinawan government has issued a special emergency warning.\The Allied Forces will commence operations in the area,\so take refuge immediately. response:	Refrain from using FPs and other trapar powered devices temporarily.
context: Stupid.\When are they gonna kiss?\Will they?\A special emergency warning has been issued.\I repeat. The Okinawan government has issued a special emergency warning.\The Allied Forces will commence operations in the area,\so take refuge immediately.\Refrain from using FPs and other trapar powered devices temporarily. response:	I repeat. The Okinawan government has issued a special emergency warning.
context: When are they gonna kiss?\Will they?\A special emergency warning has been issued.\I repeat. The Okinawan government has issued a special emergency warning.\The Allied Forces will commence operations in the area,\so take refuge immediately.\Refrain from using FPs and other trapar powered devices temporarily.\I repeat. The Okinawan government has issued a special emergency warning. response:	Come! Come, Truth!
context: Will they?\A special emergency warning has been issued.\I repeat. The Okinawan government has issued a special emergency warning.\The Allied Forces will commence operations in the area,\so take refuge immediately.\Refrain from using FPs and other trapar powered devices temporarily.\I repeat. The Okinawan government has issued a special emergency warning.\Come! Come, Truth! response:	A decade ago, the Japanese government considered trapar mining to be too dangerous,
context: A special emergency warning has been issued.\I repeat. The Okinawan government has issued a special emergency warning.\The Allied Forces will commence operations in the area,\so take refuge immediately.\Refrain from using FPs and other trapar powered devices temporarily.\I repeat. The Okinawan government has issued a special emergency warning.\Come! Come, Truth!\A decade ago, the Japanese government considered trapar mining to be too dangerous, response:	and tried to seal the Scub away by taking it under direct interior control.
context: I repeat. The Okinawan government has issued a special emergency warning.\The Allied Forces will commence operations in the area,\so take refuge immediately.\Refrain from using FPs and other trapar powered devices temporarily.\I repeat. The Okinawan government has issued a special emergency warning.\Come! Come, Truth!\A decade ago, the Japanese government considered trapar mining to be too dangerous,\and tried to seal the Scub away by taking it under direct interior control. response:	But Okinawa resisted,
context: The Allied Forces will commence operations in the area,\so take refuge immediately.\Refrain from using FPs and other trapar powered devices temporarily.\I repeat. The Okinawan government has issued a special emergency warning.\Come! Come, Truth!\A decade ago, the Japanese government considered trapar mining to be too dangerous,\and tried to seal the Scub away by taking it under direct interior control.\But Okinawa resisted, response:	and used the help from the Americans to forcibly gain independence.
context: so take refuge immediately.\Refrain from using FPs and other trapar powered devices temporarily.\I repeat. The Okinawan government has issued a special emergency warning.\Come! Come, Truth!\A decade ago, the Japanese government considered trapar mining to be too dangerous,\and tried to seal the Scub away by taking it under direct interior control.\But Okinawa resisted,\and used the help from the Americans to forcibly gain independence. response:	Look at the results now.
context: Refrain from using FPs and other trapar powered devices temporarily.\I repeat. The Okinawan government has issued a special emergency warning.\Come! Come, Truth!\A decade ago, the Japanese government considered trapar mining to be too dangerous,\and tried to seal the Scub away by taking it under direct interior control.\But Okinawa resisted,\and used the help from the Americans to forcibly gain independence.\Look at the results now. response:	This is the apocalypse you guys chose.
context: I repeat. The Okinawan government has issued a special emergency warning.\Come! Come, Truth!\A decade ago, the Japanese government considered trapar mining to be too dangerous,\and tried to seal the Scub away by taking it under direct interior control.\But Okinawa resisted,\and used the help from the Americans to forcibly gain independence.\Look at the results now.\This is the apocalypse you guys chose. response:	Isn't it wrong?
context: Come! Come, Truth!\A decade ago, the Japanese government considered trapar mining to be too dangerous,\and tried to seal the Scub away by taking it under direct interior control.\But Okinawa resisted,\and used the help from the Americans to forcibly gain independence.\Look at the results now.\This is the apocalypse you guys chose.\Isn't it wrong? response:	IFOs?
context: A decade ago, the Japanese government considered trapar mining to be too dangerous,\and tried to seal the Scub away by taking it under direct interior control.\But Okinawa resisted,\and used the help from the Americans to forcibly gain independence.\Look at the results now.\This is the apocalypse you guys chose.\Isn't it wrong?\IFOs? response:	Team Harlequin!
context: and tried to seal the Scub away by taking it under direct interior control.\But Okinawa resisted,\and used the help from the Americans to forcibly gain independence.\Look at the results now.\This is the apocalypse you guys chose.\Isn't it wrong?\IFOs?\Team Harlequin! response:	Liu! Lerato! Rajkumar! Don't let him get any closer!
context: But Okinawa resisted,\and used the help from the Americans to forcibly gain independence.\Look at the results now.\This is the apocalypse you guys chose.\Isn't it wrong?\IFOs?\Team Harlequin!\Liu! Lerato! Rajkumar! Don't let him get any closer! response:	He might want to trigger a confluence explosion!
context: and used the help from the Americans to forcibly gain independence.\Look at the results now.\This is the apocalypse you guys chose.\Isn't it wrong?\IFOs?\Team Harlequin!\Liu! Lerato! Rajkumar! Don't let him get any closer!\He might want to trigger a confluence explosion! response:	So we can't just let him take the Quartz, huh?
context: Look at the results now.\This is the apocalypse you guys chose.\Isn't it wrong?\IFOs?\Team Harlequin!\Liu! Lerato! Rajkumar! Don't let him get any closer!\He might want to trigger a confluence explosion!\So we can't just let him take the Quartz, huh? response:	If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.
context: This is the apocalypse you guys chose.\Isn't it wrong?\IFOs?\Team Harlequin!\Liu! Lerato! Rajkumar! Don't let him get any closer!\He might want to trigger a confluence explosion!\So we can't just let him take the Quartz, huh?\If there's an explosion here, the whole area from Okinawa to Taiwan will be affected. response:	Truth was reborn below the Generation Bleu HQ.
context: Isn't it wrong?\IFOs?\Team Harlequin!\Liu! Lerato! Rajkumar! Don't let him get any closer!\He might want to trigger a confluence explosion!\So we can't just let him take the Quartz, huh?\If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.\Truth was reborn below the Generation Bleu HQ. response:	Even if he triggers a confluence explosion,
context: IFOs?\Team Harlequin!\Liu! Lerato! Rajkumar! Don't let him get any closer!\He might want to trigger a confluence explosion!\So we can't just let him take the Quartz, huh?\If there's an explosion here, the whole area from Okinawa to Taiwan will be affected.\Truth was reborn below the Generation Bleu HQ.\Even if he triggers a confluence explosion, response:	he might be able to heal himself using the Scub Coral's power.
