context: Sosomme Tiextrira! response:	It's upside-down!
context: kakedashita hibi ni yukitsuita kono basho\kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars response:	hoshizora no kanata yume no ashiato
context: kakedashita hibi ni yukitsuita kono basho\We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato response:	hoshizora no kanata yume no ashiato
context: We can push open the door\We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato response:	Pick up the pieces with a song
context: We can push open the door\fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song response:	Pick up the pieces with a song
context: fureta tobira hiraite\fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song response:	hiroiatsume utau yo
context: fureta tobira hiraite\In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo response:	hiroiatsume utau yo
context: In the footsteps of our dreams far beyond the stars\In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo response:	Keep the destination of your dreams nestled in your heart
context: In the footsteps of our dreams far beyond the stars\hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart response:	Keep the destination of your dreams nestled in your heart
context: hoshizora no kanata yume no ashiato\hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart response:	yume ga kaketeku basho ima mo kokoro ni himete
context: hoshizora no kanata yume no ashiato\Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete response:	yume ga kaketeku basho ima mo kokoro ni himete
context: Pick up the pieces with a song\Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete response:	And envelop the night
context: Pick up the pieces with a song\hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night response:	And envelop the night
context: hiroiatsume utau yo\hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night response:	yoru wo tsutsumikomu
context: hiroiatsume utau yo\Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu response:	yoru wo tsutsumikomu
context: Keep the destination of your dreams nestled in your heart\Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu response:	Cast a magic spell
context: Keep the destination of your dreams nestled in your heart\yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell response:	Cast a magic spell
context: yume ga kaketeku basho ima mo kokoro ni himete\yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell response:	mahou kakete
context: yume ga kaketeku basho ima mo kokoro ni himete\And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete response:	mahou kakete
context: And envelop the night\And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete response:	And start to dance
context: And envelop the night\yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance response:	And start to dance
context: yoru wo tsutsumikomu\yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance response:	odoridasu
context: yoru wo tsutsumikomu\Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu response:	odoridasu
context: Cast a magic spell\Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu response:	The landscape looks like it's burning brilliantly
context: Cast a magic spell\mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly response:	The landscape looks like it's burning brilliantly
context: mahou kakete\mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly response:	yaketsuita you ni irodzuita fuukei wa
context: mahou kakete\And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa response:	yaketsuita you ni irodzuita fuukei wa
context: And start to dance\And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa response:	But you can't see it fallen on the ground
context: And start to dance\odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground response:	But you can't see it fallen on the ground
context: odoridasu\odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground response:	koronda kurai ja tokenai kara
context: odoridasu\The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara response:	koronda kurai ja tokenai kara
context: The landscape looks like it's burning brilliantly\The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara response:	The world will keep on turning
context: The landscape looks like it's burning brilliantly\yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning response:	The world will keep on turning
context: yaketsuita you ni irodzuita fuukei wa\yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning response:	sekai wa tsudzuku yo
context: yaketsuita you ni irodzuita fuukei wa\But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo response:	sekai wa tsudzuku yo
context: But you can't see it fallen on the ground\But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo response:	Embrace the moment as if it'll never come again
context: But you can't see it fallen on the ground\koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again response:	Embrace the moment as if it'll never come again
context: koronda kurai ja tokenai kara\koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again response:	hakanai mama no ima wo dakishimete
context: koronda kurai ja tokenai kara\The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete response:	hakanai mama no ima wo dakishimete
context: The world will keep on turning\The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete response:	Let's keep walking as we are with the light in our sights
context: The world will keep on turning\sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights response:	Let's keep walking as we are with the light in our sights
context: sekai wa tsudzuku yo\sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights response:	kawaranai mama jikan to hikari mitsumete aruiteku
context: sekai wa tsudzuku yo\Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku response:	kawaranai mama jikan to hikari mitsumete aruiteku
context: Embrace the moment as if it'll never come again\Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku response:	Little Witch Academia
context: Embrace the moment as if it'll never come again\hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia response:	Little Witch Academia
context: hakanai mama no ima wo dakishimete\hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia response:	I've been getting afterschool lessons from Professor Ursula for a whole month already.
context: hakanai mama no ima wo dakishimete\Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\I've been getting afterschool lessons from Professor Ursula for a whole month already. response:	She must be a really kind person for helping you every single day.
context: Let's keep walking as we are with the light in our sights\Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\I've been getting afterschool lessons from Professor Ursula for a whole month already.\She must be a really kind person for helping you every single day. response:	And here I am, not improving one bit...
context: Let's keep walking as we are with the light in our sights\kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\I've been getting afterschool lessons from Professor Ursula for a whole month already.\She must be a really kind person for helping you every single day.\And here I am, not improving one bit... response:	What if I have no potential to get better?
context: kawaranai mama jikan to hikari mitsumete aruiteku\kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\I've been getting afterschool lessons from Professor Ursula for a whole month already.\She must be a really kind person for helping you every single day.\And here I am, not improving one bit...\What if I have no potential to get better? response:	Wow, Akko's in low spirits? Is an apparition going to come to life next?
context: kawaranai mama jikan to hikari mitsumete aruiteku\Little Witch Academia\Little Witch Academia\I've been getting afterschool lessons from Professor Ursula for a whole month already.\She must be a really kind person for helping you every single day.\And here I am, not improving one bit...\What if I have no potential to get better?\Wow, Akko's in low spirits? Is an apparition going to come to life next? response:	I want to see Chariot.
context: Little Witch Academia\Little Witch Academia\I've been getting afterschool lessons from Professor Ursula for a whole month already.\She must be a really kind person for helping you every single day.\And here I am, not improving one bit...\What if I have no potential to get better?\Wow, Akko's in low spirits? Is an apparition going to come to life next?\I want to see Chariot. response:	I want to ask her how I can be more like her.
context: Little Witch Academia\I've been getting afterschool lessons from Professor Ursula for a whole month already.\She must be a really kind person for helping you every single day.\And here I am, not improving one bit...\What if I have no potential to get better?\Wow, Akko's in low spirits? Is an apparition going to come to life next?\I want to see Chariot.\I want to ask her how I can be more like her. response:	It's been ten years since her last magic show.
context: I've been getting afterschool lessons from Professor Ursula for a whole month already.\She must be a really kind person for helping you every single day.\And here I am, not improving one bit...\What if I have no potential to get better?\Wow, Akko's in low spirits? Is an apparition going to come to life next?\I want to see Chariot.\I want to ask her how I can be more like her.\It's been ten years since her last magic show. response:	Where did Chariot go? Why did she suddenly disappear?
context: She must be a really kind person for helping you every single day.\And here I am, not improving one bit...\What if I have no potential to get better?\Wow, Akko's in low spirits? Is an apparition going to come to life next?\I want to see Chariot.\I want to ask her how I can be more like her.\It's been ten years since her last magic show.\Where did Chariot go? Why did she suddenly disappear? response:	Where are you now?
context: And here I am, not improving one bit...\What if I have no potential to get better?\Wow, Akko's in low spirits? Is an apparition going to come to life next?\I want to see Chariot.\I want to ask her how I can be more like her.\It's been ten years since her last magic show.\Where did Chariot go? Why did she suddenly disappear?\Where are you now? response:	Chariot must have fallen prey to forbidden love!
context: What if I have no potential to get better?\Wow, Akko's in low spirits? Is an apparition going to come to life next?\I want to see Chariot.\I want to ask her how I can be more like her.\It's been ten years since her last magic show.\Where did Chariot go? Why did she suddenly disappear?\Where are you now?\Chariot must have fallen prey to forbidden love! response:	She set off after her lover to the ends of the earth.
context: Wow, Akko's in low spirits? Is an apparition going to come to life next?\I want to see Chariot.\I want to ask her how I can be more like her.\It's been ten years since her last magic show.\Where did Chariot go? Why did she suddenly disappear?\Where are you now?\Chariot must have fallen prey to forbidden love!\She set off after her lover to the ends of the earth. response:	Or maybe someone petrified her with poison.
context: I want to see Chariot.\I want to ask her how I can be more like her.\It's been ten years since her last magic show.\Where did Chariot go? Why did she suddenly disappear?\Where are you now?\Chariot must have fallen prey to forbidden love!\She set off after her lover to the ends of the earth.\Or maybe someone petrified her with poison. response:	Chariot isn't some dimwit who'd let that happen!
context: I want to ask her how I can be more like her.\It's been ten years since her last magic show.\Where did Chariot go? Why did she suddenly disappear?\Where are you now?\Chariot must have fallen prey to forbidden love!\She set off after her lover to the ends of the earth.\Or maybe someone petrified her with poison.\Chariot isn't some dimwit who'd let that happen! response:	You think Professor Ursula might know something?
context: It's been ten years since her last magic show.\Where did Chariot go? Why did she suddenly disappear?\Where are you now?\Chariot must have fallen prey to forbidden love!\She set off after her lover to the ends of the earth.\Or maybe someone petrified her with poison.\Chariot isn't some dimwit who'd let that happen!\You think Professor Ursula might know something? response:	Both of them used to be students here.
context: Where did Chariot go? Why did she suddenly disappear?\Where are you now?\Chariot must have fallen prey to forbidden love!\She set off after her lover to the ends of the earth.\Or maybe someone petrified her with poison.\Chariot isn't some dimwit who'd let that happen!\You think Professor Ursula might know something?\Both of them used to be students here. response:	They're about the same age, so maybe they were classmates
context: Where are you now?\Chariot must have fallen prey to forbidden love!\She set off after her lover to the ends of the earth.\Or maybe someone petrified her with poison.\Chariot isn't some dimwit who'd let that happen!\You think Professor Ursula might know something?\Both of them used to be students here.\They're about the same age, so maybe they were classmates response:	Classmates?!
context: Chariot must have fallen prey to forbidden love!\She set off after her lover to the ends of the earth.\Or maybe someone petrified her with poison.\Chariot isn't some dimwit who'd let that happen!\You think Professor Ursula might know something?\Both of them used to be students here.\They're about the same age, so maybe they were classmates\Classmates?! response:	Or something like that.
context: She set off after her lover to the ends of the earth.\Or maybe someone petrified her with poison.\Chariot isn't some dimwit who'd let that happen!\You think Professor Ursula might know something?\Both of them used to be students here.\They're about the same age, so maybe they were classmates\Classmates?!\Or something like that. response:	I'll go ask!
context: Or maybe someone petrified her with poison.\Chariot isn't some dimwit who'd let that happen!\You think Professor Ursula might know something?\Both of them used to be students here.\They're about the same age, so maybe they were classmates\Classmates?!\Or something like that.\I'll go ask! response:	Huh?
context: Chariot isn't some dimwit who'd let that happen!\You think Professor Ursula might know something?\Both of them used to be students here.\They're about the same age, so maybe they were classmates\Classmates?!\Or something like that.\I'll go ask!\Huh? response:	Professor Ursula!
context: You think Professor Ursula might know something?\Both of them used to be students here.\They're about the same age, so maybe they were classmates\Classmates?!\Or something like that.\I'll go ask!\Huh?\Professor Ursula! response:	This late at night?
context: Both of them used to be students here.\They're about the same age, so maybe they were classmates\Classmates?!\Or something like that.\I'll go ask!\Huh?\Professor Ursula!\This late at night? response:	She's probably in her room!
context: They're about the same age, so maybe they were classmates\Classmates?!\Or something like that.\I'll go ask!\Huh?\Professor Ursula!\This late at night?\She's probably in her room! response:	Professor! I want to talk!
context: Classmates?!\Or something like that.\I'll go ask!\Huh?\Professor Ursula!\This late at night?\She's probably in her room!\Professor! I want to talk! response:	H-How can I help you?
context: Or something like that.\I'll go ask!\Huh?\Professor Ursula!\This late at night?\She's probably in her room!\Professor! I want to talk!\H-How can I help you? response:	Huh?
context: I'll go ask!\Huh?\Professor Ursula!\This late at night?\She's probably in her room!\Professor! I want to talk!\H-How can I help you?\Huh? response:	Professor, your glasses.
context: Huh?\Professor Ursula!\This late at night?\She's probably in her room!\Professor! I want to talk!\H-How can I help you?\Huh?\Professor, your glasses. response:	How embarrassing, it's been so long since I last had a visitor.
context: Professor Ursula!\This late at night?\She's probably in her room!\Professor! I want to talk!\H-How can I help you?\Huh?\Professor, your glasses.\How embarrassing, it's been so long since I last had a visitor. response:	Wow, so you have a crow as your familiar.
context: This late at night?\She's probably in her room!\Professor! I want to talk!\H-How can I help you?\Huh?\Professor, your glasses.\How embarrassing, it's been so long since I last had a visitor.\Wow, so you have a crow as your familiar. response:	Good evening. I'm Akko!
context: She's probably in her room!\Professor! I want to talk!\H-How can I help you?\Huh?\Professor, your glasses.\How embarrassing, it's been so long since I last had a visitor.\Wow, so you have a crow as your familiar.\Good evening. I'm Akko! response:	W-Would you like some tea?
context: Professor! I want to talk!\H-How can I help you?\Huh?\Professor, your glasses.\How embarrassing, it's been so long since I last had a visitor.\Wow, so you have a crow as your familiar.\Good evening. I'm Akko!\W-Would you like some tea? response:	Now then, what did you want to discuss?
context: H-How can I help you?\Huh?\Professor, your glasses.\How embarrassing, it's been so long since I last had a visitor.\Wow, so you have a crow as your familiar.\Good evening. I'm Akko!\W-Would you like some tea?\Now then, what did you want to discuss? response:	Professor, you used to be a student here, right?
context: Huh?\Professor, your glasses.\How embarrassing, it's been so long since I last had a visitor.\Wow, so you have a crow as your familiar.\Good evening. I'm Akko!\W-Would you like some tea?\Now then, what did you want to discuss?\Professor, you used to be a student here, right? response:	Huh?
context: Professor, your glasses.\How embarrassing, it's been so long since I last had a visitor.\Wow, so you have a crow as your familiar.\Good evening. I'm Akko!\W-Would you like some tea?\Now then, what did you want to discuss?\Professor, you used to be a student here, right?\Huh? response:	Have you ever met Shiny Chariot?
context: How embarrassing, it's been so long since I last had a visitor.\Wow, so you have a crow as your familiar.\Good evening. I'm Akko!\W-Would you like some tea?\Now then, what did you want to discuss?\Professor, you used to be a student here, right?\Huh?\Have you ever met Shiny Chariot? response:	Or maybe you were even classmates.
context: Wow, so you have a crow as your familiar.\Good evening. I'm Akko!\W-Would you like some tea?\Now then, what did you want to discuss?\Professor, you used to be a student here, right?\Huh?\Have you ever met Shiny Chariot?\Or maybe you were even classmates. response:	Yes...
context: Good evening. I'm Akko!\W-Would you like some tea?\Now then, what did you want to discuss?\Professor, you used to be a student here, right?\Huh?\Have you ever met Shiny Chariot?\Or maybe you were even classmates.\Yes... response:	Really?! Classmates?!
context: W-Would you like some tea?\Now then, what did you want to discuss?\Professor, you used to be a student here, right?\Huh?\Have you ever met Shiny Chariot?\Or maybe you were even classmates.\Yes...\Really?! Classmates?! response:	P-Perhaps we were...
context: Now then, what did you want to discuss?\Professor, you used to be a student here, right?\Huh?\Have you ever met Shiny Chariot?\Or maybe you were even classmates.\Yes...\Really?! Classmates?!\P-Perhaps we were... response:	I can't believe it was true!
context: Professor, you used to be a student here, right?\Huh?\Have you ever met Shiny Chariot?\Or maybe you were even classmates.\Yes...\Really?! Classmates?!\P-Perhaps we were...\I can't believe it was true! response:	Wow! What kind of person was Chariot?
context: Huh?\Have you ever met Shiny Chariot?\Or maybe you were even classmates.\Yes...\Really?! Classmates?!\P-Perhaps we were...\I can't believe it was true!\Wow! What kind of person was Chariot? response:	Did she stand out in class?
context: Have you ever met Shiny Chariot?\Or maybe you were even classmates.\Yes...\Really?! Classmates?!\P-Perhaps we were...\I can't believe it was true!\Wow! What kind of person was Chariot?\Did she stand out in class? response:	I-I suppose...
context: Or maybe you were even classmates.\Yes...\Really?! Classmates?!\P-Perhaps we were...\I can't believe it was true!\Wow! What kind of person was Chariot?\Did she stand out in class?\I-I suppose... response:	She must've been so pretty!
context: Yes...\Really?! Classmates?!\P-Perhaps we were...\I can't believe it was true!\Wow! What kind of person was Chariot?\Did she stand out in class?\I-I suppose...\She must've been so pretty! response:	Some might've agreed...
context: Really?! Classmates?!\P-Perhaps we were...\I can't believe it was true!\Wow! What kind of person was Chariot?\Did she stand out in class?\I-I suppose...\She must've been so pretty!\Some might've agreed... response:	Why did Chariot disappear? Where is she now, and what is she doing?
context: P-Perhaps we were...\I can't believe it was true!\Wow! What kind of person was Chariot?\Did she stand out in class?\I-I suppose...\She must've been so pretty!\Some might've agreed...\Why did Chariot disappear? Where is she now, and what is she doing? response:	I can't say...
context: I can't believe it was true!\Wow! What kind of person was Chariot?\Did she stand out in class?\I-I suppose...\She must've been so pretty!\Some might've agreed...\Why did Chariot disappear? Where is she now, and what is she doing?\I can't say... response:	I see.
context: Wow! What kind of person was Chariot?\Did she stand out in class?\I-I suppose...\She must've been so pretty!\Some might've agreed...\Why did Chariot disappear? Where is she now, and what is she doing?\I can't say...\I see. response:	I'm sorry I can't be of more help.
context: Did she stand out in class?\I-I suppose...\She must've been so pretty!\Some might've agreed...\Why did Chariot disappear? Where is she now, and what is she doing?\I can't say...\I see.\I'm sorry I can't be of more help. response:	You know...
context: I-I suppose...\She must've been so pretty!\Some might've agreed...\Why did Chariot disappear? Where is she now, and what is she doing?\I can't say...\I see.\I'm sorry I can't be of more help.\You know... response:	Yes?
context: She must've been so pretty!\Some might've agreed...\Why did Chariot disappear? Where is she now, and what is she doing?\I can't say...\I see.\I'm sorry I can't be of more help.\You know...\Yes? response:	Ever since I saw her show, it's been my dream to be like Chariot.
context: Some might've agreed...\Why did Chariot disappear? Where is she now, and what is she doing?\I can't say...\I see.\I'm sorry I can't be of more help.\You know...\Yes?\Ever since I saw her show, it's been my dream to be like Chariot. response:	I still believe in it now.
context: Why did Chariot disappear? Where is she now, and what is she doing?\I can't say...\I see.\I'm sorry I can't be of more help.\You know...\Yes?\Ever since I saw her show, it's been my dream to be like Chariot.\I still believe in it now. response:	But, sometimes...
context: I can't say...\I see.\I'm sorry I can't be of more help.\You know...\Yes?\Ever since I saw her show, it's been my dream to be like Chariot.\I still believe in it now.\But, sometimes... response:	I get scared.
context: I see.\I'm sorry I can't be of more help.\You know...\Yes?\Ever since I saw her show, it's been my dream to be like Chariot.\I still believe in it now.\But, sometimes...\I get scared. response:	If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.
context: I'm sorry I can't be of more help.\You know...\Yes?\Ever since I saw her show, it's been my dream to be like Chariot.\I still believe in it now.\But, sometimes...\I get scared.\If I ever get to meet Chariot, I want to ask her whether I can really become someone like her. response:	Professor?
context: You know...\Yes?\Ever since I saw her show, it's been my dream to be like Chariot.\I still believe in it now.\But, sometimes...\I get scared.\If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.\Professor? response:	In the past, I also had a professor I looked up to.
context: Yes?\Ever since I saw her show, it's been my dream to be like Chariot.\I still believe in it now.\But, sometimes...\I get scared.\If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.\Professor?\In the past, I also had a professor I looked up to. response:	Once, she told me something. Phaidoari Afairrynghor.
context: Ever since I saw her show, it's been my dream to be like Chariot.\I still believe in it now.\But, sometimes...\I get scared.\If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.\Professor?\In the past, I also had a professor I looked up to.\Once, she told me something. Phaidoari Afairrynghor. response:	Phaidoari... Afairrynghor?
context: I still believe in it now.\But, sometimes...\I get scared.\If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.\Professor?\In the past, I also had a professor I looked up to.\Once, she told me something. Phaidoari Afairrynghor.\Phaidoari... Afairrynghor? response:	That which is dreamed cannot be grasped.
context: But, sometimes...\I get scared.\If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.\Professor?\In the past, I also had a professor I looked up to.\Once, she told me something. Phaidoari Afairrynghor.\Phaidoari... Afairrynghor?\That which is dreamed cannot be grasped. response:	But work towards it, day after day, and you will find it in your hands.
context: I get scared.\If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.\Professor?\In the past, I also had a professor I looked up to.\Once, she told me something. Phaidoari Afairrynghor.\Phaidoari... Afairrynghor?\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands. response:	In any case, take good care of the Shiny Rod.
context: If I ever get to meet Chariot, I want to ask her whether I can really become someone like her.\Professor?\In the past, I also had a professor I looked up to.\Once, she told me something. Phaidoari Afairrynghor.\Phaidoari... Afairrynghor?\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\In any case, take good care of the Shiny Rod. response:	The moon looks so blue tonight!
context: Professor?\In the past, I also had a professor I looked up to.\Once, she told me something. Phaidoari Afairrynghor.\Phaidoari... Afairrynghor?\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\In any case, take good care of the Shiny Rod.\The moon looks so blue tonight! response:	Come to think of it, tonight is the blue moon.
context: In the past, I also had a professor I looked up to.\Once, she told me something. Phaidoari Afairrynghor.\Phaidoari... Afairrynghor?\That which is dreamed cannot be grasped.\But work towards it, day after day, and you will find it in your hands.\In any case, take good care of the Shiny Rod.\The moon looks so blue tonight!\Come to think of it, tonight is the blue moon. response:	I see. Our latest intelligence confirms that the number of witches continues to decrease?
