context: 5 Days Until Christmas response:	Isn't Christmas great?
context: It's possible she's observing other guilds, as well.\Is she dissatisfied with her level or skills?\It may be something even more basic.\I think what Akatsuki wants is confidence.\I suppose all we can do is to stay by her side.\You're right.\Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\The Teachings... response:	Shiroe said they're real.
context: Is she dissatisfied with her level or skills?\It may be something even more basic.\I think what Akatsuki wants is confidence.\I suppose all we can do is to stay by her side.\You're right.\Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\The Teachings...\Shiroe said they're real. response:	Shiroe did?
context: It may be something even more basic.\I think what Akatsuki wants is confidence.\I suppose all we can do is to stay by her side.\You're right.\Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\The Teachings...\Shiroe said they're real.\Shiroe did? response:	Yeah, he says they exist.
context: I think what Akatsuki wants is confidence.\I suppose all we can do is to stay by her side.\You're right.\Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\The Teachings...\Shiroe said they're real.\Shiroe did?\Yeah, he says they exist. response:	If my lord says they exist, then they must.
context: I suppose all we can do is to stay by her side.\You're right.\Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\The Teachings...\Shiroe said they're real.\Shiroe did?\Yeah, he says they exist.\If my lord says they exist, then they must. response:	Major combat guilds like D.D.D. and the Black Sword Knights
context: You're right.\Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\The Teachings...\Shiroe said they're real.\Shiroe did?\Yeah, he says they exist.\If my lord says they exist, then they must.\Major combat guilds like D.D.D. and the Black Sword Knights response:	should have the world's best assassins.
context: Duvarcher's Bird Land Japan Server Mihama Area Field/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ None Exit Restrictions/ None\The Teachings...\Shiroe said they're real.\Shiroe did?\Yeah, he says they exist.\If my lord says they exist, then they must.\Major combat guilds like D.D.D. and the Black Sword Knights\should have the world's best assassins. response:	If they're using the Teachings,
context: The Teachings...\Shiroe said they're real.\Shiroe did?\Yeah, he says they exist.\If my lord says they exist, then they must.\Major combat guilds like D.D.D. and the Black Sword Knights\should have the world's best assassins.\If they're using the Teachings, response:	I want to see those techniques and their power for myself.
context: Shiroe said they're real.\Shiroe did?\Yeah, he says they exist.\If my lord says they exist, then they must.\Major combat guilds like D.D.D. and the Black Sword Knights\should have the world's best assassins.\If they're using the Teachings,\I want to see those techniques and their power for myself. response:	Get closer!
context: Shiroe did?\Yeah, he says they exist.\If my lord says they exist, then they must.\Major combat guilds like D.D.D. and the Black Sword Knights\should have the world's best assassins.\If they're using the Teachings,\I want to see those techniques and their power for myself.\Get closer! response:	That was pathetic.
context: Yeah, he says they exist.\If my lord says they exist, then they must.\Major combat guilds like D.D.D. and the Black Sword Knights\should have the world's best assassins.\If they're using the Teachings,\I want to see those techniques and their power for myself.\Get closer!\That was pathetic. response:	Move faster!
context: If my lord says they exist, then they must.\Major combat guilds like D.D.D. and the Black Sword Knights\should have the world's best assassins.\If they're using the Teachings,\I want to see those techniques and their power for myself.\Get closer!\That was pathetic.\Move faster! response:	If I can learn the Teachings, then I, too...
context: Major combat guilds like D.D.D. and the Black Sword Knights\should have the world's best assassins.\If they're using the Teachings,\I want to see those techniques and their power for myself.\Get closer!\That was pathetic.\Move faster!\If I can learn the Teachings, then I, too... response:	We're having bouillabaisse today.
context: should have the world's best assassins.\If they're using the Teachings,\I want to see those techniques and their power for myself.\Get closer!\That was pathetic.\Move faster!\If I can learn the Teachings, then I, too...\We're having bouillabaisse today. response:	It'll be done soon.
context: If they're using the Teachings,\I want to see those techniques and their power for myself.\Get closer!\That was pathetic.\Move faster!\If I can learn the Teachings, then I, too...\We're having bouillabaisse today.\It'll be done soon. response:	Have a seat and wait.
context: I want to see those techniques and their power for myself.\Get closer!\That was pathetic.\Move faster!\If I can learn the Teachings, then I, too...\We're having bouillabaisse today.\It'll be done soon.\Have a seat and wait. response:	I'm fine...
context: Get closer!\That was pathetic.\Move faster!\If I can learn the Teachings, then I, too...\We're having bouillabaisse today.\It'll be done soon.\Have a seat and wait.\I'm fine... response:	But it turned out really good.
context: That was pathetic.\Move faster!\If I can learn the Teachings, then I, too...\We're having bouillabaisse today.\It'll be done soon.\Have a seat and wait.\I'm fine...\But it turned out really good. response:	And Rudy and the others will be back soon.
context: Move faster!\If I can learn the Teachings, then I, too...\We're having bouillabaisse today.\It'll be done soon.\Have a seat and wait.\I'm fine...\But it turned out really good.\And Rudy and the others will be back soon. response:	I'm not hungry.
context: If I can learn the Teachings, then I, too...\We're having bouillabaisse today.\It'll be done soon.\Have a seat and wait.\I'm fine...\But it turned out really good.\And Rudy and the others will be back soon.\I'm not hungry. response:	What's wrong with her?
context: We're having bouillabaisse today.\It'll be done soon.\Have a seat and wait.\I'm fine...\But it turned out really good.\And Rudy and the others will be back soon.\I'm not hungry.\What's wrong with her? response:	Lately, she's been really down.
context: It'll be done soon.\Have a seat and wait.\I'm fine...\But it turned out really good.\And Rudy and the others will be back soon.\I'm not hungry.\What's wrong with her?\Lately, she's been really down. response:	Yeah.
context: Have a seat and wait.\I'm fine...\But it turned out really good.\And Rudy and the others will be back soon.\I'm not hungry.\What's wrong with her?\Lately, she's been really down.\Yeah. response:	That stupid, too-perfect middle school girl.
context: I'm fine...\But it turned out really good.\And Rudy and the others will be back soon.\I'm not hungry.\What's wrong with her?\Lately, she's been really down.\Yeah.\That stupid, too-perfect middle school girl. response:	She's a brat, a child, and a show-off...
context: But it turned out really good.\And Rudy and the others will be back soon.\I'm not hungry.\What's wrong with her?\Lately, she's been really down.\Yeah.\That stupid, too-perfect middle school girl.\She's a brat, a child, and a show-off... response:	I'm embarrassed.
context: And Rudy and the others will be back soon.\I'm not hungry.\What's wrong with her?\Lately, she's been really down.\Yeah.\That stupid, too-perfect middle school girl.\She's a brat, a child, and a show-off...\I'm embarrassed. response:	Whenever I see Minori, all I can think about is how jealous I am.
context: I'm not hungry.\What's wrong with her?\Lately, she's been really down.\Yeah.\That stupid, too-perfect middle school girl.\She's a brat, a child, and a show-off...\I'm embarrassed.\Whenever I see Minori, all I can think about is how jealous I am. response:	I'm so ugly.
context: What's wrong with her?\Lately, she's been really down.\Yeah.\That stupid, too-perfect middle school girl.\She's a brat, a child, and a show-off...\I'm embarrassed.\Whenever I see Minori, all I can think about is how jealous I am.\I'm so ugly. response:	It isn't Minori's fault.
context: Lately, she's been really down.\Yeah.\That stupid, too-perfect middle school girl.\She's a brat, a child, and a show-off...\I'm embarrassed.\Whenever I see Minori, all I can think about is how jealous I am.\I'm so ugly.\It isn't Minori's fault. response:	She's working so hard.
context: Yeah.\That stupid, too-perfect middle school girl.\She's a brat, a child, and a show-off...\I'm embarrassed.\Whenever I see Minori, all I can think about is how jealous I am.\I'm so ugly.\It isn't Minori's fault.\She's working so hard. response:	I'll work at least as hard as you.
context: That stupid, too-perfect middle school girl.\She's a brat, a child, and a show-off...\I'm embarrassed.\Whenever I see Minori, all I can think about is how jealous I am.\I'm so ugly.\It isn't Minori's fault.\She's working so hard.\I'll work at least as hard as you. response:	I'll do my best, so I don't cause you problems.
context: She's a brat, a child, and a show-off...\I'm embarrassed.\Whenever I see Minori, all I can think about is how jealous I am.\I'm so ugly.\It isn't Minori's fault.\She's working so hard.\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems. response:	Shiroe...
context: I'm embarrassed.\Whenever I see Minori, all I can think about is how jealous I am.\I'm so ugly.\It isn't Minori's fault.\She's working so hard.\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe... response:	Minori helped my lord.
context: Whenever I see Minori, all I can think about is how jealous I am.\I'm so ugly.\It isn't Minori's fault.\She's working so hard.\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Minori helped my lord. response:	But I was so busy with my own problems, I couldn't help him.
context: I'm so ugly.\It isn't Minori's fault.\She's working so hard.\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Minori helped my lord.\But I was so busy with my own problems, I couldn't help him. response:	I've always been by his side...
context: It isn't Minori's fault.\She's working so hard.\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Minori helped my lord.\But I was so busy with my own problems, I couldn't help him.\I've always been by his side... response:	Yet I can't be useful to him.
context: She's working so hard.\I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Minori helped my lord.\But I was so busy with my own problems, I couldn't help him.\I've always been by his side...\Yet I can't be useful to him. response:	I've never been in a raid, so I'm only a second-rate assassin.
context: I'll work at least as hard as you.\I'll do my best, so I don't cause you problems.\Shiroe...\Minori helped my lord.\But I was so busy with my own problems, I couldn't help him.\I've always been by his side...\Yet I can't be useful to him.\I've never been in a raid, so I'm only a second-rate assassin. response:	I can't even buy a first-rate weapon.
context: I'll do my best, so I don't cause you problems.\Shiroe...\Minori helped my lord.\But I was so busy with my own problems, I couldn't help him.\I've always been by his side...\Yet I can't be useful to him.\I've never been in a raid, so I'm only a second-rate assassin.\I can't even buy a first-rate weapon. response:	That's why my lord didn't take me with him.
context: Shiroe...\Minori helped my lord.\But I was so busy with my own problems, I couldn't help him.\I've always been by his side...\Yet I can't be useful to him.\I've never been in a raid, so I'm only a second-rate assassin.\I can't even buy a first-rate weapon.\That's why my lord didn't take me with him. response:	All I can do is fight, but I'm weak...
context: Minori helped my lord.\But I was so busy with my own problems, I couldn't help him.\I've always been by his side...\Yet I can't be useful to him.\I've never been in a raid, so I'm only a second-rate assassin.\I can't even buy a first-rate weapon.\That's why my lord didn't take me with him.\All I can do is fight, but I'm weak... response:	I wish I were strong.
context: But I was so busy with my own problems, I couldn't help him.\I've always been by his side...\Yet I can't be useful to him.\I've never been in a raid, so I'm only a second-rate assassin.\I can't even buy a first-rate weapon.\That's why my lord didn't take me with him.\All I can do is fight, but I'm weak...\I wish I were strong. response:	It sure has been lively around here lately.
context: I've always been by his side...\Yet I can't be useful to him.\I've never been in a raid, so I'm only a second-rate assassin.\I can't even buy a first-rate weapon.\That's why my lord didn't take me with him.\All I can do is fight, but I'm weak...\I wish I were strong.\It sure has been lively around here lately. response:	Will they all be back again tomorrow?
context: Yet I can't be useful to him.\I've never been in a raid, so I'm only a second-rate assassin.\I can't even buy a first-rate weapon.\That's why my lord didn't take me with him.\All I can do is fight, but I'm weak...\I wish I were strong.\It sure has been lively around here lately.\Will they all be back again tomorrow? response:	Yes, we're going into town.
context: I've never been in a raid, so I'm only a second-rate assassin.\I can't even buy a first-rate weapon.\That's why my lord didn't take me with him.\All I can do is fight, but I'm weak...\I wish I were strong.\It sure has been lively around here lately.\Will they all be back again tomorrow?\Yes, we're going into town. response:	I see.
context: I can't even buy a first-rate weapon.\That's why my lord didn't take me with him.\All I can do is fight, but I'm weak...\I wish I were strong.\It sure has been lively around here lately.\Will they all be back again tomorrow?\Yes, we're going into town.\I see. response:	If the adventurers are protecting you,
context: That's why my lord didn't take me with him.\All I can do is fight, but I'm weak...\I wish I were strong.\It sure has been lively around here lately.\Will they all be back again tomorrow?\Yes, we're going into town.\I see.\If the adventurers are protecting you, response:	that must make you feel secure.
context: All I can do is fight, but I'm weak...\I wish I were strong.\It sure has been lively around here lately.\Will they all be back again tomorrow?\Yes, we're going into town.\I see.\If the adventurers are protecting you,\that must make you feel secure. response:	They say we'll have a delicious cream stew for dinner.
context: I wish I were strong.\It sure has been lively around here lately.\Will they all be back again tomorrow?\Yes, we're going into town.\I see.\If the adventurers are protecting you,\that must make you feel secure.\They say we'll have a delicious cream stew for dinner. response:	That's wonderful.
context: It sure has been lively around here lately.\Will they all be back again tomorrow?\Yes, we're going into town.\I see.\If the adventurers are protecting you,\that must make you feel secure.\They say we'll have a delicious cream stew for dinner.\That's wonderful. response:	Adventurer-style?
context: Will they all be back again tomorrow?\Yes, we're going into town.\I see.\If the adventurers are protecting you,\that must make you feel secure.\They say we'll have a delicious cream stew for dinner.\That's wonderful.\Adventurer-style? response:	Seems so.
context: Yes, we're going into town.\I see.\If the adventurers are protecting you,\that must make you feel secure.\They say we'll have a delicious cream stew for dinner.\That's wonderful.\Adventurer-style?\Seems so. response:	Recently, everything's been adventurer-style.
context: I see.\If the adventurers are protecting you,\that must make you feel secure.\They say we'll have a delicious cream stew for dinner.\That's wonderful.\Adventurer-style?\Seems so.\Recently, everything's been adventurer-style. response:	I even had to wear a costume of someone called Santa Claus today.
context: If the adventurers are protecting you,\that must make you feel secure.\They say we'll have a delicious cream stew for dinner.\That's wonderful.\Adventurer-style?\Seems so.\Recently, everything's been adventurer-style.\I even had to wear a costume of someone called Santa Claus today. response:	Ah, I asked them to bring some things.
context: that must make you feel secure.\They say we'll have a delicious cream stew for dinner.\That's wonderful.\Adventurer-style?\Seems so.\Recently, everything's been adventurer-style.\I even had to wear a costume of someone called Santa Claus today.\Ah, I asked them to bring some things. response:	So that was among them, eh?
context: They say we'll have a delicious cream stew for dinner.\That's wonderful.\Adventurer-style?\Seems so.\Recently, everything's been adventurer-style.\I even had to wear a costume of someone called Santa Claus today.\Ah, I asked them to bring some things.\So that was among them, eh? response:	Huh?
context: That's wonderful.\Adventurer-style?\Seems so.\Recently, everything's been adventurer-style.\I even had to wear a costume of someone called Santa Claus today.\Ah, I asked them to bring some things.\So that was among them, eh?\Huh? response:	I don't know anything about adventurer clothes,
context: Adventurer-style?\Seems so.\Recently, everything's been adventurer-style.\I even had to wear a costume of someone called Santa Claus today.\Ah, I asked them to bring some things.\So that was among them, eh?\Huh?\I don't know anything about adventurer clothes, response:	so I wanted them to teach me.
context: Seems so.\Recently, everything's been adventurer-style.\I even had to wear a costume of someone called Santa Claus today.\Ah, I asked them to bring some things.\So that was among them, eh?\Huh?\I don't know anything about adventurer clothes,\so I wanted them to teach me. response:	So that's it...
context: Recently, everything's been adventurer-style.\I even had to wear a costume of someone called Santa Claus today.\Ah, I asked them to bring some things.\So that was among them, eh?\Huh?\I don't know anything about adventurer clothes,\so I wanted them to teach me.\So that's it... response:	But wearing clothes you aren't used to is kind of tiring.
context: I even had to wear a costume of someone called Santa Claus today.\Ah, I asked them to bring some things.\So that was among them, eh?\Huh?\I don't know anything about adventurer clothes,\so I wanted them to teach me.\So that's it...\But wearing clothes you aren't used to is kind of tiring. response:	Well, I don't know if I should say this, but you seem to be having a good time.
context: Ah, I asked them to bring some things.\So that was among them, eh?\Huh?\I don't know anything about adventurer clothes,\so I wanted them to teach me.\So that's it...\But wearing clothes you aren't used to is kind of tiring.\Well, I don't know if I should say this, but you seem to be having a good time. response:	I'm glad you've made friends.
context: So that was among them, eh?\Huh?\I don't know anything about adventurer clothes,\so I wanted them to teach me.\So that's it...\But wearing clothes you aren't used to is kind of tiring.\Well, I don't know if I should say this, but you seem to be having a good time.\I'm glad you've made friends. response:	They aren't my friends.
context: Huh?\I don't know anything about adventurer clothes,\so I wanted them to teach me.\So that's it...\But wearing clothes you aren't used to is kind of tiring.\Well, I don't know if I should say this, but you seem to be having a good time.\I'm glad you've made friends.\They aren't my friends. response:	What? But you look like you're having so much fun...
context: I don't know anything about adventurer clothes,\so I wanted them to teach me.\So that's it...\But wearing clothes you aren't used to is kind of tiring.\Well, I don't know if I should say this, but you seem to be having a good time.\I'm glad you've made friends.\They aren't my friends.\What? But you look like you're having so much fun... response:	I'm sure you sometimes feel uncertain or troubled, but...
context: so I wanted them to teach me.\So that's it...\But wearing clothes you aren't used to is kind of tiring.\Well, I don't know if I should say this, but you seem to be having a good time.\I'm glad you've made friends.\They aren't my friends.\What? But you look like you're having so much fun...\I'm sure you sometimes feel uncertain or troubled, but... response:	I wasn't having fun talking to them.
context: So that's it...\But wearing clothes you aren't used to is kind of tiring.\Well, I don't know if I should say this, but you seem to be having a good time.\I'm glad you've made friends.\They aren't my friends.\What? But you look like you're having so much fun...\I'm sure you sometimes feel uncertain or troubled, but...\I wasn't having fun talking to them. response:	They aren't like us People of the Land.
context: But wearing clothes you aren't used to is kind of tiring.\Well, I don't know if I should say this, but you seem to be having a good time.\I'm glad you've made friends.\They aren't my friends.\What? But you look like you're having so much fun...\I'm sure you sometimes feel uncertain or troubled, but...\I wasn't having fun talking to them.\They aren't like us People of the Land. response:	They're adventurers.
context: Well, I don't know if I should say this, but you seem to be having a good time.\I'm glad you've made friends.\They aren't my friends.\What? But you look like you're having so much fun...\I'm sure you sometimes feel uncertain or troubled, but...\I wasn't having fun talking to them.\They aren't like us People of the Land.\They're adventurers. response:	But you...
context: I'm glad you've made friends.\They aren't my friends.\What? But you look like you're having so much fun...\I'm sure you sometimes feel uncertain or troubled, but...\I wasn't having fun talking to them.\They aren't like us People of the Land.\They're adventurers.\But you... response:	The etiquette I've learned doesn't work with them.
context: They aren't my friends.\What? But you look like you're having so much fun...\I'm sure you sometimes feel uncertain or troubled, but...\I wasn't having fun talking to them.\They aren't like us People of the Land.\They're adventurers.\But you...\The etiquette I've learned doesn't work with them. response:	If you're having fun, you say you're having fun.
context: What? But you look like you're having so much fun...\I'm sure you sometimes feel uncertain or troubled, but...\I wasn't having fun talking to them.\They aren't like us People of the Land.\They're adventurers.\But you...\The etiquette I've learned doesn't work with them.\If you're having fun, you say you're having fun. response:	If you're sad, you say you're sad.
context: I'm sure you sometimes feel uncertain or troubled, but...\I wasn't having fun talking to them.\They aren't like us People of the Land.\They're adventurers.\But you...\The etiquette I've learned doesn't work with them.\If you're having fun, you say you're having fun.\If you're sad, you say you're sad. response:	If you're happy, you say you're happy.
context: I wasn't having fun talking to them.\They aren't like us People of the Land.\They're adventurers.\But you...\The etiquette I've learned doesn't work with them.\If you're having fun, you say you're having fun.\If you're sad, you say you're sad.\If you're happy, you say you're happy. response:	Otherwise, they won't know what you're feeling, so that's what I'm doing.
context: They aren't like us People of the Land.\They're adventurers.\But you...\The etiquette I've learned doesn't work with them.\If you're having fun, you say you're having fun.\If you're sad, you say you're sad.\If you're happy, you say you're happy.\Otherwise, they won't know what you're feeling, so that's what I'm doing. response:	Normally, I'm lazy, cowardly, and irresponsible.
context: They're adventurers.\But you...\The etiquette I've learned doesn't work with them.\If you're having fun, you say you're having fun.\If you're sad, you say you're sad.\If you're happy, you say you're happy.\Otherwise, they won't know what you're feeling, so that's what I'm doing.\Normally, I'm lazy, cowardly, and irresponsible. response:	I don't care about high society or nobility.
context: But you...\The etiquette I've learned doesn't work with them.\If you're having fun, you say you're having fun.\If you're sad, you say you're sad.\If you're happy, you say you're happy.\Otherwise, they won't know what you're feeling, so that's what I'm doing.\Normally, I'm lazy, cowardly, and irresponsible.\I don't care about high society or nobility. response:	That's just my job.
context: The etiquette I've learned doesn't work with them.\If you're having fun, you say you're having fun.\If you're sad, you say you're sad.\If you're happy, you say you're happy.\Otherwise, they won't know what you're feeling, so that's what I'm doing.\Normally, I'm lazy, cowardly, and irresponsible.\I don't care about high society or nobility.\That's just my job. response:	Maybe she can't be honest with herself because she's been expected to
context: If you're having fun, you say you're having fun.\If you're sad, you say you're sad.\If you're happy, you say you're happy.\Otherwise, they won't know what you're feeling, so that's what I'm doing.\Normally, I'm lazy, cowardly, and irresponsible.\I don't care about high society or nobility.\That's just my job.\Maybe she can't be honest with herself because she's been expected to response:	be a perfect lady since she was little.
context: If you're sad, you say you're sad.\If you're happy, you say you're happy.\Otherwise, they won't know what you're feeling, so that's what I'm doing.\Normally, I'm lazy, cowardly, and irresponsible.\I don't care about high society or nobility.\That's just my job.\Maybe she can't be honest with herself because she's been expected to\be a perfect lady since she was little. response:	But he's the one exception, isn't he?
context: If you're happy, you say you're happy.\Otherwise, they won't know what you're feeling, so that's what I'm doing.\Normally, I'm lazy, cowardly, and irresponsible.\I don't care about high society or nobility.\That's just my job.\Maybe she can't be honest with herself because she's been expected to\be a perfect lady since she was little.\But he's the one exception, isn't he? response:	Our march on the goblins is steadily raising the participants' levels.
context: Otherwise, they won't know what you're feeling, so that's what I'm doing.\Normally, I'm lazy, cowardly, and irresponsible.\I don't care about high society or nobility.\That's just my job.\Maybe she can't be honest with herself because she's been expected to\be a perfect lady since she was little.\But he's the one exception, isn't he?\Our march on the goblins is steadily raising the participants' levels. response:	If we keep fighting like this until spring,
context: Normally, I'm lazy, cowardly, and irresponsible.\I don't care about high society or nobility.\That's just my job.\Maybe she can't be honest with herself because she's been expected to\be a perfect lady since she was little.\But he's the one exception, isn't he?\Our march on the goblins is steadily raising the participants' levels.\If we keep fighting like this until spring, response:	they'll be a powerful force when they return to Akihabara.
context: I don't care about high society or nobility.\That's just my job.\Maybe she can't be honest with herself because she's been expected to\be a perfect lady since she was little.\But he's the one exception, isn't he?\Our march on the goblins is steadily raising the participants' levels.\If we keep fighting like this until spring,\they'll be a powerful force when they return to Akihabara. response:	My lord?
context: That's just my job.\Maybe she can't be honest with herself because she's been expected to\be a perfect lady since she was little.\But he's the one exception, isn't he?\Our march on the goblins is steadily raising the participants' levels.\If we keep fighting like this until spring,\they'll be a powerful force when they return to Akihabara.\My lord? response:	Hm? Oh, yes.
context: Maybe she can't be honest with herself because she's been expected to\be a perfect lady since she was little.\But he's the one exception, isn't he?\Our march on the goblins is steadily raising the participants' levels.\If we keep fighting like this until spring,\they'll be a powerful force when they return to Akihabara.\My lord?\Hm? Oh, yes. response:	Are you bored?
context: be a perfect lady since she was little.\But he's the one exception, isn't he?\Our march on the goblins is steadily raising the participants' levels.\If we keep fighting like this until spring,\they'll be a powerful force when they return to Akihabara.\My lord?\Hm? Oh, yes.\Are you bored? response:	Do you want a new toy or something?
context: But he's the one exception, isn't he?\Our march on the goblins is steadily raising the participants' levels.\If we keep fighting like this until spring,\they'll be a powerful force when they return to Akihabara.\My lord?\Hm? Oh, yes.\Are you bored?\Do you want a new toy or something? response:	Of course not.
context: Our march on the goblins is steadily raising the participants' levels.\If we keep fighting like this until spring,\they'll be a powerful force when they return to Akihabara.\My lord?\Hm? Oh, yes.\Are you bored?\Do you want a new toy or something?\Of course not. response:	If there's any change, let me know.
context: If we keep fighting like this until spring,\they'll be a powerful force when they return to Akihabara.\My lord?\Hm? Oh, yes.\Are you bored?\Do you want a new toy or something?\Of course not.\If there's any change, let me know. response:	He's so easy to read.
context: they'll be a powerful force when they return to Akihabara.\My lord?\Hm? Oh, yes.\Are you bored?\Do you want a new toy or something?\Of course not.\If there's any change, let me know.\He's so easy to read. response:	Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes
context: My lord?\Hm? Oh, yes.\Are you bored?\Do you want a new toy or something?\Of course not.\If there's any change, let me know.\He's so easy to read.\Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes response:	What shall we do about the ambrosia?
context: Hm? Oh, yes.\Are you bored?\Do you want a new toy or something?\Of course not.\If there's any change, let me know.\He's so easy to read.\Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes\What shall we do about the ambrosia? response:	Keep it going.
context: Are you bored?\Do you want a new toy or something?\Of course not.\If there's any change, let me know.\He's so easy to read.\Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes\What shall we do about the ambrosia?\Keep it going. response:	Roderic...
context: Do you want a new toy or something?\Of course not.\If there's any change, let me know.\He's so easy to read.\Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes\What shall we do about the ambrosia?\Keep it going.\Roderic... response:	It's already night.
context: Of course not.\If there's any change, let me know.\He's so easy to read.\Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes\What shall we do about the ambrosia?\Keep it going.\Roderic...\It's already night. response:	What?
context: If there's any change, let me know.\He's so easy to read.\Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes\What shall we do about the ambrosia?\Keep it going.\Roderic...\It's already night.\What? response:	That's strange.
context: He's so easy to read.\Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes\What shall we do about the ambrosia?\Keep it going.\Roderic...\It's already night.\What?\That's strange. response:	I thought it wasn't even noon yet.
context: Roderic Labs Japan Server Akihabara Separate Zone/ No Monsters PVP Permitted Entry Restrictions/ Yes Exit Restrictions/ Yes\What shall we do about the ambrosia?\Keep it going.\Roderic...\It's already night.\What?\That's strange.\I thought it wasn't even noon yet. response:	Even if you skip lunch, night will still come.
context: What shall we do about the ambrosia?\Keep it going.\Roderic...\It's already night.\What?\That's strange.\I thought it wasn't even noon yet.\Even if you skip lunch, night will still come. response:	I have several matters to discuss with you.
context: Keep it going.\Roderic...\It's already night.\What?\That's strange.\I thought it wasn't even noon yet.\Even if you skip lunch, night will still come.\I have several matters to discuss with you. response:	How about joining me for lunch?
context: Roderic...\It's already night.\What?\That's strange.\I thought it wasn't even noon yet.\Even if you skip lunch, night will still come.\I have several matters to discuss with you.\How about joining me for lunch? response:	I told you, it's night now.
context: It's already night.\What?\That's strange.\I thought it wasn't even noon yet.\Even if you skip lunch, night will still come.\I have several matters to discuss with you.\How about joining me for lunch?\I told you, it's night now. response:	Then let's get some ramen.
context: What?\That's strange.\I thought it wasn't even noon yet.\Even if you skip lunch, night will still come.\I have several matters to discuss with you.\How about joining me for lunch?\I told you, it's night now.\Then let's get some ramen. response:	Oh, all right.
context: That's strange.\I thought it wasn't even noon yet.\Even if you skip lunch, night will still come.\I have several matters to discuss with you.\How about joining me for lunch?\I told you, it's night now.\Then let's get some ramen.\Oh, all right. response:	Here you go!
context: I thought it wasn't even noon yet.\Even if you skip lunch, night will still come.\I have several matters to discuss with you.\How about joining me for lunch?\I told you, it's night now.\Then let's get some ramen.\Oh, all right.\Here you go! response:	Ramen
context: Even if you skip lunch, night will still come.\I have several matters to discuss with you.\How about joining me for lunch?\I told you, it's night now.\Then let's get some ramen.\Oh, all right.\Here you go!\Ramen response:	How's progress with the list I asked you for?
context: I have several matters to discuss with you.\How about joining me for lunch?\I told you, it's night now.\Then let's get some ramen.\Oh, all right.\Here you go!\Ramen\How's progress with the list I asked you for? response:	You need high-end phantasm- and treasure-class items...
context: How about joining me for lunch?\I told you, it's night now.\Then let's get some ramen.\Oh, all right.\Here you go!\Ramen\How's progress with the list I asked you for?\You need high-end phantasm- and treasure-class items... response:	And quite a lot of them.
context: I told you, it's night now.\Then let's get some ramen.\Oh, all right.\Here you go!\Ramen\How's progress with the list I asked you for?\You need high-end phantasm- and treasure-class items...\And quite a lot of them. response:	But why include the flavor text?
context: Then let's get some ramen.\Oh, all right.\Here you go!\Ramen\How's progress with the list I asked you for?\You need high-end phantasm- and treasure-class items...\And quite a lot of them.\But why include the flavor text? response:	There's some reason, I assume.
context: Oh, all right.\Here you go!\Ramen\How's progress with the list I asked you for?\You need high-end phantasm- and treasure-class items...\And quite a lot of them.\But why include the flavor text?\There's some reason, I assume. response:	Well, I understand that we're the right people to come to.
context: Here you go!\Ramen\How's progress with the list I asked you for?\You need high-end phantasm- and treasure-class items...\And quite a lot of them.\But why include the flavor text?\There's some reason, I assume.\Well, I understand that we're the right people to come to. response:	We can work out a way to finance the research funds,
