context: Signs response:	Point
context: What's that?\I'm engaged in communications with the other side of the Ethereal Horizon.\Where did you find that? It's quite unusual.\I found it last year.\I attempted to move it to my current base,\but the Priestess denied me permission.\No surprise there.\What's wrong? response:	With?
context: I'm engaged in communications with the other side of the Ethereal Horizon.\Where did you find that? It's quite unusual.\I found it last year.\I attempted to move it to my current base,\but the Priestess denied me permission.\No surprise there.\What's wrong?\With? response:	Oh, well. Let me say it in your language.
context: Where did you find that? It's quite unusual.\I found it last year.\I attempted to move it to my current base,\but the Priestess denied me permission.\No surprise there.\What's wrong?\With?\Oh, well. Let me say it in your language. response:	I sense an unusual aura around here. What is it?
context: I found it last year.\I attempted to move it to my current base,\but the Priestess denied me permission.\No surprise there.\What's wrong?\With?\Oh, well. Let me say it in your language.\I sense an unusual aura around here. What is it? response:	This isn't a real base of mine either.
context: I attempted to move it to my current base,\but the Priestess denied me permission.\No surprise there.\What's wrong?\With?\Oh, well. Let me say it in your language.\I sense an unusual aura around here. What is it?\This isn't a real base of mine either. response:	I used it only because of the Overseers.
context: but the Priestess denied me permission.\No surprise there.\What's wrong?\With?\Oh, well. Let me say it in your language.\I sense an unusual aura around here. What is it?\This isn't a real base of mine either.\I used it only because of the Overseers. response:	Two years ago...
context: No surprise there.\What's wrong?\With?\Oh, well. Let me say it in your language.\I sense an unusual aura around here. What is it?\This isn't a real base of mine either.\I used it only because of the Overseers.\Two years ago... response:	I was brought here.
context: What's wrong?\With?\Oh, well. Let me say it in your language.\I sense an unusual aura around here. What is it?\This isn't a real base of mine either.\I used it only because of the Overseers.\Two years ago...\I was brought here. response:	Two years ago?
context: With?\Oh, well. Let me say it in your language.\I sense an unusual aura around here. What is it?\This isn't a real base of mine either.\I used it only because of the Overseers.\Two years ago...\I was brought here.\Two years ago? response:	A lone house where nothing ever happens.
context: Oh, well. Let me say it in your language.\I sense an unusual aura around here. What is it?\This isn't a real base of mine either.\I used it only because of the Overseers.\Two years ago...\I was brought here.\Two years ago?\A lone house where nothing ever happens. response:	However, there's a barrier here that negates the existence of the Ethereal Horizon.
context: I sense an unusual aura around here. What is it?\This isn't a real base of mine either.\I used it only because of the Overseers.\Two years ago...\I was brought here.\Two years ago?\A lone house where nothing ever happens.\However, there's a barrier here that negates the existence of the Ethereal Horizon. response:	Mental assaults and pressure were extensive.
context: This isn't a real base of mine either.\I used it only because of the Overseers.\Two years ago...\I was brought here.\Two years ago?\A lone house where nothing ever happens.\However, there's a barrier here that negates the existence of the Ethereal Horizon.\Mental assaults and pressure were extensive. response:	That's why I ran away.
context: I used it only because of the Overseers.\Two years ago...\I was brought here.\Two years ago?\A lone house where nothing ever happens.\However, there's a barrier here that negates the existence of the Ethereal Horizon.\Mental assaults and pressure were extensive.\That's why I ran away. response:	I don't really get it, but does that mean something happened?
context: Two years ago...\I was brought here.\Two years ago?\A lone house where nothing ever happens.\However, there's a barrier here that negates the existence of the Ethereal Horizon.\Mental assaults and pressure were extensive.\That's why I ran away.\I don't really get it, but does that mean something happened? response:	To break down this barrier, I needed...
context: I was brought here.\Two years ago?\A lone house where nothing ever happens.\However, there's a barrier here that negates the existence of the Ethereal Horizon.\Mental assaults and pressure were extensive.\That's why I ran away.\I don't really get it, but does that mean something happened?\To break down this barrier, I needed... response:	the power of the Wicked Eye.
context: Two years ago?\A lone house where nothing ever happens.\However, there's a barrier here that negates the existence of the Ethereal Horizon.\Mental assaults and pressure were extensive.\That's why I ran away.\I don't really get it, but does that mean something happened?\To break down this barrier, I needed...\the power of the Wicked Eye. response:	Are you in there?
context: A lone house where nothing ever happens.\However, there's a barrier here that negates the existence of the Ethereal Horizon.\Mental assaults and pressure were extensive.\That's why I ran away.\I don't really get it, but does that mean something happened?\To break down this barrier, I needed...\the power of the Wicked Eye.\Are you in there? response:	Yes.
context: However, there's a barrier here that negates the existence of the Ethereal Horizon.\Mental assaults and pressure were extensive.\That's why I ran away.\I don't really get it, but does that mean something happened?\To break down this barrier, I needed...\the power of the Wicked Eye.\Are you in there?\Yes. response:	Are you going this year?
context: Mental assaults and pressure were extensive.\That's why I ran away.\I don't really get it, but does that mean something happened?\To break down this barrier, I needed...\the power of the Wicked Eye.\Are you in there?\Yes.\Are you going this year? response:	I'll leave your luggage here.
context: That's why I ran away.\I don't really get it, but does that mean something happened?\To break down this barrier, I needed...\the power of the Wicked Eye.\Are you in there?\Yes.\Are you going this year?\I'll leave your luggage here. response:	Also, your friends are going to the beach.
context: I don't really get it, but does that mean something happened?\To break down this barrier, I needed...\the power of the Wicked Eye.\Are you in there?\Yes.\Are you going this year?\I'll leave your luggage here.\Also, your friends are going to the beach. response:	Please don't make them worry.
context: To break down this barrier, I needed...\the power of the Wicked Eye.\Are you in there?\Yes.\Are you going this year?\I'll leave your luggage here.\Also, your friends are going to the beach.\Please don't make them worry. response:	That's quite the bikini, Forest Summer!
context: the power of the Wicked Eye.\Are you in there?\Yes.\Are you going this year?\I'll leave your luggage here.\Also, your friends are going to the beach.\Please don't make them worry.\That's quite the bikini, Forest Summer! response:	Seriously? Even your swimsuit is white?
context: Are you in there?\Yes.\Are you going this year?\I'll leave your luggage here.\Also, your friends are going to the beach.\Please don't make them worry.\That's quite the bikini, Forest Summer!\Seriously? Even your swimsuit is white? response:	This was the only one I had, so I thought I'd give it a try...
context: Yes.\Are you going this year?\I'll leave your luggage here.\Also, your friends are going to the beach.\Please don't make them worry.\That's quite the bikini, Forest Summer!\Seriously? Even your swimsuit is white?\This was the only one I had, so I thought I'd give it a try... response:	It's perfect!
context: Are you going this year?\I'll leave your luggage here.\Also, your friends are going to the beach.\Please don't make them worry.\That's quite the bikini, Forest Summer!\Seriously? Even your swimsuit is white?\This was the only one I had, so I thought I'd give it a try...\It's perfect! response:	Thanks.
context: I'll leave your luggage here.\Also, your friends are going to the beach.\Please don't make them worry.\That's quite the bikini, Forest Summer!\Seriously? Even your swimsuit is white?\This was the only one I had, so I thought I'd give it a try...\It's perfect!\Thanks. response:	You're annoying!
context: Also, your friends are going to the beach.\Please don't make them worry.\That's quite the bikini, Forest Summer!\Seriously? Even your swimsuit is white?\This was the only one I had, so I thought I'd give it a try...\It's perfect!\Thanks.\You're annoying! response:	My eyes! Seawater's blinding me!
context: Please don't make them worry.\That's quite the bikini, Forest Summer!\Seriously? Even your swimsuit is white?\This was the only one I had, so I thought I'd give it a try...\It's perfect!\Thanks.\You're annoying!\My eyes! Seawater's blinding me! response:	There's a monstrous kraken in this sea!
context: That's quite the bikini, Forest Summer!\Seriously? Even your swimsuit is white?\This was the only one I had, so I thought I'd give it a try...\It's perfect!\Thanks.\You're annoying!\My eyes! Seawater's blinding me!\There's a monstrous kraken in this sea! response:	We should test the power of our marine magical gear by bringing its death upon it!
context: Seriously? Even your swimsuit is white?\This was the only one I had, so I thought I'd give it a try...\It's perfect!\Thanks.\You're annoying!\My eyes! Seawater's blinding me!\There's a monstrous kraken in this sea!\We should test the power of our marine magical gear by bringing its death upon it! response:	Watch closely!
context: This was the only one I had, so I thought I'd give it a try...\It's perfect!\Thanks.\You're annoying!\My eyes! Seawater's blinding me!\There's a monstrous kraken in this sea!\We should test the power of our marine magical gear by bringing its death upon it!\Watch closely! response:	With that equipment, you get a 3.88 movement speed multiplier until you reach the water.
context: It's perfect!\Thanks.\You're annoying!\My eyes! Seawater's blinding me!\There's a monstrous kraken in this sea!\We should test the power of our marine magical gear by bringing its death upon it!\Watch closely!\With that equipment, you get a 3.88 movement speed multiplier until you reach the water. response:	You can move 3.88 times faster.
context: Thanks.\You're annoying!\My eyes! Seawater's blinding me!\There's a monstrous kraken in this sea!\We should test the power of our marine magical gear by bringing its death upon it!\Watch closely!\With that equipment, you get a 3.88 movement speed multiplier until you reach the water.\You can move 3.88 times faster. response:	What's wrong? Go on in!
context: You're annoying!\My eyes! Seawater's blinding me!\There's a monstrous kraken in this sea!\We should test the power of our marine magical gear by bringing its death upon it!\Watch closely!\With that equipment, you get a 3.88 movement speed multiplier until you reach the water.\You can move 3.88 times faster.\What's wrong? Go on in! response:	I'll remember this!
context: My eyes! Seawater's blinding me!\There's a monstrous kraken in this sea!\We should test the power of our marine magical gear by bringing its death upon it!\Watch closely!\With that equipment, you get a 3.88 movement speed multiplier until you reach the water.\You can move 3.88 times faster.\What's wrong? Go on in!\I'll remember this! response:	She's really fast!
context: There's a monstrous kraken in this sea!\We should test the power of our marine magical gear by bringing its death upon it!\Watch closely!\With that equipment, you get a 3.88 movement speed multiplier until you reach the water.\You can move 3.88 times faster.\What's wrong? Go on in!\I'll remember this!\She's really fast! response:	We should go swimming too!
context: We should test the power of our marine magical gear by bringing its death upon it!\Watch closely!\With that equipment, you get a 3.88 movement speed multiplier until you reach the water.\You can move 3.88 times faster.\What's wrong? Go on in!\I'll remember this!\She's really fast!\We should go swimming too! response:	Kumin!
context: Watch closely!\With that equipment, you get a 3.88 movement speed multiplier until you reach the water.\You can move 3.88 times faster.\What's wrong? Go on in!\I'll remember this!\She's really fast!\We should go swimming too!\Kumin! response:	She's asleep!
context: With that equipment, you get a 3.88 movement speed multiplier until you reach the water.\You can move 3.88 times faster.\What's wrong? Go on in!\I'll remember this!\She's really fast!\We should go swimming too!\Kumin!\She's asleep! response:	You haven't talked much, ha
context: You can move 3.88 times faster.\What's wrong? Go on in!\I'll remember this!\She's really fast!\We should go swimming too!\Kumin!\She's asleep!\You haven't talked much, ha response:	What?
context: What's wrong? Go on in!\I'll remember this!\She's really fast!\We should go swimming too!\Kumin!\She's asleep!\You haven't talked much, ha\What? response:	Sic'em, Cerberus!
context: I'll remember this!\She's really fast!\We should go swimming too!\Kumin!\She's asleep!\You haven't talked much, ha\What?\Sic'em, Cerberus! response:	Why are you listening to her?!
context: She's really fast!\We should go swimming too!\Kumin!\She's asleep!\You haven't talked much, ha\What?\Sic'em, Cerberus!\Why are you listening to her?! response:	I won't forget this!
context: We should go swimming too!\Kumin!\She's asleep!\You haven't talked much, ha\What?\Sic'em, Cerberus!\Why are you listening to her?!\I won't forget this! response:	Yuuta!
context: Kumin!\She's asleep!\You haven't talked much, ha\What?\Sic'em, Cerberus!\Why are you listening to her?!\I won't forget this!\Yuuta! response:	Hey, why are you following me around? Stop it!
context: She's asleep!\You haven't talked much, ha\What?\Sic'em, Cerberus!\Why are you listening to her?!\I won't forget this!\Yuuta!\Hey, why are you following me around? Stop it! response:	Hey! Hey!
context: You haven't talked much, ha\What?\Sic'em, Cerberus!\Why are you listening to her?!\I won't forget this!\Yuuta!\Hey, why are you following me around? Stop it!\Hey! Hey! response:	What's this supposed to mean?
context: What?\Sic'em, Cerberus!\Why are you listening to her?!\I won't forget this!\Yuuta!\Hey, why are you following me around? Stop it!\Hey! Hey!\What's this supposed to mean? response:	Yuuta, hurry!
context: Sic'em, Cerberus!\Why are you listening to her?!\I won't forget this!\Yuuta!\Hey, why are you following me around? Stop it!\Hey! Hey!\What's this supposed to mean?\Yuuta, hurry! response:	What's that?
context: Why are you listening to her?!\I won't forget this!\Yuuta!\Hey, why are you following me around? Stop it!\Hey! Hey!\What's this supposed to mean?\Yuuta, hurry!\What's that? response:	Rad Zwei, the Hell Brown.
context: I won't forget this!\Yuuta!\Hey, why are you following me around? Stop it!\Hey! Hey!\What's this supposed to mean?\Yuuta, hurry!\What's that?\Rad Zwei, the Hell Brown. response:	I couldn't care less about its name.
context: Yuuta!\Hey, why are you following me around? Stop it!\Hey! Hey!\What's this supposed to mean?\Yuuta, hurry!\What's that?\Rad Zwei, the Hell Brown.\I couldn't care less about its name. response:	It's time we traveled to the Ethereal Horizon's cluster point.
context: Hey, why are you following me around? Stop it!\Hey! Hey!\What's this supposed to mean?\Yuuta, hurry!\What's that?\Rad Zwei, the Hell Brown.\I couldn't care less about its name.\It's time we traveled to the Ethereal Horizon's cluster point. response:	Get on.
context: Hey! Hey!\What's this supposed to mean?\Yuuta, hurry!\What's that?\Rad Zwei, the Hell Brown.\I couldn't care less about its name.\It's time we traveled to the Ethereal Horizon's cluster point.\Get on. response:	Dressed like this?
context: What's this supposed to mean?\Yuuta, hurry!\What's that?\Rad Zwei, the Hell Brown.\I couldn't care less about its name.\It's time we traveled to the Ethereal Horizon's cluster point.\Get on.\Dressed like this? response:	This camouflage is necessary to escape the Priestess's watchful eyes.
context: Yuuta, hurry!\What's that?\Rad Zwei, the Hell Brown.\I couldn't care less about its name.\It's time we traveled to the Ethereal Horizon's cluster point.\Get on.\Dressed like this?\This camouflage is necessary to escape the Priestess's watchful eyes. response:	I knew it.
context: What's that?\Rad Zwei, the Hell Brown.\I couldn't care less about its name.\It's time we traveled to the Ethereal Horizon's cluster point.\Get on.\Dressed like this?\This camouflage is necessary to escape the Priestess's watchful eyes.\I knew it. response:	Hey!
context: Rad Zwei, the Hell Brown.\I couldn't care less about its name.\It's time we traveled to the Ethereal Horizon's cluster point.\Get on.\Dressed like this?\This camouflage is necessary to escape the Priestess's watchful eyes.\I knew it.\Hey! response:	So it comes down to this?
context: I couldn't care less about its name.\It's time we traveled to the Ethereal Horizon's cluster point.\Get on.\Dressed like this?\This camouflage is necessary to escape the Priestess's watchful eyes.\I knew it.\Hey!\So it comes down to this? response:	Togashi Yuuta!
context: It's time we traveled to the Ethereal Horizon's cluster point.\Get on.\Dressed like this?\This camouflage is necessary to escape the Priestess's watchful eyes.\I knew it.\Hey!\So it comes down to this?\Togashi Yuuta! response:	Yes?
context: Get on.\Dressed like this?\This camouflage is necessary to escape the Priestess's watchful eyes.\I knew it.\Hey!\So it comes down to this?\Togashi Yuuta!\Yes? response:	Go with her.
context: Dressed like this?\This camouflage is necessary to escape the Priestess's watchful eyes.\I knew it.\Hey!\So it comes down to this?\Togashi Yuuta!\Yes?\Go with her. response:	Where to?
context: This camouflage is necessary to escape the Priestess's watchful eyes.\I knew it.\Hey!\So it comes down to this?\Togashi Yuuta!\Yes?\Go with her.\Where to? response:	To her father.
context: I knew it.\Hey!\So it comes down to this?\Togashi Yuuta!\Yes?\Go with her.\Where to?\To her father. response:	My whole body aches like death!
context: Hey!\So it comes down to this?\Togashi Yuuta!\Yes?\Go with her.\Where to?\To her father.\My whole body aches like death! response:	That sacred light got the better of me!
context: So it comes down to this?\Togashi Yuuta!\Yes?\Go with her.\Where to?\To her father.\My whole body aches like death!\That sacred light got the better of me! response:	That's because you went running around all day
context: Togashi Yuuta!\Yes?\Go with her.\Where to?\To her father.\My whole body aches like death!\That sacred light got the better of me!\That's because you went running around all day response:	without even putting any sunscreen on.
context: Yes?\Go with her.\Where to?\To her father.\My whole body aches like death!\That sacred light got the better of me!\That's because you went running around all day\without even putting any sunscreen on. response:	But at least my Black Seal is now complete!
context: Go with her.\Where to?\To her father.\My whole body aches like death!\That sacred light got the better of me!\That's because you went running around all day\without even putting any sunscreen on.\But at least my Black Seal is now complete! response:	Whoa, lame.
context: Where to?\To her father.\My whole body aches like death!\That sacred light got the better of me!\That's because you went running around all day\without even putting any sunscreen on.\But at least my Black Seal is now complete!\Whoa, lame. response:	They said we should eat this together.
context: To her father.\My whole body aches like death!\That sacred light got the better of me!\That's because you went running around all day\without even putting any sunscreen on.\But at least my Black Seal is now complete!\Whoa, lame.\They said we should eat this together. response:	What's that?
context: My whole body aches like death!\That sacred light got the better of me!\That's because you went running around all day\without even putting any sunscreen on.\But at least my Black Seal is now complete!\Whoa, lame.\They said we should eat this together.\What's that? response:	Perfect, isn't it?
context: That sacred light got the better of me!\That's because you went running around all day\without even putting any sunscreen on.\But at least my Black Seal is now complete!\Whoa, lame.\They said we should eat this together.\What's that?\Perfect, isn't it? response:	It sure is.
context: That's because you went running around all day\without even putting any sunscreen on.\But at least my Black Seal is now complete!\Whoa, lame.\They said we should eat this together.\What's that?\Perfect, isn't it?\It sure is. response:	It was exactly three years ago.
context: without even putting any sunscreen on.\But at least my Black Seal is now complete!\Whoa, lame.\They said we should eat this together.\What's that?\Perfect, isn't it?\It sure is.\It was exactly three years ago. response:	Rikka was so little, Dad didn't want to tell her.
context: But at least my Black Seal is now complete!\Whoa, lame.\They said we should eat this together.\What's that?\Perfect, isn't it?\It sure is.\It was exactly three years ago.\Rikka was so little, Dad didn't want to tell her. response:	So for her, he passed away suddenly and without warning.
context: Whoa, lame.\They said we should eat this together.\What's that?\Perfect, isn't it?\It sure is.\It was exactly three years ago.\Rikka was so little, Dad didn't want to tell her.\So for her, he passed away suddenly and without warning. response:	It's probably because of that that she still doesn't even try to accept his death.
context: They said we should eat this together.\What's that?\Perfect, isn't it?\It sure is.\It was exactly three years ago.\Rikka was so little, Dad didn't want to tell her.\So for her, he passed away suddenly and without warning.\It's probably because of that that she still doesn't even try to accept his death. response:	She stubbornly refuses to come here.
context: What's that?\Perfect, isn't it?\It sure is.\It was exactly three years ago.\Rikka was so little, Dad didn't want to tell her.\So for her, he passed away suddenly and without warning.\It's probably because of that that she still doesn't even try to accept his death.\She stubbornly refuses to come here. response:	Come on, Mommy!
context: Perfect, isn't it?\It sure is.\It was exactly three years ago.\Rikka was so little, Dad didn't want to tell her.\So for her, he passed away suddenly and without warning.\It's probably because of that that she still doesn't even try to accept his death.\She stubbornly refuses to come here.\Come on, Mommy! response:	And your mother?
context: It sure is.\It was exactly three years ago.\Rikka was so little, Dad didn't want to tell her.\So for her, he passed away suddenly and without warning.\It's probably because of that that she still doesn't even try to accept his death.\She stubbornly refuses to come here.\Come on, Mommy!\And your mother? response:	She left us with Dad's family.
context: It was exactly three years ago.\Rikka was so little, Dad didn't want to tell her.\So for her, he passed away suddenly and without warning.\It's probably because of that that she still doesn't even try to accept his death.\She stubbornly refuses to come here.\Come on, Mommy!\And your mother?\She left us with Dad's family. response:	Grandpa's a really serious man,
context: Rikka was so little, Dad didn't want to tell her.\So for her, he passed away suddenly and without warning.\It's probably because of that that she still doesn't even try to accept his death.\She stubbornly refuses to come here.\Come on, Mommy!\And your mother?\She left us with Dad's family.\Grandpa's a really serious man, response:	so he couldn't accept Rikka no matter what.
context: So for her, he passed away suddenly and without warning.\It's probably because of that that she still doesn't even try to accept his death.\She stubbornly refuses to come here.\Come on, Mommy!\And your mother?\She left us with Dad's family.\Grandpa's a really serious man,\so he couldn't accept Rikka no matter what. response:	I had to leave because of my work as well,
context: It's probably because of that that she still doesn't even try to accept his death.\She stubbornly refuses to come here.\Come on, Mommy!\And your mother?\She left us with Dad's family.\Grandpa's a really serious man,\so he couldn't accept Rikka no matter what.\I had to leave because of my work as well, response:	so for the past two years, nothing's changed.
context: She stubbornly refuses to come here.\Come on, Mommy!\And your mother?\She left us with Dad's family.\Grandpa's a really serious man,\so he couldn't accept Rikka no matter what.\I had to leave because of my work as well,\so for the past two years, nothing's changed. response:	I must find the Ethereal Horizon. No matter what.
context: Come on, Mommy!\And your mother?\She left us with Dad's family.\Grandpa's a really serious man,\so he couldn't accept Rikka no matter what.\I had to leave because of my work as well,\so for the past two years, nothing's changed.\I must find the Ethereal Horizon. No matter what. response:	To overcome this barrier, I needed
context: And your mother?\She left us with Dad's family.\Grandpa's a really serious man,\so he couldn't accept Rikka no matter what.\I had to leave because of my work as well,\so for the past two years, nothing's changed.\I must find the Ethereal Horizon. No matter what.\To overcome this barrier, I needed response:	the power of the Wicked Eye.
context: She left us with Dad's family.\Grandpa's a really serious man,\so he couldn't accept Rikka no matter what.\I had to leave because of my work as well,\so for the past two years, nothing's changed.\I must find the Ethereal Horizon. No matter what.\To overcome this barrier, I needed\the power of the Wicked Eye. response:	Amazing!
context: Grandpa's a really serious man,\so he couldn't accept Rikka no matter what.\I had to leave because of my work as well,\so for the past two years, nothing's changed.\I must find the Ethereal Horizon. No matter what.\To overcome this barrier, I needed\the power of the Wicked Eye.\Amazing! response:	You made all this, Tooka?
context: so he couldn't accept Rikka no matter what.\I had to leave because of my work as well,\so for the past two years, nothing's changed.\I must find the Ethereal Horizon. No matter what.\To overcome this barrier, I needed\the power of the Wicked Eye.\Amazing!\You made all this, Tooka? response:	It's what I do for a living, after all.
context: I had to leave because of my work as well,\so for the past two years, nothing's changed.\I must find the Ethereal Horizon. No matter what.\To overcome this barrier, I needed\the power of the Wicked Eye.\Amazing!\You made all this, Tooka?\It's what I do for a living, after all. response:	Now that you mention it, Takanashi's boxed lunches always look delicious!
context: so for the past two years, nothing's changed.\I must find the Ethereal Horizon. No matter what.\To overcome this barrier, I needed\the power of the Wicked Eye.\Amazing!\You made all this, Tooka?\It's what I do for a living, after all.\Now that you mention it, Takanashi's boxed lunches always look delicious! response:	Yeah! They've been the talk of our class!
context: I must find the Ethereal Horizon. No matter what.\To overcome this barrier, I needed\the power of the Wicked Eye.\Amazing!\You made all this, Tooka?\It's what I do for a living, after all.\Now that you mention it, Takanashi's boxed lunches always look delicious!\Yeah! They've been the talk of our class! response:	You work in such a great restaurant! I'm jealous of Rikka!
context: To overcome this barrier, I needed\the power of the Wicked Eye.\Amazing!\You made all this, Tooka?\It's what I do for a living, after all.\Now that you mention it, Takanashi's boxed lunches always look delicious!\Yeah! They've been the talk of our class!\You work in such a great restaurant! I'm jealous of Rikka! response:	Really?
context: the power of the Wicked Eye.\Amazing!\You made all this, Tooka?\It's what I do for a living, after all.\Now that you mention it, Takanashi's boxed lunches always look delicious!\Yeah! They've been the talk of our class!\You work in such a great restaurant! I'm jealous of Rikka!\Really? response:	I can't wait!
context: Amazing!\You made all this, Tooka?\It's what I do for a living, after all.\Now that you mention it, Takanashi's boxed lunches always look delicious!\Yeah! They've been the talk of our class!\You work in such a great restaurant! I'm jealous of Rikka!\Really?\I can't wait! response:	Let's eat!
context: You made all this, Tooka?\It's what I do for a living, after all.\Now that you mention it, Takanashi's boxed lunches always look delicious!\Yeah! They've been the talk of our class!\You work in such a great restaurant! I'm jealous of Rikka!\Really?\I can't wait!\Let's eat! response:	Let's!
context: It's what I do for a living, after all.\Now that you mention it, Takanashi's boxed lunches always look delicious!\Yeah! They've been the talk of our class!\You work in such a great restaurant! I'm jealous of Rikka!\Really?\I can't wait!\Let's eat!\Let's! response:	This has cheese, deathn't it?!
context: Now that you mention it, Takanashi's boxed lunches always look delicious!\Yeah! They've been the talk of our class!\You work in such a great restaurant! I'm jealous of Rikka!\Really?\I can't wait!\Let's eat!\Let's!\This has cheese, deathn't it?! response:	You hate cheese too?
context: Yeah! They've been the talk of our class!\You work in such a great restaurant! I'm jealous of Rikka!\Really?\I can't wait!\Let's eat!\Let's!\This has cheese, deathn't it?!\You hate cheese too? response:	Who could eat that stuff? It stinks like dirty rags!
context: You work in such a great restaurant! I'm jealous of Rikka!\Really?\I can't wait!\Let's eat!\Let's!\This has cheese, deathn't it?!\You hate cheese too?\Who could eat that stuff? It stinks like dirty rags! response:	It's made of milk! Rotten milk!
context: Really?\I can't wait!\Let's eat!\Let's!\This has cheese, deathn't it?!\You hate cheese too?\Who could eat that stuff? It stinks like dirty rags!\It's made of milk! Rotten milk! response:	How could it be any worse?!
context: I can't wait!\Let's eat!\Let's!\This has cheese, deathn't it?!\You hate cheese too?\Who could eat that stuff? It stinks like dirty rags!\It's made of milk! Rotten milk!\How could it be any worse?! response:	Eat it.
context: Let's eat!\Let's!\This has cheese, deathn't it?!\You hate cheese too?\Who could eat that stuff? It stinks like dirty rags!\It's made of milk! Rotten milk!\How could it be any worse?!\Eat it. response:	Eat it.
context: Let's!\This has cheese, deathn't it?!\You hate cheese too?\Who could eat that stuff? It stinks like dirty rags!\It's made of milk! Rotten milk!\How could it be any worse?!\Eat it.\Eat it. response:	M-Milk...
context: This has cheese, deathn't it?!\You hate cheese too?\Who could eat that stuff? It stinks like dirty rags!\It's made of milk! Rotten milk!\How could it be any worse?!\Eat it.\Eat it.\M-Milk... response:	Eat it.
context: You hate cheese too?\Who could eat that stuff? It stinks like dirty rags!\It's made of milk! Rotten milk!\How could it be any worse?!\Eat it.\Eat it.\M-Milk...\Eat it. response:	Yessir...
context: Who could eat that stuff? It stinks like dirty rags!\It's made of milk! Rotten milk!\How could it be any worse?!\Eat it.\Eat it.\M-Milk...\Eat it.\Yessir... response:	You're a hero, Deko!
context: It's made of milk! Rotten milk!\How could it be any worse?!\Eat it.\Eat it.\M-Milk...\Eat it.\Yessir...\You're a hero, Deko! response:	I should've expected this from the Priestess even my Master fears!
context: How could it be any worse?!\Eat it.\Eat it.\M-Milk...\Eat it.\Yessir...\You're a hero, Deko!\I should've expected this from the Priestess even my Master fears! response:	Her powers of commandment are amazing!
context: Eat it.\Eat it.\M-Milk...\Eat it.\Yessir...\You're a hero, Deko!\I should've expected this from the Priestess even my Master fears!\Her powers of commandment are amazing! response:	That reminds me, where's Rikka?
context: Eat it.\M-Milk...\Eat it.\Yessir...\You're a hero, Deko!\I should've expected this from the Priestess even my Master fears!\Her powers of commandment are amazing!\That reminds me, where's Rikka? response:	I'll go take a look for her.
context: M-Milk...\Eat it.\Yessir...\You're a hero, Deko!\I should've expected this from the Priestess even my Master fears!\Her powers of commandment are amazing!\That reminds me, where's Rikka?\I'll go take a look for her. response:	Is she not well?
context: Eat it.\Yessir...\You're a hero, Deko!\I should've expected this from the Priestess even my Master fears!\Her powers of commandment are amazing!\That reminds me, where's Rikka?\I'll go take a look for her.\Is she not well? response:	Uh, well...
context: Yessir...\You're a hero, Deko!\I should've expected this from the Priestess even my Master fears!\Her powers of commandment are amazing!\That reminds me, where's Rikka?\I'll go take a look for her.\Is she not well?\Uh, well... response:	Are you there?
context: You're a hero, Deko!\I should've expected this from the Priestess even my Master fears!\Her powers of commandment are amazing!\That reminds me, where's Rikka?\I'll go take a look for her.\Is she not well?\Uh, well...\Are you there? response:	What's the password?
context: I should've expected this from the Priestess even my Master fears!\Her powers of commandment are amazing!\That reminds me, where's Rikka?\I'll go take a look for her.\Is she not well?\Uh, well...\Are you there?\What's the password? response:	The Wicked Eye is the strongest.
context: Her powers of commandment are amazing!\That reminds me, where's Rikka?\I'll go take a look for her.\Is she not well?\Uh, well...\Are you there?\What's the password?\The Wicked Eye is the strongest. response:	Wrong.
context: That reminds me, where's Rikka?\I'll go take a look for her.\Is she not well?\Uh, well...\Are you there?\What's the password?\The Wicked Eye is the strongest.\Wrong. response:	Wrong?!
context: I'll go take a look for her.\Is she not well?\Uh, well...\Are you there?\What's the password?\The Wicked Eye is the strongest.\Wrong.\Wrong?! response:	It seems you have suffered the Priestess's mental assaults.
context: Is she not well?\Uh, well...\Are you there?\What's the password?\The Wicked Eye is the strongest.\Wrong.\Wrong?!\It seems you have suffered the Priestess's mental assaults. response:	You aren't yourself anymore.
context: Uh, well...\Are you there?\What's the password?\The Wicked Eye is the strongest.\Wrong.\Wrong?!\It seems you have suffered the Priestess's mental assaults.\You aren't yourself anymore. response:	So that's what you feared?
context: Are you there?\What's the password?\The Wicked Eye is the strongest.\Wrong.\Wrong?!\It seems you have suffered the Priestess's mental assaults.\You aren't yourself anymore.\So that's what you feared? response:	Well, rest at ease. I'm still the former Dark Flame Master, you know.
context: What's the password?\The Wicked Eye is the strongest.\Wrong.\Wrong?!\It seems you have suffered the Priestess's mental assaults.\You aren't yourself anymore.\So that's what you feared?\Well, rest at ease. I'm still the former Dark Flame Master, you know. response:	Are you okay with this? I thought you wanted to look for the Ethereal Horizon.
context: The Wicked Eye is the strongest.\Wrong.\Wrong?!\It seems you have suffered the Priestess's mental assaults.\You aren't yourself anymore.\So that's what you feared?\Well, rest at ease. I'm still the former Dark Flame Master, you know.\Are you okay with this? I thought you wanted to look for the Ethereal Horizon. response:	Really?
context: Wrong.\Wrong?!\It seems you have suffered the Priestess's mental assaults.\You aren't yourself anymore.\So that's what you feared?\Well, rest at ease. I'm still the former Dark Flame Master, you know.\Are you okay with this? I thought you wanted to look for the Ethereal Horizon.\Really? response:	Why would I lie?
