context: There really aren't many espers, are there? response:	Potato
context: Don't mess this up.\The more information we leak, the more annoying it'll be.\Don't play around.\Yeah, yeah...\Acting all high-and-mighty...\Now, then...\The tables have turned!\White T Poison! response:	If you don't want us to beat the crap out of your brother, get your face over here.
context: The more information we leak, the more annoying it'll be.\Don't play around.\Yeah, yeah...\Acting all high-and-mighty...\Now, then...\The tables have turned!\White T Poison!\If you don't want us to beat the crap out of your brother, get your face over here. response:	Hold it.
context: Don't play around.\Yeah, yeah...\Acting all high-and-mighty...\Now, then...\The tables have turned!\White T Poison!\If you don't want us to beat the crap out of your brother, get your face over here.\Hold it. response:	You shouldn't do that.
context: Yeah, yeah...\Acting all high-and-mighty...\Now, then...\The tables have turned!\White T Poison!\If you don't want us to beat the crap out of your brother, get your face over here.\Hold it.\You shouldn't do that. response:	Huh?
context: Acting all high-and-mighty...\Now, then...\The tables have turned!\White T Poison!\If you don't want us to beat the crap out of your brother, get your face over here.\Hold it.\You shouldn't do that.\Huh? response:	I don't want to see anyone else hurting people,
context: Now, then...\The tables have turned!\White T Poison!\If you don't want us to beat the crap out of your brother, get your face over here.\Hold it.\You shouldn't do that.\Huh?\I don't want to see anyone else hurting people, response:	or anyone else getting hurt.
context: The tables have turned!\White T Poison!\If you don't want us to beat the crap out of your brother, get your face over here.\Hold it.\You shouldn't do that.\Huh?\I don't want to see anyone else hurting people,\or anyone else getting hurt. response:	Who the hell do you think you are, small fry?!
context: White T Poison!\If you don't want us to beat the crap out of your brother, get your face over here.\Hold it.\You shouldn't do that.\Huh?\I don't want to see anyone else hurting people,\or anyone else getting hurt.\Who the hell do you think you are, small fry?! response:	Only the strongest can give orders.
context: If you don't want us to beat the crap out of your brother, get your face over here.\Hold it.\You shouldn't do that.\Huh?\I don't want to see anyone else hurting people,\or anyone else getting hurt.\Who the hell do you think you are, small fry?!\Only the strongest can give orders. response:	And the strongest will rule.
context: Hold it.\You shouldn't do that.\Huh?\I don't want to see anyone else hurting people,\or anyone else getting hurt.\Who the hell do you think you are, small fry?!\Only the strongest can give orders.\And the strongest will rule. response:	Just how pathetic are these people?
context: You shouldn't do that.\Huh?\I don't want to see anyone else hurting people,\or anyone else getting hurt.\Who the hell do you think you are, small fry?!\Only the strongest can give orders.\And the strongest will rule.\Just how pathetic are these people? response:	The strongest one here is...
context: Huh?\I don't want to see anyone else hurting people,\or anyone else getting hurt.\Who the hell do you think you are, small fry?!\Only the strongest can give orders.\And the strongest will rule.\Just how pathetic are these people?\The strongest one here is... response:	You're exactly right.
context: I don't want to see anyone else hurting people,\or anyone else getting hurt.\Who the hell do you think you are, small fry?!\Only the strongest can give orders.\And the strongest will rule.\Just how pathetic are these people?\The strongest one here is...\You're exactly right. response:	Who are you?
context: or anyone else getting hurt.\Who the hell do you think you are, small fry?!\Only the strongest can give orders.\And the strongest will rule.\Just how pathetic are these people?\The strongest one here is...\You're exactly right.\Who are you? response:	Ritsu!
context: Who the hell do you think you are, small fry?!\Only the strongest can give orders.\And the strongest will rule.\Just how pathetic are these people?\The strongest one here is...\You're exactly right.\Who are you?\Ritsu! response:	What?
context: Only the strongest can give orders.\And the strongest will rule.\Just how pathetic are these people?\The strongest one here is...\You're exactly right.\Who are you?\Ritsu!\What? response:	Who's that?
context: And the strongest will rule.\Just how pathetic are these people?\The strongest one here is...\You're exactly right.\Who are you?\Ritsu!\What?\Who's that? response:	Who the hell are you?!
context: Just how pathetic are these people?\The strongest one here is...\You're exactly right.\Who are you?\Ritsu!\What?\Who's that?\Who the hell are you?! response:	The strongest will rule.
context: The strongest one here is...\You're exactly right.\Who are you?\Ritsu!\What?\Who's that?\Who the hell are you?!\The strongest will rule. response:	It's such an obvious thing that you forget about it.
context: You're exactly right.\Who are you?\Ritsu!\What?\Who's that?\Who the hell are you?!\The strongest will rule.\It's such an obvious thing that you forget about it. response:	You guys figure that if you're strong at fighting,
context: Who are you?\Ritsu!\What?\Who's that?\Who the hell are you?!\The strongest will rule.\It's such an obvious thing that you forget about it.\You guys figure that if you're strong at fighting, response:	you can rule your school and turfs, right?
context: Ritsu!\What?\Who's that?\Who the hell are you?!\The strongest will rule.\It's such an obvious thing that you forget about it.\You guys figure that if you're strong at fighting,\you can rule your school and turfs, right? response:	That's cute. You should keep it up.
context: What?\Who's that?\Who the hell are you?!\The strongest will rule.\It's such an obvious thing that you forget about it.\You guys figure that if you're strong at fighting,\you can rule your school and turfs, right?\That's cute. You should keep it up. response:	But he's on a different level.
context: Who's that?\Who the hell are you?!\The strongest will rule.\It's such an obvious thing that you forget about it.\You guys figure that if you're strong at fighting,\you can rule your school and turfs, right?\That's cute. You should keep it up.\But he's on a different level. response:	You guys don't have a chance of beating him.
context: Who the hell are you?!\The strongest will rule.\It's such an obvious thing that you forget about it.\You guys figure that if you're strong at fighting,\you can rule your school and turfs, right?\That's cute. You should keep it up.\But he's on a different level.\You guys don't have a chance of beating him. response:	So I'm going to remove him from the fighting grounds.
context: The strongest will rule.\It's such an obvious thing that you forget about it.\You guys figure that if you're strong at fighting,\you can rule your school and turfs, right?\That's cute. You should keep it up.\But he's on a different level.\You guys don't have a chance of beating him.\So I'm going to remove him from the fighting grounds. response:	You can continue your squabbling in peace.
context: It's such an obvious thing that you forget about it.\You guys figure that if you're strong at fighting,\you can rule your school and turfs, right?\That's cute. You should keep it up.\But he's on a different level.\You guys don't have a chance of beating him.\So I'm going to remove him from the fighting grounds.\You can continue your squabbling in peace. response:	I'll be taking him.
context: You guys figure that if you're strong at fighting,\you can rule your school and turfs, right?\That's cute. You should keep it up.\But he's on a different level.\You guys don't have a chance of beating him.\So I'm going to remove him from the fighting grounds.\You can continue your squabbling in peace.\I'll be taking him. response:	Hold it!
context: you can rule your school and turfs, right?\That's cute. You should keep it up.\But he's on a different level.\You guys don't have a chance of beating him.\So I'm going to remove him from the fighting grounds.\You can continue your squabbling in peace.\I'll be taking him.\Hold it! response:	He's our target!
context: That's cute. You should keep it up.\But he's on a different level.\You guys don't have a chance of beating him.\So I'm going to remove him from the fighting grounds.\You can continue your squabbling in peace.\I'll be taking him.\Hold it!\He's our target! response:	You're just an outsider!
context: But he's on a different level.\You guys don't have a chance of beating him.\So I'm going to remove him from the fighting grounds.\You can continue your squabbling in peace.\I'll be taking him.\Hold it!\He's our target!\You're just an outsider! response:	How dare you do that to our boss?!
context: You guys don't have a chance of beating him.\So I'm going to remove him from the fighting grounds.\You can continue your squabbling in peace.\I'll be taking him.\Hold it!\He's our target!\You're just an outsider!\How dare you do that to our boss?! response:	Hey, don't.
context: So I'm going to remove him from the fighting grounds.\You can continue your squabbling in peace.\I'll be taking him.\Hold it!\He's our target!\You're just an outsider!\How dare you do that to our boss?!\Hey, don't. response:	T-Too strong...
context: You can continue your squabbling in peace.\I'll be taking him.\Hold it!\He's our target!\You're just an outsider!\How dare you do that to our boss?!\Hey, don't.\T-Too strong... response:	That's not fair...
context: I'll be taking him.\Hold it!\He's our target!\You're just an outsider!\How dare you do that to our boss?!\Hey, don't.\T-Too strong...\That's not fair... response:	You thugs are such simple creatures...
context: Hold it!\He's our target!\You're just an outsider!\How dare you do that to our boss?!\Hey, don't.\T-Too strong...\That's not fair...\You thugs are such simple creatures... response:	My little brother...
context: He's our target!\You're just an outsider!\How dare you do that to our boss?!\Hey, don't.\T-Too strong...\That's not fair...\You thugs are such simple creatures...\My little brother... response:	N-Nii-san...
context: You're just an outsider!\How dare you do that to our boss?!\Hey, don't.\T-Too strong...\That's not fair...\You thugs are such simple creatures...\My little brother...\N-Nii-san... response:	Did I hit him too hard?
context: How dare you do that to our boss?!\Hey, don't.\T-Too strong...\That's not fair...\You thugs are such simple creatures...\My little brother...\N-Nii-san...\Did I hit him too hard? response:	Well, if he dies, I'd say he was just unlucky.
context: Hey, don't.\T-Too strong...\That's not fair...\You thugs are such simple creatures...\My little brother...\N-Nii-san...\Did I hit him too hard?\Well, if he dies, I'd say he was just unlucky. response:	Hey, you good-for-nothing.
context: T-Too strong...\That's not fair...\You thugs are such simple creatures...\My little brother...\N-Nii-san...\Did I hit him too hard?\Well, if he dies, I'd say he was just unlucky.\Hey, you good-for-nothing. response:	What's with that rebellious stare?
context: That's not fair...\You thugs are such simple creatures...\My little brother...\N-Nii-san...\Did I hit him too hard?\Well, if he dies, I'd say he was just unlucky.\Hey, you good-for-nothing.\What's with that rebellious stare? response:	It's not! I was just looking...
context: You thugs are such simple creatures...\My little brother...\N-Nii-san...\Did I hit him too hard?\Well, if he dies, I'd say he was just unlucky.\Hey, you good-for-nothing.\What's with that rebellious stare?\It's not! I was just looking... response:	Grovel, and apologize to me.
context: My little brother...\N-Nii-san...\Did I hit him too hard?\Well, if he dies, I'd say he was just unlucky.\Hey, you good-for-nothing.\What's with that rebellious stare?\It's not! I was just looking...\Grovel, and apologize to me. response:	Huh?
context: N-Nii-san...\Did I hit him too hard?\Well, if he dies, I'd say he was just unlucky.\Hey, you good-for-nothing.\What's with that rebellious stare?\It's not! I was just looking...\Grovel, and apologize to me.\Huh? response:	We're reviewing the scene you were playing out earlier.
context: Did I hit him too hard?\Well, if he dies, I'd say he was just unlucky.\Hey, you good-for-nothing.\What's with that rebellious stare?\It's not! I was just looking...\Grovel, and apologize to me.\Huh?\We're reviewing the scene you were playing out earlier. response:	I know! All of you should grovel.
context: Well, if he dies, I'd say he was just unlucky.\Hey, you good-for-nothing.\What's with that rebellious stare?\It's not! I was just looking...\Grovel, and apologize to me.\Huh?\We're reviewing the scene you were playing out earlier.\I know! All of you should grovel. response:	Will this make you a little more willing?
context: Hey, you good-for-nothing.\What's with that rebellious stare?\It's not! I was just looking...\Grovel, and apologize to me.\Huh?\We're reviewing the scene you were playing out earlier.\I know! All of you should grovel.\Will this make you a little more willing? response:	If you don't grovel, I'll kill all of you.
context: What's with that rebellious stare?\It's not! I was just looking...\Grovel, and apologize to me.\Huh?\We're reviewing the scene you were playing out earlier.\I know! All of you should grovel.\Will this make you a little more willing?\If you don't grovel, I'll kill all of you. response:	What a great sight!
context: It's not! I was just looking...\Grovel, and apologize to me.\Huh?\We're reviewing the scene you were playing out earlier.\I know! All of you should grovel.\Will this make you a little more willing?\If you don't grovel, I'll kill all of you.\What a great sight! response:	It's a great lesson for idiots who mistake youth and freedom.
context: Grovel, and apologize to me.\Huh?\We're reviewing the scene you were playing out earlier.\I know! All of you should grovel.\Will this make you a little more willing?\If you don't grovel, I'll kill all of you.\What a great sight!\It's a great lesson for idiots who mistake youth and freedom. response:	I've got one piece of advice for the rest of your rotten lives.
context: Huh?\We're reviewing the scene you were playing out earlier.\I know! All of you should grovel.\Will this make you a little more willing?\If you don't grovel, I'll kill all of you.\What a great sight!\It's a great lesson for idiots who mistake youth and freedom.\I've got one piece of advice for the rest of your rotten lives. response:	Try to live your lives walking on the side of the road as much as possible,
context: We're reviewing the scene you were playing out earlier.\I know! All of you should grovel.\Will this make you a little more willing?\If you don't grovel, I'll kill all of you.\What a great sight!\It's a great lesson for idiots who mistake youth and freedom.\I've got one piece of advice for the rest of your rotten lives.\Try to live your lives walking on the side of the road as much as possible, response:	so you don't cause anyone else trouble.
context: I know! All of you should grovel.\Will this make you a little more willing?\If you don't grovel, I'll kill all of you.\What a great sight!\It's a great lesson for idiots who mistake youth and freedom.\I've got one piece of advice for the rest of your rotten lives.\Try to live your lives walking on the side of the road as much as possible,\so you don't cause anyone else trouble. response:	See ya, brats.
context: Will this make you a little more willing?\If you don't grovel, I'll kill all of you.\What a great sight!\It's a great lesson for idiots who mistake youth and freedom.\I've got one piece of advice for the rest of your rotten lives.\Try to live your lives walking on the side of the road as much as possible,\so you don't cause anyone else trouble.\See ya, brats. response:	Damn it!
context: If you don't grovel, I'll kill all of you.\What a great sight!\It's a great lesson for idiots who mistake youth and freedom.\I've got one piece of advice for the rest of your rotten lives.\Try to live your lives walking on the side of the road as much as possible,\so you don't cause anyone else trouble.\See ya, brats.\Damn it! response:	What was that?
context: What a great sight!\It's a great lesson for idiots who mistake youth and freedom.\I've got one piece of advice for the rest of your rotten lives.\Try to live your lives walking on the side of the road as much as possible,\so you don't cause anyone else trouble.\See ya, brats.\Damn it!\What was that? response:	That's...
context: It's a great lesson for idiots who mistake youth and freedom.\I've got one piece of advice for the rest of your rotten lives.\Try to live your lives walking on the side of the road as much as possible,\so you don't cause anyone else trouble.\See ya, brats.\Damn it!\What was that?\That's... response:	Ritsu!
context: I've got one piece of advice for the rest of your rotten lives.\Try to live your lives walking on the side of the road as much as possible,\so you don't cause anyone else trouble.\See ya, brats.\Damn it!\What was that?\That's...\Ritsu! response:	You, too, brat?
context: Try to live your lives walking on the side of the road as much as possible,\so you don't cause anyone else trouble.\See ya, brats.\Damn it!\What was that?\That's...\Ritsu!\You, too, brat? response:	N-Nii-san...
context: so you don't cause anyone else trouble.\See ya, brats.\Damn it!\What was that?\That's...\Ritsu!\You, too, brat?\N-Nii-san... response:	I wasn't told about a psychic brother.
context: See ya, brats.\Damn it!\What was that?\That's...\Ritsu!\You, too, brat?\N-Nii-san...\I wasn't told about a psychic brother. response:	Let go of my brother...
context: Damn it!\What was that?\That's...\Ritsu!\You, too, brat?\N-Nii-san...\I wasn't told about a psychic brother.\Let go of my brother... response:	or else...
context: What was that?\That's...\Ritsu!\You, too, brat?\N-Nii-san...\I wasn't told about a psychic brother.\Let go of my brother...\or else... response:	Oh, so you've put up a barrier?
context: That's...\Ritsu!\You, too, brat?\N-Nii-san...\I wasn't told about a psychic brother.\Let go of my brother...\or else...\Oh, so you've put up a barrier? response:	I'm not supposed to use these powers against others,
context: Ritsu!\You, too, brat?\N-Nii-san...\I wasn't told about a psychic brother.\Let go of my brother...\or else...\Oh, so you've put up a barrier?\I'm not supposed to use these powers against others, response:	but this is different!
context: You, too, brat?\N-Nii-san...\I wasn't told about a psychic brother.\Let go of my brother...\or else...\Oh, so you've put up a barrier?\I'm not supposed to use these powers against others,\but this is different! response:	Don't underestimate me, brat.
context: N-Nii-san...\I wasn't told about a psychic brother.\Let go of my brother...\or else...\Oh, so you've put up a barrier?\I'm not supposed to use these powers against others,\but this is different!\Don't underestimate me, brat. response:	I remember now!
context: I wasn't told about a psychic brother.\Let go of my brother...\or else...\Oh, so you've put up a barrier?\I'm not supposed to use these powers against others,\but this is different!\Don't underestimate me, brat.\I remember now! response:	He's the adult esper I saw before...
context: Let go of my brother...\or else...\Oh, so you've put up a barrier?\I'm not supposed to use these powers against others,\but this is different!\Don't underestimate me, brat.\I remember now!\He's the adult esper I saw before... response:	There are ways to deal with little esper brats like you.
context: or else...\Oh, so you've put up a barrier?\I'm not supposed to use these powers against others,\but this is different!\Don't underestimate me, brat.\I remember now!\He's the adult esper I saw before...\There are ways to deal with little esper brats like you. response:	Telekinetic Helix!
context: Oh, so you've put up a barrier?\I'm not supposed to use these powers against others,\but this is different!\Don't underestimate me, brat.\I remember now!\He's the adult esper I saw before...\There are ways to deal with little esper brats like you.\Telekinetic Helix! response:	Telekinetic Helix
context: I'm not supposed to use these powers against others,\but this is different!\Don't underestimate me, brat.\I remember now!\He's the adult esper I saw before...\There are ways to deal with little esper brats like you.\Telekinetic Helix!\Telekinetic Helix response:	He's attacking again. I don't want to become an adult like him.
context: but this is different!\Don't underestimate me, brat.\I remember now!\He's the adult esper I saw before...\There are ways to deal with little esper brats like you.\Telekinetic Helix!\Telekinetic Helix\He's attacking again. I don't want to become an adult like him. response:	Cry.
context: Don't underestimate me, brat.\I remember now!\He's the adult esper I saw before...\There are ways to deal with little esper brats like you.\Telekinetic Helix!\Telekinetic Helix\He's attacking again. I don't want to become an adult like him.\Cry. response:	Huh?
context: I remember now!\He's the adult esper I saw before...\There are ways to deal with little esper brats like you.\Telekinetic Helix!\Telekinetic Helix\He's attacking again. I don't want to become an adult like him.\Cry.\Huh? response:	You're so light. You fly up really well.
context: He's the adult esper I saw before...\There are ways to deal with little esper brats like you.\Telekinetic Helix!\Telekinetic Helix\He's attacking again. I don't want to become an adult like him.\Cry.\Huh?\You're so light. You fly up really well. response:	It hurts...
context: There are ways to deal with little esper brats like you.\Telekinetic Helix!\Telekinetic Helix\He's attacking again. I don't want to become an adult like him.\Cry.\Huh?\You're so light. You fly up really well.\It hurts... response:	I can't exhale...
context: Telekinetic Helix!\Telekinetic Helix\He's attacking again. I don't want to become an adult like him.\Cry.\Huh?\You're so light. You fly up really well.\It hurts...\I can't exhale... response:	or inhale...
context: Telekinetic Helix\He's attacking again. I don't want to become an adult like him.\Cry.\Huh?\You're so light. You fly up really well.\It hurts...\I can't exhale...\or inhale... response:	My stomach is hot...
context: He's attacking again. I don't want to become an adult like him.\Cry.\Huh?\You're so light. You fly up really well.\It hurts...\I can't exhale...\or inhale...\My stomach is hot... response:	You surprised?
context: Cry.\Huh?\You're so light. You fly up really well.\It hurts...\I can't exhale...\or inhale...\My stomach is hot...\You surprised? response:	My powers rip through your barrier like an excavator.
context: Huh?\You're so light. You fly up really well.\It hurts...\I can't exhale...\or inhale...\My stomach is hot...\You surprised?\My powers rip through your barrier like an excavator. response:	Nii-san!
context: You're so light. You fly up really well.\It hurts...\I can't exhale...\or inhale...\My stomach is hot...\You surprised?\My powers rip through your barrier like an excavator.\Nii-san! response:	Stand up.
context: It hurts...\I can't exhale...\or inhale...\My stomach is hot...\You surprised?\My powers rip through your barrier like an excavator.\Nii-san!\Stand up. response:	You're going to protect your little brother, right?
context: I can't exhale...\or inhale...\My stomach is hot...\You surprised?\My powers rip through your barrier like an excavator.\Nii-san!\Stand up.\You're going to protect your little brother, right? response:	Oh, crap.
context: or inhale...\My stomach is hot...\You surprised?\My powers rip through your barrier like an excavator.\Nii-san!\Stand up.\You're going to protect your little brother, right?\Oh, crap. response:	He's hitting him way too much.
context: My stomach is hot...\You surprised?\My powers rip through your barrier like an excavator.\Nii-san!\Stand up.\You're going to protect your little brother, right?\Oh, crap.\He's hitting him way too much. response:	You can't be serious...
context: You surprised?\My powers rip through your barrier like an excavator.\Nii-san!\Stand up.\You're going to protect your little brother, right?\Oh, crap.\He's hitting him way too much.\You can't be serious... response:	He's gonna die.
context: My powers rip through your barrier like an excavator.\Nii-san!\Stand up.\You're going to protect your little brother, right?\Oh, crap.\He's hitting him way too much.\You can't be serious...\He's gonna die. response:	Seriously?
context: Nii-san!\Stand up.\You're going to protect your little brother, right?\Oh, crap.\He's hitting him way too much.\You can't be serious...\He's gonna die.\Seriously? response:	Nii-san?
context: Stand up.\You're going to protect your little brother, right?\Oh, crap.\He's hitting him way too much.\You can't be serious...\He's gonna die.\Seriously?\Nii-san? response:	S-Stop...
context: You're going to protect your little brother, right?\Oh, crap.\He's hitting him way too much.\You can't be serious...\He's gonna die.\Seriously?\Nii-san?\S-Stop... response:	Please, stop!
context: Oh, crap.\He's hitting him way too much.\You can't be serious...\He's gonna die.\Seriously?\Nii-san?\S-Stop...\Please, stop! response:	Stop!
context: He's hitting him way too much.\You can't be serious...\He's gonna die.\Seriously?\Nii-san?\S-Stop...\Please, stop!\Stop! response:	Just take me! That's what you wanted, right?
context: You can't be serious...\He's gonna die.\Seriously?\Nii-san?\S-Stop...\Please, stop!\Stop!\Just take me! That's what you wanted, right? response:	That's a wise decision,
context: He's gonna die.\Seriously?\Nii-san?\S-Stop...\Please, stop!\Stop!\Just take me! That's what you wanted, right?\That's a wise decision, response:	but I'm an asshole.
context: Seriously?\Nii-san?\S-Stop...\Please, stop!\Stop!\Just take me! That's what you wanted, right?\That's a wise decision,\but I'm an asshole. response:	I don't like that look on your face...
context: Nii-san?\S-Stop...\Please, stop!\Stop!\Just take me! That's what you wanted, right?\That's a wise decision,\but I'm an asshole.\I don't like that look on your face... response:	That hostile little face!
context: S-Stop...\Please, stop!\Stop!\Just take me! That's what you wanted, right?\That's a wise decision,\but I'm an asshole.\I don't like that look on your face...\That hostile little face! response:	Hey, you.
context: Please, stop!\Stop!\Just take me! That's what you wanted, right?\That's a wise decision,\but I'm an asshole.\I don't like that look on your face...\That hostile little face!\Hey, you. response:	This is the first time this has happened.
context: Stop!\Just take me! That's what you wanted, right?\That's a wise decision,\but I'm an asshole.\I don't like that look on your face...\That hostile little face!\Hey, you.\This is the first time this has happened. response:	Can you feel it?
context: Just take me! That's what you wanted, right?\That's a wise decision,\but I'm an asshole.\I don't like that look on your face...\That hostile little face!\Hey, you.\This is the first time this has happened.\Can you feel it? response:	My animosity?
context: That's a wise decision,\but I'm an asshole.\I don't like that look on your face...\That hostile little face!\Hey, you.\This is the first time this has happened.\Can you feel it?\My animosity? response:	Mob Psycho 100
context: but I'm an asshole.\I don't like that look on your face...\That hostile little face!\Hey, you.\This is the first time this has happened.\Can you feel it?\My animosity?\Mob Psycho 100 response:	He made me put my hands to the ground...
context: I don't like that look on your face...\That hostile little face!\Hey, you.\This is the first time this has happened.\Can you feel it?\My animosity?\Mob Psycho 100\He made me put my hands to the ground... response:	A brat like that...
context: That hostile little face!\Hey, you.\This is the first time this has happened.\Can you feel it?\My animosity?\Mob Psycho 100\He made me put my hands to the ground...\A brat like that... response:	I can't get away!
context: Hey, you.\This is the first time this has happened.\Can you feel it?\My animosity?\Mob Psycho 100\He made me put my hands to the ground...\A brat like that...\I can't get away! response:	That guy is finished.
context: This is the first time this has happened.\Can you feel it?\My animosity?\Mob Psycho 100\He made me put my hands to the ground...\A brat like that...\I can't get away!\That guy is finished. response:	Hey, mister, who did terrible things to us...
context: Can you feel it?\My animosity?\Mob Psycho 100\He made me put my hands to the ground...\A brat like that...\I can't get away!\That guy is finished.\Hey, mister, who did terrible things to us... response:	Just so you know, this is all your fault.
context: My animosity?\Mob Psycho 100\He made me put my hands to the ground...\A brat like that...\I can't get away!\That guy is finished.\Hey, mister, who did terrible things to us...\Just so you know, this is all your fault. response:	Don't ever show your face in front of us again.
context: Mob Psycho 100\He made me put my hands to the ground...\A brat like that...\I can't get away!\That guy is finished.\Hey, mister, who did terrible things to us...\Just so you know, this is all your fault.\Don't ever show your face in front of us again. response:	Telekinetic Helix!
context: He made me put my hands to the ground...\A brat like that...\I can't get away!\That guy is finished.\Hey, mister, who did terrible things to us...\Just so you know, this is all your fault.\Don't ever show your face in front of us again.\Telekinetic Helix! response:	It's hard?! It's nothing like before...
context: A brat like that...\I can't get away!\That guy is finished.\Hey, mister, who did terrible things to us...\Just so you know, this is all your fault.\Don't ever show your face in front of us again.\Telekinetic Helix!\It's hard?! It's nothing like before... response:	Wow...
context: I can't get away!\That guy is finished.\Hey, mister, who did terrible things to us...\Just so you know, this is all your fault.\Don't ever show your face in front of us again.\Telekinetic Helix!\It's hard?! It's nothing like before...\Wow... response:	Hey, did you see that?
context: That guy is finished.\Hey, mister, who did terrible things to us...\Just so you know, this is all your fault.\Don't ever show your face in front of us again.\Telekinetic Helix!\It's hard?! It's nothing like before...\Wow...\Hey, did you see that? response:	What was that?
context: Hey, mister, who did terrible things to us...\Just so you know, this is all your fault.\Don't ever show your face in front of us again.\Telekinetic Helix!\It's hard?! It's nothing like before...\Wow...\Hey, did you see that?\What was that? response:	What's going on?
context: Just so you know, this is all your fault.\Don't ever show your face in front of us again.\Telekinetic Helix!\It's hard?! It's nothing like before...\Wow...\Hey, did you see that?\What was that?\What's going on? response:	You're kidding!
context: Don't ever show your face in front of us again.\Telekinetic Helix!\It's hard?! It's nothing like before...\Wow...\Hey, did you see that?\What was that?\What's going on?\You're kidding! response:	Energy Bomb!
context: Telekinetic Helix!\It's hard?! It's nothing like before...\Wow...\Hey, did you see that?\What was that?\What's going on?\You're kidding!\Energy Bomb! response:	You're actually making me use my trump card...
context: It's hard?! It's nothing like before...\Wow...\Hey, did you see that?\What was that?\What's going on?\You're kidding!\Energy Bomb!\You're actually making me use my trump card... response:	Nii-san!
context: Wow...\Hey, did you see that?\What was that?\What's going on?\You're kidding!\Energy Bomb!\You're actually making me use my trump card...\Nii-san! response:	Why won't he fall over?
context: Hey, did you see that?\What was that?\What's going on?\You're kidding!\Energy Bomb!\You're actually making me use my trump card...\Nii-san!\Why won't he fall over? response:	At this rate, things won't end well...
context: What was that?\What's going on?\You're kidding!\Energy Bomb!\You're actually making me use my trump card...\Nii-san!\Why won't he fall over?\At this rate, things won't end well... response:	I know! If I bring him here...
context: What's going on?\You're kidding!\Energy Bomb!\You're actually making me use my trump card...\Nii-san!\Why won't he fall over?\At this rate, things won't end well...\I know! If I bring him here... response:	Damn it! What's with this brat?
context: You're kidding!\Energy Bomb!\You're actually making me use my trump card...\Nii-san!\Why won't he fall over?\At this rate, things won't end well...\I know! If I bring him here...\Damn it! What's with this brat? response:	H-He's strong!
context: Energy Bomb!\You're actually making me use my trump card...\Nii-san!\Why won't he fall over?\At this rate, things won't end well...\I know! If I bring him here...\Damn it! What's with this brat?\H-He's strong! response:	If I don't put up my guard, I'll be knocked out in an instant.
context: You're actually making me use my trump card...\Nii-san!\Why won't he fall over?\At this rate, things won't end well...\I know! If I bring him here...\Damn it! What's with this brat?\H-He's strong!\If I don't put up my guard, I'll be knocked out in an instant. response:	Whoa!
context: Nii-san!\Why won't he fall over?\At this rate, things won't end well...\I know! If I bring him here...\Damn it! What's with this brat?\H-He's strong!\If I don't put up my guard, I'll be knocked out in an instant.\Whoa! response:	Yeah! Get him!
context: Why won't he fall over?\At this rate, things won't end well...\I know! If I bring him here...\Damn it! What's with this brat?\H-He's strong!\If I don't put up my guard, I'll be knocked out in an instant.\Whoa!\Yeah! Get him! response:	To think a guy like that existed...
context: At this rate, things won't end well...\I know! If I bring him here...\Damn it! What's with this brat?\H-He's strong!\If I don't put up my guard, I'll be knocked out in an instant.\Whoa!\Yeah! Get him!\To think a guy like that existed... response:	Hey, look!
context: I know! If I bring him here...\Damn it! What's with this brat?\H-He's strong!\If I don't put up my guard, I'll be knocked out in an instant.\Whoa!\Yeah! Get him!\To think a guy like that existed...\Hey, look! response:	It's a white T-shirt!
context: Damn it! What's with this brat?\H-He's strong!\If I don't put up my guard, I'll be knocked out in an instant.\Whoa!\Yeah! Get him!\To think a guy like that existed...\Hey, look!\It's a white T-shirt! response:	That's it!
context: H-He's strong!\If I don't put up my guard, I'll be knocked out in an instant.\Whoa!\Yeah! Get him!\To think a guy like that existed...\Hey, look!\It's a white T-shirt!\That's it! response:	He's not White T Poison's older brother...
context: If I don't put up my guard, I'll be knocked out in an instant.\Whoa!\Yeah! Get him!\To think a guy like that existed...\Hey, look!\It's a white T-shirt!\That's it!\He's not White T Poison's older brother... response:	He's the infamous shadow leader at Salt Middle School...
context: Whoa!\Yeah! Get him!\To think a guy like that existed...\Hey, look!\It's a white T-shirt!\That's it!\He's not White T Poison's older brother...\He's the infamous shadow leader at Salt Middle School... response:	White T Poison!
context: Yeah! Get him!\To think a guy like that existed...\Hey, look!\It's a white T-shirt!\That's it!\He's not White T Poison's older brother...\He's the infamous shadow leader at Salt Middle School...\White T Poison! response:	Taking him on in a battle of abilities isn't good.
context: To think a guy like that existed...\Hey, look!\It's a white T-shirt!\That's it!\He's not White T Poison's older brother...\He's the infamous shadow leader at Salt Middle School...\White T Poison!\Taking him on in a battle of abilities isn't good. response:	I don't have a choice. The mission comes first.
context: Hey, look!\It's a white T-shirt!\That's it!\He's not White T Poison's older brother...\He's the infamous shadow leader at Salt Middle School...\White T Poison!\Taking him on in a battle of abilities isn't good.\I don't have a choice. The mission comes first. response:	He's got a knife! Look out!
context: It's a white T-shirt!\That's it!\He's not White T Poison's older brother...\He's the infamous shadow leader at Salt Middle School...\White T Poison!\Taking him on in a battle of abilities isn't good.\I don't have a choice. The mission comes first.\He's got a knife! Look out! response:	Shut up, brat!
context: That's it!\He's not White T Poison's older brother...\He's the infamous shadow leader at Salt Middle School...\White T Poison!\Taking him on in a battle of abilities isn't good.\I don't have a choice. The mission comes first.\He's got a knife! Look out!\Shut up, brat! response:	If you're not going to give up, I'll end it.
