context: What is it, Akatsuki? response:	N-Nothing, just...
context: one who longed to be one of those heroes.\Oh, my!\The heroes begged their wizard to save him.\But not even their wizard\knew how to restore one of the People of the Land.\And then?\What happened next?\So the wizard thought, and then, of all things, response:	he created a new form of magic that hadn't existed in this world.
context: Oh, my!\The heroes begged their wizard to save him.\But not even their wizard\knew how to restore one of the People of the Land.\And then?\What happened next?\So the wizard thought, and then, of all things,\he created a new form of magic that hadn't existed in this world. response:	And so, the young boy of the People of the Land became a hero.
context: The heroes begged their wizard to save him.\But not even their wizard\knew how to restore one of the People of the Land.\And then?\What happened next?\So the wizard thought, and then, of all things,\he created a new form of magic that hadn't existed in this world.\And so, the young boy of the People of the Land became a hero. response:	But after that, the wizard...
context: But not even their wizard\knew how to restore one of the People of the Land.\And then?\What happened next?\So the wizard thought, and then, of all things,\he created a new form of magic that hadn't existed in this world.\And so, the young boy of the People of the Land became a hero.\But after that, the wizard... response:	What? What?
context: knew how to restore one of the People of the Land.\And then?\What happened next?\So the wizard thought, and then, of all things,\he created a new form of magic that hadn't existed in this world.\And so, the young boy of the People of the Land became a hero.\But after that, the wizard...\What? What? response:	That's all for today.
context: And then?\What happened next?\So the wizard thought, and then, of all things,\he created a new form of magic that hadn't existed in this world.\And so, the young boy of the People of the Land became a hero.\But after that, the wizard...\What? What?\That's all for today. response:	We'll continue the story next time.
context: What happened next?\So the wizard thought, and then, of all things,\he created a new form of magic that hadn't existed in this world.\And so, the young boy of the People of the Land became a hero.\But after that, the wizard...\What? What?\That's all for today.\We'll continue the story next time. response:	Aww!
context: So the wizard thought, and then, of all things,\he created a new form of magic that hadn't existed in this world.\And so, the young boy of the People of the Land became a hero.\But after that, the wizard...\What? What?\That's all for today.\We'll continue the story next time.\Aww! response:	No, there's no way...
context: he created a new form of magic that hadn't existed in this world.\And so, the young boy of the People of the Land became a hero.\But after that, the wizard...\What? What?\That's all for today.\We'll continue the story next time.\Aww!\No, there's no way... response:	Oh, hello there.
context: And so, the young boy of the People of the Land became a hero.\But after that, the wizard...\What? What?\That's all for today.\We'll continue the story next time.\Aww!\No, there's no way...\Oh, hello there. response:	I am honored by your visit.
context: But after that, the wizard...\What? What?\That's all for today.\We'll continue the story next time.\Aww!\No, there's no way...\Oh, hello there.\I am honored by your visit. response:	And congratulations, Shiroe.
context: What? What?\That's all for today.\We'll continue the story next time.\Aww!\No, there's no way...\Oh, hello there.\I am honored by your visit.\And congratulations, Shiroe. response:	For what?
context: That's all for today.\We'll continue the story next time.\Aww!\No, there's no way...\Oh, hello there.\I am honored by your visit.\And congratulations, Shiroe.\For what? response:	The creation of a new type of magic.
context: We'll continue the story next time.\Aww!\No, there's no way...\Oh, hello there.\I am honored by your visit.\And congratulations, Shiroe.\For what?\The creation of a new type of magic. response:	What? You noticed?
context: Aww!\No, there's no way...\Oh, hello there.\I am honored by your visit.\And congratulations, Shiroe.\For what?\The creation of a new type of magic.\What? You noticed? response:	A month ago,
context: No, there's no way...\Oh, hello there.\I am honored by your visit.\And congratulations, Shiroe.\For what?\The creation of a new type of magic.\What? You noticed?\A month ago, response:	I sensed a magic unknown to me in the east, and I saw its light fill the sky.
context: Oh, hello there.\I am honored by your visit.\And congratulations, Shiroe.\For what?\The creation of a new type of magic.\What? You noticed?\A month ago,\I sensed a magic unknown to me in the east, and I saw its light fill the sky. response:	It was world-class magic,
context: I am honored by your visit.\And congratulations, Shiroe.\For what?\The creation of a new type of magic.\What? You noticed?\A month ago,\I sensed a magic unknown to me in the east, and I saw its light fill the sky.\It was world-class magic, response:	that which can alter the laws, fate, and very existence of the world.
context: And congratulations, Shiroe.\For what?\The creation of a new type of magic.\What? You noticed?\A month ago,\I sensed a magic unknown to me in the east, and I saw its light fill the sky.\It was world-class magic,\that which can alter the laws, fate, and very existence of the world. response:	You are every bit the man I thought you were.
context: For what?\The creation of a new type of magic.\What? You noticed?\A month ago,\I sensed a magic unknown to me in the east, and I saw its light fill the sky.\It was world-class magic,\that which can alter the laws, fate, and very existence of the world.\You are every bit the man I thought you were. response:	If I hadn't met you, I never would've had the idea.
context: The creation of a new type of magic.\What? You noticed?\A month ago,\I sensed a magic unknown to me in the east, and I saw its light fill the sky.\It was world-class magic,\that which can alter the laws, fate, and very existence of the world.\You are every bit the man I thought you were.\If I hadn't met you, I never would've had the idea. response:	You honor me.
context: What? You noticed?\A month ago,\I sensed a magic unknown to me in the east, and I saw its light fill the sky.\It was world-class magic,\that which can alter the laws, fate, and very existence of the world.\You are every bit the man I thought you were.\If I hadn't met you, I never would've had the idea.\You honor me. response:	Incidentally,
context: A month ago,\I sensed a magic unknown to me in the east, and I saw its light fill the sky.\It was world-class magic,\that which can alter the laws, fate, and very existence of the world.\You are every bit the man I thought you were.\If I hadn't met you, I never would've had the idea.\You honor me.\Incidentally, response:	I also felt a powerful magic in the western sky, just recently.
context: I sensed a magic unknown to me in the east, and I saw its light fill the sky.\It was world-class magic,\that which can alter the laws, fate, and very existence of the world.\You are every bit the man I thought you were.\If I hadn't met you, I never would've had the idea.\You honor me.\Incidentally,\I also felt a powerful magic in the western sky, just recently. response:	The western sky?
context: It was world-class magic,\that which can alter the laws, fate, and very existence of the world.\You are every bit the man I thought you were.\If I hadn't met you, I never would've had the idea.\You honor me.\Incidentally,\I also felt a powerful magic in the western sky, just recently.\The western sky? response:	It seems that one besides yourself has created a new form of magic.
context: that which can alter the laws, fate, and very existence of the world.\You are every bit the man I thought you were.\If I hadn't met you, I never would've had the idea.\You honor me.\Incidentally,\I also felt a powerful magic in the western sky, just recently.\The western sky?\It seems that one besides yourself has created a new form of magic. response:	One of the adventurers, I assume.
context: You are every bit the man I thought you were.\If I hadn't met you, I never would've had the idea.\You honor me.\Incidentally,\I also felt a powerful magic in the western sky, just recently.\The western sky?\It seems that one besides yourself has created a new form of magic.\One of the adventurers, I assume. response:	The western sky... Adventurers...
context: If I hadn't met you, I never would've had the idea.\You honor me.\Incidentally,\I also felt a powerful magic in the western sky, just recently.\The western sky?\It seems that one besides yourself has created a new form of magic.\One of the adventurers, I assume.\The western sky... Adventurers... response:	That means
context: You honor me.\Incidentally,\I also felt a powerful magic in the western sky, just recently.\The western sky?\It seems that one besides yourself has created a new form of magic.\One of the adventurers, I assume.\The western sky... Adventurers...\That means response:	it would have to be in Minami, right?
context: Incidentally,\I also felt a powerful magic in the western sky, just recently.\The western sky?\It seems that one besides yourself has created a new form of magic.\One of the adventurers, I assume.\The western sky... Adventurers...\That means\it would have to be in Minami, right? response:	Akihabara, Shibuya, Minami, Susukino, Nakasu...
context: I also felt a powerful magic in the western sky, just recently.\The western sky?\It seems that one besides yourself has created a new form of magic.\One of the adventurers, I assume.\The western sky... Adventurers...\That means\it would have to be in Minami, right?\Akihabara, Shibuya, Minami, Susukino, Nakasu... response:	Just as Akihabara has changed since our arrival in this world,
context: The western sky?\It seems that one besides yourself has created a new form of magic.\One of the adventurers, I assume.\The western sky... Adventurers...\That means\it would have to be in Minami, right?\Akihabara, Shibuya, Minami, Susukino, Nakasu...\Just as Akihabara has changed since our arrival in this world, response:	the other cities have changed, as well.
context: It seems that one besides yourself has created a new form of magic.\One of the adventurers, I assume.\The western sky... Adventurers...\That means\it would have to be in Minami, right?\Akihabara, Shibuya, Minami, Susukino, Nakasu...\Just as Akihabara has changed since our arrival in this world,\the other cities have changed, as well. response:	Almost all the Shibuya adventurers have gone to Akihabara.
context: One of the adventurers, I assume.\The western sky... Adventurers...\That means\it would have to be in Minami, right?\Akihabara, Shibuya, Minami, Susukino, Nakasu...\Just as Akihabara has changed since our arrival in this world,\the other cities have changed, as well.\Almost all the Shibuya adventurers have gone to Akihabara. response:	Susukino never recovered from the deterioration it suffered after the Apocalypse.
context: The western sky... Adventurers...\That means\it would have to be in Minami, right?\Akihabara, Shibuya, Minami, Susukino, Nakasu...\Just as Akihabara has changed since our arrival in this world,\the other cities have changed, as well.\Almost all the Shibuya adventurers have gone to Akihabara.\Susukino never recovered from the deterioration it suffered after the Apocalypse. response:	Ever since we saved Serara,
context: That means\it would have to be in Minami, right?\Akihabara, Shibuya, Minami, Susukino, Nakasu...\Just as Akihabara has changed since our arrival in this world,\the other cities have changed, as well.\Almost all the Shibuya adventurers have gone to Akihabara.\Susukino never recovered from the deterioration it suffered after the Apocalypse.\Ever since we saved Serara, response:	we've sent several armies up to evacuate anyone who wanted to leave.
context: it would have to be in Minami, right?\Akihabara, Shibuya, Minami, Susukino, Nakasu...\Just as Akihabara has changed since our arrival in this world,\the other cities have changed, as well.\Almost all the Shibuya adventurers have gone to Akihabara.\Susukino never recovered from the deterioration it suffered after the Apocalypse.\Ever since we saved Serara,\we've sent several armies up to evacuate anyone who wanted to leave. response:	But there are still
context: Akihabara, Shibuya, Minami, Susukino, Nakasu...\Just as Akihabara has changed since our arrival in this world,\the other cities have changed, as well.\Almost all the Shibuya adventurers have gone to Akihabara.\Susukino never recovered from the deterioration it suffered after the Apocalypse.\Ever since we saved Serara,\we've sent several armies up to evacuate anyone who wanted to leave.\But there are still response:	over two hundred adventurers who continue ruling over the People of the Land.
context: Just as Akihabara has changed since our arrival in this world,\the other cities have changed, as well.\Almost all the Shibuya adventurers have gone to Akihabara.\Susukino never recovered from the deterioration it suffered after the Apocalypse.\Ever since we saved Serara,\we've sent several armies up to evacuate anyone who wanted to leave.\But there are still\over two hundred adventurers who continue ruling over the People of the Land. response:	And Minami...
context: the other cities have changed, as well.\Almost all the Shibuya adventurers have gone to Akihabara.\Susukino never recovered from the deterioration it suffered after the Apocalypse.\Ever since we saved Serara,\we've sent several armies up to evacuate anyone who wanted to leave.\But there are still\over two hundred adventurers who continue ruling over the People of the Land.\And Minami... response:	Yamato was once united as a single kingdom, right?
context: Almost all the Shibuya adventurers have gone to Akihabara.\Susukino never recovered from the deterioration it suffered after the Apocalypse.\Ever since we saved Serara,\we've sent several armies up to evacuate anyone who wanted to leave.\But there are still\over two hundred adventurers who continue ruling over the People of the Land.\And Minami...\Yamato was once united as a single kingdom, right? response:	Yes...
context: Susukino never recovered from the deterioration it suffered after the Apocalypse.\Ever since we saved Serara,\we've sent several armies up to evacuate anyone who wanted to leave.\But there are still\over two hundred adventurers who continue ruling over the People of the Land.\And Minami...\Yamato was once united as a single kingdom, right?\Yes... response:	After we last spoke, I studied up.
context: Ever since we saved Serara,\we've sent several armies up to evacuate anyone who wanted to leave.\But there are still\over two hundred adventurers who continue ruling over the People of the Land.\And Minami...\Yamato was once united as a single kingdom, right?\Yes...\After we last spoke, I studied up. response:	As I recall, the Unified Westelande Empire...
context: we've sent several armies up to evacuate anyone who wanted to leave.\But there are still\over two hundred adventurers who continue ruling over the People of the Land.\And Minami...\Yamato was once united as a single kingdom, right?\Yes...\After we last spoke, I studied up.\As I recall, the Unified Westelande Empire... response:	was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.
context: But there are still\over two hundred adventurers who continue ruling over the People of the Land.\And Minami...\Yamato was once united as a single kingdom, right?\Yes...\After we last spoke, I studied up.\As I recall, the Unified Westelande Empire...\was swallowed up in the history of battles with demi-humans and the Luquenje, and died out. response:	But the Cowen family is distantly related.
context: over two hundred adventurers who continue ruling over the People of the Land.\And Minami...\Yamato was once united as a single kingdom, right?\Yes...\After we last spoke, I studied up.\As I recall, the Unified Westelande Empire...\was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.\But the Cowen family is distantly related. response:	Yes.
context: And Minami...\Yamato was once united as a single kingdom, right?\Yes...\After we last spoke, I studied up.\As I recall, the Unified Westelande Empire...\was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.\But the Cowen family is distantly related.\Yes. response:	As is the Holy Empire Westelande,
context: Yamato was once united as a single kingdom, right?\Yes...\After we last spoke, I studied up.\As I recall, the Unified Westelande Empire...\was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.\But the Cowen family is distantly related.\Yes.\As is the Holy Empire Westelande, response:	which rules the country's western portion.
context: Yes...\After we last spoke, I studied up.\As I recall, the Unified Westelande Empire...\was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.\But the Cowen family is distantly related.\Yes.\As is the Holy Empire Westelande,\which rules the country's western portion. response:	Within the territory is a city of adventurers, Minami.
context: After we last spoke, I studied up.\As I recall, the Unified Westelande Empire...\was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.\But the Cowen family is distantly related.\Yes.\As is the Holy Empire Westelande,\which rules the country's western portion.\Within the territory is a city of adventurers, Minami. response:	And I'm told that a certain guild rules Minami.
context: As I recall, the Unified Westelande Empire...\was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.\But the Cowen family is distantly related.\Yes.\As is the Holy Empire Westelande,\which rules the country's western portion.\Within the territory is a city of adventurers, Minami.\And I'm told that a certain guild rules Minami. response:	Are you aware that the Demon Festival of Suzaku Gate occurred in the west?
context: was swallowed up in the history of battles with demi-humans and the Luquenje, and died out.\But the Cowen family is distantly related.\Yes.\As is the Holy Empire Westelande,\which rules the country's western portion.\Within the territory is a city of adventurers, Minami.\And I'm told that a certain guild rules Minami.\Are you aware that the Demon Festival of Suzaku Gate occurred in the west? response:	I am.
context: But the Cowen family is distantly related.\Yes.\As is the Holy Empire Westelande,\which rules the country's western portion.\Within the territory is a city of adventurers, Minami.\And I'm told that a certain guild rules Minami.\Are you aware that the Demon Festival of Suzaku Gate occurred in the west?\I am. response:	Though the eastern nobles don't seem to have noticed yet.
context: Yes.\As is the Holy Empire Westelande,\which rules the country's western portion.\Within the territory is a city of adventurers, Minami.\And I'm told that a certain guild rules Minami.\Are you aware that the Demon Festival of Suzaku Gate occurred in the west?\I am.\Though the eastern nobles don't seem to have noticed yet. response:	The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.
context: As is the Holy Empire Westelande,\which rules the country's western portion.\Within the territory is a city of adventurers, Minami.\And I'm told that a certain guild rules Minami.\Are you aware that the Demon Festival of Suzaku Gate occurred in the west?\I am.\Though the eastern nobles don't seem to have noticed yet.\The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King. response:	It's an event that occurs at set intervals.
context: which rules the country's western portion.\Within the territory is a city of adventurers, Minami.\And I'm told that a certain guild rules Minami.\Are you aware that the Demon Festival of Suzaku Gate occurred in the west?\I am.\Though the eastern nobles don't seem to have noticed yet.\The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.\It's an event that occurs at set intervals. response:	It appears the Izumo Knights were involved with it, as well.
context: Within the territory is a city of adventurers, Minami.\And I'm told that a certain guild rules Minami.\Are you aware that the Demon Festival of Suzaku Gate occurred in the west?\I am.\Though the eastern nobles don't seem to have noticed yet.\The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.\It's an event that occurs at set intervals.\It appears the Izumo Knights were involved with it, as well. response:	The Demon Festival of Suzaku Gate...
context: And I'm told that a certain guild rules Minami.\Are you aware that the Demon Festival of Suzaku Gate occurred in the west?\I am.\Though the eastern nobles don't seem to have noticed yet.\The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.\It's an event that occurs at set intervals.\It appears the Izumo Knights were involved with it, as well.\The Demon Festival of Suzaku Gate... response:	Hints of magic...
context: Are you aware that the Demon Festival of Suzaku Gate occurred in the west?\I am.\Though the eastern nobles don't seem to have noticed yet.\The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.\It's an event that occurs at set intervals.\It appears the Izumo Knights were involved with it, as well.\The Demon Festival of Suzaku Gate...\Hints of magic... response:	Something is happening in Minami.
context: I am.\Though the eastern nobles don't seem to have noticed yet.\The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.\It's an event that occurs at set intervals.\It appears the Izumo Knights were involved with it, as well.\The Demon Festival of Suzaku Gate...\Hints of magic...\Something is happening in Minami. response:	I found you, Shiroe.
context: Though the eastern nobles don't seem to have noticed yet.\The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.\It's an event that occurs at set intervals.\It appears the Izumo Knights were involved with it, as well.\The Demon Festival of Suzaku Gate...\Hints of magic...\Something is happening in Minami.\I found you, Shiroe. response:	Hide-and-seek is over.
context: The Demon Festival of Suzaku Gate is similar to the Return of the Goblin King.\It's an event that occurs at set intervals.\It appears the Izumo Knights were involved with it, as well.\The Demon Festival of Suzaku Gate...\Hints of magic...\Something is happening in Minami.\I found you, Shiroe.\Hide-and-seek is over. response:	And so,
context: It's an event that occurs at set intervals.\It appears the Izumo Knights were involved with it, as well.\The Demon Festival of Suzaku Gate...\Hints of magic...\Something is happening in Minami.\I found you, Shiroe.\Hide-and-seek is over.\And so, response:	you'll be doing your share of the cleaning.
context: It appears the Izumo Knights were involved with it, as well.\The Demon Festival of Suzaku Gate...\Hints of magic...\Something is happening in Minami.\I found you, Shiroe.\Hide-and-seek is over.\And so,\you'll be doing your share of the cleaning. response:	Sounds good to me.
context: The Demon Festival of Suzaku Gate...\Hints of magic...\Something is happening in Minami.\I found you, Shiroe.\Hide-and-seek is over.\And so,\you'll be doing your share of the cleaning.\Sounds good to me. response:	Now you'll have the chance to see why they call me
context: Hints of magic...\Something is happening in Minami.\I found you, Shiroe.\Hide-and-seek is over.\And so,\you'll be doing your share of the cleaning.\Sounds good to me.\Now you'll have the chance to see why they call me response:	the Dish-washing Fox of High Society.
context: Something is happening in Minami.\I found you, Shiroe.\Hide-and-seek is over.\And so,\you'll be doing your share of the cleaning.\Sounds good to me.\Now you'll have the chance to see why they call me\the Dish-washing Fox of High Society. response:	Dish-washing Fox?
context: I found you, Shiroe.\Hide-and-seek is over.\And so,\you'll be doing your share of the cleaning.\Sounds good to me.\Now you'll have the chance to see why they call me\the Dish-washing Fox of High Society.\Dish-washing Fox? response:	You couldn't make less sense if you tried.
context: Hide-and-seek is over.\And so,\you'll be doing your share of the cleaning.\Sounds good to me.\Now you'll have the chance to see why they call me\the Dish-washing Fox of High Society.\Dish-washing Fox?\You couldn't make less sense if you tried. response:	Rudy, stop eating only meat, and have some vegetables.
context: And so,\you'll be doing your share of the cleaning.\Sounds good to me.\Now you'll have the chance to see why they call me\the Dish-washing Fox of High Society.\Dish-washing Fox?\You couldn't make less sense if you tried.\Rudy, stop eating only meat, and have some vegetables. response:	No, there's no need for that...
context: you'll be doing your share of the cleaning.\Sounds good to me.\Now you'll have the chance to see why they call me\the Dish-washing Fox of High Society.\Dish-washing Fox?\You couldn't make less sense if you tried.\Rudy, stop eating only meat, and have some vegetables.\No, there's no need for that... response:	Just eat it! Come on!
context: Sounds good to me.\Now you'll have the chance to see why they call me\the Dish-washing Fox of High Society.\Dish-washing Fox?\You couldn't make less sense if you tried.\Rudy, stop eating only meat, and have some vegetables.\No, there's no need for that...\Just eat it! Come on! response:	No! Anything but that!
context: Now you'll have the chance to see why they call me\the Dish-washing Fox of High Society.\Dish-washing Fox?\You couldn't make less sense if you tried.\Rudy, stop eating only meat, and have some vegetables.\No, there's no need for that...\Just eat it! Come on!\No! Anything but that! response:	Eat it!
context: the Dish-washing Fox of High Society.\Dish-washing Fox?\You couldn't make less sense if you tried.\Rudy, stop eating only meat, and have some vegetables.\No, there's no need for that...\Just eat it! Come on!\No! Anything but that!\Eat it! response:	No!
context: Dish-washing Fox?\You couldn't make less sense if you tried.\Rudy, stop eating only meat, and have some vegetables.\No, there's no need for that...\Just eat it! Come on!\No! Anything but that!\Eat it!\No! response:	Huh?
context: You couldn't make less sense if you tried.\Rudy, stop eating only meat, and have some vegetables.\No, there's no need for that...\Just eat it! Come on!\No! Anything but that!\Eat it!\No!\Huh? response:	This song...
context: Rudy, stop eating only meat, and have some vegetables.\No, there's no need for that...\Just eat it! Come on!\No! Anything but that!\Eat it!\No!\Huh?\This song... response:	This was Elder Tale's theme song when it was a game.
context: No, there's no need for that...\Just eat it! Come on!\No! Anything but that!\Eat it!\No!\Huh?\This song...\This was Elder Tale's theme song when it was a game. response:	It really is a nice song...
context: Just eat it! Come on!\No! Anything but that!\Eat it!\No!\Huh?\This song...\This was Elder Tale's theme song when it was a game.\It really is a nice song... response:	But nobody's dancing.
context: No! Anything but that!\Eat it!\No!\Huh?\This song...\This was Elder Tale's theme song when it was a game.\It really is a nice song...\But nobody's dancing. response:	Both the People of the Land
context: Eat it!\No!\Huh?\This song...\This was Elder Tale's theme song when it was a game.\It really is a nice song...\But nobody's dancing.\Both the People of the Land response:	and the adventurers are too afraid of each other to dance.
context: No!\Huh?\This song...\This was Elder Tale's theme song when it was a game.\It really is a nice song...\But nobody's dancing.\Both the People of the Land\and the adventurers are too afraid of each other to dance. response:	For the sake of both, someone should take the lead.
context: Huh?\This song...\This was Elder Tale's theme song when it was a game.\It really is a nice song...\But nobody's dancing.\Both the People of the Land\and the adventurers are too afraid of each other to dance.\For the sake of both, someone should take the lead. response:	I think you and I have that responsibility.
context: This song...\This was Elder Tale's theme song when it was a game.\It really is a nice song...\But nobody's dancing.\Both the People of the Land\and the adventurers are too afraid of each other to dance.\For the sake of both, someone should take the lead.\I think you and I have that responsibility. response:	Responsibility...
context: This was Elder Tale's theme song when it was a game.\It really is a nice song...\But nobody's dancing.\Both the People of the Land\and the adventurers are too afraid of each other to dance.\For the sake of both, someone should take the lead.\I think you and I have that responsibility.\Responsibility... response:	Lenessia,
context: It really is a nice song...\But nobody's dancing.\Both the People of the Land\and the adventurers are too afraid of each other to dance.\For the sake of both, someone should take the lead.\I think you and I have that responsibility.\Responsibility...\Lenessia, response:	it was not Eastal that asked the adventurers for help with the goblins.
context: But nobody's dancing.\Both the People of the Land\and the adventurers are too afraid of each other to dance.\For the sake of both, someone should take the lead.\I think you and I have that responsibility.\Responsibility...\Lenessia,\it was not Eastal that asked the adventurers for help with the goblins. response:	It was you yourself, Lenessia.
context: Both the People of the Land\and the adventurers are too afraid of each other to dance.\For the sake of both, someone should take the lead.\I think you and I have that responsibility.\Responsibility...\Lenessia,\it was not Eastal that asked the adventurers for help with the goblins.\It was you yourself, Lenessia. response:	Grandfather, that's...
context: and the adventurers are too afraid of each other to dance.\For the sake of both, someone should take the lead.\I think you and I have that responsibility.\Responsibility...\Lenessia,\it was not Eastal that asked the adventurers for help with the goblins.\It was you yourself, Lenessia.\Grandfather, that's... response:	Eastal expresses its deepest thanks to the adventurers of Akihabara,
context: For the sake of both, someone should take the lead.\I think you and I have that responsibility.\Responsibility...\Lenessia,\it was not Eastal that asked the adventurers for help with the goblins.\It was you yourself, Lenessia.\Grandfather, that's...\Eastal expresses its deepest thanks to the adventurers of Akihabara, response:	but we have no obligation to do more.
context: I think you and I have that responsibility.\Responsibility...\Lenessia,\it was not Eastal that asked the adventurers for help with the goblins.\It was you yourself, Lenessia.\Grandfather, that's...\Eastal expresses its deepest thanks to the adventurers of Akihabara,\but we have no obligation to do more. response:	In other words,
context: Responsibility...\Lenessia,\it was not Eastal that asked the adventurers for help with the goblins.\It was you yourself, Lenessia.\Grandfather, that's...\Eastal expresses its deepest thanks to the adventurers of Akihabara,\but we have no obligation to do more.\In other words, response:	you have no intention of offering them reward money, or compensation money?
context: Lenessia,\it was not Eastal that asked the adventurers for help with the goblins.\It was you yourself, Lenessia.\Grandfather, that's...\Eastal expresses its deepest thanks to the adventurers of Akihabara,\but we have no obligation to do more.\In other words,\you have no intention of offering them reward money, or compensation money? response:	I must take responsibility myself?
context: it was not Eastal that asked the adventurers for help with the goblins.\It was you yourself, Lenessia.\Grandfather, that's...\Eastal expresses its deepest thanks to the adventurers of Akihabara,\but we have no obligation to do more.\In other words,\you have no intention of offering them reward money, or compensation money?\I must take responsibility myself? response:	My city, Maihama, will be establishing an embassy in Akihabara,
context: It was you yourself, Lenessia.\Grandfather, that's...\Eastal expresses its deepest thanks to the adventurers of Akihabara,\but we have no obligation to do more.\In other words,\you have no intention of offering them reward money, or compensation money?\I must take responsibility myself?\My city, Maihama, will be establishing an embassy in Akihabara, response:	and will be sending an ambassador.
context: Grandfather, that's...\Eastal expresses its deepest thanks to the adventurers of Akihabara,\but we have no obligation to do more.\In other words,\you have no intention of offering them reward money, or compensation money?\I must take responsibility myself?\My city, Maihama, will be establishing an embassy in Akihabara,\and will be sending an ambassador. response:	You can't mean...
context: Eastal expresses its deepest thanks to the adventurers of Akihabara,\but we have no obligation to do more.\In other words,\you have no intention of offering them reward money, or compensation money?\I must take responsibility myself?\My city, Maihama, will be establishing an embassy in Akihabara,\and will be sending an ambassador.\You can't mean... response:	You spoke of showing respect.
context: but we have no obligation to do more.\In other words,\you have no intention of offering them reward money, or compensation money?\I must take responsibility myself?\My city, Maihama, will be establishing an embassy in Akihabara,\and will be sending an ambassador.\You can't mean...\You spoke of showing respect. response:	Thus, it is your responsibility to stay with them,
context: In other words,\you have no intention of offering them reward money, or compensation money?\I must take responsibility myself?\My city, Maihama, will be establishing an embassy in Akihabara,\and will be sending an ambassador.\You can't mean...\You spoke of showing respect.\Thus, it is your responsibility to stay with them, response:	and to thank them whenever the opportunity arises.
context: you have no intention of offering them reward money, or compensation money?\I must take responsibility myself?\My city, Maihama, will be establishing an embassy in Akihabara,\and will be sending an ambassador.\You can't mean...\You spoke of showing respect.\Thus, it is your responsibility to stay with them,\and to thank them whenever the opportunity arises. response:	No, it's simple courtesy, is it not?
context: I must take responsibility myself?\My city, Maihama, will be establishing an embassy in Akihabara,\and will be sending an ambassador.\You can't mean...\You spoke of showing respect.\Thus, it is your responsibility to stay with them,\and to thank them whenever the opportunity arises.\No, it's simple courtesy, is it not? response:	It comes with three meals and a nap.
context: My city, Maihama, will be establishing an embassy in Akihabara,\and will be sending an ambassador.\You can't mean...\You spoke of showing respect.\Thus, it is your responsibility to stay with them,\and to thank them whenever the opportunity arises.\No, it's simple courtesy, is it not?\It comes with three meals and a nap. response:	It comes with three meals and a nap.
context: and will be sending an ambassador.\You can't mean...\You spoke of showing respect.\Thus, it is your responsibility to stay with them,\and to thank them whenever the opportunity arises.\No, it's simple courtesy, is it not?\It comes with three meals and a nap.\It comes with three meals and a nap. response:	I believe you witnessed this yesterday,
context: You can't mean...\You spoke of showing respect.\Thus, it is your responsibility to stay with them,\and to thank them whenever the opportunity arises.\No, it's simple courtesy, is it not?\It comes with three meals and a nap.\It comes with three meals and a nap.\I believe you witnessed this yesterday, response:	but adventurers aren't as concerned with formalities as nobles are.
context: You spoke of showing respect.\Thus, it is your responsibility to stay with them,\and to thank them whenever the opportunity arises.\No, it's simple courtesy, is it not?\It comes with three meals and a nap.\It comes with three meals and a nap.\I believe you witnessed this yesterday,\but adventurers aren't as concerned with formalities as nobles are. response:	There are few tea parties or balls.
context: Thus, it is your responsibility to stay with them,\and to thank them whenever the opportunity arises.\No, it's simple courtesy, is it not?\It comes with three meals and a nap.\It comes with three meals and a nap.\I believe you witnessed this yesterday,\but adventurers aren't as concerned with formalities as nobles are.\There are few tea parties or balls. response:	That's the kind of town you'll be coming to.
context: and to thank them whenever the opportunity arises.\No, it's simple courtesy, is it not?\It comes with three meals and a nap.\It comes with three meals and a nap.\I believe you witnessed this yesterday,\but adventurers aren't as concerned with formalities as nobles are.\There are few tea parties or balls.\That's the kind of town you'll be coming to. response:	It should allow you to enjoy a life with three meals and a nap,
context: No, it's simple courtesy, is it not?\It comes with three meals and a nap.\It comes with three meals and a nap.\I believe you witnessed this yesterday,\but adventurers aren't as concerned with formalities as nobles are.\There are few tea parties or balls.\That's the kind of town you'll be coming to.\It should allow you to enjoy a life with three meals and a nap, response:	never having to leave the house.
context: It comes with three meals and a nap.\It comes with three meals and a nap.\I believe you witnessed this yesterday,\but adventurers aren't as concerned with formalities as nobles are.\There are few tea parties or balls.\That's the kind of town you'll be coming to.\It should allow you to enjoy a life with three meals and a nap,\never having to leave the house. response:	Then...
