context: -stuff- response:	-ED-
context: The path of the righteous shall not be revealed to the unfaithful.\The mist of uncertainty shall conceal the Gates of Heaven.\Protect Rin!\God dwells in my fist!\Demons dwell in my heart!\Heed my call, Guardian of Fertility, Moorkin!\Damn Exorcists...\Let me out, damn geezer! Let me out! response:	I'm... a demon...
context: The mist of uncertainty shall conceal the Gates of Heaven.\Protect Rin!\God dwells in my fist!\Demons dwell in my heart!\Heed my call, Guardian of Fertility, Moorkin!\Damn Exorcists...\Let me out, damn geezer! Let me out!\I'm... a demon... response:	Damnit...
context: Protect Rin!\God dwells in my fist!\Demons dwell in my heart!\Heed my call, Guardian of Fertility, Moorkin!\Damn Exorcists...\Let me out, damn geezer! Let me out!\I'm... a demon...\Damnit... response:	Why do they keep a wild child like him... He's like a demon's child.
context: God dwells in my fist!\Demons dwell in my heart!\Heed my call, Guardian of Fertility, Moorkin!\Damn Exorcists...\Let me out, damn geezer! Let me out!\I'm... a demon...\Damnit...\Why do they keep a wild child like him... He's like a demon's child. response:	I'm not a demon!
context: Demons dwell in my heart!\Heed my call, Guardian of Fertility, Moorkin!\Damn Exorcists...\Let me out, damn geezer! Let me out!\I'm... a demon...\Damnit...\Why do they keep a wild child like him... He's like a demon's child.\I'm not a demon! response:	I'm really...
context: Heed my call, Guardian of Fertility, Moorkin!\Damn Exorcists...\Let me out, damn geezer! Let me out!\I'm... a demon...\Damnit...\Why do they keep a wild child like him... He's like a demon's child.\I'm not a demon!\I'm really... response:	Brother...
context: Damn Exorcists...\Let me out, damn geezer! Let me out!\I'm... a demon...\Damnit...\Why do they keep a wild child like him... He's like a demon's child.\I'm not a demon!\I'm really...\Brother... response:	What are you aiming at?
context: Let me out, damn geezer! Let me out!\I'm... a demon...\Damnit...\Why do they keep a wild child like him... He's like a demon's child.\I'm not a demon!\I'm really...\Brother...\What are you aiming at? response:	Moorkin!
context: I'm... a demon...\Damnit...\Why do they keep a wild child like him... He's like a demon's child.\I'm not a demon!\I'm really...\Brother...\What are you aiming at?\Moorkin! response:	He's fast!
context: Damnit...\Why do they keep a wild child like him... He's like a demon's child.\I'm not a demon!\I'm really...\Brother...\What are you aiming at?\Moorkin!\He's fast! response:	Kyodo!
context: Why do they keep a wild child like him... He's like a demon's child.\I'm not a demon!\I'm really...\Brother...\What are you aiming at?\Moorkin!\He's fast!\Kyodo! response:	The Lord gives and the Lord takes away. He shall bestow you life and happiness!
context: I'm not a demon!\I'm really...\Brother...\What are you aiming at?\Moorkin!\He's fast!\Kyodo!\The Lord gives and the Lord takes away. He shall bestow you life and happiness! response:	Praised be the name of the Lord!
context: I'm really...\Brother...\What are you aiming at?\Moorkin!\He's fast!\Kyodo!\The Lord gives and the Lord takes away. He shall bestow you life and happiness!\Praised be the name of the Lord! response:	Rot away, you piece of shit!
context: Brother...\What are you aiming at?\Moorkin!\He's fast!\Kyodo!\The Lord gives and the Lord takes away. He shall bestow you life and happiness!\Praised be the name of the Lord!\Rot away, you piece of shit! response:	A human getting cocky?!
context: What are you aiming at?\Moorkin!\He's fast!\Kyodo!\The Lord gives and the Lord takes away. He shall bestow you life and happiness!\Praised be the name of the Lord!\Rot away, you piece of shit!\A human getting cocky?! response:	Maruta!
context: Moorkin!\He's fast!\Kyodo!\The Lord gives and the Lord takes away. He shall bestow you life and happiness!\Praised be the name of the Lord!\Rot away, you piece of shit!\A human getting cocky?!\Maruta! response:	You won't get away!
context: He's fast!\Kyodo!\The Lord gives and the Lord takes away. He shall bestow you life and happiness!\Praised be the name of the Lord!\Rot away, you piece of shit!\A human getting cocky?!\Maruta!\You won't get away! response:	He's huge...
context: Kyodo!\The Lord gives and the Lord takes away. He shall bestow you life and happiness!\Praised be the name of the Lord!\Rot away, you piece of shit!\A human getting cocky?!\Maruta!\You won't get away!\He's huge... response:	I'll tear every single one of you apart!
context: The Lord gives and the Lord takes away. He shall bestow you life and happiness!\Praised be the name of the Lord!\Rot away, you piece of shit!\A human getting cocky?!\Maruta!\You won't get away!\He's huge...\I'll tear every single one of you apart! response:	I said we're not done talking yet, you damn geezer!
context: Praised be the name of the Lord!\Rot away, you piece of shit!\A human getting cocky?!\Maruta!\You won't get away!\He's huge...\I'll tear every single one of you apart!\I said we're not done talking yet, you damn geezer! response:	Young Master... What are you do...
context: Rot away, you piece of shit!\A human getting cocky?!\Maruta!\You won't get away!\He's huge...\I'll tear every single one of you apart!\I said we're not done talking yet, you damn geezer!\Young Master... What are you do... response:	O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!
context: A human getting cocky?!\Maruta!\You won't get away!\He's huge...\I'll tear every single one of you apart!\I said we're not done talking yet, you damn geezer!\Young Master... What are you do...\O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan! response:	St-Stop...!
context: Maruta!\You won't get away!\He's huge...\I'll tear every single one of you apart!\I said we're not done talking yet, you damn geezer!\Young Master... What are you do...\O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!\St-Stop...! response:	Chain it in darkness eternal, where it will not hear nor see!
context: You won't get away!\He's huge...\I'll tear every single one of you apart!\I said we're not done talking yet, you damn geezer!\Young Master... What are you do...\O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!\St-Stop...!\Chain it in darkness eternal, where it will not hear nor see! response:	Nagatomo, get the car ready!
context: He's huge...\I'll tear every single one of you apart!\I said we're not done talking yet, you damn geezer!\Young Master... What are you do...\O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!\St-Stop...!\Chain it in darkness eternal, where it will not hear nor see!\Nagatomo, get the car ready! response:	Yes sir.
context: I'll tear every single one of you apart!\I said we're not done talking yet, you damn geezer!\Young Master... What are you do...\O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!\St-Stop...!\Chain it in darkness eternal, where it will not hear nor see!\Nagatomo, get the car ready!\Yes sir. response:	Izumi and Kyodo, put the Seal of Tetramorph on this boy.
context: I said we're not done talking yet, you damn geezer!\Young Master... What are you do...\O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!\St-Stop...!\Chain it in darkness eternal, where it will not hear nor see!\Nagatomo, get the car ready!\Yes sir.\Izumi and Kyodo, put the Seal of Tetramorph on this boy. response:	And don't forget to perform the purification ritual.
context: Young Master... What are you do...\O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!\St-Stop...!\Chain it in darkness eternal, where it will not hear nor see!\Nagatomo, get the car ready!\Yes sir.\Izumi and Kyodo, put the Seal of Tetramorph on this boy.\And don't forget to perform the purification ritual. response:	Yes, sir.
context: O Lord, bind a millstone around its neck so that it shall never again rise from the depths of the Leviathan!\St-Stop...!\Chain it in darkness eternal, where it will not hear nor see!\Nagatomo, get the car ready!\Yes sir.\Izumi and Kyodo, put the Seal of Tetramorph on this boy.\And don't forget to perform the purification ritual.\Yes, sir. response:	Wait, we should treat their wounds first!
context: St-Stop...!\Chain it in darkness eternal, where it will not hear nor see!\Nagatomo, get the car ready!\Yes sir.\Izumi and Kyodo, put the Seal of Tetramorph on this boy.\And don't forget to perform the purification ritual.\Yes, sir.\Wait, we should treat their wounds first! response:	Our first and foremost priority now is to hide you.
context: Chain it in darkness eternal, where it will not hear nor see!\Nagatomo, get the car ready!\Yes sir.\Izumi and Kyodo, put the Seal of Tetramorph on this boy.\And don't forget to perform the purification ritual.\Yes, sir.\Wait, we should treat their wounds first!\Our first and foremost priority now is to hide you. response:	Realize that you're the target of the demons!
context: Nagatomo, get the car ready!\Yes sir.\Izumi and Kyodo, put the Seal of Tetramorph on this boy.\And don't forget to perform the purification ritual.\Yes, sir.\Wait, we should treat their wounds first!\Our first and foremost priority now is to hide you.\Realize that you're the target of the demons! response:	I see... so if I leave it'll be all over?
context: Yes sir.\Izumi and Kyodo, put the Seal of Tetramorph on this boy.\And don't forget to perform the purification ritual.\Yes, sir.\Wait, we should treat their wounds first!\Our first and foremost priority now is to hide you.\Realize that you're the target of the demons!\I see... so if I leave it'll be all over? response:	Rin!
context: Izumi and Kyodo, put the Seal of Tetramorph on this boy.\And don't forget to perform the purification ritual.\Yes, sir.\Wait, we should treat their wounds first!\Our first and foremost priority now is to hide you.\Realize that you're the target of the demons!\I see... so if I leave it'll be all over?\Rin! response:	Then I'll leave!
context: And don't forget to perform the purification ritual.\Yes, sir.\Wait, we should treat their wounds first!\Our first and foremost priority now is to hide you.\Realize that you're the target of the demons!\I see... so if I leave it'll be all over?\Rin!\Then I'll leave! response:	That should make you feel better!
context: Yes, sir.\Wait, we should treat their wounds first!\Our first and foremost priority now is to hide you.\Realize that you're the target of the demons!\I see... so if I leave it'll be all over?\Rin!\Then I'll leave!\That should make you feel better! response:	Rin!
context: Wait, we should treat their wounds first!\Our first and foremost priority now is to hide you.\Realize that you're the target of the demons!\I see... so if I leave it'll be all over?\Rin!\Then I'll leave!\That should make you feel better!\Rin! response:	Let go of me! You'd throw me away anyway!
context: Our first and foremost priority now is to hide you.\Realize that you're the target of the demons!\I see... so if I leave it'll be all over?\Rin!\Then I'll leave!\That should make you feel better!\Rin!\Let go of me! You'd throw me away anyway! response:	I've been a problem child all my life...
context: Realize that you're the target of the demons!\I see... so if I leave it'll be all over?\Rin!\Then I'll leave!\That should make you feel better!\Rin!\Let go of me! You'd throw me away anyway!\I've been a problem child all my life... response:	We're not even really related!
context: I see... so if I leave it'll be all over?\Rin!\Then I'll leave!\That should make you feel better!\Rin!\Let go of me! You'd throw me away anyway!\I've been a problem child all my life...\We're not even really related! response:	Just strangers...
context: Rin!\Then I'll leave!\That should make you feel better!\Rin!\Let go of me! You'd throw me away anyway!\I've been a problem child all my life...\We're not even really related!\Just strangers... response:	Rin!
context: Then I'll leave!\That should make you feel better!\Rin!\Let go of me! You'd throw me away anyway!\I've been a problem child all my life...\We're not even really related!\Just strangers...\Rin! response:	Just be honest! That you got tired of pretending we're family!
context: That should make you feel better!\Rin!\Let go of me! You'd throw me away anyway!\I've been a problem child all my life...\We're not even really related!\Just strangers...\Rin!\Just be honest! That you got tired of pretending we're family! response:	Or can't a clergyman talk like that?
context: Rin!\Let go of me! You'd throw me away anyway!\I've been a problem child all my life...\We're not even really related!\Just strangers...\Rin!\Just be honest! That you got tired of pretending we're family!\Or can't a clergyman talk like that? response:	Maybe you want to play a good father to the end?
context: Let go of me! You'd throw me away anyway!\I've been a problem child all my life...\We're not even really related!\Just strangers...\Rin!\Just be honest! That you got tired of pretending we're family!\Or can't a clergyman talk like that?\Maybe you want to play a good father to the end? response:	Don't screw with me! You're not my father or anything!
context: I've been a problem child all my life...\We're not even really related!\Just strangers...\Rin!\Just be honest! That you got tired of pretending we're family!\Or can't a clergyman talk like that?\Maybe you want to play a good father to the end?\Don't screw with me! You're not my father or anything! response:	Don't ever call yourself my father again!
context: We're not even really related!\Just strangers...\Rin!\Just be honest! That you got tired of pretending we're family!\Or can't a clergyman talk like that?\Maybe you want to play a good father to the end?\Don't screw with me! You're not my father or anything!\Don't ever call yourself my father again! response:	It's almost daybreak. Hurry and pack up!
context: Just strangers...\Rin!\Just be honest! That you got tired of pretending we're family!\Or can't a clergyman talk like that?\Maybe you want to play a good father to the end?\Don't screw with me! You're not my father or anything!\Don't ever call yourself my father again!\It's almost daybreak. Hurry and pack up! response:	Fine...!
context: Rin!\Just be honest! That you got tired of pretending we're family!\Or can't a clergyman talk like that?\Maybe you want to play a good father to the end?\Don't screw with me! You're not my father or anything!\Don't ever call yourself my father again!\It's almost daybreak. Hurry and pack up!\Fine...! response:	Oh no...
context: Just be honest! That you got tired of pretending we're family!\Or can't a clergyman talk like that?\Maybe you want to play a good father to the end?\Don't screw with me! You're not my father or anything!\Don't ever call yourself my father again!\It's almost daybreak. Hurry and pack up!\Fine...!\Oh no... response:	Reverend Fujimoto!
context: Or can't a clergyman talk like that?\Maybe you want to play a good father to the end?\Don't screw with me! You're not my father or anything!\Don't ever call yourself my father again!\It's almost daybreak. Hurry and pack up!\Fine...!\Oh no...\Reverend Fujimoto! response:	Don't come closer!
context: Maybe you want to play a good father to the end?\Don't screw with me! You're not my father or anything!\Don't ever call yourself my father again!\It's almost daybreak. Hurry and pack up!\Fine...!\Oh no...\Reverend Fujimoto!\Don't come closer! response:	Get... away... from me!
context: Don't screw with me! You're not my father or anything!\Don't ever call yourself my father again!\It's almost daybreak. Hurry and pack up!\Fine...!\Oh no...\Reverend Fujimoto!\Don't come closer!\Get... away... from me! response:	What's going on?!
context: Don't ever call yourself my father again!\It's almost daybreak. Hurry and pack up!\Fine...!\Oh no...\Reverend Fujimoto!\Don't come closer!\Get... away... from me!\What's going on?! response:	At last I've got this body!
context: It's almost daybreak. Hurry and pack up!\Fine...!\Oh no...\Reverend Fujimoto!\Don't come closer!\Get... away... from me!\What's going on?!\At last I've got this body! response:	Finally I can meet you, my son!
context: Fine...!\Oh no...\Reverend Fujimoto!\Don't come closer!\Get... away... from me!\What's going on?!\At last I've got this body!\Finally I can meet you, my son! response:	Or whatever!
context: Oh no...\Reverend Fujimoto!\Don't come closer!\Get... away... from me!\What's going on?!\At last I've got this body!\Finally I can meet you, my son!\Or whatever! response:	What's wrong with you, Old Man?!
context: Reverend Fujimoto!\Don't come closer!\Get... away... from me!\What's going on?!\At last I've got this body!\Finally I can meet you, my son!\Or whatever!\What's wrong with you, Old Man?! response:	He's possessed! Satan has taken over his body!
context: Don't come closer!\Get... away... from me!\What's going on?!\At last I've got this body!\Finally I can meet you, my son!\Or whatever!\What's wrong with you, Old Man?!\He's possessed! Satan has taken over his body! response:	What?!
context: Get... away... from me!\What's going on?!\At last I've got this body!\Finally I can meet you, my son!\Or whatever!\What's wrong with you, Old Man?!\He's possessed! Satan has taken over his body!\What?! response:	Exactly. I'm Satan. The God of Gehenna and your real father.
context: What's going on?!\At last I've got this body!\Finally I can meet you, my son!\Or whatever!\What's wrong with you, Old Man?!\He's possessed! Satan has taken over his body!\What?!\Exactly. I'm Satan. The God of Gehenna and your real father. response:	You can call me Daddy if you want.
context: At last I've got this body!\Finally I can meet you, my son!\Or whatever!\What's wrong with you, Old Man?!\He's possessed! Satan has taken over his body!\What?!\Exactly. I'm Satan. The God of Gehenna and your real father.\You can call me Daddy if you want. response:	Reverend Fujimoto!
context: Finally I can meet you, my son!\Or whatever!\What's wrong with you, Old Man?!\He's possessed! Satan has taken over his body!\What?!\Exactly. I'm Satan. The God of Gehenna and your real father.\You can call me Daddy if you want.\Reverend Fujimoto! response:	Shut the hell up!
context: Or whatever!\What's wrong with you, Old Man?!\He's possessed! Satan has taken over his body!\What?!\Exactly. I'm Satan. The God of Gehenna and your real father.\You can call me Daddy if you want.\Reverend Fujimoto!\Shut the hell up! response:	Guys!
context: What's wrong with you, Old Man?!\He's possessed! Satan has taken over his body!\What?!\Exactly. I'm Satan. The God of Gehenna and your real father.\You can call me Daddy if you want.\Reverend Fujimoto!\Shut the hell up!\Guys! response:	Don't ruin this touching meeting!
context: He's possessed! Satan has taken over his body!\What?!\Exactly. I'm Satan. The God of Gehenna and your real father.\You can call me Daddy if you want.\Reverend Fujimoto!\Shut the hell up!\Guys!\Don't ruin this touching meeting! response:	I don't have time for that!
context: What?!\Exactly. I'm Satan. The God of Gehenna and your real father.\You can call me Daddy if you want.\Reverend Fujimoto!\Shut the hell up!\Guys!\Don't ruin this touching meeting!\I don't have time for that! response:	I am too strong for Assiah,
context: Exactly. I'm Satan. The God of Gehenna and your real father.\You can call me Daddy if you want.\Reverend Fujimoto!\Shut the hell up!\Guys!\Don't ruin this touching meeting!\I don't have time for that!\I am too strong for Assiah, response:	so you can't bear my presence for long.
context: You can call me Daddy if you want.\Reverend Fujimoto!\Shut the hell up!\Guys!\Don't ruin this touching meeting!\I don't have time for that!\I am too strong for Assiah,\so you can't bear my presence for long. response:	Not even this man's body. Nor your mother.
context: Reverend Fujimoto!\Shut the hell up!\Guys!\Don't ruin this touching meeting!\I don't have time for that!\I am too strong for Assiah,\so you can't bear my presence for long.\Not even this man's body. Nor your mother. response:	What's this?!
context: Shut the hell up!\Guys!\Don't ruin this touching meeting!\I don't have time for that!\I am too strong for Assiah,\so you can't bear my presence for long.\Not even this man's body. Nor your mother.\What's this?! response:	This is the Gehenna Gate.
context: Guys!\Don't ruin this touching meeting!\I don't have time for that!\I am too strong for Assiah,\so you can't bear my presence for long.\Not even this man's body. Nor your mother.\What's this?!\This is the Gehenna Gate. response:	The magic gate connecting Assiah and Gehenna.
context: Don't ruin this touching meeting!\I don't have time for that!\I am too strong for Assiah,\so you can't bear my presence for long.\Not even this man's body. Nor your mother.\What's this?!\This is the Gehenna Gate.\The magic gate connecting Assiah and Gehenna. response:	Let's go back to Gehenna!
context: I don't have time for that!\I am too strong for Assiah,\so you can't bear my presence for long.\Not even this man's body. Nor your mother.\What's this?!\This is the Gehenna Gate.\The magic gate connecting Assiah and Gehenna.\Let's go back to Gehenna! response:	Don't come near me! Stay away!
context: I am too strong for Assiah,\so you can't bear my presence for long.\Not even this man's body. Nor your mother.\What's this?!\This is the Gehenna Gate.\The magic gate connecting Assiah and Gehenna.\Let's go back to Gehenna!\Don't come near me! Stay away! response:	What's that? Did you wet yourself?
context: so you can't bear my presence for long.\Not even this man's body. Nor your mother.\What's this?!\This is the Gehenna Gate.\The magic gate connecting Assiah and Gehenna.\Let's go back to Gehenna!\Don't come near me! Stay away!\What's that? Did you wet yourself? response:	Pathetic... Take back your demon powers already!
context: Not even this man's body. Nor your mother.\What's this?!\This is the Gehenna Gate.\The magic gate connecting Assiah and Gehenna.\Let's go back to Gehenna!\Don't come near me! Stay away!\What's that? Did you wet yourself?\Pathetic... Take back your demon powers already! response:	I'm not a demon! I'm human!
context: What's this?!\This is the Gehenna Gate.\The magic gate connecting Assiah and Gehenna.\Let's go back to Gehenna!\Don't come near me! Stay away!\What's that? Did you wet yourself?\Pathetic... Take back your demon powers already!\I'm not a demon! I'm human! response:	This... I... I'm a...
context: This is the Gehenna Gate.\The magic gate connecting Assiah and Gehenna.\Let's go back to Gehenna!\Don't come near me! Stay away!\What's that? Did you wet yourself?\Pathetic... Take back your demon powers already!\I'm not a demon! I'm human!\This... I... I'm a... response:	You have the blood of the God of Gehenna,
context: The magic gate connecting Assiah and Gehenna.\Let's go back to Gehenna!\Don't come near me! Stay away!\What's that? Did you wet yourself?\Pathetic... Take back your demon powers already!\I'm not a demon! I'm human!\This... I... I'm a...\You have the blood of the God of Gehenna, response:	yet your body is of Assiah. You are special.
context: Let's go back to Gehenna!\Don't come near me! Stay away!\What's that? Did you wet yourself?\Pathetic... Take back your demon powers already!\I'm not a demon! I'm human!\This... I... I'm a...\You have the blood of the God of Gehenna,\yet your body is of Assiah. You are special. response:	That was a nice scream!
context: Don't come near me! Stay away!\What's that? Did you wet yourself?\Pathetic... Take back your demon powers already!\I'm not a demon! I'm human!\This... I... I'm a...\You have the blood of the God of Gehenna,\yet your body is of Assiah. You are special.\That was a nice scream! response:	Today you will be reborn as a demon!
context: What's that? Did you wet yourself?\Pathetic... Take back your demon powers already!\I'm not a demon! I'm human!\This... I... I'm a...\You have the blood of the God of Gehenna,\yet your body is of Assiah. You are special.\That was a nice scream!\Today you will be reborn as a demon! response:	Someone!
context: Pathetic... Take back your demon powers already!\I'm not a demon! I'm human!\This... I... I'm a...\You have the blood of the God of Gehenna,\yet your body is of Assiah. You are special.\That was a nice scream!\Today you will be reborn as a demon!\Someone! response:	Help me!
context: I'm not a demon! I'm human!\This... I... I'm a...\You have the blood of the God of Gehenna,\yet your body is of Assiah. You are special.\That was a nice scream!\Today you will be reborn as a demon!\Someone!\Help me! response:	Happy birthday, my son!
context: This... I... I'm a...\You have the blood of the God of Gehenna,\yet your body is of Assiah. You are special.\That was a nice scream!\Today you will be reborn as a demon!\Someone!\Help me!\Happy birthday, my son! response:	That's... not...
context: You have the blood of the God of Gehenna,\yet your body is of Assiah. You are special.\That was a nice scream!\Today you will be reborn as a demon!\Someone!\Help me!\Happy birthday, my son!\That's... not... response:	He's my son! And you'll give him back!
context: yet your body is of Assiah. You are special.\That was a nice scream!\Today you will be reborn as a demon!\Someone!\Help me!\Happy birthday, my son!\That's... not...\He's my son! And you'll give him back! response:	You filthy Exorcist...!
context: That was a nice scream!\Today you will be reborn as a demon!\Someone!\Help me!\Happy birthday, my son!\That's... not...\He's my son! And you'll give him back!\You filthy Exorcist...! response:	Taking your own life, what a worldly priest you are!
context: Today you will be reborn as a demon!\Someone!\Help me!\Happy birthday, my son!\That's... not...\He's my son! And you'll give him back!\You filthy Exorcist...!\Taking your own life, what a worldly priest you are! response:	But it's too late.
context: Someone!\Help me!\Happy birthday, my son!\That's... not...\He's my son! And you'll give him back!\You filthy Exorcist...!\Taking your own life, what a worldly priest you are!\But it's too late. response:	The Gehenna Gate won't let go of anything!
context: Help me!\Happy birthday, my son!\That's... not...\He's my son! And you'll give him back!\You filthy Exorcist...!\Taking your own life, what a worldly priest you are!\But it's too late.\The Gehenna Gate won't let go of anything! response:	Old Man! Get a hold of yourself!
context: Happy birthday, my son!\That's... not...\He's my son! And you'll give him back!\You filthy Exorcist...!\Taking your own life, what a worldly priest you are!\But it's too late.\The Gehenna Gate won't let go of anything!\Old Man! Get a hold of yourself! response:	Damnit!
context: That's... not...\He's my son! And you'll give him back!\You filthy Exorcist...!\Taking your own life, what a worldly priest you are!\But it's too late.\The Gehenna Gate won't let go of anything!\Old Man! Get a hold of yourself!\Damnit! response:	Hey, Daddy...
context: He's my son! And you'll give him back!\You filthy Exorcist...!\Taking your own life, what a worldly priest you are!\But it's too late.\The Gehenna Gate won't let go of anything!\Old Man! Get a hold of yourself!\Damnit!\Hey, Daddy... response:	What?
context: You filthy Exorcist...!\Taking your own life, what a worldly priest you are!\But it's too late.\The Gehenna Gate won't let go of anything!\Old Man! Get a hold of yourself!\Damnit!\Hey, Daddy...\What? response:	Why am I so different from everyone?
context: Taking your own life, what a worldly priest you are!\But it's too late.\The Gehenna Gate won't let go of anything!\Old Man! Get a hold of yourself!\Damnit!\Hey, Daddy...\What?\Why am I so different from everyone? response:	Am I really a demon's child?
context: But it's too late.\The Gehenna Gate won't let go of anything!\Old Man! Get a hold of yourself!\Damnit!\Hey, Daddy...\What?\Why am I so different from everyone?\Am I really a demon's child? response:	No, you're not.
context: The Gehenna Gate won't let go of anything!\Old Man! Get a hold of yourself!\Damnit!\Hey, Daddy...\What?\Why am I so different from everyone?\Am I really a demon's child?\No, you're not. response:	You're a human child.
context: Old Man! Get a hold of yourself!\Damnit!\Hey, Daddy...\What?\Why am I so different from everyone?\Am I really a demon's child?\No, you're not.\You're a human child. response:	The Demon-Slaying Blade...
context: Damnit!\Hey, Daddy...\What?\Why am I so different from everyone?\Am I really a demon's child?\No, you're not.\You're a human child.\The Demon-Slaying Blade... response:	Stop, Rin! Did you forget what Reverend Fujimoto told you?!
context: Hey, Daddy...\What?\Why am I so different from everyone?\Am I really a demon's child?\No, you're not.\You're a human child.\The Demon-Slaying Blade...\Stop, Rin! Did you forget what Reverend Fujimoto told you?! response:	If you draw that, you will...
context: What?\Why am I so different from everyone?\Am I really a demon's child?\No, you're not.\You're a human child.\The Demon-Slaying Blade...\Stop, Rin! Did you forget what Reverend Fujimoto told you?!\If you draw that, you will... response:	Old Man...
context: Why am I so different from everyone?\Am I really a demon's child?\No, you're not.\You're a human child.\The Demon-Slaying Blade...\Stop, Rin! Did you forget what Reverend Fujimoto told you?!\If you draw that, you will...\Old Man... response:	If it's that embarrassing, show me how much you've grown!
context: Am I really a demon's child?\No, you're not.\You're a human child.\The Demon-Slaying Blade...\Stop, Rin! Did you forget what Reverend Fujimoto told you?!\If you draw that, you will...\Old Man...\If it's that embarrassing, show me how much you've grown! response:	I haven't shown you anything yet!
context: No, you're not.\You're a human child.\The Demon-Slaying Blade...\Stop, Rin! Did you forget what Reverend Fujimoto told you?!\If you draw that, you will...\Old Man...\If it's that embarrassing, show me how much you've grown!\I haven't shown you anything yet! response:	Don't die on me, Old Man!
context: You're a human child.\The Demon-Slaying Blade...\Stop, Rin! Did you forget what Reverend Fujimoto told you?!\If you draw that, you will...\Old Man...\If it's that embarrassing, show me how much you've grown!\I haven't shown you anything yet!\Don't die on me, Old Man! response:	Daddy...
context: The Demon-Slaying Blade...\Stop, Rin! Did you forget what Reverend Fujimoto told you?!\If you draw that, you will...\Old Man...\If it's that embarrassing, show me how much you've grown!\I haven't shown you anything yet!\Don't die on me, Old Man!\Daddy... response:	Brother?
context: Stop, Rin! Did you forget what Reverend Fujimoto told you?!\If you draw that, you will...\Old Man...\If it's that embarrassing, show me how much you've grown!\I haven't shown you anything yet!\Don't die on me, Old Man!\Daddy...\Brother? response:	Did you find a job?
context: If you draw that, you will...\Old Man...\If it's that embarrassing, show me how much you've grown!\I haven't shown you anything yet!\Don't die on me, Old Man!\Daddy...\Brother?\Did you find a job? response:	Man, you're only growing up physically...
context: Old Man...\If it's that embarrassing, show me how much you've grown!\I haven't shown you anything yet!\Don't die on me, Old Man!\Daddy...\Brother?\Did you find a job?\Man, you're only growing up physically... response:	There's only one number in there.
context: If it's that embarrassing, show me how much you've grown!\I haven't shown you anything yet!\Don't die on me, Old Man!\Daddy...\Brother?\Did you find a job?\Man, you're only growing up physically...\There's only one number in there. response:	It belongs to my best friend.
context: I haven't shown you anything yet!\Don't die on me, Old Man!\Daddy...\Brother?\Did you find a job?\Man, you're only growing up physically...\There's only one number in there.\It belongs to my best friend. response:	Call him as soon as you leave the monastery.
context: Don't die on me, Old Man!\Daddy...\Brother?\Did you find a job?\Man, you're only growing up physically...\There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery. response:	I'm sure he'll protect you...
context: Daddy...\Brother?\Did you find a job?\Man, you're only growing up physically...\There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you... response:	Nice to meet you.
context: Brother?\Did you find a job?\Man, you're only growing up physically...\There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Nice to meet you. response:	I represent the Japanese branch of True Cross Knight Order.
context: Did you find a job?\Man, you're only growing up physically...\There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Nice to meet you.\I represent the Japanese branch of True Cross Knight Order. response:	My name is Mephisto Pheles.
context: Man, you're only growing up physically...\There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Nice to meet you.\I represent the Japanese branch of True Cross Knight Order.\My name is Mephisto Pheles. response:	I was Reverend Fujimoto's friend. Please accept my condolences.
context: There's only one number in there.\It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Nice to meet you.\I represent the Japanese branch of True Cross Knight Order.\My name is Mephisto Pheles.\I was Reverend Fujimoto's friend. Please accept my condolences. response:	Are you Exorcists too?
context: It belongs to my best friend.\Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Nice to meet you.\I represent the Japanese branch of True Cross Knight Order.\My name is Mephisto Pheles.\I was Reverend Fujimoto's friend. Please accept my condolences.\Are you Exorcists too? response:	Indeed. And we know everything about you.
context: Call him as soon as you leave the monastery.\I'm sure he'll protect you...\Nice to meet you.\I represent the Japanese branch of True Cross Knight Order.\My name is Mephisto Pheles.\I was Reverend Fujimoto's friend. Please accept my condolences.\Are you Exorcists too?\Indeed. And we know everything about you. response:	It seems Reverend Fujimoto tried to raise you as a human,
context: I'm sure he'll protect you...\Nice to meet you.\I represent the Japanese branch of True Cross Knight Order.\My name is Mephisto Pheles.\I was Reverend Fujimoto's friend. Please accept my condolences.\Are you Exorcists too?\Indeed. And we know everything about you.\It seems Reverend Fujimoto tried to raise you as a human, response:	but contrary to his wishes, you awakened.
