context: hajimete no kimochi my first feelings response:	shonbori no mune ni upon my downhearted chest
context: Oh yes\Here. If you'd like it, it's next door.\Oh, thank you very much. Don't mind if I do.\What do I say to a woman that says she has another man...?\What should I have done?\What a great view.\It's a place that kind of hurts for a bachelor.\So you broke up? response:	Yeah.
context: Here. If you'd like it, it's next door.\Oh, thank you very much. Don't mind if I do.\What do I say to a woman that says she has another man...?\What should I have done?\What a great view.\It's a place that kind of hurts for a bachelor.\So you broke up?\Yeah. response:	You're so cool about it...
context: Oh, thank you very much. Don't mind if I do.\What do I say to a woman that says she has another man...?\What should I have done?\What a great view.\It's a place that kind of hurts for a bachelor.\So you broke up?\Yeah.\You're so cool about it... response:	That's what she dislikes about me.
context: What do I say to a woman that says she has another man...?\What should I have done?\What a great view.\It's a place that kind of hurts for a bachelor.\So you broke up?\Yeah.\You're so cool about it...\That's what she dislikes about me. response:	Here, I'll give these to you.
context: What should I have done?\What a great view.\It's a place that kind of hurts for a bachelor.\So you broke up?\Yeah.\You're so cool about it...\That's what she dislikes about me.\Here, I'll give these to you. response:	I don't need them.
context: What a great view.\It's a place that kind of hurts for a bachelor.\So you broke up?\Yeah.\You're so cool about it...\That's what she dislikes about me.\Here, I'll give these to you.\I don't need them. response:	Why don't you try inviting that girl you broke up with?
context: It's a place that kind of hurts for a bachelor.\So you broke up?\Yeah.\You're so cool about it...\That's what she dislikes about me.\Here, I'll give these to you.\I don't need them.\Why don't you try inviting that girl you broke up with? response:	Maybe you guys will get back together?
context: So you broke up?\Yeah.\You're so cool about it...\That's what she dislikes about me.\Here, I'll give these to you.\I don't need them.\Why don't you try inviting that girl you broke up with?\Maybe you guys will get back together? response:	Who the hell's going to get back together with...
context: Yeah.\You're so cool about it...\That's what she dislikes about me.\Here, I'll give these to you.\I don't need them.\Why don't you try inviting that girl you broke up with?\Maybe you guys will get back together?\Who the hell's going to get back together with... response:	Ah! Hello.
context: You're so cool about it...\That's what she dislikes about me.\Here, I'll give these to you.\I don't need them.\Why don't you try inviting that girl you broke up with?\Maybe you guys will get back together?\Who the hell's going to get back together with...\Ah! Hello. response:	Ummm...
context: That's what she dislikes about me.\Here, I'll give these to you.\I don't need them.\Why don't you try inviting that girl you broke up with?\Maybe you guys will get back together?\Who the hell's going to get back together with...\Ah! Hello.\Ummm... response:	Do you remember me?
context: Here, I'll give these to you.\I don't need them.\Why don't you try inviting that girl you broke up with?\Maybe you guys will get back together?\Who the hell's going to get back together with...\Ah! Hello.\Ummm...\Do you remember me? response:	Yesterday morning.
context: I don't need them.\Why don't you try inviting that girl you broke up with?\Maybe you guys will get back together?\Who the hell's going to get back together with...\Ah! Hello.\Ummm...\Do you remember me?\Yesterday morning. response:	Yeah, I remember!
context: Why don't you try inviting that girl you broke up with?\Maybe you guys will get back together?\Who the hell's going to get back together with...\Ah! Hello.\Ummm...\Do you remember me?\Yesterday morning.\Yeah, I remember! response:	I remember you.
context: Maybe you guys will get back together?\Who the hell's going to get back together with...\Ah! Hello.\Ummm...\Do you remember me?\Yesterday morning.\Yeah, I remember!\I remember you. response:	Ah, I'm glad.
context: Who the hell's going to get back together with...\Ah! Hello.\Ummm...\Do you remember me?\Yesterday morning.\Yeah, I remember!\I remember you.\Ah, I'm glad. response:	What a bad man!
context: Ah! Hello.\Ummm...\Do you remember me?\Yesterday morning.\Yeah, I remember!\I remember you.\Ah, I'm glad.\What a bad man! response:	Asking out high school girls?
context: Ummm...\Do you remember me?\Yesterday morning.\Yeah, I remember!\I remember you.\Ah, I'm glad.\What a bad man!\Asking out high school girls? response:	That's not what it is!
context: Do you remember me?\Yesterday morning.\Yeah, I remember!\I remember you.\Ah, I'm glad.\What a bad man!\Asking out high school girls?\That's not what it is! response:	Thank you for yesterday.
context: Yesterday morning.\Yeah, I remember!\I remember you.\Ah, I'm glad.\What a bad man!\Asking out high school girls?\That's not what it is!\Thank you for yesterday. response:	Then, I'm sorry I'm interrupting your date.
context: Yeah, I remember!\I remember you.\Ah, I'm glad.\What a bad man!\Asking out high school girls?\That's not what it is!\Thank you for yesterday.\Then, I'm sorry I'm interrupting your date. response:	That's wrong too!
context: I remember you.\Ah, I'm glad.\What a bad man!\Asking out high school girls?\That's not what it is!\Thank you for yesterday.\Then, I'm sorry I'm interrupting your date.\That's wrong too! response:	Hey!
context: Ah, I'm glad.\What a bad man!\Asking out high school girls?\That's not what it is!\Thank you for yesterday.\Then, I'm sorry I'm interrupting your date.\That's wrong too!\Hey! response:	Eh?
context: What a bad man!\Asking out high school girls?\That's not what it is!\Thank you for yesterday.\Then, I'm sorry I'm interrupting your date.\That's wrong too!\Hey!\Eh? response:	Umm...
context: Asking out high school girls?\That's not what it is!\Thank you for yesterday.\Then, I'm sorry I'm interrupting your date.\That's wrong too!\Hey!\Eh?\Umm... response:	Yes?
context: That's not what it is!\Thank you for yesterday.\Then, I'm sorry I'm interrupting your date.\That's wrong too!\Hey!\Eh?\Umm...\Yes? response:	Here.
context: Thank you for yesterday.\Then, I'm sorry I'm interrupting your date.\That's wrong too!\Hey!\Eh?\Umm...\Yes?\Here. response:	Please have these.
context: Then, I'm sorry I'm interrupting your date.\That's wrong too!\Hey!\Eh?\Umm...\Yes?\Here.\Please have these. response:	Idiot.
context: That's wrong too!\Hey!\Eh?\Umm...\Yes?\Here.\Please have these.\Idiot. response:	Umm...
context: Hey!\Eh?\Umm...\Yes?\Here.\Please have these.\Idiot.\Umm... response:	I'm glad. I was waiting to meet a someone,
context: Eh?\Umm...\Yes?\Here.\Please have these.\Idiot.\Umm...\I'm glad. I was waiting to meet a someone, response:	but I came too early and I needed to kill time.
context: Umm...\Yes?\Here.\Please have these.\Idiot.\Umm...\I'm glad. I was waiting to meet a someone,\but I came too early and I needed to kill time. response:	Meeting someone?
context: Yes?\Here.\Please have these.\Idiot.\Umm...\I'm glad. I was waiting to meet a someone,\but I came too early and I needed to kill time.\Meeting someone? response:	Yes. My father.
context: Here.\Please have these.\Idiot.\Umm...\I'm glad. I was waiting to meet a someone,\but I came too early and I needed to kill time.\Meeting someone?\Yes. My father. response:	Hey. What would you like to ride?
context: Please have these.\Idiot.\Umm...\I'm glad. I was waiting to meet a someone,\but I came too early and I needed to kill time.\Meeting someone?\Yes. My father.\Hey. What would you like to ride? response:	Are you all right?
context: Idiot.\Umm...\I'm glad. I was waiting to meet a someone,\but I came too early and I needed to kill time.\Meeting someone?\Yes. My father.\Hey. What would you like to ride?\Are you all right? response:	Are you all right?
context: Umm...\I'm glad. I was waiting to meet a someone,\but I came too early and I needed to kill time.\Meeting someone?\Yes. My father.\Hey. What would you like to ride?\Are you all right?\Are you all right? response:	Are you all right?
context: I'm glad. I was waiting to meet a someone,\but I came too early and I needed to kill time.\Meeting someone?\Yes. My father.\Hey. What would you like to ride?\Are you all right?\Are you all right?\Are you all right? response:	What the hell am I doing?
context: but I came too early and I needed to kill time.\Meeting someone?\Yes. My father.\Hey. What would you like to ride?\Are you all right?\Are you all right?\Are you all right?\What the hell am I doing? response:	Here.
context: Meeting someone?\Yes. My father.\Hey. What would you like to ride?\Are you all right?\Are you all right?\Are you all right?\What the hell am I doing?\Here. response:	Wow! Thank you very much.
context: Yes. My father.\Hey. What would you like to ride?\Are you all right?\Are you all right?\Are you all right?\What the hell am I doing?\Here.\Wow! Thank you very much. response:	I'm sorry.
context: Hey. What would you like to ride?\Are you all right?\Are you all right?\Are you all right?\What the hell am I doing?\Here.\Wow! Thank you very much.\I'm sorry. response:	It must be boring with me.
context: Are you all right?\Are you all right?\Are you all right?\What the hell am I doing?\Here.\Wow! Thank you very much.\I'm sorry.\It must be boring with me. response:	That's not true.
context: Are you all right?\Are you all right?\What the hell am I doing?\Here.\Wow! Thank you very much.\I'm sorry.\It must be boring with me.\That's not true. response:	Don't you have a boyfriend?
context: Are you all right?\What the hell am I doing?\Here.\Wow! Thank you very much.\I'm sorry.\It must be boring with me.\That's not true.\Don't you have a boyfriend? response:	I just broke up with him.
context: What the hell am I doing?\Here.\Wow! Thank you very much.\I'm sorry.\It must be boring with me.\That's not true.\Don't you have a boyfriend?\I just broke up with him. response:	Wow! It's so beautiful!
context: Here.\Wow! Thank you very much.\I'm sorry.\It must be boring with me.\That's not true.\Don't you have a boyfriend?\I just broke up with him.\Wow! It's so beautiful! response:	This...
context: Wow! Thank you very much.\I'm sorry.\It must be boring with me.\That's not true.\Don't you have a boyfriend?\I just broke up with him.\Wow! It's so beautiful!\This... response:	I received it during my junior high graduation
context: I'm sorry.\It must be boring with me.\That's not true.\Don't you have a boyfriend?\I just broke up with him.\Wow! It's so beautiful!\This...\I received it during my junior high graduation response:	from the person I liked.
context: It must be boring with me.\That's not true.\Don't you have a boyfriend?\I just broke up with him.\Wow! It's so beautiful!\This...\I received it during my junior high graduation\from the person I liked. response:	But it wasn't his second button.
context: That's not true.\Don't you have a boyfriend?\I just broke up with him.\Wow! It's so beautiful!\This...\I received it during my junior high graduation\from the person I liked.\But it wasn't his second button. response:	I liked him since I was a first-year.
context: Don't you have a boyfriend?\I just broke up with him.\Wow! It's so beautiful!\This...\I received it during my junior high graduation\from the person I liked.\But it wasn't his second button.\I liked him since I was a first-year. response:	It's not like he's really handsome or anything...
context: I just broke up with him.\Wow! It's so beautiful!\This...\I received it during my junior high graduation\from the person I liked.\But it wasn't his second button.\I liked him since I was a first-year.\It's not like he's really handsome or anything... response:	but I really liked him.
context: Wow! It's so beautiful!\This...\I received it during my junior high graduation\from the person I liked.\But it wasn't his second button.\I liked him since I was a first-year.\It's not like he's really handsome or anything...\but I really liked him. response:	I gathered up all my courage and confessed to him but...
context: This...\I received it during my junior high graduation\from the person I liked.\But it wasn't his second button.\I liked him since I was a first-year.\It's not like he's really handsome or anything...\but I really liked him.\I gathered up all my courage and confessed to him but... response:	He said he's going out with a junior at school.
context: I received it during my junior high graduation\from the person I liked.\But it wasn't his second button.\I liked him since I was a first-year.\It's not like he's really handsome or anything...\but I really liked him.\I gathered up all my courage and confessed to him but...\He said he's going out with a junior at school. response:	I didn't know that at all.
context: from the person I liked.\But it wasn't his second button.\I liked him since I was a first-year.\It's not like he's really handsome or anything...\but I really liked him.\I gathered up all my courage and confessed to him but...\He said he's going out with a junior at school.\I didn't know that at all. response:	If the window could open, I could throw it out from here...
context: But it wasn't his second button.\I liked him since I was a first-year.\It's not like he's really handsome or anything...\but I really liked him.\I gathered up all my courage and confessed to him but...\He said he's going out with a junior at school.\I didn't know that at all.\If the window could open, I could throw it out from here... response:	How disappointing.
context: I liked him since I was a first-year.\It's not like he's really handsome or anything...\but I really liked him.\I gathered up all my courage and confessed to him but...\He said he's going out with a junior at school.\I didn't know that at all.\If the window could open, I could throw it out from here...\How disappointing. response:	Don't say you're going to throw it away.
context: It's not like he's really handsome or anything...\but I really liked him.\I gathered up all my courage and confessed to him but...\He said he's going out with a junior at school.\I didn't know that at all.\If the window could open, I could throw it out from here...\How disappointing.\Don't say you're going to throw it away. response:	You still like him, don't you?
context: but I really liked him.\I gathered up all my courage and confessed to him but...\He said he's going out with a junior at school.\I didn't know that at all.\If the window could open, I could throw it out from here...\How disappointing.\Don't say you're going to throw it away.\You still like him, don't you? response:	Then don't say that you're going to throw it away.
context: I gathered up all my courage and confessed to him but...\He said he's going out with a junior at school.\I didn't know that at all.\If the window could open, I could throw it out from here...\How disappointing.\Don't say you're going to throw it away.\You still like him, don't you?\Then don't say that you're going to throw it away. response:	But...
context: He said he's going out with a junior at school.\I didn't know that at all.\If the window could open, I could throw it out from here...\How disappointing.\Don't say you're going to throw it away.\You still like him, don't you?\Then don't say that you're going to throw it away.\But... response:	I have to forget about him.
context: I didn't know that at all.\If the window could open, I could throw it out from here...\How disappointing.\Don't say you're going to throw it away.\You still like him, don't you?\Then don't say that you're going to throw it away.\But...\I have to forget about him. response:	He has someone that he's going out with.
context: If the window could open, I could throw it out from here...\How disappointing.\Don't say you're going to throw it away.\You still like him, don't you?\Then don't say that you're going to throw it away.\But...\I have to forget about him.\He has someone that he's going out with. response:	We go to different high schools,
context: How disappointing.\Don't say you're going to throw it away.\You still like him, don't you?\Then don't say that you're going to throw it away.\But...\I have to forget about him.\He has someone that he's going out with.\We go to different high schools, response:	and it's not like I'll ever get to see him again.
context: Don't say you're going to throw it away.\You still like him, don't you?\Then don't say that you're going to throw it away.\But...\I have to forget about him.\He has someone that he's going out with.\We go to different high schools,\and it's not like I'll ever get to see him again. response:	So why?
context: You still like him, don't you?\Then don't say that you're going to throw it away.\But...\I have to forget about him.\He has someone that he's going out with.\We go to different high schools,\and it's not like I'll ever get to see him again.\So why? response:	Why do you say such things?
context: Then don't say that you're going to throw it away.\But...\I have to forget about him.\He has someone that he's going out with.\We go to different high schools,\and it's not like I'll ever get to see him again.\So why?\Why do you say such things? response:	You're so straightforward.
context: But...\I have to forget about him.\He has someone that he's going out with.\We go to different high schools,\and it's not like I'll ever get to see him again.\So why?\Why do you say such things?\You're so straightforward. response:	Then how...?
context: I have to forget about him.\He has someone that he's going out with.\We go to different high schools,\and it's not like I'll ever get to see him again.\So why?\Why do you say such things?\You're so straightforward.\Then how...? response:	How can you love someone so straightforward like that?
context: He has someone that he's going out with.\We go to different high schools,\and it's not like I'll ever get to see him again.\So why?\Why do you say such things?\You're so straightforward.\Then how...?\How can you love someone so straightforward like that? response:	I just got dumped too.
context: We go to different high schools,\and it's not like I'll ever get to see him again.\So why?\Why do you say such things?\You're so straightforward.\Then how...?\How can you love someone so straightforward like that?\I just got dumped too. response:	Well, it's really different from your situation.
context: and it's not like I'll ever get to see him again.\So why?\Why do you say such things?\You're so straightforward.\Then how...?\How can you love someone so straightforward like that?\I just got dumped too.\Well, it's really different from your situation. response:	My feelings totally cooled off...
context: So why?\Why do you say such things?\You're so straightforward.\Then how...?\How can you love someone so straightforward like that?\I just got dumped too.\Well, it's really different from your situation.\My feelings totally cooled off... response:	and I don't really know if I really loved her anymore.
context: Why do you say such things?\You're so straightforward.\Then how...?\How can you love someone so straightforward like that?\I just got dumped too.\Well, it's really different from your situation.\My feelings totally cooled off...\and I don't really know if I really loved her anymore. response:	But...
context: You're so straightforward.\Then how...?\How can you love someone so straightforward like that?\I just got dumped too.\Well, it's really different from your situation.\My feelings totally cooled off...\and I don't really know if I really loved her anymore.\But... response:	That's why...
context: Then how...?\How can you love someone so straightforward like that?\I just got dumped too.\Well, it's really different from your situation.\My feelings totally cooled off...\and I don't really know if I really loved her anymore.\But...\That's why... response:	You should definitely treasure...
context: How can you love someone so straightforward like that?\I just got dumped too.\Well, it's really different from your situation.\My feelings totally cooled off...\and I don't really know if I really loved her anymore.\But...\That's why...\You should definitely treasure... response:	the feelings that you have inside you.
context: I just got dumped too.\Well, it's really different from your situation.\My feelings totally cooled off...\and I don't really know if I really loved her anymore.\But...\That's why...\You should definitely treasure...\the feelings that you have inside you. response:	Why...?
context: Well, it's really different from your situation.\My feelings totally cooled off...\and I don't really know if I really loved her anymore.\But...\That's why...\You should definitely treasure...\the feelings that you have inside you.\Why...? response:	Why am I...?
context: My feelings totally cooled off...\and I don't really know if I really loved her anymore.\But...\That's why...\You should definitely treasure...\the feelings that you have inside you.\Why...?\Why am I...? response:	I was so surprised.
context: and I don't really know if I really loved her anymore.\But...\That's why...\You should definitely treasure...\the feelings that you have inside you.\Why...?\Why am I...?\I was so surprised. response:	The cherry blossoms.
context: But...\That's why...\You should definitely treasure...\the feelings that you have inside you.\Why...?\Why am I...?\I was so surprised.\The cherry blossoms. response:	Ever since I got rejected, I kept walking with my head down,
context: That's why...\You should definitely treasure...\the feelings that you have inside you.\Why...?\Why am I...?\I was so surprised.\The cherry blossoms.\Ever since I got rejected, I kept walking with my head down, response:	so I didn't notice the flowers blooming at all.
context: You should definitely treasure...\the feelings that you have inside you.\Why...?\Why am I...?\I was so surprised.\The cherry blossoms.\Ever since I got rejected, I kept walking with my head down,\so I didn't notice the flowers blooming at all. response:	When you called me back at the train station,
context: the feelings that you have inside you.\Why...?\Why am I...?\I was so surprised.\The cherry blossoms.\Ever since I got rejected, I kept walking with my head down,\so I didn't notice the flowers blooming at all.\When you called me back at the train station, response:	I noticed it for the first time.
context: Why...?\Why am I...?\I was so surprised.\The cherry blossoms.\Ever since I got rejected, I kept walking with my head down,\so I didn't notice the flowers blooming at all.\When you called me back at the train station,\I noticed it for the first time. response:	I was really surprised!
context: Why am I...?\I was so surprised.\The cherry blossoms.\Ever since I got rejected, I kept walking with my head down,\so I didn't notice the flowers blooming at all.\When you called me back at the train station,\I noticed it for the first time.\I was really surprised! response:	The petals were falling like snow,
context: I was so surprised.\The cherry blossoms.\Ever since I got rejected, I kept walking with my head down,\so I didn't notice the flowers blooming at all.\When you called me back at the train station,\I noticed it for the first time.\I was really surprised!\The petals were falling like snow, response:	and for a moment I couldn't tell where I was.
context: The cherry blossoms.\Ever since I got rejected, I kept walking with my head down,\so I didn't notice the flowers blooming at all.\When you called me back at the train station,\I noticed it for the first time.\I was really surprised!\The petals were falling like snow,\and for a moment I couldn't tell where I was. response:	That's the same for me too.
context: Ever since I got rejected, I kept walking with my head down,\so I didn't notice the flowers blooming at all.\When you called me back at the train station,\I noticed it for the first time.\I was really surprised!\The petals were falling like snow,\and for a moment I couldn't tell where I was.\That's the same for me too. response:	Where is this...
context: so I didn't notice the flowers blooming at all.\When you called me back at the train station,\I noticed it for the first time.\I was really surprised!\The petals were falling like snow,\and for a moment I couldn't tell where I was.\That's the same for me too.\Where is this... response:	this place that I've always been at?
context: When you called me back at the train station,\I noticed it for the first time.\I was really surprised!\The petals were falling like snow,\and for a moment I couldn't tell where I was.\That's the same for me too.\Where is this...\this place that I've always been at? response:	Is being here unforgivable?
context: I noticed it for the first time.\I was really surprised!\The petals were falling like snow,\and for a moment I couldn't tell where I was.\That's the same for me too.\Where is this...\this place that I've always been at?\Is being here unforgivable? response:	Thank you very much.
context: I was really surprised!\The petals were falling like snow,\and for a moment I couldn't tell where I was.\That's the same for me too.\Where is this...\this place that I've always been at?\Is being here unforgivable?\Thank you very much. response:	Same here.
context: The petals were falling like snow,\and for a moment I couldn't tell where I was.\That's the same for me too.\Where is this...\this place that I've always been at?\Is being here unforgivable?\Thank you very much.\Same here. response:	Umm...
context: and for a moment I couldn't tell where I was.\That's the same for me too.\Where is this...\this place that I've always been at?\Is being here unforgivable?\Thank you very much.\Same here.\Umm... response:	It's nothing.
context: That's the same for me too.\Where is this...\this place that I've always been at?\Is being here unforgivable?\Thank you very much.\Same here.\Umm...\It's nothing. response:	Well, I have to...
context: Where is this...\this place that I've always been at?\Is being here unforgivable?\Thank you very much.\Same here.\Umm...\It's nothing.\Well, I have to... response:	Hey!
context: this place that I've always been at?\Is being here unforgivable?\Thank you very much.\Same here.\Umm...\It's nothing.\Well, I have to...\Hey! response:	Sorry for making you wait!
context: Is being here unforgivable?\Thank you very much.\Same here.\Umm...\It's nothing.\Well, I have to...\Hey!\Sorry for making you wait! response:	Dad!
context: Thank you very much.\Same here.\Umm...\It's nothing.\Well, I have to...\Hey!\Sorry for making you wait!\Dad! response:	Father?
context: Same here.\Umm...\It's nothing.\Well, I have to...\Hey!\Sorry for making you wait!\Dad!\Father? response:	Huh?!
context: Umm...\It's nothing.\Well, I have to...\Hey!\Sorry for making you wait!\Dad!\Father?\Huh?! response:	Oh, you're here too, Koshiro?
context: It's nothing.\Well, I have to...\Hey!\Sorry for making you wait!\Dad!\Father?\Huh?!\Oh, you're here too, Koshiro? response:	It's been a while since you siblings have gotten together.
context: Well, I have to...\Hey!\Sorry for making you wait!\Dad!\Father?\Huh?!\Oh, you're here too, Koshiro?\It's been a while since you siblings have gotten together. response:	Did you guys notice right after you met each other?
context: Hey!\Sorry for making you wait!\Dad!\Father?\Huh?!\Oh, you're here too, Koshiro?\It's been a while since you siblings have gotten together.\Did you guys notice right after you met each other? response:	Hey, what's wrong with the two of you? Let's go!
context: Sorry for making you wait!\Dad!\Father?\Huh?!\Oh, you're here too, Koshiro?\It's been a while since you siblings have gotten together.\Did you guys notice right after you met each other?\Hey, what's wrong with the two of you? Let's go! response:	Hey...!
context: Dad!\Father?\Huh?!\Oh, you're here too, Koshiro?\It's been a while since you siblings have gotten together.\Did you guys notice right after you met each other?\Hey, what's wrong with the two of you? Let's go!\Hey...! response:	What should we have for dinner?
context: Father?\Huh?!\Oh, you're here too, Koshiro?\It's been a while since you siblings have gotten together.\Did you guys notice right after you met each other?\Hey, what's wrong with the two of you? Let's go!\Hey...!\What should we have for dinner? response:	Nanoka, what do you want?
context: Huh?!\Oh, you're here too, Koshiro?\It's been a while since you siblings have gotten together.\Did you guys notice right after you met each other?\Hey, what's wrong with the two of you? Let's go!\Hey...!\What should we have for dinner?\Nanoka, what do you want? response:	Wait...
context: Oh, you're here too, Koshiro?\It's been a while since you siblings have gotten together.\Did you guys notice right after you met each other?\Hey, what's wrong with the two of you? Let's go!\Hey...!\What should we have for dinner?\Nanoka, what do you want?\Wait... response:	Daddy...
context: It's been a while since you siblings have gotten together.\Did you guys notice right after you met each other?\Hey, what's wrong with the two of you? Let's go!\Hey...!\What should we have for dinner?\Nanoka, what do you want?\Wait...\Daddy... response:	Brother?
context: Did you guys notice right after you met each other?\Hey, what's wrong with the two of you? Let's go!\Hey...!\What should we have for dinner?\Nanoka, what do you want?\Wait...\Daddy...\Brother? response:	Yes...
context: Hey, what's wrong with the two of you? Let's go!\Hey...!\What should we have for dinner?\Nanoka, what do you want?\Wait...\Daddy...\Brother?\Yes... response:	I have...
context: Hey...!\What should we have for dinner?\Nanoka, what do you want?\Wait...\Daddy...\Brother?\Yes...\I have... response:	A little sister.
context: What should we have for dinner?\Nanoka, what do you want?\Wait...\Daddy...\Brother?\Yes...\I have...\A little sister. response:	yasashii yume ga a gentle dream
context: Nanoka, what do you want?\Wait...\Daddy...\Brother?\Yes...\I have...\A little sister.\yasashii yume ga a gentle dream response:	sotto mune no haru wo yobi calls the spring in my heart
context: Wait...\Daddy...\Brother?\Yes...\I have...\A little sister.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart response:	yasashii kaze ni nari and becomes a gentle breeze
context: Daddy...\Brother?\Yes...\I have...\A little sister.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze response:	kimi ni furete satteyuku that touches you then leaves
context: Brother?\Yes...\I have...\A little sister.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves response:	chiisana potto ni wa in the small pot
context: Yes...\I have...\A little sister.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot response:	daisukina kimochi are feelings of love
context: I have...\A little sister.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love response:	yurayura to swaying softly
context: A little sister.\yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly response:	ii kaori nosete that carry a sweet scent
context: yasashii yume ga a gentle dream\sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent response:	itsumo matteita always waiting...
context: sotto mune no haru wo yobi calls the spring in my heart\yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting... response:	kono toki wo atatamete warming up this moment...
context: yasashii kaze ni nari and becomes a gentle breeze\kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment... response:	futari dakara wakaru koto things we understand because it's the two of us
context: kimi ni furete satteyuku that touches you then leaves\chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us response:	kotoba janakute are not just words
context: chiisana potto ni wa in the small pot\daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words response:	hohoemu dake negaudake we just smile, we just hope
context: daisukina kimochi are feelings of love\yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope response:	shizuka na sora e to the quiet sky
context: yurayura to swaying softly\ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizuka na sora e to the quiet sky response:	ashita mo mata aeru yo ne we'll see each other again tomorrow...
context: ii kaori nosete that carry a sweet scent\itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizuka na sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow... response:	shizuka na sora de at the quiet sky
context: itsumo matteita always waiting...\kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizuka na sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizuka na sora de at the quiet sky response:	A girl that I got dumped by came to my office, so I was kind of apprehensive.
context: kono toki wo atatamete warming up this moment...\futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizuka na sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizuka na sora de at the quiet sky\A girl that I got dumped by came to my office, so I was kind of apprehensive. response:	I went on a date with my younger sister without knowing.
context: futari dakara wakaru koto things we understand because it's the two of us\kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizuka na sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizuka na sora de at the quiet sky\A girl that I got dumped by came to my office, so I was kind of apprehensive.\I went on a date with my younger sister without knowing. response:	I cried in front of a high school student at my age.
context: kotoba janakute are not just words\hohoemu dake negaudake we just smile, we just hope\shizuka na sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizuka na sora de at the quiet sky\A girl that I got dumped by came to my office, so I was kind of apprehensive.\I went on a date with my younger sister without knowing.\I cried in front of a high school student at my age. response:	Is this all right?!
context: hohoemu dake negaudake we just smile, we just hope\shizuka na sora e to the quiet sky\ashita mo mata aeru yo ne we'll see each other again tomorrow...\shizuka na sora de at the quiet sky\A girl that I got dumped by came to my office, so I was kind of apprehensive.\I went on a date with my younger sister without knowing.\I cried in front of a high school student at my age.\Is this all right?! response:	Your punishment is Sumaki Nagashi!
