context: Don't you die, Goku. response:	Father...
context: I'm sure she must have run out of tears.\She hasn't fainted, has she? Hey!\Hey!\Ee-yow!\-Yow! Yow! Yow! -Fight...\Fight.\Fight! Fight, Gohan! Fight!\Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight! response:	How about I at least let you die next to your father? I'll be kind.
context: She hasn't fainted, has she? Hey!\Hey!\Ee-yow!\-Yow! Yow! Yow! -Fight...\Fight.\Fight! Fight, Gohan! Fight!\Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight!\How about I at least let you die next to your father? I'll be kind. response:	G- Gohan...
context: Hey!\Ee-yow!\-Yow! Yow! Yow! -Fight...\Fight.\Fight! Fight, Gohan! Fight!\Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight!\How about I at least let you die next to your father? I'll be kind.\G- Gohan... response:	Oh? Kakarrot, you're a tough one. You're still conscious, are you?
context: Ee-yow!\-Yow! Yow! Yow! -Fight...\Fight.\Fight! Fight, Gohan! Fight!\Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight!\How about I at least let you die next to your father? I'll be kind.\G- Gohan...\Oh? Kakarrot, you're a tough one. You're still conscious, are you? response:	Gohan, can you hear me?
context: -Yow! Yow! Yow! -Fight...\Fight.\Fight! Fight, Gohan! Fight!\Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight!\How about I at least let you die next to your father? I'll be kind.\G- Gohan...\Oh? Kakarrot, you're a tough one. You're still conscious, are you?\Gohan, can you hear me? response:	Gohan, your daddy's whole body is a mess. I can't move anymore.
context: Fight.\Fight! Fight, Gohan! Fight!\Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight!\How about I at least let you die next to your father? I'll be kind.\G- Gohan...\Oh? Kakarrot, you're a tough one. You're still conscious, are you?\Gohan, can you hear me?\Gohan, your daddy's whole body is a mess. I can't move anymore. response:	Fight in my place. His power should have dropped considerably.
context: Fight! Fight, Gohan! Fight!\Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight!\How about I at least let you die next to your father? I'll be kind.\G- Gohan...\Oh? Kakarrot, you're a tough one. You're still conscious, are you?\Gohan, can you hear me?\Gohan, your daddy's whole body is a mess. I can't move anymore.\Fight in my place. His power should have dropped considerably. response:	I- I can't, Father! He's too strong! I can't beat him!
context: Avenge your daddy's death! Get up, Gohan! Fight, Gohan! Fight!\How about I at least let you die next to your father? I'll be kind.\G- Gohan...\Oh? Kakarrot, you're a tough one. You're still conscious, are you?\Gohan, can you hear me?\Gohan, your daddy's whole body is a mess. I can't move anymore.\Fight in my place. His power should have dropped considerably.\I- I can't, Father! He's too strong! I can't beat him! response:	All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.
context: How about I at least let you die next to your father? I'll be kind.\G- Gohan...\Oh? Kakarrot, you're a tough one. You're still conscious, are you?\Gohan, can you hear me?\Gohan, your daddy's whole body is a mess. I can't move anymore.\Fight in my place. His power should have dropped considerably.\I- I can't, Father! He's too strong! I can't beat him!\All right, I'll do it this way- I'll follow my order, and kill Kakarrot first. response:	Next will be Kakarrot's kid.
context: G- Gohan...\Oh? Kakarrot, you're a tough one. You're still conscious, are you?\Gohan, can you hear me?\Gohan, your daddy's whole body is a mess. I can't move anymore.\Fight in my place. His power should have dropped considerably.\I- I can't, Father! He's too strong! I can't beat him!\All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.\Next will be Kakarrot's kid. response:	After that, I'll finish off that bald bastard from earlier.
context: Oh? Kakarrot, you're a tough one. You're still conscious, are you?\Gohan, can you hear me?\Gohan, your daddy's whole body is a mess. I can't move anymore.\Fight in my place. His power should have dropped considerably.\I- I can't, Father! He's too strong! I can't beat him!\All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.\Next will be Kakarrot's kid.\After that, I'll finish off that bald bastard from earlier. response:	Finally, I'll kill the bastard who cut off my precious tail!
context: Gohan, can you hear me?\Gohan, your daddy's whole body is a mess. I can't move anymore.\Fight in my place. His power should have dropped considerably.\I- I can't, Father! He's too strong! I can't beat him!\All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.\Next will be Kakarrot's kid.\After that, I'll finish off that bald bastard from earlier.\Finally, I'll kill the bastard who cut off my precious tail! response:	He remembered me, huh?
context: Gohan, your daddy's whole body is a mess. I can't move anymore.\Fight in my place. His power should have dropped considerably.\I- I can't, Father! He's too strong! I can't beat him!\All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.\Next will be Kakarrot's kid.\After that, I'll finish off that bald bastard from earlier.\Finally, I'll kill the bastard who cut off my precious tail!\He remembered me, huh? response:	You don't have to beat him... Just keep him bottled up...
context: Fight in my place. His power should have dropped considerably.\I- I can't, Father! He's too strong! I can't beat him!\All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.\Next will be Kakarrot's kid.\After that, I'll finish off that bald bastard from earlier.\Finally, I'll kill the bastard who cut off my precious tail!\He remembered me, huh?\You don't have to beat him... Just keep him bottled up... response:	Your power should be even more incredible than his... even more...
context: I- I can't, Father! He's too strong! I can't beat him!\All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.\Next will be Kakarrot's kid.\After that, I'll finish off that bald bastard from earlier.\Finally, I'll kill the bastard who cut off my precious tail!\He remembered me, huh?\You don't have to beat him... Just keep him bottled up...\Your power should be even more incredible than his... even more... response:	While you're doing that, I'll have Kuririn finish him off...
context: All right, I'll do it this way- I'll follow my order, and kill Kakarrot first.\Next will be Kakarrot's kid.\After that, I'll finish off that bald bastard from earlier.\Finally, I'll kill the bastard who cut off my precious tail!\He remembered me, huh?\You don't have to beat him... Just keep him bottled up...\Your power should be even more incredible than his... even more...\While you're doing that, I'll have Kuririn finish him off... response:	I can't! I can't even move anymore!
context: Next will be Kakarrot's kid.\After that, I'll finish off that bald bastard from earlier.\Finally, I'll kill the bastard who cut off my precious tail!\He remembered me, huh?\You don't have to beat him... Just keep him bottled up...\Your power should be even more incredible than his... even more...\While you're doing that, I'll have Kuririn finish him off...\I can't! I can't even move anymore! response:	You stupid jackass! Do you want everyone else's deaths to be in vain?
context: After that, I'll finish off that bald bastard from earlier.\Finally, I'll kill the bastard who cut off my precious tail!\He remembered me, huh?\You don't have to beat him... Just keep him bottled up...\Your power should be even more incredible than his... even more...\While you're doing that, I'll have Kuririn finish him off...\I can't! I can't even move anymore!\You stupid jackass! Do you want everyone else's deaths to be in vain? response:	What did Piccolo teach you?
context: Finally, I'll kill the bastard who cut off my precious tail!\He remembered me, huh?\You don't have to beat him... Just keep him bottled up...\Your power should be even more incredible than his... even more...\While you're doing that, I'll have Kuririn finish him off...\I can't! I can't even move anymore!\You stupid jackass! Do you want everyone else's deaths to be in vain?\What did Piccolo teach you? response:	I'm counting on you, Gohan...
context: He remembered me, huh?\You don't have to beat him... Just keep him bottled up...\Your power should be even more incredible than his... even more...\While you're doing that, I'll have Kuririn finish him off...\I can't! I can't even move anymore!\You stupid jackass! Do you want everyone else's deaths to be in vain?\What did Piccolo teach you?\I'm counting on you, Gohan... response:	For left-behind scum, you're sure giving me a lot of trouble!
context: You don't have to beat him... Just keep him bottled up...\Your power should be even more incredible than his... even more...\While you're doing that, I'll have Kuririn finish him off...\I can't! I can't even move anymore!\You stupid jackass! Do you want everyone else's deaths to be in vain?\What did Piccolo teach you?\I'm counting on you, Gohan...\For left-behind scum, you're sure giving me a lot of trouble! response:	G- Gohan!
context: Your power should be even more incredible than his... even more...\While you're doing that, I'll have Kuririn finish him off...\I can't! I can't even move anymore!\You stupid jackass! Do you want everyone else's deaths to be in vain?\What did Piccolo teach you?\I'm counting on you, Gohan...\For left-behind scum, you're sure giving me a lot of trouble!\G- Gohan! response:	What's the matter!? Eh!?
context: While you're doing that, I'll have Kuririn finish him off...\I can't! I can't even move anymore!\You stupid jackass! Do you want everyone else's deaths to be in vain?\What did Piccolo teach you?\I'm counting on you, Gohan...\For left-behind scum, you're sure giving me a lot of trouble!\G- Gohan!\What's the matter!? Eh!? response:	S- stop... that...
context: I can't! I can't even move anymore!\You stupid jackass! Do you want everyone else's deaths to be in vain?\What did Piccolo teach you?\I'm counting on you, Gohan...\For left-behind scum, you're sure giving me a lot of trouble!\G- Gohan!\What's the matter!? Eh!?\S- stop... that... response:	Die!
context: You stupid jackass! Do you want everyone else's deaths to be in vain?\What did Piccolo teach you?\I'm counting on you, Gohan...\For left-behind scum, you're sure giving me a lot of trouble!\G- Gohan!\What's the matter!? Eh!?\S- stop... that...\Die! response:	Stop... that!
context: What did Piccolo teach you?\I'm counting on you, Gohan...\For left-behind scum, you're sure giving me a lot of trouble!\G- Gohan!\What's the matter!? Eh!?\S- stop... that...\Die!\Stop... that! response:	What's the matter? Die! Die!
context: I'm counting on you, Gohan...\For left-behind scum, you're sure giving me a lot of trouble!\G- Gohan!\What's the matter!? Eh!?\S- stop... that...\Die!\Stop... that!\What's the matter? Die! Die! response:	Stop that!!
context: For left-behind scum, you're sure giving me a lot of trouble!\G- Gohan!\What's the matter!? Eh!?\S- stop... that...\Die!\Stop... that!\What's the matter? Die! Die!\Stop that!! response:	What!?
context: G- Gohan!\What's the matter!? Eh!?\S- stop... that...\Die!\Stop... that!\What's the matter? Die! Die!\Stop that!!\What!? response:	I'm going...
context: What's the matter!? Eh!?\S- stop... that...\Die!\Stop... that!\What's the matter? Die! Die!\Stop that!!\What!?\I'm going... response:	You are going to defeat me?
context: S- stop... that...\Die!\Stop... that!\What's the matter? Die! Die!\Stop that!!\What!?\I'm going...\You are going to defeat me? response:	What the!?
context: Die!\Stop... that!\What's the matter? Die! Die!\Stop that!!\What!?\I'm going...\You are going to defeat me?\What the!? response:	Kuririn!
context: Stop... that!\What's the matter? Die! Die!\Stop that!!\What!?\I'm going...\You are going to defeat me?\What the!?\Kuririn! response:	Kuririn, please! Come here!
context: What's the matter? Die! Die!\Stop that!!\What!?\I'm going...\You are going to defeat me?\What the!?\Kuririn!\Kuririn, please! Come here! response:	D- dammit...
context: Stop that!!\What!?\I'm going...\You are going to defeat me?\What the!?\Kuririn!\Kuririn, please! Come here!\D- dammit... response:	Don't you mess around with Vegeta- sama!
context: What!?\I'm going...\You are going to defeat me?\What the!?\Kuririn!\Kuririn, please! Come here!\D- dammit...\Don't you mess around with Vegeta- sama! response:	G- Goku, it's hopeless. He's just too terrible.
context: I'm going...\You are going to defeat me?\What the!?\Kuririn!\Kuririn, please! Come here!\D- dammit...\Don't you mess around with Vegeta- sama!\G- Goku, it's hopeless. He's just too terrible. response:	Why didn't you tell Gohan to run away?
context: You are going to defeat me?\What the!?\Kuririn!\Kuririn, please! Come here!\D- dammit...\Don't you mess around with Vegeta- sama!\G- Goku, it's hopeless. He's just too terrible.\Why didn't you tell Gohan to run away? response:	I'm going to give this to you now, Kuririn...
context: What the!?\Kuririn!\Kuririn, please! Come here!\D- dammit...\Don't you mess around with Vegeta- sama!\G- Goku, it's hopeless. He's just too terrible.\Why didn't you tell Gohan to run away?\I'm going to give this to you now, Kuririn... response:	The Genki Dama that I gathered from all over the earth...
context: Kuririn!\Kuririn, please! Come here!\D- dammit...\Don't you mess around with Vegeta- sama!\G- Goku, it's hopeless. He's just too terrible.\Why didn't you tell Gohan to run away?\I'm going to give this to you now, Kuririn...\The Genki Dama that I gathered from all over the earth... response:	Eh? What did you say? What are you going to give me?
context: Kuririn, please! Come here!\D- dammit...\Don't you mess around with Vegeta- sama!\G- Goku, it's hopeless. He's just too terrible.\Why didn't you tell Gohan to run away?\I'm going to give this to you now, Kuririn...\The Genki Dama that I gathered from all over the earth...\Eh? What did you say? What are you going to give me? response:	A- a Genki Dama... Ki that I've collected from everything on earth...
context: D- dammit...\Don't you mess around with Vegeta- sama!\G- Goku, it's hopeless. He's just too terrible.\Why didn't you tell Gohan to run away?\I'm going to give this to you now, Kuririn...\The Genki Dama that I gathered from all over the earth...\Eh? What did you say? What are you going to give me?\A- a Genki Dama... Ki that I've collected from everything on earth... response:	About half of it got away, but I think it will still defeat him, the way he is now...
context: Don't you mess around with Vegeta- sama!\G- Goku, it's hopeless. He's just too terrible.\Why didn't you tell Gohan to run away?\I'm going to give this to you now, Kuririn...\The Genki Dama that I gathered from all over the earth...\Eh? What did you say? What are you going to give me?\A- a Genki Dama... Ki that I've collected from everything on earth...\About half of it got away, but I think it will still defeat him, the way he is now... response:	W- what?
context: G- Goku, it's hopeless. He's just too terrible.\Why didn't you tell Gohan to run away?\I'm going to give this to you now, Kuririn...\The Genki Dama that I gathered from all over the earth...\Eh? What did you say? What are you going to give me?\A- a Genki Dama... Ki that I've collected from everything on earth...\About half of it got away, but I think it will still defeat him, the way he is now...\W- what? response:	Kuririn... take my hand...
context: Why didn't you tell Gohan to run away?\I'm going to give this to you now, Kuririn...\The Genki Dama that I gathered from all over the earth...\Eh? What did you say? What are you going to give me?\A- a Genki Dama... Ki that I've collected from everything on earth...\About half of it got away, but I think it will still defeat him, the way he is now...\W- what?\Kuririn... take my hand... response:	I don't understand this at all.
context: I'm going to give this to you now, Kuririn...\The Genki Dama that I gathered from all over the earth...\Eh? What did you say? What are you going to give me?\A- a Genki Dama... Ki that I've collected from everything on earth...\About half of it got away, but I think it will still defeat him, the way he is now...\W- what?\Kuririn... take my hand...\I don't understand this at all. response:	Hurry! Gohan is going to die!
context: The Genki Dama that I gathered from all over the earth...\Eh? What did you say? What are you going to give me?\A- a Genki Dama... Ki that I've collected from everything on earth...\About half of it got away, but I think it will still defeat him, the way he is now...\W- what?\Kuririn... take my hand...\I don't understand this at all.\Hurry! Gohan is going to die! response:	I just have to take your hand?
context: Eh? What did you say? What are you going to give me?\A- a Genki Dama... Ki that I've collected from everything on earth...\About half of it got away, but I think it will still defeat him, the way he is now...\W- what?\Kuririn... take my hand...\I don't understand this at all.\Hurry! Gohan is going to die!\I just have to take your hand? response:	Please...
context: A- a Genki Dama... Ki that I've collected from everything on earth...\About half of it got away, but I think it will still defeat him, the way he is now...\W- what?\Kuririn... take my hand...\I don't understand this at all.\Hurry! Gohan is going to die!\I just have to take your hand?\Please... response:	Like this?
context: About half of it got away, but I think it will still defeat him, the way he is now...\W- what?\Kuririn... take my hand...\I don't understand this at all.\Hurry! Gohan is going to die!\I just have to take your hand?\Please...\Like this? response:	Your bones are broken, aren't they?
context: W- what?\Kuririn... take my hand...\I don't understand this at all.\Hurry! Gohan is going to die!\I just have to take your hand?\Please...\Like this?\Your bones are broken, aren't they? response:	That's okay... Don't let go...
context: Kuririn... take my hand...\I don't understand this at all.\Hurry! Gohan is going to die!\I just have to take your hand?\Please...\Like this?\Your bones are broken, aren't they?\That's okay... Don't let go... response:	I'm giving it to you now, so take it...
context: I don't understand this at all.\Hurry! Gohan is going to die!\I just have to take your hand?\Please...\Like this?\Your bones are broken, aren't they?\That's okay... Don't let go...\I'm giving it to you now, so take it... response:	W- w- what is this?
context: Hurry! Gohan is going to die!\I just have to take your hand?\Please...\Like this?\Your bones are broken, aren't they?\That's okay... Don't let go...\I'm giving it to you now, so take it...\W- w- what is this? response:	I- it's awesome... This is a tremendous amount of Ki!
context: I just have to take your hand?\Please...\Like this?\Your bones are broken, aren't they?\That's okay... Don't let go...\I'm giving it to you now, so take it...\W- w- what is this?\I- it's awesome... This is a tremendous amount of Ki! response:	Turn your palm upward, and focus it... You can make it into a ball...
context: Please...\Like this?\Your bones are broken, aren't they?\That's okay... Don't let go...\I'm giving it to you now, so take it...\W- w- what is this?\I- it's awesome... This is a tremendous amount of Ki!\Turn your palm upward, and focus it... You can make it into a ball... response:	You dirty brat!!
context: Like this?\Your bones are broken, aren't they?\That's okay... Don't let go...\I'm giving it to you now, so take it...\W- w- what is this?\I- it's awesome... This is a tremendous amount of Ki!\Turn your palm upward, and focus it... You can make it into a ball...\You dirty brat!! response:	Hang in there...
context: Your bones are broken, aren't they?\That's okay... Don't let go...\I'm giving it to you now, so take it...\W- w- what is this?\I- it's awesome... This is a tremendous amount of Ki!\Turn your palm upward, and focus it... You can make it into a ball...\You dirty brat!!\Hang in there... response:	Gohan ain't able to control this kind of Ki...
context: That's okay... Don't let go...\I'm giving it to you now, so take it...\W- w- what is this?\I- it's awesome... This is a tremendous amount of Ki!\Turn your palm upward, and focus it... You can make it into a ball...\You dirty brat!!\Hang in there...\Gohan ain't able to control this kind of Ki... response:	I- it came out! Is this-?
context: I'm giving it to you now, so take it...\W- w- what is this?\I- it's awesome... This is a tremendous amount of Ki!\Turn your palm upward, and focus it... You can make it into a ball...\You dirty brat!!\Hang in there...\Gohan ain't able to control this kind of Ki...\I- it came out! Is this-? response:	A Genki Dama... You did it!
context: W- w- what is this?\I- it's awesome... This is a tremendous amount of Ki!\Turn your palm upward, and focus it... You can make it into a ball...\You dirty brat!!\Hang in there...\Gohan ain't able to control this kind of Ki...\I- it came out! Is this-?\A Genki Dama... You did it! response:	You're a pesky brat!
context: I- it's awesome... This is a tremendous amount of Ki!\Turn your palm upward, and focus it... You can make it into a ball...\You dirty brat!!\Hang in there...\Gohan ain't able to control this kind of Ki...\I- it came out! Is this-?\A Genki Dama... You did it!\You're a pesky brat! response:	Kuririn... hit him with it... I can't make another Genki Dama...
context: Turn your palm upward, and focus it... You can make it into a ball...\You dirty brat!!\Hang in there...\Gohan ain't able to control this kind of Ki...\I- it came out! Is this-?\A Genki Dama... You did it!\You're a pesky brat!\Kuririn... hit him with it... I can't make another Genki Dama... response:	M- make sure you hit him! Please!
context: You dirty brat!!\Hang in there...\Gohan ain't able to control this kind of Ki...\I- it came out! Is this-?\A Genki Dama... You did it!\You're a pesky brat!\Kuririn... hit him with it... I can't make another Genki Dama...\M- make sure you hit him! Please! response:	U- understood. I'll try.
context: Hang in there...\Gohan ain't able to control this kind of Ki...\I- it came out! Is this-?\A Genki Dama... You did it!\You're a pesky brat!\Kuririn... hit him with it... I can't make another Genki Dama...\M- make sure you hit him! Please!\U- understood. I'll try. response:	Will the Genki Dama that has been entrusted to Kuririn be able to put a stop to Vegeta?
