context: Father, please speak. response:	I am giving you a golden lotus.
context: Celestial disciples cannot use our powers here.\I can't even summon my sword.\Only those ranked as gods can come and go freely.\Young immortal.\Princess.\How did you know I am the princess?\You have such a graceful figure and stunning features\and you can intimidate the three armies. response:	Of course you are the princess.
context: I can't even summon my sword.\Only those ranked as gods can come and go freely.\Young immortal.\Princess.\How did you know I am the princess?\You have such a graceful figure and stunning features\and you can intimidate the three armies.\Of course you are the princess. response:	It's said Celestials are all condescending. You seem quite unique.
context: Only those ranked as gods can come and go freely.\Young immortal.\Princess.\How did you know I am the princess?\You have such a graceful figure and stunning features\and you can intimidate the three armies.\Of course you are the princess.\It's said Celestials are all condescending. You seem quite unique. response:	Princess, you are wrong there.
context: Young immortal.\Princess.\How did you know I am the princess?\You have such a graceful figure and stunning features\and you can intimidate the three armies.\Of course you are the princess.\It's said Celestials are all condescending. You seem quite unique.\Princess, you are wrong there. response:	Our god has long lived in seclusion in the Peach Tree Woods
context: Princess.\How did you know I am the princess?\You have such a graceful figure and stunning features\and you can intimidate the three armies.\Of course you are the princess.\It's said Celestials are all condescending. You seem quite unique.\Princess, you are wrong there.\Our god has long lived in seclusion in the Peach Tree Woods response:	and bothers not with affairs of the world.
context: How did you know I am the princess?\You have such a graceful figure and stunning features\and you can intimidate the three armies.\Of course you are the princess.\It's said Celestials are all condescending. You seem quite unique.\Princess, you are wrong there.\Our god has long lived in seclusion in the Peach Tree Woods\and bothers not with affairs of the world. response:	That is why we can't be considered part of the Celestial Tribe.
context: You have such a graceful figure and stunning features\and you can intimidate the three armies.\Of course you are the princess.\It's said Celestials are all condescending. You seem quite unique.\Princess, you are wrong there.\Our god has long lived in seclusion in the Peach Tree Woods\and bothers not with affairs of the world.\That is why we can't be considered part of the Celestial Tribe. response:	That is for the best. My father hates the Celestial Tribe.
context: and you can intimidate the three armies.\Of course you are the princess.\It's said Celestials are all condescending. You seem quite unique.\Princess, you are wrong there.\Our god has long lived in seclusion in the Peach Tree Woods\and bothers not with affairs of the world.\That is why we can't be considered part of the Celestial Tribe.\That is for the best. My father hates the Celestial Tribe. response:	Are you married yet?
context: Of course you are the princess.\It's said Celestials are all condescending. You seem quite unique.\Princess, you are wrong there.\Our god has long lived in seclusion in the Peach Tree Woods\and bothers not with affairs of the world.\That is why we can't be considered part of the Celestial Tribe.\That is for the best. My father hates the Celestial Tribe.\Are you married yet? response:	Me?
context: It's said Celestials are all condescending. You seem quite unique.\Princess, you are wrong there.\Our god has long lived in seclusion in the Peach Tree Woods\and bothers not with affairs of the world.\That is why we can't be considered part of the Celestial Tribe.\That is for the best. My father hates the Celestial Tribe.\Are you married yet?\Me? response:	Are you?
context: Princess, you are wrong there.\Our god has long lived in seclusion in the Peach Tree Woods\and bothers not with affairs of the world.\That is why we can't be considered part of the Celestial Tribe.\That is for the best. My father hates the Celestial Tribe.\Are you married yet?\Me?\Are you? response:	No.
context: Our god has long lived in seclusion in the Peach Tree Woods\and bothers not with affairs of the world.\That is why we can't be considered part of the Celestial Tribe.\That is for the best. My father hates the Celestial Tribe.\Are you married yet?\Me?\Are you?\No. response:	Really? That's wonderful.
context: and bothers not with affairs of the world.\That is why we can't be considered part of the Celestial Tribe.\That is for the best. My father hates the Celestial Tribe.\Are you married yet?\Me?\Are you?\No.\Really? That's wonderful. response:	The princess has taken a liking to you.
context: That is why we can't be considered part of the Celestial Tribe.\That is for the best. My father hates the Celestial Tribe.\Are you married yet?\Me?\Are you?\No.\Really? That's wonderful.\The princess has taken a liking to you. response:	Don't make such a joke.
context: That is for the best. My father hates the Celestial Tribe.\Are you married yet?\Me?\Are you?\No.\Really? That's wonderful.\The princess has taken a liking to you.\Don't make such a joke. response:	Yao Guang looks at Master the same way.
context: Are you married yet?\Me?\Are you?\No.\Really? That's wonderful.\The princess has taken a liking to you.\Don't make such a joke.\Yao Guang looks at Master the same way. response:	Here, General.
context: Me?\Are you?\No.\Really? That's wonderful.\The princess has taken a liking to you.\Don't make such a joke.\Yao Guang looks at Master the same way.\Here, General. response:	Let me fill your cup.
context: Are you?\No.\Really? That's wonderful.\The princess has taken a liking to you.\Don't make such a joke.\Yao Guang looks at Master the same way.\Here, General.\Let me fill your cup. response:	Another toast, General.
context: No.\Really? That's wonderful.\The princess has taken a liking to you.\Don't make such a joke.\Yao Guang looks at Master the same way.\Here, General.\Let me fill your cup.\Another toast, General. response:	- Drink another cup. - You sure can drink.
context: Really? That's wonderful.\The princess has taken a liking to you.\Don't make such a joke.\Yao Guang looks at Master the same way.\Here, General.\Let me fill your cup.\Another toast, General.\- Drink another cup. - You sure can drink. response:	Come, another cup.
context: The princess has taken a liking to you.\Don't make such a joke.\Yao Guang looks at Master the same way.\Here, General.\Let me fill your cup.\Another toast, General.\- Drink another cup. - You sure can drink.\Come, another cup. response:	- Come, come. - Let me fill your cup.
context: Don't make such a joke.\Yao Guang looks at Master the same way.\Here, General.\Let me fill your cup.\Another toast, General.\- Drink another cup. - You sure can drink.\Come, another cup.\- Come, come. - Let me fill your cup. response:	Good, good.
context: Yao Guang looks at Master the same way.\Here, General.\Let me fill your cup.\Another toast, General.\- Drink another cup. - You sure can drink.\Come, another cup.\- Come, come. - Let me fill your cup.\Good, good. response:	General, you sure can drink.
context: Here, General.\Let me fill your cup.\Another toast, General.\- Drink another cup. - You sure can drink.\Come, another cup.\- Come, come. - Let me fill your cup.\Good, good.\General, you sure can drink. response:	Let me drink with you.
context: Let me fill your cup.\Another toast, General.\- Drink another cup. - You sure can drink.\Come, another cup.\- Come, come. - Let me fill your cup.\Good, good.\General, you sure can drink.\Let me drink with you. response:	- Another toast. - Brother.
context: Another toast, General.\- Drink another cup. - You sure can drink.\Come, another cup.\- Come, come. - Let me fill your cup.\Good, good.\General, you sure can drink.\Let me drink with you.\- Another toast. - Brother. response:	Doesn't it taste good?
context: - Drink another cup. - You sure can drink.\Come, another cup.\- Come, come. - Let me fill your cup.\Good, good.\General, you sure can drink.\Let me drink with you.\- Another toast. - Brother.\Doesn't it taste good? response:	- Come, fill it up again. - Drink.
context: Come, another cup.\- Come, come. - Let me fill your cup.\Good, good.\General, you sure can drink.\Let me drink with you.\- Another toast. - Brother.\Doesn't it taste good?\- Come, fill it up again. - Drink. response:	General, drink.
context: - Come, come. - Let me fill your cup.\Good, good.\General, you sure can drink.\Let me drink with you.\- Another toast. - Brother.\Doesn't it taste good?\- Come, fill it up again. - Drink.\General, drink. response:	Come, drink.
context: Good, good.\General, you sure can drink.\Let me drink with you.\- Another toast. - Brother.\Doesn't it taste good?\- Come, fill it up again. - Drink.\General, drink.\Come, drink. response:	Drink.
context: General, you sure can drink.\Let me drink with you.\- Another toast. - Brother.\Doesn't it taste good?\- Come, fill it up again. - Drink.\General, drink.\Come, drink.\Drink. response:	Let me fill it up for you.
context: Let me drink with you.\- Another toast. - Brother.\Doesn't it taste good?\- Come, fill it up again. - Drink.\General, drink.\Come, drink.\Drink.\Let me fill it up for you. response:	- Ghost Lord. - Ghost Lord.
context: - Another toast. - Brother.\Doesn't it taste good?\- Come, fill it up again. - Drink.\General, drink.\Come, drink.\Drink.\Let me fill it up for you.\- Ghost Lord. - Ghost Lord. response:	Sit.
context: Doesn't it taste good?\- Come, fill it up again. - Drink.\General, drink.\Come, drink.\Drink.\Let me fill it up for you.\- Ghost Lord. - Ghost Lord.\Sit. response:	You other tribes sit when you poop
context: - Come, fill it up again. - Drink.\General, drink.\Come, drink.\Drink.\Let me fill it up for you.\- Ghost Lord. - Ghost Lord.\Sit.\You other tribes sit when you poop response:	yet you kneel and sit down on your heels.
context: General, drink.\Come, drink.\Drink.\Let me fill it up for you.\- Ghost Lord. - Ghost Lord.\Sit.\You other tribes sit when you poop\yet you kneel and sit down on your heels. response:	Sit down properly.
context: Come, drink.\Drink.\Let me fill it up for you.\- Ghost Lord. - Ghost Lord.\Sit.\You other tribes sit when you poop\yet you kneel and sit down on your heels.\Sit down properly. response:	Immortal.
context: Drink.\Let me fill it up for you.\- Ghost Lord. - Ghost Lord.\Sit.\You other tribes sit when you poop\yet you kneel and sit down on your heels.\Sit down properly.\Immortal. response:	Please.
context: Let me fill it up for you.\- Ghost Lord. - Ghost Lord.\Sit.\You other tribes sit when you poop\yet you kneel and sit down on your heels.\Sit down properly.\Immortal.\Please. response:	Please drink.
context: - Ghost Lord. - Ghost Lord.\Sit.\You other tribes sit when you poop\yet you kneel and sit down on your heels.\Sit down properly.\Immortal.\Please.\Please drink. response:	Immortal.
context: Sit.\You other tribes sit when you poop\yet you kneel and sit down on your heels.\Sit down properly.\Immortal.\Please.\Please drink.\Immortal. response:	Yan Zhi, where is your second brother?
context: You other tribes sit when you poop\yet you kneel and sit down on your heels.\Sit down properly.\Immortal.\Please.\Please drink.\Immortal.\Yan Zhi, where is your second brother? response:	I'm afraid he isn't back yet.
context: yet you kneel and sit down on your heels.\Sit down properly.\Immortal.\Please.\Please drink.\Immortal.\Yan Zhi, where is your second brother?\I'm afraid he isn't back yet. response:	There are numerous beauties in the palace.
context: Sit down properly.\Immortal.\Please.\Please drink.\Immortal.\Yan Zhi, where is your second brother?\I'm afraid he isn't back yet.\There are numerous beauties in the palace. response:	Yet, he still pursues pleasures all day in the mortal realm.
context: Immortal.\Please.\Please drink.\Immortal.\Yan Zhi, where is your second brother?\I'm afraid he isn't back yet.\There are numerous beauties in the palace.\Yet, he still pursues pleasures all day in the mortal realm. response:	How is that fitting for a prince?
context: Please.\Please drink.\Immortal.\Yan Zhi, where is your second brother?\I'm afraid he isn't back yet.\There are numerous beauties in the palace.\Yet, he still pursues pleasures all day in the mortal realm.\How is that fitting for a prince? response:	Second Brother is...
context: Please drink.\Immortal.\Yan Zhi, where is your second brother?\I'm afraid he isn't back yet.\There are numerous beauties in the palace.\Yet, he still pursues pleasures all day in the mortal realm.\How is that fitting for a prince?\Second Brother is... response:	Today is the anniversary of his birth mother's death.
context: Immortal.\Yan Zhi, where is your second brother?\I'm afraid he isn't back yet.\There are numerous beauties in the palace.\Yet, he still pursues pleasures all day in the mortal realm.\How is that fitting for a prince?\Second Brother is...\Today is the anniversary of his birth mother's death. response:	I'm afraid that is why he isn't back yet.
context: Yan Zhi, where is your second brother?\I'm afraid he isn't back yet.\There are numerous beauties in the palace.\Yet, he still pursues pleasures all day in the mortal realm.\How is that fitting for a prince?\Second Brother is...\Today is the anniversary of his birth mother's death.\I'm afraid that is why he isn't back yet. response:	You. Why haven't I seen you speak?
context: I'm afraid he isn't back yet.\There are numerous beauties in the palace.\Yet, he still pursues pleasures all day in the mortal realm.\How is that fitting for a prince?\Second Brother is...\Today is the anniversary of his birth mother's death.\I'm afraid that is why he isn't back yet.\You. Why haven't I seen you speak? response:	Do you not like the hospitality of my Grand Ziming Palace?
context: There are numerous beauties in the palace.\Yet, he still pursues pleasures all day in the mortal realm.\How is that fitting for a prince?\Second Brother is...\Today is the anniversary of his birth mother's death.\I'm afraid that is why he isn't back yet.\You. Why haven't I seen you speak?\Do you not like the hospitality of my Grand Ziming Palace? response:	Not at all, my Lord. I am not good with words.
context: Yet, he still pursues pleasures all day in the mortal realm.\How is that fitting for a prince?\Second Brother is...\Today is the anniversary of his birth mother's death.\I'm afraid that is why he isn't back yet.\You. Why haven't I seen you speak?\Do you not like the hospitality of my Grand Ziming Palace?\Not at all, my Lord. I am not good with words. response:	I'm afraid I'll spoil your mood if I speak too much.
context: How is that fitting for a prince?\Second Brother is...\Today is the anniversary of his birth mother's death.\I'm afraid that is why he isn't back yet.\You. Why haven't I seen you speak?\Do you not like the hospitality of my Grand Ziming Palace?\Not at all, my Lord. I am not good with words.\I'm afraid I'll spoil your mood if I speak too much. response:	How is that possible?
context: Second Brother is...\Today is the anniversary of his birth mother's death.\I'm afraid that is why he isn't back yet.\You. Why haven't I seen you speak?\Do you not like the hospitality of my Grand Ziming Palace?\Not at all, my Lord. I am not good with words.\I'm afraid I'll spoil your mood if I speak too much.\How is that possible? response:	My Lord, I drink to you.
context: Today is the anniversary of his birth mother's death.\I'm afraid that is why he isn't back yet.\You. Why haven't I seen you speak?\Do you not like the hospitality of my Grand Ziming Palace?\Not at all, my Lord. I am not good with words.\I'm afraid I'll spoil your mood if I speak too much.\How is that possible?\My Lord, I drink to you. response:	You have much talent. I really like you.
context: I'm afraid that is why he isn't back yet.\You. Why haven't I seen you speak?\Do you not like the hospitality of my Grand Ziming Palace?\Not at all, my Lord. I am not good with words.\I'm afraid I'll spoil your mood if I speak too much.\How is that possible?\My Lord, I drink to you.\You have much talent. I really like you. response:	You flatter me, my Lord.
context: You. Why haven't I seen you speak?\Do you not like the hospitality of my Grand Ziming Palace?\Not at all, my Lord. I am not good with words.\I'm afraid I'll spoil your mood if I speak too much.\How is that possible?\My Lord, I drink to you.\You have much talent. I really like you.\You flatter me, my Lord. response:	Why don't you become my godson and live here in Grand Ziming Palace?
context: Do you not like the hospitality of my Grand Ziming Palace?\Not at all, my Lord. I am not good with words.\I'm afraid I'll spoil your mood if I speak too much.\How is that possible?\My Lord, I drink to you.\You have much talent. I really like you.\You flatter me, my Lord.\Why don't you become my godson and live here in Grand Ziming Palace? response:	From the moment I saw you, I thought...
context: Not at all, my Lord. I am not good with words.\I'm afraid I'll spoil your mood if I speak too much.\How is that possible?\My Lord, I drink to you.\You have much talent. I really like you.\You flatter me, my Lord.\Why don't you become my godson and live here in Grand Ziming Palace?\From the moment I saw you, I thought... response:	perhaps it is fate
context: I'm afraid I'll spoil your mood if I speak too much.\How is that possible?\My Lord, I drink to you.\You have much talent. I really like you.\You flatter me, my Lord.\Why don't you become my godson and live here in Grand Ziming Palace?\From the moment I saw you, I thought...\perhaps it is fate response:	that has brought you to me.
context: How is that possible?\My Lord, I drink to you.\You have much talent. I really like you.\You flatter me, my Lord.\Why don't you become my godson and live here in Grand Ziming Palace?\From the moment I saw you, I thought...\perhaps it is fate\that has brought you to me. response:	Although I have two sons and a daughter
context: My Lord, I drink to you.\You have much talent. I really like you.\You flatter me, my Lord.\Why don't you become my godson and live here in Grand Ziming Palace?\From the moment I saw you, I thought...\perhaps it is fate\that has brought you to me.\Although I have two sons and a daughter response:	I must still ask if you are willing to take this chance to be father and son.
context: You have much talent. I really like you.\You flatter me, my Lord.\Why don't you become my godson and live here in Grand Ziming Palace?\From the moment I saw you, I thought...\perhaps it is fate\that has brought you to me.\Although I have two sons and a daughter\I must still ask if you are willing to take this chance to be father and son. response:	That...
context: You flatter me, my Lord.\Why don't you become my godson and live here in Grand Ziming Palace?\From the moment I saw you, I thought...\perhaps it is fate\that has brought you to me.\Although I have two sons and a daughter\I must still ask if you are willing to take this chance to be father and son.\That... response:	What is the matter?
context: Why don't you become my godson and live here in Grand Ziming Palace?\From the moment I saw you, I thought...\perhaps it is fate\that has brought you to me.\Although I have two sons and a daughter\I must still ask if you are willing to take this chance to be father and son.\That...\What is the matter? response:	Is Grand Ziming Palace not good enough for you?
context: From the moment I saw you, I thought...\perhaps it is fate\that has brought you to me.\Although I have two sons and a daughter\I must still ask if you are willing to take this chance to be father and son.\That...\What is the matter?\Is Grand Ziming Palace not good enough for you? response:	No, no.
context: perhaps it is fate\that has brought you to me.\Although I have two sons and a daughter\I must still ask if you are willing to take this chance to be father and son.\That...\What is the matter?\Is Grand Ziming Palace not good enough for you?\No, no. response:	My Lord, it is just that I must first discuss this with my parents.
context: that has brought you to me.\Although I have two sons and a daughter\I must still ask if you are willing to take this chance to be father and son.\That...\What is the matter?\Is Grand Ziming Palace not good enough for you?\No, no.\My Lord, it is just that I must first discuss this with my parents. response:	There's no need.
context: Although I have two sons and a daughter\I must still ask if you are willing to take this chance to be father and son.\That...\What is the matter?\Is Grand Ziming Palace not good enough for you?\No, no.\My Lord, it is just that I must first discuss this with my parents.\There's no need. response:	But such an important matter as taking a godfather
context: I must still ask if you are willing to take this chance to be father and son.\That...\What is the matter?\Is Grand Ziming Palace not good enough for you?\No, no.\My Lord, it is just that I must first discuss this with my parents.\There's no need.\But such an important matter as taking a godfather response:	must receive the approval of my family.
context: That...\What is the matter?\Is Grand Ziming Palace not good enough for you?\No, no.\My Lord, it is just that I must first discuss this with my parents.\There's no need.\But such an important matter as taking a godfather\must receive the approval of my family. response:	Accepting a familial relation only requires mutual consent.
context: What is the matter?\Is Grand Ziming Palace not good enough for you?\No, no.\My Lord, it is just that I must first discuss this with my parents.\There's no need.\But such an important matter as taking a godfather\must receive the approval of my family.\Accepting a familial relation only requires mutual consent. response:	There's no need for permission from family members.
context: Is Grand Ziming Palace not good enough for you?\No, no.\My Lord, it is just that I must first discuss this with my parents.\There's no need.\But such an important matter as taking a godfather\must receive the approval of my family.\Accepting a familial relation only requires mutual consent.\There's no need for permission from family members. response:	That's...
context: No, no.\My Lord, it is just that I must first discuss this with my parents.\There's no need.\But such an important matter as taking a godfather\must receive the approval of my family.\Accepting a familial relation only requires mutual consent.\There's no need for permission from family members.\That's... response:	My Lord.
context: My Lord, it is just that I must first discuss this with my parents.\There's no need.\But such an important matter as taking a godfather\must receive the approval of my family.\Accepting a familial relation only requires mutual consent.\There's no need for permission from family members.\That's...\My Lord. response:	As Your Lord says, taking a familial relation needs mutual consent.
context: There's no need.\But such an important matter as taking a godfather\must receive the approval of my family.\Accepting a familial relation only requires mutual consent.\There's no need for permission from family members.\That's...\My Lord.\As Your Lord says, taking a familial relation needs mutual consent. response:	At the very least, both parties must be willing.
context: But such an important matter as taking a godfather\must receive the approval of my family.\Accepting a familial relation only requires mutual consent.\There's no need for permission from family members.\That's...\My Lord.\As Your Lord says, taking a familial relation needs mutual consent.\At the very least, both parties must be willing. response:	As lord of the Ghost Realm
context: must receive the approval of my family.\Accepting a familial relation only requires mutual consent.\There's no need for permission from family members.\That's...\My Lord.\As Your Lord says, taking a familial relation needs mutual consent.\At the very least, both parties must be willing.\As lord of the Ghost Realm response:	can I not take on a godson if I want to?
context: Accepting a familial relation only requires mutual consent.\There's no need for permission from family members.\That's...\My Lord.\As Your Lord says, taking a familial relation needs mutual consent.\At the very least, both parties must be willing.\As lord of the Ghost Realm\can I not take on a godson if I want to? response:	My Lord, that is not how it works. Please calm down.
context: There's no need for permission from family members.\That's...\My Lord.\As Your Lord says, taking a familial relation needs mutual consent.\At the very least, both parties must be willing.\As lord of the Ghost Realm\can I not take on a godson if I want to?\My Lord, that is not how it works. Please calm down. response:	If you really have set your intentions
context: That's...\My Lord.\As Your Lord says, taking a familial relation needs mutual consent.\At the very least, both parties must be willing.\As lord of the Ghost Realm\can I not take on a godson if I want to?\My Lord, that is not how it works. Please calm down.\If you really have set your intentions response:	you must still ask our god.
context: My Lord.\As Your Lord says, taking a familial relation needs mutual consent.\At the very least, both parties must be willing.\As lord of the Ghost Realm\can I not take on a godson if I want to?\My Lord, that is not how it works. Please calm down.\If you really have set your intentions\you must still ask our god. response:	- Zhe Yan? - Exactly.
context: As Your Lord says, taking a familial relation needs mutual consent.\At the very least, both parties must be willing.\As lord of the Ghost Realm\can I not take on a godson if I want to?\My Lord, that is not how it works. Please calm down.\If you really have set your intentions\you must still ask our god.\- Zhe Yan? - Exactly. response:	Did you think that by calling yourselves Zhe Yan's men
context: At the very least, both parties must be willing.\As lord of the Ghost Realm\can I not take on a godson if I want to?\My Lord, that is not how it works. Please calm down.\If you really have set your intentions\you must still ask our god.\- Zhe Yan? - Exactly.\Did you think that by calling yourselves Zhe Yan's men response:	you could avoid this difficult situation?
context: As lord of the Ghost Realm\can I not take on a godson if I want to?\My Lord, that is not how it works. Please calm down.\If you really have set your intentions\you must still ask our god.\- Zhe Yan? - Exactly.\Did you think that by calling yourselves Zhe Yan's men\you could avoid this difficult situation? response:	Last year, on the Heavenly Lord's birthday
context: can I not take on a godson if I want to?\My Lord, that is not how it works. Please calm down.\If you really have set your intentions\you must still ask our god.\- Zhe Yan? - Exactly.\Did you think that by calling yourselves Zhe Yan's men\you could avoid this difficult situation?\Last year, on the Heavenly Lord's birthday response:	when I transformed myself into an emissary
context: My Lord, that is not how it works. Please calm down.\If you really have set your intentions\you must still ask our god.\- Zhe Yan? - Exactly.\Did you think that by calling yourselves Zhe Yan's men\you could avoid this difficult situation?\Last year, on the Heavenly Lord's birthday\when I transformed myself into an emissary response:	to offer a birthday present...
context: If you really have set your intentions\you must still ask our god.\- Zhe Yan? - Exactly.\Did you think that by calling yourselves Zhe Yan's men\you could avoid this difficult situation?\Last year, on the Heavenly Lord's birthday\when I transformed myself into an emissary\to offer a birthday present... response:	I clearly saw you standing next to Mo Yuan.
context: you must still ask our god.\- Zhe Yan? - Exactly.\Did you think that by calling yourselves Zhe Yan's men\you could avoid this difficult situation?\Last year, on the Heavenly Lord's birthday\when I transformed myself into an emissary\to offer a birthday present...\I clearly saw you standing next to Mo Yuan. response:	You called him Master.
context: - Zhe Yan? - Exactly.\Did you think that by calling yourselves Zhe Yan's men\you could avoid this difficult situation?\Last year, on the Heavenly Lord's birthday\when I transformed myself into an emissary\to offer a birthday present...\I clearly saw you standing next to Mo Yuan.\You called him Master. response:	The two of you are not Zhe Yan's men
context: Did you think that by calling yourselves Zhe Yan's men\you could avoid this difficult situation?\Last year, on the Heavenly Lord's birthday\when I transformed myself into an emissary\to offer a birthday present...\I clearly saw you standing next to Mo Yuan.\You called him Master.\The two of you are not Zhe Yan's men response:	but disciples of Kunlun Mountain.
context: you could avoid this difficult situation?\Last year, on the Heavenly Lord's birthday\when I transformed myself into an emissary\to offer a birthday present...\I clearly saw you standing next to Mo Yuan.\You called him Master.\The two of you are not Zhe Yan's men\but disciples of Kunlun Mountain. response:	Seize them.
context: Last year, on the Heavenly Lord's birthday\when I transformed myself into an emissary\to offer a birthday present...\I clearly saw you standing next to Mo Yuan.\You called him Master.\The two of you are not Zhe Yan's men\but disciples of Kunlun Mountain.\Seize them. response:	Don't.
context: when I transformed myself into an emissary\to offer a birthday present...\I clearly saw you standing next to Mo Yuan.\You called him Master.\The two of you are not Zhe Yan's men\but disciples of Kunlun Mountain.\Seize them.\Don't. response:	Let go of me!
context: to offer a birthday present...\I clearly saw you standing next to Mo Yuan.\You called him Master.\The two of you are not Zhe Yan's men\but disciples of Kunlun Mountain.\Seize them.\Don't.\Let go of me! response:	Take them into custody separately.
context: I clearly saw you standing next to Mo Yuan.\You called him Master.\The two of you are not Zhe Yan's men\but disciples of Kunlun Mountain.\Seize them.\Don't.\Let go of me!\Take them into custody separately. response:	Young immortal, think carefully.
context: You called him Master.\The two of you are not Zhe Yan's men\but disciples of Kunlun Mountain.\Seize them.\Don't.\Let go of me!\Take them into custody separately.\Young immortal, think carefully. response:	Do you want to be hacked into pieces or be my good adopted son?
context: The two of you are not Zhe Yan's men\but disciples of Kunlun Mountain.\Seize them.\Don't.\Let go of me!\Take them into custody separately.\Young immortal, think carefully.\Do you want to be hacked into pieces or be my good adopted son? response:	- Go. - Come.
context: but disciples of Kunlun Mountain.\Seize them.\Don't.\Let go of me!\Take them into custody separately.\Young immortal, think carefully.\Do you want to be hacked into pieces or be my good adopted son?\- Go. - Come. response:	Your Highness.
context: Seize them.\Don't.\Let go of me!\Take them into custody separately.\Young immortal, think carefully.\Do you want to be hacked into pieces or be my good adopted son?\- Go. - Come.\Your Highness. response:	Father wants to take in Kunlun Mountain's men?
context: Don't.\Let go of me!\Take them into custody separately.\Young immortal, think carefully.\Do you want to be hacked into pieces or be my good adopted son?\- Go. - Come.\Your Highness.\Father wants to take in Kunlun Mountain's men? response:	The intention of the drunkard lies not in the wine.
context: Let go of me!\Take them into custody separately.\Young immortal, think carefully.\Do you want to be hacked into pieces or be my good adopted son?\- Go. - Come.\Your Highness.\Father wants to take in Kunlun Mountain's men?\The intention of the drunkard lies not in the wine. response:	- He wants to rebel. - Rebel?
context: Take them into custody separately.\Young immortal, think carefully.\Do you want to be hacked into pieces or be my good adopted son?\- Go. - Come.\Your Highness.\Father wants to take in Kunlun Mountain's men?\The intention of the drunkard lies not in the wine.\- He wants to rebel. - Rebel? response:	What are you fretting for?
context: Young immortal, think carefully.\Do you want to be hacked into pieces or be my good adopted son?\- Go. - Come.\Your Highness.\Father wants to take in Kunlun Mountain's men?\The intention of the drunkard lies not in the wine.\- He wants to rebel. - Rebel?\What are you fretting for? response:	Rebelling is their business.
context: Do you want to be hacked into pieces or be my good adopted son?\- Go. - Come.\Your Highness.\Father wants to take in Kunlun Mountain's men?\The intention of the drunkard lies not in the wine.\- He wants to rebel. - Rebel?\What are you fretting for?\Rebelling is their business. response:	What does it have to do with me?
context: - Go. - Come.\Your Highness.\Father wants to take in Kunlun Mountain's men?\The intention of the drunkard lies not in the wine.\- He wants to rebel. - Rebel?\What are you fretting for?\Rebelling is their business.\What does it have to do with me? response:	It has even less to do with you, beautiful.
context: Your Highness.\Father wants to take in Kunlun Mountain's men?\The intention of the drunkard lies not in the wine.\- He wants to rebel. - Rebel?\What are you fretting for?\Rebelling is their business.\What does it have to do with me?\It has even less to do with you, beautiful. response:	Yao Guang likes Master so she captured me.
context: Father wants to take in Kunlun Mountain's men?\The intention of the drunkard lies not in the wine.\- He wants to rebel. - Rebel?\What are you fretting for?\Rebelling is their business.\What does it have to do with me?\It has even less to do with you, beautiful.\Yao Guang likes Master so she captured me. response:	The Ghost Lord wants to take a godson.
context: The intention of the drunkard lies not in the wine.\- He wants to rebel. - Rebel?\What are you fretting for?\Rebelling is their business.\What does it have to do with me?\It has even less to do with you, beautiful.\Yao Guang likes Master so she captured me.\The Ghost Lord wants to take a godson. response:	So I was captured again.
context: - He wants to rebel. - Rebel?\What are you fretting for?\Rebelling is their business.\What does it have to do with me?\It has even less to do with you, beautiful.\Yao Guang likes Master so she captured me.\The Ghost Lord wants to take a godson.\So I was captured again. response:	After living for thousands of years
context: What are you fretting for?\Rebelling is their business.\What does it have to do with me?\It has even less to do with you, beautiful.\Yao Guang likes Master so she captured me.\The Ghost Lord wants to take a godson.\So I was captured again.\After living for thousands of years response:	I, Bai Qian of Qing Qiu, daughter of the Fox King
context: Rebelling is their business.\What does it have to do with me?\It has even less to do with you, beautiful.\Yao Guang likes Master so she captured me.\The Ghost Lord wants to take a godson.\So I was captured again.\After living for thousands of years\I, Bai Qian of Qing Qiu, daughter of the Fox King response:	am just an accessory.
context: What does it have to do with me?\It has even less to do with you, beautiful.\Yao Guang likes Master so she captured me.\The Ghost Lord wants to take a godson.\So I was captured again.\After living for thousands of years\I, Bai Qian of Qing Qiu, daughter of the Fox King\am just an accessory. response:	I can't even use my powers.
context: It has even less to do with you, beautiful.\Yao Guang likes Master so she captured me.\The Ghost Lord wants to take a godson.\So I was captured again.\After living for thousands of years\I, Bai Qian of Qing Qiu, daughter of the Fox King\am just an accessory.\I can't even use my powers. response:	You are awake.
context: Yao Guang likes Master so she captured me.\The Ghost Lord wants to take a godson.\So I was captured again.\After living for thousands of years\I, Bai Qian of Qing Qiu, daughter of the Fox King\am just an accessory.\I can't even use my powers.\You are awake. response:	Are you going to dine first or have a nice talk with us first?
context: The Ghost Lord wants to take a godson.\So I was captured again.\After living for thousands of years\I, Bai Qian of Qing Qiu, daughter of the Fox King\am just an accessory.\I can't even use my powers.\You are awake.\Are you going to dine first or have a nice talk with us first? response:	No, no, no.
context: So I was captured again.\After living for thousands of years\I, Bai Qian of Qing Qiu, daughter of the Fox King\am just an accessory.\I can't even use my powers.\You are awake.\Are you going to dine first or have a nice talk with us first?\No, no, no. response:	Normally, at this time in the Celestial Realm, I practice my lessons.
context: After living for thousands of years\I, Bai Qian of Qing Qiu, daughter of the Fox King\am just an accessory.\I can't even use my powers.\You are awake.\Are you going to dine first or have a nice talk with us first?\No, no, no.\Normally, at this time in the Celestial Realm, I practice my lessons. response:	Let's save the chat for another day.
