context: Kuu-chan, are you okay? response:	Why is it so hot every day?
context: You look so composed and beautiful in a swimsuit, Miss Landlady!\You have grown-up appeal!\You do like simple styles, don't you, Aki-chan?\I figure I could wear something like this at home, too.\Or, like, when I clean the bath.\You use yours on normal days?\Yeah.\I only wear a swimsuit a few times in a year, so it's wasted otherwise. response:	I'm not sure if that's economical or realistic...
context: You have grown-up appeal!\You do like simple styles, don't you, Aki-chan?\I figure I could wear something like this at home, too.\Or, like, when I clean the bath.\You use yours on normal days?\Yeah.\I only wear a swimsuit a few times in a year, so it's wasted otherwise.\I'm not sure if that's economical or realistic... response:	Well...
context: You do like simple styles, don't you, Aki-chan?\I figure I could wear something like this at home, too.\Or, like, when I clean the bath.\You use yours on normal days?\Yeah.\I only wear a swimsuit a few times in a year, so it's wasted otherwise.\I'm not sure if that's economical or realistic...\Well... response:	Now that everyone else is done picking swimsuits,
context: I figure I could wear something like this at home, too.\Or, like, when I clean the bath.\You use yours on normal days?\Yeah.\I only wear a swimsuit a few times in a year, so it's wasted otherwise.\I'm not sure if that's economical or realistic...\Well...\Now that everyone else is done picking swimsuits, response:	I should pick one for myself, too...
context: Or, like, when I clean the bath.\You use yours on normal days?\Yeah.\I only wear a swimsuit a few times in a year, so it's wasted otherwise.\I'm not sure if that's economical or realistic...\Well...\Now that everyone else is done picking swimsuits,\I should pick one for myself, too... response:	Let's see...
context: You use yours on normal days?\Yeah.\I only wear a swimsuit a few times in a year, so it's wasted otherwise.\I'm not sure if that's economical or realistic...\Well...\Now that everyone else is done picking swimsuits,\I should pick one for myself, too...\Let's see... response:	My, what a cute little girl!
context: Yeah.\I only wear a swimsuit a few times in a year, so it's wasted otherwise.\I'm not sure if that's economical or realistic...\Well...\Now that everyone else is done picking swimsuits,\I should pick one for myself, too...\Let's see...\My, what a cute little girl! response:	What are you looking for?
context: I only wear a swimsuit a few times in a year, so it's wasted otherwise.\I'm not sure if that's economical or realistic...\Well...\Now that everyone else is done picking swimsuits,\I should pick one for myself, too...\Let's see...\My, what a cute little girl!\What are you looking for? response:	W-Well... um...
context: I'm not sure if that's economical or realistic...\Well...\Now that everyone else is done picking swimsuits,\I should pick one for myself, too...\Let's see...\My, what a cute little girl!\What are you looking for?\W-Well... um... response:	You look like a doll!
context: Well...\Now that everyone else is done picking swimsuits,\I should pick one for myself, too...\Let's see...\My, what a cute little girl!\What are you looking for?\W-Well... um...\You look like a doll! response:	I'm sure any swimsuit would look good on you.
context: Now that everyone else is done picking swimsuits,\I should pick one for myself, too...\Let's see...\My, what a cute little girl!\What are you looking for?\W-Well... um...\You look like a doll!\I'm sure any swimsuit would look good on you. response:	No, really...
context: I should pick one for myself, too...\Let's see...\My, what a cute little girl!\What are you looking for?\W-Well... um...\You look like a doll!\I'm sure any swimsuit would look good on you.\No, really... response:	Let me see... For you...
context: Let's see...\My, what a cute little girl!\What are you looking for?\W-Well... um...\You look like a doll!\I'm sure any swimsuit would look good on you.\No, really...\Let me see... For you... response:	How about that one?
context: My, what a cute little girl!\What are you looking for?\W-Well... um...\You look like a doll!\I'm sure any swimsuit would look good on you.\No, really...\Let me see... For you...\How about that one? response:	What do you think?
context: What are you looking for?\W-Well... um...\You look like a doll!\I'm sure any swimsuit would look good on you.\No, really...\Let me see... For you...\How about that one?\What do you think? response:	I-I'll go get my mom.
context: W-Well... um...\You look like a doll!\I'm sure any swimsuit would look good on you.\No, really...\Let me see... For you...\How about that one?\What do you think?\I-I'll go get my mom. response:	I'll be waiting!
context: You look like a doll!\I'm sure any swimsuit would look good on you.\No, really...\Let me see... For you...\How about that one?\What do you think?\I-I'll go get my mom.\I'll be waiting! response:	I'm... I'm not a child...
context: I'm sure any swimsuit would look good on you.\No, really...\Let me see... For you...\How about that one?\What do you think?\I-I'll go get my mom.\I'll be waiting!\I'm... I'm not a child... response:	All right! If that's how it is,
context: No, really...\Let me see... For you...\How about that one?\What do you think?\I-I'll go get my mom.\I'll be waiting!\I'm... I'm not a child...\All right! If that's how it is, response:	I'll show off how grown-up I can look with a sexy swimsuit!
context: Let me see... For you...\How about that one?\What do you think?\I-I'll go get my mom.\I'll be waiting!\I'm... I'm not a child...\All right! If that's how it is,\I'll show off how grown-up I can look with a sexy swimsuit! response:	Well, I tried to pick one,
context: How about that one?\What do you think?\I-I'll go get my mom.\I'll be waiting!\I'm... I'm not a child...\All right! If that's how it is,\I'll show off how grown-up I can look with a sexy swimsuit!\Well, I tried to pick one, response:	but I don't think this is quite right...
context: What do you think?\I-I'll go get my mom.\I'll be waiting!\I'm... I'm not a child...\All right! If that's how it is,\I'll show off how grown-up I can look with a sexy swimsuit!\Well, I tried to pick one,\but I don't think this is quite right... response:	Um, excuse me...
context: I-I'll go get my mom.\I'll be waiting!\I'm... I'm not a child...\All right! If that's how it is,\I'll show off how grown-up I can look with a sexy swimsuit!\Well, I tried to pick one,\but I don't think this is quite right...\Um, excuse me... response:	Could I get another...
context: I'll be waiting!\I'm... I'm not a child...\All right! If that's how it is,\I'll show off how grown-up I can look with a sexy swimsuit!\Well, I tried to pick one,\but I don't think this is quite right...\Um, excuse me...\Could I get another... response:	Um... Th-This is, well...
context: I'm... I'm not a child...\All right! If that's how it is,\I'll show off how grown-up I can look with a sexy swimsuit!\Well, I tried to pick one,\but I don't think this is quite right...\Um, excuse me...\Could I get another...\Um... Th-This is, well... response:	You can't wear that, Mayu-chan! You'll catch a chill!
context: All right! If that's how it is,\I'll show off how grown-up I can look with a sexy swimsuit!\Well, I tried to pick one,\but I don't think this is quite right...\Um, excuse me...\Could I get another...\Um... Th-This is, well...\You can't wear that, Mayu-chan! You'll catch a chill! response:	I don't think you're ready for that kind of swimsuit yet.
context: I'll show off how grown-up I can look with a sexy swimsuit!\Well, I tried to pick one,\but I don't think this is quite right...\Um, excuse me...\Could I get another...\Um... Th-This is, well...\You can't wear that, Mayu-chan! You'll catch a chill!\I don't think you're ready for that kind of swimsuit yet. response:	Darn it!
context: Well, I tried to pick one,\but I don't think this is quite right...\Um, excuse me...\Could I get another...\Um... Th-This is, well...\You can't wear that, Mayu-chan! You'll catch a chill!\I don't think you're ready for that kind of swimsuit yet.\Darn it! response:	Stop treating me like a child!
context: but I don't think this is quite right...\Um, excuse me...\Could I get another...\Um... Th-This is, well...\You can't wear that, Mayu-chan! You'll catch a chill!\I don't think you're ready for that kind of swimsuit yet.\Darn it!\Stop treating me like a child! response:	-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...
context: Um, excuse me...\Could I get another...\Um... Th-This is, well...\You can't wear that, Mayu-chan! You'll catch a chill!\I don't think you're ready for that kind of swimsuit yet.\Darn it!\Stop treating me like a child!\-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious... response:	Thank you very much.
context: Could I get another...\Um... Th-This is, well...\You can't wear that, Mayu-chan! You'll catch a chill!\I don't think you're ready for that kind of swimsuit yet.\Darn it!\Stop treating me like a child!\-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...\Thank you very much. response:	I ended up getting a one-piece.
context: Um... Th-This is, well...\You can't wear that, Mayu-chan! You'll catch a chill!\I don't think you're ready for that kind of swimsuit yet.\Darn it!\Stop treating me like a child!\-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...\Thank you very much.\I ended up getting a one-piece. response:	I hope it won't look too childish.
context: You can't wear that, Mayu-chan! You'll catch a chill!\I don't think you're ready for that kind of swimsuit yet.\Darn it!\Stop treating me like a child!\-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...\Thank you very much.\I ended up getting a one-piece.\I hope it won't look too childish. response:	Mayu-senpai looks worried.
context: I don't think you're ready for that kind of swimsuit yet.\Darn it!\Stop treating me like a child!\-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...\Thank you very much.\I ended up getting a one-piece.\I hope it won't look too childish.\Mayu-senpai looks worried. response:	Is this about...?
context: Darn it!\Stop treating me like a child!\-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...\Thank you very much.\I ended up getting a one-piece.\I hope it won't look too childish.\Mayu-senpai looks worried.\Is this about...? response:	Mayu-senpai?
context: Stop treating me like a child!\-Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...\Thank you very much.\I ended up getting a one-piece.\I hope it won't look too childish.\Mayu-senpai looks worried.\Is this about...?\Mayu-senpai? response:	Oh, sorry to keep you all waiting.
context: -Why bananas? I wonder why you can only have up to 500 yen for your snacks on field trips... I hear people ask if bananas count as snacks all the time, but why does that come up? Because they're cheap and there's more than one? Does that mean that it counts as a meal since it fills you up? -I guess it doesn't really matter, but I'm curious...\Thank you very much.\I ended up getting a one-piece.\I hope it won't look too childish.\Mayu-senpai looks worried.\Is this about...?\Mayu-senpai?\Oh, sorry to keep you all waiting. response:	Um...
context: Thank you very much.\I ended up getting a one-piece.\I hope it won't look too childish.\Mayu-senpai looks worried.\Is this about...?\Mayu-senpai?\Oh, sorry to keep you all waiting.\Um... response:	Mayu-senpai, are you... um...
context: I ended up getting a one-piece.\I hope it won't look too childish.\Mayu-senpai looks worried.\Is this about...?\Mayu-senpai?\Oh, sorry to keep you all waiting.\Um...\Mayu-senpai, are you... um... response:	worried about how small you are?
context: I hope it won't look too childish.\Mayu-senpai looks worried.\Is this about...?\Mayu-senpai?\Oh, sorry to keep you all waiting.\Um...\Mayu-senpai, are you... um...\worried about how small you are? response:	Huh? Small?
context: Mayu-senpai looks worried.\Is this about...?\Mayu-senpai?\Oh, sorry to keep you all waiting.\Um...\Mayu-senpai, are you... um...\worried about how small you are?\Huh? Small? response:	I'm insecure about that, too.
context: Is this about...?\Mayu-senpai?\Oh, sorry to keep you all waiting.\Um...\Mayu-senpai, are you... um...\worried about how small you are?\Huh? Small?\I'm insecure about that, too. response:	Yua-chan worries about her height, too?
context: Mayu-senpai?\Oh, sorry to keep you all waiting.\Um...\Mayu-senpai, are you... um...\worried about how small you are?\Huh? Small?\I'm insecure about that, too.\Yua-chan worries about her height, too? response:	I don't think you're small enough that you need to worry.
context: Oh, sorry to keep you all waiting.\Um...\Mayu-senpai, are you... um...\worried about how small you are?\Huh? Small?\I'm insecure about that, too.\Yua-chan worries about her height, too?\I don't think you're small enough that you need to worry. response:	I'd say you're about average, actually.
context: Um...\Mayu-senpai, are you... um...\worried about how small you are?\Huh? Small?\I'm insecure about that, too.\Yua-chan worries about her height, too?\I don't think you're small enough that you need to worry.\I'd say you're about average, actually. response:	Really?
context: Mayu-senpai, are you... um...\worried about how small you are?\Huh? Small?\I'm insecure about that, too.\Yua-chan worries about her height, too?\I don't think you're small enough that you need to worry.\I'd say you're about average, actually.\Really? response:	But I'm only an A-cup...
context: worried about how small you are?\Huh? Small?\I'm insecure about that, too.\Yua-chan worries about her height, too?\I don't think you're small enough that you need to worry.\I'd say you're about average, actually.\Really?\But I'm only an A-cup... response:	Huh?
context: Huh? Small?\I'm insecure about that, too.\Yua-chan worries about her height, too?\I don't think you're small enough that you need to worry.\I'd say you're about average, actually.\Really?\But I'm only an A-cup...\Huh? response:	Th-That's what she meant?
context: I'm insecure about that, too.\Yua-chan worries about her height, too?\I don't think you're small enough that you need to worry.\I'd say you're about average, actually.\Really?\But I'm only an A-cup...\Huh?\Th-That's what she meant? response:	I can't wait to go to the ocean!
context: Yua-chan worries about her height, too?\I don't think you're small enough that you need to worry.\I'd say you're about average, actually.\Really?\But I'm only an A-cup...\Huh?\Th-That's what she meant?\I can't wait to go to the ocean! response:	I got a really nice swimsuit, too.
context: I don't think you're small enough that you need to worry.\I'd say you're about average, actually.\Really?\But I'm only an A-cup...\Huh?\Th-That's what she meant?\I can't wait to go to the ocean!\I got a really nice swimsuit, too. response:	I'm excited to go swimming!
context: I'd say you're about average, actually.\Really?\But I'm only an A-cup...\Huh?\Th-That's what she meant?\I can't wait to go to the ocean!\I got a really nice swimsuit, too.\I'm excited to go swimming! response:	Shark!
context: Really?\But I'm only an A-cup...\Huh?\Th-That's what she meant?\I can't wait to go to the ocean!\I got a really nice swimsuit, too.\I'm excited to go swimming!\Shark! response:	I'm gonna eat you, Hina-chan!
context: But I'm only an A-cup...\Huh?\Th-That's what she meant?\I can't wait to go to the ocean!\I got a really nice swimsuit, too.\I'm excited to go swimming!\Shark!\I'm gonna eat you, Hina-chan! response:	Gotcha!
context: Huh?\Th-That's what she meant?\I can't wait to go to the ocean!\I got a really nice swimsuit, too.\I'm excited to go swimming!\Shark!\I'm gonna eat you, Hina-chan!\Gotcha! response:	A-Actually, I think I might be scared of the ocean...
context: Th-That's what she meant?\I can't wait to go to the ocean!\I got a really nice swimsuit, too.\I'm excited to go swimming!\Shark!\I'm gonna eat you, Hina-chan!\Gotcha!\A-Actually, I think I might be scared of the ocean... response:	I-I was just kidding, really!
context: I can't wait to go to the ocean!\I got a really nice swimsuit, too.\I'm excited to go swimming!\Shark!\I'm gonna eat you, Hina-chan!\Gotcha!\A-Actually, I think I might be scared of the ocean...\I-I was just kidding, really! response:	I'm so excited to go to the ocean.
context: I got a really nice swimsuit, too.\I'm excited to go swimming!\Shark!\I'm gonna eat you, Hina-chan!\Gotcha!\A-Actually, I think I might be scared of the ocean...\I-I was just kidding, really!\I'm so excited to go to the ocean. response:	That's right... it's going to be my first time at the ocean, so just in case...
context: I'm excited to go swimming!\Shark!\I'm gonna eat you, Hina-chan!\Gotcha!\A-Actually, I think I might be scared of the ocean...\I-I was just kidding, really!\I'm so excited to go to the ocean.\That's right... it's going to be my first time at the ocean, so just in case... response:	What is Hina-chan doing?
context: Shark!\I'm gonna eat you, Hina-chan!\Gotcha!\A-Actually, I think I might be scared of the ocean...\I-I was just kidding, really!\I'm so excited to go to the ocean.\That's right... it's going to be my first time at the ocean, so just in case...\What is Hina-chan doing? response:	Not sure...
context: I'm gonna eat you, Hina-chan!\Gotcha!\A-Actually, I think I might be scared of the ocean...\I-I was just kidding, really!\I'm so excited to go to the ocean.\That's right... it's going to be my first time at the ocean, so just in case...\What is Hina-chan doing?\Not sure... response:	Swimming practice?
context: Gotcha!\A-Actually, I think I might be scared of the ocean...\I-I was just kidding, really!\I'm so excited to go to the ocean.\That's right... it's going to be my first time at the ocean, so just in case...\What is Hina-chan doing?\Not sure...\Swimming practice? response:	She stopped.
context: A-Actually, I think I might be scared of the ocean...\I-I was just kidding, really!\I'm so excited to go to the ocean.\That's right... it's going to be my first time at the ocean, so just in case...\What is Hina-chan doing?\Not sure...\Swimming practice?\She stopped. response:	Help!
context: I-I was just kidding, really!\I'm so excited to go to the ocean.\That's right... it's going to be my first time at the ocean, so just in case...\What is Hina-chan doing?\Not sure...\Swimming practice?\She stopped.\Help! response:	I guess she's practicing what to do in case of drowning.
context: I'm so excited to go to the ocean.\That's right... it's going to be my first time at the ocean, so just in case...\What is Hina-chan doing?\Not sure...\Swimming practice?\She stopped.\Help!\I guess she's practicing what to do in case of drowning. response:	Someone help!
context: That's right... it's going to be my first time at the ocean, so just in case...\What is Hina-chan doing?\Not sure...\Swimming practice?\She stopped.\Help!\I guess she's practicing what to do in case of drowning.\Someone help! response:	There's a shark!
context: What is Hina-chan doing?\Not sure...\Swimming practice?\She stopped.\Help!\I guess she's practicing what to do in case of drowning.\Someone help!\There's a shark! response:	Help! I'm drowni
context: Not sure...\Swimming practice?\She stopped.\Help!\I guess she's practicing what to do in case of drowning.\Someone help!\There's a shark!\Help! I'm drowni response:	Shark!
context: Swimming practice?\She stopped.\Help!\I guess she's practicing what to do in case of drowning.\Someone help!\There's a shark!\Help! I'm drowni\Shark! response:	H-Help!
context: She stopped.\Help!\I guess she's practicing what to do in case of drowning.\Someone help!\There's a shark!\Help! I'm drowni\Shark!\H-Help! response:	Shark!
context: Help!\I guess she's practicing what to do in case of drowning.\Someone help!\There's a shark!\Help! I'm drowni\Shark!\H-Help!\Shark! response:	S-So this is the ocean!
context: I guess she's practicing what to do in case of drowning.\Someone help!\There's a shark!\Help! I'm drowni\Shark!\H-Help!\Shark!\S-So this is the ocean! response:	It's the ocean, Hina-chan!
context: Someone help!\There's a shark!\Help! I'm drowni\Shark!\H-Help!\Shark!\S-So this is the ocean!\It's the ocean, Hina-chan! response:	Ocean! Ocean!
context: There's a shark!\Help! I'm drowni\Shark!\H-Help!\Shark!\S-So this is the ocean!\It's the ocean, Hina-chan!\Ocean! Ocean! response:	Let's hurry and go swimming!
context: Help! I'm drowni\Shark!\H-Help!\Shark!\S-So this is the ocean!\It's the ocean, Hina-chan!\Ocean! Ocean!\Let's hurry and go swimming! response:	We need to make sure we stretch first.
context: Shark!\H-Help!\Shark!\S-So this is the ocean!\It's the ocean, Hina-chan!\Ocean! Ocean!\Let's hurry and go swimming!\We need to make sure we stretch first. response:	Okay!
context: H-Help!\Shark!\S-So this is the ocean!\It's the ocean, Hina-chan!\Ocean! Ocean!\Let's hurry and go swimming!\We need to make sure we stretch first.\Okay! response:	There! All done stretching!
context: Shark!\S-So this is the ocean!\It's the ocean, Hina-chan!\Ocean! Ocean!\Let's hurry and go swimming!\We need to make sure we stretch first.\Okay!\There! All done stretching! response:	Hina-chan.
context: S-So this is the ocean!\It's the ocean, Hina-chan!\Ocean! Ocean!\Let's hurry and go swimming!\We need to make sure we stretch first.\Okay!\There! All done stretching!\Hina-chan. response:	Do you know how to swim?
context: It's the ocean, Hina-chan!\Ocean! Ocean!\Let's hurry and go swimming!\We need to make sure we stretch first.\Okay!\There! All done stretching!\Hina-chan.\Do you know how to swim? response:	Yes, though I'm not very good at it.
context: Ocean! Ocean!\Let's hurry and go swimming!\We need to make sure we stretch first.\Okay!\There! All done stretching!\Hina-chan.\Do you know how to swim?\Yes, though I'm not very good at it. response:	Are you a good swimmer?
context: Let's hurry and go swimming!\We need to make sure we stretch first.\Okay!\There! All done stretching!\Hina-chan.\Do you know how to swim?\Yes, though I'm not very good at it.\Are you a good swimmer? response:	Chiaki-senpai excels at all sports!
context: We need to make sure we stretch first.\Okay!\There! All done stretching!\Hina-chan.\Do you know how to swim?\Yes, though I'm not very good at it.\Are you a good swimmer?\Chiaki-senpai excels at all sports! response:	Of course she's a good swimmer!
context: Okay!\There! All done stretching!\Hina-chan.\Do you know how to swim?\Yes, though I'm not very good at it.\Are you a good swimmer?\Chiaki-senpai excels at all sports!\Of course she's a good swimmer! response:	I'm just normal.
context: There! All done stretching!\Hina-chan.\Do you know how to swim?\Yes, though I'm not very good at it.\Are you a good swimmer?\Chiaki-senpai excels at all sports!\Of course she's a good swimmer!\I'm just normal. response:	But last year...
context: Hina-chan.\Do you know how to swim?\Yes, though I'm not very good at it.\Are you a good swimmer?\Chiaki-senpai excels at all sports!\Of course she's a good swimmer!\I'm just normal.\But last year... response:	Didn't you swim in a tournament as an emergency substitute and win?
context: Do you know how to swim?\Yes, though I'm not very good at it.\Are you a good swimmer?\Chiaki-senpai excels at all sports!\Of course she's a good swimmer!\I'm just normal.\But last year...\Didn't you swim in a tournament as an emergency substitute and win? response:	Really? Wow!
context: Yes, though I'm not very good at it.\Are you a good swimmer?\Chiaki-senpai excels at all sports!\Of course she's a good swimmer!\I'm just normal.\But last year...\Didn't you swim in a tournament as an emergency substitute and win?\Really? Wow! response:	I'm surprised you know about that.
context: Are you a good swimmer?\Chiaki-senpai excels at all sports!\Of course she's a good swimmer!\I'm just normal.\But last year...\Didn't you swim in a tournament as an emergency substitute and win?\Really? Wow!\I'm surprised you know about that. response:	Oh, I just happened to see a photo of it outside the swim team's club room...
context: Chiaki-senpai excels at all sports!\Of course she's a good swimmer!\I'm just normal.\But last year...\Didn't you swim in a tournament as an emergency substitute and win?\Really? Wow!\I'm surprised you know about that.\Oh, I just happened to see a photo of it outside the swim team's club room... response:	So, Yua-chan, you can't...
context: Of course she's a good swimmer!\I'm just normal.\But last year...\Didn't you swim in a tournament as an emergency substitute and win?\Really? Wow!\I'm surprised you know about that.\Oh, I just happened to see a photo of it outside the swim team's club room...\So, Yua-chan, you can't... response:	Huh?
context: I'm just normal.\But last year...\Didn't you swim in a tournament as an emergency substitute and win?\Really? Wow!\I'm surprised you know about that.\Oh, I just happened to see a photo of it outside the swim team's club room...\So, Yua-chan, you can't...\Huh? response:	N-No! I can swim fine,
context: But last year...\Didn't you swim in a tournament as an emergency substitute and win?\Really? Wow!\I'm surprised you know about that.\Oh, I just happened to see a photo of it outside the swim team's club room...\So, Yua-chan, you can't...\Huh?\N-No! I can swim fine, response:	but if I get caught in a current, my feet won't touch the bottom!
context: Didn't you swim in a tournament as an emergency substitute and win?\Really? Wow!\I'm surprised you know about that.\Oh, I just happened to see a photo of it outside the swim team's club room...\So, Yua-chan, you can't...\Huh?\N-No! I can swim fine,\but if I get caught in a current, my feet won't touch the bottom! response:	So wouldn't that mean you can't swim?
context: Really? Wow!\I'm surprised you know about that.\Oh, I just happened to see a photo of it outside the swim team's club room...\So, Yua-chan, you can't...\Huh?\N-No! I can swim fine,\but if I get caught in a current, my feet won't touch the bottom!\So wouldn't that mean you can't swim? response:	Anyway! Let's just go swim now!
context: I'm surprised you know about that.\Oh, I just happened to see a photo of it outside the swim team's club room...\So, Yua-chan, you can't...\Huh?\N-No! I can swim fine,\but if I get caught in a current, my feet won't touch the bottom!\So wouldn't that mean you can't swim?\Anyway! Let's just go swim now! response:	Y-Yeah, let's.
context: Oh, I just happened to see a photo of it outside the swim team's club room...\So, Yua-chan, you can't...\Huh?\N-No! I can swim fine,\but if I get caught in a current, my feet won't touch the bottom!\So wouldn't that mean you can't swim?\Anyway! Let's just go swim now!\Y-Yeah, let's. response:	This feels so nice!
context: So, Yua-chan, you can't...\Huh?\N-No! I can swim fine,\but if I get caught in a current, my feet won't touch the bottom!\So wouldn't that mean you can't swim?\Anyway! Let's just go swim now!\Y-Yeah, let's.\This feels so nice! response:	That's it, that's it.
context: Huh?\N-No! I can swim fine,\but if I get caught in a current, my feet won't touch the bottom!\So wouldn't that mean you can't swim?\Anyway! Let's just go swim now!\Y-Yeah, let's.\This feels so nice!\That's it, that's it. response:	You're doing great.
context: N-No! I can swim fine,\but if I get caught in a current, my feet won't touch the bottom!\So wouldn't that mean you can't swim?\Anyway! Let's just go swim now!\Y-Yeah, let's.\This feels so nice!\That's it, that's it.\You're doing great. response:	Whee!
context: but if I get caught in a current, my feet won't touch the bottom!\So wouldn't that mean you can't swim?\Anyway! Let's just go swim now!\Y-Yeah, let's.\This feels so nice!\That's it, that's it.\You're doing great.\Whee! response:	Take that!
context: So wouldn't that mean you can't swim?\Anyway! Let's just go swim now!\Y-Yeah, let's.\This feels so nice!\That's it, that's it.\You're doing great.\Whee!\Take that! response:	S-Sorry...
context: Anyway! Let's just go swim now!\Y-Yeah, let's.\This feels so nice!\That's it, that's it.\You're doing great.\Whee!\Take that!\S-Sorry... response:	I've got it!
context: Y-Yeah, let's.\This feels so nice!\That's it, that's it.\You're doing great.\Whee!\Take that!\S-Sorry...\I've got it! response:	Got
context: This feels so nice!\That's it, that's it.\You're doing great.\Whee!\Take that!\S-Sorry...\I've got it!\Got response:	I'm thirsty.
context: That's it, that's it.\You're doing great.\Whee!\Take that!\S-Sorry...\I've got it!\Got\I'm thirsty. response:	I'm going to go buy some drinks.
context: You're doing great.\Whee!\Take that!\S-Sorry...\I've got it!\Got\I'm thirsty.\I'm going to go buy some drinks. response:	Try not to get lost.
context: Whee!\Take that!\S-Sorry...\I've got it!\Got\I'm thirsty.\I'm going to go buy some drinks.\Try not to get lost. response:	Come on! I'll be fine!
context: Take that!\S-Sorry...\I've got it!\Got\I'm thirsty.\I'm going to go buy some drinks.\Try not to get lost.\Come on! I'll be fine! response:	Jeez... Kuu-chan is always treating me like a child.
context: S-Sorry...\I've got it!\Got\I'm thirsty.\I'm going to go buy some drinks.\Try not to get lost.\Come on! I'll be fine!\Jeez... Kuu-chan is always treating me like a child. response:	I'm the shortest in the group,
context: I've got it!\Got\I'm thirsty.\I'm going to go buy some drinks.\Try not to get lost.\Come on! I'll be fine!\Jeez... Kuu-chan is always treating me like a child.\I'm the shortest in the group, response:	but I'm still a year older than she is.
context: Got\I'm thirsty.\I'm going to go buy some drinks.\Try not to get lost.\Come on! I'll be fine!\Jeez... Kuu-chan is always treating me like a child.\I'm the shortest in the group,\but I'm still a year older than she is. response:	She should rely on me more...
context: I'm thirsty.\I'm going to go buy some drinks.\Try not to get lost.\Come on! I'll be fine!\Jeez... Kuu-chan is always treating me like a child.\I'm the shortest in the group,\but I'm still a year older than she is.\She should rely on me more... response:	Huh? What is this place?
context: I'm going to go buy some drinks.\Try not to get lost.\Come on! I'll be fine!\Jeez... Kuu-chan is always treating me like a child.\I'm the shortest in the group,\but I'm still a year older than she is.\She should rely on me more...\Huh? What is this place? response:	What do I do? I need to contact Aki-chan somehow...
context: Try not to get lost.\Come on! I'll be fine!\Jeez... Kuu-chan is always treating me like a child.\I'm the shortest in the group,\but I'm still a year older than she is.\She should rely on me more...\Huh? What is this place?\What do I do? I need to contact Aki-chan somehow... response:	But I left my cell phone back there.
context: Come on! I'll be fine!\Jeez... Kuu-chan is always treating me like a child.\I'm the shortest in the group,\but I'm still a year older than she is.\She should rely on me more...\Huh? What is this place?\What do I do? I need to contact Aki-chan somehow...\But I left my cell phone back there. response:	Huh?
context: Jeez... Kuu-chan is always treating me like a child.\I'm the shortest in the group,\but I'm still a year older than she is.\She should rely on me more...\Huh? What is this place?\What do I do? I need to contact Aki-chan somehow...\But I left my cell phone back there.\Huh? response:	That little girl is out here alone?
context: I'm the shortest in the group,\but I'm still a year older than she is.\She should rely on me more...\Huh? What is this place?\What do I do? I need to contact Aki-chan somehow...\But I left my cell phone back there.\Huh?\That little girl is out here alone? response:	Is she lost?
context: but I'm still a year older than she is.\She should rely on me more...\Huh? What is this place?\What do I do? I need to contact Aki-chan somehow...\But I left my cell phone back there.\Huh?\That little girl is out here alone?\Is she lost? response:	But she doesn't look like an ordinary little girl...
context: She should rely on me more...\Huh? What is this place?\What do I do? I need to contact Aki-chan somehow...\But I left my cell phone back there.\Huh?\That little girl is out here alone?\Is she lost?\But she doesn't look like an ordinary little girl... response:	Wait... Kuroyanagi-sensei?!
context: Huh? What is this place?\What do I do? I need to contact Aki-chan somehow...\But I left my cell phone back there.\Huh?\That little girl is out here alone?\Is she lost?\But she doesn't look like an ordinary little girl...\Wait... Kuroyanagi-sensei?! response:	Oh. Greetings.
