context: You don't have to force yourself to attend anymore. response:	Well, the joint event is a week away, right?
context: but trying not to get involved might hurt them, too.\But if it's someone you don't care about,\you won't notice you've hurt them.\What's important is your awareness of it.\It's because you care about them\that you feel like you've hurt them.\Caring about someone means\being resolved to the fact that you'll hurt them. response:	That's your hint.
context: But if it's someone you don't care about,\you won't notice you've hurt them.\What's important is your awareness of it.\It's because you care about them\that you feel like you've hurt them.\Caring about someone means\being resolved to the fact that you'll hurt them.\That's your hint. response:	The more people care for each other,
context: you won't notice you've hurt them.\What's important is your awareness of it.\It's because you care about them\that you feel like you've hurt them.\Caring about someone means\being resolved to the fact that you'll hurt them.\That's your hint.\The more people care for each other, response:	the farther out of reach certain things get.
context: What's important is your awareness of it.\It's because you care about them\that you feel like you've hurt them.\Caring about someone means\being resolved to the fact that you'll hurt them.\That's your hint.\The more people care for each other,\the farther out of reach certain things get. response:	But that's not something to be sad about.
context: It's because you care about them\that you feel like you've hurt them.\Caring about someone means\being resolved to the fact that you'll hurt them.\That's your hint.\The more people care for each other,\the farther out of reach certain things get.\But that's not something to be sad about. response:	I think it's probably something to be proud of.
context: that you feel like you've hurt them.\Caring about someone means\being resolved to the fact that you'll hurt them.\That's your hint.\The more people care for each other,\the farther out of reach certain things get.\But that's not something to be sad about.\I think it's probably something to be proud of. response:	Isn't that kinda hard to do?
context: Caring about someone means\being resolved to the fact that you'll hurt them.\That's your hint.\The more people care for each other,\the farther out of reach certain things get.\But that's not something to be sad about.\I think it's probably something to be proud of.\Isn't that kinda hard to do? response:	Oh, yeah, it's hard.
context: being resolved to the fact that you'll hurt them.\That's your hint.\The more people care for each other,\the farther out of reach certain things get.\But that's not something to be sad about.\I think it's probably something to be proud of.\Isn't that kinda hard to do?\Oh, yeah, it's hard. response:	But you can do it. I could, after all.
context: That's your hint.\The more people care for each other,\the farther out of reach certain things get.\But that's not something to be sad about.\I think it's probably something to be proud of.\Isn't that kinda hard to do?\Oh, yeah, it's hard.\But you can do it. I could, after all. response:	It's a little arrogant to say someone else can do it just because you could.
context: The more people care for each other,\the farther out of reach certain things get.\But that's not something to be sad about.\I think it's probably something to be proud of.\Isn't that kinda hard to do?\Oh, yeah, it's hard.\But you can do it. I could, after all.\It's a little arrogant to say someone else can do it just because you could. response:	You're so unlovable!
context: the farther out of reach certain things get.\But that's not something to be sad about.\I think it's probably something to be proud of.\Isn't that kinda hard to do?\Oh, yeah, it's hard.\But you can do it. I could, after all.\It's a little arrogant to say someone else can do it just because you could.\You're so unlovable! response:	Okay...
context: But that's not something to be sad about.\I think it's probably something to be proud of.\Isn't that kinda hard to do?\Oh, yeah, it's hard.\But you can do it. I could, after all.\It's a little arrogant to say someone else can do it just because you could.\You're so unlovable!\Okay... response:	I'll be honest.
context: I think it's probably something to be proud of.\Isn't that kinda hard to do?\Oh, yeah, it's hard.\But you can do it. I could, after all.\It's a little arrogant to say someone else can do it just because you could.\You're so unlovable!\Okay...\I'll be honest. response:	It probably doesn't have to be you, really.
context: Isn't that kinda hard to do?\Oh, yeah, it's hard.\But you can do it. I could, after all.\It's a little arrogant to say someone else can do it just because you could.\You're so unlovable!\Okay...\I'll be honest.\It probably doesn't have to be you, really. response:	Someday,
context: Oh, yeah, it's hard.\But you can do it. I could, after all.\It's a little arrogant to say someone else can do it just because you could.\You're so unlovable!\Okay...\I'll be honest.\It probably doesn't have to be you, really.\Someday, response:	Yukinoshita might change on her own.
context: But you can do it. I could, after all.\It's a little arrogant to say someone else can do it just because you could.\You're so unlovable!\Okay...\I'll be honest.\It probably doesn't have to be you, really.\Someday,\Yukinoshita might change on her own. response:	Someone might show up who can understand her.
context: It's a little arrogant to say someone else can do it just because you could.\You're so unlovable!\Okay...\I'll be honest.\It probably doesn't have to be you, really.\Someday,\Yukinoshita might change on her own.\Someone might show up who can understand her. response:	Someone might get inside her.
context: You're so unlovable!\Okay...\I'll be honest.\It probably doesn't have to be you, really.\Someday,\Yukinoshita might change on her own.\Someone might show up who can understand her.\Someone might get inside her. response:	The same can be said for Yuigahama.
context: Okay...\I'll be honest.\It probably doesn't have to be you, really.\Someday,\Yukinoshita might change on her own.\Someone might show up who can understand her.\Someone might get inside her.\The same can be said for Yuigahama. response:	Someday?
context: I'll be honest.\It probably doesn't have to be you, really.\Someday,\Yukinoshita might change on her own.\Someone might show up who can understand her.\Someone might get inside her.\The same can be said for Yuigahama.\Someday? response:	For you kids, right now feels like everything.
context: It probably doesn't have to be you, really.\Someday,\Yukinoshita might change on her own.\Someone might show up who can understand her.\Someone might get inside her.\The same can be said for Yuigahama.\Someday?\For you kids, right now feels like everything. response:	But that's not true at all.
context: Someday,\Yukinoshita might change on her own.\Someone might show up who can understand her.\Someone might get inside her.\The same can be said for Yuigahama.\Someday?\For you kids, right now feels like everything.\But that's not true at all. response:	At some point, everything will balance out.
context: Yukinoshita might change on her own.\Someone might show up who can understand her.\Someone might get inside her.\The same can be said for Yuigahama.\Someday?\For you kids, right now feels like everything.\But that's not true at all.\At some point, everything will balance out. response:	That's how the world is made.
context: Someone might show up who can understand her.\Someone might get inside her.\The same can be said for Yuigahama.\Someday?\For you kids, right now feels like everything.\But that's not true at all.\At some point, everything will balance out.\That's how the world is made. response:	I just...
context: Someone might get inside her.\The same can be said for Yuigahama.\Someday?\For you kids, right now feels like everything.\But that's not true at all.\At some point, everything will balance out.\That's how the world is made.\I just... response:	think it'd be nice if it could be you.
context: The same can be said for Yuigahama.\Someday?\For you kids, right now feels like everything.\But that's not true at all.\At some point, everything will balance out.\That's how the world is made.\I just...\think it'd be nice if it could be you. response:	I'm hoping you and Yuigahama can get inside Yukinoshita.
context: Someday?\For you kids, right now feels like everything.\But that's not true at all.\At some point, everything will balance out.\That's how the world is made.\I just...\think it'd be nice if it could be you.\I'm hoping you and Yuigahama can get inside Yukinoshita. response:	Still...
context: For you kids, right now feels like everything.\But that's not true at all.\At some point, everything will balance out.\That's how the world is made.\I just...\think it'd be nice if it could be you.\I'm hoping you and Yuigahama can get inside Yukinoshita.\Still... response:	I don't really know what to...
context: But that's not true at all.\At some point, everything will balance out.\That's how the world is made.\I just...\think it'd be nice if it could be you.\I'm hoping you and Yuigahama can get inside Yukinoshita.\Still...\I don't really know what to... response:	Right now isn't everything,
context: At some point, everything will balance out.\That's how the world is made.\I just...\think it'd be nice if it could be you.\I'm hoping you and Yuigahama can get inside Yukinoshita.\Still...\I don't really know what to...\Right now isn't everything, response:	but there are things you can only do now,
context: That's how the world is made.\I just...\think it'd be nice if it could be you.\I'm hoping you and Yuigahama can get inside Yukinoshita.\Still...\I don't really know what to...\Right now isn't everything,\but there are things you can only do now, response:	and things you can only have here.
context: I just...\think it'd be nice if it could be you.\I'm hoping you and Yuigahama can get inside Yukinoshita.\Still...\I don't really know what to...\Right now isn't everything,\but there are things you can only do now,\and things you can only have here. response:	Now, Hikigaya. Now is the time.
context: think it'd be nice if it could be you.\I'm hoping you and Yuigahama can get inside Yukinoshita.\Still...\I don't really know what to...\Right now isn't everything,\but there are things you can only do now,\and things you can only have here.\Now, Hikigaya. Now is the time. response:	Think. Agonize. Struggle. Worry.
context: I'm hoping you and Yuigahama can get inside Yukinoshita.\Still...\I don't really know what to...\Right now isn't everything,\but there are things you can only do now,\and things you can only have here.\Now, Hikigaya. Now is the time.\Think. Agonize. Struggle. Worry. response:	Otherwise, it's not the real thing.
context: Still...\I don't really know what to...\Right now isn't everything,\but there are things you can only do now,\and things you can only have here.\Now, Hikigaya. Now is the time.\Think. Agonize. Struggle. Worry.\Otherwise, it's not the real thing. response:	But...
context: I don't really know what to...\Right now isn't everything,\but there are things you can only do now,\and things you can only have here.\Now, Hikigaya. Now is the time.\Think. Agonize. Struggle. Worry.\Otherwise, it's not the real thing.\But... response:	Just because you suffered doesn't make it the real thing, does it?
context: Right now isn't everything,\but there are things you can only do now,\and things you can only have here.\Now, Hikigaya. Now is the time.\Think. Agonize. Struggle. Worry.\Otherwise, it's not the real thing.\But...\Just because you suffered doesn't make it the real thing, does it? response:	Seriously, you're so unlovable.
context: but there are things you can only do now,\and things you can only have here.\Now, Hikigaya. Now is the time.\Think. Agonize. Struggle. Worry.\Otherwise, it's not the real thing.\But...\Just because you suffered doesn't make it the real thing, does it?\Seriously, you're so unlovable. response:	The biggest immediate obstacle is, obviously, the joint Christmas event.
context: and things you can only have here.\Now, Hikigaya. Now is the time.\Think. Agonize. Struggle. Worry.\Otherwise, it's not the real thing.\But...\Just because you suffered doesn't make it the real thing, does it?\Seriously, you're so unlovable.\The biggest immediate obstacle is, obviously, the joint Christmas event. response:	The problem with Isshiki Iroha is attached to that.
context: Now, Hikigaya. Now is the time.\Think. Agonize. Struggle. Worry.\Otherwise, it's not the real thing.\But...\Just because you suffered doesn't make it the real thing, does it?\Seriously, you're so unlovable.\The biggest immediate obstacle is, obviously, the joint Christmas event.\The problem with Isshiki Iroha is attached to that. response:	Employment consultations on the rise
context: Think. Agonize. Struggle. Worry.\Otherwise, it's not the real thing.\But...\Just because you suffered doesn't make it the real thing, does it?\Seriously, you're so unlovable.\The biggest immediate obstacle is, obviously, the joint Christmas event.\The problem with Isshiki Iroha is attached to that.\Employment consultations on the rise response:	And the situation with Tsurumi Rumi ties into that.
context: Otherwise, it's not the real thing.\But...\Just because you suffered doesn't make it the real thing, does it?\Seriously, you're so unlovable.\The biggest immediate obstacle is, obviously, the joint Christmas event.\The problem with Isshiki Iroha is attached to that.\Employment consultations on the rise\And the situation with Tsurumi Rumi ties into that. response:	Where is the ideal solution to all three problems?
context: But...\Just because you suffered doesn't make it the real thing, does it?\Seriously, you're so unlovable.\The biggest immediate obstacle is, obviously, the joint Christmas event.\The problem with Isshiki Iroha is attached to that.\Employment consultations on the rise\And the situation with Tsurumi Rumi ties into that.\Where is the ideal solution to all three problems? response:	Diversifying Communication
context: Just because you suffered doesn't make it the real thing, does it?\Seriously, you're so unlovable.\The biggest immediate obstacle is, obviously, the joint Christmas event.\The problem with Isshiki Iroha is attached to that.\Employment consultations on the rise\And the situation with Tsurumi Rumi ties into that.\Where is the ideal solution to all three problems?\Diversifying Communication response:	The uses and shortcomings of modern tools
context: Seriously, you're so unlovable.\The biggest immediate obstacle is, obviously, the joint Christmas event.\The problem with Isshiki Iroha is attached to that.\Employment consultations on the rise\And the situation with Tsurumi Rumi ties into that.\Where is the ideal solution to all three problems?\Diversifying Communication\The uses and shortcomings of modern tools response:	An Unexpected Crisis...? The Pitfalls Lurking in Convenience
context: The biggest immediate obstacle is, obviously, the joint Christmas event.\The problem with Isshiki Iroha is attached to that.\Employment consultations on the rise\And the situation with Tsurumi Rumi ties into that.\Where is the ideal solution to all three problems?\Diversifying Communication\The uses and shortcomings of modern tools\An Unexpected Crisis...? The Pitfalls Lurking in Convenience response:	Proactively start a dialogue now and then
context: The problem with Isshiki Iroha is attached to that.\Employment consultations on the rise\And the situation with Tsurumi Rumi ties into that.\Where is the ideal solution to all three problems?\Diversifying Communication\The uses and shortcomings of modern tools\An Unexpected Crisis...? The Pitfalls Lurking in Convenience\Proactively start a dialogue now and then response:	Requesting the Cooperation of Students
context: Employment consultations on the rise\And the situation with Tsurumi Rumi ties into that.\Where is the ideal solution to all three problems?\Diversifying Communication\The uses and shortcomings of modern tools\An Unexpected Crisis...? The Pitfalls Lurking in Convenience\Proactively start a dialogue now and then\Requesting the Cooperation of Students response:	Dangers
context: And the situation with Tsurumi Rumi ties into that.\Where is the ideal solution to all three problems?\Diversifying Communication\The uses and shortcomings of modern tools\An Unexpected Crisis...? The Pitfalls Lurking in Convenience\Proactively start a dialogue now and then\Requesting the Cooperation of Students\Dangers response:	I can't turn that situation around alone.
context: Where is the ideal solution to all three problems?\Diversifying Communication\The uses and shortcomings of modern tools\An Unexpected Crisis...? The Pitfalls Lurking in Convenience\Proactively start a dialogue now and then\Requesting the Cooperation of Students\Dangers\I can't turn that situation around alone. response:	Cooperation
context: Diversifying Communication\The uses and shortcomings of modern tools\An Unexpected Crisis...? The Pitfalls Lurking in Convenience\Proactively start a dialogue now and then\Requesting the Cooperation of Students\Dangers\I can't turn that situation around alone.\Cooperation response:	Should I ask someone for help?
context: The uses and shortcomings of modern tools\An Unexpected Crisis...? The Pitfalls Lurking in Convenience\Proactively start a dialogue now and then\Requesting the Cooperation of Students\Dangers\I can't turn that situation around alone.\Cooperation\Should I ask someone for help? response:	Why do I immediately try to depend on someone else?
context: An Unexpected Crisis...? The Pitfalls Lurking in Convenience\Proactively start a dialogue now and then\Requesting the Cooperation of Students\Dangers\I can't turn that situation around alone.\Cooperation\Should I ask someone for help?\Why do I immediately try to depend on someone else? response:	Dialogue
context: Proactively start a dialogue now and then\Requesting the Cooperation of Students\Dangers\I can't turn that situation around alone.\Cooperation\Should I ask someone for help?\Why do I immediately try to depend on someone else?\Dialogue response:	Connections between people are a narcotic.
context: Requesting the Cooperation of Students\Dangers\I can't turn that situation around alone.\Cooperation\Should I ask someone for help?\Why do I immediately try to depend on someone else?\Dialogue\Connections between people are a narcotic. response:	Communication
context: Dangers\I can't turn that situation around alone.\Cooperation\Should I ask someone for help?\Why do I immediately try to depend on someone else?\Dialogue\Connections between people are a narcotic.\Communication response:	Before you know it, you get hooked...
context: I can't turn that situation around alone.\Cooperation\Should I ask someone for help?\Why do I immediately try to depend on someone else?\Dialogue\Connections between people are a narcotic.\Communication\Before you know it, you get hooked... response:	When I was dealing with the election, Komachi gave me my reason.
context: Cooperation\Should I ask someone for help?\Why do I immediately try to depend on someone else?\Dialogue\Connections between people are a narcotic.\Communication\Before you know it, you get hooked...\When I was dealing with the election, Komachi gave me my reason. response:	It's for Komachi. I used that as a front to take action.
context: Should I ask someone for help?\Why do I immediately try to depend on someone else?\Dialogue\Connections between people are a narcotic.\Communication\Before you know it, you get hooked...\When I was dealing with the election, Komachi gave me my reason.\It's for Komachi. I used that as a front to take action. response:	No, if I hadn't done that, I...
context: Why do I immediately try to depend on someone else?\Dialogue\Connections between people are a narcotic.\Communication\Before you know it, you get hooked...\When I was dealing with the election, Komachi gave me my reason.\It's for Komachi. I used that as a front to take action.\No, if I hadn't done that, I... response:	I was probably wrong then.
context: Dialogue\Connections between people are a narcotic.\Communication\Before you know it, you get hooked...\When I was dealing with the election, Komachi gave me my reason.\It's for Komachi. I used that as a front to take action.\No, if I hadn't done that, I...\I was probably wrong then. response:	And now, too.
context: Connections between people are a narcotic.\Communication\Before you know it, you get hooked...\When I was dealing with the election, Komachi gave me my reason.\It's for Komachi. I used that as a front to take action.\No, if I hadn't done that, I...\I was probably wrong then.\And now, too. response:	The answer I found for myself...
context: Communication\Before you know it, you get hooked...\When I was dealing with the election, Komachi gave me my reason.\It's for Komachi. I used that as a front to take action.\No, if I hadn't done that, I...\I was probably wrong then.\And now, too.\The answer I found for myself... response:	I have to act for my own reasons.
context: Before you know it, you get hooked...\When I was dealing with the election, Komachi gave me my reason.\It's for Komachi. I used that as a front to take action.\No, if I hadn't done that, I...\I was probably wrong then.\And now, too.\The answer I found for myself...\I have to act for my own reasons. response:	Why didn't I want to let Yukinoshita or Yuigahama become president?
context: When I was dealing with the election, Komachi gave me my reason.\It's for Komachi. I used that as a front to take action.\No, if I hadn't done that, I...\I was probably wrong then.\And now, too.\The answer I found for myself...\I have to act for my own reasons.\Why didn't I want to let Yukinoshita or Yuigahama become president? response:	My true reason for acting, after getting a reason from someone else...
context: It's for Komachi. I used that as a front to take action.\No, if I hadn't done that, I...\I was probably wrong then.\And now, too.\The answer I found for myself...\I have to act for my own reasons.\Why didn't I want to let Yukinoshita or Yuigahama become president?\My true reason for acting, after getting a reason from someone else... response:	Because there was something I wanted.
context: No, if I hadn't done that, I...\I was probably wrong then.\And now, too.\The answer I found for myself...\I have to act for my own reasons.\Why didn't I want to let Yukinoshita or Yuigahama become president?\My true reason for acting, after getting a reason from someone else...\Because there was something I wanted. response:	High
context: I was probably wrong then.\And now, too.\The answer I found for myself...\I have to act for my own reasons.\Why didn't I want to let Yukinoshita or Yuigahama become president?\My true reason for acting, after getting a reason from someone else...\Because there was something I wanted.\High response:	Come in.
context: And now, too.\The answer I found for myself...\I have to act for my own reasons.\Why didn't I want to let Yukinoshita or Yuigahama become president?\My true reason for acting, after getting a reason from someone else...\Because there was something I wanted.\High\Come in. response:	Hikki...
context: The answer I found for myself...\I have to act for my own reasons.\Why didn't I want to let Yukinoshita or Yuigahama become president?\My true reason for acting, after getting a reason from someone else...\Because there was something I wanted.\High\Come in.\Hikki... response:	What's up? Why did you knock?
context: I have to act for my own reasons.\Why didn't I want to let Yukinoshita or Yuigahama become president?\My true reason for acting, after getting a reason from someone else...\Because there was something I wanted.\High\Come in.\Hikki...\What's up? Why did you knock? response:	I told you that you didn't have to force yourself to attend anymore.
context: Why didn't I want to let Yukinoshita or Yuigahama become president?\My true reason for acting, after getting a reason from someone else...\Because there was something I wanted.\High\Come in.\Hikki...\What's up? Why did you knock?\I told you that you didn't have to force yourself to attend anymore. response:	I had business here.
context: My true reason for acting, after getting a reason from someone else...\Because there was something I wanted.\High\Come in.\Hikki...\What's up? Why did you knock?\I told you that you didn't have to force yourself to attend anymore.\I had business here. response:	W-Want to sit down?
context: Because there was something I wanted.\High\Come in.\Hikki...\What's up? Why did you knock?\I told you that you didn't have to force yourself to attend anymore.\I had business here.\W-Want to sit down? response:	Is something wrong?
context: High\Come in.\Hikki...\What's up? Why did you knock?\I told you that you didn't have to force yourself to attend anymore.\I had business here.\W-Want to sit down?\Is something wrong? response:	You're not acting like usual...
context: Come in.\Hikki...\What's up? Why did you knock?\I told you that you didn't have to force yourself to attend anymore.\I had business here.\W-Want to sit down?\Is something wrong?\You're not acting like usual... response:	I want to make a request.
context: Hikki...\What's up? Why did you knock?\I told you that you didn't have to force yourself to attend anymore.\I had business here.\W-Want to sit down?\Is something wrong?\You're not acting like usual...\I want to make a request. response:	Hikki... You're going to talk to us?
context: What's up? Why did you knock?\I told you that you didn't have to force yourself to attend anymore.\I had business here.\W-Want to sit down?\Is something wrong?\You're not acting like usual...\I want to make a request.\Hikki... You're going to talk to us? response:	It's about the Christmas event Isshiki brought up.
context: I told you that you didn't have to force yourself to attend anymore.\I had business here.\W-Want to sit down?\Is something wrong?\You're not acting like usual...\I want to make a request.\Hikki... You're going to talk to us?\It's about the Christmas event Isshiki brought up. response:	It's going a lot worse than I expected.
context: I had business here.\W-Want to sit down?\Is something wrong?\You're not acting like usual...\I want to make a request.\Hikki... You're going to talk to us?\It's about the Christmas event Isshiki brought up.\It's going a lot worse than I expected. response:	I'd like you to help.
context: W-Want to sit down?\Is something wrong?\You're not acting like usual...\I want to make a request.\Hikki... You're going to talk to us?\It's about the Christmas event Isshiki brought up.\It's going a lot worse than I expected.\I'd like you to help. response:	But...
context: Is something wrong?\You're not acting like usual...\I want to make a request.\Hikki... You're going to talk to us?\It's about the Christmas event Isshiki brought up.\It's going a lot worse than I expected.\I'd like you to help.\But... response:	No, I know what you want to say.
context: You're not acting like usual...\I want to make a request.\Hikki... You're going to talk to us?\It's about the Christmas event Isshiki brought up.\It's going a lot worse than I expected.\I'd like you to help.\But...\No, I know what you want to say. response:	I took this on myself.
context: I want to make a request.\Hikki... You're going to talk to us?\It's about the Christmas event Isshiki brought up.\It's going a lot worse than I expected.\I'd like you to help.\But...\No, I know what you want to say.\I took this on myself. response:	And I said our helping wouldn't help Isshiki.
context: Hikki... You're going to talk to us?\It's about the Christmas event Isshiki brought up.\It's going a lot worse than I expected.\I'd like you to help.\But...\No, I know what you want to say.\I took this on myself.\And I said our helping wouldn't help Isshiki. response:	But I'm the one who pushed Isshiki to become president.
context: It's about the Christmas event Isshiki brought up.\It's going a lot worse than I expected.\I'd like you to help.\But...\No, I know what you want to say.\I took this on myself.\And I said our helping wouldn't help Isshiki.\But I'm the one who pushed Isshiki to become president. response:	Do you remember the kids from Chiba Village?
context: It's going a lot worse than I expected.\I'd like you to help.\But...\No, I know what you want to say.\I took this on myself.\And I said our helping wouldn't help Isshiki.\But I'm the one who pushed Isshiki to become president.\Do you remember the kids from Chiba Village? response:	The girl from there is helping, but she's the same as back then.
context: I'd like you to help.\But...\No, I know what you want to say.\I took this on myself.\And I said our helping wouldn't help Isshiki.\But I'm the one who pushed Isshiki to become president.\Do you remember the kids from Chiba Village?\The girl from there is helping, but she's the same as back then. response:	Oh... Rumi-chan, was it?
context: But...\No, I know what you want to say.\I took this on myself.\And I said our helping wouldn't help Isshiki.\But I'm the one who pushed Isshiki to become president.\Do you remember the kids from Chiba Village?\The girl from there is helping, but she's the same as back then.\Oh... Rumi-chan, was it? response:	That's why I want to do something.
context: No, I know what you want to say.\I took this on myself.\And I said our helping wouldn't help Isshiki.\But I'm the one who pushed Isshiki to become president.\Do you remember the kids from Chiba Village?\The girl from there is helping, but she's the same as back then.\Oh... Rumi-chan, was it?\That's why I want to do something. response:	My own actions are the underlying cause.
context: I took this on myself.\And I said our helping wouldn't help Isshiki.\But I'm the one who pushed Isshiki to become president.\Do you remember the kids from Chiba Village?\The girl from there is helping, but she's the same as back then.\Oh... Rumi-chan, was it?\That's why I want to do something.\My own actions are the underlying cause. response:	I know I'm being selfish.
context: And I said our helping wouldn't help Isshiki.\But I'm the one who pushed Isshiki to become president.\Do you remember the kids from Chiba Village?\The girl from there is helping, but she's the same as back then.\Oh... Rumi-chan, was it?\That's why I want to do something.\My own actions are the underlying cause.\I know I'm being selfish. response:	But still, I want to ask for your help.
context: But I'm the one who pushed Isshiki to become president.\Do you remember the kids from Chiba Village?\The girl from there is helping, but she's the same as back then.\Oh... Rumi-chan, was it?\That's why I want to do something.\My own actions are the underlying cause.\I know I'm being selfish.\But still, I want to ask for your help. response:	It's your fault.
context: Do you remember the kids from Chiba Village?\The girl from there is helping, but she's the same as back then.\Oh... Rumi-chan, was it?\That's why I want to do something.\My own actions are the underlying cause.\I know I'm being selfish.\But still, I want to ask for your help.\It's your fault. response:	That's what you're saying, correct?
context: The girl from there is helping, but she's the same as back then.\Oh... Rumi-chan, was it?\That's why I want to do something.\My own actions are the underlying cause.\I know I'm being selfish.\But still, I want to ask for your help.\It's your fault.\That's what you're saying, correct? response:	Yeah. I can't deny that.
context: Oh... Rumi-chan, was it?\That's why I want to do something.\My own actions are the underlying cause.\I know I'm being selfish.\But still, I want to ask for your help.\It's your fault.\That's what you're saying, correct?\Yeah. I can't deny that. response:	I see.
context: That's why I want to do something.\My own actions are the underlying cause.\I know I'm being selfish.\But still, I want to ask for your help.\It's your fault.\That's what you're saying, correct?\Yeah. I can't deny that.\I see. response:	If you caused these problems yourself,
context: My own actions are the underlying cause.\I know I'm being selfish.\But still, I want to ask for your help.\It's your fault.\That's what you're saying, correct?\Yeah. I can't deny that.\I see.\If you caused these problems yourself, response:	then I think you should solve them yourself.
context: I know I'm being selfish.\But still, I want to ask for your help.\It's your fault.\That's what you're saying, correct?\Yeah. I can't deny that.\I see.\If you caused these problems yourself,\then I think you should solve them yourself. response:	You're right.
context: But still, I want to ask for your help.\It's your fault.\That's what you're saying, correct?\Yeah. I can't deny that.\I see.\If you caused these problems yourself,\then I think you should solve them yourself.\You're right. response:	Sorry. Forget I asked.
context: It's your fault.\That's what you're saying, correct?\Yeah. I can't deny that.\I see.\If you caused these problems yourself,\then I think you should solve them yourself.\You're right.\Sorry. Forget I asked. response:	Wait!
context: That's what you're saying, correct?\Yeah. I can't deny that.\I see.\If you caused these problems yourself,\then I think you should solve them yourself.\You're right.\Sorry. Forget I asked.\Wait! response:	That's not true!
context: Yeah. I can't deny that.\I see.\If you caused these problems yourself,\then I think you should solve them yourself.\You're right.\Sorry. Forget I asked.\Wait!\That's not true! response:	Why does it have to be like that?
context: I see.\If you caused these problems yourself,\then I think you should solve them yourself.\You're right.\Sorry. Forget I asked.\Wait!\That's not true!\Why does it have to be like that? response:	It's not right!
context: If you caused these problems yourself,\then I think you should solve them yourself.\You're right.\Sorry. Forget I asked.\Wait!\That's not true!\Why does it have to be like that?\It's not right! response:	No, it is right.
context: then I think you should solve them yourself.\You're right.\Sorry. Forget I asked.\Wait!\That's not true!\Why does it have to be like that?\It's not right!\No, it is right. response:	I should take care of my own problems.
context: You're right.\Sorry. Forget I asked.\Wait!\That's not true!\Why does it have to be like that?\It's not right!\No, it is right.\I should take care of my own problems. response:	That's how it works.
context: Sorry. Forget I asked.\Wait!\That's not true!\Why does it have to be like that?\It's not right!\No, it is right.\I should take care of my own problems.\That's how it works. response:	That's right.
context: Wait!\That's not true!\Why does it have to be like that?\It's not right!\No, it is right.\I should take care of my own problems.\That's how it works.\That's right. response:	No, it's not! What you're both saying isn't right at all!
context: That's not true!\Why does it have to be like that?\It's not right!\No, it is right.\I should take care of my own problems.\That's how it works.\That's right.\No, it's not! What you're both saying isn't right at all! response:	Look, it's not just your fault, Hikki.
context: Why does it have to be like that?\It's not right!\No, it is right.\I should take care of my own problems.\That's how it works.\That's right.\No, it's not! What you're both saying isn't right at all!\Look, it's not just your fault, Hikki. response:	Maybe you're the one who came up with that stuff, and carried it all out...
context: It's not right!\No, it is right.\I should take care of my own problems.\That's how it works.\That's right.\No, it's not! What you're both saying isn't right at all!\Look, it's not just your fault, Hikki.\Maybe you're the one who came up with that stuff, and carried it all out... response:	But we were wrong, too!
context: No, it is right.\I should take care of my own problems.\That's how it works.\That's right.\No, it's not! What you're both saying isn't right at all!\Look, it's not just your fault, Hikki.\Maybe you're the one who came up with that stuff, and carried it all out...\But we were wrong, too! response:	We forced it all onto you!
context: I should take care of my own problems.\That's how it works.\That's right.\No, it's not! What you're both saying isn't right at all!\Look, it's not just your fault, Hikki.\Maybe you're the one who came up with that stuff, and carried it all out...\But we were wrong, too!\We forced it all onto you! response:	No, that's not true.
context: That's how it works.\That's right.\No, it's not! What you're both saying isn't right at all!\Look, it's not just your fault, Hikki.\Maybe you're the one who came up with that stuff, and carried it all out...\But we were wrong, too!\We forced it all onto you!\No, that's not true. response:	It is true!
context: That's right.\No, it's not! What you're both saying isn't right at all!\Look, it's not just your fault, Hikki.\Maybe you're the one who came up with that stuff, and carried it all out...\But we were wrong, too!\We forced it all onto you!\No, that's not true.\It is true! response:	It's not just your fault things ended up this way!
context: No, it's not! What you're both saying isn't right at all!\Look, it's not just your fault, Hikki.\Maybe you're the one who came up with that stuff, and carried it all out...\But we were wrong, too!\We forced it all onto you!\No, that's not true.\It is true!\It's not just your fault things ended up this way! response:	It's my fault, too...
context: Look, it's not just your fault, Hikki.\Maybe you're the one who came up with that stuff, and carried it all out...\But we were wrong, too!\We forced it all onto you!\No, that's not true.\It is true!\It's not just your fault things ended up this way!\It's my fault, too... response:	I think what you said was a little unfair, Yukinon.
context: Maybe you're the one who came up with that stuff, and carried it all out...\But we were wrong, too!\We forced it all onto you!\No, that's not true.\It is true!\It's not just your fault things ended up this way!\It's my fault, too...\I think what you said was a little unfair, Yukinon. response:	You're saying this now?
context: But we were wrong, too!\We forced it all onto you!\No, that's not true.\It is true!\It's not just your fault things ended up this way!\It's my fault, too...\I think what you said was a little unfair, Yukinon.\You're saying this now? response:	You're unfair, as well.
context: We forced it all onto you!\No, that's not true.\It is true!\It's not just your fault things ended up this way!\It's my fault, too...\I think what you said was a little unfair, Yukinon.\You're saying this now?\You're unfair, as well. response:	Hang on. This isn't what I wanted to talk about.
context: No, that's not true.\It is true!\It's not just your fault things ended up this way!\It's my fault, too...\I think what you said was a little unfair, Yukinon.\You're saying this now?\You're unfair, as well.\Hang on. This isn't what I wanted to talk about. response:	Yukinon, you didn't tell us anything.
context: It is true!\It's not just your fault things ended up this way!\It's my fault, too...\I think what you said was a little unfair, Yukinon.\You're saying this now?\You're unfair, as well.\Hang on. This isn't what I wanted to talk about.\Yukinon, you didn't tell us anything. response:	There are things we can't know if you don't tell us.
