context: Pre! Preparation! response:	I'm not strong
context: But the lobster is my dessert!\This lobster is so nice!\It doesn't just look good!\The taste is perfect as well!\Takasu!\Can I take a picture of your lunch box with my phone?\I want to show my grandmother what a normal lunch box looks like.\Eh, uh, I was busy this morning, so I made a plain one - response:	It's fine.
context: This lobster is so nice!\It doesn't just look good!\The taste is perfect as well!\Takasu!\Can I take a picture of your lunch box with my phone?\I want to show my grandmother what a normal lunch box looks like.\Eh, uh, I was busy this morning, so I made a plain one -\It's fine. response:	Okay!
context: It doesn't just look good!\The taste is perfect as well!\Takasu!\Can I take a picture of your lunch box with my phone?\I want to show my grandmother what a normal lunch box looks like.\Eh, uh, I was busy this morning, so I made a plain one -\It's fine.\Okay! response:	Thanks, Takasu.
context: The taste is perfect as well!\Takasu!\Can I take a picture of your lunch box with my phone?\I want to show my grandmother what a normal lunch box looks like.\Eh, uh, I was busy this morning, so I made a plain one -\It's fine.\Okay!\Thanks, Takasu. response:	This is...
context: Takasu!\Can I take a picture of your lunch box with my phone?\I want to show my grandmother what a normal lunch box looks like.\Eh, uh, I was busy this morning, so I made a plain one -\It's fine.\Okay!\Thanks, Takasu.\This is... response:	As if I'd let them think that I was being serious when making this lunch box...
context: Can I take a picture of your lunch box with my phone?\I want to show my grandmother what a normal lunch box looks like.\Eh, uh, I was busy this morning, so I made a plain one -\It's fine.\Okay!\Thanks, Takasu.\This is...\As if I'd let them think that I was being serious when making this lunch box... response:	Hey, everyone!
context: I want to show my grandmother what a normal lunch box looks like.\Eh, uh, I was busy this morning, so I made a plain one -\It's fine.\Okay!\Thanks, Takasu.\This is...\As if I'd let them think that I was being serious when making this lunch box...\Hey, everyone! response:	Eat as much as you like!
context: Eh, uh, I was busy this morning, so I made a plain one -\It's fine.\Okay!\Thanks, Takasu.\This is...\As if I'd let them think that I was being serious when making this lunch box...\Hey, everyone!\Eat as much as you like! response:	As if I'd let them think that this lunch box is the best I can do!
context: It's fine.\Okay!\Thanks, Takasu.\This is...\As if I'd let them think that I was being serious when making this lunch box...\Hey, everyone!\Eat as much as you like!\As if I'd let them think that this lunch box is the best I can do! response:	The shrimps are stupid.
context: Okay!\Thanks, Takasu.\This is...\As if I'd let them think that I was being serious when making this lunch box...\Hey, everyone!\Eat as much as you like!\As if I'd let them think that this lunch box is the best I can do!\The shrimps are stupid. response:	If they weren't so delicious they wouldn't be eaten.
context: Thanks, Takasu.\This is...\As if I'd let them think that I was being serious when making this lunch box...\Hey, everyone!\Eat as much as you like!\As if I'd let them think that this lunch box is the best I can do!\The shrimps are stupid.\If they weren't so delicious they wouldn't be eaten. response:	Crabs are the same.
context: This is...\As if I'd let them think that I was being serious when making this lunch box...\Hey, everyone!\Eat as much as you like!\As if I'd let them think that this lunch box is the best I can do!\The shrimps are stupid.\If they weren't so delicious they wouldn't be eaten.\Crabs are the same. response:	It's so nice!
context: As if I'd let them think that I was being serious when making this lunch box...\Hey, everyone!\Eat as much as you like!\As if I'd let them think that this lunch box is the best I can do!\The shrimps are stupid.\If they weren't so delicious they wouldn't be eaten.\Crabs are the same.\It's so nice! response:	That Yuusaku!
context: Hey, everyone!\Eat as much as you like!\As if I'd let them think that this lunch box is the best I can do!\The shrimps are stupid.\If they weren't so delicious they wouldn't be eaten.\Crabs are the same.\It's so nice!\That Yuusaku! response:	I ate too much before I even realised.
context: Eat as much as you like!\As if I'd let them think that this lunch box is the best I can do!\The shrimps are stupid.\If they weren't so delicious they wouldn't be eaten.\Crabs are the same.\It's so nice!\That Yuusaku!\I ate too much before I even realised. response:	K-Kawashima!
context: As if I'd let them think that this lunch box is the best I can do!\The shrimps are stupid.\If they weren't so delicious they wouldn't be eaten.\Crabs are the same.\It's so nice!\That Yuusaku!\I ate too much before I even realised.\K-Kawashima! response:	Hey...
context: The shrimps are stupid.\If they weren't so delicious they wouldn't be eaten.\Crabs are the same.\It's so nice!\That Yuusaku!\I ate too much before I even realised.\K-Kawashima!\Hey... response:	Huh?
context: If they weren't so delicious they wouldn't be eaten.\Crabs are the same.\It's so nice!\That Yuusaku!\I ate too much before I even realised.\K-Kawashima!\Hey...\Huh? response:	What?
context: Crabs are the same.\It's so nice!\That Yuusaku!\I ate too much before I even realised.\K-Kawashima!\Hey...\Huh?\What? response:	Is Kitamura's grandmother a cooking teacher,
context: It's so nice!\That Yuusaku!\I ate too much before I even realised.\K-Kawashima!\Hey...\Huh?\What?\Is Kitamura's grandmother a cooking teacher, response:	or does she run a restaurant of some sort?
context: That Yuusaku!\I ate too much before I even realised.\K-Kawashima!\Hey...\Huh?\What?\Is Kitamura's grandmother a cooking teacher,\or does she run a restaurant of some sort? response:	She does, right?
context: I ate too much before I even realised.\K-Kawashima!\Hey...\Huh?\What?\Is Kitamura's grandmother a cooking teacher,\or does she run a restaurant of some sort?\She does, right? response:	She's a Pro?
context: K-Kawashima!\Hey...\Huh?\What?\Is Kitamura's grandmother a cooking teacher,\or does she run a restaurant of some sort?\She does, right?\She's a Pro? response:	Right?
context: Hey...\Huh?\What?\Is Kitamura's grandmother a cooking teacher,\or does she run a restaurant of some sort?\She does, right?\She's a Pro?\Right? response:	Huh?
context: Huh?\What?\Is Kitamura's grandmother a cooking teacher,\or does she run a restaurant of some sort?\She does, right?\She's a Pro?\Right?\Huh? response:	I think she's a normal housewife.
context: What?\Is Kitamura's grandmother a cooking teacher,\or does she run a restaurant of some sort?\She does, right?\She's a Pro?\Right?\Huh?\I think she's a normal housewife. response:	A normal housewife?
context: Is Kitamura's grandmother a cooking teacher,\or does she run a restaurant of some sort?\She does, right?\She's a Pro?\Right?\Huh?\I think she's a normal housewife.\A normal housewife? response:	Yeah, I think she is.
context: or does she run a restaurant of some sort?\She does, right?\She's a Pro?\Right?\Huh?\I think she's a normal housewife.\A normal housewife?\Yeah, I think she is. response:	By the way, what's his grandmother's name?
context: She does, right?\She's a Pro?\Right?\Huh?\I think she's a normal housewife.\A normal housewife?\Yeah, I think she is.\By the way, what's his grandmother's name? response:	Huh?
context: She's a Pro?\Right?\Huh?\I think she's a normal housewife.\A normal housewife?\Yeah, I think she is.\By the way, what's his grandmother's name?\Huh? response:	Why do you think I know -
context: Right?\Huh?\I think she's a normal housewife.\A normal housewife?\Yeah, I think she is.\By the way, what's his grandmother's name?\Huh?\Why do you think I know - response:	What is with that face?!
context: Huh?\I think she's a normal housewife.\A normal housewife?\Yeah, I think she is.\By the way, what's his grandmother's name?\Huh?\Why do you think I know -\What is with that face?! response:	You surprised me!
context: I think she's a normal housewife.\A normal housewife?\Yeah, I think she is.\By the way, what's his grandmother's name?\Huh?\Why do you think I know -\What is with that face?!\You surprised me! response:	Ah, I remember it now that I've seen that wicked face of yours.
context: A normal housewife?\Yeah, I think she is.\By the way, what's his grandmother's name?\Huh?\Why do you think I know -\What is with that face?!\You surprised me!\Ah, I remember it now that I've seen that wicked face of yours. response:	She's Miyo-chan.
context: Yeah, I think she is.\By the way, what's his grandmother's name?\Huh?\Why do you think I know -\What is with that face?!\You surprised me!\Ah, I remember it now that I've seen that wicked face of yours.\She's Miyo-chan. response:	The mi from the word year of the snake, Miyo-chan.
context: By the way, what's his grandmother's name?\Huh?\Why do you think I know -\What is with that face?!\You surprised me!\Ah, I remember it now that I've seen that wicked face of yours.\She's Miyo-chan.\The mi from the word year of the snake, Miyo-chan. response:	Miyo-chan, huh?
context: Huh?\Why do you think I know -\What is with that face?!\You surprised me!\Ah, I remember it now that I've seen that wicked face of yours.\She's Miyo-chan.\The mi from the word year of the snake, Miyo-chan.\Miyo-chan, huh? response:	Maybe I should have a look at that serious lunch box you made.
context: Why do you think I know -\What is with that face?!\You surprised me!\Ah, I remember it now that I've seen that wicked face of yours.\She's Miyo-chan.\The mi from the word year of the snake, Miyo-chan.\Miyo-chan, huh?\Maybe I should have a look at that serious lunch box you made. response:	Just as I wanted!
context: What is with that face?!\You surprised me!\Ah, I remember it now that I've seen that wicked face of yours.\She's Miyo-chan.\The mi from the word year of the snake, Miyo-chan.\Miyo-chan, huh?\Maybe I should have a look at that serious lunch box you made.\Just as I wanted! response:	This time it'll be a real match, Miyo-chan!
context: You surprised me!\Ah, I remember it now that I've seen that wicked face of yours.\She's Miyo-chan.\The mi from the word year of the snake, Miyo-chan.\Miyo-chan, huh?\Maybe I should have a look at that serious lunch box you made.\Just as I wanted!\This time it'll be a real match, Miyo-chan! response:	Hey!
context: Ah, I remember it now that I've seen that wicked face of yours.\She's Miyo-chan.\The mi from the word year of the snake, Miyo-chan.\Miyo-chan, huh?\Maybe I should have a look at that serious lunch box you made.\Just as I wanted!\This time it'll be a real match, Miyo-chan!\Hey! response:	Are you okay?
context: She's Miyo-chan.\The mi from the word year of the snake, Miyo-chan.\Miyo-chan, huh?\Maybe I should have a look at that serious lunch box you made.\Just as I wanted!\This time it'll be a real match, Miyo-chan!\Hey!\Are you okay? response:	Kitamura-kun!
context: The mi from the word year of the snake, Miyo-chan.\Miyo-chan, huh?\Maybe I should have a look at that serious lunch box you made.\Just as I wanted!\This time it'll be a real match, Miyo-chan!\Hey!\Are you okay?\Kitamura-kun! response:	Let's eat together!
context: Miyo-chan, huh?\Maybe I should have a look at that serious lunch box you made.\Just as I wanted!\This time it'll be a real match, Miyo-chan!\Hey!\Are you okay?\Kitamura-kun!\Let's eat together! response:	You're having your grandmother's lunch box today as well, right?
context: Maybe I should have a look at that serious lunch box you made.\Just as I wanted!\This time it'll be a real match, Miyo-chan!\Hey!\Are you okay?\Kitamura-kun!\Let's eat together!\You're having your grandmother's lunch box today as well, right? response:	Yeah.
context: Just as I wanted!\This time it'll be a real match, Miyo-chan!\Hey!\Are you okay?\Kitamura-kun!\Let's eat together!\You're having your grandmother's lunch box today as well, right?\Yeah. response:	But today I have a normal sized one.
context: This time it'll be a real match, Miyo-chan!\Hey!\Are you okay?\Kitamura-kun!\Let's eat together!\You're having your grandmother's lunch box today as well, right?\Yeah.\But today I have a normal sized one. response:	I see.
context: Hey!\Are you okay?\Kitamura-kun!\Let's eat together!\You're having your grandmother's lunch box today as well, right?\Yeah.\But today I have a normal sized one.\I see. response:	Not too expensive, effortless enough,
context: Are you okay?\Kitamura-kun!\Let's eat together!\You're having your grandmother's lunch box today as well, right?\Yeah.\But today I have a normal sized one.\I see.\Not too expensive, effortless enough, response:	and the right amount to fill a high school student's stomach.
context: Kitamura-kun!\Let's eat together!\You're having your grandmother's lunch box today as well, right?\Yeah.\But today I have a normal sized one.\I see.\Not too expensive, effortless enough,\and the right amount to fill a high school student's stomach. response:	Let's place the desks side by side and eat.
context: Let's eat together!\You're having your grandmother's lunch box today as well, right?\Yeah.\But today I have a normal sized one.\I see.\Not too expensive, effortless enough,\and the right amount to fill a high school student's stomach.\Let's place the desks side by side and eat. response:	Following the rules, the match will be fair!
context: You're having your grandmother's lunch box today as well, right?\Yeah.\But today I have a normal sized one.\I see.\Not too expensive, effortless enough,\and the right amount to fill a high school student's stomach.\Let's place the desks side by side and eat.\Following the rules, the match will be fair! response:	Well then.
context: Yeah.\But today I have a normal sized one.\I see.\Not too expensive, effortless enough,\and the right amount to fill a high school student's stomach.\Let's place the desks side by side and eat.\Following the rules, the match will be fair!\Well then. response:	What's wrong?
context: But today I have a normal sized one.\I see.\Not too expensive, effortless enough,\and the right amount to fill a high school student's stomach.\Let's place the desks side by side and eat.\Following the rules, the match will be fair!\Well then.\What's wrong? response:	Okay!
context: I see.\Not too expensive, effortless enough,\and the right amount to fill a high school student's stomach.\Let's place the desks side by side and eat.\Following the rules, the match will be fair!\Well then.\What's wrong?\Okay! response:	C'mon, Miyo-chan!
context: Not too expensive, effortless enough,\and the right amount to fill a high school student's stomach.\Let's place the desks side by side and eat.\Following the rules, the match will be fair!\Well then.\What's wrong?\Okay!\C'mon, Miyo-chan! response:	Oh, that's nice, Takasu.
context: and the right amount to fill a high school student's stomach.\Let's place the desks side by side and eat.\Following the rules, the match will be fair!\Well then.\What's wrong?\Okay!\C'mon, Miyo-chan!\Oh, that's nice, Takasu. response:	Today you have pork cutlets, huh?
context: Let's place the desks side by side and eat.\Following the rules, the match will be fair!\Well then.\What's wrong?\Okay!\C'mon, Miyo-chan!\Oh, that's nice, Takasu.\Today you have pork cutlets, huh? response:	Yeah.
context: Following the rules, the match will be fair!\Well then.\What's wrong?\Okay!\C'mon, Miyo-chan!\Oh, that's nice, Takasu.\Today you have pork cutlets, huh?\Yeah. response:	Leftovers from yesterday's tonkatsu.
context: Well then.\What's wrong?\Okay!\C'mon, Miyo-chan!\Oh, that's nice, Takasu.\Today you have pork cutlets, huh?\Yeah.\Leftovers from yesterday's tonkatsu. response:	When I woke up this morning,
context: What's wrong?\Okay!\C'mon, Miyo-chan!\Oh, that's nice, Takasu.\Today you have pork cutlets, huh?\Yeah.\Leftovers from yesterday's tonkatsu.\When I woke up this morning, response:	I just added some eggs to the mix. That's all.
context: Okay!\C'mon, Miyo-chan!\Oh, that's nice, Takasu.\Today you have pork cutlets, huh?\Yeah.\Leftovers from yesterday's tonkatsu.\When I woke up this morning,\I just added some eggs to the mix. That's all. response:	What will you do now?
context: C'mon, Miyo-chan!\Oh, that's nice, Takasu.\Today you have pork cutlets, huh?\Yeah.\Leftovers from yesterday's tonkatsu.\When I woke up this morning,\I just added some eggs to the mix. That's all.\What will you do now? response:	Using rule-breaking high-class ingredients again for your cute grandson?
context: Oh, that's nice, Takasu.\Today you have pork cutlets, huh?\Yeah.\Leftovers from yesterday's tonkatsu.\When I woke up this morning,\I just added some eggs to the mix. That's all.\What will you do now?\Using rule-breaking high-class ingredients again for your cute grandson? response:	I see.
context: Today you have pork cutlets, huh?\Yeah.\Leftovers from yesterday's tonkatsu.\When I woke up this morning,\I just added some eggs to the mix. That's all.\What will you do now?\Using rule-breaking high-class ingredients again for your cute grandson?\I see. response:	Me too!
context: Yeah.\Leftovers from yesterday's tonkatsu.\When I woke up this morning,\I just added some eggs to the mix. That's all.\What will you do now?\Using rule-breaking high-class ingredients again for your cute grandson?\I see.\Me too! response:	Will it be Caviar-donburi? Or fukahire-donburi?
context: Leftovers from yesterday's tonkatsu.\When I woke up this morning,\I just added some eggs to the mix. That's all.\What will you do now?\Using rule-breaking high-class ingredients again for your cute grandson?\I see.\Me too!\Will it be Caviar-donburi? Or fukahire-donburi? response:	Huh?
context: When I woke up this morning,\I just added some eggs to the mix. That's all.\What will you do now?\Using rule-breaking high-class ingredients again for your cute grandson?\I see.\Me too!\Will it be Caviar-donburi? Or fukahire-donburi?\Huh? response:	S-Simple this time, eh?
context: I just added some eggs to the mix. That's all.\What will you do now?\Using rule-breaking high-class ingredients again for your cute grandson?\I see.\Me too!\Will it be Caviar-donburi? Or fukahire-donburi?\Huh?\S-Simple this time, eh? response:	I did say rice balls are fine, but...
context: What will you do now?\Using rule-breaking high-class ingredients again for your cute grandson?\I see.\Me too!\Will it be Caviar-donburi? Or fukahire-donburi?\Huh?\S-Simple this time, eh?\I did say rice balls are fine, but... response:	She certainly made them simple.
context: Using rule-breaking high-class ingredients again for your cute grandson?\I see.\Me too!\Will it be Caviar-donburi? Or fukahire-donburi?\Huh?\S-Simple this time, eh?\I did say rice balls are fine, but...\She certainly made them simple. response:	This is far too simple of a lunch box and it won't be enough for a high school student.
context: I see.\Me too!\Will it be Caviar-donburi? Or fukahire-donburi?\Huh?\S-Simple this time, eh?\I did say rice balls are fine, but...\She certainly made them simple.\This is far too simple of a lunch box and it won't be enough for a high school student. response:	I have won this match - No!
context: Me too!\Will it be Caviar-donburi? Or fukahire-donburi?\Huh?\S-Simple this time, eh?\I did say rice balls are fine, but...\She certainly made them simple.\This is far too simple of a lunch box and it won't be enough for a high school student.\I have won this match - No! response:	What's that sparkling on the surface?
context: Will it be Caviar-donburi? Or fukahire-donburi?\Huh?\S-Simple this time, eh?\I did say rice balls are fine, but...\She certainly made them simple.\This is far too simple of a lunch box and it won't be enough for a high school student.\I have won this match - No!\What's that sparkling on the surface? response:	Sesame oil?
context: Huh?\S-Simple this time, eh?\I did say rice balls are fine, but...\She certainly made them simple.\This is far too simple of a lunch box and it won't be enough for a high school student.\I have won this match - No!\What's that sparkling on the surface?\Sesame oil? response:	Which means...!
context: S-Simple this time, eh?\I did say rice balls are fine, but...\She certainly made them simple.\This is far too simple of a lunch box and it won't be enough for a high school student.\I have won this match - No!\What's that sparkling on the surface?\Sesame oil?\Which means...! response:	Wait, that's...!
context: I did say rice balls are fine, but...\She certainly made them simple.\This is far too simple of a lunch box and it won't be enough for a high school student.\I have won this match - No!\What's that sparkling on the surface?\Sesame oil?\Which means...!\Wait, that's...! response:	It's good!
context: She certainly made them simple.\This is far too simple of a lunch box and it won't be enough for a high school student.\I have won this match - No!\What's that sparkling on the surface?\Sesame oil?\Which means...!\Wait, that's...!\It's good! response:	This is grilled meat!
context: This is far too simple of a lunch box and it won't be enough for a high school student.\I have won this match - No!\What's that sparkling on the surface?\Sesame oil?\Which means...!\Wait, that's...!\It's good!\This is grilled meat! response:	Such a nice surprise to have meat in it!
context: I have won this match - No!\What's that sparkling on the surface?\Sesame oil?\Which means...!\Wait, that's...!\It's good!\This is grilled meat!\Such a nice surprise to have meat in it! response:	This seaweed is from Korea, huh?
context: What's that sparkling on the surface?\Sesame oil?\Which means...!\Wait, that's...!\It's good!\This is grilled meat!\Such a nice surprise to have meat in it!\This seaweed is from Korea, huh? response:	These kind of lunch boxes are the best.
context: Sesame oil?\Which means...!\Wait, that's...!\It's good!\This is grilled meat!\Such a nice surprise to have meat in it!\This seaweed is from Korea, huh?\These kind of lunch boxes are the best. response:	This one has plum!
context: Which means...!\Wait, that's...!\It's good!\This is grilled meat!\Such a nice surprise to have meat in it!\This seaweed is from Korea, huh?\These kind of lunch boxes are the best.\This one has plum! response:	And this one... yay!
context: Wait, that's...!\It's good!\This is grilled meat!\Such a nice surprise to have meat in it!\This seaweed is from Korea, huh?\These kind of lunch boxes are the best.\This one has plum!\And this one... yay! response:	Decisively tuna-mayo!
context: It's good!\This is grilled meat!\Such a nice surprise to have meat in it!\This seaweed is from Korea, huh?\These kind of lunch boxes are the best.\This one has plum!\And this one... yay!\Decisively tuna-mayo! response:	This is my favourite!
context: This is grilled meat!\Such a nice surprise to have meat in it!\This seaweed is from Korea, huh?\These kind of lunch boxes are the best.\This one has plum!\And this one... yay!\Decisively tuna-mayo!\This is my favourite! response:	The yay has appeared, huh?
context: Such a nice surprise to have meat in it!\This seaweed is from Korea, huh?\These kind of lunch boxes are the best.\This one has plum!\And this one... yay!\Decisively tuna-mayo!\This is my favourite!\The yay has appeared, huh? response:	Huh?
context: This seaweed is from Korea, huh?\These kind of lunch boxes are the best.\This one has plum!\And this one... yay!\Decisively tuna-mayo!\This is my favourite!\The yay has appeared, huh?\Huh? response:	Grilled meat raises his spirits,
context: These kind of lunch boxes are the best.\This one has plum!\And this one... yay!\Decisively tuna-mayo!\This is my favourite!\The yay has appeared, huh?\Huh?\Grilled meat raises his spirits, response:	plum is a standard,
context: This one has plum!\And this one... yay!\Decisively tuna-mayo!\This is my favourite!\The yay has appeared, huh?\Huh?\Grilled meat raises his spirits,\plum is a standard, response:	and Kitamura's favourite food: tuna-mayo.
context: And this one... yay!\Decisively tuna-mayo!\This is my favourite!\The yay has appeared, huh?\Huh?\Grilled meat raises his spirits,\plum is a standard,\and Kitamura's favourite food: tuna-mayo. response:	A flawless line-up rich with variety.
context: Decisively tuna-mayo!\This is my favourite!\The yay has appeared, huh?\Huh?\Grilled meat raises his spirits,\plum is a standard,\and Kitamura's favourite food: tuna-mayo.\A flawless line-up rich with variety. response:	On the other hand...
context: This is my favourite!\The yay has appeared, huh?\Huh?\Grilled meat raises his spirits,\plum is a standard,\and Kitamura's favourite food: tuna-mayo.\A flawless line-up rich with variety.\On the other hand... response:	Mild taste of soup stock...
context: The yay has appeared, huh?\Huh?\Grilled meat raises his spirits,\plum is a standard,\and Kitamura's favourite food: tuna-mayo.\A flawless line-up rich with variety.\On the other hand...\Mild taste of soup stock... response:	All of it, forever, the same taste.
context: Huh?\Grilled meat raises his spirits,\plum is a standard,\and Kitamura's favourite food: tuna-mayo.\A flawless line-up rich with variety.\On the other hand...\Mild taste of soup stock...\All of it, forever, the same taste. response:	Ryuuji!
context: Grilled meat raises his spirits,\plum is a standard,\and Kitamura's favourite food: tuna-mayo.\A flawless line-up rich with variety.\On the other hand...\Mild taste of soup stock...\All of it, forever, the same taste.\Ryuuji! response:	Thanks for the food.
context: plum is a standard,\and Kitamura's favourite food: tuna-mayo.\A flawless line-up rich with variety.\On the other hand...\Mild taste of soup stock...\All of it, forever, the same taste.\Ryuuji!\Thanks for the food. response:	The pork with egg was nice.
context: and Kitamura's favourite food: tuna-mayo.\A flawless line-up rich with variety.\On the other hand...\Mild taste of soup stock...\All of it, forever, the same taste.\Ryuuji!\Thanks for the food.\The pork with egg was nice. response:	Y-Yeah. I see.
context: A flawless line-up rich with variety.\On the other hand...\Mild taste of soup stock...\All of it, forever, the same taste.\Ryuuji!\Thanks for the food.\The pork with egg was nice.\Y-Yeah. I see. response:	Oh!
context: On the other hand...\Mild taste of soup stock...\All of it, forever, the same taste.\Ryuuji!\Thanks for the food.\The pork with egg was nice.\Y-Yeah. I see.\Oh! response:	The rice balls look nice!
context: Mild taste of soup stock...\All of it, forever, the same taste.\Ryuuji!\Thanks for the food.\The pork with egg was nice.\Y-Yeah. I see.\Oh!\The rice balls look nice! response:	Having rice balls for dinner tonight would be nice too.
context: All of it, forever, the same taste.\Ryuuji!\Thanks for the food.\The pork with egg was nice.\Y-Yeah. I see.\Oh!\The rice balls look nice!\Having rice balls for dinner tonight would be nice too. response:	It was good, but pork for two days in a row is a bit heavy on the stomach.
context: Ryuuji!\Thanks for the food.\The pork with egg was nice.\Y-Yeah. I see.\Oh!\The rice balls look nice!\Having rice balls for dinner tonight would be nice too.\It was good, but pork for two days in a row is a bit heavy on the stomach. response:	Y-Yeah.
context: Thanks for the food.\The pork with egg was nice.\Y-Yeah. I see.\Oh!\The rice balls look nice!\Having rice balls for dinner tonight would be nice too.\It was good, but pork for two days in a row is a bit heavy on the stomach.\Y-Yeah. response:	I knew that, but there was pork left over, so...
context: The pork with egg was nice.\Y-Yeah. I see.\Oh!\The rice balls look nice!\Having rice balls for dinner tonight would be nice too.\It was good, but pork for two days in a row is a bit heavy on the stomach.\Y-Yeah.\I knew that, but there was pork left over, so... response:	That's not it.
context: Y-Yeah. I see.\Oh!\The rice balls look nice!\Having rice balls for dinner tonight would be nice too.\It was good, but pork for two days in a row is a bit heavy on the stomach.\Y-Yeah.\I knew that, but there was pork left over, so...\That's not it. response:	I was provoked by Miyo-chan...
context: Oh!\The rice balls look nice!\Having rice balls for dinner tonight would be nice too.\It was good, but pork for two days in a row is a bit heavy on the stomach.\Y-Yeah.\I knew that, but there was pork left over, so...\That's not it.\I was provoked by Miyo-chan... response:	But to follow the rules for a proper high school student's lunch box,
context: The rice balls look nice!\Having rice balls for dinner tonight would be nice too.\It was good, but pork for two days in a row is a bit heavy on the stomach.\Y-Yeah.\I knew that, but there was pork left over, so...\That's not it.\I was provoked by Miyo-chan...\But to follow the rules for a proper high school student's lunch box, response:	using leftover was necessary.
context: Having rice balls for dinner tonight would be nice too.\It was good, but pork for two days in a row is a bit heavy on the stomach.\Y-Yeah.\I knew that, but there was pork left over, so...\That's not it.\I was provoked by Miyo-chan...\But to follow the rules for a proper high school student's lunch box,\using leftover was necessary. response:	Indeed, I made pork cutlets only to cook the the leftovers with eggs.
context: It was good, but pork for two days in a row is a bit heavy on the stomach.\Y-Yeah.\I knew that, but there was pork left over, so...\That's not it.\I was provoked by Miyo-chan...\But to follow the rules for a proper high school student's lunch box,\using leftover was necessary.\Indeed, I made pork cutlets only to cook the the leftovers with eggs. response:	Housewives have to continuously think about food.
context: Y-Yeah.\I knew that, but there was pork left over, so...\That's not it.\I was provoked by Miyo-chan...\But to follow the rules for a proper high school student's lunch box,\using leftover was necessary.\Indeed, I made pork cutlets only to cook the the leftovers with eggs.\Housewives have to continuously think about food. response:	I did a bit too much yesterday, but now I'm back to my senses!
context: I knew that, but there was pork left over, so...\That's not it.\I was provoked by Miyo-chan...\But to follow the rules for a proper high school student's lunch box,\using leftover was necessary.\Indeed, I made pork cutlets only to cook the the leftovers with eggs.\Housewives have to continuously think about food.\I did a bit too much yesterday, but now I'm back to my senses! response:	Miyo!
context: That's not it.\I was provoked by Miyo-chan...\But to follow the rules for a proper high school student's lunch box,\using leftover was necessary.\Indeed, I made pork cutlets only to cook the the leftovers with eggs.\Housewives have to continuously think about food.\I did a bit too much yesterday, but now I'm back to my senses!\Miyo! response:	You're addressing my grandmother without an honorific?!
context: I was provoked by Miyo-chan...\But to follow the rules for a proper high school student's lunch box,\using leftover was necessary.\Indeed, I made pork cutlets only to cook the the leftovers with eggs.\Housewives have to continuously think about food.\I did a bit too much yesterday, but now I'm back to my senses!\Miyo!\You're addressing my grandmother without an honorific?! response:	Lunch box.
context: But to follow the rules for a proper high school student's lunch box,\using leftover was necessary.\Indeed, I made pork cutlets only to cook the the leftovers with eggs.\Housewives have to continuously think about food.\I did a bit too much yesterday, but now I'm back to my senses!\Miyo!\You're addressing my grandmother without an honorific?!\Lunch box. response:	Lunch box.
context: using leftover was necessary.\Indeed, I made pork cutlets only to cook the the leftovers with eggs.\Housewives have to continuously think about food.\I did a bit too much yesterday, but now I'm back to my senses!\Miyo!\You're addressing my grandmother without an honorific?!\Lunch box.\Lunch box. response:	What should I do?
context: Indeed, I made pork cutlets only to cook the the leftovers with eggs.\Housewives have to continuously think about food.\I did a bit too much yesterday, but now I'm back to my senses!\Miyo!\You're addressing my grandmother without an honorific?!\Lunch box.\Lunch box.\What should I do? response:	What should I put in?
context: Housewives have to continuously think about food.\I did a bit too much yesterday, but now I'm back to my senses!\Miyo!\You're addressing my grandmother without an honorific?!\Lunch box.\Lunch box.\What should I do?\What should I put in? response:	Lunch box.
context: I did a bit too much yesterday, but now I'm back to my senses!\Miyo!\You're addressing my grandmother without an honorific?!\Lunch box.\Lunch box.\What should I do?\What should I put in?\Lunch box. response:	Say, what kind of rice balls are you going to make?
context: Miyo!\You're addressing my grandmother without an honorific?!\Lunch box.\Lunch box.\What should I do?\What should I put in?\Lunch box.\Say, what kind of rice balls are you going to make? response:	Salmon is a must, right?
context: You're addressing my grandmother without an honorific?!\Lunch box.\Lunch box.\What should I do?\What should I put in?\Lunch box.\Say, what kind of rice balls are you going to make?\Salmon is a must, right? response:	Ah, not seasoned, but normal -
context: Lunch box.\Lunch box.\What should I do?\What should I put in?\Lunch box.\Say, what kind of rice balls are you going to make?\Salmon is a must, right?\Ah, not seasoned, but normal - response:	Argh!
context: Lunch box.\What should I do?\What should I put in?\Lunch box.\Say, what kind of rice balls are you going to make?\Salmon is a must, right?\Ah, not seasoned, but normal -\Argh! response:	Rice balls?!
context: What should I do?\What should I put in?\Lunch box.\Say, what kind of rice balls are you going to make?\Salmon is a must, right?\Ah, not seasoned, but normal -\Argh!\Rice balls?! response:	As if I can win if I make the same lunch box as Kitamura!
context: What should I put in?\Lunch box.\Say, what kind of rice balls are you going to make?\Salmon is a must, right?\Ah, not seasoned, but normal -\Argh!\Rice balls?!\As if I can win if I make the same lunch box as Kitamura! response:	Eh?
context: Lunch box.\Say, what kind of rice balls are you going to make?\Salmon is a must, right?\Ah, not seasoned, but normal -\Argh!\Rice balls?!\As if I can win if I make the same lunch box as Kitamura!\Eh? response:	Not for the lunch box, but for dinner.
context: Say, what kind of rice balls are you going to make?\Salmon is a must, right?\Ah, not seasoned, but normal -\Argh!\Rice balls?!\As if I can win if I make the same lunch box as Kitamura!\Eh?\Not for the lunch box, but for dinner. response:	I'll get to that later!
