context: Doing things that bring attention to myself... response:	That is what I, Yoshikage Kira, hate the most.
context: Which one are you going to attack?\S-Stop the bomb!\3 Freeze!\Ker-bam-bam\It appears that, no matter who you attacked, you were still fated to lose.\However, to think that Heart Attack, which I thought had no weak points,\would be completely useless...\I had to pay some expenses at the cafe, response:	then ended up in a scuffle with some hooligans. I feel like I've been had.
context: S-Stop the bomb!\3 Freeze!\Ker-bam-bam\It appears that, no matter who you attacked, you were still fated to lose.\However, to think that Heart Attack, which I thought had no weak points,\would be completely useless...\I had to pay some expenses at the cafe,\then ended up in a scuffle with some hooligans. I feel like I've been had. response:	This is the first time
context: 3 Freeze!\Ker-bam-bam\It appears that, no matter who you attacked, you were still fated to lose.\However, to think that Heart Attack, which I thought had no weak points,\would be completely useless...\I had to pay some expenses at the cafe,\then ended up in a scuffle with some hooligans. I feel like I've been had.\This is the first time response:	I've ever felt so cornered.
context: Ker-bam-bam\It appears that, no matter who you attacked, you were still fated to lose.\However, to think that Heart Attack, which I thought had no weak points,\would be completely useless...\I had to pay some expenses at the cafe,\then ended up in a scuffle with some hooligans. I feel like I've been had.\This is the first time\I've ever felt so cornered. response:	I even feel a slight sense of defeat.
context: It appears that, no matter who you attacked, you were still fated to lose.\However, to think that Heart Attack, which I thought had no weak points,\would be completely useless...\I had to pay some expenses at the cafe,\then ended up in a scuffle with some hooligans. I feel like I've been had.\This is the first time\I've ever felt so cornered.\I even feel a slight sense of defeat. response:	Goodness. I must show you some respect.
context: However, to think that Heart Attack, which I thought had no weak points,\would be completely useless...\I had to pay some expenses at the cafe,\then ended up in a scuffle with some hooligans. I feel like I've been had.\This is the first time\I've ever felt so cornered.\I even feel a slight sense of defeat.\Goodness. I must show you some respect. response:	You're rather impressive.
context: would be completely useless...\I had to pay some expenses at the cafe,\then ended up in a scuffle with some hooligans. I feel like I've been had.\This is the first time\I've ever felt so cornered.\I even feel a slight sense of defeat.\Goodness. I must show you some respect.\You're rather impressive. response:	By the way, do you have any pocket tissues?
context: I had to pay some expenses at the cafe,\then ended up in a scuffle with some hooligans. I feel like I've been had.\This is the first time\I've ever felt so cornered.\I even feel a slight sense of defeat.\Goodness. I must show you some respect.\You're rather impressive.\By the way, do you have any pocket tissues? response:	A handkerchief would work, too.
context: then ended up in a scuffle with some hooligans. I feel like I've been had.\This is the first time\I've ever felt so cornered.\I even feel a slight sense of defeat.\Goodness. I must show you some respect.\You're rather impressive.\By the way, do you have any pocket tissues?\A handkerchief would work, too. response:	Hm? I've shown you some respect.
context: This is the first time\I've ever felt so cornered.\I even feel a slight sense of defeat.\Goodness. I must show you some respect.\You're rather impressive.\By the way, do you have any pocket tissues?\A handkerchief would work, too.\Hm? I've shown you some respect. response:	The least you can do is talk to me.
context: I've ever felt so cornered.\I even feel a slight sense of defeat.\Goodness. I must show you some respect.\You're rather impressive.\By the way, do you have any pocket tissues?\A handkerchief would work, too.\Hm? I've shown you some respect.\The least you can do is talk to me. response:	I don't... have any.
context: I even feel a slight sense of defeat.\Goodness. I must show you some respect.\You're rather impressive.\By the way, do you have any pocket tissues?\A handkerchief would work, too.\Hm? I've shown you some respect.\The least you can do is talk to me.\I don't... have any. response:	Then, here. Use mine.
context: Goodness. I must show you some respect.\You're rather impressive.\By the way, do you have any pocket tissues?\A handkerchief would work, too.\Hm? I've shown you some respect.\The least you can do is talk to me.\I don't... have any.\Then, here. Use mine. response:	A lot of blood is coming from your nose, right?
context: You're rather impressive.\By the way, do you have any pocket tissues?\A handkerchief would work, too.\Hm? I've shown you some respect.\The least you can do is talk to me.\I don't... have any.\Then, here. Use mine.\A lot of blood is coming from your nose, right? response:	It's just so you can wipe that off.
context: By the way, do you have any pocket tissues?\A handkerchief would work, too.\Hm? I've shown you some respect.\The least you can do is talk to me.\I don't... have any.\Then, here. Use mine.\A lot of blood is coming from your nose, right?\It's just so you can wipe that off. response:	I'm about to beat you to death.
context: A handkerchief would work, too.\Hm? I've shown you some respect.\The least you can do is talk to me.\I don't... have any.\Then, here. Use mine.\A lot of blood is coming from your nose, right?\It's just so you can wipe that off.\I'm about to beat you to death. response:	I have a little over a minute before your friends get here.
context: Hm? I've shown you some respect.\The least you can do is talk to me.\I don't... have any.\Then, here. Use mine.\A lot of blood is coming from your nose, right?\It's just so you can wipe that off.\I'm about to beat you to death.\I have a little over a minute before your friends get here. response:	Otherwise, I just won't be satisfied after having to face such humiliation in public.
context: The least you can do is talk to me.\I don't... have any.\Then, here. Use mine.\A lot of blood is coming from your nose, right?\It's just so you can wipe that off.\I'm about to beat you to death.\I have a little over a minute before your friends get here.\Otherwise, I just won't be satisfied after having to face such humiliation in public. response:	Now, now, stop screaming in such a weird way.
context: I don't... have any.\Then, here. Use mine.\A lot of blood is coming from your nose, right?\It's just so you can wipe that off.\I'm about to beat you to death.\I have a little over a minute before your friends get here.\Otherwise, I just won't be satisfied after having to face such humiliation in public.\Now, now, stop screaming in such a weird way. response:	I endured the same pain you feel now
context: Then, here. Use mine.\A lot of blood is coming from your nose, right?\It's just so you can wipe that off.\I'm about to beat you to death.\I have a little over a minute before your friends get here.\Otherwise, I just won't be satisfied after having to face such humiliation in public.\Now, now, stop screaming in such a weird way.\I endured the same pain you feel now response:	as I was heading over here, but I didn't scream.
context: A lot of blood is coming from your nose, right?\It's just so you can wipe that off.\I'm about to beat you to death.\I have a little over a minute before your friends get here.\Otherwise, I just won't be satisfied after having to face such humiliation in public.\Now, now, stop screaming in such a weird way.\I endured the same pain you feel now\as I was heading over here, but I didn't scream. response:	You're a boy, aren't you?
context: It's just so you can wipe that off.\I'm about to beat you to death.\I have a little over a minute before your friends get here.\Otherwise, I just won't be satisfied after having to face such humiliation in public.\Now, now, stop screaming in such a weird way.\I endured the same pain you feel now\as I was heading over here, but I didn't scream.\You're a boy, aren't you? response:	You should take after me.
context: I'm about to beat you to death.\I have a little over a minute before your friends get here.\Otherwise, I just won't be satisfied after having to face such humiliation in public.\Now, now, stop screaming in such a weird way.\I endured the same pain you feel now\as I was heading over here, but I didn't scream.\You're a boy, aren't you?\You should take after me. response:	See? You need some tissues now, don't you?
context: I have a little over a minute before your friends get here.\Otherwise, I just won't be satisfied after having to face such humiliation in public.\Now, now, stop screaming in such a weird way.\I endured the same pain you feel now\as I was heading over here, but I didn't scream.\You're a boy, aren't you?\You should take after me.\See? You need some tissues now, don't you? response:	I'll wipe it for you.
context: Otherwise, I just won't be satisfied after having to face such humiliation in public.\Now, now, stop screaming in such a weird way.\I endured the same pain you feel now\as I was heading over here, but I didn't scream.\You're a boy, aren't you?\You should take after me.\See? You need some tissues now, don't you?\I'll wipe it for you. response:	They say your brain slows down when your nose is stuffed up.
context: Now, now, stop screaming in such a weird way.\I endured the same pain you feel now\as I was heading over here, but I didn't scream.\You're a boy, aren't you?\You should take after me.\See? You need some tissues now, don't you?\I'll wipe it for you.\They say your brain slows down when your nose is stuffed up. response:	But you know, I was on the ground a little while ago, too, just like you.
context: I endured the same pain you feel now\as I was heading over here, but I didn't scream.\You're a boy, aren't you?\You should take after me.\See? You need some tissues now, don't you?\I'll wipe it for you.\They say your brain slows down when your nose is stuffed up.\But you know, I was on the ground a little while ago, too, just like you. response:	I'll blow you away with Deadly Queen in another minute.
context: as I was heading over here, but I didn't scream.\You're a boy, aren't you?\You should take after me.\See? You need some tissues now, don't you?\I'll wipe it for you.\They say your brain slows down when your nose is stuffed up.\But you know, I was on the ground a little while ago, too, just like you.\I'll blow you away with Deadly Queen in another minute. response:	Until then, you need to be like me and just endure the pain.
context: You're a boy, aren't you?\You should take after me.\See? You need some tissues now, don't you?\I'll wipe it for you.\They say your brain slows down when your nose is stuffed up.\But you know, I was on the ground a little while ago, too, just like you.\I'll blow you away with Deadly Queen in another minute.\Until then, you need to be like me and just endure the pain. response:	You need to be like me!
context: You should take after me.\See? You need some tissues now, don't you?\I'll wipe it for you.\They say your brain slows down when your nose is stuffed up.\But you know, I was on the ground a little while ago, too, just like you.\I'll blow you away with Deadly Queen in another minute.\Until then, you need to be like me and just endure the pain.\You need to be like me! response:	Y-Your name...
context: See? You need some tissues now, don't you?\I'll wipe it for you.\They say your brain slows down when your nose is stuffed up.\But you know, I was on the ground a little while ago, too, just like you.\I'll blow you away with Deadly Queen in another minute.\Until then, you need to be like me and just endure the pain.\You need to be like me!\Y-Your name... response:	is Yoshikage Kira...
context: I'll wipe it for you.\They say your brain slows down when your nose is stuffed up.\But you know, I was on the ground a little while ago, too, just like you.\I'll blow you away with Deadly Queen in another minute.\Until then, you need to be like me and just endure the pain.\You need to be like me!\Y-Your name...\is Yoshikage Kira... response:	Yoshikage Kira is your real name...
context: They say your brain slows down when your nose is stuffed up.\But you know, I was on the ground a little while ago, too, just like you.\I'll blow you away with Deadly Queen in another minute.\Until then, you need to be like me and just endure the pain.\You need to be like me!\Y-Your name...\is Yoshikage Kira...\Yoshikage Kira is your real name... response:	My driver's license!
context: But you know, I was on the ground a little while ago, too, just like you.\I'll blow you away with Deadly Queen in another minute.\Until then, you need to be like me and just endure the pain.\You need to be like me!\Y-Your name...\is Yoshikage Kira...\Yoshikage Kira is your real name...\My driver's license! response:	When did you take it out of my wallet?
context: I'll blow you away with Deadly Queen in another minute.\Until then, you need to be like me and just endure the pain.\You need to be like me!\Y-Your name...\is Yoshikage Kira...\Yoshikage Kira is your real name...\My driver's license!\When did you take it out of my wallet? response:	You little brat...
context: Until then, you need to be like me and just endure the pain.\You need to be like me!\Y-Your name...\is Yoshikage Kira...\Yoshikage Kira is your real name...\My driver's license!\When did you take it out of my wallet?\You little brat... response:	You said you paid some expenses at the cafe earlier, right?
context: You need to be like me!\Y-Your name...\is Yoshikage Kira...\Yoshikage Kira is your real name...\My driver's license!\When did you take it out of my wallet?\You little brat...\You said you paid some expenses at the cafe earlier, right? response:	That's when I had an idea.
context: Y-Your name...\is Yoshikage Kira...\Yoshikage Kira is your real name...\My driver's license!\When did you take it out of my wallet?\You little brat...\You said you paid some expenses at the cafe earlier, right?\That's when I had an idea. response:	So what?
context: is Yoshikage Kira...\Yoshikage Kira is your real name...\My driver's license!\When did you take it out of my wallet?\You little brat...\You said you paid some expenses at the cafe earlier, right?\That's when I had an idea.\So what? response:	What do you gain from knowing my name?
context: Yoshikage Kira is your real name...\My driver's license!\When did you take it out of my wallet?\You little brat...\You said you paid some expenses at the cafe earlier, right?\That's when I had an idea.\So what?\What do you gain from knowing my name? response:	You're about to be erased.
context: My driver's license!\When did you take it out of my wallet?\You little brat...\You said you paid some expenses at the cafe earlier, right?\That's when I had an idea.\So what?\What do you gain from knowing my name?\You're about to be erased. response:	Yeah, you're about to kill me.
context: When did you take it out of my wallet?\You little brat...\You said you paid some expenses at the cafe earlier, right?\That's when I had an idea.\So what?\What do you gain from knowing my name?\You're about to be erased.\Yeah, you're about to kill me. response:	But even I was able to figure out your name.
context: You little brat...\You said you paid some expenses at the cafe earlier, right?\That's when I had an idea.\So what?\What do you gain from knowing my name?\You're about to be erased.\Yeah, you're about to kill me.\But even I was able to figure out your name. response:	You're not that big a deal.
context: You said you paid some expenses at the cafe earlier, right?\That's when I had an idea.\So what?\What do you gain from knowing my name?\You're about to be erased.\Yeah, you're about to kill me.\But even I was able to figure out your name.\You're not that big a deal. response:	You might get away for now, but how do you feel?
context: That's when I had an idea.\So what?\What do you gain from knowing my name?\You're about to be erased.\Yeah, you're about to kill me.\But even I was able to figure out your name.\You're not that big a deal.\You might get away for now, but how do you feel? response:	A little brat like me managed to find out what your name was.
context: So what?\What do you gain from knowing my name?\You're about to be erased.\Yeah, you're about to kill me.\But even I was able to figure out your name.\You're not that big a deal.\You might get away for now, but how do you feel?\A little brat like me managed to find out what your name was. response:	I'll say it again.
context: What do you gain from knowing my name?\You're about to be erased.\Yeah, you're about to kill me.\But even I was able to figure out your name.\You're not that big a deal.\You might get away for now, but how do you feel?\A little brat like me managed to find out what your name was.\I'll say it again. response:	A little brat found you out!
context: You're about to be erased.\Yeah, you're about to kill me.\But even I was able to figure out your name.\You're not that big a deal.\You might get away for now, but how do you feel?\A little brat like me managed to find out what your name was.\I'll say it again.\A little brat found you out! response:	You're a complete idiot!
context: Yeah, you're about to kill me.\But even I was able to figure out your name.\You're not that big a deal.\You might get away for now, but how do you feel?\A little brat like me managed to find out what your name was.\I'll say it again.\A little brat found you out!\You're a complete idiot! response:	I'll be looking forward to seeing you in the next world!
context: But even I was able to figure out your name.\You're not that big a deal.\You might get away for now, but how do you feel?\A little brat like me managed to find out what your name was.\I'll say it again.\A little brat found you out!\You're a complete idiot!\I'll be looking forward to seeing you in the next world! response:	You bastard!
context: You're not that big a deal.\You might get away for now, but how do you feel?\A little brat like me managed to find out what your name was.\I'll say it again.\A little brat found you out!\You're a complete idiot!\I'll be looking forward to seeing you in the next world!\You bastard! response:	Damn it! What is this sense of defeat?!
context: You might get away for now, but how do you feel?\A little brat like me managed to find out what your name was.\I'll say it again.\A little brat found you out!\You're a complete idiot!\I'll be looking forward to seeing you in the next world!\You bastard!\Damn it! What is this sense of defeat?! response:	Re
context: A little brat like me managed to find out what your name was.\I'll say it again.\A little brat found you out!\You're a complete idiot!\I'll be looking forward to seeing you in the next world!\You bastard!\Damn it! What is this sense of defeat?!\Re response:	Rev
context: I'll say it again.\A little brat found you out!\You're a complete idiot!\I'll be looking forward to seeing you in the next world!\You bastard!\Damn it! What is this sense of defeat?!\Re\Rev response:	Rever
context: A little brat found you out!\You're a complete idiot!\I'll be looking forward to seeing you in the next world!\You bastard!\Damn it! What is this sense of defeat?!\Re\Rev\Rever response:	Reverb
context: You're a complete idiot!\I'll be looking forward to seeing you in the next world!\You bastard!\Damn it! What is this sense of defeat?!\Re\Rev\Rever\Reverb response:	Reverb A
context: I'll be looking forward to seeing you in the next world!\You bastard!\Damn it! What is this sense of defeat?!\Re\Rev\Rever\Reverb\Reverb A response:	Reverb Ac
context: You bastard!\Damn it! What is this sense of defeat?!\Re\Rev\Rever\Reverb\Reverb A\Reverb Ac response:	Reverb Act
context: Damn it! What is this sense of defeat?!\Re\Rev\Rever\Reverb\Reverb A\Reverb Ac\Reverb Act response:	Reverb Act 3
context: Re\Rev\Rever\Reverb\Reverb A\Reverb Ac\Reverb Act\Reverb Act 3 response:	Ko
context: Rev\Rever\Reverb\Reverb A\Reverb Ac\Reverb Act\Reverb Act 3\Ko response:	Koichi
context: Rever\Reverb\Reverb A\Reverb Ac\Reverb Act\Reverb Act 3\Ko\Koichi response:	Koichi Hiro
context: Reverb\Reverb A\Reverb Ac\Reverb Act\Reverb Act 3\Ko\Koichi\Koichi Hiro response:	Koichi Hirose
context: Reverb A\Reverb Ac\Reverb Act\Reverb Act 3\Ko\Koichi\Koichi Hiro\Koichi Hirose response:	What an infuriating little brat.
context: Reverb Ac\Reverb Act\Reverb Act 3\Ko\Koichi\Koichi Hiro\Koichi Hirose\What an infuriating little brat. response:	I still have a minute before Josuke and Okuyasu show up.
context: Reverb Act\Reverb Act 3\Ko\Koichi\Koichi Hiro\Koichi Hirose\What an infuriating little brat.\I still have a minute before Josuke and Okuyasu show up. response:	And I was trying to beat the crap out of him to calm myself down.
context: Reverb Act 3\Ko\Koichi\Koichi Hiro\Koichi Hirose\What an infuriating little brat.\I still have a minute before Josuke and Okuyasu show up.\And I was trying to beat the crap out of him to calm myself down. response:	He's got his socks on inside-out.
context: Ko\Koichi\Koichi Hiro\Koichi Hirose\What an infuriating little brat.\I still have a minute before Josuke and Okuyasu show up.\And I was trying to beat the crap out of him to calm myself down.\He's got his socks on inside-out. response:	Doesn't that bug him?
context: Koichi\Koichi Hiro\Koichi Hirose\What an infuriating little brat.\I still have a minute before Josuke and Okuyasu show up.\And I was trying to beat the crap out of him to calm myself down.\He's got his socks on inside-out.\Doesn't that bug him? response:	Ugh, it sure bugs me!
context: Koichi Hiro\Koichi Hirose\What an infuriating little brat.\I still have a minute before Josuke and Okuyasu show up.\And I was trying to beat the crap out of him to calm myself down.\He's got his socks on inside-out.\Doesn't that bug him?\Ugh, it sure bugs me! response:	Not that way, Okuyasu!
context: Koichi Hirose\What an infuriating little brat.\I still have a minute before Josuke and Okuyasu show up.\And I was trying to beat the crap out of him to calm myself down.\He's got his socks on inside-out.\Doesn't that bug him?\Ugh, it sure bugs me!\Not that way, Okuyasu! response:	But Centipede Shoes is this way.
context: What an infuriating little brat.\I still have a minute before Josuke and Okuyasu show up.\And I was trying to beat the crap out of him to calm myself down.\He's got his socks on inside-out.\Doesn't that bug him?\Ugh, it sure bugs me!\Not that way, Okuyasu!\But Centipede Shoes is this way. response:	If we go this way, we'll get there in a minute! Hurry up!
context: I still have a minute before Josuke and Okuyasu show up.\And I was trying to beat the crap out of him to calm myself down.\He's got his socks on inside-out.\Doesn't that bug him?\Ugh, it sure bugs me!\Not that way, Okuyasu!\But Centipede Shoes is this way.\If we go this way, we'll get there in a minute! Hurry up! response:	Wear them properly.
context: And I was trying to beat the crap out of him to calm myself down.\He's got his socks on inside-out.\Doesn't that bug him?\Ugh, it sure bugs me!\Not that way, Okuyasu!\But Centipede Shoes is this way.\If we go this way, we'll get there in a minute! Hurry up!\Wear them properly. response:	Now I can finally relax.
context: He's got his socks on inside-out.\Doesn't that bug him?\Ugh, it sure bugs me!\Not that way, Okuyasu!\But Centipede Shoes is this way.\If we go this way, we'll get there in a minute! Hurry up!\Wear them properly.\Now I can finally relax. response:	And now I can blow you to kingdom come!
context: Doesn't that bug him?\Ugh, it sure bugs me!\Not that way, Okuyasu!\But Centipede Shoes is this way.\If we go this way, we'll get there in a minute! Hurry up!\Wear them properly.\Now I can finally relax.\And now I can blow you to kingdom come! response:	Deadly Queen!
context: Ugh, it sure bugs me!\Not that way, Okuyasu!\But Centipede Shoes is this way.\If we go this way, we'll get there in a minute! Hurry up!\Wear them properly.\Now I can finally relax.\And now I can blow you to kingdom come!\Deadly Queen! response:	The tip of this finger can turn anything into a bomb.
context: Not that way, Okuyasu!\But Centipede Shoes is this way.\If we go this way, we'll get there in a minute! Hurry up!\Wear them properly.\Now I can finally relax.\And now I can blow you to kingdom come!\Deadly Queen!\The tip of this finger can turn anything into a bomb. response:	I guess, in your case, I'll make your student badge a bomb.
context: But Centipede Shoes is this way.\If we go this way, we'll get there in a minute! Hurry up!\Wear them properly.\Now I can finally relax.\And now I can blow you to kingdom come!\Deadly Queen!\The tip of this finger can turn anything into a bomb.\I guess, in your case, I'll make your student badge a bomb. response:	The first bomb!
context: If we go this way, we'll get there in a minute! Hurry up!\Wear them properly.\Now I can finally relax.\And now I can blow you to kingdom come!\Deadly Queen!\The tip of this finger can turn anything into a bomb.\I guess, in your case, I'll make your student badge a bomb.\The first bomb! response:	Koichi, you were winning against that man psychologically.
context: Wear them properly.\Now I can finally relax.\And now I can blow you to kingdom come!\Deadly Queen!\The tip of this finger can turn anything into a bomb.\I guess, in your case, I'll make your student badge a bomb.\The first bomb!\Koichi, you were winning against that man psychologically. response:	What?!
context: Now I can finally relax.\And now I can blow you to kingdom come!\Deadly Queen!\The tip of this finger can turn anything into a bomb.\I guess, in your case, I'll make your student badge a bomb.\The first bomb!\Koichi, you were winning against that man psychologically.\What?! response:	Well, this is a surprise.
context: And now I can blow you to kingdom come!\Deadly Queen!\The tip of this finger can turn anything into a bomb.\I guess, in your case, I'll make your student badge a bomb.\The first bomb!\Koichi, you were winning against that man psychologically.\What?!\Well, this is a surprise. response:	I never thought you'd be able to stand with those wounds...
context: Deadly Queen!\The tip of this finger can turn anything into a bomb.\I guess, in your case, I'll make your student badge a bomb.\The first bomb!\Koichi, you were winning against that man psychologically.\What?!\Well, this is a surprise.\I never thought you'd be able to stand with those wounds... response:	However, you would have been much better off if you had stayed down.
context: The tip of this finger can turn anything into a bomb.\I guess, in your case, I'll make your student badge a bomb.\The first bomb!\Koichi, you were winning against that man psychologically.\What?!\Well, this is a surprise.\I never thought you'd be able to stand with those wounds...\However, you would have been much better off if you had stayed down. response:	I can almost see the view behind you through your wounds.
context: I guess, in your case, I'll make your student badge a bomb.\The first bomb!\Koichi, you were winning against that man psychologically.\What?!\Well, this is a surprise.\I never thought you'd be able to stand with those wounds...\However, you would have been much better off if you had stayed down.\I can almost see the view behind you through your wounds. response:	That's a nice watch.
context: The first bomb!\Koichi, you were winning against that man psychologically.\What?!\Well, this is a surprise.\I never thought you'd be able to stand with those wounds...\However, you would have been much better off if you had stayed down.\I can almost see the view behind you through your wounds.\That's a nice watch. response:	But I'll break it so you can never see the time on it again...
context: Koichi, you were winning against that man psychologically.\What?!\Well, this is a surprise.\I never thought you'd be able to stand with those wounds...\However, you would have been much better off if you had stayed down.\I can almost see the view behind you through your wounds.\That's a nice watch.\But I'll break it so you can never see the time on it again... response:	By that, I mean I'll break your face.
context: What?!\Well, this is a surprise.\I never thought you'd be able to stand with those wounds...\However, you would have been much better off if you had stayed down.\I can almost see the view behind you through your wounds.\That's a nice watch.\But I'll break it so you can never see the time on it again...\By that, I mean I'll break your face. response:	You seem like quite an interesting fellow.
context: Well, this is a surprise.\I never thought you'd be able to stand with those wounds...\However, you would have been much better off if you had stayed down.\I can almost see the view behind you through your wounds.\That's a nice watch.\But I'll break it so you can never see the time on it again...\By that, I mean I'll break your face.\You seem like quite an interesting fellow. response:	I'd love to learn your name, as well as various other things,
context: I never thought you'd be able to stand with those wounds...\However, you would have been much better off if you had stayed down.\I can almost see the view behind you through your wounds.\That's a nice watch.\But I'll break it so you can never see the time on it again...\By that, I mean I'll break your face.\You seem like quite an interesting fellow.\I'd love to learn your name, as well as various other things, response:	but I must take my leave.
context: However, you would have been much better off if you had stayed down.\I can almost see the view behind you through your wounds.\That's a nice watch.\But I'll break it so you can never see the time on it again...\By that, I mean I'll break your face.\You seem like quite an interesting fellow.\I'd love to learn your name, as well as various other things,\but I must take my leave. response:	I only have twenty seconds left.
context: I can almost see the view behind you through your wounds.\That's a nice watch.\But I'll break it so you can never see the time on it again...\By that, I mean I'll break your face.\You seem like quite an interesting fellow.\I'd love to learn your name, as well as various other things,\but I must take my leave.\I only have twenty seconds left. response:	I don't have time for idle chit-chat.
context: That's a nice watch.\But I'll break it so you can never see the time on it again...\By that, I mean I'll break your face.\You seem like quite an interesting fellow.\I'd love to learn your name, as well as various other things,\but I must take my leave.\I only have twenty seconds left.\I don't have time for idle chit-chat. response:	Your Stand just now was very weak.
context: But I'll break it so you can never see the time on it again...\By that, I mean I'll break your face.\You seem like quite an interesting fellow.\I'd love to learn your name, as well as various other things,\but I must take my leave.\I only have twenty seconds left.\I don't have time for idle chit-chat.\Your Stand just now was very weak. response:	I was easily able to catch it, like a pop-up.
context: By that, I mean I'll break your face.\You seem like quite an interesting fellow.\I'd love to learn your name, as well as various other things,\but I must take my leave.\I only have twenty seconds left.\I don't have time for idle chit-chat.\Your Stand just now was very weak.\I was easily able to catch it, like a pop-up. response:	Do you really think you can defeat my Deadly Queen with so little power?
context: You seem like quite an interesting fellow.\I'd love to learn your name, as well as various other things,\but I must take my leave.\I only have twenty seconds left.\I don't have time for idle chit-chat.\Your Stand just now was very weak.\I was easily able to catch it, like a pop-up.\Do you really think you can defeat my Deadly Queen with so little power? response:	Smash
context: I'd love to learn your name, as well as various other things,\but I must take my leave.\I only have twenty seconds left.\I don't have time for idle chit-chat.\Your Stand just now was very weak.\I was easily able to catch it, like a pop-up.\Do you really think you can defeat my Deadly Queen with so little power?\Smash response:	Wh
context: but I must take my leave.\I only have twenty seconds left.\I don't have time for idle chit-chat.\Your Stand just now was very weak.\I was easily able to catch it, like a pop-up.\Do you really think you can defeat my Deadly Queen with so little power?\Smash\Wh response:	H-He's fast...
context: I only have twenty seconds left.\I don't have time for idle chit-chat.\Your Stand just now was very weak.\I was easily able to catch it, like a pop-up.\Do you really think you can defeat my Deadly Queen with so little power?\Smash\Wh\H-He's fast... response:	Wh-What's with this speed?
context: I don't have time for idle chit-chat.\Your Stand just now was very weak.\I was easily able to catch it, like a pop-up.\Do you really think you can defeat my Deadly Queen with so little power?\Smash\Wh\H-He's fast...\Wh-What's with this speed? response:	Upon closer inspection... Good grief, what an ugly watch.
context: Your Stand just now was very weak.\I was easily able to catch it, like a pop-up.\Do you really think you can defeat my Deadly Queen with so little power?\Smash\Wh\H-He's fast...\Wh-What's with this speed?\Upon closer inspection... Good grief, what an ugly watch. response:	But you won't have to worry about that anymore...
context: I was easily able to catch it, like a pop-up.\Do you really think you can defeat my Deadly Queen with so little power?\Smash\Wh\H-He's fast...\Wh-What's with this speed?\Upon closer inspection... Good grief, what an ugly watch.\But you won't have to worry about that anymore... response:	Because your face is going to end up
context: Do you really think you can defeat my Deadly Queen with so little power?\Smash\Wh\H-He's fast...\Wh-What's with this speed?\Upon closer inspection... Good grief, what an ugly watch.\But you won't have to worry about that anymore...\Because your face is going to end up response:	even uglier.
context: Smash\Wh\H-He's fast...\Wh-What's with this speed?\Upon closer inspection... Good grief, what an ugly watch.\But you won't have to worry about that anymore...\Because your face is going to end up\even uglier. response:	What is this Stand?
context: Wh\H-He's fast...\Wh-What's with this speed?\Upon closer inspection... Good grief, what an ugly watch.\But you won't have to worry about that anymore...\Because your face is going to end up\even uglier.\What is this Stand? response:	It's so fast, it's like it stopped time!
context: H-He's fast...\Wh-What's with this speed?\Upon closer inspection... Good grief, what an ugly watch.\But you won't have to worry about that anymore...\Because your face is going to end up\even uglier.\What is this Stand?\It's so fast, it's like it stopped time! response:	Koichi, if it weren't for you, I would have been dead.
context: Wh-What's with this speed?\Upon closer inspection... Good grief, what an ugly watch.\But you won't have to worry about that anymore...\Because your face is going to end up\even uglier.\What is this Stand?\It's so fast, it's like it stopped time!\Koichi, if it weren't for you, I would have been dead. response:	You did well fighting all by yourself.
context: Upon closer inspection... Good grief, what an ugly watch.\But you won't have to worry about that anymore...\Because your face is going to end up\even uglier.\What is this Stand?\It's so fast, it's like it stopped time!\Koichi, if it weren't for you, I would have been dead.\You did well fighting all by yourself. response:	You have my respect, Koichi.
context: But you won't have to worry about that anymore...\Because your face is going to end up\even uglier.\What is this Stand?\It's so fast, it's like it stopped time!\Koichi, if it weren't for you, I would have been dead.\You did well fighting all by yourself.\You have my respect, Koichi. response:	You've matured.
context: Because your face is going to end up\even uglier.\What is this Stand?\It's so fast, it's like it stopped time!\Koichi, if it weren't for you, I would have been dead.\You did well fighting all by yourself.\You have my respect, Koichi.\You've matured. response:	Hey, Koichi!
context: even uglier.\What is this Stand?\It's so fast, it's like it stopped time!\Koichi, if it weren't for you, I would have been dead.\You did well fighting all by yourself.\You have my respect, Koichi.\You've matured.\Hey, Koichi! response:	Koichi!
context: What is this Stand?\It's so fast, it's like it stopped time!\Koichi, if it weren't for you, I would have been dead.\You did well fighting all by yourself.\You have my respect, Koichi.\You've matured.\Hey, Koichi!\Koichi! response:	Wh-What the heck happened here?
context: It's so fast, it's like it stopped time!\Koichi, if it weren't for you, I would have been dead.\You did well fighting all by yourself.\You have my respect, Koichi.\You've matured.\Hey, Koichi!\Koichi!\Wh-What the heck happened here? response:	K-Koichi! Jotaro!
context: Koichi, if it weren't for you, I would have been dead.\You did well fighting all by yourself.\You have my respect, Koichi.\You've matured.\Hey, Koichi!\Koichi!\Wh-What the heck happened here?\K-Koichi! Jotaro! response:	Be careful, Okuyasu.
context: You did well fighting all by yourself.\You have my respect, Koichi.\You've matured.\Hey, Koichi!\Koichi!\Wh-What the heck happened here?\K-Koichi! Jotaro!\Be careful, Okuyasu. response:	What the heck happened?! Jotaro! Koichi!
context: You have my respect, Koichi.\You've matured.\Hey, Koichi!\Koichi!\Wh-What the heck happened here?\K-Koichi! Jotaro!\Be careful, Okuyasu.\What the heck happened?! Jotaro! Koichi! response:	Calm down. I need to find out if Koichi is alive or not.
