context: Kiss Him, Not Me response:	Let The Shipping Wars Begin!
context: Speaking of physical, the lord's body is definitely that of a bottom!\Were you even watching? Akane-chan has a delicate build!\H-Hold on, you two, calm down.\As I was saying...\This Lord x Akane...\This Akane x Lord...\What just happened?\I don't know. response:	Hmph!
context: Were you even watching? Akane-chan has a delicate build!\H-Hold on, you two, calm down.\As I was saying...\This Lord x Akane...\This Akane x Lord...\What just happened?\I don't know.\Hmph! response:	Wh-What's the matter, Kae-chan?
context: H-Hold on, you two, calm down.\As I was saying...\This Lord x Akane...\This Akane x Lord...\What just happened?\I don't know.\Hmph!\Wh-What's the matter, Kae-chan? response:	What do you mean?
context: As I was saying...\This Lord x Akane...\This Akane x Lord...\What just happened?\I don't know.\Hmph!\Wh-What's the matter, Kae-chan?\What do you mean? response:	That was Nishina-san, wasn't it? You're not going to say hi?
context: This Lord x Akane...\This Akane x Lord...\What just happened?\I don't know.\Hmph!\Wh-What's the matter, Kae-chan?\What do you mean?\That was Nishina-san, wasn't it? You're not going to say hi? response:	Huh? What was that?
context: This Akane x Lord...\What just happened?\I don't know.\Hmph!\Wh-What's the matter, Kae-chan?\What do you mean?\That was Nishina-san, wasn't it? You're not going to say hi?\Huh? What was that? response:	N-No, it was nothing.
context: What just happened?\I don't know.\Hmph!\Wh-What's the matter, Kae-chan?\What do you mean?\That was Nishina-san, wasn't it? You're not going to say hi?\Huh? What was that?\N-No, it was nothing. response:	What? Here it is again. Why is it Akane x Lord?
context: I don't know.\Hmph!\Wh-What's the matter, Kae-chan?\What do you mean?\That was Nishina-san, wasn't it? You're not going to say hi?\Huh? What was that?\N-No, it was nothing.\What? Here it is again. Why is it Akane x Lord? response:	They seriously don't get it!
context: Hmph!\Wh-What's the matter, Kae-chan?\What do you mean?\That was Nishina-san, wasn't it? You're not going to say hi?\Huh? What was that?\N-No, it was nothing.\What? Here it is again. Why is it Akane x Lord?\They seriously don't get it! response:	Hey, did something happen?
context: Wh-What's the matter, Kae-chan?\What do you mean?\That was Nishina-san, wasn't it? You're not going to say hi?\Huh? What was that?\N-No, it was nothing.\What? Here it is again. Why is it Akane x Lord?\They seriously don't get it!\Hey, did something happen? response:	Kae-chan and Nishina-san wouldn't even look at each other just now.
context: What do you mean?\That was Nishina-san, wasn't it? You're not going to say hi?\Huh? What was that?\N-No, it was nothing.\What? Here it is again. Why is it Akane x Lord?\They seriously don't get it!\Hey, did something happen?\Kae-chan and Nishina-san wouldn't even look at each other just now. response:	Oh, well,
context: That was Nishina-san, wasn't it? You're not going to say hi?\Huh? What was that?\N-No, it was nothing.\What? Here it is again. Why is it Akane x Lord?\They seriously don't get it!\Hey, did something happen?\Kae-chan and Nishina-san wouldn't even look at each other just now.\Oh, well, response:	actually, we don't really get it ourselves.
context: Huh? What was that?\N-No, it was nothing.\What? Here it is again. Why is it Akane x Lord?\They seriously don't get it!\Hey, did something happen?\Kae-chan and Nishina-san wouldn't even look at each other just now.\Oh, well,\actually, we don't really get it ourselves. response:	Yesterday...
context: N-No, it was nothing.\What? Here it is again. Why is it Akane x Lord?\They seriously don't get it!\Hey, did something happen?\Kae-chan and Nishina-san wouldn't even look at each other just now.\Oh, well,\actually, we don't really get it ourselves.\Yesterday... response:	Wh-What did you say?!
context: What? Here it is again. Why is it Akane x Lord?\They seriously don't get it!\Hey, did something happen?\Kae-chan and Nishina-san wouldn't even look at each other just now.\Oh, well,\actually, we don't really get it ourselves.\Yesterday...\Wh-What did you say?! response:	Things might be through between those two.
context: They seriously don't get it!\Hey, did something happen?\Kae-chan and Nishina-san wouldn't even look at each other just now.\Oh, well,\actually, we don't really get it ourselves.\Yesterday...\Wh-What did you say?!\Things might be through between those two. response:	Is it that bad?!
context: Hey, did something happen?\Kae-chan and Nishina-san wouldn't even look at each other just now.\Oh, well,\actually, we don't really get it ourselves.\Yesterday...\Wh-What did you say?!\Things might be through between those two.\Is it that bad?! response:	This is a reverse shipping war!
context: Kae-chan and Nishina-san wouldn't even look at each other just now.\Oh, well,\actually, we don't really get it ourselves.\Yesterday...\Wh-What did you say?!\Things might be through between those two.\Is it that bad?!\This is a reverse shipping war! response:	Huh? Reverse ship? Rever... shipper?
context: Oh, well,\actually, we don't really get it ourselves.\Yesterday...\Wh-What did you say?!\Things might be through between those two.\Is it that bad?!\This is a reverse shipping war!\Huh? Reverse ship? Rever... shipper? response:	Allow me to explain!
context: actually, we don't really get it ourselves.\Yesterday...\Wh-What did you say?!\Things might be through between those two.\Is it that bad?!\This is a reverse shipping war!\Huh? Reverse ship? Rever... shipper?\Allow me to explain! response:	Reverse Ship
context: Yesterday...\Wh-What did you say?!\Things might be through between those two.\Is it that bad?!\This is a reverse shipping war!\Huh? Reverse ship? Rever... shipper?\Allow me to explain!\Reverse Ship response:	Reverse ship is short for a reversed relationship.
context: Wh-What did you say?!\Things might be through between those two.\Is it that bad?!\This is a reverse shipping war!\Huh? Reverse ship? Rever... shipper?\Allow me to explain!\Reverse Ship\Reverse ship is short for a reversed relationship. response:	A pitcher x B catcher
context: Things might be through between those two.\Is it that bad?!\This is a reverse shipping war!\Huh? Reverse ship? Rever... shipper?\Allow me to explain!\Reverse Ship\Reverse ship is short for a reversed relationship.\A pitcher x B catcher response:	Reverse Ship
context: Is it that bad?!\This is a reverse shipping war!\Huh? Reverse ship? Rever... shipper?\Allow me to explain!\Reverse Ship\Reverse ship is short for a reversed relationship.\A pitcher x B catcher\Reverse Ship response:	B pitcher x A catcher
context: This is a reverse shipping war!\Huh? Reverse ship? Rever... shipper?\Allow me to explain!\Reverse Ship\Reverse ship is short for a reversed relationship.\A pitcher x B catcher\Reverse Ship\B pitcher x A catcher response:	It means exactly what it sounds like: the pitcher and catcher are in reversed roles.
context: Huh? Reverse ship? Rever... shipper?\Allow me to explain!\Reverse Ship\Reverse ship is short for a reversed relationship.\A pitcher x B catcher\Reverse Ship\B pitcher x A catcher\It means exactly what it sounds like: the pitcher and catcher are in reversed roles. response:	Pitcher? Catcher?
context: Allow me to explain!\Reverse Ship\Reverse ship is short for a reversed relationship.\A pitcher x B catcher\Reverse Ship\B pitcher x A catcher\It means exactly what it sounds like: the pitcher and catcher are in reversed roles.\Pitcher? Catcher? response:	You mean like the roles in baseball?
context: Reverse Ship\Reverse ship is short for a reversed relationship.\A pitcher x B catcher\Reverse Ship\B pitcher x A catcher\It means exactly what it sounds like: the pitcher and catcher are in reversed roles.\Pitcher? Catcher?\You mean like the roles in baseball? response:	You don't even know that?!
context: Reverse ship is short for a reversed relationship.\A pitcher x B catcher\Reverse Ship\B pitcher x A catcher\It means exactly what it sounds like: the pitcher and catcher are in reversed roles.\Pitcher? Catcher?\You mean like the roles in baseball?\You don't even know that?! response:	Let's see...
context: A pitcher x B catcher\Reverse Ship\B pitcher x A catcher\It means exactly what it sounds like: the pitcher and catcher are in reversed roles.\Pitcher? Catcher?\You mean like the roles in baseball?\You don't even know that?!\Let's see... response:	What would you two do if you two were going out?
context: Reverse Ship\B pitcher x A catcher\It means exactly what it sounds like: the pitcher and catcher are in reversed roles.\Pitcher? Catcher?\You mean like the roles in baseball?\You don't even know that?!\Let's see...\What would you two do if you two were going out? response:	Huh?!
context: B pitcher x A catcher\It means exactly what it sounds like: the pitcher and catcher are in reversed roles.\Pitcher? Catcher?\You mean like the roles in baseball?\You don't even know that?!\Let's see...\What would you two do if you two were going out?\Huh?! response:	No way!
context: It means exactly what it sounds like: the pitcher and catcher are in reversed roles.\Pitcher? Catcher?\You mean like the roles in baseball?\You don't even know that?!\Let's see...\What would you two do if you two were going out?\Huh?!\No way! response:	This is all hypothetical!
context: Pitcher? Catcher?\You mean like the roles in baseball?\You don't even know that?!\Let's see...\What would you two do if you two were going out?\Huh?!\No way!\This is all hypothetical! response:	Would Nanashima be the one who asks Igarashi out, or the reverse?
context: You mean like the roles in baseball?\You don't even know that?!\Let's see...\What would you two do if you two were going out?\Huh?!\No way!\This is all hypothetical!\Would Nanashima be the one who asks Igarashi out, or the reverse? response:	It changes the flow of the relationship completely!
context: You don't even know that?!\Let's see...\What would you two do if you two were going out?\Huh?!\No way!\This is all hypothetical!\Would Nanashima be the one who asks Igarashi out, or the reverse?\It changes the flow of the relationship completely! response:	See? Completely different.
context: Let's see...\What would you two do if you two were going out?\Huh?!\No way!\This is all hypothetical!\Would Nanashima be the one who asks Igarashi out, or the reverse?\It changes the flow of the relationship completely!\See? Completely different. response:	By the way, I'm totally 7 x 5.
context: What would you two do if you two were going out?\Huh?!\No way!\This is all hypothetical!\Would Nanashima be the one who asks Igarashi out, or the reverse?\It changes the flow of the relationship completely!\See? Completely different.\By the way, I'm totally 7 x 5. response:	Not interested.
context: Huh?!\No way!\This is all hypothetical!\Would Nanashima be the one who asks Igarashi out, or the reverse?\It changes the flow of the relationship completely!\See? Completely different.\By the way, I'm totally 7 x 5.\Not interested. response:	So, you're telling me those two are fighting over this?
context: No way!\This is all hypothetical!\Would Nanashima be the one who asks Igarashi out, or the reverse?\It changes the flow of the relationship completely!\See? Completely different.\By the way, I'm totally 7 x 5.\Not interested.\So, you're telling me those two are fighting over this? response:	Which character holds the reins in a romantic relationship is a huge issue.
context: This is all hypothetical!\Would Nanashima be the one who asks Igarashi out, or the reverse?\It changes the flow of the relationship completely!\See? Completely different.\By the way, I'm totally 7 x 5.\Not interested.\So, you're telling me those two are fighting over this?\Which character holds the reins in a romantic relationship is a huge issue. response:	Especially in the world of fujoshi,
context: Would Nanashima be the one who asks Igarashi out, or the reverse?\It changes the flow of the relationship completely!\See? Completely different.\By the way, I'm totally 7 x 5.\Not interested.\So, you're telling me those two are fighting over this?\Which character holds the reins in a romantic relationship is a huge issue.\Especially in the world of fujoshi, response:	this kind of thing often sparks a battle.
context: It changes the flow of the relationship completely!\See? Completely different.\By the way, I'm totally 7 x 5.\Not interested.\So, you're telling me those two are fighting over this?\Which character holds the reins in a romantic relationship is a huge issue.\Especially in the world of fujoshi,\this kind of thing often sparks a battle. response:	A rift in shipping is a rift in your friendship!
context: See? Completely different.\By the way, I'm totally 7 x 5.\Not interested.\So, you're telling me those two are fighting over this?\Which character holds the reins in a romantic relationship is a huge issue.\Especially in the world of fujoshi,\this kind of thing often sparks a battle.\A rift in shipping is a rift in your friendship! response:	The passion is nearly synonymous with what you'd feel avenging your parent's death!
context: By the way, I'm totally 7 x 5.\Not interested.\So, you're telling me those two are fighting over this?\Which character holds the reins in a romantic relationship is a huge issue.\Especially in the world of fujoshi,\this kind of thing often sparks a battle.\A rift in shipping is a rift in your friendship!\The passion is nearly synonymous with what you'd feel avenging your parent's death! response:	I-It can't be!
context: Not interested.\So, you're telling me those two are fighting over this?\Which character holds the reins in a romantic relationship is a huge issue.\Especially in the world of fujoshi,\this kind of thing often sparks a battle.\A rift in shipping is a rift in your friendship!\The passion is nearly synonymous with what you'd feel avenging your parent's death!\I-It can't be! response:	That's how it is.
context: So, you're telling me those two are fighting over this?\Which character holds the reins in a romantic relationship is a huge issue.\Especially in the world of fujoshi,\this kind of thing often sparks a battle.\A rift in shipping is a rift in your friendship!\The passion is nearly synonymous with what you'd feel avenging your parent's death!\I-It can't be!\That's how it is. response:	They might not make up while they've got Kachu Rabu fever.
context: Which character holds the reins in a romantic relationship is a huge issue.\Especially in the world of fujoshi,\this kind of thing often sparks a battle.\A rift in shipping is a rift in your friendship!\The passion is nearly synonymous with what you'd feel avenging your parent's death!\I-It can't be!\That's how it is.\They might not make up while they've got Kachu Rabu fever. response:	Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.
context: Especially in the world of fujoshi,\this kind of thing often sparks a battle.\A rift in shipping is a rift in your friendship!\The passion is nearly synonymous with what you'd feel avenging your parent's death!\I-It can't be!\That's how it is.\They might not make up while they've got Kachu Rabu fever.\Kae-chan never gave an inch on the 5 x 7 x 5 thing, either. response:	What, are you serious?
context: this kind of thing often sparks a battle.\A rift in shipping is a rift in your friendship!\The passion is nearly synonymous with what you'd feel avenging your parent's death!\I-It can't be!\That's how it is.\They might not make up while they've got Kachu Rabu fever.\Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.\What, are you serious? response:	They used to get along so well, though...
context: A rift in shipping is a rift in your friendship!\The passion is nearly synonymous with what you'd feel avenging your parent's death!\I-It can't be!\That's how it is.\They might not make up while they've got Kachu Rabu fever.\Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.\What, are you serious?\They used to get along so well, though... response:	Nishina-san isn't coming today, either, huh?
context: The passion is nearly synonymous with what you'd feel avenging your parent's death!\I-It can't be!\That's how it is.\They might not make up while they've got Kachu Rabu fever.\Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.\What, are you serious?\They used to get along so well, though...\Nishina-san isn't coming today, either, huh? response:	They're still going at it.
context: I-It can't be!\That's how it is.\They might not make up while they've got Kachu Rabu fever.\Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.\What, are you serious?\They used to get along so well, though...\Nishina-san isn't coming today, either, huh?\They're still going at it. response:	We've got no choice.
context: That's how it is.\They might not make up while they've got Kachu Rabu fever.\Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.\What, are you serious?\They used to get along so well, though...\Nishina-san isn't coming today, either, huh?\They're still going at it.\We've got no choice. response:	Guess we've gotta do something.
context: They might not make up while they've got Kachu Rabu fever.\Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.\What, are you serious?\They used to get along so well, though...\Nishina-san isn't coming today, either, huh?\They're still going at it.\We've got no choice.\Guess we've gotta do something. response:	Huh? Mutsumi-senpai? What's the occasion?
context: Kae-chan never gave an inch on the 5 x 7 x 5 thing, either.\What, are you serious?\They used to get along so well, though...\Nishina-san isn't coming today, either, huh?\They're still going at it.\We've got no choice.\Guess we've gotta do something.\Huh? Mutsumi-senpai? What's the occasion? response:	What? You're going to Anime Ito?
context: What, are you serious?\They used to get along so well, though...\Nishina-san isn't coming today, either, huh?\They're still going at it.\We've got no choice.\Guess we've gotta do something.\Huh? Mutsumi-senpai? What's the occasion?\What? You're going to Anime Ito? response:	Yeah. I'm interested in anything related to the Sengoku period.
context: They used to get along so well, though...\Nishina-san isn't coming today, either, huh?\They're still going at it.\We've got no choice.\Guess we've gotta do something.\Huh? Mutsumi-senpai? What's the occasion?\What? You're going to Anime Ito?\Yeah. I'm interested in anything related to the Sengoku period. response:	I'd like to see Kachu Rabu.
context: Nishina-san isn't coming today, either, huh?\They're still going at it.\We've got no choice.\Guess we've gotta do something.\Huh? Mutsumi-senpai? What's the occasion?\What? You're going to Anime Ito?\Yeah. I'm interested in anything related to the Sengoku period.\I'd like to see Kachu Rabu. response:	R-Really?!
context: They're still going at it.\We've got no choice.\Guess we've gotta do something.\Huh? Mutsumi-senpai? What's the occasion?\What? You're going to Anime Ito?\Yeah. I'm interested in anything related to the Sengoku period.\I'd like to see Kachu Rabu.\R-Really?! response:	Yeah. It seems interesting.
context: We've got no choice.\Guess we've gotta do something.\Huh? Mutsumi-senpai? What's the occasion?\What? You're going to Anime Ito?\Yeah. I'm interested in anything related to the Sengoku period.\I'd like to see Kachu Rabu.\R-Really?!\Yeah. It seems interesting. response:	I know, right?!
context: Guess we've gotta do something.\Huh? Mutsumi-senpai? What's the occasion?\What? You're going to Anime Ito?\Yeah. I'm interested in anything related to the Sengoku period.\I'd like to see Kachu Rabu.\R-Really?!\Yeah. It seems interesting.\I know, right?! response:	I was thinking of looking at some goods.
context: Huh? Mutsumi-senpai? What's the occasion?\What? You're going to Anime Ito?\Yeah. I'm interested in anything related to the Sengoku period.\I'd like to see Kachu Rabu.\R-Really?!\Yeah. It seems interesting.\I know, right?!\I was thinking of looking at some goods. response:	Will you show me what's good?
context: What? You're going to Anime Ito?\Yeah. I'm interested in anything related to the Sengoku period.\I'd like to see Kachu Rabu.\R-Really?!\Yeah. It seems interesting.\I know, right?!\I was thinking of looking at some goods.\Will you show me what's good? response:	I'd be happy to!
context: Yeah. I'm interested in anything related to the Sengoku period.\I'd like to see Kachu Rabu.\R-Really?!\Yeah. It seems interesting.\I know, right?!\I was thinking of looking at some goods.\Will you show me what's good?\I'd be happy to! response:	Huh? What interest do you have in Anime Ito, Igarashi-senpai?
context: I'd like to see Kachu Rabu.\R-Really?!\Yeah. It seems interesting.\I know, right?!\I was thinking of looking at some goods.\Will you show me what's good?\I'd be happy to!\Huh? What interest do you have in Anime Ito, Igarashi-senpai? response:	It'd be embarrassing if Nana and I went alone. So come with.
context: R-Really?!\Yeah. It seems interesting.\I know, right?!\I was thinking of looking at some goods.\Will you show me what's good?\I'd be happy to!\Huh? What interest do you have in Anime Ito, Igarashi-senpai?\It'd be embarrassing if Nana and I went alone. So come with. response:	But why are you even going at all?
context: Yeah. It seems interesting.\I know, right?!\I was thinking of looking at some goods.\Will you show me what's good?\I'd be happy to!\Huh? What interest do you have in Anime Ito, Igarashi-senpai?\It'd be embarrassing if Nana and I went alone. So come with.\But why are you even going at all? response:	I thought it'd be nice to get Serinuma-san anime goods as a present.
context: I know, right?!\I was thinking of looking at some goods.\Will you show me what's good?\I'd be happy to!\Huh? What interest do you have in Anime Ito, Igarashi-senpai?\It'd be embarrassing if Nana and I went alone. So come with.\But why are you even going at all?\I thought it'd be nice to get Serinuma-san anime goods as a present. response:	I don't want to! Why would I help you two score points with her?
context: I was thinking of looking at some goods.\Will you show me what's good?\I'd be happy to!\Huh? What interest do you have in Anime Ito, Igarashi-senpai?\It'd be embarrassing if Nana and I went alone. So come with.\But why are you even going at all?\I thought it'd be nice to get Serinuma-san anime goods as a present.\I don't want to! Why would I help you two score points with her? response:	I'm not cooperating with my rivals.
context: Will you show me what's good?\I'd be happy to!\Huh? What interest do you have in Anime Ito, Igarashi-senpai?\It'd be embarrassing if Nana and I went alone. So come with.\But why are you even going at all?\I thought it'd be nice to get Serinuma-san anime goods as a present.\I don't want to! Why would I help you two score points with her?\I'm not cooperating with my rivals. response:	Huh? I thought you hated her.
context: I'd be happy to!\Huh? What interest do you have in Anime Ito, Igarashi-senpai?\It'd be embarrassing if Nana and I went alone. So come with.\But why are you even going at all?\I thought it'd be nice to get Serinuma-san anime goods as a present.\I don't want to! Why would I help you two score points with her?\I'm not cooperating with my rivals.\Huh? I thought you hated her. response:	I get it. Will you be happy if I just go?
context: Huh? What interest do you have in Anime Ito, Igarashi-senpai?\It'd be embarrassing if Nana and I went alone. So come with.\But why are you even going at all?\I thought it'd be nice to get Serinuma-san anime goods as a present.\I don't want to! Why would I help you two score points with her?\I'm not cooperating with my rivals.\Huh? I thought you hated her.\I get it. Will you be happy if I just go? response:	Thanks! Also, don't click your tongue at your senpai.
context: It'd be embarrassing if Nana and I went alone. So come with.\But why are you even going at all?\I thought it'd be nice to get Serinuma-san anime goods as a present.\I don't want to! Why would I help you two score points with her?\I'm not cooperating with my rivals.\Huh? I thought you hated her.\I get it. Will you be happy if I just go?\Thanks! Also, don't click your tongue at your senpai. response:	This guy actually has a pretty rotten personality.
context: But why are you even going at all?\I thought it'd be nice to get Serinuma-san anime goods as a present.\I don't want to! Why would I help you two score points with her?\I'm not cooperating with my rivals.\Huh? I thought you hated her.\I get it. Will you be happy if I just go?\Thanks! Also, don't click your tongue at your senpai.\This guy actually has a pretty rotten personality. response:	Anim e Ito
context: I thought it'd be nice to get Serinuma-san anime goods as a present.\I don't want to! Why would I help you two score points with her?\I'm not cooperating with my rivals.\Huh? I thought you hated her.\I get it. Will you be happy if I just go?\Thanks! Also, don't click your tongue at your senpai.\This guy actually has a pretty rotten personality.\Anim e Ito response:	Wow, what a coincidence.
context: I don't want to! Why would I help you two score points with her?\I'm not cooperating with my rivals.\Huh? I thought you hated her.\I get it. Will you be happy if I just go?\Thanks! Also, don't click your tongue at your senpai.\This guy actually has a pretty rotten personality.\Anim e Ito\Wow, what a coincidence. response:	Are all of you shopping, too?
context: I'm not cooperating with my rivals.\Huh? I thought you hated her.\I get it. Will you be happy if I just go?\Thanks! Also, don't click your tongue at your senpai.\This guy actually has a pretty rotten personality.\Anim e Ito\Wow, what a coincidence.\Are all of you shopping, too? response:	My, isn't this unexpected?
context: Huh? I thought you hated her.\I get it. Will you be happy if I just go?\Thanks! Also, don't click your tongue at your senpai.\This guy actually has a pretty rotten personality.\Anim e Ito\Wow, what a coincidence.\Are all of you shopping, too?\My, isn't this unexpected? response:	Let's not waste this, and get some tea!
context: I get it. Will you be happy if I just go?\Thanks! Also, don't click your tongue at your senpai.\This guy actually has a pretty rotten personality.\Anim e Ito\Wow, what a coincidence.\Are all of you shopping, too?\My, isn't this unexpected?\Let's not waste this, and get some tea! response:	Good idea.
context: Thanks! Also, don't click your tongue at your senpai.\This guy actually has a pretty rotten personality.\Anim e Ito\Wow, what a coincidence.\Are all of you shopping, too?\My, isn't this unexpected?\Let's not waste this, and get some tea!\Good idea. response:	Let's go!
context: This guy actually has a pretty rotten personality.\Anim e Ito\Wow, what a coincidence.\Are all of you shopping, too?\My, isn't this unexpected?\Let's not waste this, and get some tea!\Good idea.\Let's go! response:	We can all go together.
context: Anim e Ito\Wow, what a coincidence.\Are all of you shopping, too?\My, isn't this unexpected?\Let's not waste this, and get some tea!\Good idea.\Let's go!\We can all go together. response:	No!
context: Wow, what a coincidence.\Are all of you shopping, too?\My, isn't this unexpected?\Let's not waste this, and get some tea!\Good idea.\Let's go!\We can all go together.\No! response:	You tricked me, Igarashi!
context: Are all of you shopping, too?\My, isn't this unexpected?\Let's not waste this, and get some tea!\Good idea.\Let's go!\We can all go together.\No!\You tricked me, Igarashi! response:	Ha ha, don't forget the senpai.
context: My, isn't this unexpected?\Let's not waste this, and get some tea!\Good idea.\Let's go!\We can all go together.\No!\You tricked me, Igarashi!\Ha ha, don't forget the senpai. response:	Now, now. We're all here together,
context: Let's not waste this, and get some tea!\Good idea.\Let's go!\We can all go together.\No!\You tricked me, Igarashi!\Ha ha, don't forget the senpai.\Now, now. We're all here together, response:	so let's all have a fun time chatting!
context: Good idea.\Let's go!\We can all go together.\No!\You tricked me, Igarashi!\Ha ha, don't forget the senpai.\Now, now. We're all here together,\so let's all have a fun time chatting! response:	Chatting? Even if that's what they want to do...
context: Let's go!\We can all go together.\No!\You tricked me, Igarashi!\Ha ha, don't forget the senpai.\Now, now. We're all here together,\so let's all have a fun time chatting!\Chatting? Even if that's what they want to do... response:	Oh, right! I saw that Kachu Rabu thing!
context: We can all go together.\No!\You tricked me, Igarashi!\Ha ha, don't forget the senpai.\Now, now. We're all here together,\so let's all have a fun time chatting!\Chatting? Even if that's what they want to do...\Oh, right! I saw that Kachu Rabu thing! response:	Really?
context: No!\You tricked me, Igarashi!\Ha ha, don't forget the senpai.\Now, now. We're all here together,\so let's all have a fun time chatting!\Chatting? Even if that's what they want to do...\Oh, right! I saw that Kachu Rabu thing!\Really? response:	Oh, I saw it, too.
context: You tricked me, Igarashi!\Ha ha, don't forget the senpai.\Now, now. We're all here together,\so let's all have a fun time chatting!\Chatting? Even if that's what they want to do...\Oh, right! I saw that Kachu Rabu thing!\Really?\Oh, I saw it, too. response:	What did you think?
context: Ha ha, don't forget the senpai.\Now, now. We're all here together,\so let's all have a fun time chatting!\Chatting? Even if that's what they want to do...\Oh, right! I saw that Kachu Rabu thing!\Really?\Oh, I saw it, too.\What did you think? response:	I thought it'd be really girly, but it's got lots guys would like, too!
context: Now, now. We're all here together,\so let's all have a fun time chatting!\Chatting? Even if that's what they want to do...\Oh, right! I saw that Kachu Rabu thing!\Really?\Oh, I saw it, too.\What did you think?\I thought it'd be really girly, but it's got lots guys would like, too! response:	It was more fun because it was so unexpected.
context: so let's all have a fun time chatting!\Chatting? Even if that's what they want to do...\Oh, right! I saw that Kachu Rabu thing!\Really?\Oh, I saw it, too.\What did you think?\I thought it'd be really girly, but it's got lots guys would like, too!\It was more fun because it was so unexpected. response:	That's right.
context: Chatting? Even if that's what they want to do...\Oh, right! I saw that Kachu Rabu thing!\Really?\Oh, I saw it, too.\What did you think?\I thought it'd be really girly, but it's got lots guys would like, too!\It was more fun because it was so unexpected.\That's right. response:	The fight scenes were great, too.
context: Oh, right! I saw that Kachu Rabu thing!\Really?\Oh, I saw it, too.\What did you think?\I thought it'd be really girly, but it's got lots guys would like, too!\It was more fun because it was so unexpected.\That's right.\The fight scenes were great, too. response:	Yup. The armor and helmet designs were novel, too.
context: Really?\Oh, I saw it, too.\What did you think?\I thought it'd be really girly, but it's got lots guys would like, too!\It was more fun because it was so unexpected.\That's right.\The fight scenes were great, too.\Yup. The armor and helmet designs were novel, too. response:	Otaku?
context: Oh, I saw it, too.\What did you think?\I thought it'd be really girly, but it's got lots guys would like, too!\It was more fun because it was so unexpected.\That's right.\The fight scenes were great, too.\Yup. The armor and helmet designs were novel, too.\Otaku? response:	They have to be.
context: What did you think?\I thought it'd be really girly, but it's got lots guys would like, too!\It was more fun because it was so unexpected.\That's right.\The fight scenes were great, too.\Yup. The armor and helmet designs were novel, too.\Otaku?\They have to be. response:	I know, right? You all totally get it!
context: I thought it'd be really girly, but it's got lots guys would like, too!\It was more fun because it was so unexpected.\That's right.\The fight scenes were great, too.\Yup. The armor and helmet designs were novel, too.\Otaku?\They have to be.\I know, right? You all totally get it! response:	The director is an authority on action scenes,
context: It was more fun because it was so unexpected.\That's right.\The fight scenes were great, too.\Yup. The armor and helmet designs were novel, too.\Otaku?\They have to be.\I know, right? You all totally get it!\The director is an authority on action scenes, response:	so it was as great as we'd hoped!
context: That's right.\The fight scenes were great, too.\Yup. The armor and helmet designs were novel, too.\Otaku?\They have to be.\I know, right? You all totally get it!\The director is an authority on action scenes,\so it was as great as we'd hoped! response:	Things are looking good!
context: The fight scenes were great, too.\Yup. The armor and helmet designs were novel, too.\Otaku?\They have to be.\I know, right? You all totally get it!\The director is an authority on action scenes,\so it was as great as we'd hoped!\Things are looking good! response:	That Princess Mitsu was pretty cute, too.
context: Yup. The armor and helmet designs were novel, too.\Otaku?\They have to be.\I know, right? You all totally get it!\The director is an authority on action scenes,\so it was as great as we'd hoped!\Things are looking good!\That Princess Mitsu was pretty cute, too. response:	She was courageous, wasn't she?
context: Otaku?\They have to be.\I know, right? You all totally get it!\The director is an authority on action scenes,\so it was as great as we'd hoped!\Things are looking good!\That Princess Mitsu was pretty cute, too.\She was courageous, wasn't she? response:	Yeah! And the way she acts just a bit cold just adds to her charm!
context: They have to be.\I know, right? You all totally get it!\The director is an authority on action scenes,\so it was as great as we'd hoped!\Things are looking good!\That Princess Mitsu was pretty cute, too.\She was courageous, wasn't she?\Yeah! And the way she acts just a bit cold just adds to her charm! response:	She's probably going to end up with the lord by the end.
context: I know, right? You all totally get it!\The director is an authority on action scenes,\so it was as great as we'd hoped!\Things are looking good!\That Princess Mitsu was pretty cute, too.\She was courageous, wasn't she?\Yeah! And the way she acts just a bit cold just adds to her charm!\She's probably going to end up with the lord by the end. response:	The lord has Akane-chan.
context: The director is an authority on action scenes,\so it was as great as we'd hoped!\Things are looking good!\That Princess Mitsu was pretty cute, too.\She was courageous, wasn't she?\Yeah! And the way she acts just a bit cold just adds to her charm!\She's probably going to end up with the lord by the end.\The lord has Akane-chan. response:	R-Right.
context: so it was as great as we'd hoped!\Things are looking good!\That Princess Mitsu was pretty cute, too.\She was courageous, wasn't she?\Yeah! And the way she acts just a bit cold just adds to her charm!\She's probably going to end up with the lord by the end.\The lord has Akane-chan.\R-Right. response:	Shinomiya, you idiot!
context: Things are looking good!\That Princess Mitsu was pretty cute, too.\She was courageous, wasn't she?\Yeah! And the way she acts just a bit cold just adds to her charm!\She's probably going to end up with the lord by the end.\The lord has Akane-chan.\R-Right.\Shinomiya, you idiot! response:	Ah! Akane! Akane was good, too! His loyalty is something else!
