context: I can't see Yano. response:	Summer vacation is so boring.
context: Okay.\Sorry, looks like I can't get in touch with him.\Ah, don't worry about that.\I just wanted to complain about how he skipped out on the rehearsals.\It was... the anniversary.\The day before yesterday, for Nana-san.\It must be pretty harsh, don't you think?\I was just getting all festive, without knowing a thing. response:	That's fine.
context: Sorry, looks like I can't get in touch with him.\Ah, don't worry about that.\I just wanted to complain about how he skipped out on the rehearsals.\It was... the anniversary.\The day before yesterday, for Nana-san.\It must be pretty harsh, don't you think?\I was just getting all festive, without knowing a thing.\That's fine. response:	Having someone always excited and happy around you.
context: Ah, don't worry about that.\I just wanted to complain about how he skipped out on the rehearsals.\It was... the anniversary.\The day before yesterday, for Nana-san.\It must be pretty harsh, don't you think?\I was just getting all festive, without knowing a thing.\That's fine.\Having someone always excited and happy around you. response:	As long you keep your spirits high, that's fine.
context: I just wanted to complain about how he skipped out on the rehearsals.\It was... the anniversary.\The day before yesterday, for Nana-san.\It must be pretty harsh, don't you think?\I was just getting all festive, without knowing a thing.\That's fine.\Having someone always excited and happy around you.\As long you keep your spirits high, that's fine. response:	Me?
context: It was... the anniversary.\The day before yesterday, for Nana-san.\It must be pretty harsh, don't you think?\I was just getting all festive, without knowing a thing.\That's fine.\Having someone always excited and happy around you.\As long you keep your spirits high, that's fine.\Me? response:	Catch you later.
context: The day before yesterday, for Nana-san.\It must be pretty harsh, don't you think?\I was just getting all festive, without knowing a thing.\That's fine.\Having someone always excited and happy around you.\As long you keep your spirits high, that's fine.\Me?\Catch you later. response:	You look cute in that yukata.
context: It must be pretty harsh, don't you think?\I was just getting all festive, without knowing a thing.\That's fine.\Having someone always excited and happy around you.\As long you keep your spirits high, that's fine.\Me?\Catch you later.\You look cute in that yukata. response:	What... can I do?
context: I was just getting all festive, without knowing a thing.\That's fine.\Having someone always excited and happy around you.\As long you keep your spirits high, that's fine.\Me?\Catch you later.\You look cute in that yukata.\What... can I do? response:	Yano
context: That's fine.\Having someone always excited and happy around you.\As long you keep your spirits high, that's fine.\Me?\Catch you later.\You look cute in that yukata.\What... can I do?\Yano response:	Why am I here?
context: Having someone always excited and happy around you.\As long you keep your spirits high, that's fine.\Me?\Catch you later.\You look cute in that yukata.\What... can I do?\Yano\Why am I here? response:	I won't, after all...
context: As long you keep your spirits high, that's fine.\Me?\Catch you later.\You look cute in that yukata.\What... can I do?\Yano\Why am I here?\I won't, after all... response:	I don't know what to say.
context: Me?\Catch you later.\You look cute in that yukata.\What... can I do?\Yano\Why am I here?\I won't, after all...\I don't know what to say. response:	Oh, it's a stalker! She's loitering in front of my house!
context: Catch you later.\You look cute in that yukata.\What... can I do?\Yano\Why am I here?\I won't, after all...\I don't know what to say.\Oh, it's a stalker! She's loitering in front of my house! response:	Yano!
context: You look cute in that yukata.\What... can I do?\Yano\Why am I here?\I won't, after all...\I don't know what to say.\Oh, it's a stalker! She's loitering in front of my house!\Yano! response:	I-I'm no stalker.
context: What... can I do?\Yano\Why am I here?\I won't, after all...\I don't know what to say.\Oh, it's a stalker! She's loitering in front of my house!\Yano!\I-I'm no stalker. response:	That caught me off guard!
context: Yano\Why am I here?\I won't, after all...\I don't know what to say.\Oh, it's a stalker! She's loitering in front of my house!\Yano!\I-I'm no stalker.\That caught me off guard! response:	Then what are you?
context: Why am I here?\I won't, after all...\I don't know what to say.\Oh, it's a stalker! She's loitering in front of my house!\Yano!\I-I'm no stalker.\That caught me off guard!\Then what are you? response:	How long has he been watching me?
context: I won't, after all...\I don't know what to say.\Oh, it's a stalker! She's loitering in front of my house!\Yano!\I-I'm no stalker.\That caught me off guard!\Then what are you?\How long has he been watching me? response:	I had some business with you!
context: I don't know what to say.\Oh, it's a stalker! She's loitering in front of my house!\Yano!\I-I'm no stalker.\That caught me off guard!\Then what are you?\How long has he been watching me?\I had some business with you! response:	Aimlessly lingering around my place?
context: Oh, it's a stalker! She's loitering in front of my house!\Yano!\I-I'm no stalker.\That caught me off guard!\Then what are you?\How long has he been watching me?\I had some business with you!\Aimlessly lingering around my place? response:	No!
context: Yano!\I-I'm no stalker.\That caught me off guard!\Then what are you?\How long has he been watching me?\I had some business with you!\Aimlessly lingering around my place?\No! response:	See!
context: I-I'm no stalker.\That caught me off guard!\Then what are you?\How long has he been watching me?\I had some business with you!\Aimlessly lingering around my place?\No!\See! response:	Let me in!
context: That caught me off guard!\Then what are you?\How long has he been watching me?\I had some business with you!\Aimlessly lingering around my place?\No!\See!\Let me in! response:	Sorry, I refuse degenerates.
context: Then what are you?\How long has he been watching me?\I had some business with you!\Aimlessly lingering around my place?\No!\See!\Let me in!\Sorry, I refuse degenerates. response:	Y-You...! Yano, open the gate, dammit!
context: How long has he been watching me?\I had some business with you!\Aimlessly lingering around my place?\No!\See!\Let me in!\Sorry, I refuse degenerates.\Y-You...! Yano, open the gate, dammit! response:	The female pervert stalker has gone berserk!
context: I had some business with you!\Aimlessly lingering around my place?\No!\See!\Let me in!\Sorry, I refuse degenerates.\Y-You...! Yano, open the gate, dammit!\The female pervert stalker has gone berserk! response:	Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!
context: Aimlessly lingering around my place?\No!\See!\Let me in!\Sorry, I refuse degenerates.\Y-You...! Yano, open the gate, dammit!\The female pervert stalker has gone berserk!\Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son! response:	I said open up!
context: No!\See!\Let me in!\Sorry, I refuse degenerates.\Y-You...! Yano, open the gate, dammit!\The female pervert stalker has gone berserk!\Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!\I said open up! response:	I'm sorry to have kept you waiting...
context: See!\Let me in!\Sorry, I refuse degenerates.\Y-You...! Yano, open the gate, dammit!\The female pervert stalker has gone berserk!\Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!\I said open up!\I'm sorry to have kept you waiting... response:	Ah... the worst possible situation...
context: Let me in!\Sorry, I refuse degenerates.\Y-You...! Yano, open the gate, dammit!\The female pervert stalker has gone berserk!\Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!\I said open up!\I'm sorry to have kept you waiting...\Ah... the worst possible situation... response:	Please stay as long as you like.
context: Sorry, I refuse degenerates.\Y-You...! Yano, open the gate, dammit!\The female pervert stalker has gone berserk!\Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!\I said open up!\I'm sorry to have kept you waiting...\Ah... the worst possible situation...\Please stay as long as you like. response:	Have some.
context: Y-You...! Yano, open the gate, dammit!\The female pervert stalker has gone berserk!\Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!\I said open up!\I'm sorry to have kept you waiting...\Ah... the worst possible situation...\Please stay as long as you like.\Have some. response:	Ah, yeah...
context: The female pervert stalker has gone berserk!\Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!\I said open up!\I'm sorry to have kept you waiting...\Ah... the worst possible situation...\Please stay as long as you like.\Have some.\Ah, yeah... response:	Thank you.
context: Are you a moron?! Mrs. Yano, I've come for a school visit with your stupid-ass son!\I said open up!\I'm sorry to have kept you waiting...\Ah... the worst possible situation...\Please stay as long as you like.\Have some.\Ah, yeah...\Thank you. response:	I'm all alone with Yano in his room...
context: I said open up!\I'm sorry to have kept you waiting...\Ah... the worst possible situation...\Please stay as long as you like.\Have some.\Ah, yeah...\Thank you.\I'm all alone with Yano in his room... response:	I-I'm getting nervous...
context: I'm sorry to have kept you waiting...\Ah... the worst possible situation...\Please stay as long as you like.\Have some.\Ah, yeah...\Thank you.\I'm all alone with Yano in his room...\I-I'm getting nervous... response:	Takahashi, why did you come poking around here?
context: Ah... the worst possible situation...\Please stay as long as you like.\Have some.\Ah, yeah...\Thank you.\I'm all alone with Yano in his room...\I-I'm getting nervous...\Takahashi, why did you come poking around here? response:	I-I th-th-thought you m-might be sick, so...
context: Please stay as long as you like.\Have some.\Ah, yeah...\Thank you.\I'm all alone with Yano in his room...\I-I'm getting nervous...\Takahashi, why did you come poking around here?\I-I th-th-thought you m-might be sick, so... response:	Why would you think I was sick?
context: Have some.\Ah, yeah...\Thank you.\I'm all alone with Yano in his room...\I-I'm getting nervous...\Takahashi, why did you come poking around here?\I-I th-th-thought you m-might be sick, so...\Why would you think I was sick? response:	Well, like, you've missed every rehearsal so far.
context: Ah, yeah...\Thank you.\I'm all alone with Yano in his room...\I-I'm getting nervous...\Takahashi, why did you come poking around here?\I-I th-th-thought you m-might be sick, so...\Why would you think I was sick?\Well, like, you've missed every rehearsal so far. response:	Why didn't you just get right to the point and ask why I've missed them?
context: Thank you.\I'm all alone with Yano in his room...\I-I'm getting nervous...\Takahashi, why did you come poking around here?\I-I th-th-thought you m-might be sick, so...\Why would you think I was sick?\Well, like, you've missed every rehearsal so far.\Why didn't you just get right to the point and ask why I've missed them? response:	You sure are one to speak right now, since you're the one who missed them!
context: I'm all alone with Yano in his room...\I-I'm getting nervous...\Takahashi, why did you come poking around here?\I-I th-th-thought you m-might be sick, so...\Why would you think I was sick?\Well, like, you've missed every rehearsal so far.\Why didn't you just get right to the point and ask why I've missed them?\You sure are one to speak right now, since you're the one who missed them! response:	Why did you miss them, then?
context: I-I'm getting nervous...\Takahashi, why did you come poking around here?\I-I th-th-thought you m-might be sick, so...\Why would you think I was sick?\Well, like, you've missed every rehearsal so far.\Why didn't you just get right to the point and ask why I've missed them?\You sure are one to speak right now, since you're the one who missed them!\Why did you miss them, then? response:	Er, shoot!
context: Takahashi, why did you come poking around here?\I-I th-th-thought you m-might be sick, so...\Why would you think I was sick?\Well, like, you've missed every rehearsal so far.\Why didn't you just get right to the point and ask why I've missed them?\You sure are one to speak right now, since you're the one who missed them!\Why did you miss them, then?\Er, shoot! response:	Yano?
context: I-I th-th-thought you m-might be sick, so...\Why would you think I was sick?\Well, like, you've missed every rehearsal so far.\Why didn't you just get right to the point and ask why I've missed them?\You sure are one to speak right now, since you're the one who missed them!\Why did you miss them, then?\Er, shoot!\Yano? response:	I've been drowning in my memories of Nana-san...
context: Why would you think I was sick?\Well, like, you've missed every rehearsal so far.\Why didn't you just get right to the point and ask why I've missed them?\You sure are one to speak right now, since you're the one who missed them!\Why did you miss them, then?\Er, shoot!\Yano?\I've been drowning in my memories of Nana-san... response:	I'm no good in the summer.
context: Well, like, you've missed every rehearsal so far.\Why didn't you just get right to the point and ask why I've missed them?\You sure are one to speak right now, since you're the one who missed them!\Why did you miss them, then?\Er, shoot!\Yano?\I've been drowning in my memories of Nana-san...\I'm no good in the summer. response:	That's why...
context: Why didn't you just get right to the point and ask why I've missed them?\You sure are one to speak right now, since you're the one who missed them!\Why did you miss them, then?\Er, shoot!\Yano?\I've been drowning in my memories of Nana-san...\I'm no good in the summer.\That's why... response:	You're lying.
context: You sure are one to speak right now, since you're the one who missed them!\Why did you miss them, then?\Er, shoot!\Yano?\I've been drowning in my memories of Nana-san...\I'm no good in the summer.\That's why...\You're lying. response:	Damn.
context: Why did you miss them, then?\Er, shoot!\Yano?\I've been drowning in my memories of Nana-san...\I'm no good in the summer.\That's why...\You're lying.\Damn. response:	Why did you miss them?
context: Er, shoot!\Yano?\I've been drowning in my memories of Nana-san...\I'm no good in the summer.\That's why...\You're lying.\Damn.\Why did you miss them? response:	It's summer break, and you expect me to wake up at nine in the morning?
context: Yano?\I've been drowning in my memories of Nana-san...\I'm no good in the summer.\That's why...\You're lying.\Damn.\Why did you miss them?\It's summer break, and you expect me to wake up at nine in the morning? response:	T-This guy...
context: I've been drowning in my memories of Nana-san...\I'm no good in the summer.\That's why...\You're lying.\Damn.\Why did you miss them?\It's summer break, and you expect me to wake up at nine in the morning?\T-This guy... response:	It was my own fault for worrying about you.
context: I'm no good in the summer.\That's why...\You're lying.\Damn.\Why did you miss them?\It's summer break, and you expect me to wake up at nine in the morning?\T-This guy...\It was my own fault for worrying about you. response:	You got to eat some bean jelly, so don't complain.
context: That's why...\You're lying.\Damn.\Why did you miss them?\It's summer break, and you expect me to wake up at nine in the morning?\T-This guy...\It was my own fault for worrying about you.\You got to eat some bean jelly, so don't complain. response:	It's not like I come here just to eat bean jelly!
context: You're lying.\Damn.\Why did you miss them?\It's summer break, and you expect me to wake up at nine in the morning?\T-This guy...\It was my own fault for worrying about you.\You got to eat some bean jelly, so don't complain.\It's not like I come here just to eat bean jelly! response:	Then don't eat any!
context: Damn.\Why did you miss them?\It's summer break, and you expect me to wake up at nine in the morning?\T-This guy...\It was my own fault for worrying about you.\You got to eat some bean jelly, so don't complain.\It's not like I come here just to eat bean jelly!\Then don't eat any! response:	No, I'll eat some!
context: Why did you miss them?\It's summer break, and you expect me to wake up at nine in the morning?\T-This guy...\It was my own fault for worrying about you.\You got to eat some bean jelly, so don't complain.\It's not like I come here just to eat bean jelly!\Then don't eat any!\No, I'll eat some! response:	What the...? He's totally cheerful.
context: It's summer break, and you expect me to wake up at nine in the morning?\T-This guy...\It was my own fault for worrying about you.\You got to eat some bean jelly, so don't complain.\It's not like I come here just to eat bean jelly!\Then don't eat any!\No, I'll eat some!\What the...? He's totally cheerful. response:	Thank goodness.
context: T-This guy...\It was my own fault for worrying about you.\You got to eat some bean jelly, so don't complain.\It's not like I come here just to eat bean jelly!\Then don't eat any!\No, I'll eat some!\What the...? He's totally cheerful.\Thank goodness. response:	And.. I finally got to see him.
context: It was my own fault for worrying about you.\You got to eat some bean jelly, so don't complain.\It's not like I come here just to eat bean jelly!\Then don't eat any!\No, I'll eat some!\What the...? He's totally cheerful.\Thank goodness.\And.. I finally got to see him. response:	Ah, is that a photo album?
context: You got to eat some bean jelly, so don't complain.\It's not like I come here just to eat bean jelly!\Then don't eat any!\No, I'll eat some!\What the...? He's totally cheerful.\Thank goodness.\And.. I finally got to see him.\Ah, is that a photo album? response:	Lemme see!
context: It's not like I come here just to eat bean jelly!\Then don't eat any!\No, I'll eat some!\What the...? He's totally cheerful.\Thank goodness.\And.. I finally got to see him.\Ah, is that a photo album?\Lemme see! response:	No.
context: Then don't eat any!\No, I'll eat some!\What the...? He's totally cheerful.\Thank goodness.\And.. I finally got to see him.\Ah, is that a photo album?\Lemme see!\No. response:	Why not?
context: No, I'll eat some!\What the...? He's totally cheerful.\Thank goodness.\And.. I finally got to see him.\Ah, is that a photo album?\Lemme see!\No.\Why not? response:	Wait a sec. I'll take out all the bad pictures.
context: What the...? He's totally cheerful.\Thank goodness.\And.. I finally got to see him.\Ah, is that a photo album?\Lemme see!\No.\Why not?\Wait a sec. I'll take out all the bad pictures. response:	What do you mean, bad?
context: Thank goodness.\And.. I finally got to see him.\Ah, is that a photo album?\Lemme see!\No.\Why not?\Wait a sec. I'll take out all the bad pictures.\What do you mean, bad? response:	Was your middle school trip to Sapporo?
context: And.. I finally got to see him.\Ah, is that a photo album?\Lemme see!\No.\Why not?\Wait a sec. I'll take out all the bad pictures.\What do you mean, bad?\Was your middle school trip to Sapporo? response:	Same as mine.
context: Ah, is that a photo album?\Lemme see!\No.\Why not?\Wait a sec. I'll take out all the bad pictures.\What do you mean, bad?\Was your middle school trip to Sapporo?\Same as mine. response:	Hey... can I see a picture of Nana-san?
context: Lemme see!\No.\Why not?\Wait a sec. I'll take out all the bad pictures.\What do you mean, bad?\Was your middle school trip to Sapporo?\Same as mine.\Hey... can I see a picture of Nana-san? response:	What are you gonna do after looking at something like that?
context: No.\Why not?\Wait a sec. I'll take out all the bad pictures.\What do you mean, bad?\Was your middle school trip to Sapporo?\Same as mine.\Hey... can I see a picture of Nana-san?\What are you gonna do after looking at something like that? response:	Here you go.
context: Why not?\Wait a sec. I'll take out all the bad pictures.\What do you mean, bad?\Was your middle school trip to Sapporo?\Same as mine.\Hey... can I see a picture of Nana-san?\What are you gonna do after looking at something like that?\Here you go. response:	I'm not even sure... what I want to do after I see it.
context: Wait a sec. I'll take out all the bad pictures.\What do you mean, bad?\Was your middle school trip to Sapporo?\Same as mine.\Hey... can I see a picture of Nana-san?\What are you gonna do after looking at something like that?\Here you go.\I'm not even sure... what I want to do after I see it. response:	You're pretty careless, aren't you?
context: What do you mean, bad?\Was your middle school trip to Sapporo?\Same as mine.\Hey... can I see a picture of Nana-san?\What are you gonna do after looking at something like that?\Here you go.\I'm not even sure... what I want to do after I see it.\You're pretty careless, aren't you? response:	Do you realize where you are right now?
context: Was your middle school trip to Sapporo?\Same as mine.\Hey... can I see a picture of Nana-san?\What are you gonna do after looking at something like that?\Here you go.\I'm not even sure... what I want to do after I see it.\You're pretty careless, aren't you?\Do you realize where you are right now? response:	On my bed.
context: Same as mine.\Hey... can I see a picture of Nana-san?\What are you gonna do after looking at something like that?\Here you go.\I'm not even sure... what I want to do after I see it.\You're pretty careless, aren't you?\Do you realize where you are right now?\On my bed. response:	B-But the door's open, so...
context: Hey... can I see a picture of Nana-san?\What are you gonna do after looking at something like that?\Here you go.\I'm not even sure... what I want to do after I see it.\You're pretty careless, aren't you?\Do you realize where you are right now?\On my bed.\B-But the door's open, so... response:	The window, too.
context: What are you gonna do after looking at something like that?\Here you go.\I'm not even sure... what I want to do after I see it.\You're pretty careless, aren't you?\Do you realize where you are right now?\On my bed.\B-But the door's open, so...\The window, too. response:	People are passing by outside.
context: Here you go.\I'm not even sure... what I want to do after I see it.\You're pretty careless, aren't you?\Do you realize where you are right now?\On my bed.\B-But the door's open, so...\The window, too.\People are passing by outside. response:	And you're my classmate, Yano...
context: I'm not even sure... what I want to do after I see it.\You're pretty careless, aren't you?\Do you realize where you are right now?\On my bed.\B-But the door's open, so...\The window, too.\People are passing by outside.\And you're my classmate, Yano... response:	What are you doing?
context: You're pretty careless, aren't you?\Do you realize where you are right now?\On my bed.\B-But the door's open, so...\The window, too.\People are passing by outside.\And you're my classmate, Yano...\What are you doing? response:	I haven't done anything. She just fell on her own.
context: Do you realize where you are right now?\On my bed.\B-But the door's open, so...\The window, too.\People are passing by outside.\And you're my classmate, Yano...\What are you doing?\I haven't done anything. She just fell on her own. response:	S-Sorry for making such a fuss...
context: On my bed.\B-But the door's open, so...\The window, too.\People are passing by outside.\And you're my classmate, Yano...\What are you doing?\I haven't done anything. She just fell on her own.\S-Sorry for making such a fuss... response:	Are you a moron? Don't take me so seriously!
context: B-But the door's open, so...\The window, too.\People are passing by outside.\And you're my classmate, Yano...\What are you doing?\I haven't done anything. She just fell on her own.\S-Sorry for making such a fuss...\Are you a moron? Don't take me so seriously! response:	Is that... is that just it?
context: The window, too.\People are passing by outside.\And you're my classmate, Yano...\What are you doing?\I haven't done anything. She just fell on her own.\S-Sorry for making such a fuss...\Are you a moron? Don't take me so seriously!\Is that... is that just it? response:	Hey, this isn't a picture of Nana-san.
context: People are passing by outside.\And you're my classmate, Yano...\What are you doing?\I haven't done anything. She just fell on her own.\S-Sorry for making such a fuss...\Are you a moron? Don't take me so seriously!\Is that... is that just it?\Hey, this isn't a picture of Nana-san. response:	I don't have a single picture of her.
context: And you're my classmate, Yano...\What are you doing?\I haven't done anything. She just fell on her own.\S-Sorry for making such a fuss...\Are you a moron? Don't take me so seriously!\Is that... is that just it?\Hey, this isn't a picture of Nana-san.\I don't have a single picture of her. response:	He doesn't budge an inch...
context: What are you doing?\I haven't done anything. She just fell on her own.\S-Sorry for making such a fuss...\Are you a moron? Don't take me so seriously!\Is that... is that just it?\Hey, this isn't a picture of Nana-san.\I don't have a single picture of her.\He doesn't budge an inch... response:	I thought of you every day.
context: I haven't done anything. She just fell on her own.\S-Sorry for making such a fuss...\Are you a moron? Don't take me so seriously!\Is that... is that just it?\Hey, this isn't a picture of Nana-san.\I don't have a single picture of her.\He doesn't budge an inch...\I thought of you every day. response:	I went to rehearsal all excited.
context: S-Sorry for making such a fuss...\Are you a moron? Don't take me so seriously!\Is that... is that just it?\Hey, this isn't a picture of Nana-san.\I don't have a single picture of her.\He doesn't budge an inch...\I thought of you every day.\I went to rehearsal all excited. response:	I got really happy wore a yukata.
context: Are you a moron? Don't take me so seriously!\Is that... is that just it?\Hey, this isn't a picture of Nana-san.\I don't have a single picture of her.\He doesn't budge an inch...\I thought of you every day.\I went to rehearsal all excited.\I got really happy wore a yukata. response:	I even come over your house.
context: Is that... is that just it?\Hey, this isn't a picture of Nana-san.\I don't have a single picture of her.\He doesn't budge an inch...\I thought of you every day.\I went to rehearsal all excited.\I got really happy wore a yukata.\I even come over your house. response:	But none of that seems to matter to you at all.
context: Hey, this isn't a picture of Nana-san.\I don't have a single picture of her.\He doesn't budge an inch...\I thought of you every day.\I went to rehearsal all excited.\I got really happy wore a yukata.\I even come over your house.\But none of that seems to matter to you at all. response:	You'd better be at rehearsal the day after tomorrow.
context: I don't have a single picture of her.\He doesn't budge an inch...\I thought of you every day.\I went to rehearsal all excited.\I got really happy wore a yukata.\I even come over your house.\But none of that seems to matter to you at all.\You'd better be at rehearsal the day after tomorrow. response:	That's all I could say.
context: He doesn't budge an inch...\I thought of you every day.\I went to rehearsal all excited.\I got really happy wore a yukata.\I even come over your house.\But none of that seems to matter to you at all.\You'd better be at rehearsal the day after tomorrow.\That's all I could say. response:	He's just another classmate.
context: I thought of you every day.\I went to rehearsal all excited.\I got really happy wore a yukata.\I even come over your house.\But none of that seems to matter to you at all.\You'd better be at rehearsal the day after tomorrow.\That's all I could say.\He's just another classmate. response:	Takahashi.
context: I went to rehearsal all excited.\I got really happy wore a yukata.\I even come over your house.\But none of that seems to matter to you at all.\You'd better be at rehearsal the day after tomorrow.\That's all I could say.\He's just another classmate.\Takahashi. response:	Thanks for today.
context: I got really happy wore a yukata.\I even come over your house.\But none of that seems to matter to you at all.\You'd better be at rehearsal the day after tomorrow.\That's all I could say.\He's just another classmate.\Takahashi.\Thanks for today. response:	I just... wanted to see you.
context: I even come over your house.\But none of that seems to matter to you at all.\You'd better be at rehearsal the day after tomorrow.\That's all I could say.\He's just another classmate.\Takahashi.\Thanks for today.\I just... wanted to see you. response:	Yano!
context: But none of that seems to matter to you at all.\You'd better be at rehearsal the day after tomorrow.\That's all I could say.\He's just another classmate.\Takahashi.\Thanks for today.\I just... wanted to see you.\Yano! response:	Yano, you may not have someone left who you really, really love...
context: You'd better be at rehearsal the day after tomorrow.\That's all I could say.\He's just another classmate.\Takahashi.\Thanks for today.\I just... wanted to see you.\Yano!\Yano, you may not have someone left who you really, really love... response:	So... please don't think you're all alone.
context: That's all I could say.\He's just another classmate.\Takahashi.\Thanks for today.\I just... wanted to see you.\Yano!\Yano, you may not have someone left who you really, really love...\So... please don't think you're all alone. response:	I'm watching you, so..!
context: He's just another classmate.\Takahashi.\Thanks for today.\I just... wanted to see you.\Yano!\Yano, you may not have someone left who you really, really love...\So... please don't think you're all alone.\I'm watching you, so..! response:	I'm always watching you, so...!
context: Takahashi.\Thanks for today.\I just... wanted to see you.\Yano!\Yano, you may not have someone left who you really, really love...\So... please don't think you're all alone.\I'm watching you, so..!\I'm always watching you, so...! response:	I'm always watching over you, so...!
context: Thanks for today.\I just... wanted to see you.\Yano!\Yano, you may not have someone left who you really, really love...\So... please don't think you're all alone.\I'm watching you, so..!\I'm always watching you, so...!\I'm always watching over you, so...! response:	Sorry for having bothered you!
context: I just... wanted to see you.\Yano!\Yano, you may not have someone left who you really, really love...\So... please don't think you're all alone.\I'm watching you, so..!\I'm always watching you, so...!\I'm always watching over you, so...!\Sorry for having bothered you! response:	I'm always watching you... I'm always watching over you.
context: Yano!\Yano, you may not have someone left who you really, really love...\So... please don't think you're all alone.\I'm watching you, so..!\I'm always watching you, so...!\I'm always watching over you, so...!\Sorry for having bothered you!\I'm always watching you... I'm always watching over you. response:	So... please don't think you're all alone.
context: Yano, you may not have someone left who you really, really love...\So... please don't think you're all alone.\I'm watching you, so..!\I'm always watching you, so...!\I'm always watching over you, so...!\Sorry for having bothered you!\I'm always watching you... I'm always watching over you.\So... please don't think you're all alone. response:	Did you check on the props?
context: So... please don't think you're all alone.\I'm watching you, so..!\I'm always watching you, so...!\I'm always watching over you, so...!\Sorry for having bothered you!\I'm always watching you... I'm always watching over you.\So... please don't think you're all alone.\Did you check on the props? response:	They're going pretty well so far.
context: I'm watching you, so..!\I'm always watching you, so...!\I'm always watching over you, so...!\Sorry for having bothered you!\I'm always watching you... I'm always watching over you.\So... please don't think you're all alone.\Did you check on the props?\They're going pretty well so far. response:	It's because Yamamoto-san's so reliable for things like this.
context: I'm always watching you, so...!\I'm always watching over you, so...!\Sorry for having bothered you!\I'm always watching you... I'm always watching over you.\So... please don't think you're all alone.\Did you check on the props?\They're going pretty well so far.\It's because Yamamoto-san's so reliable for things like this. response:	And Yano?
context: I'm always watching over you, so...!\Sorry for having bothered you!\I'm always watching you... I'm always watching over you.\So... please don't think you're all alone.\Did you check on the props?\They're going pretty well so far.\It's because Yamamoto-san's so reliable for things like this.\And Yano? response:	He's not here again today.
context: Sorry for having bothered you!\I'm always watching you... I'm always watching over you.\So... please don't think you're all alone.\Did you check on the props?\They're going pretty well so far.\It's because Yamamoto-san's so reliable for things like this.\And Yano?\He's not here again today. response:	He's just no good.
context: I'm always watching you... I'm always watching over you.\So... please don't think you're all alone.\Did you check on the props?\They're going pretty well so far.\It's because Yamamoto-san's so reliable for things like this.\And Yano?\He's not here again today.\He's just no good. response:	Now that it's come to this, I'll just have to cover with my acting skills.
context: So... please don't think you're all alone.\Did you check on the props?\They're going pretty well so far.\It's because Yamamoto-san's so reliable for things like this.\And Yano?\He's not here again today.\He's just no good.\Now that it's come to this, I'll just have to cover with my acting skills. response:	It's easy to say.
context: Did you check on the props?\They're going pretty well so far.\It's because Yamamoto-san's so reliable for things like this.\And Yano?\He's not here again today.\He's just no good.\Now that it's come to this, I'll just have to cover with my acting skills.\It's easy to say. response:	But really, nothing's changed.
context: They're going pretty well so far.\It's because Yamamoto-san's so reliable for things like this.\And Yano?\He's not here again today.\He's just no good.\Now that it's come to this, I'll just have to cover with my acting skills.\It's easy to say.\But really, nothing's changed. response:	I'm... so powerless.
context: It's because Yamamoto-san's so reliable for things like this.\And Yano?\He's not here again today.\He's just no good.\Now that it's come to this, I'll just have to cover with my acting skills.\It's easy to say.\But really, nothing's changed.\I'm... so powerless. response:	Ah... good morning.
context: And Yano?\He's not here again today.\He's just no good.\Now that it's come to this, I'll just have to cover with my acting skills.\It's easy to say.\But really, nothing's changed.\I'm... so powerless.\Ah... good morning. response:	Morning.
context: He's not here again today.\He's just no good.\Now that it's come to this, I'll just have to cover with my acting skills.\It's easy to say.\But really, nothing's changed.\I'm... so powerless.\Ah... good morning.\Morning. response:	He... showed up.
context: He's just no good.\Now that it's come to this, I'll just have to cover with my acting skills.\It's easy to say.\But really, nothing's changed.\I'm... so powerless.\Ah... good morning.\Morning.\He... showed up. response:	Nana.
context: Now that it's come to this, I'll just have to cover with my acting skills.\It's easy to say.\But really, nothing's changed.\I'm... so powerless.\Ah... good morning.\Morning.\He... showed up.\Nana. response:	Nana, the happi coats.
context: It's easy to say.\But really, nothing's changed.\I'm... so powerless.\Ah... good morning.\Morning.\He... showed up.\Nana.\Nana, the happi coats. response:	I borrowed some samples.
context: But really, nothing's changed.\I'm... so powerless.\Ah... good morning.\Morning.\He... showed up.\Nana.\Nana, the happi coats.\I borrowed some samples. response:	Which color would be better?
context: I'm... so powerless.\Ah... good morning.\Morning.\He... showed up.\Nana.\Nana, the happi coats.\I borrowed some samples.\Which color would be better? response:	I think red's pretty cute.
context: Ah... good morning.\Morning.\He... showed up.\Nana.\Nana, the happi coats.\I borrowed some samples.\Which color would be better?\I think red's pretty cute. response:	Yeah, I thought so, too. Red's better, isn't it?
context: Morning.\He... showed up.\Nana.\Nana, the happi coats.\I borrowed some samples.\Which color would be better?\I think red's pretty cute.\Yeah, I thought so, too. Red's better, isn't it? response:	Yano!
