context: Good morning! response:	Kirisaki-san!
context: Oh, so you were excited, then?\I-I can't help it, can I?\I've never been to a study group with my friends before.\Is it a bad thing for me to get excited?\Wow! So this is your room, Ichijou-kun?\Hey, I haven't been in here in ages, either. Everything's still the same, huh?\Whoa, this room is tiny! And it kind of smells funny.\It does not! response:	How could she say that in front of Onodera!
context: I-I can't help it, can I?\I've never been to a study group with my friends before.\Is it a bad thing for me to get excited?\Wow! So this is your room, Ichijou-kun?\Hey, I haven't been in here in ages, either. Everything's still the same, huh?\Whoa, this room is tiny! And it kind of smells funny.\It does not!\How could she say that in front of Onodera! response:	It smells like Ichijou-kun.
context: I've never been to a study group with my friends before.\Is it a bad thing for me to get excited?\Wow! So this is your room, Ichijou-kun?\Hey, I haven't been in here in ages, either. Everything's still the same, huh?\Whoa, this room is tiny! And it kind of smells funny.\It does not!\How could she say that in front of Onodera!\It smells like Ichijou-kun. response:	Oh!
context: Is it a bad thing for me to get excited?\Wow! So this is your room, Ichijou-kun?\Hey, I haven't been in here in ages, either. Everything's still the same, huh?\Whoa, this room is tiny! And it kind of smells funny.\It does not!\How could she say that in front of Onodera!\It smells like Ichijou-kun.\Oh! response:	Oh...
context: Wow! So this is your room, Ichijou-kun?\Hey, I haven't been in here in ages, either. Everything's still the same, huh?\Whoa, this room is tiny! And it kind of smells funny.\It does not!\How could she say that in front of Onodera!\It smells like Ichijou-kun.\Oh!\Oh... response:	Oh...
context: Hey, I haven't been in here in ages, either. Everything's still the same, huh?\Whoa, this room is tiny! And it kind of smells funny.\It does not!\How could she say that in front of Onodera!\It smells like Ichijou-kun.\Oh!\Oh...\Oh... response:	She looked away again!
context: Whoa, this room is tiny! And it kind of smells funny.\It does not!\How could she say that in front of Onodera!\It smells like Ichijou-kun.\Oh!\Oh...\Oh...\She looked away again! response:	Oh, no! I did it again!
context: It does not!\How could she say that in front of Onodera!\It smells like Ichijou-kun.\Oh!\Oh...\Oh...\She looked away again!\Oh, no! I did it again! response:	Young Master, your tea is ready!
context: How could she say that in front of Onodera!\It smells like Ichijou-kun.\Oh!\Oh...\Oh...\She looked away again!\Oh, no! I did it again!\Young Master, your tea is ready! response:	Y-Yeah.
context: It smells like Ichijou-kun.\Oh!\Oh...\Oh...\She looked away again!\Oh, no! I did it again!\Young Master, your tea is ready!\Y-Yeah. response:	Thanks, Ryu!
context: Oh!\Oh...\Oh...\She looked away again!\Oh, no! I did it again!\Young Master, your tea is ready!\Y-Yeah.\Thanks, Ryu! response:	Oh, I'll help, too!
context: Oh...\Oh...\She looked away again!\Oh, no! I did it again!\Young Master, your tea is ready!\Y-Yeah.\Thanks, Ryu!\Oh, I'll help, too! response:	Whoa! Are you all right, Young Master?
context: Oh...\She looked away again!\Oh, no! I did it again!\Young Master, your tea is ready!\Y-Yeah.\Thanks, Ryu!\Oh, I'll help, too!\Whoa! Are you all right, Young Master? response:	Whoa! Are you all right, Onodera?
context: She looked away again!\Oh, no! I did it again!\Young Master, your tea is ready!\Y-Yeah.\Thanks, Ryu!\Oh, I'll help, too!\Whoa! Are you all right, Young Master?\Whoa! Are you all right, Onodera? response:	S-Sorry! I'm sorry!
context: Oh, no! I did it again!\Young Master, your tea is ready!\Y-Yeah.\Thanks, Ryu!\Oh, I'll help, too!\Whoa! Are you all right, Young Master?\Whoa! Are you all right, Onodera?\S-Sorry! I'm sorry! response:	No good... I'm so on edge I have no clue what I'm doing!
context: Young Master, your tea is ready!\Y-Yeah.\Thanks, Ryu!\Oh, I'll help, too!\Whoa! Are you all right, Young Master?\Whoa! Are you all right, Onodera?\S-Sorry! I'm sorry!\No good... I'm so on edge I have no clue what I'm doing! response:	Just cool your head, and focus on your work!
context: Y-Yeah.\Thanks, Ryu!\Oh, I'll help, too!\Whoa! Are you all right, Young Master?\Whoa! Are you all right, Onodera?\S-Sorry! I'm sorry!\No good... I'm so on edge I have no clue what I'm doing!\Just cool your head, and focus on your work! response:	Hey, Ruri-chan, can you solve this one?
context: Thanks, Ryu!\Oh, I'll help, too!\Whoa! Are you all right, Young Master?\Whoa! Are you all right, Onodera?\S-Sorry! I'm sorry!\No good... I'm so on edge I have no clue what I'm doing!\Just cool your head, and focus on your work!\Hey, Ruri-chan, can you solve this one? response:	Hm?
context: Oh, I'll help, too!\Whoa! Are you all right, Young Master?\Whoa! Are you all right, Onodera?\S-Sorry! I'm sorry!\No good... I'm so on edge I have no clue what I'm doing!\Just cool your head, and focus on your work!\Hey, Ruri-chan, can you solve this one?\Hm? response:	Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.
context: Whoa! Are you all right, Young Master?\Whoa! Are you all right, Onodera?\S-Sorry! I'm sorry!\No good... I'm so on edge I have no clue what I'm doing!\Just cool your head, and focus on your work!\Hey, Ruri-chan, can you solve this one?\Hm?\Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this. response:	R-R-Ruri-chan!
context: Whoa! Are you all right, Onodera?\S-Sorry! I'm sorry!\No good... I'm so on edge I have no clue what I'm doing!\Just cool your head, and focus on your work!\Hey, Ruri-chan, can you solve this one?\Hm?\Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.\R-R-Ruri-chan! response:	Oh, sorry! It's way beyond me.
context: S-Sorry! I'm sorry!\No good... I'm so on edge I have no clue what I'm doing!\Just cool your head, and focus on your work!\Hey, Ruri-chan, can you solve this one?\Hm?\Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.\R-R-Ruri-chan!\Oh, sorry! It's way beyond me. response:	But you solved one that looked even harder the other day!
context: No good... I'm so on edge I have no clue what I'm doing!\Just cool your head, and focus on your work!\Hey, Ruri-chan, can you solve this one?\Hm?\Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.\R-R-Ruri-chan!\Oh, sorry! It's way beyond me.\But you solved one that looked even harder the other day! response:	Never mind, just go! And don't you dare come back!
context: Just cool your head, and focus on your work!\Hey, Ruri-chan, can you solve this one?\Hm?\Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.\R-R-Ruri-chan!\Oh, sorry! It's way beyond me.\But you solved one that looked even harder the other day!\Never mind, just go! And don't you dare come back! response:	P-Please show me how to do this problem!
context: Hey, Ruri-chan, can you solve this one?\Hm?\Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.\R-R-Ruri-chan!\Oh, sorry! It's way beyond me.\But you solved one that looked even harder the other day!\Never mind, just go! And don't you dare come back!\P-Please show me how to do this problem! response:	Whoa! Can you believe this development? Onodera and I are so close!
context: Hm?\Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.\R-R-Ruri-chan!\Oh, sorry! It's way beyond me.\But you solved one that looked even harder the other day!\Never mind, just go! And don't you dare come back!\P-Please show me how to do this problem!\Whoa! Can you believe this development? Onodera and I are so close! response:	Can you solve it?
context: Hey, Ichijou-kun! I'd appreciate it if you showed Kosaki how to do this.\R-R-Ruri-chan!\Oh, sorry! It's way beyond me.\But you solved one that looked even harder the other day!\Never mind, just go! And don't you dare come back!\P-Please show me how to do this problem!\Whoa! Can you believe this development? Onodera and I are so close!\Can you solve it? response:	I-I think so...
context: R-R-Ruri-chan!\Oh, sorry! It's way beyond me.\But you solved one that looked even harder the other day!\Never mind, just go! And don't you dare come back!\P-Please show me how to do this problem!\Whoa! Can you believe this development? Onodera and I are so close!\Can you solve it?\I-I think so... response:	Oh, crap! My heart's pounding so hard that math is the last thing on my mind!
context: Oh, sorry! It's way beyond me.\But you solved one that looked even harder the other day!\Never mind, just go! And don't you dare come back!\P-Please show me how to do this problem!\Whoa! Can you believe this development? Onodera and I are so close!\Can you solve it?\I-I think so...\Oh, crap! My heart's pounding so hard that math is the last thing on my mind! response:	The sound of my heartbeat is unbelievable!
context: But you solved one that looked even harder the other day!\Never mind, just go! And don't you dare come back!\P-Please show me how to do this problem!\Whoa! Can you believe this development? Onodera and I are so close!\Can you solve it?\I-I think so...\Oh, crap! My heart's pounding so hard that math is the last thing on my mind!\The sound of my heartbeat is unbelievable! response:	I bet even Onodera can hear it!
context: Never mind, just go! And don't you dare come back!\P-Please show me how to do this problem!\Whoa! Can you believe this development? Onodera and I are so close!\Can you solve it?\I-I think so...\Oh, crap! My heart's pounding so hard that math is the last thing on my mind!\The sound of my heartbeat is unbelievable!\I bet even Onodera can hear it! response:	Anyway, the fact is she's asking me for help.
context: P-Please show me how to do this problem!\Whoa! Can you believe this development? Onodera and I are so close!\Can you solve it?\I-I think so...\Oh, crap! My heart's pounding so hard that math is the last thing on my mind!\The sound of my heartbeat is unbelievable!\I bet even Onodera can hear it!\Anyway, the fact is she's asking me for help. response:	So I gotta play it cool, and...
context: Whoa! Can you believe this development? Onodera and I are so close!\Can you solve it?\I-I think so...\Oh, crap! My heart's pounding so hard that math is the last thing on my mind!\The sound of my heartbeat is unbelievable!\I bet even Onodera can hear it!\Anyway, the fact is she's asking me for help.\So I gotta play it cool, and... response:	Oh? Hey, this is pretty tough.
context: Can you solve it?\I-I think so...\Oh, crap! My heart's pounding so hard that math is the last thing on my mind!\The sound of my heartbeat is unbelievable!\I bet even Onodera can hear it!\Anyway, the fact is she's asking me for help.\So I gotta play it cool, and...\Oh? Hey, this is pretty tough. response:	Oh, that one!
context: I-I think so...\Oh, crap! My heart's pounding so hard that math is the last thing on my mind!\The sound of my heartbeat is unbelievable!\I bet even Onodera can hear it!\Anyway, the fact is she's asking me for help.\So I gotta play it cool, and...\Oh? Hey, this is pretty tough.\Oh, that one! response:	You've got to substitute the variable a first, or else it's unsolvable.
context: Oh, crap! My heart's pounding so hard that math is the last thing on my mind!\The sound of my heartbeat is unbelievable!\I bet even Onodera can hear it!\Anyway, the fact is she's asking me for help.\So I gotta play it cool, and...\Oh? Hey, this is pretty tough.\Oh, that one!\You've got to substitute the variable a first, or else it's unsolvable. response:	What's your deal? Worry about your own homework.
context: The sound of my heartbeat is unbelievable!\I bet even Onodera can hear it!\Anyway, the fact is she's asking me for help.\So I gotta play it cool, and...\Oh? Hey, this is pretty tough.\Oh, that one!\You've got to substitute the variable a first, or else it's unsolvable.\What's your deal? Worry about your own homework. response:	I'm already done.
context: I bet even Onodera can hear it!\Anyway, the fact is she's asking me for help.\So I gotta play it cool, and...\Oh? Hey, this is pretty tough.\Oh, that one!\You've got to substitute the variable a first, or else it's unsolvable.\What's your deal? Worry about your own homework.\I'm already done. response:	Huh? She assigned us three worksheets for homework
context: Anyway, the fact is she's asking me for help.\So I gotta play it cool, and...\Oh? Hey, this is pretty tough.\Oh, that one!\You've got to substitute the variable a first, or else it's unsolvable.\What's your deal? Worry about your own homework.\I'm already done.\Huh? She assigned us three worksheets for homework response:	U-Unbelievable!
context: So I gotta play it cool, and...\Oh? Hey, this is pretty tough.\Oh, that one!\You've got to substitute the variable a first, or else it's unsolvable.\What's your deal? Worry about your own homework.\I'm already done.\Huh? She assigned us three worksheets for homework\U-Unbelievable! response:	And here I thought that I had the upper hand in schoolwork!
context: Oh? Hey, this is pretty tough.\Oh, that one!\You've got to substitute the variable a first, or else it's unsolvable.\What's your deal? Worry about your own homework.\I'm already done.\Huh? She assigned us three worksheets for homework\U-Unbelievable!\And here I thought that I had the upper hand in schoolwork! response:	What were your grades like in the US, Kirisaki-san?
context: Oh, that one!\You've got to substitute the variable a first, or else it's unsolvable.\What's your deal? Worry about your own homework.\I'm already done.\Huh? She assigned us three worksheets for homework\U-Unbelievable!\And here I thought that I had the upper hand in schoolwork!\What were your grades like in the US, Kirisaki-san? response:	Mostly A's, I guess.
context: You've got to substitute the variable a first, or else it's unsolvable.\What's your deal? Worry about your own homework.\I'm already done.\Huh? She assigned us three worksheets for homework\U-Unbelievable!\And here I thought that I had the upper hand in schoolwork!\What were your grades like in the US, Kirisaki-san?\Mostly A's, I guess. response:	Hey, Onodera, I'm pretty good with schoolwork. Want me to help?
context: What's your deal? Worry about your own homework.\I'm already done.\Huh? She assigned us three worksheets for homework\U-Unbelievable!\And here I thought that I had the upper hand in schoolwork!\What were your grades like in the US, Kirisaki-san?\Mostly A's, I guess.\Hey, Onodera, I'm pretty good with schoolwork. Want me to help? response:	What?
context: I'm already done.\Huh? She assigned us three worksheets for homework\U-Unbelievable!\And here I thought that I had the upper hand in schoolwork!\What were your grades like in the US, Kirisaki-san?\Mostly A's, I guess.\Hey, Onodera, I'm pretty good with schoolwork. Want me to help?\What? response:	You just take this, and do this...
context: Huh? She assigned us three worksheets for homework\U-Unbelievable!\And here I thought that I had the upper hand in schoolwork!\What were your grades like in the US, Kirisaki-san?\Mostly A's, I guess.\Hey, Onodera, I'm pretty good with schoolwork. Want me to help?\What?\You just take this, and do this... response:	Wow! That's amazing! I got it! Your explanation makes so much sense!
context: U-Unbelievable!\And here I thought that I had the upper hand in schoolwork!\What were your grades like in the US, Kirisaki-san?\Mostly A's, I guess.\Hey, Onodera, I'm pretty good with schoolwork. Want me to help?\What?\You just take this, and do this...\Wow! That's amazing! I got it! Your explanation makes so much sense! response:	Heh!
context: And here I thought that I had the upper hand in schoolwork!\What were your grades like in the US, Kirisaki-san?\Mostly A's, I guess.\Hey, Onodera, I'm pretty good with schoolwork. Want me to help?\What?\You just take this, and do this...\Wow! That's amazing! I got it! Your explanation makes so much sense!\Heh! response:	Kirisaki, you'll pay for this...
context: What were your grades like in the US, Kirisaki-san?\Mostly A's, I guess.\Hey, Onodera, I'm pretty good with schoolwork. Want me to help?\What?\You just take this, and do this...\Wow! That's amazing! I got it! Your explanation makes so much sense!\Heh!\Kirisaki, you'll pay for this... response:	Hey, hey... By the way, Onodera-san...
context: Mostly A's, I guess.\Hey, Onodera, I'm pretty good with schoolwork. Want me to help?\What?\You just take this, and do this...\Wow! That's amazing! I got it! Your explanation makes so much sense!\Heh!\Kirisaki, you'll pay for this...\Hey, hey... By the way, Onodera-san... response:	Do you have a crush on anybody?
context: Hey, Onodera, I'm pretty good with schoolwork. Want me to help?\What?\You just take this, and do this...\Wow! That's amazing! I got it! Your explanation makes so much sense!\Heh!\Kirisaki, you'll pay for this...\Hey, hey... By the way, Onodera-san...\Do you have a crush on anybody? response:	Is that a question you just suddenly ask a person?
context: What?\You just take this, and do this...\Wow! That's amazing! I got it! Your explanation makes so much sense!\Heh!\Kirisaki, you'll pay for this...\Hey, hey... By the way, Onodera-san...\Do you have a crush on anybody?\Is that a question you just suddenly ask a person? response:	Suddenly? Look, it's freaking girl talk.
context: You just take this, and do this...\Wow! That's amazing! I got it! Your explanation makes so much sense!\Heh!\Kirisaki, you'll pay for this...\Hey, hey... By the way, Onodera-san...\Do you have a crush on anybody?\Is that a question you just suddenly ask a person?\Suddenly? Look, it's freaking girl talk. response:	Huh? Was that a weird question?
context: Wow! That's amazing! I got it! Your explanation makes so much sense!\Heh!\Kirisaki, you'll pay for this...\Hey, hey... By the way, Onodera-san...\Do you have a crush on anybody?\Is that a question you just suddenly ask a person?\Suddenly? Look, it's freaking girl talk.\Huh? Was that a weird question? response:	R-Right now, I don't think of anyone like that.
context: Heh!\Kirisaki, you'll pay for this...\Hey, hey... By the way, Onodera-san...\Do you have a crush on anybody?\Is that a question you just suddenly ask a person?\Suddenly? Look, it's freaking girl talk.\Huh? Was that a weird question?\R-Right now, I don't think of anyone like that. response:	I see.
context: Kirisaki, you'll pay for this...\Hey, hey... By the way, Onodera-san...\Do you have a crush on anybody?\Is that a question you just suddenly ask a person?\Suddenly? Look, it's freaking girl talk.\Huh? Was that a weird question?\R-Right now, I don't think of anyone like that.\I see. response:	Right now, I don't think of anyone like that.
context: Hey, hey... By the way, Onodera-san...\Do you have a crush on anybody?\Is that a question you just suddenly ask a person?\Suddenly? Look, it's freaking girl talk.\Huh? Was that a weird question?\R-Right now, I don't think of anyone like that.\I see.\Right now, I don't think of anyone like that. response:	I see! I see... So Onodera isn't into anyone!
context: Do you have a crush on anybody?\Is that a question you just suddenly ask a person?\Suddenly? Look, it's freaking girl talk.\Huh? Was that a weird question?\R-Right now, I don't think of anyone like that.\I see.\Right now, I don't think of anyone like that.\I see! I see... So Onodera isn't into anyone! response:	Good job, Kirisaki!
context: Is that a question you just suddenly ask a person?\Suddenly? Look, it's freaking girl talk.\Huh? Was that a weird question?\R-Right now, I don't think of anyone like that.\I see.\Right now, I don't think of anyone like that.\I see! I see... So Onodera isn't into anyone!\Good job, Kirisaki! response:	I see! I don't have anyone like that now, either!
context: Suddenly? Look, it's freaking girl talk.\Huh? Was that a weird question?\R-Right now, I don't think of anyone like that.\I see.\Right now, I don't think of anyone like that.\I see! I see... So Onodera isn't into anyone!\Good job, Kirisaki!\I see! I don't have anyone like that now, either! response:	I really hope I can meet that special someone soon.
context: Huh? Was that a weird question?\R-Right now, I don't think of anyone like that.\I see.\Right now, I don't think of anyone like that.\I see! I see... So Onodera isn't into anyone!\Good job, Kirisaki!\I see! I don't have anyone like that now, either!\I really hope I can meet that special someone soon. response:	But it's just so hard, you know?
context: R-Right now, I don't think of anyone like that.\I see.\Right now, I don't think of anyone like that.\I see! I see... So Onodera isn't into anyone!\Good job, Kirisaki!\I see! I don't have anyone like that now, either!\I really hope I can meet that special someone soon.\But it's just so hard, you know? response:	J-Joking, I'm joking! That was a joke!
context: I see.\Right now, I don't think of anyone like that.\I see! I see... So Onodera isn't into anyone!\Good job, Kirisaki!\I see! I don't have anyone like that now, either!\I really hope I can meet that special someone soon.\But it's just so hard, you know?\J-Joking, I'm joking! That was a joke! response:	H-Hey, that was mean, honey.
context: Right now, I don't think of anyone like that.\I see! I see... So Onodera isn't into anyone!\Good job, Kirisaki!\I see! I don't have anyone like that now, either!\I really hope I can meet that special someone soon.\But it's just so hard, you know?\J-Joking, I'm joking! That was a joke!\H-Hey, that was mean, honey. response:	Don't say those things when you've got me!
context: I see! I see... So Onodera isn't into anyone!\Good job, Kirisaki!\I see! I don't have anyone like that now, either!\I really hope I can meet that special someone soon.\But it's just so hard, you know?\J-Joking, I'm joking! That was a joke!\H-Hey, that was mean, honey.\Don't say those things when you've got me! response:	S-So sorry, darling! I just wanted to tease you a little.
context: Good job, Kirisaki!\I see! I don't have anyone like that now, either!\I really hope I can meet that special someone soon.\But it's just so hard, you know?\J-Joking, I'm joking! That was a joke!\H-Hey, that was mean, honey.\Don't say those things when you've got me!\S-So sorry, darling! I just wanted to tease you a little. response:	J-Jeez, what am I gonna do with you?
context: I see! I don't have anyone like that now, either!\I really hope I can meet that special someone soon.\But it's just so hard, you know?\J-Joking, I'm joking! That was a joke!\H-Hey, that was mean, honey.\Don't say those things when you've got me!\S-So sorry, darling! I just wanted to tease you a little.\J-Jeez, what am I gonna do with you? response:	Oh, okay! You two sure are chummy!
context: I really hope I can meet that special someone soon.\But it's just so hard, you know?\J-Joking, I'm joking! That was a joke!\H-Hey, that was mean, honey.\Don't say those things when you've got me!\S-So sorry, darling! I just wanted to tease you a little.\J-Jeez, what am I gonna do with you?\Oh, okay! You two sure are chummy! response:	Hey, hey, Kirisaki-sancan I ask you something, too?
context: But it's just so hard, you know?\J-Joking, I'm joking! That was a joke!\H-Hey, that was mean, honey.\Don't say those things when you've got me!\S-So sorry, darling! I just wanted to tease you a little.\J-Jeez, what am I gonna do with you?\Oh, okay! You two sure are chummy!\Hey, hey, Kirisaki-sancan I ask you something, too? response:	Huh?
context: J-Joking, I'm joking! That was a joke!\H-Hey, that was mean, honey.\Don't say those things when you've got me!\S-So sorry, darling! I just wanted to tease you a little.\J-Jeez, what am I gonna do with you?\Oh, okay! You two sure are chummy!\Hey, hey, Kirisaki-sancan I ask you something, too?\Huh? response:	Spill the beans... How far have you two gone?
context: H-Hey, that was mean, honey.\Don't say those things when you've got me!\S-So sorry, darling! I just wanted to tease you a little.\J-Jeez, what am I gonna do with you?\Oh, okay! You two sure are chummy!\Hey, hey, Kirisaki-sancan I ask you something, too?\Huh?\Spill the beans... How far have you two gone? response:	H-How? How? How? How far?
context: Don't say those things when you've got me!\S-So sorry, darling! I just wanted to tease you a little.\J-Jeez, what am I gonna do with you?\Oh, okay! You two sure are chummy!\Hey, hey, Kirisaki-sancan I ask you something, too?\Huh?\Spill the beans... How far have you two gone?\H-How? How? How? How far? response:	How far have we gonewhat exactly do you mean?
context: S-So sorry, darling! I just wanted to tease you a little.\J-Jeez, what am I gonna do with you?\Oh, okay! You two sure are chummy!\Hey, hey, Kirisaki-sancan I ask you something, too?\Huh?\Spill the beans... How far have you two gone?\H-How? How? How? How far?\How far have we gonewhat exactly do you mean? response:	Oh, come on, you know, ki
context: J-Jeez, what am I gonna do with you?\Oh, okay! You two sure are chummy!\Hey, hey, Kirisaki-sancan I ask you something, too?\Huh?\Spill the beans... How far have you two gone?\H-How? How? How? How far?\How far have we gonewhat exactly do you mean?\Oh, come on, you know, ki response:	You! Come with me!
context: Oh, okay! You two sure are chummy!\Hey, hey, Kirisaki-sancan I ask you something, too?\Huh?\Spill the beans... How far have you two gone?\H-How? How? How? How far?\How far have we gonewhat exactly do you mean?\Oh, come on, you know, ki\You! Come with me! response:	Huh? What's gotten into you?
context: Hey, hey, Kirisaki-sancan I ask you something, too?\Huh?\Spill the beans... How far have you two gone?\H-How? How? How? How far?\How far have we gonewhat exactly do you mean?\Oh, come on, you know, ki\You! Come with me!\Huh? What's gotten into you? response:	What's going on, Raku? You gave me a shock!
context: Huh?\Spill the beans... How far have you two gone?\H-How? How? How? How far?\How far have we gonewhat exactly do you mean?\Oh, come on, you know, ki\You! Come with me!\Huh? What's gotten into you?\What's going on, Raku? You gave me a shock! response:	Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.
context: Spill the beans... How far have you two gone?\H-How? How? How? How far?\How far have we gonewhat exactly do you mean?\Oh, come on, you know, ki\You! Come with me!\Huh? What's gotten into you?\What's going on, Raku? You gave me a shock!\Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth. response:	Now listen up!
context: H-How? How? How? How far?\How far have we gonewhat exactly do you mean?\Oh, come on, you know, ki\You! Come with me!\Huh? What's gotten into you?\What's going on, Raku? You gave me a shock!\Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.\Now listen up! response:	Huh?
context: How far have we gonewhat exactly do you mean?\Oh, come on, you know, ki\You! Come with me!\Huh? What's gotten into you?\What's going on, Raku? You gave me a shock!\Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.\Now listen up!\Huh? response:	And don't you dare tell anyone else either!
context: Oh, come on, you know, ki\You! Come with me!\Huh? What's gotten into you?\What's going on, Raku? You gave me a shock!\Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.\Now listen up!\Huh?\And don't you dare tell anyone else either! response:	I get it. So that's why you've been pretending to be a couple.
context: You! Come with me!\Huh? What's gotten into you?\What's going on, Raku? You gave me a shock!\Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.\Now listen up!\Huh?\And don't you dare tell anyone else either!\I get it. So that's why you've been pretending to be a couple. response:	What the hell? So you were onto us? You knew we were pretending to be a couple?
context: Huh? What's gotten into you?\What's going on, Raku? You gave me a shock!\Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.\Now listen up!\Huh?\And don't you dare tell anyone else either!\I get it. So that's why you've been pretending to be a couple.\What the hell? So you were onto us? You knew we were pretending to be a couple? response:	Well, hey, it was pretty obvious from my end.
context: What's going on, Raku? You gave me a shock!\Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.\Now listen up!\Huh?\And don't you dare tell anyone else either!\I get it. So that's why you've been pretending to be a couple.\What the hell? So you were onto us? You knew we were pretending to be a couple?\Well, hey, it was pretty obvious from my end. response:	But to be perfectly honest...
context: Listen to me! Now's as good a time as ever, so I'm gonna tell you the truth.\Now listen up!\Huh?\And don't you dare tell anyone else either!\I get it. So that's why you've been pretending to be a couple.\What the hell? So you were onto us? You knew we were pretending to be a couple?\Well, hey, it was pretty obvious from my end.\But to be perfectly honest... response:	Raku, I couldn't be more jealous!
context: Now listen up!\Huh?\And don't you dare tell anyone else either!\I get it. So that's why you've been pretending to be a couple.\What the hell? So you were onto us? You knew we were pretending to be a couple?\Well, hey, it was pretty obvious from my end.\But to be perfectly honest...\Raku, I couldn't be more jealous! response:	How could you get a girlfriend before me?!
context: Huh?\And don't you dare tell anyone else either!\I get it. So that's why you've been pretending to be a couple.\What the hell? So you were onto us? You knew we were pretending to be a couple?\Well, hey, it was pretty obvious from my end.\But to be perfectly honest...\Raku, I couldn't be more jealous!\How could you get a girlfriend before me?! response:	That was about when I figured it out.
context: And don't you dare tell anyone else either!\I get it. So that's why you've been pretending to be a couple.\What the hell? So you were onto us? You knew we were pretending to be a couple?\Well, hey, it was pretty obvious from my end.\But to be perfectly honest...\Raku, I couldn't be more jealous!\How could you get a girlfriend before me?!\That was about when I figured it out. response:	That was right at the beginning!
context: I get it. So that's why you've been pretending to be a couple.\What the hell? So you were onto us? You knew we were pretending to be a couple?\Well, hey, it was pretty obvious from my end.\But to be perfectly honest...\Raku, I couldn't be more jealous!\How could you get a girlfriend before me?!\That was about when I figured it out.\That was right at the beginning! response:	Damn it, you humiliated me knowing full well that we were pretending?
context: What the hell? So you were onto us? You knew we were pretending to be a couple?\Well, hey, it was pretty obvious from my end.\But to be perfectly honest...\Raku, I couldn't be more jealous!\How could you get a girlfriend before me?!\That was about when I figured it out.\That was right at the beginning!\Damn it, you humiliated me knowing full well that we were pretending? response:	Well, do you really think I could've resisted the urge?
context: Well, hey, it was pretty obvious from my end.\But to be perfectly honest...\Raku, I couldn't be more jealous!\How could you get a girlfriend before me?!\That was about when I figured it out.\That was right at the beginning!\Damn it, you humiliated me knowing full well that we were pretending?\Well, do you really think I could've resisted the urge? response:	This is why I didn't want to tell him!
context: But to be perfectly honest...\Raku, I couldn't be more jealous!\How could you get a girlfriend before me?!\That was about when I figured it out.\That was right at the beginning!\Damn it, you humiliated me knowing full well that we were pretending?\Well, do you really think I could've resisted the urge?\This is why I didn't want to tell him! response:	So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.
context: Raku, I couldn't be more jealous!\How could you get a girlfriend before me?!\That was about when I figured it out.\That was right at the beginning!\Damn it, you humiliated me knowing full well that we were pretending?\Well, do you really think I could've resisted the urge?\This is why I didn't want to tell him!\So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible. response:	Well, yeah.
context: How could you get a girlfriend before me?!\That was about when I figured it out.\That was right at the beginning!\Damn it, you humiliated me knowing full well that we were pretending?\Well, do you really think I could've resisted the urge?\This is why I didn't want to tell him!\So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.\Well, yeah. response:	Then, hey, it couldn't be any simpler. Just tell her how you feel!
context: That was about when I figured it out.\That was right at the beginning!\Damn it, you humiliated me knowing full well that we were pretending?\Well, do you really think I could've resisted the urge?\This is why I didn't want to tell him!\So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.\Well, yeah.\Then, hey, it couldn't be any simpler. Just tell her how you feel! response:	As if I could do something like that!
context: That was right at the beginning!\Damn it, you humiliated me knowing full well that we were pretending?\Well, do you really think I could've resisted the urge?\This is why I didn't want to tell him!\So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.\Well, yeah.\Then, hey, it couldn't be any simpler. Just tell her how you feel!\As if I could do something like that! response:	Really? I happen to think the odds are in your favor.
context: Damn it, you humiliated me knowing full well that we were pretending?\Well, do you really think I could've resisted the urge?\This is why I didn't want to tell him!\So, you'd rather not have Onodera actually fall for your act the whole three years, if at all possible.\Well, yeah.\Then, hey, it couldn't be any simpler. Just tell her how you feel!\As if I could do something like that!\Really? I happen to think the odds are in your favor. response:	Huh?
