context: What name do I give that feeling that was born that night? response:	Sweet words like love or adore just don't sound right.
context: You're really mature.\You're the brat.\But I guess if Nana decides to go to Tokyo...\that's the end of Blast.\When that time comes, I'm out. Although I am going to miss this.\Time to get out.\You go and find another band to be friendly with, Nobu.\When I met Ren the second time, response:	it was mid-summer afternoon,
context: You're the brat.\But I guess if Nana decides to go to Tokyo...\that's the end of Blast.\When that time comes, I'm out. Although I am going to miss this.\Time to get out.\You go and find another band to be friendly with, Nobu.\When I met Ren the second time,\it was mid-summer afternoon, response:	when the ocean breeze was biting my skin.
context: But I guess if Nana decides to go to Tokyo...\that's the end of Blast.\When that time comes, I'm out. Although I am going to miss this.\Time to get out.\You go and find another band to be friendly with, Nobu.\When I met Ren the second time,\it was mid-summer afternoon,\when the ocean breeze was biting my skin. response:	Hey Nobu, wanna join our band?
context: that's the end of Blast.\When that time comes, I'm out. Although I am going to miss this.\Time to get out.\You go and find another band to be friendly with, Nobu.\When I met Ren the second time,\it was mid-summer afternoon,\when the ocean breeze was biting my skin.\Hey Nobu, wanna join our band? response:	Why? What about the band you got now?
context: When that time comes, I'm out. Although I am going to miss this.\Time to get out.\You go and find another band to be friendly with, Nobu.\When I met Ren the second time,\it was mid-summer afternoon,\when the ocean breeze was biting my skin.\Hey Nobu, wanna join our band?\Why? What about the band you got now? response:	We're breaking up.
context: Time to get out.\You go and find another band to be friendly with, Nobu.\When I met Ren the second time,\it was mid-summer afternoon,\when the ocean breeze was biting my skin.\Hey Nobu, wanna join our band?\Why? What about the band you got now?\We're breaking up. response:	Those guys are hopeless. They don't put their heart in it.
context: You go and find another band to be friendly with, Nobu.\When I met Ren the second time,\it was mid-summer afternoon,\when the ocean breeze was biting my skin.\Hey Nobu, wanna join our band?\Why? What about the band you got now?\We're breaking up.\Those guys are hopeless. They don't put their heart in it. response:	They don't practice, yet keep on complaining.
context: When I met Ren the second time,\it was mid-summer afternoon,\when the ocean breeze was biting my skin.\Hey Nobu, wanna join our band?\Why? What about the band you got now?\We're breaking up.\Those guys are hopeless. They don't put their heart in it.\They don't practice, yet keep on complaining. response:	Hey, I heard that when you were in middle school
context: it was mid-summer afternoon,\when the ocean breeze was biting my skin.\Hey Nobu, wanna join our band?\Why? What about the band you got now?\We're breaking up.\Those guys are hopeless. They don't put their heart in it.\They don't practice, yet keep on complaining.\Hey, I heard that when you were in middle school response:	you used to play guitar in the school band,
context: when the ocean breeze was biting my skin.\Hey Nobu, wanna join our band?\Why? What about the band you got now?\We're breaking up.\Those guys are hopeless. They don't put their heart in it.\They don't practice, yet keep on complaining.\Hey, I heard that when you were in middle school\you used to play guitar in the school band, response:	and Ren used to talk about how good you were,
context: Hey Nobu, wanna join our band?\Why? What about the band you got now?\We're breaking up.\Those guys are hopeless. They don't put their heart in it.\They don't practice, yet keep on complaining.\Hey, I heard that when you were in middle school\you used to play guitar in the school band,\and Ren used to talk about how good you were, response:	that it would be a total waste if you quit.
context: Why? What about the band you got now?\We're breaking up.\Those guys are hopeless. They don't put their heart in it.\They don't practice, yet keep on complaining.\Hey, I heard that when you were in middle school\you used to play guitar in the school band,\and Ren used to talk about how good you were,\that it would be a total waste if you quit. response:	Huh?
context: We're breaking up.\Those guys are hopeless. They don't put their heart in it.\They don't practice, yet keep on complaining.\Hey, I heard that when you were in middle school\you used to play guitar in the school band,\and Ren used to talk about how good you were,\that it would be a total waste if you quit.\Huh? response:	I can play bass too, so why don't you play guitar?
context: Those guys are hopeless. They don't put their heart in it.\They don't practice, yet keep on complaining.\Hey, I heard that when you were in middle school\you used to play guitar in the school band,\and Ren used to talk about how good you were,\that it would be a total waste if you quit.\Huh?\I can play bass too, so why don't you play guitar? response:	I'll do it!
context: They don't practice, yet keep on complaining.\Hey, I heard that when you were in middle school\you used to play guitar in the school band,\and Ren used to talk about how good you were,\that it would be a total waste if you quit.\Huh?\I can play bass too, so why don't you play guitar?\I'll do it! response:	Ah, but can we use a guy that's been out of practice for a year and a half.
context: Hey, I heard that when you were in middle school\you used to play guitar in the school band,\and Ren used to talk about how good you were,\that it would be a total waste if you quit.\Huh?\I can play bass too, so why don't you play guitar?\I'll do it!\Ah, but can we use a guy that's been out of practice for a year and a half. response:	No problem, Ren!
context: you used to play guitar in the school band,\and Ren used to talk about how good you were,\that it would be a total waste if you quit.\Huh?\I can play bass too, so why don't you play guitar?\I'll do it!\Ah, but can we use a guy that's been out of practice for a year and a half.\No problem, Ren! response:	I still practice at home every day and I know all of your stuff!
context: and Ren used to talk about how good you were,\that it would be a total waste if you quit.\Huh?\I can play bass too, so why don't you play guitar?\I'll do it!\Ah, but can we use a guy that's been out of practice for a year and a half.\No problem, Ren!\I still practice at home every day and I know all of your stuff! response:	I've lately started writing my own, too.
context: that it would be a total waste if you quit.\Huh?\I can play bass too, so why don't you play guitar?\I'll do it!\Ah, but can we use a guy that's been out of practice for a year and a half.\No problem, Ren!\I still practice at home every day and I know all of your stuff!\I've lately started writing my own, too. response:	Well then, it's a go.
context: Huh?\I can play bass too, so why don't you play guitar?\I'll do it!\Ah, but can we use a guy that's been out of practice for a year and a half.\No problem, Ren!\I still practice at home every day and I know all of your stuff!\I've lately started writing my own, too.\Well then, it's a go. response:	So who's gonna do the vocals?
context: I can play bass too, so why don't you play guitar?\I'll do it!\Ah, but can we use a guy that's been out of practice for a year and a half.\No problem, Ren!\I still practice at home every day and I know all of your stuff!\I've lately started writing my own, too.\Well then, it's a go.\So who's gonna do the vocals? response:	That's the problem. Preferably a girl.
context: I'll do it!\Ah, but can we use a guy that's been out of practice for a year and a half.\No problem, Ren!\I still practice at home every day and I know all of your stuff!\I've lately started writing my own, too.\Well then, it's a go.\So who's gonna do the vocals?\That's the problem. Preferably a girl. response:	I'm sick and tired of those dud guys.
context: Ah, but can we use a guy that's been out of practice for a year and a half.\No problem, Ren!\I still practice at home every day and I know all of your stuff!\I've lately started writing my own, too.\Well then, it's a go.\So who's gonna do the vocals?\That's the problem. Preferably a girl.\I'm sick and tired of those dud guys. response:	I hear ya. If she can sing at par, I'd prefer a woman myself.
context: No problem, Ren!\I still practice at home every day and I know all of your stuff!\I've lately started writing my own, too.\Well then, it's a go.\So who's gonna do the vocals?\That's the problem. Preferably a girl.\I'm sick and tired of those dud guys.\I hear ya. If she can sing at par, I'd prefer a woman myself. response:	Nobu! A woman! Go find a woman
context: I still practice at home every day and I know all of your stuff!\I've lately started writing my own, too.\Well then, it's a go.\So who's gonna do the vocals?\That's the problem. Preferably a girl.\I'm sick and tired of those dud guys.\I hear ya. If she can sing at par, I'd prefer a woman myself.\Nobu! A woman! Go find a woman response:	A pretty one at that.
context: I've lately started writing my own, too.\Well then, it's a go.\So who's gonna do the vocals?\That's the problem. Preferably a girl.\I'm sick and tired of those dud guys.\I hear ya. If she can sing at par, I'd prefer a woman myself.\Nobu! A woman! Go find a woman\A pretty one at that. response:	So what am I? A gofer already? You got pretty women all around you!
context: Well then, it's a go.\So who's gonna do the vocals?\That's the problem. Preferably a girl.\I'm sick and tired of those dud guys.\I hear ya. If she can sing at par, I'd prefer a woman myself.\Nobu! A woman! Go find a woman\A pretty one at that.\So what am I? A gofer already? You got pretty women all around you! response:	Give me a break.
context: So who's gonna do the vocals?\That's the problem. Preferably a girl.\I'm sick and tired of those dud guys.\I hear ya. If she can sing at par, I'd prefer a woman myself.\Nobu! A woman! Go find a woman\A pretty one at that.\So what am I? A gofer already? You got pretty women all around you!\Give me a break. response:	Try bringing in a woman that I've done it with.
context: That's the problem. Preferably a girl.\I'm sick and tired of those dud guys.\I hear ya. If she can sing at par, I'd prefer a woman myself.\Nobu! A woman! Go find a woman\A pretty one at that.\So what am I? A gofer already? You got pretty women all around you!\Give me a break.\Try bringing in a woman that I've done it with. response:	They'd only mean trouble.
context: I'm sick and tired of those dud guys.\I hear ya. If she can sing at par, I'd prefer a woman myself.\Nobu! A woman! Go find a woman\A pretty one at that.\So what am I? A gofer already? You got pretty women all around you!\Give me a break.\Try bringing in a woman that I've done it with.\They'd only mean trouble. response:	If there's love, it should be all right.
context: I hear ya. If she can sing at par, I'd prefer a woman myself.\Nobu! A woman! Go find a woman\A pretty one at that.\So what am I? A gofer already? You got pretty women all around you!\Give me a break.\Try bringing in a woman that I've done it with.\They'd only mean trouble.\If there's love, it should be all right. response:	Love, he says.
context: Nobu! A woman! Go find a woman\A pretty one at that.\So what am I? A gofer already? You got pretty women all around you!\Give me a break.\Try bringing in a woman that I've done it with.\They'd only mean trouble.\If there's love, it should be all right.\Love, he says. response:	Those who laugh at love, cry for love.
context: A pretty one at that.\So what am I? A gofer already? You got pretty women all around you!\Give me a break.\Try bringing in a woman that I've done it with.\They'd only mean trouble.\If there's love, it should be all right.\Love, he says.\Those who laugh at love, cry for love. response:	Nobuo, there's a friend here to see you!
context: So what am I? A gofer already? You got pretty women all around you!\Give me a break.\Try bringing in a woman that I've done it with.\They'd only mean trouble.\If there's love, it should be all right.\Love, he says.\Those who laugh at love, cry for love.\Nobuo, there's a friend here to see you! response:	Miss Osaki! Can I let her in?!
context: Give me a break.\Try bringing in a woman that I've done it with.\They'd only mean trouble.\If there's love, it should be all right.\Love, he says.\Those who laugh at love, cry for love.\Nobuo, there's a friend here to see you!\Miss Osaki! Can I let her in?! response:	Yeah, sure! Bring her through!
context: Try bringing in a woman that I've done it with.\They'd only mean trouble.\If there's love, it should be all right.\Love, he says.\Those who laugh at love, cry for love.\Nobuo, there's a friend here to see you!\Miss Osaki! Can I let her in?!\Yeah, sure! Bring her through! response:	Osaki?
context: They'd only mean trouble.\If there's love, it should be all right.\Love, he says.\Those who laugh at love, cry for love.\Nobuo, there's a friend here to see you!\Miss Osaki! Can I let her in?!\Yeah, sure! Bring her through!\Osaki? response:	A girl?!
context: If there's love, it should be all right.\Love, he says.\Those who laugh at love, cry for love.\Nobuo, there's a friend here to see you!\Miss Osaki! Can I let her in?!\Yeah, sure! Bring her through!\Osaki?\A girl?! response:	Is she pretty?
context: Love, he says.\Those who laugh at love, cry for love.\Nobuo, there's a friend here to see you!\Miss Osaki! Can I let her in?!\Yeah, sure! Bring her through!\Osaki?\A girl?!\Is she pretty? response:	What? Yeah, but you've met her before.
context: Those who laugh at love, cry for love.\Nobuo, there's a friend here to see you!\Miss Osaki! Can I let her in?!\Yeah, sure! Bring her through!\Osaki?\A girl?!\Is she pretty?\What? Yeah, but you've met her before. response:	Nana.
context: Nobuo, there's a friend here to see you!\Miss Osaki! Can I let her in?!\Yeah, sure! Bring her through!\Osaki?\A girl?!\Is she pretty?\What? Yeah, but you've met her before.\Nana. response:	Nobuo, here's the CDIborrowed. Thanks.
context: Miss Osaki! Can I let her in?!\Yeah, sure! Bring her through!\Osaki?\A girl?!\Is she pretty?\What? Yeah, but you've met her before.\Nana.\Nobuo, here's the CDIborrowed. Thanks. response:	Thanks.
context: Yeah, sure! Bring her through!\Osaki?\A girl?!\Is she pretty?\What? Yeah, but you've met her before.\Nana.\Nobuo, here's the CDIborrowed. Thanks.\Thanks. response:	Well, see ya.
context: Osaki?\A girl?!\Is she pretty?\What? Yeah, but you've met her before.\Nana.\Nobuo, here's the CDIborrowed. Thanks.\Thanks.\Well, see ya. response:	Huh?
context: A girl?!\Is she pretty?\What? Yeah, but you've met her before.\Nana.\Nobuo, here's the CDIborrowed. Thanks.\Thanks.\Well, see ya.\Huh? response:	Hey, Nana!
context: Is she pretty?\What? Yeah, but you've met her before.\Nana.\Nobuo, here's the CDIborrowed. Thanks.\Thanks.\Well, see ya.\Huh?\Hey, Nana! response:	Nobu, have you two ever gone out for karaoke?
context: What? Yeah, but you've met her before.\Nana.\Nobuo, here's the CDIborrowed. Thanks.\Thanks.\Well, see ya.\Huh?\Hey, Nana!\Nobu, have you two ever gone out for karaoke? response:	Huh?
context: Nana.\Nobuo, here's the CDIborrowed. Thanks.\Thanks.\Well, see ya.\Huh?\Hey, Nana!\Nobu, have you two ever gone out for karaoke?\Huh? response:	Is she good?
context: Nobuo, here's the CDIborrowed. Thanks.\Thanks.\Well, see ya.\Huh?\Hey, Nana!\Nobu, have you two ever gone out for karaoke?\Huh?\Is she good? response:	Well, yeah. Average, I guess.
context: Thanks.\Well, see ya.\Huh?\Hey, Nana!\Nobu, have you two ever gone out for karaoke?\Huh?\Is she good?\Well, yeah. Average, I guess. response:	Then it's decided.
context: Well, see ya.\Huh?\Hey, Nana!\Nobu, have you two ever gone out for karaoke?\Huh?\Is she good?\Well, yeah. Average, I guess.\Then it's decided. response:	From that day on, I have witnessed the surf,
context: Huh?\Hey, Nana!\Nobu, have you two ever gone out for karaoke?\Huh?\Is she good?\Well, yeah. Average, I guess.\Then it's decided.\From that day on, I have witnessed the surf, response:	pulled by Ren's gravity.
context: Hey, Nana!\Nobu, have you two ever gone out for karaoke?\Huh?\Is she good?\Well, yeah. Average, I guess.\Then it's decided.\From that day on, I have witnessed the surf,\pulled by Ren's gravity. response:	The waves rush with the sound of my heart.
context: Nobu, have you two ever gone out for karaoke?\Huh?\Is she good?\Well, yeah. Average, I guess.\Then it's decided.\From that day on, I have witnessed the surf,\pulled by Ren's gravity.\The waves rush with the sound of my heart. response:	Higher, higher, higher.
context: Huh?\Is she good?\Well, yeah. Average, I guess.\Then it's decided.\From that day on, I have witnessed the surf,\pulled by Ren's gravity.\The waves rush with the sound of my heart.\Higher, higher, higher. response:	Nana, sing in my band.
context: Is she good?\Well, yeah. Average, I guess.\Then it's decided.\From that day on, I have witnessed the surf,\pulled by Ren's gravity.\The waves rush with the sound of my heart.\Higher, higher, higher.\Nana, sing in my band. response:	My feelings overflow and become my voice.
context: Well, yeah. Average, I guess.\Then it's decided.\From that day on, I have witnessed the surf,\pulled by Ren's gravity.\The waves rush with the sound of my heart.\Higher, higher, higher.\Nana, sing in my band.\My feelings overflow and become my voice. response:	But I haven't yet made it my choice, to sing for Ren.
context: Then it's decided.\From that day on, I have witnessed the surf,\pulled by Ren's gravity.\The waves rush with the sound of my heart.\Higher, higher, higher.\Nana, sing in my band.\My feelings overflow and become my voice.\But I haven't yet made it my choice, to sing for Ren. response:	I sing for myself...
context: From that day on, I have witnessed the surf,\pulled by Ren's gravity.\The waves rush with the sound of my heart.\Higher, higher, higher.\Nana, sing in my band.\My feelings overflow and become my voice.\But I haven't yet made it my choice, to sing for Ren.\I sing for myself... response:	as I always have.
context: pulled by Ren's gravity.\The waves rush with the sound of my heart.\Higher, higher, higher.\Nana, sing in my band.\My feelings overflow and become my voice.\But I haven't yet made it my choice, to sing for Ren.\I sing for myself...\as I always have. response:	Certificate of Graduation Nobuo Terashima
context: The waves rush with the sound of my heart.\Higher, higher, higher.\Nana, sing in my band.\My feelings overflow and become my voice.\But I haven't yet made it my choice, to sing for Ren.\I sing for myself...\as I always have.\Certificate of Graduation Nobuo Terashima response:	Certificate of Graduation Nobuo Terashima How's that? Make you jealous?
context: Higher, higher, higher.\Nana, sing in my band.\My feelings overflow and become my voice.\But I haven't yet made it my choice, to sing for Ren.\I sing for myself...\as I always have.\Certificate of Graduation Nobuo Terashima\Certificate of Graduation Nobuo Terashima How's that? Make you jealous? response:	How's that? Make you jealous?
context: Nana, sing in my band.\My feelings overflow and become my voice.\But I haven't yet made it my choice, to sing for Ren.\I sing for myself...\as I always have.\Certificate of Graduation Nobuo Terashima\Certificate of Graduation Nobuo Terashima How's that? Make you jealous?\How's that? Make you jealous? response:	Look. I sold all the buttons on my uniform.
context: My feelings overflow and become my voice.\But I haven't yet made it my choice, to sing for Ren.\I sing for myself...\as I always have.\Certificate of Graduation Nobuo Terashima\Certificate of Graduation Nobuo Terashima How's that? Make you jealous?\How's that? Make you jealous?\Look. I sold all the buttons on my uniform. response:	You gotta give it to the guitarist that played for Blast.
context: But I haven't yet made it my choice, to sing for Ren.\I sing for myself...\as I always have.\Certificate of Graduation Nobuo Terashima\Certificate of Graduation Nobuo Terashima How's that? Make you jealous?\How's that? Make you jealous?\Look. I sold all the buttons on my uniform.\You gotta give it to the guitarist that played for Blast. response:	How much do you think I got for the second button?
context: I sing for myself...\as I always have.\Certificate of Graduation Nobuo Terashima\Certificate of Graduation Nobuo Terashima How's that? Make you jealous?\How's that? Make you jealous?\Look. I sold all the buttons on my uniform.\You gotta give it to the guitarist that played for Blast.\How much do you think I got for the second button? response:	I can't believe you took money for it.
context: as I always have.\Certificate of Graduation Nobuo Terashima\Certificate of Graduation Nobuo Terashima How's that? Make you jealous?\How's that? Make you jealous?\Look. I sold all the buttons on my uniform.\You gotta give it to the guitarist that played for Blast.\How much do you think I got for the second button?\I can't believe you took money for it. response:	Get outta here, shrimp. I'm busy.
context: Certificate of Graduation Nobuo Terashima\Certificate of Graduation Nobuo Terashima How's that? Make you jealous?\How's that? Make you jealous?\Look. I sold all the buttons on my uniform.\You gotta give it to the guitarist that played for Blast.\How much do you think I got for the second button?\I can't believe you took money for it.\Get outta here, shrimp. I'm busy. response:	You're lying. This shop has no customers.
context: Certificate of Graduation Nobuo Terashima How's that? Make you jealous?\How's that? Make you jealous?\Look. I sold all the buttons on my uniform.\You gotta give it to the guitarist that played for Blast.\How much do you think I got for the second button?\I can't believe you took money for it.\Get outta here, shrimp. I'm busy.\You're lying. This shop has no customers. response:	How are you busy?
context: How's that? Make you jealous?\Look. I sold all the buttons on my uniform.\You gotta give it to the guitarist that played for Blast.\How much do you think I got for the second button?\I can't believe you took money for it.\Get outta here, shrimp. I'm busy.\You're lying. This shop has no customers.\How are you busy? response:	I'm busy reading!
context: Look. I sold all the buttons on my uniform.\You gotta give it to the guitarist that played for Blast.\How much do you think I got for the second button?\I can't believe you took money for it.\Get outta here, shrimp. I'm busy.\You're lying. This shop has no customers.\How are you busy?\I'm busy reading! response:	Why don't you pick up a real book for a change,
context: You gotta give it to the guitarist that played for Blast.\How much do you think I got for the second button?\I can't believe you took money for it.\Get outta here, shrimp. I'm busy.\You're lying. This shop has no customers.\How are you busy?\I'm busy reading!\Why don't you pick up a real book for a change, response:	instead of reading comics all the time?
context: How much do you think I got for the second button?\I can't believe you took money for it.\Get outta here, shrimp. I'm busy.\You're lying. This shop has no customers.\How are you busy?\I'm busy reading!\Why don't you pick up a real book for a change,\instead of reading comics all the time? response:	I heard about Ren. What are you gonna do?
context: I can't believe you took money for it.\Get outta here, shrimp. I'm busy.\You're lying. This shop has no customers.\How are you busy?\I'm busy reading!\Why don't you pick up a real book for a change,\instead of reading comics all the time?\I heard about Ren. What are you gonna do? response:	Of course, you're going to Tokyo with him, right?
context: Get outta here, shrimp. I'm busy.\You're lying. This shop has no customers.\How are you busy?\I'm busy reading!\Why don't you pick up a real book for a change,\instead of reading comics all the time?\I heard about Ren. What are you gonna do?\Of course, you're going to Tokyo with him, right? response:	Aha, so you've come to stop me.
context: You're lying. This shop has no customers.\How are you busy?\I'm busy reading!\Why don't you pick up a real book for a change,\instead of reading comics all the time?\I heard about Ren. What are you gonna do?\Of course, you're going to Tokyo with him, right?\Aha, so you've come to stop me. response:	You gonna miss me?
context: How are you busy?\I'm busy reading!\Why don't you pick up a real book for a change,\instead of reading comics all the time?\I heard about Ren. What are you gonna do?\Of course, you're going to Tokyo with him, right?\Aha, so you've come to stop me.\You gonna miss me? response:	Go! Go to Tokyo! I'll come too!
context: I'm busy reading!\Why don't you pick up a real book for a change,\instead of reading comics all the time?\I heard about Ren. What are you gonna do?\Of course, you're going to Tokyo with him, right?\Aha, so you've come to stop me.\You gonna miss me?\Go! Go to Tokyo! I'll come too! response:	What are you saying?
context: Why don't you pick up a real book for a change,\instead of reading comics all the time?\I heard about Ren. What are you gonna do?\Of course, you're going to Tokyo with him, right?\Aha, so you've come to stop me.\You gonna miss me?\Go! Go to Tokyo! I'll come too!\What are you saying? response:	We'll find new members in Tokyo and see how far we can get!
context: instead of reading comics all the time?\I heard about Ren. What are you gonna do?\Of course, you're going to Tokyo with him, right?\Aha, so you've come to stop me.\You gonna miss me?\Go! Go to Tokyo! I'll come too!\What are you saying?\We'll find new members in Tokyo and see how far we can get! response:	I realize it's not that simple to go pro,
context: I heard about Ren. What are you gonna do?\Of course, you're going to Tokyo with him, right?\Aha, so you've come to stop me.\You gonna miss me?\Go! Go to Tokyo! I'll come too!\What are you saying?\We'll find new members in Tokyo and see how far we can get!\I realize it's not that simple to go pro, response:	but I think it's worth a try!
context: Of course, you're going to Tokyo with him, right?\Aha, so you've come to stop me.\You gonna miss me?\Go! Go to Tokyo! I'll come too!\What are you saying?\We'll find new members in Tokyo and see how far we can get!\I realize it's not that simple to go pro,\but I think it's worth a try! response:	I think your singing is all right!
context: Aha, so you've come to stop me.\You gonna miss me?\Go! Go to Tokyo! I'll come too!\What are you saying?\We'll find new members in Tokyo and see how far we can get!\I realize it's not that simple to go pro,\but I think it's worth a try!\I think your singing is all right! response:	Not that you're super good or anything,
context: You gonna miss me?\Go! Go to Tokyo! I'll come too!\What are you saying?\We'll find new members in Tokyo and see how far we can get!\I realize it's not that simple to go pro,\but I think it's worth a try!\I think your singing is all right!\Not that you're super good or anything, response:	but you have a cool husky voice and I feel like taking a chance on it!
context: Go! Go to Tokyo! I'll come too!\What are you saying?\We'll find new members in Tokyo and see how far we can get!\I realize it's not that simple to go pro,\but I think it's worth a try!\I think your singing is all right!\Not that you're super good or anything,\but you have a cool husky voice and I feel like taking a chance on it! response:	I don't wanna play for anyone else.
context: What are you saying?\We'll find new members in Tokyo and see how far we can get!\I realize it's not that simple to go pro,\but I think it's worth a try!\I think your singing is all right!\Not that you're super good or anything,\but you have a cool husky voice and I feel like taking a chance on it!\I don't wanna play for anyone else. response:	That's probably how Yasu feels too.
context: We'll find new members in Tokyo and see how far we can get!\I realize it's not that simple to go pro,\but I think it's worth a try!\I think your singing is all right!\Not that you're super good or anything,\but you have a cool husky voice and I feel like taking a chance on it!\I don't wanna play for anyone else.\That's probably how Yasu feels too. response:	That's why he's ready to give it all up if you go.
context: I realize it's not that simple to go pro,\but I think it's worth a try!\I think your singing is all right!\Not that you're super good or anything,\but you have a cool husky voice and I feel like taking a chance on it!\I don't wanna play for anyone else.\That's probably how Yasu feels too.\That's why he's ready to give it all up if you go. response:	Why is it you telling me this?
context: but I think it's worth a try!\I think your singing is all right!\Not that you're super good or anything,\but you have a cool husky voice and I feel like taking a chance on it!\I don't wanna play for anyone else.\That's probably how Yasu feels too.\That's why he's ready to give it all up if you go.\Why is it you telling me this? response:	Huh?
context: I think your singing is all right!\Not that you're super good or anything,\but you have a cool husky voice and I feel like taking a chance on it!\I don't wanna play for anyone else.\That's probably how Yasu feels too.\That's why he's ready to give it all up if you go.\Why is it you telling me this?\Huh? response:	I wanted to hear those words from Ren. Not you...
context: Not that you're super good or anything,\but you have a cool husky voice and I feel like taking a chance on it!\I don't wanna play for anyone else.\That's probably how Yasu feels too.\That's why he's ready to give it all up if you go.\Why is it you telling me this?\Huh?\I wanted to hear those words from Ren. Not you... response:	Thanks Nobu, but... I'm not going.
context: but you have a cool husky voice and I feel like taking a chance on it!\I don't wanna play for anyone else.\That's probably how Yasu feels too.\That's why he's ready to give it all up if you go.\Why is it you telling me this?\Huh?\I wanted to hear those words from Ren. Not you...\Thanks Nobu, but... I'm not going. response:	Why not? Can you handle being separated from Ren?
context: I don't wanna play for anyone else.\That's probably how Yasu feels too.\That's why he's ready to give it all up if you go.\Why is it you telling me this?\Huh?\I wanted to hear those words from Ren. Not you...\Thanks Nobu, but... I'm not going.\Why not? Can you handle being separated from Ren? response:	Even if you can't be in the same band you can at least live together!
context: That's probably how Yasu feels too.\That's why he's ready to give it all up if you go.\Why is it you telling me this?\Huh?\I wanted to hear those words from Ren. Not you...\Thanks Nobu, but... I'm not going.\Why not? Can you handle being separated from Ren?\Even if you can't be in the same band you can at least live together! response:	No, I can't do that!
context: That's why he's ready to give it all up if you go.\Why is it you telling me this?\Huh?\I wanted to hear those words from Ren. Not you...\Thanks Nobu, but... I'm not going.\Why not? Can you handle being separated from Ren?\Even if you can't be in the same band you can at least live together!\No, I can't do that! response:	It'll be all right, Nana.
context: Why is it you telling me this?\Huh?\I wanted to hear those words from Ren. Not you...\Thanks Nobu, but... I'm not going.\Why not? Can you handle being separated from Ren?\Even if you can't be in the same band you can at least live together!\No, I can't do that!\It'll be all right, Nana. response:	If you go with him,
context: Huh?\I wanted to hear those words from Ren. Not you...\Thanks Nobu, but... I'm not going.\Why not? Can you handle being separated from Ren?\Even if you can't be in the same band you can at least live together!\No, I can't do that!\It'll be all right, Nana.\If you go with him, response:	he's not going to think of you as an obstacle.
context: I wanted to hear those words from Ren. Not you...\Thanks Nobu, but... I'm not going.\Why not? Can you handle being separated from Ren?\Even if you can't be in the same band you can at least live together!\No, I can't do that!\It'll be all right, Nana.\If you go with him,\he's not going to think of you as an obstacle. response:	That guy, who thinks he's God's gift to women,
context: Thanks Nobu, but... I'm not going.\Why not? Can you handle being separated from Ren?\Even if you can't be in the same band you can at least live together!\No, I can't do that!\It'll be all right, Nana.\If you go with him,\he's not going to think of you as an obstacle.\That guy, who thinks he's God's gift to women, response:	hasn't fooled around on you once.
context: Why not? Can you handle being separated from Ren?\Even if you can't be in the same band you can at least live together!\No, I can't do that!\It'll be all right, Nana.\If you go with him,\he's not going to think of you as an obstacle.\That guy, who thinks he's God's gift to women,\hasn't fooled around on you once. response:	That's proof that he loves you.
context: Even if you can't be in the same band you can at least live together!\No, I can't do that!\It'll be all right, Nana.\If you go with him,\he's not going to think of you as an obstacle.\That guy, who thinks he's God's gift to women,\hasn't fooled around on you once.\That's proof that he loves you. response:	I know that.
context: No, I can't do that!\It'll be all right, Nana.\If you go with him,\he's not going to think of you as an obstacle.\That guy, who thinks he's God's gift to women,\hasn't fooled around on you once.\That's proof that he loves you.\I know that. response:	At least as long as you know.
context: It'll be all right, Nana.\If you go with him,\he's not going to think of you as an obstacle.\That guy, who thinks he's God's gift to women,\hasn't fooled around on you once.\That's proof that he loves you.\I know that.\At least as long as you know. response:	However! Making love with Ren is not the only thing I live for!
context: If you go with him,\he's not going to think of you as an obstacle.\That guy, who thinks he's God's gift to women,\hasn't fooled around on you once.\That's proof that he loves you.\I know that.\At least as long as you know.\However! Making love with Ren is not the only thing I live for! response:	I, too, want to sing for a living.
context: he's not going to think of you as an obstacle.\That guy, who thinks he's God's gift to women,\hasn't fooled around on you once.\That's proof that he loves you.\I know that.\At least as long as you know.\However! Making love with Ren is not the only thing I live for!\I, too, want to sing for a living. response:	So let's go to Tokyo!
context: That guy, who thinks he's God's gift to women,\hasn't fooled around on you once.\That's proof that he loves you.\I know that.\At least as long as you know.\However! Making love with Ren is not the only thing I live for!\I, too, want to sing for a living.\So let's go to Tokyo! response:	Not now.
context: hasn't fooled around on you once.\That's proof that he loves you.\I know that.\At least as long as you know.\However! Making love with Ren is not the only thing I live for!\I, too, want to sing for a living.\So let's go to Tokyo!\Not now. response:	Why's that?!
context: That's proof that he loves you.\I know that.\At least as long as you know.\However! Making love with Ren is not the only thing I live for!\I, too, want to sing for a living.\So let's go to Tokyo!\Not now.\Why's that?! response:	Man, I don't understand you!
context: I know that.\At least as long as you know.\However! Making love with Ren is not the only thing I live for!\I, too, want to sing for a living.\So let's go to Tokyo!\Not now.\Why's that?!\Man, I don't understand you! response:	If I go now, I'll end up living with Ren again.
context: At least as long as you know.\However! Making love with Ren is not the only thing I live for!\I, too, want to sing for a living.\So let's go to Tokyo!\Not now.\Why's that?!\Man, I don't understand you!\If I go now, I'll end up living with Ren again. response:	I can't live without him.
context: However! Making love with Ren is not the only thing I live for!\I, too, want to sing for a living.\So let's go to Tokyo!\Not now.\Why's that?!\Man, I don't understand you!\If I go now, I'll end up living with Ren again.\I can't live without him. response:	So why don't you?
