context: Why? response:	Mari.
context: -You coward! -Stay where you are!\Well, here we go.\-Mari! -Mari!\The Year 1876 (What is now) Menlo Park, America\Are we really in Edison's time? The Year 1876 (What is now) Menlo Park, America\Probably, yeah...\It seems it is.\Your father is an impressive man. response:	What are you people doing here?!
context: Well, here we go.\-Mari! -Mari!\The Year 1876 (What is now) Menlo Park, America\Are we really in Edison's time? The Year 1876 (What is now) Menlo Park, America\Probably, yeah...\It seems it is.\Your father is an impressive man.\What are you people doing here?! response:	Who are you people?
context: -Mari! -Mari!\The Year 1876 (What is now) Menlo Park, America\Are we really in Edison's time? The Year 1876 (What is now) Menlo Park, America\Probably, yeah...\It seems it is.\Your father is an impressive man.\What are you people doing here?!\Who are you people? response:	How'd you get in here?
context: The Year 1876 (What is now) Menlo Park, America\Are we really in Edison's time? The Year 1876 (What is now) Menlo Park, America\Probably, yeah...\It seems it is.\Your father is an impressive man.\What are you people doing here?!\Who are you people?\How'd you get in here? response:	Are you spies, come to steal my inventions?
context: Are we really in Edison's time? The Year 1876 (What is now) Menlo Park, America\Probably, yeah...\It seems it is.\Your father is an impressive man.\What are you people doing here?!\Who are you people?\How'd you get in here?\Are you spies, come to steal my inventions? response:	Spies?!
context: Probably, yeah...\It seems it is.\Your father is an impressive man.\What are you people doing here?!\Who are you people?\How'd you get in here?\Are you spies, come to steal my inventions?\Spies?! response:	You!
context: It seems it is.\Your father is an impressive man.\What are you people doing here?!\Who are you people?\How'd you get in here?\Are you spies, come to steal my inventions?\Spies?!\You! response:	You've got a real scheming face on you.
context: Your father is an impressive man.\What are you people doing here?!\Who are you people?\How'd you get in here?\Are you spies, come to steal my inventions?\Spies?!\You!\You've got a real scheming face on you. response:	He's got a good eye for people, at least.
context: What are you people doing here?!\Who are you people?\How'd you get in here?\Are you spies, come to steal my inventions?\Spies?!\You!\You've got a real scheming face on you.\He's got a good eye for people, at least. response:	Your inventions...
context: Who are you people?\How'd you get in here?\Are you spies, come to steal my inventions?\Spies?!\You!\You've got a real scheming face on you.\He's got a good eye for people, at least.\Your inventions... response:	Does that mean you're Mr. Edison?!
context: How'd you get in here?\Are you spies, come to steal my inventions?\Spies?!\You!\You've got a real scheming face on you.\He's got a good eye for people, at least.\Your inventions...\Does that mean you're Mr. Edison?! response:	That's right. I'm Edison. Got a problem with that?
context: Are you spies, come to steal my inventions?\Spies?!\You!\You've got a real scheming face on you.\He's got a good eye for people, at least.\Your inventions...\Does that mean you're Mr. Edison?!\That's right. I'm Edison. Got a problem with that? response:	N-No...
context: Spies?!\You!\You've got a real scheming face on you.\He's got a good eye for people, at least.\Your inventions...\Does that mean you're Mr. Edison?!\That's right. I'm Edison. Got a problem with that?\N-No... response:	So? What did you steal?
context: You!\You've got a real scheming face on you.\He's got a good eye for people, at least.\Your inventions...\Does that mean you're Mr. Edison?!\That's right. I'm Edison. Got a problem with that?\N-No...\So? What did you steal? response:	We didn't steal anything!
context: You've got a real scheming face on you.\He's got a good eye for people, at least.\Your inventions...\Does that mean you're Mr. Edison?!\That's right. I'm Edison. Got a problem with that?\N-No...\So? What did you steal?\We didn't steal anything! response:	I see.
context: He's got a good eye for people, at least.\Your inventions...\Does that mean you're Mr. Edison?!\That's right. I'm Edison. Got a problem with that?\N-No...\So? What did you steal?\We didn't steal anything!\I see. response:	Good to hear it.
context: Your inventions...\Does that mean you're Mr. Edison?!\That's right. I'm Edison. Got a problem with that?\N-No...\So? What did you steal?\We didn't steal anything!\I see.\Good to hear it. response:	Get going now. I'm busy.
context: Does that mean you're Mr. Edison?!\That's right. I'm Edison. Got a problem with that?\N-No...\So? What did you steal?\We didn't steal anything!\I see.\Good to hear it.\Get going now. I'm busy. response:	Um, well, er... I wanted to ask you something...
context: That's right. I'm Edison. Got a problem with that?\N-No...\So? What did you steal?\We didn't steal anything!\I see.\Good to hear it.\Get going now. I'm busy.\Um, well, er... I wanted to ask you something... response:	I'm busy!
context: N-No...\So? What did you steal?\We didn't steal anything!\I see.\Good to hear it.\Get going now. I'm busy.\Um, well, er... I wanted to ask you something...\I'm busy! response:	We're looking for some-
context: So? What did you steal?\We didn't steal anything!\I see.\Good to hear it.\Get going now. I'm busy.\Um, well, er... I wanted to ask you something...\I'm busy!\We're looking for some- response:	Then look for them somewhere else!
context: We didn't steal anything!\I see.\Good to hear it.\Get going now. I'm busy.\Um, well, er... I wanted to ask you something...\I'm busy!\We're looking for some-\Then look for them somewhere else! response:	He's completely unapproachable.
context: I see.\Good to hear it.\Get going now. I'm busy.\Um, well, er... I wanted to ask you something...\I'm busy!\We're looking for some-\Then look for them somewhere else!\He's completely unapproachable. response:	This is a ticker, right?
context: Good to hear it.\Get going now. I'm busy.\Um, well, er... I wanted to ask you something...\I'm busy!\We're looking for some-\Then look for them somewhere else!\He's completely unapproachable.\This is a ticker, right? response:	Ticker?
context: Get going now. I'm busy.\Um, well, er... I wanted to ask you something...\I'm busy!\We're looking for some-\Then look for them somewhere else!\He's completely unapproachable.\This is a ticker, right?\Ticker? response:	It displays stock market quotes.
context: Um, well, er... I wanted to ask you something...\I'm busy!\We're looking for some-\Then look for them somewhere else!\He's completely unapproachable.\This is a ticker, right?\Ticker?\It displays stock market quotes. response:	During the speculation boom following the Civil War,
context: I'm busy!\We're looking for some-\Then look for them somewhere else!\He's completely unapproachable.\This is a ticker, right?\Ticker?\It displays stock market quotes.\During the speculation boom following the Civil War, response:	a trader's livelihood on Wall Street required getting prices quickly.
context: We're looking for some-\Then look for them somewhere else!\He's completely unapproachable.\This is a ticker, right?\Ticker?\It displays stock market quotes.\During the speculation boom following the Civil War,\a trader's livelihood on Wall Street required getting prices quickly. response:	Before then, stock information
context: Then look for them somewhere else!\He's completely unapproachable.\This is a ticker, right?\Ticker?\It displays stock market quotes.\During the speculation boom following the Civil War,\a trader's livelihood on Wall Street required getting prices quickly.\Before then, stock information response:	was conveyed via telegraphs using Morse Code.
context: He's completely unapproachable.\This is a ticker, right?\Ticker?\It displays stock market quotes.\During the speculation boom following the Civil War,\a trader's livelihood on Wall Street required getting prices quickly.\Before then, stock information\was conveyed via telegraphs using Morse Code. response:	But he modified it to display using the alphabet.
context: This is a ticker, right?\Ticker?\It displays stock market quotes.\During the speculation boom following the Civil War,\a trader's livelihood on Wall Street required getting prices quickly.\Before then, stock information\was conveyed via telegraphs using Morse Code.\But he modified it to display using the alphabet. response:	Thanks to him, transaction speeds increased rapidly.
context: Ticker?\It displays stock market quotes.\During the speculation boom following the Civil War,\a trader's livelihood on Wall Street required getting prices quickly.\Before then, stock information\was conveyed via telegraphs using Morse Code.\But he modified it to display using the alphabet.\Thanks to him, transaction speeds increased rapidly. response:	It was the first of his inventions that made a lot of money.
context: It displays stock market quotes.\During the speculation boom following the Civil War,\a trader's livelihood on Wall Street required getting prices quickly.\Before then, stock information\was conveyed via telegraphs using Morse Code.\But he modified it to display using the alphabet.\Thanks to him, transaction speeds increased rapidly.\It was the first of his inventions that made a lot of money. response:	Money?
context: During the speculation boom following the Civil War,\a trader's livelihood on Wall Street required getting prices quickly.\Before then, stock information\was conveyed via telegraphs using Morse Code.\But he modified it to display using the alphabet.\Thanks to him, transaction speeds increased rapidly.\It was the first of his inventions that made a lot of money.\Money? response:	He was hoping to sell it for S5,000,
context: a trader's livelihood on Wall Street required getting prices quickly.\Before then, stock information\was conveyed via telegraphs using Morse Code.\But he modified it to display using the alphabet.\Thanks to him, transaction speeds increased rapidly.\It was the first of his inventions that made a lot of money.\Money?\He was hoping to sell it for S5,000, response:	but it actually sold for S40,000.
context: Before then, stock information\was conveyed via telegraphs using Morse Code.\But he modified it to display using the alphabet.\Thanks to him, transaction speeds increased rapidly.\It was the first of his inventions that made a lot of money.\Money?\He was hoping to sell it for S5,000,\but it actually sold for S40,000. response:	For eight times the price?!
context: was conveyed via telegraphs using Morse Code.\But he modified it to display using the alphabet.\Thanks to him, transaction speeds increased rapidly.\It was the first of his inventions that made a lot of money.\Money?\He was hoping to sell it for S5,000,\but it actually sold for S40,000.\For eight times the price?! response:	That shows how much the buyer
context: But he modified it to display using the alphabet.\Thanks to him, transaction speeds increased rapidly.\It was the first of his inventions that made a lot of money.\Money?\He was hoping to sell it for S5,000,\but it actually sold for S40,000.\For eight times the price?!\That shows how much the buyer response:	was able to foresee the value of the ticker.
context: Thanks to him, transaction speeds increased rapidly.\It was the first of his inventions that made a lot of money.\Money?\He was hoping to sell it for S5,000,\but it actually sold for S40,000.\For eight times the price?!\That shows how much the buyer\was able to foresee the value of the ticker. response:	You seem to know your stuff.
context: It was the first of his inventions that made a lot of money.\Money?\He was hoping to sell it for S5,000,\but it actually sold for S40,000.\For eight times the price?!\That shows how much the buyer\was able to foresee the value of the ticker.\You seem to know your stuff. response:	This is an electric pen.
context: Money?\He was hoping to sell it for S5,000,\but it actually sold for S40,000.\For eight times the price?!\That shows how much the buyer\was able to foresee the value of the ticker.\You seem to know your stuff.\This is an electric pen. response:	This is... most likely a prototype photocopier.
context: He was hoping to sell it for S5,000,\but it actually sold for S40,000.\For eight times the price?!\That shows how much the buyer\was able to foresee the value of the ticker.\You seem to know your stuff.\This is an electric pen.\This is... most likely a prototype photocopier. response:	That's right.
context: but it actually sold for S40,000.\For eight times the price?!\That shows how much the buyer\was able to foresee the value of the ticker.\You seem to know your stuff.\This is an electric pen.\This is... most likely a prototype photocopier.\That's right. response:	You were my idol when I was a child.
context: For eight times the price?!\That shows how much the buyer\was able to foresee the value of the ticker.\You seem to know your stuff.\This is an electric pen.\This is... most likely a prototype photocopier.\That's right.\You were my idol when I was a child. response:	Huh?
context: That shows how much the buyer\was able to foresee the value of the ticker.\You seem to know your stuff.\This is an electric pen.\This is... most likely a prototype photocopier.\That's right.\You were my idol when I was a child.\Huh? response:	How old are you?!
context: was able to foresee the value of the ticker.\You seem to know your stuff.\This is an electric pen.\This is... most likely a prototype photocopier.\That's right.\You were my idol when I was a child.\Huh?\How old are you?! response:	I'm only 29!
context: You seem to know your stuff.\This is an electric pen.\This is... most likely a prototype photocopier.\That's right.\You were my idol when I was a child.\Huh?\How old are you?!\I'm only 29! response:	Um...
context: This is an electric pen.\This is... most likely a prototype photocopier.\That's right.\You were my idol when I was a child.\Huh?\How old are you?!\I'm only 29!\Um... response:	There's some complicated circumstances surrounding this.
context: This is... most likely a prototype photocopier.\That's right.\You were my idol when I was a child.\Huh?\How old are you?!\I'm only 29!\Um...\There's some complicated circumstances surrounding this. response:	-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.
context: That's right.\You were my idol when I was a child.\Huh?\How old are you?!\I'm only 29!\Um...\There's some complicated circumstances surrounding this.\-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes. response:	Um... Um... Are you listening to me?
context: You were my idol when I was a child.\Huh?\How old are you?!\I'm only 29!\Um...\There's some complicated circumstances surrounding this.\-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.\Um... Um... Are you listening to me? response:	I take it all back.
context: Huh?\How old are you?!\I'm only 29!\Um...\There's some complicated circumstances surrounding this.\-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.\Um... Um... Are you listening to me?\I take it all back. response:	He doesn't have a good eye for people at all.
context: How old are you?!\I'm only 29!\Um...\There's some complicated circumstances surrounding this.\-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.\Um... Um... Are you listening to me?\I take it all back.\He doesn't have a good eye for people at all. response:	Mr. Mikage...
context: I'm only 29!\Um...\There's some complicated circumstances surrounding this.\-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.\Um... Um... Are you listening to me?\I take it all back.\He doesn't have a good eye for people at all.\Mr. Mikage... response:	He's honest when it comes to business- the best there is.
context: Um...\There's some complicated circumstances surrounding this.\-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.\Um... Um... Are you listening to me?\I take it all back.\He doesn't have a good eye for people at all.\Mr. Mikage...\He's honest when it comes to business- the best there is. response:	Is this a telephone?
context: There's some complicated circumstances surrounding this.\-The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.\Um... Um... Are you listening to me?\I take it all back.\He doesn't have a good eye for people at all.\Mr. Mikage...\He's honest when it comes to business- the best there is.\Is this a telephone? response:	I know this! It's Mr. Bell's!
context: -The truth is, we're from the future. -Now that I look closer, you have good, honest eyes.\Um... Um... Are you listening to me?\I take it all back.\He doesn't have a good eye for people at all.\Mr. Mikage...\He's honest when it comes to business- the best there is.\Is this a telephone?\I know this! It's Mr. Bell's! response:	Yeah.
context: Um... Um... Are you listening to me?\I take it all back.\He doesn't have a good eye for people at all.\Mr. Mikage...\He's honest when it comes to business- the best there is.\Is this a telephone?\I know this! It's Mr. Bell's!\Yeah. response:	I tried to make one based on the one Bell exhibited
context: I take it all back.\He doesn't have a good eye for people at all.\Mr. Mikage...\He's honest when it comes to business- the best there is.\Is this a telephone?\I know this! It's Mr. Bell's!\Yeah.\I tried to make one based on the one Bell exhibited response:	at the Centennial Exhibition in Philadelphia.
context: He doesn't have a good eye for people at all.\Mr. Mikage...\He's honest when it comes to business- the best there is.\Is this a telephone?\I know this! It's Mr. Bell's!\Yeah.\I tried to make one based on the one Bell exhibited\at the Centennial Exhibition in Philadelphia. response:	You made it?
context: Mr. Mikage...\He's honest when it comes to business- the best there is.\Is this a telephone?\I know this! It's Mr. Bell's!\Yeah.\I tried to make one based on the one Bell exhibited\at the Centennial Exhibition in Philadelphia.\You made it? response:	As I thought.
context: He's honest when it comes to business- the best there is.\Is this a telephone?\I know this! It's Mr. Bell's!\Yeah.\I tried to make one based on the one Bell exhibited\at the Centennial Exhibition in Philadelphia.\You made it?\As I thought. response:	It's really well-made. Bell's a smart guy.
context: Is this a telephone?\I know this! It's Mr. Bell's!\Yeah.\I tried to make one based on the one Bell exhibited\at the Centennial Exhibition in Philadelphia.\You made it?\As I thought.\It's really well-made. Bell's a smart guy. response:	As I recall, you were also working on a telephone,
context: I know this! It's Mr. Bell's!\Yeah.\I tried to make one based on the one Bell exhibited\at the Centennial Exhibition in Philadelphia.\You made it?\As I thought.\It's really well-made. Bell's a smart guy.\As I recall, you were also working on a telephone, response:	but Bell beat you to it.
context: Yeah.\I tried to make one based on the one Bell exhibited\at the Centennial Exhibition in Philadelphia.\You made it?\As I thought.\It's really well-made. Bell's a smart guy.\As I recall, you were also working on a telephone,\but Bell beat you to it. response:	And patented it, too.
context: I tried to make one based on the one Bell exhibited\at the Centennial Exhibition in Philadelphia.\You made it?\As I thought.\It's really well-made. Bell's a smart guy.\As I recall, you were also working on a telephone,\but Bell beat you to it.\And patented it, too. response:	Yeah.
context: at the Centennial Exhibition in Philadelphia.\You made it?\As I thought.\It's really well-made. Bell's a smart guy.\As I recall, you were also working on a telephone,\but Bell beat you to it.\And patented it, too.\Yeah. response:	It was frustrating, wasn't it?
context: You made it?\As I thought.\It's really well-made. Bell's a smart guy.\As I recall, you were also working on a telephone,\but Bell beat you to it.\And patented it, too.\Yeah.\It was frustrating, wasn't it? response:	What can you do?
context: As I thought.\It's really well-made. Bell's a smart guy.\As I recall, you were also working on a telephone,\but Bell beat you to it.\And patented it, too.\Yeah.\It was frustrating, wasn't it?\What can you do? response:	But there's plenty of room to improve the telephone!
context: It's really well-made. Bell's a smart guy.\As I recall, you were also working on a telephone,\but Bell beat you to it.\And patented it, too.\Yeah.\It was frustrating, wasn't it?\What can you do?\But there's plenty of room to improve the telephone! response:	First, the transmitter and receiver being one-way is inconvenient.
context: As I recall, you were also working on a telephone,\but Bell beat you to it.\And patented it, too.\Yeah.\It was frustrating, wasn't it?\What can you do?\But there's plenty of room to improve the telephone!\First, the transmitter and receiver being one-way is inconvenient. response:	It's one-way?
context: but Bell beat you to it.\And patented it, too.\Yeah.\It was frustrating, wasn't it?\What can you do?\But there's plenty of room to improve the telephone!\First, the transmitter and receiver being one-way is inconvenient.\It's one-way? response:	Look at that carefully.
context: And patented it, too.\Yeah.\It was frustrating, wasn't it?\What can you do?\But there's plenty of room to improve the telephone!\First, the transmitter and receiver being one-way is inconvenient.\It's one-way?\Look at that carefully. response:	You can send words through on that, but you can't receive them.
context: Yeah.\It was frustrating, wasn't it?\What can you do?\But there's plenty of room to improve the telephone!\First, the transmitter and receiver being one-way is inconvenient.\It's one-way?\Look at that carefully.\You can send words through on that, but you can't receive them. response:	Inconvenient, right?
context: It was frustrating, wasn't it?\What can you do?\But there's plenty of room to improve the telephone!\First, the transmitter and receiver being one-way is inconvenient.\It's one-way?\Look at that carefully.\You can send words through on that, but you can't receive them.\Inconvenient, right? response:	Yeah.
context: What can you do?\But there's plenty of room to improve the telephone!\First, the transmitter and receiver being one-way is inconvenient.\It's one-way?\Look at that carefully.\You can send words through on that, but you can't receive them.\Inconvenient, right?\Yeah. response:	So I'm working on a way
context: But there's plenty of room to improve the telephone!\First, the transmitter and receiver being one-way is inconvenient.\It's one-way?\Look at that carefully.\You can send words through on that, but you can't receive them.\Inconvenient, right?\Yeah.\So I'm working on a way response:	that you can hear what they're saying while using the transmitter.
context: First, the transmitter and receiver being one-way is inconvenient.\It's one-way?\Look at that carefully.\You can send words through on that, but you can't receive them.\Inconvenient, right?\Yeah.\So I'm working on a way\that you can hear what they're saying while using the transmitter. response:	I think it would be really convenient to have it be two-way.
context: It's one-way?\Look at that carefully.\You can send words through on that, but you can't receive them.\Inconvenient, right?\Yeah.\So I'm working on a way\that you can hear what they're saying while using the transmitter.\I think it would be really convenient to have it be two-way. response:	I see!
context: Look at that carefully.\You can send words through on that, but you can't receive them.\Inconvenient, right?\Yeah.\So I'm working on a way\that you can hear what they're saying while using the transmitter.\I think it would be really convenient to have it be two-way.\I see! response:	And Bell's telephone
context: You can send words through on that, but you can't receive them.\Inconvenient, right?\Yeah.\So I'm working on a way\that you can hear what they're saying while using the transmitter.\I think it would be really convenient to have it be two-way.\I see!\And Bell's telephone response:	converts the vibrations of the voice into electric current with an electromagnet,
context: Inconvenient, right?\Yeah.\So I'm working on a way\that you can hear what they're saying while using the transmitter.\I think it would be really convenient to have it be two-way.\I see!\And Bell's telephone\converts the vibrations of the voice into electric current with an electromagnet, response:	but it can only carry the voice about one kilometer,
context: Yeah.\So I'm working on a way\that you can hear what they're saying while using the transmitter.\I think it would be really convenient to have it be two-way.\I see!\And Bell's telephone\converts the vibrations of the voice into electric current with an electromagnet,\but it can only carry the voice about one kilometer, response:	and the sound is muffled.
context: So I'm working on a way\that you can hear what they're saying while using the transmitter.\I think it would be really convenient to have it be two-way.\I see!\And Bell's telephone\converts the vibrations of the voice into electric current with an electromagnet,\but it can only carry the voice about one kilometer,\and the sound is muffled. response:	I'm developing a microphone that will make sound travel more clearly.
context: that you can hear what they're saying while using the transmitter.\I think it would be really convenient to have it be two-way.\I see!\And Bell's telephone\converts the vibrations of the voice into electric current with an electromagnet,\but it can only carry the voice about one kilometer,\and the sound is muffled.\I'm developing a microphone that will make sound travel more clearly. response:	Carbon granules seem like they're better suited than the electromagnet,
context: I think it would be really convenient to have it be two-way.\I see!\And Bell's telephone\converts the vibrations of the voice into electric current with an electromagnet,\but it can only carry the voice about one kilometer,\and the sound is muffled.\I'm developing a microphone that will make sound travel more clearly.\Carbon granules seem like they're better suited than the electromagnet, response:	but I'm still figuring out where to go from there.
context: I see!\And Bell's telephone\converts the vibrations of the voice into electric current with an electromagnet,\but it can only carry the voice about one kilometer,\and the sound is muffled.\I'm developing a microphone that will make sound travel more clearly.\Carbon granules seem like they're better suited than the electromagnet,\but I'm still figuring out where to go from there. response:	I've tried out over 500 versions, but it's not going well.
context: And Bell's telephone\converts the vibrations of the voice into electric current with an electromagnet,\but it can only carry the voice about one kilometer,\and the sound is muffled.\I'm developing a microphone that will make sound travel more clearly.\Carbon granules seem like they're better suited than the electromagnet,\but I'm still figuring out where to go from there.\I've tried out over 500 versions, but it's not going well. response:	Five hundred?!
context: converts the vibrations of the voice into electric current with an electromagnet,\but it can only carry the voice about one kilometer,\and the sound is muffled.\I'm developing a microphone that will make sound travel more clearly.\Carbon granules seem like they're better suited than the electromagnet,\but I'm still figuring out where to go from there.\I've tried out over 500 versions, but it's not going well.\Five hundred?! response:	I'm getting so sick of it.
context: but it can only carry the voice about one kilometer,\and the sound is muffled.\I'm developing a microphone that will make sound travel more clearly.\Carbon granules seem like they're better suited than the electromagnet,\but I'm still figuring out where to go from there.\I've tried out over 500 versions, but it's not going well.\Five hundred?!\I'm getting so sick of it. response:	But even if I fail 1,000 times,
context: and the sound is muffled.\I'm developing a microphone that will make sound travel more clearly.\Carbon granules seem like they're better suited than the electromagnet,\but I'm still figuring out where to go from there.\I've tried out over 500 versions, but it's not going well.\Five hundred?!\I'm getting so sick of it.\But even if I fail 1,000 times, response:	I'll keep going until I succeed.
context: I'm developing a microphone that will make sound travel more clearly.\Carbon granules seem like they're better suited than the electromagnet,\but I'm still figuring out where to go from there.\I've tried out over 500 versions, but it's not going well.\Five hundred?!\I'm getting so sick of it.\But even if I fail 1,000 times,\I'll keep going until I succeed. response:	This is... a phonograph?
context: Carbon granules seem like they're better suited than the electromagnet,\but I'm still figuring out where to go from there.\I've tried out over 500 versions, but it's not going well.\Five hundred?!\I'm getting so sick of it.\But even if I fail 1,000 times,\I'll keep going until I succeed.\This is... a phonograph? response:	That's a work in progress, too.
context: but I'm still figuring out where to go from there.\I've tried out over 500 versions, but it's not going well.\Five hundred?!\I'm getting so sick of it.\But even if I fail 1,000 times,\I'll keep going until I succeed.\This is... a phonograph?\That's a work in progress, too. response:	I thought it up while I was working on the telephone.
context: I've tried out over 500 versions, but it's not going well.\Five hundred?!\I'm getting so sick of it.\But even if I fail 1,000 times,\I'll keep going until I succeed.\This is... a phonograph?\That's a work in progress, too.\I thought it up while I was working on the telephone. response:	If you can send a voice long-distance,
context: Five hundred?!\I'm getting so sick of it.\But even if I fail 1,000 times,\I'll keep going until I succeed.\This is... a phonograph?\That's a work in progress, too.\I thought it up while I was working on the telephone.\If you can send a voice long-distance, response:	what if you could also store it?
context: I'm getting so sick of it.\But even if I fail 1,000 times,\I'll keep going until I succeed.\This is... a phonograph?\That's a work in progress, too.\I thought it up while I was working on the telephone.\If you can send a voice long-distance,\what if you could also store it? response:	He's so dynamic.
context: But even if I fail 1,000 times,\I'll keep going until I succeed.\This is... a phonograph?\That's a work in progress, too.\I thought it up while I was working on the telephone.\If you can send a voice long-distance,\what if you could also store it?\He's so dynamic. response:	What do successful people have in common?
context: I'll keep going until I succeed.\This is... a phonograph?\That's a work in progress, too.\I thought it up while I was working on the telephone.\If you can send a voice long-distance,\what if you could also store it?\He's so dynamic.\What do successful people have in common? response:	An indomitable will to fight, forward-thinking ideas,
context: This is... a phonograph?\That's a work in progress, too.\I thought it up while I was working on the telephone.\If you can send a voice long-distance,\what if you could also store it?\He's so dynamic.\What do successful people have in common?\An indomitable will to fight, forward-thinking ideas, response:	and unfounded self-confidence.
context: That's a work in progress, too.\I thought it up while I was working on the telephone.\If you can send a voice long-distance,\what if you could also store it?\He's so dynamic.\What do successful people have in common?\An indomitable will to fight, forward-thinking ideas,\and unfounded self-confidence. response:	Having just one isn't enough.
context: I thought it up while I was working on the telephone.\If you can send a voice long-distance,\what if you could also store it?\He's so dynamic.\What do successful people have in common?\An indomitable will to fight, forward-thinking ideas,\and unfounded self-confidence.\Having just one isn't enough. response:	Those who have them all succeed.
context: If you can send a voice long-distance,\what if you could also store it?\He's so dynamic.\What do successful people have in common?\An indomitable will to fight, forward-thinking ideas,\and unfounded self-confidence.\Having just one isn't enough.\Those who have them all succeed. response:	I know why Edison was a success.
context: what if you could also store it?\He's so dynamic.\What do successful people have in common?\An indomitable will to fight, forward-thinking ideas,\and unfounded self-confidence.\Having just one isn't enough.\Those who have them all succeed.\I know why Edison was a success. response:	To be honest, when Bell got the drop on me,
context: He's so dynamic.\What do successful people have in common?\An indomitable will to fight, forward-thinking ideas,\and unfounded self-confidence.\Having just one isn't enough.\Those who have them all succeed.\I know why Edison was a success.\To be honest, when Bell got the drop on me, response:	I was so depressed, I nearly lost my will to keep going.
context: What do successful people have in common?\An indomitable will to fight, forward-thinking ideas,\and unfounded self-confidence.\Having just one isn't enough.\Those who have them all succeed.\I know why Edison was a success.\To be honest, when Bell got the drop on me,\I was so depressed, I nearly lost my will to keep going. response:	But I got some advice...
context: An indomitable will to fight, forward-thinking ideas,\and unfounded self-confidence.\Having just one isn't enough.\Those who have them all succeed.\I know why Edison was a success.\To be honest, when Bell got the drop on me,\I was so depressed, I nearly lost my will to keep going.\But I got some advice... response:	It was from an Easterner, like you two.
context: and unfounded self-confidence.\Having just one isn't enough.\Those who have them all succeed.\I know why Edison was a success.\To be honest, when Bell got the drop on me,\I was so depressed, I nearly lost my will to keep going.\But I got some advice...\It was from an Easterner, like you two. response:	An Easterner?!
context: Having just one isn't enough.\Those who have them all succeed.\I know why Edison was a success.\To be honest, when Bell got the drop on me,\I was so depressed, I nearly lost my will to keep going.\But I got some advice...\It was from an Easterner, like you two.\An Easterner?! response:	Yeah.
context: Those who have them all succeed.\I know why Edison was a success.\To be honest, when Bell got the drop on me,\I was so depressed, I nearly lost my will to keep going.\But I got some advice...\It was from an Easterner, like you two.\An Easterner?!\Yeah. response:	He said, You've always bounced back from your failures
context: I know why Edison was a success.\To be honest, when Bell got the drop on me,\I was so depressed, I nearly lost my will to keep going.\But I got some advice...\It was from an Easterner, like you two.\An Easterner?!\Yeah.\He said, You've always bounced back from your failures response:	to keep trying new inventions.
context: To be honest, when Bell got the drop on me,\I was so depressed, I nearly lost my will to keep going.\But I got some advice...\It was from an Easterner, like you two.\An Easterner?!\Yeah.\He said, You've always bounced back from your failures\to keep trying new inventions. response:	That person...
context: I was so depressed, I nearly lost my will to keep going.\But I got some advice...\It was from an Easterner, like you two.\An Easterner?!\Yeah.\He said, You've always bounced back from your failures\to keep trying new inventions.\That person... response:	Was his name Eiji Hayase?
context: But I got some advice...\It was from an Easterner, like you two.\An Easterner?!\Yeah.\He said, You've always bounced back from your failures\to keep trying new inventions.\That person...\Was his name Eiji Hayase? response:	Eiji?
context: It was from an Easterner, like you two.\An Easterner?!\Yeah.\He said, You've always bounced back from your failures\to keep trying new inventions.\That person...\Was his name Eiji Hayase?\Eiji? response:	Was that his name?
context: An Easterner?!\Yeah.\He said, You've always bounced back from your failures\to keep trying new inventions.\That person...\Was his name Eiji Hayase?\Eiji?\Was that his name? response:	Anyway, his words made me remember
context: Yeah.\He said, You've always bounced back from your failures\to keep trying new inventions.\That person...\Was his name Eiji Hayase?\Eiji?\Was that his name?\Anyway, his words made me remember response:	that I was burning with the will to invent.
context: He said, You've always bounced back from your failures\to keep trying new inventions.\That person...\Was his name Eiji Hayase?\Eiji?\Was that his name?\Anyway, his words made me remember\that I was burning with the will to invent. response:	Where is that man now?
context: to keep trying new inventions.\That person...\Was his name Eiji Hayase?\Eiji?\Was that his name?\Anyway, his words made me remember\that I was burning with the will to invent.\Where is that man now? response:	Huh? He's gone.
context: That person...\Was his name Eiji Hayase?\Eiji?\Was that his name?\Anyway, his words made me remember\that I was burning with the will to invent.\Where is that man now?\Huh? He's gone. response:	Gone?
context: Was his name Eiji Hayase?\Eiji?\Was that his name?\Anyway, his words made me remember\that I was burning with the will to invent.\Where is that man now?\Huh? He's gone.\Gone? response:	He said something about meeting me again in the future.
context: Eiji?\Was that his name?\Anyway, his words made me remember\that I was burning with the will to invent.\Where is that man now?\Huh? He's gone.\Gone?\He said something about meeting me again in the future. response:	I didn't get it at all.
context: Was that his name?\Anyway, his words made me remember\that I was burning with the will to invent.\Where is that man now?\Huh? He's gone.\Gone?\He said something about meeting me again in the future.\I didn't get it at all. response:	Future?
context: Anyway, his words made me remember\that I was burning with the will to invent.\Where is that man now?\Huh? He's gone.\Gone?\He said something about meeting me again in the future.\I didn't get it at all.\Future? response:	He said I was going to bring light to the world.
